date,SPXL_unscaled,SPXL_monthly,isPartial,scale,SPXL
2018-01-01,0,13.0,False,0.13,0.0
2018-01-02,31,13.0,,0.13,4.03
2018-01-03,15,13.0,,0.13,1.9500000000000002
2018-01-04,91,13.0,,0.13,11.83
2018-01-05,31,13.0,,0.13,4.03
2018-01-06,87,13.0,,0.13,11.31
2018-01-07,51,13.0,,0.13,6.63
2018-01-08,29,13.0,,0.13,3.77
2018-01-09,44,13.0,,0.13,5.720000000000001
2018-01-10,30,13.0,,0.13,3.9000000000000004
2018-01-11,44,13.0,,0.13,5.720000000000001
2018-01-12,60,13.0,,0.13,7.800000000000001
2018-01-13,88,13.0,,0.13,11.440000000000001
2018-01-14,0,13.0,,0.13,0.0
2018-01-15,47,13.0,,0.13,6.11
2018-01-16,88,13.0,,0.13,11.440000000000001
2018-01-17,73,13.0,,0.13,9.49
2018-01-18,59,13.0,,0.13,7.67
2018-01-19,75,13.0,,0.13,9.75
2018-01-20,18,13.0,,0.13,2.34
2018-01-21,34,13.0,,0.13,4.42
2018-01-22,43,13.0,,0.13,5.59
2018-01-23,29,13.0,,0.13,3.77
2018-01-24,88,13.0,,0.13,11.440000000000001
2018-01-25,73,13.0,,0.13,9.49
2018-01-26,45,13.0,,0.13,5.8500000000000005
2018-01-27,35,13.0,,0.13,4.55
2018-01-28,53,13.0,,0.13,6.890000000000001
2018-01-29,71,13.0,,0.13,9.23
2018-01-30,100,13.0,,0.13,13.0
2018-01-31,88,13.0,,0.13,11.440000000000001
2018-02-01,28,26.0,False,0.26,7.28
2018-02-02,37,26.0,,0.26,9.620000000000001
2018-02-03,15,26.0,,0.26,3.9000000000000004
2018-02-04,5,26.0,,0.26,1.3
2018-02-05,54,26.0,,0.26,14.040000000000001
2018-02-06,100,26.0,,0.26,26.0
2018-02-07,51,26.0,,0.26,13.26
2018-02-08,85,26.0,,0.26,22.1
2018-02-09,94,26.0,,0.26,24.44
2018-02-10,19,26.0,,0.26,4.94
2018-02-11,19,26.0,,0.26,4.94
2018-02-12,56,26.0,,0.26,14.56
2018-02-13,44,26.0,,0.26,11.440000000000001
2018-02-14,24,26.0,,0.26,6.24
2018-02-15,45,26.0,,0.26,11.700000000000001
2018-02-16,33,26.0,,0.26,8.58
2018-02-17,10,26.0,,0.26,2.6
2018-02-18,10,26.0,,0.26,2.6
2018-02-19,4,26.0,,0.26,1.04
2018-02-20,20,26.0,,0.26,5.2
2018-02-21,12,26.0,,0.26,3.12
2018-02-22,40,26.0,,0.26,10.4
2018-02-23,25,26.0,,0.26,6.5
2018-02-24,19,26.0,,0.26,4.94
2018-02-25,19,26.0,,0.26,4.94
2018-02-26,43,26.0,,0.26,11.18
2018-02-27,28,26.0,,0.26,7.28
2018-02-28,20,26.0,,0.26,5.2
2018-03-01,66,18.0,False,0.18,11.879999999999999
2018-03-02,34,18.0,,0.18,6.12
2018-03-03,8,18.0,,0.18,1.44
2018-03-04,8,18.0,,0.18,1.44
2018-03-05,88,18.0,,0.18,15.84
2018-03-06,48,18.0,,0.18,8.64
2018-03-07,48,18.0,,0.18,8.64
2018-03-08,48,18.0,,0.18,8.64
2018-03-09,43,18.0,,0.18,7.739999999999999
2018-03-10,8,18.0,,0.18,1.44
2018-03-11,16,18.0,,0.18,2.88
2018-03-12,41,18.0,,0.18,7.38
2018-03-13,76,18.0,,0.18,13.68
2018-03-14,28,18.0,,0.18,5.04
2018-03-15,49,18.0,,0.18,8.82
2018-03-16,35,18.0,,0.18,6.3
2018-03-17,0,18.0,,0.18,0.0
2018-03-18,0,18.0,,0.18,0.0
2018-03-19,55,18.0,,0.18,9.9
2018-03-20,47,18.0,,0.18,8.459999999999999
2018-03-21,48,18.0,,0.18,8.64
2018-03-22,42,18.0,,0.18,7.56
2018-03-23,94,18.0,,0.18,16.919999999999998
2018-03-24,25,18.0,,0.18,4.5
2018-03-25,34,18.0,,0.18,6.12
2018-03-26,71,18.0,,0.18,12.78
2018-03-27,49,18.0,,0.18,8.82
2018-03-28,100,18.0,,0.18,18.0
2018-03-29,66,18.0,,0.18,11.879999999999999
2018-03-30,31,18.0,,0.18,5.58
2018-03-31,0,18.0,,0.18,0.0
2018-04-01,10,19.0,False,0.19,1.9
2018-04-02,87,19.0,,0.19,16.53
2018-04-03,83,19.0,,0.19,15.77
2018-04-04,77,19.0,,0.19,14.63
2018-04-05,40,19.0,,0.19,7.6
2018-04-06,94,19.0,,0.19,17.86
2018-04-07,9,19.0,,0.19,1.71
2018-04-08,18,19.0,,0.19,3.42
2018-04-09,100,19.0,,0.19,19.0
2018-04-10,69,19.0,,0.19,13.11
2018-04-11,68,19.0,,0.19,12.92
2018-04-12,54,19.0,,0.19,10.26
2018-04-13,79,19.0,,0.19,15.01
2018-04-14,0,19.0,,0.19,0.0
2018-04-15,0,19.0,,0.19,0.0
2018-04-16,67,19.0,,0.19,12.73
2018-04-17,76,19.0,,0.19,14.44
2018-04-18,77,19.0,,0.19,14.63
2018-04-19,77,19.0,,0.19,14.63
2018-04-20,47,19.0,,0.19,8.93
2018-04-21,0,19.0,,0.19,0.0
2018-04-22,0,19.0,,0.19,0.0
2018-04-23,30,19.0,,0.19,5.7
2018-04-24,53,19.0,,0.19,10.07
2018-04-25,52,19.0,,0.19,9.88
2018-04-26,30,19.0,,0.19,5.7
2018-04-27,55,19.0,,0.19,10.45
2018-04-28,0,19.0,,0.19,0.0
2018-04-29,0,19.0,,0.19,0.0
2018-04-30,30,19.0,,0.19,5.7
2018-05-01,27,11.0,False,0.11,2.97
2018-05-02,100,11.0,,0.11,11.0
2018-05-03,64,11.0,,0.11,7.04
2018-05-04,66,11.0,,0.11,7.26
2018-05-05,0,11.0,,0.11,0.0
2018-05-06,0,11.0,,0.11,0.0
2018-05-07,92,11.0,,0.11,10.12
2018-05-08,27,11.0,,0.11,2.97
2018-05-09,27,11.0,,0.11,2.97
2018-05-10,46,11.0,,0.11,5.06
2018-05-11,29,11.0,,0.11,3.19
2018-05-12,11,11.0,,0.11,1.21
2018-05-13,23,11.0,,0.11,2.53
2018-05-14,19,11.0,,0.11,2.09
2018-05-15,37,11.0,,0.11,4.07
2018-05-16,28,11.0,,0.11,3.08
2018-05-17,19,11.0,,0.11,2.09
2018-05-18,10,11.0,,0.11,1.1
2018-05-19,11,11.0,,0.11,1.21
2018-05-20,11,11.0,,0.11,1.21
2018-05-21,28,11.0,,0.11,3.08
2018-05-22,46,11.0,,0.11,5.06
2018-05-23,48,11.0,,0.11,5.28
2018-05-24,20,11.0,,0.11,2.2
2018-05-25,51,11.0,,0.11,5.61
2018-05-26,0,11.0,,0.11,0.0
2018-05-27,0,11.0,,0.11,0.0
2018-05-28,0,11.0,,0.11,0.0
2018-05-29,38,11.0,,0.11,4.18
2018-05-30,47,11.0,,0.11,5.17
2018-05-31,48,11.0,,0.11,5.28
2018-06-01,73,10.0,False,0.1,7.300000000000001
2018-06-02,35,10.0,,0.1,3.5
2018-06-03,17,10.0,,0.1,1.7000000000000002
2018-06-04,28,10.0,,0.1,2.8000000000000003
2018-06-05,57,10.0,,0.1,5.7
2018-06-06,58,10.0,,0.1,5.800000000000001
2018-06-07,72,10.0,,0.1,7.2
2018-06-08,0,10.0,,0.1,0.0
2018-06-09,0,10.0,,0.1,0.0
2018-06-10,17,10.0,,0.1,1.7000000000000002
2018-06-11,83,10.0,,0.1,8.3
2018-06-12,79,10.0,,0.1,7.9
2018-06-13,68,10.0,,0.1,6.800000000000001
2018-06-14,100,10.0,,0.1,10.0
2018-06-15,75,10.0,,0.1,7.5
2018-06-16,0,10.0,,0.1,0.0
2018-06-17,0,10.0,,0.1,0.0
2018-06-18,29,10.0,,0.1,2.9000000000000004
2018-06-19,71,10.0,,0.1,7.1000000000000005
2018-06-20,88,10.0,,0.1,8.8
2018-06-21,0,10.0,,0.1,0.0
2018-06-22,73,10.0,,0.1,7.300000000000001
2018-06-23,0,10.0,,0.1,0.0
2018-06-24,0,10.0,,0.1,0.0
2018-06-25,86,10.0,,0.1,8.6
2018-06-26,58,10.0,,0.1,5.800000000000001
2018-06-27,72,10.0,,0.1,7.2
2018-06-28,88,10.0,,0.1,8.8
2018-06-29,76,10.0,,0.1,7.6000000000000005
2018-06-30,0,10.0,,0.1,0.0
2018-07-01,0,9.0,False,0.09,0.0
2018-07-02,58,9.0,,0.09,5.22
2018-07-03,15,9.0,,0.09,1.3499999999999999
2018-07-04,17,9.0,,0.09,1.53
2018-07-05,47,9.0,,0.09,4.2299999999999995
2018-07-06,44,9.0,,0.09,3.96
2018-07-07,0,9.0,,0.09,0.0
2018-07-08,34,9.0,,0.09,3.06
2018-07-09,100,9.0,,0.09,9.0
2018-07-10,99,9.0,,0.09,8.91
2018-07-11,68,9.0,,0.09,6.12
2018-07-12,45,9.0,,0.09,4.05
2018-07-13,46,9.0,,0.09,4.14
2018-07-14,0,9.0,,0.09,0.0
2018-07-15,17,9.0,,0.09,1.53
2018-07-16,44,9.0,,0.09,3.96
2018-07-17,88,9.0,,0.09,7.92
2018-07-18,44,9.0,,0.09,3.96
2018-07-19,15,9.0,,0.09,1.3499999999999999
2018-07-20,45,9.0,,0.09,4.05
2018-07-21,17,9.0,,0.09,1.53
2018-07-22,0,9.0,,0.09,0.0
2018-07-23,29,9.0,,0.09,2.61
2018-07-24,58,9.0,,0.09,5.22
2018-07-25,72,9.0,,0.09,6.4799999999999995
2018-07-26,45,9.0,,0.09,4.05
2018-07-27,76,9.0,,0.09,6.84
2018-07-28,0,9.0,,0.09,0.0
2018-07-29,0,9.0,,0.09,0.0
2018-07-30,59,9.0,,0.09,5.31
2018-07-31,71,9.0,,0.09,6.39
2018-08-01,100,12.0,False,0.12,12.0
2018-08-02,12,12.0,,0.12,1.44
2018-08-03,51,12.0,,0.12,6.12
2018-08-04,15,12.0,,0.12,1.7999999999999998
2018-08-05,0,12.0,,0.12,0.0
2018-08-06,25,12.0,,0.12,3.0
2018-08-07,74,12.0,,0.12,8.879999999999999
2018-08-08,88,12.0,,0.12,10.559999999999999
2018-08-09,50,12.0,,0.12,6.0
2018-08-10,13,12.0,,0.12,1.56
2018-08-11,0,12.0,,0.12,0.0
2018-08-12,0,12.0,,0.12,0.0
2018-08-13,76,12.0,,0.12,9.12
2018-08-14,13,12.0,,0.12,1.56
2018-08-15,89,12.0,,0.12,10.68
2018-08-16,51,12.0,,0.12,6.12
2018-08-17,63,12.0,,0.12,7.56
2018-08-18,30,12.0,,0.12,3.5999999999999996
2018-08-19,30,12.0,,0.12,3.5999999999999996
2018-08-20,51,12.0,,0.12,6.12
2018-08-21,62,12.0,,0.12,7.4399999999999995
2018-08-22,62,12.0,,0.12,7.4399999999999995
2018-08-23,38,12.0,,0.12,4.56
2018-08-24,38,12.0,,0.12,4.56
2018-08-25,45,12.0,,0.12,5.3999999999999995
2018-08-26,15,12.0,,0.12,1.7999999999999998
2018-08-27,37,12.0,,0.12,4.4399999999999995
2018-08-28,37,12.0,,0.12,4.4399999999999995
2018-08-29,100,12.0,,0.12,12.0
2018-08-30,74,12.0,,0.12,8.879999999999999
2018-08-31,38,12.0,,0.12,4.56
2018-09-01,0,8.0,False,0.08,0.0
2018-09-02,20,8.0,,0.08,1.6
2018-09-03,19,8.0,,0.08,1.52
2018-09-04,17,8.0,,0.08,1.36
2018-09-05,100,8.0,,0.08,8.0
2018-09-06,49,8.0,,0.08,3.92
2018-09-07,0,8.0,,0.08,0.0
2018-09-08,20,8.0,,0.08,1.6
2018-09-09,0,8.0,,0.08,0.0
2018-09-10,99,8.0,,0.08,7.92
2018-09-11,66,8.0,,0.08,5.28
2018-09-12,0,8.0,,0.08,0.0
2018-09-13,100,8.0,,0.08,8.0
2018-09-14,84,8.0,,0.08,6.72
2018-09-15,20,8.0,,0.08,1.6
2018-09-16,0,8.0,,0.08,0.0
2018-09-17,100,8.0,,0.08,8.0
2018-09-18,16,8.0,,0.08,1.28
2018-09-19,85,8.0,,0.08,6.8
2018-09-20,84,8.0,,0.08,6.72
2018-09-21,51,8.0,,0.08,4.08
2018-09-22,0,8.0,,0.08,0.0
2018-09-23,0,8.0,,0.08,0.0
2018-09-24,50,8.0,,0.08,4.0
2018-09-25,67,8.0,,0.08,5.36
2018-09-26,49,8.0,,0.08,3.92
2018-09-27,34,8.0,,0.08,2.72
2018-09-28,34,8.0,,0.08,2.72
2018-09-29,0,8.0,,0.08,0.0
2018-09-30,20,8.0,,0.08,1.6
2018-10-01,30,15.0,False,0.15,4.5
2018-10-02,15,15.0,,0.15,2.25
2018-10-03,15,15.0,,0.15,2.25
2018-10-04,53,15.0,,0.15,7.949999999999999
2018-10-05,8,15.0,,0.15,1.2
2018-10-06,9,15.0,,0.15,1.3499999999999999
2018-10-07,0,15.0,,0.15,0.0
2018-10-08,15,15.0,,0.15,2.25
2018-10-09,38,15.0,,0.15,5.7
2018-10-10,100,15.0,,0.15,15.0
2018-10-11,85,15.0,,0.15,12.75
2018-10-12,64,15.0,,0.15,9.6
2018-10-13,19,15.0,,0.15,2.85
2018-10-14,0,15.0,,0.15,0.0
2018-10-15,23,15.0,,0.15,3.4499999999999997
2018-10-16,46,15.0,,0.15,6.8999999999999995
2018-10-17,60,15.0,,0.15,9.0
2018-10-18,23,15.0,,0.15,3.4499999999999997
2018-10-19,32,15.0,,0.15,4.8
2018-10-20,0,15.0,,0.15,0.0
2018-10-21,9,15.0,,0.15,1.3499999999999999
2018-10-22,15,15.0,,0.15,2.25
2018-10-23,45,15.0,,0.15,6.75
2018-10-24,30,15.0,,0.15,4.5
2018-10-25,23,15.0,,0.15,3.4499999999999997
2018-10-26,95,15.0,,0.15,14.25
2018-10-27,18,15.0,,0.15,2.6999999999999997
2018-10-28,0,15.0,,0.15,0.0
2018-10-29,67,15.0,,0.15,10.049999999999999
2018-10-30,69,15.0,,0.15,10.35
2018-10-31,86,15.0,,0.15,12.9
2018-11-01,100,13.0,False,0.13,13.0
2018-11-02,32,13.0,,0.13,4.16
2018-11-03,0,13.0,,0.13,0.0
2018-11-04,12,13.0,,0.13,1.56
2018-11-05,78,13.0,,0.13,10.14
2018-11-06,41,13.0,,0.13,5.33
2018-11-07,64,13.0,,0.13,8.32
2018-11-08,82,13.0,,0.13,10.66
2018-11-09,32,13.0,,0.13,4.16
2018-11-10,0,13.0,,0.13,0.0
2018-11-11,12,13.0,,0.13,1.56
2018-11-12,52,13.0,,0.13,6.76
2018-11-13,41,13.0,,0.13,5.33
2018-11-14,73,13.0,,0.13,9.49
2018-11-15,83,13.0,,0.13,10.790000000000001
2018-11-16,64,13.0,,0.13,8.32
2018-11-17,0,13.0,,0.13,0.0
2018-11-18,0,13.0,,0.13,0.0
2018-11-19,33,13.0,,0.13,4.29
2018-11-20,98,13.0,,0.13,12.74
2018-11-21,34,13.0,,0.13,4.42
2018-11-22,0,13.0,,0.13,0.0
2018-11-23,23,13.0,,0.13,2.99
2018-11-24,12,13.0,,0.13,1.56
2018-11-25,0,13.0,,0.13,0.0
2018-11-26,86,13.0,,0.13,11.18
2018-11-27,60,13.0,,0.13,7.800000000000001
2018-11-28,72,13.0,,0.13,9.36
2018-11-29,41,13.0,,0.13,5.33
2018-11-30,92,13.0,,0.13,11.96
2018-12-01,6,19.0,False,0.19,1.1400000000000001
2018-12-02,6,19.0,,0.19,1.1400000000000001
2018-12-03,21,19.0,,0.19,3.99
2018-12-04,43,19.0,,0.19,8.17
2018-12-05,10,19.0,,0.19,1.9
2018-12-06,43,19.0,,0.19,8.17
2018-12-07,39,19.0,,0.19,7.41
2018-12-08,6,19.0,,0.19,1.1400000000000001
2018-12-09,6,19.0,,0.19,1.1400000000000001
2018-12-10,37,19.0,,0.19,7.03
2018-12-11,43,19.0,,0.19,8.17
2018-12-12,60,19.0,,0.19,11.4
2018-12-13,11,19.0,,0.19,2.09
2018-12-14,53,19.0,,0.19,10.07
2018-12-15,0,19.0,,0.19,0.0
2018-12-16,0,19.0,,0.19,0.0
2018-12-17,50,19.0,,0.19,9.5
2018-12-18,47,19.0,,0.19,8.93
2018-12-19,17,19.0,,0.19,3.23
2018-12-20,63,19.0,,0.19,11.97
2018-12-21,48,19.0,,0.19,9.120000000000001
2018-12-22,7,19.0,,0.19,1.33
2018-12-23,0,19.0,,0.19,0.0
2018-12-24,100,19.0,,0.19,19.0
2018-12-25,37,19.0,,0.19,7.03
2018-12-26,70,19.0,,0.19,13.3
2018-12-27,65,19.0,,0.19,12.35
2018-12-28,64,19.0,,0.19,12.16
2018-12-29,39,19.0,,0.19,7.41
2018-12-30,0,19.0,,0.19,0.0
2018-12-31,36,19.0,,0.19,6.84
2019-01-01,42,15.0,False,0.15,6.3
2019-01-02,84,15.0,,0.15,12.6
2019-01-03,83,15.0,,0.15,12.45
2019-01-04,94,15.0,,0.15,14.1
2019-01-05,53,15.0,,0.15,7.949999999999999
2019-01-06,26,15.0,,0.15,3.9
2019-01-07,11,15.0,,0.15,1.65
2019-01-08,100,15.0,,0.15,15.0
2019-01-09,91,15.0,,0.15,13.65
2019-01-10,56,15.0,,0.15,8.4
2019-01-11,92,15.0,,0.15,13.799999999999999
2019-01-12,0,15.0,,0.15,0.0
2019-01-13,13,15.0,,0.15,1.95
2019-01-14,11,15.0,,0.15,1.65
2019-01-15,56,15.0,,0.15,8.4
2019-01-16,68,15.0,,0.15,10.2
2019-01-17,89,15.0,,0.15,13.35
2019-01-18,66,15.0,,0.15,9.9
2019-01-19,0,15.0,,0.15,0.0
2019-01-20,38,15.0,,0.15,5.7
2019-01-21,34,15.0,,0.15,5.1
2019-01-22,44,15.0,,0.15,6.6
2019-01-23,88,15.0,,0.15,13.2
2019-01-24,55,15.0,,0.15,8.25
2019-01-25,80,15.0,,0.15,12.0
2019-01-26,13,15.0,,0.15,1.95
2019-01-27,27,15.0,,0.15,4.05
2019-01-28,22,15.0,,0.15,3.3
2019-01-29,55,15.0,,0.15,8.25
2019-01-30,66,15.0,,0.15,9.9
2019-01-31,77,15.0,,0.15,11.549999999999999
2019-02-01,100,10.0,False,0.1,10.0
2019-02-02,11,10.0,,0.1,1.1
2019-02-03,0,10.0,,0.1,0.0
2019-02-04,53,10.0,,0.1,5.300000000000001
2019-02-05,55,10.0,,0.1,5.5
2019-02-06,63,10.0,,0.1,6.300000000000001
2019-02-07,45,10.0,,0.1,4.5
2019-02-08,28,10.0,,0.1,2.8000000000000003
2019-02-09,11,10.0,,0.1,1.1
2019-02-10,11,10.0,,0.1,1.1
2019-02-11,35,10.0,,0.1,3.5
2019-02-12,45,10.0,,0.1,4.5
2019-02-13,9,10.0,,0.1,0.9
2019-02-14,36,10.0,,0.1,3.6
2019-02-15,47,10.0,,0.1,4.7
2019-02-16,33,10.0,,0.1,3.3000000000000003
2019-02-17,11,10.0,,0.1,1.1
2019-02-18,28,10.0,,0.1,2.8000000000000003
2019-02-19,9,10.0,,0.1,0.9
2019-02-20,36,10.0,,0.1,3.6
2019-02-21,45,10.0,,0.1,4.5
2019-02-22,27,10.0,,0.1,2.7
2019-02-23,21,10.0,,0.1,2.1
2019-02-24,11,10.0,,0.1,1.1
2019-02-25,44,10.0,,0.1,4.4
2019-02-26,27,10.0,,0.1,2.7
2019-02-27,44,10.0,,0.1,4.4
2019-02-28,27,10.0,,0.1,2.7
2019-03-01,14,8.0,False,0.08,1.12
2019-03-02,0,8.0,,0.08,0.0
2019-03-03,0,8.0,,0.08,0.0
2019-03-04,99,8.0,,0.08,7.92
2019-03-05,42,8.0,,0.08,3.36
2019-03-06,41,8.0,,0.08,3.2800000000000002
2019-03-07,99,8.0,,0.08,7.92
2019-03-08,29,8.0,,0.08,2.32
2019-03-09,34,8.0,,0.08,2.72
2019-03-10,0,8.0,,0.08,0.0
2019-03-11,71,8.0,,0.08,5.68
2019-03-12,71,8.0,,0.08,5.68
2019-03-13,14,8.0,,0.08,1.12
2019-03-14,57,8.0,,0.08,4.5600000000000005
2019-03-15,100,8.0,,0.08,8.0
2019-03-16,17,8.0,,0.08,1.36
2019-03-17,17,8.0,,0.08,1.36
2019-03-18,88,8.0,,0.08,7.04
2019-03-19,28,8.0,,0.08,2.24
2019-03-20,44,8.0,,0.08,3.52
2019-03-21,29,8.0,,0.08,2.32
2019-03-22,15,8.0,,0.08,1.2
2019-03-23,34,8.0,,0.08,2.72
2019-03-24,0,8.0,,0.08,0.0
2019-03-25,72,8.0,,0.08,5.76
2019-03-26,58,8.0,,0.08,4.64
2019-03-27,29,8.0,,0.08,2.32
2019-03-28,14,8.0,,0.08,1.12
2019-03-29,29,8.0,,0.08,2.32
2019-03-30,17,8.0,,0.08,1.36
2019-03-31,0,8.0,,0.08,0.0
2019-04-01,58,9.0,False,0.09,5.22
2019-04-02,87,9.0,,0.09,7.83
2019-04-03,44,9.0,,0.09,3.96
2019-04-04,72,9.0,,0.09,6.4799999999999995
2019-04-05,46,9.0,,0.09,4.14
2019-04-06,18,9.0,,0.09,1.6199999999999999
2019-04-07,0,9.0,,0.09,0.0
2019-04-08,43,9.0,,0.09,3.8699999999999997
2019-04-09,100,9.0,,0.09,9.0
2019-04-10,29,9.0,,0.09,2.61
2019-04-11,87,9.0,,0.09,7.83
2019-04-12,30,9.0,,0.09,2.6999999999999997
2019-04-13,0,9.0,,0.09,0.0
2019-04-14,18,9.0,,0.09,1.6199999999999999
2019-04-15,73,9.0,,0.09,6.569999999999999
2019-04-16,88,9.0,,0.09,7.92
2019-04-17,60,9.0,,0.09,5.3999999999999995
2019-04-18,90,9.0,,0.09,8.1
2019-04-19,0,9.0,,0.09,0.0
2019-04-20,0,9.0,,0.09,0.0
2019-04-21,0,9.0,,0.09,0.0
2019-04-22,0,9.0,,0.09,0.0
2019-04-23,74,9.0,,0.09,6.66
2019-04-24,60,9.0,,0.09,5.3999999999999995
2019-04-25,72,9.0,,0.09,6.4799999999999995
2019-04-26,29,9.0,,0.09,2.61
2019-04-27,0,9.0,,0.09,0.0
2019-04-28,0,9.0,,0.09,0.0
2019-04-29,73,9.0,,0.09,6.569999999999999
2019-04-30,43,9.0,,0.09,3.8699999999999997
2019-05-01,42,13.0,False,0.13,5.46
2019-05-02,52,13.0,,0.13,6.76
2019-05-03,32,13.0,,0.13,4.16
2019-05-04,13,13.0,,0.13,1.69
2019-05-05,0,13.0,,0.13,0.0
2019-05-06,95,13.0,,0.13,12.35
2019-05-07,83,13.0,,0.13,10.790000000000001
2019-05-08,42,13.0,,0.13,5.46
2019-05-09,64,13.0,,0.13,8.32
2019-05-10,66,13.0,,0.13,8.58
2019-05-11,0,13.0,,0.13,0.0
2019-05-12,27,13.0,,0.13,3.5100000000000002
2019-05-13,43,13.0,,0.13,5.59
2019-05-14,98,13.0,,0.13,12.74
2019-05-15,33,13.0,,0.13,4.29
2019-05-16,85,13.0,,0.13,11.05
2019-05-17,100,13.0,,0.13,13.0
2019-05-18,0,13.0,,0.13,0.0
2019-05-19,0,13.0,,0.13,0.0
2019-05-20,43,13.0,,0.13,5.59
2019-05-21,64,13.0,,0.13,8.32
2019-05-22,88,13.0,,0.13,11.440000000000001
2019-05-23,76,13.0,,0.13,9.88
2019-05-24,46,13.0,,0.13,5.98
2019-05-25,0,13.0,,0.13,0.0
2019-05-26,0,13.0,,0.13,0.0
2019-05-27,13,13.0,,0.13,1.69
2019-05-28,44,13.0,,0.13,5.720000000000001
2019-05-29,42,13.0,,0.13,5.46
2019-05-30,21,13.0,,0.13,2.73
2019-05-31,88,13.0,,0.13,11.440000000000001
2019-06-01,0,11.0,False,0.11,0.0
2019-06-02,12,11.0,,0.11,1.32
2019-06-03,100,11.0,,0.11,11.0
2019-06-04,60,11.0,,0.11,6.6
2019-06-05,82,11.0,,0.11,9.02
2019-06-06,41,11.0,,0.11,4.51
2019-06-07,42,11.0,,0.11,4.62
2019-06-08,0,11.0,,0.11,0.0
2019-06-09,12,11.0,,0.11,1.32
2019-06-10,41,11.0,,0.11,4.51
2019-06-11,62,11.0,,0.11,6.82
2019-06-12,62,11.0,,0.11,6.82
2019-06-13,42,11.0,,0.11,4.62
2019-06-14,41,11.0,,0.11,4.51
2019-06-15,0,11.0,,0.11,0.0
2019-06-16,0,11.0,,0.11,0.0
2019-06-17,62,11.0,,0.11,6.82
2019-06-18,41,11.0,,0.11,4.51
2019-06-19,30,11.0,,0.11,3.3
2019-06-20,72,11.0,,0.11,7.92
2019-06-21,64,11.0,,0.11,7.04
2019-06-22,0,11.0,,0.11,0.0
2019-06-23,0,11.0,,0.11,0.0
2019-06-24,21,11.0,,0.11,2.31
2019-06-25,52,11.0,,0.11,5.72
2019-06-26,51,11.0,,0.11,5.61
2019-06-27,42,11.0,,0.11,4.62
2019-06-28,33,11.0,,0.11,3.63
2019-06-29,0,11.0,,0.11,0.0
2019-06-30,0,11.0,,0.11,0.0
2019-07-01,100,11.0,False,0.11,11.0
2019-07-02,33,11.0,,0.11,3.63
2019-07-03,25,11.0,,0.11,2.75
2019-07-04,19,11.0,,0.11,2.09
2019-07-05,38,11.0,,0.11,4.18
2019-07-06,19,11.0,,0.11,2.09
2019-07-07,9,11.0,,0.11,0.99
2019-07-08,24,11.0,,0.11,2.64
2019-07-09,58,11.0,,0.11,6.38
2019-07-10,33,11.0,,0.11,3.63
2019-07-11,49,11.0,,0.11,5.39
2019-07-12,51,11.0,,0.11,5.61
2019-07-13,0,11.0,,0.11,0.0
2019-07-14,0,11.0,,0.11,0.0
2019-07-15,8,11.0,,0.11,0.88
2019-07-16,48,11.0,,0.11,5.28
2019-07-17,33,11.0,,0.11,3.63
2019-07-18,17,11.0,,0.11,1.87
2019-07-19,17,11.0,,0.11,1.87
2019-07-20,0,11.0,,0.11,0.0
2019-07-21,0,11.0,,0.11,0.0
2019-07-22,25,11.0,,0.11,2.75
2019-07-23,25,11.0,,0.11,2.75
2019-07-24,43,11.0,,0.11,4.73
2019-07-25,26,11.0,,0.11,2.86
2019-07-26,53,11.0,,0.11,5.83
2019-07-27,10,11.0,,0.11,1.1
2019-07-28,0,11.0,,0.11,0.0
2019-07-29,42,11.0,,0.11,4.62
2019-07-30,25,11.0,,0.11,2.75
2019-07-31,51,11.0,,0.11,5.61
2019-08-01,62,15.0,False,0.15,9.299999999999999
2019-08-02,84,15.0,,0.15,12.6
2019-08-03,10,15.0,,0.15,1.5
2019-08-04,10,15.0,,0.15,1.5
2019-08-05,63,15.0,,0.15,9.45
2019-08-06,72,15.0,,0.15,10.799999999999999
2019-08-07,100,15.0,,0.15,15.0
2019-08-08,27,15.0,,0.15,4.05
2019-08-09,46,15.0,,0.15,6.8999999999999995
2019-08-10,0,15.0,,0.15,0.0
2019-08-11,10,15.0,,0.15,1.5
2019-08-12,26,15.0,,0.15,3.9
2019-08-13,70,15.0,,0.15,10.5
2019-08-14,68,15.0,,0.15,10.2
2019-08-15,52,15.0,,0.15,7.8
2019-08-16,87,15.0,,0.15,13.049999999999999
2019-08-17,0,15.0,,0.15,0.0
2019-08-18,10,15.0,,0.15,1.5
2019-08-19,76,15.0,,0.15,11.4
2019-08-20,34,15.0,,0.15,5.1
2019-08-21,76,15.0,,0.15,11.4
2019-08-22,0,15.0,,0.15,0.0
2019-08-23,60,15.0,,0.15,9.0
2019-08-24,0,15.0,,0.15,0.0
2019-08-25,0,15.0,,0.15,0.0
2019-08-26,42,15.0,,0.15,6.3
2019-08-27,83,15.0,,0.15,12.45
2019-08-28,42,15.0,,0.15,6.3
2019-08-29,33,15.0,,0.15,4.95
2019-08-30,65,15.0,,0.15,9.75
2019-08-31,0,15.0,,0.15,0.0
2019-09-01,13,10.0,False,0.1,1.3
2019-09-02,13,10.0,,0.1,1.3
2019-09-03,55,10.0,,0.1,5.5
2019-09-04,44,10.0,,0.1,4.4
2019-09-05,44,10.0,,0.1,4.4
2019-09-06,56,10.0,,0.1,5.6000000000000005
