date,UVXY_unscaled,UVXY_monthly,isPartial,scale,UVXY
2017-12-17,12,30.0,,0.3,3.5999999999999996
2017-12-18,64,30.0,,0.3,19.2
2017-12-19,65,30.0,,0.3,19.5
2017-12-20,51,30.0,,0.3,15.299999999999999
2017-12-21,66,30.0,,0.3,19.8
2017-12-22,60,30.0,,0.3,18.0
2017-12-23,18,30.0,,0.3,5.3999999999999995
2017-12-24,3,30.0,,0.3,0.8999999999999999
2017-12-25,0,30.0,,0.3,0.0
2017-12-26,57,30.0,,0.3,17.099999999999998
2017-12-27,30,30.0,,0.3,9.0
2017-12-28,46,30.0,,0.3,13.799999999999999
2017-12-29,54,30.0,,0.3,16.2
2017-12-30,23,30.0,,0.3,6.8999999999999995
2017-12-31,14,30.0,,0.3,4.2
2018-01-01,9,30.0,False,0.3,2.6999999999999997
2018-01-02,62,30.0,,0.3,18.599999999999998
2018-01-03,61,30.0,,0.3,18.3
2018-01-04,59,30.0,,0.3,17.7
2018-01-05,57,30.0,,0.3,17.099999999999998
2018-01-06,6,30.0,,0.3,1.7999999999999998
2018-01-07,3,30.0,,0.3,0.8999999999999999
2018-01-08,59,30.0,,0.3,17.7
2018-01-09,51,30.0,,0.3,15.299999999999999
2018-01-10,55,30.0,,0.3,16.5
2018-01-11,64,30.0,,0.3,19.2
2018-01-12,45,30.0,,0.3,13.5
2018-01-13,15,30.0,,0.3,4.5
2018-01-14,0,30.0,,0.3,0.0
2018-01-15,16,30.0,,0.3,4.8
2018-01-16,59,30.0,,0.3,17.7
2018-01-17,96,30.0,,0.3,28.799999999999997
2018-01-18,77,30.0,,0.3,23.099999999999998
2018-01-19,68,30.0,,0.3,20.4
2018-01-20,34,30.0,,0.3,10.2
2018-01-21,12,30.0,,0.3,3.5999999999999996
2018-01-22,50,30.0,,0.3,15.0
2018-01-23,56,30.0,,0.3,16.8
2018-01-24,59,30.0,,0.3,17.7
2018-01-25,76,30.0,,0.3,22.8
2018-01-26,50,30.0,,0.3,15.0
2018-01-27,22,30.0,,0.3,6.6
2018-01-28,9,30.0,,0.3,2.6999999999999997
2018-01-29,60,30.0,,0.3,18.0
2018-01-30,100,30.0,,0.3,30.0
2018-01-31,97,30.0,,0.3,29.099999999999998
2018-02-01,16,85.0,False,0.85,13.6
2018-02-02,23,85.0,,0.85,19.55
2018-02-03,9,85.0,,0.85,7.6499999999999995
2018-02-04,6,85.0,,0.85,5.1
2018-02-05,60,85.0,,0.85,51.0
2018-02-06,100,85.0,,0.85,85.0
2018-02-07,52,85.0,,0.85,44.199999999999996
2018-02-08,47,85.0,,0.85,39.949999999999996
2018-02-09,64,85.0,,0.85,54.4
2018-02-10,12,85.0,,0.85,10.2
2018-02-11,8,85.0,,0.85,6.8
2018-02-12,30,85.0,,0.85,25.5
2018-02-13,17,85.0,,0.85,14.45
2018-02-14,24,85.0,,0.85,20.4
2018-02-15,24,85.0,,0.85,20.4
2018-02-16,21,85.0,,0.85,17.849999999999998
2018-02-17,4,85.0,,0.85,3.4
2018-02-18,3,85.0,,0.85,2.55
2018-02-19,4,85.0,,0.85,3.4
2018-02-20,18,85.0,,0.85,15.299999999999999
2018-02-21,21,85.0,,0.85,17.849999999999998
2018-02-22,18,85.0,,0.85,15.299999999999999
2018-02-23,19,85.0,,0.85,16.15
2018-02-24,5,85.0,,0.85,4.25
2018-02-25,1,85.0,,0.85,0.85
2018-02-26,16,85.0,,0.85,13.6
2018-02-27,26,85.0,,0.85,22.099999999999998
2018-02-28,17,85.0,,0.85,14.45
2018-03-01,73,47.0,False,0.47,34.309999999999995
2018-03-02,70,47.0,,0.47,32.9
2018-03-03,12,47.0,,0.47,5.64
2018-03-04,9,47.0,,0.47,4.2299999999999995
2018-03-05,43,47.0,,0.47,20.209999999999997
2018-03-06,57,47.0,,0.47,26.79
2018-03-07,81,47.0,,0.47,38.07
2018-03-08,55,47.0,,0.47,25.849999999999998
2018-03-09,57,47.0,,0.47,26.79
2018-03-10,12,47.0,,0.47,5.64
2018-03-11,5,47.0,,0.47,2.3499999999999996
2018-03-12,42,47.0,,0.47,19.74
2018-03-13,50,47.0,,0.47,23.5
2018-03-14,51,47.0,,0.47,23.97
2018-03-15,39,47.0,,0.47,18.33
2018-03-16,39,47.0,,0.47,18.33
2018-03-17,12,47.0,,0.47,5.64
2018-03-18,13,47.0,,0.47,6.109999999999999
2018-03-19,46,47.0,,0.47,21.619999999999997
2018-03-20,43,47.0,,0.47,20.209999999999997
2018-03-21,47,47.0,,0.47,22.09
2018-03-22,100,47.0,,0.47,47.0
2018-03-23,72,47.0,,0.47,33.839999999999996
2018-03-24,20,47.0,,0.47,9.399999999999999
2018-03-25,5,47.0,,0.47,2.3499999999999996
2018-03-26,48,47.0,,0.47,22.56
2018-03-27,64,47.0,,0.47,30.08
2018-03-28,54,47.0,,0.47,25.38
2018-03-29,46,47.0,,0.47,21.619999999999997
2018-03-30,10,47.0,,0.47,4.699999999999999
2018-03-31,2,47.0,,0.47,0.94
2018-04-01,7,38.0,False,0.38,2.66
2018-04-02,91,38.0,,0.38,34.58
2018-04-03,65,38.0,,0.38,24.7
2018-04-04,66,38.0,,0.38,25.080000000000002
2018-04-05,82,38.0,,0.38,31.16
2018-04-06,100,38.0,,0.38,38.0
2018-04-07,11,38.0,,0.38,4.18
2018-04-08,2,38.0,,0.38,0.76
2018-04-09,51,38.0,,0.38,19.38
2018-04-10,64,38.0,,0.38,24.32
2018-04-11,48,38.0,,0.38,18.240000000000002
2018-04-12,42,38.0,,0.38,15.96
2018-04-13,78,38.0,,0.38,29.64
2018-04-14,9,38.0,,0.38,3.42
2018-04-15,15,38.0,,0.38,5.7
2018-04-16,39,38.0,,0.38,14.82
2018-04-17,60,38.0,,0.38,22.8
2018-04-18,53,38.0,,0.38,20.14
2018-04-19,47,38.0,,0.38,17.86
2018-04-20,46,38.0,,0.38,17.48
2018-04-21,12,38.0,,0.38,4.5600000000000005
2018-04-22,9,38.0,,0.38,3.42
2018-04-23,33,38.0,,0.38,12.540000000000001
2018-04-24,63,38.0,,0.38,23.94
2018-04-25,77,38.0,,0.38,29.26
2018-04-26,59,38.0,,0.38,22.42
2018-04-27,61,38.0,,0.38,23.18
2018-04-28,16,38.0,,0.38,6.08
2018-04-29,2,38.0,,0.38,0.76
2018-04-30,48,38.0,,0.38,18.240000000000002
2018-05-01,34,33.0,False,0.33,11.22
2018-05-02,53,33.0,,0.33,17.490000000000002
2018-05-03,61,33.0,,0.33,20.130000000000003
2018-05-04,54,33.0,,0.33,17.82
2018-05-05,5,33.0,,0.33,1.6500000000000001
2018-05-06,3,33.0,,0.33,0.99
2018-05-07,43,33.0,,0.33,14.190000000000001
2018-05-08,47,33.0,,0.33,15.510000000000002
2018-05-09,60,33.0,,0.33,19.8
2018-05-10,70,33.0,,0.33,23.1
2018-05-11,68,33.0,,0.33,22.44
2018-05-12,5,33.0,,0.33,1.6500000000000001
2018-05-13,8,33.0,,0.33,2.64
2018-05-14,60,33.0,,0.33,19.8
2018-05-15,82,33.0,,0.33,27.060000000000002
2018-05-16,69,33.0,,0.33,22.77
2018-05-17,57,33.0,,0.33,18.810000000000002
2018-05-18,55,33.0,,0.33,18.150000000000002
2018-05-19,18,33.0,,0.33,5.94
2018-05-20,0,33.0,,0.33,0.0
2018-05-21,66,33.0,,0.33,21.78
2018-05-22,55,33.0,,0.33,18.150000000000002
2018-05-23,43,33.0,,0.33,14.190000000000001
2018-05-24,51,33.0,,0.33,16.830000000000002
2018-05-25,46,33.0,,0.33,15.180000000000001
2018-05-26,8,33.0,,0.33,2.64
2018-05-27,8,33.0,,0.33,2.64
2018-05-28,18,33.0,,0.33,5.94
2018-05-29,100,33.0,,0.33,33.0
2018-05-30,72,33.0,,0.33,23.76
2018-05-31,65,33.0,,0.33,21.45
2018-06-01,56,35.0,False,0.35,19.599999999999998
2018-06-02,11,35.0,,0.35,3.8499999999999996
2018-06-03,5,35.0,,0.35,1.75
2018-06-04,42,35.0,,0.35,14.7
2018-06-05,40,35.0,,0.35,14.0
2018-06-06,54,35.0,,0.35,18.9
2018-06-07,81,35.0,,0.35,28.349999999999998
2018-06-08,53,35.0,,0.35,18.549999999999997
2018-06-09,5,35.0,,0.35,1.75
2018-06-10,16,35.0,,0.35,5.6
2018-06-11,39,35.0,,0.35,13.649999999999999
2018-06-12,66,35.0,,0.35,23.099999999999998
2018-06-13,70,35.0,,0.35,24.5
2018-06-14,44,35.0,,0.35,15.399999999999999
2018-06-15,65,35.0,,0.35,22.75
2018-06-16,11,35.0,,0.35,3.8499999999999996
2018-06-17,5,35.0,,0.35,1.75
2018-06-18,61,35.0,,0.35,21.349999999999998
2018-06-19,66,35.0,,0.35,23.099999999999998
2018-06-20,48,35.0,,0.35,16.799999999999997
2018-06-21,79,35.0,,0.35,27.65
2018-06-22,43,35.0,,0.35,15.049999999999999
2018-06-23,5,35.0,,0.35,1.75
2018-06-24,3,35.0,,0.35,1.0499999999999998
2018-06-25,100,35.0,,0.35,35.0
2018-06-26,68,35.0,,0.35,23.799999999999997
2018-06-27,69,35.0,,0.35,24.15
2018-06-28,48,35.0,,0.35,16.799999999999997
2018-06-29,85,35.0,,0.35,29.749999999999996
2018-06-30,8,35.0,,0.35,2.8
2018-07-01,12,33.0,False,0.33,3.96
2018-07-02,50,33.0,,0.33,16.5
2018-07-03,76,33.0,,0.33,25.080000000000002
2018-07-04,12,33.0,,0.33,3.96
2018-07-05,76,33.0,,0.33,25.080000000000002
2018-07-06,95,33.0,,0.33,31.35
2018-07-07,6,33.0,,0.33,1.98
2018-07-08,14,33.0,,0.33,4.62
2018-07-09,66,33.0,,0.33,21.78
2018-07-10,58,33.0,,0.33,19.14
2018-07-11,100,33.0,,0.33,33.0
2018-07-12,49,33.0,,0.33,16.17
2018-07-13,55,33.0,,0.33,18.150000000000002
2018-07-14,12,33.0,,0.33,3.96
2018-07-15,9,33.0,,0.33,2.97
2018-07-16,60,33.0,,0.33,19.8
2018-07-17,72,33.0,,0.33,23.76
2018-07-18,76,33.0,,0.33,25.080000000000002
2018-07-19,49,33.0,,0.33,16.17
2018-07-20,65,33.0,,0.33,21.45
2018-07-21,9,33.0,,0.33,2.97
2018-07-22,9,33.0,,0.33,2.97
2018-07-23,60,33.0,,0.33,19.8
2018-07-24,52,33.0,,0.33,17.16
2018-07-25,61,33.0,,0.33,20.130000000000003
2018-07-26,71,33.0,,0.33,23.43
2018-07-27,75,33.0,,0.33,24.75
2018-07-28,12,33.0,,0.33,3.96
2018-07-29,9,33.0,,0.33,2.97
2018-07-30,73,33.0,,0.33,24.09
2018-07-31,61,33.0,,0.33,20.130000000000003
2018-08-01,80,38.0,False,0.38,30.4
2018-08-02,54,38.0,,0.38,20.52
2018-08-03,58,38.0,,0.38,22.04
2018-08-04,6,38.0,,0.38,2.2800000000000002
2018-08-05,11,38.0,,0.38,4.18
2018-08-06,57,38.0,,0.38,21.66
2018-08-07,65,38.0,,0.38,24.7
2018-08-08,85,38.0,,0.38,32.3
2018-08-09,63,38.0,,0.38,23.94
2018-08-10,82,38.0,,0.38,31.16
2018-08-11,14,38.0,,0.38,5.32
2018-08-12,0,38.0,,0.38,0.0
2018-08-13,71,38.0,,0.38,26.98
2018-08-14,94,38.0,,0.38,35.72
2018-08-15,100,38.0,,0.38,38.0
2018-08-16,65,38.0,,0.38,24.7
2018-08-17,48,38.0,,0.38,18.240000000000002
2018-08-18,20,38.0,,0.38,7.6
2018-08-19,3,38.0,,0.38,1.1400000000000001
2018-08-20,50,38.0,,0.38,19.0
2018-08-21,70,38.0,,0.38,26.6
2018-08-22,87,38.0,,0.38,33.06
2018-08-23,91,38.0,,0.38,34.58
2018-08-24,67,38.0,,0.38,25.46
2018-08-25,6,38.0,,0.38,2.2800000000000002
2018-08-26,8,38.0,,0.38,3.04
2018-08-27,63,38.0,,0.38,23.94
2018-08-28,58,38.0,,0.38,22.04
2018-08-29,54,38.0,,0.38,20.52
2018-08-30,58,38.0,,0.38,22.04
2018-08-31,64,38.0,,0.38,24.32
2018-09-01,9,29.0,False,0.29,2.61
2018-09-02,11,29.0,,0.29,3.19
2018-09-03,15,29.0,,0.29,4.35
2018-09-04,41,29.0,,0.29,11.889999999999999
2018-09-05,46,29.0,,0.29,13.34
2018-09-06,45,29.0,,0.29,13.049999999999999
2018-09-07,45,29.0,,0.29,13.049999999999999
2018-09-08,7,29.0,,0.29,2.03
2018-09-09,5,29.0,,0.29,1.45
2018-09-10,30,29.0,,0.29,8.7
2018-09-11,37,29.0,,0.29,10.729999999999999
2018-09-12,43,29.0,,0.29,12.469999999999999
2018-09-13,33,29.0,,0.29,9.569999999999999
2018-09-14,31,29.0,,0.29,8.99
2018-09-15,5,29.0,,0.29,1.45
2018-09-16,3,29.0,,0.29,0.8699999999999999
2018-09-17,38,29.0,,0.29,11.02
2018-09-18,100,29.0,,0.29,28.999999999999996
2018-09-19,27,29.0,,0.29,7.829999999999999
2018-09-20,32,29.0,,0.29,9.28
2018-09-21,27,29.0,,0.29,7.829999999999999
2018-09-22,5,29.0,,0.29,1.45
2018-09-23,2,29.0,,0.29,0.58
2018-09-24,23,29.0,,0.29,6.67
2018-09-25,31,29.0,,0.29,8.99
2018-09-26,30,29.0,,0.29,8.7
2018-09-27,23,29.0,,0.29,6.67
2018-09-28,16,29.0,,0.29,4.64
2018-09-29,4,29.0,,0.29,1.16
2018-09-30,2,29.0,,0.29,0.58
2018-10-01,23,38.0,False,0.38,8.74
2018-10-02,23,38.0,,0.38,8.74
2018-10-03,25,38.0,,0.38,9.5
2018-10-04,41,38.0,,0.38,15.58
2018-10-05,69,38.0,,0.38,26.22
2018-10-06,13,38.0,,0.38,4.94
2018-10-07,9,38.0,,0.38,3.42
2018-10-08,39,38.0,,0.38,14.82
2018-10-09,41,38.0,,0.38,15.58
2018-10-10,84,38.0,,0.38,31.92
2018-10-11,100,38.0,,0.38,38.0
2018-10-12,82,38.0,,0.38,31.16
2018-10-13,13,38.0,,0.38,4.94
2018-10-14,2,38.0,,0.38,0.76
2018-10-15,28,38.0,,0.38,10.64
2018-10-16,52,38.0,,0.38,19.76
2018-10-17,32,38.0,,0.38,12.16
2018-10-18,28,38.0,,0.38,10.64
2018-10-19,44,38.0,,0.38,16.72
2018-10-20,9,38.0,,0.38,3.42
2018-10-21,2,38.0,,0.38,0.76
2018-10-22,32,38.0,,0.38,12.16
2018-10-23,68,38.0,,0.38,25.84
2018-10-24,46,38.0,,0.38,17.48
2018-10-25,45,38.0,,0.38,17.1
2018-10-26,52,38.0,,0.38,19.76
2018-10-27,7,38.0,,0.38,2.66
2018-10-28,6,38.0,,0.38,2.2800000000000002
2018-10-29,39,38.0,,0.38,14.82
2018-10-30,45,38.0,,0.38,17.1
2018-10-31,37,38.0,,0.38,14.06
2018-11-01,69,22.0,False,0.22,15.18
2018-11-02,95,22.0,,0.22,20.9
2018-11-03,4,22.0,,0.22,0.88
2018-11-04,12,22.0,,0.22,2.64
2018-11-05,63,22.0,,0.22,13.86
2018-11-06,81,22.0,,0.22,17.82
2018-11-07,69,22.0,,0.22,15.18
2018-11-08,49,22.0,,0.22,10.78
2018-11-09,73,22.0,,0.22,16.06
2018-11-10,21,22.0,,0.22,4.62
2018-11-11,4,22.0,,0.22,0.88
2018-11-12,57,22.0,,0.22,12.540000000000001
2018-11-13,70,22.0,,0.22,15.4
2018-11-14,100,22.0,,0.22,22.0
2018-11-15,68,22.0,,0.22,14.96
2018-11-16,66,22.0,,0.22,14.52
2018-11-17,17,22.0,,0.22,3.74
2018-11-18,4,22.0,,0.22,0.88
2018-11-19,56,22.0,,0.22,12.32
2018-11-20,85,22.0,,0.22,18.7
2018-11-21,90,22.0,,0.22,19.8
2018-11-22,4,22.0,,0.22,0.88
2018-11-23,48,22.0,,0.22,10.56
2018-11-24,0,22.0,,0.22,0.0
2018-11-25,0,22.0,,0.22,0.0
2018-11-26,43,22.0,,0.22,9.46
2018-11-27,41,22.0,,0.22,9.02
2018-11-28,46,22.0,,0.22,10.12
2018-11-29,57,22.0,,0.22,12.540000000000001
2018-11-30,28,22.0,,0.22,6.16
2018-12-01,5,29.0,False,0.29,1.45
2018-12-02,2,29.0,,0.29,0.58
2018-12-03,38,29.0,,0.29,11.02
2018-12-04,70,29.0,,0.29,20.299999999999997
2018-12-05,21,29.0,,0.29,6.09
2018-12-06,70,29.0,,0.29,20.299999999999997
2018-12-07,46,29.0,,0.29,13.34
2018-12-08,8,29.0,,0.29,2.32
2018-12-09,2,29.0,,0.29,0.58
2018-12-10,40,29.0,,0.29,11.6
2018-12-11,62,29.0,,0.29,17.98
2018-12-12,39,29.0,,0.29,11.309999999999999
2018-12-13,24,29.0,,0.29,6.959999999999999
2018-12-14,49,29.0,,0.29,14.209999999999999
2018-12-15,16,29.0,,0.29,4.64
2018-12-16,10,29.0,,0.29,2.9
2018-12-17,44,29.0,,0.29,12.76
2018-12-18,58,29.0,,0.29,16.82
2018-12-19,51,29.0,,0.29,14.79
2018-12-20,100,29.0,,0.29,28.999999999999996
2018-12-21,64,29.0,,0.29,18.56
2018-12-22,19,29.0,,0.29,5.51
2018-12-23,19,29.0,,0.29,5.51
2018-12-24,50,29.0,,0.29,14.499999999999998
2018-12-25,6,29.0,,0.29,1.7399999999999998
2018-12-26,58,29.0,,0.29,16.82
2018-12-27,66,29.0,,0.29,19.139999999999997
2018-12-28,78,29.0,,0.29,22.619999999999997
2018-12-29,10,29.0,,0.29,2.9
2018-12-30,0,29.0,,0.29,0.0
2018-12-31,26,29.0,,0.29,7.539999999999999
2019-01-01,10,26.0,False,0.26,2.6
2019-01-02,98,26.0,,0.26,25.48
2019-01-03,100,26.0,,0.26,26.0
2019-01-04,79,26.0,,0.26,20.54
2019-01-05,16,26.0,,0.26,4.16
2019-01-06,0,26.0,,0.26,0.0
2019-01-07,61,26.0,,0.26,15.860000000000001
2019-01-08,55,26.0,,0.26,14.3
2019-01-09,57,26.0,,0.26,14.82
2019-01-10,55,26.0,,0.26,14.3
2019-01-11,51,26.0,,0.26,13.26
2019-01-12,10,26.0,,0.26,2.6
2019-01-13,6,26.0,,0.26,1.56
2019-01-14,59,26.0,,0.26,15.34
2019-01-15,55,26.0,,0.26,14.3
2019-01-16,50,26.0,,0.26,13.0
2019-01-17,85,26.0,,0.26,22.1
2019-01-18,90,26.0,,0.26,23.400000000000002
2019-01-19,26,26.0,,0.26,6.76
2019-01-20,28,26.0,,0.26,7.28
2019-01-21,17,26.0,,0.26,4.42
2019-01-22,52,26.0,,0.26,13.52
2019-01-23,43,26.0,,0.26,11.18
2019-01-24,52,26.0,,0.26,13.52
2019-01-25,48,26.0,,0.26,12.48
2019-01-26,7,26.0,,0.26,1.82
2019-01-27,10,26.0,,0.26,2.6
2019-01-28,60,26.0,,0.26,15.600000000000001
2019-01-29,30,26.0,,0.26,7.800000000000001
2019-01-30,46,26.0,,0.26,11.96
2019-01-31,38,26.0,,0.26,9.88
2019-02-01,43,20.0,False,0.2,8.6
2019-02-02,8,20.0,,0.2,1.6
2019-02-03,13,20.0,,0.2,2.6
2019-02-04,62,20.0,,0.2,12.4
2019-02-05,40,20.0,,0.2,8.0
2019-02-06,43,20.0,,0.2,8.6
2019-02-07,60,20.0,,0.2,12.0
2019-02-08,40,20.0,,0.2,8.0
2019-02-09,4,20.0,,0.2,0.8
2019-02-10,8,20.0,,0.2,1.6
2019-02-11,38,20.0,,0.2,7.6000000000000005
2019-02-12,67,20.0,,0.2,13.4
2019-02-13,50,20.0,,0.2,10.0
2019-02-14,65,20.0,,0.2,13.0
2019-02-15,83,20.0,,0.2,16.6
2019-02-16,0,20.0,,0.2,0.0
2019-02-17,4,20.0,,0.2,0.8
2019-02-18,15,20.0,,0.2,3.0
2019-02-19,39,20.0,,0.2,7.800000000000001
2019-02-20,72,20.0,,0.2,14.4
2019-02-21,71,20.0,,0.2,14.200000000000001
2019-02-22,69,20.0,,0.2,13.8
2019-02-23,33,20.0,,0.2,6.6000000000000005
2019-02-24,9,20.0,,0.2,1.8
2019-02-25,76,20.0,,0.2,15.200000000000001
2019-02-26,46,20.0,,0.2,9.200000000000001
2019-02-27,69,20.0,,0.2,13.8
2019-02-28,100,20.0,,0.2,20.0
2019-03-01,77,23.0,False,0.23,17.71
2019-03-02,18,23.0,,0.23,4.140000000000001
2019-03-03,26,23.0,,0.23,5.98
2019-03-04,50,23.0,,0.23,11.5
2019-03-05,50,23.0,,0.23,11.5
2019-03-06,71,23.0,,0.23,16.330000000000002
2019-03-07,85,23.0,,0.23,19.55
2019-03-08,83,23.0,,0.23,19.09
2019-03-09,14,23.0,,0.23,3.22
2019-03-10,5,23.0,,0.23,1.1500000000000001
2019-03-11,58,23.0,,0.23,13.34
2019-03-12,62,23.0,,0.23,14.26
2019-03-13,63,23.0,,0.23,14.49
2019-03-14,86,23.0,,0.23,19.78
2019-03-15,47,23.0,,0.23,10.81
2019-03-16,9,23.0,,0.23,2.0700000000000003
2019-03-17,5,23.0,,0.23,1.1500000000000001
2019-03-18,48,23.0,,0.23,11.040000000000001
2019-03-19,93,23.0,,0.23,21.39
2019-03-20,89,23.0,,0.23,20.470000000000002
2019-03-21,64,23.0,,0.23,14.72
2019-03-22,89,23.0,,0.23,20.470000000000002
2019-03-23,37,23.0,,0.23,8.51
2019-03-24,4,23.0,,0.23,0.92
2019-03-25,87,23.0,,0.23,20.01
2019-03-26,100,23.0,,0.23,23.0
2019-03-27,92,23.0,,0.23,21.16
2019-03-28,71,23.0,,0.23,16.330000000000002
2019-03-29,65,23.0,,0.23,14.950000000000001
2019-03-30,19,23.0,,0.23,4.37
2019-03-31,9,23.0,,0.23,2.0700000000000003
2019-04-01,70,24.0,False,0.24,16.8
2019-04-02,63,24.0,,0.24,15.12
2019-04-03,68,24.0,,0.24,16.32
2019-04-04,70,24.0,,0.24,16.8
2019-04-05,90,24.0,,0.24,21.599999999999998
2019-04-06,9,24.0,,0.24,2.16
2019-04-07,9,24.0,,0.24,2.16
2019-04-08,100,24.0,,0.24,24.0
2019-04-09,66,24.0,,0.24,15.84
2019-04-10,34,24.0,,0.24,8.16
2019-04-11,96,24.0,,0.24,23.04
2019-04-12,46,24.0,,0.24,11.04
2019-04-13,18,24.0,,0.24,4.32
2019-04-14,9,24.0,,0.24,2.16
2019-04-15,71,24.0,,0.24,17.04
2019-04-16,79,24.0,,0.24,18.96
2019-04-17,81,24.0,,0.24,19.439999999999998
2019-04-18,65,24.0,,0.24,15.6
2019-04-19,16,24.0,,0.24,3.84
2019-04-20,9,24.0,,0.24,2.16
2019-04-21,15,24.0,,0.24,3.5999999999999996
2019-04-22,39,24.0,,0.24,9.36
2019-04-23,50,24.0,,0.24,12.0
2019-04-24,81,24.0,,0.24,19.439999999999998
2019-04-25,74,24.0,,0.24,17.759999999999998
2019-04-26,79,24.0,,0.24,18.96
2019-04-27,5,24.0,,0.24,1.2
2019-04-28,9,24.0,,0.24,2.16
2019-04-29,90,24.0,,0.24,21.599999999999998
2019-04-30,77,24.0,,0.24,18.48
2019-05-01,46,33.0,False,0.33,15.180000000000001
2019-05-02,54,33.0,,0.33,17.82
2019-05-03,47,33.0,,0.33,15.510000000000002
2019-05-04,0,33.0,,0.33,0.0
2019-05-05,6,33.0,,0.33,1.98
2019-05-06,64,33.0,,0.33,21.12
2019-05-07,100,33.0,,0.33,33.0
2019-05-08,76,33.0,,0.33,25.080000000000002
2019-05-09,39,33.0,,0.33,12.870000000000001
2019-05-10,67,33.0,,0.33,22.11
2019-05-11,6,33.0,,0.33,1.98
2019-05-12,6,33.0,,0.33,1.98
2019-05-13,71,33.0,,0.33,23.43
2019-05-14,73,33.0,,0.33,24.09
2019-05-15,43,33.0,,0.33,14.190000000000001
2019-05-16,54,33.0,,0.33,17.82
2019-05-17,65,33.0,,0.33,21.45
2019-05-18,12,33.0,,0.33,3.96
2019-05-19,0,33.0,,0.33,0.0
2019-05-20,51,33.0,,0.33,16.830000000000002
2019-05-21,39,33.0,,0.33,12.870000000000001
2019-05-22,50,33.0,,0.33,16.5
2019-05-23,57,33.0,,0.33,18.810000000000002
2019-05-24,50,33.0,,0.33,16.5
2019-05-25,9,33.0,,0.33,2.97
2019-05-26,3,33.0,,0.33,0.99
2019-05-27,6,33.0,,0.33,1.98
2019-05-28,38,33.0,,0.33,12.540000000000001
2019-05-29,53,33.0,,0.33,17.490000000000002
2019-05-30,51,33.0,,0.33,16.830000000000002
2019-05-31,41,33.0,,0.33,13.530000000000001
2019-06-01,17,18.0,False,0.18,3.06
2019-06-02,4,18.0,,0.18,0.72
2019-06-03,83,18.0,,0.18,14.94
2019-06-04,62,18.0,,0.18,11.16
2019-06-05,70,18.0,,0.18,12.6
2019-06-06,48,18.0,,0.18,8.64
2019-06-07,53,18.0,,0.18,9.54
2019-06-08,4,18.0,,0.18,0.72
2019-06-09,0,18.0,,0.18,0.0
2019-06-10,29,18.0,,0.18,5.22
2019-06-11,63,18.0,,0.18,11.34
2019-06-12,37,18.0,,0.18,6.66
2019-06-13,64,18.0,,0.18,11.52
2019-06-14,51,18.0,,0.18,9.18
2019-06-15,4,18.0,,0.18,0.72
2019-06-16,13,18.0,,0.18,2.34
2019-06-17,37,18.0,,0.18,6.66
2019-06-18,33,18.0,,0.18,5.9399999999999995
2019-06-19,54,18.0,,0.18,9.719999999999999
2019-06-20,100,18.0,,0.18,18.0
2019-06-21,61,18.0,,0.18,10.98
2019-06-22,9,18.0,,0.18,1.6199999999999999
2019-06-23,0,18.0,,0.18,0.0
2019-06-24,41,18.0,,0.18,7.38
2019-06-25,64,18.0,,0.18,11.52
2019-06-26,67,18.0,,0.18,12.059999999999999
2019-06-27,56,18.0,,0.18,10.08
2019-06-28,36,18.0,,0.18,6.4799999999999995
2019-06-29,18,18.0,,0.18,3.2399999999999998
2019-06-30,0,18.0,,0.18,0.0
2019-07-01,80,18.0,False,0.18,14.399999999999999
2019-07-02,69,18.0,,0.18,12.42
2019-07-03,30,18.0,,0.18,5.3999999999999995
2019-07-04,6,18.0,,0.18,1.08
2019-07-05,56,18.0,,0.18,10.08
2019-07-06,11,18.0,,0.18,1.98
2019-07-07,11,18.0,,0.18,1.98
2019-07-08,58,18.0,,0.18,10.44
2019-07-09,80,18.0,,0.18,14.399999999999999
2019-07-10,84,18.0,,0.18,15.12
2019-07-11,49,18.0,,0.18,8.82
2019-07-12,51,18.0,,0.18,9.18
2019-07-13,18,18.0,,0.18,3.2399999999999998
2019-07-14,6,18.0,,0.18,1.08
2019-07-15,74,18.0,,0.18,13.32
2019-07-16,100,18.0,,0.18,18.0
2019-07-17,73,18.0,,0.18,13.139999999999999
2019-07-18,95,18.0,,0.18,17.099999999999998
2019-07-19,46,18.0,,0.18,8.28
2019-07-20,28,18.0,,0.18,5.04
2019-07-21,23,18.0,,0.18,4.14
2019-07-22,55,18.0,,0.18,9.9
2019-07-23,64,18.0,,0.18,11.52
2019-07-24,82,18.0,,0.18,14.76
2019-07-25,76,18.0,,0.18,13.68
2019-07-26,73,18.0,,0.18,13.139999999999999
2019-07-27,18,18.0,,0.18,3.2399999999999998
2019-07-28,6,18.0,,0.18,1.08
2019-07-29,86,18.0,,0.18,15.479999999999999
2019-07-30,56,18.0,,0.18,10.08
2019-07-31,77,18.0,,0.18,13.86
2019-08-01,61,30.0,False,0.3,18.3
2019-08-02,52,30.0,,0.3,15.6
2019-08-03,13,30.0,,0.3,3.9
2019-08-04,5,30.0,,0.3,1.5
2019-08-05,100,30.0,,0.3,30.0
2019-08-06,90,30.0,,0.3,27.0
2019-08-07,33,30.0,,0.3,9.9
2019-08-08,58,30.0,,0.3,17.4
2019-08-09,42,30.0,,0.3,12.6
2019-08-10,7,30.0,,0.3,2.1
