date,ON_unscaled,ON_monthly,isPartial,scale,ON
2018-01-05,88,86.0,,0.86,75.67999999999999
2018-01-06,92,86.0,,0.86,79.12
2018-01-07,93,86.0,,0.86,79.98
2018-01-08,85,86.0,,0.86,73.1
2018-01-09,86,86.0,,0.86,73.96
2018-01-10,83,86.0,,0.86,71.38
2018-01-11,83,86.0,,0.86,71.38
2018-01-12,82,86.0,,0.86,70.52
2018-01-13,91,86.0,,0.86,78.26
2018-01-14,95,86.0,,0.86,81.7
2018-01-15,92,86.0,,0.86,79.12
2018-01-16,86,86.0,,0.86,73.96
2018-01-17,85,86.0,,0.86,73.1
2018-01-18,84,86.0,,0.86,72.24
2018-01-19,86,86.0,,0.86,73.96
2018-01-20,91,86.0,,0.86,78.26
2018-01-21,93,86.0,,0.86,79.98
2018-01-22,85,86.0,,0.86,73.1
2018-01-23,85,86.0,,0.86,73.1
2018-01-24,85,86.0,,0.86,73.1
2018-01-25,85,86.0,,0.86,73.1
2018-01-26,82,86.0,,0.86,70.52
2018-01-27,90,86.0,,0.86,77.4
2018-01-28,98,86.0,,0.86,84.28
2018-01-29,86,86.0,,0.86,73.96
2018-01-30,84,86.0,,0.86,72.24
2018-01-31,86,86.0,,0.86,73.96
2018-02-01,87,89.0,False,0.89,77.43
2018-02-02,84,89.0,,0.89,74.76
2018-02-03,92,89.0,,0.89,81.88
2018-02-04,100,89.0,,0.89,89.0
2018-02-05,85,89.0,,0.89,75.65
2018-02-06,87,89.0,,0.89,77.43
2018-02-07,85,89.0,,0.89,75.65
2018-02-08,84,89.0,,0.89,74.76
2018-02-09,86,89.0,,0.89,76.54
2018-02-10,95,89.0,,0.89,84.55
2018-02-11,97,89.0,,0.89,86.33
2018-02-12,88,89.0,,0.89,78.32000000000001
2018-02-13,84,89.0,,0.89,74.76
2018-02-14,87,89.0,,0.89,77.43
2018-02-15,85,89.0,,0.89,75.65
2018-02-16,85,89.0,,0.89,75.65
2018-02-17,94,89.0,,0.89,83.66
2018-02-18,95,89.0,,0.89,84.55
2018-02-19,96,89.0,,0.89,85.44
2018-02-20,87,89.0,,0.89,77.43
2018-02-21,90,89.0,,0.89,80.1
2018-02-22,87,89.0,,0.89,77.43
2018-02-23,88,89.0,,0.89,78.32000000000001
2018-02-24,93,89.0,,0.89,82.77
2018-02-25,100,89.0,,0.89,89.0
2018-02-26,89,89.0,,0.89,79.21000000000001
2018-02-27,91,89.0,,0.89,80.99
2018-02-28,94,89.0,,0.89,83.66
2018-03-01,90,87.0,False,0.87,78.3
2018-03-02,86,87.0,,0.87,74.82
2018-03-03,92,87.0,,0.87,80.04
2018-03-04,98,87.0,,0.87,85.26
2018-03-05,92,87.0,,0.87,80.04
2018-03-06,90,87.0,,0.87,78.3
2018-03-07,89,87.0,,0.87,77.42999999999999
2018-03-08,86,87.0,,0.87,74.82
2018-03-09,89,87.0,,0.87,77.42999999999999
2018-03-10,93,87.0,,0.87,80.91
2018-03-11,98,87.0,,0.87,85.26
2018-03-12,91,87.0,,0.87,79.17
2018-03-13,90,87.0,,0.87,78.3
2018-03-14,91,87.0,,0.87,79.17
2018-03-15,89,87.0,,0.87,77.42999999999999
2018-03-16,87,87.0,,0.87,75.69
2018-03-17,95,87.0,,0.87,82.65
2018-03-18,100,87.0,,0.87,87.0
2018-03-19,92,87.0,,0.87,80.04
2018-03-20,88,87.0,,0.87,76.56
2018-03-21,91,87.0,,0.87,79.17
2018-03-22,90,87.0,,0.87,78.3
2018-03-23,86,87.0,,0.87,74.82
2018-03-24,93,87.0,,0.87,80.91
2018-03-25,99,87.0,,0.87,86.13
2018-03-26,94,87.0,,0.87,81.78
2018-03-27,93,87.0,,0.87,80.91
2018-03-28,94,87.0,,0.87,81.78
2018-03-29,92,87.0,,0.87,80.04
2018-03-30,99,87.0,,0.87,86.13
2018-03-31,98,87.0,,0.87,85.26
2018-04-01,100,87.0,False,0.87,87.0
2018-04-02,86,87.0,,0.87,74.82
2018-04-03,86,87.0,,0.87,74.82
2018-04-04,85,87.0,,0.87,73.95
2018-04-05,85,87.0,,0.87,73.95
2018-04-06,80,87.0,,0.87,69.6
2018-04-07,88,87.0,,0.87,76.56
2018-04-08,90,87.0,,0.87,78.3
2018-04-09,86,87.0,,0.87,74.82
2018-04-10,83,87.0,,0.87,72.21
2018-04-11,85,87.0,,0.87,73.95
2018-04-12,86,87.0,,0.87,74.82
2018-04-13,84,87.0,,0.87,73.08
2018-04-14,90,87.0,,0.87,78.3
2018-04-15,97,87.0,,0.87,84.39
2018-04-16,88,87.0,,0.87,76.56
2018-04-17,85,87.0,,0.87,73.95
2018-04-18,83,87.0,,0.87,72.21
2018-04-19,82,87.0,,0.87,71.34
2018-04-20,82,87.0,,0.87,71.34
2018-04-21,86,87.0,,0.87,74.82
2018-04-22,89,87.0,,0.87,77.42999999999999
2018-04-23,85,87.0,,0.87,73.95
2018-04-24,84,87.0,,0.87,73.08
2018-04-25,82,87.0,,0.87,71.34
2018-04-26,81,87.0,,0.87,70.47
2018-04-27,79,87.0,,0.87,68.73
2018-04-28,87,87.0,,0.87,75.69
2018-04-29,88,87.0,,0.87,76.56
2018-04-30,83,87.0,,0.87,72.21
2018-05-01,82,84.0,False,0.84,68.88
2018-05-02,81,84.0,,0.84,68.03999999999999
2018-05-03,81,84.0,,0.84,68.03999999999999
2018-05-04,81,84.0,,0.84,68.03999999999999
2018-05-05,87,84.0,,0.84,73.08
2018-05-06,88,84.0,,0.84,73.92
2018-05-07,82,84.0,,0.84,68.88
2018-05-08,81,84.0,,0.84,68.03999999999999
2018-05-09,81,84.0,,0.84,68.03999999999999
2018-05-10,80,84.0,,0.84,67.2
2018-05-11,81,84.0,,0.84,68.03999999999999
2018-05-12,84,84.0,,0.84,70.56
2018-05-13,85,84.0,,0.84,71.39999999999999
2018-05-14,83,84.0,,0.84,69.72
2018-05-15,83,84.0,,0.84,69.72
2018-05-16,82,84.0,,0.84,68.88
2018-05-17,82,84.0,,0.84,68.88
2018-05-18,82,84.0,,0.84,68.88
2018-05-19,83,84.0,,0.84,69.72
2018-05-20,88,84.0,,0.84,73.92
2018-05-21,82,84.0,,0.84,68.88
2018-05-22,82,84.0,,0.84,68.88
2018-05-23,82,84.0,,0.84,68.88
2018-05-24,80,84.0,,0.84,67.2
2018-05-25,82,84.0,,0.84,68.88
2018-05-26,86,84.0,,0.84,72.24
2018-05-27,89,84.0,,0.84,74.75999999999999
2018-05-28,100,84.0,,0.84,84.0
2018-05-29,81,84.0,,0.84,68.03999999999999
2018-05-30,83,84.0,,0.84,69.72
2018-05-31,85,84.0,,0.84,71.39999999999999
2018-06-01,92,90.0,False,0.9,82.8
2018-06-02,96,90.0,,0.9,86.4
2018-06-03,100,90.0,,0.9,90.0
2018-06-04,89,90.0,,0.9,80.10000000000001
2018-06-05,88,90.0,,0.9,79.2
2018-06-06,89,90.0,,0.9,80.10000000000001
2018-06-07,90,90.0,,0.9,81.0
2018-06-08,91,90.0,,0.9,81.9
2018-06-09,93,90.0,,0.9,83.7
2018-06-10,96,90.0,,0.9,86.4
2018-06-11,92,90.0,,0.9,82.8
2018-06-12,91,90.0,,0.9,81.9
2018-06-13,95,90.0,,0.9,85.5
2018-06-14,92,90.0,,0.9,82.8
2018-06-15,88,90.0,,0.9,79.2
2018-06-16,92,90.0,,0.9,82.8
2018-06-17,95,90.0,,0.9,85.5
2018-06-18,90,90.0,,0.9,81.0
2018-06-19,89,90.0,,0.9,80.10000000000001
2018-06-20,92,90.0,,0.9,82.8
2018-06-21,88,90.0,,0.9,79.2
2018-06-22,88,90.0,,0.9,79.2
2018-06-23,93,90.0,,0.9,83.7
2018-06-24,98,90.0,,0.9,88.2
2018-06-25,91,90.0,,0.9,81.9
2018-06-26,92,90.0,,0.9,82.8
2018-06-27,90,90.0,,0.9,81.0
2018-06-28,92,90.0,,0.9,82.8
2018-06-29,92,90.0,,0.9,82.8
2018-06-30,97,90.0,,0.9,87.3
2018-07-01,91,92.0,False,0.92,83.72
2018-07-02,84,92.0,,0.92,77.28
2018-07-03,87,92.0,,0.92,80.04
2018-07-04,100,92.0,,0.92,92.0
2018-07-05,86,92.0,,0.92,79.12
2018-07-06,84,92.0,,0.92,77.28
2018-07-07,89,92.0,,0.92,81.88000000000001
2018-07-08,90,92.0,,0.92,82.8
2018-07-09,84,92.0,,0.92,77.28
2018-07-10,86,92.0,,0.92,79.12
2018-07-11,86,92.0,,0.92,79.12
2018-07-12,86,92.0,,0.92,79.12
2018-07-13,86,92.0,,0.92,79.12
2018-07-14,87,92.0,,0.92,80.04
2018-07-15,93,92.0,,0.92,85.56
2018-07-16,85,92.0,,0.92,78.2
2018-07-17,83,92.0,,0.92,76.36
2018-07-18,89,92.0,,0.92,81.88000000000001
2018-07-19,85,92.0,,0.92,78.2
2018-07-20,86,92.0,,0.92,79.12
2018-07-21,89,92.0,,0.92,81.88000000000001
2018-07-22,89,92.0,,0.92,81.88000000000001
2018-07-23,88,92.0,,0.92,80.96000000000001
2018-07-24,86,92.0,,0.92,79.12
2018-07-25,84,92.0,,0.92,77.28
2018-07-26,85,92.0,,0.92,78.2
2018-07-27,86,92.0,,0.92,79.12
2018-07-28,90,92.0,,0.92,82.8
2018-07-29,92,92.0,,0.92,84.64
2018-07-30,87,92.0,,0.92,80.04
2018-07-31,82,92.0,,0.92,75.44
2018-08-01,91,86.0,False,0.86,78.26
2018-08-02,92,86.0,,0.86,79.12
2018-08-03,89,86.0,,0.86,76.53999999999999
2018-08-04,99,86.0,,0.86,85.14
2018-08-05,100,86.0,,0.86,86.0
2018-08-06,93,86.0,,0.86,79.98
2018-08-07,93,86.0,,0.86,79.98
2018-08-08,92,86.0,,0.86,79.12
2018-08-09,89,86.0,,0.86,76.53999999999999
2018-08-10,89,86.0,,0.86,76.53999999999999
2018-08-11,93,86.0,,0.86,79.98
2018-08-12,98,86.0,,0.86,84.28
2018-08-13,92,86.0,,0.86,79.12
2018-08-14,88,86.0,,0.86,75.67999999999999
2018-08-15,88,86.0,,0.86,75.67999999999999
2018-08-16,90,86.0,,0.86,77.4
2018-08-17,90,86.0,,0.86,77.4
2018-08-18,98,86.0,,0.86,84.28
2018-08-19,97,86.0,,0.86,83.42
2018-08-20,92,86.0,,0.86,79.12
2018-08-21,87,86.0,,0.86,74.82
2018-08-22,86,86.0,,0.86,73.96
2018-08-23,89,86.0,,0.86,76.53999999999999
2018-08-24,87,86.0,,0.86,74.82
2018-08-25,94,86.0,,0.86,80.84
2018-08-26,94,86.0,,0.86,80.84
2018-08-27,85,86.0,,0.86,73.1
2018-08-28,91,86.0,,0.86,78.26
2018-08-29,88,86.0,,0.86,75.67999999999999
2018-08-30,85,86.0,,0.86,73.1
2018-08-31,87,86.0,,0.86,74.82
2018-09-01,89,90.0,False,0.9,80.10000000000001
2018-09-02,95,90.0,,0.9,85.5
2018-09-03,100,90.0,,0.9,90.0
2018-09-04,85,90.0,,0.9,76.5
2018-09-05,86,90.0,,0.9,77.4
2018-09-06,85,90.0,,0.9,76.5
2018-09-07,83,90.0,,0.9,74.7
2018-09-08,92,90.0,,0.9,82.8
2018-09-09,94,90.0,,0.9,84.60000000000001
2018-09-10,85,90.0,,0.9,76.5
2018-09-11,87,90.0,,0.9,78.3
2018-09-12,88,90.0,,0.9,79.2
2018-09-13,85,90.0,,0.9,76.5
2018-09-14,84,90.0,,0.9,75.60000000000001
2018-09-15,90,90.0,,0.9,81.0
2018-09-16,94,90.0,,0.9,84.60000000000001
2018-09-17,87,90.0,,0.9,78.3
2018-09-18,84,90.0,,0.9,75.60000000000001
2018-09-19,87,90.0,,0.9,78.3
2018-09-20,86,90.0,,0.9,77.4
2018-09-21,85,90.0,,0.9,76.5
2018-09-22,89,90.0,,0.9,80.10000000000001
2018-09-23,96,90.0,,0.9,86.4
2018-09-24,87,90.0,,0.9,78.3
2018-09-25,86,90.0,,0.9,77.4
2018-09-26,85,90.0,,0.9,76.5
2018-09-27,87,90.0,,0.9,78.3
2018-09-28,83,90.0,,0.9,74.7
2018-09-29,91,90.0,,0.9,81.9
2018-09-30,93,90.0,,0.9,83.7
2018-10-01,91,86.0,False,0.86,78.26
2018-10-02,95,86.0,,0.86,81.7
2018-10-03,92,86.0,,0.86,79.12
2018-10-04,92,86.0,,0.86,79.12
2018-10-05,90,86.0,,0.86,77.4
2018-10-06,96,86.0,,0.86,82.56
2018-10-07,100,86.0,,0.86,86.0
2018-10-08,96,86.0,,0.86,82.56
2018-10-09,94,86.0,,0.86,80.84
2018-10-10,93,86.0,,0.86,79.98
2018-10-11,89,86.0,,0.86,76.53999999999999
2018-10-12,90,86.0,,0.86,77.4
2018-10-13,96,86.0,,0.86,82.56
2018-10-14,100,86.0,,0.86,86.0
2018-10-15,92,86.0,,0.86,79.12
2018-10-16,90,86.0,,0.86,77.4
2018-10-17,88,86.0,,0.86,75.67999999999999
2018-10-18,90,86.0,,0.86,77.4
2018-10-19,87,86.0,,0.86,74.82
2018-10-20,95,86.0,,0.86,81.7
2018-10-21,95,86.0,,0.86,81.7
2018-10-22,89,86.0,,0.86,76.53999999999999
2018-10-23,92,86.0,,0.86,79.12
2018-10-24,93,86.0,,0.86,79.98
2018-10-25,92,86.0,,0.86,79.12
2018-10-26,91,86.0,,0.86,78.26
2018-10-27,91,86.0,,0.86,78.26
2018-10-28,97,86.0,,0.86,83.42
2018-10-29,89,86.0,,0.86,76.53999999999999
2018-10-30,94,86.0,,0.86,80.84
2018-10-31,93,86.0,,0.86,79.98
2018-11-01,76,86.0,False,0.86,65.36
2018-11-02,77,86.0,,0.86,66.22
2018-11-03,80,86.0,,0.86,68.8
2018-11-04,84,86.0,,0.86,72.24
2018-11-05,78,86.0,,0.86,67.08
2018-11-06,83,86.0,,0.86,71.38
2018-11-07,70,86.0,,0.86,60.199999999999996
2018-11-08,76,86.0,,0.86,65.36
2018-11-09,74,86.0,,0.86,63.64
2018-11-10,77,86.0,,0.86,66.22
2018-11-11,82,86.0,,0.86,70.52
2018-11-12,78,86.0,,0.86,67.08
2018-11-13,76,86.0,,0.86,65.36
2018-11-14,74,86.0,,0.86,63.64
2018-11-15,78,86.0,,0.86,67.08
2018-11-16,74,86.0,,0.86,63.64
2018-11-17,81,86.0,,0.86,69.66
2018-11-18,82,86.0,,0.86,70.52
2018-11-19,79,86.0,,0.86,67.94
2018-11-20,77,86.0,,0.86,66.22
2018-11-21,78,86.0,,0.86,67.08
2018-11-22,100,86.0,,0.86,86.0
2018-11-23,80,86.0,,0.86,68.8
2018-11-24,81,86.0,,0.86,69.66
2018-11-25,83,86.0,,0.86,71.38
2018-11-26,78,86.0,,0.86,67.08
2018-11-27,77,86.0,,0.86,66.22
2018-11-28,79,86.0,,0.86,67.94
2018-11-29,78,86.0,,0.86,67.08
2018-11-30,76,86.0,,0.86,65.36
2018-12-01,64,89.0,False,0.89,56.96
2018-12-02,62,89.0,,0.89,55.18
2018-12-03,61,89.0,,0.89,54.29
2018-12-04,62,89.0,,0.89,55.18
2018-12-05,60,89.0,,0.89,53.4
2018-12-06,59,89.0,,0.89,52.51
2018-12-07,56,89.0,,0.89,49.84
2018-12-08,61,89.0,,0.89,54.29
2018-12-09,62,89.0,,0.89,55.18
2018-12-10,58,89.0,,0.89,51.62
2018-12-11,59,89.0,,0.89,52.51
2018-12-12,60,89.0,,0.89,53.4
2018-12-13,58,89.0,,0.89,51.62
2018-12-14,58,89.0,,0.89,51.62
2018-12-15,61,89.0,,0.89,54.29
2018-12-16,62,89.0,,0.89,55.18
2018-12-17,57,89.0,,0.89,50.730000000000004
2018-12-18,59,89.0,,0.89,52.51
2018-12-19,57,89.0,,0.89,50.730000000000004
2018-12-20,58,89.0,,0.89,51.62
2018-12-21,57,89.0,,0.89,50.730000000000004
2018-12-22,60,89.0,,0.89,53.4
2018-12-23,63,89.0,,0.89,56.07
2018-12-24,68,89.0,,0.89,60.52
2018-12-25,100,89.0,,0.89,89.0
2018-12-26,69,89.0,,0.89,61.410000000000004
2018-12-27,63,89.0,,0.89,56.07
2018-12-28,61,89.0,,0.89,54.29
2018-12-29,66,89.0,,0.89,58.74
2018-12-30,65,89.0,,0.89,57.85
2018-12-31,64,89.0,,0.89,56.96
2019-01-01,100,89.0,False,0.89,89.0
2019-01-02,80,89.0,,0.89,71.2
2019-01-03,84,89.0,,0.89,74.76
2019-01-04,82,89.0,,0.89,72.98
2019-01-05,88,89.0,,0.89,78.32000000000001
2019-01-06,91,89.0,,0.89,80.99
2019-01-07,80,89.0,,0.89,71.2
2019-01-08,81,89.0,,0.89,72.09
2019-01-09,81,89.0,,0.89,72.09
2019-01-10,76,89.0,,0.89,67.64
2019-01-11,80,89.0,,0.89,71.2
2019-01-12,87,89.0,,0.89,77.43
2019-01-13,90,89.0,,0.89,80.1
2019-01-14,81,89.0,,0.89,72.09
2019-01-15,82,89.0,,0.89,72.98
2019-01-16,81,89.0,,0.89,72.09
2019-01-17,78,89.0,,0.89,69.42
2019-01-18,78,89.0,,0.89,69.42
2019-01-19,86,89.0,,0.89,76.54
2019-01-20,89,89.0,,0.89,79.21000000000001
2019-01-21,86,89.0,,0.89,76.54
2019-01-22,81,89.0,,0.89,72.09
2019-01-23,80,89.0,,0.89,71.2
2019-01-24,79,89.0,,0.89,70.31
2019-01-25,83,89.0,,0.89,73.87
2019-01-26,81,89.0,,0.89,72.09
2019-01-27,89,89.0,,0.89,79.21000000000001
2019-01-28,81,89.0,,0.89,72.09
2019-01-29,79,89.0,,0.89,70.31
2019-01-30,82,89.0,,0.89,72.98
2019-01-31,81,89.0,,0.89,72.09
2019-02-01,86,86.0,False,0.86,73.96
2019-02-02,93,86.0,,0.86,79.98
2019-02-03,100,86.0,,0.86,86.0
2019-02-04,84,86.0,,0.86,72.24
2019-02-05,90,86.0,,0.86,77.4
2019-02-06,89,86.0,,0.86,76.53999999999999
2019-02-07,91,86.0,,0.86,78.26
2019-02-08,86,86.0,,0.86,73.96
2019-02-09,91,86.0,,0.86,78.26
2019-02-10,97,86.0,,0.86,83.42
2019-02-11,87,86.0,,0.86,74.82
2019-02-12,88,86.0,,0.86,75.67999999999999
2019-02-13,87,86.0,,0.86,74.82
2019-02-14,85,86.0,,0.86,73.1
2019-02-15,87,86.0,,0.86,74.82
2019-02-16,94,86.0,,0.86,80.84
2019-02-17,99,86.0,,0.86,85.14
2019-02-18,95,86.0,,0.86,81.7
2019-02-19,89,86.0,,0.86,76.53999999999999
2019-02-20,85,86.0,,0.86,73.1
2019-02-21,85,86.0,,0.86,73.1
2019-02-22,84,86.0,,0.86,72.24
2019-02-23,90,86.0,,0.86,77.4
2019-02-24,97,86.0,,0.86,83.42
2019-02-25,87,86.0,,0.86,74.82
2019-02-26,89,86.0,,0.86,76.53999999999999
2019-02-27,88,86.0,,0.86,75.67999999999999
2019-02-28,86,86.0,,0.86,73.96
2019-03-01,86,88.0,False,0.88,75.68
2019-03-02,93,88.0,,0.88,81.84
2019-03-03,96,88.0,,0.88,84.48
2019-03-04,93,88.0,,0.88,81.84
2019-03-05,95,88.0,,0.88,83.6
2019-03-06,91,88.0,,0.88,80.08
2019-03-07,88,88.0,,0.88,77.44
2019-03-08,89,88.0,,0.88,78.32000000000001
2019-03-09,91,88.0,,0.88,80.08
2019-03-10,96,88.0,,0.88,84.48
2019-03-11,89,88.0,,0.88,78.32000000000001
2019-03-12,90,88.0,,0.88,79.2
2019-03-13,92,88.0,,0.88,80.96
2019-03-14,90,88.0,,0.88,79.2
2019-03-15,87,88.0,,0.88,76.56
2019-03-16,91,88.0,,0.88,80.08
2019-03-17,97,88.0,,0.88,85.36
2019-03-18,89,88.0,,0.88,78.32000000000001
2019-03-19,88,88.0,,0.88,77.44
2019-03-20,89,88.0,,0.88,78.32000000000001
2019-03-21,92,88.0,,0.88,80.96
2019-03-22,90,88.0,,0.88,79.2
2019-03-23,93,88.0,,0.88,81.84
2019-03-24,99,88.0,,0.88,87.12
2019-03-25,92,88.0,,0.88,80.96
2019-03-26,92,88.0,,0.88,80.96
2019-03-27,92,88.0,,0.88,80.96
2019-03-28,92,88.0,,0.88,80.96
2019-03-29,89,88.0,,0.88,78.32000000000001
2019-03-30,98,88.0,,0.88,86.24
2019-03-31,100,88.0,,0.88,88.0
2019-04-01,81,85.0,False,0.85,68.85
2019-04-02,81,85.0,,0.85,68.85
2019-04-03,83,85.0,,0.85,70.55
2019-04-04,79,85.0,,0.85,67.14999999999999
2019-04-05,81,85.0,,0.85,68.85
2019-04-06,82,85.0,,0.85,69.7
2019-04-07,87,85.0,,0.85,73.95
2019-04-08,81,85.0,,0.85,68.85
2019-04-09,81,85.0,,0.85,68.85
2019-04-10,81,85.0,,0.85,68.85
2019-04-11,78,85.0,,0.85,66.3
2019-04-12,79,85.0,,0.85,67.14999999999999
2019-04-13,83,85.0,,0.85,70.55
2019-04-14,90,85.0,,0.85,76.5
2019-04-15,89,85.0,,0.85,75.64999999999999
2019-04-16,82,85.0,,0.85,69.7
2019-04-17,79,85.0,,0.85,67.14999999999999
2019-04-18,80,85.0,,0.85,68.0
2019-04-19,85,85.0,,0.85,72.25
2019-04-20,86,85.0,,0.85,73.1
2019-04-21,100,85.0,,0.85,85.0
2019-04-22,82,85.0,,0.85,69.7
2019-04-23,80,85.0,,0.85,68.0
2019-04-24,81,85.0,,0.85,68.85
2019-04-25,78,85.0,,0.85,66.3
2019-04-26,80,85.0,,0.85,68.0
2019-04-27,83,85.0,,0.85,70.55
2019-04-28,85,85.0,,0.85,72.25
2019-04-29,83,85.0,,0.85,70.55
2019-04-30,77,85.0,,0.85,65.45
2019-05-01,81,86.0,False,0.86,69.66
2019-05-02,81,86.0,,0.86,69.66
2019-05-03,81,86.0,,0.86,69.66
2019-05-04,88,86.0,,0.86,75.67999999999999
2019-05-05,87,86.0,,0.86,74.82
2019-05-06,85,86.0,,0.86,73.1
2019-05-07,78,86.0,,0.86,67.08
2019-05-08,82,86.0,,0.86,70.52
2019-05-09,83,86.0,,0.86,71.38
2019-05-10,82,86.0,,0.86,70.52
2019-05-11,85,86.0,,0.86,73.1
2019-05-12,90,86.0,,0.86,77.4
2019-05-13,84,86.0,,0.86,72.24
2019-05-14,83,86.0,,0.86,71.38
2019-05-15,83,86.0,,0.86,71.38
2019-05-16,83,86.0,,0.86,71.38
2019-05-17,83,86.0,,0.86,71.38
2019-05-18,84,86.0,,0.86,72.24
2019-05-19,89,86.0,,0.86,76.53999999999999
2019-05-20,84,86.0,,0.86,72.24
2019-05-21,84,86.0,,0.86,72.24
2019-05-22,83,86.0,,0.86,71.38
2019-05-23,82,86.0,,0.86,70.52
2019-05-24,81,86.0,,0.86,69.66
2019-05-25,90,86.0,,0.86,77.4
2019-05-26,92,86.0,,0.86,79.12
2019-05-27,100,86.0,,0.86,86.0
2019-05-28,82,86.0,,0.86,70.52
2019-05-29,83,86.0,,0.86,71.38
2019-05-30,81,86.0,,0.86,69.66
2019-05-31,81,86.0,,0.86,69.66
2019-06-01,93,86.0,False,0.86,79.98
2019-06-02,99,86.0,,0.86,85.14
2019-06-03,86,86.0,,0.86,73.96
2019-06-04,87,86.0,,0.86,74.82
2019-06-05,90,86.0,,0.86,77.4
2019-06-06,90,86.0,,0.86,77.4
2019-06-07,88,86.0,,0.86,75.67999999999999
2019-06-08,93,86.0,,0.86,79.98
2019-06-09,99,86.0,,0.86,85.14
2019-06-10,89,86.0,,0.86,76.53999999999999
2019-06-11,90,86.0,,0.86,77.4
2019-06-12,88,86.0,,0.86,75.67999999999999
2019-06-13,91,86.0,,0.86,78.26
2019-06-14,85,86.0,,0.86,73.1
2019-06-15,91,86.0,,0.86,78.26
2019-06-16,96,86.0,,0.86,82.56
2019-06-17,91,86.0,,0.86,78.26
2019-06-18,88,86.0,,0.86,75.67999999999999
2019-06-19,88,86.0,,0.86,75.67999999999999
2019-06-20,87,86.0,,0.86,74.82
2019-06-21,91,86.0,,0.86,78.26
2019-06-22,95,86.0,,0.86,81.7
2019-06-23,98,86.0,,0.86,84.28
2019-06-24,92,86.0,,0.86,79.12
2019-06-25,90,86.0,,0.86,77.4
2019-06-26,93,86.0,,0.86,79.98
2019-06-27,90,86.0,,0.86,77.4
2019-06-28,92,86.0,,0.86,79.12
2019-06-29,98,86.0,,0.86,84.28
2019-06-30,100,86.0,,0.86,86.0
2019-07-01,87,86.0,False,0.86,74.82
2019-07-02,85,86.0,,0.86,73.1
2019-07-03,86,86.0,,0.86,73.96
2019-07-04,100,86.0,,0.86,86.0
2019-07-05,87,86.0,,0.86,74.82
2019-07-06,85,86.0,,0.86,73.1
2019-07-07,90,86.0,,0.86,77.4
2019-07-08,83,86.0,,0.86,71.38
2019-07-09,86,86.0,,0.86,73.96
2019-07-10,82,86.0,,0.86,70.52
2019-07-11,83,86.0,,0.86,71.38
2019-07-12,82,86.0,,0.86,70.52
2019-07-13,90,86.0,,0.86,77.4
2019-07-14,94,86.0,,0.86,80.84
2019-07-15,87,86.0,,0.86,74.82
2019-07-16,88,86.0,,0.86,75.67999999999999
2019-07-17,85,86.0,,0.86,73.1
2019-07-18,82,86.0,,0.86,70.52
2019-07-19,84,86.0,,0.86,72.24
2019-07-20,85,86.0,,0.86,73.1
2019-07-21,89,86.0,,0.86,76.53999999999999
2019-07-22,85,86.0,,0.86,73.1
2019-07-23,84,86.0,,0.86,72.24
2019-07-24,82,86.0,,0.86,70.52
2019-07-25,79,86.0,,0.86,67.94
2019-07-26,84,86.0,,0.86,72.24
2019-07-27,87,86.0,,0.86,74.82
2019-07-28,89,86.0,,0.86,76.53999999999999
2019-07-29,82,86.0,,0.86,70.52
2019-07-30,84,86.0,,0.86,72.24
2019-07-31,83,86.0,,0.86,71.38
2019-08-01,90,84.0,False,0.84,75.6
2019-08-02,96,84.0,,0.84,80.64
2019-08-03,98,84.0,,0.84,82.32
2019-08-04,99,84.0,,0.84,83.16
2019-08-05,93,84.0,,0.84,78.11999999999999
2019-08-06,91,84.0,,0.84,76.44
2019-08-07,96,84.0,,0.84,80.64
2019-08-08,93,84.0,,0.84,78.11999999999999
2019-08-09,93,84.0,,0.84,78.11999999999999
2019-08-10,97,84.0,,0.84,81.48
2019-08-11,97,84.0,,0.84,81.48
2019-08-12,91,84.0,,0.84,76.44
2019-08-13,92,84.0,,0.84,77.28
2019-08-14,91,84.0,,0.84,76.44
2019-08-15,89,84.0,,0.84,74.75999999999999
2019-08-16,90,84.0,,0.84,75.6
2019-08-17,98,84.0,,0.84,82.32
2019-08-18,98,84.0,,0.84,82.32
2019-08-19,89,84.0,,0.84,74.75999999999999
2019-08-20,92,84.0,,0.84,77.28
2019-08-21,90,84.0,,0.84,75.6
2019-08-22,92,84.0,,0.84,77.28
2019-08-23,94,84.0,,0.84,78.96
2019-08-24,98,84.0,,0.84,82.32
2019-08-25,100,84.0,,0.84,84.0
2019-08-26,90,84.0,,0.84,75.6
2019-08-27,93,84.0,,0.84,78.11999999999999
2019-08-28,91,84.0,,0.84,76.44
2019-08-29,91,84.0,,0.84,76.44
2019-08-30,90,84.0,,0.84,75.6
2019-08-31,97,84.0,,0.84,81.48
2019-09-01,94,86.0,False,0.86,80.84
2019-09-02,100,86.0,,0.86,86.0
2019-09-03,84,86.0,,0.86,72.24
2019-09-04,84,86.0,,0.86,72.24
2019-09-05,85,86.0,,0.86,73.1
2019-09-06,80,86.0,,0.86,68.8
2019-09-07,92,86.0,,0.86,79.12
2019-09-08,93,86.0,,0.86,79.98
2019-09-09,85,86.0,,0.86,73.1
2019-09-10,86,86.0,,0.86,73.96
2019-09-11,88,86.0,,0.86,75.67999999999999
2019-09-12,84,86.0,,0.86,72.24
2019-09-13,85,86.0,,0.86,73.1
2019-09-14,90,86.0,,0.86,77.4
2019-09-15,94,86.0,,0.86,80.84
