date,XLF_unscaled,XLF_monthly,isPartial,scale,XLF
2017-12-28,51,74.0,,0.74,37.74
2017-12-29,34,74.0,,0.74,25.16
2017-12-30,9,74.0,,0.74,6.66
2017-12-31,9,74.0,,0.74,6.66
2018-01-01,9,84.0,False,0.84,7.56
2018-01-02,43,84.0,,0.84,36.12
2018-01-03,31,84.0,,0.84,26.04
2018-01-04,58,84.0,,0.84,48.72
2018-01-05,47,84.0,,0.84,39.48
2018-01-06,18,84.0,,0.84,15.12
2018-01-07,9,84.0,,0.84,7.56
2018-01-08,18,84.0,,0.84,15.12
2018-01-09,33,84.0,,0.84,27.72
2018-01-10,61,84.0,,0.84,51.239999999999995
2018-01-11,71,84.0,,0.84,59.64
2018-01-12,88,84.0,,0.84,73.92
2018-01-13,45,84.0,,0.84,37.8
2018-01-14,13,84.0,,0.84,10.92
2018-01-15,20,84.0,,0.84,16.8
2018-01-16,34,84.0,,0.84,28.56
2018-01-17,66,84.0,,0.84,55.44
2018-01-18,67,84.0,,0.84,56.28
2018-01-19,69,84.0,,0.84,57.96
2018-01-20,13,84.0,,0.84,10.92
2018-01-21,17,84.0,,0.84,14.28
2018-01-22,36,84.0,,0.84,30.24
2018-01-23,48,84.0,,0.84,40.32
2018-01-24,75,84.0,,0.84,63.0
2018-01-25,100,84.0,,0.84,84.0
2018-01-26,68,84.0,,0.84,57.12
2018-01-27,31,84.0,,0.84,26.04
2018-01-28,13,84.0,,0.84,10.92
2018-01-29,58,84.0,,0.84,48.72
2018-01-30,62,84.0,,0.84,52.08
2018-01-31,30,84.0,,0.84,25.2
2018-02-01,75,67.0,False,0.67,50.25
2018-02-02,58,67.0,,0.67,38.86
2018-02-03,28,67.0,,0.67,18.76
2018-02-04,11,67.0,,0.67,7.37
2018-02-05,100,67.0,,0.67,67.0
2018-02-06,70,67.0,,0.67,46.900000000000006
2018-02-07,51,67.0,,0.67,34.17
2018-02-08,43,67.0,,0.67,28.810000000000002
2018-02-09,67,67.0,,0.67,44.89
2018-02-10,50,67.0,,0.67,33.5
2018-02-11,11,67.0,,0.67,7.37
2018-02-12,33,67.0,,0.67,22.110000000000003
2018-02-13,51,67.0,,0.67,34.17
2018-02-14,52,67.0,,0.67,34.84
2018-02-15,72,67.0,,0.67,48.24
2018-02-16,15,67.0,,0.67,10.05
2018-02-17,23,67.0,,0.67,15.41
2018-02-18,0,67.0,,0.67,0.0
2018-02-19,34,67.0,,0.67,22.78
2018-02-20,47,67.0,,0.67,31.490000000000002
2018-02-21,62,67.0,,0.67,41.54
2018-02-22,42,67.0,,0.67,28.14
2018-02-23,68,67.0,,0.67,45.56
2018-02-24,28,67.0,,0.67,18.76
2018-02-25,6,67.0,,0.67,4.0200000000000005
2018-02-26,60,67.0,,0.67,40.2
2018-02-27,42,67.0,,0.67,28.14
2018-02-28,38,67.0,,0.67,25.46
2018-03-01,77,55.0,False,0.55,42.35
2018-03-02,57,55.0,,0.55,31.35
2018-03-03,14,55.0,,0.55,7.700000000000001
2018-03-04,14,55.0,,0.55,7.700000000000001
2018-03-05,56,55.0,,0.55,30.800000000000004
2018-03-06,51,55.0,,0.55,28.05
2018-03-07,68,55.0,,0.55,37.400000000000006
2018-03-08,34,55.0,,0.55,18.700000000000003
2018-03-09,100,55.0,,0.55,55.00000000000001
2018-03-10,7,55.0,,0.55,3.8500000000000005
2018-03-11,13,55.0,,0.55,7.15
2018-03-12,62,55.0,,0.55,34.1
2018-03-13,57,55.0,,0.55,31.35
2018-03-14,52,55.0,,0.55,28.6
2018-03-15,70,55.0,,0.55,38.5
2018-03-16,76,55.0,,0.55,41.800000000000004
2018-03-17,7,55.0,,0.55,3.8500000000000005
2018-03-18,14,55.0,,0.55,7.700000000000001
2018-03-19,51,55.0,,0.55,28.05
2018-03-20,34,55.0,,0.55,18.700000000000003
2018-03-21,46,55.0,,0.55,25.3
2018-03-22,58,55.0,,0.55,31.900000000000002
2018-03-23,18,55.0,,0.55,9.9
2018-03-24,21,55.0,,0.55,11.55
2018-03-25,21,55.0,,0.55,11.55
2018-03-26,59,55.0,,0.55,32.45
2018-03-27,88,55.0,,0.55,48.400000000000006
2018-03-28,36,55.0,,0.55,19.8
2018-03-29,73,55.0,,0.55,40.150000000000006
2018-03-30,6,55.0,,0.55,3.3000000000000003
2018-03-31,7,55.0,,0.55,3.8500000000000005
2018-04-01,10,69.0,False,0.69,6.8999999999999995
2018-04-02,34,69.0,,0.69,23.459999999999997
2018-04-03,45,69.0,,0.69,31.049999999999997
2018-04-04,53,69.0,,0.69,36.57
2018-04-05,68,69.0,,0.69,46.919999999999995
2018-04-06,63,69.0,,0.69,43.47
2018-04-07,19,69.0,,0.69,13.11
2018-04-08,5,69.0,,0.69,3.4499999999999997
2018-04-09,45,69.0,,0.69,31.049999999999997
2018-04-10,25,69.0,,0.69,17.25
2018-04-11,16,69.0,,0.69,11.04
2018-04-12,66,69.0,,0.69,45.54
2018-04-13,97,69.0,,0.69,66.92999999999999
2018-04-14,25,69.0,,0.69,17.25
2018-04-15,10,69.0,,0.69,6.8999999999999995
2018-04-16,100,69.0,,0.69,69.0
2018-04-17,61,69.0,,0.69,42.089999999999996
2018-04-18,45,69.0,,0.69,31.049999999999997
2018-04-19,78,69.0,,0.69,53.81999999999999
2018-04-20,38,69.0,,0.69,26.22
2018-04-21,10,69.0,,0.69,6.8999999999999995
2018-04-22,5,69.0,,0.69,3.4499999999999997
2018-04-23,20,69.0,,0.69,13.799999999999999
2018-04-24,60,69.0,,0.69,41.4
2018-04-25,16,69.0,,0.69,11.04
2018-04-26,49,69.0,,0.69,33.809999999999995
2018-04-27,42,69.0,,0.69,28.979999999999997
2018-04-28,20,69.0,,0.69,13.799999999999999
2018-04-29,15,69.0,,0.69,10.35
2018-04-30,20,69.0,,0.69,13.799999999999999
2018-05-01,51,51.0,False,0.51,26.01
2018-05-02,31,51.0,,0.51,15.81
2018-05-03,52,51.0,,0.51,26.52
2018-05-04,48,51.0,,0.51,24.48
2018-05-05,26,51.0,,0.51,13.26
2018-05-06,13,51.0,,0.51,6.63
2018-05-07,73,51.0,,0.51,37.230000000000004
2018-05-08,46,51.0,,0.51,23.46
2018-05-09,51,51.0,,0.51,26.01
2018-05-10,84,51.0,,0.51,42.84
2018-05-11,27,51.0,,0.51,13.77
2018-05-12,19,51.0,,0.51,9.69
2018-05-13,13,51.0,,0.51,6.63
2018-05-14,43,51.0,,0.51,21.93
2018-05-15,36,51.0,,0.51,18.36
2018-05-16,36,51.0,,0.51,18.36
2018-05-17,37,51.0,,0.51,18.87
2018-05-18,16,51.0,,0.51,8.16
2018-05-19,19,51.0,,0.51,9.69
2018-05-20,6,51.0,,0.51,3.06
2018-05-21,37,51.0,,0.51,18.87
2018-05-22,63,51.0,,0.51,32.13
2018-05-23,32,51.0,,0.51,16.32
2018-05-24,33,51.0,,0.51,16.830000000000002
2018-05-25,23,51.0,,0.51,11.73
2018-05-26,13,51.0,,0.51,6.63
2018-05-27,13,51.0,,0.51,6.63
2018-05-28,13,51.0,,0.51,6.63
2018-05-29,53,51.0,,0.51,27.03
2018-05-30,100,51.0,,0.51,51.0
2018-05-31,43,51.0,,0.51,21.93
2018-06-01,37,61.0,False,0.61,22.57
2018-06-02,20,61.0,,0.61,12.2
2018-06-03,10,61.0,,0.61,6.1
2018-06-04,16,61.0,,0.61,9.76
2018-06-05,36,61.0,,0.61,21.96
2018-06-06,41,61.0,,0.61,25.009999999999998
2018-06-07,41,61.0,,0.61,25.009999999999998
2018-06-08,59,61.0,,0.61,35.99
2018-06-09,10,61.0,,0.61,6.1
2018-06-10,10,61.0,,0.61,6.1
2018-06-11,31,61.0,,0.61,18.91
2018-06-12,56,61.0,,0.61,34.16
2018-06-13,39,61.0,,0.61,23.79
2018-06-14,57,61.0,,0.61,34.769999999999996
2018-06-15,34,61.0,,0.61,20.74
2018-06-16,5,61.0,,0.61,3.05
2018-06-17,0,61.0,,0.61,0.0
2018-06-18,29,61.0,,0.61,17.69
2018-06-19,48,61.0,,0.61,29.28
2018-06-20,33,61.0,,0.61,20.13
2018-06-21,29,61.0,,0.61,17.69
2018-06-22,42,61.0,,0.61,25.62
2018-06-23,10,61.0,,0.61,6.1
2018-06-24,0,61.0,,0.61,0.0
2018-06-25,12,61.0,,0.61,7.32
2018-06-26,41,61.0,,0.61,25.009999999999998
2018-06-27,53,61.0,,0.61,32.33
2018-06-28,100,61.0,,0.61,61.0
2018-06-29,99,61.0,,0.61,60.39
2018-06-30,19,61.0,,0.61,11.59
2018-07-01,0,62.0,False,0.62,0.0
2018-07-02,25,62.0,,0.62,15.5
2018-07-03,29,62.0,,0.62,17.98
2018-07-04,24,62.0,,0.62,14.879999999999999
2018-07-05,49,62.0,,0.62,30.38
2018-07-06,21,62.0,,0.62,13.02
2018-07-07,10,62.0,,0.62,6.2
2018-07-08,14,62.0,,0.62,8.68
2018-07-09,57,62.0,,0.62,35.339999999999996
2018-07-10,28,62.0,,0.62,17.36
2018-07-11,27,62.0,,0.62,16.74
2018-07-12,68,62.0,,0.62,42.16
2018-07-13,100,62.0,,0.62,62.0
2018-07-14,29,62.0,,0.62,17.98
2018-07-15,0,62.0,,0.62,0.0
2018-07-16,34,62.0,,0.62,21.08
2018-07-17,58,62.0,,0.62,35.96
2018-07-18,84,62.0,,0.62,52.08
2018-07-19,60,62.0,,0.62,37.2
2018-07-20,34,62.0,,0.62,21.08
2018-07-21,10,62.0,,0.62,6.2
2018-07-22,10,62.0,,0.62,6.2
2018-07-23,46,62.0,,0.62,28.52
2018-07-24,58,62.0,,0.62,35.96
2018-07-25,16,62.0,,0.62,9.92
2018-07-26,17,62.0,,0.62,10.54
2018-07-27,30,62.0,,0.62,18.6
2018-07-28,10,62.0,,0.62,6.2
2018-07-29,10,62.0,,0.62,6.2
2018-07-30,13,62.0,,0.62,8.06
2018-07-31,73,62.0,,0.62,45.26
2018-08-01,48,43.0,False,0.43,20.64
2018-08-02,100,43.0,,0.43,43.0
2018-08-03,49,43.0,,0.43,21.07
2018-08-04,38,43.0,,0.43,16.34
2018-08-05,19,43.0,,0.43,8.17
2018-08-06,32,43.0,,0.43,13.76
2018-08-07,87,43.0,,0.43,37.41
2018-08-08,72,43.0,,0.43,30.96
2018-08-09,48,43.0,,0.43,20.64
2018-08-10,57,43.0,,0.43,24.509999999999998
2018-08-11,9,43.0,,0.43,3.87
2018-08-12,28,43.0,,0.43,12.04
2018-08-13,40,43.0,,0.43,17.2
2018-08-14,72,43.0,,0.43,30.96
2018-08-15,57,43.0,,0.43,24.509999999999998
2018-08-16,33,43.0,,0.43,14.19
2018-08-17,32,43.0,,0.43,13.76
2018-08-18,10,43.0,,0.43,4.3
2018-08-19,0,43.0,,0.43,0.0
2018-08-20,0,43.0,,0.43,0.0
2018-08-21,40,43.0,,0.43,17.2
2018-08-22,88,43.0,,0.43,37.839999999999996
2018-08-23,41,43.0,,0.43,17.63
2018-08-24,74,43.0,,0.43,31.82
2018-08-25,28,43.0,,0.43,12.04
2018-08-26,19,43.0,,0.43,8.17
2018-08-27,39,43.0,,0.43,16.77
2018-08-28,55,43.0,,0.43,23.65
2018-08-29,88,43.0,,0.43,37.839999999999996
2018-08-30,40,43.0,,0.43,17.2
2018-08-31,48,43.0,,0.43,20.64
2018-09-01,12,40.0,False,0.4,4.800000000000001
2018-09-02,0,40.0,,0.4,0.0
2018-09-03,6,40.0,,0.4,2.4000000000000004
2018-09-04,15,40.0,,0.4,6.0
2018-09-05,58,40.0,,0.4,23.200000000000003
2018-09-06,38,40.0,,0.4,15.200000000000001
2018-09-07,24,40.0,,0.4,9.600000000000001
2018-09-08,11,40.0,,0.4,4.4
2018-09-09,17,40.0,,0.4,6.800000000000001
2018-09-10,29,40.0,,0.4,11.600000000000001
2018-09-11,29,40.0,,0.4,11.600000000000001
2018-09-12,15,40.0,,0.4,6.0
2018-09-13,29,40.0,,0.4,11.600000000000001
2018-09-14,20,40.0,,0.4,8.0
2018-09-15,12,40.0,,0.4,4.800000000000001
2018-09-16,6,40.0,,0.4,2.4000000000000004
2018-09-17,29,40.0,,0.4,11.600000000000001
2018-09-18,10,40.0,,0.4,4.0
2018-09-19,50,40.0,,0.4,20.0
2018-09-20,59,40.0,,0.4,23.6
2018-09-21,40,40.0,,0.4,16.0
2018-09-22,18,40.0,,0.4,7.2
2018-09-23,12,40.0,,0.4,4.800000000000001
2018-09-24,44,40.0,,0.4,17.6
2018-09-25,44,40.0,,0.4,17.6
2018-09-26,100,40.0,,0.4,40.0
2018-09-27,34,40.0,,0.4,13.600000000000001
2018-09-28,10,40.0,,0.4,4.0
2018-09-29,30,40.0,,0.4,12.0
2018-09-30,0,40.0,,0.4,0.0
2018-10-01,64,54.0,False,0.54,34.56
2018-10-02,51,54.0,,0.54,27.540000000000003
2018-10-03,63,54.0,,0.54,34.02
2018-10-04,52,54.0,,0.54,28.080000000000002
2018-10-05,99,54.0,,0.54,53.46
2018-10-06,0,54.0,,0.54,0.0
2018-10-07,7,54.0,,0.54,3.7800000000000002
2018-10-08,85,54.0,,0.54,45.900000000000006
2018-10-09,77,54.0,,0.54,41.580000000000005
2018-10-10,53,54.0,,0.54,28.62
2018-10-11,86,54.0,,0.54,46.440000000000005
2018-10-12,69,54.0,,0.54,37.260000000000005
2018-10-13,8,54.0,,0.54,4.32
2018-10-14,31,54.0,,0.54,16.740000000000002
2018-10-15,92,54.0,,0.54,49.68000000000001
2018-10-16,65,54.0,,0.54,35.1
2018-10-17,51,54.0,,0.54,27.540000000000003
2018-10-18,100,54.0,,0.54,54.0
2018-10-19,75,54.0,,0.54,40.5
2018-10-20,8,54.0,,0.54,4.32
2018-10-21,8,54.0,,0.54,4.32
2018-10-22,52,54.0,,0.54,28.080000000000002
2018-10-23,57,54.0,,0.54,30.78
2018-10-24,63,54.0,,0.54,34.02
2018-10-25,65,54.0,,0.54,35.1
2018-10-26,20,54.0,,0.54,10.8
2018-10-27,8,54.0,,0.54,4.32
2018-10-28,0,54.0,,0.54,0.0
2018-10-29,32,54.0,,0.54,17.28
2018-10-30,39,54.0,,0.54,21.060000000000002
2018-10-31,27,54.0,,0.54,14.580000000000002
2018-11-01,30,35.0,False,0.35,10.5
2018-11-02,47,35.0,,0.35,16.45
2018-11-03,0,35.0,,0.35,0.0
2018-11-04,11,35.0,,0.35,3.8499999999999996
2018-11-05,60,35.0,,0.35,21.0
2018-11-06,73,35.0,,0.35,25.549999999999997
2018-11-07,48,35.0,,0.35,16.799999999999997
2018-11-08,82,35.0,,0.35,28.7
2018-11-09,47,35.0,,0.35,16.45
2018-11-10,22,35.0,,0.35,7.699999999999999
2018-11-11,22,35.0,,0.35,7.699999999999999
2018-11-12,56,35.0,,0.35,19.599999999999998
2018-11-13,100,35.0,,0.35,35.0
2018-11-14,37,35.0,,0.35,12.95
2018-11-15,46,35.0,,0.35,16.099999999999998
2018-11-16,66,35.0,,0.35,23.099999999999998
2018-11-17,22,35.0,,0.35,7.699999999999999
2018-11-18,11,35.0,,0.35,3.8499999999999996
2018-11-19,19,35.0,,0.35,6.6499999999999995
2018-11-20,77,35.0,,0.35,26.95
2018-11-21,81,35.0,,0.35,28.349999999999998
2018-11-22,22,35.0,,0.35,7.699999999999999
2018-11-23,41,35.0,,0.35,14.35
2018-11-24,11,35.0,,0.35,3.8499999999999996
2018-11-25,21,35.0,,0.35,7.35
2018-11-26,60,35.0,,0.35,21.0
2018-11-27,62,35.0,,0.35,21.7
2018-11-28,45,35.0,,0.35,15.749999999999998
2018-11-29,27,35.0,,0.35,9.45
2018-11-30,64,35.0,,0.35,22.4
2018-12-01,23,54.0,False,0.54,12.420000000000002
2018-12-02,31,54.0,,0.54,16.740000000000002
2018-12-03,46,54.0,,0.54,24.840000000000003
2018-12-04,100,54.0,,0.54,54.0
2018-12-05,52,54.0,,0.54,28.080000000000002
2018-12-06,74,54.0,,0.54,39.96
2018-12-07,97,54.0,,0.54,52.38
2018-12-08,16,54.0,,0.54,8.64
2018-12-09,16,54.0,,0.54,8.64
2018-12-10,27,54.0,,0.54,14.580000000000002
2018-12-11,94,54.0,,0.54,50.760000000000005
2018-12-12,68,54.0,,0.54,36.72
2018-12-13,81,54.0,,0.54,43.74
2018-12-14,80,54.0,,0.54,43.2
2018-12-15,8,54.0,,0.54,4.32
2018-12-16,8,54.0,,0.54,4.32
2018-12-17,57,54.0,,0.54,30.78
2018-12-18,85,54.0,,0.54,45.900000000000006
2018-12-19,92,54.0,,0.54,49.68000000000001
2018-12-20,93,54.0,,0.54,50.220000000000006
2018-12-21,82,54.0,,0.54,44.28
2018-12-22,68,54.0,,0.54,36.72
2018-12-23,0,54.0,,0.54,0.0
2018-12-24,50,54.0,,0.54,27.0
2018-12-25,19,54.0,,0.54,10.260000000000002
2018-12-26,63,54.0,,0.54,34.02
2018-12-27,30,54.0,,0.54,16.200000000000003
2018-12-28,58,54.0,,0.54,31.32
2018-12-29,16,54.0,,0.54,8.64
2018-12-30,0,54.0,,0.54,0.0
2018-12-31,60,54.0,,0.54,32.400000000000006
2019-01-01,15,39.0,False,0.39,5.8500000000000005
2019-01-02,31,39.0,,0.39,12.09
2019-01-03,56,39.0,,0.39,21.84
2019-01-04,49,39.0,,0.39,19.11
2019-01-05,21,39.0,,0.39,8.19
2019-01-06,14,39.0,,0.39,5.46
2019-01-07,24,39.0,,0.39,9.36
2019-01-08,64,39.0,,0.39,24.96
2019-01-09,24,39.0,,0.39,9.36
2019-01-10,47,39.0,,0.39,18.330000000000002
2019-01-11,48,39.0,,0.39,18.72
2019-01-12,0,39.0,,0.39,0.0
2019-01-13,14,39.0,,0.39,5.46
2019-01-14,65,39.0,,0.39,25.35
2019-01-15,58,39.0,,0.39,22.62
2019-01-16,100,39.0,,0.39,39.0
2019-01-17,35,39.0,,0.39,13.65
2019-01-18,23,39.0,,0.39,8.97
2019-01-19,0,39.0,,0.39,0.0
2019-01-20,0,39.0,,0.39,0.0
2019-01-21,6,39.0,,0.39,2.34
2019-01-22,17,39.0,,0.39,6.63
2019-01-23,40,39.0,,0.39,15.600000000000001
2019-01-24,34,39.0,,0.39,13.26
2019-01-25,30,39.0,,0.39,11.700000000000001
2019-01-26,21,39.0,,0.39,8.19
2019-01-27,0,39.0,,0.39,0.0
2019-01-28,29,39.0,,0.39,11.31
2019-01-29,40,39.0,,0.39,15.600000000000001
2019-01-30,23,39.0,,0.39,8.97
2019-01-31,29,39.0,,0.39,11.31
2019-02-01,25,33.0,False,0.33,8.25
2019-02-02,0,33.0,,0.33,0.0
2019-02-03,10,33.0,,0.33,3.3000000000000003
2019-02-04,33,33.0,,0.33,10.89
2019-02-05,68,33.0,,0.33,22.44
2019-02-06,50,33.0,,0.33,16.5
2019-02-07,42,33.0,,0.33,13.860000000000001
2019-02-08,43,33.0,,0.33,14.190000000000001
2019-02-09,10,33.0,,0.33,3.3000000000000003
2019-02-10,30,33.0,,0.33,9.9
2019-02-11,40,33.0,,0.33,13.200000000000001
2019-02-12,100,33.0,,0.33,33.0
2019-02-13,84,33.0,,0.33,27.720000000000002
2019-02-14,34,33.0,,0.33,11.22
2019-02-15,97,33.0,,0.33,32.01
2019-02-16,30,33.0,,0.33,9.9
2019-02-17,20,33.0,,0.33,6.6000000000000005
2019-02-18,9,33.0,,0.33,2.97
2019-02-19,76,33.0,,0.33,25.080000000000002
2019-02-20,25,33.0,,0.33,8.25
2019-02-21,42,33.0,,0.33,13.860000000000001
2019-02-22,51,33.0,,0.33,16.830000000000002
2019-02-23,19,33.0,,0.33,6.2700000000000005
2019-02-24,20,33.0,,0.33,6.6000000000000005
2019-02-25,41,33.0,,0.33,13.530000000000001
2019-02-26,42,33.0,,0.33,13.860000000000001
2019-02-27,49,33.0,,0.33,16.17
2019-02-28,59,33.0,,0.33,19.470000000000002
2019-03-01,67,33.0,False,0.33,22.11
2019-03-02,22,33.0,,0.33,7.260000000000001
2019-03-03,0,33.0,,0.33,0.0
2019-03-04,58,33.0,,0.33,19.14
2019-03-05,77,33.0,,0.33,25.41
2019-03-06,37,33.0,,0.33,12.21
2019-03-07,67,33.0,,0.33,22.11
2019-03-08,30,33.0,,0.33,9.9
2019-03-09,12,33.0,,0.33,3.96
2019-03-10,11,33.0,,0.33,3.6300000000000003
2019-03-11,67,33.0,,0.33,22.11
2019-03-12,48,33.0,,0.33,15.84
2019-03-13,58,33.0,,0.33,19.14
2019-03-14,48,33.0,,0.33,15.84
2019-03-15,39,33.0,,0.33,12.870000000000001
2019-03-16,23,33.0,,0.33,7.590000000000001
2019-03-17,47,33.0,,0.33,15.510000000000002
2019-03-18,100,33.0,,0.33,33.0
2019-03-19,48,33.0,,0.33,15.84
2019-03-20,80,33.0,,0.33,26.400000000000002
2019-03-21,49,33.0,,0.33,16.17
2019-03-22,70,33.0,,0.33,23.1
2019-03-23,11,33.0,,0.33,3.6300000000000003
2019-03-24,22,33.0,,0.33,7.260000000000001
2019-03-25,59,33.0,,0.33,19.470000000000002
2019-03-26,89,33.0,,0.33,29.37
2019-03-27,70,33.0,,0.33,23.1
2019-03-28,10,33.0,,0.33,3.3000000000000003
2019-03-29,40,33.0,,0.33,13.200000000000001
2019-03-30,12,33.0,,0.33,3.96
2019-03-31,23,33.0,,0.33,7.590000000000001
2019-04-01,34,40.0,False,0.4,13.600000000000001
2019-04-02,55,40.0,,0.4,22.0
2019-04-03,49,40.0,,0.4,19.6
2019-04-04,41,40.0,,0.4,16.400000000000002
2019-04-05,36,40.0,,0.4,14.4
2019-04-06,25,40.0,,0.4,10.0
2019-04-07,8,40.0,,0.4,3.2
2019-04-08,14,40.0,,0.4,5.6000000000000005
2019-04-09,20,40.0,,0.4,8.0
2019-04-10,42,40.0,,0.4,16.8
2019-04-11,41,40.0,,0.4,16.400000000000002
2019-04-12,100,40.0,,0.4,40.0
2019-04-13,17,40.0,,0.4,6.800000000000001
2019-04-14,25,40.0,,0.4,10.0
2019-04-15,83,40.0,,0.4,33.2
2019-04-16,49,40.0,,0.4,19.6
2019-04-17,29,40.0,,0.4,11.600000000000001
2019-04-18,36,40.0,,0.4,14.4
2019-04-19,23,40.0,,0.4,9.200000000000001
2019-04-20,17,40.0,,0.4,6.800000000000001
2019-04-21,9,40.0,,0.4,3.6
2019-04-22,29,40.0,,0.4,11.600000000000001
2019-04-23,42,40.0,,0.4,16.8
2019-04-24,50,40.0,,0.4,20.0
2019-04-25,48,40.0,,0.4,19.200000000000003
2019-04-26,21,40.0,,0.4,8.4
2019-04-27,42,40.0,,0.4,16.8
2019-04-28,0,40.0,,0.4,0.0
2019-04-29,90,40.0,,0.4,36.0
2019-04-30,68,40.0,,0.4,27.200000000000003
2019-05-01,51,29.0,False,0.29,14.79
2019-05-02,16,29.0,,0.29,4.64
2019-05-03,94,29.0,,0.29,27.259999999999998
2019-05-04,20,29.0,,0.29,5.8
2019-05-05,10,29.0,,0.29,2.9
2019-05-06,100,29.0,,0.29,28.999999999999996
2019-05-07,74,29.0,,0.29,21.459999999999997
2019-05-08,42,29.0,,0.29,12.18
2019-05-09,17,29.0,,0.29,4.93
2019-05-10,35,29.0,,0.29,10.149999999999999
2019-05-11,0,29.0,,0.29,0.0
2019-05-12,11,29.0,,0.29,3.19
2019-05-13,17,29.0,,0.29,4.93
2019-05-14,43,29.0,,0.29,12.469999999999999
2019-05-15,60,29.0,,0.29,17.4
2019-05-16,51,29.0,,0.29,14.79
2019-05-17,35,29.0,,0.29,10.149999999999999
2019-05-18,31,29.0,,0.29,8.99
2019-05-19,21,29.0,,0.29,6.09
2019-05-20,42,29.0,,0.29,12.18
2019-05-21,34,29.0,,0.29,9.86
2019-05-22,0,29.0,,0.29,0.0
2019-05-23,43,29.0,,0.29,12.469999999999999
2019-05-24,18,29.0,,0.29,5.22
2019-05-25,11,29.0,,0.29,3.19
2019-05-26,22,29.0,,0.29,6.38
2019-05-27,10,29.0,,0.29,2.9
2019-05-28,26,29.0,,0.29,7.539999999999999
2019-05-29,17,29.0,,0.29,4.93
2019-05-30,0,29.0,,0.29,0.0
2019-05-31,44,29.0,,0.29,12.76
2019-06-01,0,26.0,False,0.26,0.0
2019-06-02,25,26.0,,0.26,6.5
2019-06-03,97,26.0,,0.26,25.220000000000002
2019-06-04,76,26.0,,0.26,19.76
2019-06-05,44,26.0,,0.26,11.440000000000001
2019-06-06,100,26.0,,0.26,26.0
2019-06-07,57,26.0,,0.26,14.82
2019-06-08,39,26.0,,0.26,10.14
2019-06-09,0,26.0,,0.26,0.0
2019-06-10,44,26.0,,0.26,11.440000000000001
2019-06-11,66,26.0,,0.26,17.16
2019-06-12,67,26.0,,0.26,17.42
2019-06-13,56,26.0,,0.26,14.56
2019-06-14,22,26.0,,0.26,5.720000000000001
2019-06-15,0,26.0,,0.26,0.0
2019-06-16,0,26.0,,0.26,0.0
2019-06-17,11,26.0,,0.26,2.8600000000000003
2019-06-18,55,26.0,,0.26,14.3
2019-06-19,43,26.0,,0.26,11.18
2019-06-20,55,26.0,,0.26,14.3
2019-06-21,80,26.0,,0.26,20.8
2019-06-22,13,26.0,,0.26,3.38
2019-06-23,0,26.0,,0.26,0.0
2019-06-24,22,26.0,,0.26,5.720000000000001
2019-06-25,45,26.0,,0.26,11.700000000000001
2019-06-26,55,26.0,,0.26,14.3
2019-06-27,56,26.0,,0.26,14.56
2019-06-28,48,26.0,,0.26,12.48
2019-06-29,0,26.0,,0.26,0.0
2019-06-30,13,26.0,,0.26,3.38
2019-07-01,47,32.0,False,0.32,15.040000000000001
2019-07-02,16,32.0,,0.32,5.12
2019-07-03,31,32.0,,0.32,9.92
2019-07-04,18,32.0,,0.32,5.76
2019-07-05,45,32.0,,0.32,14.4
2019-07-06,27,32.0,,0.32,8.64
2019-07-07,17,32.0,,0.32,5.44
2019-07-08,38,32.0,,0.32,12.16
2019-07-09,71,32.0,,0.32,22.72
2019-07-10,23,32.0,,0.32,7.36
2019-07-11,100,32.0,,0.32,32.0
2019-07-12,48,32.0,,0.32,15.36
2019-07-13,9,32.0,,0.32,2.88
2019-07-14,19,32.0,,0.32,6.08
2019-07-15,55,32.0,,0.32,17.6
2019-07-16,75,32.0,,0.32,24.0
2019-07-17,15,32.0,,0.32,4.8
2019-07-18,31,32.0,,0.32,9.92
2019-07-19,57,32.0,,0.32,18.240000000000002
2019-07-20,18,32.0,,0.32,5.76
2019-07-21,0,32.0,,0.32,0.0
2019-07-22,39,32.0,,0.32,12.48
2019-07-23,47,32.0,,0.32,15.040000000000001
2019-07-24,33,32.0,,0.32,10.56
2019-07-25,24,32.0,,0.32,7.68
2019-07-26,41,32.0,,0.32,13.120000000000001
2019-07-27,0,32.0,,0.32,0.0
2019-07-28,9,32.0,,0.32,2.88
2019-07-29,16,32.0,,0.32,5.12
2019-07-30,24,32.0,,0.32,7.68
2019-07-31,32,32.0,,0.32,10.24
2019-08-01,40,37.0,False,0.37,14.8
2019-08-02,42,37.0,,0.37,15.54
2019-08-03,9,37.0,,0.37,3.33
2019-08-04,0,37.0,,0.37,0.0
2019-08-05,57,37.0,,0.37,21.09
2019-08-06,24,37.0,,0.37,8.879999999999999
2019-08-07,99,37.0,,0.37,36.63
2019-08-08,49,37.0,,0.37,18.13
2019-08-09,33,37.0,,0.37,12.209999999999999
2019-08-10,0,37.0,,0.37,0.0
2019-08-11,9,37.0,,0.37,3.33
2019-08-12,64,37.0,,0.37,23.68
2019-08-13,56,37.0,,0.37,20.72
2019-08-14,77,37.0,,0.37,28.49
2019-08-15,31,37.0,,0.37,11.47
2019-08-16,32,37.0,,0.37,11.84
2019-08-17,9,37.0,,0.37,3.33
2019-08-18,0,37.0,,0.37,0.0
2019-08-19,46,37.0,,0.37,17.02
2019-08-20,46,37.0,,0.37,17.02
