date,DNA_unscaled,DNA_monthly,isPartial,scale,DNA
2017-12-29,39,86.0,,0.86,33.54
2017-12-30,48,86.0,,0.86,41.28
2017-12-31,43,86.0,,0.86,36.98
2018-01-01,63,87.0,False,0.87,54.81
2018-01-02,54,87.0,,0.87,46.98
2018-01-03,63,87.0,,0.87,54.81
2018-01-04,66,87.0,,0.87,57.42
2018-01-05,61,87.0,,0.87,53.07
2018-01-06,52,87.0,,0.87,45.24
2018-01-07,56,87.0,,0.87,48.72
2018-01-08,72,87.0,,0.87,62.64
2018-01-09,91,87.0,,0.87,79.17
2018-01-10,93,87.0,,0.87,80.91
2018-01-11,90,87.0,,0.87,78.3
2018-01-12,85,87.0,,0.87,73.95
2018-01-13,55,87.0,,0.87,47.85
2018-01-14,51,87.0,,0.87,44.37
2018-01-15,58,87.0,,0.87,50.46
2018-01-16,79,87.0,,0.87,68.73
2018-01-17,82,87.0,,0.87,71.34
2018-01-18,88,87.0,,0.87,76.56
2018-01-19,85,87.0,,0.87,73.95
2018-01-20,51,87.0,,0.87,44.37
2018-01-21,62,87.0,,0.87,53.94
2018-01-22,93,87.0,,0.87,80.91
2018-01-23,94,87.0,,0.87,81.78
2018-01-24,97,87.0,,0.87,84.39
2018-01-25,92,87.0,,0.87,80.04
2018-01-26,94,87.0,,0.87,81.78
2018-01-27,59,87.0,,0.87,51.33
2018-01-28,71,87.0,,0.87,61.77
2018-01-29,100,87.0,,0.87,87.0
2018-01-30,98,87.0,,0.87,85.26
2018-01-31,100,87.0,,0.87,87.0
2018-02-01,93,94.0,False,0.94,87.42
2018-02-02,86,94.0,,0.94,80.83999999999999
2018-02-03,54,94.0,,0.94,50.76
2018-02-04,61,94.0,,0.94,57.339999999999996
2018-02-05,84,94.0,,0.94,78.96
2018-02-06,98,94.0,,0.94,92.11999999999999
2018-02-07,89,94.0,,0.94,83.66
2018-02-08,97,94.0,,0.94,91.17999999999999
2018-02-09,86,94.0,,0.94,80.83999999999999
2018-02-10,60,94.0,,0.94,56.4
2018-02-11,68,94.0,,0.94,63.919999999999995
2018-02-12,94,94.0,,0.94,88.36
2018-02-13,95,94.0,,0.94,89.3
2018-02-14,88,94.0,,0.94,82.72
2018-02-15,92,94.0,,0.94,86.47999999999999
2018-02-16,81,94.0,,0.94,76.14
2018-02-17,52,94.0,,0.94,48.879999999999995
2018-02-18,55,94.0,,0.94,51.699999999999996
2018-02-19,70,94.0,,0.94,65.8
2018-02-20,86,94.0,,0.94,80.83999999999999
2018-02-21,92,94.0,,0.94,86.47999999999999
2018-02-22,89,94.0,,0.94,83.66
2018-02-23,82,94.0,,0.94,77.08
2018-02-24,54,94.0,,0.94,50.76
2018-02-25,65,94.0,,0.94,61.099999999999994
2018-02-26,95,94.0,,0.94,89.3
2018-02-27,97,94.0,,0.94,91.17999999999999
2018-02-28,100,94.0,,0.94,94.0
2018-03-01,97,91.0,False,0.91,88.27
2018-03-02,88,91.0,,0.91,80.08
2018-03-03,53,91.0,,0.91,48.230000000000004
2018-03-04,59,91.0,,0.91,53.690000000000005
2018-03-05,93,91.0,,0.91,84.63000000000001
2018-03-06,98,91.0,,0.91,89.18
2018-03-07,93,91.0,,0.91,84.63000000000001
2018-03-08,92,91.0,,0.91,83.72
2018-03-09,88,91.0,,0.91,80.08
2018-03-10,56,91.0,,0.91,50.96
2018-03-11,62,91.0,,0.91,56.42
2018-03-12,93,91.0,,0.91,84.63000000000001
2018-03-13,91,91.0,,0.91,82.81
2018-03-14,90,91.0,,0.91,81.9
2018-03-15,100,91.0,,0.91,91.0
2018-03-16,85,91.0,,0.91,77.35000000000001
2018-03-17,67,91.0,,0.91,60.97
2018-03-18,74,91.0,,0.91,67.34
2018-03-19,98,91.0,,0.91,89.18
2018-03-20,91,91.0,,0.91,82.81
2018-03-21,84,91.0,,0.91,76.44
2018-03-22,86,91.0,,0.91,78.26
2018-03-23,77,91.0,,0.91,70.07000000000001
2018-03-24,45,91.0,,0.91,40.95
2018-03-25,63,91.0,,0.91,57.330000000000005
2018-03-26,87,91.0,,0.91,79.17
2018-03-27,88,91.0,,0.91,80.08
2018-03-28,82,91.0,,0.91,74.62
2018-03-29,75,91.0,,0.91,68.25
2018-03-30,55,91.0,,0.91,50.050000000000004
2018-03-31,54,91.0,,0.91,49.14
2018-04-01,57,91.0,False,0.91,51.870000000000005
2018-04-02,70,91.0,,0.91,63.7
2018-04-03,79,91.0,,0.91,71.89
2018-04-04,75,91.0,,0.91,68.25
2018-04-05,79,91.0,,0.91,71.89
2018-04-06,67,91.0,,0.91,60.97
2018-04-07,52,91.0,,0.91,47.32
2018-04-08,60,91.0,,0.91,54.6
2018-04-09,85,91.0,,0.91,77.35000000000001
2018-04-10,83,91.0,,0.91,75.53
2018-04-11,85,91.0,,0.91,77.35000000000001
2018-04-12,82,91.0,,0.91,74.62
2018-04-13,76,91.0,,0.91,69.16
2018-04-14,47,91.0,,0.91,42.77
2018-04-15,54,91.0,,0.91,49.14
2018-04-16,80,91.0,,0.91,72.8
2018-04-17,81,91.0,,0.91,73.71000000000001
2018-04-18,81,91.0,,0.91,73.71000000000001
2018-04-19,80,91.0,,0.91,72.8
2018-04-20,74,91.0,,0.91,67.34
2018-04-21,61,91.0,,0.91,55.510000000000005
2018-04-22,63,91.0,,0.91,57.330000000000005
2018-04-23,86,91.0,,0.91,78.26
2018-04-24,96,91.0,,0.91,87.36
2018-04-25,100,91.0,,0.91,91.0
2018-04-26,99,91.0,,0.91,90.09
2018-04-27,86,91.0,,0.91,78.26
2018-04-28,65,91.0,,0.91,59.15
2018-04-29,72,91.0,,0.91,65.52
2018-04-30,97,91.0,,0.91,88.27
2018-05-01,100,72.0,False,0.72,72.0
2018-05-02,86,72.0,,0.72,61.919999999999995
2018-05-03,90,72.0,,0.72,64.8
2018-05-04,79,72.0,,0.72,56.879999999999995
2018-05-05,56,72.0,,0.72,40.32
2018-05-06,62,72.0,,0.72,44.64
2018-05-07,85,72.0,,0.72,61.199999999999996
2018-05-08,86,72.0,,0.72,61.919999999999995
2018-05-09,76,72.0,,0.72,54.72
2018-05-10,76,72.0,,0.72,54.72
2018-05-11,73,72.0,,0.72,52.559999999999995
2018-05-12,51,72.0,,0.72,36.72
2018-05-13,62,72.0,,0.72,44.64
2018-05-14,82,72.0,,0.72,59.04
2018-05-15,71,72.0,,0.72,51.12
2018-05-16,74,72.0,,0.72,53.28
2018-05-17,68,72.0,,0.72,48.96
2018-05-18,66,72.0,,0.72,47.519999999999996
2018-05-19,45,72.0,,0.72,32.4
2018-05-20,57,72.0,,0.72,41.04
2018-05-21,79,72.0,,0.72,56.879999999999995
2018-05-22,67,72.0,,0.72,48.239999999999995
2018-05-23,71,72.0,,0.72,51.12
2018-05-24,64,72.0,,0.72,46.08
2018-05-25,58,72.0,,0.72,41.76
2018-05-26,44,72.0,,0.72,31.68
2018-05-27,48,72.0,,0.72,34.56
2018-05-28,53,72.0,,0.72,38.16
2018-05-29,65,72.0,,0.72,46.8
2018-05-30,57,72.0,,0.72,41.04
2018-05-31,62,72.0,,0.72,44.64
2018-06-01,84,55.0,False,0.55,46.2
2018-06-02,78,55.0,,0.55,42.900000000000006
2018-06-03,76,55.0,,0.55,41.800000000000004
2018-06-04,100,55.0,,0.55,55.00000000000001
2018-06-05,89,55.0,,0.55,48.95
2018-06-06,92,55.0,,0.55,50.6
2018-06-07,87,55.0,,0.55,47.85
2018-06-08,79,55.0,,0.55,43.45
2018-06-09,70,55.0,,0.55,38.5
2018-06-10,72,55.0,,0.55,39.6
2018-06-11,94,55.0,,0.55,51.7
2018-06-12,88,55.0,,0.55,48.400000000000006
2018-06-13,95,55.0,,0.55,52.25000000000001
2018-06-14,81,55.0,,0.55,44.550000000000004
2018-06-15,80,55.0,,0.55,44.0
2018-06-16,69,55.0,,0.55,37.95
2018-06-17,90,55.0,,0.55,49.50000000000001
2018-06-18,85,55.0,,0.55,46.75000000000001
2018-06-19,81,55.0,,0.55,44.550000000000004
2018-06-20,80,55.0,,0.55,44.0
2018-06-21,76,55.0,,0.55,41.800000000000004
2018-06-22,67,55.0,,0.55,36.85
2018-06-23,69,55.0,,0.55,37.95
2018-06-24,71,55.0,,0.55,39.050000000000004
2018-06-25,73,55.0,,0.55,40.150000000000006
2018-06-26,74,55.0,,0.55,40.7
2018-06-27,72,55.0,,0.55,39.6
2018-06-28,75,55.0,,0.55,41.25
2018-06-29,61,55.0,,0.55,33.550000000000004
2018-06-30,65,55.0,,0.55,35.75
2018-07-01,72,48.0,False,0.48,34.56
2018-07-02,72,48.0,,0.48,34.56
2018-07-03,73,48.0,,0.48,35.04
2018-07-04,73,48.0,,0.48,35.04
2018-07-05,73,48.0,,0.48,35.04
2018-07-06,81,48.0,,0.48,38.879999999999995
2018-07-07,73,48.0,,0.48,35.04
2018-07-08,73,48.0,,0.48,35.04
2018-07-09,81,48.0,,0.48,38.879999999999995
2018-07-10,71,48.0,,0.48,34.08
2018-07-11,79,48.0,,0.48,37.92
2018-07-12,82,48.0,,0.48,39.36
2018-07-13,71,48.0,,0.48,34.08
2018-07-14,67,48.0,,0.48,32.16
2018-07-15,77,48.0,,0.48,36.96
2018-07-16,89,48.0,,0.48,42.72
2018-07-17,100,48.0,,0.48,48.0
2018-07-18,90,48.0,,0.48,43.199999999999996
2018-07-19,83,48.0,,0.48,39.839999999999996
2018-07-20,70,48.0,,0.48,33.6
2018-07-21,67,48.0,,0.48,32.16
2018-07-22,72,48.0,,0.48,34.56
2018-07-23,87,48.0,,0.48,41.76
2018-07-24,85,48.0,,0.48,40.8
2018-07-25,69,48.0,,0.48,33.12
2018-07-26,86,48.0,,0.48,41.28
2018-07-27,75,48.0,,0.48,36.0
2018-07-28,76,48.0,,0.48,36.48
2018-07-29,72,48.0,,0.48,34.56
2018-07-30,83,48.0,,0.48,39.839999999999996
2018-07-31,74,48.0,,0.48,35.519999999999996
2018-08-01,82,47.0,False,0.47,38.54
2018-08-02,78,47.0,,0.47,36.66
2018-08-03,77,47.0,,0.47,36.19
2018-08-04,75,47.0,,0.47,35.25
2018-08-05,71,47.0,,0.47,33.37
2018-08-06,74,47.0,,0.47,34.78
2018-08-07,81,47.0,,0.47,38.07
2018-08-08,72,47.0,,0.47,33.839999999999996
2018-08-09,68,47.0,,0.47,31.959999999999997
2018-08-10,73,47.0,,0.47,34.309999999999995
2018-08-11,79,47.0,,0.47,37.129999999999995
2018-08-12,72,47.0,,0.47,33.839999999999996
2018-08-13,73,47.0,,0.47,34.309999999999995
2018-08-14,80,47.0,,0.47,37.599999999999994
2018-08-15,76,47.0,,0.47,35.72
2018-08-16,84,47.0,,0.47,39.48
2018-08-17,75,47.0,,0.47,35.25
2018-08-18,70,47.0,,0.47,32.9
2018-08-19,75,47.0,,0.47,35.25
2018-08-20,77,47.0,,0.47,36.19
2018-08-21,87,47.0,,0.47,40.89
2018-08-22,82,47.0,,0.47,38.54
2018-08-23,85,47.0,,0.47,39.949999999999996
2018-08-24,86,47.0,,0.47,40.419999999999995
2018-08-25,66,47.0,,0.47,31.02
2018-08-26,71,47.0,,0.47,33.37
2018-08-27,93,47.0,,0.47,43.71
2018-08-28,99,47.0,,0.47,46.529999999999994
2018-08-29,91,47.0,,0.47,42.769999999999996
2018-08-30,100,47.0,,0.47,47.0
2018-08-31,84,47.0,,0.47,39.48
2018-09-01,53,66.0,False,0.66,34.980000000000004
2018-09-02,53,66.0,,0.66,34.980000000000004
2018-09-03,61,66.0,,0.66,40.260000000000005
2018-09-04,73,66.0,,0.66,48.18
2018-09-05,77,66.0,,0.66,50.82
2018-09-06,83,66.0,,0.66,54.78
2018-09-07,73,66.0,,0.66,48.18
2018-09-08,58,66.0,,0.66,38.28
2018-09-09,58,66.0,,0.66,38.28
2018-09-10,83,66.0,,0.66,54.78
2018-09-11,80,66.0,,0.66,52.800000000000004
2018-09-12,89,66.0,,0.66,58.74
2018-09-13,91,66.0,,0.66,60.06
2018-09-14,87,66.0,,0.66,57.42
2018-09-15,62,66.0,,0.66,40.92
2018-09-16,76,66.0,,0.66,50.160000000000004
2018-09-17,93,66.0,,0.66,61.38
2018-09-18,99,66.0,,0.66,65.34
2018-09-19,98,66.0,,0.66,64.68
2018-09-20,95,66.0,,0.66,62.7
2018-09-21,85,66.0,,0.66,56.1
2018-09-22,59,66.0,,0.66,38.940000000000005
2018-09-23,69,66.0,,0.66,45.54
2018-09-24,95,66.0,,0.66,62.7
2018-09-25,100,66.0,,0.66,66.0
2018-09-26,96,66.0,,0.66,63.36
2018-09-27,89,66.0,,0.66,58.74
2018-09-28,75,66.0,,0.66,49.5
2018-09-29,62,66.0,,0.66,40.92
2018-09-30,67,66.0,,0.66,44.22
2018-10-01,48,79.0,False,0.79,37.92
2018-10-02,48,79.0,,0.79,37.92
2018-10-03,45,79.0,,0.79,35.550000000000004
2018-10-04,49,79.0,,0.79,38.71
2018-10-05,41,79.0,,0.79,32.39
2018-10-06,29,79.0,,0.79,22.91
2018-10-07,32,79.0,,0.79,25.28
2018-10-08,44,79.0,,0.79,34.760000000000005
2018-10-09,52,79.0,,0.79,41.08
2018-10-10,46,79.0,,0.79,36.34
2018-10-11,49,79.0,,0.79,38.71
2018-10-12,44,79.0,,0.79,34.760000000000005
2018-10-13,30,79.0,,0.79,23.700000000000003
2018-10-14,33,79.0,,0.79,26.07
2018-10-15,93,79.0,,0.79,73.47
2018-10-16,100,79.0,,0.79,79.0
2018-10-17,72,79.0,,0.79,56.88
2018-10-18,61,79.0,,0.79,48.190000000000005
2018-10-19,53,79.0,,0.79,41.870000000000005
2018-10-20,33,79.0,,0.79,26.07
2018-10-21,44,79.0,,0.79,34.760000000000005
2018-10-22,59,79.0,,0.79,46.61
2018-10-23,57,79.0,,0.79,45.03
2018-10-24,58,79.0,,0.79,45.82
2018-10-25,57,79.0,,0.79,45.03
2018-10-26,51,79.0,,0.79,40.29
2018-10-27,29,79.0,,0.79,22.91
2018-10-28,37,79.0,,0.79,29.23
2018-10-29,55,79.0,,0.79,43.45
2018-10-30,60,79.0,,0.79,47.400000000000006
2018-10-31,55,79.0,,0.79,43.45
2018-11-01,64,87.0,False,0.87,55.68
2018-11-02,60,87.0,,0.87,52.2
2018-11-03,38,87.0,,0.87,33.06
2018-11-04,45,87.0,,0.87,39.15
2018-11-05,66,87.0,,0.87,57.42
2018-11-06,61,87.0,,0.87,53.07
2018-11-07,59,87.0,,0.87,51.33
2018-11-08,67,87.0,,0.87,58.29
2018-11-09,65,87.0,,0.87,56.55
2018-11-10,40,87.0,,0.87,34.8
2018-11-11,43,87.0,,0.87,37.41
2018-11-12,62,87.0,,0.87,53.94
2018-11-13,72,87.0,,0.87,62.64
2018-11-14,74,87.0,,0.87,64.38
2018-11-15,70,87.0,,0.87,60.9
2018-11-16,65,87.0,,0.87,56.55
2018-11-17,40,87.0,,0.87,34.8
2018-11-18,42,87.0,,0.87,36.54
2018-11-19,59,87.0,,0.87,51.33
2018-11-20,58,87.0,,0.87,50.46
2018-11-21,44,87.0,,0.87,38.28
2018-11-22,49,87.0,,0.87,42.63
2018-11-23,64,87.0,,0.87,55.68
2018-11-24,60,87.0,,0.87,52.2
2018-11-25,57,87.0,,0.87,49.589999999999996
2018-11-26,88,87.0,,0.87,76.56
2018-11-27,100,87.0,,0.87,87.0
2018-11-28,84,87.0,,0.87,73.08
2018-11-29,82,87.0,,0.87,71.34
2018-11-30,73,87.0,,0.87,63.51
2018-12-01,52,83.0,False,0.83,43.16
2018-12-02,60,83.0,,0.83,49.8
2018-12-03,94,83.0,,0.83,78.02
2018-12-04,97,83.0,,0.83,80.50999999999999
2018-12-05,98,83.0,,0.83,81.33999999999999
2018-12-06,93,83.0,,0.83,77.19
2018-12-07,93,83.0,,0.83,77.19
2018-12-08,57,83.0,,0.83,47.309999999999995
2018-12-09,61,83.0,,0.83,50.629999999999995
2018-12-10,100,83.0,,0.83,83.0
2018-12-11,100,83.0,,0.83,83.0
2018-12-12,97,83.0,,0.83,80.50999999999999
2018-12-13,93,83.0,,0.83,77.19
2018-12-14,90,83.0,,0.83,74.7
2018-12-15,62,83.0,,0.83,51.46
2018-12-16,65,83.0,,0.83,53.949999999999996
2018-12-17,82,83.0,,0.83,68.06
2018-12-18,82,83.0,,0.83,68.06
2018-12-19,78,83.0,,0.83,64.74
2018-12-20,71,83.0,,0.83,58.93
2018-12-21,54,83.0,,0.83,44.82
2018-12-22,43,83.0,,0.83,35.69
2018-12-23,43,83.0,,0.83,35.69
2018-12-24,41,83.0,,0.83,34.03
2018-12-25,65,83.0,,0.83,53.949999999999996
2018-12-26,59,83.0,,0.83,48.97
2018-12-27,51,83.0,,0.83,42.33
2018-12-28,51,83.0,,0.83,42.33
2018-12-29,50,83.0,,0.83,41.5
2018-12-30,49,83.0,,0.83,40.669999999999995
2018-12-31,49,83.0,,0.83,40.669999999999995
2019-01-01,45,91.0,False,0.91,40.95
2019-01-02,56,91.0,,0.91,50.96
2019-01-03,67,91.0,,0.91,60.97
2019-01-04,64,91.0,,0.91,58.24
2019-01-05,50,91.0,,0.91,45.5
2019-01-06,55,91.0,,0.91,50.050000000000004
2019-01-07,70,91.0,,0.91,63.7
2019-01-08,82,91.0,,0.91,74.62
2019-01-09,89,91.0,,0.91,80.99000000000001
2019-01-10,96,91.0,,0.91,87.36
2019-01-11,88,91.0,,0.91,80.08
2019-01-12,56,91.0,,0.91,50.96
2019-01-13,64,91.0,,0.91,58.24
2019-01-14,93,91.0,,0.91,84.63000000000001
2019-01-15,95,91.0,,0.91,86.45
2019-01-16,92,91.0,,0.91,83.72
2019-01-17,91,91.0,,0.91,82.81
2019-01-18,89,91.0,,0.91,80.99000000000001
2019-01-19,58,91.0,,0.91,52.78
2019-01-20,56,91.0,,0.91,50.96
2019-01-21,62,91.0,,0.91,56.42
2019-01-22,97,91.0,,0.91,88.27
2019-01-23,100,91.0,,0.91,91.0
2019-01-24,99,91.0,,0.91,90.09
2019-01-25,95,91.0,,0.91,86.45
2019-01-26,59,91.0,,0.91,53.690000000000005
2019-01-27,71,91.0,,0.91,64.61
2019-01-28,94,91.0,,0.91,85.54
2019-01-29,88,91.0,,0.91,80.08
2019-01-30,86,91.0,,0.91,78.26
2019-01-31,89,91.0,,0.91,80.99000000000001
2019-02-01,88,100.0,False,1.0,88.0
2019-02-02,60,100.0,,1.0,60.0
2019-02-03,70,100.0,,1.0,70.0
2019-02-04,91,100.0,,1.0,91.0
2019-02-05,100,100.0,,1.0,100.0
2019-02-06,100,100.0,,1.0,100.0
2019-02-07,97,100.0,,1.0,97.0
2019-02-08,92,100.0,,1.0,92.0
2019-02-09,57,100.0,,1.0,57.0
2019-02-10,68,100.0,,1.0,68.0
2019-02-11,93,100.0,,1.0,93.0
2019-02-12,93,100.0,,1.0,93.0
2019-02-13,98,100.0,,1.0,98.0
2019-02-14,93,100.0,,1.0,93.0
2019-02-15,80,100.0,,1.0,80.0
2019-02-16,53,100.0,,1.0,53.0
2019-02-17,58,100.0,,1.0,58.0
2019-02-18,71,100.0,,1.0,71.0
2019-02-19,88,100.0,,1.0,88.0
2019-02-20,86,100.0,,1.0,86.0
2019-02-21,87,100.0,,1.0,87.0
2019-02-22,83,100.0,,1.0,83.0
2019-02-23,52,100.0,,1.0,52.0
2019-02-24,57,100.0,,1.0,57.0
2019-02-25,90,100.0,,1.0,90.0
2019-02-26,95,100.0,,1.0,95.0
2019-02-27,93,100.0,,1.0,93.0
2019-02-28,94,100.0,,1.0,94.0
2019-03-01,90,87.0,False,0.87,78.3
2019-03-02,53,87.0,,0.87,46.11
2019-03-03,57,87.0,,0.87,49.589999999999996
2019-03-04,87,87.0,,0.87,75.69
2019-03-05,100,87.0,,0.87,87.0
2019-03-06,97,87.0,,0.87,84.39
2019-03-07,97,87.0,,0.87,84.39
2019-03-08,87,87.0,,0.87,75.69
2019-03-09,54,87.0,,0.87,46.98
2019-03-10,56,87.0,,0.87,48.72
2019-03-11,88,87.0,,0.87,76.56
2019-03-12,92,87.0,,0.87,80.04
2019-03-13,87,87.0,,0.87,75.69
2019-03-14,87,87.0,,0.87,75.69
2019-03-15,81,87.0,,0.87,70.47
2019-03-16,52,87.0,,0.87,45.24
2019-03-17,64,87.0,,0.87,55.68
2019-03-18,96,87.0,,0.87,83.52
2019-03-19,94,87.0,,0.87,81.78
2019-03-20,87,87.0,,0.87,75.69
2019-03-21,90,87.0,,0.87,78.3
2019-03-22,71,87.0,,0.87,61.77
2019-03-23,48,87.0,,0.87,41.76
2019-03-24,51,87.0,,0.87,44.37
2019-03-25,82,87.0,,0.87,71.34
2019-03-26,84,87.0,,0.87,73.08
2019-03-27,82,87.0,,0.87,71.34
2019-03-28,81,87.0,,0.87,70.47
2019-03-29,69,87.0,,0.87,60.03
2019-03-30,42,87.0,,0.87,36.54
2019-03-31,53,87.0,,0.87,46.11
2019-04-01,84,79.0,False,0.79,66.36
2019-04-02,95,79.0,,0.79,75.05
2019-04-03,94,79.0,,0.79,74.26
2019-04-04,100,79.0,,0.79,79.0
2019-04-05,85,79.0,,0.79,67.15
2019-04-06,52,79.0,,0.79,41.08
2019-04-07,61,79.0,,0.79,48.190000000000005
2019-04-08,91,79.0,,0.79,71.89
2019-04-09,88,79.0,,0.79,69.52000000000001
2019-04-10,94,79.0,,0.79,74.26
2019-04-11,91,79.0,,0.79,71.89
2019-04-12,84,79.0,,0.79,66.36
2019-04-13,49,79.0,,0.79,38.71
2019-04-14,60,79.0,,0.79,47.400000000000006
2019-04-15,82,79.0,,0.79,64.78
2019-04-16,81,79.0,,0.79,63.99
2019-04-17,81,79.0,,0.79,63.99
2019-04-18,76,79.0,,0.79,60.040000000000006
2019-04-19,56,79.0,,0.79,44.24
2019-04-20,52,79.0,,0.79,41.08
2019-04-21,61,79.0,,0.79,48.190000000000005
2019-04-22,83,79.0,,0.79,65.57000000000001
2019-04-23,90,79.0,,0.79,71.10000000000001
2019-04-24,89,79.0,,0.79,70.31
2019-04-25,96,79.0,,0.79,75.84
2019-04-26,77,79.0,,0.79,60.830000000000005
2019-04-27,48,79.0,,0.79,37.92
2019-04-28,59,79.0,,0.79,46.61
2019-04-29,90,79.0,,0.79,71.10000000000001
2019-04-30,89,79.0,,0.79,70.31
2019-05-01,100,69.0,False,0.69,69.0
2019-05-02,100,69.0,,0.69,69.0
2019-05-03,87,69.0,,0.69,60.029999999999994
2019-05-04,58,69.0,,0.69,40.019999999999996
2019-05-05,68,69.0,,0.69,46.919999999999995
2019-05-06,98,69.0,,0.69,67.61999999999999
2019-05-07,90,69.0,,0.69,62.099999999999994
2019-05-08,94,69.0,,0.69,64.86
2019-05-09,86,69.0,,0.69,59.339999999999996
2019-05-10,81,69.0,,0.69,55.88999999999999
2019-05-11,57,69.0,,0.69,39.33
2019-05-12,71,69.0,,0.69,48.989999999999995
2019-05-13,91,69.0,,0.69,62.78999999999999
2019-05-14,87,69.0,,0.69,60.029999999999994
2019-05-15,85,69.0,,0.69,58.65
2019-05-16,81,69.0,,0.69,55.88999999999999
2019-05-17,77,69.0,,0.69,53.129999999999995
2019-05-18,52,69.0,,0.69,35.879999999999995
2019-05-19,56,69.0,,0.69,38.64
2019-05-20,84,69.0,,0.69,57.959999999999994
2019-05-21,82,69.0,,0.69,56.58
2019-05-22,84,69.0,,0.69,57.959999999999994
2019-05-23,80,69.0,,0.69,55.199999999999996
2019-05-24,67,69.0,,0.69,46.23
2019-05-25,50,69.0,,0.69,34.5
2019-05-26,49,69.0,,0.69,33.809999999999995
2019-05-27,52,69.0,,0.69,35.879999999999995
2019-05-28,69,69.0,,0.69,47.61
2019-05-29,71,69.0,,0.69,48.989999999999995
2019-05-30,72,69.0,,0.69,49.67999999999999
2019-05-31,64,69.0,,0.69,44.16
2019-06-01,71,53.0,False,0.53,37.63
2019-06-02,69,53.0,,0.53,36.57
2019-06-03,93,53.0,,0.53,49.29
2019-06-04,100,53.0,,0.53,53.0
2019-06-05,90,53.0,,0.53,47.7
2019-06-06,93,53.0,,0.53,49.29
2019-06-07,87,53.0,,0.53,46.11
2019-06-08,72,53.0,,0.53,38.160000000000004
2019-06-09,79,53.0,,0.53,41.870000000000005
2019-06-10,93,53.0,,0.53,49.29
2019-06-11,91,53.0,,0.53,48.230000000000004
2019-06-12,84,53.0,,0.53,44.52
2019-06-13,86,53.0,,0.53,45.580000000000005
2019-06-14,74,53.0,,0.53,39.22
2019-06-15,75,53.0,,0.53,39.75
2019-06-16,78,53.0,,0.53,41.34
2019-06-17,84,53.0,,0.53,44.52
2019-06-18,84,53.0,,0.53,44.52
2019-06-19,74,53.0,,0.53,39.22
2019-06-20,80,53.0,,0.53,42.400000000000006
2019-06-21,78,53.0,,0.53,41.34
2019-06-22,66,53.0,,0.53,34.980000000000004
2019-06-23,67,53.0,,0.53,35.510000000000005
2019-06-24,78,53.0,,0.53,41.34
2019-06-25,74,53.0,,0.53,39.22
2019-06-26,79,53.0,,0.53,41.870000000000005
2019-06-27,80,53.0,,0.53,42.400000000000006
2019-06-28,71,53.0,,0.53,37.63
2019-06-29,65,53.0,,0.53,34.45
2019-06-30,72,53.0,,0.53,38.160000000000004
2019-07-01,83,45.0,False,0.45,37.35
2019-07-02,88,45.0,,0.45,39.6
2019-07-03,84,45.0,,0.45,37.800000000000004
2019-07-04,79,45.0,,0.45,35.550000000000004
2019-07-05,81,45.0,,0.45,36.45
2019-07-06,77,45.0,,0.45,34.65
2019-07-07,70,45.0,,0.45,31.5
2019-07-08,81,45.0,,0.45,36.45
2019-07-09,82,45.0,,0.45,36.9
2019-07-10,94,45.0,,0.45,42.300000000000004
2019-07-11,89,45.0,,0.45,40.050000000000004
2019-07-12,91,45.0,,0.45,40.95
2019-07-13,78,45.0,,0.45,35.1
2019-07-14,82,45.0,,0.45,36.9
2019-07-15,100,45.0,,0.45,45.0
2019-07-16,93,45.0,,0.45,41.85
2019-07-17,93,45.0,,0.45,41.85
2019-07-18,88,45.0,,0.45,39.6
2019-07-19,84,45.0,,0.45,37.800000000000004
2019-07-20,73,45.0,,0.45,32.85
2019-07-21,80,45.0,,0.45,36.0
2019-07-22,83,45.0,,0.45,37.35
2019-07-23,90,45.0,,0.45,40.5
2019-07-24,79,45.0,,0.45,35.550000000000004
2019-07-25,78,45.0,,0.45,35.1
2019-07-26,75,45.0,,0.45,33.75
2019-07-27,71,45.0,,0.45,31.95
2019-07-28,72,45.0,,0.45,32.4
2019-07-29,76,45.0,,0.45,34.2
2019-07-30,75,45.0,,0.45,33.75
2019-07-31,82,45.0,,0.45,36.9
2019-08-01,77,47.0,False,0.47,36.19
2019-08-02,70,47.0,,0.47,32.9
2019-08-03,65,47.0,,0.47,30.549999999999997
2019-08-04,67,47.0,,0.47,31.49
2019-08-05,64,47.0,,0.47,30.08
2019-08-06,68,47.0,,0.47,31.959999999999997
2019-08-07,63,47.0,,0.47,29.61
2019-08-08,73,47.0,,0.47,34.309999999999995
2019-08-09,72,47.0,,0.47,33.839999999999996
2019-08-10,69,47.0,,0.47,32.43
2019-08-11,66,47.0,,0.47,31.02
2019-08-12,66,47.0,,0.47,31.02
2019-08-13,79,47.0,,0.47,37.129999999999995
2019-08-14,82,47.0,,0.47,38.54
2019-08-15,78,47.0,,0.47,36.66
2019-08-16,77,47.0,,0.47,36.19
2019-08-17,67,47.0,,0.47,31.49
2019-08-18,73,47.0,,0.47,34.309999999999995
2019-08-19,86,47.0,,0.47,40.419999999999995
2019-08-20,84,47.0,,0.47,39.48
2019-08-21,90,47.0,,0.47,42.3
2019-08-22,88,47.0,,0.47,41.36
2019-08-23,92,47.0,,0.47,43.239999999999995
2019-08-24,72,47.0,,0.47,33.839999999999996
2019-08-25,71,47.0,,0.47,33.37
2019-08-26,87,47.0,,0.47,40.89
