date,SNAP_unscaled,SNAP_monthly,isPartial,scale,SNAP
2017-12-16,81,66.0,,0.66,53.46
2017-12-17,86,66.0,,0.66,56.760000000000005
2017-12-18,91,66.0,,0.66,60.06
2017-12-19,85,66.0,,0.66,56.1
2017-12-20,92,66.0,,0.66,60.720000000000006
2017-12-21,84,66.0,,0.66,55.440000000000005
2017-12-22,82,66.0,,0.66,54.120000000000005
2017-12-23,81,66.0,,0.66,53.46
2017-12-24,77,66.0,,0.66,50.82
2017-12-25,85,66.0,,0.66,56.1
2017-12-26,88,66.0,,0.66,58.080000000000005
2017-12-27,88,66.0,,0.66,58.080000000000005
2017-12-28,100,66.0,,0.66,66.0
2017-12-29,93,66.0,,0.66,61.38
2017-12-30,82,66.0,,0.66,54.120000000000005
2017-12-31,87,66.0,,0.66,57.42
2018-01-01,81,69.0,False,0.69,55.88999999999999
2018-01-02,87,69.0,,0.69,60.029999999999994
2018-01-03,90,69.0,,0.69,62.099999999999994
2018-01-04,90,69.0,,0.69,62.099999999999994
2018-01-05,83,69.0,,0.69,57.269999999999996
2018-01-06,78,69.0,,0.69,53.81999999999999
2018-01-07,80,69.0,,0.69,55.199999999999996
2018-01-08,86,69.0,,0.69,59.339999999999996
2018-01-09,85,69.0,,0.69,58.65
2018-01-10,96,69.0,,0.69,66.24
2018-01-11,91,69.0,,0.69,62.78999999999999
2018-01-12,91,69.0,,0.69,62.78999999999999
2018-01-13,82,69.0,,0.69,56.58
2018-01-14,77,69.0,,0.69,53.129999999999995
2018-01-15,83,69.0,,0.69,57.269999999999996
2018-01-16,87,69.0,,0.69,60.029999999999994
2018-01-17,83,69.0,,0.69,57.269999999999996
2018-01-18,92,69.0,,0.69,63.48
2018-01-19,95,69.0,,0.69,65.55
2018-01-20,87,69.0,,0.69,60.029999999999994
2018-01-21,80,69.0,,0.69,55.199999999999996
2018-01-22,87,69.0,,0.69,60.029999999999994
2018-01-23,85,69.0,,0.69,58.65
2018-01-24,94,69.0,,0.69,64.86
2018-01-25,96,69.0,,0.69,66.24
2018-01-26,93,69.0,,0.69,64.17
2018-01-27,88,69.0,,0.69,60.72
2018-01-28,83,69.0,,0.69,57.269999999999996
2018-01-29,100,69.0,,0.69,69.0
2018-01-30,90,69.0,,0.69,62.099999999999994
2018-01-31,96,69.0,,0.69,66.24
2018-02-01,63,75.0,False,0.75,47.25
2018-02-02,56,75.0,,0.75,42.0
2018-02-03,53,75.0,,0.75,39.75
2018-02-04,56,75.0,,0.75,42.0
2018-02-05,53,75.0,,0.75,39.75
2018-02-06,69,75.0,,0.75,51.75
2018-02-07,100,75.0,,0.75,75.0
2018-02-08,88,75.0,,0.75,66.0
2018-02-09,77,75.0,,0.75,57.75
2018-02-10,67,75.0,,0.75,50.25
2018-02-11,59,75.0,,0.75,44.25
2018-02-12,60,75.0,,0.75,45.0
2018-02-13,71,75.0,,0.75,53.25
2018-02-14,72,75.0,,0.75,54.0
2018-02-15,72,75.0,,0.75,54.0
2018-02-16,65,75.0,,0.75,48.75
2018-02-17,62,75.0,,0.75,46.5
2018-02-18,56,75.0,,0.75,42.0
2018-02-19,56,75.0,,0.75,42.0
2018-02-20,58,75.0,,0.75,43.5
2018-02-21,56,75.0,,0.75,42.0
2018-02-22,65,75.0,,0.75,48.75
2018-02-23,67,75.0,,0.75,50.25
2018-02-24,56,75.0,,0.75,42.0
2018-02-25,54,75.0,,0.75,40.5
2018-02-26,55,75.0,,0.75,41.25
2018-02-27,56,75.0,,0.75,42.0
2018-02-28,58,75.0,,0.75,43.5
2018-03-01,100,64.0,False,0.64,64.0
2018-03-02,95,64.0,,0.64,60.800000000000004
2018-03-03,94,64.0,,0.64,60.160000000000004
2018-03-04,86,64.0,,0.64,55.04
2018-03-05,96,64.0,,0.64,61.44
2018-03-06,95,64.0,,0.64,60.800000000000004
2018-03-07,96,64.0,,0.64,61.44
2018-03-08,99,64.0,,0.64,63.36
2018-03-09,97,64.0,,0.64,62.08
2018-03-10,82,64.0,,0.64,52.480000000000004
2018-03-11,85,64.0,,0.64,54.4
2018-03-12,94,64.0,,0.64,60.160000000000004
2018-03-13,97,64.0,,0.64,62.08
2018-03-14,92,64.0,,0.64,58.88
2018-03-15,95,64.0,,0.64,60.800000000000004
2018-03-16,99,64.0,,0.64,63.36
2018-03-17,92,64.0,,0.64,58.88
2018-03-18,83,64.0,,0.64,53.120000000000005
2018-03-19,95,64.0,,0.64,60.800000000000004
2018-03-20,90,64.0,,0.64,57.6
2018-03-21,92,64.0,,0.64,58.88
2018-03-22,92,64.0,,0.64,58.88
2018-03-23,87,64.0,,0.64,55.68
2018-03-24,85,64.0,,0.64,54.4
2018-03-25,85,64.0,,0.64,54.4
2018-03-26,91,64.0,,0.64,58.24
2018-03-27,93,64.0,,0.64,59.52
2018-03-28,94,64.0,,0.64,60.160000000000004
2018-03-29,97,64.0,,0.64,62.08
2018-03-30,86,64.0,,0.64,55.04
2018-03-31,86,64.0,,0.64,55.04
2018-04-01,82,62.0,False,0.62,50.839999999999996
2018-04-02,93,62.0,,0.62,57.66
2018-04-03,100,62.0,,0.62,62.0
2018-04-04,96,62.0,,0.62,59.519999999999996
2018-04-05,94,62.0,,0.62,58.28
2018-04-06,88,62.0,,0.62,54.56
2018-04-07,85,62.0,,0.62,52.7
2018-04-08,84,62.0,,0.62,52.08
2018-04-09,90,62.0,,0.62,55.8
2018-04-10,90,62.0,,0.62,55.8
2018-04-11,87,62.0,,0.62,53.94
2018-04-12,88,62.0,,0.62,54.56
2018-04-13,79,62.0,,0.62,48.98
2018-04-14,82,62.0,,0.62,50.839999999999996
2018-04-15,80,62.0,,0.62,49.6
2018-04-16,86,62.0,,0.62,53.32
2018-04-17,91,62.0,,0.62,56.42
2018-04-18,89,62.0,,0.62,55.18
2018-04-19,90,62.0,,0.62,55.8
2018-04-20,80,62.0,,0.62,49.6
2018-04-21,84,62.0,,0.62,52.08
2018-04-22,80,62.0,,0.62,49.6
2018-04-23,88,62.0,,0.62,54.56
2018-04-24,94,62.0,,0.62,58.28
2018-04-25,91,62.0,,0.62,56.42
2018-04-26,93,62.0,,0.62,57.66
2018-04-27,90,62.0,,0.62,55.8
2018-04-28,84,62.0,,0.62,52.08
2018-04-29,86,62.0,,0.62,53.32
2018-04-30,89,62.0,,0.62,55.18
2018-05-01,95,63.0,False,0.63,59.85
2018-05-02,100,63.0,,0.63,63.0
2018-05-03,87,63.0,,0.63,54.81
2018-05-04,78,63.0,,0.63,49.14
2018-05-05,73,63.0,,0.63,45.99
2018-05-06,67,63.0,,0.63,42.21
2018-05-07,84,63.0,,0.63,52.92
2018-05-08,82,63.0,,0.63,51.660000000000004
2018-05-09,76,63.0,,0.63,47.88
2018-05-10,82,63.0,,0.63,51.660000000000004
2018-05-11,76,63.0,,0.63,47.88
2018-05-12,68,63.0,,0.63,42.84
2018-05-13,71,63.0,,0.63,44.73
2018-05-14,79,63.0,,0.63,49.77
2018-05-15,77,63.0,,0.63,48.51
2018-05-16,74,63.0,,0.63,46.62
2018-05-17,75,63.0,,0.63,47.25
2018-05-18,71,63.0,,0.63,44.73
2018-05-19,64,63.0,,0.63,40.32
2018-05-20,63,63.0,,0.63,39.69
2018-05-21,75,63.0,,0.63,47.25
2018-05-22,79,63.0,,0.63,49.77
2018-05-23,73,63.0,,0.63,45.99
2018-05-24,76,63.0,,0.63,47.88
2018-05-25,75,63.0,,0.63,47.25
2018-05-26,67,63.0,,0.63,42.21
2018-05-27,65,63.0,,0.63,40.95
2018-05-28,67,63.0,,0.63,42.21
2018-05-29,75,63.0,,0.63,47.25
2018-05-30,78,63.0,,0.63,49.14
2018-05-31,81,63.0,,0.63,51.03
2018-06-01,91,64.0,False,0.64,58.24
2018-06-02,83,64.0,,0.64,53.120000000000005
2018-06-03,81,64.0,,0.64,51.84
2018-06-04,100,64.0,,0.64,64.0
2018-06-05,95,64.0,,0.64,60.800000000000004
2018-06-06,98,64.0,,0.64,62.72
2018-06-07,97,64.0,,0.64,62.08
2018-06-08,90,64.0,,0.64,57.6
2018-06-09,81,64.0,,0.64,51.84
2018-06-10,81,64.0,,0.64,51.84
2018-06-11,94,64.0,,0.64,60.160000000000004
2018-06-12,97,64.0,,0.64,62.08
2018-06-13,99,64.0,,0.64,63.36
2018-06-14,92,64.0,,0.64,58.88
2018-06-15,89,64.0,,0.64,56.96
2018-06-16,83,64.0,,0.64,53.120000000000005
2018-06-17,77,64.0,,0.64,49.28
2018-06-18,91,64.0,,0.64,58.24
2018-06-19,92,64.0,,0.64,58.88
2018-06-20,97,64.0,,0.64,62.08
2018-06-21,91,64.0,,0.64,58.24
2018-06-22,90,64.0,,0.64,57.6
2018-06-23,83,64.0,,0.64,53.120000000000005
2018-06-24,79,64.0,,0.64,50.56
2018-06-25,92,64.0,,0.64,58.88
2018-06-26,88,64.0,,0.64,56.32
2018-06-27,90,64.0,,0.64,57.6
2018-06-28,84,64.0,,0.64,53.76
2018-06-29,88,64.0,,0.64,56.32
2018-06-30,78,64.0,,0.64,49.92
2018-07-01,82,62.0,False,0.62,50.839999999999996
2018-07-02,91,62.0,,0.62,56.42
2018-07-03,84,62.0,,0.62,52.08
2018-07-04,77,62.0,,0.62,47.74
2018-07-05,82,62.0,,0.62,50.839999999999996
2018-07-06,86,62.0,,0.62,53.32
2018-07-07,80,62.0,,0.62,49.6
2018-07-08,80,62.0,,0.62,49.6
2018-07-09,100,62.0,,0.62,62.0
2018-07-10,97,62.0,,0.62,60.14
2018-07-11,91,62.0,,0.62,56.42
2018-07-12,89,62.0,,0.62,55.18
2018-07-13,87,62.0,,0.62,53.94
2018-07-14,80,62.0,,0.62,49.6
2018-07-15,75,62.0,,0.62,46.5
2018-07-16,91,62.0,,0.62,56.42
2018-07-17,96,62.0,,0.62,59.519999999999996
2018-07-18,96,62.0,,0.62,59.519999999999996
2018-07-19,97,62.0,,0.62,60.14
2018-07-20,84,62.0,,0.62,52.08
2018-07-21,79,62.0,,0.62,48.98
2018-07-22,80,62.0,,0.62,49.6
2018-07-23,88,62.0,,0.62,54.56
2018-07-24,94,62.0,,0.62,58.28
2018-07-25,94,62.0,,0.62,58.28
2018-07-26,99,62.0,,0.62,61.38
2018-07-27,92,62.0,,0.62,57.04
2018-07-28,78,62.0,,0.62,48.36
2018-07-29,78,62.0,,0.62,48.36
2018-07-30,98,62.0,,0.62,60.76
2018-07-31,93,62.0,,0.62,57.66
2018-08-01,71,62.0,False,0.62,44.02
2018-08-02,72,62.0,,0.62,44.64
2018-08-03,71,62.0,,0.62,44.02
2018-08-04,62,62.0,,0.62,38.44
2018-08-05,62,62.0,,0.62,38.44
2018-08-06,79,62.0,,0.62,48.98
2018-08-07,100,62.0,,0.62,62.0
2018-08-08,90,62.0,,0.62,55.8
2018-08-09,71,62.0,,0.62,44.02
2018-08-10,65,62.0,,0.62,40.3
2018-08-11,62,62.0,,0.62,38.44
2018-08-12,57,62.0,,0.62,35.339999999999996
2018-08-13,72,62.0,,0.62,44.64
2018-08-14,69,62.0,,0.62,42.78
2018-08-15,71,62.0,,0.62,44.02
2018-08-16,60,62.0,,0.62,37.2
2018-08-17,64,62.0,,0.62,39.68
2018-08-18,60,62.0,,0.62,37.2
2018-08-19,58,62.0,,0.62,35.96
2018-08-20,68,62.0,,0.62,42.16
2018-08-21,69,62.0,,0.62,42.78
2018-08-22,67,62.0,,0.62,41.54
2018-08-23,67,62.0,,0.62,41.54
2018-08-24,63,62.0,,0.62,39.06
2018-08-25,62,62.0,,0.62,38.44
2018-08-26,57,62.0,,0.62,35.339999999999996
2018-08-27,58,62.0,,0.62,35.96
2018-08-28,69,62.0,,0.62,42.78
2018-08-29,69,62.0,,0.62,42.78
2018-08-30,69,62.0,,0.62,42.78
2018-08-31,65,62.0,,0.62,40.3
2018-09-01,79,64.0,False,0.64,50.56
2018-09-02,78,64.0,,0.64,49.92
2018-09-03,80,64.0,,0.64,51.2
2018-09-04,93,64.0,,0.64,59.52
2018-09-05,100,64.0,,0.64,64.0
2018-09-06,97,64.0,,0.64,62.08
2018-09-07,89,64.0,,0.64,56.96
2018-09-08,84,64.0,,0.64,53.76
2018-09-09,85,64.0,,0.64,54.4
2018-09-10,96,64.0,,0.64,61.44
2018-09-11,96,64.0,,0.64,61.44
2018-09-12,99,64.0,,0.64,63.36
2018-09-13,96,64.0,,0.64,61.44
2018-09-14,91,64.0,,0.64,58.24
2018-09-15,79,64.0,,0.64,50.56
2018-09-16,83,64.0,,0.64,53.120000000000005
2018-09-17,94,64.0,,0.64,60.160000000000004
2018-09-18,93,64.0,,0.64,59.52
2018-09-19,94,64.0,,0.64,60.160000000000004
2018-09-20,92,64.0,,0.64,58.88
2018-09-21,90,64.0,,0.64,57.6
2018-09-22,84,64.0,,0.64,53.76
2018-09-23,83,64.0,,0.64,53.120000000000005
2018-09-24,93,64.0,,0.64,59.52
2018-09-25,99,64.0,,0.64,63.36
2018-09-26,99,64.0,,0.64,63.36
2018-09-27,93,64.0,,0.64,59.52
2018-09-28,88,64.0,,0.64,56.32
2018-09-29,90,64.0,,0.64,57.6
2018-09-30,79,64.0,,0.64,50.56
2018-10-01,87,65.0,False,0.65,56.550000000000004
2018-10-02,92,65.0,,0.65,59.800000000000004
2018-10-03,88,65.0,,0.65,57.2
2018-10-04,88,65.0,,0.65,57.2
2018-10-05,88,65.0,,0.65,57.2
2018-10-06,78,65.0,,0.65,50.7
2018-10-07,75,65.0,,0.65,48.75
2018-10-08,85,65.0,,0.65,55.25
2018-10-09,94,65.0,,0.65,61.1
2018-10-10,98,65.0,,0.65,63.7
2018-10-11,100,65.0,,0.65,65.0
2018-10-12,86,65.0,,0.65,55.9
2018-10-13,79,65.0,,0.65,51.35
2018-10-14,75,65.0,,0.65,48.75
2018-10-15,87,65.0,,0.65,56.550000000000004
2018-10-16,90,65.0,,0.65,58.5
2018-10-17,87,65.0,,0.65,56.550000000000004
2018-10-18,86,65.0,,0.65,55.9
2018-10-19,80,65.0,,0.65,52.0
2018-10-20,72,65.0,,0.65,46.800000000000004
2018-10-21,84,65.0,,0.65,54.6
2018-10-22,90,65.0,,0.65,58.5
2018-10-23,82,65.0,,0.65,53.300000000000004
2018-10-24,90,65.0,,0.65,58.5
2018-10-25,97,65.0,,0.65,63.050000000000004
2018-10-26,97,65.0,,0.65,63.050000000000004
2018-10-27,76,65.0,,0.65,49.4
2018-10-28,73,65.0,,0.65,47.45
2018-10-29,91,65.0,,0.65,59.15
2018-10-30,86,65.0,,0.65,55.9
2018-10-31,88,65.0,,0.65,57.2
2018-11-01,92,60.0,False,0.6,55.199999999999996
2018-11-02,83,60.0,,0.6,49.8
2018-11-03,86,60.0,,0.6,51.6
2018-11-04,79,60.0,,0.6,47.4
2018-11-05,90,60.0,,0.6,54.0
2018-11-06,93,60.0,,0.6,55.8
2018-11-07,79,60.0,,0.6,47.4
2018-11-08,91,60.0,,0.6,54.6
2018-11-09,84,60.0,,0.6,50.4
2018-11-10,81,60.0,,0.6,48.6
2018-11-11,83,60.0,,0.6,49.8
2018-11-12,88,60.0,,0.6,52.8
2018-11-13,91,60.0,,0.6,54.6
2018-11-14,100,60.0,,0.6,60.0
2018-11-15,89,60.0,,0.6,53.4
2018-11-16,81,60.0,,0.6,48.6
2018-11-17,89,60.0,,0.6,53.4
2018-11-18,82,60.0,,0.6,49.199999999999996
2018-11-19,92,60.0,,0.6,55.199999999999996
2018-11-20,93,60.0,,0.6,55.8
2018-11-21,92,60.0,,0.6,55.199999999999996
2018-11-22,77,60.0,,0.6,46.199999999999996
2018-11-23,80,60.0,,0.6,48.0
2018-11-24,81,60.0,,0.6,48.6
2018-11-25,83,60.0,,0.6,49.8
2018-11-26,92,60.0,,0.6,55.199999999999996
2018-11-27,97,60.0,,0.6,58.199999999999996
2018-11-28,93,60.0,,0.6,55.8
2018-11-29,89,60.0,,0.6,53.4
2018-11-30,93,60.0,,0.6,55.8
2018-12-01,84,62.0,False,0.62,52.08
2018-12-02,83,62.0,,0.62,51.46
2018-12-03,89,62.0,,0.62,55.18
2018-12-04,100,62.0,,0.62,62.0
2018-12-05,92,62.0,,0.62,57.04
2018-12-06,93,62.0,,0.62,57.66
2018-12-07,92,62.0,,0.62,57.04
2018-12-08,93,62.0,,0.62,57.66
2018-12-09,90,62.0,,0.62,55.8
2018-12-10,93,62.0,,0.62,57.66
2018-12-11,98,62.0,,0.62,60.76
2018-12-12,96,62.0,,0.62,59.519999999999996
2018-12-13,94,62.0,,0.62,58.28
2018-12-14,89,62.0,,0.62,55.18
2018-12-15,86,62.0,,0.62,53.32
2018-12-16,88,62.0,,0.62,54.56
2018-12-17,87,62.0,,0.62,53.94
2018-12-18,91,62.0,,0.62,56.42
2018-12-19,92,62.0,,0.62,57.04
2018-12-20,96,62.0,,0.62,59.519999999999996
2018-12-21,92,62.0,,0.62,57.04
2018-12-22,85,62.0,,0.62,52.7
2018-12-23,83,62.0,,0.62,51.46
2018-12-24,80,62.0,,0.62,49.6
2018-12-25,80,62.0,,0.62,49.6
2018-12-26,85,62.0,,0.62,52.7
2018-12-27,92,62.0,,0.62,57.04
2018-12-28,95,62.0,,0.62,58.9
2018-12-29,83,62.0,,0.62,51.46
2018-12-30,80,62.0,,0.62,49.6
2018-12-31,82,62.0,,0.62,50.839999999999996
2019-01-01,59,71.0,False,0.71,41.89
2019-01-02,68,71.0,,0.71,48.28
2019-01-03,71,71.0,,0.71,50.41
2019-01-04,69,71.0,,0.71,48.989999999999995
2019-01-05,68,71.0,,0.71,48.28
2019-01-06,66,71.0,,0.71,46.86
2019-01-07,70,71.0,,0.71,49.699999999999996
2019-01-08,70,71.0,,0.71,49.699999999999996
2019-01-09,72,71.0,,0.71,51.12
2019-01-10,69,71.0,,0.71,48.989999999999995
2019-01-11,77,71.0,,0.71,54.669999999999995
2019-01-12,77,71.0,,0.71,54.669999999999995
2019-01-13,73,71.0,,0.71,51.83
2019-01-14,86,71.0,,0.71,61.059999999999995
2019-01-15,89,71.0,,0.71,63.19
2019-01-16,100,71.0,,0.71,71.0
2019-01-17,93,71.0,,0.71,66.03
2019-01-18,81,71.0,,0.71,57.51
2019-01-19,70,71.0,,0.71,49.699999999999996
2019-01-20,68,71.0,,0.71,48.28
2019-01-21,62,71.0,,0.71,44.019999999999996
2019-01-22,68,71.0,,0.71,48.28
2019-01-23,66,71.0,,0.71,46.86
2019-01-24,68,71.0,,0.71,48.28
2019-01-25,65,71.0,,0.71,46.15
2019-01-26,60,71.0,,0.71,42.599999999999994
2019-01-27,60,71.0,,0.71,42.599999999999994
2019-01-28,57,71.0,,0.71,40.47
2019-01-29,66,71.0,,0.71,46.86
2019-01-30,67,71.0,,0.71,47.57
2019-01-31,68,71.0,,0.71,48.28
2019-02-01,72,66.0,False,0.66,47.52
2019-02-02,67,66.0,,0.66,44.22
2019-02-03,68,66.0,,0.66,44.88
2019-02-04,71,66.0,,0.66,46.86
2019-02-05,93,66.0,,0.66,61.38
2019-02-06,100,66.0,,0.66,66.0
2019-02-07,83,66.0,,0.66,54.78
2019-02-08,76,66.0,,0.66,50.160000000000004
2019-02-09,72,66.0,,0.66,47.52
2019-02-10,69,66.0,,0.66,45.54
2019-02-11,73,66.0,,0.66,48.18
2019-02-12,81,66.0,,0.66,53.46
2019-02-13,81,66.0,,0.66,53.46
2019-02-14,73,66.0,,0.66,48.18
2019-02-15,75,66.0,,0.66,49.5
2019-02-16,70,66.0,,0.66,46.2
2019-02-17,69,66.0,,0.66,45.54
2019-02-18,74,66.0,,0.66,48.84
2019-02-19,76,66.0,,0.66,50.160000000000004
2019-02-20,81,66.0,,0.66,53.46
2019-02-21,77,66.0,,0.66,50.82
2019-02-22,81,66.0,,0.66,53.46
2019-02-23,70,66.0,,0.66,46.2
2019-02-24,72,66.0,,0.66,47.52
2019-02-25,74,66.0,,0.66,48.84
2019-02-26,77,66.0,,0.66,50.82
2019-02-27,75,66.0,,0.66,49.5
2019-02-28,73,66.0,,0.66,48.18
2019-03-01,96,62.0,False,0.62,59.519999999999996
2019-03-02,88,62.0,,0.62,54.56
2019-03-03,84,62.0,,0.62,52.08
2019-03-04,94,62.0,,0.62,58.28
2019-03-05,98,62.0,,0.62,60.76
2019-03-06,95,62.0,,0.62,58.9
2019-03-07,89,62.0,,0.62,55.18
2019-03-08,94,62.0,,0.62,58.28
2019-03-09,89,62.0,,0.62,55.18
2019-03-10,85,62.0,,0.62,52.7
2019-03-11,94,62.0,,0.62,58.28
2019-03-12,93,62.0,,0.62,57.66
2019-03-13,94,62.0,,0.62,58.28
2019-03-14,97,62.0,,0.62,60.14
2019-03-15,93,62.0,,0.62,57.66
2019-03-16,79,62.0,,0.62,48.98
2019-03-17,83,62.0,,0.62,51.46
2019-03-18,94,62.0,,0.62,58.28
2019-03-19,94,62.0,,0.62,58.28
2019-03-20,100,62.0,,0.62,62.0
2019-03-21,97,62.0,,0.62,60.14
2019-03-22,93,62.0,,0.62,57.66
2019-03-23,83,62.0,,0.62,51.46
2019-03-24,88,62.0,,0.62,54.56
2019-03-25,98,62.0,,0.62,60.76
2019-03-26,97,62.0,,0.62,60.14
2019-03-27,94,62.0,,0.62,58.28
2019-03-28,94,62.0,,0.62,58.28
2019-03-29,92,62.0,,0.62,57.04
2019-03-30,92,62.0,,0.62,57.04
2019-03-31,87,62.0,,0.62,53.94
2019-04-01,84,65.0,False,0.65,54.6
2019-04-02,84,65.0,,0.65,54.6
2019-04-03,80,65.0,,0.65,52.0
2019-04-04,77,65.0,,0.65,50.050000000000004
2019-04-05,85,65.0,,0.65,55.25
2019-04-06,74,65.0,,0.65,48.1
2019-04-07,74,65.0,,0.65,48.1
2019-04-08,81,65.0,,0.65,52.65
2019-04-09,79,65.0,,0.65,51.35
2019-04-10,82,65.0,,0.65,53.300000000000004
2019-04-11,72,65.0,,0.65,46.800000000000004
2019-04-12,80,65.0,,0.65,52.0
2019-04-13,74,65.0,,0.65,48.1
2019-04-14,71,65.0,,0.65,46.15
2019-04-15,80,65.0,,0.65,52.0
2019-04-16,76,65.0,,0.65,49.4
2019-04-17,79,65.0,,0.65,51.35
2019-04-18,76,65.0,,0.65,49.4
2019-04-19,76,65.0,,0.65,49.4
2019-04-20,70,65.0,,0.65,45.5
2019-04-21,70,65.0,,0.65,45.5
2019-04-22,81,65.0,,0.65,52.65
2019-04-23,100,65.0,,0.65,65.0
2019-04-24,92,65.0,,0.65,59.800000000000004
2019-04-25,77,65.0,,0.65,50.050000000000004
2019-04-26,85,65.0,,0.65,55.25
2019-04-27,75,65.0,,0.65,48.75
2019-04-28,76,65.0,,0.65,49.4
2019-04-29,91,65.0,,0.65,59.15
2019-04-30,88,65.0,,0.65,57.2
2019-05-01,94,66.0,False,0.66,62.040000000000006
2019-05-02,100,66.0,,0.66,66.0
2019-05-03,89,66.0,,0.66,58.74
2019-05-04,80,66.0,,0.66,52.800000000000004
2019-05-05,86,66.0,,0.66,56.760000000000005
2019-05-06,92,66.0,,0.66,60.720000000000006
2019-05-07,91,66.0,,0.66,60.06
2019-05-08,97,66.0,,0.66,64.02
2019-05-09,96,66.0,,0.66,63.36
2019-05-10,100,66.0,,0.66,66.0
2019-05-11,95,66.0,,0.66,62.7
2019-05-12,89,66.0,,0.66,58.74
2019-05-13,95,66.0,,0.66,62.7
2019-05-14,96,66.0,,0.66,63.36
2019-05-15,95,66.0,,0.66,62.7
2019-05-16,87,66.0,,0.66,57.42
2019-05-17,93,66.0,,0.66,61.38
2019-05-18,86,66.0,,0.66,56.760000000000005
2019-05-19,83,66.0,,0.66,54.78
2019-05-20,91,66.0,,0.66,60.06
2019-05-21,90,66.0,,0.66,59.400000000000006
2019-05-22,91,66.0,,0.66,60.06
2019-05-23,87,66.0,,0.66,57.42
2019-05-24,83,66.0,,0.66,54.78
2019-05-25,84,66.0,,0.66,55.440000000000005
2019-05-26,82,66.0,,0.66,54.120000000000005
2019-05-27,81,66.0,,0.66,53.46
2019-05-28,93,66.0,,0.66,61.38
2019-05-29,90,66.0,,0.66,59.400000000000006
2019-05-30,91,66.0,,0.66,60.06
2019-05-31,88,66.0,,0.66,58.080000000000005
2019-06-01,64,66.0,False,0.66,42.24
2019-06-02,100,66.0,,0.66,66.0
2019-06-03,89,66.0,,0.66,58.74
2019-06-04,71,66.0,,0.66,46.86
2019-06-05,70,66.0,,0.66,46.2
2019-06-06,73,66.0,,0.66,48.18
2019-06-07,75,66.0,,0.66,49.5
2019-06-08,62,66.0,,0.66,40.92
2019-06-09,60,66.0,,0.66,39.6
2019-06-10,70,66.0,,0.66,46.2
2019-06-11,72,66.0,,0.66,47.52
2019-06-12,69,66.0,,0.66,45.54
2019-06-13,70,66.0,,0.66,46.2
2019-06-14,63,66.0,,0.66,41.580000000000005
2019-06-15,61,66.0,,0.66,40.260000000000005
2019-06-16,59,66.0,,0.66,38.940000000000005
2019-06-17,71,66.0,,0.66,46.86
2019-06-18,75,66.0,,0.66,49.5
2019-06-19,72,66.0,,0.66,47.52
2019-06-20,69,66.0,,0.66,45.54
2019-06-21,63,66.0,,0.66,41.580000000000005
2019-06-22,61,66.0,,0.66,40.260000000000005
2019-06-23,64,66.0,,0.66,42.24
2019-06-24,70,66.0,,0.66,46.2
2019-06-25,70,66.0,,0.66,46.2
2019-06-26,70,66.0,,0.66,46.2
2019-06-27,71,66.0,,0.66,46.86
2019-06-28,72,66.0,,0.66,47.52
2019-06-29,63,66.0,,0.66,41.580000000000005
2019-06-30,61,66.0,,0.66,40.260000000000005
2019-07-01,79,66.0,False,0.66,52.14
2019-07-02,79,66.0,,0.66,52.14
2019-07-03,75,66.0,,0.66,49.5
2019-07-04,63,66.0,,0.66,41.580000000000005
2019-07-05,70,66.0,,0.66,46.2
2019-07-06,69,66.0,,0.66,45.54
2019-07-07,63,66.0,,0.66,41.580000000000005
2019-07-08,80,66.0,,0.66,52.800000000000004
2019-07-09,81,66.0,,0.66,53.46
2019-07-10,79,66.0,,0.66,52.14
2019-07-11,79,66.0,,0.66,52.14
2019-07-12,75,66.0,,0.66,49.5
2019-07-13,69,66.0,,0.66,45.54
2019-07-14,67,66.0,,0.66,44.22
2019-07-15,78,66.0,,0.66,51.480000000000004
2019-07-16,73,66.0,,0.66,48.18
2019-07-17,80,66.0,,0.66,52.800000000000004
2019-07-18,76,66.0,,0.66,50.160000000000004
2019-07-19,76,66.0,,0.66,50.160000000000004
2019-07-20,66,66.0,,0.66,43.56
2019-07-21,68,66.0,,0.66,44.88
2019-07-22,75,66.0,,0.66,49.5
2019-07-23,98,66.0,,0.66,64.68
2019-07-24,100,66.0,,0.66,66.0
2019-07-25,86,66.0,,0.66,56.760000000000005
2019-07-26,79,66.0,,0.66,52.14
2019-07-27,69,66.0,,0.66,45.54
2019-07-28,64,66.0,,0.66,42.24
2019-07-29,77,66.0,,0.66,50.82
2019-07-30,83,66.0,,0.66,54.78
2019-07-31,80,66.0,,0.66,52.800000000000004
2019-08-01,84,63.0,False,0.63,52.92
2019-08-02,81,63.0,,0.63,51.03
2019-08-03,74,63.0,,0.63,46.62
2019-08-04,70,63.0,,0.63,44.1
2019-08-05,86,63.0,,0.63,54.18
2019-08-06,87,63.0,,0.63,54.81
2019-08-07,87,63.0,,0.63,54.81
2019-08-08,84,63.0,,0.63,52.92
2019-08-09,73,63.0,,0.63,45.99
2019-08-10,72,63.0,,0.63,45.36
2019-08-11,72,63.0,,0.63,45.36
2019-08-12,86,63.0,,0.63,54.18
2019-08-13,100,63.0,,0.63,63.0
2019-08-14,87,63.0,,0.63,54.81
2019-08-15,86,63.0,,0.63,54.18
2019-08-16,80,63.0,,0.63,50.4
2019-08-17,72,63.0,,0.63,45.36
2019-08-18,75,63.0,,0.63,47.25
2019-08-19,83,63.0,,0.63,52.29
