date,ME_unscaled,ME_monthly,isPartial,scale,ME
2018-01-03,73,48.0,,0.48,35.04
2018-01-04,71,48.0,,0.48,34.08
2018-01-05,76,48.0,,0.48,36.48
2018-01-06,93,48.0,,0.48,44.64
2018-01-07,83,48.0,,0.48,39.839999999999996
2018-01-08,68,48.0,,0.48,32.64
2018-01-09,66,48.0,,0.48,31.68
2018-01-10,64,48.0,,0.48,30.72
2018-01-11,67,48.0,,0.48,32.16
2018-01-12,73,48.0,,0.48,35.04
2018-01-13,96,48.0,,0.48,46.08
2018-01-14,86,48.0,,0.48,41.28
2018-01-15,79,48.0,,0.48,37.92
2018-01-16,66,48.0,,0.48,31.68
2018-01-17,64,48.0,,0.48,30.72
2018-01-18,67,48.0,,0.48,32.16
2018-01-19,73,48.0,,0.48,35.04
2018-01-20,94,48.0,,0.48,45.12
2018-01-21,86,48.0,,0.48,41.28
2018-01-22,68,48.0,,0.48,32.64
2018-01-23,65,48.0,,0.48,31.2
2018-01-24,67,48.0,,0.48,32.16
2018-01-25,68,48.0,,0.48,32.64
2018-01-26,73,48.0,,0.48,35.04
2018-01-27,100,48.0,,0.48,48.0
2018-01-28,95,48.0,,0.48,45.6
2018-01-29,68,48.0,,0.48,32.64
2018-01-30,65,48.0,,0.48,31.2
2018-01-31,64,48.0,,0.48,30.72
2018-02-01,63,50.0,False,0.5,31.5
2018-02-02,66,50.0,,0.5,33.0
2018-02-03,92,50.0,,0.5,46.0
2018-02-04,80,50.0,,0.5,40.0
2018-02-05,58,50.0,,0.5,29.0
2018-02-06,59,50.0,,0.5,29.5
2018-02-07,59,50.0,,0.5,29.5
2018-02-08,61,50.0,,0.5,30.5
2018-02-09,66,50.0,,0.5,33.0
2018-02-10,92,50.0,,0.5,46.0
2018-02-11,85,50.0,,0.5,42.5
2018-02-12,63,50.0,,0.5,31.5
2018-02-13,64,50.0,,0.5,32.0
2018-02-14,66,50.0,,0.5,33.0
2018-02-15,65,50.0,,0.5,32.5
2018-02-16,70,50.0,,0.5,35.0
2018-02-17,97,50.0,,0.5,48.5
2018-02-18,93,50.0,,0.5,46.5
2018-02-19,72,50.0,,0.5,36.0
2018-02-20,66,50.0,,0.5,33.0
2018-02-21,63,50.0,,0.5,31.5
2018-02-22,68,50.0,,0.5,34.0
2018-02-23,72,50.0,,0.5,36.0
2018-02-24,100,50.0,,0.5,50.0
2018-02-25,93,50.0,,0.5,46.5
2018-02-26,67,50.0,,0.5,33.5
2018-02-27,64,50.0,,0.5,32.0
2018-02-28,66,50.0,,0.5,33.0
2018-03-01,64,53.0,False,0.53,33.92
2018-03-02,68,53.0,,0.53,36.04
2018-03-03,100,53.0,,0.53,53.0
2018-03-04,92,53.0,,0.53,48.760000000000005
2018-03-05,71,53.0,,0.53,37.63
2018-03-06,64,53.0,,0.53,33.92
2018-03-07,62,53.0,,0.53,32.86
2018-03-08,62,53.0,,0.53,32.86
2018-03-09,70,53.0,,0.53,37.1
2018-03-10,95,53.0,,0.53,50.35
2018-03-11,88,53.0,,0.53,46.64
2018-03-12,68,53.0,,0.53,36.04
2018-03-13,66,53.0,,0.53,34.980000000000004
2018-03-14,65,53.0,,0.53,34.45
2018-03-15,69,53.0,,0.53,36.57
2018-03-16,72,53.0,,0.53,38.160000000000004
2018-03-17,96,53.0,,0.53,50.88
2018-03-18,91,53.0,,0.53,48.230000000000004
2018-03-19,67,53.0,,0.53,35.510000000000005
2018-03-20,64,53.0,,0.53,33.92
2018-03-21,64,53.0,,0.53,33.92
2018-03-22,66,53.0,,0.53,34.980000000000004
2018-03-23,73,53.0,,0.53,38.690000000000005
2018-03-24,95,53.0,,0.53,50.35
2018-03-25,94,53.0,,0.53,49.82
2018-03-26,70,53.0,,0.53,37.1
2018-03-27,68,53.0,,0.53,36.04
2018-03-28,67,53.0,,0.53,35.510000000000005
2018-03-29,70,53.0,,0.53,37.1
2018-03-30,84,53.0,,0.53,44.52
2018-03-31,98,53.0,,0.53,51.940000000000005
2018-04-01,90,51.0,False,0.51,45.9
2018-04-02,73,51.0,,0.51,37.230000000000004
2018-04-03,68,51.0,,0.51,34.68
2018-04-04,68,51.0,,0.51,34.68
2018-04-05,72,51.0,,0.51,36.72
2018-04-06,74,51.0,,0.51,37.74
2018-04-07,96,51.0,,0.51,48.96
2018-04-08,88,51.0,,0.51,44.88
2018-04-09,69,51.0,,0.51,35.19
2018-04-10,66,51.0,,0.51,33.660000000000004
2018-04-11,63,51.0,,0.51,32.13
2018-04-12,65,51.0,,0.51,33.15
2018-04-13,72,51.0,,0.51,36.72
2018-04-14,95,51.0,,0.51,48.45
2018-04-15,87,51.0,,0.51,44.37
2018-04-16,65,51.0,,0.51,33.15
2018-04-17,64,51.0,,0.51,32.64
2018-04-18,62,51.0,,0.51,31.62
2018-04-19,62,51.0,,0.51,31.62
2018-04-20,72,51.0,,0.51,36.72
2018-04-21,100,51.0,,0.51,51.0
2018-04-22,92,51.0,,0.51,46.92
2018-04-23,67,51.0,,0.51,34.17
2018-04-24,64,51.0,,0.51,32.64
2018-04-25,61,51.0,,0.51,31.11
2018-04-26,62,51.0,,0.51,31.62
2018-04-27,70,51.0,,0.51,35.7
2018-04-28,95,51.0,,0.51,48.45
2018-04-29,89,51.0,,0.51,45.39
2018-04-30,63,51.0,,0.51,32.13
2018-05-01,61,54.0,False,0.54,32.940000000000005
2018-05-02,61,54.0,,0.54,32.940000000000005
2018-05-03,64,54.0,,0.54,34.56
2018-05-04,69,54.0,,0.54,37.260000000000005
2018-05-05,93,54.0,,0.54,50.220000000000006
2018-05-06,84,54.0,,0.54,45.36
2018-05-07,64,54.0,,0.54,34.56
2018-05-08,61,54.0,,0.54,32.940000000000005
2018-05-09,62,54.0,,0.54,33.480000000000004
2018-05-10,64,54.0,,0.54,34.56
2018-05-11,73,54.0,,0.54,39.42
2018-05-12,96,54.0,,0.54,51.84
2018-05-13,88,54.0,,0.54,47.52
2018-05-14,67,54.0,,0.54,36.18
2018-05-15,62,54.0,,0.54,33.480000000000004
2018-05-16,63,54.0,,0.54,34.02
2018-05-17,64,54.0,,0.54,34.56
2018-05-18,70,54.0,,0.54,37.800000000000004
2018-05-19,92,54.0,,0.54,49.68000000000001
2018-05-20,86,54.0,,0.54,46.440000000000005
2018-05-21,67,54.0,,0.54,36.18
2018-05-22,64,54.0,,0.54,34.56
2018-05-23,67,54.0,,0.54,36.18
2018-05-24,67,54.0,,0.54,36.18
2018-05-25,76,54.0,,0.54,41.040000000000006
2018-05-26,99,54.0,,0.54,53.46
2018-05-27,100,54.0,,0.54,54.0
2018-05-28,88,54.0,,0.54,47.52
2018-05-29,70,54.0,,0.54,37.800000000000004
2018-05-30,68,54.0,,0.54,36.72
2018-05-31,71,54.0,,0.54,38.34
2018-06-01,67,62.0,False,0.62,41.54
2018-06-02,86,62.0,,0.62,53.32
2018-06-03,80,62.0,,0.62,49.6
2018-06-04,63,62.0,,0.62,39.06
2018-06-05,61,62.0,,0.62,37.82
2018-06-06,63,62.0,,0.62,39.06
2018-06-07,66,62.0,,0.62,40.92
2018-06-08,68,62.0,,0.62,42.16
2018-06-09,88,62.0,,0.62,54.56
2018-06-10,83,62.0,,0.62,51.46
2018-06-11,68,62.0,,0.62,42.16
2018-06-12,67,62.0,,0.62,41.54
2018-06-13,66,62.0,,0.62,40.92
2018-06-14,65,62.0,,0.62,40.3
2018-06-15,76,62.0,,0.62,47.12
2018-06-16,93,62.0,,0.62,57.66
2018-06-17,85,62.0,,0.62,52.7
2018-06-18,71,62.0,,0.62,44.02
2018-06-19,65,62.0,,0.62,40.3
2018-06-20,66,62.0,,0.62,40.92
2018-06-21,66,62.0,,0.62,40.92
2018-06-22,72,62.0,,0.62,44.64
2018-06-23,87,62.0,,0.62,53.94
2018-06-24,90,62.0,,0.62,55.8
2018-06-25,71,62.0,,0.62,44.02
2018-06-26,68,62.0,,0.62,42.16
2018-06-27,65,62.0,,0.62,40.3
2018-06-28,69,62.0,,0.62,42.78
2018-06-29,77,62.0,,0.62,47.74
2018-06-30,100,62.0,,0.62,62.0
2018-07-01,89,67.0,False,0.67,59.63
2018-07-02,73,67.0,,0.67,48.910000000000004
2018-07-03,75,67.0,,0.67,50.25
2018-07-04,100,67.0,,0.67,67.0
2018-07-05,84,67.0,,0.67,56.28
2018-07-06,79,67.0,,0.67,52.93
2018-07-07,93,67.0,,0.67,62.31
2018-07-08,90,67.0,,0.67,60.300000000000004
2018-07-09,75,67.0,,0.67,50.25
2018-07-10,69,67.0,,0.67,46.230000000000004
2018-07-11,74,67.0,,0.67,49.580000000000005
2018-07-12,72,67.0,,0.67,48.24
2018-07-13,78,67.0,,0.67,52.260000000000005
2018-07-14,95,67.0,,0.67,63.650000000000006
2018-07-15,87,67.0,,0.67,58.290000000000006
2018-07-16,73,67.0,,0.67,48.910000000000004
2018-07-17,70,67.0,,0.67,46.900000000000006
2018-07-18,69,67.0,,0.67,46.230000000000004
2018-07-19,72,67.0,,0.67,48.24
2018-07-20,74,67.0,,0.67,49.580000000000005
2018-07-21,93,67.0,,0.67,62.31
2018-07-22,89,67.0,,0.67,59.63
2018-07-23,75,67.0,,0.67,50.25
2018-07-24,72,67.0,,0.67,48.24
2018-07-25,69,67.0,,0.67,46.230000000000004
2018-07-26,72,67.0,,0.67,48.24
2018-07-27,80,67.0,,0.67,53.6
2018-07-28,95,67.0,,0.67,63.650000000000006
2018-07-29,93,67.0,,0.67,62.31
2018-07-30,73,67.0,,0.67,48.910000000000004
2018-07-31,69,67.0,,0.67,46.230000000000004
2018-08-01,73,64.0,False,0.64,46.72
2018-08-02,73,64.0,,0.64,46.72
2018-08-03,79,64.0,,0.64,50.56
2018-08-04,100,64.0,,0.64,64.0
2018-08-05,95,64.0,,0.64,60.800000000000004
2018-08-06,77,64.0,,0.64,49.28
2018-08-07,72,64.0,,0.64,46.08
2018-08-08,71,64.0,,0.64,45.44
2018-08-09,70,64.0,,0.64,44.800000000000004
2018-08-10,81,64.0,,0.64,51.84
2018-08-11,97,64.0,,0.64,62.08
2018-08-12,90,64.0,,0.64,57.6
2018-08-13,74,64.0,,0.64,47.36
2018-08-14,70,64.0,,0.64,44.800000000000004
2018-08-15,70,64.0,,0.64,44.800000000000004
2018-08-16,70,64.0,,0.64,44.800000000000004
2018-08-17,79,64.0,,0.64,50.56
2018-08-18,98,64.0,,0.64,62.72
2018-08-19,92,64.0,,0.64,58.88
2018-08-20,73,64.0,,0.64,46.72
2018-08-21,69,64.0,,0.64,44.160000000000004
2018-08-22,66,64.0,,0.64,42.24
2018-08-23,69,64.0,,0.64,44.160000000000004
2018-08-24,76,64.0,,0.64,48.64
2018-08-25,95,64.0,,0.64,60.800000000000004
2018-08-26,90,64.0,,0.64,57.6
2018-08-27,68,64.0,,0.64,43.52
2018-08-28,67,64.0,,0.64,42.88
2018-08-29,65,64.0,,0.64,41.6
2018-08-30,64,64.0,,0.64,40.96
2018-08-31,76,64.0,,0.64,48.64
2018-09-01,100,60.0,False,0.6,60.0
2018-09-02,97,60.0,,0.6,58.199999999999996
2018-09-03,88,60.0,,0.6,52.8
2018-09-04,67,60.0,,0.6,40.199999999999996
2018-09-05,63,60.0,,0.6,37.8
2018-09-06,64,60.0,,0.6,38.4
2018-09-07,67,60.0,,0.6,40.199999999999996
2018-09-08,91,60.0,,0.6,54.6
2018-09-09,80,60.0,,0.6,48.0
2018-09-10,62,60.0,,0.6,37.199999999999996
2018-09-11,61,60.0,,0.6,36.6
2018-09-12,62,60.0,,0.6,37.199999999999996
2018-09-13,63,60.0,,0.6,37.8
2018-09-14,70,60.0,,0.6,42.0
2018-09-15,93,60.0,,0.6,55.8
2018-09-16,83,60.0,,0.6,49.8
2018-09-17,65,60.0,,0.6,39.0
2018-09-18,61,60.0,,0.6,36.6
2018-09-19,64,60.0,,0.6,38.4
2018-09-20,63,60.0,,0.6,37.8
2018-09-21,70,60.0,,0.6,42.0
2018-09-22,94,60.0,,0.6,56.4
2018-09-23,86,60.0,,0.6,51.6
2018-09-24,65,60.0,,0.6,39.0
2018-09-25,61,60.0,,0.6,36.6
2018-09-26,62,60.0,,0.6,37.199999999999996
2018-09-27,62,60.0,,0.6,37.199999999999996
2018-09-28,68,60.0,,0.6,40.8
2018-09-29,99,60.0,,0.6,59.4
2018-09-30,85,60.0,,0.6,51.0
2018-10-01,67,60.0,False,0.6,40.199999999999996
2018-10-02,64,60.0,,0.6,38.4
2018-10-03,66,60.0,,0.6,39.6
2018-10-04,66,60.0,,0.6,39.6
2018-10-05,73,60.0,,0.6,43.8
2018-10-06,97,60.0,,0.6,58.199999999999996
2018-10-07,92,60.0,,0.6,55.199999999999996
2018-10-08,73,60.0,,0.6,43.8
2018-10-09,64,60.0,,0.6,38.4
2018-10-10,64,60.0,,0.6,38.4
2018-10-11,66,60.0,,0.6,39.6
2018-10-12,76,60.0,,0.6,45.6
2018-10-13,100,60.0,,0.6,60.0
2018-10-14,90,60.0,,0.6,54.0
2018-10-15,69,60.0,,0.6,41.4
2018-10-16,66,60.0,,0.6,39.6
2018-10-17,65,60.0,,0.6,39.0
2018-10-18,66,60.0,,0.6,39.6
2018-10-19,76,60.0,,0.6,45.6
2018-10-20,98,60.0,,0.6,58.8
2018-10-21,94,60.0,,0.6,56.4
2018-10-22,69,60.0,,0.6,41.4
2018-10-23,65,60.0,,0.6,39.0
2018-10-24,63,60.0,,0.6,37.8
2018-10-25,67,60.0,,0.6,40.199999999999996
2018-10-26,77,60.0,,0.6,46.199999999999996
2018-10-27,100,60.0,,0.6,60.0
2018-10-28,87,60.0,,0.6,52.199999999999996
2018-10-29,67,60.0,,0.6,40.199999999999996
2018-10-30,64,60.0,,0.6,38.4
2018-10-31,65,60.0,,0.6,39.0
2018-11-01,69,57.0,False,0.57,39.33
2018-11-02,72,57.0,,0.57,41.04
2018-11-03,100,57.0,,0.57,56.99999999999999
2018-11-04,88,57.0,,0.57,50.16
2018-11-05,69,57.0,,0.57,39.33
2018-11-06,68,57.0,,0.57,38.76
2018-11-07,56,57.0,,0.57,31.919999999999998
2018-11-08,65,57.0,,0.57,37.05
2018-11-09,71,57.0,,0.57,40.47
2018-11-10,93,57.0,,0.57,53.01
2018-11-11,86,57.0,,0.57,49.019999999999996
2018-11-12,69,57.0,,0.57,39.33
2018-11-13,60,57.0,,0.57,34.199999999999996
2018-11-14,61,57.0,,0.57,34.769999999999996
2018-11-15,63,57.0,,0.57,35.91
2018-11-16,69,57.0,,0.57,39.33
2018-11-17,91,57.0,,0.57,51.87
2018-11-18,84,57.0,,0.57,47.879999999999995
2018-11-19,70,57.0,,0.57,39.9
2018-11-20,69,57.0,,0.57,39.33
2018-11-21,73,57.0,,0.57,41.61
2018-11-22,78,57.0,,0.57,44.459999999999994
2018-11-23,85,57.0,,0.57,48.449999999999996
2018-11-24,84,57.0,,0.57,47.879999999999995
2018-11-25,81,57.0,,0.57,46.169999999999995
2018-11-26,60,57.0,,0.57,34.199999999999996
2018-11-27,60,57.0,,0.57,34.199999999999996
2018-11-28,59,57.0,,0.57,33.629999999999995
2018-11-29,61,57.0,,0.57,34.769999999999996
2018-11-30,68,57.0,,0.57,38.76
2018-12-01,88,61.0,False,0.61,53.68
2018-12-02,83,61.0,,0.61,50.629999999999995
2018-12-03,65,61.0,,0.61,39.65
2018-12-04,63,61.0,,0.61,38.43
2018-12-05,63,61.0,,0.61,38.43
2018-12-06,63,61.0,,0.61,38.43
2018-12-07,69,61.0,,0.61,42.089999999999996
2018-12-08,89,61.0,,0.61,54.29
2018-12-09,82,61.0,,0.61,50.019999999999996
2018-12-10,65,61.0,,0.61,39.65
2018-12-11,63,61.0,,0.61,38.43
2018-12-12,63,61.0,,0.61,38.43
2018-12-13,66,61.0,,0.61,40.26
2018-12-14,70,61.0,,0.61,42.699999999999996
2018-12-15,94,61.0,,0.61,57.339999999999996
2018-12-16,86,61.0,,0.61,52.46
2018-12-17,73,61.0,,0.61,44.53
2018-12-18,68,61.0,,0.61,41.48
2018-12-19,67,61.0,,0.61,40.87
2018-12-20,75,61.0,,0.61,45.75
2018-12-21,83,61.0,,0.61,50.629999999999995
2018-12-22,100,61.0,,0.61,61.0
2018-12-23,97,61.0,,0.61,59.17
2018-12-24,100,61.0,,0.61,61.0
2018-12-25,100,61.0,,0.61,61.0
2018-12-26,86,61.0,,0.61,52.46
2018-12-27,82,61.0,,0.61,50.019999999999996
2018-12-28,82,61.0,,0.61,50.019999999999996
2018-12-29,97,61.0,,0.61,59.17
2018-12-30,91,61.0,,0.61,55.51
2018-12-31,89,61.0,,0.61,54.29
2019-01-01,100,55.0,False,0.55,55.00000000000001
2019-01-02,74,55.0,,0.55,40.7
2019-01-03,72,55.0,,0.55,39.6
2019-01-04,75,55.0,,0.55,41.25
2019-01-05,88,55.0,,0.55,48.400000000000006
2019-01-06,82,55.0,,0.55,45.1
2019-01-07,66,55.0,,0.55,36.300000000000004
2019-01-08,64,55.0,,0.55,35.2
2019-01-09,63,55.0,,0.55,34.650000000000006
2019-01-10,64,55.0,,0.55,35.2
2019-01-11,68,55.0,,0.55,37.400000000000006
2019-01-12,87,55.0,,0.55,47.85
2019-01-13,79,55.0,,0.55,43.45
2019-01-14,64,55.0,,0.55,35.2
2019-01-15,60,55.0,,0.55,33.0
2019-01-16,62,55.0,,0.55,34.1
2019-01-17,62,55.0,,0.55,34.1
2019-01-18,65,55.0,,0.55,35.75
2019-01-19,86,55.0,,0.55,47.300000000000004
2019-01-20,78,55.0,,0.55,42.900000000000006
2019-01-21,71,55.0,,0.55,39.050000000000004
2019-01-22,62,55.0,,0.55,34.1
2019-01-23,59,55.0,,0.55,32.45
2019-01-24,60,55.0,,0.55,33.0
2019-01-25,69,55.0,,0.55,37.95
2019-01-26,92,55.0,,0.55,50.6
2019-01-27,86,55.0,,0.55,47.300000000000004
2019-01-28,65,55.0,,0.55,35.75
2019-01-29,59,55.0,,0.55,32.45
2019-01-30,60,55.0,,0.55,33.0
2019-01-31,61,55.0,,0.55,33.550000000000004
2019-02-01,65,55.0,False,0.55,35.75
2019-02-02,91,55.0,,0.55,50.050000000000004
2019-02-03,80,55.0,,0.55,44.0
2019-02-04,61,55.0,,0.55,33.550000000000004
2019-02-05,63,55.0,,0.55,34.650000000000006
2019-02-06,59,55.0,,0.55,32.45
2019-02-07,62,55.0,,0.55,34.1
2019-02-08,66,55.0,,0.55,36.300000000000004
2019-02-09,92,55.0,,0.55,50.6
2019-02-10,82,55.0,,0.55,45.1
2019-02-11,64,55.0,,0.55,35.2
2019-02-12,62,55.0,,0.55,34.1
2019-02-13,60,55.0,,0.55,33.0
2019-02-14,67,55.0,,0.55,36.85
2019-02-15,75,55.0,,0.55,41.25
2019-02-16,100,55.0,,0.55,55.00000000000001
2019-02-17,93,55.0,,0.55,51.150000000000006
2019-02-18,76,55.0,,0.55,41.800000000000004
2019-02-19,64,55.0,,0.55,35.2
2019-02-20,62,55.0,,0.55,34.1
2019-02-21,64,55.0,,0.55,35.2
2019-02-22,68,55.0,,0.55,37.400000000000006
2019-02-23,93,55.0,,0.55,51.150000000000006
2019-02-24,88,55.0,,0.55,48.400000000000006
2019-02-25,67,55.0,,0.55,36.85
2019-02-26,63,55.0,,0.55,34.650000000000006
2019-02-27,65,55.0,,0.55,35.75
2019-02-28,65,55.0,,0.55,35.75
2019-03-01,65,61.0,False,0.61,39.65
2019-03-02,87,61.0,,0.61,53.07
2019-03-03,83,61.0,,0.61,50.629999999999995
2019-03-04,63,61.0,,0.61,38.43
2019-03-05,62,61.0,,0.61,37.82
2019-03-06,61,61.0,,0.61,37.21
2019-03-07,60,61.0,,0.61,36.6
2019-03-08,64,61.0,,0.61,39.04
2019-03-09,90,61.0,,0.61,54.9
2019-03-10,84,61.0,,0.61,51.24
2019-03-11,65,61.0,,0.61,39.65
2019-03-12,63,61.0,,0.61,38.43
2019-03-13,62,61.0,,0.61,37.82
2019-03-14,66,61.0,,0.61,40.26
2019-03-15,71,61.0,,0.61,43.31
2019-03-16,93,61.0,,0.61,56.73
2019-03-17,90,61.0,,0.61,54.9
2019-03-18,67,61.0,,0.61,40.87
2019-03-19,65,61.0,,0.61,39.65
2019-03-20,66,61.0,,0.61,40.26
2019-03-21,61,61.0,,0.61,37.21
2019-03-22,73,61.0,,0.61,44.53
2019-03-23,97,61.0,,0.61,59.17
2019-03-24,93,61.0,,0.61,56.73
2019-03-25,70,61.0,,0.61,42.699999999999996
2019-03-26,67,61.0,,0.61,40.87
2019-03-27,67,61.0,,0.61,40.87
2019-03-28,66,61.0,,0.61,40.26
2019-03-29,73,61.0,,0.61,44.53
2019-03-30,100,61.0,,0.61,61.0
2019-03-31,88,61.0,,0.61,53.68
2019-04-01,64,63.0,False,0.63,40.32
2019-04-02,62,63.0,,0.63,39.06
2019-04-03,63,63.0,,0.63,39.69
2019-04-04,64,63.0,,0.63,40.32
2019-04-05,71,63.0,,0.63,44.73
2019-04-06,97,63.0,,0.63,61.11
2019-04-07,84,63.0,,0.63,52.92
2019-04-08,64,63.0,,0.63,40.32
2019-04-09,62,63.0,,0.63,39.06
2019-04-10,61,63.0,,0.63,38.43
2019-04-11,61,63.0,,0.63,38.43
2019-04-12,67,63.0,,0.63,42.21
2019-04-13,95,63.0,,0.63,59.85
2019-04-14,85,63.0,,0.63,53.55
2019-04-15,68,63.0,,0.63,42.84
2019-04-16,64,63.0,,0.63,40.32
2019-04-17,66,63.0,,0.63,41.58
2019-04-18,66,63.0,,0.63,41.58
2019-04-19,83,63.0,,0.63,52.29
2019-04-20,100,63.0,,0.63,63.0
2019-04-21,95,63.0,,0.63,59.85
2019-04-22,70,63.0,,0.63,44.1
2019-04-23,63,63.0,,0.63,39.69
2019-04-24,65,63.0,,0.63,40.95
2019-04-25,67,63.0,,0.63,42.21
2019-04-26,74,63.0,,0.63,46.62
2019-04-27,97,63.0,,0.63,61.11
2019-04-28,92,63.0,,0.63,57.96
2019-04-29,69,63.0,,0.63,43.47
2019-04-30,64,63.0,,0.63,40.32
2019-05-01,61,71.0,False,0.71,43.309999999999995
2019-05-02,60,71.0,,0.71,42.599999999999994
2019-05-03,69,71.0,,0.71,48.989999999999995
2019-05-04,91,71.0,,0.71,64.61
2019-05-05,88,71.0,,0.71,62.48
2019-05-06,62,71.0,,0.71,44.019999999999996
2019-05-07,61,71.0,,0.71,43.309999999999995
2019-05-08,62,71.0,,0.71,44.019999999999996
2019-05-09,61,71.0,,0.71,43.309999999999995
2019-05-10,68,71.0,,0.71,48.28
2019-05-11,96,71.0,,0.71,68.16
2019-05-12,87,71.0,,0.71,61.769999999999996
2019-05-13,62,71.0,,0.71,44.019999999999996
2019-05-14,62,71.0,,0.71,44.019999999999996
2019-05-15,63,71.0,,0.71,44.73
2019-05-16,64,71.0,,0.71,45.44
2019-05-17,71,71.0,,0.71,50.41
2019-05-18,95,71.0,,0.71,67.45
2019-05-19,86,71.0,,0.71,61.059999999999995
2019-05-20,63,71.0,,0.71,44.73
2019-05-21,62,71.0,,0.71,44.019999999999996
2019-05-22,64,71.0,,0.71,45.44
2019-05-23,66,71.0,,0.71,46.86
2019-05-24,76,71.0,,0.71,53.959999999999994
2019-05-25,99,71.0,,0.71,70.28999999999999
2019-05-26,100,71.0,,0.71,71.0
2019-05-27,93,71.0,,0.71,66.03
2019-05-28,71,71.0,,0.71,50.41
2019-05-29,66,71.0,,0.71,46.86
2019-05-30,65,71.0,,0.71,46.15
2019-05-31,73,71.0,,0.71,51.83
2019-06-01,96,75.0,False,0.75,72.0
2019-06-02,88,75.0,,0.75,66.0
2019-06-03,69,75.0,,0.75,51.75
2019-06-04,65,75.0,,0.75,48.75
2019-06-05,65,75.0,,0.75,48.75
2019-06-06,68,75.0,,0.75,51.0
2019-06-07,73,75.0,,0.75,54.75
2019-06-08,92,75.0,,0.75,69.0
2019-06-09,88,75.0,,0.75,66.0
2019-06-10,69,75.0,,0.75,51.75
2019-06-11,66,75.0,,0.75,49.5
2019-06-12,70,75.0,,0.75,52.5
2019-06-13,69,75.0,,0.75,51.75
2019-06-14,73,75.0,,0.75,54.75
2019-06-15,96,75.0,,0.75,72.0
2019-06-16,88,75.0,,0.75,66.0
2019-06-17,71,75.0,,0.75,53.25
2019-06-18,68,75.0,,0.75,51.0
2019-06-19,67,75.0,,0.75,50.25
2019-06-20,71,75.0,,0.75,53.25
2019-06-21,76,75.0,,0.75,57.0
2019-06-22,96,75.0,,0.75,72.0
2019-06-23,94,75.0,,0.75,70.5
2019-06-24,73,75.0,,0.75,54.75
2019-06-25,71,75.0,,0.75,53.25
2019-06-26,72,75.0,,0.75,54.0
2019-06-27,72,75.0,,0.75,54.0
2019-06-28,83,75.0,,0.75,62.25
2019-06-29,100,75.0,,0.75,75.0
2019-06-30,94,75.0,,0.75,70.5
2019-07-01,76,79.0,False,0.79,60.040000000000006
2019-07-02,73,79.0,,0.79,57.67
2019-07-03,77,79.0,,0.79,60.830000000000005
2019-07-04,100,79.0,,0.79,79.0
2019-07-05,97,79.0,,0.79,76.63000000000001
2019-07-06,97,79.0,,0.79,76.63000000000001
2019-07-07,83,79.0,,0.79,65.57000000000001
2019-07-08,70,79.0,,0.79,55.300000000000004
2019-07-09,70,79.0,,0.79,55.300000000000004
2019-07-10,68,79.0,,0.79,53.72
2019-07-11,70,79.0,,0.79,55.300000000000004
2019-07-12,80,79.0,,0.79,63.2
2019-07-13,95,79.0,,0.79,75.05
2019-07-14,88,79.0,,0.79,69.52000000000001
2019-07-15,74,79.0,,0.79,58.46
2019-07-16,67,79.0,,0.79,52.93
2019-07-17,70,79.0,,0.79,55.300000000000004
2019-07-18,70,79.0,,0.79,55.300000000000004
2019-07-19,77,79.0,,0.79,60.830000000000005
2019-07-20,95,79.0,,0.79,75.05
2019-07-21,91,79.0,,0.79,71.89
2019-07-22,75,79.0,,0.79,59.25
2019-07-23,71,79.0,,0.79,56.09
2019-07-24,72,79.0,,0.79,56.88
2019-07-25,70,79.0,,0.79,55.300000000000004
2019-07-26,79,79.0,,0.79,62.410000000000004
2019-07-27,99,79.0,,0.79,78.21000000000001
2019-07-28,93,79.0,,0.79,73.47
2019-07-29,73,79.0,,0.79,57.67
2019-07-30,71,79.0,,0.79,56.09
2019-07-31,71,79.0,,0.79,56.09
2019-08-01,73,75.0,False,0.75,54.75
2019-08-02,80,75.0,,0.75,60.0
2019-08-03,99,75.0,,0.75,74.25
2019-08-04,95,75.0,,0.75,71.25
2019-08-05,78,75.0,,0.75,58.5
2019-08-06,74,75.0,,0.75,55.5
2019-08-07,74,75.0,,0.75,55.5
2019-08-08,72,75.0,,0.75,54.0
2019-08-09,81,75.0,,0.75,60.75
2019-08-10,98,75.0,,0.75,73.5
2019-08-11,93,75.0,,0.75,69.75
2019-08-12,73,75.0,,0.75,54.75
2019-08-13,70,75.0,,0.75,52.5
2019-08-14,70,75.0,,0.75,52.5
2019-08-15,68,75.0,,0.75,51.0
2019-08-16,74,75.0,,0.75,55.5
2019-08-17,100,75.0,,0.75,75.0
2019-08-18,91,75.0,,0.75,68.25
2019-08-19,72,75.0,,0.75,54.0
2019-08-20,67,75.0,,0.75,50.25
2019-08-21,67,75.0,,0.75,50.25
2019-08-22,66,75.0,,0.75,49.5
2019-08-23,74,75.0,,0.75,55.5
2019-08-24,94,75.0,,0.75,70.5
2019-08-25,88,75.0,,0.75,66.0
2019-08-26,69,75.0,,0.75,51.75
2019-08-27,65,75.0,,0.75,48.75
2019-08-28,64,75.0,,0.75,48.0
2019-08-29,64,75.0,,0.75,48.0
2019-08-30,73,75.0,,0.75,54.75
2019-08-31,94,75.0,,0.75,70.5
2019-09-01,94,70.0,False,0.7,65.8
2019-09-02,92,70.0,,0.7,64.39999999999999
2019-09-03,70,70.0,,0.7,49.0
