date,SLV_unscaled,SLV_monthly,isPartial,scale,SLV
2017-12-27,51,9.0,,0.09,4.59
2017-12-28,61,9.0,,0.09,5.49
2017-12-29,69,9.0,,0.09,6.21
2017-12-30,33,9.0,,0.09,2.9699999999999998
2017-12-31,11,9.0,,0.09,0.99
2018-01-01,35,9.0,False,0.09,3.15
2018-01-02,100,9.0,,0.09,9.0
2018-01-03,63,9.0,,0.09,5.67
2018-01-04,79,9.0,,0.09,7.109999999999999
2018-01-05,81,9.0,,0.09,7.29
2018-01-06,26,9.0,,0.09,2.34
2018-01-07,48,9.0,,0.09,4.32
2018-01-08,47,9.0,,0.09,4.2299999999999995
2018-01-09,63,9.0,,0.09,5.67
2018-01-10,75,9.0,,0.09,6.75
2018-01-11,64,9.0,,0.09,5.76
2018-01-12,91,9.0,,0.09,8.19
2018-01-13,30,9.0,,0.09,2.6999999999999997
2018-01-14,22,9.0,,0.09,1.98
2018-01-15,57,9.0,,0.09,5.13
2018-01-16,54,9.0,,0.09,4.859999999999999
2018-01-17,69,9.0,,0.09,6.21
2018-01-18,83,9.0,,0.09,7.47
2018-01-19,85,9.0,,0.09,7.6499999999999995
2018-01-20,34,9.0,,0.09,3.06
2018-01-21,26,9.0,,0.09,2.34
2018-01-22,56,9.0,,0.09,5.04
2018-01-23,78,9.0,,0.09,7.02
2018-01-24,86,9.0,,0.09,7.739999999999999
2018-01-25,98,9.0,,0.09,8.82
2018-01-26,91,9.0,,0.09,8.19
2018-01-27,50,9.0,,0.09,4.5
2018-01-28,19,9.0,,0.09,1.71
2018-01-29,90,9.0,,0.09,8.1
2018-01-30,78,9.0,,0.09,7.02
2018-01-31,54,9.0,,0.09,4.859999999999999
2018-02-01,65,9.0,False,0.09,5.85
2018-02-02,61,9.0,,0.09,5.49
2018-02-03,17,9.0,,0.09,1.53
2018-02-04,10,9.0,,0.09,0.8999999999999999
2018-02-05,57,9.0,,0.09,5.13
2018-02-06,81,9.0,,0.09,7.29
2018-02-07,74,9.0,,0.09,6.66
2018-02-08,93,9.0,,0.09,8.37
2018-02-09,100,9.0,,0.09,9.0
2018-02-10,23,9.0,,0.09,2.07
2018-02-11,20,9.0,,0.09,1.7999999999999998
2018-02-12,66,9.0,,0.09,5.9399999999999995
2018-02-13,50,9.0,,0.09,4.5
2018-02-14,68,9.0,,0.09,6.12
2018-02-15,75,9.0,,0.09,6.75
2018-02-16,69,9.0,,0.09,6.21
2018-02-17,31,9.0,,0.09,2.79
2018-02-18,23,9.0,,0.09,2.07
2018-02-19,35,9.0,,0.09,3.15
2018-02-20,84,9.0,,0.09,7.56
2018-02-21,51,9.0,,0.09,4.59
2018-02-22,67,9.0,,0.09,6.029999999999999
2018-02-23,35,9.0,,0.09,3.15
2018-02-24,23,9.0,,0.09,2.07
2018-02-25,23,9.0,,0.09,2.07
2018-02-26,44,9.0,,0.09,3.96
2018-02-27,61,9.0,,0.09,5.49
2018-02-28,62,9.0,,0.09,5.58
2018-03-01,52,9.0,False,0.09,4.68
2018-03-02,82,9.0,,0.09,7.38
2018-03-03,37,9.0,,0.09,3.33
2018-03-04,27,9.0,,0.09,2.4299999999999997
2018-03-05,62,9.0,,0.09,5.58
2018-03-06,90,9.0,,0.09,8.1
2018-03-07,67,9.0,,0.09,6.029999999999999
2018-03-08,68,9.0,,0.09,6.12
2018-03-09,62,9.0,,0.09,5.58
2018-03-10,17,9.0,,0.09,1.53
2018-03-11,27,9.0,,0.09,2.4299999999999997
2018-03-12,51,9.0,,0.09,4.59
2018-03-13,51,9.0,,0.09,4.59
2018-03-14,51,9.0,,0.09,4.59
2018-03-15,44,9.0,,0.09,3.96
2018-03-16,76,9.0,,0.09,6.84
2018-03-17,61,9.0,,0.09,5.49
2018-03-18,21,9.0,,0.09,1.89
2018-03-19,76,9.0,,0.09,6.84
2018-03-20,100,9.0,,0.09,9.0
2018-03-21,71,9.0,,0.09,6.39
2018-03-22,76,9.0,,0.09,6.84
2018-03-23,78,9.0,,0.09,7.02
2018-03-24,42,9.0,,0.09,3.78
2018-03-25,17,9.0,,0.09,1.53
2018-03-26,97,9.0,,0.09,8.73
2018-03-27,61,9.0,,0.09,5.49
2018-03-28,71,9.0,,0.09,6.39
2018-03-29,42,9.0,,0.09,3.78
2018-03-30,35,9.0,,0.09,3.15
2018-03-31,18,9.0,,0.09,1.6199999999999999
2018-04-01,17,8.0,False,0.08,1.36
2018-04-02,46,8.0,,0.08,3.68
2018-04-03,78,8.0,,0.08,6.24
2018-04-04,100,8.0,,0.08,8.0
2018-04-05,53,8.0,,0.08,4.24
2018-04-06,46,8.0,,0.08,3.68
2018-04-07,40,8.0,,0.08,3.2
2018-04-08,37,8.0,,0.08,2.96
2018-04-09,79,8.0,,0.08,6.32
2018-04-10,59,8.0,,0.08,4.72
2018-04-11,58,8.0,,0.08,4.64
2018-04-12,59,8.0,,0.08,4.72
2018-04-13,85,8.0,,0.08,6.8
2018-04-14,67,8.0,,0.08,5.36
2018-04-15,24,8.0,,0.08,1.92
2018-04-16,67,8.0,,0.08,5.36
2018-04-17,78,8.0,,0.08,6.24
2018-04-18,93,8.0,,0.08,7.44
2018-04-19,90,8.0,,0.08,7.2
2018-04-20,81,8.0,,0.08,6.48
2018-04-21,34,8.0,,0.08,2.72
2018-04-22,38,8.0,,0.08,3.04
2018-04-23,87,8.0,,0.08,6.96
2018-04-24,58,8.0,,0.08,4.64
2018-04-25,70,8.0,,0.08,5.6000000000000005
2018-04-26,81,8.0,,0.08,6.48
2018-04-27,56,8.0,,0.08,4.48
2018-04-28,21,8.0,,0.08,1.68
2018-04-29,25,8.0,,0.08,2.0
2018-04-30,74,8.0,,0.08,5.92
2018-05-01,80,8.0,False,0.08,6.4
2018-05-02,83,8.0,,0.08,6.640000000000001
2018-05-03,100,8.0,,0.08,8.0
2018-05-04,55,8.0,,0.08,4.4
2018-05-05,50,8.0,,0.08,4.0
2018-05-06,23,8.0,,0.08,1.84
2018-05-07,59,8.0,,0.08,4.72
2018-05-08,83,8.0,,0.08,6.640000000000001
2018-05-09,68,8.0,,0.08,5.44
2018-05-10,66,8.0,,0.08,5.28
2018-05-11,69,8.0,,0.08,5.5200000000000005
2018-05-12,35,8.0,,0.08,2.8000000000000003
2018-05-13,27,8.0,,0.08,2.16
2018-05-14,81,8.0,,0.08,6.48
2018-05-15,56,8.0,,0.08,4.48
2018-05-16,59,8.0,,0.08,4.72
2018-05-17,63,8.0,,0.08,5.04
2018-05-18,53,8.0,,0.08,4.24
2018-05-19,27,8.0,,0.08,2.16
2018-05-20,23,8.0,,0.08,1.84
2018-05-21,57,8.0,,0.08,4.5600000000000005
2018-05-22,72,8.0,,0.08,5.76
2018-05-23,68,8.0,,0.08,5.44
2018-05-24,64,8.0,,0.08,5.12
2018-05-25,66,8.0,,0.08,5.28
2018-05-26,40,8.0,,0.08,3.2
2018-05-27,36,8.0,,0.08,2.88
2018-05-28,30,8.0,,0.08,2.4
2018-05-29,77,8.0,,0.08,6.16
2018-05-30,51,8.0,,0.08,4.08
2018-05-31,62,8.0,,0.08,4.96
2018-06-01,82,9.0,False,0.09,7.38
2018-06-02,16,9.0,,0.09,1.44
2018-06-03,12,9.0,,0.09,1.08
2018-06-04,64,9.0,,0.09,5.76
2018-06-05,67,9.0,,0.09,6.029999999999999
2018-06-06,78,9.0,,0.09,7.02
2018-06-07,92,9.0,,0.09,8.28
2018-06-08,77,9.0,,0.09,6.93
2018-06-09,31,9.0,,0.09,2.79
2018-06-10,27,9.0,,0.09,2.4299999999999997
2018-06-11,66,9.0,,0.09,5.9399999999999995
2018-06-12,72,9.0,,0.09,6.4799999999999995
2018-06-13,84,9.0,,0.09,7.56
2018-06-14,100,9.0,,0.09,9.0
2018-06-15,57,9.0,,0.09,5.13
2018-06-16,23,9.0,,0.09,2.07
2018-06-17,16,9.0,,0.09,1.44
2018-06-18,92,9.0,,0.09,8.28
2018-06-19,61,9.0,,0.09,5.49
2018-06-20,63,9.0,,0.09,5.67
2018-06-21,66,9.0,,0.09,5.9399999999999995
2018-06-22,83,9.0,,0.09,7.47
2018-06-23,26,9.0,,0.09,2.34
2018-06-24,39,9.0,,0.09,3.51
2018-06-25,87,9.0,,0.09,7.83
2018-06-26,89,9.0,,0.09,8.01
2018-06-27,81,9.0,,0.09,7.29
2018-06-28,73,9.0,,0.09,6.569999999999999
2018-06-29,92,9.0,,0.09,8.28
2018-06-30,61,9.0,,0.09,5.49
2018-07-01,45,9.0,False,0.09,4.05
2018-07-02,89,9.0,,0.09,8.01
2018-07-03,68,9.0,,0.09,6.12
2018-07-04,37,9.0,,0.09,3.33
2018-07-05,52,9.0,,0.09,4.68
2018-07-06,54,9.0,,0.09,4.859999999999999
2018-07-07,41,9.0,,0.09,3.69
2018-07-08,44,9.0,,0.09,3.96
2018-07-09,66,9.0,,0.09,5.9399999999999995
2018-07-10,68,9.0,,0.09,6.12
2018-07-11,54,9.0,,0.09,4.859999999999999
2018-07-12,49,9.0,,0.09,4.41
2018-07-13,94,9.0,,0.09,8.459999999999999
2018-07-14,45,9.0,,0.09,4.05
2018-07-15,26,9.0,,0.09,2.34
2018-07-16,100,9.0,,0.09,9.0
2018-07-17,70,9.0,,0.09,6.3
2018-07-18,97,9.0,,0.09,8.73
2018-07-19,86,9.0,,0.09,7.739999999999999
2018-07-20,70,9.0,,0.09,6.3
2018-07-21,37,9.0,,0.09,3.33
2018-07-22,15,9.0,,0.09,1.3499999999999999
2018-07-23,74,9.0,,0.09,6.66
2018-07-24,73,9.0,,0.09,6.569999999999999
2018-07-25,82,9.0,,0.09,7.38
2018-07-26,81,9.0,,0.09,7.29
2018-07-27,80,9.0,,0.09,7.199999999999999
2018-07-28,26,9.0,,0.09,2.34
2018-07-29,15,9.0,,0.09,1.3499999999999999
2018-07-30,55,9.0,,0.09,4.95
2018-07-31,62,9.0,,0.09,5.58
2018-08-01,76,9.0,False,0.09,6.84
2018-08-02,67,9.0,,0.09,6.029999999999999
2018-08-03,75,9.0,,0.09,6.75
2018-08-04,48,9.0,,0.09,4.32
2018-08-05,29,9.0,,0.09,2.61
2018-08-06,93,9.0,,0.09,8.37
2018-08-07,53,9.0,,0.09,4.77
2018-08-08,66,9.0,,0.09,5.9399999999999995
2018-08-09,50,9.0,,0.09,4.5
2018-08-10,81,9.0,,0.09,7.29
2018-08-11,44,9.0,,0.09,3.96
2018-08-12,22,9.0,,0.09,1.98
2018-08-13,64,9.0,,0.09,5.76
2018-08-14,82,9.0,,0.09,7.38
2018-08-15,93,9.0,,0.09,8.37
2018-08-16,100,9.0,,0.09,9.0
2018-08-17,61,9.0,,0.09,5.49
2018-08-18,26,9.0,,0.09,2.34
2018-08-19,34,9.0,,0.09,3.06
2018-08-20,77,9.0,,0.09,6.93
2018-08-21,60,9.0,,0.09,5.3999999999999995
2018-08-22,63,9.0,,0.09,5.67
2018-08-23,74,9.0,,0.09,6.66
2018-08-24,49,9.0,,0.09,4.41
2018-08-25,19,9.0,,0.09,1.71
2018-08-26,37,9.0,,0.09,3.33
2018-08-27,59,9.0,,0.09,5.31
2018-08-28,56,9.0,,0.09,5.04
2018-08-29,79,9.0,,0.09,7.109999999999999
2018-08-30,53,9.0,,0.09,4.77
2018-08-31,73,9.0,,0.09,6.569999999999999
2018-09-01,40,9.0,False,0.09,3.5999999999999996
2018-09-02,37,9.0,,0.09,3.33
2018-09-03,31,9.0,,0.09,2.79
2018-09-04,75,9.0,,0.09,6.75
2018-09-05,91,9.0,,0.09,8.19
2018-09-06,89,9.0,,0.09,8.01
2018-09-07,74,9.0,,0.09,6.66
2018-09-08,40,9.0,,0.09,3.5999999999999996
2018-09-09,38,9.0,,0.09,3.42
2018-09-10,100,9.0,,0.09,9.0
2018-09-11,76,9.0,,0.09,6.84
2018-09-12,84,9.0,,0.09,7.56
2018-09-13,61,9.0,,0.09,5.49
2018-09-14,75,9.0,,0.09,6.75
2018-09-15,56,9.0,,0.09,5.04
2018-09-16,32,9.0,,0.09,2.88
2018-09-17,57,9.0,,0.09,5.13
2018-09-18,63,9.0,,0.09,5.67
2018-09-19,93,9.0,,0.09,8.37
2018-09-20,85,9.0,,0.09,7.6499999999999995
2018-09-21,73,9.0,,0.09,6.569999999999999
2018-09-22,25,9.0,,0.09,2.25
2018-09-23,24,9.0,,0.09,2.16
2018-09-24,77,9.0,,0.09,6.93
2018-09-25,85,9.0,,0.09,7.6499999999999995
2018-09-26,66,9.0,,0.09,5.9399999999999995
2018-09-27,78,9.0,,0.09,7.02
2018-09-28,86,9.0,,0.09,7.739999999999999
2018-09-29,41,9.0,,0.09,3.69
2018-09-30,20,9.0,,0.09,1.7999999999999998
2018-10-01,70,9.0,False,0.09,6.3
2018-10-02,74,9.0,,0.09,6.66
2018-10-03,86,9.0,,0.09,7.739999999999999
2018-10-04,92,9.0,,0.09,8.28
2018-10-05,44,9.0,,0.09,3.96
2018-10-06,48,9.0,,0.09,4.32
2018-10-07,7,9.0,,0.09,0.63
2018-10-08,76,9.0,,0.09,6.84
2018-10-09,100,9.0,,0.09,9.0
2018-10-10,67,9.0,,0.09,6.029999999999999
2018-10-11,70,9.0,,0.09,6.3
2018-10-12,58,9.0,,0.09,5.22
2018-10-13,35,9.0,,0.09,3.15
2018-10-14,41,9.0,,0.09,3.69
2018-10-15,61,9.0,,0.09,5.49
2018-10-16,98,9.0,,0.09,8.82
2018-10-17,63,9.0,,0.09,5.67
2018-10-18,53,9.0,,0.09,4.77
2018-10-19,54,9.0,,0.09,4.859999999999999
2018-10-20,34,9.0,,0.09,3.06
2018-10-21,34,9.0,,0.09,3.06
2018-10-22,60,9.0,,0.09,5.3999999999999995
2018-10-23,96,9.0,,0.09,8.64
2018-10-24,73,9.0,,0.09,6.569999999999999
2018-10-25,58,9.0,,0.09,5.22
2018-10-26,66,9.0,,0.09,5.9399999999999995
2018-10-27,24,9.0,,0.09,2.16
2018-10-28,14,9.0,,0.09,1.26
2018-10-29,57,9.0,,0.09,5.13
2018-10-30,49,9.0,,0.09,4.41
2018-10-31,41,9.0,,0.09,3.69
2018-11-01,100,8.0,False,0.08,8.0
2018-11-02,75,8.0,,0.08,6.0
2018-11-03,21,8.0,,0.08,1.68
2018-11-04,26,8.0,,0.08,2.08
2018-11-05,50,8.0,,0.08,4.0
2018-11-06,59,8.0,,0.08,4.72
2018-11-07,45,8.0,,0.08,3.6
2018-11-08,53,8.0,,0.08,4.24
2018-11-09,44,8.0,,0.08,3.52
2018-11-10,27,8.0,,0.08,2.16
2018-11-11,40,8.0,,0.08,3.2
2018-11-12,31,8.0,,0.08,2.48
2018-11-13,70,8.0,,0.08,5.6000000000000005
2018-11-14,85,8.0,,0.08,6.8
2018-11-15,65,8.0,,0.08,5.2
2018-11-16,79,8.0,,0.08,6.32
2018-11-17,31,8.0,,0.08,2.48
2018-11-18,7,8.0,,0.08,0.56
2018-11-19,74,8.0,,0.08,5.92
2018-11-20,50,8.0,,0.08,4.0
2018-11-21,59,8.0,,0.08,4.72
2018-11-22,31,8.0,,0.08,2.48
2018-11-23,51,8.0,,0.08,4.08
2018-11-24,52,8.0,,0.08,4.16
2018-11-25,13,8.0,,0.08,1.04
2018-11-26,42,8.0,,0.08,3.36
2018-11-27,46,8.0,,0.08,3.68
2018-11-28,47,8.0,,0.08,3.7600000000000002
2018-11-29,70,8.0,,0.08,5.6000000000000005
2018-11-30,64,8.0,,0.08,5.12
2018-12-01,31,9.0,False,0.09,2.79
2018-12-02,34,9.0,,0.09,3.06
2018-12-03,82,9.0,,0.09,7.38
2018-12-04,46,9.0,,0.09,4.14
2018-12-05,37,9.0,,0.09,3.33
2018-12-06,71,9.0,,0.09,6.39
2018-12-07,48,9.0,,0.09,4.32
2018-12-08,29,9.0,,0.09,2.61
2018-12-09,22,9.0,,0.09,1.98
2018-12-10,57,9.0,,0.09,5.13
2018-12-11,79,9.0,,0.09,7.109999999999999
2018-12-12,60,9.0,,0.09,5.3999999999999995
2018-12-13,52,9.0,,0.09,4.68
2018-12-14,73,9.0,,0.09,6.569999999999999
2018-12-15,23,9.0,,0.09,2.07
2018-12-16,33,9.0,,0.09,2.9699999999999998
2018-12-17,76,9.0,,0.09,6.84
2018-12-18,74,9.0,,0.09,6.66
2018-12-19,60,9.0,,0.09,5.3999999999999995
2018-12-20,84,9.0,,0.09,7.56
2018-12-21,57,9.0,,0.09,5.13
2018-12-22,21,9.0,,0.09,1.89
2018-12-23,14,9.0,,0.09,1.26
2018-12-24,68,9.0,,0.09,6.12
2018-12-25,38,9.0,,0.09,3.42
2018-12-26,99,9.0,,0.09,8.91
2018-12-27,87,9.0,,0.09,7.83
2018-12-28,94,9.0,,0.09,8.459999999999999
2018-12-29,49,9.0,,0.09,4.41
2018-12-30,39,9.0,,0.09,3.51
2018-12-31,100,9.0,,0.09,9.0
2019-01-01,37,10.0,False,0.1,3.7
2019-01-02,80,10.0,,0.1,8.0
2019-01-03,84,10.0,,0.1,8.4
2019-01-04,92,10.0,,0.1,9.200000000000001
2019-01-05,28,10.0,,0.1,2.8000000000000003
2019-01-06,25,10.0,,0.1,2.5
2019-01-07,45,10.0,,0.1,4.5
2019-01-08,74,10.0,,0.1,7.4
2019-01-09,100,10.0,,0.1,10.0
2019-01-10,66,10.0,,0.1,6.6000000000000005
2019-01-11,73,10.0,,0.1,7.300000000000001
2019-01-12,45,10.0,,0.1,4.5
2019-01-13,19,10.0,,0.1,1.9000000000000001
2019-01-14,64,10.0,,0.1,6.4
2019-01-15,87,10.0,,0.1,8.700000000000001
2019-01-16,72,10.0,,0.1,7.2
2019-01-17,63,10.0,,0.1,6.300000000000001
2019-01-18,50,10.0,,0.1,5.0
2019-01-19,28,10.0,,0.1,2.8000000000000003
2019-01-20,24,10.0,,0.1,2.4000000000000004
2019-01-21,24,10.0,,0.1,2.4000000000000004
2019-01-22,47,10.0,,0.1,4.7
2019-01-23,49,10.0,,0.1,4.9
2019-01-24,57,10.0,,0.1,5.7
2019-01-25,57,10.0,,0.1,5.7
2019-01-26,50,10.0,,0.1,5.0
2019-01-27,22,10.0,,0.1,2.2
2019-01-28,63,10.0,,0.1,6.300000000000001
2019-01-29,85,10.0,,0.1,8.5
2019-01-30,62,10.0,,0.1,6.2
2019-01-31,84,10.0,,0.1,8.4
2019-02-01,100,9.0,False,0.09,9.0
2019-02-02,35,9.0,,0.09,3.15
2019-02-03,35,9.0,,0.09,3.15
2019-02-04,75,9.0,,0.09,6.75
2019-02-05,67,9.0,,0.09,6.029999999999999
2019-02-06,73,9.0,,0.09,6.569999999999999
2019-02-07,62,9.0,,0.09,5.58
2019-02-08,75,9.0,,0.09,6.75
2019-02-09,40,9.0,,0.09,3.5999999999999996
2019-02-10,21,9.0,,0.09,1.89
2019-02-11,63,9.0,,0.09,5.67
2019-02-12,84,9.0,,0.09,7.56
2019-02-13,99,9.0,,0.09,8.91
2019-02-14,63,9.0,,0.09,5.67
2019-02-15,70,9.0,,0.09,6.3
2019-02-16,40,9.0,,0.09,3.5999999999999996
2019-02-17,35,9.0,,0.09,3.15
2019-02-18,62,9.0,,0.09,5.58
2019-02-19,62,9.0,,0.09,5.58
2019-02-20,100,9.0,,0.09,9.0
2019-02-21,84,9.0,,0.09,7.56
2019-02-22,82,9.0,,0.09,7.38
2019-02-23,13,9.0,,0.09,1.17
2019-02-24,44,9.0,,0.09,3.96
2019-02-25,64,9.0,,0.09,5.76
2019-02-26,92,9.0,,0.09,8.28
2019-02-27,61,9.0,,0.09,5.49
2019-02-28,63,9.0,,0.09,5.67
2019-03-01,58,8.0,False,0.08,4.64
2019-03-02,39,8.0,,0.08,3.12
2019-03-03,25,8.0,,0.08,2.0
2019-03-04,61,8.0,,0.08,4.88
2019-03-05,64,8.0,,0.08,5.12
2019-03-06,56,8.0,,0.08,4.48
2019-03-07,39,8.0,,0.08,3.12
2019-03-08,80,8.0,,0.08,6.4
2019-03-09,17,8.0,,0.08,1.36
2019-03-10,23,8.0,,0.08,1.84
2019-03-11,53,8.0,,0.08,4.24
2019-03-12,67,8.0,,0.08,5.36
2019-03-13,48,8.0,,0.08,3.84
2019-03-14,70,8.0,,0.08,5.6000000000000005
2019-03-15,70,8.0,,0.08,5.6000000000000005
2019-03-16,23,8.0,,0.08,1.84
2019-03-17,24,8.0,,0.08,1.92
2019-03-18,73,8.0,,0.08,5.84
2019-03-19,72,8.0,,0.08,5.76
2019-03-20,70,8.0,,0.08,5.6000000000000005
2019-03-21,54,8.0,,0.08,4.32
2019-03-22,52,8.0,,0.08,4.16
2019-03-23,20,8.0,,0.08,1.6
2019-03-24,25,8.0,,0.08,2.0
2019-03-25,83,8.0,,0.08,6.640000000000001
2019-03-26,49,8.0,,0.08,3.92
2019-03-27,41,8.0,,0.08,3.2800000000000002
2019-03-28,100,8.0,,0.08,8.0
2019-03-29,78,8.0,,0.08,6.24
2019-03-30,38,8.0,,0.08,3.04
2019-03-31,23,8.0,,0.08,1.84
2019-04-01,55,8.0,False,0.08,4.4
2019-04-02,100,8.0,,0.08,8.0
2019-04-03,64,8.0,,0.08,5.12
2019-04-04,70,8.0,,0.08,5.6000000000000005
2019-04-05,63,8.0,,0.08,5.04
2019-04-06,50,8.0,,0.08,4.0
2019-04-07,54,8.0,,0.08,4.32
2019-04-08,74,8.0,,0.08,5.92
2019-04-09,99,8.0,,0.08,7.92
2019-04-10,94,8.0,,0.08,7.5200000000000005
2019-04-11,85,8.0,,0.08,6.8
2019-04-12,73,8.0,,0.08,5.84
2019-04-13,55,8.0,,0.08,4.4
2019-04-14,32,8.0,,0.08,2.56
2019-04-15,71,8.0,,0.08,5.68
2019-04-16,71,8.0,,0.08,5.68
2019-04-17,73,8.0,,0.08,5.84
2019-04-18,54,8.0,,0.08,4.32
2019-04-19,73,8.0,,0.08,5.84
2019-04-20,23,8.0,,0.08,1.84
2019-04-21,44,8.0,,0.08,3.52
2019-04-22,90,8.0,,0.08,7.2
2019-04-23,80,8.0,,0.08,6.4
2019-04-24,69,8.0,,0.08,5.5200000000000005
2019-04-25,78,8.0,,0.08,6.24
2019-04-26,75,8.0,,0.08,6.0
2019-04-27,14,8.0,,0.08,1.12
2019-04-28,22,8.0,,0.08,1.76
2019-04-29,60,8.0,,0.08,4.8
2019-04-30,62,8.0,,0.08,4.96
2019-05-01,64,8.0,False,0.08,5.12
2019-05-02,50,8.0,,0.08,4.0
2019-05-03,37,8.0,,0.08,2.96
2019-05-04,22,8.0,,0.08,1.76
2019-05-05,18,8.0,,0.08,1.44
2019-05-06,45,8.0,,0.08,3.6
2019-05-07,65,8.0,,0.08,5.2
2019-05-08,55,8.0,,0.08,4.4
2019-05-09,55,8.0,,0.08,4.4
2019-05-10,63,8.0,,0.08,5.04
2019-05-11,19,8.0,,0.08,1.52
2019-05-12,30,8.0,,0.08,2.4
2019-05-13,93,8.0,,0.08,7.44
2019-05-14,46,8.0,,0.08,3.68
2019-05-15,59,8.0,,0.08,4.72
2019-05-16,67,8.0,,0.08,5.36
2019-05-17,60,8.0,,0.08,4.8
2019-05-18,64,8.0,,0.08,5.12
2019-05-19,15,8.0,,0.08,1.2
2019-05-20,64,8.0,,0.08,5.12
2019-05-21,73,8.0,,0.08,5.84
2019-05-22,84,8.0,,0.08,6.72
2019-05-23,71,8.0,,0.08,5.68
2019-05-24,62,8.0,,0.08,4.96
2019-05-25,43,8.0,,0.08,3.44
2019-05-26,23,8.0,,0.08,1.84
2019-05-27,15,8.0,,0.08,1.2
2019-05-28,75,8.0,,0.08,6.0
2019-05-29,64,8.0,,0.08,5.12
2019-05-30,100,8.0,,0.08,8.0
2019-05-31,69,8.0,,0.08,5.5200000000000005
2019-06-01,36,10.0,False,0.1,3.6
2019-06-02,16,10.0,,0.1,1.6
2019-06-03,62,10.0,,0.1,6.2
2019-06-04,76,10.0,,0.1,7.6000000000000005
2019-06-05,50,10.0,,0.1,5.0
2019-06-06,59,10.0,,0.1,5.9
2019-06-07,60,10.0,,0.1,6.0
2019-06-08,33,10.0,,0.1,3.3000000000000003
2019-06-09,20,10.0,,0.1,2.0
2019-06-10,55,10.0,,0.1,5.5
2019-06-11,56,10.0,,0.1,5.6000000000000005
2019-06-12,76,10.0,,0.1,7.6000000000000005
2019-06-13,88,10.0,,0.1,8.8
2019-06-14,63,10.0,,0.1,6.300000000000001
2019-06-15,36,10.0,,0.1,3.6
2019-06-16,20,10.0,,0.1,2.0
2019-06-17,56,10.0,,0.1,5.6000000000000005
2019-06-18,88,10.0,,0.1,8.8
2019-06-19,74,10.0,,0.1,7.4
2019-06-20,100,10.0,,0.1,10.0
2019-06-21,98,10.0,,0.1,9.8
2019-06-22,47,10.0,,0.1,4.7
2019-06-23,37,10.0,,0.1,3.7
2019-06-24,84,10.0,,0.1,8.4
2019-06-25,82,10.0,,0.1,8.200000000000001
2019-06-26,80,10.0,,0.1,8.0
2019-06-27,70,10.0,,0.1,7.0
2019-06-28,51,10.0,,0.1,5.1000000000000005
2019-06-29,36,10.0,,0.1,3.6
2019-06-30,20,10.0,,0.1,2.0
2019-07-01,39,12.0,False,0.12,4.68
2019-07-02,39,12.0,,0.12,4.68
2019-07-03,49,12.0,,0.12,5.88
2019-07-04,16,12.0,,0.12,1.92
2019-07-05,40,12.0,,0.12,4.8
2019-07-06,24,12.0,,0.12,2.88
2019-07-07,25,12.0,,0.12,3.0
2019-07-08,41,12.0,,0.12,4.92
2019-07-09,30,12.0,,0.12,3.5999999999999996
2019-07-10,33,12.0,,0.12,3.96
2019-07-11,57,12.0,,0.12,6.84
2019-07-12,41,12.0,,0.12,4.92
2019-07-13,23,12.0,,0.12,2.76
2019-07-14,12,12.0,,0.12,1.44
2019-07-15,33,12.0,,0.12,3.96
2019-07-16,81,12.0,,0.12,9.719999999999999
2019-07-17,88,12.0,,0.12,10.559999999999999
2019-07-18,62,12.0,,0.12,7.4399999999999995
2019-07-19,100,12.0,,0.12,12.0
2019-07-20,24,12.0,,0.12,2.88
2019-07-21,12,12.0,,0.12,1.44
2019-07-22,74,12.0,,0.12,8.879999999999999
2019-07-23,58,12.0,,0.12,6.96
2019-07-24,77,12.0,,0.12,9.24
2019-07-25,76,12.0,,0.12,9.12
2019-07-26,39,12.0,,0.12,4.68
2019-07-27,23,12.0,,0.12,2.76
2019-07-28,10,12.0,,0.12,1.2
2019-07-29,68,12.0,,0.12,8.16
2019-07-30,61,12.0,,0.12,7.319999999999999
2019-07-31,62,12.0,,0.12,7.4399999999999995
2019-08-01,50,17.0,False,0.17,8.5
2019-08-02,44,17.0,,0.17,7.48
2019-08-03,15,17.0,,0.17,2.5500000000000003
2019-08-04,7,17.0,,0.17,1.1900000000000002
2019-08-05,32,17.0,,0.17,5.44
2019-08-06,56,17.0,,0.17,9.520000000000001
2019-08-07,72,17.0,,0.17,12.24
2019-08-08,60,17.0,,0.17,10.200000000000001
2019-08-09,60,17.0,,0.17,10.200000000000001
2019-08-10,13,17.0,,0.17,2.21
2019-08-11,20,17.0,,0.17,3.4000000000000004
2019-08-12,51,17.0,,0.17,8.67
2019-08-13,67,17.0,,0.17,11.39
2019-08-14,62,17.0,,0.17,10.540000000000001
2019-08-15,55,17.0,,0.17,9.350000000000001
2019-08-16,48,17.0,,0.17,8.16
2019-08-17,14,17.0,,0.17,2.3800000000000003
2019-08-18,20,17.0,,0.17,3.4000000000000004
2019-08-19,40,17.0,,0.17,6.800000000000001
2019-08-20,52,17.0,,0.17,8.84
2019-08-21,46,17.0,,0.17,7.82
2019-08-22,43,17.0,,0.17,7.3100000000000005
2019-08-23,54,17.0,,0.17,9.180000000000001
2019-08-24,17,17.0,,0.17,2.89
2019-08-25,10,17.0,,0.17,1.7000000000000002
2019-08-26,49,17.0,,0.17,8.33
2019-08-27,100,17.0,,0.17,17.0
