date,REAL_unscaled,REAL_monthly,isPartial,scale,REAL
2018-01-03,83,89.0,,0.89,73.87
2018-01-04,90,89.0,,0.89,80.1
2018-01-05,86,89.0,,0.89,76.54
2018-01-06,89,89.0,,0.89,79.21000000000001
2018-01-07,96,89.0,,0.89,85.44
2018-01-08,86,89.0,,0.89,76.54
2018-01-09,82,89.0,,0.89,72.98
2018-01-10,89,89.0,,0.89,79.21000000000001
2018-01-11,83,89.0,,0.89,73.87
2018-01-12,82,89.0,,0.89,72.98
2018-01-13,100,89.0,,0.89,89.0
2018-01-14,89,89.0,,0.89,79.21000000000001
2018-01-15,87,89.0,,0.89,77.43
2018-01-16,83,89.0,,0.89,73.87
2018-01-17,82,89.0,,0.89,72.98
2018-01-18,90,89.0,,0.89,80.1
2018-01-19,83,89.0,,0.89,73.87
2018-01-20,89,89.0,,0.89,79.21000000000001
2018-01-21,97,89.0,,0.89,86.33
2018-01-22,85,89.0,,0.89,75.65
2018-01-23,85,89.0,,0.89,75.65
2018-01-24,94,89.0,,0.89,83.66
2018-01-25,84,89.0,,0.89,74.76
2018-01-26,80,89.0,,0.89,71.2
2018-01-27,96,89.0,,0.89,85.44
2018-01-28,87,89.0,,0.89,77.43
2018-01-29,87,89.0,,0.89,77.43
2018-01-30,82,89.0,,0.89,72.98
2018-01-31,83,89.0,,0.89,73.87
2018-02-01,67,88.0,False,0.88,58.96
2018-02-02,68,88.0,,0.88,59.84
2018-02-03,80,88.0,,0.88,70.4
2018-02-04,73,88.0,,0.88,64.24
2018-02-05,64,88.0,,0.88,56.32
2018-02-06,70,88.0,,0.88,61.6
2018-02-07,74,88.0,,0.88,65.12
2018-02-08,72,88.0,,0.88,63.36
2018-02-09,67,88.0,,0.88,58.96
2018-02-10,79,88.0,,0.88,69.52
2018-02-11,75,88.0,,0.88,66.0
2018-02-12,72,88.0,,0.88,63.36
2018-02-13,69,88.0,,0.88,60.72
2018-02-14,100,88.0,,0.88,88.0
2018-02-15,72,88.0,,0.88,63.36
2018-02-16,67,88.0,,0.88,58.96
2018-02-17,72,88.0,,0.88,63.36
2018-02-18,83,88.0,,0.88,73.04
2018-02-19,73,88.0,,0.88,64.24
2018-02-20,70,88.0,,0.88,61.6
2018-02-21,79,88.0,,0.88,69.52
2018-02-22,72,88.0,,0.88,63.36
2018-02-23,67,88.0,,0.88,58.96
2018-02-24,75,88.0,,0.88,66.0
2018-02-25,74,88.0,,0.88,65.12
2018-02-26,70,88.0,,0.88,61.6
2018-02-27,78,88.0,,0.88,68.64
2018-02-28,72,88.0,,0.88,63.36
2018-03-01,69,86.0,False,0.86,59.339999999999996
2018-03-02,69,86.0,,0.86,59.339999999999996
2018-03-03,81,86.0,,0.86,69.66
2018-03-04,74,86.0,,0.86,63.64
2018-03-05,73,86.0,,0.86,62.78
2018-03-06,100,86.0,,0.86,86.0
2018-03-07,78,86.0,,0.86,67.08
2018-03-08,74,86.0,,0.86,63.64
2018-03-09,69,86.0,,0.86,59.339999999999996
2018-03-10,79,86.0,,0.86,67.94
2018-03-11,76,86.0,,0.86,65.36
2018-03-12,70,86.0,,0.86,60.199999999999996
2018-03-13,72,86.0,,0.86,61.92
2018-03-14,71,86.0,,0.86,61.06
2018-03-15,70,86.0,,0.86,60.199999999999996
2018-03-16,69,86.0,,0.86,59.339999999999996
2018-03-17,72,86.0,,0.86,61.92
2018-03-18,86,86.0,,0.86,73.96
2018-03-19,73,86.0,,0.86,62.78
2018-03-20,72,86.0,,0.86,61.92
2018-03-21,72,86.0,,0.86,61.92
2018-03-22,70,86.0,,0.86,60.199999999999996
2018-03-23,68,86.0,,0.86,58.48
2018-03-24,68,86.0,,0.86,58.48
2018-03-25,74,86.0,,0.86,63.64
2018-03-26,73,86.0,,0.86,62.78
2018-03-27,71,86.0,,0.86,61.06
2018-03-28,71,86.0,,0.86,61.06
2018-03-29,71,86.0,,0.86,61.06
2018-03-30,68,86.0,,0.86,58.48
2018-03-31,78,86.0,,0.86,67.08
2018-04-01,67,93.0,False,0.93,62.31
2018-04-02,69,93.0,,0.93,64.17
2018-04-03,88,93.0,,0.93,81.84
2018-04-04,71,93.0,,0.93,66.03
2018-04-05,67,93.0,,0.93,62.31
2018-04-06,64,93.0,,0.93,59.52
2018-04-07,70,93.0,,0.93,65.10000000000001
2018-04-08,83,93.0,,0.93,77.19
2018-04-09,70,93.0,,0.93,65.10000000000001
2018-04-10,70,93.0,,0.93,65.10000000000001
2018-04-11,99,93.0,,0.93,92.07000000000001
2018-04-12,73,93.0,,0.93,67.89
2018-04-13,68,93.0,,0.93,63.24
2018-04-14,68,93.0,,0.93,63.24
2018-04-15,75,93.0,,0.93,69.75
2018-04-16,70,93.0,,0.93,65.10000000000001
2018-04-17,70,93.0,,0.93,65.10000000000001
2018-04-18,75,93.0,,0.93,69.75
2018-04-19,66,93.0,,0.93,61.38
2018-04-20,62,93.0,,0.93,57.660000000000004
2018-04-21,66,93.0,,0.93,61.38
2018-04-22,68,93.0,,0.93,63.24
2018-04-23,68,93.0,,0.93,63.24
2018-04-24,71,93.0,,0.93,66.03
2018-04-25,100,93.0,,0.93,93.0
2018-04-26,68,93.0,,0.93,63.24
2018-04-27,62,93.0,,0.93,57.660000000000004
2018-04-28,67,93.0,,0.93,62.31
2018-04-29,66,93.0,,0.93,61.38
2018-04-30,68,93.0,,0.93,63.24
2018-05-01,80,90.0,False,0.9,72.0
2018-05-02,54,90.0,,0.9,48.6
2018-05-03,52,90.0,,0.9,46.800000000000004
2018-05-04,50,90.0,,0.9,45.0
2018-05-05,51,90.0,,0.9,45.9
2018-05-06,85,90.0,,0.9,76.5
2018-05-07,56,90.0,,0.9,50.4
2018-05-08,52,90.0,,0.9,46.800000000000004
2018-05-09,56,90.0,,0.9,50.4
2018-05-10,52,90.0,,0.9,46.800000000000004
2018-05-11,49,90.0,,0.9,44.1
2018-05-12,54,90.0,,0.9,48.6
2018-05-13,52,90.0,,0.9,46.800000000000004
2018-05-14,52,90.0,,0.9,46.800000000000004
2018-05-15,50,90.0,,0.9,45.0
2018-05-16,51,90.0,,0.9,45.9
2018-05-17,50,90.0,,0.9,45.0
2018-05-18,48,90.0,,0.9,43.2
2018-05-19,56,90.0,,0.9,50.4
2018-05-20,56,90.0,,0.9,50.4
2018-05-21,52,90.0,,0.9,46.800000000000004
2018-05-22,50,90.0,,0.9,45.0
2018-05-23,49,90.0,,0.9,44.1
2018-05-24,47,90.0,,0.9,42.300000000000004
2018-05-25,50,90.0,,0.9,45.0
2018-05-26,100,90.0,,0.9,90.0
2018-05-27,61,90.0,,0.9,54.9
2018-05-28,57,90.0,,0.9,51.300000000000004
2018-05-29,53,90.0,,0.9,47.7
2018-05-30,50,90.0,,0.9,45.0
2018-05-31,54,90.0,,0.9,48.6
2018-06-01,89,82.0,False,0.82,72.97999999999999
2018-06-02,92,82.0,,0.82,75.44
2018-06-03,97,82.0,,0.82,79.53999999999999
2018-06-04,96,82.0,,0.82,78.72
2018-06-05,91,82.0,,0.82,74.61999999999999
2018-06-06,93,82.0,,0.82,76.25999999999999
2018-06-07,90,82.0,,0.82,73.8
2018-06-08,87,82.0,,0.82,71.33999999999999
2018-06-09,88,82.0,,0.82,72.16
2018-06-10,97,82.0,,0.82,79.53999999999999
2018-06-11,94,82.0,,0.82,77.08
2018-06-12,93,82.0,,0.82,76.25999999999999
2018-06-13,100,82.0,,0.82,82.0
2018-06-14,89,82.0,,0.82,72.97999999999999
2018-06-15,90,82.0,,0.82,73.8
2018-06-16,85,82.0,,0.82,69.7
2018-06-17,91,82.0,,0.82,74.61999999999999
2018-06-18,96,82.0,,0.82,78.72
2018-06-19,96,82.0,,0.82,78.72
2018-06-20,97,82.0,,0.82,79.53999999999999
2018-06-21,91,82.0,,0.82,74.61999999999999
2018-06-22,89,82.0,,0.82,72.97999999999999
2018-06-23,87,82.0,,0.82,71.33999999999999
2018-06-24,94,82.0,,0.82,77.08
2018-06-25,99,82.0,,0.82,81.17999999999999
2018-06-26,94,82.0,,0.82,77.08
2018-06-27,90,82.0,,0.82,73.8
2018-06-28,95,82.0,,0.82,77.89999999999999
2018-06-29,91,82.0,,0.82,74.61999999999999
2018-06-30,91,82.0,,0.82,74.61999999999999
2018-07-01,92,88.0,False,0.88,80.96
2018-07-02,91,88.0,,0.88,80.08
2018-07-03,87,88.0,,0.88,76.56
2018-07-04,90,88.0,,0.88,79.2
2018-07-05,92,88.0,,0.88,80.96
2018-07-06,89,88.0,,0.88,78.32000000000001
2018-07-07,90,88.0,,0.88,79.2
2018-07-08,93,88.0,,0.88,81.84
2018-07-09,95,88.0,,0.88,83.6
2018-07-10,100,88.0,,0.88,88.0
2018-07-11,99,88.0,,0.88,87.12
2018-07-12,95,88.0,,0.88,83.6
2018-07-13,90,88.0,,0.88,79.2
2018-07-14,92,88.0,,0.88,80.96
2018-07-15,94,88.0,,0.88,82.72
2018-07-16,95,88.0,,0.88,83.6
2018-07-17,99,88.0,,0.88,87.12
2018-07-18,92,88.0,,0.88,80.96
2018-07-19,95,88.0,,0.88,83.6
2018-07-20,89,88.0,,0.88,78.32000000000001
2018-07-21,90,88.0,,0.88,79.2
2018-07-22,98,88.0,,0.88,86.24
2018-07-23,99,88.0,,0.88,87.12
2018-07-24,95,88.0,,0.88,83.6
2018-07-25,92,88.0,,0.88,80.96
2018-07-26,96,88.0,,0.88,84.48
2018-07-27,89,88.0,,0.88,78.32000000000001
2018-07-28,89,88.0,,0.88,78.32000000000001
2018-07-29,97,88.0,,0.88,85.36
2018-07-30,98,88.0,,0.88,86.24
2018-07-31,97,88.0,,0.88,85.36
2018-08-01,81,89.0,False,0.89,72.09
2018-08-02,76,89.0,,0.89,67.64
2018-08-03,73,89.0,,0.89,64.97
2018-08-04,80,89.0,,0.89,71.2
2018-08-05,82,89.0,,0.89,72.98
2018-08-06,82,89.0,,0.89,72.98
2018-08-07,79,89.0,,0.89,70.31
2018-08-08,83,89.0,,0.89,73.87
2018-08-09,75,89.0,,0.89,66.75
2018-08-10,73,89.0,,0.89,64.97
2018-08-11,77,89.0,,0.89,68.53
2018-08-12,78,89.0,,0.89,69.42
2018-08-13,79,89.0,,0.89,70.31
2018-08-14,76,89.0,,0.89,67.64
2018-08-15,100,89.0,,0.89,89.0
2018-08-16,77,89.0,,0.89,68.53
2018-08-17,72,89.0,,0.89,64.08
2018-08-18,73,89.0,,0.89,64.97
2018-08-19,85,89.0,,0.89,75.65
2018-08-20,78,89.0,,0.89,69.42
2018-08-21,74,89.0,,0.89,65.86
2018-08-22,73,89.0,,0.89,64.97
2018-08-23,71,89.0,,0.89,63.19
2018-08-24,69,89.0,,0.89,61.410000000000004
2018-08-25,74,89.0,,0.89,65.86
2018-08-26,82,89.0,,0.89,72.98
2018-08-27,76,89.0,,0.89,67.64
2018-08-28,75,89.0,,0.89,66.75
2018-08-29,76,89.0,,0.89,67.64
2018-08-30,75,89.0,,0.89,66.75
2018-08-31,76,89.0,,0.89,67.64
2018-09-01,100,85.0,False,0.85,85.0
2018-09-02,93,85.0,,0.85,79.05
2018-09-03,96,85.0,,0.85,81.6
2018-09-04,93,85.0,,0.85,79.05
2018-09-05,89,85.0,,0.85,75.64999999999999
2018-09-06,86,85.0,,0.85,73.1
2018-09-07,81,85.0,,0.85,68.85
2018-09-08,86,85.0,,0.85,73.1
2018-09-09,86,85.0,,0.85,73.1
2018-09-10,85,85.0,,0.85,72.25
2018-09-11,83,85.0,,0.85,70.55
2018-09-12,84,85.0,,0.85,71.39999999999999
2018-09-13,82,85.0,,0.85,69.7
2018-09-14,78,85.0,,0.85,66.3
2018-09-15,93,85.0,,0.85,79.05
2018-09-16,90,85.0,,0.85,76.5
2018-09-17,89,85.0,,0.85,75.64999999999999
2018-09-18,89,85.0,,0.85,75.64999999999999
2018-09-19,97,85.0,,0.85,82.45
2018-09-20,90,85.0,,0.85,76.5
2018-09-21,80,85.0,,0.85,68.0
2018-09-22,91,85.0,,0.85,77.35
2018-09-23,87,85.0,,0.85,73.95
2018-09-24,84,85.0,,0.85,71.39999999999999
2018-09-25,86,85.0,,0.85,73.1
2018-09-26,93,85.0,,0.85,79.05
2018-09-27,81,85.0,,0.85,68.85
2018-09-28,79,85.0,,0.85,67.14999999999999
2018-09-29,96,85.0,,0.85,81.6
2018-09-30,83,85.0,,0.85,70.55
2018-10-01,67,83.0,False,0.83,55.61
2018-10-02,75,83.0,,0.83,62.25
2018-10-03,68,83.0,,0.83,56.44
2018-10-04,67,83.0,,0.83,55.61
2018-10-05,64,83.0,,0.83,53.12
2018-10-06,71,83.0,,0.83,58.93
2018-10-07,69,83.0,,0.83,57.269999999999996
2018-10-08,70,83.0,,0.83,58.099999999999994
2018-10-09,69,83.0,,0.83,57.269999999999996
2018-10-10,68,83.0,,0.83,56.44
2018-10-11,69,83.0,,0.83,57.269999999999996
2018-10-12,67,83.0,,0.83,55.61
2018-10-13,66,83.0,,0.83,54.779999999999994
2018-10-14,69,83.0,,0.83,57.269999999999996
2018-10-15,70,83.0,,0.83,58.099999999999994
2018-10-16,69,83.0,,0.83,57.269999999999996
2018-10-17,67,83.0,,0.83,55.61
2018-10-18,68,83.0,,0.83,56.44
2018-10-19,65,83.0,,0.83,53.949999999999996
2018-10-20,73,83.0,,0.83,60.589999999999996
2018-10-21,71,83.0,,0.83,58.93
2018-10-22,71,83.0,,0.83,58.93
2018-10-23,73,83.0,,0.83,60.589999999999996
2018-10-24,68,83.0,,0.83,56.44
2018-10-25,69,83.0,,0.83,57.269999999999996
2018-10-26,66,83.0,,0.83,54.779999999999994
2018-10-27,69,83.0,,0.83,57.269999999999996
2018-10-28,100,83.0,,0.83,83.0
2018-10-29,75,83.0,,0.83,62.25
2018-10-30,73,83.0,,0.83,60.589999999999996
2018-10-31,72,83.0,,0.83,59.76
2018-11-01,92,78.0,False,0.78,71.76
2018-11-02,92,78.0,,0.78,71.76
2018-11-03,100,78.0,,0.78,78.0
2018-11-04,96,78.0,,0.78,74.88
2018-11-05,98,78.0,,0.78,76.44
2018-11-06,97,78.0,,0.78,75.66
2018-11-07,95,78.0,,0.78,74.10000000000001
2018-11-08,90,78.0,,0.78,70.2
2018-11-09,88,78.0,,0.78,68.64
2018-11-10,88,78.0,,0.78,68.64
2018-11-11,100,78.0,,0.78,78.0
2018-11-12,94,78.0,,0.78,73.32000000000001
2018-11-13,93,78.0,,0.78,72.54
2018-11-14,92,78.0,,0.78,71.76
2018-11-15,87,78.0,,0.78,67.86
2018-11-16,80,78.0,,0.78,62.400000000000006
2018-11-17,84,78.0,,0.78,65.52
2018-11-18,89,78.0,,0.78,69.42
2018-11-19,89,78.0,,0.78,69.42
2018-11-20,87,78.0,,0.78,67.86
2018-11-21,82,78.0,,0.78,63.96
2018-11-22,79,78.0,,0.78,61.620000000000005
2018-11-23,77,78.0,,0.78,60.06
2018-11-24,95,78.0,,0.78,74.10000000000001
2018-11-25,91,78.0,,0.78,70.98
2018-11-26,92,78.0,,0.78,71.76
2018-11-27,97,78.0,,0.78,75.66
2018-11-28,93,78.0,,0.78,72.54
2018-11-29,91,78.0,,0.78,70.98
2018-11-30,88,78.0,,0.78,68.64
2018-12-01,100,81.0,False,0.81,81.0
2018-12-02,97,81.0,,0.81,78.57000000000001
2018-12-03,98,81.0,,0.81,79.38000000000001
2018-12-04,96,81.0,,0.81,77.76
2018-12-05,91,81.0,,0.81,73.71000000000001
2018-12-06,96,81.0,,0.81,77.76
2018-12-07,91,81.0,,0.81,73.71000000000001
2018-12-08,90,81.0,,0.81,72.9
2018-12-09,99,81.0,,0.81,80.19000000000001
2018-12-10,92,81.0,,0.81,74.52000000000001
2018-12-11,93,81.0,,0.81,75.33
2018-12-12,100,81.0,,0.81,81.0
2018-12-13,94,81.0,,0.81,76.14
2018-12-14,88,81.0,,0.81,71.28
2018-12-15,96,81.0,,0.81,77.76
2018-12-16,90,81.0,,0.81,72.9
2018-12-17,93,81.0,,0.81,75.33
2018-12-18,90,81.0,,0.81,72.9
2018-12-19,98,81.0,,0.81,79.38000000000001
2018-12-20,90,81.0,,0.81,72.9
2018-12-21,88,81.0,,0.81,71.28
2018-12-22,95,81.0,,0.81,76.95
2018-12-23,85,81.0,,0.81,68.85000000000001
2018-12-24,87,81.0,,0.81,70.47
2018-12-25,88,81.0,,0.81,71.28
2018-12-26,91,81.0,,0.81,73.71000000000001
2018-12-27,98,81.0,,0.81,79.38000000000001
2018-12-28,99,81.0,,0.81,80.19000000000001
2018-12-29,93,81.0,,0.81,75.33
2018-12-30,92,81.0,,0.81,74.52000000000001
2018-12-31,94,81.0,,0.81,76.14
2019-01-01,86,87.0,False,0.87,74.82
2019-01-02,91,87.0,,0.87,79.17
2019-01-03,96,87.0,,0.87,83.52
2019-01-04,90,87.0,,0.87,78.3
2019-01-05,87,87.0,,0.87,75.69
2019-01-06,94,87.0,,0.87,81.78
2019-01-07,86,87.0,,0.87,74.82
2019-01-08,84,87.0,,0.87,73.08
2019-01-09,90,87.0,,0.87,78.3
2019-01-10,86,87.0,,0.87,74.82
2019-01-11,84,87.0,,0.87,73.08
2019-01-12,87,87.0,,0.87,75.69
2019-01-13,96,87.0,,0.87,83.52
2019-01-14,93,87.0,,0.87,80.91
2019-01-15,87,87.0,,0.87,75.69
2019-01-16,90,87.0,,0.87,78.3
2019-01-17,89,87.0,,0.87,77.42999999999999
2019-01-18,81,87.0,,0.87,70.47
2019-01-19,91,87.0,,0.87,79.17
2019-01-20,90,87.0,,0.87,78.3
2019-01-21,83,87.0,,0.87,72.21
2019-01-22,86,87.0,,0.87,74.82
2019-01-23,87,87.0,,0.87,75.69
2019-01-24,93,87.0,,0.87,80.91
2019-01-25,84,87.0,,0.87,73.08
2019-01-26,87,87.0,,0.87,75.69
2019-01-27,100,87.0,,0.87,87.0
2019-01-28,87,87.0,,0.87,75.69
2019-01-29,85,87.0,,0.87,73.95
2019-01-30,89,87.0,,0.87,77.42999999999999
2019-01-31,91,87.0,,0.87,79.17
2019-02-01,70,89.0,False,0.89,62.300000000000004
2019-02-02,74,89.0,,0.89,65.86
2019-02-03,80,89.0,,0.89,71.2
2019-02-04,70,89.0,,0.89,62.300000000000004
2019-02-05,73,89.0,,0.89,64.97
2019-02-06,100,89.0,,0.89,89.0
2019-02-07,76,89.0,,0.89,67.64
2019-02-08,71,89.0,,0.89,63.19
2019-02-09,83,89.0,,0.89,73.87
2019-02-10,77,89.0,,0.89,68.53
2019-02-11,72,89.0,,0.89,64.08
2019-02-12,71,89.0,,0.89,63.19
2019-02-13,82,89.0,,0.89,72.98
2019-02-14,69,89.0,,0.89,61.410000000000004
2019-02-15,67,89.0,,0.89,59.63
2019-02-16,70,89.0,,0.89,62.300000000000004
2019-02-17,82,89.0,,0.89,72.98
2019-02-18,73,89.0,,0.89,64.97
2019-02-19,70,89.0,,0.89,62.300000000000004
2019-02-20,70,89.0,,0.89,62.300000000000004
2019-02-21,72,89.0,,0.89,64.08
2019-02-22,68,89.0,,0.89,60.52
2019-02-23,74,89.0,,0.89,65.86
2019-02-24,83,89.0,,0.89,73.87
2019-02-25,74,89.0,,0.89,65.86
2019-02-26,74,89.0,,0.89,65.86
2019-02-27,100,89.0,,0.89,89.0
2019-02-28,79,89.0,,0.89,70.31
2019-03-01,74,88.0,False,0.88,65.12
2019-03-02,100,88.0,,0.88,88.0
2019-03-03,78,88.0,,0.88,68.64
2019-03-04,78,88.0,,0.88,68.64
2019-03-05,93,88.0,,0.88,81.84
2019-03-06,82,88.0,,0.88,72.16
2019-03-07,74,88.0,,0.88,65.12
2019-03-08,70,88.0,,0.88,61.6
2019-03-09,71,88.0,,0.88,62.48
2019-03-10,80,88.0,,0.88,70.4
2019-03-11,80,88.0,,0.88,70.4
2019-03-12,74,88.0,,0.88,65.12
2019-03-13,71,88.0,,0.88,62.48
2019-03-14,72,88.0,,0.88,63.36
2019-03-15,68,88.0,,0.88,59.84
2019-03-16,80,88.0,,0.88,70.4
2019-03-17,78,88.0,,0.88,68.64
2019-03-18,76,88.0,,0.88,66.88
2019-03-19,74,88.0,,0.88,65.12
2019-03-20,74,88.0,,0.88,65.12
2019-03-21,71,88.0,,0.88,62.48
2019-03-22,68,88.0,,0.88,59.84
2019-03-23,69,88.0,,0.88,60.72
2019-03-24,73,88.0,,0.88,64.24
2019-03-25,75,88.0,,0.88,66.0
2019-03-26,73,88.0,,0.88,64.24
2019-03-27,75,88.0,,0.88,66.0
2019-03-28,74,88.0,,0.88,65.12
2019-03-29,73,88.0,,0.88,64.24
2019-03-30,73,88.0,,0.88,64.24
2019-03-31,86,88.0,,0.88,75.68
2019-04-01,96,84.0,False,0.84,80.64
2019-04-02,94,84.0,,0.84,78.96
2019-04-03,100,84.0,,0.84,84.0
2019-04-04,91,84.0,,0.84,76.44
2019-04-05,88,84.0,,0.84,73.92
2019-04-06,94,84.0,,0.84,78.96
2019-04-07,89,84.0,,0.84,74.75999999999999
2019-04-08,94,84.0,,0.84,78.96
2019-04-09,88,84.0,,0.84,73.92
2019-04-10,92,84.0,,0.84,77.28
2019-04-11,92,84.0,,0.84,77.28
2019-04-12,87,84.0,,0.84,73.08
2019-04-13,88,84.0,,0.84,73.92
2019-04-14,96,84.0,,0.84,80.64
2019-04-15,95,84.0,,0.84,79.8
2019-04-16,88,84.0,,0.84,73.92
2019-04-17,88,84.0,,0.84,73.92
2019-04-18,87,84.0,,0.84,73.08
2019-04-19,87,84.0,,0.84,73.08
2019-04-20,90,84.0,,0.84,75.6
2019-04-21,94,84.0,,0.84,78.96
2019-04-22,93,84.0,,0.84,78.11999999999999
2019-04-23,93,84.0,,0.84,78.11999999999999
2019-04-24,90,84.0,,0.84,75.6
2019-04-25,93,84.0,,0.84,78.11999999999999
2019-04-26,84,84.0,,0.84,70.56
2019-04-27,86,84.0,,0.84,72.24
2019-04-28,94,84.0,,0.84,78.96
2019-04-29,90,84.0,,0.84,75.6
2019-04-30,92,84.0,,0.84,77.28
2019-05-01,95,84.0,False,0.84,79.8
2019-05-02,93,84.0,,0.84,78.11999999999999
2019-05-03,93,84.0,,0.84,78.11999999999999
2019-05-04,92,84.0,,0.84,77.28
2019-05-05,100,84.0,,0.84,84.0
2019-05-06,96,84.0,,0.84,80.64
2019-05-07,93,84.0,,0.84,78.11999999999999
2019-05-08,92,84.0,,0.84,77.28
2019-05-09,93,84.0,,0.84,78.11999999999999
2019-05-10,87,84.0,,0.84,73.08
2019-05-11,93,84.0,,0.84,78.11999999999999
2019-05-12,100,84.0,,0.84,84.0
2019-05-13,97,84.0,,0.84,81.48
2019-05-14,96,84.0,,0.84,80.64
2019-05-15,94,84.0,,0.84,78.96
2019-05-16,93,84.0,,0.84,78.11999999999999
2019-05-17,89,84.0,,0.84,74.75999999999999
2019-05-18,90,84.0,,0.84,75.6
2019-05-19,98,84.0,,0.84,82.32
2019-05-20,93,84.0,,0.84,78.11999999999999
2019-05-21,93,84.0,,0.84,78.11999999999999
2019-05-22,95,84.0,,0.84,79.8
2019-05-23,91,84.0,,0.84,76.44
2019-05-24,90,84.0,,0.84,75.6
2019-05-25,90,84.0,,0.84,75.6
2019-05-26,92,84.0,,0.84,77.28
2019-05-27,97,84.0,,0.84,81.48
2019-05-28,96,84.0,,0.84,80.64
2019-05-29,96,84.0,,0.84,80.64
2019-05-30,96,84.0,,0.84,80.64
2019-05-31,91,84.0,,0.84,76.44
2019-06-01,91,84.0,False,0.84,76.44
2019-06-02,99,84.0,,0.84,83.16
2019-06-03,96,84.0,,0.84,80.64
2019-06-04,97,84.0,,0.84,81.48
2019-06-05,100,84.0,,0.84,84.0
2019-06-06,97,84.0,,0.84,81.48
2019-06-07,100,84.0,,0.84,84.0
2019-06-08,94,84.0,,0.84,78.96
2019-06-09,96,84.0,,0.84,80.64
2019-06-10,93,84.0,,0.84,78.11999999999999
2019-06-11,90,84.0,,0.84,75.6
2019-06-12,91,84.0,,0.84,76.44
2019-06-13,91,84.0,,0.84,76.44
2019-06-14,87,84.0,,0.84,73.08
2019-06-15,93,84.0,,0.84,78.11999999999999
2019-06-16,92,84.0,,0.84,77.28
2019-06-17,90,84.0,,0.84,75.6
2019-06-18,93,84.0,,0.84,78.11999999999999
2019-06-19,89,84.0,,0.84,74.75999999999999
2019-06-20,91,84.0,,0.84,76.44
2019-06-21,90,84.0,,0.84,75.6
2019-06-22,87,84.0,,0.84,73.08
2019-06-23,95,84.0,,0.84,79.8
2019-06-24,91,84.0,,0.84,76.44
2019-06-25,92,84.0,,0.84,77.28
2019-06-26,89,84.0,,0.84,74.75999999999999
2019-06-27,93,84.0,,0.84,78.11999999999999
2019-06-28,90,84.0,,0.84,75.6
2019-06-29,88,84.0,,0.84,73.92
2019-06-30,93,84.0,,0.84,78.11999999999999
2019-07-01,77,89.0,False,0.89,68.53
2019-07-02,79,89.0,,0.89,70.31
2019-07-03,75,89.0,,0.89,66.75
2019-07-04,71,89.0,,0.89,63.19
2019-07-05,74,89.0,,0.89,65.86
2019-07-06,78,89.0,,0.89,69.42
2019-07-07,79,89.0,,0.89,70.31
2019-07-08,80,89.0,,0.89,71.2
2019-07-09,81,89.0,,0.89,72.09
2019-07-10,81,89.0,,0.89,72.09
2019-07-11,79,89.0,,0.89,70.31
2019-07-12,78,89.0,,0.89,69.42
2019-07-13,78,89.0,,0.89,69.42
2019-07-14,81,89.0,,0.89,72.09
2019-07-15,80,89.0,,0.89,71.2
2019-07-16,80,89.0,,0.89,71.2
2019-07-17,81,89.0,,0.89,72.09
2019-07-18,79,89.0,,0.89,70.31
2019-07-19,79,89.0,,0.89,70.31
2019-07-20,83,89.0,,0.89,73.87
2019-07-21,92,89.0,,0.89,81.88
2019-07-22,83,89.0,,0.89,73.87
2019-07-23,87,89.0,,0.89,77.43
2019-07-24,86,89.0,,0.89,76.54
2019-07-25,82,89.0,,0.89,72.98
2019-07-26,83,89.0,,0.89,73.87
2019-07-27,100,89.0,,0.89,89.0
2019-07-28,83,89.0,,0.89,73.87
2019-07-29,83,89.0,,0.89,73.87
2019-07-30,91,89.0,,0.89,80.99
2019-07-31,84,89.0,,0.89,74.76
2019-08-01,91,83.0,False,0.83,75.53
2019-08-02,88,83.0,,0.83,73.03999999999999
2019-08-03,86,83.0,,0.83,71.38
2019-08-04,90,83.0,,0.83,74.7
2019-08-05,90,83.0,,0.83,74.7
2019-08-06,88,83.0,,0.83,73.03999999999999
2019-08-07,95,83.0,,0.83,78.85
2019-08-08,89,83.0,,0.83,73.86999999999999
2019-08-09,87,83.0,,0.83,72.21
2019-08-10,89,83.0,,0.83,73.86999999999999
2019-08-11,100,83.0,,0.83,83.0
2019-08-12,95,83.0,,0.83,78.85
2019-08-13,90,83.0,,0.83,74.7
2019-08-14,92,83.0,,0.83,76.36
2019-08-15,85,83.0,,0.83,70.55
2019-08-16,86,83.0,,0.83,71.38
2019-08-17,99,83.0,,0.83,82.17
2019-08-18,92,83.0,,0.83,76.36
2019-08-19,92,83.0,,0.83,76.36
2019-08-20,91,83.0,,0.83,75.53
2019-08-21,90,83.0,,0.83,74.7
2019-08-22,91,83.0,,0.83,75.53
2019-08-23,88,83.0,,0.83,73.03999999999999
2019-08-24,97,83.0,,0.83,80.50999999999999
2019-08-25,91,83.0,,0.83,75.53
2019-08-26,87,83.0,,0.83,72.21
2019-08-27,87,83.0,,0.83,72.21
2019-08-28,84,83.0,,0.83,69.72
2019-08-29,85,83.0,,0.83,70.55
2019-08-30,78,83.0,,0.83,64.74
2019-08-31,80,83.0,,0.83,66.39999999999999
2019-09-01,90,86.0,False,0.86,77.4
2019-09-02,84,86.0,,0.86,72.24
2019-09-03,82,86.0,,0.86,70.52
2019-09-04,82,86.0,,0.86,70.52
2019-09-05,81,86.0,,0.86,69.66
