date,TWTR_unscaled,TWTR_monthly,isPartial,scale,TWTR
2017-12-26,39,27.0,,0.27,10.530000000000001
2017-12-27,46,27.0,,0.27,12.420000000000002
2017-12-28,43,27.0,,0.27,11.610000000000001
2017-12-29,38,27.0,,0.27,10.260000000000002
2017-12-30,8,27.0,,0.27,2.16
2017-12-31,14,27.0,,0.27,3.7800000000000002
2018-01-01,10,33.0,False,0.33,3.3000000000000003
2018-01-02,79,33.0,,0.33,26.07
2018-01-03,55,33.0,,0.33,18.150000000000002
2018-01-04,64,33.0,,0.33,21.12
2018-01-05,65,33.0,,0.33,21.45
2018-01-06,18,33.0,,0.33,5.94
2018-01-07,8,33.0,,0.33,2.64
2018-01-08,58,33.0,,0.33,19.14
2018-01-09,47,33.0,,0.33,15.510000000000002
2018-01-10,48,33.0,,0.33,15.84
2018-01-11,70,33.0,,0.33,23.1
2018-01-12,96,33.0,,0.33,31.68
2018-01-13,20,33.0,,0.33,6.6000000000000005
2018-01-14,20,33.0,,0.33,6.6000000000000005
2018-01-15,30,33.0,,0.33,9.9
2018-01-16,54,33.0,,0.33,17.82
2018-01-17,60,33.0,,0.33,19.8
2018-01-18,42,33.0,,0.33,13.860000000000001
2018-01-19,54,33.0,,0.33,17.82
2018-01-20,8,33.0,,0.33,2.64
2018-01-21,8,33.0,,0.33,2.64
2018-01-22,54,33.0,,0.33,17.82
2018-01-23,85,33.0,,0.33,28.05
2018-01-24,55,33.0,,0.33,18.150000000000002
2018-01-25,76,33.0,,0.33,25.080000000000002
2018-01-26,99,33.0,,0.33,32.67
2018-01-27,44,33.0,,0.33,14.520000000000001
2018-01-28,22,33.0,,0.33,7.260000000000001
2018-01-29,93,33.0,,0.33,30.69
2018-01-30,94,33.0,,0.33,31.020000000000003
2018-01-31,100,33.0,,0.33,33.0
2018-02-01,23,52.0,False,0.52,11.96
2018-02-02,22,52.0,,0.52,11.440000000000001
2018-02-03,5,52.0,,0.52,2.6
2018-02-04,3,52.0,,0.52,1.56
2018-02-05,14,52.0,,0.52,7.28
2018-02-06,24,52.0,,0.52,12.48
2018-02-07,32,52.0,,0.52,16.64
2018-02-08,100,52.0,,0.52,52.0
2018-02-09,56,52.0,,0.52,29.12
2018-02-10,10,52.0,,0.52,5.2
2018-02-11,4,52.0,,0.52,2.08
2018-02-12,25,52.0,,0.52,13.0
2018-02-13,33,52.0,,0.52,17.16
2018-02-14,27,52.0,,0.52,14.040000000000001
2018-02-15,23,52.0,,0.52,11.96
2018-02-16,22,52.0,,0.52,11.440000000000001
2018-02-17,8,52.0,,0.52,4.16
2018-02-18,2,52.0,,0.52,1.04
2018-02-19,5,52.0,,0.52,2.6
2018-02-20,19,52.0,,0.52,9.88
2018-02-21,15,52.0,,0.52,7.800000000000001
2018-02-22,16,52.0,,0.52,8.32
2018-02-23,18,52.0,,0.52,9.36
2018-02-24,4,52.0,,0.52,2.08
2018-02-25,2,52.0,,0.52,1.04
2018-02-26,14,52.0,,0.52,7.28
2018-02-27,14,52.0,,0.52,7.28
2018-02-28,15,52.0,,0.52,7.800000000000001
2018-03-01,37,41.0,False,0.41,15.17
2018-03-02,45,41.0,,0.41,18.45
2018-03-03,16,41.0,,0.41,6.56
2018-03-04,6,41.0,,0.41,2.46
2018-03-05,48,41.0,,0.41,19.68
2018-03-06,44,41.0,,0.41,18.04
2018-03-07,55,41.0,,0.41,22.549999999999997
2018-03-08,50,41.0,,0.41,20.5
2018-03-09,60,41.0,,0.41,24.599999999999998
2018-03-10,8,41.0,,0.41,3.28
2018-03-11,7,41.0,,0.41,2.8699999999999997
2018-03-12,42,41.0,,0.41,17.22
2018-03-13,44,41.0,,0.41,18.04
2018-03-14,76,41.0,,0.41,31.159999999999997
2018-03-15,57,41.0,,0.41,23.369999999999997
2018-03-16,29,41.0,,0.41,11.889999999999999
2018-03-17,11,41.0,,0.41,4.51
2018-03-18,9,41.0,,0.41,3.69
2018-03-19,45,41.0,,0.41,18.45
2018-03-20,99,41.0,,0.41,40.589999999999996
2018-03-21,77,41.0,,0.41,31.569999999999997
2018-03-22,60,41.0,,0.41,24.599999999999998
2018-03-23,63,41.0,,0.41,25.83
2018-03-24,17,41.0,,0.41,6.97
2018-03-25,11,41.0,,0.41,4.51
2018-03-26,54,41.0,,0.41,22.139999999999997
2018-03-27,100,41.0,,0.41,41.0
2018-03-28,78,41.0,,0.41,31.979999999999997
2018-03-29,51,41.0,,0.41,20.91
2018-03-30,18,41.0,,0.41,7.38
2018-03-31,10,41.0,,0.41,4.1
2018-04-01,6,42.0,False,0.42,2.52
2018-04-02,29,42.0,,0.42,12.18
2018-04-03,32,42.0,,0.42,13.44
2018-04-04,27,42.0,,0.42,11.34
2018-04-05,30,42.0,,0.42,12.6
2018-04-06,28,42.0,,0.42,11.76
2018-04-07,5,42.0,,0.42,2.1
2018-04-08,2,42.0,,0.42,0.84
2018-04-09,22,42.0,,0.42,9.24
2018-04-10,30,42.0,,0.42,12.6
2018-04-11,36,42.0,,0.42,15.12
2018-04-12,32,42.0,,0.42,13.44
2018-04-13,23,42.0,,0.42,9.66
2018-04-14,8,42.0,,0.42,3.36
2018-04-15,2,42.0,,0.42,0.84
2018-04-16,20,42.0,,0.42,8.4
2018-04-17,55,42.0,,0.42,23.099999999999998
2018-04-18,46,42.0,,0.42,19.32
2018-04-19,31,42.0,,0.42,13.02
2018-04-20,44,42.0,,0.42,18.48
2018-04-21,13,42.0,,0.42,5.46
2018-04-22,4,42.0,,0.42,1.68
2018-04-23,33,42.0,,0.42,13.86
2018-04-24,38,42.0,,0.42,15.959999999999999
2018-04-25,100,42.0,,0.42,42.0
2018-04-26,52,42.0,,0.42,21.84
2018-04-27,38,42.0,,0.42,15.959999999999999
2018-04-28,10,42.0,,0.42,4.2
2018-04-29,8,42.0,,0.42,3.36
2018-04-30,39,42.0,,0.42,16.38
2018-05-01,100,31.0,False,0.31,31.0
2018-05-02,94,31.0,,0.31,29.14
2018-05-03,73,31.0,,0.31,22.63
2018-05-04,91,31.0,,0.31,28.21
2018-05-05,18,31.0,,0.31,5.58
2018-05-06,16,31.0,,0.31,4.96
2018-05-07,70,31.0,,0.31,21.7
2018-05-08,95,31.0,,0.31,29.45
2018-05-09,70,31.0,,0.31,21.7
2018-05-10,90,31.0,,0.31,27.9
2018-05-11,79,31.0,,0.31,24.49
2018-05-12,15,31.0,,0.31,4.65
2018-05-13,13,31.0,,0.31,4.03
2018-05-14,83,31.0,,0.31,25.73
2018-05-15,71,31.0,,0.31,22.01
2018-05-16,54,31.0,,0.31,16.74
2018-05-17,55,31.0,,0.31,17.05
2018-05-18,81,31.0,,0.31,25.11
2018-05-19,18,31.0,,0.31,5.58
2018-05-20,8,31.0,,0.31,2.48
2018-05-21,61,31.0,,0.31,18.91
2018-05-22,77,31.0,,0.31,23.87
2018-05-23,60,31.0,,0.31,18.6
2018-05-24,71,31.0,,0.31,22.01
2018-05-25,57,31.0,,0.31,17.669999999999998
2018-05-26,12,31.0,,0.31,3.7199999999999998
2018-05-27,5,31.0,,0.31,1.55
2018-05-28,25,31.0,,0.31,7.75
2018-05-29,68,31.0,,0.31,21.08
2018-05-30,75,31.0,,0.31,23.25
2018-05-31,67,31.0,,0.31,20.77
2018-06-01,45,57.0,False,0.57,25.65
2018-06-02,9,57.0,,0.57,5.13
2018-06-03,10,57.0,,0.57,5.699999999999999
2018-06-04,66,57.0,,0.57,37.62
2018-06-05,100,57.0,,0.57,56.99999999999999
2018-06-06,90,57.0,,0.57,51.3
2018-06-07,54,57.0,,0.57,30.779999999999998
2018-06-08,61,57.0,,0.57,34.769999999999996
2018-06-09,17,57.0,,0.57,9.69
2018-06-10,14,57.0,,0.57,7.9799999999999995
2018-06-11,58,57.0,,0.57,33.059999999999995
2018-06-12,86,57.0,,0.57,49.019999999999996
2018-06-13,83,57.0,,0.57,47.309999999999995
2018-06-14,79,57.0,,0.57,45.029999999999994
2018-06-15,88,57.0,,0.57,50.16
2018-06-16,11,57.0,,0.57,6.27
2018-06-17,14,57.0,,0.57,7.9799999999999995
2018-06-18,57,57.0,,0.57,32.489999999999995
2018-06-19,66,57.0,,0.57,37.62
2018-06-20,61,57.0,,0.57,34.769999999999996
2018-06-21,63,57.0,,0.57,35.91
2018-06-22,50,57.0,,0.57,28.499999999999996
2018-06-23,6,57.0,,0.57,3.42
2018-06-24,5,57.0,,0.57,2.8499999999999996
2018-06-25,41,57.0,,0.57,23.369999999999997
2018-06-26,43,57.0,,0.57,24.509999999999998
2018-06-27,43,57.0,,0.57,24.509999999999998
2018-06-28,52,57.0,,0.57,29.639999999999997
2018-06-29,45,57.0,,0.57,25.65
2018-06-30,14,57.0,,0.57,7.9799999999999995
2018-07-01,2,62.0,False,0.62,1.24
2018-07-02,13,62.0,,0.62,8.06
2018-07-03,18,62.0,,0.62,11.16
2018-07-04,4,62.0,,0.62,2.48
2018-07-05,12,62.0,,0.62,7.4399999999999995
2018-07-06,13,62.0,,0.62,8.06
2018-07-07,4,62.0,,0.62,2.48
2018-07-08,3,62.0,,0.62,1.8599999999999999
2018-07-09,33,62.0,,0.62,20.46
2018-07-10,28,62.0,,0.62,17.36
2018-07-11,20,62.0,,0.62,12.4
2018-07-12,22,62.0,,0.62,13.64
2018-07-13,20,62.0,,0.62,12.4
2018-07-14,5,62.0,,0.62,3.1
2018-07-15,2,62.0,,0.62,1.24
2018-07-16,17,62.0,,0.62,10.54
2018-07-17,13,62.0,,0.62,8.06
2018-07-18,20,62.0,,0.62,12.4
2018-07-19,17,62.0,,0.62,10.54
2018-07-20,13,62.0,,0.62,8.06
2018-07-21,4,62.0,,0.62,2.48
2018-07-22,3,62.0,,0.62,1.8599999999999999
2018-07-23,15,62.0,,0.62,9.3
2018-07-24,18,62.0,,0.62,11.16
2018-07-25,26,62.0,,0.62,16.12
2018-07-26,36,62.0,,0.62,22.32
2018-07-27,100,62.0,,0.62,62.0
2018-07-28,20,62.0,,0.62,12.4
2018-07-29,5,62.0,,0.62,3.1
2018-07-30,44,62.0,,0.62,27.28
2018-07-31,37,62.0,,0.62,22.94
2018-08-01,100,47.0,False,0.47,47.0
2018-08-02,83,47.0,,0.47,39.01
2018-08-03,69,47.0,,0.47,32.43
2018-08-04,15,47.0,,0.47,7.05
2018-08-05,11,47.0,,0.47,5.17
2018-08-06,75,47.0,,0.47,35.25
2018-08-07,75,47.0,,0.47,35.25
2018-08-08,74,47.0,,0.47,34.78
2018-08-09,56,47.0,,0.47,26.32
2018-08-10,56,47.0,,0.47,26.32
2018-08-11,18,47.0,,0.47,8.459999999999999
2018-08-12,9,47.0,,0.47,4.2299999999999995
2018-08-13,80,47.0,,0.47,37.599999999999994
2018-08-14,64,47.0,,0.47,30.08
2018-08-15,61,47.0,,0.47,28.669999999999998
2018-08-16,58,47.0,,0.47,27.259999999999998
2018-08-17,41,47.0,,0.47,19.27
2018-08-18,6,47.0,,0.47,2.82
2018-08-19,5,47.0,,0.47,2.3499999999999996
2018-08-20,37,47.0,,0.47,17.39
2018-08-21,51,47.0,,0.47,23.97
2018-08-22,53,47.0,,0.47,24.91
2018-08-23,42,47.0,,0.47,19.74
2018-08-24,45,47.0,,0.47,21.15
2018-08-25,7,47.0,,0.47,3.29
2018-08-26,6,47.0,,0.47,2.82
2018-08-27,49,47.0,,0.47,23.029999999999998
2018-08-28,66,47.0,,0.47,31.02
2018-08-29,44,47.0,,0.47,20.68
2018-08-30,45,47.0,,0.47,21.15
2018-08-31,49,47.0,,0.47,23.029999999999998
2018-09-01,12,33.0,False,0.33,3.96
2018-09-02,8,33.0,,0.33,2.64
2018-09-03,13,33.0,,0.33,4.29
2018-09-04,57,33.0,,0.33,18.810000000000002
2018-09-05,100,33.0,,0.33,33.0
2018-09-06,84,33.0,,0.33,27.720000000000002
2018-09-07,95,33.0,,0.33,31.35
2018-09-08,17,33.0,,0.33,5.61
2018-09-09,10,33.0,,0.33,3.3000000000000003
2018-09-10,45,33.0,,0.33,14.850000000000001
2018-09-11,66,33.0,,0.33,21.78
2018-09-12,79,33.0,,0.33,26.07
2018-09-13,56,33.0,,0.33,18.48
2018-09-14,67,33.0,,0.33,22.11
2018-09-15,11,33.0,,0.33,3.6300000000000003
2018-09-16,9,33.0,,0.33,2.97
2018-09-17,67,33.0,,0.33,22.11
2018-09-18,65,33.0,,0.33,21.45
2018-09-19,53,33.0,,0.33,17.490000000000002
2018-09-20,48,33.0,,0.33,15.84
2018-09-21,49,33.0,,0.33,16.17
2018-09-22,17,33.0,,0.33,5.61
2018-09-23,9,33.0,,0.33,2.97
2018-09-24,52,33.0,,0.33,17.16
2018-09-25,48,33.0,,0.33,15.84
2018-09-26,41,33.0,,0.33,13.530000000000001
2018-09-27,43,33.0,,0.33,14.190000000000001
2018-09-28,44,33.0,,0.33,14.520000000000001
2018-09-29,7,33.0,,0.33,2.31
2018-09-30,14,33.0,,0.33,4.62
2018-10-01,30,36.0,False,0.36,10.799999999999999
2018-10-02,27,36.0,,0.36,9.719999999999999
2018-10-03,35,36.0,,0.36,12.6
2018-10-04,27,36.0,,0.36,9.719999999999999
2018-10-05,26,36.0,,0.36,9.36
2018-10-06,7,36.0,,0.36,2.52
2018-10-07,3,36.0,,0.36,1.08
2018-10-08,20,36.0,,0.36,7.199999999999999
2018-10-09,26,36.0,,0.36,9.36
2018-10-10,43,36.0,,0.36,15.479999999999999
2018-10-11,37,36.0,,0.36,13.32
2018-10-12,33,36.0,,0.36,11.879999999999999
2018-10-13,7,36.0,,0.36,2.52
2018-10-14,6,36.0,,0.36,2.16
2018-10-15,27,36.0,,0.36,9.719999999999999
2018-10-16,40,36.0,,0.36,14.399999999999999
2018-10-17,30,36.0,,0.36,10.799999999999999
2018-10-18,26,36.0,,0.36,9.36
2018-10-19,28,36.0,,0.36,10.08
2018-10-20,6,36.0,,0.36,2.16
2018-10-21,5,36.0,,0.36,1.7999999999999998
2018-10-22,32,36.0,,0.36,11.52
2018-10-23,28,36.0,,0.36,10.08
2018-10-24,39,36.0,,0.36,14.04
2018-10-25,100,36.0,,0.36,36.0
2018-10-26,62,36.0,,0.36,22.32
2018-10-27,16,36.0,,0.36,5.76
2018-10-28,3,36.0,,0.36,1.08
2018-10-29,30,36.0,,0.36,10.799999999999999
2018-10-30,46,36.0,,0.36,16.56
2018-10-31,46,36.0,,0.36,16.56
2018-11-01,100,25.0,False,0.25,25.0
2018-11-02,73,25.0,,0.25,18.25
2018-11-03,24,25.0,,0.25,6.0
2018-11-04,13,25.0,,0.25,3.25
2018-11-05,75,25.0,,0.25,18.75
2018-11-06,63,25.0,,0.25,15.75
2018-11-07,77,25.0,,0.25,19.25
2018-11-08,68,25.0,,0.25,17.0
2018-11-09,48,25.0,,0.25,12.0
2018-11-10,5,25.0,,0.25,1.25
2018-11-11,10,25.0,,0.25,2.5
2018-11-12,61,25.0,,0.25,15.25
2018-11-13,66,25.0,,0.25,16.5
2018-11-14,61,25.0,,0.25,15.25
2018-11-15,58,25.0,,0.25,14.5
2018-11-16,57,25.0,,0.25,14.25
2018-11-17,14,25.0,,0.25,3.5
2018-11-18,17,25.0,,0.25,4.25
2018-11-19,56,25.0,,0.25,14.0
2018-11-20,83,25.0,,0.25,20.75
2018-11-21,55,25.0,,0.25,13.75
2018-11-22,12,25.0,,0.25,3.0
2018-11-23,32,25.0,,0.25,8.0
2018-11-24,10,25.0,,0.25,2.5
2018-11-25,16,25.0,,0.25,4.0
2018-11-26,55,25.0,,0.25,13.75
2018-11-27,42,25.0,,0.25,10.5
2018-11-28,60,25.0,,0.25,15.0
2018-11-29,87,25.0,,0.25,21.75
2018-11-30,57,25.0,,0.25,14.25
2018-12-01,13,23.0,False,0.23,2.99
2018-12-02,16,23.0,,0.23,3.68
2018-12-03,73,23.0,,0.23,16.79
2018-12-04,87,23.0,,0.23,20.01
2018-12-05,27,23.0,,0.23,6.21
2018-12-06,56,23.0,,0.23,12.88
2018-12-07,58,23.0,,0.23,13.34
2018-12-08,17,23.0,,0.23,3.91
2018-12-09,5,23.0,,0.23,1.1500000000000001
2018-12-10,62,23.0,,0.23,14.26
2018-12-11,77,23.0,,0.23,17.71
2018-12-12,73,23.0,,0.23,16.79
2018-12-13,71,23.0,,0.23,16.330000000000002
2018-12-14,54,23.0,,0.23,12.42
2018-12-15,13,23.0,,0.23,2.99
2018-12-16,13,23.0,,0.23,2.99
2018-12-17,85,23.0,,0.23,19.55
2018-12-18,59,23.0,,0.23,13.57
2018-12-19,61,23.0,,0.23,14.030000000000001
2018-12-20,100,23.0,,0.23,23.0
2018-12-21,69,23.0,,0.23,15.870000000000001
2018-12-22,37,23.0,,0.23,8.51
2018-12-23,8,23.0,,0.23,1.84
2018-12-24,64,23.0,,0.23,14.72
2018-12-25,17,23.0,,0.23,3.91
2018-12-26,81,23.0,,0.23,18.630000000000003
2018-12-27,84,23.0,,0.23,19.32
2018-12-28,71,23.0,,0.23,16.330000000000002
2018-12-29,9,23.0,,0.23,2.0700000000000003
2018-12-30,17,23.0,,0.23,3.91
2018-12-31,49,23.0,,0.23,11.270000000000001
2019-01-01,16,21.0,False,0.21,3.36
2019-01-02,63,21.0,,0.21,13.229999999999999
2019-01-03,53,21.0,,0.21,11.129999999999999
2019-01-04,66,21.0,,0.21,13.86
2019-01-05,10,21.0,,0.21,2.1
2019-01-06,8,21.0,,0.21,1.68
2019-01-07,59,21.0,,0.21,12.389999999999999
2019-01-08,76,21.0,,0.21,15.959999999999999
2019-01-09,87,21.0,,0.21,18.27
2019-01-10,89,21.0,,0.21,18.689999999999998
2019-01-11,71,21.0,,0.21,14.91
2019-01-12,13,21.0,,0.21,2.73
2019-01-13,21,21.0,,0.21,4.41
2019-01-14,68,21.0,,0.21,14.28
2019-01-15,51,21.0,,0.21,10.709999999999999
2019-01-16,63,21.0,,0.21,13.229999999999999
2019-01-17,44,21.0,,0.21,9.24
2019-01-18,62,21.0,,0.21,13.02
2019-01-19,8,21.0,,0.21,1.68
2019-01-20,14,21.0,,0.21,2.94
2019-01-21,13,21.0,,0.21,2.73
2019-01-22,44,21.0,,0.21,9.24
2019-01-23,68,21.0,,0.21,14.28
2019-01-24,58,21.0,,0.21,12.18
2019-01-25,64,21.0,,0.21,13.44
2019-01-26,11,21.0,,0.21,2.31
2019-01-27,13,21.0,,0.21,2.73
2019-01-28,60,21.0,,0.21,12.6
2019-01-29,80,21.0,,0.21,16.8
2019-01-30,97,21.0,,0.21,20.37
2019-01-31,100,21.0,,0.21,21.0
2019-02-01,24,33.0,False,0.33,7.92
2019-02-02,9,33.0,,0.33,2.97
2019-02-03,4,33.0,,0.33,1.32
2019-02-04,20,33.0,,0.33,6.6000000000000005
2019-02-05,32,33.0,,0.33,10.56
2019-02-06,54,33.0,,0.33,17.82
2019-02-07,100,33.0,,0.33,33.0
2019-02-08,47,33.0,,0.33,15.510000000000002
2019-02-09,9,33.0,,0.33,2.97
2019-02-10,5,33.0,,0.33,1.6500000000000001
2019-02-11,23,33.0,,0.33,7.590000000000001
2019-02-12,23,33.0,,0.33,7.590000000000001
2019-02-13,33,33.0,,0.33,10.89
2019-02-14,25,33.0,,0.33,8.25
2019-02-15,24,33.0,,0.33,7.92
2019-02-16,7,33.0,,0.33,2.31
2019-02-17,5,33.0,,0.33,1.6500000000000001
2019-02-18,5,33.0,,0.33,1.6500000000000001
2019-02-19,21,33.0,,0.33,6.930000000000001
2019-02-20,23,33.0,,0.33,7.590000000000001
2019-02-21,15,33.0,,0.33,4.95
2019-02-22,21,33.0,,0.33,6.930000000000001
2019-02-23,2,33.0,,0.33,0.66
2019-02-24,2,33.0,,0.33,0.66
2019-02-25,16,33.0,,0.33,5.28
2019-02-26,24,33.0,,0.33,7.92
2019-02-27,20,33.0,,0.33,6.6000000000000005
2019-02-28,22,33.0,,0.33,7.260000000000001
2019-03-01,86,20.0,False,0.2,17.2
2019-03-02,20,20.0,,0.2,4.0
2019-03-03,19,20.0,,0.2,3.8000000000000003
2019-03-04,76,20.0,,0.2,15.200000000000001
2019-03-05,59,20.0,,0.2,11.8
2019-03-06,77,20.0,,0.2,15.4
2019-03-07,73,20.0,,0.2,14.600000000000001
2019-03-08,78,20.0,,0.2,15.600000000000001
2019-03-09,20,20.0,,0.2,4.0
2019-03-10,17,20.0,,0.2,3.4000000000000004
2019-03-11,78,20.0,,0.2,15.600000000000001
2019-03-12,61,20.0,,0.2,12.200000000000001
2019-03-13,100,20.0,,0.2,20.0
2019-03-14,89,20.0,,0.2,17.8
2019-03-15,87,20.0,,0.2,17.400000000000002
2019-03-16,25,20.0,,0.2,5.0
2019-03-17,13,20.0,,0.2,2.6
2019-03-18,70,20.0,,0.2,14.0
2019-03-19,65,20.0,,0.2,13.0
2019-03-20,97,20.0,,0.2,19.400000000000002
2019-03-21,82,20.0,,0.2,16.400000000000002
2019-03-22,79,20.0,,0.2,15.8
2019-03-23,18,20.0,,0.2,3.6
2019-03-24,17,20.0,,0.2,3.4000000000000004
2019-03-25,62,20.0,,0.2,12.4
2019-03-26,72,20.0,,0.2,14.4
2019-03-27,57,20.0,,0.2,11.4
2019-03-28,67,20.0,,0.2,13.4
2019-03-29,70,20.0,,0.2,14.0
2019-03-30,15,20.0,,0.2,3.0
2019-03-31,12,20.0,,0.2,2.4000000000000004
2019-04-01,14,29.0,False,0.29,4.06
2019-04-02,17,29.0,,0.29,4.93
2019-04-03,16,29.0,,0.29,4.64
2019-04-04,21,29.0,,0.29,6.09
2019-04-05,17,29.0,,0.29,4.93
2019-04-06,4,29.0,,0.29,1.16
2019-04-07,3,29.0,,0.29,0.8699999999999999
2019-04-08,13,29.0,,0.29,3.7699999999999996
2019-04-09,16,29.0,,0.29,4.64
2019-04-10,18,29.0,,0.29,5.22
2019-04-11,17,29.0,,0.29,4.93
2019-04-12,20,29.0,,0.29,5.8
2019-04-13,5,29.0,,0.29,1.45
2019-04-14,2,29.0,,0.29,0.58
2019-04-15,13,29.0,,0.29,3.7699999999999996
2019-04-16,14,29.0,,0.29,4.06
2019-04-17,17,29.0,,0.29,4.93
2019-04-18,14,29.0,,0.29,4.06
2019-04-19,7,29.0,,0.29,2.03
2019-04-20,3,29.0,,0.29,0.8699999999999999
2019-04-21,2,29.0,,0.29,0.58
2019-04-22,22,29.0,,0.29,6.38
2019-04-23,100,29.0,,0.29,28.999999999999996
2019-04-24,60,29.0,,0.29,17.4
2019-04-25,34,29.0,,0.29,9.86
2019-04-26,19,29.0,,0.29,5.51
2019-04-27,5,29.0,,0.29,1.45
2019-04-28,4,29.0,,0.29,1.16
2019-04-29,23,29.0,,0.29,6.67
2019-04-30,27,29.0,,0.29,7.829999999999999
2019-05-01,100,20.0,False,0.2,20.0
2019-05-02,75,20.0,,0.2,15.0
2019-05-03,72,20.0,,0.2,14.4
2019-05-04,20,20.0,,0.2,4.0
2019-05-05,10,20.0,,0.2,2.0
2019-05-06,72,20.0,,0.2,14.4
2019-05-07,92,20.0,,0.2,18.400000000000002
2019-05-08,92,20.0,,0.2,18.400000000000002
2019-05-09,63,20.0,,0.2,12.600000000000001
2019-05-10,82,20.0,,0.2,16.400000000000002
2019-05-11,18,20.0,,0.2,3.6
2019-05-12,13,20.0,,0.2,2.6
2019-05-13,83,20.0,,0.2,16.6
2019-05-14,85,20.0,,0.2,17.0
2019-05-15,90,20.0,,0.2,18.0
2019-05-16,96,20.0,,0.2,19.200000000000003
2019-05-17,72,20.0,,0.2,14.4
2019-05-18,13,20.0,,0.2,2.6
2019-05-19,10,20.0,,0.2,2.0
2019-05-20,42,20.0,,0.2,8.4
2019-05-21,50,20.0,,0.2,10.0
2019-05-22,64,20.0,,0.2,12.8
2019-05-23,64,20.0,,0.2,12.8
2019-05-24,49,20.0,,0.2,9.8
2019-05-25,13,20.0,,0.2,2.6
2019-05-26,8,20.0,,0.2,1.6
2019-05-27,8,20.0,,0.2,1.6
2019-05-28,41,20.0,,0.2,8.200000000000001
2019-05-29,58,20.0,,0.2,11.600000000000001
2019-05-30,31,20.0,,0.2,6.2
2019-05-31,41,20.0,,0.2,8.200000000000001
2019-06-01,8,17.0,False,0.17,1.36
2019-06-02,3,17.0,,0.17,0.51
2019-06-03,38,17.0,,0.17,6.460000000000001
2019-06-04,70,17.0,,0.17,11.9
2019-06-05,64,17.0,,0.17,10.88
2019-06-06,81,17.0,,0.17,13.770000000000001
2019-06-07,88,17.0,,0.17,14.96
2019-06-08,19,17.0,,0.17,3.2300000000000004
2019-06-09,8,17.0,,0.17,1.36
2019-06-10,78,17.0,,0.17,13.260000000000002
2019-06-11,67,17.0,,0.17,11.39
2019-06-12,63,17.0,,0.17,10.71
2019-06-13,87,17.0,,0.17,14.790000000000001
2019-06-14,66,17.0,,0.17,11.22
2019-06-15,8,17.0,,0.17,1.36
2019-06-16,22,17.0,,0.17,3.74
2019-06-17,53,17.0,,0.17,9.01
2019-06-18,95,17.0,,0.17,16.150000000000002
2019-06-19,84,17.0,,0.17,14.280000000000001
2019-06-20,62,17.0,,0.17,10.540000000000001
2019-06-21,100,17.0,,0.17,17.0
2019-06-22,19,17.0,,0.17,3.2300000000000004
2019-06-23,11,17.0,,0.17,1.87
2019-06-24,51,17.0,,0.17,8.67
2019-06-25,80,17.0,,0.17,13.600000000000001
2019-06-26,85,17.0,,0.17,14.450000000000001
2019-06-27,95,17.0,,0.17,16.150000000000002
2019-06-28,69,17.0,,0.17,11.73
2019-06-29,8,17.0,,0.17,1.36
2019-06-30,14,17.0,,0.17,2.3800000000000003
2019-07-01,20,23.0,False,0.23,4.6000000000000005
2019-07-02,15,23.0,,0.23,3.45
2019-07-03,16,23.0,,0.23,3.68
2019-07-04,5,23.0,,0.23,1.1500000000000001
2019-07-05,13,23.0,,0.23,2.99
2019-07-06,3,23.0,,0.23,0.6900000000000001
2019-07-07,2,23.0,,0.23,0.46
2019-07-08,23,23.0,,0.23,5.29
2019-07-09,20,23.0,,0.23,4.6000000000000005
2019-07-10,16,23.0,,0.23,3.68
2019-07-11,24,23.0,,0.23,5.5200000000000005
2019-07-12,27,23.0,,0.23,6.21
2019-07-13,5,23.0,,0.23,1.1500000000000001
2019-07-14,4,23.0,,0.23,0.92
2019-07-15,21,23.0,,0.23,4.83
2019-07-16,21,23.0,,0.23,4.83
2019-07-17,13,23.0,,0.23,2.99
2019-07-18,17,23.0,,0.23,3.91
2019-07-19,21,23.0,,0.23,4.83
2019-07-20,8,23.0,,0.23,1.84
2019-07-21,2,23.0,,0.23,0.46
2019-07-22,18,23.0,,0.23,4.140000000000001
2019-07-23,20,23.0,,0.23,4.6000000000000005
2019-07-24,28,23.0,,0.23,6.44
2019-07-25,48,23.0,,0.23,11.040000000000001
2019-07-26,100,23.0,,0.23,23.0
2019-07-27,15,23.0,,0.23,3.45
2019-07-28,10,23.0,,0.23,2.3000000000000003
2019-07-29,37,23.0,,0.23,8.51
2019-07-30,28,23.0,,0.23,6.44
2019-07-31,46,23.0,,0.23,10.58
2019-08-01,100,21.0,False,0.21,21.0
2019-08-02,89,21.0,,0.21,18.689999999999998
2019-08-03,13,21.0,,0.21,2.73
2019-08-04,6,21.0,,0.21,1.26
2019-08-05,78,21.0,,0.21,16.38
2019-08-06,85,21.0,,0.21,17.849999999999998
2019-08-07,81,21.0,,0.21,17.009999999999998
2019-08-08,58,21.0,,0.21,12.18
2019-08-09,68,21.0,,0.21,14.28
2019-08-10,8,21.0,,0.21,1.68
2019-08-11,8,21.0,,0.21,1.68
2019-08-12,53,21.0,,0.21,11.129999999999999
2019-08-13,58,21.0,,0.21,12.18
2019-08-14,81,21.0,,0.21,17.009999999999998
2019-08-15,62,21.0,,0.21,13.02
2019-08-16,52,21.0,,0.21,10.92
2019-08-17,19,21.0,,0.21,3.9899999999999998
2019-08-18,8,21.0,,0.21,1.68
