date,UNT_unscaled,UNT_monthly,isPartial,scale,UNT
2017-12-23,33,43.0,,0.43,14.19
2017-12-24,31,43.0,,0.43,13.33
2017-12-25,19,43.0,,0.43,8.17
2017-12-26,31,43.0,,0.43,13.33
2017-12-27,41,43.0,,0.43,17.63
2017-12-28,40,43.0,,0.43,17.2
2017-12-29,28,43.0,,0.43,12.04
2017-12-30,29,43.0,,0.43,12.47
2017-12-31,31,43.0,,0.43,13.33
2018-01-01,19,56.0,False,0.56,10.64
2018-01-02,35,56.0,,0.56,19.6
2018-01-03,37,56.0,,0.56,20.720000000000002
2018-01-04,34,56.0,,0.56,19.040000000000003
2018-01-05,38,56.0,,0.56,21.28
2018-01-06,33,56.0,,0.56,18.48
2018-01-07,25,56.0,,0.56,14.000000000000002
2018-01-08,53,56.0,,0.56,29.680000000000003
2018-01-09,44,56.0,,0.56,24.64
2018-01-10,50,56.0,,0.56,28.000000000000004
2018-01-11,40,56.0,,0.56,22.400000000000002
2018-01-12,49,56.0,,0.56,27.44
2018-01-13,34,56.0,,0.56,19.040000000000003
2018-01-14,29,56.0,,0.56,16.240000000000002
2018-01-15,43,56.0,,0.56,24.080000000000002
2018-01-16,100,56.0,,0.56,56.00000000000001
2018-01-17,83,56.0,,0.56,46.480000000000004
2018-01-18,66,56.0,,0.56,36.96
2018-01-19,53,56.0,,0.56,29.680000000000003
2018-01-20,29,56.0,,0.56,16.240000000000002
2018-01-21,30,56.0,,0.56,16.8
2018-01-22,57,56.0,,0.56,31.92
2018-01-23,62,56.0,,0.56,34.720000000000006
2018-01-24,54,56.0,,0.56,30.240000000000002
2018-01-25,52,56.0,,0.56,29.120000000000005
2018-01-26,43,56.0,,0.56,24.080000000000002
2018-01-27,39,56.0,,0.56,21.840000000000003
2018-01-28,37,56.0,,0.56,20.720000000000002
2018-01-29,56,56.0,,0.56,31.360000000000003
2018-01-30,57,56.0,,0.56,31.92
2018-01-31,54,56.0,,0.56,30.240000000000002
2018-02-01,90,51.0,False,0.51,45.9
2018-02-02,73,51.0,,0.51,37.230000000000004
2018-02-03,62,51.0,,0.51,31.62
2018-02-04,64,51.0,,0.51,32.64
2018-02-05,92,51.0,,0.51,46.92
2018-02-06,83,51.0,,0.51,42.33
2018-02-07,89,51.0,,0.51,45.39
2018-02-08,86,51.0,,0.51,43.86
2018-02-09,82,51.0,,0.51,41.82
2018-02-10,51,51.0,,0.51,26.01
2018-02-11,58,51.0,,0.51,29.580000000000002
2018-02-12,73,51.0,,0.51,37.230000000000004
2018-02-13,100,51.0,,0.51,51.0
2018-02-14,74,51.0,,0.51,37.74
2018-02-15,91,51.0,,0.51,46.410000000000004
2018-02-16,86,51.0,,0.51,43.86
2018-02-17,64,51.0,,0.51,32.64
2018-02-18,57,51.0,,0.51,29.07
2018-02-19,96,51.0,,0.51,48.96
2018-02-20,83,51.0,,0.51,42.33
2018-02-21,84,51.0,,0.51,42.84
2018-02-22,93,51.0,,0.51,47.43
2018-02-23,71,51.0,,0.51,36.21
2018-02-24,55,51.0,,0.51,28.05
2018-02-25,58,51.0,,0.51,29.580000000000002
2018-02-26,94,51.0,,0.51,47.94
2018-02-27,99,51.0,,0.51,50.49
2018-02-28,94,51.0,,0.51,47.94
2018-03-01,88,45.0,False,0.45,39.6
2018-03-02,68,45.0,,0.45,30.6
2018-03-03,54,45.0,,0.45,24.3
2018-03-04,59,45.0,,0.45,26.55
2018-03-05,87,45.0,,0.45,39.15
2018-03-06,87,45.0,,0.45,39.15
2018-03-07,80,45.0,,0.45,36.0
2018-03-08,73,45.0,,0.45,32.85
2018-03-09,67,45.0,,0.45,30.150000000000002
2018-03-10,39,45.0,,0.45,17.55
2018-03-11,36,45.0,,0.45,16.2
2018-03-12,38,45.0,,0.45,17.1
2018-03-13,40,45.0,,0.45,18.0
2018-03-14,51,45.0,,0.45,22.95
2018-03-15,49,45.0,,0.45,22.05
2018-03-16,42,45.0,,0.45,18.900000000000002
2018-03-17,46,45.0,,0.45,20.7
2018-03-18,49,45.0,,0.45,22.05
2018-03-19,80,45.0,,0.45,36.0
2018-03-20,96,45.0,,0.45,43.2
2018-03-21,90,45.0,,0.45,40.5
2018-03-22,84,45.0,,0.45,37.800000000000004
2018-03-23,73,45.0,,0.45,32.85
2018-03-24,44,45.0,,0.45,19.8
2018-03-25,56,45.0,,0.45,25.2
2018-03-26,100,45.0,,0.45,45.0
2018-03-27,98,45.0,,0.45,44.1
2018-03-28,87,45.0,,0.45,39.15
2018-03-29,98,45.0,,0.45,44.1
2018-03-30,82,45.0,,0.45,36.9
2018-03-31,59,45.0,,0.45,26.55
2018-04-01,41,54.0,False,0.54,22.14
2018-04-02,87,54.0,,0.54,46.980000000000004
2018-04-03,84,54.0,,0.54,45.36
2018-04-04,78,54.0,,0.54,42.120000000000005
2018-04-05,99,54.0,,0.54,53.46
2018-04-06,67,54.0,,0.54,36.18
2018-04-07,58,54.0,,0.54,31.32
2018-04-08,57,54.0,,0.54,30.78
2018-04-09,83,54.0,,0.54,44.82
2018-04-10,100,54.0,,0.54,54.0
2018-04-11,75,54.0,,0.54,40.5
2018-04-12,85,54.0,,0.54,45.900000000000006
2018-04-13,70,54.0,,0.54,37.800000000000004
2018-04-14,50,54.0,,0.54,27.0
2018-04-15,48,54.0,,0.54,25.92
2018-04-16,77,54.0,,0.54,41.580000000000005
2018-04-17,86,54.0,,0.54,46.440000000000005
2018-04-18,90,54.0,,0.54,48.6
2018-04-19,83,54.0,,0.54,44.82
2018-04-20,70,54.0,,0.54,37.800000000000004
2018-04-21,56,54.0,,0.54,30.240000000000002
2018-04-22,52,54.0,,0.54,28.080000000000002
2018-04-23,82,54.0,,0.54,44.28
2018-04-24,83,54.0,,0.54,44.82
2018-04-25,78,54.0,,0.54,42.120000000000005
2018-04-26,69,54.0,,0.54,37.260000000000005
2018-04-27,60,54.0,,0.54,32.400000000000006
2018-04-28,47,54.0,,0.54,25.380000000000003
2018-04-29,44,54.0,,0.54,23.76
2018-04-30,79,54.0,,0.54,42.660000000000004
2018-05-01,92,44.0,False,0.44,40.48
2018-05-02,100,44.0,,0.44,44.0
2018-05-03,94,44.0,,0.44,41.36
2018-05-04,83,44.0,,0.44,36.52
2018-05-05,49,44.0,,0.44,21.56
2018-05-06,47,44.0,,0.44,20.68
2018-05-07,86,44.0,,0.44,37.84
2018-05-08,85,44.0,,0.44,37.4
2018-05-09,74,44.0,,0.44,32.56
2018-05-10,88,44.0,,0.44,38.72
2018-05-11,91,44.0,,0.44,40.04
2018-05-12,78,44.0,,0.44,34.32
2018-05-13,51,44.0,,0.44,22.44
2018-05-14,87,44.0,,0.44,38.28
2018-05-15,76,44.0,,0.44,33.44
2018-05-16,71,44.0,,0.44,31.24
2018-05-17,70,44.0,,0.44,30.8
2018-05-18,54,44.0,,0.44,23.76
2018-05-19,37,44.0,,0.44,16.28
2018-05-20,41,44.0,,0.44,18.04
2018-05-21,67,44.0,,0.44,29.48
2018-05-22,63,44.0,,0.44,27.72
2018-05-23,64,44.0,,0.44,28.16
2018-05-24,62,44.0,,0.44,27.28
2018-05-25,61,44.0,,0.44,26.84
2018-05-26,38,44.0,,0.44,16.72
2018-05-27,32,44.0,,0.44,14.08
2018-05-28,43,44.0,,0.44,18.92
2018-05-29,58,44.0,,0.44,25.52
2018-05-30,55,44.0,,0.44,24.2
2018-05-31,62,44.0,,0.44,27.28
2018-06-01,80,37.0,False,0.37,29.6
2018-06-02,58,37.0,,0.37,21.46
2018-06-03,55,37.0,,0.37,20.35
2018-06-04,100,37.0,,0.37,37.0
2018-06-05,99,37.0,,0.37,36.63
2018-06-06,77,37.0,,0.37,28.49
2018-06-07,61,37.0,,0.37,22.57
2018-06-08,66,37.0,,0.37,24.419999999999998
2018-06-09,52,37.0,,0.37,19.24
2018-06-10,59,37.0,,0.37,21.83
2018-06-11,73,37.0,,0.37,27.009999999999998
2018-06-12,77,37.0,,0.37,28.49
2018-06-13,74,37.0,,0.37,27.38
2018-06-14,71,37.0,,0.37,26.27
2018-06-15,63,37.0,,0.37,23.31
2018-06-16,61,37.0,,0.37,22.57
2018-06-17,44,37.0,,0.37,16.28
2018-06-18,75,37.0,,0.37,27.75
2018-06-19,65,37.0,,0.37,24.05
2018-06-20,63,37.0,,0.37,23.31
2018-06-21,68,37.0,,0.37,25.16
2018-06-22,56,37.0,,0.37,20.72
2018-06-23,55,37.0,,0.37,20.35
2018-06-24,41,37.0,,0.37,15.17
2018-06-25,86,37.0,,0.37,31.82
2018-06-26,71,37.0,,0.37,26.27
2018-06-27,61,37.0,,0.37,22.57
2018-06-28,71,37.0,,0.37,26.27
2018-06-29,69,37.0,,0.37,25.53
2018-06-30,39,37.0,,0.37,14.43
2018-07-01,51,37.0,False,0.37,18.87
2018-07-02,76,37.0,,0.37,28.12
2018-07-03,78,37.0,,0.37,28.86
2018-07-04,55,37.0,,0.37,20.35
2018-07-05,81,37.0,,0.37,29.97
2018-07-06,68,37.0,,0.37,25.16
2018-07-07,53,37.0,,0.37,19.61
2018-07-08,60,37.0,,0.37,22.2
2018-07-09,100,37.0,,0.37,37.0
2018-07-10,81,37.0,,0.37,29.97
2018-07-11,87,37.0,,0.37,32.19
2018-07-12,75,37.0,,0.37,27.75
2018-07-13,73,37.0,,0.37,27.009999999999998
2018-07-14,54,37.0,,0.37,19.98
2018-07-15,49,37.0,,0.37,18.13
2018-07-16,85,37.0,,0.37,31.45
2018-07-17,79,37.0,,0.37,29.23
2018-07-18,79,37.0,,0.37,29.23
2018-07-19,80,37.0,,0.37,29.6
2018-07-20,61,37.0,,0.37,22.57
2018-07-21,49,37.0,,0.37,18.13
2018-07-22,59,37.0,,0.37,21.83
2018-07-23,85,37.0,,0.37,31.45
2018-07-24,87,37.0,,0.37,32.19
2018-07-25,80,37.0,,0.37,29.6
2018-07-26,69,37.0,,0.37,25.53
2018-07-27,84,37.0,,0.37,31.08
2018-07-28,67,37.0,,0.37,24.79
2018-07-29,63,37.0,,0.37,23.31
2018-07-30,86,37.0,,0.37,31.82
2018-07-31,97,37.0,,0.37,35.89
2018-08-01,37,69.0,False,0.69,25.529999999999998
2018-08-02,29,69.0,,0.69,20.009999999999998
2018-08-03,31,69.0,,0.69,21.389999999999997
2018-08-04,17,69.0,,0.69,11.729999999999999
2018-08-05,21,69.0,,0.69,14.489999999999998
2018-08-06,35,69.0,,0.69,24.15
2018-08-07,33,69.0,,0.69,22.77
2018-08-08,35,69.0,,0.69,24.15
2018-08-09,32,69.0,,0.69,22.08
2018-08-10,34,69.0,,0.69,23.459999999999997
2018-08-11,21,69.0,,0.69,14.489999999999998
2018-08-12,26,69.0,,0.69,17.939999999999998
2018-08-13,39,69.0,,0.69,26.909999999999997
2018-08-14,29,69.0,,0.69,20.009999999999998
2018-08-15,36,69.0,,0.69,24.839999999999996
2018-08-16,36,69.0,,0.69,24.839999999999996
2018-08-17,44,69.0,,0.69,30.36
2018-08-18,40,69.0,,0.69,27.599999999999998
2018-08-19,36,69.0,,0.69,24.839999999999996
2018-08-20,63,69.0,,0.69,43.47
2018-08-21,60,69.0,,0.69,41.4
2018-08-22,47,69.0,,0.69,32.43
2018-08-23,54,69.0,,0.69,37.26
2018-08-24,51,69.0,,0.69,35.19
2018-08-25,41,69.0,,0.69,28.29
2018-08-26,42,69.0,,0.69,28.979999999999997
2018-08-27,100,69.0,,0.69,69.0
2018-08-28,95,69.0,,0.69,65.55
2018-08-29,76,69.0,,0.69,52.44
2018-08-30,65,69.0,,0.69,44.849999999999994
2018-08-31,55,69.0,,0.69,37.949999999999996
2018-09-01,52,100.0,False,1.0,52.0
2018-09-02,71,100.0,,1.0,71.0
2018-09-03,38,100.0,,1.0,38.0
2018-09-04,55,100.0,,1.0,55.0
2018-09-05,47,100.0,,1.0,47.0
2018-09-06,50,100.0,,1.0,50.0
2018-09-07,36,100.0,,1.0,36.0
2018-09-08,40,100.0,,1.0,40.0
2018-09-09,57,100.0,,1.0,57.0
2018-09-10,48,100.0,,1.0,48.0
2018-09-11,46,100.0,,1.0,46.0
2018-09-12,48,100.0,,1.0,48.0
2018-09-13,43,100.0,,1.0,43.0
2018-09-14,36,100.0,,1.0,36.0
2018-09-15,88,100.0,,1.0,88.0
2018-09-16,90,100.0,,1.0,90.0
2018-09-17,60,100.0,,1.0,60.0
2018-09-18,55,100.0,,1.0,55.0
2018-09-19,51,100.0,,1.0,51.0
2018-09-20,43,100.0,,1.0,43.0
2018-09-21,38,100.0,,1.0,38.0
2018-09-22,57,100.0,,1.0,57.0
2018-09-23,82,100.0,,1.0,82.0
2018-09-24,45,100.0,,1.0,45.0
2018-09-25,49,100.0,,1.0,49.0
2018-09-26,46,100.0,,1.0,46.0
2018-09-27,41,100.0,,1.0,41.0
2018-09-28,40,100.0,,1.0,40.0
2018-09-29,69,100.0,,1.0,69.0
2018-09-30,100,100.0,,1.0,100.0
2018-10-01,77,77.0,False,0.77,59.29
2018-10-02,69,77.0,,0.77,53.13
2018-10-03,67,77.0,,0.77,51.59
2018-10-04,73,77.0,,0.77,56.21
2018-10-05,60,77.0,,0.77,46.2
2018-10-06,76,77.0,,0.77,58.52
2018-10-07,89,77.0,,0.77,68.53
2018-10-08,67,77.0,,0.77,51.59
2018-10-09,70,77.0,,0.77,53.9
2018-10-10,78,77.0,,0.77,60.06
2018-10-11,59,77.0,,0.77,45.43
2018-10-12,62,77.0,,0.77,47.74
2018-10-13,100,77.0,,0.77,77.0
2018-10-14,59,77.0,,0.77,45.43
2018-10-15,61,77.0,,0.77,46.97
2018-10-16,65,77.0,,0.77,50.050000000000004
2018-10-17,61,77.0,,0.77,46.97
2018-10-18,57,77.0,,0.77,43.89
2018-10-19,59,77.0,,0.77,45.43
2018-10-20,56,77.0,,0.77,43.120000000000005
2018-10-21,76,77.0,,0.77,58.52
2018-10-22,69,77.0,,0.77,53.13
2018-10-23,71,77.0,,0.77,54.67
2018-10-24,53,77.0,,0.77,40.81
2018-10-25,63,77.0,,0.77,48.51
2018-10-26,64,77.0,,0.77,49.28
2018-10-27,92,77.0,,0.77,70.84
2018-10-28,60,77.0,,0.77,46.2
2018-10-29,55,77.0,,0.77,42.35
2018-10-30,68,77.0,,0.77,52.36
2018-10-31,54,77.0,,0.77,41.58
2018-11-01,87,57.0,False,0.57,49.589999999999996
2018-11-02,78,57.0,,0.57,44.459999999999994
2018-11-03,78,57.0,,0.57,44.459999999999994
2018-11-04,66,57.0,,0.57,37.62
2018-11-05,83,57.0,,0.57,47.309999999999995
2018-11-06,74,57.0,,0.57,42.18
2018-11-07,68,57.0,,0.57,38.76
2018-11-08,83,57.0,,0.57,47.309999999999995
2018-11-09,68,57.0,,0.57,38.76
2018-11-10,71,57.0,,0.57,40.47
2018-11-11,64,57.0,,0.57,36.48
2018-11-12,82,57.0,,0.57,46.739999999999995
2018-11-13,85,57.0,,0.57,48.449999999999996
2018-11-14,91,57.0,,0.57,51.87
2018-11-15,87,57.0,,0.57,49.589999999999996
2018-11-16,100,57.0,,0.57,56.99999999999999
2018-11-17,57,57.0,,0.57,32.489999999999995
2018-11-18,71,57.0,,0.57,40.47
2018-11-19,89,57.0,,0.57,50.73
2018-11-20,79,57.0,,0.57,45.029999999999994
2018-11-21,60,57.0,,0.57,34.199999999999996
2018-11-22,37,57.0,,0.57,21.09
2018-11-23,34,57.0,,0.57,19.38
2018-11-24,49,57.0,,0.57,27.929999999999996
2018-11-25,74,57.0,,0.57,42.18
2018-11-26,83,57.0,,0.57,47.309999999999995
2018-11-27,80,57.0,,0.57,45.599999999999994
2018-11-28,72,57.0,,0.57,41.04
2018-11-29,73,57.0,,0.57,41.61
2018-11-30,72,57.0,,0.57,41.04
2018-12-01,56,45.0,False,0.45,25.2
2018-12-02,65,45.0,,0.45,29.25
2018-12-03,96,45.0,,0.45,43.2
2018-12-04,81,45.0,,0.45,36.45
2018-12-05,87,45.0,,0.45,39.15
2018-12-06,81,45.0,,0.45,36.45
2018-12-07,77,45.0,,0.45,34.65
2018-12-08,64,45.0,,0.45,28.8
2018-12-09,53,45.0,,0.45,23.85
2018-12-10,81,45.0,,0.45,36.45
2018-12-11,84,45.0,,0.45,37.800000000000004
2018-12-12,88,45.0,,0.45,39.6
2018-12-13,85,45.0,,0.45,38.25
2018-12-14,79,45.0,,0.45,35.550000000000004
2018-12-15,100,45.0,,0.45,45.0
2018-12-16,75,45.0,,0.45,33.75
2018-12-17,75,45.0,,0.45,33.75
2018-12-18,65,45.0,,0.45,29.25
2018-12-19,54,45.0,,0.45,24.3
2018-12-20,57,45.0,,0.45,25.650000000000002
2018-12-21,43,45.0,,0.45,19.35
2018-12-22,26,45.0,,0.45,11.700000000000001
2018-12-23,30,45.0,,0.45,13.5
2018-12-24,25,45.0,,0.45,11.25
2018-12-25,19,45.0,,0.45,8.55
2018-12-26,35,45.0,,0.45,15.75
2018-12-27,36,45.0,,0.45,16.2
2018-12-28,30,45.0,,0.45,13.5
2018-12-29,26,45.0,,0.45,11.700000000000001
2018-12-30,22,45.0,,0.45,9.9
2018-12-31,28,45.0,,0.45,12.6
2019-01-01,26,56.0,False,0.56,14.560000000000002
2019-01-02,47,56.0,,0.56,26.320000000000004
2019-01-03,47,56.0,,0.56,26.320000000000004
2019-01-04,52,56.0,,0.56,29.120000000000005
2019-01-05,37,56.0,,0.56,20.720000000000002
2019-01-06,29,56.0,,0.56,16.240000000000002
2019-01-07,70,56.0,,0.56,39.2
2019-01-08,56,56.0,,0.56,31.360000000000003
2019-01-09,70,56.0,,0.56,39.2
2019-01-10,57,56.0,,0.56,31.92
2019-01-11,57,56.0,,0.56,31.92
2019-01-12,45,56.0,,0.56,25.200000000000003
2019-01-13,44,56.0,,0.56,24.64
2019-01-14,98,56.0,,0.56,54.88
2019-01-15,100,56.0,,0.56,56.00000000000001
2019-01-16,97,56.0,,0.56,54.32000000000001
2019-01-17,79,56.0,,0.56,44.24
2019-01-18,59,56.0,,0.56,33.040000000000006
2019-01-19,46,56.0,,0.56,25.76
2019-01-20,41,56.0,,0.56,22.96
2019-01-21,47,56.0,,0.56,26.320000000000004
2019-01-22,64,56.0,,0.56,35.84
2019-01-23,69,56.0,,0.56,38.64
2019-01-24,65,56.0,,0.56,36.400000000000006
2019-01-25,70,56.0,,0.56,39.2
2019-01-26,41,56.0,,0.56,22.96
2019-01-27,38,56.0,,0.56,21.28
2019-01-28,56,56.0,,0.56,31.360000000000003
2019-01-29,67,56.0,,0.56,37.52
2019-01-30,59,56.0,,0.56,33.040000000000006
2019-01-31,62,56.0,,0.56,34.720000000000006
2019-02-01,63,48.0,False,0.48,30.24
2019-02-02,47,48.0,,0.48,22.56
2019-02-03,49,48.0,,0.48,23.52
2019-02-04,68,48.0,,0.48,32.64
2019-02-05,100,48.0,,0.48,48.0
2019-02-06,77,48.0,,0.48,36.96
2019-02-07,73,48.0,,0.48,35.04
2019-02-08,63,48.0,,0.48,30.24
2019-02-09,42,48.0,,0.48,20.16
2019-02-10,47,48.0,,0.48,22.56
2019-02-11,65,48.0,,0.48,31.2
2019-02-12,69,48.0,,0.48,33.12
2019-02-13,77,48.0,,0.48,36.96
2019-02-14,67,48.0,,0.48,32.16
2019-02-15,61,48.0,,0.48,29.279999999999998
2019-02-16,44,48.0,,0.48,21.119999999999997
2019-02-17,42,48.0,,0.48,20.16
2019-02-18,69,48.0,,0.48,33.12
2019-02-19,66,48.0,,0.48,31.68
2019-02-20,65,48.0,,0.48,31.2
2019-02-21,75,48.0,,0.48,36.0
2019-02-22,58,48.0,,0.48,27.84
2019-02-23,50,48.0,,0.48,24.0
2019-02-24,42,48.0,,0.48,20.16
2019-02-25,65,48.0,,0.48,31.2
2019-02-26,72,48.0,,0.48,34.56
2019-02-27,69,48.0,,0.48,33.12
2019-02-28,59,48.0,,0.48,28.32
2019-03-01,79,42.0,False,0.42,33.18
2019-03-02,68,42.0,,0.42,28.56
2019-03-03,54,42.0,,0.42,22.68
2019-03-04,81,42.0,,0.42,34.019999999999996
2019-03-05,87,42.0,,0.42,36.54
2019-03-06,75,42.0,,0.42,31.5
2019-03-07,78,42.0,,0.42,32.76
2019-03-08,62,42.0,,0.42,26.04
2019-03-09,48,42.0,,0.42,20.16
2019-03-10,41,42.0,,0.42,17.22
2019-03-11,60,42.0,,0.42,25.2
2019-03-12,60,42.0,,0.42,25.2
2019-03-13,51,42.0,,0.42,21.419999999999998
2019-03-14,64,42.0,,0.42,26.88
2019-03-15,57,42.0,,0.42,23.939999999999998
2019-03-16,43,42.0,,0.42,18.06
2019-03-17,54,42.0,,0.42,22.68
2019-03-18,95,42.0,,0.42,39.9
2019-03-19,100,42.0,,0.42,42.0
2019-03-20,89,42.0,,0.42,37.379999999999995
2019-03-21,86,42.0,,0.42,36.12
2019-03-22,76,42.0,,0.42,31.919999999999998
2019-03-23,71,42.0,,0.42,29.82
2019-03-24,54,42.0,,0.42,22.68
2019-03-25,96,42.0,,0.42,40.32
2019-03-26,91,42.0,,0.42,38.22
2019-03-27,88,42.0,,0.42,36.96
2019-03-28,89,42.0,,0.42,37.379999999999995
2019-03-29,81,42.0,,0.42,34.019999999999996
2019-03-30,59,42.0,,0.42,24.779999999999998
2019-03-31,49,42.0,,0.42,20.58
2019-04-01,84,48.0,False,0.48,40.32
2019-04-02,90,48.0,,0.48,43.199999999999996
2019-04-03,83,48.0,,0.48,39.839999999999996
2019-04-04,84,48.0,,0.48,40.32
2019-04-05,71,48.0,,0.48,34.08
2019-04-06,63,48.0,,0.48,30.24
2019-04-07,39,48.0,,0.48,18.72
2019-04-08,82,48.0,,0.48,39.36
2019-04-09,90,48.0,,0.48,43.199999999999996
2019-04-10,81,48.0,,0.48,38.879999999999995
2019-04-11,100,48.0,,0.48,48.0
2019-04-12,70,48.0,,0.48,33.6
2019-04-13,53,48.0,,0.48,25.439999999999998
2019-04-14,45,48.0,,0.48,21.599999999999998
2019-04-15,78,48.0,,0.48,37.44
2019-04-16,83,48.0,,0.48,39.839999999999996
2019-04-17,86,48.0,,0.48,41.28
2019-04-18,82,48.0,,0.48,39.36
2019-04-19,66,48.0,,0.48,31.68
2019-04-20,61,48.0,,0.48,29.279999999999998
2019-04-21,49,48.0,,0.48,23.52
2019-04-22,81,48.0,,0.48,38.879999999999995
2019-04-23,100,48.0,,0.48,48.0
2019-04-24,93,48.0,,0.48,44.64
2019-04-25,89,48.0,,0.48,42.72
2019-04-26,69,48.0,,0.48,33.12
2019-04-27,51,48.0,,0.48,24.48
2019-04-28,61,48.0,,0.48,29.279999999999998
2019-04-29,83,48.0,,0.48,39.839999999999996
2019-04-30,100,48.0,,0.48,48.0
2019-05-01,89,41.0,False,0.41,36.489999999999995
2019-05-02,92,41.0,,0.41,37.72
2019-05-03,86,41.0,,0.41,35.26
2019-05-04,49,41.0,,0.41,20.09
2019-05-05,58,41.0,,0.41,23.779999999999998
2019-05-06,84,41.0,,0.41,34.44
2019-05-07,80,41.0,,0.41,32.8
2019-05-08,75,41.0,,0.41,30.749999999999996
2019-05-09,100,41.0,,0.41,41.0
2019-05-10,88,41.0,,0.41,36.08
2019-05-11,72,41.0,,0.41,29.52
2019-05-12,45,41.0,,0.41,18.45
2019-05-13,83,41.0,,0.41,34.03
2019-05-14,85,41.0,,0.41,34.85
2019-05-15,67,41.0,,0.41,27.47
2019-05-16,54,41.0,,0.41,22.139999999999997
2019-05-17,66,41.0,,0.41,27.06
2019-05-18,34,41.0,,0.41,13.94
2019-05-19,42,41.0,,0.41,17.22
2019-05-20,59,41.0,,0.41,24.189999999999998
2019-05-21,48,41.0,,0.41,19.68
2019-05-22,61,41.0,,0.41,25.009999999999998
2019-05-23,61,41.0,,0.41,25.009999999999998
2019-05-24,45,41.0,,0.41,18.45
2019-05-25,49,41.0,,0.41,20.09
2019-05-26,42,41.0,,0.41,17.22
2019-05-27,32,41.0,,0.41,13.12
2019-05-28,65,41.0,,0.41,26.65
2019-05-29,48,41.0,,0.41,19.68
2019-05-30,57,41.0,,0.41,23.369999999999997
2019-05-31,66,41.0,,0.41,27.06
2019-06-01,48,35.0,False,0.35,16.799999999999997
2019-06-02,47,35.0,,0.35,16.45
2019-06-03,100,35.0,,0.35,35.0
2019-06-04,82,35.0,,0.35,28.7
2019-06-05,75,35.0,,0.35,26.25
2019-06-06,88,35.0,,0.35,30.799999999999997
2019-06-07,62,35.0,,0.35,21.7
2019-06-08,53,35.0,,0.35,18.549999999999997
2019-06-09,46,35.0,,0.35,16.099999999999998
2019-06-10,63,35.0,,0.35,22.049999999999997
2019-06-11,70,35.0,,0.35,24.5
2019-06-12,60,35.0,,0.35,21.0
2019-06-13,60,35.0,,0.35,21.0
2019-06-14,51,35.0,,0.35,17.849999999999998
2019-06-15,32,35.0,,0.35,11.2
2019-06-16,44,35.0,,0.35,15.399999999999999
2019-06-17,66,35.0,,0.35,23.099999999999998
2019-06-18,67,35.0,,0.35,23.45
2019-06-19,71,35.0,,0.35,24.849999999999998
2019-06-20,67,35.0,,0.35,23.45
2019-06-21,65,35.0,,0.35,22.75
2019-06-22,38,35.0,,0.35,13.299999999999999
2019-06-23,40,35.0,,0.35,14.0
2019-06-24,60,35.0,,0.35,21.0
2019-06-25,76,35.0,,0.35,26.599999999999998
2019-06-26,67,35.0,,0.35,23.45
2019-06-27,59,35.0,,0.35,20.65
2019-06-28,71,35.0,,0.35,24.849999999999998
2019-06-29,43,35.0,,0.35,15.049999999999999
2019-06-30,41,35.0,,0.35,14.35
2019-07-01,61,37.0,False,0.37,22.57
2019-07-02,66,37.0,,0.37,24.419999999999998
2019-07-03,78,37.0,,0.37,28.86
2019-07-04,50,37.0,,0.37,18.5
2019-07-05,71,37.0,,0.37,26.27
2019-07-06,48,37.0,,0.37,17.759999999999998
2019-07-07,42,37.0,,0.37,15.54
2019-07-08,94,37.0,,0.37,34.78
2019-07-09,100,37.0,,0.37,37.0
2019-07-10,85,37.0,,0.37,31.45
2019-07-11,73,37.0,,0.37,27.009999999999998
2019-07-12,84,37.0,,0.37,31.08
2019-07-13,51,37.0,,0.37,18.87
2019-07-14,36,37.0,,0.37,13.32
2019-07-15,88,37.0,,0.37,32.56
2019-07-16,75,37.0,,0.37,27.75
2019-07-17,72,37.0,,0.37,26.64
2019-07-18,79,37.0,,0.37,29.23
2019-07-19,75,37.0,,0.37,27.75
2019-07-20,42,37.0,,0.37,15.54
2019-07-21,47,37.0,,0.37,17.39
2019-07-22,89,37.0,,0.37,32.93
2019-07-23,83,37.0,,0.37,30.71
2019-07-24,87,37.0,,0.37,32.19
2019-07-25,74,37.0,,0.37,27.38
2019-07-26,63,37.0,,0.37,23.31
2019-07-27,62,37.0,,0.37,22.94
2019-07-28,60,37.0,,0.37,22.2
2019-07-29,80,37.0,,0.37,29.6
2019-07-30,71,37.0,,0.37,26.27
2019-07-31,80,37.0,,0.37,29.6
2019-08-01,32,69.0,False,0.69,22.08
2019-08-02,34,69.0,,0.69,23.459999999999997
2019-08-03,21,69.0,,0.69,14.489999999999998
2019-08-04,21,69.0,,0.69,14.489999999999998
2019-08-05,37,69.0,,0.69,25.529999999999998
2019-08-06,41,69.0,,0.69,28.29
2019-08-07,35,69.0,,0.69,24.15
2019-08-08,38,69.0,,0.69,26.22
2019-08-09,39,69.0,,0.69,26.909999999999997
2019-08-10,28,69.0,,0.69,19.32
2019-08-11,24,69.0,,0.69,16.56
2019-08-12,35,69.0,,0.69,24.15
2019-08-13,44,69.0,,0.69,30.36
2019-08-14,47,69.0,,0.69,32.43
2019-08-15,41,69.0,,0.69,28.29
2019-08-16,40,69.0,,0.69,27.599999999999998
2019-08-17,36,69.0,,0.69,24.839999999999996
2019-08-18,47,69.0,,0.69,32.43
2019-08-19,72,69.0,,0.69,49.67999999999999
2019-08-20,54,69.0,,0.69,37.26
