date,MC_unscaled,MC_monthly,isPartial,scale,MC
2017-12-25,100,69.0,,0.69,69.0
2017-12-26,85,69.0,,0.69,58.65
2017-12-27,90,69.0,,0.69,62.099999999999994
2017-12-28,72,69.0,,0.69,49.67999999999999
2017-12-29,82,69.0,,0.69,56.58
2017-12-30,82,69.0,,0.69,56.58
2017-12-31,80,69.0,,0.69,55.199999999999996
2018-01-01,90,66.0,False,0.66,59.400000000000006
2018-01-02,86,66.0,,0.66,56.760000000000005
2018-01-03,94,66.0,,0.66,62.040000000000006
2018-01-04,81,66.0,,0.66,53.46
2018-01-05,95,66.0,,0.66,62.7
2018-01-06,95,66.0,,0.66,62.7
2018-01-07,94,66.0,,0.66,62.040000000000006
2018-01-08,86,66.0,,0.66,56.760000000000005
2018-01-09,83,66.0,,0.66,54.78
2018-01-10,92,66.0,,0.66,60.720000000000006
2018-01-11,89,66.0,,0.66,58.74
2018-01-12,89,66.0,,0.66,58.74
2018-01-13,91,66.0,,0.66,60.06
2018-01-14,100,66.0,,0.66,66.0
2018-01-15,93,66.0,,0.66,61.38
2018-01-16,82,66.0,,0.66,54.120000000000005
2018-01-17,79,66.0,,0.66,52.14
2018-01-18,83,66.0,,0.66,54.78
2018-01-19,97,66.0,,0.66,64.02
2018-01-20,100,66.0,,0.66,66.0
2018-01-21,100,66.0,,0.66,66.0
2018-01-22,92,66.0,,0.66,60.720000000000006
2018-01-23,82,66.0,,0.66,54.120000000000005
2018-01-24,81,66.0,,0.66,53.46
2018-01-25,88,66.0,,0.66,58.080000000000005
2018-01-26,94,66.0,,0.66,62.040000000000006
2018-01-27,95,66.0,,0.66,62.7
2018-01-28,99,66.0,,0.66,65.34
2018-01-29,83,66.0,,0.66,54.78
2018-01-30,86,66.0,,0.66,56.760000000000005
2018-01-31,89,66.0,,0.66,58.74
2018-02-01,83,73.0,False,0.73,60.589999999999996
2018-02-02,87,73.0,,0.73,63.51
2018-02-03,100,73.0,,0.73,73.0
2018-02-04,90,73.0,,0.73,65.7
2018-02-05,81,73.0,,0.73,59.129999999999995
2018-02-06,83,73.0,,0.73,60.589999999999996
2018-02-07,93,73.0,,0.73,67.89
2018-02-08,88,73.0,,0.73,64.24
2018-02-09,89,73.0,,0.73,64.97
2018-02-10,92,73.0,,0.73,67.16
2018-02-11,94,73.0,,0.73,68.62
2018-02-12,82,73.0,,0.73,59.86
2018-02-13,86,73.0,,0.73,62.78
2018-02-14,83,73.0,,0.73,60.589999999999996
2018-02-15,86,73.0,,0.73,62.78
2018-02-16,93,73.0,,0.73,67.89
2018-02-17,95,73.0,,0.73,69.35
2018-02-18,92,73.0,,0.73,67.16
2018-02-19,87,73.0,,0.73,63.51
2018-02-20,80,73.0,,0.73,58.4
2018-02-21,84,73.0,,0.73,61.32
2018-02-22,89,73.0,,0.73,64.97
2018-02-23,89,73.0,,0.73,64.97
2018-02-24,93,73.0,,0.73,67.89
2018-02-25,100,73.0,,0.73,73.0
2018-02-26,94,73.0,,0.73,68.62
2018-02-27,85,73.0,,0.73,62.05
2018-02-28,82,73.0,,0.73,59.86
2018-03-01,89,70.0,False,0.7,62.3
2018-03-02,85,70.0,,0.7,59.49999999999999
2018-03-03,83,70.0,,0.7,58.099999999999994
2018-03-04,85,70.0,,0.7,59.49999999999999
2018-03-05,84,70.0,,0.7,58.8
2018-03-06,93,70.0,,0.7,65.1
2018-03-07,85,70.0,,0.7,59.49999999999999
2018-03-08,84,70.0,,0.7,58.8
2018-03-09,87,70.0,,0.7,60.9
2018-03-10,85,70.0,,0.7,59.49999999999999
2018-03-11,91,70.0,,0.7,63.699999999999996
2018-03-12,82,70.0,,0.7,57.4
2018-03-13,84,70.0,,0.7,58.8
2018-03-14,80,70.0,,0.7,56.0
2018-03-15,88,70.0,,0.7,61.599999999999994
2018-03-16,85,70.0,,0.7,59.49999999999999
2018-03-17,100,70.0,,0.7,70.0
2018-03-18,97,70.0,,0.7,67.89999999999999
2018-03-19,81,70.0,,0.7,56.699999999999996
2018-03-20,77,70.0,,0.7,53.9
2018-03-21,82,70.0,,0.7,57.4
2018-03-22,80,70.0,,0.7,56.0
2018-03-23,92,70.0,,0.7,64.39999999999999
2018-03-24,87,70.0,,0.7,60.9
2018-03-25,96,70.0,,0.7,67.19999999999999
2018-03-26,88,70.0,,0.7,61.599999999999994
2018-03-27,84,70.0,,0.7,58.8
2018-03-28,84,70.0,,0.7,58.8
2018-03-29,88,70.0,,0.7,61.599999999999994
2018-03-30,86,70.0,,0.7,60.199999999999996
2018-03-31,92,70.0,,0.7,64.39999999999999
2018-04-01,88,71.0,False,0.71,62.48
2018-04-02,83,71.0,,0.71,58.93
2018-04-03,74,71.0,,0.71,52.54
2018-04-04,77,71.0,,0.71,54.669999999999995
2018-04-05,83,71.0,,0.71,58.93
2018-04-06,80,71.0,,0.71,56.8
2018-04-07,100,71.0,,0.71,71.0
2018-04-08,87,71.0,,0.71,61.769999999999996
2018-04-09,76,71.0,,0.71,53.959999999999994
2018-04-10,78,71.0,,0.71,55.379999999999995
2018-04-11,73,71.0,,0.71,51.83
2018-04-12,78,71.0,,0.71,55.379999999999995
2018-04-13,77,71.0,,0.71,54.669999999999995
2018-04-14,82,71.0,,0.71,58.22
2018-04-15,78,71.0,,0.71,55.379999999999995
2018-04-16,78,71.0,,0.71,55.379999999999995
2018-04-17,79,71.0,,0.71,56.089999999999996
2018-04-18,75,71.0,,0.71,53.25
2018-04-19,77,71.0,,0.71,54.669999999999995
2018-04-20,77,71.0,,0.71,54.669999999999995
2018-04-21,89,71.0,,0.71,63.19
2018-04-22,82,71.0,,0.71,58.22
2018-04-23,79,71.0,,0.71,56.089999999999996
2018-04-24,78,71.0,,0.71,55.379999999999995
2018-04-25,84,71.0,,0.71,59.64
2018-04-26,74,71.0,,0.71,52.54
2018-04-27,76,71.0,,0.71,53.959999999999994
2018-04-28,81,71.0,,0.71,57.51
2018-04-29,80,71.0,,0.71,56.8
2018-04-30,79,71.0,,0.71,56.089999999999996
2018-05-01,87,73.0,False,0.73,63.51
2018-05-02,88,73.0,,0.73,64.24
2018-05-03,82,73.0,,0.73,59.86
2018-05-04,83,73.0,,0.73,60.589999999999996
2018-05-05,86,73.0,,0.73,62.78
2018-05-06,97,73.0,,0.73,70.81
2018-05-07,95,73.0,,0.73,69.35
2018-05-08,97,73.0,,0.73,70.81
2018-05-09,96,73.0,,0.73,70.08
2018-05-10,98,73.0,,0.73,71.53999999999999
2018-05-11,100,73.0,,0.73,73.0
2018-05-12,94,73.0,,0.73,68.62
2018-05-13,91,73.0,,0.73,66.42999999999999
2018-05-14,96,73.0,,0.73,70.08
2018-05-15,85,73.0,,0.73,62.05
2018-05-16,79,73.0,,0.73,57.67
2018-05-17,84,73.0,,0.73,61.32
2018-05-18,91,73.0,,0.73,66.42999999999999
2018-05-19,94,73.0,,0.73,68.62
2018-05-20,87,73.0,,0.73,63.51
2018-05-21,91,73.0,,0.73,66.42999999999999
2018-05-22,81,73.0,,0.73,59.129999999999995
2018-05-23,88,73.0,,0.73,64.24
2018-05-24,92,73.0,,0.73,67.16
2018-05-25,93,73.0,,0.73,67.89
2018-05-26,87,73.0,,0.73,63.51
2018-05-27,89,73.0,,0.73,64.97
2018-05-28,86,73.0,,0.73,62.78
2018-05-29,87,73.0,,0.73,63.51
2018-05-30,86,73.0,,0.73,62.78
2018-05-31,86,73.0,,0.73,62.78
2018-06-01,82,73.0,False,0.73,59.86
2018-06-02,83,73.0,,0.73,60.589999999999996
2018-06-03,87,73.0,,0.73,63.51
2018-06-04,82,73.0,,0.73,59.86
2018-06-05,83,73.0,,0.73,60.589999999999996
2018-06-06,81,73.0,,0.73,59.129999999999995
2018-06-07,86,73.0,,0.73,62.78
2018-06-08,82,73.0,,0.73,59.86
2018-06-09,94,73.0,,0.73,68.62
2018-06-10,88,73.0,,0.73,64.24
2018-06-11,92,73.0,,0.73,67.16
2018-06-12,87,73.0,,0.73,63.51
2018-06-13,91,73.0,,0.73,66.42999999999999
2018-06-14,82,73.0,,0.73,59.86
2018-06-15,89,73.0,,0.73,64.97
2018-06-16,88,73.0,,0.73,64.24
2018-06-17,85,73.0,,0.73,62.05
2018-06-18,85,73.0,,0.73,62.05
2018-06-19,81,73.0,,0.73,59.129999999999995
2018-06-20,90,73.0,,0.73,65.7
2018-06-21,86,73.0,,0.73,62.78
2018-06-22,88,73.0,,0.73,64.24
2018-06-23,93,73.0,,0.73,67.89
2018-06-24,91,73.0,,0.73,66.42999999999999
2018-06-25,87,73.0,,0.73,63.51
2018-06-26,88,73.0,,0.73,64.24
2018-06-27,84,73.0,,0.73,61.32
2018-06-28,97,73.0,,0.73,70.81
2018-06-29,100,73.0,,0.73,73.0
2018-06-30,89,73.0,,0.73,64.97
2018-07-01,82,81.0,False,0.81,66.42
2018-07-02,79,81.0,,0.81,63.99
2018-07-03,78,81.0,,0.81,63.18000000000001
2018-07-04,89,81.0,,0.81,72.09
2018-07-05,85,81.0,,0.81,68.85000000000001
2018-07-06,79,81.0,,0.81,63.99
2018-07-07,87,81.0,,0.81,70.47
2018-07-08,85,81.0,,0.81,68.85000000000001
2018-07-09,77,81.0,,0.81,62.370000000000005
2018-07-10,80,81.0,,0.81,64.80000000000001
2018-07-11,85,81.0,,0.81,68.85000000000001
2018-07-12,81,81.0,,0.81,65.61
2018-07-13,81,81.0,,0.81,65.61
2018-07-14,86,81.0,,0.81,69.66000000000001
2018-07-15,80,81.0,,0.81,64.80000000000001
2018-07-16,77,81.0,,0.81,62.370000000000005
2018-07-17,86,81.0,,0.81,69.66000000000001
2018-07-18,81,81.0,,0.81,65.61
2018-07-19,100,81.0,,0.81,81.0
2018-07-20,100,81.0,,0.81,81.0
2018-07-21,94,81.0,,0.81,76.14
2018-07-22,99,81.0,,0.81,80.19000000000001
2018-07-23,94,81.0,,0.81,76.14
2018-07-24,81,81.0,,0.81,65.61
2018-07-25,86,81.0,,0.81,69.66000000000001
2018-07-26,90,81.0,,0.81,72.9
2018-07-27,97,81.0,,0.81,78.57000000000001
2018-07-28,88,81.0,,0.81,71.28
2018-07-29,90,81.0,,0.81,72.9
2018-07-30,89,81.0,,0.81,72.09
2018-07-31,86,81.0,,0.81,69.66000000000001
2018-08-01,53,85.0,False,0.85,45.05
2018-08-02,59,85.0,,0.85,50.15
2018-08-03,63,85.0,,0.85,53.55
2018-08-04,61,85.0,,0.85,51.85
2018-08-05,63,85.0,,0.85,53.55
2018-08-06,59,85.0,,0.85,50.15
2018-08-07,56,85.0,,0.85,47.6
2018-08-08,52,85.0,,0.85,44.199999999999996
2018-08-09,57,85.0,,0.85,48.449999999999996
2018-08-10,55,85.0,,0.85,46.75
2018-08-11,54,85.0,,0.85,45.9
2018-08-12,58,85.0,,0.85,49.3
2018-08-13,61,85.0,,0.85,51.85
2018-08-14,58,85.0,,0.85,49.3
2018-08-15,58,85.0,,0.85,49.3
2018-08-16,53,85.0,,0.85,45.05
2018-08-17,54,85.0,,0.85,45.9
2018-08-18,55,85.0,,0.85,46.75
2018-08-19,58,85.0,,0.85,49.3
2018-08-20,63,85.0,,0.85,53.55
2018-08-21,54,85.0,,0.85,45.9
2018-08-22,52,85.0,,0.85,44.199999999999996
2018-08-23,55,85.0,,0.85,46.75
2018-08-24,58,85.0,,0.85,49.3
2018-08-25,63,85.0,,0.85,53.55
2018-08-26,100,85.0,,0.85,85.0
2018-08-27,76,85.0,,0.85,64.6
2018-08-28,64,85.0,,0.85,54.4
2018-08-29,66,85.0,,0.85,56.1
2018-08-30,68,85.0,,0.85,57.8
2018-08-31,69,85.0,,0.85,58.65
2018-09-01,73,100.0,False,1.0,73.0
2018-09-02,59,100.0,,1.0,59.0
2018-09-03,56,100.0,,1.0,56.0
2018-09-04,62,100.0,,1.0,62.0
2018-09-05,100,100.0,,1.0,100.0
2018-09-06,65,100.0,,1.0,65.0
2018-09-07,59,100.0,,1.0,59.0
2018-09-08,56,100.0,,1.0,56.0
2018-09-09,52,100.0,,1.0,52.0
2018-09-10,46,100.0,,1.0,46.0
2018-09-11,46,100.0,,1.0,46.0
2018-09-12,60,100.0,,1.0,60.0
2018-09-13,50,100.0,,1.0,50.0
2018-09-14,42,100.0,,1.0,42.0
2018-09-15,41,100.0,,1.0,41.0
2018-09-16,44,100.0,,1.0,44.0
2018-09-17,41,100.0,,1.0,41.0
2018-09-18,39,100.0,,1.0,39.0
2018-09-19,58,100.0,,1.0,58.0
2018-09-20,48,100.0,,1.0,48.0
2018-09-21,46,100.0,,1.0,46.0
2018-09-22,43,100.0,,1.0,43.0
2018-09-23,47,100.0,,1.0,47.0
2018-09-24,39,100.0,,1.0,39.0
2018-09-25,41,100.0,,1.0,41.0
2018-09-26,53,100.0,,1.0,53.0
2018-09-27,46,100.0,,1.0,46.0
2018-09-28,41,100.0,,1.0,41.0
2018-09-29,43,100.0,,1.0,43.0
2018-09-30,40,100.0,,1.0,40.0
2018-10-01,68,82.0,False,0.82,55.76
2018-10-02,69,82.0,,0.82,56.58
2018-10-03,79,82.0,,0.82,64.78
2018-10-04,70,82.0,,0.82,57.4
2018-10-05,70,82.0,,0.82,57.4
2018-10-06,84,82.0,,0.82,68.88
2018-10-07,100,82.0,,0.82,82.0
2018-10-08,68,82.0,,0.82,55.76
2018-10-09,69,82.0,,0.82,56.58
2018-10-10,83,82.0,,0.82,68.06
2018-10-11,76,82.0,,0.82,62.31999999999999
2018-10-12,64,82.0,,0.82,52.48
2018-10-13,62,82.0,,0.82,50.839999999999996
2018-10-14,63,82.0,,0.82,51.66
2018-10-15,59,82.0,,0.82,48.379999999999995
2018-10-16,61,82.0,,0.82,50.019999999999996
2018-10-17,77,82.0,,0.82,63.13999999999999
2018-10-18,70,82.0,,0.82,57.4
2018-10-19,65,82.0,,0.82,53.3
2018-10-20,64,82.0,,0.82,52.48
2018-10-21,68,82.0,,0.82,55.76
2018-10-22,59,82.0,,0.82,48.379999999999995
2018-10-23,61,82.0,,0.82,50.019999999999996
2018-10-24,71,82.0,,0.82,58.22
2018-10-25,68,82.0,,0.82,55.76
2018-10-26,69,82.0,,0.82,56.58
2018-10-27,68,82.0,,0.82,55.76
2018-10-28,63,82.0,,0.82,51.66
2018-10-29,58,82.0,,0.82,47.559999999999995
2018-10-30,67,82.0,,0.82,54.94
2018-10-31,81,82.0,,0.82,66.42
2018-11-01,92,73.0,False,0.73,67.16
2018-11-02,99,73.0,,0.73,72.27
2018-11-03,91,73.0,,0.73,66.42999999999999
2018-11-04,88,73.0,,0.73,64.24
2018-11-05,83,73.0,,0.73,60.589999999999996
2018-11-06,87,73.0,,0.73,63.51
2018-11-07,99,73.0,,0.73,72.27
2018-11-08,100,73.0,,0.73,73.0
2018-11-09,97,73.0,,0.73,70.81
2018-11-10,89,73.0,,0.73,64.97
2018-11-11,81,73.0,,0.73,59.129999999999995
2018-11-12,78,73.0,,0.73,56.94
2018-11-13,89,73.0,,0.73,64.97
2018-11-14,94,73.0,,0.73,68.62
2018-11-15,87,73.0,,0.73,63.51
2018-11-16,82,73.0,,0.73,59.86
2018-11-17,79,73.0,,0.73,57.67
2018-11-18,81,73.0,,0.73,59.129999999999995
2018-11-19,72,73.0,,0.73,52.56
2018-11-20,94,73.0,,0.73,68.62
2018-11-21,80,73.0,,0.73,58.4
2018-11-22,80,73.0,,0.73,58.4
2018-11-23,67,73.0,,0.73,48.91
2018-11-24,70,73.0,,0.73,51.1
2018-11-25,76,73.0,,0.73,55.48
2018-11-26,68,73.0,,0.73,49.64
2018-11-27,74,73.0,,0.73,54.019999999999996
2018-11-28,73,73.0,,0.73,53.29
2018-11-29,75,73.0,,0.73,54.75
2018-11-30,75,73.0,,0.73,54.75
2018-12-01,84,65.0,False,0.65,54.6
2018-12-02,84,65.0,,0.65,54.6
2018-12-03,85,65.0,,0.65,55.25
2018-12-04,83,65.0,,0.65,53.95
2018-12-05,87,65.0,,0.65,56.550000000000004
2018-12-06,82,65.0,,0.65,53.300000000000004
2018-12-07,85,65.0,,0.65,55.25
2018-12-08,94,65.0,,0.65,61.1
2018-12-09,77,65.0,,0.65,50.050000000000004
2018-12-10,85,65.0,,0.65,55.25
2018-12-11,77,65.0,,0.65,50.050000000000004
2018-12-12,78,65.0,,0.65,50.7
2018-12-13,85,65.0,,0.65,55.25
2018-12-14,84,65.0,,0.65,54.6
2018-12-15,91,65.0,,0.65,59.15
2018-12-16,86,65.0,,0.65,55.9
2018-12-17,82,65.0,,0.65,53.300000000000004
2018-12-18,84,65.0,,0.65,54.6
2018-12-19,85,65.0,,0.65,55.25
2018-12-20,80,65.0,,0.65,52.0
2018-12-21,87,65.0,,0.65,56.550000000000004
2018-12-22,80,65.0,,0.65,52.0
2018-12-23,85,65.0,,0.65,55.25
2018-12-24,76,65.0,,0.65,49.4
2018-12-25,100,65.0,,0.65,65.0
2018-12-26,84,65.0,,0.65,54.6
2018-12-27,79,65.0,,0.65,51.35
2018-12-28,78,65.0,,0.65,50.7
2018-12-29,79,65.0,,0.65,51.35
2018-12-30,90,65.0,,0.65,58.5
2018-12-31,87,65.0,,0.65,56.550000000000004
2019-01-01,92,69.0,False,0.69,63.48
2019-01-02,88,69.0,,0.69,60.72
2019-01-03,99,69.0,,0.69,68.30999999999999
2019-01-04,91,69.0,,0.69,62.78999999999999
2019-01-05,86,69.0,,0.69,59.339999999999996
2019-01-06,91,69.0,,0.69,62.78999999999999
2019-01-07,84,69.0,,0.69,57.959999999999994
2019-01-08,82,69.0,,0.69,56.58
2019-01-09,90,69.0,,0.69,62.099999999999994
2019-01-10,88,69.0,,0.69,60.72
2019-01-11,84,69.0,,0.69,57.959999999999994
2019-01-12,100,69.0,,0.69,69.0
2019-01-13,96,69.0,,0.69,66.24
2019-01-14,100,69.0,,0.69,69.0
2019-01-15,91,69.0,,0.69,62.78999999999999
2019-01-16,91,69.0,,0.69,62.78999999999999
2019-01-17,94,69.0,,0.69,64.86
2019-01-18,87,69.0,,0.69,60.029999999999994
2019-01-19,88,69.0,,0.69,60.72
2019-01-20,87,69.0,,0.69,60.029999999999994
2019-01-21,83,69.0,,0.69,57.269999999999996
2019-01-22,84,69.0,,0.69,57.959999999999994
2019-01-23,86,69.0,,0.69,59.339999999999996
2019-01-24,80,69.0,,0.69,55.199999999999996
2019-01-25,87,69.0,,0.69,60.029999999999994
2019-01-26,95,69.0,,0.69,65.55
2019-01-27,97,69.0,,0.69,66.92999999999999
2019-01-28,83,69.0,,0.69,57.269999999999996
2019-01-29,87,69.0,,0.69,60.029999999999994
2019-01-30,87,69.0,,0.69,60.029999999999994
2019-01-31,90,69.0,,0.69,62.099999999999994
2019-02-01,86,66.0,False,0.66,56.760000000000005
2019-02-02,83,66.0,,0.66,54.78
2019-02-03,93,66.0,,0.66,61.38
2019-02-04,86,66.0,,0.66,56.760000000000005
2019-02-05,87,66.0,,0.66,57.42
2019-02-06,91,66.0,,0.66,60.06
2019-02-07,91,66.0,,0.66,60.06
2019-02-08,85,66.0,,0.66,56.1
2019-02-09,100,66.0,,0.66,66.0
2019-02-10,93,66.0,,0.66,61.38
2019-02-11,95,66.0,,0.66,62.7
2019-02-12,87,66.0,,0.66,57.42
2019-02-13,84,66.0,,0.66,55.440000000000005
2019-02-14,89,66.0,,0.66,58.74
2019-02-15,83,66.0,,0.66,54.78
2019-02-16,99,66.0,,0.66,65.34
2019-02-17,99,66.0,,0.66,65.34
2019-02-18,98,66.0,,0.66,64.68
2019-02-19,89,66.0,,0.66,58.74
2019-02-20,91,66.0,,0.66,60.06
2019-02-21,91,66.0,,0.66,60.06
2019-02-22,87,66.0,,0.66,57.42
2019-02-23,92,66.0,,0.66,60.720000000000006
2019-02-24,100,66.0,,0.66,66.0
2019-02-25,91,66.0,,0.66,60.06
2019-02-26,84,66.0,,0.66,55.440000000000005
2019-02-27,96,66.0,,0.66,63.36
2019-02-28,92,66.0,,0.66,60.720000000000006
2019-03-01,87,68.0,False,0.68,59.160000000000004
2019-03-02,90,68.0,,0.68,61.2
2019-03-03,86,68.0,,0.68,58.480000000000004
2019-03-04,80,68.0,,0.68,54.400000000000006
2019-03-05,85,68.0,,0.68,57.800000000000004
2019-03-06,87,68.0,,0.68,59.160000000000004
2019-03-07,85,68.0,,0.68,57.800000000000004
2019-03-08,98,68.0,,0.68,66.64
2019-03-09,91,68.0,,0.68,61.88
2019-03-10,91,68.0,,0.68,61.88
2019-03-11,83,68.0,,0.68,56.440000000000005
2019-03-12,82,68.0,,0.68,55.760000000000005
2019-03-13,87,68.0,,0.68,59.160000000000004
2019-03-14,83,68.0,,0.68,56.440000000000005
2019-03-15,84,68.0,,0.68,57.120000000000005
2019-03-16,93,68.0,,0.68,63.24
2019-03-17,100,68.0,,0.68,68.0
2019-03-18,89,68.0,,0.68,60.52
2019-03-19,85,68.0,,0.68,57.800000000000004
2019-03-20,88,68.0,,0.68,59.84
2019-03-21,93,68.0,,0.68,63.24
2019-03-22,82,68.0,,0.68,55.760000000000005
2019-03-23,89,68.0,,0.68,60.52
2019-03-24,98,68.0,,0.68,66.64
2019-03-25,91,68.0,,0.68,61.88
2019-03-26,87,68.0,,0.68,59.160000000000004
2019-03-27,82,68.0,,0.68,55.760000000000005
2019-03-28,87,68.0,,0.68,59.160000000000004
2019-03-29,88,68.0,,0.68,59.84
2019-03-30,88,68.0,,0.68,59.84
2019-03-31,92,68.0,,0.68,62.56
2019-04-01,90,68.0,False,0.68,61.2
2019-04-02,100,68.0,,0.68,68.0
2019-04-03,88,68.0,,0.68,59.84
2019-04-04,78,68.0,,0.68,53.040000000000006
2019-04-05,87,68.0,,0.68,59.160000000000004
2019-04-06,99,68.0,,0.68,67.32000000000001
2019-04-07,87,68.0,,0.68,59.160000000000004
2019-04-08,87,68.0,,0.68,59.160000000000004
2019-04-09,85,68.0,,0.68,57.800000000000004
2019-04-10,81,68.0,,0.68,55.080000000000005
2019-04-11,84,68.0,,0.68,57.120000000000005
2019-04-12,86,68.0,,0.68,58.480000000000004
2019-04-13,90,68.0,,0.68,61.2
2019-04-14,90,68.0,,0.68,61.2
2019-04-15,80,68.0,,0.68,54.400000000000006
2019-04-16,84,68.0,,0.68,57.120000000000005
2019-04-17,87,68.0,,0.68,59.160000000000004
2019-04-18,87,68.0,,0.68,59.160000000000004
2019-04-19,95,68.0,,0.68,64.60000000000001
2019-04-20,98,68.0,,0.68,66.64
2019-04-21,85,68.0,,0.68,57.800000000000004
2019-04-22,92,68.0,,0.68,62.56
2019-04-23,77,68.0,,0.68,52.36000000000001
2019-04-24,91,68.0,,0.68,61.88
2019-04-25,83,68.0,,0.68,56.440000000000005
2019-04-26,82,68.0,,0.68,55.760000000000005
2019-04-27,85,68.0,,0.68,57.800000000000004
2019-04-28,90,68.0,,0.68,61.2
2019-04-29,89,68.0,,0.68,60.52
2019-04-30,86,68.0,,0.68,58.480000000000004
2019-05-01,86,69.0,False,0.69,59.339999999999996
2019-05-02,76,69.0,,0.69,52.44
2019-05-03,85,69.0,,0.69,58.65
2019-05-04,91,69.0,,0.69,62.78999999999999
2019-05-05,88,69.0,,0.69,60.72
2019-05-06,92,69.0,,0.69,63.48
2019-05-07,80,69.0,,0.69,55.199999999999996
2019-05-08,84,69.0,,0.69,57.959999999999994
2019-05-09,84,69.0,,0.69,57.959999999999994
2019-05-10,81,69.0,,0.69,55.88999999999999
2019-05-11,89,69.0,,0.69,61.41
2019-05-12,100,69.0,,0.69,69.0
2019-05-13,87,69.0,,0.69,60.029999999999994
2019-05-14,85,69.0,,0.69,58.65
2019-05-15,83,69.0,,0.69,57.269999999999996
2019-05-16,81,69.0,,0.69,55.88999999999999
2019-05-17,82,69.0,,0.69,56.58
2019-05-18,89,69.0,,0.69,61.41
2019-05-19,94,69.0,,0.69,64.86
2019-05-20,87,69.0,,0.69,60.029999999999994
2019-05-21,86,69.0,,0.69,59.339999999999996
2019-05-22,90,69.0,,0.69,62.099999999999994
2019-05-23,81,69.0,,0.69,55.88999999999999
2019-05-24,81,69.0,,0.69,55.88999999999999
2019-05-25,90,69.0,,0.69,62.099999999999994
2019-05-26,89,69.0,,0.69,61.41
2019-05-27,93,69.0,,0.69,64.17
2019-05-28,88,69.0,,0.69,60.72
2019-05-29,79,69.0,,0.69,54.51
2019-05-30,95,69.0,,0.69,65.55
2019-05-31,85,69.0,,0.69,58.65
2019-06-01,77,74.0,False,0.74,56.98
2019-06-02,74,74.0,,0.74,54.76
2019-06-03,67,74.0,,0.74,49.58
2019-06-04,68,74.0,,0.74,50.32
2019-06-05,75,74.0,,0.74,55.5
2019-06-06,79,74.0,,0.74,58.46
2019-06-07,67,74.0,,0.74,49.58
2019-06-08,72,74.0,,0.74,53.28
2019-06-09,70,74.0,,0.74,51.8
2019-06-10,68,74.0,,0.74,50.32
2019-06-11,70,74.0,,0.74,51.8
2019-06-12,67,74.0,,0.74,49.58
2019-06-13,70,74.0,,0.74,51.8
2019-06-14,65,74.0,,0.74,48.1
2019-06-15,73,74.0,,0.74,54.019999999999996
2019-06-16,68,74.0,,0.74,50.32
2019-06-17,66,74.0,,0.74,48.839999999999996
2019-06-18,66,74.0,,0.74,48.839999999999996
2019-06-19,74,74.0,,0.74,54.76
2019-06-20,71,74.0,,0.74,52.54
2019-06-21,68,74.0,,0.74,50.32
2019-06-22,84,74.0,,0.74,62.16
2019-06-23,100,74.0,,0.74,74.0
2019-06-24,85,74.0,,0.74,62.9
2019-06-25,78,74.0,,0.74,57.72
2019-06-26,76,74.0,,0.74,56.24
2019-06-27,78,74.0,,0.74,57.72
2019-06-28,70,74.0,,0.74,51.8
2019-06-29,76,74.0,,0.74,56.24
2019-06-30,76,74.0,,0.74,56.24
2019-07-01,82,77.0,False,0.77,63.14
2019-07-02,81,77.0,,0.77,62.370000000000005
2019-07-03,79,77.0,,0.77,60.83
2019-07-04,74,77.0,,0.77,56.980000000000004
2019-07-05,82,77.0,,0.77,63.14
2019-07-06,82,77.0,,0.77,63.14
2019-07-07,81,77.0,,0.77,62.370000000000005
2019-07-08,88,77.0,,0.77,67.76
2019-07-09,80,77.0,,0.77,61.6
2019-07-10,78,77.0,,0.77,60.06
2019-07-11,90,77.0,,0.77,69.3
2019-07-12,85,77.0,,0.77,65.45
2019-07-13,85,77.0,,0.77,65.45
2019-07-14,90,77.0,,0.77,69.3
2019-07-15,81,77.0,,0.77,62.370000000000005
2019-07-16,90,77.0,,0.77,69.3
2019-07-17,89,77.0,,0.77,68.53
2019-07-18,81,77.0,,0.77,62.370000000000005
2019-07-19,84,77.0,,0.77,64.68
2019-07-20,85,77.0,,0.77,65.45
2019-07-21,87,77.0,,0.77,66.99
2019-07-22,91,77.0,,0.77,70.07000000000001
2019-07-23,88,77.0,,0.77,67.76
2019-07-24,80,77.0,,0.77,61.6
2019-07-25,85,77.0,,0.77,65.45
2019-07-26,83,77.0,,0.77,63.910000000000004
2019-07-27,88,77.0,,0.77,67.76
2019-07-28,100,77.0,,0.77,77.0
2019-07-29,83,77.0,,0.77,63.910000000000004
2019-07-30,90,77.0,,0.77,69.3
2019-07-31,82,77.0,,0.77,63.14
2019-08-01,68,81.0,False,0.81,55.080000000000005
2019-08-02,72,81.0,,0.81,58.32000000000001
2019-08-03,79,81.0,,0.81,63.99
2019-08-04,86,81.0,,0.81,69.66000000000001
2019-08-05,83,81.0,,0.81,67.23
2019-08-06,80,81.0,,0.81,64.80000000000001
2019-08-07,86,81.0,,0.81,69.66000000000001
2019-08-08,87,81.0,,0.81,70.47
2019-08-09,85,81.0,,0.81,68.85000000000001
2019-08-10,86,81.0,,0.81,69.66000000000001
2019-08-11,100,81.0,,0.81,81.0
2019-08-12,87,81.0,,0.81,70.47
2019-08-13,84,81.0,,0.81,68.04
2019-08-14,80,81.0,,0.81,64.80000000000001
