date,QQQ_unscaled,QQQ_monthly,isPartial,scale,QQQ
2017-12-19,66,18.0,,0.18,11.879999999999999
2017-12-20,70,18.0,,0.18,12.6
2017-12-21,80,18.0,,0.18,14.399999999999999
2017-12-22,75,18.0,,0.18,13.5
2017-12-23,19,18.0,,0.18,3.42
2017-12-24,20,18.0,,0.18,3.5999999999999996
2017-12-25,31,18.0,,0.18,5.58
2017-12-26,67,18.0,,0.18,12.059999999999999
2017-12-27,65,18.0,,0.18,11.7
2017-12-28,82,18.0,,0.18,14.76
2017-12-29,67,18.0,,0.18,12.059999999999999
2017-12-30,25,18.0,,0.18,4.5
2017-12-31,29,18.0,,0.18,5.22
2018-01-01,10,23.0,False,0.23,2.3000000000000003
2018-01-02,58,23.0,,0.23,13.34
2018-01-03,77,23.0,,0.23,17.71
2018-01-04,66,23.0,,0.23,15.180000000000001
2018-01-05,60,23.0,,0.23,13.8
2018-01-06,18,23.0,,0.23,4.140000000000001
2018-01-07,13,23.0,,0.23,2.99
2018-01-08,58,23.0,,0.23,13.34
2018-01-09,50,23.0,,0.23,11.5
2018-01-10,58,23.0,,0.23,13.34
2018-01-11,64,23.0,,0.23,14.72
2018-01-12,88,23.0,,0.23,20.240000000000002
2018-01-13,22,23.0,,0.23,5.0600000000000005
2018-01-14,12,23.0,,0.23,2.7600000000000002
2018-01-15,23,23.0,,0.23,5.29
2018-01-16,69,23.0,,0.23,15.870000000000001
2018-01-17,79,23.0,,0.23,18.17
2018-01-18,70,23.0,,0.23,16.1
2018-01-19,70,23.0,,0.23,16.1
2018-01-20,30,23.0,,0.23,6.9
2018-01-21,15,23.0,,0.23,3.45
2018-01-22,56,23.0,,0.23,12.88
2018-01-23,88,23.0,,0.23,20.240000000000002
2018-01-24,85,23.0,,0.23,19.55
2018-01-25,100,23.0,,0.23,23.0
2018-01-26,91,23.0,,0.23,20.93
2018-01-27,21,23.0,,0.23,4.83
2018-01-28,12,23.0,,0.23,2.7600000000000002
2018-01-29,78,23.0,,0.23,17.94
2018-01-30,99,23.0,,0.23,22.77
2018-01-31,91,23.0,,0.23,20.93
2018-02-01,46,31.0,False,0.31,14.26
2018-02-02,61,31.0,,0.31,18.91
2018-02-03,39,31.0,,0.31,12.09
2018-02-04,11,31.0,,0.31,3.41
2018-02-05,68,31.0,,0.31,21.08
2018-02-06,100,31.0,,0.31,31.0
2018-02-07,75,31.0,,0.31,23.25
2018-02-08,63,31.0,,0.31,19.53
2018-02-09,73,31.0,,0.31,22.63
2018-02-10,28,31.0,,0.31,8.68
2018-02-11,14,31.0,,0.31,4.34
2018-02-12,36,31.0,,0.31,11.16
2018-02-13,45,31.0,,0.31,13.95
2018-02-14,59,31.0,,0.31,18.29
2018-02-15,61,31.0,,0.31,18.91
2018-02-16,47,31.0,,0.31,14.57
2018-02-17,45,31.0,,0.31,13.95
2018-02-18,17,31.0,,0.31,5.27
2018-02-19,17,31.0,,0.31,5.27
2018-02-20,41,31.0,,0.31,12.709999999999999
2018-02-21,56,31.0,,0.31,17.36
2018-02-22,50,31.0,,0.31,15.5
2018-02-23,35,31.0,,0.31,10.85
2018-02-24,18,31.0,,0.31,5.58
2018-02-25,14,31.0,,0.31,4.34
2018-02-26,38,31.0,,0.31,11.78
2018-02-27,46,31.0,,0.31,14.26
2018-02-28,44,31.0,,0.31,13.64
2018-03-01,73,30.0,False,0.3,21.9
2018-03-02,82,30.0,,0.3,24.599999999999998
2018-03-03,24,30.0,,0.3,7.199999999999999
2018-03-04,15,30.0,,0.3,4.5
2018-03-05,65,30.0,,0.3,19.5
2018-03-06,65,30.0,,0.3,19.5
2018-03-07,64,30.0,,0.3,19.2
2018-03-08,58,30.0,,0.3,17.4
2018-03-09,71,30.0,,0.3,21.3
2018-03-10,34,30.0,,0.3,10.2
2018-03-11,19,30.0,,0.3,5.7
2018-03-12,71,30.0,,0.3,21.3
2018-03-13,72,30.0,,0.3,21.599999999999998
2018-03-14,78,30.0,,0.3,23.4
2018-03-15,77,30.0,,0.3,23.099999999999998
2018-03-16,73,30.0,,0.3,21.9
2018-03-17,32,30.0,,0.3,9.6
2018-03-18,22,30.0,,0.3,6.6
2018-03-19,77,30.0,,0.3,23.099999999999998
2018-03-20,85,30.0,,0.3,25.5
2018-03-21,68,30.0,,0.3,20.4
2018-03-22,100,30.0,,0.3,30.0
2018-03-23,85,30.0,,0.3,25.5
2018-03-24,40,30.0,,0.3,12.0
2018-03-25,25,30.0,,0.3,7.5
2018-03-26,82,30.0,,0.3,24.599999999999998
2018-03-27,90,30.0,,0.3,27.0
2018-03-28,93,30.0,,0.3,27.9
2018-03-29,85,30.0,,0.3,25.5
2018-03-30,33,30.0,,0.3,9.9
2018-03-31,15,30.0,,0.3,4.5
2018-04-01,14,29.0,False,0.29,4.06
2018-04-02,96,29.0,,0.29,27.839999999999996
2018-04-03,84,29.0,,0.29,24.36
2018-04-04,100,29.0,,0.29,28.999999999999996
2018-04-05,81,29.0,,0.29,23.49
2018-04-06,86,29.0,,0.29,24.939999999999998
2018-04-07,18,29.0,,0.29,5.22
2018-04-08,17,29.0,,0.29,4.93
2018-04-09,68,29.0,,0.29,19.72
2018-04-10,81,29.0,,0.29,23.49
2018-04-11,75,29.0,,0.29,21.75
2018-04-12,70,29.0,,0.29,20.299999999999997
2018-04-13,73,29.0,,0.29,21.169999999999998
2018-04-14,16,29.0,,0.29,4.64
2018-04-15,12,29.0,,0.29,3.4799999999999995
2018-04-16,61,29.0,,0.29,17.689999999999998
2018-04-17,70,29.0,,0.29,20.299999999999997
2018-04-18,67,29.0,,0.29,19.43
2018-04-19,59,29.0,,0.29,17.11
2018-04-20,65,29.0,,0.29,18.849999999999998
2018-04-21,22,29.0,,0.29,6.38
2018-04-22,15,29.0,,0.29,4.35
2018-04-23,51,29.0,,0.29,14.79
2018-04-24,71,29.0,,0.29,20.59
2018-04-25,73,29.0,,0.29,21.169999999999998
2018-04-26,85,29.0,,0.29,24.65
2018-04-27,70,29.0,,0.29,20.299999999999997
2018-04-28,38,29.0,,0.29,11.02
2018-04-29,11,29.0,,0.29,3.19
2018-04-30,54,29.0,,0.29,15.659999999999998
2018-05-01,68,22.0,False,0.22,14.96
2018-05-02,100,22.0,,0.22,22.0
2018-05-03,73,22.0,,0.22,16.06
2018-05-04,58,22.0,,0.22,12.76
2018-05-05,23,22.0,,0.22,5.06
2018-05-06,25,22.0,,0.22,5.5
2018-05-07,63,22.0,,0.22,13.86
2018-05-08,60,22.0,,0.22,13.2
2018-05-09,80,22.0,,0.22,17.6
2018-05-10,67,22.0,,0.22,14.74
2018-05-11,90,22.0,,0.22,19.8
2018-05-12,20,22.0,,0.22,4.4
2018-05-13,17,22.0,,0.22,3.74
2018-05-14,64,22.0,,0.22,14.08
2018-05-15,78,22.0,,0.22,17.16
2018-05-16,71,22.0,,0.22,15.62
2018-05-17,62,22.0,,0.22,13.64
2018-05-18,70,22.0,,0.22,15.4
2018-05-19,17,22.0,,0.22,3.74
2018-05-20,17,22.0,,0.22,3.74
2018-05-21,73,22.0,,0.22,16.06
2018-05-22,70,22.0,,0.22,15.4
2018-05-23,69,22.0,,0.22,15.18
2018-05-24,62,22.0,,0.22,13.64
2018-05-25,62,22.0,,0.22,13.64
2018-05-26,20,22.0,,0.22,4.4
2018-05-27,26,22.0,,0.22,5.72
2018-05-28,17,22.0,,0.22,3.74
2018-05-29,64,22.0,,0.22,14.08
2018-05-30,55,22.0,,0.22,12.1
2018-05-31,85,22.0,,0.22,18.7
2018-06-01,76,27.0,False,0.27,20.520000000000003
2018-06-02,39,27.0,,0.27,10.530000000000001
2018-06-03,15,27.0,,0.27,4.050000000000001
2018-06-04,88,27.0,,0.27,23.76
2018-06-05,100,27.0,,0.27,27.0
2018-06-06,73,27.0,,0.27,19.71
2018-06-07,65,27.0,,0.27,17.55
2018-06-08,81,27.0,,0.27,21.87
2018-06-09,21,27.0,,0.27,5.67
2018-06-10,32,27.0,,0.27,8.64
2018-06-11,61,27.0,,0.27,16.470000000000002
2018-06-12,77,27.0,,0.27,20.790000000000003
2018-06-13,78,27.0,,0.27,21.060000000000002
2018-06-14,75,27.0,,0.27,20.25
2018-06-15,89,27.0,,0.27,24.03
2018-06-16,22,27.0,,0.27,5.94
2018-06-17,14,27.0,,0.27,3.7800000000000002
2018-06-18,59,27.0,,0.27,15.930000000000001
2018-06-19,74,27.0,,0.27,19.98
2018-06-20,76,27.0,,0.27,20.520000000000003
2018-06-21,59,27.0,,0.27,15.930000000000001
2018-06-22,67,27.0,,0.27,18.09
2018-06-23,20,27.0,,0.27,5.4
2018-06-24,13,27.0,,0.27,3.5100000000000002
2018-06-25,81,27.0,,0.27,21.87
2018-06-26,65,27.0,,0.27,17.55
2018-06-27,66,27.0,,0.27,17.82
2018-06-28,70,27.0,,0.27,18.900000000000002
2018-06-29,86,27.0,,0.27,23.220000000000002
2018-06-30,24,27.0,,0.27,6.48
2018-07-01,30,28.0,False,0.28,8.4
2018-07-02,62,28.0,,0.28,17.360000000000003
2018-07-03,53,28.0,,0.28,14.840000000000002
2018-07-04,21,28.0,,0.28,5.880000000000001
2018-07-05,60,28.0,,0.28,16.8
2018-07-06,63,28.0,,0.28,17.64
2018-07-07,17,28.0,,0.28,4.760000000000001
2018-07-08,24,28.0,,0.28,6.720000000000001
2018-07-09,55,28.0,,0.28,15.400000000000002
2018-07-10,55,28.0,,0.28,15.400000000000002
2018-07-11,52,28.0,,0.28,14.560000000000002
2018-07-12,54,28.0,,0.28,15.120000000000001
2018-07-13,56,28.0,,0.28,15.680000000000001
2018-07-14,15,28.0,,0.28,4.2
2018-07-15,15,28.0,,0.28,4.2
2018-07-16,65,28.0,,0.28,18.200000000000003
2018-07-17,69,28.0,,0.28,19.32
2018-07-18,63,28.0,,0.28,17.64
2018-07-19,62,28.0,,0.28,17.360000000000003
2018-07-20,48,28.0,,0.28,13.440000000000001
2018-07-21,22,28.0,,0.28,6.16
2018-07-22,11,28.0,,0.28,3.08
2018-07-23,48,28.0,,0.28,13.440000000000001
2018-07-24,53,28.0,,0.28,14.840000000000002
2018-07-25,76,28.0,,0.28,21.28
2018-07-26,100,28.0,,0.28,28.000000000000004
2018-07-27,90,28.0,,0.28,25.200000000000003
2018-07-28,29,28.0,,0.28,8.120000000000001
2018-07-29,21,28.0,,0.28,5.880000000000001
2018-07-30,72,28.0,,0.28,20.160000000000004
2018-07-31,94,28.0,,0.28,26.320000000000004
2018-08-01,100,28.0,False,0.28,28.000000000000004
2018-08-02,88,28.0,,0.28,24.64
2018-08-03,83,28.0,,0.28,23.240000000000002
2018-08-04,24,28.0,,0.28,6.720000000000001
2018-08-05,34,28.0,,0.28,9.520000000000001
2018-08-06,62,28.0,,0.28,17.360000000000003
2018-08-07,98,28.0,,0.28,27.44
2018-08-08,62,28.0,,0.28,17.360000000000003
2018-08-09,66,28.0,,0.28,18.48
2018-08-10,71,28.0,,0.28,19.880000000000003
2018-08-11,17,28.0,,0.28,4.760000000000001
2018-08-12,13,28.0,,0.28,3.6400000000000006
2018-08-13,82,28.0,,0.28,22.96
2018-08-14,59,28.0,,0.28,16.520000000000003
2018-08-15,70,28.0,,0.28,19.6
2018-08-16,73,28.0,,0.28,20.44
2018-08-17,66,28.0,,0.28,18.48
2018-08-18,36,28.0,,0.28,10.080000000000002
2018-08-19,23,28.0,,0.28,6.44
2018-08-20,54,28.0,,0.28,15.120000000000001
2018-08-21,70,28.0,,0.28,19.6
2018-08-22,56,28.0,,0.28,15.680000000000001
2018-08-23,55,28.0,,0.28,15.400000000000002
2018-08-24,69,28.0,,0.28,19.32
2018-08-25,13,28.0,,0.28,3.6400000000000006
2018-08-26,12,28.0,,0.28,3.3600000000000003
2018-08-27,56,28.0,,0.28,15.680000000000001
2018-08-28,64,28.0,,0.28,17.92
2018-08-29,76,28.0,,0.28,21.28
2018-08-30,70,28.0,,0.28,19.6
2018-08-31,65,28.0,,0.28,18.200000000000003
2018-09-01,30,22.0,False,0.22,6.6
2018-09-02,30,22.0,,0.22,6.6
2018-09-03,30,22.0,,0.22,6.6
2018-09-04,85,22.0,,0.22,18.7
2018-09-05,81,22.0,,0.22,17.82
2018-09-06,85,22.0,,0.22,18.7
2018-09-07,92,22.0,,0.22,20.24
2018-09-08,31,22.0,,0.22,6.82
2018-09-09,28,22.0,,0.22,6.16
2018-09-10,72,22.0,,0.22,15.84
2018-09-11,91,22.0,,0.22,20.02
2018-09-12,100,22.0,,0.22,22.0
2018-09-13,73,22.0,,0.22,16.06
2018-09-14,86,22.0,,0.22,18.92
2018-09-15,28,22.0,,0.22,6.16
2018-09-16,12,22.0,,0.22,2.64
2018-09-17,86,22.0,,0.22,18.92
2018-09-18,83,22.0,,0.22,18.26
2018-09-19,76,22.0,,0.22,16.72
2018-09-20,91,22.0,,0.22,20.02
2018-09-21,74,22.0,,0.22,16.28
2018-09-22,18,22.0,,0.22,3.96
2018-09-23,23,22.0,,0.22,5.06
2018-09-24,90,22.0,,0.22,19.8
2018-09-25,84,22.0,,0.22,18.48
2018-09-26,88,22.0,,0.22,19.36
2018-09-27,93,22.0,,0.22,20.46
2018-09-28,83,22.0,,0.22,18.26
2018-09-29,30,22.0,,0.22,6.6
2018-09-30,31,22.0,,0.22,6.82
2018-10-01,43,38.0,False,0.38,16.34
2018-10-02,36,38.0,,0.38,13.68
2018-10-03,29,38.0,,0.38,11.02
2018-10-04,51,38.0,,0.38,19.38
2018-10-05,45,38.0,,0.38,17.1
2018-10-06,16,38.0,,0.38,6.08
2018-10-07,8,38.0,,0.38,3.04
2018-10-08,44,38.0,,0.38,16.72
2018-10-09,39,38.0,,0.38,14.82
2018-10-10,70,38.0,,0.38,26.6
2018-10-11,92,38.0,,0.38,34.96
2018-10-12,76,38.0,,0.38,28.88
2018-10-13,18,38.0,,0.38,6.84
2018-10-14,11,38.0,,0.38,4.18
2018-10-15,51,38.0,,0.38,19.38
2018-10-16,59,38.0,,0.38,22.42
2018-10-17,58,38.0,,0.38,22.04
2018-10-18,59,38.0,,0.38,22.42
2018-10-19,51,38.0,,0.38,19.38
2018-10-20,18,38.0,,0.38,6.84
2018-10-21,8,38.0,,0.38,3.04
2018-10-22,47,38.0,,0.38,17.86
2018-10-23,63,38.0,,0.38,23.94
2018-10-24,69,38.0,,0.38,26.22
2018-10-25,86,38.0,,0.38,32.68
2018-10-26,100,38.0,,0.38,38.0
2018-10-27,30,38.0,,0.38,11.4
2018-10-28,18,38.0,,0.38,6.84
2018-10-29,77,38.0,,0.38,29.26
2018-10-30,68,38.0,,0.38,25.84
2018-10-31,69,38.0,,0.38,26.22
2018-11-01,80,33.0,False,0.33,26.400000000000002
2018-11-02,79,33.0,,0.33,26.07
2018-11-03,23,33.0,,0.33,7.590000000000001
2018-11-04,16,33.0,,0.33,5.28
2018-11-05,59,33.0,,0.33,19.470000000000002
2018-11-06,52,33.0,,0.33,17.16
2018-11-07,65,33.0,,0.33,21.45
2018-11-08,71,33.0,,0.33,23.43
2018-11-09,50,33.0,,0.33,16.5
2018-11-10,16,33.0,,0.33,5.28
2018-11-11,10,33.0,,0.33,3.3000000000000003
2018-11-12,56,33.0,,0.33,18.48
2018-11-13,69,33.0,,0.33,22.77
2018-11-14,66,33.0,,0.33,21.78
2018-11-15,56,33.0,,0.33,18.48
2018-11-16,69,33.0,,0.33,22.77
2018-11-17,22,33.0,,0.33,7.260000000000001
2018-11-18,8,33.0,,0.33,2.64
2018-11-19,62,33.0,,0.33,20.46
2018-11-20,100,33.0,,0.33,33.0
2018-11-21,82,33.0,,0.33,27.060000000000002
2018-11-22,20,33.0,,0.33,6.6000000000000005
2018-11-23,36,33.0,,0.33,11.88
2018-11-24,14,33.0,,0.33,4.62
2018-11-25,13,33.0,,0.33,4.29
2018-11-26,50,33.0,,0.33,16.5
2018-11-27,55,33.0,,0.33,18.150000000000002
2018-11-28,52,33.0,,0.33,17.16
2018-11-29,61,33.0,,0.33,20.130000000000003
2018-11-30,58,33.0,,0.33,19.14
2018-12-01,20,33.0,False,0.33,6.6000000000000005
2018-12-02,13,33.0,,0.33,4.29
2018-12-03,59,33.0,,0.33,19.470000000000002
2018-12-04,68,33.0,,0.33,22.44
2018-12-05,31,33.0,,0.33,10.23
2018-12-06,74,33.0,,0.33,24.42
2018-12-07,62,33.0,,0.33,20.46
2018-12-08,25,33.0,,0.33,8.25
2018-12-09,15,33.0,,0.33,4.95
2018-12-10,53,33.0,,0.33,17.490000000000002
2018-12-11,51,33.0,,0.33,16.830000000000002
2018-12-12,63,33.0,,0.33,20.790000000000003
2018-12-13,45,33.0,,0.33,14.850000000000001
2018-12-14,52,33.0,,0.33,17.16
2018-12-15,17,33.0,,0.33,5.61
2018-12-16,10,33.0,,0.33,3.3000000000000003
2018-12-17,64,33.0,,0.33,21.12
2018-12-18,61,33.0,,0.33,20.130000000000003
2018-12-19,79,33.0,,0.33,26.07
2018-12-20,80,33.0,,0.33,26.400000000000002
2018-12-21,85,33.0,,0.33,28.05
2018-12-22,31,33.0,,0.33,10.23
2018-12-23,9,33.0,,0.33,2.97
2018-12-24,60,33.0,,0.33,19.8
2018-12-25,28,33.0,,0.33,9.24
2018-12-26,100,33.0,,0.33,33.0
2018-12-27,78,33.0,,0.33,25.740000000000002
2018-12-28,59,33.0,,0.33,19.470000000000002
2018-12-29,23,33.0,,0.33,7.590000000000001
2018-12-30,13,33.0,,0.33,4.29
2018-12-31,46,33.0,,0.33,15.180000000000001
2019-01-01,20,30.0,False,0.3,6.0
2019-01-02,93,30.0,,0.3,27.9
2019-01-03,100,30.0,,0.3,30.0
2019-01-04,80,30.0,,0.3,24.0
2019-01-05,19,30.0,,0.3,5.7
2019-01-06,18,30.0,,0.3,5.3999999999999995
2019-01-07,77,30.0,,0.3,23.099999999999998
2019-01-08,63,30.0,,0.3,18.9
2019-01-09,85,30.0,,0.3,25.5
2019-01-10,84,30.0,,0.3,25.2
2019-01-11,60,30.0,,0.3,18.0
2019-01-12,25,30.0,,0.3,7.5
2019-01-13,13,30.0,,0.3,3.9
2019-01-14,63,30.0,,0.3,18.9
2019-01-15,73,30.0,,0.3,21.9
2019-01-16,80,30.0,,0.3,24.0
2019-01-17,68,30.0,,0.3,20.4
2019-01-18,64,30.0,,0.3,19.2
2019-01-19,13,30.0,,0.3,3.9
2019-01-20,13,30.0,,0.3,3.9
2019-01-21,22,30.0,,0.3,6.6
2019-01-22,58,30.0,,0.3,17.4
2019-01-23,52,30.0,,0.3,15.6
2019-01-24,56,30.0,,0.3,16.8
2019-01-25,49,30.0,,0.3,14.7
2019-01-26,12,30.0,,0.3,3.5999999999999996
2019-01-27,13,30.0,,0.3,3.9
2019-01-28,44,30.0,,0.3,13.2
2019-01-29,72,30.0,,0.3,21.599999999999998
2019-01-30,78,30.0,,0.3,23.4
2019-01-31,86,30.0,,0.3,25.8
2019-02-01,89,25.0,False,0.25,22.25
2019-02-02,29,25.0,,0.25,7.25
2019-02-03,25,25.0,,0.25,6.25
2019-02-04,72,25.0,,0.25,18.0
2019-02-05,99,25.0,,0.25,24.75
2019-02-06,93,25.0,,0.25,23.25
2019-02-07,100,25.0,,0.25,25.0
2019-02-08,94,25.0,,0.25,23.5
2019-02-09,26,25.0,,0.25,6.5
2019-02-10,15,25.0,,0.25,3.75
2019-02-11,61,25.0,,0.25,15.25
2019-02-12,93,25.0,,0.25,23.25
2019-02-13,94,25.0,,0.25,23.5
2019-02-14,93,25.0,,0.25,23.25
2019-02-15,87,25.0,,0.25,21.75
2019-02-16,24,25.0,,0.25,6.0
2019-02-17,21,25.0,,0.25,5.25
2019-02-18,30,25.0,,0.25,7.5
2019-02-19,59,25.0,,0.25,14.75
2019-02-20,83,25.0,,0.25,20.75
2019-02-21,84,25.0,,0.25,21.0
2019-02-22,89,25.0,,0.25,22.25
2019-02-23,34,25.0,,0.25,8.5
2019-02-24,16,25.0,,0.25,4.0
2019-02-25,79,25.0,,0.25,19.75
2019-02-26,99,25.0,,0.25,24.75
2019-02-27,65,25.0,,0.25,16.25
2019-02-28,91,25.0,,0.25,22.75
2019-03-01,68,25.0,False,0.25,17.0
2019-03-02,27,25.0,,0.25,6.75
2019-03-03,18,25.0,,0.25,4.5
2019-03-04,76,25.0,,0.25,19.0
2019-03-05,69,25.0,,0.25,17.25
2019-03-06,74,25.0,,0.25,18.5
2019-03-07,77,25.0,,0.25,19.25
2019-03-08,96,25.0,,0.25,24.0
2019-03-09,26,25.0,,0.25,6.5
2019-03-10,13,25.0,,0.25,3.25
2019-03-11,79,25.0,,0.25,19.75
2019-03-12,81,25.0,,0.25,20.25
2019-03-13,100,25.0,,0.25,25.0
2019-03-14,91,25.0,,0.25,22.75
2019-03-15,79,25.0,,0.25,19.75
2019-03-16,28,25.0,,0.25,7.0
2019-03-17,19,25.0,,0.25,4.75
2019-03-18,62,25.0,,0.25,15.5
2019-03-19,94,25.0,,0.25,23.5
2019-03-20,72,25.0,,0.25,18.0
2019-03-21,77,25.0,,0.25,19.25
2019-03-22,83,25.0,,0.25,20.75
2019-03-23,31,25.0,,0.25,7.75
2019-03-24,21,25.0,,0.25,5.25
2019-03-25,82,25.0,,0.25,20.5
2019-03-26,66,25.0,,0.25,16.5
2019-03-27,75,25.0,,0.25,18.75
2019-03-28,70,25.0,,0.25,17.5
2019-03-29,63,25.0,,0.25,15.75
2019-03-30,18,25.0,,0.25,4.5
2019-03-31,22,25.0,,0.25,5.5
2019-04-01,78,25.0,False,0.25,19.5
2019-04-02,76,25.0,,0.25,19.0
2019-04-03,78,25.0,,0.25,19.5
2019-04-04,80,25.0,,0.25,20.0
2019-04-05,65,25.0,,0.25,16.25
2019-04-06,18,25.0,,0.25,4.5
2019-04-07,27,25.0,,0.25,6.75
2019-04-08,62,25.0,,0.25,15.5
2019-04-09,92,25.0,,0.25,23.0
2019-04-10,79,25.0,,0.25,19.75
2019-04-11,54,25.0,,0.25,13.5
2019-04-12,59,25.0,,0.25,14.75
2019-04-13,22,25.0,,0.25,5.5
2019-04-14,19,25.0,,0.25,4.75
2019-04-15,64,25.0,,0.25,16.0
2019-04-16,79,25.0,,0.25,19.75
2019-04-17,78,25.0,,0.25,19.5
2019-04-18,60,25.0,,0.25,15.0
2019-04-19,27,25.0,,0.25,6.75
2019-04-20,21,25.0,,0.25,5.25
2019-04-21,25,25.0,,0.25,6.25
2019-04-22,61,25.0,,0.25,15.25
2019-04-23,63,25.0,,0.25,15.75
2019-04-24,80,25.0,,0.25,20.0
2019-04-25,100,25.0,,0.25,25.0
2019-04-26,79,25.0,,0.25,19.75
2019-04-27,28,25.0,,0.25,7.0
2019-04-28,18,25.0,,0.25,4.5
2019-04-29,88,25.0,,0.25,22.0
2019-04-30,69,25.0,,0.25,17.25
2019-05-01,74,29.0,False,0.29,21.459999999999997
2019-05-02,64,29.0,,0.29,18.56
2019-05-03,71,29.0,,0.29,20.59
2019-05-04,19,29.0,,0.29,5.51
2019-05-05,15,29.0,,0.29,4.35
2019-05-06,93,29.0,,0.29,26.97
2019-05-07,78,29.0,,0.29,22.619999999999997
2019-05-08,87,29.0,,0.29,25.229999999999997
2019-05-09,75,29.0,,0.29,21.75
2019-05-10,76,29.0,,0.29,22.04
2019-05-11,31,29.0,,0.29,8.99
2019-05-12,21,29.0,,0.29,6.09
2019-05-13,96,29.0,,0.29,27.839999999999996
2019-05-14,80,29.0,,0.29,23.2
2019-05-15,77,29.0,,0.29,22.33
2019-05-16,72,29.0,,0.29,20.88
2019-05-17,78,29.0,,0.29,22.619999999999997
2019-05-18,27,29.0,,0.29,7.829999999999999
2019-05-19,16,29.0,,0.29,4.64
2019-05-20,69,29.0,,0.29,20.009999999999998
2019-05-21,67,29.0,,0.29,19.43
2019-05-22,64,29.0,,0.29,18.56
2019-05-23,100,29.0,,0.29,28.999999999999996
2019-05-24,72,29.0,,0.29,20.88
2019-05-25,28,29.0,,0.29,8.12
2019-05-26,19,29.0,,0.29,5.51
2019-05-27,25,29.0,,0.29,7.249999999999999
2019-05-28,87,29.0,,0.29,25.229999999999997
2019-05-29,77,29.0,,0.29,22.33
2019-05-30,70,29.0,,0.29,20.299999999999997
2019-05-31,89,29.0,,0.29,25.81
2019-06-01,32,27.0,False,0.27,8.64
2019-06-02,26,27.0,,0.27,7.0200000000000005
2019-06-03,99,27.0,,0.27,26.73
2019-06-04,100,27.0,,0.27,27.0
2019-06-05,95,27.0,,0.27,25.650000000000002
2019-06-06,98,27.0,,0.27,26.46
2019-06-07,91,27.0,,0.27,24.57
2019-06-08,32,27.0,,0.27,8.64
2019-06-09,19,27.0,,0.27,5.130000000000001
2019-06-10,90,27.0,,0.27,24.3
2019-06-11,87,27.0,,0.27,23.490000000000002
2019-06-12,75,27.0,,0.27,20.25
2019-06-13,82,27.0,,0.27,22.14
2019-06-14,57,27.0,,0.27,15.39
2019-06-15,23,27.0,,0.27,6.210000000000001
2019-06-16,17,27.0,,0.27,4.59
2019-06-17,79,27.0,,0.27,21.330000000000002
2019-06-18,90,27.0,,0.27,24.3
2019-06-19,88,27.0,,0.27,23.76
2019-06-20,98,27.0,,0.27,26.46
2019-06-21,87,27.0,,0.27,23.490000000000002
2019-06-22,30,27.0,,0.27,8.100000000000001
2019-06-23,25,27.0,,0.27,6.75
2019-06-24,81,27.0,,0.27,21.87
2019-06-25,69,27.0,,0.27,18.630000000000003
2019-06-26,88,27.0,,0.27,23.76
2019-06-27,75,27.0,,0.27,20.25
2019-06-28,64,27.0,,0.27,17.28
2019-06-29,34,27.0,,0.27,9.18
2019-06-30,21,27.0,,0.27,5.67
2019-07-01,91,25.0,False,0.25,22.75
2019-07-02,70,25.0,,0.25,17.5
2019-07-03,70,25.0,,0.25,17.5
2019-07-04,31,25.0,,0.25,7.75
2019-07-05,58,25.0,,0.25,14.5
2019-07-06,23,25.0,,0.25,5.75
2019-07-07,19,25.0,,0.25,4.75
2019-07-08,87,25.0,,0.25,21.75
2019-07-09,70,25.0,,0.25,17.5
2019-07-10,77,25.0,,0.25,19.25
2019-07-11,100,25.0,,0.25,25.0
2019-07-12,63,25.0,,0.25,15.75
2019-07-13,31,25.0,,0.25,7.75
2019-07-14,34,25.0,,0.25,8.5
2019-07-15,92,25.0,,0.25,23.0
2019-07-16,56,25.0,,0.25,14.0
2019-07-17,70,25.0,,0.25,17.5
2019-07-18,78,25.0,,0.25,19.5
2019-07-19,67,25.0,,0.25,16.75
2019-07-20,26,25.0,,0.25,6.5
2019-07-21,19,25.0,,0.25,4.75
2019-07-22,73,25.0,,0.25,18.25
2019-07-23,59,25.0,,0.25,14.75
2019-07-24,86,25.0,,0.25,21.5
2019-07-25,90,25.0,,0.25,22.5
2019-07-26,83,25.0,,0.25,20.75
2019-07-27,37,25.0,,0.25,9.25
2019-07-28,21,25.0,,0.25,5.25
2019-07-29,60,25.0,,0.25,15.0
2019-07-30,81,25.0,,0.25,20.25
2019-07-31,71,25.0,,0.25,17.75
2019-08-01,73,30.0,False,0.3,21.9
2019-08-02,74,30.0,,0.3,22.2
2019-08-03,29,30.0,,0.3,8.7
2019-08-04,14,30.0,,0.3,4.2
2019-08-05,100,30.0,,0.3,30.0
2019-08-06,93,30.0,,0.3,27.9
2019-08-07,88,30.0,,0.3,26.4
2019-08-08,86,30.0,,0.3,25.8
2019-08-09,80,30.0,,0.3,24.0
2019-08-10,19,30.0,,0.3,5.7
2019-08-11,17,30.0,,0.3,5.1
2019-08-12,81,30.0,,0.3,24.3
2019-08-13,95,30.0,,0.3,28.5
2019-08-14,99,30.0,,0.3,29.7
2019-08-15,94,30.0,,0.3,28.2
2019-08-16,74,30.0,,0.3,22.2
2019-08-17,20,30.0,,0.3,6.0
2019-08-18,10,30.0,,0.3,3.0
2019-08-19,76,30.0,,0.3,22.8
