date,TQQQ_unscaled,TQQQ_monthly,isPartial,scale,TQQQ
2018-01-01,7,20.0,False,0.2,1.4000000000000001
2018-01-02,57,20.0,,0.2,11.4
2018-01-03,39,20.0,,0.2,7.800000000000001
2018-01-04,48,20.0,,0.2,9.600000000000001
2018-01-05,37,20.0,,0.2,7.4
2018-01-06,32,20.0,,0.2,6.4
2018-01-07,13,20.0,,0.2,2.6
2018-01-08,46,20.0,,0.2,9.200000000000001
2018-01-09,38,20.0,,0.2,7.6000000000000005
2018-01-10,55,20.0,,0.2,11.0
2018-01-11,62,20.0,,0.2,12.4
2018-01-12,63,20.0,,0.2,12.600000000000001
2018-01-13,32,20.0,,0.2,6.4
2018-01-14,3,20.0,,0.2,0.6000000000000001
2018-01-15,26,20.0,,0.2,5.2
2018-01-16,49,20.0,,0.2,9.8
2018-01-17,53,20.0,,0.2,10.600000000000001
2018-01-18,52,20.0,,0.2,10.4
2018-01-19,66,20.0,,0.2,13.200000000000001
2018-01-20,19,20.0,,0.2,3.8000000000000003
2018-01-21,3,20.0,,0.2,0.6000000000000001
2018-01-22,50,20.0,,0.2,10.0
2018-01-23,77,20.0,,0.2,15.4
2018-01-24,76,20.0,,0.2,15.200000000000001
2018-01-25,72,20.0,,0.2,14.4
2018-01-26,77,20.0,,0.2,15.4
2018-01-27,26,20.0,,0.2,5.2
2018-01-28,23,20.0,,0.2,4.6000000000000005
2018-01-29,66,20.0,,0.2,13.200000000000001
2018-01-30,100,20.0,,0.2,20.0
2018-01-31,73,20.0,,0.2,14.600000000000001
2018-02-01,51,28.0,False,0.28,14.280000000000001
2018-02-02,80,28.0,,0.28,22.400000000000002
2018-02-03,23,28.0,,0.28,6.44
2018-02-04,5,28.0,,0.28,1.4000000000000001
2018-02-05,93,28.0,,0.28,26.040000000000003
2018-02-06,100,28.0,,0.28,28.000000000000004
2018-02-07,94,28.0,,0.28,26.320000000000004
2018-02-08,84,28.0,,0.28,23.520000000000003
2018-02-09,92,28.0,,0.28,25.76
2018-02-10,18,28.0,,0.28,5.040000000000001
2018-02-11,5,28.0,,0.28,1.4000000000000001
2018-02-12,57,28.0,,0.28,15.96
2018-02-13,49,28.0,,0.28,13.72
2018-02-14,54,28.0,,0.28,15.120000000000001
2018-02-15,79,28.0,,0.28,22.12
2018-02-16,55,28.0,,0.28,15.400000000000002
2018-02-17,8,28.0,,0.28,2.24
2018-02-18,10,28.0,,0.28,2.8000000000000003
2018-02-19,18,28.0,,0.28,5.040000000000001
2018-02-20,36,28.0,,0.28,10.080000000000002
2018-02-21,54,28.0,,0.28,15.120000000000001
2018-02-22,49,28.0,,0.28,13.72
2018-02-23,64,28.0,,0.28,17.92
2018-02-24,8,28.0,,0.28,2.24
2018-02-25,13,28.0,,0.28,3.6400000000000006
2018-02-26,77,28.0,,0.28,21.560000000000002
2018-02-27,75,28.0,,0.28,21.000000000000004
2018-02-28,67,28.0,,0.28,18.76
2018-03-01,46,25.0,False,0.25,11.5
2018-03-02,78,25.0,,0.25,19.5
2018-03-03,15,25.0,,0.25,3.75
2018-03-04,6,25.0,,0.25,1.5
2018-03-05,58,25.0,,0.25,14.5
2018-03-06,50,25.0,,0.25,12.5
2018-03-07,83,25.0,,0.25,20.75
2018-03-08,73,25.0,,0.25,18.25
2018-03-09,92,25.0,,0.25,23.0
2018-03-10,21,25.0,,0.25,5.25
2018-03-11,3,25.0,,0.25,0.75
2018-03-12,53,25.0,,0.25,13.25
2018-03-13,76,25.0,,0.25,19.0
2018-03-14,61,25.0,,0.25,15.25
2018-03-15,47,25.0,,0.25,11.75
2018-03-16,52,25.0,,0.25,13.0
2018-03-17,12,25.0,,0.25,3.0
2018-03-18,9,25.0,,0.25,2.25
2018-03-19,58,25.0,,0.25,14.5
2018-03-20,60,25.0,,0.25,15.0
2018-03-21,89,25.0,,0.25,22.25
2018-03-22,78,25.0,,0.25,19.5
2018-03-23,83,25.0,,0.25,20.75
2018-03-24,43,25.0,,0.25,10.75
2018-03-25,19,25.0,,0.25,4.75
2018-03-26,71,25.0,,0.25,17.75
2018-03-27,80,25.0,,0.25,20.0
2018-03-28,100,25.0,,0.25,25.0
2018-03-29,94,25.0,,0.25,23.5
2018-03-30,34,25.0,,0.25,8.5
2018-03-31,13,25.0,,0.25,3.25
2018-04-01,10,29.0,False,0.29,2.9
2018-04-02,71,29.0,,0.29,20.59
2018-04-03,73,29.0,,0.29,21.169999999999998
2018-04-04,65,29.0,,0.29,18.849999999999998
2018-04-05,86,29.0,,0.29,24.939999999999998
2018-04-06,74,29.0,,0.29,21.459999999999997
2018-04-07,16,29.0,,0.29,4.64
2018-04-08,2,29.0,,0.29,0.58
2018-04-09,61,29.0,,0.29,17.689999999999998
2018-04-10,72,29.0,,0.29,20.88
2018-04-11,62,29.0,,0.29,17.98
2018-04-12,47,29.0,,0.29,13.629999999999999
2018-04-13,34,29.0,,0.29,9.86
2018-04-14,14,29.0,,0.29,4.06
2018-04-15,5,29.0,,0.29,1.45
2018-04-16,46,29.0,,0.29,13.34
2018-04-17,68,29.0,,0.29,19.72
2018-04-18,82,29.0,,0.29,23.779999999999998
2018-04-19,57,29.0,,0.29,16.529999999999998
2018-04-20,60,29.0,,0.29,17.4
2018-04-21,10,29.0,,0.29,2.9
2018-04-22,2,29.0,,0.29,0.58
2018-04-23,38,29.0,,0.29,11.02
2018-04-24,65,29.0,,0.29,18.849999999999998
2018-04-25,66,29.0,,0.29,19.139999999999997
2018-04-26,100,29.0,,0.29,28.999999999999996
2018-04-27,53,29.0,,0.29,15.37
2018-04-28,10,29.0,,0.29,2.9
2018-04-29,9,29.0,,0.29,2.61
2018-04-30,40,29.0,,0.29,11.6
2018-05-01,53,24.0,False,0.24,12.719999999999999
2018-05-02,62,24.0,,0.24,14.879999999999999
2018-05-03,32,24.0,,0.24,7.68
2018-05-04,47,24.0,,0.24,11.28
2018-05-05,21,24.0,,0.24,5.04
2018-05-06,7,24.0,,0.24,1.68
2018-05-07,40,24.0,,0.24,9.6
2018-05-08,58,24.0,,0.24,13.92
2018-05-09,40,24.0,,0.24,9.6
2018-05-10,60,24.0,,0.24,14.399999999999999
2018-05-11,48,24.0,,0.24,11.52
2018-05-12,14,24.0,,0.24,3.36
2018-05-13,10,24.0,,0.24,2.4
2018-05-14,65,24.0,,0.24,15.6
2018-05-15,46,24.0,,0.24,11.04
2018-05-16,40,24.0,,0.24,9.6
2018-05-17,41,24.0,,0.24,9.84
2018-05-18,26,24.0,,0.24,6.24
2018-05-19,12,24.0,,0.24,2.88
2018-05-20,5,24.0,,0.24,1.2
2018-05-21,56,24.0,,0.24,13.44
2018-05-22,46,24.0,,0.24,11.04
2018-05-23,36,24.0,,0.24,8.64
2018-05-24,100,24.0,,0.24,24.0
2018-05-25,44,24.0,,0.24,10.559999999999999
2018-05-26,17,24.0,,0.24,4.08
2018-05-27,5,24.0,,0.24,1.2
2018-05-28,7,24.0,,0.24,1.68
2018-05-29,22,24.0,,0.24,5.279999999999999
2018-05-30,37,24.0,,0.24,8.879999999999999
2018-05-31,50,24.0,,0.24,12.0
2018-06-01,69,23.0,False,0.23,15.870000000000001
2018-06-02,11,23.0,,0.23,2.5300000000000002
2018-06-03,0,23.0,,0.23,0.0
2018-06-04,64,23.0,,0.23,14.72
2018-06-05,68,23.0,,0.23,15.64
2018-06-06,86,23.0,,0.23,19.78
2018-06-07,60,23.0,,0.23,13.8
2018-06-08,86,23.0,,0.23,19.78
2018-06-09,11,23.0,,0.23,2.5300000000000002
2018-06-10,14,23.0,,0.23,3.22
2018-06-11,52,23.0,,0.23,11.96
2018-06-12,38,23.0,,0.23,8.74
2018-06-13,65,23.0,,0.23,14.950000000000001
2018-06-14,74,23.0,,0.23,17.02
2018-06-15,37,23.0,,0.23,8.51
2018-06-16,21,23.0,,0.23,4.83
2018-06-17,11,23.0,,0.23,2.5300000000000002
2018-06-18,72,23.0,,0.23,16.560000000000002
2018-06-19,100,23.0,,0.23,23.0
2018-06-20,73,23.0,,0.23,16.79
2018-06-21,81,23.0,,0.23,18.630000000000003
2018-06-22,82,23.0,,0.23,18.86
2018-06-23,17,23.0,,0.23,3.91
2018-06-24,22,23.0,,0.23,5.0600000000000005
2018-06-25,83,23.0,,0.23,19.09
2018-06-26,84,23.0,,0.23,19.32
2018-06-27,56,23.0,,0.23,12.88
2018-06-28,67,23.0,,0.23,15.41
2018-06-29,53,23.0,,0.23,12.190000000000001
2018-06-30,11,23.0,,0.23,2.5300000000000002
2018-07-01,6,22.0,False,0.22,1.32
2018-07-02,56,22.0,,0.22,12.32
2018-07-03,35,22.0,,0.22,7.7
2018-07-04,6,22.0,,0.22,1.32
2018-07-05,49,22.0,,0.22,10.78
2018-07-06,77,22.0,,0.22,16.94
2018-07-07,15,22.0,,0.22,3.3
2018-07-08,9,22.0,,0.22,1.98
2018-07-09,62,22.0,,0.22,13.64
2018-07-10,67,22.0,,0.22,14.74
2018-07-11,42,22.0,,0.22,9.24
2018-07-12,68,22.0,,0.22,14.96
2018-07-13,56,22.0,,0.22,12.32
2018-07-14,19,22.0,,0.22,4.18
2018-07-15,9,22.0,,0.22,1.98
2018-07-16,48,22.0,,0.22,10.56
2018-07-17,98,22.0,,0.22,21.56
2018-07-18,32,22.0,,0.22,7.04
2018-07-19,44,22.0,,0.22,9.68
2018-07-20,38,22.0,,0.22,8.36
2018-07-21,6,22.0,,0.22,1.32
2018-07-22,0,22.0,,0.22,0.0
2018-07-23,40,22.0,,0.22,8.8
2018-07-24,82,22.0,,0.22,18.04
2018-07-25,63,22.0,,0.22,13.86
2018-07-26,100,22.0,,0.22,22.0
2018-07-27,96,22.0,,0.22,21.12
2018-07-28,6,22.0,,0.22,1.32
2018-07-29,6,22.0,,0.22,1.32
2018-07-30,75,22.0,,0.22,16.5
2018-07-31,70,22.0,,0.22,15.4
2018-08-01,75,23.0,False,0.23,17.25
2018-08-02,62,23.0,,0.23,14.26
2018-08-03,72,23.0,,0.23,16.560000000000002
2018-08-04,14,23.0,,0.23,3.22
2018-08-05,17,23.0,,0.23,3.91
2018-08-06,59,23.0,,0.23,13.57
2018-08-07,78,23.0,,0.23,17.94
2018-08-08,78,23.0,,0.23,17.94
2018-08-09,55,23.0,,0.23,12.65
2018-08-10,63,23.0,,0.23,14.49
2018-08-11,17,23.0,,0.23,3.91
2018-08-12,14,23.0,,0.23,3.22
2018-08-13,50,23.0,,0.23,11.5
2018-08-14,58,23.0,,0.23,13.34
2018-08-15,100,23.0,,0.23,23.0
2018-08-16,80,23.0,,0.23,18.400000000000002
2018-08-17,59,23.0,,0.23,13.57
2018-08-18,14,23.0,,0.23,3.22
2018-08-19,10,23.0,,0.23,2.3000000000000003
2018-08-20,71,23.0,,0.23,16.330000000000002
2018-08-21,89,23.0,,0.23,20.470000000000002
2018-08-22,67,23.0,,0.23,15.41
2018-08-23,56,23.0,,0.23,12.88
2018-08-24,51,23.0,,0.23,11.73
2018-08-25,3,23.0,,0.23,0.6900000000000001
2018-08-26,7,23.0,,0.23,1.61
2018-08-27,75,23.0,,0.23,17.25
2018-08-28,46,23.0,,0.23,10.58
2018-08-29,75,23.0,,0.23,17.25
2018-08-30,58,23.0,,0.23,13.34
2018-08-31,58,23.0,,0.23,13.34
2018-09-01,7,19.0,False,0.19,1.33
2018-09-02,7,19.0,,0.19,1.33
2018-09-03,10,19.0,,0.19,1.9
2018-09-04,49,19.0,,0.19,9.31
2018-09-05,81,19.0,,0.19,15.39
2018-09-06,79,19.0,,0.19,15.01
2018-09-07,65,19.0,,0.19,12.35
2018-09-08,11,19.0,,0.19,2.09
2018-09-09,7,19.0,,0.19,1.33
2018-09-10,47,19.0,,0.19,8.93
2018-09-11,71,19.0,,0.19,13.49
2018-09-12,54,19.0,,0.19,10.26
2018-09-13,69,19.0,,0.19,13.11
2018-09-14,57,19.0,,0.19,10.83
2018-09-15,11,19.0,,0.19,2.09
2018-09-16,11,19.0,,0.19,2.09
2018-09-17,69,19.0,,0.19,13.11
2018-09-18,100,19.0,,0.19,19.0
2018-09-19,58,19.0,,0.19,11.02
2018-09-20,82,19.0,,0.19,15.58
2018-09-21,46,19.0,,0.19,8.74
2018-09-22,7,19.0,,0.19,1.33
2018-09-23,18,19.0,,0.19,3.42
2018-09-24,51,19.0,,0.19,9.69
2018-09-25,51,19.0,,0.19,9.69
2018-09-26,64,19.0,,0.19,12.16
2018-09-27,72,19.0,,0.19,13.68
2018-09-28,71,19.0,,0.19,13.49
2018-09-29,7,19.0,,0.19,1.33
2018-09-30,21,19.0,,0.19,3.99
2018-10-01,26,39.0,False,0.39,10.14
2018-10-02,33,39.0,,0.39,12.870000000000001
2018-10-03,34,39.0,,0.39,13.26
2018-10-04,41,39.0,,0.39,15.99
2018-10-05,49,39.0,,0.39,19.11
2018-10-06,5,39.0,,0.39,1.9500000000000002
2018-10-07,7,39.0,,0.39,2.73
2018-10-08,38,39.0,,0.39,14.82
2018-10-09,35,39.0,,0.39,13.65
2018-10-10,71,39.0,,0.39,27.69
2018-10-11,80,39.0,,0.39,31.200000000000003
2018-10-12,62,39.0,,0.39,24.18
2018-10-13,12,39.0,,0.39,4.68
2018-10-14,10,39.0,,0.39,3.9000000000000004
2018-10-15,47,39.0,,0.39,18.330000000000002
2018-10-16,63,39.0,,0.39,24.57
2018-10-17,55,39.0,,0.39,21.45
2018-10-18,54,39.0,,0.39,21.060000000000002
2018-10-19,55,39.0,,0.39,21.45
2018-10-20,7,39.0,,0.39,2.73
2018-10-21,7,39.0,,0.39,2.73
2018-10-22,35,39.0,,0.39,13.65
2018-10-23,56,39.0,,0.39,21.84
2018-10-24,54,39.0,,0.39,21.060000000000002
2018-10-25,100,39.0,,0.39,39.0
2018-10-26,98,39.0,,0.39,38.22
2018-10-27,21,39.0,,0.39,8.19
2018-10-28,12,39.0,,0.39,4.68
2018-10-29,78,39.0,,0.39,30.42
2018-10-30,71,39.0,,0.39,27.69
2018-10-31,89,39.0,,0.39,34.71
2018-11-01,100,30.0,False,0.3,30.0
2018-11-02,87,30.0,,0.3,26.099999999999998
2018-11-03,3,30.0,,0.3,0.8999999999999999
2018-11-04,15,30.0,,0.3,4.5
2018-11-05,83,30.0,,0.3,24.9
2018-11-06,63,30.0,,0.3,18.9
2018-11-07,74,30.0,,0.3,22.2
2018-11-08,88,30.0,,0.3,26.4
2018-11-09,45,30.0,,0.3,13.5
2018-11-10,8,30.0,,0.3,2.4
2018-11-11,0,30.0,,0.3,0.0
2018-11-12,72,30.0,,0.3,21.599999999999998
2018-11-13,60,30.0,,0.3,18.0
2018-11-14,83,30.0,,0.3,24.9
2018-11-15,87,30.0,,0.3,26.099999999999998
2018-11-16,58,30.0,,0.3,17.4
2018-11-17,13,30.0,,0.3,3.9
2018-11-18,5,30.0,,0.3,1.5
2018-11-19,61,30.0,,0.3,18.3
2018-11-20,91,30.0,,0.3,27.3
2018-11-21,77,30.0,,0.3,23.099999999999998
2018-11-22,18,30.0,,0.3,5.3999999999999995
2018-11-23,46,30.0,,0.3,13.799999999999999
2018-11-24,7,30.0,,0.3,2.1
2018-11-25,3,30.0,,0.3,0.8999999999999999
2018-11-26,52,30.0,,0.3,15.6
2018-11-27,67,30.0,,0.3,20.099999999999998
2018-11-28,92,30.0,,0.3,27.599999999999998
2018-11-29,65,30.0,,0.3,19.5
2018-11-30,62,30.0,,0.3,18.599999999999998
2018-12-01,8,31.0,False,0.31,2.48
2018-12-02,8,31.0,,0.31,2.48
2018-12-03,67,31.0,,0.31,20.77
2018-12-04,77,31.0,,0.31,23.87
2018-12-05,24,31.0,,0.31,7.4399999999999995
2018-12-06,55,31.0,,0.31,17.05
2018-12-07,93,31.0,,0.31,28.83
2018-12-08,19,31.0,,0.31,5.89
2018-12-09,0,31.0,,0.31,0.0
2018-12-10,72,31.0,,0.31,22.32
2018-12-11,59,31.0,,0.31,18.29
2018-12-12,37,31.0,,0.31,11.47
2018-12-13,48,31.0,,0.31,14.879999999999999
2018-12-14,40,31.0,,0.31,12.4
2018-12-15,20,31.0,,0.31,6.2
2018-12-16,11,31.0,,0.31,3.41
2018-12-17,41,31.0,,0.31,12.709999999999999
2018-12-18,53,31.0,,0.31,16.43
2018-12-19,59,31.0,,0.31,18.29
2018-12-20,87,31.0,,0.31,26.97
2018-12-21,65,31.0,,0.31,20.15
2018-12-22,24,31.0,,0.31,7.4399999999999995
2018-12-23,16,31.0,,0.31,4.96
2018-12-24,55,31.0,,0.31,17.05
2018-12-25,29,31.0,,0.31,8.99
2018-12-26,100,31.0,,0.31,31.0
2018-12-27,64,31.0,,0.31,19.84
2018-12-28,59,31.0,,0.31,18.29
2018-12-29,11,31.0,,0.31,3.41
2018-12-30,19,31.0,,0.31,5.89
2018-12-31,55,31.0,,0.31,17.05
2019-01-01,12,30.0,False,0.3,3.5999999999999996
2019-01-02,61,30.0,,0.3,18.3
2019-01-03,100,30.0,,0.3,30.0
2019-01-04,82,30.0,,0.3,24.599999999999998
2019-01-05,23,30.0,,0.3,6.8999999999999995
2019-01-06,4,30.0,,0.3,1.2
2019-01-07,56,30.0,,0.3,16.8
2019-01-08,61,30.0,,0.3,18.3
2019-01-09,75,30.0,,0.3,22.5
2019-01-10,65,30.0,,0.3,19.5
2019-01-11,50,30.0,,0.3,15.0
2019-01-12,4,30.0,,0.3,1.2
2019-01-13,9,30.0,,0.3,2.6999999999999997
2019-01-14,47,30.0,,0.3,14.1
2019-01-15,57,30.0,,0.3,17.099999999999998
2019-01-16,49,30.0,,0.3,14.7
2019-01-17,66,30.0,,0.3,19.8
2019-01-18,58,30.0,,0.3,17.4
2019-01-19,13,30.0,,0.3,3.9
2019-01-20,5,30.0,,0.3,1.5
2019-01-21,12,30.0,,0.3,3.5999999999999996
2019-01-22,46,30.0,,0.3,13.799999999999999
2019-01-23,33,30.0,,0.3,9.9
2019-01-24,40,30.0,,0.3,12.0
2019-01-25,51,30.0,,0.3,15.299999999999999
2019-01-26,8,30.0,,0.3,2.4
2019-01-27,4,30.0,,0.3,1.2
2019-01-28,34,30.0,,0.3,10.2
2019-01-29,58,30.0,,0.3,17.4
2019-01-30,48,30.0,,0.3,14.399999999999999
2019-01-31,59,30.0,,0.3,17.7
2019-02-01,100,23.0,False,0.23,23.0
2019-02-02,12,23.0,,0.23,2.7600000000000002
2019-02-03,12,23.0,,0.23,2.7600000000000002
2019-02-04,91,23.0,,0.23,20.93
2019-02-05,45,23.0,,0.23,10.35
2019-02-06,81,23.0,,0.23,18.630000000000003
2019-02-07,64,23.0,,0.23,14.72
2019-02-08,51,23.0,,0.23,11.73
2019-02-09,16,23.0,,0.23,3.68
2019-02-10,12,23.0,,0.23,2.7600000000000002
2019-02-11,40,23.0,,0.23,9.200000000000001
2019-02-12,65,23.0,,0.23,14.950000000000001
2019-02-13,81,23.0,,0.23,18.630000000000003
2019-02-14,84,23.0,,0.23,19.32
2019-02-15,96,23.0,,0.23,22.080000000000002
2019-02-16,13,23.0,,0.23,2.99
2019-02-17,6,23.0,,0.23,1.3800000000000001
2019-02-18,16,23.0,,0.23,3.68
2019-02-19,63,23.0,,0.23,14.49
2019-02-20,55,23.0,,0.23,12.65
2019-02-21,80,23.0,,0.23,18.400000000000002
2019-02-22,74,23.0,,0.23,17.02
2019-02-23,9,23.0,,0.23,2.0700000000000003
2019-02-24,3,23.0,,0.23,0.6900000000000001
2019-02-25,58,23.0,,0.23,13.34
2019-02-26,73,23.0,,0.23,16.79
2019-02-27,58,23.0,,0.23,13.34
2019-02-28,60,23.0,,0.23,13.8
2019-03-01,59,22.0,False,0.22,12.98
2019-03-02,9,22.0,,0.22,1.98
2019-03-03,9,22.0,,0.22,1.98
2019-03-04,49,22.0,,0.22,10.78
2019-03-05,63,22.0,,0.22,13.86
2019-03-06,80,22.0,,0.22,17.6
2019-03-07,86,22.0,,0.22,18.92
2019-03-08,37,22.0,,0.22,8.14
2019-03-09,3,22.0,,0.22,0.66
2019-03-10,12,22.0,,0.22,2.64
2019-03-11,65,22.0,,0.22,14.3
2019-03-12,57,22.0,,0.22,12.540000000000001
2019-03-13,76,22.0,,0.22,16.72
2019-03-14,63,22.0,,0.22,13.86
2019-03-15,47,22.0,,0.22,10.34
2019-03-16,12,22.0,,0.22,2.64
2019-03-17,10,22.0,,0.22,2.2
2019-03-18,76,22.0,,0.22,16.72
2019-03-19,57,22.0,,0.22,12.540000000000001
2019-03-20,65,22.0,,0.22,14.3
2019-03-21,67,22.0,,0.22,14.74
2019-03-22,68,22.0,,0.22,14.96
2019-03-23,12,22.0,,0.22,2.64
2019-03-24,0,22.0,,0.22,0.0
2019-03-25,67,22.0,,0.22,14.74
2019-03-26,91,22.0,,0.22,20.02
2019-03-27,100,22.0,,0.22,22.0
2019-03-28,51,22.0,,0.22,11.22
2019-03-29,62,22.0,,0.22,13.64
2019-03-30,3,22.0,,0.22,0.66
2019-03-31,18,22.0,,0.22,3.96
2019-04-01,70,24.0,False,0.24,16.8
2019-04-02,65,24.0,,0.24,15.6
2019-04-03,71,24.0,,0.24,17.04
2019-04-04,58,24.0,,0.24,13.92
2019-04-05,74,24.0,,0.24,17.759999999999998
2019-04-06,17,24.0,,0.24,4.08
2019-04-07,11,24.0,,0.24,2.6399999999999997
2019-04-08,35,24.0,,0.24,8.4
2019-04-09,62,24.0,,0.24,14.879999999999999
2019-04-10,42,24.0,,0.24,10.08
2019-04-11,44,24.0,,0.24,10.559999999999999
2019-04-12,53,24.0,,0.24,12.719999999999999
2019-04-13,0,24.0,,0.24,0.0
2019-04-14,6,24.0,,0.24,1.44
2019-04-15,56,24.0,,0.24,13.44
2019-04-16,61,24.0,,0.24,14.639999999999999
2019-04-17,63,24.0,,0.24,15.12
2019-04-18,65,24.0,,0.24,15.6
2019-04-19,13,24.0,,0.24,3.12
2019-04-20,6,24.0,,0.24,1.44
2019-04-21,12,24.0,,0.24,2.88
2019-04-22,54,24.0,,0.24,12.959999999999999
2019-04-23,62,24.0,,0.24,14.879999999999999
2019-04-24,77,24.0,,0.24,18.48
2019-04-25,100,24.0,,0.24,24.0
2019-04-26,54,24.0,,0.24,12.959999999999999
2019-04-27,17,24.0,,0.24,4.08
2019-04-28,11,24.0,,0.24,2.6399999999999997
2019-04-29,75,24.0,,0.24,18.0
2019-04-30,73,24.0,,0.24,17.52
2019-05-01,46,28.0,False,0.28,12.88
2019-05-02,51,28.0,,0.28,14.280000000000001
2019-05-03,67,28.0,,0.28,18.76
2019-05-04,8,28.0,,0.28,2.24
2019-05-05,16,28.0,,0.28,4.48
2019-05-06,86,28.0,,0.28,24.080000000000002
2019-05-07,63,28.0,,0.28,17.64
2019-05-08,84,28.0,,0.28,23.520000000000003
2019-05-09,61,28.0,,0.28,17.080000000000002
2019-05-10,87,28.0,,0.28,24.360000000000003
2019-05-11,17,28.0,,0.28,4.760000000000001
2019-05-12,11,28.0,,0.28,3.08
2019-05-13,84,28.0,,0.28,23.520000000000003
2019-05-14,100,28.0,,0.28,28.000000000000004
2019-05-15,61,28.0,,0.28,17.080000000000002
2019-05-16,92,28.0,,0.28,25.76
2019-05-17,76,28.0,,0.28,21.28
2019-05-18,3,28.0,,0.28,0.8400000000000001
2019-05-19,6,28.0,,0.28,1.6800000000000002
2019-05-20,83,28.0,,0.28,23.240000000000002
2019-05-21,66,28.0,,0.28,18.48
2019-05-22,52,28.0,,0.28,14.560000000000002
2019-05-23,75,28.0,,0.28,21.000000000000004
2019-05-24,66,28.0,,0.28,18.48
2019-05-25,9,28.0,,0.28,2.5200000000000005
2019-05-26,3,28.0,,0.28,0.8400000000000001
2019-05-27,3,28.0,,0.28,0.8400000000000001
2019-05-28,56,28.0,,0.28,15.680000000000001
2019-05-29,66,28.0,,0.28,18.48
2019-05-30,48,28.0,,0.28,13.440000000000001
2019-05-31,90,28.0,,0.28,25.200000000000003
2019-06-01,11,26.0,False,0.26,2.8600000000000003
2019-06-02,9,26.0,,0.26,2.34
2019-06-03,62,26.0,,0.26,16.12
2019-06-04,100,26.0,,0.26,26.0
2019-06-05,65,26.0,,0.26,16.900000000000002
2019-06-06,60,26.0,,0.26,15.600000000000001
2019-06-07,61,26.0,,0.26,15.860000000000001
2019-06-08,11,26.0,,0.26,2.8600000000000003
2019-06-09,11,26.0,,0.26,2.8600000000000003
2019-06-10,46,26.0,,0.26,11.96
2019-06-11,62,26.0,,0.26,16.12
2019-06-12,56,26.0,,0.26,14.56
2019-06-13,47,26.0,,0.26,12.22
2019-06-14,55,26.0,,0.26,14.3
2019-06-15,7,26.0,,0.26,1.82
2019-06-16,2,26.0,,0.26,0.52
2019-06-17,35,26.0,,0.26,9.1
2019-06-18,72,26.0,,0.26,18.72
2019-06-19,74,26.0,,0.26,19.240000000000002
2019-06-20,62,26.0,,0.26,16.12
2019-06-21,60,26.0,,0.26,15.600000000000001
2019-06-22,2,26.0,,0.26,0.52
2019-06-23,2,26.0,,0.26,0.52
2019-06-24,62,26.0,,0.26,16.12
2019-06-25,45,26.0,,0.26,11.700000000000001
2019-06-26,21,26.0,,0.26,5.46
2019-06-27,49,26.0,,0.26,12.74
2019-06-28,60,26.0,,0.26,15.600000000000001
2019-06-29,7,26.0,,0.26,1.82
2019-06-30,2,26.0,,0.26,0.52
2019-07-01,70,24.0,False,0.24,16.8
2019-07-02,64,24.0,,0.24,15.36
2019-07-03,59,24.0,,0.24,14.16
2019-07-04,3,24.0,,0.24,0.72
2019-07-05,63,24.0,,0.24,15.12
2019-07-06,10,24.0,,0.24,2.4
2019-07-07,6,24.0,,0.24,1.44
2019-07-08,73,24.0,,0.24,17.52
2019-07-09,67,24.0,,0.24,16.08
2019-07-10,100,24.0,,0.24,24.0
2019-07-11,99,24.0,,0.24,23.759999999999998
2019-07-12,51,24.0,,0.24,12.24
2019-07-13,26,24.0,,0.24,6.24
2019-07-14,3,24.0,,0.24,0.72
2019-07-15,61,24.0,,0.24,14.639999999999999
2019-07-16,96,24.0,,0.24,23.04
2019-07-17,52,24.0,,0.24,12.48
2019-07-18,62,24.0,,0.24,14.879999999999999
2019-07-19,69,24.0,,0.24,16.56
2019-07-20,6,24.0,,0.24,1.44
2019-07-21,3,24.0,,0.24,0.72
2019-07-22,51,24.0,,0.24,12.24
2019-07-23,66,24.0,,0.24,15.84
2019-07-24,87,24.0,,0.24,20.88
2019-07-25,72,24.0,,0.24,17.28
2019-07-26,77,24.0,,0.24,18.48
2019-07-27,3,24.0,,0.24,0.72
2019-07-28,10,24.0,,0.24,2.4
2019-07-29,62,24.0,,0.24,14.879999999999999
2019-07-30,65,24.0,,0.24,15.6
2019-07-31,72,24.0,,0.24,17.28
2019-08-01,61,32.0,False,0.32,19.52
2019-08-02,55,32.0,,0.32,17.6
2019-08-03,13,32.0,,0.32,4.16
2019-08-04,16,32.0,,0.32,5.12
2019-08-05,84,32.0,,0.32,26.88
2019-08-06,99,32.0,,0.32,31.68
2019-08-07,82,32.0,,0.32,26.240000000000002
2019-08-08,100,32.0,,0.32,32.0
2019-08-09,80,32.0,,0.32,25.6
2019-08-10,5,32.0,,0.32,1.6
2019-08-11,8,32.0,,0.32,2.56
2019-08-12,59,32.0,,0.32,18.88
2019-08-13,84,32.0,,0.32,26.88
2019-08-14,79,32.0,,0.32,25.28
2019-08-15,71,32.0,,0.32,22.72
2019-08-16,77,32.0,,0.32,24.64
2019-08-17,24,32.0,,0.32,7.68
2019-08-18,5,32.0,,0.32,1.6
2019-08-19,68,32.0,,0.32,21.76
2019-08-20,59,32.0,,0.32,18.88
2019-08-21,55,32.0,,0.32,17.6
2019-08-22,62,32.0,,0.32,19.84
2019-08-23,78,32.0,,0.32,24.96
2019-08-24,31,32.0,,0.32,9.92
2019-08-25,18,32.0,,0.32,5.76
2019-08-26,80,32.0,,0.32,25.6
