date,ET_unscaled,ET_monthly,isPartial,scale,ET
2016-05-01,84,79.0,False,0.79,66.36
2016-05-02,100,79.0,,0.79,79.0
2016-05-03,89,79.0,,0.79,70.31
2016-05-04,92,79.0,,0.79,72.68
2016-05-05,97,79.0,,0.79,76.63000000000001
2016-05-06,89,79.0,,0.79,70.31
2016-05-07,87,79.0,,0.79,68.73
2016-05-08,83,79.0,,0.79,65.57000000000001
2016-05-09,94,79.0,,0.79,74.26
2016-05-10,89,79.0,,0.79,70.31
2016-05-11,88,79.0,,0.79,69.52000000000001
2016-05-12,89,79.0,,0.79,70.31
2016-05-13,91,79.0,,0.79,71.89
2016-05-14,81,79.0,,0.79,63.99
2016-05-15,79,79.0,,0.79,62.410000000000004
2016-05-16,88,79.0,,0.79,69.52000000000001
2016-05-17,83,79.0,,0.79,65.57000000000001
2016-05-18,85,79.0,,0.79,67.15
2016-05-19,88,79.0,,0.79,69.52000000000001
2016-05-20,88,79.0,,0.79,69.52000000000001
2016-05-21,88,79.0,,0.79,69.52000000000001
2016-05-22,80,79.0,,0.79,63.2
2016-05-23,89,79.0,,0.79,70.31
2016-05-24,78,79.0,,0.79,61.620000000000005
2016-05-25,84,79.0,,0.79,66.36
2016-05-26,84,79.0,,0.79,66.36
2016-05-27,80,79.0,,0.79,63.2
2016-05-28,68,79.0,,0.79,53.72
2016-05-29,79,79.0,,0.79,62.410000000000004
2016-05-30,79,79.0,,0.79,62.410000000000004
2016-05-31,77,79.0,,0.79,60.830000000000005
2016-06-01,78,72.0,False,0.72,56.16
2016-06-02,77,72.0,,0.72,55.44
2016-06-03,72,72.0,,0.72,51.839999999999996
2016-06-04,65,72.0,,0.72,46.8
2016-06-05,68,72.0,,0.72,48.96
2016-06-06,74,72.0,,0.72,53.28
2016-06-07,76,72.0,,0.72,54.72
2016-06-08,77,72.0,,0.72,55.44
2016-06-09,77,72.0,,0.72,55.44
2016-06-10,79,72.0,,0.72,56.879999999999995
2016-06-11,66,72.0,,0.72,47.519999999999996
2016-06-12,71,72.0,,0.72,51.12
2016-06-13,78,72.0,,0.72,56.16
2016-06-14,70,72.0,,0.72,50.4
2016-06-15,78,72.0,,0.72,56.16
2016-06-16,79,72.0,,0.72,56.879999999999995
2016-06-17,66,72.0,,0.72,47.519999999999996
2016-06-18,60,72.0,,0.72,43.199999999999996
2016-06-19,68,72.0,,0.72,48.96
2016-06-20,78,72.0,,0.72,56.16
2016-06-21,73,72.0,,0.72,52.559999999999995
2016-06-22,68,72.0,,0.72,48.96
2016-06-23,72,72.0,,0.72,51.839999999999996
2016-06-24,100,72.0,,0.72,72.0
2016-06-25,86,72.0,,0.72,61.919999999999995
2016-06-26,76,72.0,,0.72,54.72
2016-06-27,80,72.0,,0.72,57.599999999999994
2016-06-28,73,72.0,,0.72,52.559999999999995
2016-06-29,78,72.0,,0.72,56.16
2016-06-30,80,72.0,,0.72,57.599999999999994
2016-07-01,87,71.0,False,0.71,61.769999999999996
2016-07-02,85,71.0,,0.71,60.349999999999994
2016-07-03,83,71.0,,0.71,58.93
2016-07-04,87,71.0,,0.71,61.769999999999996
2016-07-05,93,71.0,,0.71,66.03
2016-07-06,88,71.0,,0.71,62.48
2016-07-07,86,71.0,,0.71,61.059999999999995
2016-07-08,87,71.0,,0.71,61.769999999999996
2016-07-09,74,71.0,,0.71,52.54
2016-07-10,82,71.0,,0.71,58.22
2016-07-11,83,71.0,,0.71,58.93
2016-07-12,95,71.0,,0.71,67.45
2016-07-13,95,71.0,,0.71,67.45
2016-07-14,88,71.0,,0.71,62.48
2016-07-15,88,71.0,,0.71,62.48
2016-07-16,74,71.0,,0.71,52.54
2016-07-17,78,71.0,,0.71,55.379999999999995
2016-07-18,100,71.0,,0.71,71.0
2016-07-19,92,71.0,,0.71,65.32
2016-07-20,95,71.0,,0.71,67.45
2016-07-21,95,71.0,,0.71,67.45
2016-07-22,92,71.0,,0.71,65.32
2016-07-23,78,71.0,,0.71,55.379999999999995
2016-07-24,82,71.0,,0.71,58.22
2016-07-25,88,71.0,,0.71,62.48
2016-07-26,89,71.0,,0.71,63.19
2016-07-27,86,71.0,,0.71,61.059999999999995
2016-07-28,91,71.0,,0.71,64.61
2016-07-29,92,71.0,,0.71,65.32
2016-07-30,81,71.0,,0.71,57.51
2016-07-31,84,71.0,,0.71,59.64
2016-08-01,89,69.0,False,0.69,61.41
2016-08-02,86,69.0,,0.69,59.339999999999996
2016-08-03,94,69.0,,0.69,64.86
2016-08-04,94,69.0,,0.69,64.86
2016-08-05,95,69.0,,0.69,65.55
2016-08-06,84,69.0,,0.69,57.959999999999994
2016-08-07,79,69.0,,0.69,54.51
2016-08-08,93,69.0,,0.69,64.17
2016-08-09,86,69.0,,0.69,59.339999999999996
2016-08-10,85,69.0,,0.69,58.65
2016-08-11,85,69.0,,0.69,58.65
2016-08-12,89,69.0,,0.69,61.41
2016-08-13,67,69.0,,0.69,46.23
2016-08-14,74,69.0,,0.69,51.059999999999995
2016-08-15,78,69.0,,0.69,53.81999999999999
2016-08-16,85,69.0,,0.69,58.65
2016-08-17,79,69.0,,0.69,54.51
2016-08-18,82,69.0,,0.69,56.58
2016-08-19,86,69.0,,0.69,59.339999999999996
2016-08-20,77,69.0,,0.69,53.129999999999995
2016-08-21,81,69.0,,0.69,55.88999999999999
2016-08-22,91,69.0,,0.69,62.78999999999999
2016-08-23,100,69.0,,0.69,69.0
2016-08-24,95,69.0,,0.69,65.55
2016-08-25,95,69.0,,0.69,65.55
2016-08-26,87,69.0,,0.69,60.029999999999994
2016-08-27,87,69.0,,0.69,60.029999999999994
2016-08-28,85,69.0,,0.69,58.65
2016-08-29,95,69.0,,0.69,65.55
2016-08-30,88,69.0,,0.69,60.72
2016-08-31,91,69.0,,0.69,62.78999999999999
2016-09-01,78,75.0,False,0.75,58.5
2016-09-02,73,75.0,,0.75,54.75
2016-09-03,64,75.0,,0.75,48.0
2016-09-04,69,75.0,,0.75,51.75
2016-09-05,75,75.0,,0.75,56.25
2016-09-06,76,75.0,,0.75,57.0
2016-09-07,77,75.0,,0.75,57.75
2016-09-08,74,75.0,,0.75,55.5
2016-09-09,71,75.0,,0.75,53.25
2016-09-10,65,75.0,,0.75,48.75
2016-09-11,65,75.0,,0.75,48.75
2016-09-12,74,75.0,,0.75,55.5
2016-09-13,73,75.0,,0.75,54.75
2016-09-14,85,75.0,,0.75,63.75
2016-09-15,84,75.0,,0.75,63.0
2016-09-16,78,75.0,,0.75,58.5
2016-09-17,59,75.0,,0.75,44.25
2016-09-18,65,75.0,,0.75,48.75
2016-09-19,77,75.0,,0.75,57.75
2016-09-20,83,75.0,,0.75,62.25
2016-09-21,88,75.0,,0.75,66.0
2016-09-22,78,75.0,,0.75,58.5
2016-09-23,79,75.0,,0.75,59.25
2016-09-24,62,75.0,,0.75,46.5
2016-09-25,66,75.0,,0.75,49.5
2016-09-26,100,75.0,,0.75,75.0
2016-09-27,80,75.0,,0.75,60.0
2016-09-28,80,75.0,,0.75,60.0
2016-09-29,85,75.0,,0.75,63.75
2016-09-30,85,75.0,,0.75,63.75
2016-10-01,73,76.0,False,0.76,55.480000000000004
2016-10-02,81,76.0,,0.76,61.56
2016-10-03,86,76.0,,0.76,65.36
2016-10-04,94,76.0,,0.76,71.44
2016-10-05,81,76.0,,0.76,61.56
2016-10-06,87,76.0,,0.76,66.12
2016-10-07,78,76.0,,0.76,59.28
2016-10-08,81,76.0,,0.76,61.56
2016-10-09,88,76.0,,0.76,66.88
2016-10-10,87,76.0,,0.76,66.12
2016-10-11,87,76.0,,0.76,66.12
2016-10-12,88,76.0,,0.76,66.88
2016-10-13,95,76.0,,0.76,72.2
2016-10-14,89,76.0,,0.76,67.64
2016-10-15,86,76.0,,0.76,65.36
2016-10-16,82,76.0,,0.76,62.32
2016-10-17,91,76.0,,0.76,69.16
2016-10-18,91,76.0,,0.76,69.16
2016-10-19,97,76.0,,0.76,73.72
2016-10-20,94,76.0,,0.76,71.44
2016-10-21,86,76.0,,0.76,65.36
2016-10-22,72,76.0,,0.76,54.72
2016-10-23,81,76.0,,0.76,61.56
2016-10-24,91,76.0,,0.76,69.16
2016-10-25,98,76.0,,0.76,74.48
2016-10-26,100,76.0,,0.76,76.0
2016-10-27,100,76.0,,0.76,76.0
2016-10-28,90,76.0,,0.76,68.4
2016-10-29,83,76.0,,0.76,63.08
2016-10-30,82,76.0,,0.76,62.32
2016-10-31,96,76.0,,0.76,72.96000000000001
2016-11-01,96,77.0,False,0.77,73.92
2016-11-02,92,77.0,,0.77,70.84
2016-11-03,83,77.0,,0.77,63.910000000000004
2016-11-04,77,77.0,,0.77,59.29
2016-11-05,80,77.0,,0.77,61.6
2016-11-06,86,77.0,,0.77,66.22
2016-11-07,90,77.0,,0.77,69.3
2016-11-08,86,77.0,,0.77,66.22
2016-11-09,83,77.0,,0.77,63.910000000000004
2016-11-10,88,77.0,,0.77,67.76
2016-11-11,83,77.0,,0.77,63.910000000000004
2016-11-12,79,77.0,,0.77,60.83
2016-11-13,84,77.0,,0.77,64.68
2016-11-14,85,77.0,,0.77,65.45
2016-11-15,98,77.0,,0.77,75.46000000000001
2016-11-16,94,77.0,,0.77,72.38
2016-11-17,92,77.0,,0.77,70.84
2016-11-18,84,77.0,,0.77,64.68
2016-11-19,77,77.0,,0.77,59.29
2016-11-20,79,77.0,,0.77,60.83
2016-11-21,91,77.0,,0.77,70.07000000000001
2016-11-22,100,77.0,,0.77,77.0
2016-11-23,82,77.0,,0.77,63.14
2016-11-24,77,77.0,,0.77,59.29
2016-11-25,80,77.0,,0.77,61.6
2016-11-26,80,77.0,,0.77,61.6
2016-11-27,81,77.0,,0.77,62.370000000000005
2016-11-28,85,77.0,,0.77,65.45
2016-11-29,94,77.0,,0.77,72.38
2016-11-30,89,77.0,,0.77,68.53
2016-12-01,95,72.0,False,0.72,68.39999999999999
2016-12-02,98,72.0,,0.72,70.56
2016-12-03,91,72.0,,0.72,65.52
2016-12-04,92,72.0,,0.72,66.24
2016-12-05,98,72.0,,0.72,70.56
2016-12-06,100,72.0,,0.72,72.0
2016-12-07,97,72.0,,0.72,69.84
2016-12-08,98,72.0,,0.72,70.56
2016-12-09,95,72.0,,0.72,68.39999999999999
2016-12-10,80,72.0,,0.72,57.599999999999994
2016-12-11,88,72.0,,0.72,63.36
2016-12-12,94,72.0,,0.72,67.67999999999999
2016-12-13,93,72.0,,0.72,66.96
2016-12-14,100,72.0,,0.72,72.0
2016-12-15,96,72.0,,0.72,69.12
2016-12-16,85,72.0,,0.72,61.199999999999996
2016-12-17,76,72.0,,0.72,54.72
2016-12-18,80,72.0,,0.72,57.599999999999994
2016-12-19,100,72.0,,0.72,72.0
2016-12-20,98,72.0,,0.72,70.56
2016-12-21,97,72.0,,0.72,69.84
2016-12-22,95,72.0,,0.72,68.39999999999999
2016-12-23,71,72.0,,0.72,51.12
2016-12-24,87,72.0,,0.72,62.64
2016-12-25,93,72.0,,0.72,66.96
2016-12-26,67,72.0,,0.72,48.239999999999995
2016-12-27,76,72.0,,0.72,54.72
2016-12-28,80,72.0,,0.72,57.599999999999994
2016-12-29,77,72.0,,0.72,55.44
2016-12-30,74,72.0,,0.72,53.28
2016-12-31,80,72.0,,0.72,57.599999999999994
2017-01-01,73,73.0,False,0.73,53.29
2017-01-02,69,73.0,,0.73,50.37
2017-01-03,79,73.0,,0.73,57.67
2017-01-04,81,73.0,,0.73,59.129999999999995
2017-01-05,87,73.0,,0.73,63.51
2017-01-06,84,73.0,,0.73,61.32
2017-01-07,77,73.0,,0.73,56.21
2017-01-08,85,73.0,,0.73,62.05
2017-01-09,90,73.0,,0.73,65.7
2017-01-10,90,73.0,,0.73,65.7
2017-01-11,88,73.0,,0.73,64.24
2017-01-12,87,73.0,,0.73,63.51
2017-01-13,90,73.0,,0.73,65.7
2017-01-14,69,73.0,,0.73,50.37
2017-01-15,84,73.0,,0.73,61.32
2017-01-16,81,73.0,,0.73,59.129999999999995
2017-01-17,83,73.0,,0.73,60.589999999999996
2017-01-18,96,73.0,,0.73,70.08
2017-01-19,91,73.0,,0.73,66.42999999999999
2017-01-20,89,73.0,,0.73,64.97
2017-01-21,68,73.0,,0.73,49.64
2017-01-22,80,73.0,,0.73,58.4
2017-01-23,84,73.0,,0.73,61.32
2017-01-24,100,73.0,,0.73,73.0
2017-01-25,84,73.0,,0.73,61.32
2017-01-26,91,73.0,,0.73,66.42999999999999
2017-01-27,88,73.0,,0.73,64.24
2017-01-28,84,73.0,,0.73,61.32
2017-01-29,78,73.0,,0.73,56.94
2017-01-30,92,73.0,,0.73,67.16
2017-01-31,90,73.0,,0.73,65.7
2017-02-01,93,78.0,False,0.78,72.54
2017-02-02,95,78.0,,0.78,74.10000000000001
2017-02-03,93,78.0,,0.78,72.54
2017-02-04,84,78.0,,0.78,65.52
2017-02-05,90,78.0,,0.78,70.2
2017-02-06,90,78.0,,0.78,70.2
2017-02-07,91,78.0,,0.78,70.98
2017-02-08,96,78.0,,0.78,74.88
2017-02-09,92,78.0,,0.78,71.76
2017-02-10,97,78.0,,0.78,75.66
2017-02-11,84,78.0,,0.78,65.52
2017-02-12,96,78.0,,0.78,74.88
2017-02-13,97,78.0,,0.78,75.66
2017-02-14,98,78.0,,0.78,76.44
2017-02-15,95,78.0,,0.78,74.10000000000001
2017-02-16,93,78.0,,0.78,72.54
2017-02-17,95,78.0,,0.78,74.10000000000001
2017-02-18,78,78.0,,0.78,60.84
2017-02-19,91,78.0,,0.78,70.98
2017-02-20,87,78.0,,0.78,67.86
2017-02-21,98,78.0,,0.78,76.44
2017-02-22,98,78.0,,0.78,76.44
2017-02-23,96,78.0,,0.78,74.88
2017-02-24,92,78.0,,0.78,71.76
2017-02-25,83,78.0,,0.78,64.74000000000001
2017-02-26,87,78.0,,0.78,67.86
2017-02-27,100,78.0,,0.78,78.0
2017-02-28,96,78.0,,0.78,74.88
2017-03-01,87,80.0,False,0.8,69.60000000000001
2017-03-02,94,80.0,,0.8,75.2
2017-03-03,83,80.0,,0.8,66.4
2017-03-04,73,80.0,,0.8,58.400000000000006
2017-03-05,79,80.0,,0.8,63.2
2017-03-06,90,80.0,,0.8,72.0
2017-03-07,88,80.0,,0.8,70.4
2017-03-08,92,80.0,,0.8,73.60000000000001
2017-03-09,94,80.0,,0.8,75.2
2017-03-10,85,80.0,,0.8,68.0
2017-03-11,70,80.0,,0.8,56.0
2017-03-12,74,80.0,,0.8,59.2
2017-03-13,90,80.0,,0.8,72.0
2017-03-14,85,80.0,,0.8,68.0
2017-03-15,100,80.0,,0.8,80.0
2017-03-16,89,80.0,,0.8,71.2
2017-03-17,91,80.0,,0.8,72.8
2017-03-18,73,80.0,,0.8,58.400000000000006
2017-03-19,78,80.0,,0.8,62.400000000000006
2017-03-20,89,80.0,,0.8,71.2
2017-03-21,90,80.0,,0.8,72.0
2017-03-22,92,80.0,,0.8,73.60000000000001
2017-03-23,93,80.0,,0.8,74.4
2017-03-24,86,80.0,,0.8,68.8
2017-03-25,76,80.0,,0.8,60.800000000000004
2017-03-26,80,80.0,,0.8,64.0
2017-03-27,91,80.0,,0.8,72.8
2017-03-28,95,80.0,,0.8,76.0
2017-03-29,92,80.0,,0.8,73.60000000000001
2017-03-30,90,80.0,,0.8,72.0
2017-03-31,92,80.0,,0.8,73.60000000000001
2017-04-01,79,77.0,False,0.77,60.83
2017-04-02,90,77.0,,0.77,69.3
2017-04-03,96,77.0,,0.77,73.92
2017-04-04,94,77.0,,0.77,72.38
2017-04-05,93,77.0,,0.77,71.61
2017-04-06,99,77.0,,0.77,76.23
2017-04-07,90,77.0,,0.77,69.3
2017-04-08,79,77.0,,0.77,60.83
2017-04-09,88,77.0,,0.77,67.76
2017-04-10,94,77.0,,0.77,72.38
2017-04-11,91,77.0,,0.77,70.07000000000001
2017-04-12,95,77.0,,0.77,73.15
2017-04-13,88,77.0,,0.77,67.76
2017-04-14,85,77.0,,0.77,65.45
2017-04-15,79,77.0,,0.77,60.83
2017-04-16,85,77.0,,0.77,65.45
2017-04-17,93,77.0,,0.77,71.61
2017-04-18,93,77.0,,0.77,71.61
2017-04-19,96,77.0,,0.77,73.92
2017-04-20,96,77.0,,0.77,73.92
2017-04-21,90,77.0,,0.77,69.3
2017-04-22,79,77.0,,0.77,60.83
2017-04-23,87,77.0,,0.77,66.99
2017-04-24,100,77.0,,0.77,77.0
2017-04-25,93,77.0,,0.77,71.61
2017-04-26,94,77.0,,0.77,72.38
2017-04-27,99,77.0,,0.77,76.23
2017-04-28,89,77.0,,0.77,68.53
2017-04-29,85,77.0,,0.77,65.45
2017-04-30,91,77.0,,0.77,70.07000000000001
2017-05-01,63,76.0,False,0.76,47.88
2017-05-02,63,76.0,,0.76,47.88
2017-05-03,65,76.0,,0.76,49.4
2017-05-04,64,76.0,,0.76,48.64
2017-05-05,64,76.0,,0.76,48.64
2017-05-06,54,76.0,,0.76,41.04
2017-05-07,61,76.0,,0.76,46.36
2017-05-08,63,76.0,,0.76,47.88
2017-05-09,61,76.0,,0.76,46.36
2017-05-10,70,76.0,,0.76,53.2
2017-05-11,67,76.0,,0.76,50.92
2017-05-12,65,76.0,,0.76,49.4
2017-05-13,87,76.0,,0.76,66.12
2017-05-14,100,76.0,,0.76,76.0
2017-05-15,63,76.0,,0.76,47.88
2017-05-16,62,76.0,,0.76,47.12
2017-05-17,57,76.0,,0.76,43.32
2017-05-18,58,76.0,,0.76,44.08
2017-05-19,51,76.0,,0.76,38.76
2017-05-20,50,76.0,,0.76,38.0
2017-05-21,52,76.0,,0.76,39.52
2017-05-22,57,76.0,,0.76,43.32
2017-05-23,58,76.0,,0.76,44.08
2017-05-24,54,76.0,,0.76,41.04
2017-05-25,60,76.0,,0.76,45.6
2017-05-26,52,76.0,,0.76,39.52
2017-05-27,53,76.0,,0.76,40.28
2017-05-28,46,76.0,,0.76,34.96
2017-05-29,52,76.0,,0.76,39.52
2017-05-30,59,76.0,,0.76,44.84
2017-05-31,56,76.0,,0.76,42.56
2017-06-01,83,70.0,False,0.7,58.099999999999994
2017-06-02,78,70.0,,0.7,54.599999999999994
2017-06-03,70,70.0,,0.7,49.0
2017-06-04,72,70.0,,0.7,50.4
2017-06-05,74,70.0,,0.7,51.8
2017-06-06,93,70.0,,0.7,65.1
2017-06-07,81,70.0,,0.7,56.699999999999996
2017-06-08,76,70.0,,0.7,53.199999999999996
2017-06-09,72,70.0,,0.7,50.4
2017-06-10,65,70.0,,0.7,45.5
2017-06-11,74,70.0,,0.7,51.8
2017-06-12,84,70.0,,0.7,58.8
2017-06-13,89,70.0,,0.7,62.3
2017-06-14,100,70.0,,0.7,70.0
2017-06-15,98,70.0,,0.7,68.6
2017-06-16,89,70.0,,0.7,62.3
2017-06-17,94,70.0,,0.7,65.8
2017-06-18,83,70.0,,0.7,58.099999999999994
2017-06-19,72,70.0,,0.7,50.4
2017-06-20,71,70.0,,0.7,49.699999999999996
2017-06-21,81,70.0,,0.7,56.699999999999996
2017-06-22,89,70.0,,0.7,62.3
2017-06-23,85,70.0,,0.7,59.49999999999999
2017-06-24,75,70.0,,0.7,52.5
2017-06-25,65,70.0,,0.7,45.5
2017-06-26,77,70.0,,0.7,53.9
2017-06-27,81,70.0,,0.7,56.699999999999996
2017-06-28,78,70.0,,0.7,54.599999999999994
2017-06-29,84,70.0,,0.7,58.8
2017-06-30,67,70.0,,0.7,46.9
2017-07-01,65,71.0,False,0.71,46.15
2017-07-02,68,71.0,,0.71,48.28
2017-07-03,69,71.0,,0.71,48.989999999999995
2017-07-04,65,71.0,,0.71,46.15
2017-07-05,73,71.0,,0.71,51.83
2017-07-06,80,71.0,,0.71,56.8
2017-07-07,100,71.0,,0.71,71.0
2017-07-08,82,71.0,,0.71,58.22
2017-07-09,95,71.0,,0.71,67.45
2017-07-10,97,71.0,,0.71,68.86999999999999
2017-07-11,90,71.0,,0.71,63.9
2017-07-12,86,71.0,,0.71,61.059999999999995
2017-07-13,86,71.0,,0.71,61.059999999999995
2017-07-14,74,71.0,,0.71,52.54
2017-07-15,68,71.0,,0.71,48.28
2017-07-16,85,71.0,,0.71,60.349999999999994
2017-07-17,82,71.0,,0.71,58.22
2017-07-18,75,71.0,,0.71,53.25
2017-07-19,85,71.0,,0.71,60.349999999999994
2017-07-20,75,71.0,,0.71,53.25
2017-07-21,78,71.0,,0.71,55.379999999999995
2017-07-22,72,71.0,,0.71,51.12
2017-07-23,68,71.0,,0.71,48.28
2017-07-24,82,71.0,,0.71,58.22
2017-07-25,79,71.0,,0.71,56.089999999999996
2017-07-26,75,71.0,,0.71,53.25
2017-07-27,75,71.0,,0.71,53.25
2017-07-28,74,71.0,,0.71,52.54
2017-07-29,81,71.0,,0.71,57.51
2017-07-30,82,71.0,,0.71,58.22
2017-07-31,78,71.0,,0.71,55.379999999999995
2017-08-01,55,72.0,False,0.72,39.6
2017-08-02,56,72.0,,0.72,40.32
2017-08-03,59,72.0,,0.72,42.48
2017-08-04,52,72.0,,0.72,37.44
2017-08-05,63,72.0,,0.72,45.36
2017-08-06,53,72.0,,0.72,38.16
2017-08-07,61,72.0,,0.72,43.92
2017-08-08,58,72.0,,0.72,41.76
2017-08-09,55,72.0,,0.72,39.6
2017-08-10,59,72.0,,0.72,42.48
2017-08-11,57,72.0,,0.72,41.04
2017-08-12,53,72.0,,0.72,38.16
2017-08-13,53,72.0,,0.72,38.16
2017-08-14,64,72.0,,0.72,46.08
2017-08-15,58,72.0,,0.72,41.76
2017-08-16,63,72.0,,0.72,45.36
2017-08-17,63,72.0,,0.72,45.36
2017-08-18,58,72.0,,0.72,41.76
2017-08-19,50,72.0,,0.72,36.0
2017-08-20,53,72.0,,0.72,38.16
2017-08-21,55,72.0,,0.72,39.6
2017-08-22,60,72.0,,0.72,43.199999999999996
2017-08-23,59,72.0,,0.72,42.48
2017-08-24,61,72.0,,0.72,43.92
2017-08-25,60,72.0,,0.72,43.199999999999996
2017-08-26,100,72.0,,0.72,72.0
2017-08-27,81,72.0,,0.72,58.32
2017-08-28,54,72.0,,0.72,38.879999999999995
2017-08-29,61,72.0,,0.72,43.92
2017-08-30,56,72.0,,0.72,40.32
2017-08-31,59,72.0,,0.72,42.48
2017-09-01,71,73.0,False,0.73,51.83
2017-09-02,69,73.0,,0.73,50.37
2017-09-03,66,73.0,,0.73,48.18
2017-09-04,65,73.0,,0.73,47.449999999999996
2017-09-05,75,73.0,,0.73,54.75
2017-09-06,82,73.0,,0.73,59.86
2017-09-07,72,73.0,,0.73,52.56
2017-09-08,69,73.0,,0.73,50.37
2017-09-09,64,73.0,,0.73,46.72
2017-09-10,64,73.0,,0.73,46.72
2017-09-11,75,73.0,,0.73,54.75
2017-09-12,83,73.0,,0.73,60.589999999999996
2017-09-13,90,73.0,,0.73,65.7
2017-09-14,87,73.0,,0.73,63.51
2017-09-15,81,73.0,,0.73,59.129999999999995
2017-09-16,100,73.0,,0.73,73.0
2017-09-17,85,73.0,,0.73,62.05
2017-09-18,77,73.0,,0.73,56.21
2017-09-19,78,73.0,,0.73,56.94
2017-09-20,80,73.0,,0.73,58.4
2017-09-21,81,73.0,,0.73,59.129999999999995
2017-09-22,81,73.0,,0.73,59.129999999999995
2017-09-23,62,73.0,,0.73,45.26
2017-09-24,72,73.0,,0.73,52.56
2017-09-25,76,73.0,,0.73,55.48
2017-09-26,85,73.0,,0.73,62.05
2017-09-27,80,73.0,,0.73,58.4
2017-09-28,85,73.0,,0.73,62.05
2017-09-29,78,73.0,,0.73,56.94
2017-09-30,65,73.0,,0.73,47.449999999999996
2017-10-01,76,77.0,False,0.77,58.52
2017-10-02,75,77.0,,0.77,57.75
2017-10-03,75,77.0,,0.77,57.75
2017-10-04,91,77.0,,0.77,70.07000000000001
2017-10-05,98,77.0,,0.77,75.46000000000001
2017-10-06,86,77.0,,0.77,66.22
2017-10-07,77,77.0,,0.77,59.29
2017-10-08,79,77.0,,0.77,60.83
2017-10-09,85,77.0,,0.77,65.45
2017-10-10,86,77.0,,0.77,66.22
2017-10-11,82,77.0,,0.77,63.14
2017-10-12,91,77.0,,0.77,70.07000000000001
2017-10-13,90,77.0,,0.77,69.3
2017-10-14,73,77.0,,0.77,56.21
2017-10-15,77,77.0,,0.77,59.29
2017-10-16,84,77.0,,0.77,64.68
2017-10-17,84,77.0,,0.77,64.68
2017-10-18,89,77.0,,0.77,68.53
2017-10-19,88,77.0,,0.77,67.76
2017-10-20,88,77.0,,0.77,67.76
2017-10-21,80,77.0,,0.77,61.6
2017-10-22,72,77.0,,0.77,55.44
2017-10-23,93,77.0,,0.77,71.61
2017-10-24,93,77.0,,0.77,71.61
2017-10-25,94,77.0,,0.77,72.38
2017-10-26,90,77.0,,0.77,69.3
2017-10-27,88,77.0,,0.77,67.76
2017-10-28,81,77.0,,0.77,62.370000000000005
2017-10-29,85,77.0,,0.77,65.45
2017-10-30,99,77.0,,0.77,76.23
2017-10-31,100,77.0,,0.77,77.0
2017-11-01,95,73.0,False,0.73,69.35
2017-11-02,89,73.0,,0.73,64.97
2017-11-03,86,73.0,,0.73,62.78
2017-11-04,71,73.0,,0.73,51.83
2017-11-05,88,73.0,,0.73,64.24
2017-11-06,97,73.0,,0.73,70.81
2017-11-07,86,73.0,,0.73,62.78
2017-11-08,84,73.0,,0.73,61.32
2017-11-09,88,73.0,,0.73,64.24
2017-11-10,84,73.0,,0.73,61.32
