date,AAPL_unscaled,AAPL_monthly,isPartial,scale,AAPL
2017-12-24,11,25.0,,0.25,2.75
2017-12-25,15,25.0,,0.25,3.75
2017-12-26,100,25.0,,0.25,25.0
2017-12-27,97,25.0,,0.25,24.25
2017-12-28,83,25.0,,0.25,20.75
2017-12-29,74,25.0,,0.25,18.5
2017-12-30,20,25.0,,0.25,5.0
2017-12-31,16,25.0,,0.25,4.0
2018-01-01,11,32.0,False,0.32,3.52
2018-01-02,48,32.0,,0.32,15.36
2018-01-03,63,32.0,,0.32,20.16
2018-01-04,56,32.0,,0.32,17.92
2018-01-05,60,32.0,,0.32,19.2
2018-01-06,15,32.0,,0.32,4.8
2018-01-07,9,32.0,,0.32,2.88
2018-01-08,51,32.0,,0.32,16.32
2018-01-09,57,32.0,,0.32,18.240000000000002
2018-01-10,54,32.0,,0.32,17.28
2018-01-11,52,32.0,,0.32,16.64
2018-01-12,60,32.0,,0.32,19.2
2018-01-13,17,32.0,,0.32,5.44
2018-01-14,8,32.0,,0.32,2.56
2018-01-15,19,32.0,,0.32,6.08
2018-01-16,59,32.0,,0.32,18.88
2018-01-17,71,32.0,,0.32,22.72
2018-01-18,79,32.0,,0.32,25.28
2018-01-19,59,32.0,,0.32,18.88
2018-01-20,18,32.0,,0.32,5.76
2018-01-21,8,32.0,,0.32,2.56
2018-01-22,51,32.0,,0.32,16.32
2018-01-23,66,32.0,,0.32,21.12
2018-01-24,61,32.0,,0.32,19.52
2018-01-25,68,32.0,,0.32,21.76
2018-01-26,69,32.0,,0.32,22.080000000000002
2018-01-27,23,32.0,,0.32,7.36
2018-01-28,14,32.0,,0.32,4.48
2018-01-29,82,32.0,,0.32,26.240000000000002
2018-01-30,91,32.0,,0.32,29.12
2018-01-31,100,32.0,,0.32,32.0
2018-02-01,87,45.0,False,0.45,39.15
2018-02-02,100,45.0,,0.45,45.0
2018-02-03,19,45.0,,0.45,8.55
2018-02-04,10,45.0,,0.45,4.5
2018-02-05,51,45.0,,0.45,22.95
2018-02-06,69,45.0,,0.45,31.05
2018-02-07,43,45.0,,0.45,19.35
2018-02-08,42,45.0,,0.45,18.900000000000002
2018-02-09,47,45.0,,0.45,21.150000000000002
2018-02-10,11,45.0,,0.45,4.95
2018-02-11,6,45.0,,0.45,2.7
2018-02-12,39,45.0,,0.45,17.55
2018-02-13,36,45.0,,0.45,16.2
2018-02-14,38,45.0,,0.45,17.1
2018-02-15,49,45.0,,0.45,22.05
2018-02-16,41,45.0,,0.45,18.45
2018-02-17,11,45.0,,0.45,4.95
2018-02-18,4,45.0,,0.45,1.8
2018-02-19,12,45.0,,0.45,5.4
2018-02-20,30,45.0,,0.45,13.5
2018-02-21,32,45.0,,0.45,14.4
2018-02-22,28,45.0,,0.45,12.6
2018-02-23,27,45.0,,0.45,12.15
2018-02-24,7,45.0,,0.45,3.15
2018-02-25,5,45.0,,0.45,2.25
2018-02-26,35,45.0,,0.45,15.75
2018-02-27,37,45.0,,0.45,16.650000000000002
2018-02-28,34,45.0,,0.45,15.3
2018-03-01,81,29.0,False,0.29,23.49
2018-03-02,90,29.0,,0.29,26.099999999999998
2018-03-03,19,29.0,,0.29,5.51
2018-03-04,15,29.0,,0.29,4.35
2018-03-05,74,29.0,,0.29,21.459999999999997
2018-03-06,74,29.0,,0.29,21.459999999999997
2018-03-07,85,29.0,,0.29,24.65
2018-03-08,79,29.0,,0.29,22.91
2018-03-09,86,29.0,,0.29,24.939999999999998
2018-03-10,22,29.0,,0.29,6.38
2018-03-11,16,29.0,,0.29,4.64
2018-03-12,87,29.0,,0.29,25.229999999999997
2018-03-13,84,29.0,,0.29,24.36
2018-03-14,71,29.0,,0.29,20.59
2018-03-15,66,29.0,,0.29,19.139999999999997
2018-03-16,60,29.0,,0.29,17.4
2018-03-17,22,29.0,,0.29,6.38
2018-03-18,11,29.0,,0.29,3.19
2018-03-19,83,29.0,,0.29,24.069999999999997
2018-03-20,78,29.0,,0.29,22.619999999999997
2018-03-21,73,29.0,,0.29,21.169999999999998
2018-03-22,96,29.0,,0.29,27.839999999999996
2018-03-23,87,29.0,,0.29,25.229999999999997
2018-03-24,26,29.0,,0.29,7.539999999999999
2018-03-25,14,29.0,,0.29,4.06
2018-03-26,95,29.0,,0.29,27.549999999999997
2018-03-27,100,29.0,,0.29,28.999999999999996
2018-03-28,97,29.0,,0.29,28.13
2018-03-29,80,29.0,,0.29,23.2
2018-03-30,39,29.0,,0.29,11.309999999999999
2018-03-31,12,29.0,,0.29,3.4799999999999995
2018-04-01,9,30.0,False,0.3,2.6999999999999997
2018-04-02,79,30.0,,0.3,23.7
2018-04-03,74,30.0,,0.3,22.2
2018-04-04,75,30.0,,0.3,22.5
2018-04-05,76,30.0,,0.3,22.8
2018-04-06,70,30.0,,0.3,21.0
2018-04-07,17,30.0,,0.3,5.1
2018-04-08,13,30.0,,0.3,3.9
2018-04-09,72,30.0,,0.3,21.599999999999998
2018-04-10,74,30.0,,0.3,22.2
2018-04-11,69,30.0,,0.3,20.7
2018-04-12,63,30.0,,0.3,18.9
2018-04-13,65,30.0,,0.3,19.5
2018-04-14,18,30.0,,0.3,5.3999999999999995
2018-04-15,11,30.0,,0.3,3.3
2018-04-16,68,30.0,,0.3,20.4
2018-04-17,70,30.0,,0.3,21.0
2018-04-18,67,30.0,,0.3,20.099999999999998
2018-04-19,85,30.0,,0.3,25.5
2018-04-20,100,30.0,,0.3,30.0
2018-04-21,23,30.0,,0.3,6.8999999999999995
2018-04-22,17,30.0,,0.3,5.1
2018-04-23,83,30.0,,0.3,24.9
2018-04-24,90,30.0,,0.3,27.0
2018-04-25,87,30.0,,0.3,26.099999999999998
2018-04-26,86,30.0,,0.3,25.8
2018-04-27,81,30.0,,0.3,24.3
2018-04-28,25,30.0,,0.3,7.5
2018-04-29,14,30.0,,0.3,4.2
2018-04-30,90,30.0,,0.3,27.0
2018-05-01,100,40.0,False,0.4,40.0
2018-05-02,87,40.0,,0.4,34.800000000000004
2018-05-03,39,40.0,,0.4,15.600000000000001
2018-05-04,57,40.0,,0.4,22.8
2018-05-05,17,40.0,,0.4,6.800000000000001
2018-05-06,8,40.0,,0.4,3.2
2018-05-07,45,40.0,,0.4,18.0
2018-05-08,42,40.0,,0.4,16.8
2018-05-09,36,40.0,,0.4,14.4
2018-05-10,41,40.0,,0.4,16.400000000000002
2018-05-11,42,40.0,,0.4,16.8
2018-05-12,11,40.0,,0.4,4.4
2018-05-13,5,40.0,,0.4,2.0
2018-05-14,31,40.0,,0.4,12.4
2018-05-15,26,40.0,,0.4,10.4
2018-05-16,28,40.0,,0.4,11.200000000000001
2018-05-17,28,40.0,,0.4,11.200000000000001
2018-05-18,25,40.0,,0.4,10.0
2018-05-19,6,40.0,,0.4,2.4000000000000004
2018-05-20,5,40.0,,0.4,2.0
2018-05-21,27,40.0,,0.4,10.8
2018-05-22,27,40.0,,0.4,10.8
2018-05-23,26,40.0,,0.4,10.4
2018-05-24,29,40.0,,0.4,11.600000000000001
2018-05-25,21,40.0,,0.4,8.4
2018-05-26,6,40.0,,0.4,2.4000000000000004
2018-05-27,4,40.0,,0.4,1.6
2018-05-28,5,40.0,,0.4,2.0
2018-05-29,24,40.0,,0.4,9.600000000000001
2018-05-30,25,40.0,,0.4,10.0
2018-05-31,22,40.0,,0.4,8.8
2018-06-01,64,28.0,False,0.28,17.92
2018-06-02,21,28.0,,0.28,5.880000000000001
2018-06-03,12,28.0,,0.28,3.3600000000000003
2018-06-04,100,28.0,,0.28,28.000000000000004
2018-06-05,97,28.0,,0.28,27.160000000000004
2018-06-06,77,28.0,,0.28,21.560000000000002
2018-06-07,72,28.0,,0.28,20.160000000000004
2018-06-08,80,28.0,,0.28,22.400000000000002
2018-06-09,18,28.0,,0.28,5.040000000000001
2018-06-10,12,28.0,,0.28,3.3600000000000003
2018-06-11,67,28.0,,0.28,18.76
2018-06-12,63,28.0,,0.28,17.64
2018-06-13,70,28.0,,0.28,19.6
2018-06-14,67,28.0,,0.28,18.76
2018-06-15,59,28.0,,0.28,16.520000000000003
2018-06-16,15,28.0,,0.28,4.2
2018-06-17,11,28.0,,0.28,3.08
2018-06-18,53,28.0,,0.28,14.840000000000002
2018-06-19,73,28.0,,0.28,20.44
2018-06-20,63,28.0,,0.28,17.64
2018-06-21,63,28.0,,0.28,17.64
2018-06-22,50,28.0,,0.28,14.000000000000002
2018-06-23,14,28.0,,0.28,3.9200000000000004
2018-06-24,8,28.0,,0.28,2.24
2018-06-25,64,28.0,,0.28,17.92
2018-06-26,61,28.0,,0.28,17.080000000000002
2018-06-27,53,28.0,,0.28,14.840000000000002
2018-06-28,56,28.0,,0.28,15.680000000000001
2018-06-29,52,28.0,,0.28,14.560000000000002
2018-06-30,15,28.0,,0.28,4.2
2018-07-01,4,29.0,False,0.29,1.16
2018-07-02,15,29.0,,0.29,4.35
2018-07-03,19,29.0,,0.29,5.51
2018-07-04,4,29.0,,0.29,1.16
2018-07-05,16,29.0,,0.29,4.64
2018-07-06,19,29.0,,0.29,5.51
2018-07-07,5,29.0,,0.29,1.45
2018-07-08,3,29.0,,0.29,0.8699999999999999
2018-07-09,20,29.0,,0.29,5.8
2018-07-10,21,29.0,,0.29,6.09
2018-07-11,19,29.0,,0.29,5.51
2018-07-12,20,29.0,,0.29,5.8
2018-07-13,20,29.0,,0.29,5.8
2018-07-14,5,29.0,,0.29,1.45
2018-07-15,3,29.0,,0.29,0.8699999999999999
2018-07-16,18,29.0,,0.29,5.22
2018-07-17,19,29.0,,0.29,5.51
2018-07-18,19,29.0,,0.29,5.51
2018-07-19,23,29.0,,0.29,6.67
2018-07-20,21,29.0,,0.29,6.09
2018-07-21,4,29.0,,0.29,1.16
2018-07-22,4,29.0,,0.29,1.16
2018-07-23,20,29.0,,0.29,5.8
2018-07-24,24,29.0,,0.29,6.959999999999999
2018-07-25,26,29.0,,0.29,7.539999999999999
2018-07-26,31,29.0,,0.29,8.99
2018-07-27,30,29.0,,0.29,8.7
2018-07-28,6,29.0,,0.29,1.7399999999999998
2018-07-29,5,29.0,,0.29,1.45
2018-07-30,30,29.0,,0.29,8.7
2018-07-31,100,29.0,,0.29,28.999999999999996
2018-08-01,100,46.0,False,0.46,46.0
2018-08-02,85,46.0,,0.46,39.1
2018-08-03,53,46.0,,0.46,24.380000000000003
2018-08-04,11,46.0,,0.46,5.0600000000000005
2018-08-05,5,46.0,,0.46,2.3000000000000003
2018-08-06,32,46.0,,0.46,14.72
2018-08-07,32,46.0,,0.46,14.72
2018-08-08,24,46.0,,0.46,11.040000000000001
2018-08-09,26,46.0,,0.46,11.96
2018-08-10,23,46.0,,0.46,10.58
2018-08-11,6,46.0,,0.46,2.7600000000000002
2018-08-12,4,46.0,,0.46,1.84
2018-08-13,24,46.0,,0.46,11.040000000000001
2018-08-14,26,46.0,,0.46,11.96
2018-08-15,23,46.0,,0.46,10.58
2018-08-16,28,46.0,,0.46,12.88
2018-08-17,31,46.0,,0.46,14.26
2018-08-18,7,46.0,,0.46,3.22
2018-08-19,5,46.0,,0.46,2.3000000000000003
2018-08-20,23,46.0,,0.46,10.58
2018-08-21,28,46.0,,0.46,12.88
2018-08-22,26,46.0,,0.46,11.96
2018-08-23,23,46.0,,0.46,10.58
2018-08-24,21,46.0,,0.46,9.66
2018-08-25,6,46.0,,0.46,2.7600000000000002
2018-08-26,4,46.0,,0.46,1.84
2018-08-27,23,46.0,,0.46,10.58
2018-08-28,28,46.0,,0.46,12.88
2018-08-29,31,46.0,,0.46,14.26
2018-08-30,35,46.0,,0.46,16.1
2018-08-31,29,46.0,,0.46,13.34
2018-09-01,14,35.0,False,0.35,4.8999999999999995
2018-09-02,8,35.0,,0.35,2.8
2018-09-03,14,35.0,,0.35,4.8999999999999995
2018-09-04,61,35.0,,0.35,21.349999999999998
2018-09-05,52,35.0,,0.35,18.2
2018-09-06,48,35.0,,0.35,16.799999999999997
2018-09-07,49,35.0,,0.35,17.15
2018-09-08,14,35.0,,0.35,4.8999999999999995
2018-09-09,8,35.0,,0.35,2.8
2018-09-10,49,35.0,,0.35,17.15
2018-09-11,61,35.0,,0.35,21.349999999999998
2018-09-12,100,35.0,,0.35,35.0
2018-09-13,81,35.0,,0.35,28.349999999999998
2018-09-14,59,35.0,,0.35,20.65
2018-09-15,16,35.0,,0.35,5.6
2018-09-16,6,35.0,,0.35,2.0999999999999996
2018-09-17,52,35.0,,0.35,18.2
2018-09-18,63,35.0,,0.35,22.049999999999997
2018-09-19,49,35.0,,0.35,17.15
2018-09-20,48,35.0,,0.35,16.799999999999997
2018-09-21,49,35.0,,0.35,17.15
2018-09-22,13,35.0,,0.35,4.55
2018-09-23,8,35.0,,0.35,2.8
2018-09-24,47,35.0,,0.35,16.45
2018-09-25,49,35.0,,0.35,17.15
2018-09-26,47,35.0,,0.35,16.45
2018-09-27,53,35.0,,0.35,18.549999999999997
2018-09-28,50,35.0,,0.35,17.5
2018-09-29,14,35.0,,0.35,4.8999999999999995
2018-09-30,7,35.0,,0.35,2.4499999999999997
2018-10-01,69,37.0,False,0.37,25.53
2018-10-02,65,37.0,,0.37,24.05
2018-10-03,62,37.0,,0.37,22.94
2018-10-04,68,37.0,,0.37,25.16
2018-10-05,68,37.0,,0.37,25.16
2018-10-06,15,37.0,,0.37,5.55
2018-10-07,9,37.0,,0.37,3.33
2018-10-08,58,37.0,,0.37,21.46
2018-10-09,56,37.0,,0.37,20.72
2018-10-10,80,37.0,,0.37,29.6
2018-10-11,100,37.0,,0.37,37.0
2018-10-12,85,37.0,,0.37,31.45
2018-10-13,19,37.0,,0.37,7.03
2018-10-14,12,37.0,,0.37,4.4399999999999995
2018-10-15,70,37.0,,0.37,25.9
2018-10-16,73,37.0,,0.37,27.009999999999998
2018-10-17,65,37.0,,0.37,24.05
2018-10-18,57,37.0,,0.37,21.09
2018-10-19,58,37.0,,0.37,21.46
2018-10-20,16,37.0,,0.37,5.92
2018-10-21,10,37.0,,0.37,3.7
2018-10-22,61,37.0,,0.37,22.57
2018-10-23,63,37.0,,0.37,23.31
2018-10-24,68,37.0,,0.37,25.16
2018-10-25,79,37.0,,0.37,29.23
2018-10-26,76,37.0,,0.37,28.12
2018-10-27,17,37.0,,0.37,6.29
2018-10-28,10,37.0,,0.37,3.7
2018-10-29,65,37.0,,0.37,24.05
2018-10-30,87,37.0,,0.37,32.19
2018-10-31,93,37.0,,0.37,34.41
2018-11-01,100,54.0,False,0.54,54.0
2018-11-02,99,54.0,,0.54,53.46
2018-11-03,12,54.0,,0.54,6.48
2018-11-04,8,54.0,,0.54,4.32
2018-11-05,47,54.0,,0.54,25.380000000000003
2018-11-06,40,54.0,,0.54,21.6
2018-11-07,36,54.0,,0.54,19.44
2018-11-08,31,54.0,,0.54,16.740000000000002
2018-11-09,29,54.0,,0.54,15.66
2018-11-10,7,54.0,,0.54,3.7800000000000002
2018-11-11,3,54.0,,0.54,1.62
2018-11-12,37,54.0,,0.54,19.98
2018-11-13,42,54.0,,0.54,22.68
2018-11-14,44,54.0,,0.54,23.76
2018-11-15,44,54.0,,0.54,23.76
2018-11-16,36,54.0,,0.54,19.44
2018-11-17,9,54.0,,0.54,4.86
2018-11-18,4,54.0,,0.54,2.16
2018-11-19,40,54.0,,0.54,21.6
2018-11-20,52,54.0,,0.54,28.080000000000002
2018-11-21,41,54.0,,0.54,22.14
2018-11-22,10,54.0,,0.54,5.4
2018-11-23,26,54.0,,0.54,14.040000000000001
2018-11-24,9,54.0,,0.54,4.86
2018-11-25,6,54.0,,0.54,3.24
2018-11-26,39,54.0,,0.54,21.060000000000002
2018-11-27,40,54.0,,0.54,21.6
2018-11-28,40,54.0,,0.54,21.6
2018-11-29,35,54.0,,0.54,18.900000000000002
2018-11-30,30,54.0,,0.54,16.200000000000003
2018-12-01,20,37.0,False,0.37,7.4
2018-12-02,15,37.0,,0.37,5.55
2018-12-03,94,37.0,,0.37,34.78
2018-12-04,92,37.0,,0.37,34.04
2018-12-05,44,37.0,,0.37,16.28
2018-12-06,90,37.0,,0.37,33.3
2018-12-07,80,37.0,,0.37,29.6
2018-12-08,20,37.0,,0.37,7.4
2018-12-09,13,37.0,,0.37,4.81
2018-12-10,97,37.0,,0.37,35.89
2018-12-11,83,37.0,,0.37,30.71
2018-12-12,81,37.0,,0.37,29.97
2018-12-13,73,37.0,,0.37,27.009999999999998
2018-12-14,68,37.0,,0.37,25.16
2018-12-15,25,37.0,,0.37,9.25
2018-12-16,17,37.0,,0.37,6.29
2018-12-17,69,37.0,,0.37,25.53
2018-12-18,74,37.0,,0.37,27.38
2018-12-19,68,37.0,,0.37,25.16
2018-12-20,87,37.0,,0.37,32.19
2018-12-21,100,37.0,,0.37,37.0
2018-12-22,32,37.0,,0.37,11.84
2018-12-23,15,37.0,,0.37,5.55
2018-12-24,74,37.0,,0.37,27.38
2018-12-25,29,37.0,,0.37,10.73
2018-12-26,96,37.0,,0.37,35.519999999999996
2018-12-27,98,37.0,,0.37,36.26
2018-12-28,73,37.0,,0.37,27.009999999999998
2018-12-29,17,37.0,,0.37,6.29
2018-12-30,14,37.0,,0.37,5.18
2018-12-31,70,37.0,,0.37,25.9
2019-01-01,5,53.0,False,0.53,2.6500000000000004
2019-01-02,42,53.0,,0.53,22.26
2019-01-03,100,53.0,,0.53,53.0
2019-01-04,52,53.0,,0.53,27.560000000000002
2019-01-05,10,53.0,,0.53,5.300000000000001
2019-01-06,4,53.0,,0.53,2.12
2019-01-07,24,53.0,,0.53,12.72
2019-01-08,24,53.0,,0.53,12.72
2019-01-09,28,53.0,,0.53,14.84
2019-01-10,24,53.0,,0.53,12.72
2019-01-11,20,53.0,,0.53,10.600000000000001
2019-01-12,5,53.0,,0.53,2.6500000000000004
2019-01-13,3,53.0,,0.53,1.59
2019-01-14,17,53.0,,0.53,9.01
2019-01-15,17,53.0,,0.53,9.01
2019-01-16,19,53.0,,0.53,10.07
2019-01-17,16,53.0,,0.53,8.48
2019-01-18,17,53.0,,0.53,9.01
2019-01-19,4,53.0,,0.53,2.12
2019-01-20,3,53.0,,0.53,1.59
2019-01-21,7,53.0,,0.53,3.71
2019-01-22,16,53.0,,0.53,8.48
2019-01-23,17,53.0,,0.53,9.01
2019-01-24,15,53.0,,0.53,7.95
2019-01-25,17,53.0,,0.53,9.01
2019-01-26,5,53.0,,0.53,2.6500000000000004
2019-01-27,3,53.0,,0.53,1.59
2019-01-28,19,53.0,,0.53,10.07
2019-01-29,51,53.0,,0.53,27.03
2019-01-30,54,53.0,,0.53,28.62
2019-01-31,29,53.0,,0.53,15.370000000000001
2019-02-01,94,28.0,False,0.28,26.320000000000004
2019-02-02,22,28.0,,0.28,6.16
2019-02-03,11,28.0,,0.28,3.08
2019-02-04,83,28.0,,0.28,23.240000000000002
2019-02-05,100,28.0,,0.28,28.000000000000004
2019-02-06,83,28.0,,0.28,23.240000000000002
2019-02-07,76,28.0,,0.28,21.28
2019-02-08,64,28.0,,0.28,17.92
2019-02-09,21,28.0,,0.28,5.880000000000001
2019-02-10,14,28.0,,0.28,3.9200000000000004
2019-02-11,58,28.0,,0.28,16.240000000000002
2019-02-12,70,28.0,,0.28,19.6
2019-02-13,68,28.0,,0.28,19.040000000000003
2019-02-14,62,28.0,,0.28,17.360000000000003
2019-02-15,63,28.0,,0.28,17.64
2019-02-16,16,28.0,,0.28,4.48
2019-02-17,9,28.0,,0.28,2.5200000000000005
2019-02-18,25,28.0,,0.28,7.000000000000001
2019-02-19,56,28.0,,0.28,15.680000000000001
2019-02-20,56,28.0,,0.28,15.680000000000001
2019-02-21,56,28.0,,0.28,15.680000000000001
2019-02-22,53,28.0,,0.28,14.840000000000002
2019-02-23,15,28.0,,0.28,4.2
2019-02-24,11,28.0,,0.28,3.08
2019-02-25,61,28.0,,0.28,17.080000000000002
2019-02-26,57,28.0,,0.28,15.96
2019-02-27,49,28.0,,0.28,13.72
2019-02-28,52,28.0,,0.28,14.560000000000002
2019-03-01,38,31.0,False,0.31,11.78
2019-03-02,11,31.0,,0.31,3.41
2019-03-03,7,31.0,,0.31,2.17
2019-03-04,44,31.0,,0.31,13.64
2019-03-05,39,31.0,,0.31,12.09
2019-03-06,38,31.0,,0.31,11.78
2019-03-07,36,31.0,,0.31,11.16
2019-03-08,34,31.0,,0.31,10.54
2019-03-09,9,31.0,,0.31,2.79
2019-03-10,6,31.0,,0.31,1.8599999999999999
2019-03-11,50,31.0,,0.31,15.5
2019-03-12,54,31.0,,0.31,16.74
2019-03-13,52,31.0,,0.31,16.12
2019-03-14,56,31.0,,0.31,17.36
2019-03-15,52,31.0,,0.31,16.12
2019-03-16,12,31.0,,0.31,3.7199999999999998
2019-03-17,10,31.0,,0.31,3.1
2019-03-18,50,31.0,,0.31,15.5
2019-03-19,56,31.0,,0.31,17.36
2019-03-20,44,31.0,,0.31,13.64
2019-03-21,80,31.0,,0.31,24.8
2019-03-22,69,31.0,,0.31,21.39
2019-03-23,14,31.0,,0.31,4.34
2019-03-24,11,31.0,,0.31,3.41
2019-03-25,100,31.0,,0.31,31.0
2019-03-26,86,31.0,,0.31,26.66
2019-03-27,57,31.0,,0.31,17.669999999999998
2019-03-28,45,31.0,,0.31,13.95
2019-03-29,53,31.0,,0.31,16.43
2019-03-30,13,31.0,,0.31,4.03
2019-03-31,9,31.0,,0.31,2.79
2019-04-01,34,35.0,False,0.35,11.899999999999999
2019-04-02,39,35.0,,0.35,13.649999999999999
2019-04-03,37,35.0,,0.35,12.95
2019-04-04,39,35.0,,0.35,13.649999999999999
2019-04-05,35,35.0,,0.35,12.25
2019-04-06,8,35.0,,0.35,2.8
2019-04-07,4,35.0,,0.35,1.4
2019-04-08,38,35.0,,0.35,13.299999999999999
2019-04-09,46,35.0,,0.35,16.099999999999998
2019-04-10,40,35.0,,0.35,14.0
2019-04-11,38,35.0,,0.35,13.299999999999999
2019-04-12,37,35.0,,0.35,12.95
2019-04-13,9,35.0,,0.35,3.15
2019-04-14,7,35.0,,0.35,2.4499999999999997
2019-04-15,27,35.0,,0.35,9.45
2019-04-16,39,35.0,,0.35,13.649999999999999
2019-04-17,41,35.0,,0.35,14.35
2019-04-18,36,35.0,,0.35,12.6
2019-04-19,16,35.0,,0.35,5.6
2019-04-20,5,35.0,,0.35,1.75
2019-04-21,5,35.0,,0.35,1.75
2019-04-22,32,35.0,,0.35,11.2
2019-04-23,38,35.0,,0.35,13.299999999999999
2019-04-24,40,35.0,,0.35,14.0
2019-04-25,42,35.0,,0.35,14.7
2019-04-26,35,35.0,,0.35,12.25
2019-04-27,9,35.0,,0.35,3.15
2019-04-28,6,35.0,,0.35,2.0999999999999996
2019-04-29,39,35.0,,0.35,13.649999999999999
2019-04-30,100,35.0,,0.35,35.0
2019-05-01,100,35.0,False,0.35,35.0
2019-05-02,49,35.0,,0.35,17.15
2019-05-03,38,35.0,,0.35,13.299999999999999
2019-05-04,10,35.0,,0.35,3.5
2019-05-05,7,35.0,,0.35,2.4499999999999997
2019-05-06,43,35.0,,0.35,15.049999999999999
2019-05-07,38,35.0,,0.35,13.299999999999999
2019-05-08,34,35.0,,0.35,11.899999999999999
2019-05-09,35,35.0,,0.35,12.25
2019-05-10,37,35.0,,0.35,12.95
2019-05-11,8,35.0,,0.35,2.8
2019-05-12,4,35.0,,0.35,1.4
2019-05-13,56,35.0,,0.35,19.599999999999998
2019-05-14,47,35.0,,0.35,16.45
2019-05-15,37,35.0,,0.35,12.95
2019-05-16,32,35.0,,0.35,11.2
2019-05-17,27,35.0,,0.35,9.45
2019-05-18,10,35.0,,0.35,3.5
2019-05-19,5,35.0,,0.35,1.75
2019-05-20,35,35.0,,0.35,12.25
2019-05-21,33,35.0,,0.35,11.549999999999999
2019-05-22,30,35.0,,0.35,10.5
2019-05-23,35,35.0,,0.35,12.25
2019-05-24,31,35.0,,0.35,10.85
2019-05-25,8,35.0,,0.35,2.8
2019-05-26,4,35.0,,0.35,1.4
2019-05-27,6,35.0,,0.35,2.0999999999999996
2019-05-28,28,35.0,,0.35,9.799999999999999
2019-05-29,30,35.0,,0.35,10.5
2019-05-30,24,35.0,,0.35,8.399999999999999
2019-05-31,29,35.0,,0.35,10.149999999999999
2019-06-01,22,25.0,False,0.25,5.5
2019-06-02,12,25.0,,0.25,3.0
2019-06-03,99,25.0,,0.25,24.75
2019-06-04,100,25.0,,0.25,25.0
2019-06-05,97,25.0,,0.25,24.25
2019-06-06,91,25.0,,0.25,22.75
2019-06-07,85,25.0,,0.25,21.25
2019-06-08,23,25.0,,0.25,5.75
2019-06-09,15,25.0,,0.25,3.75
2019-06-10,84,25.0,,0.25,21.0
2019-06-11,82,25.0,,0.25,20.5
2019-06-12,74,25.0,,0.25,18.5
2019-06-13,80,25.0,,0.25,20.0
2019-06-14,69,25.0,,0.25,17.25
2019-06-15,15,25.0,,0.25,3.75
2019-06-16,8,25.0,,0.25,2.0
2019-06-17,71,25.0,,0.25,17.75
2019-06-18,87,25.0,,0.25,21.75
2019-06-19,82,25.0,,0.25,20.5
2019-06-20,88,25.0,,0.25,22.0
2019-06-21,75,25.0,,0.25,18.75
2019-06-22,18,25.0,,0.25,4.5
2019-06-23,10,25.0,,0.25,2.5
2019-06-24,64,25.0,,0.25,16.0
2019-06-25,70,25.0,,0.25,17.5
2019-06-26,74,25.0,,0.25,18.5
2019-06-27,92,25.0,,0.25,23.0
2019-06-28,95,25.0,,0.25,23.75
2019-06-29,16,25.0,,0.25,4.0
2019-06-30,13,25.0,,0.25,3.25
2019-07-01,39,29.0,False,0.29,11.309999999999999
2019-07-02,32,29.0,,0.29,9.28
2019-07-03,29,29.0,,0.29,8.41
2019-07-04,9,29.0,,0.29,2.61
2019-07-05,24,29.0,,0.29,6.959999999999999
2019-07-06,6,29.0,,0.29,1.7399999999999998
2019-07-07,3,29.0,,0.29,0.8699999999999999
2019-07-08,38,29.0,,0.29,11.02
2019-07-09,32,29.0,,0.29,9.28
2019-07-10,29,29.0,,0.29,8.41
2019-07-11,35,29.0,,0.29,10.149999999999999
2019-07-12,28,29.0,,0.29,8.12
2019-07-13,6,29.0,,0.29,1.7399999999999998
2019-07-14,3,29.0,,0.29,0.8699999999999999
2019-07-15,26,29.0,,0.29,7.539999999999999
2019-07-16,26,29.0,,0.29,7.539999999999999
2019-07-17,28,29.0,,0.29,8.12
2019-07-18,29,29.0,,0.29,8.41
2019-07-19,22,29.0,,0.29,6.38
2019-07-20,7,29.0,,0.29,2.03
2019-07-21,3,29.0,,0.29,0.8699999999999999
2019-07-22,29,29.0,,0.29,8.41
2019-07-23,33,29.0,,0.29,9.569999999999999
2019-07-24,28,29.0,,0.29,8.12
2019-07-25,31,29.0,,0.29,8.99
2019-07-26,32,29.0,,0.29,9.28
2019-07-27,8,29.0,,0.29,2.32
2019-07-28,5,29.0,,0.29,1.45
2019-07-29,31,29.0,,0.29,8.99
2019-07-30,81,29.0,,0.29,23.49
2019-07-31,100,29.0,,0.29,28.999999999999996
2019-08-01,100,29.0,False,0.29,28.999999999999996
2019-08-02,81,29.0,,0.29,23.49
2019-08-03,17,29.0,,0.29,4.93
2019-08-04,8,29.0,,0.29,2.32
2019-08-05,91,29.0,,0.29,26.389999999999997
2019-08-06,89,29.0,,0.29,25.81
2019-08-07,65,29.0,,0.29,18.849999999999998
2019-08-08,68,29.0,,0.29,19.72
2019-08-09,54,29.0,,0.29,15.659999999999998
2019-08-10,14,29.0,,0.29,4.06
2019-08-11,11,29.0,,0.29,3.19
2019-08-12,58,29.0,,0.29,16.82
2019-08-13,92,29.0,,0.29,26.68
2019-08-14,90,29.0,,0.29,26.099999999999998
2019-08-15,71,29.0,,0.29,20.59
2019-08-16,56,29.0,,0.29,16.24
2019-08-17,18,29.0,,0.29,5.22
