date,DOW_unscaled,DOW_monthly,isPartial,scale,DOW
2017-12-10,13,7.0,,0.07,0.9100000000000001
2017-12-11,54,7.0,,0.07,3.7800000000000002
2017-12-12,63,7.0,,0.07,4.41
2017-12-13,65,7.0,,0.07,4.550000000000001
2017-12-14,62,7.0,,0.07,4.340000000000001
2017-12-15,64,7.0,,0.07,4.48
2017-12-16,18,7.0,,0.07,1.2600000000000002
2017-12-17,13,7.0,,0.07,0.9100000000000001
2017-12-18,67,7.0,,0.07,4.69
2017-12-19,77,7.0,,0.07,5.390000000000001
2017-12-20,91,7.0,,0.07,6.370000000000001
2017-12-21,83,7.0,,0.07,5.8100000000000005
2017-12-22,70,7.0,,0.07,4.9
2017-12-23,23,7.0,,0.07,1.61
2017-12-24,10,7.0,,0.07,0.7000000000000001
2017-12-25,15,7.0,,0.07,1.05
2017-12-26,58,7.0,,0.07,4.0600000000000005
2017-12-27,61,7.0,,0.07,4.2700000000000005
2017-12-28,61,7.0,,0.07,4.2700000000000005
2017-12-29,63,7.0,,0.07,4.41
2017-12-30,17,7.0,,0.07,1.1900000000000002
2017-12-31,12,7.0,,0.07,0.8400000000000001
2018-01-01,11,10.0,False,0.1,1.1
2018-01-02,46,10.0,,0.1,4.6000000000000005
2018-01-03,50,10.0,,0.1,5.0
2018-01-04,65,10.0,,0.1,6.5
2018-01-05,68,10.0,,0.1,6.800000000000001
2018-01-06,21,10.0,,0.1,2.1
2018-01-07,13,10.0,,0.1,1.3
2018-01-08,52,10.0,,0.1,5.2
2018-01-09,55,10.0,,0.1,5.5
2018-01-10,57,10.0,,0.1,5.7
2018-01-11,57,10.0,,0.1,5.7
2018-01-12,68,10.0,,0.1,6.800000000000001
2018-01-13,17,10.0,,0.1,1.7000000000000002
2018-01-14,11,10.0,,0.1,1.1
2018-01-15,30,10.0,,0.1,3.0
2018-01-16,79,10.0,,0.1,7.9
2018-01-17,79,10.0,,0.1,7.9
2018-01-18,76,10.0,,0.1,7.6000000000000005
2018-01-19,72,10.0,,0.1,7.2
2018-01-20,23,10.0,,0.1,2.3000000000000003
2018-01-21,17,10.0,,0.1,1.7000000000000002
2018-01-22,64,10.0,,0.1,6.4
2018-01-23,66,10.0,,0.1,6.6000000000000005
2018-01-24,70,10.0,,0.1,7.0
2018-01-25,67,10.0,,0.1,6.7
2018-01-26,68,10.0,,0.1,6.800000000000001
2018-01-27,20,10.0,,0.1,2.0
2018-01-28,15,10.0,,0.1,1.5
2018-01-29,64,10.0,,0.1,6.4
2018-01-30,96,10.0,,0.1,9.600000000000001
2018-01-31,100,10.0,,0.1,10.0
2018-02-01,14,26.0,False,0.26,3.64
2018-02-02,23,26.0,,0.26,5.98
2018-02-03,10,26.0,,0.26,2.6
2018-02-04,4,26.0,,0.26,1.04
2018-02-05,58,26.0,,0.26,15.08
2018-02-06,100,26.0,,0.26,26.0
2018-02-07,49,26.0,,0.26,12.74
2018-02-08,54,26.0,,0.26,14.040000000000001
2018-02-09,69,26.0,,0.26,17.94
2018-02-10,11,26.0,,0.26,2.8600000000000003
2018-02-11,5,26.0,,0.26,1.3
2018-02-12,31,26.0,,0.26,8.06
2018-02-13,27,26.0,,0.26,7.0200000000000005
2018-02-14,25,26.0,,0.26,6.5
2018-02-15,22,26.0,,0.26,5.720000000000001
2018-02-16,20,26.0,,0.26,5.2
2018-02-17,6,26.0,,0.26,1.56
2018-02-18,3,26.0,,0.26,0.78
2018-02-19,8,26.0,,0.26,2.08
2018-02-20,18,26.0,,0.26,4.68
2018-02-21,18,26.0,,0.26,4.68
2018-02-22,18,26.0,,0.26,4.68
2018-02-23,17,26.0,,0.26,4.42
2018-02-24,4,26.0,,0.26,1.04
2018-02-25,3,26.0,,0.26,0.78
2018-02-26,15,26.0,,0.26,3.9000000000000004
2018-02-27,17,26.0,,0.26,4.42
2018-02-28,17,26.0,,0.26,4.42
2018-03-01,57,18.0,False,0.18,10.26
2018-03-02,73,18.0,,0.18,13.139999999999999
2018-03-03,17,18.0,,0.18,3.06
2018-03-04,9,18.0,,0.18,1.6199999999999999
2018-03-05,50,18.0,,0.18,9.0
2018-03-06,52,18.0,,0.18,9.36
2018-03-07,69,18.0,,0.18,12.42
2018-03-08,55,18.0,,0.18,9.9
2018-03-09,55,18.0,,0.18,9.9
2018-03-10,15,18.0,,0.18,2.6999999999999997
2018-03-11,7,18.0,,0.18,1.26
2018-03-12,43,18.0,,0.18,7.739999999999999
2018-03-13,44,18.0,,0.18,7.92
2018-03-14,44,18.0,,0.18,7.92
2018-03-15,43,18.0,,0.18,7.739999999999999
2018-03-16,39,18.0,,0.18,7.02
2018-03-17,9,18.0,,0.18,1.6199999999999999
2018-03-18,6,18.0,,0.18,1.08
2018-03-19,45,18.0,,0.18,8.1
2018-03-20,45,18.0,,0.18,8.1
2018-03-21,43,18.0,,0.18,7.739999999999999
2018-03-22,70,18.0,,0.18,12.6
2018-03-23,100,18.0,,0.18,18.0
2018-03-24,22,18.0,,0.18,3.96
2018-03-25,10,18.0,,0.18,1.7999999999999998
2018-03-26,65,18.0,,0.18,11.7
2018-03-27,67,18.0,,0.18,12.059999999999999
2018-03-28,63,18.0,,0.18,11.34
2018-03-29,55,18.0,,0.18,9.9
2018-03-30,35,18.0,,0.18,6.3
2018-03-31,9,18.0,,0.18,1.6199999999999999
2018-04-01,6,18.0,False,0.18,1.08
2018-04-02,78,18.0,,0.18,14.04
2018-04-03,71,18.0,,0.18,12.78
2018-04-04,100,18.0,,0.18,18.0
2018-04-05,58,18.0,,0.18,10.44
2018-04-06,92,18.0,,0.18,16.56
2018-04-07,17,18.0,,0.18,3.06
2018-04-08,9,18.0,,0.18,1.6199999999999999
2018-04-09,58,18.0,,0.18,10.44
2018-04-10,62,18.0,,0.18,11.16
2018-04-11,57,18.0,,0.18,10.26
2018-04-12,52,18.0,,0.18,9.36
2018-04-13,48,18.0,,0.18,8.64
2018-04-14,12,18.0,,0.18,2.16
2018-04-15,8,18.0,,0.18,1.44
2018-04-16,43,18.0,,0.18,7.739999999999999
2018-04-17,46,18.0,,0.18,8.28
2018-04-18,48,18.0,,0.18,8.64
2018-04-19,44,18.0,,0.18,7.92
2018-04-20,41,18.0,,0.18,7.38
2018-04-21,10,18.0,,0.18,1.7999999999999998
2018-04-22,5,18.0,,0.18,0.8999999999999999
2018-04-23,39,18.0,,0.18,7.02
2018-04-24,50,18.0,,0.18,9.0
2018-04-25,49,18.0,,0.18,8.82
2018-04-26,42,18.0,,0.18,7.56
2018-04-27,43,18.0,,0.18,7.739999999999999
2018-04-28,9,18.0,,0.18,1.6199999999999999
2018-04-29,5,18.0,,0.18,0.8999999999999999
2018-04-30,38,18.0,,0.18,6.84
2018-05-01,92,13.0,False,0.13,11.96
2018-05-02,89,13.0,,0.13,11.57
2018-05-03,96,13.0,,0.13,12.48
2018-05-04,90,13.0,,0.13,11.700000000000001
2018-05-05,20,13.0,,0.13,2.6
2018-05-06,12,13.0,,0.13,1.56
2018-05-07,84,13.0,,0.13,10.92
2018-05-08,95,13.0,,0.13,12.35
2018-05-09,89,13.0,,0.13,11.57
2018-05-10,91,13.0,,0.13,11.83
2018-05-11,93,13.0,,0.13,12.09
2018-05-12,19,13.0,,0.13,2.47
2018-05-13,13,13.0,,0.13,1.69
2018-05-14,85,13.0,,0.13,11.05
2018-05-15,88,13.0,,0.13,11.440000000000001
2018-05-16,83,13.0,,0.13,10.790000000000001
2018-05-17,83,13.0,,0.13,10.790000000000001
2018-05-18,79,13.0,,0.13,10.27
2018-05-19,17,13.0,,0.13,2.21
2018-05-20,13,13.0,,0.13,1.69
2018-05-21,88,13.0,,0.13,11.440000000000001
2018-05-22,89,13.0,,0.13,11.57
2018-05-23,85,13.0,,0.13,11.05
2018-05-24,91,13.0,,0.13,11.83
2018-05-25,81,13.0,,0.13,10.530000000000001
2018-05-26,17,13.0,,0.13,2.21
2018-05-27,10,13.0,,0.13,1.3
2018-05-28,15,13.0,,0.13,1.9500000000000002
2018-05-29,91,13.0,,0.13,11.83
2018-05-30,91,13.0,,0.13,11.83
2018-05-31,100,13.0,,0.13,13.0
2018-06-01,81,14.0,False,0.14,11.340000000000002
2018-06-02,19,14.0,,0.14,2.66
2018-06-03,10,14.0,,0.14,1.4000000000000001
2018-06-04,67,14.0,,0.14,9.38
2018-06-05,72,14.0,,0.14,10.080000000000002
2018-06-06,72,14.0,,0.14,10.080000000000002
2018-06-07,78,14.0,,0.14,10.920000000000002
2018-06-08,75,14.0,,0.14,10.500000000000002
2018-06-09,15,14.0,,0.14,2.1
2018-06-10,12,14.0,,0.14,1.6800000000000002
2018-06-11,70,14.0,,0.14,9.8
2018-06-12,75,14.0,,0.14,10.500000000000002
2018-06-13,73,14.0,,0.14,10.22
2018-06-14,69,14.0,,0.14,9.66
2018-06-15,73,14.0,,0.14,10.22
2018-06-16,18,14.0,,0.14,2.5200000000000005
2018-06-17,11,14.0,,0.14,1.54
2018-06-18,71,14.0,,0.14,9.940000000000001
2018-06-19,100,14.0,,0.14,14.000000000000002
2018-06-20,94,14.0,,0.14,13.160000000000002
2018-06-21,81,14.0,,0.14,11.340000000000002
2018-06-22,76,14.0,,0.14,10.64
2018-06-23,17,14.0,,0.14,2.3800000000000003
2018-06-24,12,14.0,,0.14,1.6800000000000002
2018-06-25,89,14.0,,0.14,12.46
2018-06-26,93,14.0,,0.14,13.020000000000001
2018-06-27,84,14.0,,0.14,11.760000000000002
2018-06-28,83,14.0,,0.14,11.620000000000001
2018-06-29,78,14.0,,0.14,10.920000000000002
2018-06-30,16,14.0,,0.14,2.24
2018-07-01,13,13.0,False,0.13,1.69
2018-07-02,80,13.0,,0.13,10.4
2018-07-03,81,13.0,,0.13,10.530000000000001
2018-07-04,22,13.0,,0.13,2.8600000000000003
2018-07-05,85,13.0,,0.13,11.05
2018-07-06,94,13.0,,0.13,12.22
2018-07-07,18,13.0,,0.13,2.34
2018-07-08,12,13.0,,0.13,1.56
2018-07-09,84,13.0,,0.13,10.92
2018-07-10,88,13.0,,0.13,11.440000000000001
2018-07-11,93,13.0,,0.13,12.09
2018-07-12,91,13.0,,0.13,11.83
2018-07-13,92,13.0,,0.13,11.96
2018-07-14,20,13.0,,0.13,2.6
2018-07-15,13,13.0,,0.13,1.69
2018-07-16,82,13.0,,0.13,10.66
2018-07-17,82,13.0,,0.13,10.66
2018-07-18,79,13.0,,0.13,10.27
2018-07-19,80,13.0,,0.13,10.4
2018-07-20,80,13.0,,0.13,10.4
2018-07-21,18,13.0,,0.13,2.34
2018-07-22,12,13.0,,0.13,1.56
2018-07-23,75,13.0,,0.13,9.75
2018-07-24,82,13.0,,0.13,10.66
2018-07-25,84,13.0,,0.13,10.92
2018-07-26,100,13.0,,0.13,13.0
2018-07-27,93,13.0,,0.13,12.09
2018-07-28,20,13.0,,0.13,2.6
2018-07-29,14,13.0,,0.13,1.82
2018-07-30,81,13.0,,0.13,10.530000000000001
2018-07-31,79,13.0,,0.13,10.27
2018-08-01,86,13.0,False,0.13,11.18
2018-08-02,87,13.0,,0.13,11.31
2018-08-03,86,13.0,,0.13,11.18
2018-08-04,17,13.0,,0.13,2.21
2018-08-05,11,13.0,,0.13,1.4300000000000002
2018-08-06,78,13.0,,0.13,10.14
2018-08-07,84,13.0,,0.13,10.92
2018-08-08,81,13.0,,0.13,10.530000000000001
2018-08-09,82,13.0,,0.13,10.66
2018-08-10,85,13.0,,0.13,11.05
2018-08-11,17,13.0,,0.13,2.21
2018-08-12,13,13.0,,0.13,1.69
2018-08-13,80,13.0,,0.13,10.4
2018-08-14,82,13.0,,0.13,10.66
2018-08-15,94,13.0,,0.13,12.22
2018-08-16,99,13.0,,0.13,12.870000000000001
2018-08-17,91,13.0,,0.13,11.83
2018-08-18,22,13.0,,0.13,2.8600000000000003
2018-08-19,12,13.0,,0.13,1.56
2018-08-20,86,13.0,,0.13,11.18
2018-08-21,91,13.0,,0.13,11.83
2018-08-22,90,13.0,,0.13,11.700000000000001
2018-08-23,89,13.0,,0.13,11.57
2018-08-24,84,13.0,,0.13,10.92
2018-08-25,20,13.0,,0.13,2.6
2018-08-26,14,13.0,,0.13,1.82
2018-08-27,99,13.0,,0.13,12.870000000000001
2018-08-28,100,13.0,,0.13,13.0
2018-08-29,94,13.0,,0.13,12.22
2018-08-30,87,13.0,,0.13,11.31
2018-08-31,85,13.0,,0.13,11.05
2018-09-01,20,11.0,False,0.11,2.2
2018-09-02,11,11.0,,0.11,1.21
2018-09-03,21,11.0,,0.11,2.31
2018-09-04,88,11.0,,0.11,9.68
2018-09-05,91,11.0,,0.11,10.01
2018-09-06,87,11.0,,0.11,9.57
2018-09-07,84,11.0,,0.11,9.24
2018-09-08,21,11.0,,0.11,2.31
2018-09-09,14,11.0,,0.11,1.54
2018-09-10,76,11.0,,0.11,8.36
2018-09-11,79,11.0,,0.11,8.69
2018-09-12,82,11.0,,0.11,9.02
2018-09-13,82,11.0,,0.11,9.02
2018-09-14,83,11.0,,0.11,9.13
2018-09-15,19,11.0,,0.11,2.09
2018-09-16,12,11.0,,0.11,1.32
2018-09-17,80,11.0,,0.11,8.8
2018-09-18,91,11.0,,0.11,10.01
2018-09-19,94,11.0,,0.11,10.34
2018-09-20,100,11.0,,0.11,11.0
2018-09-21,100,11.0,,0.11,11.0
2018-09-22,22,11.0,,0.11,2.42
2018-09-23,13,11.0,,0.11,1.43
2018-09-24,86,11.0,,0.11,9.46
2018-09-25,90,11.0,,0.11,9.9
2018-09-26,86,11.0,,0.11,9.46
2018-09-27,83,11.0,,0.11,9.13
2018-09-28,79,11.0,,0.11,8.69
2018-09-29,19,11.0,,0.11,2.09
2018-09-30,12,11.0,,0.11,1.32
2018-10-01,31,19.0,False,0.19,5.89
2018-10-02,31,19.0,,0.19,5.89
2018-10-03,30,19.0,,0.19,5.7
2018-10-04,32,19.0,,0.19,6.08
2018-10-05,32,19.0,,0.19,6.08
2018-10-06,7,19.0,,0.19,1.33
2018-10-07,5,19.0,,0.19,0.95
2018-10-08,28,19.0,,0.19,5.32
2018-10-09,29,19.0,,0.19,5.51
2018-10-10,50,19.0,,0.19,9.5
2018-10-11,100,19.0,,0.19,19.0
2018-10-12,83,19.0,,0.19,15.77
2018-10-13,15,19.0,,0.19,2.85
2018-10-14,8,19.0,,0.19,1.52
2018-10-15,44,19.0,,0.19,8.36
2018-10-16,44,19.0,,0.19,8.36
2018-10-17,43,19.0,,0.19,8.17
2018-10-18,43,19.0,,0.19,8.17
2018-10-19,42,19.0,,0.19,7.98
2018-10-20,9,19.0,,0.19,1.71
2018-10-21,6,19.0,,0.19,1.1400000000000001
2018-10-22,36,19.0,,0.19,6.84
2018-10-23,54,19.0,,0.19,10.26
2018-10-24,55,19.0,,0.19,10.45
2018-10-25,63,19.0,,0.19,11.97
2018-10-26,60,19.0,,0.19,11.4
2018-10-27,12,19.0,,0.19,2.2800000000000002
2018-10-28,7,19.0,,0.19,1.33
2018-10-29,48,19.0,,0.19,9.120000000000001
2018-10-30,52,19.0,,0.19,9.88
2018-10-31,49,19.0,,0.19,9.31
2018-11-01,76,17.0,False,0.17,12.920000000000002
2018-11-02,75,17.0,,0.17,12.750000000000002
2018-11-03,15,17.0,,0.17,2.5500000000000003
2018-11-04,9,17.0,,0.17,1.53
2018-11-05,61,17.0,,0.17,10.370000000000001
2018-11-06,62,17.0,,0.17,10.540000000000001
2018-11-07,66,17.0,,0.17,11.22
2018-11-08,71,17.0,,0.17,12.07
2018-11-09,63,17.0,,0.17,10.71
2018-11-10,14,17.0,,0.17,2.3800000000000003
2018-11-11,9,17.0,,0.17,1.53
2018-11-12,63,17.0,,0.17,10.71
2018-11-13,73,17.0,,0.17,12.41
2018-11-14,68,17.0,,0.17,11.56
2018-11-15,68,17.0,,0.17,11.56
2018-11-16,63,17.0,,0.17,10.71
2018-11-17,15,17.0,,0.17,2.5500000000000003
2018-11-18,9,17.0,,0.17,1.53
2018-11-19,65,17.0,,0.17,11.05
2018-11-20,100,17.0,,0.17,17.0
2018-11-21,85,17.0,,0.17,14.450000000000001
2018-11-22,20,17.0,,0.17,3.4000000000000004
2018-11-23,48,17.0,,0.17,8.16
2018-11-24,15,17.0,,0.17,2.5500000000000003
2018-11-25,10,17.0,,0.17,1.7000000000000002
2018-11-26,61,17.0,,0.17,10.370000000000001
2018-11-27,67,17.0,,0.17,11.39
2018-11-28,71,17.0,,0.17,12.07
2018-11-29,75,17.0,,0.17,12.750000000000002
2018-11-30,69,17.0,,0.17,11.73
2018-12-01,6,28.0,False,0.28,1.6800000000000002
2018-12-02,6,28.0,,0.28,1.6800000000000002
2018-12-03,34,28.0,,0.28,9.520000000000001
2018-12-04,44,28.0,,0.28,12.32
2018-12-05,27,28.0,,0.28,7.5600000000000005
2018-12-06,66,28.0,,0.28,18.48
2018-12-07,58,28.0,,0.28,16.240000000000002
2018-12-08,11,28.0,,0.28,3.08
2018-12-09,5,28.0,,0.28,1.4000000000000001
2018-12-10,46,28.0,,0.28,12.88
2018-12-11,38,28.0,,0.28,10.64
2018-12-12,36,28.0,,0.28,10.080000000000002
2018-12-13,32,28.0,,0.28,8.96
2018-12-14,36,28.0,,0.28,10.080000000000002
2018-12-15,9,28.0,,0.28,2.5200000000000005
2018-12-16,5,28.0,,0.28,1.4000000000000001
2018-12-17,43,28.0,,0.28,12.040000000000001
2018-12-18,54,28.0,,0.28,15.120000000000001
2018-12-19,55,28.0,,0.28,15.400000000000002
2018-12-20,70,28.0,,0.28,19.6
2018-12-21,78,28.0,,0.28,21.840000000000003
2018-12-22,15,28.0,,0.28,4.2
2018-12-23,8,28.0,,0.28,2.24
2018-12-24,69,28.0,,0.28,19.32
2018-12-25,21,28.0,,0.28,5.880000000000001
2018-12-26,95,28.0,,0.28,26.6
2018-12-27,100,28.0,,0.28,28.000000000000004
2018-12-28,78,28.0,,0.28,21.840000000000003
2018-12-29,15,28.0,,0.28,4.2
2018-12-30,6,28.0,,0.28,1.6800000000000002
2018-12-31,41,28.0,,0.28,11.48
2019-01-01,19,23.0,False,0.23,4.37
2019-01-02,74,23.0,,0.23,17.02
2019-01-03,100,23.0,,0.23,23.0
2019-01-04,93,23.0,,0.23,21.39
2019-01-05,16,23.0,,0.23,3.68
2019-01-06,8,23.0,,0.23,1.84
2019-01-07,62,23.0,,0.23,14.26
2019-01-08,61,23.0,,0.23,14.030000000000001
2019-01-09,62,23.0,,0.23,14.26
2019-01-10,58,23.0,,0.23,13.34
2019-01-11,55,23.0,,0.23,12.65
2019-01-12,12,23.0,,0.23,2.7600000000000002
2019-01-13,7,23.0,,0.23,1.61
2019-01-14,47,23.0,,0.23,10.81
2019-01-15,46,23.0,,0.23,10.58
2019-01-16,46,23.0,,0.23,10.58
2019-01-17,48,23.0,,0.23,11.040000000000001
2019-01-18,50,23.0,,0.23,11.5
2019-01-19,13,23.0,,0.23,2.99
2019-01-20,6,23.0,,0.23,1.3800000000000001
2019-01-21,21,23.0,,0.23,4.83
2019-01-22,47,23.0,,0.23,10.81
2019-01-23,48,23.0,,0.23,11.040000000000001
2019-01-24,45,23.0,,0.23,10.35
2019-01-25,44,23.0,,0.23,10.120000000000001
2019-01-26,11,23.0,,0.23,2.5300000000000002
2019-01-27,6,23.0,,0.23,1.3800000000000001
2019-01-28,40,23.0,,0.23,9.200000000000001
2019-01-29,41,23.0,,0.23,9.43
2019-01-30,44,23.0,,0.23,10.120000000000001
2019-01-31,45,23.0,,0.23,10.35
2019-02-01,100,17.0,False,0.17,17.0
2019-02-02,23,17.0,,0.17,3.91
2019-02-03,13,17.0,,0.17,2.21
2019-02-04,82,17.0,,0.17,13.940000000000001
2019-02-05,92,17.0,,0.17,15.64
2019-02-06,96,17.0,,0.17,16.32
2019-02-07,93,17.0,,0.17,15.81
2019-02-08,91,17.0,,0.17,15.47
2019-02-09,22,17.0,,0.17,3.74
2019-02-10,12,17.0,,0.17,2.04
2019-02-11,79,17.0,,0.17,13.430000000000001
2019-02-12,90,17.0,,0.17,15.3
2019-02-13,92,17.0,,0.17,15.64
2019-02-14,91,17.0,,0.17,15.47
2019-02-15,100,17.0,,0.17,17.0
2019-02-16,25,17.0,,0.17,4.25
2019-02-17,13,17.0,,0.17,2.21
2019-02-18,45,17.0,,0.17,7.65
2019-02-19,90,17.0,,0.17,15.3
2019-02-20,91,17.0,,0.17,15.47
2019-02-21,88,17.0,,0.17,14.96
2019-02-22,90,17.0,,0.17,15.3
2019-02-23,24,17.0,,0.17,4.08
2019-02-24,13,17.0,,0.17,2.21
2019-02-25,89,17.0,,0.17,15.13
2019-02-26,90,17.0,,0.17,15.3
2019-02-27,86,17.0,,0.17,14.620000000000001
2019-02-28,87,17.0,,0.17,14.790000000000001
2019-03-01,89,16.0,False,0.16,14.24
2019-03-02,23,16.0,,0.16,3.68
2019-03-03,12,16.0,,0.16,1.92
2019-03-04,90,16.0,,0.16,14.4
2019-03-05,91,16.0,,0.16,14.56
2019-03-06,86,16.0,,0.16,13.76
2019-03-07,88,16.0,,0.16,14.08
2019-03-08,93,16.0,,0.16,14.88
2019-03-09,21,16.0,,0.16,3.36
2019-03-10,12,16.0,,0.16,1.92
2019-03-11,86,16.0,,0.16,13.76
2019-03-12,88,16.0,,0.16,14.08
2019-03-13,87,16.0,,0.16,13.92
2019-03-14,84,16.0,,0.16,13.44
2019-03-15,83,16.0,,0.16,13.280000000000001
2019-03-16,19,16.0,,0.16,3.04
2019-03-17,13,16.0,,0.16,2.08
2019-03-18,80,16.0,,0.16,12.8
2019-03-19,88,16.0,,0.16,14.08
2019-03-20,88,16.0,,0.16,14.08
2019-03-21,85,16.0,,0.16,13.6
2019-03-22,100,16.0,,0.16,16.0
2019-03-23,23,16.0,,0.16,3.68
2019-03-24,15,16.0,,0.16,2.4
2019-03-25,94,16.0,,0.16,15.040000000000001
2019-03-26,95,16.0,,0.16,15.200000000000001
2019-03-27,93,16.0,,0.16,14.88
2019-03-28,88,16.0,,0.16,14.08
2019-03-29,84,16.0,,0.16,13.44
2019-03-30,20,16.0,,0.16,3.2
2019-03-31,13,16.0,,0.16,2.08
2019-04-01,90,16.0,False,0.16,14.4
2019-04-02,100,16.0,,0.16,16.0
2019-04-03,94,16.0,,0.16,15.040000000000001
2019-04-04,93,16.0,,0.16,14.88
2019-04-05,93,16.0,,0.16,14.88
2019-04-06,22,16.0,,0.16,3.52
2019-04-07,13,16.0,,0.16,2.08
2019-04-08,83,16.0,,0.16,13.280000000000001
2019-04-09,85,16.0,,0.16,13.6
2019-04-10,85,16.0,,0.16,13.6
2019-04-11,83,16.0,,0.16,13.280000000000001
2019-04-12,88,16.0,,0.16,14.08
2019-04-13,21,16.0,,0.16,3.36
2019-04-14,13,16.0,,0.16,2.08
2019-04-15,78,16.0,,0.16,12.48
2019-04-16,84,16.0,,0.16,13.44
2019-04-17,84,16.0,,0.16,13.44
2019-04-18,85,16.0,,0.16,13.6
2019-04-19,59,16.0,,0.16,9.44
2019-04-20,15,16.0,,0.16,2.4
2019-04-21,11,16.0,,0.16,1.76
2019-04-22,80,16.0,,0.16,12.8
2019-04-23,86,16.0,,0.16,13.76
2019-04-24,87,16.0,,0.16,13.92
2019-04-25,80,16.0,,0.16,12.8
2019-04-26,81,16.0,,0.16,12.96
2019-04-27,17,16.0,,0.16,2.72
2019-04-28,11,16.0,,0.16,1.76
2019-04-29,77,16.0,,0.16,12.32
2019-04-30,77,16.0,,0.16,12.32
2019-05-01,38,20.0,False,0.2,7.6000000000000005
2019-05-02,39,20.0,,0.2,7.800000000000001
2019-05-03,40,20.0,,0.2,8.0
2019-05-04,8,20.0,,0.2,1.6
2019-05-05,6,20.0,,0.2,1.2000000000000002
2019-05-06,55,20.0,,0.2,11.0
2019-05-07,58,20.0,,0.2,11.600000000000001
2019-05-08,57,20.0,,0.2,11.4
2019-05-09,58,20.0,,0.2,11.600000000000001
2019-05-10,67,20.0,,0.2,13.4
2019-05-11,11,20.0,,0.2,2.2
2019-05-12,7,20.0,,0.2,1.4000000000000001
2019-05-13,100,20.0,,0.2,20.0
2019-05-14,87,20.0,,0.2,17.400000000000002
2019-05-15,61,20.0,,0.2,12.200000000000001
2019-05-16,52,20.0,,0.2,10.4
2019-05-17,52,20.0,,0.2,10.4
2019-05-18,11,20.0,,0.2,2.2
2019-05-19,7,20.0,,0.2,1.4000000000000001
2019-05-20,44,20.0,,0.2,8.8
2019-05-21,45,20.0,,0.2,9.0
2019-05-22,43,20.0,,0.2,8.6
2019-05-23,49,20.0,,0.2,9.8
2019-05-24,48,20.0,,0.2,9.600000000000001
2019-05-25,10,20.0,,0.2,2.0
2019-05-26,6,20.0,,0.2,1.2000000000000002
2019-05-27,8,20.0,,0.2,1.6
2019-05-28,43,20.0,,0.2,8.6
2019-05-29,50,20.0,,0.2,10.0
2019-05-30,46,20.0,,0.2,9.200000000000001
2019-05-31,61,20.0,,0.2,12.200000000000001
2019-06-01,27,17.0,False,0.17,4.590000000000001
2019-06-02,16,17.0,,0.17,2.72
2019-06-03,98,17.0,,0.17,16.66
2019-06-04,100,17.0,,0.17,17.0
2019-06-05,99,17.0,,0.17,16.830000000000002
2019-06-06,96,17.0,,0.17,16.32
2019-06-07,98,17.0,,0.17,16.66
2019-06-08,23,17.0,,0.17,3.91
2019-06-09,15,17.0,,0.17,2.5500000000000003
2019-06-10,90,17.0,,0.17,15.3
2019-06-11,91,17.0,,0.17,15.47
2019-06-12,87,17.0,,0.17,14.790000000000001
2019-06-13,87,17.0,,0.17,14.790000000000001
2019-06-14,81,17.0,,0.17,13.770000000000001
2019-06-15,19,17.0,,0.17,3.2300000000000004
2019-06-16,11,17.0,,0.17,1.87
2019-06-17,80,17.0,,0.17,13.600000000000001
2019-06-18,90,17.0,,0.17,15.3
2019-06-19,93,17.0,,0.17,15.81
2019-06-20,100,17.0,,0.17,17.0
2019-06-21,97,17.0,,0.17,16.490000000000002
2019-06-22,20,17.0,,0.17,3.4000000000000004
2019-06-23,13,17.0,,0.17,2.21
2019-06-24,84,17.0,,0.17,14.280000000000001
2019-06-25,88,17.0,,0.17,14.96
2019-06-26,84,17.0,,0.17,14.280000000000001
2019-06-27,82,17.0,,0.17,13.940000000000001
2019-06-28,83,17.0,,0.17,14.110000000000001
2019-06-29,20,17.0,,0.17,3.4000000000000004
2019-06-30,15,17.0,,0.17,2.5500000000000003
2019-07-01,99,17.0,False,0.17,16.830000000000002
2019-07-02,94,17.0,,0.17,15.98
2019-07-03,94,17.0,,0.17,15.98
2019-07-04,24,17.0,,0.17,4.08
2019-07-05,93,17.0,,0.17,15.81
2019-07-06,20,17.0,,0.17,3.4000000000000004
2019-07-07,12,17.0,,0.17,2.04
2019-07-08,83,17.0,,0.17,14.110000000000001
2019-07-09,87,17.0,,0.17,14.790000000000001
2019-07-10,96,17.0,,0.17,16.32
2019-07-11,100,17.0,,0.17,17.0
2019-07-12,100,17.0,,0.17,17.0
2019-07-13,22,17.0,,0.17,3.74
2019-07-14,15,17.0,,0.17,2.5500000000000003
2019-07-15,91,17.0,,0.17,15.47
2019-07-16,92,17.0,,0.17,15.64
2019-07-17,88,17.0,,0.17,14.96
2019-07-18,84,17.0,,0.17,14.280000000000001
2019-07-19,84,17.0,,0.17,14.280000000000001
2019-07-20,18,17.0,,0.17,3.06
2019-07-21,12,17.0,,0.17,2.04
2019-07-22,80,17.0,,0.17,13.600000000000001
2019-07-23,84,17.0,,0.17,14.280000000000001
2019-07-24,88,17.0,,0.17,14.96
2019-07-25,85,17.0,,0.17,14.450000000000001
2019-07-26,83,17.0,,0.17,14.110000000000001
2019-07-27,17,17.0,,0.17,2.89
2019-07-28,12,17.0,,0.17,2.04
2019-07-29,77,17.0,,0.17,13.090000000000002
2019-07-30,84,17.0,,0.17,14.280000000000001
