date,MTCH_unscaled,MTCH_monthly,isPartial,scale,MTCH
2017-12-29,22,29.0,,0.29,6.38
2017-12-30,35,29.0,,0.29,10.149999999999999
2017-12-31,12,29.0,,0.29,3.4799999999999995
2018-01-01,12,34.0,False,0.34,4.08
2018-01-02,50,34.0,,0.34,17.0
2018-01-03,50,34.0,,0.34,17.0
2018-01-04,100,34.0,,0.34,34.0
2018-01-05,51,34.0,,0.34,17.34
2018-01-06,23,34.0,,0.34,7.82
2018-01-07,11,34.0,,0.34,3.74
2018-01-08,29,34.0,,0.34,9.860000000000001
2018-01-09,48,34.0,,0.34,16.32
2018-01-10,20,34.0,,0.34,6.800000000000001
2018-01-11,19,34.0,,0.34,6.460000000000001
2018-01-12,30,34.0,,0.34,10.200000000000001
2018-01-13,12,34.0,,0.34,4.08
2018-01-14,45,34.0,,0.34,15.3
2018-01-15,20,34.0,,0.34,6.800000000000001
2018-01-16,19,34.0,,0.34,6.460000000000001
2018-01-17,57,34.0,,0.34,19.380000000000003
2018-01-18,48,34.0,,0.34,16.32
2018-01-19,20,34.0,,0.34,6.800000000000001
2018-01-20,12,34.0,,0.34,4.08
2018-01-21,22,34.0,,0.34,7.48
2018-01-22,28,34.0,,0.34,9.520000000000001
2018-01-23,85,34.0,,0.34,28.900000000000002
2018-01-24,87,34.0,,0.34,29.580000000000002
2018-01-25,77,34.0,,0.34,26.180000000000003
2018-01-26,59,34.0,,0.34,20.060000000000002
2018-01-27,58,34.0,,0.34,19.720000000000002
2018-01-28,12,34.0,,0.34,4.08
2018-01-29,75,34.0,,0.34,25.500000000000004
2018-01-30,47,34.0,,0.34,15.98
2018-01-31,67,34.0,,0.34,22.78
2018-02-01,40,46.0,False,0.46,18.400000000000002
2018-02-02,28,46.0,,0.46,12.88
2018-02-03,16,46.0,,0.46,7.36
2018-02-04,8,46.0,,0.46,3.68
2018-02-05,32,46.0,,0.46,14.72
2018-02-06,100,46.0,,0.46,46.0
2018-02-07,72,46.0,,0.46,33.120000000000005
2018-02-08,74,46.0,,0.46,34.04
2018-02-09,68,46.0,,0.46,31.28
2018-02-10,24,46.0,,0.46,11.040000000000001
2018-02-11,24,46.0,,0.46,11.040000000000001
2018-02-12,40,46.0,,0.46,18.400000000000002
2018-02-13,60,46.0,,0.46,27.6
2018-02-14,74,46.0,,0.46,34.04
2018-02-15,83,46.0,,0.46,38.18
2018-02-16,55,46.0,,0.46,25.3
2018-02-17,8,46.0,,0.46,3.68
2018-02-18,32,46.0,,0.46,14.72
2018-02-19,21,46.0,,0.46,9.66
2018-02-20,67,46.0,,0.46,30.82
2018-02-21,40,46.0,,0.46,18.400000000000002
2018-02-22,47,46.0,,0.46,21.62
2018-02-23,41,46.0,,0.46,18.86
2018-02-24,0,46.0,,0.46,0.0
2018-02-25,16,46.0,,0.46,7.36
2018-02-26,59,46.0,,0.46,27.14
2018-02-27,27,46.0,,0.46,12.42
2018-02-28,20,46.0,,0.46,9.200000000000001
2018-03-01,35,42.0,False,0.42,14.7
2018-03-02,99,42.0,,0.42,41.58
2018-03-03,11,42.0,,0.42,4.62
2018-03-04,11,42.0,,0.42,4.62
2018-03-05,71,42.0,,0.42,29.82
2018-03-06,81,42.0,,0.42,34.019999999999996
2018-03-07,63,42.0,,0.42,26.459999999999997
2018-03-08,99,42.0,,0.42,41.58
2018-03-09,56,42.0,,0.42,23.52
2018-03-10,32,42.0,,0.42,13.44
2018-03-11,11,42.0,,0.42,4.62
2018-03-12,81,42.0,,0.42,34.019999999999996
2018-03-13,73,42.0,,0.42,30.66
2018-03-14,100,42.0,,0.42,42.0
2018-03-15,65,42.0,,0.42,27.3
2018-03-16,83,42.0,,0.42,34.86
2018-03-17,43,42.0,,0.42,18.06
2018-03-18,78,42.0,,0.42,32.76
2018-03-19,81,42.0,,0.42,34.019999999999996
2018-03-20,62,42.0,,0.42,26.04
2018-03-21,63,42.0,,0.42,26.459999999999997
2018-03-22,37,42.0,,0.42,15.54
2018-03-23,19,42.0,,0.42,7.9799999999999995
2018-03-24,22,42.0,,0.42,9.24
2018-03-25,0,42.0,,0.42,0.0
2018-03-26,47,42.0,,0.42,19.74
2018-03-27,46,42.0,,0.42,19.32
2018-03-28,75,42.0,,0.42,31.5
2018-03-29,29,42.0,,0.42,12.18
2018-03-30,30,42.0,,0.42,12.6
2018-03-31,11,42.0,,0.42,4.62
2018-04-01,0,29.0,False,0.29,0.0
2018-04-02,88,29.0,,0.29,25.52
2018-04-03,98,29.0,,0.29,28.419999999999998
2018-04-04,100,29.0,,0.29,28.999999999999996
2018-04-05,73,29.0,,0.29,21.169999999999998
2018-04-06,73,29.0,,0.29,21.169999999999998
2018-04-07,17,29.0,,0.29,4.93
2018-04-08,34,29.0,,0.29,9.86
2018-04-09,100,29.0,,0.29,28.999999999999996
2018-04-10,43,29.0,,0.29,12.469999999999999
2018-04-11,85,29.0,,0.29,24.65
2018-04-12,43,29.0,,0.29,12.469999999999999
2018-04-13,59,29.0,,0.29,17.11
2018-04-14,0,29.0,,0.29,0.0
2018-04-15,0,29.0,,0.29,0.0
2018-04-16,42,29.0,,0.29,12.18
2018-04-17,85,29.0,,0.29,24.65
2018-04-18,71,29.0,,0.29,20.59
2018-04-19,57,29.0,,0.29,16.529999999999998
2018-04-20,58,29.0,,0.29,16.82
2018-04-21,53,29.0,,0.29,15.37
2018-04-22,17,29.0,,0.29,4.93
2018-04-23,41,29.0,,0.29,11.889999999999999
2018-04-24,28,29.0,,0.29,8.12
2018-04-25,83,29.0,,0.29,24.069999999999997
2018-04-26,98,29.0,,0.29,28.419999999999998
2018-04-27,58,29.0,,0.29,16.82
2018-04-28,35,29.0,,0.29,10.149999999999999
2018-04-29,0,29.0,,0.29,0.0
2018-04-30,42,29.0,,0.29,12.18
2018-05-01,100,100.0,False,1.0,100.0
2018-05-02,88,100.0,,1.0,88.0
2018-05-03,38,100.0,,1.0,38.0
2018-05-04,35,100.0,,1.0,35.0
2018-05-05,13,100.0,,1.0,13.0
2018-05-06,13,100.0,,1.0,13.0
2018-05-07,27,100.0,,1.0,27.0
2018-05-08,94,100.0,,1.0,94.0
2018-05-09,92,100.0,,1.0,92.0
2018-05-10,47,100.0,,1.0,47.0
2018-05-11,40,100.0,,1.0,40.0
2018-05-12,5,100.0,,1.0,5.0
2018-05-13,8,100.0,,1.0,8.0
2018-05-14,31,100.0,,1.0,31.0
2018-05-15,32,100.0,,1.0,32.0
2018-05-16,19,100.0,,1.0,19.0
2018-05-17,36,100.0,,1.0,36.0
2018-05-18,20,100.0,,1.0,20.0
2018-05-19,3,100.0,,1.0,3.0
2018-05-20,3,100.0,,1.0,3.0
2018-05-21,30,100.0,,1.0,30.0
2018-05-22,9,100.0,,1.0,9.0
2018-05-23,7,100.0,,1.0,7.0
2018-05-24,16,100.0,,1.0,16.0
2018-05-25,16,100.0,,1.0,16.0
2018-05-26,0,100.0,,1.0,0.0
2018-05-27,5,100.0,,1.0,5.0
2018-05-28,0,100.0,,1.0,0.0
2018-05-29,11,100.0,,1.0,11.0
2018-05-30,17,100.0,,1.0,17.0
2018-05-31,15,100.0,,1.0,15.0
2018-06-01,36,37.0,False,0.37,13.32
2018-06-02,11,37.0,,0.37,4.07
2018-06-03,21,37.0,,0.37,7.77
2018-06-04,52,37.0,,0.37,19.24
2018-06-05,44,37.0,,0.37,16.28
2018-06-06,98,37.0,,0.37,36.26
2018-06-07,89,37.0,,0.37,32.93
2018-06-08,46,37.0,,0.37,17.02
2018-06-09,0,37.0,,0.37,0.0
2018-06-10,10,37.0,,0.37,3.7
2018-06-11,51,37.0,,0.37,18.87
2018-06-12,57,37.0,,0.37,21.09
2018-06-13,51,37.0,,0.37,18.87
2018-06-14,44,37.0,,0.37,16.28
2018-06-15,28,37.0,,0.37,10.36
2018-06-16,0,37.0,,0.37,0.0
2018-06-17,11,37.0,,0.37,4.07
2018-06-18,81,37.0,,0.37,29.97
2018-06-19,61,37.0,,0.37,22.57
2018-06-20,100,37.0,,0.37,37.0
2018-06-21,54,37.0,,0.37,19.98
2018-06-22,27,37.0,,0.37,9.99
2018-06-23,31,37.0,,0.37,11.47
2018-06-24,21,37.0,,0.37,7.77
2018-06-25,44,37.0,,0.37,16.28
2018-06-26,45,37.0,,0.37,16.65
2018-06-27,88,37.0,,0.37,32.56
2018-06-28,27,37.0,,0.37,9.99
2018-06-29,47,37.0,,0.37,17.39
2018-06-30,21,37.0,,0.37,7.77
2018-07-01,14,32.0,False,0.32,4.48
2018-07-02,49,32.0,,0.32,15.68
2018-07-03,62,32.0,,0.32,19.84
2018-07-04,85,32.0,,0.32,27.2
2018-07-05,26,32.0,,0.32,8.32
2018-07-06,24,32.0,,0.32,7.68
2018-07-07,28,32.0,,0.32,8.96
2018-07-08,42,32.0,,0.32,13.44
2018-07-09,59,32.0,,0.32,18.88
2018-07-10,95,32.0,,0.32,30.400000000000002
2018-07-11,23,32.0,,0.32,7.36
2018-07-12,100,32.0,,0.32,32.0
2018-07-13,77,32.0,,0.32,24.64
2018-07-14,29,32.0,,0.32,9.28
2018-07-15,42,32.0,,0.32,13.44
2018-07-16,49,32.0,,0.32,15.68
2018-07-17,36,32.0,,0.32,11.52
2018-07-18,49,32.0,,0.32,15.68
2018-07-19,38,32.0,,0.32,12.16
2018-07-20,63,32.0,,0.32,20.16
2018-07-21,0,32.0,,0.32,0.0
2018-07-22,42,32.0,,0.32,13.44
2018-07-23,37,32.0,,0.32,11.84
2018-07-24,73,32.0,,0.32,23.36
2018-07-25,36,32.0,,0.32,11.52
2018-07-26,74,32.0,,0.32,23.68
2018-07-27,63,32.0,,0.32,20.16
2018-07-28,29,32.0,,0.32,9.28
2018-07-29,15,32.0,,0.32,4.8
2018-07-30,74,32.0,,0.32,23.68
2018-07-31,71,32.0,,0.32,22.72
2018-08-01,8,76.0,False,0.76,6.08
2018-08-02,14,76.0,,0.76,10.64
2018-08-03,11,76.0,,0.76,8.36
2018-08-04,10,76.0,,0.76,7.6
2018-08-05,12,76.0,,0.76,9.120000000000001
2018-08-06,13,76.0,,0.76,9.88
2018-08-07,67,76.0,,0.76,50.92
2018-08-08,100,76.0,,0.76,76.0
2018-08-09,76,76.0,,0.76,57.76
2018-08-10,33,76.0,,0.76,25.080000000000002
2018-08-11,2,76.0,,0.76,1.52
2018-08-12,2,76.0,,0.76,1.52
2018-08-13,28,76.0,,0.76,21.28
2018-08-14,38,76.0,,0.76,28.88
2018-08-15,28,76.0,,0.76,21.28
2018-08-16,15,76.0,,0.76,11.4
2018-08-17,13,76.0,,0.76,9.88
2018-08-18,8,76.0,,0.76,6.08
2018-08-19,0,76.0,,0.76,0.0
2018-08-20,11,76.0,,0.76,8.36
2018-08-21,15,76.0,,0.76,11.4
2018-08-22,8,76.0,,0.76,6.08
2018-08-23,17,76.0,,0.76,12.92
2018-08-24,13,76.0,,0.76,9.88
2018-08-25,5,76.0,,0.76,3.8
2018-08-26,0,76.0,,0.76,0.0
2018-08-27,21,76.0,,0.76,15.96
2018-08-28,21,76.0,,0.76,15.96
2018-08-29,11,76.0,,0.76,8.36
2018-08-30,8,76.0,,0.76,6.08
2018-08-31,24,76.0,,0.76,18.240000000000002
2018-09-01,25,51.0,False,0.51,12.75
2018-09-02,26,51.0,,0.51,13.26
2018-09-03,8,51.0,,0.51,4.08
2018-09-04,72,51.0,,0.51,36.72
2018-09-05,56,51.0,,0.51,28.560000000000002
2018-09-06,48,51.0,,0.51,24.48
2018-09-07,56,51.0,,0.51,28.560000000000002
2018-09-08,50,51.0,,0.51,25.5
2018-09-09,24,51.0,,0.51,12.24
2018-09-10,7,51.0,,0.51,3.5700000000000003
2018-09-11,56,51.0,,0.51,28.560000000000002
2018-09-12,85,51.0,,0.51,43.35
2018-09-13,71,51.0,,0.51,36.21
2018-09-14,100,51.0,,0.51,51.0
2018-09-15,34,51.0,,0.51,17.34
2018-09-16,25,51.0,,0.51,12.75
2018-09-17,98,51.0,,0.51,49.980000000000004
2018-09-18,49,51.0,,0.51,24.990000000000002
2018-09-19,43,51.0,,0.51,21.93
2018-09-20,43,51.0,,0.51,21.93
2018-09-21,80,51.0,,0.51,40.8
2018-09-22,9,51.0,,0.51,4.59
2018-09-23,33,51.0,,0.51,16.830000000000002
2018-09-24,56,51.0,,0.51,28.560000000000002
2018-09-25,35,51.0,,0.51,17.85
2018-09-26,76,51.0,,0.51,38.76
2018-09-27,64,51.0,,0.51,32.64
2018-09-28,29,51.0,,0.51,14.790000000000001
2018-09-29,34,51.0,,0.51,17.34
2018-09-30,0,51.0,,0.51,0.0
2018-10-01,35,37.0,False,0.37,12.95
2018-10-02,35,37.0,,0.37,12.95
2018-10-03,28,37.0,,0.37,10.36
2018-10-04,100,37.0,,0.37,37.0
2018-10-05,36,37.0,,0.37,13.32
2018-10-06,17,37.0,,0.37,6.29
2018-10-07,33,37.0,,0.37,12.209999999999999
2018-10-08,22,37.0,,0.37,8.14
2018-10-09,36,37.0,,0.37,13.32
2018-10-10,51,37.0,,0.37,18.87
2018-10-11,44,37.0,,0.37,16.28
2018-10-12,38,37.0,,0.37,14.06
2018-10-13,9,37.0,,0.37,3.33
2018-10-14,17,37.0,,0.37,6.29
2018-10-15,50,37.0,,0.37,18.5
2018-10-16,50,37.0,,0.37,18.5
2018-10-17,28,37.0,,0.37,10.36
2018-10-18,22,37.0,,0.37,8.14
2018-10-19,45,37.0,,0.37,16.65
2018-10-20,8,37.0,,0.37,2.96
2018-10-21,17,37.0,,0.37,6.29
2018-10-22,50,37.0,,0.37,18.5
2018-10-23,84,37.0,,0.37,31.08
2018-10-24,49,37.0,,0.37,18.13
2018-10-25,43,37.0,,0.37,15.91
2018-10-26,37,37.0,,0.37,13.69
2018-10-27,9,37.0,,0.37,3.33
2018-10-28,9,37.0,,0.37,3.33
2018-10-29,42,37.0,,0.37,15.54
2018-10-30,22,37.0,,0.37,8.14
2018-10-31,15,37.0,,0.37,5.55
2018-11-01,28,55.0,False,0.55,15.400000000000002
2018-11-02,30,55.0,,0.55,16.5
2018-11-03,5,55.0,,0.55,2.75
2018-11-04,4,55.0,,0.55,2.2
2018-11-05,31,55.0,,0.55,17.05
2018-11-06,91,55.0,,0.55,50.050000000000004
2018-11-07,100,55.0,,0.55,55.00000000000001
2018-11-08,58,55.0,,0.55,31.900000000000002
2018-11-09,38,55.0,,0.55,20.900000000000002
2018-11-10,4,55.0,,0.55,2.2
2018-11-11,4,55.0,,0.55,2.2
2018-11-12,22,55.0,,0.55,12.100000000000001
2018-11-13,15,55.0,,0.55,8.25
2018-11-14,11,55.0,,0.55,6.050000000000001
2018-11-15,11,55.0,,0.55,6.050000000000001
2018-11-16,19,55.0,,0.55,10.450000000000001
2018-11-17,13,55.0,,0.55,7.15
2018-11-18,9,55.0,,0.55,4.95
2018-11-19,42,55.0,,0.55,23.1
2018-11-20,50,55.0,,0.55,27.500000000000004
2018-11-21,37,55.0,,0.55,20.35
2018-11-22,0,55.0,,0.55,0.0
2018-11-23,29,55.0,,0.55,15.950000000000001
2018-11-24,29,55.0,,0.55,15.950000000000001
2018-11-25,0,55.0,,0.55,0.0
2018-11-26,14,55.0,,0.55,7.700000000000001
2018-11-27,7,55.0,,0.55,3.8500000000000005
2018-11-28,4,55.0,,0.55,2.2
2018-11-29,44,55.0,,0.55,24.200000000000003
2018-11-30,22,55.0,,0.55,12.100000000000001
2018-12-01,25,30.0,False,0.3,7.5
2018-12-02,12,30.0,,0.3,3.5999999999999996
2018-12-03,95,30.0,,0.3,28.5
2018-12-04,64,30.0,,0.3,19.2
2018-12-05,42,30.0,,0.3,12.6
2018-12-06,86,30.0,,0.3,25.8
2018-12-07,100,30.0,,0.3,30.0
2018-12-08,26,30.0,,0.3,7.8
2018-12-09,0,30.0,,0.3,0.0
2018-12-10,43,30.0,,0.3,12.9
2018-12-11,54,30.0,,0.3,16.2
2018-12-12,44,30.0,,0.3,13.2
2018-12-13,43,30.0,,0.3,12.9
2018-12-14,75,30.0,,0.3,22.5
2018-12-15,27,30.0,,0.3,8.1
2018-12-16,13,30.0,,0.3,3.9
2018-12-17,40,30.0,,0.3,12.0
2018-12-18,52,30.0,,0.3,15.6
2018-12-19,56,30.0,,0.3,16.8
2018-12-20,46,30.0,,0.3,13.799999999999999
2018-12-21,60,30.0,,0.3,18.0
2018-12-22,14,30.0,,0.3,4.2
2018-12-23,0,30.0,,0.3,0.0
2018-12-24,40,30.0,,0.3,12.0
2018-12-25,15,30.0,,0.3,4.5
2018-12-26,63,30.0,,0.3,18.9
2018-12-27,24,30.0,,0.3,7.199999999999999
2018-12-28,58,30.0,,0.3,17.4
2018-12-29,13,30.0,,0.3,3.9
2018-12-30,0,30.0,,0.3,0.0
2018-12-31,48,30.0,,0.3,14.399999999999999
2019-01-01,0,35.0,False,0.35,0.0
2019-01-02,27,35.0,,0.35,9.45
2019-01-03,27,35.0,,0.35,9.45
2019-01-04,36,35.0,,0.35,12.6
2019-01-05,0,35.0,,0.35,0.0
2019-01-06,10,35.0,,0.35,3.5
2019-01-07,51,35.0,,0.35,17.849999999999998
2019-01-08,50,35.0,,0.35,17.5
2019-01-09,95,35.0,,0.35,33.25
2019-01-10,42,35.0,,0.35,14.7
2019-01-11,26,35.0,,0.35,9.1
2019-01-12,30,35.0,,0.35,10.5
2019-01-13,30,35.0,,0.35,10.5
2019-01-14,77,35.0,,0.35,26.95
2019-01-15,42,35.0,,0.35,14.7
2019-01-16,60,35.0,,0.35,21.0
2019-01-17,25,35.0,,0.35,8.75
2019-01-18,42,35.0,,0.35,14.7
2019-01-19,0,35.0,,0.35,0.0
2019-01-20,19,35.0,,0.35,6.6499999999999995
2019-01-21,9,35.0,,0.35,3.15
2019-01-22,50,35.0,,0.35,17.5
2019-01-23,75,35.0,,0.35,26.25
2019-01-24,100,35.0,,0.35,35.0
2019-01-25,35,35.0,,0.35,12.25
2019-01-26,10,35.0,,0.35,3.5
2019-01-27,31,35.0,,0.35,10.85
2019-01-28,67,35.0,,0.35,23.45
2019-01-29,33,35.0,,0.35,11.549999999999999
2019-01-30,58,35.0,,0.35,20.299999999999997
2019-01-31,42,35.0,,0.35,14.7
2019-02-01,11,42.0,False,0.42,4.62
2019-02-02,4,42.0,,0.42,1.68
2019-02-03,4,42.0,,0.42,1.68
2019-02-04,33,42.0,,0.42,13.86
2019-02-05,42,42.0,,0.42,17.64
2019-02-06,71,42.0,,0.42,29.82
2019-02-07,100,42.0,,0.42,42.0
2019-02-08,38,42.0,,0.42,15.959999999999999
2019-02-09,14,42.0,,0.42,5.88
2019-02-10,13,42.0,,0.42,5.46
2019-02-11,11,42.0,,0.42,4.62
2019-02-12,15,42.0,,0.42,6.3
2019-02-13,30,42.0,,0.42,12.6
2019-02-14,26,42.0,,0.42,10.92
2019-02-15,16,42.0,,0.42,6.72
2019-02-16,18,42.0,,0.42,7.56
2019-02-17,5,42.0,,0.42,2.1
2019-02-18,0,42.0,,0.42,0.0
2019-02-19,26,42.0,,0.42,10.92
2019-02-20,15,42.0,,0.42,6.3
2019-02-21,11,42.0,,0.42,4.62
2019-02-22,15,42.0,,0.42,6.3
2019-02-23,4,42.0,,0.42,1.68
2019-02-24,5,42.0,,0.42,2.1
2019-02-25,36,42.0,,0.42,15.12
2019-02-26,11,42.0,,0.42,4.62
2019-02-27,0,42.0,,0.42,0.0
2019-02-28,26,42.0,,0.42,10.92
2019-03-01,61,24.0,False,0.24,14.639999999999999
2019-03-02,29,24.0,,0.24,6.96
2019-03-03,42,24.0,,0.24,10.08
2019-03-04,37,24.0,,0.24,8.879999999999999
2019-03-05,37,24.0,,0.24,8.879999999999999
2019-03-06,36,24.0,,0.24,8.64
2019-03-07,12,24.0,,0.24,2.88
2019-03-08,25,24.0,,0.24,6.0
2019-03-09,15,24.0,,0.24,3.5999999999999996
2019-03-10,0,24.0,,0.24,0.0
2019-03-11,87,24.0,,0.24,20.88
2019-03-12,99,24.0,,0.24,23.759999999999998
2019-03-13,25,24.0,,0.24,6.0
2019-03-14,12,24.0,,0.24,2.88
2019-03-15,100,24.0,,0.24,24.0
2019-03-16,15,24.0,,0.24,3.5999999999999996
2019-03-17,15,24.0,,0.24,3.5999999999999996
2019-03-18,39,24.0,,0.24,9.36
2019-03-19,74,24.0,,0.24,17.759999999999998
2019-03-20,0,24.0,,0.24,0.0
2019-03-21,89,24.0,,0.24,21.36
2019-03-22,64,24.0,,0.24,15.36
2019-03-23,29,24.0,,0.24,6.96
2019-03-24,42,24.0,,0.24,10.08
2019-03-25,25,24.0,,0.24,6.0
2019-03-26,51,24.0,,0.24,12.24
2019-03-27,39,24.0,,0.24,9.36
2019-03-28,0,24.0,,0.24,0.0
2019-03-29,51,24.0,,0.24,12.24
2019-03-30,0,24.0,,0.24,0.0
2019-03-31,58,24.0,,0.24,13.92
2019-04-01,36,33.0,False,0.33,11.88
2019-04-02,81,33.0,,0.33,26.73
2019-04-03,28,33.0,,0.33,9.24
2019-04-04,71,33.0,,0.33,23.43
2019-04-05,10,33.0,,0.33,3.3000000000000003
2019-04-06,11,33.0,,0.33,3.6300000000000003
2019-04-07,0,33.0,,0.33,0.0
2019-04-08,27,33.0,,0.33,8.91
2019-04-09,27,33.0,,0.33,8.91
2019-04-10,0,33.0,,0.33,0.0
2019-04-11,27,33.0,,0.33,8.91
2019-04-12,37,33.0,,0.33,12.21
2019-04-13,11,33.0,,0.33,3.6300000000000003
2019-04-14,22,33.0,,0.33,7.260000000000001
2019-04-15,91,33.0,,0.33,30.03
2019-04-16,100,33.0,,0.33,33.0
2019-04-17,56,33.0,,0.33,18.48
2019-04-18,47,33.0,,0.33,15.510000000000002
2019-04-19,20,33.0,,0.33,6.6000000000000005
2019-04-20,22,33.0,,0.33,7.260000000000001
2019-04-21,12,33.0,,0.33,3.96
2019-04-22,38,33.0,,0.33,12.540000000000001
2019-04-23,93,33.0,,0.33,30.69
2019-04-24,46,33.0,,0.33,15.180000000000001
2019-04-25,45,33.0,,0.33,14.850000000000001
2019-04-26,55,33.0,,0.33,18.150000000000002
2019-04-27,44,33.0,,0.33,14.520000000000001
2019-04-28,0,33.0,,0.33,0.0
2019-04-29,45,33.0,,0.33,14.850000000000001
2019-04-30,80,33.0,,0.33,26.400000000000002
2019-05-01,19,54.0,False,0.54,10.260000000000002
2019-05-02,19,54.0,,0.54,10.260000000000002
2019-05-03,16,54.0,,0.54,8.64
2019-05-04,4,54.0,,0.54,2.16
2019-05-05,16,54.0,,0.54,8.64
2019-05-06,29,54.0,,0.54,15.66
2019-05-07,79,54.0,,0.54,42.660000000000004
2019-05-08,100,54.0,,0.54,54.0
2019-05-09,42,54.0,,0.54,22.68
2019-05-10,13,54.0,,0.54,7.0200000000000005
2019-05-11,12,54.0,,0.54,6.48
2019-05-12,4,54.0,,0.54,2.16
2019-05-13,30,54.0,,0.54,16.200000000000003
2019-05-14,30,54.0,,0.54,16.200000000000003
2019-05-15,26,54.0,,0.54,14.040000000000001
2019-05-16,32,54.0,,0.54,17.28
2019-05-17,34,54.0,,0.54,18.36
2019-05-18,12,54.0,,0.54,6.48
2019-05-19,20,54.0,,0.54,10.8
2019-05-20,29,54.0,,0.54,15.66
2019-05-21,26,54.0,,0.54,14.040000000000001
2019-05-22,20,54.0,,0.54,10.8
2019-05-23,17,54.0,,0.54,9.18
2019-05-24,17,54.0,,0.54,9.18
2019-05-25,4,54.0,,0.54,2.16
2019-05-26,0,54.0,,0.54,0.0
2019-05-27,8,54.0,,0.54,4.32
2019-05-28,27,54.0,,0.54,14.580000000000002
2019-05-29,26,54.0,,0.54,14.040000000000001
2019-05-30,13,54.0,,0.54,7.0200000000000005
2019-05-31,7,54.0,,0.54,3.7800000000000002
2019-06-01,26,36.0,False,0.36,9.36
2019-06-02,13,36.0,,0.36,4.68
2019-06-03,43,36.0,,0.36,15.479999999999999
2019-06-04,54,36.0,,0.36,19.439999999999998
2019-06-05,44,36.0,,0.36,15.84
2019-06-06,44,36.0,,0.36,15.84
2019-06-07,45,36.0,,0.36,16.2
2019-06-08,13,36.0,,0.36,4.68
2019-06-09,13,36.0,,0.36,4.68
2019-06-10,22,36.0,,0.36,7.92
2019-06-11,77,36.0,,0.36,27.72
2019-06-12,55,36.0,,0.36,19.8
2019-06-13,67,36.0,,0.36,24.119999999999997
2019-06-14,87,36.0,,0.36,31.32
2019-06-15,26,36.0,,0.36,9.36
2019-06-16,0,36.0,,0.36,0.0
2019-06-17,99,36.0,,0.36,35.64
2019-06-18,43,36.0,,0.36,15.479999999999999
2019-06-19,97,36.0,,0.36,34.92
2019-06-20,44,36.0,,0.36,15.84
2019-06-21,68,36.0,,0.36,24.48
2019-06-22,13,36.0,,0.36,4.68
2019-06-23,13,36.0,,0.36,4.68
2019-06-24,78,36.0,,0.36,28.08
2019-06-25,90,36.0,,0.36,32.4
2019-06-26,88,36.0,,0.36,31.68
2019-06-27,100,36.0,,0.36,36.0
2019-06-28,83,36.0,,0.36,29.88
2019-06-29,52,36.0,,0.36,18.72
2019-06-30,0,36.0,,0.36,0.0
2019-07-01,97,32.0,False,0.32,31.04
2019-07-02,21,32.0,,0.32,6.72
2019-07-03,86,32.0,,0.32,27.52
2019-07-04,12,32.0,,0.32,3.84
2019-07-05,12,32.0,,0.32,3.84
2019-07-06,25,32.0,,0.32,8.0
2019-07-07,35,32.0,,0.32,11.200000000000001
2019-07-08,73,32.0,,0.32,23.36
2019-07-09,32,32.0,,0.32,10.24
2019-07-10,86,32.0,,0.32,27.52
2019-07-11,32,32.0,,0.32,10.24
2019-07-12,66,32.0,,0.32,21.12
2019-07-13,25,32.0,,0.32,8.0
2019-07-14,25,32.0,,0.32,8.0
2019-07-15,32,32.0,,0.32,10.24
2019-07-16,10,32.0,,0.32,3.2
2019-07-17,42,32.0,,0.32,13.44
2019-07-18,65,32.0,,0.32,20.8
2019-07-19,56,32.0,,0.32,17.92
2019-07-20,37,32.0,,0.32,11.84
2019-07-21,13,32.0,,0.32,4.16
2019-07-22,76,32.0,,0.32,24.32
2019-07-23,21,32.0,,0.32,6.72
2019-07-24,45,32.0,,0.32,14.4
2019-07-25,77,32.0,,0.32,24.64
2019-07-26,45,32.0,,0.32,14.4
2019-07-27,0,32.0,,0.32,0.0
2019-07-28,51,32.0,,0.32,16.32
2019-07-29,33,32.0,,0.32,10.56
2019-07-30,44,32.0,,0.32,14.08
2019-07-31,100,32.0,,0.32,32.0
2019-08-01,10,67.0,False,0.67,6.7
2019-08-02,13,67.0,,0.67,8.71
2019-08-03,5,67.0,,0.67,3.35
2019-08-04,7,67.0,,0.67,4.69
2019-08-05,14,67.0,,0.67,9.38
2019-08-06,54,67.0,,0.67,36.18
2019-08-07,100,67.0,,0.67,67.0
2019-08-08,59,67.0,,0.67,39.53
2019-08-09,18,67.0,,0.67,12.06
2019-08-10,5,67.0,,0.67,3.35
2019-08-11,7,67.0,,0.67,4.69
2019-08-12,20,67.0,,0.67,13.4
2019-08-13,22,67.0,,0.67,14.74
2019-08-14,8,67.0,,0.67,5.36
2019-08-15,23,67.0,,0.67,15.41
2019-08-16,14,67.0,,0.67,9.38
2019-08-17,2,67.0,,0.67,1.34
2019-08-18,0,67.0,,0.67,0.0
2019-08-19,23,67.0,,0.67,15.41
2019-08-20,19,67.0,,0.67,12.73
2019-08-21,23,67.0,,0.67,15.41
2019-08-22,19,67.0,,0.67,12.73
2019-08-23,14,67.0,,0.67,9.38
2019-08-24,7,67.0,,0.67,4.69
2019-08-25,7,67.0,,0.67,4.69
2019-08-26,9,67.0,,0.67,6.03
2019-08-27,6,67.0,,0.67,4.0200000000000005
2019-08-28,9,67.0,,0.67,6.03
2019-08-29,2,67.0,,0.67,1.34
2019-08-30,17,67.0,,0.67,11.39
2019-08-31,2,67.0,,0.67,1.34
