date,WH_unscaled,WH_monthly,isPartial,scale,WH
2017-12-24,83,68.0,,0.68,56.440000000000005
2017-12-25,81,68.0,,0.68,55.080000000000005
2017-12-26,65,68.0,,0.68,44.2
2017-12-27,75,68.0,,0.68,51.00000000000001
2017-12-28,72,68.0,,0.68,48.96
2017-12-29,78,68.0,,0.68,53.040000000000006
2017-12-30,75,68.0,,0.68,51.00000000000001
2017-12-31,72,68.0,,0.68,48.96
2018-01-01,74,72.0,False,0.72,53.28
2018-01-02,60,72.0,,0.72,43.199999999999996
2018-01-03,83,72.0,,0.72,59.76
2018-01-04,91,72.0,,0.72,65.52
2018-01-05,81,72.0,,0.72,58.32
2018-01-06,74,72.0,,0.72,53.28
2018-01-07,76,72.0,,0.72,54.72
2018-01-08,100,72.0,,0.72,72.0
2018-01-09,88,72.0,,0.72,63.36
2018-01-10,79,72.0,,0.72,56.879999999999995
2018-01-11,80,72.0,,0.72,57.599999999999994
2018-01-12,76,72.0,,0.72,54.72
2018-01-13,70,72.0,,0.72,50.4
2018-01-14,75,72.0,,0.72,54.0
2018-01-15,80,72.0,,0.72,57.599999999999994
2018-01-16,80,72.0,,0.72,57.599999999999994
2018-01-17,97,72.0,,0.72,69.84
2018-01-18,74,72.0,,0.72,53.28
2018-01-19,80,72.0,,0.72,57.599999999999994
2018-01-20,82,72.0,,0.72,59.04
2018-01-21,75,72.0,,0.72,54.0
2018-01-22,97,72.0,,0.72,69.84
2018-01-23,88,72.0,,0.72,63.36
2018-01-24,75,72.0,,0.72,54.0
2018-01-25,96,72.0,,0.72,69.12
2018-01-26,89,72.0,,0.72,64.08
2018-01-27,68,72.0,,0.72,48.96
2018-01-28,75,72.0,,0.72,54.0
2018-01-29,68,72.0,,0.72,48.96
2018-01-30,81,72.0,,0.72,58.32
2018-01-31,94,72.0,,0.72,67.67999999999999
2018-02-01,65,77.0,False,0.77,50.050000000000004
2018-02-02,74,77.0,,0.77,56.980000000000004
2018-02-03,61,77.0,,0.77,46.97
2018-02-04,54,77.0,,0.77,41.58
2018-02-05,78,77.0,,0.77,60.06
2018-02-06,70,77.0,,0.77,53.9
2018-02-07,93,77.0,,0.77,71.61
2018-02-08,100,77.0,,0.77,77.0
2018-02-09,77,77.0,,0.77,59.29
2018-02-10,72,77.0,,0.77,55.44
2018-02-11,67,77.0,,0.77,51.59
2018-02-12,74,77.0,,0.77,56.980000000000004
2018-02-13,82,77.0,,0.77,63.14
2018-02-14,74,77.0,,0.77,56.980000000000004
2018-02-15,75,77.0,,0.77,57.75
2018-02-16,67,77.0,,0.77,51.59
2018-02-17,61,77.0,,0.77,46.97
2018-02-18,63,77.0,,0.77,48.51
2018-02-19,63,77.0,,0.77,48.51
2018-02-20,84,77.0,,0.77,64.68
2018-02-21,75,77.0,,0.77,57.75
2018-02-22,71,77.0,,0.77,54.67
2018-02-23,67,77.0,,0.77,51.59
2018-02-24,63,77.0,,0.77,48.51
2018-02-25,59,77.0,,0.77,45.43
2018-02-26,72,77.0,,0.77,55.44
2018-02-27,80,77.0,,0.77,61.6
2018-02-28,86,77.0,,0.77,66.22
2018-03-01,100,72.0,False,0.72,72.0
2018-03-02,75,72.0,,0.72,54.0
2018-03-03,66,72.0,,0.72,47.519999999999996
2018-03-04,86,72.0,,0.72,61.919999999999995
2018-03-05,91,72.0,,0.72,65.52
2018-03-06,83,72.0,,0.72,59.76
2018-03-07,100,72.0,,0.72,72.0
2018-03-08,92,72.0,,0.72,66.24
2018-03-09,80,72.0,,0.72,57.599999999999994
2018-03-10,83,72.0,,0.72,59.76
2018-03-11,57,72.0,,0.72,41.04
2018-03-12,78,72.0,,0.72,56.16
2018-03-13,98,72.0,,0.72,70.56
2018-03-14,80,72.0,,0.72,57.599999999999994
2018-03-15,92,72.0,,0.72,66.24
2018-03-16,88,72.0,,0.72,63.36
2018-03-17,71,72.0,,0.72,51.12
2018-03-18,64,72.0,,0.72,46.08
2018-03-19,88,72.0,,0.72,63.36
2018-03-20,72,72.0,,0.72,51.839999999999996
2018-03-21,85,72.0,,0.72,61.199999999999996
2018-03-22,86,72.0,,0.72,61.919999999999995
2018-03-23,90,72.0,,0.72,64.8
2018-03-24,73,72.0,,0.72,52.559999999999995
2018-03-25,73,72.0,,0.72,52.559999999999995
2018-03-26,81,72.0,,0.72,58.32
2018-03-27,73,72.0,,0.72,52.559999999999995
2018-03-28,90,72.0,,0.72,64.8
2018-03-29,86,72.0,,0.72,61.919999999999995
2018-03-30,55,72.0,,0.72,39.6
2018-03-31,70,72.0,,0.72,50.4
2018-04-01,59,76.0,False,0.76,44.84
2018-04-02,65,76.0,,0.76,49.4
2018-04-03,41,76.0,,0.76,31.16
2018-04-04,55,76.0,,0.76,41.8
2018-04-05,44,76.0,,0.76,33.44
2018-04-06,45,76.0,,0.76,34.2
2018-04-07,53,76.0,,0.76,40.28
2018-04-08,36,76.0,,0.76,27.36
2018-04-09,65,76.0,,0.76,49.4
2018-04-10,58,76.0,,0.76,44.08
2018-04-11,47,76.0,,0.76,35.72
2018-04-12,62,76.0,,0.76,47.12
2018-04-13,48,76.0,,0.76,36.480000000000004
2018-04-14,34,76.0,,0.76,25.84
2018-04-15,43,76.0,,0.76,32.68
2018-04-16,57,76.0,,0.76,43.32
2018-04-17,62,76.0,,0.76,47.12
2018-04-18,64,76.0,,0.76,48.64
2018-04-19,54,76.0,,0.76,41.04
2018-04-20,55,76.0,,0.76,41.8
2018-04-21,51,76.0,,0.76,38.76
2018-04-22,51,76.0,,0.76,38.76
2018-04-23,54,76.0,,0.76,41.04
2018-04-24,60,76.0,,0.76,45.6
2018-04-25,66,76.0,,0.76,50.160000000000004
2018-04-26,58,76.0,,0.76,44.08
2018-04-27,51,76.0,,0.76,38.76
2018-04-28,41,76.0,,0.76,31.16
2018-04-29,100,76.0,,0.76,76.0
2018-04-30,71,76.0,,0.76,53.96
2018-05-01,77,73.0,False,0.73,56.21
2018-05-02,79,73.0,,0.73,57.67
2018-05-03,67,73.0,,0.73,48.91
2018-05-04,62,73.0,,0.73,45.26
2018-05-05,55,73.0,,0.73,40.15
2018-05-06,50,73.0,,0.73,36.5
2018-05-07,70,73.0,,0.73,51.1
2018-05-08,71,73.0,,0.73,51.83
2018-05-09,63,73.0,,0.73,45.99
2018-05-10,55,73.0,,0.73,40.15
2018-05-11,100,73.0,,0.73,73.0
2018-05-12,76,73.0,,0.73,55.48
2018-05-13,61,73.0,,0.73,44.53
2018-05-14,86,73.0,,0.73,62.78
2018-05-15,56,73.0,,0.73,40.879999999999995
2018-05-16,52,73.0,,0.73,37.96
2018-05-17,76,73.0,,0.73,55.48
2018-05-18,68,73.0,,0.73,49.64
2018-05-19,60,73.0,,0.73,43.8
2018-05-20,47,73.0,,0.73,34.31
2018-05-21,76,73.0,,0.73,55.48
2018-05-22,78,73.0,,0.73,56.94
2018-05-23,73,73.0,,0.73,53.29
2018-05-24,65,73.0,,0.73,47.449999999999996
2018-05-25,82,73.0,,0.73,59.86
2018-05-26,48,73.0,,0.73,35.04
2018-05-27,52,73.0,,0.73,37.96
2018-05-28,55,73.0,,0.73,40.15
2018-05-29,58,73.0,,0.73,42.339999999999996
2018-05-30,64,73.0,,0.73,46.72
2018-05-31,56,73.0,,0.73,40.879999999999995
2018-06-01,75,68.0,False,0.68,51.00000000000001
2018-06-02,79,68.0,,0.68,53.720000000000006
2018-06-03,79,68.0,,0.68,53.720000000000006
2018-06-04,91,68.0,,0.68,61.88
2018-06-05,95,68.0,,0.68,64.60000000000001
2018-06-06,100,68.0,,0.68,68.0
2018-06-07,100,68.0,,0.68,68.0
2018-06-08,77,68.0,,0.68,52.36000000000001
2018-06-09,72,68.0,,0.68,48.96
2018-06-10,83,68.0,,0.68,56.440000000000005
2018-06-11,86,68.0,,0.68,58.480000000000004
2018-06-12,87,68.0,,0.68,59.160000000000004
2018-06-13,74,68.0,,0.68,50.32
2018-06-14,95,68.0,,0.68,64.60000000000001
2018-06-15,75,68.0,,0.68,51.00000000000001
2018-06-16,85,68.0,,0.68,57.800000000000004
2018-06-17,70,68.0,,0.68,47.6
2018-06-18,71,68.0,,0.68,48.28
2018-06-19,91,68.0,,0.68,61.88
2018-06-20,84,68.0,,0.68,57.120000000000005
2018-06-21,77,68.0,,0.68,52.36000000000001
2018-06-22,73,68.0,,0.68,49.64
2018-06-23,62,68.0,,0.68,42.160000000000004
2018-06-24,72,68.0,,0.68,48.96
2018-06-25,76,68.0,,0.68,51.68000000000001
2018-06-26,84,68.0,,0.68,57.120000000000005
2018-06-27,93,68.0,,0.68,63.24
2018-06-28,67,68.0,,0.68,45.56
2018-06-29,71,68.0,,0.68,48.28
2018-06-30,83,68.0,,0.68,56.440000000000005
2018-07-01,58,67.0,False,0.67,38.86
2018-07-02,57,67.0,,0.67,38.190000000000005
2018-07-03,66,67.0,,0.67,44.220000000000006
2018-07-04,69,67.0,,0.67,46.230000000000004
2018-07-05,71,67.0,,0.67,47.57
2018-07-06,70,67.0,,0.67,46.900000000000006
2018-07-07,65,67.0,,0.67,43.550000000000004
2018-07-08,68,67.0,,0.67,45.56
2018-07-09,65,67.0,,0.67,43.550000000000004
2018-07-10,59,67.0,,0.67,39.53
2018-07-11,66,67.0,,0.67,44.220000000000006
2018-07-12,68,67.0,,0.67,45.56
2018-07-13,62,67.0,,0.67,41.54
2018-07-14,72,67.0,,0.67,48.24
2018-07-15,62,67.0,,0.67,41.54
2018-07-16,76,67.0,,0.67,50.92
2018-07-17,95,67.0,,0.67,63.650000000000006
2018-07-18,100,67.0,,0.67,67.0
2018-07-19,93,67.0,,0.67,62.31
2018-07-20,66,67.0,,0.67,44.220000000000006
2018-07-21,66,67.0,,0.67,44.220000000000006
2018-07-22,63,67.0,,0.67,42.21
2018-07-23,70,67.0,,0.67,46.900000000000006
2018-07-24,76,67.0,,0.67,50.92
2018-07-25,76,67.0,,0.67,50.92
2018-07-26,73,67.0,,0.67,48.910000000000004
2018-07-27,65,67.0,,0.67,43.550000000000004
2018-07-28,62,67.0,,0.67,41.54
2018-07-29,64,67.0,,0.67,42.88
2018-07-30,73,67.0,,0.67,48.910000000000004
2018-07-31,58,67.0,,0.67,38.86
2018-08-01,67,70.0,False,0.7,46.9
2018-08-02,61,70.0,,0.7,42.699999999999996
2018-08-03,69,70.0,,0.7,48.3
2018-08-04,52,70.0,,0.7,36.4
2018-08-05,50,70.0,,0.7,35.0
2018-08-06,59,70.0,,0.7,41.3
2018-08-07,56,70.0,,0.7,39.199999999999996
2018-08-08,68,70.0,,0.7,47.599999999999994
2018-08-09,63,70.0,,0.7,44.099999999999994
2018-08-10,55,70.0,,0.7,38.5
2018-08-11,50,70.0,,0.7,35.0
2018-08-12,53,70.0,,0.7,37.099999999999994
2018-08-13,59,70.0,,0.7,41.3
2018-08-14,71,70.0,,0.7,49.699999999999996
2018-08-15,57,70.0,,0.7,39.9
2018-08-16,59,70.0,,0.7,41.3
2018-08-17,56,70.0,,0.7,39.199999999999996
2018-08-18,47,70.0,,0.7,32.9
2018-08-19,55,70.0,,0.7,38.5
2018-08-20,81,70.0,,0.7,56.699999999999996
2018-08-21,62,70.0,,0.7,43.4
2018-08-22,65,70.0,,0.7,45.5
2018-08-23,73,70.0,,0.7,51.099999999999994
2018-08-24,61,70.0,,0.7,42.699999999999996
2018-08-25,46,70.0,,0.7,32.199999999999996
2018-08-26,58,70.0,,0.7,40.599999999999994
2018-08-27,100,70.0,,0.7,70.0
2018-08-28,81,70.0,,0.7,56.699999999999996
2018-08-29,74,70.0,,0.7,51.8
2018-08-30,81,70.0,,0.7,56.699999999999996
2018-08-31,73,70.0,,0.7,51.099999999999994
2018-09-01,52,79.0,False,0.79,41.08
2018-09-02,52,79.0,,0.79,41.08
2018-09-03,61,79.0,,0.79,48.190000000000005
2018-09-04,72,79.0,,0.79,56.88
2018-09-05,64,79.0,,0.79,50.56
2018-09-06,100,79.0,,0.79,79.0
2018-09-07,62,79.0,,0.79,48.980000000000004
2018-09-08,53,79.0,,0.79,41.870000000000005
2018-09-09,65,79.0,,0.79,51.35
2018-09-10,68,79.0,,0.79,53.72
2018-09-11,68,79.0,,0.79,53.72
2018-09-12,67,79.0,,0.79,52.93
2018-09-13,70,79.0,,0.79,55.300000000000004
2018-09-14,62,79.0,,0.79,48.980000000000004
2018-09-15,52,79.0,,0.79,41.08
2018-09-16,55,79.0,,0.79,43.45
2018-09-17,74,79.0,,0.79,58.46
2018-09-18,67,79.0,,0.79,52.93
2018-09-19,78,79.0,,0.79,61.620000000000005
2018-09-20,67,79.0,,0.79,52.93
2018-09-21,57,79.0,,0.79,45.03
2018-09-22,49,79.0,,0.79,38.71
2018-09-23,66,79.0,,0.79,52.14
2018-09-24,74,79.0,,0.79,58.46
2018-09-25,62,79.0,,0.79,48.980000000000004
2018-09-26,81,79.0,,0.79,63.99
2018-09-27,80,79.0,,0.79,63.2
2018-09-28,58,79.0,,0.79,45.82
2018-09-29,61,79.0,,0.79,48.190000000000005
2018-09-30,64,79.0,,0.79,50.56
2018-10-01,79,73.0,False,0.73,57.67
2018-10-02,92,73.0,,0.73,67.16
2018-10-03,90,73.0,,0.73,65.7
2018-10-04,94,73.0,,0.73,68.62
2018-10-05,82,73.0,,0.73,59.86
2018-10-06,75,73.0,,0.73,54.75
2018-10-07,59,73.0,,0.73,43.07
2018-10-08,85,73.0,,0.73,62.05
2018-10-09,92,73.0,,0.73,67.16
2018-10-10,90,73.0,,0.73,65.7
2018-10-11,81,73.0,,0.73,59.129999999999995
2018-10-12,74,73.0,,0.73,54.019999999999996
2018-10-13,61,73.0,,0.73,44.53
2018-10-14,75,73.0,,0.73,54.75
2018-10-15,85,73.0,,0.73,62.05
2018-10-16,79,73.0,,0.73,57.67
2018-10-17,83,73.0,,0.73,60.589999999999996
2018-10-18,80,73.0,,0.73,58.4
2018-10-19,83,73.0,,0.73,60.589999999999996
2018-10-20,66,73.0,,0.73,48.18
2018-10-21,86,73.0,,0.73,62.78
2018-10-22,62,73.0,,0.73,45.26
2018-10-23,98,73.0,,0.73,71.53999999999999
2018-10-24,77,73.0,,0.73,56.21
2018-10-25,70,73.0,,0.73,51.1
2018-10-26,89,73.0,,0.73,64.97
2018-10-27,48,73.0,,0.73,35.04
2018-10-28,55,73.0,,0.73,40.15
2018-10-29,80,73.0,,0.73,58.4
2018-10-30,100,73.0,,0.73,73.0
2018-10-31,84,73.0,,0.73,61.32
2018-11-01,65,80.0,False,0.8,52.0
2018-11-02,73,80.0,,0.8,58.400000000000006
2018-11-03,54,80.0,,0.8,43.2
2018-11-04,58,80.0,,0.8,46.400000000000006
2018-11-05,73,80.0,,0.8,58.400000000000006
2018-11-06,64,80.0,,0.8,51.2
2018-11-07,71,80.0,,0.8,56.800000000000004
2018-11-08,100,80.0,,0.8,80.0
2018-11-09,75,80.0,,0.8,60.0
2018-11-10,64,80.0,,0.8,51.2
2018-11-11,72,80.0,,0.8,57.6
2018-11-12,69,80.0,,0.8,55.2
2018-11-13,93,80.0,,0.8,74.4
2018-11-14,77,80.0,,0.8,61.6
2018-11-15,79,80.0,,0.8,63.2
2018-11-16,67,80.0,,0.8,53.6
2018-11-17,63,80.0,,0.8,50.400000000000006
2018-11-18,63,80.0,,0.8,50.400000000000006
2018-11-19,83,80.0,,0.8,66.4
2018-11-20,63,80.0,,0.8,50.400000000000006
2018-11-21,51,80.0,,0.8,40.800000000000004
2018-11-22,62,80.0,,0.8,49.6
2018-11-23,65,80.0,,0.8,52.0
2018-11-24,65,80.0,,0.8,52.0
2018-11-25,62,80.0,,0.8,49.6
2018-11-26,72,80.0,,0.8,57.6
2018-11-27,80,80.0,,0.8,64.0
2018-11-28,73,80.0,,0.8,58.400000000000006
2018-11-29,86,80.0,,0.8,68.8
2018-11-30,67,80.0,,0.8,53.6
2018-12-01,69,78.0,False,0.78,53.82
2018-12-02,59,78.0,,0.78,46.02
2018-12-03,76,78.0,,0.78,59.28
2018-12-04,67,78.0,,0.78,52.260000000000005
2018-12-05,100,78.0,,0.78,78.0
2018-12-06,87,78.0,,0.78,67.86
2018-12-07,62,78.0,,0.78,48.36
2018-12-08,44,78.0,,0.78,34.32
2018-12-09,49,78.0,,0.78,38.22
2018-12-10,72,78.0,,0.78,56.160000000000004
2018-12-11,76,78.0,,0.78,59.28
2018-12-12,76,78.0,,0.78,59.28
2018-12-13,61,78.0,,0.78,47.58
2018-12-14,59,78.0,,0.78,46.02
2018-12-15,51,78.0,,0.78,39.78
2018-12-16,43,78.0,,0.78,33.54
2018-12-17,68,78.0,,0.78,53.04
2018-12-18,63,78.0,,0.78,49.14
2018-12-19,66,78.0,,0.78,51.480000000000004
2018-12-20,66,78.0,,0.78,51.480000000000004
2018-12-21,50,78.0,,0.78,39.0
2018-12-22,53,78.0,,0.78,41.34
2018-12-23,46,78.0,,0.78,35.88
2018-12-24,46,78.0,,0.78,35.88
2018-12-25,51,78.0,,0.78,39.78
2018-12-26,49,78.0,,0.78,38.22
2018-12-27,44,78.0,,0.78,34.32
2018-12-28,55,78.0,,0.78,42.9
2018-12-29,62,78.0,,0.78,48.36
2018-12-30,44,78.0,,0.78,34.32
2018-12-31,52,78.0,,0.78,40.56
2019-01-01,64,76.0,False,0.76,48.64
2019-01-02,70,76.0,,0.76,53.2
2019-01-03,65,76.0,,0.76,49.4
2019-01-04,76,76.0,,0.76,57.76
2019-01-05,65,76.0,,0.76,49.4
2019-01-06,70,76.0,,0.76,53.2
2019-01-07,78,76.0,,0.76,59.28
2019-01-08,82,76.0,,0.76,62.32
2019-01-09,87,76.0,,0.76,66.12
2019-01-10,83,76.0,,0.76,63.08
2019-01-11,88,76.0,,0.76,66.88
2019-01-12,63,76.0,,0.76,47.88
2019-01-13,64,76.0,,0.76,48.64
2019-01-14,82,76.0,,0.76,62.32
2019-01-15,100,76.0,,0.76,76.0
2019-01-16,84,76.0,,0.76,63.84
2019-01-17,85,76.0,,0.76,64.6
2019-01-18,82,76.0,,0.76,62.32
2019-01-19,58,76.0,,0.76,44.08
2019-01-20,82,76.0,,0.76,62.32
2019-01-21,73,76.0,,0.76,55.480000000000004
2019-01-22,82,76.0,,0.76,62.32
2019-01-23,98,76.0,,0.76,74.48
2019-01-24,79,76.0,,0.76,60.04
2019-01-25,78,76.0,,0.76,59.28
2019-01-26,66,76.0,,0.76,50.160000000000004
2019-01-27,72,76.0,,0.76,54.72
2019-01-28,93,76.0,,0.76,70.68
2019-01-29,85,76.0,,0.76,64.6
2019-01-30,86,76.0,,0.76,65.36
2019-01-31,98,76.0,,0.76,74.48
2019-02-01,77,78.0,False,0.78,60.06
2019-02-02,70,78.0,,0.78,54.6
2019-02-03,64,78.0,,0.78,49.92
2019-02-04,100,78.0,,0.78,78.0
2019-02-05,84,78.0,,0.78,65.52
2019-02-06,88,78.0,,0.78,68.64
2019-02-07,81,78.0,,0.78,63.18
2019-02-08,92,78.0,,0.78,71.76
2019-02-09,56,78.0,,0.78,43.68
2019-02-10,76,78.0,,0.78,59.28
2019-02-11,77,78.0,,0.78,60.06
2019-02-12,78,78.0,,0.78,60.84
2019-02-13,83,78.0,,0.78,64.74000000000001
2019-02-14,83,78.0,,0.78,64.74000000000001
2019-02-15,78,78.0,,0.78,60.84
2019-02-16,63,78.0,,0.78,49.14
2019-02-17,68,78.0,,0.78,53.04
2019-02-18,76,78.0,,0.78,59.28
2019-02-19,78,78.0,,0.78,60.84
2019-02-20,84,78.0,,0.78,65.52
2019-02-21,73,78.0,,0.78,56.940000000000005
2019-02-22,74,78.0,,0.78,57.72
2019-02-23,54,78.0,,0.78,42.120000000000005
2019-02-24,68,78.0,,0.78,53.04
2019-02-25,86,78.0,,0.78,67.08
2019-02-26,87,78.0,,0.78,67.86
2019-02-27,87,78.0,,0.78,67.86
2019-02-28,90,78.0,,0.78,70.2
2019-03-01,78,72.0,False,0.72,56.16
2019-03-02,65,72.0,,0.72,46.8
2019-03-03,80,72.0,,0.72,57.599999999999994
2019-03-04,88,72.0,,0.72,63.36
2019-03-05,100,72.0,,0.72,72.0
2019-03-06,90,72.0,,0.72,64.8
2019-03-07,85,72.0,,0.72,61.199999999999996
2019-03-08,98,72.0,,0.72,70.56
2019-03-09,86,72.0,,0.72,61.919999999999995
2019-03-10,69,72.0,,0.72,49.68
2019-03-11,98,72.0,,0.72,70.56
2019-03-12,87,72.0,,0.72,62.64
2019-03-13,92,72.0,,0.72,66.24
2019-03-14,100,72.0,,0.72,72.0
2019-03-15,84,72.0,,0.72,60.48
2019-03-16,74,72.0,,0.72,53.28
2019-03-17,64,72.0,,0.72,46.08
2019-03-18,90,72.0,,0.72,64.8
2019-03-19,82,72.0,,0.72,59.04
2019-03-20,93,72.0,,0.72,66.96
2019-03-21,73,72.0,,0.72,52.559999999999995
2019-03-22,85,72.0,,0.72,61.199999999999996
2019-03-23,56,72.0,,0.72,40.32
2019-03-24,65,72.0,,0.72,46.8
2019-03-25,92,72.0,,0.72,66.24
2019-03-26,95,72.0,,0.72,68.39999999999999
2019-03-27,84,72.0,,0.72,60.48
2019-03-28,87,72.0,,0.72,62.64
2019-03-29,84,72.0,,0.72,60.48
2019-03-30,64,72.0,,0.72,46.08
2019-03-31,67,72.0,,0.72,48.239999999999995
2019-04-01,87,75.0,False,0.75,65.25
2019-04-02,76,75.0,,0.75,57.0
2019-04-03,85,75.0,,0.75,63.75
2019-04-04,82,75.0,,0.75,61.5
2019-04-05,75,75.0,,0.75,56.25
2019-04-06,54,75.0,,0.75,40.5
2019-04-07,68,75.0,,0.75,51.0
2019-04-08,94,75.0,,0.75,70.5
2019-04-09,78,75.0,,0.75,58.5
2019-04-10,84,75.0,,0.75,63.0
2019-04-11,81,75.0,,0.75,60.75
2019-04-12,82,75.0,,0.75,61.5
2019-04-13,55,75.0,,0.75,41.25
2019-04-14,67,75.0,,0.75,50.25
2019-04-15,83,75.0,,0.75,62.25
2019-04-16,97,75.0,,0.75,72.75
2019-04-17,82,75.0,,0.75,61.5
2019-04-18,75,75.0,,0.75,56.25
2019-04-19,85,75.0,,0.75,63.75
2019-04-20,77,75.0,,0.75,57.75
2019-04-21,74,75.0,,0.75,55.5
2019-04-22,83,75.0,,0.75,62.25
2019-04-23,76,75.0,,0.75,57.0
2019-04-24,75,75.0,,0.75,56.25
2019-04-25,80,75.0,,0.75,60.0
2019-04-26,72,75.0,,0.75,54.0
2019-04-27,78,75.0,,0.75,58.5
2019-04-28,95,75.0,,0.75,71.25
2019-04-29,100,75.0,,0.75,75.0
2019-04-30,80,75.0,,0.75,60.0
2019-05-01,91,70.0,False,0.7,63.699999999999996
2019-05-02,91,70.0,,0.7,63.699999999999996
2019-05-03,82,70.0,,0.7,57.4
2019-05-04,87,70.0,,0.7,60.9
2019-05-05,62,70.0,,0.7,43.4
2019-05-06,100,70.0,,0.7,70.0
2019-05-07,85,70.0,,0.7,59.49999999999999
2019-05-08,75,70.0,,0.7,52.5
2019-05-09,90,70.0,,0.7,62.99999999999999
2019-05-10,95,70.0,,0.7,66.5
2019-05-11,67,70.0,,0.7,46.9
2019-05-12,65,70.0,,0.7,45.5
2019-05-13,90,70.0,,0.7,62.99999999999999
2019-05-14,90,70.0,,0.7,62.99999999999999
2019-05-15,98,70.0,,0.7,68.6
2019-05-16,99,70.0,,0.7,69.3
2019-05-17,84,70.0,,0.7,58.8
2019-05-18,52,70.0,,0.7,36.4
2019-05-19,70,70.0,,0.7,49.0
2019-05-20,91,70.0,,0.7,63.699999999999996
2019-05-21,84,70.0,,0.7,58.8
2019-05-22,86,70.0,,0.7,60.199999999999996
2019-05-23,84,70.0,,0.7,58.8
2019-05-24,86,70.0,,0.7,60.199999999999996
2019-05-25,68,70.0,,0.7,47.599999999999994
2019-05-26,71,70.0,,0.7,49.699999999999996
2019-05-27,73,70.0,,0.7,51.099999999999994
2019-05-28,90,70.0,,0.7,62.99999999999999
2019-05-29,81,70.0,,0.7,56.699999999999996
2019-05-30,92,70.0,,0.7,64.39999999999999
2019-05-31,80,70.0,,0.7,56.0
2019-06-01,86,63.0,False,0.63,54.18
2019-06-02,100,63.0,,0.63,63.0
2019-06-03,86,63.0,,0.63,54.18
2019-06-04,80,63.0,,0.63,50.4
2019-06-05,99,63.0,,0.63,62.37
2019-06-06,80,63.0,,0.63,50.4
2019-06-07,97,63.0,,0.63,61.11
2019-06-08,70,63.0,,0.63,44.1
2019-06-09,96,63.0,,0.63,60.480000000000004
2019-06-10,93,63.0,,0.63,58.59
2019-06-11,83,63.0,,0.63,52.29
2019-06-12,78,63.0,,0.63,49.14
2019-06-13,92,63.0,,0.63,57.96
2019-06-14,80,63.0,,0.63,50.4
2019-06-15,86,63.0,,0.63,54.18
2019-06-16,82,63.0,,0.63,51.660000000000004
2019-06-17,85,63.0,,0.63,53.55
2019-06-18,88,63.0,,0.63,55.44
2019-06-19,85,63.0,,0.63,53.55
2019-06-20,73,63.0,,0.63,45.99
2019-06-21,69,63.0,,0.63,43.47
2019-06-22,77,63.0,,0.63,48.51
2019-06-23,92,63.0,,0.63,57.96
2019-06-24,69,63.0,,0.63,43.47
2019-06-25,80,63.0,,0.63,50.4
2019-06-26,77,63.0,,0.63,48.51
2019-06-27,73,63.0,,0.63,45.99
2019-06-28,67,63.0,,0.63,42.21
2019-06-29,67,63.0,,0.63,42.21
2019-06-30,87,63.0,,0.63,54.81
2019-07-01,87,63.0,False,0.63,54.81
2019-07-02,82,63.0,,0.63,51.660000000000004
2019-07-03,71,63.0,,0.63,44.73
2019-07-04,82,63.0,,0.63,51.660000000000004
2019-07-05,87,63.0,,0.63,54.81
2019-07-06,96,63.0,,0.63,60.480000000000004
2019-07-07,84,63.0,,0.63,52.92
2019-07-08,100,63.0,,0.63,63.0
2019-07-09,71,63.0,,0.63,44.73
2019-07-10,71,63.0,,0.63,44.73
2019-07-11,88,63.0,,0.63,55.44
2019-07-12,80,63.0,,0.63,50.4
2019-07-13,81,63.0,,0.63,51.03
2019-07-14,78,63.0,,0.63,49.14
2019-07-15,90,63.0,,0.63,56.7
2019-07-16,93,63.0,,0.63,58.59
2019-07-17,84,63.0,,0.63,52.92
2019-07-18,80,63.0,,0.63,50.4
2019-07-19,78,63.0,,0.63,49.14
2019-07-20,68,63.0,,0.63,42.84
2019-07-21,73,63.0,,0.63,45.99
2019-07-22,81,63.0,,0.63,51.03
2019-07-23,78,63.0,,0.63,49.14
2019-07-24,76,63.0,,0.63,47.88
2019-07-25,82,63.0,,0.63,51.660000000000004
2019-07-26,74,63.0,,0.63,46.62
2019-07-27,68,63.0,,0.63,42.84
2019-07-28,70,63.0,,0.63,44.1
2019-07-29,88,63.0,,0.63,55.44
2019-07-30,81,63.0,,0.63,51.03
2019-07-31,79,63.0,,0.63,49.77
2019-08-01,79,63.0,False,0.63,49.77
2019-08-02,71,63.0,,0.63,44.73
2019-08-03,70,63.0,,0.63,44.1
2019-08-04,77,63.0,,0.63,48.51
2019-08-05,81,63.0,,0.63,51.03
2019-08-06,79,63.0,,0.63,49.77
2019-08-07,87,63.0,,0.63,54.81
2019-08-08,62,63.0,,0.63,39.06
2019-08-09,75,63.0,,0.63,47.25
2019-08-10,90,63.0,,0.63,56.7
2019-08-11,68,63.0,,0.63,42.84
2019-08-12,85,63.0,,0.63,53.55
2019-08-13,96,63.0,,0.63,60.480000000000004
2019-08-14,76,63.0,,0.63,47.88
2019-08-15,100,63.0,,0.63,63.0
2019-08-16,78,63.0,,0.63,49.14
2019-08-17,84,63.0,,0.63,52.92
2019-08-18,83,63.0,,0.63,52.29
2019-08-19,80,63.0,,0.63,50.4
2019-08-20,85,63.0,,0.63,53.55
2019-08-21,79,63.0,,0.63,49.77
2019-08-22,85,63.0,,0.63,53.55
2019-08-23,80,63.0,,0.63,50.4
