date,NOK_unscaled,NOK_monthly,isPartial,scale,NOK
2017-12-26,85,8.0,,0.08,6.8
2017-12-27,83,8.0,,0.08,6.640000000000001
2017-12-28,71,8.0,,0.08,5.68
2017-12-29,61,8.0,,0.08,4.88
2017-12-30,76,8.0,,0.08,6.08
2017-12-31,55,8.0,,0.08,4.4
2018-01-01,39,9.0,False,0.09,3.51
2018-01-02,76,9.0,,0.09,6.84
2018-01-03,79,9.0,,0.09,7.109999999999999
2018-01-04,83,9.0,,0.09,7.47
2018-01-05,74,9.0,,0.09,6.66
2018-01-06,40,9.0,,0.09,3.5999999999999996
2018-01-07,54,9.0,,0.09,4.859999999999999
2018-01-08,64,9.0,,0.09,5.76
2018-01-09,66,9.0,,0.09,5.9399999999999995
2018-01-10,98,9.0,,0.09,8.82
2018-01-11,64,9.0,,0.09,5.76
2018-01-12,90,9.0,,0.09,8.1
2018-01-13,62,9.0,,0.09,5.58
2018-01-14,73,9.0,,0.09,6.569999999999999
2018-01-15,83,9.0,,0.09,7.47
2018-01-16,88,9.0,,0.09,7.92
2018-01-17,73,9.0,,0.09,6.569999999999999
2018-01-18,85,9.0,,0.09,7.6499999999999995
2018-01-19,76,9.0,,0.09,6.84
2018-01-20,43,9.0,,0.09,3.8699999999999997
2018-01-21,35,9.0,,0.09,3.15
2018-01-22,100,9.0,,0.09,9.0
2018-01-23,85,9.0,,0.09,7.6499999999999995
2018-01-24,86,9.0,,0.09,7.739999999999999
2018-01-25,76,9.0,,0.09,6.84
2018-01-26,84,9.0,,0.09,7.56
2018-01-27,65,9.0,,0.09,5.85
2018-01-28,60,9.0,,0.09,5.3999999999999995
2018-01-29,80,9.0,,0.09,7.199999999999999
2018-01-30,88,9.0,,0.09,7.92
2018-01-31,74,9.0,,0.09,6.66
2018-02-01,100,10.0,False,0.1,10.0
2018-02-02,94,10.0,,0.1,9.4
2018-02-03,60,10.0,,0.1,6.0
2018-02-04,56,10.0,,0.1,5.6000000000000005
2018-02-05,81,10.0,,0.1,8.1
2018-02-06,76,10.0,,0.1,7.6000000000000005
2018-02-07,77,10.0,,0.1,7.7
2018-02-08,86,10.0,,0.1,8.6
2018-02-09,75,10.0,,0.1,7.5
2018-02-10,36,10.0,,0.1,3.6
2018-02-11,57,10.0,,0.1,5.7
2018-02-12,81,10.0,,0.1,8.1
2018-02-13,65,10.0,,0.1,6.5
2018-02-14,59,10.0,,0.1,5.9
2018-02-15,77,10.0,,0.1,7.7
2018-02-16,79,10.0,,0.1,7.9
2018-02-17,57,10.0,,0.1,5.7
2018-02-18,62,10.0,,0.1,6.2
2018-02-19,61,10.0,,0.1,6.1000000000000005
2018-02-20,67,10.0,,0.1,6.7
2018-02-21,72,10.0,,0.1,7.2
2018-02-22,82,10.0,,0.1,8.200000000000001
2018-02-23,72,10.0,,0.1,7.2
2018-02-24,65,10.0,,0.1,6.5
2018-02-25,64,10.0,,0.1,6.4
2018-02-26,57,10.0,,0.1,5.7
2018-02-27,73,10.0,,0.1,7.300000000000001
2018-02-28,65,10.0,,0.1,6.5
2018-03-01,43,10.0,False,0.1,4.3
2018-03-02,56,10.0,,0.1,5.6000000000000005
2018-03-03,40,10.0,,0.1,4.0
2018-03-04,46,10.0,,0.1,4.6000000000000005
2018-03-05,75,10.0,,0.1,7.5
2018-03-06,56,10.0,,0.1,5.6000000000000005
2018-03-07,55,10.0,,0.1,5.5
2018-03-08,100,10.0,,0.1,10.0
2018-03-09,47,10.0,,0.1,4.7
2018-03-10,34,10.0,,0.1,3.4000000000000004
2018-03-11,39,10.0,,0.1,3.9000000000000004
2018-03-12,66,10.0,,0.1,6.6000000000000005
2018-03-13,53,10.0,,0.1,5.300000000000001
2018-03-14,45,10.0,,0.1,4.5
2018-03-15,57,10.0,,0.1,5.7
2018-03-16,59,10.0,,0.1,5.9
2018-03-17,26,10.0,,0.1,2.6
2018-03-18,48,10.0,,0.1,4.800000000000001
2018-03-19,53,10.0,,0.1,5.300000000000001
2018-03-20,59,10.0,,0.1,5.9
2018-03-21,56,10.0,,0.1,5.6000000000000005
2018-03-22,66,10.0,,0.1,6.6000000000000005
2018-03-23,58,10.0,,0.1,5.800000000000001
2018-03-24,40,10.0,,0.1,4.0
2018-03-25,30,10.0,,0.1,3.0
2018-03-26,62,10.0,,0.1,6.2
2018-03-27,54,10.0,,0.1,5.4
2018-03-28,76,10.0,,0.1,7.6000000000000005
2018-03-29,52,10.0,,0.1,5.2
2018-03-30,46,10.0,,0.1,4.6000000000000005
2018-03-31,28,10.0,,0.1,2.8000000000000003
2018-04-01,48,9.0,False,0.09,4.32
2018-04-02,87,9.0,,0.09,7.83
2018-04-03,93,9.0,,0.09,8.37
2018-04-04,76,9.0,,0.09,6.84
2018-04-05,70,9.0,,0.09,6.3
2018-04-06,69,9.0,,0.09,6.21
2018-04-07,38,9.0,,0.09,3.42
2018-04-08,57,9.0,,0.09,5.13
2018-04-09,70,9.0,,0.09,6.3
2018-04-10,92,9.0,,0.09,8.28
2018-04-11,67,9.0,,0.09,6.029999999999999
2018-04-12,81,9.0,,0.09,7.29
2018-04-13,68,9.0,,0.09,6.12
2018-04-14,53,9.0,,0.09,4.77
2018-04-15,40,9.0,,0.09,3.5999999999999996
2018-04-16,78,9.0,,0.09,7.02
2018-04-17,85,9.0,,0.09,7.6499999999999995
2018-04-18,100,9.0,,0.09,9.0
2018-04-19,58,9.0,,0.09,5.22
2018-04-20,90,9.0,,0.09,8.1
2018-04-21,42,9.0,,0.09,3.78
2018-04-22,61,9.0,,0.09,5.49
2018-04-23,68,9.0,,0.09,6.12
2018-04-24,63,9.0,,0.09,5.67
2018-04-25,93,9.0,,0.09,8.37
2018-04-26,91,9.0,,0.09,8.19
2018-04-27,89,9.0,,0.09,8.01
2018-04-28,62,9.0,,0.09,5.58
2018-04-29,63,9.0,,0.09,5.67
2018-04-30,73,9.0,,0.09,6.569999999999999
2018-05-01,62,10.0,False,0.1,6.2
2018-05-02,56,10.0,,0.1,5.6000000000000005
2018-05-03,62,10.0,,0.1,6.2
2018-05-04,62,10.0,,0.1,6.2
2018-05-05,49,10.0,,0.1,4.9
2018-05-06,44,10.0,,0.1,4.4
2018-05-07,77,10.0,,0.1,7.7
2018-05-08,71,10.0,,0.1,7.1000000000000005
2018-05-09,63,10.0,,0.1,6.300000000000001
2018-05-10,79,10.0,,0.1,7.9
2018-05-11,77,10.0,,0.1,7.7
2018-05-12,49,10.0,,0.1,4.9
2018-05-13,56,10.0,,0.1,5.6000000000000005
2018-05-14,74,10.0,,0.1,7.4
2018-05-15,65,10.0,,0.1,6.5
2018-05-16,56,10.0,,0.1,5.6000000000000005
2018-05-17,66,10.0,,0.1,6.6000000000000005
2018-05-18,70,10.0,,0.1,7.0
2018-05-19,52,10.0,,0.1,5.2
2018-05-20,48,10.0,,0.1,4.800000000000001
2018-05-21,63,10.0,,0.1,6.300000000000001
2018-05-22,86,10.0,,0.1,8.6
2018-05-23,78,10.0,,0.1,7.800000000000001
2018-05-24,70,10.0,,0.1,7.0
2018-05-25,59,10.0,,0.1,5.9
2018-05-26,48,10.0,,0.1,4.800000000000001
2018-05-27,46,10.0,,0.1,4.6000000000000005
2018-05-28,41,10.0,,0.1,4.1000000000000005
2018-05-29,83,10.0,,0.1,8.3
2018-05-30,83,10.0,,0.1,8.3
2018-05-31,100,10.0,,0.1,10.0
2018-06-01,91,10.0,False,0.1,9.1
2018-06-02,56,10.0,,0.1,5.6000000000000005
2018-06-03,53,10.0,,0.1,5.300000000000001
2018-06-04,88,10.0,,0.1,8.8
2018-06-05,66,10.0,,0.1,6.6000000000000005
2018-06-06,84,10.0,,0.1,8.4
2018-06-07,57,10.0,,0.1,5.7
2018-06-08,48,10.0,,0.1,4.800000000000001
2018-06-09,45,10.0,,0.1,4.5
2018-06-10,65,10.0,,0.1,6.5
2018-06-11,100,10.0,,0.1,10.0
2018-06-12,79,10.0,,0.1,7.9
2018-06-13,99,10.0,,0.1,9.9
2018-06-14,77,10.0,,0.1,7.7
2018-06-15,74,10.0,,0.1,7.4
2018-06-16,31,10.0,,0.1,3.1
2018-06-17,42,10.0,,0.1,4.2
2018-06-18,76,10.0,,0.1,7.6000000000000005
2018-06-19,90,10.0,,0.1,9.0
2018-06-20,90,10.0,,0.1,9.0
2018-06-21,72,10.0,,0.1,7.2
2018-06-22,97,10.0,,0.1,9.700000000000001
2018-06-23,36,10.0,,0.1,3.6
2018-06-24,69,10.0,,0.1,6.9
2018-06-25,89,10.0,,0.1,8.9
2018-06-26,99,10.0,,0.1,9.9
2018-06-27,77,10.0,,0.1,7.7
2018-06-28,85,10.0,,0.1,8.5
2018-06-29,75,10.0,,0.1,7.5
2018-06-30,43,10.0,,0.1,4.3
2018-07-01,56,10.0,False,0.1,5.6000000000000005
2018-07-02,57,10.0,,0.1,5.7
2018-07-03,82,10.0,,0.1,8.200000000000001
2018-07-04,41,10.0,,0.1,4.1000000000000005
2018-07-05,62,10.0,,0.1,6.2
2018-07-06,64,10.0,,0.1,6.4
2018-07-07,56,10.0,,0.1,5.6000000000000005
2018-07-08,33,10.0,,0.1,3.3000000000000003
2018-07-09,72,10.0,,0.1,7.2
2018-07-10,69,10.0,,0.1,6.9
2018-07-11,68,10.0,,0.1,6.800000000000001
2018-07-12,88,10.0,,0.1,8.8
2018-07-13,43,10.0,,0.1,4.3
2018-07-14,19,10.0,,0.1,1.9000000000000001
2018-07-15,47,10.0,,0.1,4.7
2018-07-16,78,10.0,,0.1,7.800000000000001
2018-07-17,64,10.0,,0.1,6.4
2018-07-18,92,10.0,,0.1,9.200000000000001
2018-07-19,66,10.0,,0.1,6.6000000000000005
2018-07-20,100,10.0,,0.1,10.0
2018-07-21,52,10.0,,0.1,5.2
2018-07-22,56,10.0,,0.1,5.6000000000000005
2018-07-23,74,10.0,,0.1,7.4
2018-07-24,84,10.0,,0.1,8.4
2018-07-25,60,10.0,,0.1,6.0
2018-07-26,71,10.0,,0.1,7.1000000000000005
2018-07-27,57,10.0,,0.1,5.7
2018-07-28,42,10.0,,0.1,4.2
2018-07-29,39,10.0,,0.1,3.9000000000000004
2018-07-30,63,10.0,,0.1,6.300000000000001
2018-07-31,68,10.0,,0.1,6.800000000000001
2018-08-01,50,9.0,False,0.09,4.5
2018-08-02,70,9.0,,0.09,6.3
2018-08-03,64,9.0,,0.09,5.76
2018-08-04,36,9.0,,0.09,3.2399999999999998
2018-08-05,44,9.0,,0.09,3.96
2018-08-06,60,9.0,,0.09,5.3999999999999995
2018-08-07,69,9.0,,0.09,6.21
2018-08-08,37,9.0,,0.09,3.33
2018-08-09,83,9.0,,0.09,7.47
2018-08-10,38,9.0,,0.09,3.42
2018-08-11,39,9.0,,0.09,3.51
2018-08-12,46,9.0,,0.09,4.14
2018-08-13,59,9.0,,0.09,5.31
2018-08-14,57,9.0,,0.09,5.13
2018-08-15,65,9.0,,0.09,5.85
2018-08-16,73,9.0,,0.09,6.569999999999999
2018-08-17,58,9.0,,0.09,5.22
2018-08-18,23,9.0,,0.09,2.07
2018-08-19,38,9.0,,0.09,3.42
2018-08-20,51,9.0,,0.09,4.59
2018-08-21,57,9.0,,0.09,5.13
2018-08-22,53,9.0,,0.09,4.77
2018-08-23,67,9.0,,0.09,6.029999999999999
2018-08-24,71,9.0,,0.09,6.39
2018-08-25,59,9.0,,0.09,5.31
2018-08-26,41,9.0,,0.09,3.69
2018-08-27,72,9.0,,0.09,6.4799999999999995
2018-08-28,100,9.0,,0.09,9.0
2018-08-29,55,9.0,,0.09,4.95
2018-08-30,55,9.0,,0.09,4.95
2018-08-31,72,9.0,,0.09,6.4799999999999995
2018-09-01,49,8.0,False,0.08,3.92
2018-09-02,45,8.0,,0.08,3.6
2018-09-03,47,8.0,,0.08,3.7600000000000002
2018-09-04,74,8.0,,0.08,5.92
2018-09-05,100,8.0,,0.08,8.0
2018-09-06,62,8.0,,0.08,4.96
2018-09-07,54,8.0,,0.08,4.32
2018-09-08,32,8.0,,0.08,2.56
2018-09-09,53,8.0,,0.08,4.24
2018-09-10,67,8.0,,0.08,5.36
2018-09-11,61,8.0,,0.08,4.88
2018-09-12,52,8.0,,0.08,4.16
2018-09-13,81,8.0,,0.08,6.48
2018-09-14,86,8.0,,0.08,6.88
2018-09-15,55,8.0,,0.08,4.4
2018-09-16,54,8.0,,0.08,4.32
2018-09-17,42,8.0,,0.08,3.36
2018-09-18,78,8.0,,0.08,6.24
2018-09-19,86,8.0,,0.08,6.88
2018-09-20,56,8.0,,0.08,4.48
2018-09-21,71,8.0,,0.08,5.68
2018-09-22,47,8.0,,0.08,3.7600000000000002
2018-09-23,48,8.0,,0.08,3.84
2018-09-24,61,8.0,,0.08,4.88
2018-09-25,83,8.0,,0.08,6.640000000000001
2018-09-26,60,8.0,,0.08,4.8
2018-09-27,64,8.0,,0.08,5.12
2018-09-28,57,8.0,,0.08,4.5600000000000005
2018-09-29,51,8.0,,0.08,4.08
2018-09-30,48,8.0,,0.08,3.84
2018-10-01,64,8.0,False,0.08,5.12
2018-10-02,50,8.0,,0.08,4.0
2018-10-03,54,8.0,,0.08,4.32
2018-10-04,64,8.0,,0.08,5.12
2018-10-05,67,8.0,,0.08,5.36
2018-10-06,53,8.0,,0.08,4.24
2018-10-07,29,8.0,,0.08,2.32
2018-10-08,65,8.0,,0.08,5.2
2018-10-09,69,8.0,,0.08,5.5200000000000005
2018-10-10,76,8.0,,0.08,6.08
2018-10-11,57,8.0,,0.08,4.5600000000000005
2018-10-12,76,8.0,,0.08,6.08
2018-10-13,26,8.0,,0.08,2.08
2018-10-14,30,8.0,,0.08,2.4
2018-10-15,58,8.0,,0.08,4.64
2018-10-16,54,8.0,,0.08,4.32
2018-10-17,98,8.0,,0.08,7.84
2018-10-18,79,8.0,,0.08,6.32
2018-10-19,100,8.0,,0.08,8.0
2018-10-20,41,8.0,,0.08,3.2800000000000002
2018-10-21,37,8.0,,0.08,2.96
2018-10-22,60,8.0,,0.08,4.8
2018-10-23,61,8.0,,0.08,4.88
2018-10-24,81,8.0,,0.08,6.48
2018-10-25,70,8.0,,0.08,5.6000000000000005
2018-10-26,63,8.0,,0.08,5.04
2018-10-27,35,8.0,,0.08,2.8000000000000003
2018-10-28,53,8.0,,0.08,4.24
2018-10-29,63,8.0,,0.08,5.04
2018-10-30,62,8.0,,0.08,4.96
2018-10-31,72,8.0,,0.08,5.76
2018-11-01,87,9.0,False,0.09,7.83
2018-11-02,88,9.0,,0.09,7.92
2018-11-03,66,9.0,,0.09,5.9399999999999995
2018-11-04,50,9.0,,0.09,4.5
2018-11-05,72,9.0,,0.09,6.4799999999999995
2018-11-06,87,9.0,,0.09,7.83
2018-11-07,83,9.0,,0.09,7.47
2018-11-08,95,9.0,,0.09,8.549999999999999
2018-11-09,81,9.0,,0.09,7.29
2018-11-10,67,9.0,,0.09,6.029999999999999
2018-11-11,67,9.0,,0.09,6.029999999999999
2018-11-12,68,9.0,,0.09,6.12
2018-11-13,65,9.0,,0.09,5.85
2018-11-14,63,9.0,,0.09,5.67
2018-11-15,81,9.0,,0.09,7.29
2018-11-16,58,9.0,,0.09,5.22
2018-11-17,44,9.0,,0.09,3.96
2018-11-18,48,9.0,,0.09,4.32
2018-11-19,89,9.0,,0.09,8.01
2018-11-20,59,9.0,,0.09,5.31
2018-11-21,80,9.0,,0.09,7.199999999999999
2018-11-22,35,9.0,,0.09,3.15
2018-11-23,73,9.0,,0.09,6.569999999999999
2018-11-24,64,9.0,,0.09,5.76
2018-11-25,88,9.0,,0.09,7.92
2018-11-26,79,9.0,,0.09,7.109999999999999
2018-11-27,80,9.0,,0.09,7.199999999999999
2018-11-28,100,9.0,,0.09,9.0
2018-11-29,65,9.0,,0.09,5.85
2018-11-30,67,9.0,,0.09,6.029999999999999
2018-12-01,61,8.0,False,0.08,4.88
2018-12-02,45,8.0,,0.08,3.6
2018-12-03,86,8.0,,0.08,6.88
2018-12-04,78,8.0,,0.08,6.24
2018-12-05,61,8.0,,0.08,4.88
2018-12-06,56,8.0,,0.08,4.48
2018-12-07,57,8.0,,0.08,4.5600000000000005
2018-12-08,50,8.0,,0.08,4.0
2018-12-09,51,8.0,,0.08,4.08
2018-12-10,85,8.0,,0.08,6.8
2018-12-11,100,8.0,,0.08,8.0
2018-12-12,77,8.0,,0.08,6.16
2018-12-13,65,8.0,,0.08,5.2
2018-12-14,73,8.0,,0.08,5.84
2018-12-15,51,8.0,,0.08,4.08
2018-12-16,48,8.0,,0.08,3.84
2018-12-17,71,8.0,,0.08,5.68
2018-12-18,79,8.0,,0.08,6.32
2018-12-19,87,8.0,,0.08,6.96
2018-12-20,84,8.0,,0.08,6.72
2018-12-21,72,8.0,,0.08,5.76
2018-12-22,47,8.0,,0.08,3.7600000000000002
2018-12-23,38,8.0,,0.08,3.04
2018-12-24,78,8.0,,0.08,6.24
2018-12-25,54,8.0,,0.08,4.32
2018-12-26,90,8.0,,0.08,7.2
2018-12-27,94,8.0,,0.08,7.5200000000000005
2018-12-28,58,8.0,,0.08,4.64
2018-12-29,61,8.0,,0.08,4.88
2018-12-30,45,8.0,,0.08,3.6
2018-12-31,59,8.0,,0.08,4.72
2019-01-01,41,9.0,False,0.09,3.69
2019-01-02,80,9.0,,0.09,7.199999999999999
2019-01-03,70,9.0,,0.09,6.3
2019-01-04,100,9.0,,0.09,9.0
2019-01-05,50,9.0,,0.09,4.5
2019-01-06,39,9.0,,0.09,3.51
2019-01-07,77,9.0,,0.09,6.93
2019-01-08,69,9.0,,0.09,6.21
2019-01-09,73,9.0,,0.09,6.569999999999999
2019-01-10,73,9.0,,0.09,6.569999999999999
2019-01-11,79,9.0,,0.09,7.109999999999999
2019-01-12,44,9.0,,0.09,3.96
2019-01-13,36,9.0,,0.09,3.2399999999999998
2019-01-14,59,9.0,,0.09,5.31
2019-01-15,75,9.0,,0.09,6.75
2019-01-16,76,9.0,,0.09,6.84
2019-01-17,67,9.0,,0.09,6.029999999999999
2019-01-18,65,9.0,,0.09,5.85
2019-01-19,38,9.0,,0.09,3.42
2019-01-20,66,9.0,,0.09,5.9399999999999995
2019-01-21,52,9.0,,0.09,4.68
2019-01-22,68,9.0,,0.09,6.12
2019-01-23,75,9.0,,0.09,6.75
2019-01-24,77,9.0,,0.09,6.93
2019-01-25,80,9.0,,0.09,7.199999999999999
2019-01-26,50,9.0,,0.09,4.5
2019-01-27,40,9.0,,0.09,3.5999999999999996
2019-01-28,77,9.0,,0.09,6.93
2019-01-29,62,9.0,,0.09,5.58
2019-01-30,79,9.0,,0.09,7.109999999999999
2019-01-31,90,9.0,,0.09,8.1
2019-02-01,60,9.0,False,0.09,5.3999999999999995
2019-02-02,44,9.0,,0.09,3.96
2019-02-03,28,9.0,,0.09,2.52
2019-02-04,100,9.0,,0.09,9.0
2019-02-05,63,9.0,,0.09,5.67
2019-02-06,64,9.0,,0.09,5.76
2019-02-07,90,9.0,,0.09,8.1
2019-02-08,50,9.0,,0.09,4.5
2019-02-09,37,9.0,,0.09,3.33
2019-02-10,34,9.0,,0.09,3.06
2019-02-11,53,9.0,,0.09,4.77
2019-02-12,60,9.0,,0.09,5.3999999999999995
2019-02-13,66,9.0,,0.09,5.9399999999999995
2019-02-14,58,9.0,,0.09,5.22
2019-02-15,78,9.0,,0.09,7.02
2019-02-16,26,9.0,,0.09,2.34
2019-02-17,41,9.0,,0.09,3.69
2019-02-18,51,9.0,,0.09,4.59
2019-02-19,69,9.0,,0.09,6.21
2019-02-20,87,9.0,,0.09,7.83
2019-02-21,82,9.0,,0.09,7.38
2019-02-22,63,9.0,,0.09,5.67
2019-02-23,49,9.0,,0.09,4.41
2019-02-24,41,9.0,,0.09,3.69
2019-02-25,82,9.0,,0.09,7.38
2019-02-26,63,9.0,,0.09,5.67
2019-02-27,67,9.0,,0.09,6.029999999999999
2019-02-28,66,9.0,,0.09,5.9399999999999995
2019-03-01,66,9.0,False,0.09,5.9399999999999995
2019-03-02,59,9.0,,0.09,5.31
2019-03-03,47,9.0,,0.09,4.2299999999999995
2019-03-04,78,9.0,,0.09,7.02
2019-03-05,100,9.0,,0.09,9.0
2019-03-06,72,9.0,,0.09,6.4799999999999995
2019-03-07,59,9.0,,0.09,5.31
2019-03-08,72,9.0,,0.09,6.4799999999999995
2019-03-09,54,9.0,,0.09,4.859999999999999
2019-03-10,51,9.0,,0.09,4.59
2019-03-11,98,9.0,,0.09,8.82
2019-03-12,71,9.0,,0.09,6.39
2019-03-13,55,9.0,,0.09,4.95
2019-03-14,65,9.0,,0.09,5.85
2019-03-15,81,9.0,,0.09,7.29
2019-03-16,52,9.0,,0.09,4.68
2019-03-17,65,9.0,,0.09,5.85
2019-03-18,86,9.0,,0.09,7.739999999999999
2019-03-19,66,9.0,,0.09,5.9399999999999995
2019-03-20,82,9.0,,0.09,7.38
2019-03-21,76,9.0,,0.09,6.84
2019-03-22,88,9.0,,0.09,7.92
2019-03-23,56,9.0,,0.09,5.04
2019-03-24,46,9.0,,0.09,4.14
2019-03-25,92,9.0,,0.09,8.28
2019-03-26,75,9.0,,0.09,6.75
2019-03-27,90,9.0,,0.09,8.1
2019-03-28,68,9.0,,0.09,6.12
2019-03-29,90,9.0,,0.09,8.1
2019-03-30,43,9.0,,0.09,3.8699999999999997
2019-03-31,42,9.0,,0.09,3.78
2019-04-01,83,10.0,False,0.1,8.3
2019-04-02,96,10.0,,0.1,9.600000000000001
2019-04-03,93,10.0,,0.1,9.3
2019-04-04,79,10.0,,0.1,7.9
2019-04-05,69,10.0,,0.1,6.9
2019-04-06,69,10.0,,0.1,6.9
2019-04-07,78,10.0,,0.1,7.800000000000001
2019-04-08,75,10.0,,0.1,7.5
2019-04-09,92,10.0,,0.1,9.200000000000001
2019-04-10,74,10.0,,0.1,7.4
2019-04-11,71,10.0,,0.1,7.1000000000000005
2019-04-12,52,10.0,,0.1,5.2
2019-04-13,57,10.0,,0.1,5.7
2019-04-14,49,10.0,,0.1,4.9
2019-04-15,100,10.0,,0.1,10.0
2019-04-16,96,10.0,,0.1,9.600000000000001
2019-04-17,83,10.0,,0.1,8.3
2019-04-18,95,10.0,,0.1,9.5
2019-04-19,57,10.0,,0.1,5.7
2019-04-20,49,10.0,,0.1,4.9
2019-04-21,47,10.0,,0.1,4.7
2019-04-22,75,10.0,,0.1,7.5
2019-04-23,96,10.0,,0.1,9.600000000000001
2019-04-24,96,10.0,,0.1,9.600000000000001
2019-04-25,95,10.0,,0.1,9.5
2019-04-26,83,10.0,,0.1,8.3
2019-04-27,61,10.0,,0.1,6.1000000000000005
2019-04-28,56,10.0,,0.1,5.6000000000000005
2019-04-29,94,10.0,,0.1,9.4
2019-04-30,69,10.0,,0.1,6.9
2019-05-01,68,10.0,False,0.1,6.800000000000001
2019-05-02,68,10.0,,0.1,6.800000000000001
2019-05-03,56,10.0,,0.1,5.6000000000000005
2019-05-04,32,10.0,,0.1,3.2
2019-05-05,26,10.0,,0.1,2.6
2019-05-06,58,10.0,,0.1,5.800000000000001
2019-05-07,75,10.0,,0.1,7.5
2019-05-08,72,10.0,,0.1,7.2
2019-05-09,67,10.0,,0.1,6.7
2019-05-10,68,10.0,,0.1,6.800000000000001
2019-05-11,42,10.0,,0.1,4.2
2019-05-12,40,10.0,,0.1,4.0
2019-05-13,79,10.0,,0.1,7.9
2019-05-14,67,10.0,,0.1,6.7
2019-05-15,77,10.0,,0.1,7.7
2019-05-16,77,10.0,,0.1,7.7
2019-05-17,80,10.0,,0.1,8.0
2019-05-18,42,10.0,,0.1,4.2
2019-05-19,37,10.0,,0.1,3.7
2019-05-20,81,10.0,,0.1,8.1
2019-05-21,89,10.0,,0.1,8.9
2019-05-22,64,10.0,,0.1,6.4
2019-05-23,70,10.0,,0.1,7.0
2019-05-24,59,10.0,,0.1,5.9
2019-05-25,34,10.0,,0.1,3.4000000000000004
2019-05-26,43,10.0,,0.1,4.3
2019-05-27,40,10.0,,0.1,4.0
2019-05-28,72,10.0,,0.1,7.2
2019-05-29,100,10.0,,0.1,10.0
2019-05-30,78,10.0,,0.1,7.800000000000001
2019-05-31,68,10.0,,0.1,6.800000000000001
2019-06-01,49,10.0,False,0.1,4.9
2019-06-02,44,10.0,,0.1,4.4
2019-06-03,62,10.0,,0.1,6.2
2019-06-04,75,10.0,,0.1,7.5
2019-06-05,51,10.0,,0.1,5.1000000000000005
2019-06-06,54,10.0,,0.1,5.4
2019-06-07,51,10.0,,0.1,5.1000000000000005
2019-06-08,42,10.0,,0.1,4.2
2019-06-09,39,10.0,,0.1,3.9000000000000004
2019-06-10,66,10.0,,0.1,6.6000000000000005
2019-06-11,85,10.0,,0.1,8.5
2019-06-12,79,10.0,,0.1,7.9
2019-06-13,66,10.0,,0.1,6.6000000000000005
2019-06-14,61,10.0,,0.1,6.1000000000000005
2019-06-15,59,10.0,,0.1,5.9
2019-06-16,28,10.0,,0.1,2.8000000000000003
2019-06-17,57,10.0,,0.1,5.7
2019-06-18,63,10.0,,0.1,6.300000000000001
2019-06-19,60,10.0,,0.1,6.0
2019-06-20,100,10.0,,0.1,10.0
2019-06-21,86,10.0,,0.1,8.6
2019-06-22,54,10.0,,0.1,5.4
2019-06-23,37,10.0,,0.1,3.7
2019-06-24,61,10.0,,0.1,6.1000000000000005
2019-06-25,73,10.0,,0.1,7.300000000000001
2019-06-26,65,10.0,,0.1,6.5
2019-06-27,62,10.0,,0.1,6.2
2019-06-28,77,10.0,,0.1,7.7
2019-06-29,30,10.0,,0.1,3.0
2019-06-30,56,10.0,,0.1,5.6000000000000005
2019-07-01,68,10.0,False,0.1,6.800000000000001
2019-07-02,59,10.0,,0.1,5.9
2019-07-03,61,10.0,,0.1,6.1000000000000005
2019-07-04,36,10.0,,0.1,3.6
2019-07-05,50,10.0,,0.1,5.0
2019-07-06,55,10.0,,0.1,5.5
2019-07-07,31,10.0,,0.1,3.1
2019-07-08,70,10.0,,0.1,7.0
2019-07-09,72,10.0,,0.1,7.2
2019-07-10,55,10.0,,0.1,5.5
2019-07-11,60,10.0,,0.1,6.0
2019-07-12,61,10.0,,0.1,6.1000000000000005
2019-07-13,48,10.0,,0.1,4.800000000000001
2019-07-14,63,10.0,,0.1,6.300000000000001
2019-07-15,45,10.0,,0.1,4.5
2019-07-16,63,10.0,,0.1,6.300000000000001
2019-07-17,66,10.0,,0.1,6.6000000000000005
2019-07-18,66,10.0,,0.1,6.6000000000000005
2019-07-19,45,10.0,,0.1,4.5
2019-07-20,48,10.0,,0.1,4.800000000000001
2019-07-21,40,10.0,,0.1,4.0
2019-07-22,55,10.0,,0.1,5.5
2019-07-23,53,10.0,,0.1,5.300000000000001
2019-07-24,57,10.0,,0.1,5.7
2019-07-25,100,10.0,,0.1,10.0
2019-07-26,60,10.0,,0.1,6.0
2019-07-27,58,10.0,,0.1,5.800000000000001
2019-07-28,26,10.0,,0.1,2.6
2019-07-29,59,10.0,,0.1,5.9
2019-07-30,75,10.0,,0.1,7.5
2019-07-31,70,10.0,,0.1,7.0
2019-08-01,66,9.0,False,0.09,5.9399999999999995
2019-08-02,74,9.0,,0.09,6.66
2019-08-03,57,9.0,,0.09,5.13
2019-08-04,52,9.0,,0.09,4.68
2019-08-05,59,9.0,,0.09,5.31
2019-08-06,98,9.0,,0.09,8.82
2019-08-07,94,9.0,,0.09,8.459999999999999
2019-08-08,87,9.0,,0.09,7.83
2019-08-09,76,9.0,,0.09,6.84
2019-08-10,56,9.0,,0.09,5.04
2019-08-11,52,9.0,,0.09,4.68
2019-08-12,67,9.0,,0.09,6.029999999999999
2019-08-13,100,9.0,,0.09,9.0
2019-08-14,97,9.0,,0.09,8.73
2019-08-15,76,9.0,,0.09,6.84
2019-08-16,84,9.0,,0.09,7.56
2019-08-17,60,9.0,,0.09,5.3999999999999995
