date,AMC_unscaled,AMC_monthly,isPartial,scale,AMC
2017-12-25,94,72.0,,0.72,67.67999999999999
2017-12-26,100,72.0,,0.72,72.0
2017-12-27,76,72.0,,0.72,54.72
2017-12-28,66,72.0,,0.72,47.519999999999996
2017-12-29,69,72.0,,0.72,49.68
2017-12-30,75,72.0,,0.72,54.0
2017-12-31,50,72.0,,0.72,36.0
2018-01-01,74,64.0,False,0.64,47.36
2018-01-02,50,64.0,,0.64,32.0
2018-01-03,40,64.0,,0.64,25.6
2018-01-04,37,64.0,,0.64,23.68
2018-01-05,61,64.0,,0.64,39.04
2018-01-06,100,64.0,,0.64,64.0
2018-01-07,70,64.0,,0.64,44.800000000000004
2018-01-08,32,64.0,,0.64,20.48
2018-01-09,31,64.0,,0.64,19.84
2018-01-10,29,64.0,,0.64,18.56
2018-01-11,31,64.0,,0.64,19.84
2018-01-12,47,64.0,,0.64,30.080000000000002
2018-01-13,92,64.0,,0.64,58.88
2018-01-14,82,64.0,,0.64,52.480000000000004
2018-01-15,52,64.0,,0.64,33.28
2018-01-16,29,64.0,,0.64,18.56
2018-01-17,25,64.0,,0.64,16.0
2018-01-18,28,64.0,,0.64,17.92
2018-01-19,44,64.0,,0.64,28.16
2018-01-20,86,64.0,,0.64,55.04
2018-01-21,54,64.0,,0.64,34.56
2018-01-22,27,64.0,,0.64,17.28
2018-01-23,29,64.0,,0.64,18.56
2018-01-24,27,64.0,,0.64,17.28
2018-01-25,30,64.0,,0.64,19.2
2018-01-26,45,64.0,,0.64,28.8
2018-01-27,89,64.0,,0.64,56.96
2018-01-28,68,64.0,,0.64,43.52
2018-01-29,25,64.0,,0.64,16.0
2018-01-30,25,64.0,,0.64,16.0
2018-01-31,23,64.0,,0.64,14.72
2018-02-01,18,69.0,False,0.69,12.419999999999998
2018-02-02,27,69.0,,0.69,18.63
2018-02-03,47,69.0,,0.69,32.43
2018-02-04,31,69.0,,0.69,21.389999999999997
2018-02-05,17,69.0,,0.69,11.729999999999999
2018-02-06,19,69.0,,0.69,13.11
2018-02-07,20,69.0,,0.69,13.799999999999999
2018-02-08,21,69.0,,0.69,14.489999999999998
2018-02-09,32,69.0,,0.69,22.08
2018-02-10,61,69.0,,0.69,42.089999999999996
2018-02-11,45,69.0,,0.69,31.049999999999997
2018-02-12,23,69.0,,0.69,15.87
2018-02-13,23,69.0,,0.69,15.87
2018-02-14,28,69.0,,0.69,19.32
2018-02-15,33,69.0,,0.69,22.77
2018-02-16,61,69.0,,0.69,42.089999999999996
2018-02-17,100,69.0,,0.69,69.0
2018-02-18,95,69.0,,0.69,65.55
2018-02-19,63,69.0,,0.69,43.47
2018-02-20,31,69.0,,0.69,21.389999999999997
2018-02-21,27,69.0,,0.69,18.63
2018-02-22,26,69.0,,0.69,17.939999999999998
2018-02-23,39,69.0,,0.69,26.909999999999997
2018-02-24,75,69.0,,0.69,51.74999999999999
2018-02-25,64,69.0,,0.69,44.16
2018-02-26,26,69.0,,0.69,17.939999999999998
2018-02-27,23,69.0,,0.69,15.87
2018-02-28,20,69.0,,0.69,13.799999999999999
2018-03-01,34,59.0,False,0.59,20.06
2018-03-02,48,59.0,,0.59,28.32
2018-03-03,100,59.0,,0.59,59.0
2018-03-04,76,59.0,,0.59,44.839999999999996
2018-03-05,38,59.0,,0.59,22.419999999999998
2018-03-06,33,59.0,,0.59,19.47
2018-03-07,31,59.0,,0.59,18.29
2018-03-08,32,59.0,,0.59,18.88
2018-03-09,51,59.0,,0.59,30.09
2018-03-10,94,59.0,,0.59,55.459999999999994
2018-03-11,74,59.0,,0.59,43.66
2018-03-12,37,59.0,,0.59,21.83
2018-03-13,36,59.0,,0.59,21.24
2018-03-14,33,59.0,,0.59,19.47
2018-03-15,38,59.0,,0.59,22.419999999999998
2018-03-16,60,59.0,,0.59,35.4
2018-03-17,84,59.0,,0.59,49.559999999999995
2018-03-18,63,59.0,,0.59,37.169999999999995
2018-03-19,37,59.0,,0.59,21.83
2018-03-20,32,59.0,,0.59,18.88
2018-03-21,33,59.0,,0.59,19.47
2018-03-22,35,59.0,,0.59,20.65
2018-03-23,53,59.0,,0.59,31.27
2018-03-24,85,59.0,,0.59,50.15
2018-03-25,67,59.0,,0.59,39.53
2018-03-26,44,59.0,,0.59,25.959999999999997
2018-03-27,44,59.0,,0.59,25.959999999999997
2018-03-28,40,59.0,,0.59,23.599999999999998
2018-03-29,45,59.0,,0.59,26.549999999999997
2018-03-30,72,59.0,,0.59,42.48
2018-03-31,84,59.0,,0.59,49.559999999999995
2018-04-01,49,67.0,False,0.67,32.830000000000005
2018-04-02,32,67.0,,0.67,21.44
2018-04-03,31,67.0,,0.67,20.77
2018-04-04,28,67.0,,0.67,18.76
2018-04-05,29,67.0,,0.67,19.43
2018-04-06,44,67.0,,0.67,29.48
2018-04-07,78,67.0,,0.67,52.260000000000005
2018-04-08,53,67.0,,0.67,35.510000000000005
2018-04-09,27,67.0,,0.67,18.09
2018-04-10,27,67.0,,0.67,18.09
2018-04-11,23,67.0,,0.67,15.41
2018-04-12,24,67.0,,0.67,16.080000000000002
2018-04-13,39,67.0,,0.67,26.130000000000003
2018-04-14,75,67.0,,0.67,50.25
2018-04-15,56,67.0,,0.67,37.52
2018-04-16,30,67.0,,0.67,20.1
2018-04-17,26,67.0,,0.67,17.42
2018-04-18,22,67.0,,0.67,14.74
2018-04-19,24,67.0,,0.67,16.080000000000002
2018-04-20,36,67.0,,0.67,24.12
2018-04-21,60,67.0,,0.67,40.2
2018-04-22,45,67.0,,0.67,30.150000000000002
2018-04-23,24,67.0,,0.67,16.080000000000002
2018-04-24,26,67.0,,0.67,17.42
2018-04-25,26,67.0,,0.67,17.42
2018-04-26,33,67.0,,0.67,22.110000000000003
2018-04-27,68,67.0,,0.67,45.56
2018-04-28,100,67.0,,0.67,67.0
2018-04-29,91,67.0,,0.67,60.970000000000006
2018-04-30,38,67.0,,0.67,25.46
2018-05-01,51,60.0,False,0.6,30.599999999999998
2018-05-02,41,60.0,,0.6,24.599999999999998
2018-05-03,39,60.0,,0.6,23.4
2018-05-04,58,60.0,,0.6,34.8
2018-05-05,96,60.0,,0.6,57.599999999999994
2018-05-06,82,60.0,,0.6,49.199999999999996
2018-05-07,36,60.0,,0.6,21.599999999999998
2018-05-08,37,60.0,,0.6,22.2
2018-05-09,32,60.0,,0.6,19.2
2018-05-10,32,60.0,,0.6,19.2
2018-05-11,49,60.0,,0.6,29.4
2018-05-12,93,60.0,,0.6,55.8
2018-05-13,81,60.0,,0.6,48.6
2018-05-14,35,60.0,,0.6,21.0
2018-05-15,40,60.0,,0.6,24.0
2018-05-16,34,60.0,,0.6,20.4
2018-05-17,38,60.0,,0.6,22.8
2018-05-18,58,60.0,,0.6,34.8
2018-05-19,100,60.0,,0.6,60.0
2018-05-20,80,60.0,,0.6,48.0
2018-05-21,38,60.0,,0.6,22.8
2018-05-22,42,60.0,,0.6,25.2
2018-05-23,34,60.0,,0.6,20.4
2018-05-24,38,60.0,,0.6,22.8
2018-05-25,54,60.0,,0.6,32.4
2018-05-26,80,60.0,,0.6,48.0
2018-05-27,86,60.0,,0.6,51.6
2018-05-28,72,60.0,,0.6,43.199999999999996
2018-05-29,42,60.0,,0.6,25.2
2018-05-30,36,60.0,,0.6,21.599999999999998
2018-05-31,35,60.0,,0.6,21.0
2018-06-01,33,76.0,False,0.76,25.080000000000002
2018-06-02,47,76.0,,0.76,35.72
2018-06-03,43,76.0,,0.76,32.68
2018-06-04,25,76.0,,0.76,19.0
2018-06-05,29,76.0,,0.76,22.04
2018-06-06,26,76.0,,0.76,19.76
2018-06-07,27,76.0,,0.76,20.52
2018-06-08,36,76.0,,0.76,27.36
2018-06-09,51,76.0,,0.76,38.76
2018-06-10,49,76.0,,0.76,37.24
2018-06-11,31,76.0,,0.76,23.56
2018-06-12,35,76.0,,0.76,26.6
2018-06-13,34,76.0,,0.76,25.84
2018-06-14,37,76.0,,0.76,28.12
2018-06-15,75,76.0,,0.76,57.0
2018-06-16,93,76.0,,0.76,70.68
2018-06-17,90,76.0,,0.76,68.4
2018-06-18,46,76.0,,0.76,34.96
2018-06-19,58,76.0,,0.76,44.08
2018-06-20,46,76.0,,0.76,34.96
2018-06-21,47,76.0,,0.76,35.72
2018-06-22,75,76.0,,0.76,57.0
2018-06-23,100,76.0,,0.76,76.0
2018-06-24,89,76.0,,0.76,67.64
2018-06-25,41,76.0,,0.76,31.16
2018-06-26,58,76.0,,0.76,44.08
2018-06-27,38,76.0,,0.76,28.88
2018-06-28,36,76.0,,0.76,27.36
2018-06-29,49,76.0,,0.76,37.24
2018-06-30,75,76.0,,0.76,57.0
2018-07-01,87,75.0,False,0.75,65.25
2018-07-02,48,75.0,,0.75,36.0
2018-07-03,72,75.0,,0.75,54.0
2018-07-04,80,75.0,,0.75,60.0
2018-07-05,60,75.0,,0.75,45.0
2018-07-06,78,75.0,,0.75,58.5
2018-07-07,98,75.0,,0.75,73.5
2018-07-08,84,75.0,,0.75,63.0
2018-07-09,46,75.0,,0.75,34.5
2018-07-10,54,75.0,,0.75,40.5
2018-07-11,42,75.0,,0.75,31.5
2018-07-12,42,75.0,,0.75,31.5
2018-07-13,60,75.0,,0.75,45.0
2018-07-14,86,75.0,,0.75,64.5
2018-07-15,76,75.0,,0.75,57.0
2018-07-16,43,75.0,,0.75,32.25
2018-07-17,54,75.0,,0.75,40.5
2018-07-18,42,75.0,,0.75,31.5
2018-07-19,44,75.0,,0.75,33.0
2018-07-20,64,75.0,,0.75,48.0
2018-07-21,100,75.0,,0.75,75.0
2018-07-22,84,75.0,,0.75,63.0
2018-07-23,46,75.0,,0.75,34.5
2018-07-24,58,75.0,,0.75,43.5
2018-07-25,46,75.0,,0.75,34.5
2018-07-26,42,75.0,,0.75,31.5
2018-07-27,58,75.0,,0.75,43.5
2018-07-28,78,75.0,,0.75,58.5
2018-07-29,71,75.0,,0.75,53.25
2018-07-30,44,75.0,,0.75,33.0
2018-07-31,57,75.0,,0.75,42.75
2018-08-01,52,57.0,False,0.57,29.639999999999997
2018-08-02,46,57.0,,0.57,26.22
2018-08-03,60,57.0,,0.57,34.199999999999996
2018-08-04,88,57.0,,0.57,50.16
2018-08-05,76,57.0,,0.57,43.31999999999999
2018-08-06,50,57.0,,0.57,28.499999999999996
2018-08-07,57,57.0,,0.57,32.489999999999995
2018-08-08,48,57.0,,0.57,27.36
2018-08-09,46,57.0,,0.57,26.22
2018-08-10,63,57.0,,0.57,35.91
2018-08-11,100,57.0,,0.57,56.99999999999999
2018-08-12,81,57.0,,0.57,46.169999999999995
2018-08-13,49,57.0,,0.57,27.929999999999996
2018-08-14,57,57.0,,0.57,32.489999999999995
2018-08-15,46,57.0,,0.57,26.22
2018-08-16,44,57.0,,0.57,25.08
2018-08-17,56,57.0,,0.57,31.919999999999998
2018-08-18,88,57.0,,0.57,50.16
2018-08-19,72,57.0,,0.57,41.04
2018-08-20,43,57.0,,0.57,24.509999999999998
2018-08-21,50,57.0,,0.57,28.499999999999996
2018-08-22,40,57.0,,0.57,22.799999999999997
2018-08-23,35,57.0,,0.57,19.95
2018-08-24,50,57.0,,0.57,28.499999999999996
2018-08-25,74,57.0,,0.57,42.18
2018-08-26,63,57.0,,0.57,35.91
2018-08-27,34,57.0,,0.57,19.38
2018-08-28,42,57.0,,0.57,23.939999999999998
2018-08-29,33,57.0,,0.57,18.81
2018-08-30,31,57.0,,0.57,17.669999999999998
2018-08-31,49,57.0,,0.57,27.929999999999996
2018-09-01,74,51.0,False,0.51,37.74
2018-09-02,78,51.0,,0.51,39.78
2018-09-03,72,51.0,,0.51,36.72
2018-09-04,41,51.0,,0.51,20.91
2018-09-05,32,51.0,,0.51,16.32
2018-09-06,36,51.0,,0.51,18.36
2018-09-07,56,51.0,,0.51,28.560000000000002
2018-09-08,100,51.0,,0.51,51.0
2018-09-09,70,51.0,,0.51,35.7
2018-09-10,38,51.0,,0.51,19.38
2018-09-11,41,51.0,,0.51,20.91
2018-09-12,33,51.0,,0.51,16.830000000000002
2018-09-13,33,51.0,,0.51,16.830000000000002
2018-09-14,54,51.0,,0.51,27.54
2018-09-15,85,51.0,,0.51,43.35
2018-09-16,64,51.0,,0.51,32.64
2018-09-17,36,51.0,,0.51,18.36
2018-09-18,44,51.0,,0.51,22.44
2018-09-19,36,51.0,,0.51,18.36
2018-09-20,33,51.0,,0.51,16.830000000000002
2018-09-21,50,51.0,,0.51,25.5
2018-09-22,76,51.0,,0.51,38.76
2018-09-23,60,51.0,,0.51,30.6
2018-09-24,31,51.0,,0.51,15.81
2018-09-25,40,51.0,,0.51,20.4
2018-09-26,33,51.0,,0.51,16.830000000000002
2018-09-27,32,51.0,,0.51,16.32
2018-09-28,52,51.0,,0.51,26.52
2018-09-29,80,51.0,,0.51,40.8
2018-09-30,65,51.0,,0.51,33.15
2018-10-01,27,57.0,False,0.57,15.389999999999999
2018-10-02,34,57.0,,0.57,19.38
2018-10-03,27,57.0,,0.57,15.389999999999999
2018-10-04,33,57.0,,0.57,18.81
2018-10-05,51,57.0,,0.57,29.069999999999997
2018-10-06,83,57.0,,0.57,47.309999999999995
2018-10-07,68,57.0,,0.57,38.76
2018-10-08,45,57.0,,0.57,25.65
2018-10-09,41,57.0,,0.57,23.369999999999997
2018-10-10,34,57.0,,0.57,19.38
2018-10-11,32,57.0,,0.57,18.24
2018-10-12,49,57.0,,0.57,27.929999999999996
2018-10-13,75,57.0,,0.57,42.74999999999999
2018-10-14,59,57.0,,0.57,33.629999999999995
2018-10-15,35,57.0,,0.57,19.95
2018-10-16,38,57.0,,0.57,21.659999999999997
2018-10-17,31,57.0,,0.57,17.669999999999998
2018-10-18,36,57.0,,0.57,20.52
2018-10-19,62,57.0,,0.57,35.339999999999996
2018-10-20,100,57.0,,0.57,56.99999999999999
2018-10-21,70,57.0,,0.57,39.9
2018-10-22,35,57.0,,0.57,19.95
2018-10-23,37,57.0,,0.57,21.09
2018-10-24,29,57.0,,0.57,16.529999999999998
2018-10-25,29,57.0,,0.57,16.529999999999998
2018-10-26,43,57.0,,0.57,24.509999999999998
2018-10-27,65,57.0,,0.57,37.05
2018-10-28,53,57.0,,0.57,30.209999999999997
2018-10-29,30,57.0,,0.57,17.099999999999998
2018-10-30,35,57.0,,0.57,19.95
2018-10-31,31,57.0,,0.57,17.669999999999998
2018-11-01,33,63.0,False,0.63,20.79
2018-11-02,49,63.0,,0.63,30.87
2018-11-03,87,63.0,,0.63,54.81
2018-11-04,59,63.0,,0.63,37.17
2018-11-05,35,63.0,,0.63,22.05
2018-11-06,40,63.0,,0.63,25.2
2018-11-07,27,63.0,,0.63,17.01
2018-11-08,32,63.0,,0.63,20.16
2018-11-09,48,63.0,,0.63,30.240000000000002
2018-11-10,89,63.0,,0.63,56.07
2018-11-11,71,63.0,,0.63,44.73
2018-11-12,42,63.0,,0.63,26.46
2018-11-13,36,63.0,,0.63,22.68
2018-11-14,31,63.0,,0.63,19.53
2018-11-15,32,63.0,,0.63,20.16
2018-11-16,45,63.0,,0.63,28.35
2018-11-17,86,63.0,,0.63,54.18
2018-11-18,68,63.0,,0.63,42.84
2018-11-19,43,63.0,,0.63,27.09
2018-11-20,56,63.0,,0.63,35.28
2018-11-21,58,63.0,,0.63,36.54
2018-11-22,56,63.0,,0.63,35.28
2018-11-23,88,63.0,,0.63,55.44
2018-11-24,100,63.0,,0.63,63.0
2018-11-25,66,63.0,,0.63,41.58
2018-11-26,30,63.0,,0.63,18.9
2018-11-27,34,63.0,,0.63,21.42
2018-11-28,28,63.0,,0.63,17.64
2018-11-29,27,63.0,,0.63,17.01
2018-11-30,38,63.0,,0.63,23.94
2018-12-01,45,67.0,False,0.67,30.150000000000002
2018-12-02,39,67.0,,0.67,26.130000000000003
2018-12-03,20,67.0,,0.67,13.4
2018-12-04,23,67.0,,0.67,15.41
2018-12-05,19,67.0,,0.67,12.73
2018-12-06,19,67.0,,0.67,12.73
2018-12-07,27,67.0,,0.67,18.09
2018-12-08,42,67.0,,0.67,28.14
2018-12-09,36,67.0,,0.67,24.12
2018-12-10,18,67.0,,0.67,12.06
2018-12-11,22,67.0,,0.67,14.74
2018-12-12,20,67.0,,0.67,13.4
2018-12-13,20,67.0,,0.67,13.4
2018-12-14,31,67.0,,0.67,20.77
2018-12-15,50,67.0,,0.67,33.5
2018-12-16,41,67.0,,0.67,27.470000000000002
2018-12-17,26,67.0,,0.67,17.42
2018-12-18,28,67.0,,0.67,18.76
2018-12-19,28,67.0,,0.67,18.76
2018-12-20,32,67.0,,0.67,21.44
2018-12-21,43,67.0,,0.67,28.810000000000002
2018-12-22,61,67.0,,0.67,40.870000000000005
2018-12-23,55,67.0,,0.67,36.85
2018-12-24,48,67.0,,0.67,32.160000000000004
2018-12-25,100,67.0,,0.67,67.0
2018-12-26,79,67.0,,0.67,52.93
2018-12-27,65,67.0,,0.67,43.550000000000004
2018-12-28,66,67.0,,0.67,44.220000000000006
2018-12-29,76,67.0,,0.67,50.92
2018-12-30,67,67.0,,0.67,44.89
2018-12-31,45,67.0,,0.67,30.150000000000002
2019-01-01,100,59.0,False,0.59,59.0
2019-01-02,49,59.0,,0.59,28.91
2019-01-03,43,59.0,,0.59,25.369999999999997
2019-01-04,54,59.0,,0.59,31.86
2019-01-05,86,59.0,,0.59,50.739999999999995
2019-01-06,59,59.0,,0.59,34.809999999999995
2019-01-07,34,59.0,,0.59,20.06
2019-01-08,38,59.0,,0.59,22.419999999999998
2019-01-09,33,59.0,,0.59,19.47
2019-01-10,32,59.0,,0.59,18.88
2019-01-11,46,59.0,,0.59,27.139999999999997
2019-01-12,77,59.0,,0.59,45.43
2019-01-13,59,59.0,,0.59,34.809999999999995
2019-01-14,32,59.0,,0.59,18.88
2019-01-15,37,59.0,,0.59,21.83
2019-01-16,33,59.0,,0.59,19.47
2019-01-17,34,59.0,,0.59,20.06
2019-01-18,45,59.0,,0.59,26.549999999999997
2019-01-19,84,59.0,,0.59,49.559999999999995
2019-01-20,65,59.0,,0.59,38.35
2019-01-21,51,59.0,,0.59,30.09
2019-01-22,36,59.0,,0.59,21.24
2019-01-23,28,59.0,,0.59,16.52
2019-01-24,28,59.0,,0.59,16.52
2019-01-25,40,59.0,,0.59,23.599999999999998
2019-01-26,74,59.0,,0.59,43.66
2019-01-27,57,59.0,,0.59,33.629999999999995
2019-01-28,27,59.0,,0.59,15.93
2019-01-29,31,59.0,,0.59,18.29
2019-01-30,27,59.0,,0.59,15.93
2019-01-31,26,59.0,,0.59,15.34
2019-02-01,44,51.0,False,0.51,22.44
2019-02-02,78,51.0,,0.51,39.78
2019-02-03,50,51.0,,0.51,25.5
2019-02-04,27,51.0,,0.51,13.77
2019-02-05,37,51.0,,0.51,18.87
2019-02-06,33,51.0,,0.51,16.830000000000002
2019-02-07,36,51.0,,0.51,18.36
2019-02-08,51,51.0,,0.51,26.01
2019-02-09,91,51.0,,0.51,46.410000000000004
2019-02-10,71,51.0,,0.51,36.21
2019-02-11,37,51.0,,0.51,18.87
2019-02-12,37,51.0,,0.51,18.87
2019-02-13,38,51.0,,0.51,19.38
2019-02-14,46,51.0,,0.51,23.46
2019-02-15,60,51.0,,0.51,30.6
2019-02-16,100,51.0,,0.51,51.0
2019-02-17,81,51.0,,0.51,41.31
2019-02-18,53,51.0,,0.51,27.03
2019-02-19,39,51.0,,0.51,19.89
2019-02-20,31,51.0,,0.51,15.81
2019-02-21,31,51.0,,0.51,15.81
2019-02-22,48,51.0,,0.51,24.48
2019-02-23,79,51.0,,0.51,40.29
2019-02-24,66,51.0,,0.51,33.660000000000004
2019-02-25,32,51.0,,0.51,16.32
2019-02-26,34,51.0,,0.51,17.34
2019-02-27,29,51.0,,0.51,14.790000000000001
2019-02-28,32,51.0,,0.51,16.32
2019-03-01,43,60.0,False,0.6,25.8
2019-03-02,77,60.0,,0.6,46.199999999999996
2019-03-03,58,60.0,,0.6,34.8
2019-03-04,32,60.0,,0.6,19.2
2019-03-05,35,60.0,,0.6,21.0
2019-03-06,29,60.0,,0.6,17.4
2019-03-07,33,60.0,,0.6,19.8
2019-03-08,51,60.0,,0.6,30.599999999999998
2019-03-09,93,60.0,,0.6,55.8
2019-03-10,72,60.0,,0.6,43.199999999999996
2019-03-11,35,60.0,,0.6,21.0
2019-03-12,40,60.0,,0.6,24.0
2019-03-13,34,60.0,,0.6,20.4
2019-03-14,34,60.0,,0.6,20.4
2019-03-15,47,60.0,,0.6,28.2
2019-03-16,80,60.0,,0.6,48.0
2019-03-17,61,60.0,,0.6,36.6
2019-03-18,32,60.0,,0.6,19.2
2019-03-19,39,60.0,,0.6,23.4
2019-03-20,32,60.0,,0.6,19.2
2019-03-21,35,60.0,,0.6,21.0
2019-03-22,54,60.0,,0.6,32.4
2019-03-23,100,60.0,,0.6,60.0
2019-03-24,74,60.0,,0.6,44.4
2019-03-25,42,60.0,,0.6,25.2
2019-03-26,45,60.0,,0.6,27.0
2019-03-27,35,60.0,,0.6,21.0
2019-03-28,34,60.0,,0.6,20.4
2019-03-29,50,60.0,,0.6,30.0
2019-03-30,80,60.0,,0.6,48.0
2019-03-31,60,60.0,,0.6,36.0
2019-04-01,19,72.0,False,0.72,13.68
2019-04-02,71,72.0,,0.72,51.12
2019-04-03,25,72.0,,0.72,18.0
2019-04-04,21,72.0,,0.72,15.12
2019-04-05,30,72.0,,0.72,21.599999999999998
2019-04-06,46,72.0,,0.72,33.12
2019-04-07,37,72.0,,0.72,26.64
2019-04-08,21,72.0,,0.72,15.12
2019-04-09,20,72.0,,0.72,14.399999999999999
2019-04-10,18,72.0,,0.72,12.959999999999999
2019-04-11,18,72.0,,0.72,12.959999999999999
2019-04-12,26,72.0,,0.72,18.72
2019-04-13,40,72.0,,0.72,28.799999999999997
2019-04-14,32,72.0,,0.72,23.04
2019-04-15,18,72.0,,0.72,12.959999999999999
2019-04-16,22,72.0,,0.72,15.84
2019-04-17,20,72.0,,0.72,14.399999999999999
2019-04-18,22,72.0,,0.72,15.84
2019-04-19,32,72.0,,0.72,23.04
2019-04-20,39,72.0,,0.72,28.08
2019-04-21,34,72.0,,0.72,24.48
2019-04-22,24,72.0,,0.72,17.28
2019-04-23,27,72.0,,0.72,19.439999999999998
2019-04-24,27,72.0,,0.72,19.439999999999998
2019-04-25,43,72.0,,0.72,30.959999999999997
2019-04-26,77,72.0,,0.72,55.44
2019-04-27,100,72.0,,0.72,72.0
2019-04-28,86,72.0,,0.72,61.919999999999995
2019-04-29,37,72.0,,0.72,26.64
2019-04-30,36,72.0,,0.72,25.919999999999998
2019-05-01,41,63.0,False,0.63,25.830000000000002
2019-05-02,38,63.0,,0.63,23.94
2019-05-03,56,63.0,,0.63,35.28
2019-05-04,100,63.0,,0.63,63.0
2019-05-05,74,63.0,,0.63,46.62
2019-05-06,31,63.0,,0.63,19.53
2019-05-07,34,63.0,,0.63,21.42
2019-05-08,29,63.0,,0.63,18.27
2019-05-09,31,63.0,,0.63,19.53
2019-05-10,45,63.0,,0.63,28.35
2019-05-11,76,63.0,,0.63,47.88
2019-05-12,66,63.0,,0.63,41.58
2019-05-13,30,63.0,,0.63,18.9
2019-05-14,33,63.0,,0.63,20.79
2019-05-15,27,63.0,,0.63,17.01
2019-05-16,28,63.0,,0.63,17.64
2019-05-17,41,63.0,,0.63,25.830000000000002
2019-05-18,66,63.0,,0.63,41.58
2019-05-19,54,63.0,,0.63,34.02
2019-05-20,28,63.0,,0.63,17.64
2019-05-21,34,63.0,,0.63,21.42
2019-05-22,29,63.0,,0.63,18.27
2019-05-23,33,63.0,,0.63,20.79
2019-05-24,49,63.0,,0.63,30.87
2019-05-25,73,63.0,,0.63,45.99
2019-05-26,78,63.0,,0.63,49.14
2019-05-27,73,63.0,,0.63,45.99
2019-05-28,44,63.0,,0.63,27.72
2019-05-29,35,63.0,,0.63,22.05
2019-05-30,35,63.0,,0.63,22.05
2019-05-31,50,63.0,,0.63,31.5
2019-06-01,89,69.0,False,0.69,61.41
2019-06-02,80,69.0,,0.69,55.199999999999996
2019-06-03,42,69.0,,0.69,28.979999999999997
2019-06-04,50,69.0,,0.69,34.5
2019-06-05,43,69.0,,0.69,29.669999999999998
2019-06-06,43,69.0,,0.69,29.669999999999998
2019-06-07,54,69.0,,0.69,37.26
2019-06-08,81,69.0,,0.69,55.88999999999999
2019-06-09,70,69.0,,0.69,48.3
2019-06-10,42,69.0,,0.69,28.979999999999997
2019-06-11,49,69.0,,0.69,33.809999999999995
2019-06-12,40,69.0,,0.69,27.599999999999998
2019-06-13,39,69.0,,0.69,26.909999999999997
2019-06-14,47,69.0,,0.69,32.43
2019-06-15,69,69.0,,0.69,47.61
2019-06-16,70,69.0,,0.69,48.3
2019-06-17,43,69.0,,0.69,29.669999999999998
2019-06-18,51,69.0,,0.69,35.19
2019-06-19,40,69.0,,0.69,27.599999999999998
2019-06-20,46,69.0,,0.69,31.74
2019-06-21,69,69.0,,0.69,47.61
2019-06-22,100,69.0,,0.69,69.0
2019-06-23,91,69.0,,0.69,62.78999999999999
2019-06-24,50,69.0,,0.69,34.5
2019-06-25,68,69.0,,0.69,46.919999999999995
2019-06-26,49,69.0,,0.69,33.809999999999995
2019-06-27,44,69.0,,0.69,30.36
2019-06-28,57,69.0,,0.69,39.33
2019-06-29,85,69.0,,0.69,58.65
2019-06-30,74,69.0,,0.69,51.059999999999995
2019-07-01,46,71.0,False,0.71,32.66
2019-07-02,77,71.0,,0.71,54.669999999999995
2019-07-03,57,71.0,,0.71,40.47
2019-07-04,59,71.0,,0.71,41.89
2019-07-05,72,71.0,,0.71,51.12
2019-07-06,82,71.0,,0.71,58.22
2019-07-07,62,71.0,,0.71,44.019999999999996
2019-07-08,40,71.0,,0.71,28.4
2019-07-09,48,71.0,,0.71,34.08
2019-07-10,39,71.0,,0.71,27.689999999999998
2019-07-11,36,71.0,,0.71,25.56
2019-07-12,48,71.0,,0.71,34.08
2019-07-13,67,71.0,,0.71,47.57
2019-07-14,58,71.0,,0.71,41.18
2019-07-15,38,71.0,,0.71,26.979999999999997
2019-07-16,47,71.0,,0.71,33.37
2019-07-17,40,71.0,,0.71,28.4
2019-07-18,46,71.0,,0.71,32.66
2019-07-19,79,71.0,,0.71,56.089999999999996
2019-07-20,100,71.0,,0.71,71.0
2019-07-21,95,71.0,,0.71,67.45
2019-07-22,47,71.0,,0.71,33.37
2019-07-23,64,71.0,,0.71,45.44
2019-07-24,42,71.0,,0.71,29.82
2019-07-25,39,71.0,,0.71,27.689999999999998
2019-07-26,49,71.0,,0.71,34.79
2019-07-27,68,71.0,,0.71,48.28
2019-07-28,66,71.0,,0.71,46.86
2019-07-29,40,71.0,,0.71,28.4
2019-07-30,46,71.0,,0.71,32.66
2019-07-31,38,71.0,,0.71,26.979999999999997
2019-08-01,56,52.0,False,0.52,29.12
2019-08-02,71,52.0,,0.52,36.92
2019-08-03,100,52.0,,0.52,52.0
2019-08-04,85,52.0,,0.52,44.2
2019-08-05,56,52.0,,0.52,29.12
2019-08-06,68,52.0,,0.52,35.36
2019-08-07,56,52.0,,0.52,29.12
2019-08-08,54,52.0,,0.52,28.080000000000002
2019-08-09,70,52.0,,0.52,36.4
2019-08-10,94,52.0,,0.52,48.88
2019-08-11,86,52.0,,0.52,44.72
2019-08-12,54,52.0,,0.52,28.080000000000002
2019-08-13,67,52.0,,0.52,34.84
2019-08-14,49,52.0,,0.52,25.48
2019-08-15,46,52.0,,0.52,23.92
2019-08-16,64,52.0,,0.52,33.28
2019-08-17,95,52.0,,0.52,49.4
2019-08-18,84,52.0,,0.52,43.68
2019-08-19,45,52.0,,0.52,23.400000000000002
2019-08-20,56,52.0,,0.52,29.12
2019-08-21,43,52.0,,0.52,22.36
2019-08-22,42,52.0,,0.52,21.84
