date,APR_unscaled,APR_monthly,isPartial,scale,APR
2018-01-01,55,53.0,False,0.53,29.150000000000002
2018-01-02,75,53.0,,0.53,39.75
2018-01-03,78,53.0,,0.53,41.34
2018-01-04,78,53.0,,0.53,41.34
2018-01-05,85,53.0,,0.53,45.050000000000004
2018-01-06,69,53.0,,0.53,36.57
2018-01-07,67,53.0,,0.53,35.510000000000005
2018-01-08,76,53.0,,0.53,40.28
2018-01-09,88,53.0,,0.53,46.64
2018-01-10,93,53.0,,0.53,49.29
2018-01-11,74,53.0,,0.53,39.22
2018-01-12,68,53.0,,0.53,36.04
2018-01-13,76,53.0,,0.53,40.28
2018-01-14,62,53.0,,0.53,32.86
2018-01-15,63,53.0,,0.53,33.39
2018-01-16,82,53.0,,0.53,43.46
2018-01-17,85,53.0,,0.53,45.050000000000004
2018-01-18,78,53.0,,0.53,41.34
2018-01-19,80,53.0,,0.53,42.400000000000006
2018-01-20,78,53.0,,0.53,41.34
2018-01-21,60,53.0,,0.53,31.8
2018-01-22,83,53.0,,0.53,43.99
2018-01-23,75,53.0,,0.53,39.75
2018-01-24,100,53.0,,0.53,53.0
2018-01-25,74,53.0,,0.53,39.22
2018-01-26,83,53.0,,0.53,43.99
2018-01-27,76,53.0,,0.53,40.28
2018-01-28,74,53.0,,0.53,39.22
2018-01-29,86,53.0,,0.53,45.580000000000005
2018-01-30,84,53.0,,0.53,44.52
2018-01-31,73,53.0,,0.53,38.690000000000005
2018-02-01,80,58.0,False,0.58,46.4
2018-02-02,78,58.0,,0.58,45.239999999999995
2018-02-03,59,58.0,,0.58,34.22
2018-02-04,57,58.0,,0.58,33.059999999999995
2018-02-05,74,58.0,,0.58,42.919999999999995
2018-02-06,79,58.0,,0.58,45.82
2018-02-07,80,58.0,,0.58,46.4
2018-02-08,84,58.0,,0.58,48.72
2018-02-09,75,58.0,,0.58,43.5
2018-02-10,74,58.0,,0.58,42.919999999999995
2018-02-11,67,58.0,,0.58,38.86
2018-02-12,80,58.0,,0.58,46.4
2018-02-13,74,58.0,,0.58,42.919999999999995
2018-02-14,72,58.0,,0.58,41.76
2018-02-15,90,58.0,,0.58,52.199999999999996
2018-02-16,81,58.0,,0.58,46.98
2018-02-17,72,58.0,,0.58,41.76
2018-02-18,66,58.0,,0.58,38.279999999999994
2018-02-19,75,58.0,,0.58,43.5
2018-02-20,88,58.0,,0.58,51.04
2018-02-21,93,58.0,,0.58,53.94
2018-02-22,79,58.0,,0.58,45.82
2018-02-23,75,58.0,,0.58,43.5
2018-02-24,71,58.0,,0.58,41.18
2018-02-25,57,58.0,,0.58,33.059999999999995
2018-02-26,88,58.0,,0.58,51.04
2018-02-27,81,58.0,,0.58,46.98
2018-02-28,100,58.0,,0.58,57.99999999999999
2018-03-01,87,66.0,False,0.66,57.42
2018-03-02,69,66.0,,0.66,45.54
2018-03-03,77,66.0,,0.66,50.82
2018-03-04,73,66.0,,0.66,48.18
2018-03-05,87,66.0,,0.66,57.42
2018-03-06,81,66.0,,0.66,53.46
2018-03-07,100,66.0,,0.66,66.0
2018-03-08,85,66.0,,0.66,56.1
2018-03-09,79,66.0,,0.66,52.14
2018-03-10,61,66.0,,0.66,40.260000000000005
2018-03-11,61,66.0,,0.66,40.260000000000005
2018-03-12,77,66.0,,0.66,50.82
2018-03-13,91,66.0,,0.66,60.06
2018-03-14,81,66.0,,0.66,53.46
2018-03-15,95,66.0,,0.66,62.7
2018-03-16,83,66.0,,0.66,54.78
2018-03-17,65,66.0,,0.66,42.9
2018-03-18,63,66.0,,0.66,41.580000000000005
2018-03-19,83,66.0,,0.66,54.78
2018-03-20,86,66.0,,0.66,56.760000000000005
2018-03-21,98,66.0,,0.66,64.68
2018-03-22,93,66.0,,0.66,61.38
2018-03-23,81,66.0,,0.66,53.46
2018-03-24,66,66.0,,0.66,43.56
2018-03-25,62,66.0,,0.66,40.92
2018-03-26,92,66.0,,0.66,60.720000000000006
2018-03-27,83,66.0,,0.66,54.78
2018-03-28,95,66.0,,0.66,62.7
2018-03-29,89,66.0,,0.66,58.74
2018-03-30,84,66.0,,0.66,55.440000000000005
2018-03-31,69,66.0,,0.66,45.54
2018-04-01,58,92.0,False,0.92,53.36
2018-04-02,84,92.0,,0.92,77.28
2018-04-03,88,92.0,,0.92,80.96000000000001
2018-04-04,99,92.0,,0.92,91.08
2018-04-05,78,92.0,,0.92,71.76
2018-04-06,81,92.0,,0.92,74.52000000000001
2018-04-07,76,92.0,,0.92,69.92
2018-04-08,75,92.0,,0.92,69.0
2018-04-09,79,92.0,,0.92,72.68
2018-04-10,86,92.0,,0.92,79.12
2018-04-11,90,92.0,,0.92,82.8
2018-04-12,91,92.0,,0.92,83.72
2018-04-13,84,92.0,,0.92,77.28
2018-04-14,74,92.0,,0.92,68.08
2018-04-15,73,92.0,,0.92,67.16
2018-04-16,79,92.0,,0.92,72.68
2018-04-17,92,92.0,,0.92,84.64
2018-04-18,91,92.0,,0.92,83.72
2018-04-19,100,92.0,,0.92,92.0
2018-04-20,88,92.0,,0.92,80.96000000000001
2018-04-21,79,92.0,,0.92,72.68
2018-04-22,72,92.0,,0.92,66.24000000000001
2018-04-23,81,92.0,,0.92,74.52000000000001
2018-04-24,89,92.0,,0.92,81.88000000000001
2018-04-25,87,92.0,,0.92,80.04
2018-04-26,88,92.0,,0.92,80.96000000000001
2018-04-27,81,92.0,,0.92,74.52000000000001
2018-04-28,76,92.0,,0.92,69.92
2018-04-29,76,92.0,,0.92,69.92
2018-04-30,77,92.0,,0.92,70.84
2018-05-01,100,63.0,False,0.63,63.0
2018-05-02,82,63.0,,0.63,51.660000000000004
2018-05-03,77,63.0,,0.63,48.51
2018-05-04,80,63.0,,0.63,50.4
2018-05-05,58,63.0,,0.63,36.54
2018-05-06,66,63.0,,0.63,41.58
2018-05-07,82,63.0,,0.63,51.660000000000004
2018-05-08,81,63.0,,0.63,51.03
2018-05-09,81,63.0,,0.63,51.03
2018-05-10,78,63.0,,0.63,49.14
2018-05-11,73,63.0,,0.63,45.99
2018-05-12,65,63.0,,0.63,40.95
2018-05-13,60,63.0,,0.63,37.8
2018-05-14,81,63.0,,0.63,51.03
2018-05-15,76,63.0,,0.63,47.88
2018-05-16,81,63.0,,0.63,51.03
2018-05-17,83,63.0,,0.63,52.29
2018-05-18,70,63.0,,0.63,44.1
2018-05-19,65,63.0,,0.63,40.95
2018-05-20,69,63.0,,0.63,43.47
2018-05-21,73,63.0,,0.63,45.99
2018-05-22,77,63.0,,0.63,48.51
2018-05-23,85,63.0,,0.63,53.55
2018-05-24,83,63.0,,0.63,52.29
2018-05-25,68,63.0,,0.63,42.84
2018-05-26,56,63.0,,0.63,35.28
2018-05-27,59,63.0,,0.63,37.17
2018-05-28,58,63.0,,0.63,36.54
2018-05-29,63,63.0,,0.63,39.69
2018-05-30,75,63.0,,0.63,47.25
2018-05-31,80,63.0,,0.63,50.4
2018-06-01,94,56.0,False,0.56,52.64000000000001
2018-06-02,72,56.0,,0.56,40.32000000000001
2018-06-03,73,56.0,,0.56,40.88
2018-06-04,89,56.0,,0.56,49.84
2018-06-05,83,56.0,,0.56,46.480000000000004
2018-06-06,85,56.0,,0.56,47.6
2018-06-07,79,56.0,,0.56,44.24
2018-06-08,79,56.0,,0.56,44.24
2018-06-09,76,56.0,,0.56,42.56
2018-06-10,62,56.0,,0.56,34.720000000000006
2018-06-11,83,56.0,,0.56,46.480000000000004
2018-06-12,78,56.0,,0.56,43.68000000000001
2018-06-13,76,56.0,,0.56,42.56
2018-06-14,72,56.0,,0.56,40.32000000000001
2018-06-15,80,56.0,,0.56,44.800000000000004
2018-06-16,73,56.0,,0.56,40.88
2018-06-17,62,56.0,,0.56,34.720000000000006
2018-06-18,91,56.0,,0.56,50.96000000000001
2018-06-19,79,56.0,,0.56,44.24
2018-06-20,86,56.0,,0.56,48.160000000000004
2018-06-21,81,56.0,,0.56,45.36000000000001
2018-06-22,68,56.0,,0.56,38.080000000000005
2018-06-23,63,56.0,,0.56,35.28
2018-06-24,64,56.0,,0.56,35.84
2018-06-25,92,56.0,,0.56,51.52
2018-06-26,100,56.0,,0.56,56.00000000000001
2018-06-27,81,56.0,,0.56,45.36000000000001
2018-06-28,90,56.0,,0.56,50.400000000000006
2018-06-29,91,56.0,,0.56,50.96000000000001
2018-06-30,73,56.0,,0.56,40.88
2018-07-01,78,56.0,False,0.56,43.68000000000001
2018-07-02,77,56.0,,0.56,43.120000000000005
2018-07-03,82,56.0,,0.56,45.92
2018-07-04,65,56.0,,0.56,36.400000000000006
2018-07-05,90,56.0,,0.56,50.400000000000006
2018-07-06,80,56.0,,0.56,44.800000000000004
2018-07-07,67,56.0,,0.56,37.52
2018-07-08,73,56.0,,0.56,40.88
2018-07-09,84,56.0,,0.56,47.040000000000006
2018-07-10,95,56.0,,0.56,53.2
2018-07-11,93,56.0,,0.56,52.080000000000005
2018-07-12,100,56.0,,0.56,56.00000000000001
2018-07-13,74,56.0,,0.56,41.440000000000005
2018-07-14,72,56.0,,0.56,40.32000000000001
2018-07-15,65,56.0,,0.56,36.400000000000006
2018-07-16,90,56.0,,0.56,50.400000000000006
2018-07-17,89,56.0,,0.56,49.84
2018-07-18,96,56.0,,0.56,53.760000000000005
2018-07-19,80,56.0,,0.56,44.800000000000004
2018-07-20,72,56.0,,0.56,40.32000000000001
2018-07-21,76,56.0,,0.56,42.56
2018-07-22,79,56.0,,0.56,44.24
2018-07-23,88,56.0,,0.56,49.28
2018-07-24,83,56.0,,0.56,46.480000000000004
2018-07-25,85,56.0,,0.56,47.6
2018-07-26,91,56.0,,0.56,50.96000000000001
2018-07-27,82,56.0,,0.56,45.92
2018-07-28,71,56.0,,0.56,39.760000000000005
2018-07-29,73,56.0,,0.56,40.88
2018-07-30,94,56.0,,0.56,52.64000000000001
2018-07-31,88,56.0,,0.56,49.28
2018-08-01,92,55.0,False,0.55,50.6
2018-08-02,83,55.0,,0.55,45.650000000000006
2018-08-03,81,55.0,,0.55,44.550000000000004
2018-08-04,72,55.0,,0.55,39.6
2018-08-05,66,55.0,,0.55,36.300000000000004
2018-08-06,69,55.0,,0.55,37.95
2018-08-07,90,55.0,,0.55,49.50000000000001
2018-08-08,85,55.0,,0.55,46.75000000000001
2018-08-09,91,55.0,,0.55,50.050000000000004
2018-08-10,75,55.0,,0.55,41.25
2018-08-11,64,55.0,,0.55,35.2
2018-08-12,65,55.0,,0.55,35.75
2018-08-13,80,55.0,,0.55,44.0
2018-08-14,92,55.0,,0.55,50.6
2018-08-15,84,55.0,,0.55,46.2
2018-08-16,82,55.0,,0.55,45.1
2018-08-17,76,55.0,,0.55,41.800000000000004
2018-08-18,77,55.0,,0.55,42.35
2018-08-19,67,55.0,,0.55,36.85
2018-08-20,80,55.0,,0.55,44.0
2018-08-21,78,55.0,,0.55,42.900000000000006
2018-08-22,75,55.0,,0.55,41.25
2018-08-23,81,55.0,,0.55,44.550000000000004
2018-08-24,81,55.0,,0.55,44.550000000000004
2018-08-25,73,55.0,,0.55,40.150000000000006
2018-08-26,69,55.0,,0.55,37.95
2018-08-27,90,55.0,,0.55,49.50000000000001
2018-08-28,100,55.0,,0.55,55.00000000000001
2018-08-29,79,55.0,,0.55,43.45
2018-08-30,76,55.0,,0.55,41.800000000000004
2018-08-31,79,55.0,,0.55,43.45
2018-09-01,64,56.0,False,0.56,35.84
2018-09-02,67,56.0,,0.56,37.52
2018-09-03,71,56.0,,0.56,39.760000000000005
2018-09-04,79,56.0,,0.56,44.24
2018-09-05,80,56.0,,0.56,44.800000000000004
2018-09-06,86,56.0,,0.56,48.160000000000004
2018-09-07,69,56.0,,0.56,38.64
2018-09-08,69,56.0,,0.56,38.64
2018-09-09,64,56.0,,0.56,35.84
2018-09-10,80,56.0,,0.56,44.800000000000004
2018-09-11,88,56.0,,0.56,49.28
2018-09-12,94,56.0,,0.56,52.64000000000001
2018-09-13,96,56.0,,0.56,53.760000000000005
2018-09-14,79,56.0,,0.56,44.24
2018-09-15,72,56.0,,0.56,40.32000000000001
2018-09-16,63,56.0,,0.56,35.28
2018-09-17,90,56.0,,0.56,50.400000000000006
2018-09-18,92,56.0,,0.56,51.52
2018-09-19,98,56.0,,0.56,54.88
2018-09-20,81,56.0,,0.56,45.36000000000001
2018-09-21,84,56.0,,0.56,47.040000000000006
2018-09-22,67,56.0,,0.56,37.52
2018-09-23,69,56.0,,0.56,38.64
2018-09-24,86,56.0,,0.56,48.160000000000004
2018-09-25,93,56.0,,0.56,52.080000000000005
2018-09-26,88,56.0,,0.56,49.28
2018-09-27,100,56.0,,0.56,56.00000000000001
2018-09-28,82,56.0,,0.56,45.92
2018-09-29,68,56.0,,0.56,38.080000000000005
2018-09-30,61,56.0,,0.56,34.160000000000004
2018-10-01,86,58.0,False,0.58,49.879999999999995
2018-10-02,90,58.0,,0.58,52.199999999999996
2018-10-03,92,58.0,,0.58,53.36
2018-10-04,81,58.0,,0.58,46.98
2018-10-05,94,58.0,,0.58,54.519999999999996
2018-10-06,68,58.0,,0.58,39.44
2018-10-07,81,58.0,,0.58,46.98
2018-10-08,78,58.0,,0.58,45.239999999999995
2018-10-09,82,58.0,,0.58,47.559999999999995
2018-10-10,90,58.0,,0.58,52.199999999999996
2018-10-11,93,58.0,,0.58,53.94
2018-10-12,76,58.0,,0.58,44.08
2018-10-13,67,58.0,,0.58,38.86
2018-10-14,70,58.0,,0.58,40.599999999999994
2018-10-15,97,58.0,,0.58,56.26
2018-10-16,93,58.0,,0.58,53.94
2018-10-17,85,58.0,,0.58,49.3
2018-10-18,100,58.0,,0.58,57.99999999999999
2018-10-19,77,58.0,,0.58,44.66
2018-10-20,65,58.0,,0.58,37.699999999999996
2018-10-21,73,58.0,,0.58,42.339999999999996
2018-10-22,92,58.0,,0.58,53.36
2018-10-23,80,58.0,,0.58,46.4
2018-10-24,78,58.0,,0.58,45.239999999999995
2018-10-25,84,58.0,,0.58,48.72
2018-10-26,75,58.0,,0.58,43.5
2018-10-27,71,58.0,,0.58,41.18
2018-10-28,76,58.0,,0.58,44.08
2018-10-29,82,58.0,,0.58,47.559999999999995
2018-10-30,81,58.0,,0.58,46.98
2018-10-31,89,58.0,,0.58,51.62
2018-11-01,94,56.0,False,0.56,52.64000000000001
2018-11-02,77,56.0,,0.56,43.120000000000005
2018-11-03,73,56.0,,0.56,40.88
2018-11-04,64,56.0,,0.56,35.84
2018-11-05,95,56.0,,0.56,53.2
2018-11-06,90,56.0,,0.56,50.400000000000006
2018-11-07,71,56.0,,0.56,39.760000000000005
2018-11-08,83,56.0,,0.56,46.480000000000004
2018-11-09,92,56.0,,0.56,51.52
2018-11-10,77,56.0,,0.56,43.120000000000005
2018-11-11,66,56.0,,0.56,36.96
2018-11-12,81,56.0,,0.56,45.36000000000001
2018-11-13,96,56.0,,0.56,53.760000000000005
2018-11-14,97,56.0,,0.56,54.32000000000001
2018-11-15,85,56.0,,0.56,47.6
2018-11-16,76,56.0,,0.56,42.56
2018-11-17,83,56.0,,0.56,46.480000000000004
2018-11-18,68,56.0,,0.56,38.080000000000005
2018-11-19,89,56.0,,0.56,49.84
2018-11-20,90,56.0,,0.56,50.400000000000006
2018-11-21,78,56.0,,0.56,43.68000000000001
2018-11-22,76,56.0,,0.56,42.56
2018-11-23,68,56.0,,0.56,38.080000000000005
2018-11-24,76,56.0,,0.56,42.56
2018-11-25,66,56.0,,0.56,36.96
2018-11-26,84,56.0,,0.56,47.040000000000006
2018-11-27,100,56.0,,0.56,56.00000000000001
2018-11-28,95,56.0,,0.56,53.2
2018-11-29,94,56.0,,0.56,52.64000000000001
2018-11-30,84,56.0,,0.56,47.040000000000006
2018-12-01,68,53.0,False,0.53,36.04
2018-12-02,64,53.0,,0.53,33.92
2018-12-03,89,53.0,,0.53,47.17
2018-12-04,100,53.0,,0.53,53.0
2018-12-05,90,53.0,,0.53,47.7
2018-12-06,90,53.0,,0.53,47.7
2018-12-07,84,53.0,,0.53,44.52
2018-12-08,66,53.0,,0.53,34.980000000000004
2018-12-09,77,53.0,,0.53,40.81
2018-12-10,80,53.0,,0.53,42.400000000000006
2018-12-11,81,53.0,,0.53,42.93
2018-12-12,78,53.0,,0.53,41.34
2018-12-13,82,53.0,,0.53,43.46
2018-12-14,85,53.0,,0.53,45.050000000000004
2018-12-15,63,53.0,,0.53,33.39
2018-12-16,56,53.0,,0.53,29.68
2018-12-17,75,53.0,,0.53,39.75
2018-12-18,83,53.0,,0.53,43.99
2018-12-19,76,53.0,,0.53,40.28
2018-12-20,67,53.0,,0.53,35.510000000000005
2018-12-21,66,53.0,,0.53,34.980000000000004
2018-12-22,60,53.0,,0.53,31.8
2018-12-23,52,53.0,,0.53,27.560000000000002
2018-12-24,54,53.0,,0.53,28.62
2018-12-25,45,53.0,,0.53,23.85
2018-12-26,74,53.0,,0.53,39.22
2018-12-27,75,53.0,,0.53,39.75
2018-12-28,72,53.0,,0.53,38.160000000000004
2018-12-29,69,53.0,,0.53,36.57
2018-12-30,61,53.0,,0.53,32.33
2018-12-31,57,53.0,,0.53,30.21
2019-01-01,57,60.0,False,0.6,34.199999999999996
2019-01-02,96,60.0,,0.6,57.599999999999994
2019-01-03,88,60.0,,0.6,52.8
2019-01-04,83,60.0,,0.6,49.8
2019-01-05,69,60.0,,0.6,41.4
2019-01-06,55,60.0,,0.6,33.0
2019-01-07,79,60.0,,0.6,47.4
2019-01-08,80,60.0,,0.6,48.0
2019-01-09,87,60.0,,0.6,52.199999999999996
2019-01-10,100,60.0,,0.6,60.0
2019-01-11,69,60.0,,0.6,41.4
2019-01-12,72,60.0,,0.6,43.199999999999996
2019-01-13,71,60.0,,0.6,42.6
2019-01-14,87,60.0,,0.6,52.199999999999996
2019-01-15,90,60.0,,0.6,54.0
2019-01-16,97,60.0,,0.6,58.199999999999996
2019-01-17,98,60.0,,0.6,58.8
2019-01-18,83,60.0,,0.6,49.8
2019-01-19,78,60.0,,0.6,46.8
2019-01-20,69,60.0,,0.6,41.4
2019-01-21,85,60.0,,0.6,51.0
2019-01-22,92,60.0,,0.6,55.199999999999996
2019-01-23,87,60.0,,0.6,52.199999999999996
2019-01-24,84,60.0,,0.6,50.4
2019-01-25,79,60.0,,0.6,47.4
2019-01-26,73,60.0,,0.6,43.8
2019-01-27,64,60.0,,0.6,38.4
2019-01-28,83,60.0,,0.6,49.8
2019-01-29,86,60.0,,0.6,51.6
2019-01-30,77,60.0,,0.6,46.199999999999996
2019-01-31,81,60.0,,0.6,48.6
2019-02-01,82,64.0,False,0.64,52.480000000000004
2019-02-02,81,64.0,,0.64,51.84
2019-02-03,56,64.0,,0.64,35.84
2019-02-04,96,64.0,,0.64,61.44
2019-02-05,82,64.0,,0.64,52.480000000000004
2019-02-06,95,64.0,,0.64,60.800000000000004
2019-02-07,100,64.0,,0.64,64.0
2019-02-08,87,64.0,,0.64,55.68
2019-02-09,75,64.0,,0.64,48.0
2019-02-10,74,64.0,,0.64,47.36
2019-02-11,83,64.0,,0.64,53.120000000000005
2019-02-12,83,64.0,,0.64,53.120000000000005
2019-02-13,92,64.0,,0.64,58.88
2019-02-14,84,64.0,,0.64,53.76
2019-02-15,83,64.0,,0.64,53.120000000000005
2019-02-16,79,64.0,,0.64,50.56
2019-02-17,73,64.0,,0.64,46.72
2019-02-18,80,64.0,,0.64,51.2
2019-02-19,71,64.0,,0.64,45.44
2019-02-20,98,64.0,,0.64,62.72
2019-02-21,81,64.0,,0.64,51.84
2019-02-22,79,64.0,,0.64,50.56
2019-02-23,79,64.0,,0.64,50.56
2019-02-24,66,64.0,,0.64,42.24
2019-02-25,91,64.0,,0.64,58.24
2019-02-26,98,64.0,,0.64,62.72
2019-02-27,91,64.0,,0.64,58.24
2019-02-28,91,64.0,,0.64,58.24
2019-03-01,73,71.0,False,0.71,51.83
2019-03-02,69,71.0,,0.71,48.989999999999995
2019-03-03,64,71.0,,0.71,45.44
2019-03-04,73,71.0,,0.71,51.83
2019-03-05,74,71.0,,0.71,52.54
2019-03-06,82,71.0,,0.71,58.22
2019-03-07,78,71.0,,0.71,55.379999999999995
2019-03-08,70,71.0,,0.71,49.699999999999996
2019-03-09,58,71.0,,0.71,41.18
2019-03-10,54,71.0,,0.71,38.339999999999996
2019-03-11,75,71.0,,0.71,53.25
2019-03-12,100,71.0,,0.71,71.0
2019-03-13,84,71.0,,0.71,59.64
2019-03-14,94,71.0,,0.71,66.74
2019-03-15,79,71.0,,0.71,56.089999999999996
2019-03-16,61,71.0,,0.71,43.309999999999995
2019-03-17,57,71.0,,0.71,40.47
2019-03-18,74,71.0,,0.71,52.54
2019-03-19,79,71.0,,0.71,56.089999999999996
2019-03-20,90,71.0,,0.71,63.9
2019-03-21,78,71.0,,0.71,55.379999999999995
2019-03-22,74,71.0,,0.71,52.54
2019-03-23,61,71.0,,0.71,43.309999999999995
2019-03-24,55,71.0,,0.71,39.05
2019-03-25,84,71.0,,0.71,59.64
2019-03-26,88,71.0,,0.71,62.48
2019-03-27,83,71.0,,0.71,58.93
2019-03-28,76,71.0,,0.71,53.959999999999994
2019-03-29,80,71.0,,0.71,56.8
2019-03-30,72,71.0,,0.71,51.12
2019-03-31,65,71.0,,0.71,46.15
2019-04-01,83,100.0,False,1.0,83.0
2019-04-02,92,100.0,,1.0,92.0
2019-04-03,83,100.0,,1.0,83.0
2019-04-04,91,100.0,,1.0,91.0
2019-04-05,91,100.0,,1.0,91.0
2019-04-06,71,100.0,,1.0,71.0
2019-04-07,74,100.0,,1.0,74.0
2019-04-08,81,100.0,,1.0,81.0
2019-04-09,96,100.0,,1.0,96.0
2019-04-10,100,100.0,,1.0,100.0
2019-04-11,92,100.0,,1.0,92.0
2019-04-12,87,100.0,,1.0,87.0
2019-04-13,74,100.0,,1.0,74.0
2019-04-14,59,100.0,,1.0,59.0
2019-04-15,80,100.0,,1.0,80.0
2019-04-16,94,100.0,,1.0,94.0
2019-04-17,88,100.0,,1.0,88.0
2019-04-18,88,100.0,,1.0,88.0
2019-04-19,74,100.0,,1.0,74.0
2019-04-20,79,100.0,,1.0,79.0
2019-04-21,66,100.0,,1.0,66.0
2019-04-22,78,100.0,,1.0,78.0
2019-04-23,92,100.0,,1.0,92.0
2019-04-24,88,100.0,,1.0,88.0
2019-04-25,90,100.0,,1.0,90.0
2019-04-26,86,100.0,,1.0,86.0
2019-04-27,64,100.0,,1.0,64.0
2019-04-28,66,100.0,,1.0,66.0
2019-04-29,79,100.0,,1.0,79.0
2019-04-30,81,100.0,,1.0,81.0
2019-05-01,91,70.0,False,0.7,63.699999999999996
2019-05-02,81,70.0,,0.7,56.699999999999996
2019-05-03,73,70.0,,0.7,51.099999999999994
2019-05-04,55,70.0,,0.7,38.5
2019-05-05,50,70.0,,0.7,35.0
2019-05-06,70,70.0,,0.7,49.0
2019-05-07,70,70.0,,0.7,49.0
2019-05-08,85,70.0,,0.7,59.49999999999999
2019-05-09,100,70.0,,0.7,70.0
2019-05-10,76,70.0,,0.7,53.199999999999996
2019-05-11,63,70.0,,0.7,44.099999999999994
2019-05-12,55,70.0,,0.7,38.5
2019-05-13,70,70.0,,0.7,49.0
2019-05-14,77,70.0,,0.7,53.9
2019-05-15,76,70.0,,0.7,53.199999999999996
2019-05-16,81,70.0,,0.7,56.699999999999996
2019-05-17,64,70.0,,0.7,44.8
2019-05-18,59,70.0,,0.7,41.3
2019-05-19,64,70.0,,0.7,44.8
2019-05-20,65,70.0,,0.7,45.5
2019-05-21,70,70.0,,0.7,49.0
2019-05-22,81,70.0,,0.7,56.699999999999996
2019-05-23,71,70.0,,0.7,49.699999999999996
2019-05-24,68,70.0,,0.7,47.599999999999994
2019-05-25,60,70.0,,0.7,42.0
2019-05-26,55,70.0,,0.7,38.5
2019-05-27,53,70.0,,0.7,37.099999999999994
2019-05-28,72,70.0,,0.7,50.4
2019-05-29,73,70.0,,0.7,51.099999999999994
2019-05-30,74,70.0,,0.7,51.8
2019-05-31,63,70.0,,0.7,44.099999999999994
2019-06-01,80,61.0,False,0.61,48.8
2019-06-02,64,61.0,,0.61,39.04
2019-06-03,88,61.0,,0.61,53.68
2019-06-04,87,61.0,,0.61,53.07
2019-06-05,90,61.0,,0.61,54.9
2019-06-06,91,61.0,,0.61,55.51
2019-06-07,86,61.0,,0.61,52.46
2019-06-08,73,61.0,,0.61,44.53
2019-06-09,70,61.0,,0.61,42.699999999999996
2019-06-10,85,61.0,,0.61,51.85
2019-06-11,93,61.0,,0.61,56.73
2019-06-12,100,61.0,,0.61,61.0
2019-06-13,88,61.0,,0.61,53.68
2019-06-14,75,61.0,,0.61,45.75
2019-06-15,71,61.0,,0.61,43.31
2019-06-16,77,61.0,,0.61,46.97
2019-06-17,83,61.0,,0.61,50.629999999999995
2019-06-18,86,61.0,,0.61,52.46
2019-06-19,89,61.0,,0.61,54.29
2019-06-20,85,61.0,,0.61,51.85
2019-06-21,93,61.0,,0.61,56.73
2019-06-22,80,61.0,,0.61,48.8
2019-06-23,62,61.0,,0.61,37.82
2019-06-24,98,61.0,,0.61,59.78
2019-06-25,82,61.0,,0.61,50.019999999999996
2019-06-26,74,61.0,,0.61,45.14
2019-06-27,94,61.0,,0.61,57.339999999999996
2019-06-28,77,61.0,,0.61,46.97
2019-06-29,82,61.0,,0.61,50.019999999999996
2019-06-30,70,61.0,,0.61,42.699999999999996
2019-07-01,71,64.0,False,0.64,45.44
2019-07-02,80,64.0,,0.64,51.2
2019-07-03,86,64.0,,0.64,55.04
2019-07-04,57,64.0,,0.64,36.480000000000004
2019-07-05,85,64.0,,0.64,54.4
2019-07-06,71,64.0,,0.64,45.44
2019-07-07,60,64.0,,0.64,38.4
2019-07-08,78,64.0,,0.64,49.92
2019-07-09,80,64.0,,0.64,51.2
2019-07-10,90,64.0,,0.64,57.6
2019-07-11,100,64.0,,0.64,64.0
2019-07-12,77,64.0,,0.64,49.28
2019-07-13,76,64.0,,0.64,48.64
2019-07-14,62,64.0,,0.64,39.68
2019-07-15,82,64.0,,0.64,52.480000000000004
2019-07-16,78,64.0,,0.64,49.92
2019-07-17,80,64.0,,0.64,51.2
2019-07-18,97,64.0,,0.64,62.08
2019-07-19,78,64.0,,0.64,49.92
2019-07-20,67,64.0,,0.64,42.88
2019-07-21,76,64.0,,0.64,48.64
2019-07-22,81,64.0,,0.64,51.84
2019-07-23,86,64.0,,0.64,55.04
2019-07-24,71,64.0,,0.64,45.44
2019-07-25,90,64.0,,0.64,57.6
2019-07-26,79,64.0,,0.64,50.56
2019-07-27,58,64.0,,0.64,37.12
2019-07-28,62,64.0,,0.64,39.68
2019-07-29,88,64.0,,0.64,56.32
2019-07-30,83,64.0,,0.64,53.120000000000005
2019-07-31,87,64.0,,0.64,55.68
2019-08-01,88,67.0,False,0.67,58.96
2019-08-02,79,67.0,,0.67,52.93
2019-08-03,70,67.0,,0.67,46.900000000000006
2019-08-04,71,67.0,,0.67,47.57
2019-08-05,79,67.0,,0.67,52.93
2019-08-06,94,67.0,,0.67,62.980000000000004
2019-08-07,89,67.0,,0.67,59.63
2019-08-08,83,67.0,,0.67,55.61000000000001
2019-08-09,86,67.0,,0.67,57.620000000000005
2019-08-10,73,67.0,,0.67,48.910000000000004
2019-08-11,63,67.0,,0.67,42.21
2019-08-12,90,67.0,,0.67,60.300000000000004
2019-08-13,100,67.0,,0.67,67.0
2019-08-14,91,67.0,,0.67,60.970000000000006
2019-08-15,91,67.0,,0.67,60.970000000000006
2019-08-16,93,67.0,,0.67,62.31
2019-08-17,68,67.0,,0.67,45.56
2019-08-18,75,67.0,,0.67,50.25
2019-08-19,83,67.0,,0.67,55.61000000000001
2019-08-20,93,67.0,,0.67,62.31
2019-08-21,100,67.0,,0.67,67.0
2019-08-22,90,67.0,,0.67,60.300000000000004
