date,RS_unscaled,RS_monthly,isPartial,scale,RS
2018-01-04,97,90.0,,0.9,87.3
2018-01-05,94,90.0,,0.9,84.60000000000001
2018-01-06,92,90.0,,0.9,82.8
2018-01-07,97,90.0,,0.9,87.3
2018-01-08,90,90.0,,0.9,81.0
2018-01-09,81,90.0,,0.9,72.9
2018-01-10,79,90.0,,0.9,71.10000000000001
2018-01-11,87,90.0,,0.9,78.3
2018-01-12,89,90.0,,0.9,80.10000000000001
2018-01-13,89,90.0,,0.9,80.10000000000001
2018-01-14,89,90.0,,0.9,80.10000000000001
2018-01-15,100,90.0,,0.9,90.0
2018-01-16,88,90.0,,0.9,79.2
2018-01-17,83,90.0,,0.9,74.7
2018-01-18,91,90.0,,0.9,81.9
2018-01-19,96,90.0,,0.9,86.4
2018-01-20,98,90.0,,0.9,88.2
2018-01-21,96,90.0,,0.9,86.4
2018-01-22,80,90.0,,0.9,72.0
2018-01-23,95,90.0,,0.9,85.5
2018-01-24,87,90.0,,0.9,78.3
2018-01-25,92,90.0,,0.9,82.8
2018-01-26,86,90.0,,0.9,77.4
2018-01-27,91,90.0,,0.9,81.9
2018-01-28,100,90.0,,0.9,90.0
2018-01-29,94,90.0,,0.9,84.60000000000001
2018-01-30,80,90.0,,0.9,72.0
2018-01-31,94,90.0,,0.9,84.60000000000001
2018-02-01,94,91.0,False,0.91,85.54
2018-02-02,85,91.0,,0.91,77.35000000000001
2018-02-03,100,91.0,,0.91,91.0
2018-02-04,77,91.0,,0.91,70.07000000000001
2018-02-05,80,91.0,,0.91,72.8
2018-02-06,94,91.0,,0.91,85.54
2018-02-07,89,91.0,,0.91,80.99000000000001
2018-02-08,88,91.0,,0.91,80.08
2018-02-09,93,91.0,,0.91,84.63000000000001
2018-02-10,99,91.0,,0.91,90.09
2018-02-11,92,91.0,,0.91,83.72
2018-02-12,93,91.0,,0.91,84.63000000000001
2018-02-13,80,91.0,,0.91,72.8
2018-02-14,81,91.0,,0.91,73.71000000000001
2018-02-15,94,91.0,,0.91,85.54
2018-02-16,92,91.0,,0.91,83.72
2018-02-17,99,91.0,,0.91,90.09
2018-02-18,95,91.0,,0.91,86.45
2018-02-19,91,91.0,,0.91,82.81
2018-02-20,89,91.0,,0.91,80.99000000000001
2018-02-21,95,91.0,,0.91,86.45
2018-02-22,89,91.0,,0.91,80.99000000000001
2018-02-23,94,91.0,,0.91,85.54
2018-02-24,95,91.0,,0.91,86.45
2018-02-25,92,91.0,,0.91,83.72
2018-02-26,92,91.0,,0.91,83.72
2018-02-27,97,91.0,,0.91,88.27
2018-02-28,94,91.0,,0.91,85.54
2018-03-01,90,91.0,False,0.91,81.9
2018-03-02,83,91.0,,0.91,75.53
2018-03-03,100,91.0,,0.91,91.0
2018-03-04,84,91.0,,0.91,76.44
2018-03-05,82,91.0,,0.91,74.62
2018-03-06,90,91.0,,0.91,81.9
2018-03-07,82,91.0,,0.91,74.62
2018-03-08,88,91.0,,0.91,80.08
2018-03-09,89,91.0,,0.91,80.99000000000001
2018-03-10,95,91.0,,0.91,86.45
2018-03-11,83,91.0,,0.91,75.53
2018-03-12,85,91.0,,0.91,77.35000000000001
2018-03-13,83,91.0,,0.91,75.53
2018-03-14,89,91.0,,0.91,80.99000000000001
2018-03-15,88,91.0,,0.91,80.08
2018-03-16,88,91.0,,0.91,80.08
2018-03-17,85,91.0,,0.91,77.35000000000001
2018-03-18,92,91.0,,0.91,83.72
2018-03-19,86,91.0,,0.91,78.26
2018-03-20,90,91.0,,0.91,81.9
2018-03-21,88,91.0,,0.91,80.08
2018-03-22,79,91.0,,0.91,71.89
2018-03-23,88,91.0,,0.91,80.08
2018-03-24,90,91.0,,0.91,81.9
2018-03-25,94,91.0,,0.91,85.54
2018-03-26,88,91.0,,0.91,80.08
2018-03-27,93,91.0,,0.91,84.63000000000001
2018-03-28,89,91.0,,0.91,80.99000000000001
2018-03-29,87,91.0,,0.91,79.17
2018-03-30,82,91.0,,0.91,74.62
2018-03-31,92,91.0,,0.91,83.72
2018-04-01,80,95.0,False,0.95,76.0
2018-04-02,86,95.0,,0.95,81.7
2018-04-03,86,95.0,,0.95,81.7
2018-04-04,82,95.0,,0.95,77.89999999999999
2018-04-05,85,95.0,,0.95,80.75
2018-04-06,82,95.0,,0.95,77.89999999999999
2018-04-07,90,95.0,,0.95,85.5
2018-04-08,71,95.0,,0.95,67.45
2018-04-09,84,95.0,,0.95,79.8
2018-04-10,81,95.0,,0.95,76.95
2018-04-11,83,95.0,,0.95,78.85
2018-04-12,90,95.0,,0.95,85.5
2018-04-13,90,95.0,,0.95,85.5
2018-04-14,100,95.0,,0.95,95.0
2018-04-15,89,95.0,,0.95,84.55
2018-04-16,93,95.0,,0.95,88.35
2018-04-17,82,95.0,,0.95,77.89999999999999
2018-04-18,94,95.0,,0.95,89.3
2018-04-19,85,95.0,,0.95,80.75
2018-04-20,91,95.0,,0.95,86.45
2018-04-21,100,95.0,,0.95,95.0
2018-04-22,86,95.0,,0.95,81.7
2018-04-23,82,95.0,,0.95,77.89999999999999
2018-04-24,85,95.0,,0.95,80.75
2018-04-25,82,95.0,,0.95,77.89999999999999
2018-04-26,90,95.0,,0.95,85.5
2018-04-27,87,95.0,,0.95,82.64999999999999
2018-04-28,93,95.0,,0.95,88.35
2018-04-29,92,95.0,,0.95,87.39999999999999
2018-04-30,87,95.0,,0.95,82.64999999999999
2018-05-01,93,95.0,False,0.95,88.35
2018-05-02,87,95.0,,0.95,82.64999999999999
2018-05-03,89,95.0,,0.95,84.55
2018-05-04,84,95.0,,0.95,79.8
2018-05-05,86,95.0,,0.95,81.7
2018-05-06,100,95.0,,0.95,95.0
2018-05-07,86,95.0,,0.95,81.7
2018-05-08,91,95.0,,0.95,86.45
2018-05-09,84,95.0,,0.95,79.8
2018-05-10,97,95.0,,0.95,92.14999999999999
2018-05-11,85,95.0,,0.95,80.75
2018-05-12,80,95.0,,0.95,76.0
2018-05-13,93,95.0,,0.95,88.35
2018-05-14,89,95.0,,0.95,84.55
2018-05-15,83,95.0,,0.95,78.85
2018-05-16,90,95.0,,0.95,85.5
2018-05-17,95,95.0,,0.95,90.25
2018-05-18,93,95.0,,0.95,88.35
2018-05-19,93,95.0,,0.95,88.35
2018-05-20,88,95.0,,0.95,83.6
2018-05-21,88,95.0,,0.95,83.6
2018-05-22,90,95.0,,0.95,85.5
2018-05-23,91,95.0,,0.95,86.45
2018-05-24,89,95.0,,0.95,84.55
2018-05-25,75,95.0,,0.95,71.25
2018-05-26,89,95.0,,0.95,84.55
2018-05-27,94,95.0,,0.95,89.3
2018-05-28,90,95.0,,0.95,85.5
2018-05-29,82,95.0,,0.95,77.89999999999999
2018-05-30,95,95.0,,0.95,90.25
2018-05-31,93,95.0,,0.95,88.35
2018-06-01,90,90.0,False,0.9,81.0
2018-06-02,100,90.0,,0.9,90.0
2018-06-03,92,90.0,,0.9,82.8
2018-06-04,85,90.0,,0.9,76.5
2018-06-05,82,90.0,,0.9,73.8
2018-06-06,89,90.0,,0.9,80.10000000000001
2018-06-07,83,90.0,,0.9,74.7
2018-06-08,89,90.0,,0.9,80.10000000000001
2018-06-09,83,90.0,,0.9,74.7
2018-06-10,84,90.0,,0.9,75.60000000000001
2018-06-11,83,90.0,,0.9,74.7
2018-06-12,79,90.0,,0.9,71.10000000000001
2018-06-13,84,90.0,,0.9,75.60000000000001
2018-06-14,83,90.0,,0.9,74.7
2018-06-15,83,90.0,,0.9,74.7
2018-06-16,80,90.0,,0.9,72.0
2018-06-17,78,90.0,,0.9,70.2
2018-06-18,77,90.0,,0.9,69.3
2018-06-19,89,90.0,,0.9,80.10000000000001
2018-06-20,86,90.0,,0.9,77.4
2018-06-21,85,90.0,,0.9,76.5
2018-06-22,79,90.0,,0.9,71.10000000000001
2018-06-23,86,90.0,,0.9,77.4
2018-06-24,89,90.0,,0.9,80.10000000000001
2018-06-25,89,90.0,,0.9,80.10000000000001
2018-06-26,84,90.0,,0.9,75.60000000000001
2018-06-27,90,90.0,,0.9,81.0
2018-06-28,83,90.0,,0.9,74.7
2018-06-29,81,90.0,,0.9,72.9
2018-06-30,88,90.0,,0.9,79.2
2018-07-01,86,91.0,False,0.91,78.26
2018-07-02,83,91.0,,0.91,75.53
2018-07-03,84,91.0,,0.91,76.44
2018-07-04,85,91.0,,0.91,77.35000000000001
2018-07-05,88,91.0,,0.91,80.08
2018-07-06,84,91.0,,0.91,76.44
2018-07-07,88,91.0,,0.91,80.08
2018-07-08,84,91.0,,0.91,76.44
2018-07-09,96,91.0,,0.91,87.36
2018-07-10,84,91.0,,0.91,76.44
2018-07-11,85,91.0,,0.91,77.35000000000001
2018-07-12,90,91.0,,0.91,81.9
2018-07-13,88,91.0,,0.91,80.08
2018-07-14,98,91.0,,0.91,89.18
2018-07-15,93,91.0,,0.91,84.63000000000001
2018-07-16,89,91.0,,0.91,80.99000000000001
2018-07-17,84,91.0,,0.91,76.44
2018-07-18,90,91.0,,0.91,81.9
2018-07-19,93,91.0,,0.91,84.63000000000001
2018-07-20,82,91.0,,0.91,74.62
2018-07-21,87,91.0,,0.91,79.17
2018-07-22,95,91.0,,0.91,86.45
2018-07-23,91,91.0,,0.91,82.81
2018-07-24,89,91.0,,0.91,80.99000000000001
2018-07-25,89,91.0,,0.91,80.99000000000001
2018-07-26,97,91.0,,0.91,88.27
2018-07-27,88,91.0,,0.91,80.08
2018-07-28,93,91.0,,0.91,84.63000000000001
2018-07-29,89,91.0,,0.91,80.99000000000001
2018-07-30,91,91.0,,0.91,82.81
2018-07-31,100,91.0,,0.91,91.0
2018-08-01,95,90.0,False,0.9,85.5
2018-08-02,90,90.0,,0.9,81.0
2018-08-03,84,90.0,,0.9,75.60000000000001
2018-08-04,93,90.0,,0.9,83.7
2018-08-05,83,90.0,,0.9,74.7
2018-08-06,86,90.0,,0.9,77.4
2018-08-07,84,90.0,,0.9,75.60000000000001
2018-08-08,88,90.0,,0.9,79.2
2018-08-09,83,90.0,,0.9,74.7
2018-08-10,81,90.0,,0.9,72.9
2018-08-11,93,90.0,,0.9,83.7
2018-08-12,100,90.0,,0.9,90.0
2018-08-13,79,90.0,,0.9,71.10000000000001
2018-08-14,84,90.0,,0.9,75.60000000000001
2018-08-15,93,90.0,,0.9,83.7
2018-08-16,90,90.0,,0.9,81.0
2018-08-17,89,90.0,,0.9,80.10000000000001
2018-08-18,90,90.0,,0.9,81.0
2018-08-19,83,90.0,,0.9,74.7
2018-08-20,83,90.0,,0.9,74.7
2018-08-21,86,90.0,,0.9,77.4
2018-08-22,85,90.0,,0.9,76.5
2018-08-23,86,90.0,,0.9,77.4
2018-08-24,81,90.0,,0.9,72.9
2018-08-25,90,90.0,,0.9,81.0
2018-08-26,84,90.0,,0.9,75.60000000000001
2018-08-27,84,90.0,,0.9,75.60000000000001
2018-08-28,80,90.0,,0.9,72.0
2018-08-29,83,90.0,,0.9,74.7
2018-08-30,84,90.0,,0.9,75.60000000000001
2018-08-31,89,90.0,,0.9,80.10000000000001
2018-09-01,88,90.0,False,0.9,79.2
2018-09-02,93,90.0,,0.9,83.7
2018-09-03,90,90.0,,0.9,81.0
2018-09-04,91,90.0,,0.9,81.9
2018-09-05,80,90.0,,0.9,72.0
2018-09-06,88,90.0,,0.9,79.2
2018-09-07,79,90.0,,0.9,71.10000000000001
2018-09-08,89,90.0,,0.9,80.10000000000001
2018-09-09,89,90.0,,0.9,80.10000000000001
2018-09-10,90,90.0,,0.9,81.0
2018-09-11,87,90.0,,0.9,78.3
2018-09-12,94,90.0,,0.9,84.60000000000001
2018-09-13,86,90.0,,0.9,77.4
2018-09-14,95,90.0,,0.9,85.5
2018-09-15,96,90.0,,0.9,86.4
2018-09-16,83,90.0,,0.9,74.7
2018-09-17,96,90.0,,0.9,86.4
2018-09-18,95,90.0,,0.9,85.5
2018-09-19,97,90.0,,0.9,87.3
2018-09-20,98,90.0,,0.9,88.2
2018-09-21,91,90.0,,0.9,81.9
2018-09-22,91,90.0,,0.9,81.9
2018-09-23,100,90.0,,0.9,90.0
2018-09-24,79,90.0,,0.9,71.10000000000001
2018-09-25,93,90.0,,0.9,83.7
2018-09-26,87,90.0,,0.9,78.3
2018-09-27,80,90.0,,0.9,72.0
2018-09-28,83,90.0,,0.9,74.7
2018-09-29,97,90.0,,0.9,87.3
2018-09-30,84,90.0,,0.9,75.60000000000001
2018-10-01,82,88.0,False,0.88,72.16
2018-10-02,91,88.0,,0.88,80.08
2018-10-03,83,88.0,,0.88,73.04
2018-10-04,100,88.0,,0.88,88.0
2018-10-05,88,88.0,,0.88,77.44
2018-10-06,89,88.0,,0.88,78.32000000000001
2018-10-07,79,88.0,,0.88,69.52
2018-10-08,86,88.0,,0.88,75.68
2018-10-09,98,88.0,,0.88,86.24
2018-10-10,88,88.0,,0.88,77.44
2018-10-11,88,88.0,,0.88,77.44
2018-10-12,88,88.0,,0.88,77.44
2018-10-13,92,88.0,,0.88,80.96
2018-10-14,87,88.0,,0.88,76.56
2018-10-15,85,88.0,,0.88,74.8
2018-10-16,84,88.0,,0.88,73.92
2018-10-17,76,88.0,,0.88,66.88
2018-10-18,85,88.0,,0.88,74.8
2018-10-19,98,88.0,,0.88,86.24
2018-10-20,92,88.0,,0.88,80.96
2018-10-21,87,88.0,,0.88,76.56
2018-10-22,84,88.0,,0.88,73.92
2018-10-23,83,88.0,,0.88,73.04
2018-10-24,83,88.0,,0.88,73.04
2018-10-25,84,88.0,,0.88,73.92
2018-10-26,81,88.0,,0.88,71.28
2018-10-27,89,88.0,,0.88,78.32000000000001
2018-10-28,83,88.0,,0.88,73.04
2018-10-29,86,88.0,,0.88,75.68
2018-10-30,81,88.0,,0.88,71.28
2018-10-31,83,88.0,,0.88,73.04
2018-11-01,83,85.0,False,0.85,70.55
2018-11-02,86,85.0,,0.85,73.1
2018-11-03,85,85.0,,0.85,72.25
2018-11-04,90,85.0,,0.85,76.5
2018-11-05,85,85.0,,0.85,72.25
2018-11-06,86,85.0,,0.85,73.1
2018-11-07,76,85.0,,0.85,64.6
2018-11-08,86,85.0,,0.85,73.1
2018-11-09,75,85.0,,0.85,63.75
2018-11-10,90,85.0,,0.85,76.5
2018-11-11,91,85.0,,0.85,77.35
2018-11-12,79,85.0,,0.85,67.14999999999999
2018-11-13,84,85.0,,0.85,71.39999999999999
2018-11-14,81,85.0,,0.85,68.85
2018-11-15,78,85.0,,0.85,66.3
2018-11-16,89,85.0,,0.85,75.64999999999999
2018-11-17,100,85.0,,0.85,85.0
2018-11-18,79,85.0,,0.85,67.14999999999999
2018-11-19,83,85.0,,0.85,70.55
2018-11-20,91,85.0,,0.85,77.35
2018-11-21,82,85.0,,0.85,69.7
2018-11-22,92,85.0,,0.85,78.2
2018-11-23,88,85.0,,0.85,74.8
2018-11-24,76,85.0,,0.85,64.6
2018-11-25,79,85.0,,0.85,67.14999999999999
2018-11-26,68,85.0,,0.85,57.8
2018-11-27,85,85.0,,0.85,72.25
2018-11-28,78,85.0,,0.85,66.3
2018-11-29,77,85.0,,0.85,65.45
2018-11-30,88,85.0,,0.85,74.8
2018-12-01,80,85.0,False,0.85,68.0
2018-12-02,71,85.0,,0.85,60.35
2018-12-03,86,85.0,,0.85,73.1
2018-12-04,79,85.0,,0.85,67.14999999999999
2018-12-05,86,85.0,,0.85,73.1
2018-12-06,84,85.0,,0.85,71.39999999999999
2018-12-07,99,85.0,,0.85,84.14999999999999
2018-12-08,91,85.0,,0.85,77.35
2018-12-09,87,85.0,,0.85,73.95
2018-12-10,77,85.0,,0.85,65.45
2018-12-11,100,85.0,,0.85,85.0
2018-12-12,87,85.0,,0.85,73.95
2018-12-13,89,85.0,,0.85,75.64999999999999
2018-12-14,85,85.0,,0.85,72.25
2018-12-15,79,85.0,,0.85,67.14999999999999
2018-12-16,77,85.0,,0.85,65.45
2018-12-17,92,85.0,,0.85,78.2
2018-12-18,82,85.0,,0.85,69.7
2018-12-19,78,85.0,,0.85,66.3
2018-12-20,84,85.0,,0.85,71.39999999999999
2018-12-21,82,85.0,,0.85,69.7
2018-12-22,80,85.0,,0.85,68.0
2018-12-23,86,85.0,,0.85,73.1
2018-12-24,85,85.0,,0.85,72.25
2018-12-25,80,85.0,,0.85,68.0
2018-12-26,85,85.0,,0.85,72.25
2018-12-27,86,85.0,,0.85,73.1
2018-12-28,91,85.0,,0.85,77.35
2018-12-29,85,85.0,,0.85,72.25
2018-12-30,90,85.0,,0.85,76.5
2018-12-31,80,85.0,,0.85,68.0
2019-01-01,72,88.0,False,0.88,63.36
2019-01-02,77,88.0,,0.88,67.76
2019-01-03,85,88.0,,0.88,74.8
2019-01-04,86,88.0,,0.88,75.68
2019-01-05,83,88.0,,0.88,73.04
2019-01-06,86,88.0,,0.88,75.68
2019-01-07,84,88.0,,0.88,73.92
2019-01-08,83,88.0,,0.88,73.04
2019-01-09,93,88.0,,0.88,81.84
2019-01-10,90,88.0,,0.88,79.2
2019-01-11,82,88.0,,0.88,72.16
2019-01-12,89,88.0,,0.88,78.32000000000001
2019-01-13,86,88.0,,0.88,75.68
2019-01-14,81,88.0,,0.88,71.28
2019-01-15,80,88.0,,0.88,70.4
2019-01-16,80,88.0,,0.88,70.4
2019-01-17,88,88.0,,0.88,77.44
2019-01-18,100,88.0,,0.88,88.0
2019-01-19,91,88.0,,0.88,80.08
2019-01-20,83,88.0,,0.88,73.04
2019-01-21,81,88.0,,0.88,71.28
2019-01-22,89,88.0,,0.88,78.32000000000001
2019-01-23,77,88.0,,0.88,67.76
2019-01-24,93,88.0,,0.88,81.84
2019-01-25,87,88.0,,0.88,76.56
2019-01-26,94,88.0,,0.88,82.72
2019-01-27,93,88.0,,0.88,81.84
2019-01-28,81,88.0,,0.88,71.28
2019-01-29,81,88.0,,0.88,71.28
2019-01-30,95,88.0,,0.88,83.6
2019-01-31,89,88.0,,0.88,78.32000000000001
2019-02-01,80,89.0,False,0.89,71.2
2019-02-02,83,89.0,,0.89,73.87
2019-02-03,95,89.0,,0.89,84.55
2019-02-04,79,89.0,,0.89,70.31
2019-02-05,95,89.0,,0.89,84.55
2019-02-06,86,89.0,,0.89,76.54
2019-02-07,90,89.0,,0.89,80.1
2019-02-08,86,89.0,,0.89,76.54
2019-02-09,94,89.0,,0.89,83.66
2019-02-10,88,89.0,,0.89,78.32000000000001
2019-02-11,84,89.0,,0.89,74.76
2019-02-12,85,89.0,,0.89,75.65
2019-02-13,88,89.0,,0.89,78.32000000000001
2019-02-14,87,89.0,,0.89,77.43
2019-02-15,82,89.0,,0.89,72.98
2019-02-16,93,89.0,,0.89,82.77
2019-02-17,91,89.0,,0.89,80.99
2019-02-18,100,89.0,,0.89,89.0
2019-02-19,78,89.0,,0.89,69.42
2019-02-20,83,89.0,,0.89,73.87
2019-02-21,83,89.0,,0.89,73.87
2019-02-22,85,89.0,,0.89,75.65
2019-02-23,89,89.0,,0.89,79.21000000000001
2019-02-24,92,89.0,,0.89,81.88
2019-02-25,80,89.0,,0.89,71.2
2019-02-26,91,89.0,,0.89,80.99
2019-02-27,83,89.0,,0.89,73.87
2019-02-28,88,89.0,,0.89,78.32000000000001
2019-03-01,90,90.0,False,0.9,81.0
2019-03-02,83,90.0,,0.9,74.7
2019-03-03,91,90.0,,0.9,81.9
2019-03-04,87,90.0,,0.9,78.3
2019-03-05,88,90.0,,0.9,79.2
2019-03-06,89,90.0,,0.9,80.10000000000001
2019-03-07,98,90.0,,0.9,88.2
2019-03-08,88,90.0,,0.9,79.2
2019-03-09,95,90.0,,0.9,85.5
2019-03-10,99,90.0,,0.9,89.10000000000001
2019-03-11,91,90.0,,0.9,81.9
2019-03-12,85,90.0,,0.9,76.5
2019-03-13,89,90.0,,0.9,80.10000000000001
2019-03-14,85,90.0,,0.9,76.5
2019-03-15,83,90.0,,0.9,74.7
2019-03-16,90,90.0,,0.9,81.0
2019-03-17,86,90.0,,0.9,77.4
2019-03-18,84,90.0,,0.9,75.60000000000001
2019-03-19,96,90.0,,0.9,86.4
2019-03-20,100,90.0,,0.9,90.0
2019-03-21,91,90.0,,0.9,81.9
2019-03-22,94,90.0,,0.9,84.60000000000001
2019-03-23,99,90.0,,0.9,89.10000000000001
2019-03-24,97,90.0,,0.9,87.3
2019-03-25,97,90.0,,0.9,87.3
2019-03-26,95,90.0,,0.9,85.5
2019-03-27,91,90.0,,0.9,81.9
2019-03-28,88,90.0,,0.9,79.2
2019-03-29,96,90.0,,0.9,86.4
2019-03-30,93,90.0,,0.9,83.7
2019-03-31,92,90.0,,0.9,82.8
2019-04-01,86,87.0,False,0.87,74.82
2019-04-02,89,87.0,,0.87,77.42999999999999
2019-04-03,82,87.0,,0.87,71.34
2019-04-04,85,87.0,,0.87,73.95
2019-04-05,91,87.0,,0.87,79.17
2019-04-06,91,87.0,,0.87,79.17
2019-04-07,82,87.0,,0.87,71.34
2019-04-08,84,87.0,,0.87,73.08
2019-04-09,79,87.0,,0.87,68.73
2019-04-10,82,87.0,,0.87,71.34
2019-04-11,85,87.0,,0.87,73.95
2019-04-12,81,87.0,,0.87,70.47
2019-04-13,88,87.0,,0.87,76.56
2019-04-14,80,87.0,,0.87,69.6
2019-04-15,83,87.0,,0.87,72.21
2019-04-16,87,87.0,,0.87,75.69
2019-04-17,83,87.0,,0.87,72.21
2019-04-18,83,87.0,,0.87,72.21
2019-04-19,82,87.0,,0.87,71.34
2019-04-20,100,87.0,,0.87,87.0
2019-04-21,94,87.0,,0.87,81.78
2019-04-22,82,87.0,,0.87,71.34
2019-04-23,74,87.0,,0.87,64.38
2019-04-24,84,87.0,,0.87,73.08
2019-04-25,84,87.0,,0.87,73.08
2019-04-26,85,87.0,,0.87,73.95
2019-04-27,81,87.0,,0.87,70.47
2019-04-28,80,87.0,,0.87,69.6
2019-04-29,91,87.0,,0.87,79.17
2019-04-30,91,87.0,,0.87,79.17
2019-05-01,66,90.0,False,0.9,59.4
2019-05-02,73,90.0,,0.9,65.7
2019-05-03,86,90.0,,0.9,77.4
2019-05-04,86,90.0,,0.9,77.4
2019-05-05,89,90.0,,0.9,80.10000000000001
2019-05-06,93,90.0,,0.9,83.7
2019-05-07,100,90.0,,0.9,90.0
2019-05-08,82,90.0,,0.9,73.8
2019-05-09,82,90.0,,0.9,73.8
2019-05-10,86,90.0,,0.9,77.4
2019-05-11,76,90.0,,0.9,68.4
2019-05-12,77,90.0,,0.9,69.3
2019-05-13,77,90.0,,0.9,69.3
2019-05-14,75,90.0,,0.9,67.5
2019-05-15,72,90.0,,0.9,64.8
2019-05-16,77,90.0,,0.9,69.3
2019-05-17,72,90.0,,0.9,64.8
2019-05-18,82,90.0,,0.9,73.8
2019-05-19,76,90.0,,0.9,68.4
2019-05-20,69,90.0,,0.9,62.1
2019-05-21,73,90.0,,0.9,65.7
2019-05-22,76,90.0,,0.9,68.4
2019-05-23,76,90.0,,0.9,68.4
2019-05-24,76,90.0,,0.9,68.4
2019-05-25,85,90.0,,0.9,76.5
2019-05-26,78,90.0,,0.9,70.2
2019-05-27,80,90.0,,0.9,72.0
2019-05-28,73,90.0,,0.9,65.7
2019-05-29,80,90.0,,0.9,72.0
2019-05-30,73,90.0,,0.9,65.7
2019-05-31,81,90.0,,0.9,72.9
2019-06-01,90,90.0,False,0.9,81.0
2019-06-02,92,90.0,,0.9,82.8
2019-06-03,84,90.0,,0.9,75.60000000000001
2019-06-04,83,90.0,,0.9,74.7
2019-06-05,90,90.0,,0.9,81.0
2019-06-06,94,90.0,,0.9,84.60000000000001
2019-06-07,93,90.0,,0.9,83.7
2019-06-08,86,90.0,,0.9,77.4
2019-06-09,83,90.0,,0.9,74.7
2019-06-10,94,90.0,,0.9,84.60000000000001
2019-06-11,92,90.0,,0.9,82.8
2019-06-12,93,90.0,,0.9,83.7
2019-06-13,85,90.0,,0.9,76.5
2019-06-14,84,90.0,,0.9,75.60000000000001
2019-06-15,100,90.0,,0.9,90.0
2019-06-16,91,90.0,,0.9,81.9
2019-06-17,87,90.0,,0.9,78.3
2019-06-18,90,90.0,,0.9,81.0
2019-06-19,91,90.0,,0.9,81.9
2019-06-20,84,90.0,,0.9,75.60000000000001
2019-06-21,87,90.0,,0.9,78.3
2019-06-22,87,90.0,,0.9,78.3
2019-06-23,94,90.0,,0.9,84.60000000000001
2019-06-24,88,90.0,,0.9,79.2
2019-06-25,90,90.0,,0.9,81.0
2019-06-26,91,90.0,,0.9,81.9
2019-06-27,92,90.0,,0.9,82.8
2019-06-28,87,90.0,,0.9,78.3
2019-06-29,95,90.0,,0.9,85.5
2019-06-30,86,90.0,,0.9,77.4
2019-07-01,85,88.0,False,0.88,74.8
2019-07-02,87,88.0,,0.88,76.56
2019-07-03,82,88.0,,0.88,72.16
2019-07-04,70,88.0,,0.88,61.6
2019-07-05,93,88.0,,0.88,81.84
2019-07-06,88,88.0,,0.88,77.44
2019-07-07,88,88.0,,0.88,77.44
2019-07-08,85,88.0,,0.88,74.8
2019-07-09,96,88.0,,0.88,84.48
2019-07-10,87,88.0,,0.88,76.56
2019-07-11,100,88.0,,0.88,88.0
2019-07-12,93,88.0,,0.88,81.84
2019-07-13,91,88.0,,0.88,80.08
2019-07-14,90,88.0,,0.88,79.2
2019-07-15,93,88.0,,0.88,81.84
2019-07-16,81,88.0,,0.88,71.28
2019-07-17,85,88.0,,0.88,74.8
2019-07-18,70,88.0,,0.88,61.6
2019-07-19,87,88.0,,0.88,76.56
2019-07-20,77,88.0,,0.88,67.76
2019-07-21,85,88.0,,0.88,74.8
2019-07-22,79,88.0,,0.88,69.52
2019-07-23,87,88.0,,0.88,76.56
2019-07-24,90,88.0,,0.88,79.2
2019-07-25,83,88.0,,0.88,73.04
2019-07-26,86,88.0,,0.88,75.68
2019-07-27,89,88.0,,0.88,78.32000000000001
2019-07-28,95,88.0,,0.88,83.6
2019-07-29,85,88.0,,0.88,74.8
2019-07-30,82,88.0,,0.88,72.16
2019-07-31,89,88.0,,0.88,78.32000000000001
2019-08-01,85,88.0,False,0.88,74.8
2019-08-02,90,88.0,,0.88,79.2
2019-08-03,89,88.0,,0.88,78.32000000000001
2019-08-04,94,88.0,,0.88,82.72
2019-08-05,97,88.0,,0.88,85.36
2019-08-06,90,88.0,,0.88,79.2
2019-08-07,94,88.0,,0.88,82.72
2019-08-08,82,88.0,,0.88,72.16
2019-08-09,85,88.0,,0.88,74.8
2019-08-10,90,88.0,,0.88,79.2
2019-08-11,86,88.0,,0.88,75.68
2019-08-12,96,88.0,,0.88,84.48
2019-08-13,100,88.0,,0.88,88.0
2019-08-14,89,88.0,,0.88,78.32000000000001
2019-08-15,75,88.0,,0.88,66.0
2019-08-16,94,88.0,,0.88,82.72
2019-08-17,99,88.0,,0.88,87.12
2019-08-18,96,88.0,,0.88,84.48
2019-08-19,83,88.0,,0.88,73.04
2019-08-20,85,88.0,,0.88,74.8
2019-08-21,91,88.0,,0.88,80.08
2019-08-22,82,88.0,,0.88,72.16
2019-08-23,92,88.0,,0.88,80.96
2019-08-24,84,88.0,,0.88,73.92
2019-08-25,91,88.0,,0.88,80.08
2019-08-26,83,88.0,,0.88,73.04
2019-08-27,88,88.0,,0.88,77.44
2019-08-28,80,88.0,,0.88,70.4
2019-08-29,84,88.0,,0.88,73.92
2019-08-30,77,88.0,,0.88,67.76
2019-08-31,88,88.0,,0.88,77.44
2019-09-01,83,83.0,False,0.83,68.89
2019-09-02,87,83.0,,0.83,72.21
2019-09-03,94,83.0,,0.83,78.02
2019-09-04,92,83.0,,0.83,76.36
2019-09-05,97,83.0,,0.83,80.50999999999999
2019-09-06,96,83.0,,0.83,79.67999999999999
2019-09-07,99,83.0,,0.83,82.17
2019-09-08,82,83.0,,0.83,68.06
2019-09-09,90,83.0,,0.83,74.7
