date,WE_unscaled,WE_monthly,isPartial,scale,WE
2017-12-29,59,63.0,,0.63,37.17
2017-12-30,59,63.0,,0.63,37.17
2017-12-31,66,63.0,,0.63,41.58
2018-01-01,71,65.0,False,0.65,46.15
2018-01-02,72,65.0,,0.65,46.800000000000004
2018-01-03,84,65.0,,0.65,54.6
2018-01-04,85,65.0,,0.65,55.25
2018-01-05,77,65.0,,0.65,50.050000000000004
2018-01-06,72,65.0,,0.65,46.800000000000004
2018-01-07,78,65.0,,0.65,50.7
2018-01-08,83,65.0,,0.65,53.95
2018-01-09,84,65.0,,0.65,54.6
2018-01-10,86,65.0,,0.65,55.9
2018-01-11,88,65.0,,0.65,57.2
2018-01-12,91,65.0,,0.65,59.15
2018-01-13,74,65.0,,0.65,48.1
2018-01-14,79,65.0,,0.65,51.35
2018-01-15,89,65.0,,0.65,57.85
2018-01-16,93,65.0,,0.65,60.45
2018-01-17,92,65.0,,0.65,59.800000000000004
2018-01-18,92,65.0,,0.65,59.800000000000004
2018-01-19,89,65.0,,0.65,57.85
2018-01-20,78,65.0,,0.65,50.7
2018-01-21,82,65.0,,0.65,53.300000000000004
2018-01-22,92,65.0,,0.65,59.800000000000004
2018-01-23,91,65.0,,0.65,59.15
2018-01-24,91,65.0,,0.65,59.15
2018-01-25,91,65.0,,0.65,59.15
2018-01-26,92,65.0,,0.65,59.800000000000004
2018-01-27,72,65.0,,0.65,46.800000000000004
2018-01-28,85,65.0,,0.65,55.25
2018-01-29,93,65.0,,0.65,60.45
2018-01-30,98,65.0,,0.65,63.7
2018-01-31,100,65.0,,0.65,65.0
2018-02-01,89,73.0,False,0.73,64.97
2018-02-02,89,73.0,,0.73,64.97
2018-02-03,73,73.0,,0.73,53.29
2018-02-04,79,73.0,,0.73,57.67
2018-02-05,84,73.0,,0.73,61.32
2018-02-06,89,73.0,,0.73,64.97
2018-02-07,90,73.0,,0.73,65.7
2018-02-08,95,73.0,,0.73,69.35
2018-02-09,92,73.0,,0.73,67.16
2018-02-10,85,73.0,,0.73,62.05
2018-02-11,89,73.0,,0.73,64.97
2018-02-12,88,73.0,,0.73,64.24
2018-02-13,96,73.0,,0.73,70.08
2018-02-14,99,73.0,,0.73,72.27
2018-02-15,100,73.0,,0.73,73.0
2018-02-16,99,73.0,,0.73,72.27
2018-02-17,89,73.0,,0.73,64.97
2018-02-18,88,73.0,,0.73,64.24
2018-02-19,89,73.0,,0.73,64.97
2018-02-20,96,73.0,,0.73,70.08
2018-02-21,94,73.0,,0.73,68.62
2018-02-22,96,73.0,,0.73,70.08
2018-02-23,93,73.0,,0.73,67.89
2018-02-24,80,73.0,,0.73,58.4
2018-02-25,89,73.0,,0.73,64.97
2018-02-26,93,73.0,,0.73,67.89
2018-02-27,94,73.0,,0.73,68.62
2018-02-28,98,73.0,,0.73,71.53999999999999
2018-03-01,93,72.0,False,0.72,66.96
2018-03-02,90,72.0,,0.72,64.8
2018-03-03,75,72.0,,0.72,54.0
2018-03-04,84,72.0,,0.72,60.48
2018-03-05,93,72.0,,0.72,66.96
2018-03-06,94,72.0,,0.72,67.67999999999999
2018-03-07,96,72.0,,0.72,69.12
2018-03-08,94,72.0,,0.72,67.67999999999999
2018-03-09,91,72.0,,0.72,65.52
2018-03-10,84,72.0,,0.72,60.48
2018-03-11,100,72.0,,0.72,72.0
2018-03-12,89,72.0,,0.72,64.08
2018-03-13,90,72.0,,0.72,64.8
2018-03-14,91,72.0,,0.72,65.52
2018-03-15,89,72.0,,0.72,64.08
2018-03-16,81,72.0,,0.72,58.32
2018-03-17,72,72.0,,0.72,51.839999999999996
2018-03-18,77,72.0,,0.72,55.44
2018-03-19,84,72.0,,0.72,60.48
2018-03-20,89,72.0,,0.72,64.08
2018-03-21,90,72.0,,0.72,64.8
2018-03-22,91,72.0,,0.72,65.52
2018-03-23,90,72.0,,0.72,64.8
2018-03-24,74,72.0,,0.72,53.28
2018-03-25,81,72.0,,0.72,58.32
2018-03-26,90,72.0,,0.72,64.8
2018-03-27,89,72.0,,0.72,64.08
2018-03-28,87,72.0,,0.72,62.64
2018-03-29,84,72.0,,0.72,60.48
2018-03-30,80,72.0,,0.72,57.599999999999994
2018-03-31,70,72.0,,0.72,50.4
2018-04-01,79,69.0,False,0.69,54.51
2018-04-02,87,69.0,,0.69,60.029999999999994
2018-04-03,85,69.0,,0.69,58.65
2018-04-04,93,69.0,,0.69,64.17
2018-04-05,92,69.0,,0.69,63.48
2018-04-06,88,69.0,,0.69,60.72
2018-04-07,76,69.0,,0.69,52.44
2018-04-08,82,69.0,,0.69,56.58
2018-04-09,96,69.0,,0.69,66.24
2018-04-10,97,69.0,,0.69,66.92999999999999
2018-04-11,95,69.0,,0.69,65.55
2018-04-12,94,69.0,,0.69,64.86
2018-04-13,90,69.0,,0.69,62.099999999999994
2018-04-14,98,69.0,,0.69,67.61999999999999
2018-04-15,98,69.0,,0.69,67.61999999999999
2018-04-16,100,69.0,,0.69,69.0
2018-04-17,97,69.0,,0.69,66.92999999999999
2018-04-18,94,69.0,,0.69,64.86
2018-04-19,93,69.0,,0.69,64.17
2018-04-20,89,69.0,,0.69,61.41
2018-04-21,75,69.0,,0.69,51.74999999999999
2018-04-22,78,69.0,,0.69,53.81999999999999
2018-04-23,93,69.0,,0.69,64.17
2018-04-24,94,69.0,,0.69,64.86
2018-04-25,95,69.0,,0.69,65.55
2018-04-26,95,69.0,,0.69,65.55
2018-04-27,87,69.0,,0.69,60.029999999999994
2018-04-28,72,69.0,,0.69,49.67999999999999
2018-04-29,78,69.0,,0.69,53.81999999999999
2018-04-30,92,69.0,,0.69,63.48
2018-05-01,99,66.0,False,0.66,65.34
2018-05-02,97,66.0,,0.66,64.02
2018-05-03,100,66.0,,0.66,66.0
2018-05-04,95,66.0,,0.66,62.7
2018-05-05,77,66.0,,0.66,50.82
2018-05-06,82,66.0,,0.66,54.120000000000005
2018-05-07,99,66.0,,0.66,65.34
2018-05-08,98,66.0,,0.66,64.68
2018-05-09,100,66.0,,0.66,66.0
2018-05-10,98,66.0,,0.66,64.68
2018-05-11,95,66.0,,0.66,62.7
2018-05-12,71,66.0,,0.66,46.86
2018-05-13,75,66.0,,0.66,49.5
2018-05-14,96,66.0,,0.66,63.36
2018-05-15,94,66.0,,0.66,62.040000000000006
2018-05-16,93,66.0,,0.66,61.38
2018-05-17,96,66.0,,0.66,63.36
2018-05-18,94,66.0,,0.66,62.040000000000006
2018-05-19,70,66.0,,0.66,46.2
2018-05-20,82,66.0,,0.66,54.120000000000005
2018-05-21,95,66.0,,0.66,62.7
2018-05-22,92,66.0,,0.66,60.720000000000006
2018-05-23,95,66.0,,0.66,62.7
2018-05-24,95,66.0,,0.66,62.7
2018-05-25,91,66.0,,0.66,60.06
2018-05-26,71,66.0,,0.66,46.86
2018-05-27,77,66.0,,0.66,50.82
2018-05-28,81,66.0,,0.66,53.46
2018-05-29,89,66.0,,0.66,58.74
2018-05-30,92,66.0,,0.66,60.720000000000006
2018-05-31,91,66.0,,0.66,60.06
2018-06-01,100,59.0,False,0.59,59.0
2018-06-02,88,59.0,,0.59,51.919999999999995
2018-06-03,91,59.0,,0.59,53.69
2018-06-04,92,59.0,,0.59,54.279999999999994
2018-06-05,99,59.0,,0.59,58.41
2018-06-06,97,59.0,,0.59,57.23
2018-06-07,99,59.0,,0.59,58.41
2018-06-08,95,59.0,,0.59,56.05
2018-06-09,82,59.0,,0.59,48.379999999999995
2018-06-10,87,59.0,,0.59,51.33
2018-06-11,98,59.0,,0.59,57.82
2018-06-12,95,59.0,,0.59,56.05
2018-06-13,96,59.0,,0.59,56.64
2018-06-14,93,59.0,,0.59,54.87
2018-06-15,85,59.0,,0.59,50.15
2018-06-16,78,59.0,,0.59,46.019999999999996
2018-06-17,83,59.0,,0.59,48.97
2018-06-18,83,59.0,,0.59,48.97
2018-06-19,92,59.0,,0.59,54.279999999999994
2018-06-20,94,59.0,,0.59,55.459999999999994
2018-06-21,90,59.0,,0.59,53.099999999999994
2018-06-22,91,59.0,,0.59,53.69
2018-06-23,81,59.0,,0.59,47.79
2018-06-24,86,59.0,,0.59,50.739999999999995
2018-06-25,85,59.0,,0.59,50.15
2018-06-26,89,59.0,,0.59,52.51
2018-06-27,89,59.0,,0.59,52.51
2018-06-28,90,59.0,,0.59,53.099999999999994
2018-06-29,91,59.0,,0.59,53.69
2018-06-30,79,59.0,,0.59,46.61
2018-07-01,86,63.0,False,0.63,54.18
2018-07-02,85,63.0,,0.63,53.55
2018-07-03,84,63.0,,0.63,52.92
2018-07-04,96,63.0,,0.63,60.480000000000004
2018-07-05,86,63.0,,0.63,54.18
2018-07-06,87,63.0,,0.63,54.81
2018-07-07,78,63.0,,0.63,49.14
2018-07-08,88,63.0,,0.63,55.44
2018-07-09,84,63.0,,0.63,52.92
2018-07-10,83,63.0,,0.63,52.29
2018-07-11,89,63.0,,0.63,56.07
2018-07-12,86,63.0,,0.63,54.18
2018-07-13,89,63.0,,0.63,56.07
2018-07-14,80,63.0,,0.63,50.4
2018-07-15,87,63.0,,0.63,54.81
2018-07-16,89,63.0,,0.63,56.07
2018-07-17,90,63.0,,0.63,56.7
2018-07-18,90,63.0,,0.63,56.7
2018-07-19,94,63.0,,0.63,59.22
2018-07-20,98,63.0,,0.63,61.74
2018-07-21,90,63.0,,0.63,56.7
2018-07-22,100,63.0,,0.63,63.0
2018-07-23,92,63.0,,0.63,57.96
2018-07-24,97,63.0,,0.63,61.11
2018-07-25,93,63.0,,0.63,58.59
2018-07-26,91,63.0,,0.63,57.33
2018-07-27,93,63.0,,0.63,58.59
2018-07-28,89,63.0,,0.63,56.07
2018-07-29,87,63.0,,0.63,54.81
2018-07-30,88,63.0,,0.63,55.44
2018-07-31,93,63.0,,0.63,58.59
2018-08-01,90,64.0,False,0.64,57.6
2018-08-02,80,64.0,,0.64,51.2
2018-08-03,78,64.0,,0.64,49.92
2018-08-04,72,64.0,,0.64,46.08
2018-08-05,74,64.0,,0.64,47.36
2018-08-06,76,64.0,,0.64,48.64
2018-08-07,77,64.0,,0.64,49.28
2018-08-08,82,64.0,,0.64,52.480000000000004
2018-08-09,83,64.0,,0.64,53.120000000000005
2018-08-10,82,64.0,,0.64,52.480000000000004
2018-08-11,75,64.0,,0.64,48.0
2018-08-12,80,64.0,,0.64,51.2
2018-08-13,82,64.0,,0.64,52.480000000000004
2018-08-14,82,64.0,,0.64,52.480000000000004
2018-08-15,84,64.0,,0.64,53.76
2018-08-16,83,64.0,,0.64,53.120000000000005
2018-08-17,83,64.0,,0.64,53.120000000000005
2018-08-18,75,64.0,,0.64,48.0
2018-08-19,81,64.0,,0.64,51.84
2018-08-20,80,64.0,,0.64,51.2
2018-08-21,82,64.0,,0.64,52.480000000000004
2018-08-22,84,64.0,,0.64,53.76
2018-08-23,85,64.0,,0.64,54.4
2018-08-24,82,64.0,,0.64,52.480000000000004
2018-08-25,97,64.0,,0.64,62.08
2018-08-26,100,64.0,,0.64,64.0
2018-08-27,87,64.0,,0.64,55.68
2018-08-28,91,64.0,,0.64,58.24
2018-08-29,94,64.0,,0.64,60.160000000000004
2018-08-30,90,64.0,,0.64,57.6
2018-08-31,94,64.0,,0.64,60.160000000000004
2018-09-01,73,69.0,False,0.69,50.37
2018-09-02,75,69.0,,0.69,51.74999999999999
2018-09-03,96,69.0,,0.69,66.24
2018-09-04,90,69.0,,0.69,62.099999999999994
2018-09-05,92,69.0,,0.69,63.48
2018-09-06,89,69.0,,0.69,61.41
2018-09-07,84,69.0,,0.69,57.959999999999994
2018-09-08,78,69.0,,0.69,53.81999999999999
2018-09-09,82,69.0,,0.69,56.58
2018-09-10,91,69.0,,0.69,62.78999999999999
2018-09-11,100,69.0,,0.69,69.0
2018-09-12,94,69.0,,0.69,64.86
2018-09-13,93,69.0,,0.69,64.17
2018-09-14,91,69.0,,0.69,62.78999999999999
2018-09-15,78,69.0,,0.69,53.81999999999999
2018-09-16,88,69.0,,0.69,60.72
2018-09-17,95,69.0,,0.69,65.55
2018-09-18,92,69.0,,0.69,63.48
2018-09-19,96,69.0,,0.69,66.24
2018-09-20,96,69.0,,0.69,66.24
2018-09-21,96,69.0,,0.69,66.24
2018-09-22,79,69.0,,0.69,54.51
2018-09-23,87,69.0,,0.69,60.029999999999994
2018-09-24,96,69.0,,0.69,66.24
2018-09-25,97,69.0,,0.69,66.92999999999999
2018-09-26,94,69.0,,0.69,64.86
2018-09-27,96,69.0,,0.69,66.24
2018-09-28,91,69.0,,0.69,62.78999999999999
2018-09-29,74,69.0,,0.69,51.059999999999995
2018-09-30,85,69.0,,0.69,58.65
2018-10-01,92,73.0,False,0.73,67.16
2018-10-02,90,73.0,,0.73,65.7
2018-10-03,95,73.0,,0.73,69.35
2018-10-04,94,73.0,,0.73,68.62
2018-10-05,86,73.0,,0.73,62.78
2018-10-06,70,73.0,,0.73,51.1
2018-10-07,77,73.0,,0.73,56.21
2018-10-08,91,73.0,,0.73,66.42999999999999
2018-10-09,94,73.0,,0.73,68.62
2018-10-10,93,73.0,,0.73,67.89
2018-10-11,93,73.0,,0.73,67.89
2018-10-12,86,73.0,,0.73,62.78
2018-10-13,70,73.0,,0.73,51.1
2018-10-14,79,73.0,,0.73,57.67
2018-10-15,89,73.0,,0.73,64.97
2018-10-16,91,73.0,,0.73,66.42999999999999
2018-10-17,92,73.0,,0.73,67.16
2018-10-18,90,73.0,,0.73,65.7
2018-10-19,86,73.0,,0.73,62.78
2018-10-20,67,73.0,,0.73,48.91
2018-10-21,77,73.0,,0.73,56.21
2018-10-22,92,73.0,,0.73,67.16
2018-10-23,92,73.0,,0.73,67.16
2018-10-24,92,73.0,,0.73,67.16
2018-10-25,92,73.0,,0.73,67.16
2018-10-26,91,73.0,,0.73,66.42999999999999
2018-10-27,74,73.0,,0.73,54.019999999999996
2018-10-28,86,73.0,,0.73,62.78
2018-10-29,100,73.0,,0.73,73.0
2018-10-30,98,73.0,,0.73,71.53999999999999
2018-10-31,97,73.0,,0.73,70.81
2018-11-01,79,72.0,False,0.72,56.879999999999995
2018-11-02,78,72.0,,0.72,56.16
2018-11-03,73,72.0,,0.72,52.559999999999995
2018-11-04,91,72.0,,0.72,65.52
2018-11-05,85,72.0,,0.72,61.199999999999996
2018-11-06,100,72.0,,0.72,72.0
2018-11-07,80,72.0,,0.72,57.599999999999994
2018-11-08,76,72.0,,0.72,54.72
2018-11-09,73,72.0,,0.72,52.559999999999995
2018-11-10,55,72.0,,0.72,39.6
2018-11-11,65,72.0,,0.72,46.8
2018-11-12,73,72.0,,0.72,52.559999999999995
2018-11-13,74,72.0,,0.72,53.28
2018-11-14,75,72.0,,0.72,54.0
2018-11-15,77,72.0,,0.72,55.44
2018-11-16,71,72.0,,0.72,51.12
2018-11-17,56,72.0,,0.72,40.32
2018-11-18,60,72.0,,0.72,43.199999999999996
2018-11-19,67,72.0,,0.72,48.239999999999995
2018-11-20,71,72.0,,0.72,51.12
2018-11-21,59,72.0,,0.72,42.48
2018-11-22,54,72.0,,0.72,38.879999999999995
2018-11-23,47,72.0,,0.72,33.839999999999996
2018-11-24,50,72.0,,0.72,36.0
2018-11-25,57,72.0,,0.72,41.04
2018-11-26,70,72.0,,0.72,50.4
2018-11-27,73,72.0,,0.72,52.559999999999995
2018-11-28,74,72.0,,0.72,53.28
2018-11-29,74,72.0,,0.72,53.28
2018-11-30,72,72.0,,0.72,51.839999999999996
2018-12-01,74,66.0,False,0.66,48.84
2018-12-02,84,66.0,,0.66,55.440000000000005
2018-12-03,95,66.0,,0.66,62.7
2018-12-04,96,66.0,,0.66,63.36
2018-12-05,99,66.0,,0.66,65.34
2018-12-06,99,66.0,,0.66,65.34
2018-12-07,94,66.0,,0.66,62.040000000000006
2018-12-08,77,66.0,,0.66,50.82
2018-12-09,81,66.0,,0.66,53.46
2018-12-10,99,66.0,,0.66,65.34
2018-12-11,100,66.0,,0.66,66.0
2018-12-12,96,66.0,,0.66,63.36
2018-12-13,95,66.0,,0.66,62.7
2018-12-14,87,66.0,,0.66,57.42
2018-12-15,73,66.0,,0.66,48.18
2018-12-16,73,66.0,,0.66,48.18
2018-12-17,89,66.0,,0.66,58.74
2018-12-18,87,66.0,,0.66,57.42
2018-12-19,88,66.0,,0.66,58.080000000000005
2018-12-20,86,66.0,,0.66,56.760000000000005
2018-12-21,84,66.0,,0.66,55.440000000000005
2018-12-22,75,66.0,,0.66,49.5
2018-12-23,72,66.0,,0.66,47.52
2018-12-24,67,66.0,,0.66,44.22
2018-12-25,70,66.0,,0.66,46.2
2018-12-26,65,66.0,,0.66,42.9
2018-12-27,62,66.0,,0.66,40.92
2018-12-28,67,66.0,,0.66,44.22
2018-12-29,66,66.0,,0.66,43.56
2018-12-30,70,66.0,,0.66,46.2
2018-12-31,69,66.0,,0.66,45.54
2019-01-01,73,71.0,False,0.71,51.83
2019-01-02,71,71.0,,0.71,50.41
2019-01-03,74,71.0,,0.71,52.54
2019-01-04,77,71.0,,0.71,54.669999999999995
2019-01-05,68,71.0,,0.71,48.28
2019-01-06,85,71.0,,0.71,60.349999999999994
2019-01-07,83,71.0,,0.71,58.93
2019-01-08,83,71.0,,0.71,58.93
2019-01-09,89,71.0,,0.71,63.19
2019-01-10,87,71.0,,0.71,61.769999999999996
2019-01-11,88,71.0,,0.71,62.48
2019-01-12,77,71.0,,0.71,54.669999999999995
2019-01-13,89,71.0,,0.71,63.19
2019-01-14,96,71.0,,0.71,68.16
2019-01-15,94,71.0,,0.71,66.74
2019-01-16,94,71.0,,0.71,66.74
2019-01-17,100,71.0,,0.71,71.0
2019-01-18,92,71.0,,0.71,65.32
2019-01-19,86,71.0,,0.71,61.059999999999995
2019-01-20,88,71.0,,0.71,62.48
2019-01-21,91,71.0,,0.71,64.61
2019-01-22,93,71.0,,0.71,66.03
2019-01-23,95,71.0,,0.71,67.45
2019-01-24,95,71.0,,0.71,67.45
2019-01-25,91,71.0,,0.71,64.61
2019-01-26,75,71.0,,0.71,53.25
2019-01-27,88,71.0,,0.71,62.48
2019-01-28,93,71.0,,0.71,66.03
2019-01-29,95,71.0,,0.71,67.45
2019-01-30,90,71.0,,0.71,63.9
2019-01-31,94,71.0,,0.71,66.74
2019-02-01,92,72.0,False,0.72,66.24
2019-02-02,81,72.0,,0.72,58.32
2019-02-03,91,72.0,,0.72,65.52
2019-02-04,91,72.0,,0.72,65.52
2019-02-05,100,72.0,,0.72,72.0
2019-02-06,97,72.0,,0.72,69.84
2019-02-07,97,72.0,,0.72,69.84
2019-02-08,95,72.0,,0.72,68.39999999999999
2019-02-09,80,72.0,,0.72,57.599999999999994
2019-02-10,87,72.0,,0.72,62.64
2019-02-11,98,72.0,,0.72,70.56
2019-02-12,94,72.0,,0.72,67.67999999999999
2019-02-13,98,72.0,,0.72,70.56
2019-02-14,95,72.0,,0.72,68.39999999999999
2019-02-15,97,72.0,,0.72,69.84
2019-02-16,87,72.0,,0.72,62.64
2019-02-17,89,72.0,,0.72,64.08
2019-02-18,98,72.0,,0.72,70.56
2019-02-19,98,72.0,,0.72,70.56
2019-02-20,97,72.0,,0.72,69.84
2019-02-21,97,72.0,,0.72,69.84
2019-02-22,96,72.0,,0.72,69.12
2019-02-23,78,72.0,,0.72,56.16
2019-02-24,89,72.0,,0.72,64.08
2019-02-25,97,72.0,,0.72,69.84
2019-02-26,96,72.0,,0.72,69.12
2019-02-27,96,72.0,,0.72,69.12
2019-02-28,100,72.0,,0.72,72.0
2019-03-01,87,71.0,False,0.71,61.769999999999996
2019-03-02,74,71.0,,0.71,52.54
2019-03-03,83,71.0,,0.71,58.93
2019-03-04,94,71.0,,0.71,66.74
2019-03-05,95,71.0,,0.71,67.45
2019-03-06,93,71.0,,0.71,66.03
2019-03-07,92,71.0,,0.71,65.32
2019-03-08,94,71.0,,0.71,66.74
2019-03-09,80,71.0,,0.71,56.8
2019-03-10,100,71.0,,0.71,71.0
2019-03-11,92,71.0,,0.71,65.32
2019-03-12,86,71.0,,0.71,61.059999999999995
2019-03-13,86,71.0,,0.71,61.059999999999995
2019-03-14,83,71.0,,0.71,58.93
2019-03-15,79,71.0,,0.71,56.089999999999996
2019-03-16,65,71.0,,0.71,46.15
2019-03-17,74,71.0,,0.71,52.54
2019-03-18,83,71.0,,0.71,58.93
2019-03-19,85,71.0,,0.71,60.349999999999994
2019-03-20,91,71.0,,0.71,64.61
2019-03-21,89,71.0,,0.71,63.19
2019-03-22,82,71.0,,0.71,58.22
2019-03-23,66,71.0,,0.71,46.86
2019-03-24,81,71.0,,0.71,57.51
2019-03-25,84,71.0,,0.71,59.64
2019-03-26,88,71.0,,0.71,62.48
2019-03-27,92,71.0,,0.71,65.32
2019-03-28,91,71.0,,0.71,64.61
2019-03-29,88,71.0,,0.71,62.48
2019-03-30,75,71.0,,0.71,53.25
2019-03-31,76,71.0,,0.71,53.959999999999994
2019-04-01,89,70.0,False,0.7,62.3
2019-04-02,93,70.0,,0.7,65.1
2019-04-03,94,70.0,,0.7,65.8
2019-04-04,92,70.0,,0.7,64.39999999999999
2019-04-05,92,70.0,,0.7,64.39999999999999
2019-04-06,71,70.0,,0.7,49.699999999999996
2019-04-07,83,70.0,,0.7,58.099999999999994
2019-04-08,97,70.0,,0.7,67.89999999999999
2019-04-09,92,70.0,,0.7,64.39999999999999
2019-04-10,97,70.0,,0.7,67.89999999999999
2019-04-11,96,70.0,,0.7,67.19999999999999
2019-04-12,94,70.0,,0.7,65.8
2019-04-13,70,70.0,,0.7,49.0
2019-04-14,80,70.0,,0.7,56.0
2019-04-15,93,70.0,,0.7,65.1
2019-04-16,90,70.0,,0.7,62.99999999999999
2019-04-17,93,70.0,,0.7,65.1
2019-04-18,93,70.0,,0.7,65.1
2019-04-19,93,70.0,,0.7,65.1
2019-04-20,79,70.0,,0.7,55.3
2019-04-21,84,70.0,,0.7,58.8
2019-04-22,95,70.0,,0.7,66.5
2019-04-23,97,70.0,,0.7,67.89999999999999
2019-04-24,98,70.0,,0.7,68.6
2019-04-25,96,70.0,,0.7,67.19999999999999
2019-04-26,90,70.0,,0.7,62.99999999999999
2019-04-27,67,70.0,,0.7,46.9
2019-04-28,77,70.0,,0.7,53.9
2019-04-29,100,70.0,,0.7,70.0
2019-04-30,98,70.0,,0.7,68.6
2019-05-01,95,68.0,False,0.68,64.60000000000001
2019-05-02,96,68.0,,0.68,65.28
2019-05-03,95,68.0,,0.68,64.60000000000001
2019-05-04,73,68.0,,0.68,49.64
2019-05-05,85,68.0,,0.68,57.800000000000004
2019-05-06,96,68.0,,0.68,65.28
2019-05-07,94,68.0,,0.68,63.92
2019-05-08,99,68.0,,0.68,67.32000000000001
2019-05-09,98,68.0,,0.68,66.64
2019-05-10,94,68.0,,0.68,63.92
2019-05-11,74,68.0,,0.68,50.32
2019-05-12,77,68.0,,0.68,52.36000000000001
2019-05-13,98,68.0,,0.68,66.64
2019-05-14,97,68.0,,0.68,65.96000000000001
2019-05-15,99,68.0,,0.68,67.32000000000001
2019-05-16,100,68.0,,0.68,68.0
2019-05-17,94,68.0,,0.68,63.92
2019-05-18,76,68.0,,0.68,51.68000000000001
2019-05-19,81,68.0,,0.68,55.080000000000005
2019-05-20,93,68.0,,0.68,63.24
2019-05-21,92,68.0,,0.68,62.56
2019-05-22,92,68.0,,0.68,62.56
2019-05-23,91,68.0,,0.68,61.88
2019-05-24,87,68.0,,0.68,59.160000000000004
2019-05-25,71,68.0,,0.68,48.28
2019-05-26,75,68.0,,0.68,51.00000000000001
2019-05-27,76,68.0,,0.68,51.68000000000001
2019-05-28,86,68.0,,0.68,58.480000000000004
2019-05-29,93,68.0,,0.68,63.24
2019-05-30,88,68.0,,0.68,59.84
2019-05-31,86,68.0,,0.68,58.480000000000004
2019-06-01,80,61.0,False,0.61,48.8
2019-06-02,91,61.0,,0.61,55.51
2019-06-03,98,61.0,,0.61,59.78
2019-06-04,100,61.0,,0.61,61.0
2019-06-05,97,61.0,,0.61,59.17
2019-06-06,98,61.0,,0.61,59.78
2019-06-07,91,61.0,,0.61,55.51
2019-06-08,85,61.0,,0.61,51.85
2019-06-09,85,61.0,,0.61,51.85
2019-06-10,95,61.0,,0.61,57.949999999999996
2019-06-11,96,61.0,,0.61,58.56
2019-06-12,92,61.0,,0.61,56.12
2019-06-13,93,61.0,,0.61,56.73
2019-06-14,91,61.0,,0.61,55.51
2019-06-15,76,61.0,,0.61,46.36
2019-06-16,83,61.0,,0.61,50.629999999999995
2019-06-17,89,61.0,,0.61,54.29
2019-06-18,88,61.0,,0.61,53.68
2019-06-19,89,61.0,,0.61,54.29
2019-06-20,88,61.0,,0.61,53.68
2019-06-21,89,61.0,,0.61,54.29
2019-06-22,78,61.0,,0.61,47.58
2019-06-23,86,61.0,,0.61,52.46
2019-06-24,91,61.0,,0.61,55.51
2019-06-25,94,61.0,,0.61,57.339999999999996
2019-06-26,92,61.0,,0.61,56.12
2019-06-27,92,61.0,,0.61,56.12
2019-06-28,96,61.0,,0.61,58.56
2019-06-29,80,61.0,,0.61,48.8
2019-06-30,89,61.0,,0.61,54.29
2019-07-01,85,60.0,False,0.6,51.0
2019-07-02,88,60.0,,0.6,52.8
2019-07-03,91,60.0,,0.6,54.6
2019-07-04,94,60.0,,0.6,56.4
2019-07-05,78,60.0,,0.6,46.8
2019-07-06,85,60.0,,0.6,51.0
2019-07-07,79,60.0,,0.6,47.4
2019-07-08,84,60.0,,0.6,50.4
2019-07-09,90,60.0,,0.6,54.0
2019-07-10,91,60.0,,0.6,54.6
2019-07-11,86,60.0,,0.6,51.6
2019-07-12,89,60.0,,0.6,53.4
2019-07-13,82,60.0,,0.6,49.199999999999996
2019-07-14,88,60.0,,0.6,52.8
2019-07-15,88,60.0,,0.6,52.8
2019-07-16,87,60.0,,0.6,52.199999999999996
2019-07-17,89,60.0,,0.6,53.4
2019-07-18,89,60.0,,0.6,53.4
2019-07-19,94,60.0,,0.6,56.4
2019-07-20,95,60.0,,0.6,57.0
2019-07-21,100,60.0,,0.6,60.0
2019-07-22,98,60.0,,0.6,58.8
2019-07-23,91,60.0,,0.6,54.6
2019-07-24,86,60.0,,0.6,51.6
2019-07-25,86,60.0,,0.6,51.6
2019-07-26,90,60.0,,0.6,54.0
2019-07-27,82,60.0,,0.6,49.199999999999996
2019-07-28,86,60.0,,0.6,51.6
2019-07-29,89,60.0,,0.6,53.4
2019-07-30,85,60.0,,0.6,51.0
2019-07-31,89,60.0,,0.6,53.4
2019-08-01,84,60.0,False,0.6,50.4
2019-08-02,81,60.0,,0.6,48.6
2019-08-03,79,60.0,,0.6,47.4
2019-08-04,83,60.0,,0.6,49.8
2019-08-05,88,60.0,,0.6,52.8
2019-08-06,85,60.0,,0.6,51.0
2019-08-07,87,60.0,,0.6,52.199999999999996
2019-08-08,87,60.0,,0.6,52.199999999999996
2019-08-09,90,60.0,,0.6,54.0
2019-08-10,82,60.0,,0.6,49.199999999999996
2019-08-11,84,60.0,,0.6,50.4
2019-08-12,82,60.0,,0.6,49.199999999999996
2019-08-13,85,60.0,,0.6,51.0
2019-08-14,94,60.0,,0.6,56.4
2019-08-15,89,60.0,,0.6,53.4
2019-08-16,89,60.0,,0.6,53.4
2019-08-17,83,60.0,,0.6,49.8
2019-08-18,86,60.0,,0.6,51.6
2019-08-19,90,60.0,,0.6,54.0
2019-08-20,93,60.0,,0.6,55.8
2019-08-21,92,60.0,,0.6,55.199999999999996
2019-08-22,98,60.0,,0.6,58.8
2019-08-23,99,60.0,,0.6,59.4
2019-08-24,82,60.0,,0.6,49.199999999999996
2019-08-25,90,60.0,,0.6,54.0
2019-08-26,95,60.0,,0.6,57.0
2019-08-27,95,60.0,,0.6,57.0
2019-08-28,99,60.0,,0.6,59.4
2019-08-29,100,60.0,,0.6,60.0
