date,KR_unscaled,KR_monthly,isPartial,scale,KR
2017-12-27,52,81.0,,0.81,42.120000000000005
2017-12-28,66,81.0,,0.81,53.46
2017-12-29,67,81.0,,0.81,54.27
2017-12-30,50,81.0,,0.81,40.5
2017-12-31,38,81.0,,0.81,30.78
2018-01-01,36,83.0,False,0.83,29.88
2018-01-02,57,83.0,,0.83,47.309999999999995
2018-01-03,54,83.0,,0.83,44.82
2018-01-04,68,83.0,,0.83,56.44
2018-01-05,62,83.0,,0.83,51.46
2018-01-06,55,83.0,,0.83,45.65
2018-01-07,62,83.0,,0.83,51.46
2018-01-08,46,83.0,,0.83,38.18
2018-01-09,64,83.0,,0.83,53.12
2018-01-10,62,83.0,,0.83,51.46
2018-01-11,75,83.0,,0.83,62.25
2018-01-12,78,83.0,,0.83,64.74
2018-01-13,54,83.0,,0.83,44.82
2018-01-14,57,83.0,,0.83,47.309999999999995
2018-01-15,56,83.0,,0.83,46.48
2018-01-16,72,83.0,,0.83,59.76
2018-01-17,73,83.0,,0.83,60.589999999999996
2018-01-18,69,83.0,,0.83,57.269999999999996
2018-01-19,75,83.0,,0.83,62.25
2018-01-20,53,83.0,,0.83,43.989999999999995
2018-01-21,42,83.0,,0.83,34.86
2018-01-22,78,83.0,,0.83,64.74
2018-01-23,72,83.0,,0.83,59.76
2018-01-24,79,83.0,,0.83,65.57
2018-01-25,87,83.0,,0.83,72.21
2018-01-26,100,83.0,,0.83,83.0
2018-01-27,50,83.0,,0.83,41.5
2018-01-28,54,83.0,,0.83,44.82
2018-01-29,82,83.0,,0.83,68.06
2018-01-30,77,83.0,,0.83,63.91
2018-01-31,92,83.0,,0.83,76.36
2018-02-01,60,80.0,False,0.8,48.0
2018-02-02,85,80.0,,0.8,68.0
2018-02-03,55,80.0,,0.8,44.0
2018-02-04,59,80.0,,0.8,47.2
2018-02-05,75,80.0,,0.8,60.0
2018-02-06,96,80.0,,0.8,76.80000000000001
2018-02-07,100,80.0,,0.8,80.0
2018-02-08,77,80.0,,0.8,61.6
2018-02-09,85,80.0,,0.8,68.0
2018-02-10,59,80.0,,0.8,47.2
2018-02-11,66,80.0,,0.8,52.800000000000004
2018-02-12,93,80.0,,0.8,74.4
2018-02-13,73,80.0,,0.8,58.400000000000006
2018-02-14,90,80.0,,0.8,72.0
2018-02-15,68,80.0,,0.8,54.400000000000006
2018-02-16,88,80.0,,0.8,70.4
2018-02-17,58,80.0,,0.8,46.400000000000006
2018-02-18,59,80.0,,0.8,47.2
2018-02-19,73,80.0,,0.8,58.400000000000006
2018-02-20,88,80.0,,0.8,70.4
2018-02-21,80,80.0,,0.8,64.0
2018-02-22,73,80.0,,0.8,58.400000000000006
2018-02-23,72,80.0,,0.8,57.6
2018-02-24,45,80.0,,0.8,36.0
2018-02-25,64,80.0,,0.8,51.2
2018-02-26,80,80.0,,0.8,64.0
2018-02-27,80,80.0,,0.8,64.0
2018-02-28,68,80.0,,0.8,54.400000000000006
2018-03-01,59,86.0,False,0.86,50.74
2018-03-02,50,86.0,,0.86,43.0
2018-03-03,43,86.0,,0.86,36.98
2018-03-04,45,86.0,,0.86,38.7
2018-03-05,50,86.0,,0.86,43.0
2018-03-06,69,86.0,,0.86,59.339999999999996
2018-03-07,74,86.0,,0.86,63.64
2018-03-08,100,86.0,,0.86,86.0
2018-03-09,74,86.0,,0.86,63.64
2018-03-10,54,86.0,,0.86,46.44
2018-03-11,53,86.0,,0.86,45.58
2018-03-12,64,86.0,,0.86,55.04
2018-03-13,57,86.0,,0.86,49.019999999999996
2018-03-14,63,86.0,,0.86,54.18
2018-03-15,62,86.0,,0.86,53.32
2018-03-16,66,86.0,,0.86,56.76
2018-03-17,32,86.0,,0.86,27.52
2018-03-18,44,86.0,,0.86,37.839999999999996
2018-03-19,52,86.0,,0.86,44.72
2018-03-20,53,86.0,,0.86,45.58
2018-03-21,56,86.0,,0.86,48.16
2018-03-22,61,86.0,,0.86,52.46
2018-03-23,71,86.0,,0.86,61.06
2018-03-24,50,86.0,,0.86,43.0
2018-03-25,46,86.0,,0.86,39.56
2018-03-26,72,86.0,,0.86,61.92
2018-03-27,58,86.0,,0.86,49.88
2018-03-28,55,86.0,,0.86,47.3
2018-03-29,57,86.0,,0.86,49.019999999999996
2018-03-30,52,86.0,,0.86,44.72
2018-03-31,38,86.0,,0.86,32.68
2018-04-01,56,77.0,False,0.77,43.120000000000005
2018-04-02,74,77.0,,0.77,56.980000000000004
2018-04-03,90,77.0,,0.77,69.3
2018-04-04,91,77.0,,0.77,70.07000000000001
2018-04-05,72,77.0,,0.77,55.44
2018-04-06,73,77.0,,0.77,56.21
2018-04-07,62,77.0,,0.77,47.74
2018-04-08,64,77.0,,0.77,49.28
2018-04-09,95,77.0,,0.77,73.15
2018-04-10,79,77.0,,0.77,60.83
2018-04-11,87,77.0,,0.77,66.99
2018-04-12,81,77.0,,0.77,62.370000000000005
2018-04-13,75,77.0,,0.77,57.75
2018-04-14,85,77.0,,0.77,65.45
2018-04-15,75,77.0,,0.77,57.75
2018-04-16,91,77.0,,0.77,70.07000000000001
2018-04-17,78,77.0,,0.77,60.06
2018-04-18,91,77.0,,0.77,70.07000000000001
2018-04-19,94,77.0,,0.77,72.38
2018-04-20,89,77.0,,0.77,68.53
2018-04-21,69,77.0,,0.77,53.13
2018-04-22,78,77.0,,0.77,60.06
2018-04-23,90,77.0,,0.77,69.3
2018-04-24,100,77.0,,0.77,77.0
2018-04-25,100,77.0,,0.77,77.0
2018-04-26,82,77.0,,0.77,63.14
2018-04-27,86,77.0,,0.77,66.22
2018-04-28,82,77.0,,0.77,63.14
2018-04-29,70,77.0,,0.77,53.9
2018-04-30,73,77.0,,0.77,56.21
2018-05-01,92,77.0,False,0.77,70.84
2018-05-02,83,77.0,,0.77,63.910000000000004
2018-05-03,88,77.0,,0.77,67.76
2018-05-04,75,77.0,,0.77,57.75
2018-05-05,56,77.0,,0.77,43.120000000000005
2018-05-06,69,77.0,,0.77,53.13
2018-05-07,84,77.0,,0.77,64.68
2018-05-08,99,77.0,,0.77,76.23
2018-05-09,80,77.0,,0.77,61.6
2018-05-10,89,77.0,,0.77,68.53
2018-05-11,69,77.0,,0.77,53.13
2018-05-12,67,77.0,,0.77,51.59
2018-05-13,63,77.0,,0.77,48.51
2018-05-14,91,77.0,,0.77,70.07000000000001
2018-05-15,83,77.0,,0.77,63.910000000000004
2018-05-16,63,77.0,,0.77,48.51
2018-05-17,90,77.0,,0.77,69.3
2018-05-18,100,77.0,,0.77,77.0
2018-05-19,66,77.0,,0.77,50.82
2018-05-20,55,77.0,,0.77,42.35
2018-05-21,58,77.0,,0.77,44.660000000000004
2018-05-22,80,77.0,,0.77,61.6
2018-05-23,54,77.0,,0.77,41.58
2018-05-24,90,77.0,,0.77,69.3
2018-05-25,73,77.0,,0.77,56.21
2018-05-26,54,77.0,,0.77,41.58
2018-05-27,59,77.0,,0.77,45.43
2018-05-28,50,77.0,,0.77,38.5
2018-05-29,79,77.0,,0.77,60.83
2018-05-30,67,77.0,,0.77,51.59
2018-05-31,74,77.0,,0.77,56.980000000000004
2018-06-01,63,82.0,False,0.82,51.66
2018-06-02,50,82.0,,0.82,41.0
2018-06-03,50,82.0,,0.82,41.0
2018-06-04,62,82.0,,0.82,50.839999999999996
2018-06-05,51,82.0,,0.82,41.82
2018-06-06,57,82.0,,0.82,46.739999999999995
2018-06-07,73,82.0,,0.82,59.86
2018-06-08,78,82.0,,0.82,63.959999999999994
2018-06-09,50,82.0,,0.82,41.0
2018-06-10,39,82.0,,0.82,31.979999999999997
2018-06-11,53,82.0,,0.82,43.46
2018-06-12,79,82.0,,0.82,64.78
2018-06-13,83,82.0,,0.82,68.06
2018-06-14,71,82.0,,0.82,58.22
2018-06-15,53,82.0,,0.82,43.46
2018-06-16,55,82.0,,0.82,45.099999999999994
2018-06-17,44,82.0,,0.82,36.08
2018-06-18,74,82.0,,0.82,60.68
2018-06-19,69,82.0,,0.82,56.58
2018-06-20,80,82.0,,0.82,65.6
2018-06-21,93,82.0,,0.82,76.25999999999999
2018-06-22,100,82.0,,0.82,82.0
2018-06-23,62,82.0,,0.82,50.839999999999996
2018-06-24,64,82.0,,0.82,52.48
2018-06-25,87,82.0,,0.82,71.33999999999999
2018-06-26,72,82.0,,0.82,59.04
2018-06-27,69,82.0,,0.82,56.58
2018-06-28,69,82.0,,0.82,56.58
2018-06-29,71,82.0,,0.82,58.22
2018-06-30,38,82.0,,0.82,31.159999999999997
2018-07-01,61,76.0,False,0.76,46.36
2018-07-02,94,76.0,,0.76,71.44
2018-07-03,81,76.0,,0.76,61.56
2018-07-04,50,76.0,,0.76,38.0
2018-07-05,92,76.0,,0.76,69.92
2018-07-06,76,76.0,,0.76,57.76
2018-07-07,71,76.0,,0.76,53.96
2018-07-08,73,76.0,,0.76,55.480000000000004
2018-07-09,92,76.0,,0.76,69.92
2018-07-10,84,76.0,,0.76,63.84
2018-07-11,88,76.0,,0.76,66.88
2018-07-12,82,76.0,,0.76,62.32
2018-07-13,75,76.0,,0.76,57.0
2018-07-14,45,76.0,,0.76,34.2
2018-07-15,78,76.0,,0.76,59.28
2018-07-16,89,76.0,,0.76,67.64
2018-07-17,77,76.0,,0.76,58.52
2018-07-18,100,76.0,,0.76,76.0
2018-07-19,76,76.0,,0.76,57.76
2018-07-20,87,76.0,,0.76,66.12
2018-07-21,58,76.0,,0.76,44.08
2018-07-22,70,76.0,,0.76,53.2
2018-07-23,74,76.0,,0.76,56.24
2018-07-24,93,76.0,,0.76,70.68
2018-07-25,71,76.0,,0.76,53.96
2018-07-26,91,76.0,,0.76,69.16
2018-07-27,98,76.0,,0.76,74.48
2018-07-28,58,76.0,,0.76,44.08
2018-07-29,80,76.0,,0.76,60.8
2018-07-30,89,76.0,,0.76,67.64
2018-07-31,89,76.0,,0.76,67.64
2018-08-01,74,80.0,False,0.8,59.2
2018-08-02,75,80.0,,0.8,60.0
2018-08-03,76,80.0,,0.8,60.800000000000004
2018-08-04,55,80.0,,0.8,44.0
2018-08-05,83,80.0,,0.8,66.4
2018-08-06,82,80.0,,0.8,65.60000000000001
2018-08-07,71,80.0,,0.8,56.800000000000004
2018-08-08,72,80.0,,0.8,57.6
2018-08-09,58,80.0,,0.8,46.400000000000006
2018-08-10,65,80.0,,0.8,52.0
2018-08-11,71,80.0,,0.8,56.800000000000004
2018-08-12,58,80.0,,0.8,46.400000000000006
2018-08-13,77,80.0,,0.8,61.6
2018-08-14,83,80.0,,0.8,66.4
2018-08-15,78,80.0,,0.8,62.400000000000006
2018-08-16,82,80.0,,0.8,65.60000000000001
2018-08-17,91,80.0,,0.8,72.8
2018-08-18,71,80.0,,0.8,56.800000000000004
2018-08-19,58,80.0,,0.8,46.400000000000006
2018-08-20,88,80.0,,0.8,70.4
2018-08-21,64,80.0,,0.8,51.2
2018-08-22,76,80.0,,0.8,60.800000000000004
2018-08-23,100,80.0,,0.8,80.0
2018-08-24,74,80.0,,0.8,59.2
2018-08-25,68,80.0,,0.8,54.400000000000006
2018-08-26,47,80.0,,0.8,37.6
2018-08-27,82,80.0,,0.8,65.60000000000001
2018-08-28,62,80.0,,0.8,49.6
2018-08-29,65,80.0,,0.8,52.0
2018-08-30,94,80.0,,0.8,75.2
2018-08-31,71,80.0,,0.8,56.800000000000004
2018-09-01,45,85.0,False,0.85,38.25
2018-09-02,28,85.0,,0.85,23.8
2018-09-03,39,85.0,,0.85,33.15
2018-09-04,56,85.0,,0.85,47.6
2018-09-05,67,85.0,,0.85,56.949999999999996
2018-09-06,58,85.0,,0.85,49.3
2018-09-07,53,85.0,,0.85,45.05
2018-09-08,38,85.0,,0.85,32.3
2018-09-09,35,85.0,,0.85,29.75
2018-09-10,62,85.0,,0.85,52.699999999999996
2018-09-11,49,85.0,,0.85,41.65
2018-09-12,54,85.0,,0.85,45.9
2018-09-13,100,85.0,,0.85,85.0
2018-09-14,64,85.0,,0.85,54.4
2018-09-15,40,85.0,,0.85,34.0
2018-09-16,45,85.0,,0.85,38.25
2018-09-17,63,85.0,,0.85,53.55
2018-09-18,65,85.0,,0.85,55.25
2018-09-19,56,85.0,,0.85,47.6
2018-09-20,69,85.0,,0.85,58.65
2018-09-21,61,85.0,,0.85,51.85
2018-09-22,58,85.0,,0.85,49.3
2018-09-23,38,85.0,,0.85,32.3
2018-09-24,60,85.0,,0.85,51.0
2018-09-25,76,85.0,,0.85,64.6
2018-09-26,45,85.0,,0.85,38.25
2018-09-27,52,85.0,,0.85,44.199999999999996
2018-09-28,43,85.0,,0.85,36.55
2018-09-29,36,85.0,,0.85,30.599999999999998
2018-09-30,36,85.0,,0.85,30.599999999999998
2018-10-01,90,89.0,False,0.89,80.1
2018-10-02,69,89.0,,0.89,61.410000000000004
2018-10-03,72,89.0,,0.89,64.08
2018-10-04,72,89.0,,0.89,64.08
2018-10-05,70,89.0,,0.89,62.300000000000004
2018-10-06,59,89.0,,0.89,52.51
2018-10-07,49,89.0,,0.89,43.61
2018-10-08,67,89.0,,0.89,59.63
2018-10-09,65,89.0,,0.89,57.85
2018-10-10,69,89.0,,0.89,61.410000000000004
2018-10-11,86,89.0,,0.89,76.54
2018-10-12,74,89.0,,0.89,65.86
2018-10-13,57,89.0,,0.89,50.730000000000004
2018-10-14,57,89.0,,0.89,50.730000000000004
2018-10-15,80,89.0,,0.89,71.2
2018-10-16,73,89.0,,0.89,64.97
2018-10-17,57,89.0,,0.89,50.730000000000004
2018-10-18,84,89.0,,0.89,74.76
2018-10-19,61,89.0,,0.89,54.29
2018-10-20,58,89.0,,0.89,51.62
2018-10-21,51,89.0,,0.89,45.39
2018-10-22,73,89.0,,0.89,64.97
2018-10-23,77,89.0,,0.89,68.53
2018-10-24,71,89.0,,0.89,63.19
2018-10-25,81,89.0,,0.89,72.09
2018-10-26,100,89.0,,0.89,89.0
2018-10-27,59,89.0,,0.89,52.51
2018-10-28,60,89.0,,0.89,53.4
2018-10-29,83,89.0,,0.89,73.87
2018-10-30,81,89.0,,0.89,72.09
2018-10-31,75,89.0,,0.89,66.75
2018-11-01,100,78.0,False,0.78,78.0
2018-11-02,89,78.0,,0.78,69.42
2018-11-03,60,78.0,,0.78,46.800000000000004
2018-11-04,71,78.0,,0.78,55.38
2018-11-05,78,78.0,,0.78,60.84
2018-11-06,88,78.0,,0.78,68.64
2018-11-07,97,78.0,,0.78,75.66
2018-11-08,90,78.0,,0.78,70.2
2018-11-09,78,78.0,,0.78,60.84
2018-11-10,63,78.0,,0.78,49.14
2018-11-11,55,78.0,,0.78,42.9
2018-11-12,72,78.0,,0.78,56.160000000000004
2018-11-13,90,78.0,,0.78,70.2
2018-11-14,86,78.0,,0.78,67.08
2018-11-15,93,78.0,,0.78,72.54
2018-11-16,71,78.0,,0.78,55.38
2018-11-17,68,78.0,,0.78,53.04
2018-11-18,68,78.0,,0.78,53.04
2018-11-19,67,78.0,,0.78,52.260000000000005
2018-11-20,83,78.0,,0.78,64.74000000000001
2018-11-21,79,78.0,,0.78,61.620000000000005
2018-11-22,59,78.0,,0.78,46.02
2018-11-23,66,78.0,,0.78,51.480000000000004
2018-11-24,56,78.0,,0.78,43.68
2018-11-25,64,78.0,,0.78,49.92
2018-11-26,74,78.0,,0.78,57.72
2018-11-27,86,78.0,,0.78,67.08
2018-11-28,89,78.0,,0.78,69.42
2018-11-29,90,78.0,,0.78,70.2
2018-11-30,76,78.0,,0.78,59.28
2018-12-01,92,73.0,False,0.73,67.16
2018-12-02,62,73.0,,0.73,45.26
2018-12-03,82,73.0,,0.73,59.86
2018-12-04,84,73.0,,0.73,61.32
2018-12-05,91,73.0,,0.73,66.42999999999999
2018-12-06,100,73.0,,0.73,73.0
2018-12-07,70,73.0,,0.73,51.1
2018-12-08,61,73.0,,0.73,44.53
2018-12-09,66,73.0,,0.73,48.18
2018-12-10,79,73.0,,0.73,57.67
2018-12-11,82,73.0,,0.73,59.86
2018-12-12,81,73.0,,0.73,59.129999999999995
2018-12-13,81,73.0,,0.73,59.129999999999995
2018-12-14,73,73.0,,0.73,53.29
2018-12-15,52,73.0,,0.73,37.96
2018-12-16,56,73.0,,0.73,40.879999999999995
2018-12-17,72,73.0,,0.73,52.56
2018-12-18,78,73.0,,0.73,56.94
2018-12-19,63,73.0,,0.73,45.99
2018-12-20,83,73.0,,0.73,60.589999999999996
2018-12-21,98,73.0,,0.73,71.53999999999999
2018-12-22,63,73.0,,0.73,45.99
2018-12-23,64,73.0,,0.73,46.72
2018-12-24,56,73.0,,0.73,40.879999999999995
2018-12-25,63,73.0,,0.73,45.99
2018-12-26,69,73.0,,0.73,50.37
2018-12-27,82,73.0,,0.73,59.86
2018-12-28,77,73.0,,0.73,56.21
2018-12-29,56,73.0,,0.73,40.879999999999995
2018-12-30,60,73.0,,0.73,43.8
2018-12-31,53,73.0,,0.73,38.69
2019-01-01,63,77.0,False,0.77,48.51
2019-01-02,77,77.0,,0.77,59.29
2019-01-03,79,77.0,,0.77,60.83
2019-01-04,86,77.0,,0.77,66.22
2019-01-05,70,77.0,,0.77,53.9
2019-01-06,71,77.0,,0.77,54.67
2019-01-07,93,77.0,,0.77,71.61
2019-01-08,86,77.0,,0.77,66.22
2019-01-09,100,77.0,,0.77,77.0
2019-01-10,69,77.0,,0.77,53.13
2019-01-11,64,77.0,,0.77,49.28
2019-01-12,75,77.0,,0.77,57.75
2019-01-13,58,77.0,,0.77,44.660000000000004
2019-01-14,86,77.0,,0.77,66.22
2019-01-15,82,77.0,,0.77,63.14
2019-01-16,90,77.0,,0.77,69.3
2019-01-17,78,77.0,,0.77,60.06
2019-01-18,88,77.0,,0.77,67.76
2019-01-19,71,77.0,,0.77,54.67
2019-01-20,64,77.0,,0.77,49.28
2019-01-21,74,77.0,,0.77,56.980000000000004
2019-01-22,96,77.0,,0.77,73.92
2019-01-23,69,77.0,,0.77,53.13
2019-01-24,70,77.0,,0.77,53.9
2019-01-25,77,77.0,,0.77,59.29
2019-01-26,62,77.0,,0.77,47.74
2019-01-27,67,77.0,,0.77,51.59
2019-01-28,73,77.0,,0.77,56.21
2019-01-29,68,77.0,,0.77,52.36
2019-01-30,79,77.0,,0.77,60.83
2019-01-31,84,77.0,,0.77,64.68
2019-02-01,98,75.0,False,0.75,73.5
2019-02-02,62,75.0,,0.75,46.5
2019-02-03,55,75.0,,0.75,41.25
2019-02-04,93,75.0,,0.75,69.75
2019-02-05,82,75.0,,0.75,61.5
2019-02-06,87,75.0,,0.75,65.25
2019-02-07,77,75.0,,0.75,57.75
2019-02-08,85,75.0,,0.75,63.75
2019-02-09,82,75.0,,0.75,61.5
2019-02-10,70,75.0,,0.75,52.5
2019-02-11,90,75.0,,0.75,67.5
2019-02-12,97,75.0,,0.75,72.75
2019-02-13,96,75.0,,0.75,72.0
2019-02-14,86,75.0,,0.75,64.5
2019-02-15,95,75.0,,0.75,71.25
2019-02-16,57,75.0,,0.75,42.75
2019-02-17,50,75.0,,0.75,37.5
2019-02-18,73,75.0,,0.75,54.75
2019-02-19,93,75.0,,0.75,69.75
2019-02-20,98,75.0,,0.75,73.5
2019-02-21,81,75.0,,0.75,60.75
2019-02-22,100,75.0,,0.75,75.0
2019-02-23,76,75.0,,0.75,57.0
2019-02-24,93,75.0,,0.75,69.75
2019-02-25,90,75.0,,0.75,67.5
2019-02-26,92,75.0,,0.75,69.0
2019-02-27,93,75.0,,0.75,69.75
2019-02-28,77,75.0,,0.75,57.75
2019-03-01,70,81.0,False,0.81,56.7
2019-03-02,68,81.0,,0.81,55.080000000000005
2019-03-03,59,81.0,,0.81,47.790000000000006
2019-03-04,69,81.0,,0.81,55.89
2019-03-05,80,81.0,,0.81,64.80000000000001
2019-03-06,84,81.0,,0.81,68.04
2019-03-07,100,81.0,,0.81,81.0
2019-03-08,80,81.0,,0.81,64.80000000000001
2019-03-09,64,81.0,,0.81,51.84
2019-03-10,64,81.0,,0.81,51.84
2019-03-11,78,81.0,,0.81,63.18000000000001
2019-03-12,73,81.0,,0.81,59.13
2019-03-13,70,81.0,,0.81,56.7
2019-03-14,89,81.0,,0.81,72.09
2019-03-15,70,81.0,,0.81,56.7
2019-03-16,53,81.0,,0.81,42.93
2019-03-17,51,81.0,,0.81,41.31
2019-03-18,70,81.0,,0.81,56.7
2019-03-19,64,81.0,,0.81,51.84
2019-03-20,69,81.0,,0.81,55.89
2019-03-21,67,81.0,,0.81,54.27
2019-03-22,86,81.0,,0.81,69.66000000000001
2019-03-23,46,81.0,,0.81,37.260000000000005
2019-03-24,49,81.0,,0.81,39.690000000000005
2019-03-25,62,81.0,,0.81,50.220000000000006
2019-03-26,84,81.0,,0.81,68.04
2019-03-27,60,81.0,,0.81,48.6
2019-03-28,75,81.0,,0.81,60.75000000000001
2019-03-29,67,81.0,,0.81,54.27
2019-03-30,50,81.0,,0.81,40.5
2019-03-31,57,81.0,,0.81,46.17
2019-04-01,91,77.0,False,0.77,70.07000000000001
2019-04-02,79,77.0,,0.77,60.83
2019-04-03,96,77.0,,0.77,73.92
2019-04-04,79,77.0,,0.77,60.83
2019-04-05,62,77.0,,0.77,47.74
2019-04-06,50,77.0,,0.77,38.5
2019-04-07,63,77.0,,0.77,48.51
2019-04-08,72,77.0,,0.77,55.44
2019-04-09,88,77.0,,0.77,67.76
2019-04-10,80,77.0,,0.77,61.6
2019-04-11,80,77.0,,0.77,61.6
2019-04-12,89,77.0,,0.77,68.53
2019-04-13,66,77.0,,0.77,50.82
2019-04-14,75,77.0,,0.77,57.75
2019-04-15,87,77.0,,0.77,66.99
2019-04-16,76,77.0,,0.77,58.52
2019-04-17,87,77.0,,0.77,66.99
2019-04-18,80,77.0,,0.77,61.6
2019-04-19,71,77.0,,0.77,54.67
2019-04-20,60,77.0,,0.77,46.2
2019-04-21,54,77.0,,0.77,41.58
2019-04-22,86,77.0,,0.77,66.22
2019-04-23,100,77.0,,0.77,77.0
2019-04-24,68,77.0,,0.77,52.36
2019-04-25,61,77.0,,0.77,46.97
2019-04-26,86,77.0,,0.77,66.22
2019-04-27,58,77.0,,0.77,44.660000000000004
2019-04-28,62,77.0,,0.77,47.74
2019-04-29,71,77.0,,0.77,54.67
2019-04-30,81,77.0,,0.77,62.370000000000005
2019-05-01,84,73.0,False,0.73,61.32
2019-05-02,100,73.0,,0.73,73.0
2019-05-03,73,73.0,,0.73,53.29
2019-05-04,68,73.0,,0.73,49.64
2019-05-05,65,73.0,,0.73,47.449999999999996
2019-05-06,68,73.0,,0.73,49.64
2019-05-07,57,73.0,,0.73,41.61
2019-05-08,76,73.0,,0.73,55.48
2019-05-09,56,73.0,,0.73,40.879999999999995
2019-05-10,92,73.0,,0.73,67.16
2019-05-11,79,73.0,,0.73,57.67
2019-05-12,61,73.0,,0.73,44.53
2019-05-13,77,73.0,,0.73,56.21
2019-05-14,66,73.0,,0.73,48.18
2019-05-15,58,73.0,,0.73,42.339999999999996
2019-05-16,88,73.0,,0.73,64.24
2019-05-17,74,73.0,,0.73,54.019999999999996
2019-05-18,57,73.0,,0.73,41.61
2019-05-19,61,73.0,,0.73,44.53
2019-05-20,93,73.0,,0.73,67.89
2019-05-21,80,73.0,,0.73,58.4
2019-05-22,66,73.0,,0.73,48.18
2019-05-23,68,73.0,,0.73,49.64
2019-05-24,70,73.0,,0.73,51.1
2019-05-25,58,73.0,,0.73,42.339999999999996
2019-05-26,60,73.0,,0.73,43.8
2019-05-27,63,73.0,,0.73,45.99
2019-05-28,88,73.0,,0.73,64.24
2019-05-29,85,73.0,,0.73,62.05
2019-05-30,75,73.0,,0.73,54.75
2019-05-31,71,73.0,,0.73,51.83
2019-06-01,61,74.0,False,0.74,45.14
2019-06-02,58,74.0,,0.74,42.92
2019-06-03,76,74.0,,0.74,56.24
2019-06-04,99,74.0,,0.74,73.26
2019-06-05,97,74.0,,0.74,71.78
2019-06-06,68,74.0,,0.74,50.32
2019-06-07,75,74.0,,0.74,55.5
2019-06-08,57,74.0,,0.74,42.18
2019-06-09,78,74.0,,0.74,57.72
2019-06-10,85,74.0,,0.74,62.9
2019-06-11,86,74.0,,0.74,63.64
2019-06-12,86,74.0,,0.74,63.64
2019-06-13,98,74.0,,0.74,72.52
2019-06-14,78,74.0,,0.74,57.72
2019-06-15,64,74.0,,0.74,47.36
2019-06-16,73,74.0,,0.74,54.019999999999996
2019-06-17,61,74.0,,0.74,45.14
2019-06-18,72,74.0,,0.74,53.28
2019-06-19,90,74.0,,0.74,66.6
2019-06-20,100,74.0,,0.74,74.0
2019-06-21,97,74.0,,0.74,71.78
2019-06-22,65,74.0,,0.74,48.1
2019-06-23,66,74.0,,0.74,48.839999999999996
2019-06-24,70,74.0,,0.74,51.8
2019-06-25,72,74.0,,0.74,53.28
2019-06-26,96,74.0,,0.74,71.03999999999999
2019-06-27,70,74.0,,0.74,51.8
2019-06-28,85,74.0,,0.74,62.9
2019-06-29,56,74.0,,0.74,41.44
2019-06-30,58,74.0,,0.74,42.92
2019-07-01,32,86.0,False,0.86,27.52
2019-07-02,32,86.0,,0.86,27.52
2019-07-03,31,86.0,,0.86,26.66
2019-07-04,25,86.0,,0.86,21.5
2019-07-05,29,86.0,,0.86,24.94
2019-07-06,31,86.0,,0.86,26.66
2019-07-07,26,86.0,,0.86,22.36
2019-07-08,29,86.0,,0.86,24.94
2019-07-09,35,86.0,,0.86,30.099999999999998
2019-07-10,30,86.0,,0.86,25.8
2019-07-11,28,86.0,,0.86,24.08
2019-07-12,33,86.0,,0.86,28.38
2019-07-13,23,86.0,,0.86,19.78
2019-07-14,21,86.0,,0.86,18.06
2019-07-15,30,86.0,,0.86,25.8
2019-07-16,33,86.0,,0.86,28.38
2019-07-17,33,86.0,,0.86,28.38
2019-07-18,32,86.0,,0.86,27.52
2019-07-19,30,86.0,,0.86,25.8
2019-07-20,17,86.0,,0.86,14.62
2019-07-21,54,86.0,,0.86,46.44
2019-07-22,66,86.0,,0.86,56.76
2019-07-23,46,86.0,,0.86,39.56
2019-07-24,100,86.0,,0.86,86.0
2019-07-25,30,86.0,,0.86,25.8
2019-07-26,28,86.0,,0.86,24.08
2019-07-27,24,86.0,,0.86,20.64
2019-07-28,19,86.0,,0.86,16.34
2019-07-29,23,86.0,,0.86,19.78
2019-07-30,35,86.0,,0.86,30.099999999999998
2019-07-31,33,86.0,,0.86,28.38
2019-08-01,74,75.0,False,0.75,55.5
2019-08-02,57,75.0,,0.75,42.75
2019-08-03,60,75.0,,0.75,45.0
2019-08-04,65,75.0,,0.75,48.75
2019-08-05,61,75.0,,0.75,45.75
2019-08-06,78,75.0,,0.75,58.5
2019-08-07,83,75.0,,0.75,62.25
2019-08-08,100,75.0,,0.75,75.0
2019-08-09,60,75.0,,0.75,45.0
2019-08-10,40,75.0,,0.75,30.0
2019-08-11,47,75.0,,0.75,35.25
2019-08-12,62,75.0,,0.75,46.5
2019-08-13,70,75.0,,0.75,52.5
2019-08-14,80,75.0,,0.75,60.0
2019-08-15,76,75.0,,0.75,57.0
2019-08-16,82,75.0,,0.75,61.5
2019-08-17,56,75.0,,0.75,42.0
2019-08-18,64,75.0,,0.75,48.0
2019-08-19,75,75.0,,0.75,56.25
2019-08-20,74,75.0,,0.75,55.5
2019-08-21,69,75.0,,0.75,51.75
2019-08-22,85,75.0,,0.75,63.75
2019-08-23,72,75.0,,0.75,54.0
2019-08-24,55,75.0,,0.75,41.25
2019-08-25,70,75.0,,0.75,52.5
2019-08-26,66,75.0,,0.75,49.5
2019-08-27,70,75.0,,0.75,52.5
2019-08-28,73,75.0,,0.75,54.75
2019-08-29,66,75.0,,0.75,49.5
2019-08-30,73,75.0,,0.75,54.75
2019-08-31,65,75.0,,0.75,48.75
2019-09-01,64,88.0,False,0.88,56.32
2019-09-02,39,88.0,,0.88,34.32
