date,GL_unscaled,GL_monthly,isPartial,scale,GL
2018-01-01,76,85.0,False,0.85,64.6
2018-01-02,87,85.0,,0.85,73.95
2018-01-03,95,85.0,,0.85,80.75
2018-01-04,89,85.0,,0.85,75.64999999999999
2018-01-05,63,85.0,,0.85,53.55
2018-01-06,67,85.0,,0.85,56.949999999999996
2018-01-07,73,85.0,,0.85,62.05
2018-01-08,92,85.0,,0.85,78.2
2018-01-09,87,85.0,,0.85,73.95
2018-01-10,94,85.0,,0.85,79.89999999999999
2018-01-11,88,85.0,,0.85,74.8
2018-01-12,72,85.0,,0.85,61.199999999999996
2018-01-13,85,85.0,,0.85,72.25
2018-01-14,67,85.0,,0.85,56.949999999999996
2018-01-15,82,85.0,,0.85,69.7
2018-01-16,99,85.0,,0.85,84.14999999999999
2018-01-17,91,85.0,,0.85,77.35
2018-01-18,84,85.0,,0.85,71.39999999999999
2018-01-19,81,85.0,,0.85,68.85
2018-01-20,67,85.0,,0.85,56.949999999999996
2018-01-21,66,85.0,,0.85,56.1
2018-01-22,83,85.0,,0.85,70.55
2018-01-23,88,85.0,,0.85,74.8
2018-01-24,96,85.0,,0.85,81.6
2018-01-25,86,85.0,,0.85,73.1
2018-01-26,86,85.0,,0.85,73.1
2018-01-27,96,85.0,,0.85,81.6
2018-01-28,79,85.0,,0.85,67.14999999999999
2018-01-29,89,85.0,,0.85,75.64999999999999
2018-01-30,100,85.0,,0.85,85.0
2018-01-31,82,85.0,,0.85,69.7
2018-02-01,98,89.0,False,0.89,87.22
2018-02-02,81,89.0,,0.89,72.09
2018-02-03,81,89.0,,0.89,72.09
2018-02-04,65,89.0,,0.89,57.85
2018-02-05,89,89.0,,0.89,79.21000000000001
2018-02-06,95,89.0,,0.89,84.55
2018-02-07,85,89.0,,0.89,75.65
2018-02-08,91,89.0,,0.89,80.99
2018-02-09,83,89.0,,0.89,73.87
2018-02-10,92,89.0,,0.89,81.88
2018-02-11,67,89.0,,0.89,59.63
2018-02-12,87,89.0,,0.89,77.43
2018-02-13,87,89.0,,0.89,77.43
2018-02-14,76,89.0,,0.89,67.64
2018-02-15,100,89.0,,0.89,89.0
2018-02-16,88,89.0,,0.89,78.32000000000001
2018-02-17,71,89.0,,0.89,63.19
2018-02-18,69,89.0,,0.89,61.410000000000004
2018-02-19,87,89.0,,0.89,77.43
2018-02-20,90,89.0,,0.89,80.1
2018-02-21,84,89.0,,0.89,74.76
2018-02-22,82,89.0,,0.89,72.98
2018-02-23,99,89.0,,0.89,88.11
2018-02-24,78,89.0,,0.89,69.42
2018-02-25,98,89.0,,0.89,87.22
2018-02-26,84,89.0,,0.89,74.76
2018-02-27,96,89.0,,0.89,85.44
2018-02-28,91,89.0,,0.89,80.99
2018-03-01,80,88.0,False,0.88,70.4
2018-03-02,78,88.0,,0.88,68.64
2018-03-03,62,88.0,,0.88,54.56
2018-03-04,82,88.0,,0.88,72.16
2018-03-05,72,88.0,,0.88,63.36
2018-03-06,87,88.0,,0.88,76.56
2018-03-07,99,88.0,,0.88,87.12
2018-03-08,90,88.0,,0.88,79.2
2018-03-09,86,88.0,,0.88,75.68
2018-03-10,60,88.0,,0.88,52.8
2018-03-11,85,88.0,,0.88,74.8
2018-03-12,87,88.0,,0.88,76.56
2018-03-13,83,88.0,,0.88,73.04
2018-03-14,87,88.0,,0.88,76.56
2018-03-15,66,88.0,,0.88,58.08
2018-03-16,83,88.0,,0.88,73.04
2018-03-17,83,88.0,,0.88,73.04
2018-03-18,95,88.0,,0.88,83.6
2018-03-19,90,88.0,,0.88,79.2
2018-03-20,79,88.0,,0.88,69.52
2018-03-21,89,88.0,,0.88,78.32000000000001
2018-03-22,86,88.0,,0.88,75.68
2018-03-23,80,88.0,,0.88,70.4
2018-03-24,67,88.0,,0.88,58.96
2018-03-25,79,88.0,,0.88,69.52
2018-03-26,94,88.0,,0.88,82.72
2018-03-27,100,88.0,,0.88,88.0
2018-03-28,83,88.0,,0.88,73.04
2018-03-29,77,88.0,,0.88,67.76
2018-03-30,74,88.0,,0.88,65.12
2018-03-31,76,88.0,,0.88,66.88
2018-04-01,68,86.0,False,0.86,58.48
2018-04-02,77,86.0,,0.86,66.22
2018-04-03,95,86.0,,0.86,81.7
2018-04-04,87,86.0,,0.86,74.82
2018-04-05,100,86.0,,0.86,86.0
2018-04-06,84,86.0,,0.86,72.24
2018-04-07,69,86.0,,0.86,59.339999999999996
2018-04-08,75,86.0,,0.86,64.5
2018-04-09,68,86.0,,0.86,58.48
2018-04-10,95,86.0,,0.86,81.7
2018-04-11,75,86.0,,0.86,64.5
2018-04-12,90,86.0,,0.86,77.4
2018-04-13,86,86.0,,0.86,73.96
2018-04-14,76,86.0,,0.86,65.36
2018-04-15,77,86.0,,0.86,66.22
2018-04-16,76,86.0,,0.86,65.36
2018-04-17,89,86.0,,0.86,76.53999999999999
2018-04-18,67,86.0,,0.86,57.62
2018-04-19,82,86.0,,0.86,70.52
2018-04-20,90,86.0,,0.86,77.4
2018-04-21,67,86.0,,0.86,57.62
2018-04-22,69,86.0,,0.86,59.339999999999996
2018-04-23,82,86.0,,0.86,70.52
2018-04-24,72,86.0,,0.86,61.92
2018-04-25,74,86.0,,0.86,63.64
2018-04-26,87,86.0,,0.86,74.82
2018-04-27,87,86.0,,0.86,74.82
2018-04-28,78,86.0,,0.86,67.08
2018-04-29,71,86.0,,0.86,61.06
2018-04-30,65,86.0,,0.86,55.9
2018-05-01,82,86.0,False,0.86,70.52
2018-05-02,97,86.0,,0.86,83.42
2018-05-03,87,86.0,,0.86,74.82
2018-05-04,85,86.0,,0.86,73.1
2018-05-05,86,86.0,,0.86,73.96
2018-05-06,65,86.0,,0.86,55.9
2018-05-07,91,86.0,,0.86,78.26
2018-05-08,87,86.0,,0.86,74.82
2018-05-09,85,86.0,,0.86,73.1
2018-05-10,77,86.0,,0.86,66.22
2018-05-11,84,86.0,,0.86,72.24
2018-05-12,75,86.0,,0.86,64.5
2018-05-13,58,86.0,,0.86,49.88
2018-05-14,91,86.0,,0.86,78.26
2018-05-15,94,86.0,,0.86,80.84
2018-05-16,91,86.0,,0.86,78.26
2018-05-17,85,86.0,,0.86,73.1
2018-05-18,100,86.0,,0.86,86.0
2018-05-19,80,86.0,,0.86,68.8
2018-05-20,68,86.0,,0.86,58.48
2018-05-21,89,86.0,,0.86,76.53999999999999
2018-05-22,87,86.0,,0.86,74.82
2018-05-23,89,86.0,,0.86,76.53999999999999
2018-05-24,99,86.0,,0.86,85.14
2018-05-25,77,86.0,,0.86,66.22
2018-05-26,79,86.0,,0.86,67.94
2018-05-27,64,86.0,,0.86,55.04
2018-05-28,80,86.0,,0.86,68.8
2018-05-29,92,86.0,,0.86,79.12
2018-05-30,97,86.0,,0.86,83.42
2018-05-31,97,86.0,,0.86,83.42
2018-06-01,87,88.0,False,0.88,76.56
2018-06-02,76,88.0,,0.88,66.88
2018-06-03,72,88.0,,0.88,63.36
2018-06-04,89,88.0,,0.88,78.32000000000001
2018-06-05,94,88.0,,0.88,82.72
2018-06-06,82,88.0,,0.88,72.16
2018-06-07,100,88.0,,0.88,88.0
2018-06-08,60,88.0,,0.88,52.8
2018-06-09,71,88.0,,0.88,62.48
2018-06-10,75,88.0,,0.88,66.0
2018-06-11,91,88.0,,0.88,80.08
2018-06-12,73,88.0,,0.88,64.24
2018-06-13,96,88.0,,0.88,84.48
2018-06-14,83,88.0,,0.88,73.04
2018-06-15,74,88.0,,0.88,65.12
2018-06-16,63,88.0,,0.88,55.44
2018-06-17,86,88.0,,0.88,75.68
2018-06-18,72,88.0,,0.88,63.36
2018-06-19,91,88.0,,0.88,80.08
2018-06-20,93,88.0,,0.88,81.84
2018-06-21,88,88.0,,0.88,77.44
2018-06-22,79,88.0,,0.88,69.52
2018-06-23,74,88.0,,0.88,65.12
2018-06-24,72,88.0,,0.88,63.36
2018-06-25,79,88.0,,0.88,69.52
2018-06-26,92,88.0,,0.88,80.96
2018-06-27,83,88.0,,0.88,73.04
2018-06-28,78,88.0,,0.88,68.64
2018-06-29,80,88.0,,0.88,70.4
2018-06-30,78,88.0,,0.88,68.64
2018-07-01,84,86.0,False,0.86,72.24
2018-07-02,91,86.0,,0.86,78.26
2018-07-03,73,86.0,,0.86,62.78
2018-07-04,75,86.0,,0.86,64.5
2018-07-05,82,86.0,,0.86,70.52
2018-07-06,72,86.0,,0.86,61.92
2018-07-07,62,86.0,,0.86,53.32
2018-07-08,75,86.0,,0.86,64.5
2018-07-09,89,86.0,,0.86,76.53999999999999
2018-07-10,83,86.0,,0.86,71.38
2018-07-11,75,86.0,,0.86,64.5
2018-07-12,87,86.0,,0.86,74.82
2018-07-13,80,86.0,,0.86,68.8
2018-07-14,74,86.0,,0.86,63.64
2018-07-15,75,86.0,,0.86,64.5
2018-07-16,77,86.0,,0.86,66.22
2018-07-17,87,86.0,,0.86,74.82
2018-07-18,81,86.0,,0.86,69.66
2018-07-19,66,86.0,,0.86,56.76
2018-07-20,82,86.0,,0.86,70.52
2018-07-21,66,86.0,,0.86,56.76
2018-07-22,66,86.0,,0.86,56.76
2018-07-23,80,86.0,,0.86,68.8
2018-07-24,86,86.0,,0.86,73.96
2018-07-25,85,86.0,,0.86,73.1
2018-07-26,100,86.0,,0.86,86.0
2018-07-27,84,86.0,,0.86,72.24
2018-07-28,65,86.0,,0.86,55.9
2018-07-29,62,86.0,,0.86,53.32
2018-07-30,95,86.0,,0.86,81.7
2018-07-31,92,86.0,,0.86,79.12
2018-08-01,98,86.0,False,0.86,84.28
2018-08-02,89,86.0,,0.86,76.53999999999999
2018-08-03,84,86.0,,0.86,72.24
2018-08-04,76,86.0,,0.86,65.36
2018-08-05,90,86.0,,0.86,77.4
2018-08-06,89,86.0,,0.86,76.53999999999999
2018-08-07,78,86.0,,0.86,67.08
2018-08-08,90,86.0,,0.86,77.4
2018-08-09,84,86.0,,0.86,72.24
2018-08-10,89,86.0,,0.86,76.53999999999999
2018-08-11,75,86.0,,0.86,64.5
2018-08-12,80,86.0,,0.86,68.8
2018-08-13,97,86.0,,0.86,83.42
2018-08-14,91,86.0,,0.86,78.26
2018-08-15,93,86.0,,0.86,79.98
2018-08-16,88,86.0,,0.86,75.67999999999999
2018-08-17,86,86.0,,0.86,73.96
2018-08-18,79,86.0,,0.86,67.94
2018-08-19,66,86.0,,0.86,56.76
2018-08-20,83,86.0,,0.86,71.38
2018-08-21,96,86.0,,0.86,82.56
2018-08-22,91,86.0,,0.86,78.26
2018-08-23,94,86.0,,0.86,80.84
2018-08-24,78,86.0,,0.86,67.08
2018-08-25,74,86.0,,0.86,63.64
2018-08-26,73,86.0,,0.86,62.78
2018-08-27,87,86.0,,0.86,74.82
2018-08-28,100,86.0,,0.86,86.0
2018-08-29,97,86.0,,0.86,83.42
2018-08-30,95,86.0,,0.86,81.7
2018-08-31,84,86.0,,0.86,72.24
2018-09-01,65,80.0,False,0.8,52.0
2018-09-02,68,80.0,,0.8,54.400000000000006
2018-09-03,62,80.0,,0.8,49.6
2018-09-04,79,80.0,,0.8,63.2
2018-09-05,98,80.0,,0.8,78.4
2018-09-06,78,80.0,,0.8,62.400000000000006
2018-09-07,69,80.0,,0.8,55.2
2018-09-08,67,80.0,,0.8,53.6
2018-09-09,62,80.0,,0.8,49.6
2018-09-10,80,80.0,,0.8,64.0
2018-09-11,66,80.0,,0.8,52.800000000000004
2018-09-12,78,80.0,,0.8,62.400000000000006
2018-09-13,76,80.0,,0.8,60.800000000000004
2018-09-14,74,80.0,,0.8,59.2
2018-09-15,56,80.0,,0.8,44.800000000000004
2018-09-16,70,80.0,,0.8,56.0
2018-09-17,79,80.0,,0.8,63.2
2018-09-18,90,80.0,,0.8,72.0
2018-09-19,99,80.0,,0.8,79.2
2018-09-20,88,80.0,,0.8,70.4
2018-09-21,75,80.0,,0.8,60.0
2018-09-22,74,80.0,,0.8,59.2
2018-09-23,83,80.0,,0.8,66.4
2018-09-24,77,80.0,,0.8,61.6
2018-09-25,100,80.0,,0.8,80.0
2018-09-26,92,80.0,,0.8,73.60000000000001
2018-09-27,87,80.0,,0.8,69.60000000000001
2018-09-28,82,80.0,,0.8,65.60000000000001
2018-09-29,65,80.0,,0.8,52.0
2018-09-30,67,80.0,,0.8,53.6
2018-10-01,97,82.0,False,0.82,79.53999999999999
2018-10-02,92,82.0,,0.82,75.44
2018-10-03,98,82.0,,0.82,80.36
2018-10-04,73,82.0,,0.82,59.86
2018-10-05,94,82.0,,0.82,77.08
2018-10-06,65,82.0,,0.82,53.3
2018-10-07,76,82.0,,0.82,62.31999999999999
2018-10-08,87,82.0,,0.82,71.33999999999999
2018-10-09,97,82.0,,0.82,79.53999999999999
2018-10-10,100,82.0,,0.82,82.0
2018-10-11,91,82.0,,0.82,74.61999999999999
2018-10-12,87,82.0,,0.82,71.33999999999999
2018-10-13,81,82.0,,0.82,66.42
2018-10-14,83,82.0,,0.82,68.06
2018-10-15,90,82.0,,0.82,73.8
2018-10-16,90,82.0,,0.82,73.8
2018-10-17,95,82.0,,0.82,77.89999999999999
2018-10-18,96,82.0,,0.82,78.72
2018-10-19,82,82.0,,0.82,67.24
2018-10-20,75,82.0,,0.82,61.49999999999999
2018-10-21,75,82.0,,0.82,61.49999999999999
2018-10-22,93,82.0,,0.82,76.25999999999999
2018-10-23,84,82.0,,0.82,68.88
2018-10-24,87,82.0,,0.82,71.33999999999999
2018-10-25,85,82.0,,0.82,69.7
2018-10-26,90,82.0,,0.82,73.8
2018-10-27,84,82.0,,0.82,68.88
2018-10-28,69,82.0,,0.82,56.58
2018-10-29,82,82.0,,0.82,67.24
2018-10-30,93,82.0,,0.82,76.25999999999999
2018-10-31,100,82.0,,0.82,82.0
2018-11-01,84,78.0,False,0.78,65.52
2018-11-02,93,78.0,,0.78,72.54
2018-11-03,87,78.0,,0.78,67.86
2018-11-04,78,78.0,,0.78,60.84
2018-11-05,97,78.0,,0.78,75.66
2018-11-06,92,78.0,,0.78,71.76
2018-11-07,91,78.0,,0.78,70.98
2018-11-08,100,78.0,,0.78,78.0
2018-11-09,75,78.0,,0.78,58.5
2018-11-10,67,78.0,,0.78,52.260000000000005
2018-11-11,66,78.0,,0.78,51.480000000000004
2018-11-12,99,78.0,,0.78,77.22
2018-11-13,93,78.0,,0.78,72.54
2018-11-14,77,78.0,,0.78,60.06
2018-11-15,72,78.0,,0.78,56.160000000000004
2018-11-16,89,78.0,,0.78,69.42
2018-11-17,82,78.0,,0.78,63.96
2018-11-18,63,78.0,,0.78,49.14
2018-11-19,67,78.0,,0.78,52.260000000000005
2018-11-20,93,78.0,,0.78,72.54
2018-11-21,84,78.0,,0.78,65.52
2018-11-22,69,78.0,,0.78,53.82
2018-11-23,71,78.0,,0.78,55.38
2018-11-24,76,78.0,,0.78,59.28
2018-11-25,79,78.0,,0.78,61.620000000000005
2018-11-26,83,78.0,,0.78,64.74000000000001
2018-11-27,83,78.0,,0.78,64.74000000000001
2018-11-28,85,78.0,,0.78,66.3
2018-11-29,85,78.0,,0.78,66.3
2018-11-30,86,78.0,,0.78,67.08
2018-12-01,70,80.0,False,0.8,56.0
2018-12-02,57,80.0,,0.8,45.6
2018-12-03,74,80.0,,0.8,59.2
2018-12-04,100,80.0,,0.8,80.0
2018-12-05,90,80.0,,0.8,72.0
2018-12-06,97,80.0,,0.8,77.60000000000001
2018-12-07,86,80.0,,0.8,68.8
2018-12-08,77,80.0,,0.8,61.6
2018-12-09,69,80.0,,0.8,55.2
2018-12-10,70,80.0,,0.8,56.0
2018-12-11,97,80.0,,0.8,77.60000000000001
2018-12-12,75,80.0,,0.8,60.0
2018-12-13,76,80.0,,0.8,60.800000000000004
2018-12-14,72,80.0,,0.8,57.6
2018-12-15,74,80.0,,0.8,59.2
2018-12-16,64,80.0,,0.8,51.2
2018-12-17,81,80.0,,0.8,64.8
2018-12-18,84,80.0,,0.8,67.2
2018-12-19,90,80.0,,0.8,72.0
2018-12-20,83,80.0,,0.8,66.4
2018-12-21,80,80.0,,0.8,64.0
2018-12-22,70,80.0,,0.8,56.0
2018-12-23,64,80.0,,0.8,51.2
2018-12-24,56,80.0,,0.8,44.800000000000004
2018-12-25,52,80.0,,0.8,41.6
2018-12-26,75,80.0,,0.8,60.0
2018-12-27,88,80.0,,0.8,70.4
2018-12-28,71,80.0,,0.8,56.800000000000004
2018-12-29,73,80.0,,0.8,58.400000000000006
2018-12-30,75,80.0,,0.8,60.0
2018-12-31,76,80.0,,0.8,60.800000000000004
2019-01-01,59,84.0,False,0.84,49.559999999999995
2019-01-02,84,84.0,,0.84,70.56
2019-01-03,67,84.0,,0.84,56.28
2019-01-04,88,84.0,,0.84,73.92
2019-01-05,76,84.0,,0.84,63.839999999999996
2019-01-06,76,84.0,,0.84,63.839999999999996
2019-01-07,90,84.0,,0.84,75.6
2019-01-08,92,84.0,,0.84,77.28
2019-01-09,88,84.0,,0.84,73.92
2019-01-10,82,84.0,,0.84,68.88
2019-01-11,77,84.0,,0.84,64.67999999999999
2019-01-12,60,84.0,,0.84,50.4
2019-01-13,68,84.0,,0.84,57.12
2019-01-14,68,84.0,,0.84,57.12
2019-01-15,86,84.0,,0.84,72.24
2019-01-16,100,84.0,,0.84,84.0
2019-01-17,82,84.0,,0.84,68.88
2019-01-18,85,84.0,,0.84,71.39999999999999
2019-01-19,65,84.0,,0.84,54.6
2019-01-20,65,84.0,,0.84,54.6
2019-01-21,70,84.0,,0.84,58.8
2019-01-22,89,84.0,,0.84,74.75999999999999
2019-01-23,79,84.0,,0.84,66.36
2019-01-24,79,84.0,,0.84,66.36
2019-01-25,86,84.0,,0.84,72.24
2019-01-26,68,84.0,,0.84,57.12
2019-01-27,81,84.0,,0.84,68.03999999999999
2019-01-28,82,84.0,,0.84,68.88
2019-01-29,82,84.0,,0.84,68.88
2019-01-30,92,84.0,,0.84,77.28
2019-01-31,81,84.0,,0.84,68.03999999999999
2019-02-01,82,85.0,False,0.85,69.7
2019-02-02,65,85.0,,0.85,55.25
2019-02-03,74,85.0,,0.85,62.9
2019-02-04,68,85.0,,0.85,57.8
2019-02-05,77,85.0,,0.85,65.45
2019-02-06,80,85.0,,0.85,68.0
2019-02-07,77,85.0,,0.85,65.45
2019-02-08,84,85.0,,0.85,71.39999999999999
2019-02-09,81,85.0,,0.85,68.85
2019-02-10,74,85.0,,0.85,62.9
2019-02-11,84,85.0,,0.85,71.39999999999999
2019-02-12,83,85.0,,0.85,70.55
2019-02-13,76,85.0,,0.85,64.6
2019-02-14,89,85.0,,0.85,75.64999999999999
2019-02-15,93,85.0,,0.85,79.05
2019-02-16,70,85.0,,0.85,59.5
2019-02-17,74,85.0,,0.85,62.9
2019-02-18,80,85.0,,0.85,68.0
2019-02-19,100,85.0,,0.85,85.0
2019-02-20,81,85.0,,0.85,68.85
2019-02-21,79,85.0,,0.85,67.14999999999999
2019-02-22,93,85.0,,0.85,79.05
2019-02-23,77,85.0,,0.85,65.45
2019-02-24,72,85.0,,0.85,61.199999999999996
2019-02-25,87,85.0,,0.85,73.95
2019-02-26,85,85.0,,0.85,72.25
2019-02-27,84,85.0,,0.85,71.39999999999999
2019-02-28,78,85.0,,0.85,66.3
2019-03-01,87,86.0,False,0.86,74.82
2019-03-02,83,86.0,,0.86,71.38
2019-03-03,66,86.0,,0.86,56.76
2019-03-04,85,86.0,,0.86,73.1
2019-03-05,93,86.0,,0.86,79.98
2019-03-06,90,86.0,,0.86,77.4
2019-03-07,79,86.0,,0.86,67.94
2019-03-08,91,86.0,,0.86,78.26
2019-03-09,71,86.0,,0.86,61.06
2019-03-10,74,86.0,,0.86,63.64
2019-03-11,86,86.0,,0.86,73.96
2019-03-12,90,86.0,,0.86,77.4
2019-03-13,100,86.0,,0.86,86.0
2019-03-14,80,86.0,,0.86,68.8
2019-03-15,89,86.0,,0.86,76.53999999999999
2019-03-16,83,86.0,,0.86,71.38
2019-03-17,69,86.0,,0.86,59.339999999999996
2019-03-18,96,86.0,,0.86,82.56
2019-03-19,87,86.0,,0.86,74.82
2019-03-20,86,86.0,,0.86,73.96
2019-03-21,85,86.0,,0.86,73.1
2019-03-22,88,86.0,,0.86,75.67999999999999
2019-03-23,68,86.0,,0.86,58.48
2019-03-24,82,86.0,,0.86,70.52
2019-03-25,86,86.0,,0.86,73.96
2019-03-26,90,86.0,,0.86,77.4
2019-03-27,91,86.0,,0.86,78.26
2019-03-28,80,86.0,,0.86,68.8
2019-03-29,82,86.0,,0.86,70.52
2019-03-30,79,86.0,,0.86,67.94
2019-03-31,66,86.0,,0.86,56.76
2019-04-01,80,84.0,False,0.84,67.2
2019-04-02,84,84.0,,0.84,70.56
2019-04-03,79,84.0,,0.84,66.36
2019-04-04,90,84.0,,0.84,75.6
2019-04-05,86,84.0,,0.84,72.24
2019-04-06,67,84.0,,0.84,56.28
2019-04-07,60,84.0,,0.84,50.4
2019-04-08,85,84.0,,0.84,71.39999999999999
2019-04-09,83,84.0,,0.84,69.72
2019-04-10,73,84.0,,0.84,61.32
2019-04-11,75,84.0,,0.84,63.0
2019-04-12,88,84.0,,0.84,73.92
2019-04-13,71,84.0,,0.84,59.64
2019-04-14,65,84.0,,0.84,54.6
2019-04-15,84,84.0,,0.84,70.56
2019-04-16,68,84.0,,0.84,57.12
2019-04-17,85,84.0,,0.84,71.39999999999999
2019-04-18,79,84.0,,0.84,66.36
2019-04-19,69,84.0,,0.84,57.96
2019-04-20,79,84.0,,0.84,66.36
2019-04-21,69,84.0,,0.84,57.96
2019-04-22,78,84.0,,0.84,65.52
2019-04-23,75,84.0,,0.84,63.0
2019-04-24,85,84.0,,0.84,71.39999999999999
2019-04-25,72,84.0,,0.84,60.48
2019-04-26,77,84.0,,0.84,64.67999999999999
2019-04-27,73,84.0,,0.84,61.32
2019-04-28,57,84.0,,0.84,47.879999999999995
2019-04-29,100,84.0,,0.84,84.0
2019-04-30,78,84.0,,0.84,65.52
2019-05-01,84,82.0,False,0.82,68.88
2019-05-02,74,82.0,,0.82,60.68
2019-05-03,94,82.0,,0.82,77.08
2019-05-04,77,82.0,,0.82,63.13999999999999
2019-05-05,81,82.0,,0.82,66.42
2019-05-06,93,82.0,,0.82,76.25999999999999
2019-05-07,85,82.0,,0.82,69.7
2019-05-08,81,82.0,,0.82,66.42
2019-05-09,84,82.0,,0.82,68.88
2019-05-10,80,82.0,,0.82,65.6
2019-05-11,76,82.0,,0.82,62.31999999999999
2019-05-12,73,82.0,,0.82,59.86
2019-05-13,90,82.0,,0.82,73.8
2019-05-14,92,82.0,,0.82,75.44
2019-05-15,87,82.0,,0.82,71.33999999999999
2019-05-16,67,82.0,,0.82,54.94
2019-05-17,77,82.0,,0.82,63.13999999999999
2019-05-18,69,82.0,,0.82,56.58
2019-05-19,62,82.0,,0.82,50.839999999999996
2019-05-20,83,82.0,,0.82,68.06
2019-05-21,74,82.0,,0.82,60.68
2019-05-22,82,82.0,,0.82,67.24
2019-05-23,82,82.0,,0.82,67.24
2019-05-24,91,82.0,,0.82,74.61999999999999
2019-05-25,81,82.0,,0.82,66.42
2019-05-26,78,82.0,,0.82,63.959999999999994
2019-05-27,64,82.0,,0.82,52.48
2019-05-28,88,82.0,,0.82,72.16
2019-05-29,86,82.0,,0.82,70.52
2019-05-30,88,82.0,,0.82,72.16
2019-05-31,100,82.0,,0.82,82.0
2019-06-01,72,84.0,False,0.84,60.48
2019-06-02,73,84.0,,0.84,61.32
2019-06-03,75,84.0,,0.84,63.0
2019-06-04,84,84.0,,0.84,70.56
2019-06-05,97,84.0,,0.84,81.48
2019-06-06,83,84.0,,0.84,69.72
2019-06-07,85,84.0,,0.84,71.39999999999999
2019-06-08,75,84.0,,0.84,63.0
2019-06-09,64,84.0,,0.84,53.76
2019-06-10,88,84.0,,0.84,73.92
2019-06-11,84,84.0,,0.84,70.56
2019-06-12,74,84.0,,0.84,62.16
2019-06-13,87,84.0,,0.84,73.08
2019-06-14,81,84.0,,0.84,68.03999999999999
2019-06-15,69,84.0,,0.84,57.96
2019-06-16,73,84.0,,0.84,61.32
2019-06-17,92,84.0,,0.84,77.28
2019-06-18,86,84.0,,0.84,72.24
2019-06-19,100,84.0,,0.84,84.0
2019-06-20,78,84.0,,0.84,65.52
2019-06-21,74,84.0,,0.84,62.16
2019-06-22,71,84.0,,0.84,59.64
2019-06-23,66,84.0,,0.84,55.44
2019-06-24,89,84.0,,0.84,74.75999999999999
2019-06-25,80,84.0,,0.84,67.2
2019-06-26,81,84.0,,0.84,68.03999999999999
2019-06-27,87,84.0,,0.84,73.08
2019-06-28,93,84.0,,0.84,78.11999999999999
2019-06-29,60,84.0,,0.84,50.4
2019-06-30,70,84.0,,0.84,58.8
2019-07-01,85,84.0,False,0.84,71.39999999999999
2019-07-02,94,84.0,,0.84,78.96
2019-07-03,91,84.0,,0.84,76.44
2019-07-04,67,84.0,,0.84,56.28
2019-07-05,79,84.0,,0.84,66.36
2019-07-06,67,84.0,,0.84,56.28
2019-07-07,76,84.0,,0.84,63.839999999999996
2019-07-08,84,84.0,,0.84,70.56
2019-07-09,76,84.0,,0.84,63.839999999999996
2019-07-10,84,84.0,,0.84,70.56
2019-07-11,100,84.0,,0.84,84.0
2019-07-12,81,84.0,,0.84,68.03999999999999
2019-07-13,70,84.0,,0.84,58.8
2019-07-14,66,84.0,,0.84,55.44
2019-07-15,89,84.0,,0.84,74.75999999999999
2019-07-16,93,84.0,,0.84,78.11999999999999
2019-07-17,70,84.0,,0.84,58.8
2019-07-18,76,84.0,,0.84,63.839999999999996
2019-07-19,86,84.0,,0.84,72.24
2019-07-20,67,84.0,,0.84,56.28
2019-07-21,67,84.0,,0.84,56.28
2019-07-22,83,84.0,,0.84,69.72
2019-07-23,86,84.0,,0.84,72.24
2019-07-24,83,84.0,,0.84,69.72
2019-07-25,78,84.0,,0.84,65.52
2019-07-26,82,84.0,,0.84,68.88
2019-07-27,74,84.0,,0.84,62.16
2019-07-28,86,84.0,,0.84,72.24
2019-07-29,90,84.0,,0.84,75.6
2019-07-30,94,84.0,,0.84,78.96
2019-07-31,85,84.0,,0.84,71.39999999999999
2019-08-01,85,83.0,False,0.83,70.55
2019-08-02,76,83.0,,0.83,63.08
2019-08-03,66,83.0,,0.83,54.779999999999994
2019-08-04,73,83.0,,0.83,60.589999999999996
2019-08-05,67,83.0,,0.83,55.61
2019-08-06,70,83.0,,0.83,58.099999999999994
2019-08-07,82,83.0,,0.83,68.06
2019-08-08,82,83.0,,0.83,68.06
2019-08-09,76,83.0,,0.83,63.08
2019-08-10,73,83.0,,0.83,60.589999999999996
2019-08-11,67,83.0,,0.83,55.61
2019-08-12,100,83.0,,0.83,83.0
2019-08-13,85,83.0,,0.83,70.55
2019-08-14,85,83.0,,0.83,70.55
2019-08-15,76,83.0,,0.83,63.08
2019-08-16,66,83.0,,0.83,54.779999999999994
2019-08-17,66,83.0,,0.83,54.779999999999994
2019-08-18,69,83.0,,0.83,57.269999999999996
2019-08-19,87,83.0,,0.83,72.21
2019-08-20,80,83.0,,0.83,66.39999999999999
2019-08-21,83,83.0,,0.83,68.89
2019-08-22,82,83.0,,0.83,68.06
2019-08-23,84,83.0,,0.83,69.72
2019-08-24,62,83.0,,0.83,51.46
2019-08-25,64,83.0,,0.83,53.12
2019-08-26,72,83.0,,0.83,59.76
2019-08-27,82,83.0,,0.83,68.06
2019-08-28,79,83.0,,0.83,65.57
2019-08-29,77,83.0,,0.83,63.91
2019-08-30,83,83.0,,0.83,68.89
2019-08-31,64,83.0,,0.83,53.12
2019-09-01,67,82.0,False,0.82,54.94
2019-09-02,69,82.0,,0.82,56.58
2019-09-03,77,82.0,,0.82,63.13999999999999
2019-09-04,100,82.0,,0.82,82.0
2019-09-05,87,82.0,,0.82,71.33999999999999
