date,MAGA_unscaled,MAGA_monthly,isPartial,scale,MAGA
2017-12-24,49,18.0,,0.18,8.82
2017-12-25,60,18.0,,0.18,10.799999999999999
2017-12-26,53,18.0,,0.18,9.54
2017-12-27,55,18.0,,0.18,9.9
2017-12-28,58,18.0,,0.18,10.44
2017-12-29,61,18.0,,0.18,10.98
2017-12-30,62,18.0,,0.18,11.16
2017-12-31,68,18.0,,0.18,12.24
2018-01-01,42,20.0,False,0.2,8.4
2018-01-02,39,20.0,,0.2,7.800000000000001
2018-01-03,46,20.0,,0.2,9.200000000000001
2018-01-04,39,20.0,,0.2,7.800000000000001
2018-01-05,44,20.0,,0.2,8.8
2018-01-06,58,20.0,,0.2,11.600000000000001
2018-01-07,39,20.0,,0.2,7.800000000000001
2018-01-08,47,20.0,,0.2,9.4
2018-01-09,43,20.0,,0.2,8.6
2018-01-10,37,20.0,,0.2,7.4
2018-01-11,49,20.0,,0.2,9.8
2018-01-12,44,20.0,,0.2,8.8
2018-01-13,58,20.0,,0.2,11.600000000000001
2018-01-14,43,20.0,,0.2,8.6
2018-01-15,51,20.0,,0.2,10.200000000000001
2018-01-16,39,20.0,,0.2,7.800000000000001
2018-01-17,48,20.0,,0.2,9.600000000000001
2018-01-18,43,20.0,,0.2,8.6
2018-01-19,38,20.0,,0.2,7.6000000000000005
2018-01-20,56,20.0,,0.2,11.200000000000001
2018-01-21,60,20.0,,0.2,12.0
2018-01-22,51,20.0,,0.2,10.200000000000001
2018-01-23,47,20.0,,0.2,9.4
2018-01-24,49,20.0,,0.2,9.8
2018-01-25,42,20.0,,0.2,8.4
2018-01-26,41,20.0,,0.2,8.200000000000001
2018-01-27,47,20.0,,0.2,9.4
2018-01-28,43,20.0,,0.2,8.6
2018-01-29,43,20.0,,0.2,8.6
2018-01-30,45,20.0,,0.2,9.0
2018-01-31,100,20.0,,0.2,20.0
2018-02-01,52,22.0,False,0.22,11.44
2018-02-02,55,22.0,,0.22,12.1
2018-02-03,52,22.0,,0.22,11.44
2018-02-04,50,22.0,,0.22,11.0
2018-02-05,53,22.0,,0.22,11.66
2018-02-06,42,22.0,,0.22,9.24
2018-02-07,49,22.0,,0.22,10.78
2018-02-08,36,22.0,,0.22,7.92
2018-02-09,38,22.0,,0.22,8.36
2018-02-10,43,22.0,,0.22,9.46
2018-02-11,45,22.0,,0.22,9.9
2018-02-12,33,22.0,,0.22,7.26
2018-02-13,34,22.0,,0.22,7.48
2018-02-14,39,22.0,,0.22,8.58
2018-02-15,100,22.0,,0.22,22.0
2018-02-16,92,22.0,,0.22,20.24
2018-02-17,79,22.0,,0.22,17.38
2018-02-18,61,22.0,,0.22,13.42
2018-02-19,64,22.0,,0.22,14.08
2018-02-20,54,22.0,,0.22,11.88
2018-02-21,45,22.0,,0.22,9.9
2018-02-22,45,22.0,,0.22,9.9
2018-02-23,43,22.0,,0.22,9.46
2018-02-24,47,22.0,,0.22,10.34
2018-02-25,37,22.0,,0.22,8.14
2018-02-26,35,22.0,,0.22,7.7
2018-02-27,45,22.0,,0.22,9.9
2018-02-28,43,22.0,,0.22,9.46
2018-03-01,56,18.0,False,0.18,10.08
2018-03-02,62,18.0,,0.18,11.16
2018-03-03,65,18.0,,0.18,11.7
2018-03-04,65,18.0,,0.18,11.7
2018-03-05,54,18.0,,0.18,9.719999999999999
2018-03-06,54,18.0,,0.18,9.719999999999999
2018-03-07,70,18.0,,0.18,12.6
2018-03-08,58,18.0,,0.18,10.44
2018-03-09,68,18.0,,0.18,12.24
2018-03-10,85,18.0,,0.18,15.299999999999999
2018-03-11,73,18.0,,0.18,13.139999999999999
2018-03-12,71,18.0,,0.18,12.78
2018-03-13,81,18.0,,0.18,14.58
2018-03-14,72,18.0,,0.18,12.959999999999999
2018-03-15,72,18.0,,0.18,12.959999999999999
2018-03-16,100,18.0,,0.18,18.0
2018-03-17,75,18.0,,0.18,13.5
2018-03-18,67,18.0,,0.18,12.059999999999999
2018-03-19,54,18.0,,0.18,9.719999999999999
2018-03-20,64,18.0,,0.18,11.52
2018-03-21,70,18.0,,0.18,12.6
2018-03-22,78,18.0,,0.18,14.04
2018-03-23,68,18.0,,0.18,12.24
2018-03-24,70,18.0,,0.18,12.6
2018-03-25,71,18.0,,0.18,12.78
2018-03-26,72,18.0,,0.18,12.959999999999999
2018-03-27,71,18.0,,0.18,12.78
2018-03-28,72,18.0,,0.18,12.959999999999999
2018-03-29,63,18.0,,0.18,11.34
2018-03-30,68,18.0,,0.18,12.24
2018-03-31,92,18.0,,0.18,16.56
2018-04-01,36,20.0,False,0.2,7.2
2018-04-02,29,20.0,,0.2,5.800000000000001
2018-04-03,37,20.0,,0.2,7.4
2018-04-04,42,20.0,,0.2,8.4
2018-04-05,39,20.0,,0.2,7.800000000000001
2018-04-06,39,20.0,,0.2,7.800000000000001
2018-04-07,38,20.0,,0.2,7.6000000000000005
2018-04-08,29,20.0,,0.2,5.800000000000001
2018-04-09,34,20.0,,0.2,6.800000000000001
2018-04-10,48,20.0,,0.2,9.600000000000001
2018-04-11,33,20.0,,0.2,6.6000000000000005
2018-04-12,31,20.0,,0.2,6.2
2018-04-13,26,20.0,,0.2,5.2
2018-04-14,40,20.0,,0.2,8.0
2018-04-15,29,20.0,,0.2,5.800000000000001
2018-04-16,30,20.0,,0.2,6.0
2018-04-17,33,20.0,,0.2,6.6000000000000005
2018-04-18,30,20.0,,0.2,6.0
2018-04-19,29,20.0,,0.2,5.800000000000001
2018-04-20,31,20.0,,0.2,6.2
2018-04-21,29,20.0,,0.2,5.800000000000001
2018-04-22,37,20.0,,0.2,7.4
2018-04-23,32,20.0,,0.2,6.4
2018-04-24,31,20.0,,0.2,6.2
2018-04-25,54,20.0,,0.2,10.8
2018-04-26,100,20.0,,0.2,20.0
2018-04-27,75,20.0,,0.2,15.0
2018-04-28,52,20.0,,0.2,10.4
2018-04-29,53,20.0,,0.2,10.600000000000001
2018-04-30,45,20.0,,0.2,9.0
2018-05-01,61,21.0,False,0.21,12.809999999999999
2018-05-02,76,21.0,,0.21,15.959999999999999
2018-05-03,73,21.0,,0.21,15.33
2018-05-04,61,21.0,,0.21,12.809999999999999
2018-05-05,61,21.0,,0.21,12.809999999999999
2018-05-06,56,21.0,,0.21,11.76
2018-05-07,59,21.0,,0.21,12.389999999999999
2018-05-08,67,21.0,,0.21,14.07
2018-05-09,58,21.0,,0.21,12.18
2018-05-10,63,21.0,,0.21,13.229999999999999
2018-05-11,57,21.0,,0.21,11.969999999999999
2018-05-12,68,21.0,,0.21,14.28
2018-05-13,72,21.0,,0.21,15.12
2018-05-14,60,21.0,,0.21,12.6
2018-05-15,100,21.0,,0.21,21.0
2018-05-16,72,21.0,,0.21,15.12
2018-05-17,73,21.0,,0.21,15.33
2018-05-18,77,21.0,,0.21,16.169999999999998
2018-05-19,59,21.0,,0.21,12.389999999999999
2018-05-20,90,21.0,,0.21,18.9
2018-05-21,65,21.0,,0.21,13.65
2018-05-22,72,21.0,,0.21,15.12
2018-05-23,65,21.0,,0.21,13.65
2018-05-24,74,21.0,,0.21,15.54
2018-05-25,54,21.0,,0.21,11.34
2018-05-26,65,21.0,,0.21,13.65
2018-05-27,59,21.0,,0.21,12.389999999999999
2018-05-28,73,21.0,,0.21,15.33
2018-05-29,67,21.0,,0.21,14.07
2018-05-30,81,21.0,,0.21,17.009999999999998
2018-05-31,75,21.0,,0.21,15.75
2018-06-01,48,22.0,False,0.22,10.56
2018-06-02,61,22.0,,0.22,13.42
2018-06-03,37,22.0,,0.22,8.14
2018-06-04,56,22.0,,0.22,12.32
2018-06-05,64,22.0,,0.22,14.08
2018-06-06,49,22.0,,0.22,10.78
2018-06-07,43,22.0,,0.22,9.46
2018-06-08,55,22.0,,0.22,12.1
2018-06-09,37,22.0,,0.22,8.14
2018-06-10,51,22.0,,0.22,11.22
2018-06-11,50,22.0,,0.22,11.0
2018-06-12,96,22.0,,0.22,21.12
2018-06-13,82,22.0,,0.22,18.04
2018-06-14,65,22.0,,0.22,14.3
2018-06-15,44,22.0,,0.22,9.68
2018-06-16,57,22.0,,0.22,12.540000000000001
2018-06-17,46,22.0,,0.22,10.12
2018-06-18,42,22.0,,0.22,9.24
2018-06-19,56,22.0,,0.22,12.32
2018-06-20,69,22.0,,0.22,15.18
2018-06-21,58,22.0,,0.22,12.76
2018-06-22,58,22.0,,0.22,12.76
2018-06-23,60,22.0,,0.22,13.2
2018-06-24,55,22.0,,0.22,12.1
2018-06-25,46,22.0,,0.22,10.12
2018-06-26,88,22.0,,0.22,19.36
2018-06-27,66,22.0,,0.22,14.52
2018-06-28,66,22.0,,0.22,14.52
2018-06-29,49,22.0,,0.22,10.78
2018-06-30,100,22.0,,0.22,22.0
2018-07-01,24,40.0,False,0.4,9.600000000000001
2018-07-02,20,40.0,,0.4,8.0
2018-07-03,18,40.0,,0.4,7.2
2018-07-04,25,40.0,,0.4,10.0
2018-07-05,85,40.0,,0.4,34.0
2018-07-06,100,40.0,,0.4,40.0
2018-07-07,62,40.0,,0.4,24.8
2018-07-08,44,40.0,,0.4,17.6
2018-07-09,28,40.0,,0.4,11.200000000000001
2018-07-10,30,40.0,,0.4,12.0
2018-07-11,23,40.0,,0.4,9.200000000000001
2018-07-12,37,40.0,,0.4,14.8
2018-07-13,26,40.0,,0.4,10.4
2018-07-14,22,40.0,,0.4,8.8
2018-07-15,23,40.0,,0.4,9.200000000000001
2018-07-16,19,40.0,,0.4,7.6000000000000005
2018-07-17,19,40.0,,0.4,7.6000000000000005
2018-07-18,23,40.0,,0.4,9.200000000000001
2018-07-19,21,40.0,,0.4,8.4
2018-07-20,21,40.0,,0.4,8.4
2018-07-21,23,40.0,,0.4,9.200000000000001
2018-07-22,21,40.0,,0.4,8.4
2018-07-23,17,40.0,,0.4,6.800000000000001
2018-07-24,16,40.0,,0.4,6.4
2018-07-25,20,40.0,,0.4,8.0
2018-07-26,22,40.0,,0.4,8.8
2018-07-27,20,40.0,,0.4,8.0
2018-07-28,17,40.0,,0.4,6.800000000000001
2018-07-29,18,40.0,,0.4,7.2
2018-07-30,20,40.0,,0.4,8.0
2018-07-31,17,40.0,,0.4,6.800000000000001
2018-08-01,66,22.0,False,0.22,14.52
2018-08-02,69,22.0,,0.22,15.18
2018-08-03,66,22.0,,0.22,14.52
2018-08-04,73,22.0,,0.22,16.06
2018-08-05,71,22.0,,0.22,15.62
2018-08-06,67,22.0,,0.22,14.74
2018-08-07,60,22.0,,0.22,13.2
2018-08-08,59,22.0,,0.22,12.98
2018-08-09,49,22.0,,0.22,10.78
2018-08-10,51,22.0,,0.22,11.22
2018-08-11,50,22.0,,0.22,11.0
2018-08-12,57,22.0,,0.22,12.540000000000001
2018-08-13,48,22.0,,0.22,10.56
2018-08-14,58,22.0,,0.22,12.76
2018-08-15,46,22.0,,0.22,10.12
2018-08-16,50,22.0,,0.22,11.0
2018-08-17,48,22.0,,0.22,10.56
2018-08-18,57,22.0,,0.22,12.540000000000001
2018-08-19,52,22.0,,0.22,11.44
2018-08-20,52,22.0,,0.22,11.44
2018-08-21,65,22.0,,0.22,14.3
2018-08-22,100,22.0,,0.22,22.0
2018-08-23,70,22.0,,0.22,15.4
2018-08-24,58,22.0,,0.22,12.76
2018-08-25,55,22.0,,0.22,12.1
2018-08-26,51,22.0,,0.22,11.22
2018-08-27,66,22.0,,0.22,14.52
2018-08-28,74,22.0,,0.22,16.28
2018-08-29,84,22.0,,0.22,18.48
2018-08-30,58,22.0,,0.22,12.76
2018-08-31,65,22.0,,0.22,14.3
2018-09-01,38,21.0,False,0.21,7.9799999999999995
2018-09-02,41,21.0,,0.21,8.61
2018-09-03,39,21.0,,0.21,8.19
2018-09-04,40,21.0,,0.21,8.4
2018-09-05,42,21.0,,0.21,8.82
2018-09-06,52,21.0,,0.21,10.92
2018-09-07,65,21.0,,0.21,13.65
2018-09-08,52,21.0,,0.21,10.92
2018-09-09,40,21.0,,0.21,8.4
2018-09-10,48,21.0,,0.21,10.08
2018-09-11,42,21.0,,0.21,8.82
2018-09-12,47,21.0,,0.21,9.87
2018-09-13,41,21.0,,0.21,8.61
2018-09-14,33,21.0,,0.21,6.93
2018-09-15,36,21.0,,0.21,7.56
2018-09-16,25,21.0,,0.21,5.25
2018-09-17,34,21.0,,0.21,7.14
2018-09-18,36,21.0,,0.21,7.56
2018-09-19,38,21.0,,0.21,7.9799999999999995
2018-09-20,31,21.0,,0.21,6.51
2018-09-21,45,21.0,,0.21,9.45
2018-09-22,33,21.0,,0.21,6.93
2018-09-23,30,21.0,,0.21,6.3
2018-09-24,25,21.0,,0.21,5.25
2018-09-25,37,21.0,,0.21,7.77
2018-09-26,30,21.0,,0.21,6.3
2018-09-27,32,21.0,,0.21,6.72
2018-09-28,43,21.0,,0.21,9.03
2018-09-29,44,21.0,,0.21,9.24
2018-09-30,100,21.0,,0.21,21.0
2018-10-01,34,46.0,False,0.46,15.64
2018-10-02,27,46.0,,0.46,12.42
2018-10-03,26,46.0,,0.46,11.96
2018-10-04,24,46.0,,0.46,11.040000000000001
2018-10-05,23,46.0,,0.46,10.58
2018-10-06,33,46.0,,0.46,15.180000000000001
2018-10-07,32,46.0,,0.46,14.72
2018-10-08,25,46.0,,0.46,11.5
2018-10-09,23,46.0,,0.46,10.58
2018-10-10,21,46.0,,0.46,9.66
2018-10-11,26,46.0,,0.46,11.96
2018-10-12,28,46.0,,0.46,12.88
2018-10-13,24,46.0,,0.46,11.040000000000001
2018-10-14,26,46.0,,0.46,11.96
2018-10-15,21,46.0,,0.46,9.66
2018-10-16,20,46.0,,0.46,9.200000000000001
2018-10-17,22,46.0,,0.46,10.120000000000001
2018-10-18,20,46.0,,0.46,9.200000000000001
2018-10-19,28,46.0,,0.46,12.88
2018-10-20,36,46.0,,0.46,16.560000000000002
2018-10-21,25,46.0,,0.46,11.5
2018-10-22,28,46.0,,0.46,12.88
2018-10-23,33,46.0,,0.46,15.180000000000001
2018-10-24,41,46.0,,0.46,18.86
2018-10-25,42,46.0,,0.46,19.32
2018-10-26,100,46.0,,0.46,46.0
2018-10-27,99,46.0,,0.46,45.54
2018-10-28,41,46.0,,0.46,18.86
2018-10-29,31,46.0,,0.46,14.26
2018-10-30,28,46.0,,0.46,12.88
2018-10-31,32,46.0,,0.46,14.72
2018-11-01,60,24.0,False,0.24,14.399999999999999
2018-11-02,71,24.0,,0.24,17.04
2018-11-03,68,24.0,,0.24,16.32
2018-11-04,70,24.0,,0.24,16.8
2018-11-05,60,24.0,,0.24,14.399999999999999
2018-11-06,100,24.0,,0.24,24.0
2018-11-07,66,24.0,,0.24,15.84
2018-11-08,53,24.0,,0.24,12.719999999999999
2018-11-09,65,24.0,,0.24,15.6
2018-11-10,56,24.0,,0.24,13.44
2018-11-11,39,24.0,,0.24,9.36
2018-11-12,37,24.0,,0.24,8.879999999999999
2018-11-13,45,24.0,,0.24,10.799999999999999
2018-11-14,90,24.0,,0.24,21.599999999999998
2018-11-15,93,24.0,,0.24,22.32
2018-11-16,54,24.0,,0.24,12.959999999999999
2018-11-17,52,24.0,,0.24,12.48
2018-11-18,44,24.0,,0.24,10.559999999999999
2018-11-19,36,24.0,,0.24,8.64
2018-11-20,51,24.0,,0.24,12.24
2018-11-21,33,24.0,,0.24,7.92
2018-11-22,32,24.0,,0.24,7.68
2018-11-23,31,24.0,,0.24,7.4399999999999995
2018-11-24,42,24.0,,0.24,10.08
2018-11-25,34,24.0,,0.24,8.16
2018-11-26,42,24.0,,0.24,10.08
2018-11-27,57,24.0,,0.24,13.68
2018-11-28,49,24.0,,0.24,11.76
2018-11-29,39,24.0,,0.24,9.36
2018-11-30,40,24.0,,0.24,9.6
2018-12-01,69,19.0,False,0.19,13.11
2018-12-02,62,19.0,,0.19,11.78
2018-12-03,61,19.0,,0.19,11.59
2018-12-04,58,19.0,,0.19,11.02
2018-12-05,44,19.0,,0.19,8.36
2018-12-06,61,19.0,,0.19,11.59
2018-12-07,59,19.0,,0.19,11.21
2018-12-08,60,19.0,,0.19,11.4
2018-12-09,62,19.0,,0.19,11.78
2018-12-10,68,19.0,,0.19,12.92
2018-12-11,65,19.0,,0.19,12.35
2018-12-12,62,19.0,,0.19,11.78
2018-12-13,52,19.0,,0.19,9.88
2018-12-14,50,19.0,,0.19,9.5
2018-12-15,61,19.0,,0.19,11.59
2018-12-16,51,19.0,,0.19,9.69
2018-12-17,44,19.0,,0.19,8.36
2018-12-18,58,19.0,,0.19,11.02
2018-12-19,49,19.0,,0.19,9.31
2018-12-20,54,19.0,,0.19,10.26
2018-12-21,65,19.0,,0.19,12.35
2018-12-22,64,19.0,,0.19,12.16
2018-12-23,47,19.0,,0.19,8.93
2018-12-24,61,19.0,,0.19,11.59
2018-12-25,52,19.0,,0.19,9.88
2018-12-26,47,19.0,,0.19,8.93
2018-12-27,88,19.0,,0.19,16.72
2018-12-28,91,19.0,,0.19,17.29
2018-12-29,86,19.0,,0.19,16.34
2018-12-30,100,19.0,,0.19,19.0
2018-12-31,82,19.0,,0.19,15.58
2019-01-01,5,100.0,False,1.0,5.0
2019-01-02,7,100.0,,1.0,7.0
2019-01-03,8,100.0,,1.0,8.0
2019-01-04,6,100.0,,1.0,6.0
2019-01-05,7,100.0,,1.0,7.0
2019-01-06,4,100.0,,1.0,4.0
2019-01-07,5,100.0,,1.0,5.0
2019-01-08,5,100.0,,1.0,5.0
2019-01-09,6,100.0,,1.0,6.0
2019-01-10,5,100.0,,1.0,5.0
2019-01-11,5,100.0,,1.0,5.0
2019-01-12,5,100.0,,1.0,5.0
2019-01-13,5,100.0,,1.0,5.0
2019-01-14,5,100.0,,1.0,5.0
2019-01-15,5,100.0,,1.0,5.0
2019-01-16,5,100.0,,1.0,5.0
2019-01-17,6,100.0,,1.0,6.0
2019-01-18,6,100.0,,1.0,6.0
2019-01-19,18,100.0,,1.0,18.0
2019-01-20,100,100.0,,1.0,100.0
2019-01-21,71,100.0,,1.0,71.0
2019-01-22,59,100.0,,1.0,59.0
2019-01-23,53,100.0,,1.0,53.0
2019-01-24,38,100.0,,1.0,38.0
2019-01-25,27,100.0,,1.0,27.0
2019-01-26,19,100.0,,1.0,19.0
2019-01-27,21,100.0,,1.0,21.0
2019-01-28,17,100.0,,1.0,17.0
2019-01-29,36,100.0,,1.0,36.0
2019-01-30,49,100.0,,1.0,49.0
2019-01-31,23,100.0,,1.0,23.0
2019-02-01,77,62.0,False,0.62,47.74
2019-02-02,60,62.0,,0.62,37.2
2019-02-03,65,62.0,,0.62,40.3
2019-02-04,59,62.0,,0.62,36.58
2019-02-05,37,62.0,,0.62,22.94
2019-02-06,43,62.0,,0.62,26.66
2019-02-07,26,62.0,,0.62,16.12
2019-02-08,27,62.0,,0.62,16.74
2019-02-09,25,62.0,,0.62,15.5
2019-02-10,22,62.0,,0.62,13.64
2019-02-11,29,62.0,,0.62,17.98
2019-02-12,32,62.0,,0.62,19.84
2019-02-13,24,62.0,,0.62,14.879999999999999
2019-02-14,25,62.0,,0.62,15.5
2019-02-15,35,62.0,,0.62,21.7
2019-02-16,39,62.0,,0.62,24.18
2019-02-17,51,62.0,,0.62,31.62
2019-02-18,52,62.0,,0.62,32.24
2019-02-19,51,62.0,,0.62,31.62
2019-02-20,60,62.0,,0.62,37.2
2019-02-21,100,62.0,,0.62,62.0
2019-02-22,95,62.0,,0.62,58.9
2019-02-23,56,62.0,,0.62,34.72
2019-02-24,49,62.0,,0.62,30.38
2019-02-25,34,62.0,,0.62,21.08
2019-02-26,39,62.0,,0.62,24.18
2019-02-27,45,62.0,,0.62,27.9
2019-02-28,38,62.0,,0.62,23.56
2019-03-01,88,34.0,False,0.34,29.92
2019-03-02,100,34.0,,0.34,34.0
2019-03-03,94,34.0,,0.34,31.96
2019-03-04,78,34.0,,0.34,26.520000000000003
2019-03-05,81,34.0,,0.34,27.540000000000003
2019-03-06,77,34.0,,0.34,26.180000000000003
2019-03-07,66,34.0,,0.34,22.44
2019-03-08,60,34.0,,0.34,20.400000000000002
2019-03-09,87,34.0,,0.34,29.580000000000002
2019-03-10,65,34.0,,0.34,22.1
2019-03-11,65,34.0,,0.34,22.1
2019-03-12,69,34.0,,0.34,23.46
2019-03-13,70,34.0,,0.34,23.8
2019-03-14,63,34.0,,0.34,21.42
2019-03-15,57,34.0,,0.34,19.380000000000003
2019-03-16,59,34.0,,0.34,20.060000000000002
2019-03-17,58,34.0,,0.34,19.720000000000002
2019-03-18,75,34.0,,0.34,25.500000000000004
2019-03-19,94,34.0,,0.34,31.96
2019-03-20,63,34.0,,0.34,21.42
2019-03-21,62,34.0,,0.34,21.080000000000002
2019-03-22,50,34.0,,0.34,17.0
2019-03-23,54,34.0,,0.34,18.360000000000003
2019-03-24,62,34.0,,0.34,21.080000000000002
2019-03-25,67,34.0,,0.34,22.78
2019-03-26,72,34.0,,0.34,24.48
2019-03-27,59,34.0,,0.34,20.060000000000002
2019-03-28,60,34.0,,0.34,20.400000000000002
2019-03-29,65,34.0,,0.34,22.1
2019-03-30,70,34.0,,0.34,23.8
2019-03-31,71,34.0,,0.34,24.14
2019-04-01,55,24.0,False,0.24,13.2
2019-04-02,57,24.0,,0.24,13.68
2019-04-03,62,24.0,,0.24,14.879999999999999
2019-04-04,100,24.0,,0.24,24.0
2019-04-05,91,24.0,,0.24,21.84
2019-04-06,79,24.0,,0.24,18.96
2019-04-07,61,24.0,,0.24,14.639999999999999
2019-04-08,70,24.0,,0.24,16.8
2019-04-09,63,24.0,,0.24,15.12
2019-04-10,59,24.0,,0.24,14.16
2019-04-11,53,24.0,,0.24,12.719999999999999
2019-04-12,52,24.0,,0.24,12.48
2019-04-13,62,24.0,,0.24,14.879999999999999
2019-04-14,37,24.0,,0.24,8.879999999999999
2019-04-15,46,24.0,,0.24,11.04
2019-04-16,47,24.0,,0.24,11.28
2019-04-17,50,24.0,,0.24,12.0
2019-04-18,45,24.0,,0.24,10.799999999999999
2019-04-19,53,24.0,,0.24,12.719999999999999
2019-04-20,46,24.0,,0.24,11.04
2019-04-21,65,24.0,,0.24,15.6
2019-04-22,48,24.0,,0.24,11.52
2019-04-23,44,24.0,,0.24,10.559999999999999
2019-04-24,51,24.0,,0.24,12.24
2019-04-25,43,24.0,,0.24,10.32
2019-04-26,42,24.0,,0.24,10.08
2019-04-27,43,24.0,,0.24,10.32
2019-04-28,52,24.0,,0.24,12.48
2019-04-29,46,24.0,,0.24,11.04
2019-04-30,46,24.0,,0.24,11.04
2019-05-01,81,21.0,False,0.21,17.009999999999998
2019-05-02,81,21.0,,0.21,17.009999999999998
2019-05-03,84,21.0,,0.21,17.64
2019-05-04,80,21.0,,0.21,16.8
2019-05-05,92,21.0,,0.21,19.32
2019-05-06,69,21.0,,0.21,14.49
2019-05-07,96,21.0,,0.21,20.16
2019-05-08,79,21.0,,0.21,16.59
2019-05-09,84,21.0,,0.21,17.64
2019-05-10,89,21.0,,0.21,18.689999999999998
2019-05-11,81,21.0,,0.21,17.009999999999998
2019-05-12,89,21.0,,0.21,18.689999999999998
2019-05-13,84,21.0,,0.21,17.64
2019-05-14,83,21.0,,0.21,17.43
2019-05-15,100,21.0,,0.21,21.0
2019-05-16,91,21.0,,0.21,19.11
2019-05-17,74,21.0,,0.21,15.54
2019-05-18,93,21.0,,0.21,19.529999999999998
2019-05-19,89,21.0,,0.21,18.689999999999998
2019-05-20,76,21.0,,0.21,15.959999999999999
2019-05-21,88,21.0,,0.21,18.48
2019-05-22,86,21.0,,0.21,18.06
2019-05-23,86,21.0,,0.21,18.06
2019-05-24,83,21.0,,0.21,17.43
2019-05-25,98,21.0,,0.21,20.58
2019-05-26,93,21.0,,0.21,19.529999999999998
2019-05-27,88,21.0,,0.21,18.48
2019-05-28,76,21.0,,0.21,15.959999999999999
2019-05-29,93,21.0,,0.21,19.529999999999998
2019-05-30,80,21.0,,0.21,16.8
2019-05-31,86,21.0,,0.21,18.06
2019-06-01,87,20.0,False,0.2,17.400000000000002
2019-06-02,75,20.0,,0.2,15.0
2019-06-03,71,20.0,,0.2,14.200000000000001
2019-06-04,77,20.0,,0.2,15.4
2019-06-05,77,20.0,,0.2,15.4
2019-06-06,74,20.0,,0.2,14.8
2019-06-07,73,20.0,,0.2,14.600000000000001
2019-06-08,74,20.0,,0.2,14.8
2019-06-09,96,20.0,,0.2,19.200000000000003
2019-06-10,70,20.0,,0.2,14.0
2019-06-11,66,20.0,,0.2,13.200000000000001
2019-06-12,65,20.0,,0.2,13.0
2019-06-13,64,20.0,,0.2,12.8
2019-06-14,60,20.0,,0.2,12.0
2019-06-15,76,20.0,,0.2,15.200000000000001
2019-06-16,80,20.0,,0.2,16.0
2019-06-17,65,20.0,,0.2,13.0
2019-06-18,79,20.0,,0.2,15.8
2019-06-19,100,20.0,,0.2,20.0
2019-06-20,80,20.0,,0.2,16.0
2019-06-21,70,20.0,,0.2,14.0
2019-06-22,86,20.0,,0.2,17.2
2019-06-23,80,20.0,,0.2,16.0
2019-06-24,68,20.0,,0.2,13.600000000000001
2019-06-25,87,20.0,,0.2,17.400000000000002
2019-06-26,69,20.0,,0.2,13.8
2019-06-27,74,20.0,,0.2,14.8
2019-06-28,81,20.0,,0.2,16.2
2019-06-29,66,20.0,,0.2,13.200000000000001
2019-06-30,76,20.0,,0.2,15.200000000000001
2019-07-01,79,21.0,False,0.21,16.59
2019-07-02,74,21.0,,0.21,15.54
2019-07-03,77,21.0,,0.21,16.169999999999998
2019-07-04,79,21.0,,0.21,16.59
2019-07-05,100,21.0,,0.21,21.0
2019-07-06,92,21.0,,0.21,19.32
2019-07-07,93,21.0,,0.21,19.529999999999998
2019-07-08,70,21.0,,0.21,14.7
2019-07-09,75,21.0,,0.21,15.75
2019-07-10,64,21.0,,0.21,13.44
2019-07-11,78,21.0,,0.21,16.38
2019-07-12,86,21.0,,0.21,18.06
2019-07-13,93,21.0,,0.21,19.529999999999998
2019-07-14,60,21.0,,0.21,12.6
2019-07-15,69,21.0,,0.21,14.49
2019-07-16,87,21.0,,0.21,18.27
2019-07-17,95,21.0,,0.21,19.95
2019-07-18,88,21.0,,0.21,18.48
2019-07-19,76,21.0,,0.21,15.959999999999999
2019-07-20,83,21.0,,0.21,17.43
2019-07-21,81,21.0,,0.21,17.009999999999998
2019-07-22,90,21.0,,0.21,18.9
2019-07-23,99,21.0,,0.21,20.79
2019-07-24,71,21.0,,0.21,14.91
2019-07-25,57,21.0,,0.21,11.969999999999999
2019-07-26,73,21.0,,0.21,15.33
2019-07-27,90,21.0,,0.21,18.9
2019-07-28,72,21.0,,0.21,15.12
2019-07-29,72,21.0,,0.21,15.12
2019-07-30,62,21.0,,0.21,13.02
2019-07-31,68,21.0,,0.21,14.28
2019-08-01,78,22.0,False,0.22,17.16
2019-08-02,98,22.0,,0.22,21.56
2019-08-03,100,22.0,,0.22,22.0
2019-08-04,98,22.0,,0.22,21.56
2019-08-05,89,22.0,,0.22,19.580000000000002
2019-08-06,73,22.0,,0.22,16.06
2019-08-07,66,22.0,,0.22,14.52
2019-08-08,93,22.0,,0.22,20.46
2019-08-09,88,22.0,,0.22,19.36
2019-08-10,82,22.0,,0.22,18.04
2019-08-11,84,22.0,,0.22,18.48
2019-08-12,68,22.0,,0.22,14.96
2019-08-13,64,22.0,,0.22,14.08
2019-08-14,74,22.0,,0.22,16.28
2019-08-15,69,22.0,,0.22,15.18
2019-08-16,66,22.0,,0.22,14.52
2019-08-17,66,22.0,,0.22,14.52
2019-08-18,82,22.0,,0.22,18.04
2019-08-19,57,22.0,,0.22,12.540000000000001
2019-08-20,67,22.0,,0.22,14.74
2019-08-21,50,22.0,,0.22,11.0
2019-08-22,63,22.0,,0.22,13.86
2019-08-23,76,22.0,,0.22,16.72
2019-08-24,61,22.0,,0.22,13.42
