date,NG_unscaled,NG_monthly,isPartial,scale,NG
2017-12-14,81,53.0,,0.53,42.93
2017-12-15,91,53.0,,0.53,48.230000000000004
2017-12-16,67,53.0,,0.53,35.510000000000005
2017-12-17,74,53.0,,0.53,39.22
2017-12-18,77,53.0,,0.53,40.81
2017-12-19,86,53.0,,0.53,45.580000000000005
2017-12-20,77,53.0,,0.53,40.81
2017-12-21,86,53.0,,0.53,45.580000000000005
2017-12-22,79,53.0,,0.53,41.870000000000005
2017-12-23,69,53.0,,0.53,36.57
2017-12-24,63,53.0,,0.53,33.39
2017-12-25,61,53.0,,0.53,32.33
2017-12-26,74,53.0,,0.53,39.22
2017-12-27,74,53.0,,0.53,39.22
2017-12-28,72,53.0,,0.53,38.160000000000004
2017-12-29,68,53.0,,0.53,36.04
2017-12-30,71,53.0,,0.53,37.63
2017-12-31,55,53.0,,0.53,29.150000000000002
2018-01-01,62,62.0,False,0.62,38.44
2018-01-02,70,62.0,,0.62,43.4
2018-01-03,77,62.0,,0.62,47.74
2018-01-04,82,62.0,,0.62,50.839999999999996
2018-01-05,75,62.0,,0.62,46.5
2018-01-06,72,62.0,,0.62,44.64
2018-01-07,56,62.0,,0.62,34.72
2018-01-08,82,62.0,,0.62,50.839999999999996
2018-01-09,80,62.0,,0.62,49.6
2018-01-10,100,62.0,,0.62,62.0
2018-01-11,84,62.0,,0.62,52.08
2018-01-12,83,62.0,,0.62,51.46
2018-01-13,66,62.0,,0.62,40.92
2018-01-14,66,62.0,,0.62,40.92
2018-01-15,86,62.0,,0.62,53.32
2018-01-16,84,62.0,,0.62,52.08
2018-01-17,89,62.0,,0.62,55.18
2018-01-18,87,62.0,,0.62,53.94
2018-01-19,82,62.0,,0.62,50.839999999999996
2018-01-20,75,62.0,,0.62,46.5
2018-01-21,57,62.0,,0.62,35.339999999999996
2018-01-22,85,62.0,,0.62,52.7
2018-01-23,78,62.0,,0.62,48.36
2018-01-24,88,62.0,,0.62,54.56
2018-01-25,98,62.0,,0.62,60.76
2018-01-26,77,62.0,,0.62,47.74
2018-01-27,68,62.0,,0.62,42.16
2018-01-28,75,62.0,,0.62,46.5
2018-01-29,93,62.0,,0.62,57.66
2018-01-30,95,62.0,,0.62,58.9
2018-01-31,89,62.0,,0.62,55.18
2018-02-01,91,64.0,False,0.64,58.24
2018-02-02,100,64.0,,0.64,64.0
2018-02-03,63,64.0,,0.64,40.32
2018-02-04,81,64.0,,0.64,51.84
2018-02-05,85,64.0,,0.64,54.4
2018-02-06,85,64.0,,0.64,54.4
2018-02-07,78,64.0,,0.64,49.92
2018-02-08,90,64.0,,0.64,57.6
2018-02-09,93,64.0,,0.64,59.52
2018-02-10,96,64.0,,0.64,61.44
2018-02-11,76,64.0,,0.64,48.64
2018-02-12,73,64.0,,0.64,46.72
2018-02-13,92,64.0,,0.64,58.88
2018-02-14,89,64.0,,0.64,56.96
2018-02-15,88,64.0,,0.64,56.32
2018-02-16,92,64.0,,0.64,58.88
2018-02-17,58,64.0,,0.64,37.12
2018-02-18,75,64.0,,0.64,48.0
2018-02-19,71,64.0,,0.64,45.44
2018-02-20,76,64.0,,0.64,48.64
2018-02-21,92,64.0,,0.64,58.88
2018-02-22,93,64.0,,0.64,59.52
2018-02-23,83,64.0,,0.64,53.120000000000005
2018-02-24,61,64.0,,0.64,39.04
2018-02-25,78,64.0,,0.64,49.92
2018-02-26,73,64.0,,0.64,46.72
2018-02-27,85,64.0,,0.64,54.4
2018-02-28,91,64.0,,0.64,58.24
2018-03-01,90,59.0,False,0.59,53.099999999999994
2018-03-02,81,59.0,,0.59,47.79
2018-03-03,69,59.0,,0.59,40.71
2018-03-04,66,59.0,,0.59,38.94
2018-03-05,78,59.0,,0.59,46.019999999999996
2018-03-06,100,59.0,,0.59,59.0
2018-03-07,88,59.0,,0.59,51.919999999999995
2018-03-08,85,59.0,,0.59,50.15
2018-03-09,83,59.0,,0.59,48.97
2018-03-10,80,59.0,,0.59,47.199999999999996
2018-03-11,73,59.0,,0.59,43.07
2018-03-12,93,59.0,,0.59,54.87
2018-03-13,82,59.0,,0.59,48.379999999999995
2018-03-14,89,59.0,,0.59,52.51
2018-03-15,94,59.0,,0.59,55.459999999999994
2018-03-16,75,59.0,,0.59,44.25
2018-03-17,67,59.0,,0.59,39.53
2018-03-18,72,59.0,,0.59,42.48
2018-03-19,94,59.0,,0.59,55.459999999999994
2018-03-20,91,59.0,,0.59,53.69
2018-03-21,86,59.0,,0.59,50.739999999999995
2018-03-22,88,59.0,,0.59,51.919999999999995
2018-03-23,72,59.0,,0.59,42.48
2018-03-24,73,59.0,,0.59,43.07
2018-03-25,84,59.0,,0.59,49.559999999999995
2018-03-26,87,59.0,,0.59,51.33
2018-03-27,88,59.0,,0.59,51.919999999999995
2018-03-28,91,59.0,,0.59,53.69
2018-03-29,85,59.0,,0.59,50.15
2018-03-30,87,59.0,,0.59,51.33
2018-03-31,72,59.0,,0.59,42.48
2018-04-01,67,65.0,False,0.65,43.550000000000004
2018-04-02,75,65.0,,0.65,48.75
2018-04-03,75,65.0,,0.65,48.75
2018-04-04,82,65.0,,0.65,53.300000000000004
2018-04-05,84,65.0,,0.65,54.6
2018-04-06,90,65.0,,0.65,58.5
2018-04-07,76,65.0,,0.65,49.4
2018-04-08,69,65.0,,0.65,44.85
2018-04-09,75,65.0,,0.65,48.75
2018-04-10,88,65.0,,0.65,57.2
2018-04-11,87,65.0,,0.65,56.550000000000004
2018-04-12,86,65.0,,0.65,55.9
2018-04-13,75,65.0,,0.65,48.75
2018-04-14,66,65.0,,0.65,42.9
2018-04-15,61,65.0,,0.65,39.65
2018-04-16,89,65.0,,0.65,57.85
2018-04-17,100,65.0,,0.65,65.0
2018-04-18,82,65.0,,0.65,53.300000000000004
2018-04-19,83,65.0,,0.65,53.95
2018-04-20,72,65.0,,0.65,46.800000000000004
2018-04-21,75,65.0,,0.65,48.75
2018-04-22,69,65.0,,0.65,44.85
2018-04-23,82,65.0,,0.65,53.300000000000004
2018-04-24,83,65.0,,0.65,53.95
2018-04-25,80,65.0,,0.65,52.0
2018-04-26,94,65.0,,0.65,61.1
2018-04-27,82,65.0,,0.65,53.300000000000004
2018-04-28,70,65.0,,0.65,45.5
2018-04-29,62,65.0,,0.65,40.300000000000004
2018-04-30,97,65.0,,0.65,63.050000000000004
2018-05-01,100,70.0,False,0.7,70.0
2018-05-02,60,70.0,,0.7,42.0
2018-05-03,57,70.0,,0.7,39.9
2018-05-04,47,70.0,,0.7,32.9
2018-05-05,40,70.0,,0.7,28.0
2018-05-06,41,70.0,,0.7,28.7
2018-05-07,52,70.0,,0.7,36.4
2018-05-08,53,70.0,,0.7,37.099999999999994
2018-05-09,53,70.0,,0.7,37.099999999999994
2018-05-10,45,70.0,,0.7,31.499999999999996
2018-05-11,50,70.0,,0.7,35.0
2018-05-12,47,70.0,,0.7,32.9
2018-05-13,40,70.0,,0.7,28.0
2018-05-14,49,70.0,,0.7,34.3
2018-05-15,48,70.0,,0.7,33.599999999999994
2018-05-16,56,70.0,,0.7,39.199999999999996
2018-05-17,47,70.0,,0.7,32.9
2018-05-18,42,70.0,,0.7,29.4
2018-05-19,37,70.0,,0.7,25.9
2018-05-20,37,70.0,,0.7,25.9
2018-05-21,52,70.0,,0.7,36.4
2018-05-22,50,70.0,,0.7,35.0
2018-05-23,48,70.0,,0.7,33.599999999999994
2018-05-24,50,70.0,,0.7,35.0
2018-05-25,48,70.0,,0.7,33.599999999999994
2018-05-26,36,70.0,,0.7,25.2
2018-05-27,43,70.0,,0.7,30.099999999999998
2018-05-28,43,70.0,,0.7,30.099999999999998
2018-05-29,47,70.0,,0.7,32.9
2018-05-30,46,70.0,,0.7,32.199999999999996
2018-05-31,50,70.0,,0.7,35.0
2018-06-01,81,65.0,False,0.65,52.65
2018-06-02,100,65.0,,0.65,65.0
2018-06-03,78,65.0,,0.65,50.7
2018-06-04,94,65.0,,0.65,61.1
2018-06-05,80,65.0,,0.65,52.0
2018-06-06,74,65.0,,0.65,48.1
2018-06-07,81,65.0,,0.65,52.65
2018-06-08,74,65.0,,0.65,48.1
2018-06-09,69,65.0,,0.65,44.85
2018-06-10,70,65.0,,0.65,45.5
2018-06-11,76,65.0,,0.65,49.4
2018-06-12,83,65.0,,0.65,53.95
2018-06-13,85,65.0,,0.65,55.25
2018-06-14,76,65.0,,0.65,49.4
2018-06-15,72,65.0,,0.65,46.800000000000004
2018-06-16,69,65.0,,0.65,44.85
2018-06-17,74,65.0,,0.65,48.1
2018-06-18,85,65.0,,0.65,55.25
2018-06-19,82,65.0,,0.65,53.300000000000004
2018-06-20,92,65.0,,0.65,59.800000000000004
2018-06-21,89,65.0,,0.65,57.85
2018-06-22,71,65.0,,0.65,46.15
2018-06-23,68,65.0,,0.65,44.2
2018-06-24,77,65.0,,0.65,50.050000000000004
2018-06-25,95,65.0,,0.65,61.75
2018-06-26,91,65.0,,0.65,59.15
2018-06-27,77,65.0,,0.65,50.050000000000004
2018-06-28,74,65.0,,0.65,48.1
2018-06-29,81,65.0,,0.65,52.65
2018-06-30,57,65.0,,0.65,37.050000000000004
2018-07-01,77,67.0,False,0.67,51.59
2018-07-02,86,67.0,,0.67,57.620000000000005
2018-07-03,68,67.0,,0.67,45.56
2018-07-04,75,67.0,,0.67,50.25
2018-07-05,79,67.0,,0.67,52.93
2018-07-06,79,67.0,,0.67,52.93
2018-07-07,67,67.0,,0.67,44.89
2018-07-08,79,67.0,,0.67,52.93
2018-07-09,88,67.0,,0.67,58.96
2018-07-10,89,67.0,,0.67,59.63
2018-07-11,92,67.0,,0.67,61.64
2018-07-12,96,67.0,,0.67,64.32000000000001
2018-07-13,86,67.0,,0.67,57.620000000000005
2018-07-14,66,67.0,,0.67,44.220000000000006
2018-07-15,62,67.0,,0.67,41.54
2018-07-16,96,67.0,,0.67,64.32000000000001
2018-07-17,99,67.0,,0.67,66.33
2018-07-18,88,67.0,,0.67,58.96
2018-07-19,95,67.0,,0.67,63.650000000000006
2018-07-20,86,67.0,,0.67,57.620000000000005
2018-07-21,72,67.0,,0.67,48.24
2018-07-22,66,67.0,,0.67,44.220000000000006
2018-07-23,82,67.0,,0.67,54.940000000000005
2018-07-24,93,67.0,,0.67,62.31
2018-07-25,100,67.0,,0.67,67.0
2018-07-26,84,67.0,,0.67,56.28
2018-07-27,87,67.0,,0.67,58.290000000000006
2018-07-28,65,67.0,,0.67,43.550000000000004
2018-07-29,61,67.0,,0.67,40.870000000000005
2018-07-30,87,67.0,,0.67,58.290000000000006
2018-07-31,97,67.0,,0.67,64.99000000000001
2018-08-01,86,62.0,False,0.62,53.32
2018-08-02,86,62.0,,0.62,53.32
2018-08-03,77,62.0,,0.62,47.74
2018-08-04,64,62.0,,0.62,39.68
2018-08-05,67,62.0,,0.62,41.54
2018-08-06,86,62.0,,0.62,53.32
2018-08-07,99,62.0,,0.62,61.38
2018-08-08,85,62.0,,0.62,52.7
2018-08-09,88,62.0,,0.62,54.56
2018-08-10,85,62.0,,0.62,52.7
2018-08-11,75,62.0,,0.62,46.5
2018-08-12,71,62.0,,0.62,44.02
2018-08-13,69,62.0,,0.62,42.78
2018-08-14,94,62.0,,0.62,58.28
2018-08-15,92,62.0,,0.62,57.04
2018-08-16,89,62.0,,0.62,55.18
2018-08-17,85,62.0,,0.62,52.7
2018-08-18,65,62.0,,0.62,40.3
2018-08-19,62,62.0,,0.62,38.44
2018-08-20,93,62.0,,0.62,57.66
2018-08-21,77,62.0,,0.62,47.74
2018-08-22,93,62.0,,0.62,57.66
2018-08-23,84,62.0,,0.62,52.08
2018-08-24,100,62.0,,0.62,62.0
2018-08-25,63,62.0,,0.62,39.06
2018-08-26,75,62.0,,0.62,46.5
2018-08-27,89,62.0,,0.62,55.18
2018-08-28,84,62.0,,0.62,52.08
2018-08-29,94,62.0,,0.62,58.28
2018-08-30,86,62.0,,0.62,53.32
2018-08-31,84,62.0,,0.62,52.08
2018-09-01,58,69.0,False,0.69,40.019999999999996
2018-09-02,67,69.0,,0.69,46.23
2018-09-03,68,69.0,,0.69,46.919999999999995
2018-09-04,84,69.0,,0.69,57.959999999999994
2018-09-05,86,69.0,,0.69,59.339999999999996
2018-09-06,94,69.0,,0.69,64.86
2018-09-07,76,69.0,,0.69,52.44
2018-09-08,70,69.0,,0.69,48.3
2018-09-09,60,69.0,,0.69,41.4
2018-09-10,90,69.0,,0.69,62.099999999999994
2018-09-11,94,69.0,,0.69,64.86
2018-09-12,83,69.0,,0.69,57.269999999999996
2018-09-13,85,69.0,,0.69,58.65
2018-09-14,77,69.0,,0.69,53.129999999999995
2018-09-15,64,69.0,,0.69,44.16
2018-09-16,75,69.0,,0.69,51.74999999999999
2018-09-17,85,69.0,,0.69,58.65
2018-09-18,74,69.0,,0.69,51.059999999999995
2018-09-19,90,69.0,,0.69,62.099999999999994
2018-09-20,85,69.0,,0.69,58.65
2018-09-21,81,69.0,,0.69,55.88999999999999
2018-09-22,75,69.0,,0.69,51.74999999999999
2018-09-23,72,69.0,,0.69,49.67999999999999
2018-09-24,91,69.0,,0.69,62.78999999999999
2018-09-25,100,69.0,,0.69,69.0
2018-09-26,80,69.0,,0.69,55.199999999999996
2018-09-27,87,69.0,,0.69,60.029999999999994
2018-09-28,77,69.0,,0.69,53.129999999999995
2018-09-29,62,69.0,,0.69,42.779999999999994
2018-09-30,71,69.0,,0.69,48.989999999999995
2018-10-01,76,73.0,False,0.73,55.48
2018-10-02,89,73.0,,0.73,64.97
2018-10-03,77,73.0,,0.73,56.21
2018-10-04,88,73.0,,0.73,64.24
2018-10-05,85,73.0,,0.73,62.05
2018-10-06,57,73.0,,0.73,41.61
2018-10-07,71,73.0,,0.73,51.83
2018-10-08,83,73.0,,0.73,60.589999999999996
2018-10-09,99,73.0,,0.73,72.27
2018-10-10,83,73.0,,0.73,60.589999999999996
2018-10-11,89,73.0,,0.73,64.97
2018-10-12,84,73.0,,0.73,61.32
2018-10-13,72,73.0,,0.73,52.56
2018-10-14,74,73.0,,0.73,54.019999999999996
2018-10-15,88,73.0,,0.73,64.24
2018-10-16,90,73.0,,0.73,65.7
2018-10-17,88,73.0,,0.73,64.24
2018-10-18,99,73.0,,0.73,72.27
2018-10-19,75,73.0,,0.73,54.75
2018-10-20,71,73.0,,0.73,51.83
2018-10-21,65,73.0,,0.73,47.449999999999996
2018-10-22,88,73.0,,0.73,64.24
2018-10-23,87,73.0,,0.73,63.51
2018-10-24,90,73.0,,0.73,65.7
2018-10-25,87,73.0,,0.73,63.51
2018-10-26,86,73.0,,0.73,62.78
2018-10-27,71,73.0,,0.73,51.83
2018-10-28,61,73.0,,0.73,44.53
2018-10-29,100,73.0,,0.73,73.0
2018-10-30,97,73.0,,0.73,70.81
2018-10-31,85,73.0,,0.73,62.05
2018-11-01,93,70.0,False,0.7,65.1
2018-11-02,80,70.0,,0.7,56.0
2018-11-03,63,70.0,,0.7,44.099999999999994
2018-11-04,68,70.0,,0.7,47.599999999999994
2018-11-05,90,70.0,,0.7,62.99999999999999
2018-11-06,88,70.0,,0.7,61.599999999999994
2018-11-07,71,70.0,,0.7,49.699999999999996
2018-11-08,95,70.0,,0.7,66.5
2018-11-09,84,70.0,,0.7,58.8
2018-11-10,68,70.0,,0.7,47.599999999999994
2018-11-11,67,70.0,,0.7,46.9
2018-11-12,74,70.0,,0.7,51.8
2018-11-13,81,70.0,,0.7,56.699999999999996
2018-11-14,86,70.0,,0.7,60.199999999999996
2018-11-15,91,70.0,,0.7,63.699999999999996
2018-11-16,86,70.0,,0.7,60.199999999999996
2018-11-17,82,70.0,,0.7,57.4
2018-11-18,64,70.0,,0.7,44.8
2018-11-19,87,70.0,,0.7,60.9
2018-11-20,86,70.0,,0.7,60.199999999999996
2018-11-21,79,70.0,,0.7,55.3
2018-11-22,58,70.0,,0.7,40.599999999999994
2018-11-23,70,70.0,,0.7,49.0
2018-11-24,55,70.0,,0.7,38.5
2018-11-25,66,70.0,,0.7,46.199999999999996
2018-11-26,85,70.0,,0.7,59.49999999999999
2018-11-27,91,70.0,,0.7,63.699999999999996
2018-11-28,87,70.0,,0.7,60.9
2018-11-29,95,70.0,,0.7,66.5
2018-11-30,100,70.0,,0.7,70.0
2018-12-01,57,66.0,False,0.66,37.620000000000005
2018-12-02,47,66.0,,0.66,31.020000000000003
2018-12-03,54,66.0,,0.66,35.64
2018-12-04,68,66.0,,0.66,44.88
2018-12-05,100,66.0,,0.66,66.0
2018-12-06,54,66.0,,0.66,35.64
2018-12-07,64,66.0,,0.66,42.24
2018-12-08,45,66.0,,0.66,29.700000000000003
2018-12-09,45,66.0,,0.66,29.700000000000003
2018-12-10,52,66.0,,0.66,34.32
2018-12-11,53,66.0,,0.66,34.980000000000004
2018-12-12,56,66.0,,0.66,36.96
2018-12-13,60,66.0,,0.66,39.6
2018-12-14,53,66.0,,0.66,34.980000000000004
2018-12-15,41,66.0,,0.66,27.060000000000002
2018-12-16,51,66.0,,0.66,33.660000000000004
2018-12-17,59,66.0,,0.66,38.940000000000005
2018-12-18,59,66.0,,0.66,38.940000000000005
2018-12-19,50,66.0,,0.66,33.0
2018-12-20,48,66.0,,0.66,31.68
2018-12-21,48,66.0,,0.66,31.68
2018-12-22,40,66.0,,0.66,26.400000000000002
2018-12-23,37,66.0,,0.66,24.42
2018-12-24,44,66.0,,0.66,29.040000000000003
2018-12-25,39,66.0,,0.66,25.740000000000002
2018-12-26,46,66.0,,0.66,30.360000000000003
2018-12-27,48,66.0,,0.66,31.68
2018-12-28,45,66.0,,0.66,29.700000000000003
2018-12-29,48,66.0,,0.66,31.68
2018-12-30,46,66.0,,0.66,30.360000000000003
2018-12-31,40,66.0,,0.66,26.400000000000002
2019-01-01,63,70.0,False,0.7,44.099999999999994
2019-01-02,75,70.0,,0.7,52.5
2019-01-03,84,70.0,,0.7,58.8
2019-01-04,80,70.0,,0.7,56.0
2019-01-05,66,70.0,,0.7,46.199999999999996
2019-01-06,54,70.0,,0.7,37.8
2019-01-07,93,70.0,,0.7,65.1
2019-01-08,84,70.0,,0.7,58.8
2019-01-09,87,70.0,,0.7,60.9
2019-01-10,86,70.0,,0.7,60.199999999999996
2019-01-11,84,70.0,,0.7,58.8
2019-01-12,60,70.0,,0.7,42.0
2019-01-13,71,70.0,,0.7,49.699999999999996
2019-01-14,90,70.0,,0.7,62.99999999999999
2019-01-15,83,70.0,,0.7,58.099999999999994
2019-01-16,93,70.0,,0.7,65.1
2019-01-17,88,70.0,,0.7,61.599999999999994
2019-01-18,82,70.0,,0.7,57.4
2019-01-19,69,70.0,,0.7,48.3
2019-01-20,70,70.0,,0.7,49.0
2019-01-21,73,70.0,,0.7,51.099999999999994
2019-01-22,89,70.0,,0.7,62.3
2019-01-23,76,70.0,,0.7,53.199999999999996
2019-01-24,83,70.0,,0.7,58.099999999999994
2019-01-25,85,70.0,,0.7,59.49999999999999
2019-01-26,75,70.0,,0.7,52.5
2019-01-27,71,70.0,,0.7,49.699999999999996
2019-01-28,86,70.0,,0.7,60.199999999999996
2019-01-29,86,70.0,,0.7,60.199999999999996
2019-01-30,100,70.0,,0.7,70.0
2019-01-31,87,70.0,,0.7,60.9
2019-02-01,86,66.0,False,0.66,56.760000000000005
2019-02-02,73,66.0,,0.66,48.18
2019-02-03,73,66.0,,0.66,48.18
2019-02-04,81,66.0,,0.66,53.46
2019-02-05,88,66.0,,0.66,58.080000000000005
2019-02-06,89,66.0,,0.66,58.74
2019-02-07,87,66.0,,0.66,57.42
2019-02-08,95,66.0,,0.66,62.7
2019-02-09,75,66.0,,0.66,49.5
2019-02-10,72,66.0,,0.66,47.52
2019-02-11,78,66.0,,0.66,51.480000000000004
2019-02-12,95,66.0,,0.66,62.7
2019-02-13,81,66.0,,0.66,53.46
2019-02-14,82,66.0,,0.66,54.120000000000005
2019-02-15,87,66.0,,0.66,57.42
2019-02-16,66,66.0,,0.66,43.56
2019-02-17,67,66.0,,0.66,44.22
2019-02-18,81,66.0,,0.66,53.46
2019-02-19,89,66.0,,0.66,58.74
2019-02-20,94,66.0,,0.66,62.040000000000006
2019-02-21,79,66.0,,0.66,52.14
2019-02-22,100,66.0,,0.66,66.0
2019-02-23,66,66.0,,0.66,43.56
2019-02-24,73,66.0,,0.66,48.18
2019-02-25,77,66.0,,0.66,50.82
2019-02-26,91,66.0,,0.66,60.06
2019-02-27,88,66.0,,0.66,58.080000000000005
2019-02-28,95,66.0,,0.66,62.7
2019-03-01,85,67.0,False,0.67,56.95
2019-03-02,65,67.0,,0.67,43.550000000000004
2019-03-03,72,67.0,,0.67,48.24
2019-03-04,81,67.0,,0.67,54.27
2019-03-05,87,67.0,,0.67,58.290000000000006
2019-03-06,93,67.0,,0.67,62.31
2019-03-07,79,67.0,,0.67,52.93
2019-03-08,89,67.0,,0.67,59.63
2019-03-09,73,67.0,,0.67,48.910000000000004
2019-03-10,72,67.0,,0.67,48.24
2019-03-11,91,67.0,,0.67,60.970000000000006
2019-03-12,92,67.0,,0.67,61.64
2019-03-13,98,67.0,,0.67,65.66000000000001
2019-03-14,73,67.0,,0.67,48.910000000000004
2019-03-15,74,67.0,,0.67,49.580000000000005
2019-03-16,70,67.0,,0.67,46.900000000000006
2019-03-17,84,67.0,,0.67,56.28
2019-03-18,95,67.0,,0.67,63.650000000000006
2019-03-19,95,67.0,,0.67,63.650000000000006
2019-03-20,94,67.0,,0.67,62.980000000000004
2019-03-21,91,67.0,,0.67,60.970000000000006
2019-03-22,78,67.0,,0.67,52.260000000000005
2019-03-23,69,67.0,,0.67,46.230000000000004
2019-03-24,67,67.0,,0.67,44.89
2019-03-25,100,67.0,,0.67,67.0
2019-03-26,88,67.0,,0.67,58.96
2019-03-27,92,67.0,,0.67,61.64
2019-03-28,100,67.0,,0.67,67.0
2019-03-29,85,67.0,,0.67,56.95
2019-03-30,64,67.0,,0.67,42.88
2019-03-31,67,67.0,,0.67,44.89
2019-04-01,91,68.0,False,0.68,61.88
2019-04-02,97,68.0,,0.68,65.96000000000001
2019-04-03,85,68.0,,0.68,57.800000000000004
2019-04-04,88,68.0,,0.68,59.84
2019-04-05,86,68.0,,0.68,58.480000000000004
2019-04-06,72,68.0,,0.68,48.96
2019-04-07,75,68.0,,0.68,51.00000000000001
2019-04-08,90,68.0,,0.68,61.2
2019-04-09,91,68.0,,0.68,61.88
2019-04-10,100,68.0,,0.68,68.0
2019-04-11,89,68.0,,0.68,60.52
2019-04-12,82,68.0,,0.68,55.760000000000005
2019-04-13,56,68.0,,0.68,38.080000000000005
2019-04-14,78,68.0,,0.68,53.040000000000006
2019-04-15,71,68.0,,0.68,48.28
2019-04-16,87,68.0,,0.68,59.160000000000004
2019-04-17,93,68.0,,0.68,63.24
2019-04-18,92,68.0,,0.68,62.56
2019-04-19,75,68.0,,0.68,51.00000000000001
2019-04-20,63,68.0,,0.68,42.84
2019-04-21,83,68.0,,0.68,56.440000000000005
2019-04-22,82,68.0,,0.68,55.760000000000005
2019-04-23,84,68.0,,0.68,57.120000000000005
2019-04-24,83,68.0,,0.68,56.440000000000005
2019-04-25,82,68.0,,0.68,55.760000000000005
2019-04-26,77,68.0,,0.68,52.36000000000001
2019-04-27,59,68.0,,0.68,40.120000000000005
2019-04-28,64,68.0,,0.68,43.52
2019-04-29,80,68.0,,0.68,54.400000000000006
2019-04-30,86,68.0,,0.68,58.480000000000004
2019-05-01,93,68.0,False,0.68,63.24
2019-05-02,77,68.0,,0.68,52.36000000000001
2019-05-03,76,68.0,,0.68,51.68000000000001
2019-05-04,66,68.0,,0.68,44.88
2019-05-05,75,68.0,,0.68,51.00000000000001
2019-05-06,92,68.0,,0.68,62.56
2019-05-07,90,68.0,,0.68,61.2
2019-05-08,81,68.0,,0.68,55.080000000000005
2019-05-09,85,68.0,,0.68,57.800000000000004
2019-05-10,73,68.0,,0.68,49.64
2019-05-11,71,68.0,,0.68,48.28
2019-05-12,76,68.0,,0.68,51.68000000000001
2019-05-13,75,68.0,,0.68,51.00000000000001
2019-05-14,100,68.0,,0.68,68.0
2019-05-15,79,68.0,,0.68,53.720000000000006
2019-05-16,87,68.0,,0.68,59.160000000000004
2019-05-17,79,68.0,,0.68,53.720000000000006
2019-05-18,66,68.0,,0.68,44.88
2019-05-19,68,68.0,,0.68,46.24
2019-05-20,85,68.0,,0.68,57.800000000000004
2019-05-21,89,68.0,,0.68,60.52
2019-05-22,86,68.0,,0.68,58.480000000000004
2019-05-23,83,68.0,,0.68,56.440000000000005
2019-05-24,82,68.0,,0.68,55.760000000000005
2019-05-25,71,68.0,,0.68,48.28
2019-05-26,65,68.0,,0.68,44.2
2019-05-27,76,68.0,,0.68,51.68000000000001
2019-05-28,93,68.0,,0.68,63.24
2019-05-29,98,68.0,,0.68,66.64
2019-05-30,96,68.0,,0.68,65.28
2019-05-31,84,68.0,,0.68,57.120000000000005
2019-06-01,67,69.0,False,0.69,46.23
2019-06-02,73,69.0,,0.69,50.37
2019-06-03,81,69.0,,0.69,55.88999999999999
2019-06-04,86,69.0,,0.69,59.339999999999996
2019-06-05,100,69.0,,0.69,69.0
2019-06-06,76,69.0,,0.69,52.44
2019-06-07,81,69.0,,0.69,55.88999999999999
2019-06-08,64,69.0,,0.69,44.16
2019-06-09,64,69.0,,0.69,44.16
2019-06-10,95,69.0,,0.69,65.55
2019-06-11,80,69.0,,0.69,55.199999999999996
2019-06-12,93,69.0,,0.69,64.17
2019-06-13,88,69.0,,0.69,60.72
2019-06-14,76,69.0,,0.69,52.44
2019-06-15,69,69.0,,0.69,47.61
2019-06-16,72,69.0,,0.69,49.67999999999999
2019-06-17,92,69.0,,0.69,63.48
2019-06-18,95,69.0,,0.69,65.55
2019-06-19,96,69.0,,0.69,66.24
2019-06-20,83,69.0,,0.69,57.269999999999996
2019-06-21,89,69.0,,0.69,61.41
2019-06-22,69,69.0,,0.69,47.61
2019-06-23,61,69.0,,0.69,42.089999999999996
2019-06-24,80,69.0,,0.69,55.199999999999996
2019-06-25,89,69.0,,0.69,61.41
2019-06-26,96,69.0,,0.69,66.24
2019-06-27,96,69.0,,0.69,66.24
2019-06-28,92,69.0,,0.69,63.48
2019-06-29,75,69.0,,0.69,51.74999999999999
2019-06-30,71,69.0,,0.69,48.989999999999995
2019-07-01,82,69.0,False,0.69,56.58
2019-07-02,91,69.0,,0.69,62.78999999999999
2019-07-03,91,69.0,,0.69,62.78999999999999
2019-07-04,68,69.0,,0.69,46.919999999999995
2019-07-05,84,69.0,,0.69,57.959999999999994
2019-07-06,81,69.0,,0.69,55.88999999999999
2019-07-07,66,69.0,,0.69,45.54
2019-07-08,90,69.0,,0.69,62.099999999999994
2019-07-09,94,69.0,,0.69,64.86
2019-07-10,80,69.0,,0.69,55.199999999999996
2019-07-11,95,69.0,,0.69,65.55
2019-07-12,100,69.0,,0.69,69.0
2019-07-13,68,69.0,,0.69,46.919999999999995
2019-07-14,67,69.0,,0.69,46.23
2019-07-15,88,69.0,,0.69,60.72
2019-07-16,92,69.0,,0.69,63.48
2019-07-17,94,69.0,,0.69,64.86
2019-07-18,78,69.0,,0.69,53.81999999999999
2019-07-19,91,69.0,,0.69,62.78999999999999
2019-07-20,74,69.0,,0.69,51.059999999999995
2019-07-21,77,69.0,,0.69,53.129999999999995
2019-07-22,82,69.0,,0.69,56.58
2019-07-23,83,69.0,,0.69,57.269999999999996
2019-07-24,92,69.0,,0.69,63.48
2019-07-25,97,69.0,,0.69,66.92999999999999
2019-07-26,91,69.0,,0.69,62.78999999999999
2019-07-27,61,69.0,,0.69,42.089999999999996
2019-07-28,70,69.0,,0.69,48.3
2019-07-29,84,69.0,,0.69,57.959999999999994
2019-07-30,74,69.0,,0.69,51.059999999999995
2019-07-31,92,69.0,,0.69,63.48
