date,BA_unscaled,BA_monthly,isPartial,scale,BA
2017-12-02,83,55.0,,0.55,45.650000000000006
2017-12-03,95,55.0,,0.55,52.25000000000001
2017-12-04,95,55.0,,0.55,52.25000000000001
2017-12-05,93,55.0,,0.55,51.150000000000006
2017-12-06,80,55.0,,0.55,44.0
2017-12-07,100,55.0,,0.55,55.00000000000001
2017-12-08,94,55.0,,0.55,51.7
2017-12-09,84,55.0,,0.55,46.2
2017-12-10,93,55.0,,0.55,51.150000000000006
2017-12-11,95,55.0,,0.55,52.25000000000001
2017-12-12,96,55.0,,0.55,52.800000000000004
2017-12-13,97,55.0,,0.55,53.35
2017-12-14,96,55.0,,0.55,52.800000000000004
2017-12-15,99,55.0,,0.55,54.45
2017-12-16,90,55.0,,0.55,49.50000000000001
2017-12-17,71,55.0,,0.55,39.050000000000004
2017-12-18,100,55.0,,0.55,55.00000000000001
2017-12-19,93,55.0,,0.55,51.150000000000006
2017-12-20,93,55.0,,0.55,51.150000000000006
2017-12-21,88,55.0,,0.55,48.400000000000006
2017-12-22,82,55.0,,0.55,45.1
2017-12-23,81,55.0,,0.55,44.550000000000004
2017-12-24,78,55.0,,0.55,42.900000000000006
2017-12-25,73,55.0,,0.55,40.150000000000006
2017-12-26,85,55.0,,0.55,46.75000000000001
2017-12-27,99,55.0,,0.55,54.45
2017-12-28,87,55.0,,0.55,47.85
2017-12-29,85,55.0,,0.55,46.75000000000001
2017-12-30,83,55.0,,0.55,45.650000000000006
2017-12-31,83,55.0,,0.55,45.650000000000006
2018-01-01,66,59.0,False,0.59,38.94
2018-01-02,68,59.0,,0.59,40.12
2018-01-03,69,59.0,,0.59,40.71
2018-01-04,79,59.0,,0.59,46.61
2018-01-05,83,59.0,,0.59,48.97
2018-01-06,74,59.0,,0.59,43.66
2018-01-07,82,59.0,,0.59,48.379999999999995
2018-01-08,84,59.0,,0.59,49.559999999999995
2018-01-09,84,59.0,,0.59,49.559999999999995
2018-01-10,84,59.0,,0.59,49.559999999999995
2018-01-11,82,59.0,,0.59,48.379999999999995
2018-01-12,90,59.0,,0.59,53.099999999999994
2018-01-13,75,59.0,,0.59,44.25
2018-01-14,63,59.0,,0.59,37.169999999999995
2018-01-15,75,59.0,,0.59,44.25
2018-01-16,82,59.0,,0.59,48.379999999999995
2018-01-17,86,59.0,,0.59,50.739999999999995
2018-01-18,89,59.0,,0.59,52.51
2018-01-19,85,59.0,,0.59,50.15
2018-01-20,82,59.0,,0.59,48.379999999999995
2018-01-21,73,59.0,,0.59,43.07
2018-01-22,81,59.0,,0.59,47.79
2018-01-23,77,59.0,,0.59,45.43
2018-01-24,89,59.0,,0.59,52.51
2018-01-25,82,59.0,,0.59,48.379999999999995
2018-01-26,86,59.0,,0.59,50.739999999999995
2018-01-27,71,59.0,,0.59,41.89
2018-01-28,74,59.0,,0.59,43.66
2018-01-29,78,59.0,,0.59,46.019999999999996
2018-01-30,80,59.0,,0.59,47.199999999999996
2018-01-31,100,59.0,,0.59,59.0
2018-02-01,91,59.0,False,0.59,53.69
2018-02-02,82,59.0,,0.59,48.379999999999995
2018-02-03,80,59.0,,0.59,47.199999999999996
2018-02-04,78,59.0,,0.59,46.019999999999996
2018-02-05,78,59.0,,0.59,46.019999999999996
2018-02-06,100,59.0,,0.59,59.0
2018-02-07,85,59.0,,0.59,50.15
2018-02-08,89,59.0,,0.59,52.51
2018-02-09,94,59.0,,0.59,55.459999999999994
2018-02-10,79,59.0,,0.59,46.61
2018-02-11,79,59.0,,0.59,46.61
2018-02-12,78,59.0,,0.59,46.019999999999996
2018-02-13,84,59.0,,0.59,49.559999999999995
2018-02-14,83,59.0,,0.59,48.97
2018-02-15,87,59.0,,0.59,51.33
2018-02-16,90,59.0,,0.59,53.099999999999994
2018-02-17,72,59.0,,0.59,42.48
2018-02-18,71,59.0,,0.59,41.89
2018-02-19,73,59.0,,0.59,43.07
2018-02-20,78,59.0,,0.59,46.019999999999996
2018-02-21,79,59.0,,0.59,46.61
2018-02-22,83,59.0,,0.59,48.97
2018-02-23,80,59.0,,0.59,47.199999999999996
2018-02-24,70,59.0,,0.59,41.3
2018-02-25,78,59.0,,0.59,46.019999999999996
2018-02-26,85,59.0,,0.59,50.15
2018-02-27,91,59.0,,0.59,53.69
2018-02-28,87,59.0,,0.59,51.33
2018-03-01,99,58.0,False,0.58,57.419999999999995
2018-03-02,96,58.0,,0.58,55.67999999999999
2018-03-03,77,58.0,,0.58,44.66
2018-03-04,80,58.0,,0.58,46.4
2018-03-05,90,58.0,,0.58,52.199999999999996
2018-03-06,95,58.0,,0.58,55.099999999999994
2018-03-07,90,58.0,,0.58,52.199999999999996
2018-03-08,92,58.0,,0.58,53.36
2018-03-09,91,58.0,,0.58,52.779999999999994
2018-03-10,93,58.0,,0.58,53.94
2018-03-11,78,58.0,,0.58,45.239999999999995
2018-03-12,91,58.0,,0.58,52.779999999999994
2018-03-13,89,58.0,,0.58,51.62
2018-03-14,89,58.0,,0.58,51.62
2018-03-15,91,58.0,,0.58,52.779999999999994
2018-03-16,93,58.0,,0.58,53.94
2018-03-17,84,58.0,,0.58,48.72
2018-03-18,81,58.0,,0.58,46.98
2018-03-19,85,58.0,,0.58,49.3
2018-03-20,78,58.0,,0.58,45.239999999999995
2018-03-21,91,58.0,,0.58,52.779999999999994
2018-03-22,95,58.0,,0.58,55.099999999999994
2018-03-23,100,58.0,,0.58,57.99999999999999
2018-03-24,75,58.0,,0.58,43.5
2018-03-25,79,58.0,,0.58,45.82
2018-03-26,93,58.0,,0.58,53.94
2018-03-27,84,58.0,,0.58,48.72
2018-03-28,88,58.0,,0.58,51.04
2018-03-29,97,58.0,,0.58,56.26
2018-03-30,90,58.0,,0.58,52.199999999999996
2018-03-31,79,58.0,,0.58,45.82
2018-04-01,72,57.0,False,0.57,41.04
2018-04-02,86,57.0,,0.57,49.019999999999996
2018-04-03,89,57.0,,0.57,50.73
2018-04-04,94,57.0,,0.57,53.58
2018-04-05,96,57.0,,0.57,54.72
2018-04-06,95,57.0,,0.57,54.15
2018-04-07,81,57.0,,0.57,46.169999999999995
2018-04-08,83,57.0,,0.57,47.309999999999995
2018-04-09,86,57.0,,0.57,49.019999999999996
2018-04-10,99,57.0,,0.57,56.42999999999999
2018-04-11,88,57.0,,0.57,50.16
2018-04-12,90,57.0,,0.57,51.3
2018-04-13,84,57.0,,0.57,47.879999999999995
2018-04-14,84,57.0,,0.57,47.879999999999995
2018-04-15,71,57.0,,0.57,40.47
2018-04-16,82,57.0,,0.57,46.739999999999995
2018-04-17,92,57.0,,0.57,52.44
2018-04-18,81,57.0,,0.57,46.169999999999995
2018-04-19,90,57.0,,0.57,51.3
2018-04-20,83,57.0,,0.57,47.309999999999995
2018-04-21,72,57.0,,0.57,41.04
2018-04-22,74,57.0,,0.57,42.18
2018-04-23,82,57.0,,0.57,46.739999999999995
2018-04-24,86,57.0,,0.57,49.019999999999996
2018-04-25,100,57.0,,0.57,56.99999999999999
2018-04-26,86,57.0,,0.57,49.019999999999996
2018-04-27,84,57.0,,0.57,47.879999999999995
2018-04-28,71,57.0,,0.57,40.47
2018-04-29,74,57.0,,0.57,42.18
2018-04-30,76,57.0,,0.57,43.31999999999999
2018-05-01,91,57.0,False,0.57,51.87
2018-05-02,88,57.0,,0.57,50.16
2018-05-03,87,57.0,,0.57,49.589999999999996
2018-05-04,93,57.0,,0.57,53.01
2018-05-05,80,57.0,,0.57,45.599999999999994
2018-05-06,90,57.0,,0.57,51.3
2018-05-07,88,57.0,,0.57,50.16
2018-05-08,94,57.0,,0.57,53.58
2018-05-09,87,57.0,,0.57,49.589999999999996
2018-05-10,98,57.0,,0.57,55.85999999999999
2018-05-11,89,57.0,,0.57,50.73
2018-05-12,84,57.0,,0.57,47.879999999999995
2018-05-13,80,57.0,,0.57,45.599999999999994
2018-05-14,87,57.0,,0.57,49.589999999999996
2018-05-15,78,57.0,,0.57,44.459999999999994
2018-05-16,86,57.0,,0.57,49.019999999999996
2018-05-17,86,57.0,,0.57,49.019999999999996
2018-05-18,91,57.0,,0.57,51.87
2018-05-19,79,57.0,,0.57,45.029999999999994
2018-05-20,74,57.0,,0.57,42.18
2018-05-21,100,57.0,,0.57,56.99999999999999
2018-05-22,91,57.0,,0.57,51.87
2018-05-23,92,57.0,,0.57,52.44
2018-05-24,91,57.0,,0.57,51.87
2018-05-25,86,57.0,,0.57,49.019999999999996
2018-05-26,76,57.0,,0.57,43.31999999999999
2018-05-27,89,57.0,,0.57,50.73
2018-05-28,82,57.0,,0.57,46.739999999999995
2018-05-29,85,57.0,,0.57,48.449999999999996
2018-05-30,76,57.0,,0.57,43.31999999999999
2018-05-31,85,57.0,,0.57,48.449999999999996
2018-06-01,87,56.0,False,0.56,48.720000000000006
2018-06-02,83,56.0,,0.56,46.480000000000004
2018-06-03,82,56.0,,0.56,45.92
2018-06-04,76,56.0,,0.56,42.56
2018-06-05,84,56.0,,0.56,47.040000000000006
2018-06-06,83,56.0,,0.56,46.480000000000004
2018-06-07,98,56.0,,0.56,54.88
2018-06-08,81,56.0,,0.56,45.36000000000001
2018-06-09,81,56.0,,0.56,45.36000000000001
2018-06-10,83,56.0,,0.56,46.480000000000004
2018-06-11,95,56.0,,0.56,53.2
2018-06-12,87,56.0,,0.56,48.720000000000006
2018-06-13,84,56.0,,0.56,47.040000000000006
2018-06-14,90,56.0,,0.56,50.400000000000006
2018-06-15,82,56.0,,0.56,45.92
2018-06-16,79,56.0,,0.56,44.24
2018-06-17,82,56.0,,0.56,45.92
2018-06-18,81,56.0,,0.56,45.36000000000001
2018-06-19,100,56.0,,0.56,56.00000000000001
2018-06-20,91,56.0,,0.56,50.96000000000001
2018-06-21,88,56.0,,0.56,49.28
2018-06-22,88,56.0,,0.56,49.28
2018-06-23,84,56.0,,0.56,47.040000000000006
2018-06-24,78,56.0,,0.56,43.68000000000001
2018-06-25,88,56.0,,0.56,49.28
2018-06-26,79,56.0,,0.56,44.24
2018-06-27,85,56.0,,0.56,47.6
2018-06-28,90,56.0,,0.56,50.400000000000006
2018-06-29,89,56.0,,0.56,49.84
2018-06-30,85,56.0,,0.56,47.6
2018-07-01,81,55.0,False,0.55,44.550000000000004
2018-07-02,83,55.0,,0.55,45.650000000000006
2018-07-03,79,55.0,,0.55,43.45
2018-07-04,73,55.0,,0.55,40.150000000000006
2018-07-05,89,55.0,,0.55,48.95
2018-07-06,82,55.0,,0.55,45.1
2018-07-07,75,55.0,,0.55,41.25
2018-07-08,72,55.0,,0.55,39.6
2018-07-09,85,55.0,,0.55,46.75000000000001
2018-07-10,84,55.0,,0.55,46.2
2018-07-11,83,55.0,,0.55,45.650000000000006
2018-07-12,78,55.0,,0.55,42.900000000000006
2018-07-13,90,55.0,,0.55,49.50000000000001
2018-07-14,77,55.0,,0.55,42.35
2018-07-15,82,55.0,,0.55,45.1
2018-07-16,92,55.0,,0.55,50.6
2018-07-17,89,55.0,,0.55,48.95
2018-07-18,76,55.0,,0.55,41.800000000000004
2018-07-19,86,55.0,,0.55,47.300000000000004
2018-07-20,86,55.0,,0.55,47.300000000000004
2018-07-21,78,55.0,,0.55,42.900000000000006
2018-07-22,74,55.0,,0.55,40.7
2018-07-23,76,55.0,,0.55,41.800000000000004
2018-07-24,86,55.0,,0.55,47.300000000000004
2018-07-25,100,55.0,,0.55,55.00000000000001
2018-07-26,90,55.0,,0.55,49.50000000000001
2018-07-27,82,55.0,,0.55,45.1
2018-07-28,80,55.0,,0.55,44.0
2018-07-29,80,55.0,,0.55,44.0
2018-07-30,87,55.0,,0.55,47.85
2018-07-31,84,55.0,,0.55,46.2
2018-08-01,95,56.0,False,0.56,53.2
2018-08-02,99,56.0,,0.56,55.440000000000005
2018-08-03,84,56.0,,0.56,47.040000000000006
2018-08-04,81,56.0,,0.56,45.36000000000001
2018-08-05,86,56.0,,0.56,48.160000000000004
2018-08-06,86,56.0,,0.56,48.160000000000004
2018-08-07,89,56.0,,0.56,49.84
2018-08-08,88,56.0,,0.56,49.28
2018-08-09,85,56.0,,0.56,47.6
2018-08-10,91,56.0,,0.56,50.96000000000001
2018-08-11,88,56.0,,0.56,49.28
2018-08-12,83,56.0,,0.56,46.480000000000004
2018-08-13,96,56.0,,0.56,53.760000000000005
2018-08-14,85,56.0,,0.56,47.6
2018-08-15,91,56.0,,0.56,50.96000000000001
2018-08-16,99,56.0,,0.56,55.440000000000005
2018-08-17,93,56.0,,0.56,52.080000000000005
2018-08-18,86,56.0,,0.56,48.160000000000004
2018-08-19,89,56.0,,0.56,49.84
2018-08-20,87,56.0,,0.56,48.720000000000006
2018-08-21,90,56.0,,0.56,50.400000000000006
2018-08-22,91,56.0,,0.56,50.96000000000001
2018-08-23,92,56.0,,0.56,51.52
2018-08-24,94,56.0,,0.56,52.64000000000001
2018-08-25,90,56.0,,0.56,50.400000000000006
2018-08-26,82,56.0,,0.56,45.92
2018-08-27,92,56.0,,0.56,51.52
2018-08-28,100,56.0,,0.56,56.00000000000001
2018-08-29,92,56.0,,0.56,51.52
2018-08-30,88,56.0,,0.56,49.28
2018-08-31,90,56.0,,0.56,50.400000000000006
2018-09-01,76,56.0,False,0.56,42.56
2018-09-02,80,56.0,,0.56,44.800000000000004
2018-09-03,89,56.0,,0.56,49.84
2018-09-04,86,56.0,,0.56,48.160000000000004
2018-09-05,82,56.0,,0.56,45.92
2018-09-06,85,56.0,,0.56,47.6
2018-09-07,87,56.0,,0.56,48.720000000000006
2018-09-08,77,56.0,,0.56,43.120000000000005
2018-09-09,82,56.0,,0.56,45.92
2018-09-10,84,56.0,,0.56,47.040000000000006
2018-09-11,90,56.0,,0.56,50.400000000000006
2018-09-12,90,56.0,,0.56,50.400000000000006
2018-09-13,86,56.0,,0.56,48.160000000000004
2018-09-14,89,56.0,,0.56,49.84
2018-09-15,91,56.0,,0.56,50.96000000000001
2018-09-16,81,56.0,,0.56,45.36000000000001
2018-09-17,96,56.0,,0.56,53.760000000000005
2018-09-18,92,56.0,,0.56,51.52
2018-09-19,98,56.0,,0.56,54.88
2018-09-20,99,56.0,,0.56,55.440000000000005
2018-09-21,93,56.0,,0.56,52.080000000000005
2018-09-22,88,56.0,,0.56,49.28
2018-09-23,84,56.0,,0.56,47.040000000000006
2018-09-24,95,56.0,,0.56,53.2
2018-09-25,100,56.0,,0.56,56.00000000000001
2018-09-26,86,56.0,,0.56,48.160000000000004
2018-09-27,87,56.0,,0.56,48.720000000000006
2018-09-28,91,56.0,,0.56,50.96000000000001
2018-09-29,78,56.0,,0.56,43.68000000000001
2018-09-30,82,56.0,,0.56,45.92
2018-10-01,98,58.0,False,0.58,56.839999999999996
2018-10-02,92,58.0,,0.58,53.36
2018-10-03,84,58.0,,0.58,48.72
2018-10-04,90,58.0,,0.58,52.199999999999996
2018-10-05,80,58.0,,0.58,46.4
2018-10-06,75,58.0,,0.58,43.5
2018-10-07,76,58.0,,0.58,44.08
2018-10-08,84,58.0,,0.58,48.72
2018-10-09,87,58.0,,0.58,50.459999999999994
2018-10-10,91,58.0,,0.58,52.779999999999994
2018-10-11,92,58.0,,0.58,53.36
2018-10-12,85,58.0,,0.58,49.3
2018-10-13,80,58.0,,0.58,46.4
2018-10-14,73,58.0,,0.58,42.339999999999996
2018-10-15,89,58.0,,0.58,51.62
2018-10-16,94,58.0,,0.58,54.519999999999996
2018-10-17,89,58.0,,0.58,51.62
2018-10-18,93,58.0,,0.58,53.94
2018-10-19,81,58.0,,0.58,46.98
2018-10-20,73,58.0,,0.58,42.339999999999996
2018-10-21,76,58.0,,0.58,44.08
2018-10-22,85,58.0,,0.58,49.3
2018-10-23,84,58.0,,0.58,48.72
2018-10-24,96,58.0,,0.58,55.67999999999999
2018-10-25,100,58.0,,0.58,57.99999999999999
2018-10-26,87,58.0,,0.58,50.459999999999994
2018-10-27,81,58.0,,0.58,46.98
2018-10-28,81,58.0,,0.58,46.98
2018-10-29,87,58.0,,0.58,50.459999999999994
2018-10-30,96,58.0,,0.58,55.67999999999999
2018-10-31,97,58.0,,0.58,56.26
2018-11-01,98,55.0,False,0.55,53.900000000000006
2018-11-02,97,55.0,,0.55,53.35
2018-11-03,78,55.0,,0.55,42.900000000000006
2018-11-04,88,55.0,,0.55,48.400000000000006
2018-11-05,91,55.0,,0.55,50.050000000000004
2018-11-06,86,55.0,,0.55,47.300000000000004
2018-11-07,87,55.0,,0.55,47.85
2018-11-08,97,55.0,,0.55,53.35
2018-11-09,93,55.0,,0.55,51.150000000000006
2018-11-10,75,55.0,,0.55,41.25
2018-11-11,76,55.0,,0.55,41.800000000000004
2018-11-12,88,55.0,,0.55,48.400000000000006
2018-11-13,98,55.0,,0.55,53.900000000000006
2018-11-14,95,55.0,,0.55,52.25000000000001
2018-11-15,90,55.0,,0.55,49.50000000000001
2018-11-16,86,55.0,,0.55,47.300000000000004
2018-11-17,86,55.0,,0.55,47.300000000000004
2018-11-18,80,55.0,,0.55,44.0
2018-11-19,95,55.0,,0.55,52.25000000000001
2018-11-20,92,55.0,,0.55,50.6
2018-11-21,93,55.0,,0.55,51.150000000000006
2018-11-22,78,55.0,,0.55,42.900000000000006
2018-11-23,80,55.0,,0.55,44.0
2018-11-24,76,55.0,,0.55,41.800000000000004
2018-11-25,68,55.0,,0.55,37.400000000000006
2018-11-26,88,55.0,,0.55,48.400000000000006
2018-11-27,79,55.0,,0.55,43.45
2018-11-28,86,55.0,,0.55,47.300000000000004
2018-11-29,92,55.0,,0.55,50.6
2018-11-30,100,55.0,,0.55,55.00000000000001
2018-12-01,93,55.0,False,0.55,51.150000000000006
2018-12-02,84,55.0,,0.55,46.2
2018-12-03,93,55.0,,0.55,51.150000000000006
2018-12-04,85,55.0,,0.55,46.75000000000001
2018-12-05,85,55.0,,0.55,46.75000000000001
2018-12-06,97,55.0,,0.55,53.35
2018-12-07,92,55.0,,0.55,50.6
2018-12-08,85,55.0,,0.55,46.75000000000001
2018-12-09,90,55.0,,0.55,49.50000000000001
2018-12-10,93,55.0,,0.55,51.150000000000006
2018-12-11,90,55.0,,0.55,49.50000000000001
2018-12-12,100,55.0,,0.55,55.00000000000001
2018-12-13,92,55.0,,0.55,50.6
2018-12-14,85,55.0,,0.55,46.75000000000001
2018-12-15,84,55.0,,0.55,46.2
2018-12-16,80,55.0,,0.55,44.0
2018-12-17,96,55.0,,0.55,52.800000000000004
2018-12-18,89,55.0,,0.55,48.95
2018-12-19,85,55.0,,0.55,46.75000000000001
2018-12-20,92,55.0,,0.55,50.6
2018-12-21,85,55.0,,0.55,46.75000000000001
2018-12-22,77,55.0,,0.55,42.35
2018-12-23,82,55.0,,0.55,45.1
2018-12-24,88,55.0,,0.55,48.400000000000006
2018-12-25,85,55.0,,0.55,46.75000000000001
2018-12-26,93,55.0,,0.55,51.150000000000006
2018-12-27,89,55.0,,0.55,48.95
2018-12-28,89,55.0,,0.55,48.95
2018-12-29,82,55.0,,0.55,45.1
2018-12-30,80,55.0,,0.55,44.0
2018-12-31,85,55.0,,0.55,46.75000000000001
2019-01-01,71,56.0,False,0.56,39.760000000000005
2019-01-02,68,56.0,,0.56,38.080000000000005
2019-01-03,75,56.0,,0.56,42.00000000000001
2019-01-04,79,56.0,,0.56,44.24
2019-01-05,68,56.0,,0.56,38.080000000000005
2019-01-06,71,56.0,,0.56,39.760000000000005
2019-01-07,78,56.0,,0.56,43.68000000000001
2019-01-08,81,56.0,,0.56,45.36000000000001
2019-01-09,82,56.0,,0.56,45.92
2019-01-10,79,56.0,,0.56,44.24
2019-01-11,81,56.0,,0.56,45.36000000000001
2019-01-12,67,56.0,,0.56,37.52
2019-01-13,71,56.0,,0.56,39.760000000000005
2019-01-14,76,56.0,,0.56,42.56
2019-01-15,80,56.0,,0.56,44.800000000000004
2019-01-16,77,56.0,,0.56,43.120000000000005
2019-01-17,84,56.0,,0.56,47.040000000000006
2019-01-18,76,56.0,,0.56,42.56
2019-01-19,67,56.0,,0.56,37.52
2019-01-20,75,56.0,,0.56,42.00000000000001
2019-01-21,68,56.0,,0.56,38.080000000000005
2019-01-22,66,56.0,,0.56,36.96
2019-01-23,78,56.0,,0.56,43.68000000000001
2019-01-24,77,56.0,,0.56,43.120000000000005
2019-01-25,73,56.0,,0.56,40.88
2019-01-26,73,56.0,,0.56,40.88
2019-01-27,72,56.0,,0.56,40.32000000000001
2019-01-28,71,56.0,,0.56,39.760000000000005
2019-01-29,77,56.0,,0.56,43.120000000000005
2019-01-30,100,56.0,,0.56,56.00000000000001
2019-01-31,82,56.0,,0.56,45.92
2019-02-01,92,57.0,False,0.57,52.44
2019-02-02,79,57.0,,0.57,45.029999999999994
2019-02-03,74,57.0,,0.57,42.18
2019-02-04,82,57.0,,0.57,46.739999999999995
2019-02-05,99,57.0,,0.57,56.42999999999999
2019-02-06,95,57.0,,0.57,54.15
2019-02-07,93,57.0,,0.57,53.01
2019-02-08,87,57.0,,0.57,49.589999999999996
2019-02-09,88,57.0,,0.57,50.16
2019-02-10,78,57.0,,0.57,44.459999999999994
2019-02-11,78,57.0,,0.57,44.459999999999994
2019-02-12,86,57.0,,0.57,49.019999999999996
2019-02-13,88,57.0,,0.57,50.16
2019-02-14,92,57.0,,0.57,52.44
2019-02-15,91,57.0,,0.57,51.87
2019-02-16,84,57.0,,0.57,47.879999999999995
2019-02-17,81,57.0,,0.57,46.169999999999995
2019-02-18,83,57.0,,0.57,47.309999999999995
2019-02-19,93,57.0,,0.57,53.01
2019-02-20,86,57.0,,0.57,49.019999999999996
2019-02-21,85,57.0,,0.57,48.449999999999996
2019-02-22,83,57.0,,0.57,47.309999999999995
2019-02-23,74,57.0,,0.57,42.18
2019-02-24,84,57.0,,0.57,47.879999999999995
2019-02-25,88,57.0,,0.57,50.16
2019-02-26,90,57.0,,0.57,51.3
2019-02-27,92,57.0,,0.57,52.44
2019-02-28,100,57.0,,0.57,56.99999999999999
2019-03-01,37,79.0,False,0.79,29.23
2019-03-02,31,79.0,,0.79,24.490000000000002
2019-03-03,29,79.0,,0.79,22.91
2019-03-04,37,79.0,,0.79,29.23
2019-03-05,32,79.0,,0.79,25.28
2019-03-06,32,79.0,,0.79,25.28
2019-03-07,38,79.0,,0.79,30.020000000000003
2019-03-08,34,79.0,,0.79,26.86
2019-03-09,29,79.0,,0.79,22.91
2019-03-10,34,79.0,,0.79,26.86
2019-03-11,73,79.0,,0.79,57.67
2019-03-12,78,79.0,,0.79,61.620000000000005
2019-03-13,100,79.0,,0.79,79.0
2019-03-14,77,79.0,,0.79,60.830000000000005
2019-03-15,61,79.0,,0.79,48.190000000000005
2019-03-16,37,79.0,,0.79,29.23
2019-03-17,36,79.0,,0.79,28.44
2019-03-18,68,79.0,,0.79,53.72
2019-03-19,50,79.0,,0.79,39.5
2019-03-20,51,79.0,,0.79,40.29
2019-03-21,58,79.0,,0.79,45.82
2019-03-22,50,79.0,,0.79,39.5
2019-03-23,39,79.0,,0.79,30.810000000000002
2019-03-24,34,79.0,,0.79,26.86
2019-03-25,49,79.0,,0.79,38.71
2019-03-26,49,79.0,,0.79,38.71
2019-03-27,51,79.0,,0.79,40.29
2019-03-28,45,79.0,,0.79,35.550000000000004
2019-03-29,45,79.0,,0.79,35.550000000000004
2019-03-30,33,79.0,,0.79,26.07
2019-03-31,32,79.0,,0.79,25.28
2019-04-01,85,69.0,False,0.69,58.65
2019-04-02,93,69.0,,0.69,64.17
2019-04-03,89,69.0,,0.69,61.41
2019-04-04,98,69.0,,0.69,67.61999999999999
2019-04-05,94,69.0,,0.69,64.86
2019-04-06,71,69.0,,0.69,48.989999999999995
2019-04-07,70,69.0,,0.69,48.3
2019-04-08,95,69.0,,0.69,65.55
2019-04-09,100,69.0,,0.69,69.0
2019-04-10,96,69.0,,0.69,66.24
2019-04-11,90,69.0,,0.69,62.099999999999994
2019-04-12,86,69.0,,0.69,59.339999999999996
2019-04-13,68,69.0,,0.69,46.919999999999995
2019-04-14,62,69.0,,0.69,42.779999999999994
2019-04-15,78,69.0,,0.69,53.81999999999999
2019-04-16,87,69.0,,0.69,60.029999999999994
2019-04-17,84,69.0,,0.69,57.959999999999994
2019-04-18,78,69.0,,0.69,53.81999999999999
2019-04-19,67,69.0,,0.69,46.23
2019-04-20,62,69.0,,0.69,42.779999999999994
2019-04-21,60,69.0,,0.69,41.4
2019-04-22,74,69.0,,0.69,51.059999999999995
2019-04-23,76,69.0,,0.69,52.44
2019-04-24,99,69.0,,0.69,68.30999999999999
2019-04-25,82,69.0,,0.69,56.58
2019-04-26,67,69.0,,0.69,46.23
2019-04-27,63,69.0,,0.69,43.47
2019-04-28,68,69.0,,0.69,46.919999999999995
2019-04-29,76,69.0,,0.69,52.44
2019-04-30,73,69.0,,0.69,50.37
2019-05-01,88,63.0,False,0.63,55.44
2019-05-02,76,63.0,,0.63,47.88
2019-05-03,81,63.0,,0.63,51.03
2019-05-04,71,63.0,,0.63,44.73
2019-05-05,78,63.0,,0.63,49.14
2019-05-06,95,63.0,,0.63,59.85
2019-05-07,90,63.0,,0.63,56.7
2019-05-08,95,63.0,,0.63,59.85
2019-05-09,100,63.0,,0.63,63.0
2019-05-10,85,63.0,,0.63,53.55
2019-05-11,78,63.0,,0.63,49.14
2019-05-12,74,63.0,,0.63,46.62
2019-05-13,91,63.0,,0.63,57.33
2019-05-14,100,63.0,,0.63,63.0
2019-05-15,85,63.0,,0.63,53.55
2019-05-16,88,63.0,,0.63,55.44
2019-05-17,86,63.0,,0.63,54.18
2019-05-18,70,63.0,,0.63,44.1
2019-05-19,75,63.0,,0.63,47.25
2019-05-20,80,63.0,,0.63,50.4
2019-05-21,84,63.0,,0.63,52.92
2019-05-22,83,63.0,,0.63,52.29
2019-05-23,84,63.0,,0.63,52.92
2019-05-24,92,63.0,,0.63,57.96
2019-05-25,76,63.0,,0.63,47.88
2019-05-26,78,63.0,,0.63,49.14
2019-05-27,81,63.0,,0.63,51.03
2019-05-28,86,63.0,,0.63,54.18
2019-05-29,89,63.0,,0.63,56.07
2019-05-30,85,63.0,,0.63,53.55
2019-05-31,83,63.0,,0.63,52.29
2019-06-01,75,57.0,False,0.57,42.74999999999999
2019-06-02,77,57.0,,0.57,43.88999999999999
2019-06-03,94,57.0,,0.57,53.58
2019-06-04,90,57.0,,0.57,51.3
2019-06-05,89,57.0,,0.57,50.73
2019-06-06,90,57.0,,0.57,51.3
2019-06-07,87,57.0,,0.57,49.589999999999996
2019-06-08,73,57.0,,0.57,41.61
2019-06-09,81,57.0,,0.57,46.169999999999995
2019-06-10,88,57.0,,0.57,50.16
2019-06-11,91,57.0,,0.57,51.87
2019-06-12,78,57.0,,0.57,44.459999999999994
2019-06-13,90,57.0,,0.57,51.3
2019-06-14,87,57.0,,0.57,49.589999999999996
2019-06-15,75,57.0,,0.57,42.74999999999999
2019-06-16,82,57.0,,0.57,46.739999999999995
2019-06-17,93,57.0,,0.57,53.01
2019-06-18,100,57.0,,0.57,56.99999999999999
2019-06-19,92,57.0,,0.57,52.44
2019-06-20,95,57.0,,0.57,54.15
2019-06-21,94,57.0,,0.57,53.58
2019-06-22,84,57.0,,0.57,47.879999999999995
2019-06-23,63,57.0,,0.57,35.91
2019-06-24,85,57.0,,0.57,48.449999999999996
2019-06-25,89,57.0,,0.57,50.73
2019-06-26,89,57.0,,0.57,50.73
2019-06-27,96,57.0,,0.57,54.72
2019-06-28,95,57.0,,0.57,54.15
2019-06-29,82,57.0,,0.57,46.739999999999995
2019-06-30,78,57.0,,0.57,44.459999999999994
2019-07-01,81,58.0,False,0.58,46.98
2019-07-02,75,58.0,,0.58,43.5
2019-07-03,72,58.0,,0.58,41.76
2019-07-04,70,58.0,,0.58,40.599999999999994
2019-07-05,70,58.0,,0.58,40.599999999999994
2019-07-06,68,58.0,,0.58,39.44
