date,OI_unscaled,OI_monthly,isPartial,scale,OI
2017-12-30,64,76.0,,0.76,48.64
2017-12-31,85,76.0,,0.76,64.6
2018-01-01,80,83.0,False,0.83,66.39999999999999
2018-01-02,68,83.0,,0.83,56.44
2018-01-03,66,83.0,,0.83,54.779999999999994
2018-01-04,73,83.0,,0.83,60.589999999999996
2018-01-05,67,83.0,,0.83,55.61
2018-01-06,65,83.0,,0.83,53.949999999999996
2018-01-07,78,83.0,,0.83,64.74
2018-01-08,64,83.0,,0.83,53.12
2018-01-09,73,83.0,,0.83,60.589999999999996
2018-01-10,89,83.0,,0.83,73.86999999999999
2018-01-11,73,83.0,,0.83,60.589999999999996
2018-01-12,70,83.0,,0.83,58.099999999999994
2018-01-13,84,83.0,,0.83,69.72
2018-01-14,72,83.0,,0.83,59.76
2018-01-15,72,83.0,,0.83,59.76
2018-01-16,69,83.0,,0.83,57.269999999999996
2018-01-17,74,83.0,,0.83,61.419999999999995
2018-01-18,78,83.0,,0.83,64.74
2018-01-19,72,83.0,,0.83,59.76
2018-01-20,71,83.0,,0.83,58.93
2018-01-21,71,83.0,,0.83,58.93
2018-01-22,100,83.0,,0.83,83.0
2018-01-23,56,83.0,,0.83,46.48
2018-01-24,59,83.0,,0.83,48.97
2018-01-25,83,83.0,,0.83,68.89
2018-01-26,79,83.0,,0.83,65.57
2018-01-27,76,83.0,,0.83,63.08
2018-01-28,69,83.0,,0.83,57.269999999999996
2018-01-29,74,83.0,,0.83,61.419999999999995
2018-01-30,71,83.0,,0.83,58.93
2018-01-31,84,83.0,,0.83,69.72
2018-02-01,90,81.0,False,0.81,72.9
2018-02-02,78,81.0,,0.81,63.18000000000001
2018-02-03,69,81.0,,0.81,55.89
2018-02-04,81,81.0,,0.81,65.61
2018-02-05,72,81.0,,0.81,58.32000000000001
2018-02-06,64,81.0,,0.81,51.84
2018-02-07,79,81.0,,0.81,63.99
2018-02-08,75,81.0,,0.81,60.75000000000001
2018-02-09,70,81.0,,0.81,56.7
2018-02-10,76,81.0,,0.81,61.56
2018-02-11,100,81.0,,0.81,81.0
2018-02-12,88,81.0,,0.81,71.28
2018-02-13,68,81.0,,0.81,55.080000000000005
2018-02-14,93,81.0,,0.81,75.33
2018-02-15,68,81.0,,0.81,55.080000000000005
2018-02-16,87,81.0,,0.81,70.47
2018-02-17,79,81.0,,0.81,63.99
2018-02-18,79,81.0,,0.81,63.99
2018-02-19,76,81.0,,0.81,61.56
2018-02-20,83,81.0,,0.81,67.23
2018-02-21,87,81.0,,0.81,70.47
2018-02-22,73,81.0,,0.81,59.13
2018-02-23,65,81.0,,0.81,52.650000000000006
2018-02-24,74,81.0,,0.81,59.940000000000005
2018-02-25,80,81.0,,0.81,64.80000000000001
2018-02-26,70,81.0,,0.81,56.7
2018-02-27,76,81.0,,0.81,61.56
2018-02-28,81,81.0,,0.81,65.61
2018-03-01,73,81.0,False,0.81,59.13
2018-03-02,67,81.0,,0.81,54.27
2018-03-03,58,81.0,,0.81,46.980000000000004
2018-03-04,56,81.0,,0.81,45.36
2018-03-05,75,81.0,,0.81,60.75000000000001
2018-03-06,78,81.0,,0.81,63.18000000000001
2018-03-07,77,81.0,,0.81,62.370000000000005
2018-03-08,76,81.0,,0.81,61.56
2018-03-09,67,81.0,,0.81,54.27
2018-03-10,59,81.0,,0.81,47.790000000000006
2018-03-11,79,81.0,,0.81,63.99
2018-03-12,79,81.0,,0.81,63.99
2018-03-13,68,81.0,,0.81,55.080000000000005
2018-03-14,89,81.0,,0.81,72.09
2018-03-15,84,81.0,,0.81,68.04
2018-03-16,77,81.0,,0.81,62.370000000000005
2018-03-17,86,81.0,,0.81,69.66000000000001
2018-03-18,79,81.0,,0.81,63.99
2018-03-19,69,81.0,,0.81,55.89
2018-03-20,82,81.0,,0.81,66.42
2018-03-21,85,81.0,,0.81,68.85000000000001
2018-03-22,85,81.0,,0.81,68.85000000000001
2018-03-23,77,81.0,,0.81,62.370000000000005
2018-03-24,82,81.0,,0.81,66.42
2018-03-25,73,81.0,,0.81,59.13
2018-03-26,100,81.0,,0.81,81.0
2018-03-27,69,81.0,,0.81,55.89
2018-03-28,77,81.0,,0.81,62.370000000000005
2018-03-29,93,81.0,,0.81,75.33
2018-03-30,85,81.0,,0.81,68.85000000000001
2018-03-31,65,81.0,,0.81,52.650000000000006
2018-04-01,74,84.0,False,0.84,62.16
2018-04-02,64,84.0,,0.84,53.76
2018-04-03,63,84.0,,0.84,52.919999999999995
2018-04-04,87,84.0,,0.84,73.08
2018-04-05,79,84.0,,0.84,66.36
2018-04-06,76,84.0,,0.84,63.839999999999996
2018-04-07,69,84.0,,0.84,57.96
2018-04-08,64,84.0,,0.84,53.76
2018-04-09,72,84.0,,0.84,60.48
2018-04-10,84,84.0,,0.84,70.56
2018-04-11,84,84.0,,0.84,70.56
2018-04-12,76,84.0,,0.84,63.839999999999996
2018-04-13,65,84.0,,0.84,54.6
2018-04-14,71,84.0,,0.84,59.64
2018-04-15,74,84.0,,0.84,62.16
2018-04-16,66,84.0,,0.84,55.44
2018-04-17,63,84.0,,0.84,52.919999999999995
2018-04-18,71,84.0,,0.84,59.64
2018-04-19,88,84.0,,0.84,73.92
2018-04-20,75,84.0,,0.84,63.0
2018-04-21,66,84.0,,0.84,55.44
2018-04-22,100,84.0,,0.84,84.0
2018-04-23,60,84.0,,0.84,50.4
2018-04-24,63,84.0,,0.84,52.919999999999995
2018-04-25,89,84.0,,0.84,74.75999999999999
2018-04-26,84,84.0,,0.84,70.56
2018-04-27,74,84.0,,0.84,62.16
2018-04-28,63,84.0,,0.84,52.919999999999995
2018-04-29,67,84.0,,0.84,56.28
2018-04-30,59,84.0,,0.84,49.559999999999995
2018-05-01,100,85.0,False,0.85,85.0
2018-05-02,89,85.0,,0.85,75.64999999999999
2018-05-03,91,85.0,,0.85,77.35
2018-05-04,88,85.0,,0.85,74.8
2018-05-05,82,85.0,,0.85,69.7
2018-05-06,79,85.0,,0.85,67.14999999999999
2018-05-07,77,85.0,,0.85,65.45
2018-05-08,73,85.0,,0.85,62.05
2018-05-09,71,85.0,,0.85,60.35
2018-05-10,88,85.0,,0.85,74.8
2018-05-11,83,85.0,,0.85,70.55
2018-05-12,67,85.0,,0.85,56.949999999999996
2018-05-13,82,85.0,,0.85,69.7
2018-05-14,95,85.0,,0.85,80.75
2018-05-15,95,85.0,,0.85,80.75
2018-05-16,82,85.0,,0.85,69.7
2018-05-17,97,85.0,,0.85,82.45
2018-05-18,75,85.0,,0.85,63.75
2018-05-19,73,85.0,,0.85,62.05
2018-05-20,82,85.0,,0.85,69.7
2018-05-21,76,85.0,,0.85,64.6
2018-05-22,58,85.0,,0.85,49.3
2018-05-23,95,85.0,,0.85,80.75
2018-05-24,87,85.0,,0.85,73.95
2018-05-25,82,85.0,,0.85,69.7
2018-05-26,89,85.0,,0.85,75.64999999999999
2018-05-27,74,85.0,,0.85,62.9
2018-05-28,69,85.0,,0.85,58.65
2018-05-29,79,85.0,,0.85,67.14999999999999
2018-05-30,84,85.0,,0.85,71.39999999999999
2018-05-31,85,85.0,,0.85,72.25
2018-06-01,91,75.0,False,0.75,68.25
2018-06-02,87,75.0,,0.75,65.25
2018-06-03,94,75.0,,0.75,70.5
2018-06-04,85,75.0,,0.75,63.75
2018-06-05,83,75.0,,0.75,62.25
2018-06-06,73,75.0,,0.75,54.75
2018-06-07,86,75.0,,0.75,64.5
2018-06-08,76,75.0,,0.75,57.0
2018-06-09,68,75.0,,0.75,51.0
2018-06-10,72,75.0,,0.75,54.0
2018-06-11,85,75.0,,0.75,63.75
2018-06-12,81,75.0,,0.75,60.75
2018-06-13,83,75.0,,0.75,62.25
2018-06-14,80,75.0,,0.75,60.0
2018-06-15,86,75.0,,0.75,64.5
2018-06-16,82,75.0,,0.75,61.5
2018-06-17,78,75.0,,0.75,58.5
2018-06-18,77,75.0,,0.75,57.75
2018-06-19,76,75.0,,0.75,57.0
2018-06-20,66,75.0,,0.75,49.5
2018-06-21,68,75.0,,0.75,51.0
2018-06-22,78,75.0,,0.75,58.5
2018-06-23,94,75.0,,0.75,70.5
2018-06-24,100,75.0,,0.75,75.0
2018-06-25,84,75.0,,0.75,63.0
2018-06-26,98,75.0,,0.75,73.5
2018-06-27,72,75.0,,0.75,54.0
2018-06-28,86,75.0,,0.75,64.5
2018-06-29,86,75.0,,0.75,64.5
2018-06-30,72,75.0,,0.75,54.0
2018-07-01,89,77.0,False,0.77,68.53
2018-07-02,63,77.0,,0.77,48.51
2018-07-03,74,77.0,,0.77,56.980000000000004
2018-07-04,70,77.0,,0.77,53.9
2018-07-05,68,77.0,,0.77,52.36
2018-07-06,77,77.0,,0.77,59.29
2018-07-07,71,77.0,,0.77,54.67
2018-07-08,88,77.0,,0.77,67.76
2018-07-09,100,77.0,,0.77,77.0
2018-07-10,73,77.0,,0.77,56.21
2018-07-11,97,77.0,,0.77,74.69
2018-07-12,69,77.0,,0.77,53.13
2018-07-13,80,77.0,,0.77,61.6
2018-07-14,94,77.0,,0.77,72.38
2018-07-15,67,77.0,,0.77,51.59
2018-07-16,78,77.0,,0.77,60.06
2018-07-17,66,77.0,,0.77,50.82
2018-07-18,64,77.0,,0.77,49.28
2018-07-19,74,77.0,,0.77,56.980000000000004
2018-07-20,82,77.0,,0.77,63.14
2018-07-21,73,77.0,,0.77,56.21
2018-07-22,84,77.0,,0.77,64.68
2018-07-23,90,77.0,,0.77,69.3
2018-07-24,85,77.0,,0.77,65.45
2018-07-25,84,77.0,,0.77,64.68
2018-07-26,75,77.0,,0.77,57.75
2018-07-27,83,77.0,,0.77,63.910000000000004
2018-07-28,81,77.0,,0.77,62.370000000000005
2018-07-29,68,77.0,,0.77,52.36
2018-07-30,73,77.0,,0.77,56.21
2018-07-31,78,77.0,,0.77,60.06
2018-08-01,77,74.0,False,0.74,56.98
2018-08-02,71,74.0,,0.74,52.54
2018-08-03,100,74.0,,0.74,74.0
2018-08-04,95,74.0,,0.74,70.3
2018-08-05,97,74.0,,0.74,71.78
2018-08-06,85,74.0,,0.74,62.9
2018-08-07,68,74.0,,0.74,50.32
2018-08-08,70,74.0,,0.74,51.8
2018-08-09,80,74.0,,0.74,59.2
2018-08-10,70,74.0,,0.74,51.8
2018-08-11,66,74.0,,0.74,48.839999999999996
2018-08-12,85,74.0,,0.74,62.9
2018-08-13,82,74.0,,0.74,60.68
2018-08-14,73,74.0,,0.74,54.019999999999996
2018-08-15,94,74.0,,0.74,69.56
2018-08-16,78,74.0,,0.74,57.72
2018-08-17,72,74.0,,0.74,53.28
2018-08-18,100,74.0,,0.74,74.0
2018-08-19,80,74.0,,0.74,59.2
2018-08-20,64,74.0,,0.74,47.36
2018-08-21,82,74.0,,0.74,60.68
2018-08-22,86,74.0,,0.74,63.64
2018-08-23,85,74.0,,0.74,62.9
2018-08-24,87,74.0,,0.74,64.38
2018-08-25,81,74.0,,0.74,59.94
2018-08-26,97,74.0,,0.74,71.78
2018-08-27,91,74.0,,0.74,67.34
2018-08-28,93,74.0,,0.74,68.82
2018-08-29,75,74.0,,0.74,55.5
2018-08-30,66,74.0,,0.74,48.839999999999996
2018-08-31,95,74.0,,0.74,70.3
2018-09-01,98,77.0,False,0.77,75.46000000000001
2018-09-02,74,77.0,,0.77,56.980000000000004
2018-09-03,84,77.0,,0.77,64.68
2018-09-04,85,77.0,,0.77,65.45
2018-09-05,73,77.0,,0.77,56.21
2018-09-06,88,77.0,,0.77,67.76
2018-09-07,79,77.0,,0.77,60.83
2018-09-08,68,77.0,,0.77,52.36
2018-09-09,74,77.0,,0.77,56.980000000000004
2018-09-10,77,77.0,,0.77,59.29
2018-09-11,87,77.0,,0.77,66.99
2018-09-12,75,77.0,,0.77,57.75
2018-09-13,83,77.0,,0.77,63.910000000000004
2018-09-14,88,77.0,,0.77,67.76
2018-09-15,88,77.0,,0.77,67.76
2018-09-16,79,77.0,,0.77,60.83
2018-09-17,91,77.0,,0.77,70.07000000000001
2018-09-18,79,77.0,,0.77,60.83
2018-09-19,81,77.0,,0.77,62.370000000000005
2018-09-20,79,77.0,,0.77,60.83
2018-09-21,73,77.0,,0.77,56.21
2018-09-22,80,77.0,,0.77,61.6
2018-09-23,91,77.0,,0.77,70.07000000000001
2018-09-24,78,77.0,,0.77,60.06
2018-09-25,100,77.0,,0.77,77.0
2018-09-26,99,77.0,,0.77,76.23
2018-09-27,60,77.0,,0.77,46.2
2018-09-28,92,77.0,,0.77,70.84
2018-09-29,91,77.0,,0.77,70.07000000000001
2018-09-30,54,77.0,,0.77,41.58
2018-10-01,95,81.0,False,0.81,76.95
2018-10-02,72,81.0,,0.81,58.32000000000001
2018-10-03,94,81.0,,0.81,76.14
2018-10-04,89,81.0,,0.81,72.09
2018-10-05,99,81.0,,0.81,80.19000000000001
2018-10-06,80,81.0,,0.81,64.80000000000001
2018-10-07,65,81.0,,0.81,52.650000000000006
2018-10-08,97,81.0,,0.81,78.57000000000001
2018-10-09,80,81.0,,0.81,64.80000000000001
2018-10-10,71,81.0,,0.81,57.510000000000005
2018-10-11,92,81.0,,0.81,74.52000000000001
2018-10-12,85,81.0,,0.81,68.85000000000001
2018-10-13,76,81.0,,0.81,61.56
2018-10-14,90,81.0,,0.81,72.9
2018-10-15,100,81.0,,0.81,81.0
2018-10-16,88,81.0,,0.81,71.28
2018-10-17,66,81.0,,0.81,53.46
2018-10-18,92,81.0,,0.81,74.52000000000001
2018-10-19,93,81.0,,0.81,75.33
2018-10-20,62,81.0,,0.81,50.220000000000006
2018-10-21,68,81.0,,0.81,55.080000000000005
2018-10-22,80,81.0,,0.81,64.80000000000001
2018-10-23,83,81.0,,0.81,67.23
2018-10-24,74,81.0,,0.81,59.940000000000005
2018-10-25,79,81.0,,0.81,63.99
2018-10-26,75,81.0,,0.81,60.75000000000001
2018-10-27,78,81.0,,0.81,63.18000000000001
2018-10-28,74,81.0,,0.81,59.940000000000005
2018-10-29,96,81.0,,0.81,77.76
2018-10-30,90,81.0,,0.81,72.9
2018-10-31,87,81.0,,0.81,70.47
2018-11-01,77,73.0,False,0.73,56.21
2018-11-02,76,73.0,,0.73,55.48
2018-11-03,64,73.0,,0.73,46.72
2018-11-04,72,73.0,,0.73,52.56
2018-11-05,74,73.0,,0.73,54.019999999999996
2018-11-06,63,73.0,,0.73,45.99
2018-11-07,84,73.0,,0.73,61.32
2018-11-08,85,73.0,,0.73,62.05
2018-11-09,78,73.0,,0.73,56.94
2018-11-10,76,73.0,,0.73,55.48
2018-11-11,74,73.0,,0.73,54.019999999999996
2018-11-12,76,73.0,,0.73,55.48
2018-11-13,87,73.0,,0.73,63.51
2018-11-14,91,73.0,,0.73,66.42999999999999
2018-11-15,89,73.0,,0.73,64.97
2018-11-16,77,73.0,,0.73,56.21
2018-11-17,49,73.0,,0.73,35.769999999999996
2018-11-18,92,73.0,,0.73,67.16
2018-11-19,69,73.0,,0.73,50.37
2018-11-20,71,73.0,,0.73,51.83
2018-11-21,84,73.0,,0.73,61.32
2018-11-22,53,73.0,,0.73,38.69
2018-11-23,75,73.0,,0.73,54.75
2018-11-24,59,73.0,,0.73,43.07
2018-11-25,52,73.0,,0.73,37.96
2018-11-26,76,73.0,,0.73,55.48
2018-11-27,68,73.0,,0.73,49.64
2018-11-28,78,73.0,,0.73,56.94
2018-11-29,80,73.0,,0.73,58.4
2018-11-30,100,73.0,,0.73,73.0
2018-12-01,82,77.0,False,0.77,63.14
2018-12-02,88,77.0,,0.77,67.76
2018-12-03,91,77.0,,0.77,70.07000000000001
2018-12-04,94,77.0,,0.77,72.38
2018-12-05,82,77.0,,0.77,63.14
2018-12-06,75,77.0,,0.77,57.75
2018-12-07,73,77.0,,0.77,56.21
2018-12-08,67,77.0,,0.77,51.59
2018-12-09,89,77.0,,0.77,68.53
2018-12-10,90,77.0,,0.77,69.3
2018-12-11,86,77.0,,0.77,66.22
2018-12-12,72,77.0,,0.77,55.44
2018-12-13,87,77.0,,0.77,66.99
2018-12-14,70,77.0,,0.77,53.9
2018-12-15,78,77.0,,0.77,60.06
2018-12-16,100,77.0,,0.77,77.0
2018-12-17,79,77.0,,0.77,60.83
2018-12-18,74,77.0,,0.77,56.980000000000004
2018-12-19,71,77.0,,0.77,54.67
2018-12-20,98,77.0,,0.77,75.46000000000001
2018-12-21,75,77.0,,0.77,57.75
2018-12-22,70,77.0,,0.77,53.9
2018-12-23,80,77.0,,0.77,61.6
2018-12-24,65,77.0,,0.77,50.050000000000004
2018-12-25,87,77.0,,0.77,66.99
2018-12-26,91,77.0,,0.77,70.07000000000001
2018-12-27,72,77.0,,0.77,55.44
2018-12-28,75,77.0,,0.77,57.75
2018-12-29,71,77.0,,0.77,54.67
2018-12-30,75,77.0,,0.77,57.75
2018-12-31,82,77.0,,0.77,63.14
2019-01-01,65,86.0,False,0.86,55.9
2019-01-02,78,86.0,,0.86,67.08
2019-01-03,56,86.0,,0.86,48.16
2019-01-04,62,86.0,,0.86,53.32
2019-01-05,62,86.0,,0.86,53.32
2019-01-06,86,86.0,,0.86,73.96
2019-01-07,59,86.0,,0.86,50.74
2019-01-08,80,86.0,,0.86,68.8
2019-01-09,57,86.0,,0.86,49.019999999999996
2019-01-10,68,86.0,,0.86,58.48
2019-01-11,97,86.0,,0.86,83.42
2019-01-12,76,86.0,,0.86,65.36
2019-01-13,68,86.0,,0.86,58.48
2019-01-14,81,86.0,,0.86,69.66
2019-01-15,82,86.0,,0.86,70.52
2019-01-16,76,86.0,,0.86,65.36
2019-01-17,71,86.0,,0.86,61.06
2019-01-18,62,86.0,,0.86,53.32
2019-01-19,100,86.0,,0.86,86.0
2019-01-20,79,86.0,,0.86,67.94
2019-01-21,70,86.0,,0.86,60.199999999999996
2019-01-22,70,86.0,,0.86,60.199999999999996
2019-01-23,78,86.0,,0.86,67.08
2019-01-24,70,86.0,,0.86,60.199999999999996
2019-01-25,72,86.0,,0.86,61.92
2019-01-26,66,86.0,,0.86,56.76
2019-01-27,75,86.0,,0.86,64.5
2019-01-28,75,86.0,,0.86,64.5
2019-01-29,82,86.0,,0.86,70.52
2019-01-30,61,86.0,,0.86,52.46
2019-01-31,82,86.0,,0.86,70.52
2019-02-01,83,84.0,False,0.84,69.72
2019-02-02,83,84.0,,0.84,69.72
2019-02-03,74,84.0,,0.84,62.16
2019-02-04,78,84.0,,0.84,65.52
2019-02-05,92,84.0,,0.84,77.28
2019-02-06,88,84.0,,0.84,73.92
2019-02-07,65,84.0,,0.84,54.6
2019-02-08,100,84.0,,0.84,84.0
2019-02-09,59,84.0,,0.84,49.559999999999995
2019-02-10,92,84.0,,0.84,77.28
2019-02-11,88,84.0,,0.84,73.92
2019-02-12,74,84.0,,0.84,62.16
2019-02-13,97,84.0,,0.84,81.48
2019-02-14,78,84.0,,0.84,65.52
2019-02-15,91,84.0,,0.84,76.44
2019-02-16,69,84.0,,0.84,57.96
2019-02-17,77,84.0,,0.84,64.67999999999999
2019-02-18,73,84.0,,0.84,61.32
2019-02-19,77,84.0,,0.84,64.67999999999999
2019-02-20,73,84.0,,0.84,61.32
2019-02-21,79,84.0,,0.84,66.36
2019-02-22,66,84.0,,0.84,55.44
2019-02-23,84,84.0,,0.84,70.56
2019-02-24,71,84.0,,0.84,59.64
2019-02-25,73,84.0,,0.84,61.32
2019-02-26,60,84.0,,0.84,50.4
2019-02-27,86,84.0,,0.84,72.24
2019-02-28,76,84.0,,0.84,63.839999999999996
2019-03-01,78,79.0,False,0.79,61.620000000000005
2019-03-02,57,79.0,,0.79,45.03
2019-03-03,58,79.0,,0.79,45.82
2019-03-04,80,79.0,,0.79,63.2
2019-03-05,74,79.0,,0.79,58.46
2019-03-06,84,79.0,,0.79,66.36
2019-03-07,85,79.0,,0.79,67.15
2019-03-08,82,79.0,,0.79,64.78
2019-03-09,64,79.0,,0.79,50.56
2019-03-10,60,79.0,,0.79,47.400000000000006
2019-03-11,75,79.0,,0.79,59.25
2019-03-12,69,79.0,,0.79,54.510000000000005
2019-03-13,75,79.0,,0.79,59.25
2019-03-14,100,79.0,,0.79,79.0
2019-03-15,66,79.0,,0.79,52.14
2019-03-16,50,79.0,,0.79,39.5
2019-03-17,83,79.0,,0.79,65.57000000000001
2019-03-18,75,79.0,,0.79,59.25
2019-03-19,85,79.0,,0.79,67.15
2019-03-20,63,79.0,,0.79,49.77
2019-03-21,71,79.0,,0.79,56.09
2019-03-22,80,79.0,,0.79,63.2
2019-03-23,55,79.0,,0.79,43.45
2019-03-24,88,79.0,,0.79,69.52000000000001
2019-03-25,84,79.0,,0.79,66.36
2019-03-26,57,79.0,,0.79,45.03
2019-03-27,78,79.0,,0.79,61.620000000000005
2019-03-28,75,79.0,,0.79,59.25
2019-03-29,81,79.0,,0.79,63.99
2019-03-30,73,79.0,,0.79,57.67
2019-03-31,67,79.0,,0.79,52.93
2019-04-01,70,83.0,False,0.83,58.099999999999994
2019-04-02,93,83.0,,0.83,77.19
2019-04-03,100,83.0,,0.83,83.0
2019-04-04,71,83.0,,0.83,58.93
2019-04-05,77,83.0,,0.83,63.91
2019-04-06,64,83.0,,0.83,53.12
2019-04-07,71,83.0,,0.83,58.93
2019-04-08,90,83.0,,0.83,74.7
2019-04-09,81,83.0,,0.83,67.22999999999999
2019-04-10,80,83.0,,0.83,66.39999999999999
2019-04-11,89,83.0,,0.83,73.86999999999999
2019-04-12,70,83.0,,0.83,58.099999999999994
2019-04-13,61,83.0,,0.83,50.629999999999995
2019-04-14,57,83.0,,0.83,47.309999999999995
2019-04-15,80,83.0,,0.83,66.39999999999999
2019-04-16,69,83.0,,0.83,57.269999999999996
2019-04-17,72,83.0,,0.83,59.76
2019-04-18,97,83.0,,0.83,80.50999999999999
2019-04-19,80,83.0,,0.83,66.39999999999999
2019-04-20,74,83.0,,0.83,61.419999999999995
2019-04-21,79,83.0,,0.83,65.57
2019-04-22,81,83.0,,0.83,67.22999999999999
2019-04-23,81,83.0,,0.83,67.22999999999999
2019-04-24,77,83.0,,0.83,63.91
2019-04-25,78,83.0,,0.83,64.74
2019-04-26,74,83.0,,0.83,61.419999999999995
2019-04-27,67,83.0,,0.83,55.61
2019-04-28,76,83.0,,0.83,63.08
2019-04-29,72,83.0,,0.83,59.76
2019-04-30,80,83.0,,0.83,66.39999999999999
2019-05-01,82,83.0,False,0.83,68.06
2019-05-02,96,83.0,,0.83,79.67999999999999
2019-05-03,93,83.0,,0.83,77.19
2019-05-04,74,83.0,,0.83,61.419999999999995
2019-05-05,73,83.0,,0.83,60.589999999999996
2019-05-06,100,83.0,,0.83,83.0
2019-05-07,83,83.0,,0.83,68.89
2019-05-08,75,83.0,,0.83,62.25
2019-05-09,85,83.0,,0.83,70.55
2019-05-10,86,83.0,,0.83,71.38
2019-05-11,73,83.0,,0.83,60.589999999999996
2019-05-12,68,83.0,,0.83,56.44
2019-05-13,74,83.0,,0.83,61.419999999999995
2019-05-14,77,83.0,,0.83,63.91
2019-05-15,71,83.0,,0.83,58.93
2019-05-16,76,83.0,,0.83,63.08
2019-05-17,97,83.0,,0.83,80.50999999999999
2019-05-18,64,83.0,,0.83,53.12
2019-05-19,52,83.0,,0.83,43.16
2019-05-20,75,83.0,,0.83,62.25
2019-05-21,92,83.0,,0.83,76.36
2019-05-22,77,83.0,,0.83,63.91
2019-05-23,76,83.0,,0.83,63.08
2019-05-24,87,83.0,,0.83,72.21
2019-05-25,61,83.0,,0.83,50.629999999999995
2019-05-26,67,83.0,,0.83,55.61
2019-05-27,83,83.0,,0.83,68.89
2019-05-28,70,83.0,,0.83,58.099999999999994
2019-05-29,88,83.0,,0.83,73.03999999999999
2019-05-30,79,83.0,,0.83,65.57
2019-05-31,79,83.0,,0.83,65.57
2019-06-01,78,80.0,False,0.8,62.400000000000006
2019-06-02,69,80.0,,0.8,55.2
2019-06-03,95,80.0,,0.8,76.0
2019-06-04,94,80.0,,0.8,75.2
2019-06-05,81,80.0,,0.8,64.8
2019-06-06,56,80.0,,0.8,44.800000000000004
2019-06-07,71,80.0,,0.8,56.800000000000004
2019-06-08,70,80.0,,0.8,56.0
2019-06-09,81,80.0,,0.8,64.8
2019-06-10,61,80.0,,0.8,48.800000000000004
2019-06-11,62,80.0,,0.8,49.6
2019-06-12,57,80.0,,0.8,45.6
2019-06-13,68,80.0,,0.8,54.400000000000006
2019-06-14,68,80.0,,0.8,54.400000000000006
2019-06-15,60,80.0,,0.8,48.0
2019-06-16,76,80.0,,0.8,60.800000000000004
2019-06-17,65,80.0,,0.8,52.0
2019-06-18,74,80.0,,0.8,59.2
2019-06-19,71,80.0,,0.8,56.800000000000004
2019-06-20,68,80.0,,0.8,54.400000000000006
2019-06-21,75,80.0,,0.8,60.0
2019-06-22,87,80.0,,0.8,69.60000000000001
2019-06-23,100,80.0,,0.8,80.0
2019-06-24,57,80.0,,0.8,45.6
2019-06-25,78,80.0,,0.8,62.400000000000006
2019-06-26,62,80.0,,0.8,49.6
2019-06-27,76,80.0,,0.8,60.800000000000004
2019-06-28,85,80.0,,0.8,68.0
2019-06-29,80,80.0,,0.8,64.0
2019-06-30,90,80.0,,0.8,72.0
2019-07-01,76,71.0,False,0.71,53.959999999999994
2019-07-02,77,71.0,,0.71,54.669999999999995
2019-07-03,85,71.0,,0.71,60.349999999999994
2019-07-04,65,71.0,,0.71,46.15
2019-07-05,90,71.0,,0.71,63.9
2019-07-06,74,71.0,,0.71,52.54
2019-07-07,56,71.0,,0.71,39.76
2019-07-08,58,71.0,,0.71,41.18
2019-07-09,73,71.0,,0.71,51.83
2019-07-10,72,71.0,,0.71,51.12
2019-07-11,100,71.0,,0.71,71.0
2019-07-12,66,71.0,,0.71,46.86
2019-07-13,88,71.0,,0.71,62.48
2019-07-14,88,71.0,,0.71,62.48
2019-07-15,65,71.0,,0.71,46.15
2019-07-16,91,71.0,,0.71,64.61
2019-07-17,84,71.0,,0.71,59.64
2019-07-18,65,71.0,,0.71,46.15
2019-07-19,77,71.0,,0.71,54.669999999999995
2019-07-20,64,71.0,,0.71,45.44
2019-07-21,59,71.0,,0.71,41.89
2019-07-22,72,71.0,,0.71,51.12
2019-07-23,72,71.0,,0.71,51.12
2019-07-24,71,71.0,,0.71,50.41
2019-07-25,68,71.0,,0.71,48.28
2019-07-26,77,71.0,,0.71,54.669999999999995
2019-07-27,72,71.0,,0.71,51.12
2019-07-28,65,71.0,,0.71,46.15
2019-07-29,59,71.0,,0.71,41.89
2019-07-30,53,71.0,,0.71,37.629999999999995
2019-07-31,59,71.0,,0.71,41.89
2019-08-01,78,73.0,False,0.73,56.94
2019-08-02,65,73.0,,0.73,47.449999999999996
2019-08-03,74,73.0,,0.73,54.019999999999996
2019-08-04,82,73.0,,0.73,59.86
2019-08-05,57,73.0,,0.73,41.61
2019-08-06,64,73.0,,0.73,46.72
2019-08-07,82,73.0,,0.73,59.86
2019-08-08,77,73.0,,0.73,56.21
2019-08-09,63,73.0,,0.73,45.99
2019-08-10,55,73.0,,0.73,40.15
2019-08-11,92,73.0,,0.73,67.16
2019-08-12,72,73.0,,0.73,52.56
2019-08-13,62,73.0,,0.73,45.26
2019-08-14,100,73.0,,0.73,73.0
2019-08-15,71,73.0,,0.73,51.83
2019-08-16,73,73.0,,0.73,53.29
2019-08-17,68,73.0,,0.73,49.64
2019-08-18,82,73.0,,0.73,59.86
2019-08-19,82,73.0,,0.73,59.86
2019-08-20,74,73.0,,0.73,54.019999999999996
2019-08-21,67,73.0,,0.73,48.91
2019-08-22,82,73.0,,0.73,59.86
2019-08-23,89,73.0,,0.73,64.97
2019-08-24,93,73.0,,0.73,67.89
2019-08-25,84,73.0,,0.73,61.32
2019-08-26,94,73.0,,0.73,68.62
2019-08-27,80,73.0,,0.73,58.4
2019-08-28,75,73.0,,0.73,54.75
