date,ULTA_unscaled,ULTA_monthly,isPartial,scale,ULTA
2017-12-31,69,88.0,,0.88,60.72
2018-01-01,70,57.0,False,0.57,39.9
2018-01-02,68,57.0,,0.57,38.76
2018-01-03,98,57.0,,0.57,55.85999999999999
2018-01-04,93,57.0,,0.57,53.01
2018-01-05,76,57.0,,0.57,43.31999999999999
2018-01-06,95,57.0,,0.57,54.15
2018-01-07,100,57.0,,0.57,56.99999999999999
2018-01-08,55,57.0,,0.57,31.349999999999998
2018-01-09,53,57.0,,0.57,30.209999999999997
2018-01-10,46,57.0,,0.57,26.22
2018-01-11,54,57.0,,0.57,30.779999999999998
2018-01-12,56,57.0,,0.57,31.919999999999998
2018-01-13,78,57.0,,0.57,44.459999999999994
2018-01-14,76,57.0,,0.57,43.31999999999999
2018-01-15,61,57.0,,0.57,34.769999999999996
2018-01-16,47,57.0,,0.57,26.79
2018-01-17,50,57.0,,0.57,28.499999999999996
2018-01-18,50,57.0,,0.57,28.499999999999996
2018-01-19,60,57.0,,0.57,34.199999999999996
2018-01-20,73,57.0,,0.57,41.61
2018-01-21,74,57.0,,0.57,42.18
2018-01-22,48,57.0,,0.57,27.36
2018-01-23,50,57.0,,0.57,28.499999999999996
2018-01-24,53,57.0,,0.57,30.209999999999997
2018-01-25,50,57.0,,0.57,28.499999999999996
2018-01-26,54,57.0,,0.57,30.779999999999998
2018-01-27,72,57.0,,0.57,41.04
2018-01-28,72,57.0,,0.57,41.04
2018-01-29,42,57.0,,0.57,23.939999999999998
2018-01-30,45,57.0,,0.57,25.65
2018-01-31,47,57.0,,0.57,26.79
2018-02-01,65,50.0,False,0.5,32.5
2018-02-02,74,50.0,,0.5,37.0
2018-02-03,100,50.0,,0.5,50.0
2018-02-04,89,50.0,,0.5,44.5
2018-02-05,54,50.0,,0.5,27.0
2018-02-06,55,50.0,,0.5,27.5
2018-02-07,57,50.0,,0.5,28.5
2018-02-08,59,50.0,,0.5,29.5
2018-02-09,63,50.0,,0.5,31.5
2018-02-10,81,50.0,,0.5,40.5
2018-02-11,89,50.0,,0.5,44.5
2018-02-12,57,50.0,,0.5,28.5
2018-02-13,60,50.0,,0.5,30.0
2018-02-14,62,50.0,,0.5,31.0
2018-02-15,56,50.0,,0.5,28.0
2018-02-16,69,50.0,,0.5,34.5
2018-02-17,91,50.0,,0.5,45.5
2018-02-18,92,50.0,,0.5,46.0
2018-02-19,72,50.0,,0.5,36.0
2018-02-20,58,50.0,,0.5,29.0
2018-02-21,61,50.0,,0.5,30.5
2018-02-22,65,50.0,,0.5,32.5
2018-02-23,75,50.0,,0.5,37.5
2018-02-24,95,50.0,,0.5,47.5
2018-02-25,98,50.0,,0.5,49.0
2018-02-26,65,50.0,,0.5,32.5
2018-02-27,56,50.0,,0.5,28.0
2018-02-28,63,50.0,,0.5,31.5
2018-03-01,48,61.0,False,0.61,29.28
2018-03-02,52,61.0,,0.61,31.72
2018-03-03,70,61.0,,0.61,42.699999999999996
2018-03-04,68,61.0,,0.61,41.48
2018-03-05,45,61.0,,0.61,27.45
2018-03-06,47,61.0,,0.61,28.669999999999998
2018-03-07,46,61.0,,0.61,28.06
2018-03-08,47,61.0,,0.61,28.669999999999998
2018-03-09,53,61.0,,0.61,32.33
2018-03-10,65,61.0,,0.61,39.65
2018-03-11,73,61.0,,0.61,44.53
2018-03-12,51,61.0,,0.61,31.11
2018-03-13,48,61.0,,0.61,29.28
2018-03-14,53,61.0,,0.61,32.33
2018-03-15,59,61.0,,0.61,35.99
2018-03-16,65,61.0,,0.61,39.65
2018-03-17,75,61.0,,0.61,45.75
2018-03-18,88,61.0,,0.61,53.68
2018-03-19,60,61.0,,0.61,36.6
2018-03-20,57,61.0,,0.61,34.769999999999996
2018-03-21,59,61.0,,0.61,35.99
2018-03-22,60,61.0,,0.61,36.6
2018-03-23,65,61.0,,0.61,39.65
2018-03-24,80,61.0,,0.61,48.8
2018-03-25,87,61.0,,0.61,53.07
2018-03-26,55,61.0,,0.61,33.55
2018-03-27,55,61.0,,0.61,33.55
2018-03-28,55,61.0,,0.61,33.55
2018-03-29,60,61.0,,0.61,36.6
2018-03-30,73,61.0,,0.61,44.53
2018-03-31,100,61.0,,0.61,61.0
2018-04-01,79,57.0,False,0.57,45.029999999999994
2018-04-02,53,57.0,,0.57,30.209999999999997
2018-04-03,49,57.0,,0.57,27.929999999999996
2018-04-04,52,57.0,,0.57,29.639999999999997
2018-04-05,56,57.0,,0.57,31.919999999999998
2018-04-06,65,57.0,,0.57,37.05
2018-04-07,100,57.0,,0.57,56.99999999999999
2018-04-08,75,57.0,,0.57,42.74999999999999
2018-04-09,46,57.0,,0.57,26.22
2018-04-10,45,57.0,,0.57,25.65
2018-04-11,43,57.0,,0.57,24.509999999999998
2018-04-12,47,57.0,,0.57,26.79
2018-04-13,51,57.0,,0.57,29.069999999999997
2018-04-14,60,57.0,,0.57,34.199999999999996
2018-04-15,59,57.0,,0.57,33.629999999999995
2018-04-16,43,57.0,,0.57,24.509999999999998
2018-04-17,46,57.0,,0.57,26.22
2018-04-18,45,57.0,,0.57,25.65
2018-04-19,50,57.0,,0.57,28.499999999999996
2018-04-20,60,57.0,,0.57,34.199999999999996
2018-04-21,79,57.0,,0.57,45.029999999999994
2018-04-22,74,57.0,,0.57,42.18
2018-04-23,44,57.0,,0.57,25.08
2018-04-24,43,57.0,,0.57,24.509999999999998
2018-04-25,37,57.0,,0.57,21.09
2018-04-26,45,57.0,,0.57,25.65
2018-04-27,46,57.0,,0.57,26.22
2018-04-28,60,57.0,,0.57,34.199999999999996
2018-04-29,57,57.0,,0.57,32.489999999999995
2018-04-30,40,57.0,,0.57,22.799999999999997
2018-05-01,61,51.0,False,0.51,31.11
2018-05-02,64,51.0,,0.51,32.64
2018-05-03,63,51.0,,0.51,32.13
2018-05-04,70,51.0,,0.51,35.7
2018-05-05,83,51.0,,0.51,42.33
2018-05-06,82,51.0,,0.51,41.82
2018-05-07,56,51.0,,0.51,28.560000000000002
2018-05-08,64,51.0,,0.51,32.64
2018-05-09,68,51.0,,0.51,34.68
2018-05-10,69,51.0,,0.51,35.19
2018-05-11,78,51.0,,0.51,39.78
2018-05-12,100,51.0,,0.51,51.0
2018-05-13,99,51.0,,0.51,50.49
2018-05-14,65,51.0,,0.51,33.15
2018-05-15,64,51.0,,0.51,32.64
2018-05-16,60,51.0,,0.51,30.6
2018-05-17,65,51.0,,0.51,33.15
2018-05-18,67,51.0,,0.51,34.17
2018-05-19,83,51.0,,0.51,42.33
2018-05-20,87,51.0,,0.51,44.37
2018-05-21,63,51.0,,0.51,32.13
2018-05-22,60,51.0,,0.51,30.6
2018-05-23,63,51.0,,0.51,32.13
2018-05-24,60,51.0,,0.51,30.6
2018-05-25,71,51.0,,0.51,36.21
2018-05-26,76,51.0,,0.51,38.76
2018-05-27,85,51.0,,0.51,43.35
2018-05-28,83,51.0,,0.51,42.33
2018-05-29,61,51.0,,0.51,31.11
2018-05-30,59,51.0,,0.51,30.09
2018-05-31,73,51.0,,0.51,37.230000000000004
2018-06-01,72,50.0,False,0.5,36.0
2018-06-02,86,50.0,,0.5,43.0
2018-06-03,81,50.0,,0.5,40.5
2018-06-04,64,50.0,,0.5,32.0
2018-06-05,61,50.0,,0.5,30.5
2018-06-06,60,50.0,,0.5,30.0
2018-06-07,59,50.0,,0.5,29.5
2018-06-08,67,50.0,,0.5,33.5
2018-06-09,74,50.0,,0.5,37.0
2018-06-10,74,50.0,,0.5,37.0
2018-06-11,55,50.0,,0.5,27.5
2018-06-12,57,50.0,,0.5,28.5
2018-06-13,62,50.0,,0.5,31.0
2018-06-14,64,50.0,,0.5,32.0
2018-06-15,67,50.0,,0.5,33.5
2018-06-16,79,50.0,,0.5,39.5
2018-06-17,71,50.0,,0.5,35.5
2018-06-18,58,50.0,,0.5,29.0
2018-06-19,60,50.0,,0.5,30.0
2018-06-20,64,50.0,,0.5,32.0
2018-06-21,73,50.0,,0.5,36.5
2018-06-22,73,50.0,,0.5,36.5
2018-06-23,86,50.0,,0.5,43.0
2018-06-24,81,50.0,,0.5,40.5
2018-06-25,66,50.0,,0.5,33.0
2018-06-26,65,50.0,,0.5,32.5
2018-06-27,66,50.0,,0.5,33.0
2018-06-28,74,50.0,,0.5,37.0
2018-06-29,87,50.0,,0.5,43.5
2018-06-30,100,50.0,,0.5,50.0
2018-07-01,97,55.0,False,0.55,53.35
2018-07-02,66,55.0,,0.55,36.300000000000004
2018-07-03,71,55.0,,0.55,39.050000000000004
2018-07-04,79,55.0,,0.55,43.45
2018-07-05,63,55.0,,0.55,34.650000000000006
2018-07-06,73,55.0,,0.55,40.150000000000006
2018-07-07,79,55.0,,0.55,43.45
2018-07-08,85,55.0,,0.55,46.75000000000001
2018-07-09,65,55.0,,0.55,35.75
2018-07-10,69,55.0,,0.55,37.95
2018-07-11,62,55.0,,0.55,34.1
2018-07-12,72,55.0,,0.55,39.6
2018-07-13,75,55.0,,0.55,41.25
2018-07-14,80,55.0,,0.55,44.0
2018-07-15,75,55.0,,0.55,41.25
2018-07-16,58,55.0,,0.55,31.900000000000002
2018-07-17,64,55.0,,0.55,35.2
2018-07-18,63,55.0,,0.55,34.650000000000006
2018-07-19,68,55.0,,0.55,37.400000000000006
2018-07-20,75,55.0,,0.55,41.25
2018-07-21,81,55.0,,0.55,44.550000000000004
2018-07-22,83,55.0,,0.55,45.650000000000006
2018-07-23,67,55.0,,0.55,36.85
2018-07-24,68,55.0,,0.55,37.400000000000006
2018-07-25,69,55.0,,0.55,37.95
2018-07-26,72,55.0,,0.55,39.6
2018-07-27,78,55.0,,0.55,42.900000000000006
2018-07-28,84,55.0,,0.55,46.2
2018-07-29,100,55.0,,0.55,55.00000000000001
2018-07-30,68,55.0,,0.55,37.400000000000006
2018-07-31,66,55.0,,0.55,36.300000000000004
2018-08-01,76,53.0,False,0.53,40.28
2018-08-02,74,53.0,,0.53,39.22
2018-08-03,83,53.0,,0.53,43.99
2018-08-04,92,53.0,,0.53,48.760000000000005
2018-08-05,90,53.0,,0.53,47.7
2018-08-06,73,53.0,,0.53,38.690000000000005
2018-08-07,73,53.0,,0.53,38.690000000000005
2018-08-08,74,53.0,,0.53,39.22
2018-08-09,69,53.0,,0.53,36.57
2018-08-10,78,53.0,,0.53,41.34
2018-08-11,88,53.0,,0.53,46.64
2018-08-12,89,53.0,,0.53,47.17
2018-08-13,68,53.0,,0.53,36.04
2018-08-14,73,53.0,,0.53,38.690000000000005
2018-08-15,73,53.0,,0.53,38.690000000000005
2018-08-16,70,53.0,,0.53,37.1
2018-08-17,74,53.0,,0.53,39.22
2018-08-18,92,53.0,,0.53,48.760000000000005
2018-08-19,90,53.0,,0.53,47.7
2018-08-20,69,53.0,,0.53,36.57
2018-08-21,65,53.0,,0.53,34.45
2018-08-22,66,53.0,,0.53,34.980000000000004
2018-08-23,71,53.0,,0.53,37.63
2018-08-24,77,53.0,,0.53,40.81
2018-08-25,96,53.0,,0.53,50.88
2018-08-26,100,53.0,,0.53,53.0
2018-08-27,66,53.0,,0.53,34.980000000000004
2018-08-28,64,53.0,,0.53,33.92
2018-08-29,64,53.0,,0.53,33.92
2018-08-30,80,53.0,,0.53,42.400000000000006
2018-08-31,85,53.0,,0.53,45.050000000000004
2018-09-01,92,59.0,False,0.59,54.279999999999994
2018-09-02,99,59.0,,0.59,58.41
2018-09-03,98,59.0,,0.59,57.82
2018-09-04,71,59.0,,0.59,41.89
2018-09-05,68,59.0,,0.59,40.12
2018-09-06,65,59.0,,0.59,38.35
2018-09-07,74,59.0,,0.59,43.66
2018-09-08,99,59.0,,0.59,58.41
2018-09-09,90,59.0,,0.59,53.099999999999994
2018-09-10,64,59.0,,0.59,37.76
2018-09-11,59,59.0,,0.59,34.809999999999995
2018-09-12,62,59.0,,0.59,36.58
2018-09-13,62,59.0,,0.59,36.58
2018-09-14,73,59.0,,0.59,43.07
2018-09-15,92,59.0,,0.59,54.279999999999994
2018-09-16,93,59.0,,0.59,54.87
2018-09-17,69,59.0,,0.59,40.71
2018-09-18,60,59.0,,0.59,35.4
2018-09-19,69,59.0,,0.59,40.71
2018-09-20,68,59.0,,0.59,40.12
2018-09-21,77,59.0,,0.59,45.43
2018-09-22,100,59.0,,0.59,59.0
2018-09-23,89,59.0,,0.59,52.51
2018-09-24,57,59.0,,0.59,33.629999999999995
2018-09-25,58,59.0,,0.59,34.22
2018-09-26,56,59.0,,0.59,33.04
2018-09-27,60,59.0,,0.59,35.4
2018-09-28,67,59.0,,0.59,39.53
2018-09-29,94,59.0,,0.59,55.459999999999994
2018-09-30,94,59.0,,0.59,55.459999999999994
2018-10-01,65,51.0,False,0.51,33.15
2018-10-02,59,51.0,,0.51,30.09
2018-10-03,60,51.0,,0.51,30.6
2018-10-04,70,51.0,,0.51,35.7
2018-10-05,67,51.0,,0.51,34.17
2018-10-06,86,51.0,,0.51,43.86
2018-10-07,86,51.0,,0.51,43.86
2018-10-08,63,51.0,,0.51,32.13
2018-10-09,59,51.0,,0.51,30.09
2018-10-10,63,51.0,,0.51,32.13
2018-10-11,61,51.0,,0.51,31.11
2018-10-12,68,51.0,,0.51,34.68
2018-10-13,86,51.0,,0.51,43.86
2018-10-14,89,51.0,,0.51,45.39
2018-10-15,62,51.0,,0.51,31.62
2018-10-16,59,51.0,,0.51,30.09
2018-10-17,60,51.0,,0.51,30.6
2018-10-18,62,51.0,,0.51,31.62
2018-10-19,77,51.0,,0.51,39.27
2018-10-20,94,51.0,,0.51,47.94
2018-10-21,92,51.0,,0.51,46.92
2018-10-22,62,51.0,,0.51,31.62
2018-10-23,60,51.0,,0.51,30.6
2018-10-24,56,51.0,,0.51,28.560000000000002
2018-10-25,62,51.0,,0.51,31.62
2018-10-26,75,51.0,,0.51,38.25
2018-10-27,100,51.0,,0.51,51.0
2018-10-28,85,51.0,,0.51,43.35
2018-10-29,60,51.0,,0.51,30.6
2018-10-30,60,51.0,,0.51,30.6
2018-10-31,55,51.0,,0.51,28.05
2018-11-01,12,86.0,False,0.86,10.32
2018-11-02,15,86.0,,0.86,12.9
2018-11-03,22,86.0,,0.86,18.919999999999998
2018-11-04,20,86.0,,0.86,17.2
2018-11-05,13,86.0,,0.86,11.18
2018-11-06,12,86.0,,0.86,10.32
2018-11-07,13,86.0,,0.86,11.18
2018-11-08,14,86.0,,0.86,12.04
2018-11-09,16,86.0,,0.86,13.76
2018-11-10,21,86.0,,0.86,18.06
2018-11-11,21,86.0,,0.86,18.06
2018-11-12,17,86.0,,0.86,14.62
2018-11-13,16,86.0,,0.86,13.76
2018-11-14,17,86.0,,0.86,14.62
2018-11-15,17,86.0,,0.86,14.62
2018-11-16,25,86.0,,0.86,21.5
2018-11-17,32,86.0,,0.86,27.52
2018-11-18,31,86.0,,0.86,26.66
2018-11-19,23,86.0,,0.86,19.78
2018-11-20,25,86.0,,0.86,21.5
2018-11-21,28,86.0,,0.86,24.08
2018-11-22,50,86.0,,0.86,43.0
2018-11-23,100,86.0,,0.86,86.0
2018-11-24,37,86.0,,0.86,31.82
2018-11-25,29,86.0,,0.86,24.94
2018-11-26,35,86.0,,0.86,30.099999999999998
2018-11-27,28,86.0,,0.86,24.08
2018-11-28,18,86.0,,0.86,15.48
2018-11-29,18,86.0,,0.86,15.48
2018-11-30,21,86.0,,0.86,18.06
2018-12-01,64,100.0,False,1.0,64.0
2018-12-02,63,100.0,,1.0,63.0
2018-12-03,54,100.0,,1.0,54.0
2018-12-04,53,100.0,,1.0,53.0
2018-12-05,51,100.0,,1.0,51.0
2018-12-06,53,100.0,,1.0,53.0
2018-12-07,58,100.0,,1.0,58.0
2018-12-08,72,100.0,,1.0,72.0
2018-12-09,68,100.0,,1.0,68.0
2018-12-10,54,100.0,,1.0,54.0
2018-12-11,53,100.0,,1.0,53.0
2018-12-12,56,100.0,,1.0,56.0
2018-12-13,56,100.0,,1.0,56.0
2018-12-14,63,100.0,,1.0,63.0
2018-12-15,90,100.0,,1.0,90.0
2018-12-16,85,100.0,,1.0,85.0
2018-12-17,63,100.0,,1.0,63.0
2018-12-18,64,100.0,,1.0,64.0
2018-12-19,67,100.0,,1.0,67.0
2018-12-20,73,100.0,,1.0,73.0
2018-12-21,81,100.0,,1.0,81.0
2018-12-22,97,100.0,,1.0,97.0
2018-12-23,100,100.0,,1.0,100.0
2018-12-24,99,100.0,,1.0,99.0
2018-12-25,58,100.0,,1.0,58.0
2018-12-26,77,100.0,,1.0,77.0
2018-12-27,67,100.0,,1.0,67.0
2018-12-28,65,100.0,,1.0,65.0
2018-12-29,65,100.0,,1.0,65.0
2018-12-30,70,100.0,,1.0,70.0
2018-12-31,62,100.0,,1.0,62.0
2019-01-01,92,58.0,False,0.58,53.36
2019-01-02,75,58.0,,0.58,43.5
2019-01-03,83,58.0,,0.58,48.13999999999999
2019-01-04,83,58.0,,0.58,48.13999999999999
2019-01-05,100,58.0,,0.58,57.99999999999999
2019-01-06,95,58.0,,0.58,55.099999999999994
2019-01-07,59,58.0,,0.58,34.22
2019-01-08,57,58.0,,0.58,33.059999999999995
2019-01-09,55,58.0,,0.58,31.9
2019-01-10,57,58.0,,0.58,33.059999999999995
2019-01-11,61,58.0,,0.58,35.379999999999995
2019-01-12,82,58.0,,0.58,47.559999999999995
2019-01-13,83,58.0,,0.58,48.13999999999999
2019-01-14,55,58.0,,0.58,31.9
2019-01-15,56,58.0,,0.58,32.48
2019-01-16,53,58.0,,0.58,30.74
2019-01-17,55,58.0,,0.58,31.9
2019-01-18,57,58.0,,0.58,33.059999999999995
2019-01-19,72,58.0,,0.58,41.76
2019-01-20,77,58.0,,0.58,44.66
2019-01-21,63,58.0,,0.58,36.54
2019-01-22,51,58.0,,0.58,29.58
2019-01-23,51,58.0,,0.58,29.58
2019-01-24,52,58.0,,0.58,30.159999999999997
2019-01-25,60,58.0,,0.58,34.8
2019-01-26,81,58.0,,0.58,46.98
2019-01-27,79,58.0,,0.58,45.82
2019-01-28,51,58.0,,0.58,29.58
2019-01-29,44,58.0,,0.58,25.52
2019-01-30,48,58.0,,0.58,27.839999999999996
2019-01-31,51,58.0,,0.58,29.58
2019-02-01,74,54.0,False,0.54,39.96
2019-02-02,100,54.0,,0.54,54.0
2019-02-03,97,54.0,,0.54,52.38
2019-02-04,63,54.0,,0.54,34.02
2019-02-05,64,54.0,,0.54,34.56
2019-02-06,59,54.0,,0.54,31.860000000000003
2019-02-07,62,54.0,,0.54,33.480000000000004
2019-02-08,69,54.0,,0.54,37.260000000000005
2019-02-09,91,54.0,,0.54,49.14
2019-02-10,90,54.0,,0.54,48.6
2019-02-11,57,54.0,,0.54,30.78
2019-02-12,59,54.0,,0.54,31.860000000000003
2019-02-13,67,54.0,,0.54,36.18
2019-02-14,73,54.0,,0.54,39.42
2019-02-15,79,54.0,,0.54,42.660000000000004
2019-02-16,100,54.0,,0.54,54.0
2019-02-17,98,54.0,,0.54,52.92
2019-02-18,74,54.0,,0.54,39.96
2019-02-19,62,54.0,,0.54,33.480000000000004
2019-02-20,71,54.0,,0.54,38.34
2019-02-21,65,54.0,,0.54,35.1
2019-02-22,77,54.0,,0.54,41.580000000000005
2019-02-23,96,54.0,,0.54,51.84
2019-02-24,98,54.0,,0.54,52.92
2019-02-25,61,54.0,,0.54,32.940000000000005
2019-02-26,63,54.0,,0.54,34.02
2019-02-27,67,54.0,,0.54,36.18
2019-02-28,71,54.0,,0.54,38.34
2019-03-01,56,68.0,False,0.68,38.080000000000005
2019-03-02,73,68.0,,0.68,49.64
2019-03-03,81,68.0,,0.68,55.080000000000005
2019-03-04,57,68.0,,0.68,38.760000000000005
2019-03-05,49,68.0,,0.68,33.32
2019-03-06,49,68.0,,0.68,33.32
2019-03-07,51,68.0,,0.68,34.68
2019-03-08,58,68.0,,0.68,39.440000000000005
2019-03-09,74,68.0,,0.68,50.32
2019-03-10,85,68.0,,0.68,57.800000000000004
2019-03-11,56,68.0,,0.68,38.080000000000005
2019-03-12,49,68.0,,0.68,33.32
2019-03-13,55,68.0,,0.68,37.400000000000006
2019-03-14,57,68.0,,0.68,38.760000000000005
2019-03-15,61,68.0,,0.68,41.480000000000004
2019-03-16,81,68.0,,0.68,55.080000000000005
2019-03-17,91,68.0,,0.68,61.88
2019-03-18,67,68.0,,0.68,45.56
2019-03-19,62,68.0,,0.68,42.160000000000004
2019-03-20,65,68.0,,0.68,44.2
2019-03-21,67,68.0,,0.68,45.56
2019-03-22,72,68.0,,0.68,48.96
2019-03-23,100,68.0,,0.68,68.0
2019-03-24,85,68.0,,0.68,57.800000000000004
2019-03-25,60,68.0,,0.68,40.800000000000004
2019-03-26,55,68.0,,0.68,37.400000000000006
2019-03-27,56,68.0,,0.68,38.080000000000005
2019-03-28,59,68.0,,0.68,40.120000000000005
2019-03-29,64,68.0,,0.68,43.52
2019-03-30,81,68.0,,0.68,55.080000000000005
2019-03-31,76,68.0,,0.68,51.68000000000001
2019-04-01,66,56.0,False,0.56,36.96
2019-04-02,66,56.0,,0.56,36.96
2019-04-03,66,56.0,,0.56,36.96
2019-04-04,69,56.0,,0.56,38.64
2019-04-05,82,56.0,,0.56,45.92
2019-04-06,100,56.0,,0.56,56.00000000000001
2019-04-07,89,56.0,,0.56,49.84
2019-04-08,53,56.0,,0.56,29.680000000000003
2019-04-09,54,56.0,,0.56,30.240000000000002
2019-04-10,57,56.0,,0.56,31.92
2019-04-11,56,56.0,,0.56,31.360000000000003
2019-04-12,65,56.0,,0.56,36.400000000000006
2019-04-13,80,56.0,,0.56,44.800000000000004
2019-04-14,75,56.0,,0.56,42.00000000000001
2019-04-15,52,56.0,,0.56,29.120000000000005
2019-04-16,60,56.0,,0.56,33.6
2019-04-17,60,56.0,,0.56,33.6
2019-04-18,65,56.0,,0.56,36.400000000000006
2019-04-19,81,56.0,,0.56,45.36000000000001
2019-04-20,86,56.0,,0.56,48.160000000000004
2019-04-21,97,56.0,,0.56,54.32000000000001
2019-04-22,61,56.0,,0.56,34.160000000000004
2019-04-23,56,56.0,,0.56,31.360000000000003
2019-04-24,55,56.0,,0.56,30.800000000000004
2019-04-25,55,56.0,,0.56,30.800000000000004
2019-04-26,63,56.0,,0.56,35.28
2019-04-27,81,56.0,,0.56,45.36000000000001
2019-04-28,80,56.0,,0.56,44.800000000000004
2019-04-29,55,56.0,,0.56,30.800000000000004
2019-04-30,57,56.0,,0.56,31.92
2019-05-01,60,56.0,False,0.56,33.6
2019-05-02,60,56.0,,0.56,33.6
2019-05-03,70,56.0,,0.56,39.2
2019-05-04,83,56.0,,0.56,46.480000000000004
2019-05-05,85,56.0,,0.56,47.6
2019-05-06,56,56.0,,0.56,31.360000000000003
2019-05-07,56,56.0,,0.56,31.360000000000003
2019-05-08,61,56.0,,0.56,34.160000000000004
2019-05-09,61,56.0,,0.56,34.160000000000004
2019-05-10,72,56.0,,0.56,40.32000000000001
2019-05-11,100,56.0,,0.56,56.00000000000001
2019-05-12,96,56.0,,0.56,53.760000000000005
2019-05-13,65,56.0,,0.56,36.400000000000006
2019-05-14,63,56.0,,0.56,35.28
2019-05-15,68,56.0,,0.56,38.080000000000005
2019-05-16,62,56.0,,0.56,34.720000000000006
2019-05-17,66,56.0,,0.56,36.96
2019-05-18,86,56.0,,0.56,48.160000000000004
2019-05-19,81,56.0,,0.56,45.36000000000001
2019-05-20,58,56.0,,0.56,32.480000000000004
2019-05-21,60,56.0,,0.56,33.6
2019-05-22,62,56.0,,0.56,34.720000000000006
2019-05-23,58,56.0,,0.56,32.480000000000004
2019-05-24,72,56.0,,0.56,40.32000000000001
2019-05-25,84,56.0,,0.56,47.040000000000006
2019-05-26,85,56.0,,0.56,47.6
2019-05-27,86,56.0,,0.56,48.160000000000004
2019-05-28,60,56.0,,0.56,33.6
2019-05-29,58,56.0,,0.56,32.480000000000004
2019-05-30,70,56.0,,0.56,39.2
2019-05-31,73,56.0,,0.56,40.88
2019-06-01,91,58.0,False,0.58,52.779999999999994
2019-06-02,93,58.0,,0.58,53.94
2019-06-03,73,58.0,,0.58,42.339999999999996
2019-06-04,65,58.0,,0.58,37.699999999999996
2019-06-05,67,58.0,,0.58,38.86
2019-06-06,67,58.0,,0.58,38.86
2019-06-07,73,58.0,,0.58,42.339999999999996
2019-06-08,80,58.0,,0.58,46.4
2019-06-09,81,58.0,,0.58,46.98
2019-06-10,63,58.0,,0.58,36.54
2019-06-11,68,58.0,,0.58,39.44
2019-06-12,65,58.0,,0.58,37.699999999999996
2019-06-13,73,58.0,,0.58,42.339999999999996
2019-06-14,68,58.0,,0.58,39.44
2019-06-15,81,58.0,,0.58,46.98
2019-06-16,79,58.0,,0.58,45.82
2019-06-17,74,58.0,,0.58,42.919999999999995
2019-06-18,71,58.0,,0.58,41.18
2019-06-19,68,58.0,,0.58,39.44
2019-06-20,70,58.0,,0.58,40.599999999999994
2019-06-21,73,58.0,,0.58,42.339999999999996
2019-06-22,83,58.0,,0.58,48.13999999999999
2019-06-23,86,58.0,,0.58,49.879999999999995
2019-06-24,62,58.0,,0.58,35.96
2019-06-25,68,58.0,,0.58,39.44
2019-06-26,65,58.0,,0.58,37.699999999999996
2019-06-27,71,58.0,,0.58,41.18
2019-06-28,79,58.0,,0.58,45.82
2019-06-29,97,58.0,,0.58,56.26
2019-06-30,100,58.0,,0.58,57.99999999999999
2019-07-01,80,55.0,False,0.55,44.0
2019-07-02,82,55.0,,0.55,45.1
2019-07-03,79,55.0,,0.55,43.45
2019-07-04,89,55.0,,0.55,48.95
2019-07-05,79,55.0,,0.55,43.45
2019-07-06,85,55.0,,0.55,46.75000000000001
2019-07-07,85,55.0,,0.55,46.75000000000001
2019-07-08,70,55.0,,0.55,38.5
2019-07-09,71,55.0,,0.55,39.050000000000004
2019-07-10,75,55.0,,0.55,41.25
2019-07-11,76,55.0,,0.55,41.800000000000004
2019-07-12,81,55.0,,0.55,44.550000000000004
2019-07-13,97,55.0,,0.55,53.35
2019-07-14,91,55.0,,0.55,50.050000000000004
2019-07-15,73,55.0,,0.55,40.150000000000006
2019-07-16,73,55.0,,0.55,40.150000000000006
2019-07-17,73,55.0,,0.55,40.150000000000006
2019-07-18,76,55.0,,0.55,41.800000000000004
2019-07-19,84,55.0,,0.55,46.2
2019-07-20,97,55.0,,0.55,53.35
2019-07-21,93,55.0,,0.55,51.150000000000006
2019-07-22,75,55.0,,0.55,41.25
2019-07-23,71,55.0,,0.55,39.050000000000004
2019-07-24,73,55.0,,0.55,40.150000000000006
2019-07-25,78,55.0,,0.55,42.900000000000006
2019-07-26,87,55.0,,0.55,47.85
2019-07-27,98,55.0,,0.55,53.900000000000006
2019-07-28,100,55.0,,0.55,55.00000000000001
2019-07-29,79,55.0,,0.55,43.45
2019-07-30,76,55.0,,0.55,41.800000000000004
2019-07-31,77,55.0,,0.55,42.35
2019-08-01,75,55.0,False,0.55,41.25
2019-08-02,86,55.0,,0.55,47.300000000000004
2019-08-03,100,55.0,,0.55,55.00000000000001
2019-08-04,95,55.0,,0.55,52.25000000000001
2019-08-05,71,55.0,,0.55,39.050000000000004
2019-08-06,70,55.0,,0.55,38.5
2019-08-07,72,55.0,,0.55,39.6
2019-08-08,74,55.0,,0.55,40.7
2019-08-09,78,55.0,,0.55,42.900000000000006
2019-08-10,86,55.0,,0.55,47.300000000000004
2019-08-11,87,55.0,,0.55,47.85
2019-08-12,66,55.0,,0.55,36.300000000000004
2019-08-13,71,55.0,,0.55,39.050000000000004
2019-08-14,71,55.0,,0.55,39.050000000000004
2019-08-15,73,55.0,,0.55,40.150000000000006
2019-08-16,75,55.0,,0.55,41.25
2019-08-17,88,55.0,,0.55,48.400000000000006
2019-08-18,96,55.0,,0.55,52.800000000000004
2019-08-19,72,55.0,,0.55,39.6
2019-08-20,67,55.0,,0.55,36.85
