date,IT_unscaled,IT_monthly,isPartial,scale,IT
2018-01-04,97,82.0,,0.82,79.53999999999999
2018-01-05,95,82.0,,0.82,77.89999999999999
2018-01-06,93,82.0,,0.82,76.25999999999999
2018-01-07,94,82.0,,0.82,77.08
2018-01-08,90,82.0,,0.82,73.8
2018-01-09,95,82.0,,0.82,77.89999999999999
2018-01-10,96,82.0,,0.82,78.72
2018-01-11,94,82.0,,0.82,77.08
2018-01-12,93,82.0,,0.82,76.25999999999999
2018-01-13,97,82.0,,0.82,79.53999999999999
2018-01-14,96,82.0,,0.82,78.72
2018-01-15,93,82.0,,0.82,76.25999999999999
2018-01-16,96,82.0,,0.82,78.72
2018-01-17,95,82.0,,0.82,77.89999999999999
2018-01-18,97,82.0,,0.82,79.53999999999999
2018-01-19,94,82.0,,0.82,77.08
2018-01-20,99,82.0,,0.82,81.17999999999999
2018-01-21,96,82.0,,0.82,78.72
2018-01-22,96,82.0,,0.82,78.72
2018-01-23,94,82.0,,0.82,77.08
2018-01-24,96,82.0,,0.82,78.72
2018-01-25,96,82.0,,0.82,78.72
2018-01-26,95,82.0,,0.82,77.89999999999999
2018-01-27,96,82.0,,0.82,78.72
2018-01-28,99,82.0,,0.82,81.17999999999999
2018-01-29,96,82.0,,0.82,78.72
2018-01-30,95,82.0,,0.82,77.89999999999999
2018-01-31,100,82.0,,0.82,82.0
2018-02-01,94,82.0,False,0.82,77.08
2018-02-02,92,82.0,,0.82,75.44
2018-02-03,94,82.0,,0.82,77.08
2018-02-04,94,82.0,,0.82,77.08
2018-02-05,89,82.0,,0.82,72.97999999999999
2018-02-06,95,82.0,,0.82,77.89999999999999
2018-02-07,94,82.0,,0.82,77.08
2018-02-08,93,82.0,,0.82,76.25999999999999
2018-02-09,91,82.0,,0.82,74.61999999999999
2018-02-10,90,82.0,,0.82,73.8
2018-02-11,92,82.0,,0.82,75.44
2018-02-12,93,82.0,,0.82,76.25999999999999
2018-02-13,92,82.0,,0.82,75.44
2018-02-14,92,82.0,,0.82,75.44
2018-02-15,92,82.0,,0.82,75.44
2018-02-16,93,82.0,,0.82,76.25999999999999
2018-02-17,94,82.0,,0.82,77.08
2018-02-18,93,82.0,,0.82,76.25999999999999
2018-02-19,93,82.0,,0.82,76.25999999999999
2018-02-20,95,82.0,,0.82,77.89999999999999
2018-02-21,97,82.0,,0.82,79.53999999999999
2018-02-22,97,82.0,,0.82,79.53999999999999
2018-02-23,96,82.0,,0.82,78.72
2018-02-24,91,82.0,,0.82,74.61999999999999
2018-02-25,97,82.0,,0.82,79.53999999999999
2018-02-26,99,82.0,,0.82,81.17999999999999
2018-02-27,100,82.0,,0.82,82.0
2018-02-28,99,82.0,,0.82,81.17999999999999
2018-03-01,87,81.0,False,0.81,70.47
2018-03-02,82,81.0,,0.81,66.42
2018-03-03,80,81.0,,0.81,64.80000000000001
2018-03-04,82,81.0,,0.81,66.42
2018-03-05,79,81.0,,0.81,63.99
2018-03-06,85,81.0,,0.81,68.85000000000001
2018-03-07,85,81.0,,0.81,68.85000000000001
2018-03-08,81,81.0,,0.81,65.61
2018-03-09,84,81.0,,0.81,68.04
2018-03-10,82,81.0,,0.81,66.42
2018-03-11,100,81.0,,0.81,81.0
2018-03-12,88,81.0,,0.81,71.28
2018-03-13,86,81.0,,0.81,69.66000000000001
2018-03-14,85,81.0,,0.81,68.85000000000001
2018-03-15,83,81.0,,0.81,67.23
2018-03-16,82,81.0,,0.81,66.42
2018-03-17,82,81.0,,0.81,66.42
2018-03-18,83,81.0,,0.81,67.23
2018-03-19,84,81.0,,0.81,68.04
2018-03-20,86,81.0,,0.81,69.66000000000001
2018-03-21,87,81.0,,0.81,70.47
2018-03-22,85,81.0,,0.81,68.85000000000001
2018-03-23,84,81.0,,0.81,68.04
2018-03-24,81,81.0,,0.81,65.61
2018-03-25,87,81.0,,0.81,70.47
2018-03-26,84,81.0,,0.81,68.04
2018-03-27,85,81.0,,0.81,68.85000000000001
2018-03-28,85,81.0,,0.81,68.85000000000001
2018-03-29,81,81.0,,0.81,65.61
2018-03-30,83,81.0,,0.81,67.23
2018-03-31,82,81.0,,0.81,66.42
2018-04-01,95,80.0,False,0.8,76.0
2018-04-02,94,80.0,,0.8,75.2
2018-04-03,93,80.0,,0.8,74.4
2018-04-04,95,80.0,,0.8,76.0
2018-04-05,96,80.0,,0.8,76.80000000000001
2018-04-06,91,80.0,,0.8,72.8
2018-04-07,92,80.0,,0.8,73.60000000000001
2018-04-08,97,80.0,,0.8,77.60000000000001
2018-04-09,100,80.0,,0.8,80.0
2018-04-10,100,80.0,,0.8,80.0
2018-04-11,98,80.0,,0.8,78.4
2018-04-12,99,80.0,,0.8,79.2
2018-04-13,97,80.0,,0.8,77.60000000000001
2018-04-14,93,80.0,,0.8,74.4
2018-04-15,96,80.0,,0.8,76.80000000000001
2018-04-16,99,80.0,,0.8,79.2
2018-04-17,98,80.0,,0.8,78.4
2018-04-18,97,80.0,,0.8,77.60000000000001
2018-04-19,97,80.0,,0.8,77.60000000000001
2018-04-20,91,80.0,,0.8,72.8
2018-04-21,95,80.0,,0.8,76.0
2018-04-22,95,80.0,,0.8,76.0
2018-04-23,95,80.0,,0.8,76.0
2018-04-24,97,80.0,,0.8,77.60000000000001
2018-04-25,96,80.0,,0.8,76.80000000000001
2018-04-26,95,80.0,,0.8,76.0
2018-04-27,92,80.0,,0.8,73.60000000000001
2018-04-28,91,80.0,,0.8,72.8
2018-04-29,94,80.0,,0.8,75.2
2018-04-30,94,80.0,,0.8,75.2
2018-05-01,96,78.0,False,0.78,74.88
2018-05-02,98,78.0,,0.78,76.44
2018-05-03,98,78.0,,0.78,76.44
2018-05-04,97,78.0,,0.78,75.66
2018-05-05,95,78.0,,0.78,74.10000000000001
2018-05-06,98,78.0,,0.78,76.44
2018-05-07,97,78.0,,0.78,75.66
2018-05-08,96,78.0,,0.78,74.88
2018-05-09,96,78.0,,0.78,74.88
2018-05-10,98,78.0,,0.78,76.44
2018-05-11,97,78.0,,0.78,75.66
2018-05-12,92,78.0,,0.78,71.76
2018-05-13,93,78.0,,0.78,72.54
2018-05-14,99,78.0,,0.78,77.22
2018-05-15,97,78.0,,0.78,75.66
2018-05-16,96,78.0,,0.78,74.88
2018-05-17,99,78.0,,0.78,77.22
2018-05-18,95,78.0,,0.78,74.10000000000001
2018-05-19,96,78.0,,0.78,74.88
2018-05-20,100,78.0,,0.78,78.0
2018-05-21,96,78.0,,0.78,74.88
2018-05-22,97,78.0,,0.78,75.66
2018-05-23,96,78.0,,0.78,74.88
2018-05-24,97,78.0,,0.78,75.66
2018-05-25,93,78.0,,0.78,72.54
2018-05-26,94,78.0,,0.78,73.32000000000001
2018-05-27,94,78.0,,0.78,73.32000000000001
2018-05-28,97,78.0,,0.78,75.66
2018-05-29,97,78.0,,0.78,75.66
2018-05-30,94,78.0,,0.78,73.32000000000001
2018-05-31,97,78.0,,0.78,75.66
2018-06-01,90,81.0,False,0.81,72.9
2018-06-02,95,81.0,,0.81,76.95
2018-06-03,100,81.0,,0.81,81.0
2018-06-04,92,81.0,,0.81,74.52000000000001
2018-06-05,95,81.0,,0.81,76.95
2018-06-06,96,81.0,,0.81,77.76
2018-06-07,97,81.0,,0.81,78.57000000000001
2018-06-08,91,81.0,,0.81,73.71000000000001
2018-06-09,93,81.0,,0.81,75.33
2018-06-10,96,81.0,,0.81,77.76
2018-06-11,94,81.0,,0.81,76.14
2018-06-12,96,81.0,,0.81,77.76
2018-06-13,98,81.0,,0.81,79.38000000000001
2018-06-14,96,81.0,,0.81,77.76
2018-06-15,94,81.0,,0.81,76.14
2018-06-16,95,81.0,,0.81,76.95
2018-06-17,99,81.0,,0.81,80.19000000000001
2018-06-18,94,81.0,,0.81,76.14
2018-06-19,95,81.0,,0.81,76.95
2018-06-20,94,81.0,,0.81,76.14
2018-06-21,93,81.0,,0.81,75.33
2018-06-22,91,81.0,,0.81,73.71000000000001
2018-06-23,97,81.0,,0.81,78.57000000000001
2018-06-24,100,81.0,,0.81,81.0
2018-06-25,93,81.0,,0.81,75.33
2018-06-26,94,81.0,,0.81,76.14
2018-06-27,93,81.0,,0.81,75.33
2018-06-28,98,81.0,,0.81,79.38000000000001
2018-06-29,96,81.0,,0.81,77.76
2018-06-30,98,81.0,,0.81,79.38000000000001
2018-07-01,100,84.0,False,0.84,84.0
2018-07-02,91,84.0,,0.84,76.44
2018-07-03,89,84.0,,0.84,74.75999999999999
2018-07-04,94,84.0,,0.84,78.96
2018-07-05,94,84.0,,0.84,78.96
2018-07-06,87,84.0,,0.84,73.08
2018-07-07,93,84.0,,0.84,78.11999999999999
2018-07-08,97,84.0,,0.84,81.48
2018-07-09,93,84.0,,0.84,78.11999999999999
2018-07-10,91,84.0,,0.84,76.44
2018-07-11,92,84.0,,0.84,77.28
2018-07-12,94,84.0,,0.84,78.96
2018-07-13,96,84.0,,0.84,80.64
2018-07-14,99,84.0,,0.84,83.16
2018-07-15,95,84.0,,0.84,79.8
2018-07-16,98,84.0,,0.84,82.32
2018-07-17,95,84.0,,0.84,79.8
2018-07-18,99,84.0,,0.84,83.16
2018-07-19,95,84.0,,0.84,79.8
2018-07-20,94,84.0,,0.84,78.96
2018-07-21,96,84.0,,0.84,80.64
2018-07-22,95,84.0,,0.84,79.8
2018-07-23,96,84.0,,0.84,80.64
2018-07-24,94,84.0,,0.84,78.96
2018-07-25,94,84.0,,0.84,78.96
2018-07-26,93,84.0,,0.84,78.11999999999999
2018-07-27,94,84.0,,0.84,78.96
2018-07-28,96,84.0,,0.84,80.64
2018-07-29,96,84.0,,0.84,80.64
2018-07-30,92,84.0,,0.84,77.28
2018-07-31,89,84.0,,0.84,74.75999999999999
2018-08-01,95,78.0,False,0.78,74.10000000000001
2018-08-02,95,78.0,,0.78,74.10000000000001
2018-08-03,95,78.0,,0.78,74.10000000000001
2018-08-04,97,78.0,,0.78,75.66
2018-08-05,100,78.0,,0.78,78.0
2018-08-06,97,78.0,,0.78,75.66
2018-08-07,95,78.0,,0.78,74.10000000000001
2018-08-08,96,78.0,,0.78,74.88
2018-08-09,99,78.0,,0.78,77.22
2018-08-10,97,78.0,,0.78,75.66
2018-08-11,95,78.0,,0.78,74.10000000000001
2018-08-12,100,78.0,,0.78,78.0
2018-08-13,94,78.0,,0.78,73.32000000000001
2018-08-14,97,78.0,,0.78,75.66
2018-08-15,97,78.0,,0.78,75.66
2018-08-16,96,78.0,,0.78,74.88
2018-08-17,94,78.0,,0.78,73.32000000000001
2018-08-18,95,78.0,,0.78,74.10000000000001
2018-08-19,100,78.0,,0.78,78.0
2018-08-20,95,78.0,,0.78,74.10000000000001
2018-08-21,94,78.0,,0.78,73.32000000000001
2018-08-22,93,78.0,,0.78,72.54
2018-08-23,95,78.0,,0.78,74.10000000000001
2018-08-24,93,78.0,,0.78,72.54
2018-08-25,98,78.0,,0.78,76.44
2018-08-26,94,78.0,,0.78,73.32000000000001
2018-08-27,95,78.0,,0.78,74.10000000000001
2018-08-28,94,78.0,,0.78,73.32000000000001
2018-08-29,98,78.0,,0.78,76.44
2018-08-30,96,78.0,,0.78,74.88
2018-08-31,95,78.0,,0.78,74.10000000000001
2018-09-01,87,84.0,False,0.84,73.08
2018-09-02,91,84.0,,0.84,76.44
2018-09-03,93,84.0,,0.84,78.11999999999999
2018-09-04,90,84.0,,0.84,75.6
2018-09-05,94,84.0,,0.84,78.96
2018-09-06,94,84.0,,0.84,78.96
2018-09-07,92,84.0,,0.84,77.28
2018-09-08,91,84.0,,0.84,76.44
2018-09-09,93,84.0,,0.84,78.11999999999999
2018-09-10,94,84.0,,0.84,78.96
2018-09-11,96,84.0,,0.84,80.64
2018-09-12,97,84.0,,0.84,81.48
2018-09-13,98,84.0,,0.84,82.32
2018-09-14,95,84.0,,0.84,79.8
2018-09-15,92,84.0,,0.84,77.28
2018-09-16,92,84.0,,0.84,77.28
2018-09-17,98,84.0,,0.84,82.32
2018-09-18,95,84.0,,0.84,79.8
2018-09-19,98,84.0,,0.84,82.32
2018-09-20,100,84.0,,0.84,84.0
2018-09-21,95,84.0,,0.84,79.8
2018-09-22,92,84.0,,0.84,77.28
2018-09-23,93,84.0,,0.84,78.11999999999999
2018-09-24,96,84.0,,0.84,80.64
2018-09-25,100,84.0,,0.84,84.0
2018-09-26,97,84.0,,0.84,81.48
2018-09-27,97,84.0,,0.84,81.48
2018-09-28,94,84.0,,0.84,78.96
2018-09-29,87,84.0,,0.84,73.08
2018-09-30,93,84.0,,0.84,78.11999999999999
2018-10-01,97,83.0,False,0.83,80.50999999999999
2018-10-02,100,83.0,,0.83,83.0
2018-10-03,97,83.0,,0.83,80.50999999999999
2018-10-04,98,83.0,,0.83,81.33999999999999
2018-10-05,93,83.0,,0.83,77.19
2018-10-06,87,83.0,,0.83,72.21
2018-10-07,90,83.0,,0.83,74.7
2018-10-08,96,83.0,,0.83,79.67999999999999
2018-10-09,98,83.0,,0.83,81.33999999999999
2018-10-10,96,83.0,,0.83,79.67999999999999
2018-10-11,98,83.0,,0.83,81.33999999999999
2018-10-12,98,83.0,,0.83,81.33999999999999
2018-10-13,90,83.0,,0.83,74.7
2018-10-14,93,83.0,,0.83,77.19
2018-10-15,98,83.0,,0.83,81.33999999999999
2018-10-16,97,83.0,,0.83,80.50999999999999
2018-10-17,98,83.0,,0.83,81.33999999999999
2018-10-18,98,83.0,,0.83,81.33999999999999
2018-10-19,95,83.0,,0.83,78.85
2018-10-20,90,83.0,,0.83,74.7
2018-10-21,92,83.0,,0.83,76.36
2018-10-22,96,83.0,,0.83,79.67999999999999
2018-10-23,96,83.0,,0.83,79.67999999999999
2018-10-24,96,83.0,,0.83,79.67999999999999
2018-10-25,95,83.0,,0.83,78.85
2018-10-26,95,83.0,,0.83,78.85
2018-10-27,89,83.0,,0.83,73.86999999999999
2018-10-28,93,83.0,,0.83,77.19
2018-10-29,99,83.0,,0.83,82.17
2018-10-30,97,83.0,,0.83,80.50999999999999
2018-10-31,99,83.0,,0.83,82.17
2018-11-01,93,82.0,False,0.82,76.25999999999999
2018-11-02,91,82.0,,0.82,74.61999999999999
2018-11-03,85,82.0,,0.82,69.7
2018-11-04,100,82.0,,0.82,82.0
2018-11-05,92,82.0,,0.82,75.44
2018-11-06,90,82.0,,0.82,73.8
2018-11-07,84,82.0,,0.82,68.88
2018-11-08,90,82.0,,0.82,73.8
2018-11-09,88,82.0,,0.82,72.16
2018-11-10,80,82.0,,0.82,65.6
2018-11-11,83,82.0,,0.82,68.06
2018-11-12,87,82.0,,0.82,71.33999999999999
2018-11-13,92,82.0,,0.82,75.44
2018-11-14,91,82.0,,0.82,74.61999999999999
2018-11-15,93,82.0,,0.82,76.25999999999999
2018-11-16,92,82.0,,0.82,75.44
2018-11-17,84,82.0,,0.82,68.88
2018-11-18,89,82.0,,0.82,72.97999999999999
2018-11-19,92,82.0,,0.82,75.44
2018-11-20,91,82.0,,0.82,74.61999999999999
2018-11-21,91,82.0,,0.82,74.61999999999999
2018-11-22,91,82.0,,0.82,74.61999999999999
2018-11-23,77,82.0,,0.82,63.13999999999999
2018-11-24,84,82.0,,0.82,68.88
2018-11-25,90,82.0,,0.82,73.8
2018-11-26,84,82.0,,0.82,68.88
2018-11-27,91,82.0,,0.82,74.61999999999999
2018-11-28,91,82.0,,0.82,74.61999999999999
2018-11-29,94,82.0,,0.82,77.08
2018-11-30,88,82.0,,0.82,72.16
2018-12-01,90,80.0,False,0.8,72.0
2018-12-02,92,80.0,,0.8,73.60000000000001
2018-12-03,97,80.0,,0.8,77.60000000000001
2018-12-04,96,80.0,,0.8,76.80000000000001
2018-12-05,98,80.0,,0.8,78.4
2018-12-06,96,80.0,,0.8,76.80000000000001
2018-12-07,97,80.0,,0.8,77.60000000000001
2018-12-08,91,80.0,,0.8,72.8
2018-12-09,93,80.0,,0.8,74.4
2018-12-10,95,80.0,,0.8,76.0
2018-12-11,95,80.0,,0.8,76.0
2018-12-12,100,80.0,,0.8,80.0
2018-12-13,98,80.0,,0.8,78.4
2018-12-14,94,80.0,,0.8,75.2
2018-12-15,89,80.0,,0.8,71.2
2018-12-16,91,80.0,,0.8,72.8
2018-12-17,93,80.0,,0.8,74.4
2018-12-18,94,80.0,,0.8,75.2
2018-12-19,92,80.0,,0.8,73.60000000000001
2018-12-20,92,80.0,,0.8,73.60000000000001
2018-12-21,89,80.0,,0.8,71.2
2018-12-22,86,80.0,,0.8,68.8
2018-12-23,87,80.0,,0.8,69.60000000000001
2018-12-24,85,80.0,,0.8,68.0
2018-12-25,89,80.0,,0.8,71.2
2018-12-26,86,80.0,,0.8,68.8
2018-12-27,92,80.0,,0.8,73.60000000000001
2018-12-28,85,80.0,,0.8,68.0
2018-12-29,88,80.0,,0.8,70.4
2018-12-30,89,80.0,,0.8,71.2
2018-12-31,92,80.0,,0.8,73.60000000000001
2019-01-01,95,83.0,False,0.83,78.85
2019-01-02,86,83.0,,0.83,71.38
2019-01-03,91,83.0,,0.83,75.53
2019-01-04,90,83.0,,0.83,74.7
2019-01-05,89,83.0,,0.83,73.86999999999999
2019-01-06,91,83.0,,0.83,75.53
2019-01-07,88,83.0,,0.83,73.03999999999999
2019-01-08,91,83.0,,0.83,75.53
2019-01-09,92,83.0,,0.83,76.36
2019-01-10,94,83.0,,0.83,78.02
2019-01-11,95,83.0,,0.83,78.85
2019-01-12,91,83.0,,0.83,75.53
2019-01-13,92,83.0,,0.83,76.36
2019-01-14,93,83.0,,0.83,77.19
2019-01-15,96,83.0,,0.83,79.67999999999999
2019-01-16,94,83.0,,0.83,78.02
2019-01-17,93,83.0,,0.83,77.19
2019-01-18,89,83.0,,0.83,73.86999999999999
2019-01-19,92,83.0,,0.83,76.36
2019-01-20,90,83.0,,0.83,74.7
2019-01-21,88,83.0,,0.83,73.03999999999999
2019-01-22,93,83.0,,0.83,77.19
2019-01-23,95,83.0,,0.83,78.85
2019-01-24,97,83.0,,0.83,80.50999999999999
2019-01-25,95,83.0,,0.83,78.85
2019-01-26,90,83.0,,0.83,74.7
2019-01-27,97,83.0,,0.83,80.50999999999999
2019-01-28,96,83.0,,0.83,79.67999999999999
2019-01-29,100,83.0,,0.83,83.0
2019-01-30,97,83.0,,0.83,80.50999999999999
2019-01-31,99,83.0,,0.83,82.17
2019-02-01,92,86.0,False,0.86,79.12
2019-02-02,93,86.0,,0.86,79.98
2019-02-03,93,86.0,,0.86,79.98
2019-02-04,90,86.0,,0.86,77.4
2019-02-05,96,86.0,,0.86,82.56
2019-02-06,94,86.0,,0.86,80.84
2019-02-07,95,86.0,,0.86,81.7
2019-02-08,93,86.0,,0.86,79.98
2019-02-09,91,86.0,,0.86,78.26
2019-02-10,93,86.0,,0.86,79.98
2019-02-11,94,86.0,,0.86,80.84
2019-02-12,95,86.0,,0.86,81.7
2019-02-13,96,86.0,,0.86,82.56
2019-02-14,95,86.0,,0.86,81.7
2019-02-15,97,86.0,,0.86,83.42
2019-02-16,100,86.0,,0.86,86.0
2019-02-17,100,86.0,,0.86,86.0
2019-02-18,96,86.0,,0.86,82.56
2019-02-19,96,86.0,,0.86,82.56
2019-02-20,95,86.0,,0.86,81.7
2019-02-21,96,86.0,,0.86,82.56
2019-02-22,97,86.0,,0.86,83.42
2019-02-23,94,86.0,,0.86,80.84
2019-02-24,99,86.0,,0.86,85.14
2019-02-25,92,86.0,,0.86,79.12
2019-02-26,97,86.0,,0.86,83.42
2019-02-27,94,86.0,,0.86,80.84
2019-02-28,95,86.0,,0.86,81.7
2019-03-01,88,84.0,False,0.84,73.92
2019-03-02,86,84.0,,0.84,72.24
2019-03-03,86,84.0,,0.84,72.24
2019-03-04,91,84.0,,0.84,76.44
2019-03-05,93,84.0,,0.84,78.11999999999999
2019-03-06,92,84.0,,0.84,77.28
2019-03-07,87,84.0,,0.84,73.08
2019-03-08,89,84.0,,0.84,74.75999999999999
2019-03-09,85,84.0,,0.84,71.39999999999999
2019-03-10,100,84.0,,0.84,84.0
2019-03-11,90,84.0,,0.84,75.6
2019-03-12,88,84.0,,0.84,73.92
2019-03-13,89,84.0,,0.84,74.75999999999999
2019-03-14,89,84.0,,0.84,74.75999999999999
2019-03-15,84,84.0,,0.84,70.56
2019-03-16,84,84.0,,0.84,70.56
2019-03-17,88,84.0,,0.84,73.92
2019-03-18,89,84.0,,0.84,74.75999999999999
2019-03-19,89,84.0,,0.84,74.75999999999999
2019-03-20,91,84.0,,0.84,76.44
2019-03-21,88,84.0,,0.84,73.92
2019-03-22,84,84.0,,0.84,70.56
2019-03-23,86,84.0,,0.84,72.24
2019-03-24,85,84.0,,0.84,71.39999999999999
2019-03-25,89,84.0,,0.84,74.75999999999999
2019-03-26,88,84.0,,0.84,73.92
2019-03-27,87,84.0,,0.84,73.08
2019-03-28,91,84.0,,0.84,76.44
2019-03-29,84,84.0,,0.84,70.56
2019-03-30,83,84.0,,0.84,69.72
2019-03-31,84,84.0,,0.84,70.56
2019-04-01,95,82.0,False,0.82,77.89999999999999
2019-04-02,97,82.0,,0.82,79.53999999999999
2019-04-03,100,82.0,,0.82,82.0
2019-04-04,98,82.0,,0.82,80.36
2019-04-05,99,82.0,,0.82,81.17999999999999
2019-04-06,91,82.0,,0.82,74.61999999999999
2019-04-07,95,82.0,,0.82,77.89999999999999
2019-04-08,99,82.0,,0.82,81.17999999999999
2019-04-09,96,82.0,,0.82,78.72
2019-04-10,100,82.0,,0.82,82.0
2019-04-11,97,82.0,,0.82,79.53999999999999
2019-04-12,96,82.0,,0.82,78.72
2019-04-13,92,82.0,,0.82,75.44
2019-04-14,97,82.0,,0.82,79.53999999999999
2019-04-15,96,82.0,,0.82,78.72
2019-04-16,98,82.0,,0.82,80.36
2019-04-17,99,82.0,,0.82,81.17999999999999
2019-04-18,97,82.0,,0.82,79.53999999999999
2019-04-19,95,82.0,,0.82,77.89999999999999
2019-04-20,92,82.0,,0.82,75.44
2019-04-21,95,82.0,,0.82,77.89999999999999
2019-04-22,96,82.0,,0.82,78.72
2019-04-23,99,82.0,,0.82,81.17999999999999
2019-04-24,99,82.0,,0.82,81.17999999999999
2019-04-25,97,82.0,,0.82,79.53999999999999
2019-04-26,93,82.0,,0.82,76.25999999999999
2019-04-27,89,82.0,,0.82,72.97999999999999
2019-04-28,91,82.0,,0.82,74.61999999999999
2019-04-29,96,82.0,,0.82,78.72
2019-04-30,95,82.0,,0.82,77.89999999999999
2019-05-01,93,82.0,False,0.82,76.25999999999999
2019-05-02,94,82.0,,0.82,77.08
2019-05-03,91,82.0,,0.82,74.61999999999999
2019-05-04,88,82.0,,0.82,72.16
2019-05-05,88,82.0,,0.82,72.16
2019-05-06,93,82.0,,0.82,76.25999999999999
2019-05-07,91,82.0,,0.82,74.61999999999999
2019-05-08,95,82.0,,0.82,77.89999999999999
2019-05-09,100,82.0,,0.82,82.0
2019-05-10,98,82.0,,0.82,80.36
2019-05-11,89,82.0,,0.82,72.97999999999999
2019-05-12,89,82.0,,0.82,72.97999999999999
2019-05-13,93,82.0,,0.82,76.25999999999999
2019-05-14,93,82.0,,0.82,76.25999999999999
2019-05-15,91,82.0,,0.82,74.61999999999999
2019-05-16,92,82.0,,0.82,75.44
2019-05-17,93,82.0,,0.82,76.25999999999999
2019-05-18,86,82.0,,0.82,70.52
2019-05-19,91,82.0,,0.82,74.61999999999999
2019-05-20,95,82.0,,0.82,77.89999999999999
2019-05-21,92,82.0,,0.82,75.44
2019-05-22,93,82.0,,0.82,76.25999999999999
2019-05-23,92,82.0,,0.82,75.44
2019-05-24,87,82.0,,0.82,71.33999999999999
2019-05-25,89,82.0,,0.82,72.97999999999999
2019-05-26,90,82.0,,0.82,73.8
2019-05-27,90,82.0,,0.82,73.8
2019-05-28,93,82.0,,0.82,76.25999999999999
2019-05-29,92,82.0,,0.82,75.44
2019-05-30,91,82.0,,0.82,74.61999999999999
2019-05-31,88,82.0,,0.82,72.16
2019-06-01,94,78.0,False,0.78,73.32000000000001
2019-06-02,95,78.0,,0.78,74.10000000000001
2019-06-03,95,78.0,,0.78,74.10000000000001
2019-06-04,93,78.0,,0.78,72.54
2019-06-05,97,78.0,,0.78,75.66
2019-06-06,97,78.0,,0.78,75.66
2019-06-07,94,78.0,,0.78,73.32000000000001
2019-06-08,96,78.0,,0.78,74.88
2019-06-09,98,78.0,,0.78,76.44
2019-06-10,96,78.0,,0.78,74.88
2019-06-11,96,78.0,,0.78,74.88
2019-06-12,96,78.0,,0.78,74.88
2019-06-13,99,78.0,,0.78,77.22
2019-06-14,91,78.0,,0.78,70.98
2019-06-15,94,78.0,,0.78,73.32000000000001
2019-06-16,100,78.0,,0.78,78.0
2019-06-17,97,78.0,,0.78,75.66
2019-06-18,93,78.0,,0.78,72.54
2019-06-19,94,78.0,,0.78,73.32000000000001
2019-06-20,92,78.0,,0.78,71.76
2019-06-21,96,78.0,,0.78,74.88
2019-06-22,96,78.0,,0.78,74.88
2019-06-23,99,78.0,,0.78,77.22
2019-06-24,97,78.0,,0.78,75.66
2019-06-25,98,78.0,,0.78,76.44
2019-06-26,96,78.0,,0.78,74.88
2019-06-27,94,78.0,,0.78,73.32000000000001
2019-06-28,97,78.0,,0.78,75.66
2019-06-29,96,78.0,,0.78,74.88
2019-06-30,97,78.0,,0.78,75.66
2019-07-01,94,79.0,False,0.79,74.26
2019-07-02,98,79.0,,0.79,77.42
2019-07-03,91,79.0,,0.79,71.89
2019-07-04,94,79.0,,0.79,74.26
2019-07-05,95,79.0,,0.79,75.05
2019-07-06,99,79.0,,0.79,78.21000000000001
2019-07-07,95,79.0,,0.79,75.05
2019-07-08,92,79.0,,0.79,72.68
2019-07-09,98,79.0,,0.79,77.42
2019-07-10,97,79.0,,0.79,76.63000000000001
2019-07-11,96,79.0,,0.79,75.84
2019-07-12,97,79.0,,0.79,76.63000000000001
2019-07-13,98,79.0,,0.79,77.42
2019-07-14,100,79.0,,0.79,79.0
2019-07-15,97,79.0,,0.79,76.63000000000001
2019-07-16,95,79.0,,0.79,75.05
2019-07-17,97,79.0,,0.79,76.63000000000001
2019-07-18,100,79.0,,0.79,79.0
2019-07-19,98,79.0,,0.79,77.42
2019-07-20,97,79.0,,0.79,76.63000000000001
2019-07-21,98,79.0,,0.79,77.42
2019-07-22,97,79.0,,0.79,76.63000000000001
2019-07-23,98,79.0,,0.79,77.42
2019-07-24,98,79.0,,0.79,77.42
2019-07-25,94,79.0,,0.79,74.26
2019-07-26,92,79.0,,0.79,72.68
2019-07-27,98,79.0,,0.79,77.42
2019-07-28,96,79.0,,0.79,75.84
2019-07-29,92,79.0,,0.79,72.68
2019-07-30,98,79.0,,0.79,77.42
2019-07-31,94,79.0,,0.79,74.26
2019-08-01,90,77.0,False,0.77,69.3
2019-08-02,93,77.0,,0.77,71.61
2019-08-03,96,77.0,,0.77,73.92
2019-08-04,93,77.0,,0.77,71.61
2019-08-05,93,77.0,,0.77,71.61
2019-08-06,94,77.0,,0.77,72.38
2019-08-07,91,77.0,,0.77,70.07000000000001
2019-08-08,91,77.0,,0.77,70.07000000000001
2019-08-09,87,77.0,,0.77,66.99
2019-08-10,92,77.0,,0.77,70.84
2019-08-11,94,77.0,,0.77,72.38
2019-08-12,92,77.0,,0.77,70.84
2019-08-13,93,77.0,,0.77,71.61
2019-08-14,93,77.0,,0.77,71.61
2019-08-15,91,77.0,,0.77,70.07000000000001
2019-08-16,93,77.0,,0.77,71.61
2019-08-17,94,77.0,,0.77,72.38
2019-08-18,95,77.0,,0.77,73.15
2019-08-19,91,77.0,,0.77,70.07000000000001
2019-08-20,96,77.0,,0.77,73.92
2019-08-21,96,77.0,,0.77,73.92
2019-08-22,94,77.0,,0.77,72.38
2019-08-23,95,77.0,,0.77,73.15
2019-08-24,95,77.0,,0.77,73.15
