date,MAN_unscaled,MAN_monthly,isPartial,scale,MAN
2018-01-01,99,60.0,False,0.6,59.4
2018-01-02,84,60.0,,0.6,50.4
2018-01-03,86,60.0,,0.6,51.6
2018-01-04,84,60.0,,0.6,50.4
2018-01-05,87,60.0,,0.6,52.199999999999996
2018-01-06,96,60.0,,0.6,57.599999999999994
2018-01-07,94,60.0,,0.6,56.4
2018-01-08,84,60.0,,0.6,50.4
2018-01-09,83,60.0,,0.6,49.8
2018-01-10,86,60.0,,0.6,51.6
2018-01-11,87,60.0,,0.6,52.199999999999996
2018-01-12,89,60.0,,0.6,53.4
2018-01-13,93,60.0,,0.6,55.8
2018-01-14,100,60.0,,0.6,60.0
2018-01-15,90,60.0,,0.6,54.0
2018-01-16,85,60.0,,0.6,51.0
2018-01-17,85,60.0,,0.6,51.0
2018-01-18,83,60.0,,0.6,49.8
2018-01-19,86,60.0,,0.6,51.6
2018-01-20,92,60.0,,0.6,55.199999999999996
2018-01-21,86,60.0,,0.6,51.6
2018-01-22,84,60.0,,0.6,50.4
2018-01-23,84,60.0,,0.6,50.4
2018-01-24,85,60.0,,0.6,51.0
2018-01-25,85,60.0,,0.6,51.0
2018-01-26,87,60.0,,0.6,52.199999999999996
2018-01-27,89,60.0,,0.6,53.4
2018-01-28,96,60.0,,0.6,57.599999999999994
2018-01-29,89,60.0,,0.6,53.4
2018-01-30,89,60.0,,0.6,53.4
2018-01-31,89,60.0,,0.6,53.4
2018-02-01,80,63.0,False,0.63,50.4
2018-02-02,88,63.0,,0.63,55.44
2018-02-03,94,63.0,,0.63,59.22
2018-02-04,91,63.0,,0.63,57.33
2018-02-05,77,63.0,,0.63,48.51
2018-02-06,80,63.0,,0.63,50.4
2018-02-07,79,63.0,,0.63,49.77
2018-02-08,82,63.0,,0.63,51.660000000000004
2018-02-09,78,63.0,,0.63,49.14
2018-02-10,88,63.0,,0.63,55.44
2018-02-11,91,63.0,,0.63,57.33
2018-02-12,80,63.0,,0.63,50.4
2018-02-13,81,63.0,,0.63,51.03
2018-02-14,79,63.0,,0.63,49.77
2018-02-15,80,63.0,,0.63,50.4
2018-02-16,87,63.0,,0.63,54.81
2018-02-17,99,63.0,,0.63,62.37
2018-02-18,99,63.0,,0.63,62.37
2018-02-19,89,63.0,,0.63,56.07
2018-02-20,82,63.0,,0.63,51.660000000000004
2018-02-21,81,63.0,,0.63,51.03
2018-02-22,82,63.0,,0.63,51.660000000000004
2018-02-23,84,63.0,,0.63,52.92
2018-02-24,92,63.0,,0.63,57.96
2018-02-25,100,63.0,,0.63,63.0
2018-02-26,80,63.0,,0.63,50.4
2018-02-27,82,63.0,,0.63,51.660000000000004
2018-02-28,80,63.0,,0.63,50.4
2018-03-01,86,60.0,False,0.6,51.6
2018-03-02,82,60.0,,0.6,49.199999999999996
2018-03-03,88,60.0,,0.6,52.8
2018-03-04,97,60.0,,0.6,58.199999999999996
2018-03-05,82,60.0,,0.6,49.199999999999996
2018-03-06,85,60.0,,0.6,51.0
2018-03-07,84,60.0,,0.6,50.4
2018-03-08,82,60.0,,0.6,49.199999999999996
2018-03-09,81,60.0,,0.6,48.6
2018-03-10,89,60.0,,0.6,53.4
2018-03-11,90,60.0,,0.6,54.0
2018-03-12,82,60.0,,0.6,49.199999999999996
2018-03-13,84,60.0,,0.6,50.4
2018-03-14,80,60.0,,0.6,48.0
2018-03-15,78,60.0,,0.6,46.8
2018-03-16,82,60.0,,0.6,49.199999999999996
2018-03-17,88,60.0,,0.6,52.8
2018-03-18,92,60.0,,0.6,55.199999999999996
2018-03-19,82,60.0,,0.6,49.199999999999996
2018-03-20,81,60.0,,0.6,48.6
2018-03-21,80,60.0,,0.6,48.0
2018-03-22,87,60.0,,0.6,52.199999999999996
2018-03-23,87,60.0,,0.6,52.199999999999996
2018-03-24,98,60.0,,0.6,58.8
2018-03-25,100,60.0,,0.6,60.0
2018-03-26,86,60.0,,0.6,51.6
2018-03-27,85,60.0,,0.6,51.0
2018-03-28,86,60.0,,0.6,51.6
2018-03-29,89,60.0,,0.6,53.4
2018-03-30,85,60.0,,0.6,51.0
2018-03-31,91,60.0,,0.6,54.6
2018-04-01,91,62.0,False,0.62,56.42
2018-04-02,82,62.0,,0.62,50.839999999999996
2018-04-03,83,62.0,,0.62,51.46
2018-04-04,89,62.0,,0.62,55.18
2018-04-05,84,62.0,,0.62,52.08
2018-04-06,81,62.0,,0.62,50.22
2018-04-07,93,62.0,,0.62,57.66
2018-04-08,87,62.0,,0.62,53.94
2018-04-09,82,62.0,,0.62,50.839999999999996
2018-04-10,85,62.0,,0.62,52.7
2018-04-11,77,62.0,,0.62,47.74
2018-04-12,78,62.0,,0.62,48.36
2018-04-13,77,62.0,,0.62,47.74
2018-04-14,86,62.0,,0.62,53.32
2018-04-15,91,62.0,,0.62,56.42
2018-04-16,86,62.0,,0.62,53.32
2018-04-17,79,62.0,,0.62,48.98
2018-04-18,81,62.0,,0.62,50.22
2018-04-19,81,62.0,,0.62,50.22
2018-04-20,77,62.0,,0.62,47.74
2018-04-21,85,62.0,,0.62,52.7
2018-04-22,89,62.0,,0.62,55.18
2018-04-23,77,62.0,,0.62,47.74
2018-04-24,81,62.0,,0.62,50.22
2018-04-25,80,62.0,,0.62,49.6
2018-04-26,78,62.0,,0.62,48.36
2018-04-27,83,62.0,,0.62,51.46
2018-04-28,92,62.0,,0.62,57.04
2018-04-29,100,62.0,,0.62,62.0
2018-04-30,88,62.0,,0.62,54.56
2018-05-01,93,63.0,False,0.63,58.59
2018-05-02,88,63.0,,0.63,55.44
2018-05-03,87,63.0,,0.63,54.81
2018-05-04,89,63.0,,0.63,56.07
2018-05-05,95,63.0,,0.63,59.85
2018-05-06,99,63.0,,0.63,62.37
2018-05-07,90,63.0,,0.63,56.7
2018-05-08,84,63.0,,0.63,52.92
2018-05-09,84,63.0,,0.63,52.92
2018-05-10,88,63.0,,0.63,55.44
2018-05-11,94,63.0,,0.63,59.22
2018-05-12,97,63.0,,0.63,61.11
2018-05-13,100,63.0,,0.63,63.0
2018-05-14,90,63.0,,0.63,56.7
2018-05-15,86,63.0,,0.63,54.18
2018-05-16,83,63.0,,0.63,52.29
2018-05-17,87,63.0,,0.63,54.81
2018-05-18,85,63.0,,0.63,53.55
2018-05-19,91,63.0,,0.63,57.33
2018-05-20,93,63.0,,0.63,58.59
2018-05-21,85,63.0,,0.63,53.55
2018-05-22,84,63.0,,0.63,52.92
2018-05-23,84,63.0,,0.63,52.92
2018-05-24,87,63.0,,0.63,54.81
2018-05-25,82,63.0,,0.63,51.660000000000004
2018-05-26,86,63.0,,0.63,54.18
2018-05-27,92,63.0,,0.63,57.96
2018-05-28,93,63.0,,0.63,58.59
2018-05-29,86,63.0,,0.63,54.18
2018-05-30,82,63.0,,0.63,51.660000000000004
2018-05-31,82,63.0,,0.63,51.660000000000004
2018-06-01,83,61.0,False,0.61,50.629999999999995
2018-06-02,89,61.0,,0.61,54.29
2018-06-03,91,61.0,,0.61,55.51
2018-06-04,82,61.0,,0.61,50.019999999999996
2018-06-05,82,61.0,,0.61,50.019999999999996
2018-06-06,84,61.0,,0.61,51.24
2018-06-07,84,61.0,,0.61,51.24
2018-06-08,82,61.0,,0.61,50.019999999999996
2018-06-09,91,61.0,,0.61,55.51
2018-06-10,94,61.0,,0.61,57.339999999999996
2018-06-11,83,61.0,,0.61,50.629999999999995
2018-06-12,84,61.0,,0.61,51.24
2018-06-13,84,61.0,,0.61,51.24
2018-06-14,81,61.0,,0.61,49.41
2018-06-15,78,61.0,,0.61,47.58
2018-06-16,85,61.0,,0.61,51.85
2018-06-17,97,61.0,,0.61,59.17
2018-06-18,81,61.0,,0.61,49.41
2018-06-19,79,61.0,,0.61,48.19
2018-06-20,77,61.0,,0.61,46.97
2018-06-21,77,61.0,,0.61,46.97
2018-06-22,75,61.0,,0.61,45.75
2018-06-23,90,61.0,,0.61,54.9
2018-06-24,100,61.0,,0.61,61.0
2018-06-25,96,61.0,,0.61,58.56
2018-06-26,100,61.0,,0.61,61.0
2018-06-27,88,61.0,,0.61,53.68
2018-06-28,88,61.0,,0.61,53.68
2018-06-29,84,61.0,,0.61,51.24
2018-06-30,91,61.0,,0.61,55.51
2018-07-01,70,71.0,False,0.71,49.699999999999996
2018-07-02,61,71.0,,0.71,43.309999999999995
2018-07-03,65,71.0,,0.71,46.15
2018-07-04,73,71.0,,0.71,51.83
2018-07-05,72,71.0,,0.71,51.12
2018-07-06,86,71.0,,0.71,61.059999999999995
2018-07-07,100,71.0,,0.71,71.0
2018-07-08,97,71.0,,0.71,68.86999999999999
2018-07-09,73,71.0,,0.71,51.83
2018-07-10,75,71.0,,0.71,53.25
2018-07-11,72,71.0,,0.71,51.12
2018-07-12,71,71.0,,0.71,50.41
2018-07-13,71,71.0,,0.71,50.41
2018-07-14,79,71.0,,0.71,56.089999999999996
2018-07-15,81,71.0,,0.71,57.51
2018-07-16,66,71.0,,0.71,46.86
2018-07-17,66,71.0,,0.71,46.86
2018-07-18,68,71.0,,0.71,48.28
2018-07-19,67,71.0,,0.71,47.57
2018-07-20,69,71.0,,0.71,48.989999999999995
2018-07-21,81,71.0,,0.71,57.51
2018-07-22,81,71.0,,0.71,57.51
2018-07-23,69,71.0,,0.71,48.989999999999995
2018-07-24,70,71.0,,0.71,49.699999999999996
2018-07-25,66,71.0,,0.71,46.86
2018-07-26,68,71.0,,0.71,48.28
2018-07-27,68,71.0,,0.71,48.28
2018-07-28,75,71.0,,0.71,53.25
2018-07-29,81,71.0,,0.71,57.51
2018-07-30,65,71.0,,0.71,46.15
2018-07-31,66,71.0,,0.71,46.86
2018-08-01,73,72.0,False,0.72,52.559999999999995
2018-08-02,71,72.0,,0.72,51.12
2018-08-03,70,72.0,,0.72,50.4
2018-08-04,85,72.0,,0.72,61.199999999999996
2018-08-05,88,72.0,,0.72,63.36
2018-08-06,72,72.0,,0.72,51.839999999999996
2018-08-07,69,72.0,,0.72,49.68
2018-08-08,74,72.0,,0.72,53.28
2018-08-09,77,72.0,,0.72,55.44
2018-08-10,89,72.0,,0.72,64.08
2018-08-11,99,72.0,,0.72,71.28
2018-08-12,100,72.0,,0.72,72.0
2018-08-13,81,72.0,,0.72,58.32
2018-08-14,77,72.0,,0.72,55.44
2018-08-15,72,72.0,,0.72,51.839999999999996
2018-08-16,78,72.0,,0.72,56.16
2018-08-17,84,72.0,,0.72,60.48
2018-08-18,87,72.0,,0.72,62.64
2018-08-19,92,72.0,,0.72,66.24
2018-08-20,75,72.0,,0.72,54.0
2018-08-21,76,72.0,,0.72,54.72
2018-08-22,75,72.0,,0.72,54.0
2018-08-23,72,72.0,,0.72,51.839999999999996
2018-08-24,76,72.0,,0.72,54.72
2018-08-25,87,72.0,,0.72,62.64
2018-08-26,88,72.0,,0.72,63.36
2018-08-27,76,72.0,,0.72,54.72
2018-08-28,73,72.0,,0.72,52.559999999999995
2018-08-29,74,72.0,,0.72,53.28
2018-08-30,73,72.0,,0.72,52.559999999999995
2018-08-31,73,72.0,,0.72,52.559999999999995
2018-09-01,85,72.0,False,0.72,61.199999999999996
2018-09-02,94,72.0,,0.72,67.67999999999999
2018-09-03,90,72.0,,0.72,64.8
2018-09-04,78,72.0,,0.72,56.16
2018-09-05,73,72.0,,0.72,52.559999999999995
2018-09-06,77,72.0,,0.72,55.44
2018-09-07,84,72.0,,0.72,60.48
2018-09-08,99,72.0,,0.72,71.28
2018-09-09,98,72.0,,0.72,70.56
2018-09-10,81,72.0,,0.72,58.32
2018-09-11,82,72.0,,0.72,59.04
2018-09-12,81,72.0,,0.72,58.32
2018-09-13,78,72.0,,0.72,56.16
2018-09-14,80,72.0,,0.72,57.599999999999994
2018-09-15,88,72.0,,0.72,63.36
2018-09-16,87,72.0,,0.72,62.64
2018-09-17,78,72.0,,0.72,56.16
2018-09-18,75,72.0,,0.72,54.0
2018-09-19,79,72.0,,0.72,56.879999999999995
2018-09-20,77,72.0,,0.72,55.44
2018-09-21,77,72.0,,0.72,55.44
2018-09-22,86,72.0,,0.72,61.919999999999995
2018-09-23,82,72.0,,0.72,59.04
2018-09-24,76,72.0,,0.72,54.72
2018-09-25,77,72.0,,0.72,55.44
2018-09-26,76,72.0,,0.72,54.72
2018-09-27,76,72.0,,0.72,54.72
2018-09-28,76,72.0,,0.72,54.72
2018-09-29,100,72.0,,0.72,72.0
2018-09-30,85,72.0,,0.72,61.199999999999996
2018-10-01,71,77.0,False,0.77,54.67
2018-10-02,77,77.0,,0.77,59.29
2018-10-03,75,77.0,,0.77,57.75
2018-10-04,76,77.0,,0.77,58.52
2018-10-05,75,77.0,,0.77,57.75
2018-10-06,91,77.0,,0.77,70.07000000000001
2018-10-07,85,77.0,,0.77,65.45
2018-10-08,75,77.0,,0.77,57.75
2018-10-09,73,77.0,,0.77,56.21
2018-10-10,74,77.0,,0.77,56.980000000000004
2018-10-11,76,77.0,,0.77,58.52
2018-10-12,87,77.0,,0.77,66.99
2018-10-13,100,77.0,,0.77,77.0
2018-10-14,93,77.0,,0.77,71.61
2018-10-15,80,77.0,,0.77,61.6
2018-10-16,80,77.0,,0.77,61.6
2018-10-17,74,77.0,,0.77,56.980000000000004
2018-10-18,75,77.0,,0.77,57.75
2018-10-19,80,77.0,,0.77,61.6
2018-10-20,98,77.0,,0.77,75.46000000000001
2018-10-21,90,77.0,,0.77,69.3
2018-10-22,76,77.0,,0.77,58.52
2018-10-23,79,77.0,,0.77,60.83
2018-10-24,73,77.0,,0.77,56.21
2018-10-25,75,77.0,,0.77,57.75
2018-10-26,83,77.0,,0.77,63.910000000000004
2018-10-27,88,77.0,,0.77,67.76
2018-10-28,85,77.0,,0.77,65.45
2018-10-29,73,77.0,,0.77,56.21
2018-10-30,74,77.0,,0.77,56.980000000000004
2018-10-31,77,77.0,,0.77,59.29
2018-11-01,87,64.0,False,0.64,55.68
2018-11-02,88,64.0,,0.64,56.32
2018-11-03,100,64.0,,0.64,64.0
2018-11-04,98,64.0,,0.64,62.72
2018-11-05,83,64.0,,0.64,53.120000000000005
2018-11-06,86,64.0,,0.64,55.04
2018-11-07,77,64.0,,0.64,49.28
2018-11-08,86,64.0,,0.64,55.04
2018-11-09,88,64.0,,0.64,56.32
2018-11-10,95,64.0,,0.64,60.800000000000004
2018-11-11,94,64.0,,0.64,60.160000000000004
2018-11-12,85,64.0,,0.64,54.4
2018-11-13,85,64.0,,0.64,54.4
2018-11-14,83,64.0,,0.64,53.120000000000005
2018-11-15,86,64.0,,0.64,55.04
2018-11-16,84,64.0,,0.64,53.76
2018-11-17,90,64.0,,0.64,57.6
2018-11-18,87,64.0,,0.64,55.68
2018-11-19,86,64.0,,0.64,55.04
2018-11-20,83,64.0,,0.64,53.120000000000005
2018-11-21,85,64.0,,0.64,54.4
2018-11-22,89,64.0,,0.64,56.96
2018-11-23,89,64.0,,0.64,56.96
2018-11-24,92,64.0,,0.64,58.88
2018-11-25,92,64.0,,0.64,58.88
2018-11-26,78,64.0,,0.64,49.92
2018-11-27,81,64.0,,0.64,51.84
2018-11-28,84,64.0,,0.64,53.76
2018-11-29,86,64.0,,0.64,55.04
2018-11-30,85,64.0,,0.64,54.4
2018-12-01,79,70.0,False,0.7,55.3
2018-12-02,79,70.0,,0.7,55.3
2018-12-03,74,70.0,,0.7,51.8
2018-12-04,79,70.0,,0.7,55.3
2018-12-05,80,70.0,,0.7,56.0
2018-12-06,83,70.0,,0.7,58.099999999999994
2018-12-07,85,70.0,,0.7,59.49999999999999
2018-12-08,97,70.0,,0.7,67.89999999999999
2018-12-09,93,70.0,,0.7,65.1
2018-12-10,78,70.0,,0.7,54.599999999999994
2018-12-11,80,70.0,,0.7,56.0
2018-12-12,83,70.0,,0.7,58.099999999999994
2018-12-13,84,70.0,,0.7,58.8
2018-12-14,89,70.0,,0.7,62.3
2018-12-15,98,70.0,,0.7,68.6
2018-12-16,100,70.0,,0.7,70.0
2018-12-17,89,70.0,,0.7,62.3
2018-12-18,88,70.0,,0.7,61.599999999999994
2018-12-19,84,70.0,,0.7,58.8
2018-12-20,86,70.0,,0.7,60.199999999999996
2018-12-21,85,70.0,,0.7,59.49999999999999
2018-12-22,93,70.0,,0.7,65.1
2018-12-23,90,70.0,,0.7,62.99999999999999
2018-12-24,86,70.0,,0.7,60.199999999999996
2018-12-25,88,70.0,,0.7,61.599999999999994
2018-12-26,84,70.0,,0.7,58.8
2018-12-27,81,70.0,,0.7,56.699999999999996
2018-12-28,78,70.0,,0.7,54.599999999999994
2018-12-29,90,70.0,,0.7,62.99999999999999
2018-12-30,90,70.0,,0.7,62.99999999999999
2018-12-31,83,70.0,,0.7,58.099999999999994
2019-01-01,94,68.0,False,0.68,63.92
2019-01-02,84,68.0,,0.68,57.120000000000005
2019-01-03,99,68.0,,0.68,67.32000000000001
2019-01-04,89,68.0,,0.68,60.52
2019-01-05,93,68.0,,0.68,63.24
2019-01-06,90,68.0,,0.68,61.2
2019-01-07,81,68.0,,0.68,55.080000000000005
2019-01-08,74,68.0,,0.68,50.32
2019-01-09,84,68.0,,0.68,57.120000000000005
2019-01-10,80,68.0,,0.68,54.400000000000006
2019-01-11,82,68.0,,0.68,55.760000000000005
2019-01-12,93,68.0,,0.68,63.24
2019-01-13,97,68.0,,0.68,65.96000000000001
2019-01-14,84,68.0,,0.68,57.120000000000005
2019-01-15,100,68.0,,0.68,68.0
2019-01-16,96,68.0,,0.68,65.28
2019-01-17,87,68.0,,0.68,59.160000000000004
2019-01-18,82,68.0,,0.68,55.760000000000005
2019-01-19,94,68.0,,0.68,63.92
2019-01-20,92,68.0,,0.68,62.56
2019-01-21,78,68.0,,0.68,53.040000000000006
2019-01-22,82,68.0,,0.68,55.760000000000005
2019-01-23,79,68.0,,0.68,53.720000000000006
2019-01-24,80,68.0,,0.68,54.400000000000006
2019-01-25,87,68.0,,0.68,59.160000000000004
2019-01-26,91,68.0,,0.68,61.88
2019-01-27,97,68.0,,0.68,65.96000000000001
2019-01-28,79,68.0,,0.68,53.720000000000006
2019-01-29,78,68.0,,0.68,53.040000000000006
2019-01-30,76,68.0,,0.68,51.68000000000001
2019-01-31,78,68.0,,0.68,53.040000000000006
2019-02-01,79,65.0,False,0.65,51.35
2019-02-02,88,65.0,,0.65,57.2
2019-02-03,100,65.0,,0.65,65.0
2019-02-04,77,65.0,,0.65,50.050000000000004
2019-02-05,83,65.0,,0.65,53.95
2019-02-06,82,65.0,,0.65,53.300000000000004
2019-02-07,78,65.0,,0.65,50.7
2019-02-08,84,65.0,,0.65,54.6
2019-02-09,91,65.0,,0.65,59.15
2019-02-10,100,65.0,,0.65,65.0
2019-02-11,76,65.0,,0.65,49.4
2019-02-12,83,65.0,,0.65,53.95
2019-02-13,78,65.0,,0.65,50.7
2019-02-14,75,65.0,,0.65,48.75
2019-02-15,75,65.0,,0.65,48.75
2019-02-16,87,65.0,,0.65,56.550000000000004
2019-02-17,87,65.0,,0.65,56.550000000000004
2019-02-18,82,65.0,,0.65,53.300000000000004
2019-02-19,75,65.0,,0.65,48.75
2019-02-20,75,65.0,,0.65,48.75
2019-02-21,77,65.0,,0.65,50.050000000000004
2019-02-22,76,65.0,,0.65,49.4
2019-02-23,80,65.0,,0.65,52.0
2019-02-24,100,65.0,,0.65,65.0
2019-02-25,80,65.0,,0.65,52.0
2019-02-26,75,65.0,,0.65,48.75
2019-02-27,77,65.0,,0.65,50.050000000000004
2019-02-28,76,65.0,,0.65,49.4
2019-03-01,12,91.0,False,0.91,10.92
2019-03-02,14,91.0,,0.91,12.74
2019-03-03,14,91.0,,0.91,12.74
2019-03-04,12,91.0,,0.91,10.92
2019-03-05,12,91.0,,0.91,10.92
2019-03-06,14,91.0,,0.91,12.74
2019-03-07,13,91.0,,0.91,11.83
2019-03-08,13,91.0,,0.91,11.83
2019-03-09,14,91.0,,0.91,12.74
2019-03-10,15,91.0,,0.91,13.65
2019-03-11,12,91.0,,0.91,10.92
2019-03-12,12,91.0,,0.91,10.92
2019-03-13,12,91.0,,0.91,10.92
2019-03-14,12,91.0,,0.91,10.92
2019-03-15,12,91.0,,0.91,10.92
2019-03-16,14,91.0,,0.91,12.74
2019-03-17,14,91.0,,0.91,12.74
2019-03-18,12,91.0,,0.91,10.92
2019-03-19,12,91.0,,0.91,10.92
2019-03-20,16,91.0,,0.91,14.56
2019-03-21,100,91.0,,0.91,91.0
2019-03-22,59,91.0,,0.91,53.690000000000005
2019-03-23,31,91.0,,0.91,28.21
2019-03-24,23,91.0,,0.91,20.93
2019-03-25,16,91.0,,0.91,14.56
2019-03-26,14,91.0,,0.91,12.74
2019-03-27,14,91.0,,0.91,12.74
2019-03-28,14,91.0,,0.91,12.74
2019-03-29,13,91.0,,0.91,11.83
2019-03-30,15,91.0,,0.91,13.65
2019-03-31,14,91.0,,0.91,12.74
2019-04-01,65,67.0,False,0.67,43.550000000000004
2019-04-02,68,67.0,,0.67,45.56
2019-04-03,69,67.0,,0.67,46.230000000000004
2019-04-04,65,67.0,,0.67,43.550000000000004
2019-04-05,70,67.0,,0.67,46.900000000000006
2019-04-06,77,67.0,,0.67,51.59
2019-04-07,77,67.0,,0.67,51.59
2019-04-08,67,67.0,,0.67,44.89
2019-04-09,71,67.0,,0.67,47.57
2019-04-10,75,67.0,,0.67,50.25
2019-04-11,66,67.0,,0.67,44.220000000000006
2019-04-12,66,67.0,,0.67,44.220000000000006
2019-04-13,72,67.0,,0.67,48.24
2019-04-14,78,67.0,,0.67,52.260000000000005
2019-04-15,64,67.0,,0.67,42.88
2019-04-16,69,67.0,,0.67,46.230000000000004
2019-04-17,76,67.0,,0.67,50.92
2019-04-18,67,67.0,,0.67,44.89
2019-04-19,64,67.0,,0.67,42.88
2019-04-20,72,67.0,,0.67,48.24
2019-04-21,76,67.0,,0.67,50.92
2019-04-22,62,67.0,,0.67,41.54
2019-04-23,67,67.0,,0.67,44.89
2019-04-24,77,67.0,,0.67,51.59
2019-04-25,71,67.0,,0.67,47.57
2019-04-26,77,67.0,,0.67,51.59
2019-04-27,92,67.0,,0.67,61.64
2019-04-28,100,67.0,,0.67,67.0
2019-04-29,86,67.0,,0.67,57.620000000000005
2019-04-30,77,67.0,,0.67,51.59
2019-05-01,85,71.0,False,0.71,60.349999999999994
2019-05-02,79,71.0,,0.71,56.089999999999996
2019-05-03,85,71.0,,0.71,60.349999999999994
2019-05-04,88,71.0,,0.71,62.48
2019-05-05,93,71.0,,0.71,66.03
2019-05-06,99,71.0,,0.71,70.28999999999999
2019-05-07,90,71.0,,0.71,63.9
2019-05-08,88,71.0,,0.71,62.48
2019-05-09,83,71.0,,0.71,58.93
2019-05-10,83,71.0,,0.71,58.93
2019-05-11,89,71.0,,0.71,63.19
2019-05-12,100,71.0,,0.71,71.0
2019-05-13,80,71.0,,0.71,56.8
2019-05-14,81,71.0,,0.71,57.51
2019-05-15,81,71.0,,0.71,57.51
2019-05-16,79,71.0,,0.71,56.089999999999996
2019-05-17,78,71.0,,0.71,55.379999999999995
2019-05-18,83,71.0,,0.71,58.93
2019-05-19,85,71.0,,0.71,60.349999999999994
2019-05-20,71,71.0,,0.71,50.41
2019-05-21,73,71.0,,0.71,51.83
2019-05-22,77,71.0,,0.71,54.669999999999995
2019-05-23,73,71.0,,0.71,51.83
2019-05-24,74,71.0,,0.71,52.54
2019-05-25,82,71.0,,0.71,58.22
2019-05-26,84,71.0,,0.71,59.64
2019-05-27,81,71.0,,0.71,57.51
2019-05-28,75,71.0,,0.71,53.25
2019-05-29,77,71.0,,0.71,54.669999999999995
2019-05-30,80,71.0,,0.71,56.8
2019-05-31,79,71.0,,0.71,56.089999999999996
2019-06-01,83,68.0,False,0.68,56.440000000000005
2019-06-02,88,68.0,,0.68,59.84
2019-06-03,74,68.0,,0.68,50.32
2019-06-04,77,68.0,,0.68,52.36000000000001
2019-06-05,78,68.0,,0.68,53.040000000000006
2019-06-06,73,68.0,,0.68,49.64
2019-06-07,77,68.0,,0.68,52.36000000000001
2019-06-08,81,68.0,,0.68,55.080000000000005
2019-06-09,84,68.0,,0.68,57.120000000000005
2019-06-10,77,68.0,,0.68,52.36000000000001
2019-06-11,75,68.0,,0.68,51.00000000000001
2019-06-12,74,68.0,,0.68,50.32
2019-06-13,76,68.0,,0.68,51.68000000000001
2019-06-14,72,68.0,,0.68,48.96
2019-06-15,83,68.0,,0.68,56.440000000000005
2019-06-16,87,68.0,,0.68,59.160000000000004
2019-06-17,76,68.0,,0.68,51.68000000000001
2019-06-18,74,68.0,,0.68,50.32
2019-06-19,73,68.0,,0.68,49.64
2019-06-20,73,68.0,,0.68,49.64
2019-06-21,75,68.0,,0.68,51.00000000000001
2019-06-22,83,68.0,,0.68,56.440000000000005
2019-06-23,86,68.0,,0.68,58.480000000000004
2019-06-24,77,68.0,,0.68,52.36000000000001
2019-06-25,77,68.0,,0.68,52.36000000000001
2019-06-26,76,68.0,,0.68,51.68000000000001
2019-06-27,87,68.0,,0.68,59.160000000000004
2019-06-28,86,68.0,,0.68,58.480000000000004
2019-06-29,95,68.0,,0.68,64.60000000000001
2019-06-30,100,68.0,,0.68,68.0
2019-07-01,72,74.0,False,0.74,53.28
2019-07-02,97,74.0,,0.74,71.78
2019-07-03,98,74.0,,0.74,72.52
2019-07-04,100,74.0,,0.74,74.0
2019-07-05,90,74.0,,0.74,66.6
2019-07-06,98,74.0,,0.74,72.52
2019-07-07,96,74.0,,0.74,71.03999999999999
2019-07-08,76,74.0,,0.74,56.24
2019-07-09,76,74.0,,0.74,56.24
2019-07-10,75,74.0,,0.74,55.5
2019-07-11,70,74.0,,0.74,51.8
2019-07-12,74,74.0,,0.74,54.76
2019-07-13,89,74.0,,0.74,65.86
2019-07-14,87,74.0,,0.74,64.38
2019-07-15,71,74.0,,0.74,52.54
2019-07-16,70,74.0,,0.74,51.8
2019-07-17,74,74.0,,0.74,54.76
2019-07-18,68,74.0,,0.74,50.32
2019-07-19,67,74.0,,0.74,49.58
2019-07-20,76,74.0,,0.74,56.24
2019-07-21,81,74.0,,0.74,59.94
2019-07-22,64,74.0,,0.74,47.36
2019-07-23,66,74.0,,0.74,48.839999999999996
2019-07-24,65,74.0,,0.74,48.1
2019-07-25,67,74.0,,0.74,49.58
2019-07-26,66,74.0,,0.74,48.839999999999996
2019-07-27,72,74.0,,0.74,53.28
2019-07-28,76,74.0,,0.74,56.24
2019-07-29,64,74.0,,0.74,47.36
2019-07-30,62,74.0,,0.74,45.88
2019-07-31,63,74.0,,0.74,46.62
2019-08-01,77,66.0,False,0.66,50.82
2019-08-02,79,66.0,,0.66,52.14
2019-08-03,91,66.0,,0.66,60.06
2019-08-04,93,66.0,,0.66,61.38
2019-08-05,80,66.0,,0.66,52.800000000000004
2019-08-06,78,66.0,,0.66,51.480000000000004
2019-08-07,76,66.0,,0.66,50.160000000000004
2019-08-08,79,66.0,,0.66,52.14
2019-08-09,80,66.0,,0.66,52.800000000000004
2019-08-10,87,66.0,,0.66,57.42
2019-08-11,96,66.0,,0.66,63.36
2019-08-12,76,66.0,,0.66,50.160000000000004
2019-08-13,77,66.0,,0.66,50.82
2019-08-14,76,66.0,,0.66,50.160000000000004
2019-08-15,78,66.0,,0.66,51.480000000000004
2019-08-16,78,66.0,,0.66,51.480000000000004
2019-08-17,89,66.0,,0.66,58.74
2019-08-18,86,66.0,,0.66,56.760000000000005
2019-08-19,77,66.0,,0.66,50.82
2019-08-20,84,66.0,,0.66,55.440000000000005
2019-08-21,99,66.0,,0.66,65.34
2019-08-22,88,66.0,,0.66,58.080000000000005
2019-08-23,89,66.0,,0.66,58.74
2019-08-24,100,66.0,,0.66,66.0
2019-08-25,96,66.0,,0.66,63.36
2019-08-26,79,66.0,,0.66,52.14
2019-08-27,76,66.0,,0.66,50.160000000000004
