date,AMAT_unscaled,AMAT_monthly,isPartial,scale,AMAT
2017-12-22,51,66.0,,0.66,33.660000000000004
2017-12-23,20,66.0,,0.66,13.200000000000001
2017-12-24,12,66.0,,0.66,7.92
2017-12-25,20,66.0,,0.66,13.200000000000001
2017-12-26,50,66.0,,0.66,33.0
2017-12-27,56,66.0,,0.66,36.96
2017-12-28,61,66.0,,0.66,40.260000000000005
2017-12-29,44,66.0,,0.66,29.040000000000003
2017-12-30,19,66.0,,0.66,12.540000000000001
2017-12-31,25,66.0,,0.66,16.5
2018-01-01,28,82.0,False,0.82,22.959999999999997
2018-01-02,71,82.0,,0.82,58.22
2018-01-03,76,82.0,,0.82,62.31999999999999
2018-01-04,79,82.0,,0.82,64.78
2018-01-05,77,82.0,,0.82,63.13999999999999
2018-01-06,36,82.0,,0.82,29.52
2018-01-07,14,82.0,,0.82,11.479999999999999
2018-01-08,70,82.0,,0.82,57.4
2018-01-09,56,82.0,,0.82,45.919999999999995
2018-01-10,85,82.0,,0.82,69.7
2018-01-11,88,82.0,,0.82,72.16
2018-01-12,82,82.0,,0.82,67.24
2018-01-13,28,82.0,,0.82,22.959999999999997
2018-01-14,25,82.0,,0.82,20.5
2018-01-15,34,82.0,,0.82,27.88
2018-01-16,67,82.0,,0.82,54.94
2018-01-17,100,82.0,,0.82,82.0
2018-01-18,80,82.0,,0.82,65.6
2018-01-19,82,82.0,,0.82,67.24
2018-01-20,47,82.0,,0.82,38.54
2018-01-21,27,82.0,,0.82,22.139999999999997
2018-01-22,68,82.0,,0.82,55.76
2018-01-23,72,82.0,,0.82,59.04
2018-01-24,55,82.0,,0.82,45.099999999999994
2018-01-25,79,82.0,,0.82,64.78
2018-01-26,78,82.0,,0.82,63.959999999999994
2018-01-27,34,82.0,,0.82,27.88
2018-01-28,23,82.0,,0.82,18.86
2018-01-29,71,82.0,,0.82,58.22
2018-01-30,97,82.0,,0.82,79.53999999999999
2018-01-31,97,82.0,,0.82,79.53999999999999
2018-02-01,35,92.0,False,0.92,32.2
2018-02-02,35,92.0,,0.92,32.2
2018-02-03,19,92.0,,0.92,17.48
2018-02-04,12,92.0,,0.92,11.040000000000001
2018-02-05,42,92.0,,0.92,38.64
2018-02-06,31,92.0,,0.92,28.52
2018-02-07,32,92.0,,0.92,29.44
2018-02-08,40,92.0,,0.92,36.800000000000004
2018-02-09,43,92.0,,0.92,39.56
2018-02-10,17,92.0,,0.92,15.64
2018-02-11,18,92.0,,0.92,16.560000000000002
2018-02-12,35,92.0,,0.92,32.2
2018-02-13,44,92.0,,0.92,40.480000000000004
2018-02-14,100,92.0,,0.92,92.0
2018-02-15,82,92.0,,0.92,75.44
2018-02-16,47,92.0,,0.92,43.24
2018-02-17,14,92.0,,0.92,12.88
2018-02-18,16,92.0,,0.92,14.72
2018-02-19,11,92.0,,0.92,10.120000000000001
2018-02-20,53,92.0,,0.92,48.760000000000005
2018-02-21,37,92.0,,0.92,34.04
2018-02-22,32,92.0,,0.92,29.44
2018-02-23,42,92.0,,0.92,38.64
2018-02-24,18,92.0,,0.92,16.560000000000002
2018-02-25,10,92.0,,0.92,9.200000000000001
2018-02-26,30,92.0,,0.92,27.6
2018-02-27,53,92.0,,0.92,48.760000000000005
2018-02-28,45,92.0,,0.92,41.4
2018-03-01,66,80.0,False,0.8,52.800000000000004
2018-03-02,67,80.0,,0.8,53.6
2018-03-03,23,80.0,,0.8,18.400000000000002
2018-03-04,31,80.0,,0.8,24.8
2018-03-05,68,80.0,,0.8,54.400000000000006
2018-03-06,79,80.0,,0.8,63.2
2018-03-07,83,80.0,,0.8,66.4
2018-03-08,85,80.0,,0.8,68.0
2018-03-09,83,80.0,,0.8,66.4
2018-03-10,49,80.0,,0.8,39.2
2018-03-11,28,80.0,,0.8,22.400000000000002
2018-03-12,75,80.0,,0.8,60.0
2018-03-13,100,80.0,,0.8,80.0
2018-03-14,91,80.0,,0.8,72.8
2018-03-15,79,80.0,,0.8,63.2
2018-03-16,51,80.0,,0.8,40.800000000000004
2018-03-17,35,80.0,,0.8,28.0
2018-03-18,29,80.0,,0.8,23.200000000000003
2018-03-19,56,80.0,,0.8,44.800000000000004
2018-03-20,76,80.0,,0.8,60.800000000000004
2018-03-21,65,80.0,,0.8,52.0
2018-03-22,63,80.0,,0.8,50.400000000000006
2018-03-23,67,80.0,,0.8,53.6
2018-03-24,33,80.0,,0.8,26.400000000000002
2018-03-25,17,80.0,,0.8,13.600000000000001
2018-03-26,60,80.0,,0.8,48.0
2018-03-27,84,80.0,,0.8,67.2
2018-03-28,64,80.0,,0.8,51.2
2018-03-29,65,80.0,,0.8,52.0
2018-03-30,19,80.0,,0.8,15.200000000000001
2018-03-31,23,80.0,,0.8,18.400000000000002
2018-04-01,11,74.0,False,0.74,8.14
2018-04-02,60,74.0,,0.74,44.4
2018-04-03,46,74.0,,0.74,34.04
2018-04-04,61,74.0,,0.74,45.14
2018-04-05,41,74.0,,0.74,30.34
2018-04-06,32,74.0,,0.74,23.68
2018-04-07,10,74.0,,0.74,7.4
2018-04-08,8,74.0,,0.74,5.92
2018-04-09,47,74.0,,0.74,34.78
2018-04-10,70,74.0,,0.74,51.8
2018-04-11,55,74.0,,0.74,40.7
2018-04-12,53,74.0,,0.74,39.22
2018-04-13,64,74.0,,0.74,47.36
2018-04-14,28,74.0,,0.74,20.72
2018-04-15,20,74.0,,0.74,14.8
2018-04-16,37,74.0,,0.74,27.38
2018-04-17,46,74.0,,0.74,34.04
2018-04-18,85,74.0,,0.74,62.9
2018-04-19,100,74.0,,0.74,74.0
2018-04-20,63,74.0,,0.74,46.62
2018-04-21,12,74.0,,0.74,8.879999999999999
2018-04-22,16,74.0,,0.74,11.84
2018-04-23,51,74.0,,0.74,37.74
2018-04-24,63,74.0,,0.74,46.62
2018-04-25,62,74.0,,0.74,45.88
2018-04-26,67,74.0,,0.74,49.58
2018-04-27,48,74.0,,0.74,35.519999999999996
2018-04-28,24,74.0,,0.74,17.759999999999998
2018-04-29,12,74.0,,0.74,8.879999999999999
2018-04-30,49,74.0,,0.74,36.26
2018-05-01,23,100.0,False,1.0,23.0
2018-05-02,24,100.0,,1.0,24.0
2018-05-03,21,100.0,,1.0,21.0
2018-05-04,31,100.0,,1.0,31.0
2018-05-05,7,100.0,,1.0,7.0
2018-05-06,14,100.0,,1.0,14.0
2018-05-07,24,100.0,,1.0,24.0
2018-05-08,26,100.0,,1.0,26.0
2018-05-09,20,100.0,,1.0,20.0
2018-05-10,37,100.0,,1.0,37.0
2018-05-11,32,100.0,,1.0,32.0
2018-05-12,11,100.0,,1.0,11.0
2018-05-13,10,100.0,,1.0,10.0
2018-05-14,36,100.0,,1.0,36.0
2018-05-15,37,100.0,,1.0,37.0
2018-05-16,43,100.0,,1.0,43.0
2018-05-17,90,100.0,,1.0,90.0
2018-05-18,100,100.0,,1.0,100.0
2018-05-19,15,100.0,,1.0,15.0
2018-05-20,23,100.0,,1.0,23.0
2018-05-21,53,100.0,,1.0,53.0
2018-05-22,57,100.0,,1.0,57.0
2018-05-23,34,100.0,,1.0,34.0
2018-05-24,30,100.0,,1.0,30.0
2018-05-25,33,100.0,,1.0,33.0
2018-05-26,12,100.0,,1.0,12.0
2018-05-27,11,100.0,,1.0,11.0
2018-05-28,20,100.0,,1.0,20.0
2018-05-29,32,100.0,,1.0,32.0
2018-05-30,34,100.0,,1.0,34.0
2018-05-31,34,100.0,,1.0,34.0
2018-06-01,37,73.0,False,0.73,27.009999999999998
2018-06-02,30,73.0,,0.73,21.9
2018-06-03,17,73.0,,0.73,12.41
2018-06-04,55,73.0,,0.73,40.15
2018-06-05,73,73.0,,0.73,53.29
2018-06-06,49,73.0,,0.73,35.769999999999996
2018-06-07,80,73.0,,0.73,58.4
2018-06-08,63,73.0,,0.73,45.99
2018-06-09,25,73.0,,0.73,18.25
2018-06-10,17,73.0,,0.73,12.41
2018-06-11,100,73.0,,0.73,73.0
2018-06-12,73,73.0,,0.73,53.29
2018-06-13,91,73.0,,0.73,66.42999999999999
2018-06-14,77,73.0,,0.73,56.21
2018-06-15,51,73.0,,0.73,37.23
2018-06-16,21,73.0,,0.73,15.33
2018-06-17,15,73.0,,0.73,10.95
2018-06-18,82,73.0,,0.73,59.86
2018-06-19,64,73.0,,0.73,46.72
2018-06-20,61,73.0,,0.73,44.53
2018-06-21,76,73.0,,0.73,55.48
2018-06-22,34,73.0,,0.73,24.82
2018-06-23,29,73.0,,0.73,21.169999999999998
2018-06-24,38,73.0,,0.73,27.74
2018-06-25,58,73.0,,0.73,42.339999999999996
2018-06-26,62,73.0,,0.73,45.26
2018-06-27,51,73.0,,0.73,37.23
2018-06-28,74,73.0,,0.73,54.019999999999996
2018-06-29,52,73.0,,0.73,37.96
2018-06-30,42,73.0,,0.73,30.66
2018-07-01,16,61.0,False,0.61,9.76
2018-07-02,42,61.0,,0.61,25.62
2018-07-03,59,61.0,,0.61,35.99
2018-07-04,26,61.0,,0.61,15.86
2018-07-05,52,61.0,,0.61,31.72
2018-07-06,56,61.0,,0.61,34.16
2018-07-07,30,61.0,,0.61,18.3
2018-07-08,30,61.0,,0.61,18.3
2018-07-09,74,61.0,,0.61,45.14
2018-07-10,45,61.0,,0.61,27.45
2018-07-11,77,61.0,,0.61,46.97
2018-07-12,60,61.0,,0.61,36.6
2018-07-13,38,61.0,,0.61,23.18
2018-07-14,42,61.0,,0.61,25.62
2018-07-15,18,61.0,,0.61,10.98
2018-07-16,77,61.0,,0.61,46.97
2018-07-17,76,61.0,,0.61,46.36
2018-07-18,67,61.0,,0.61,40.87
2018-07-19,75,61.0,,0.61,45.75
2018-07-20,35,61.0,,0.61,21.349999999999998
2018-07-21,26,61.0,,0.61,15.86
2018-07-22,25,61.0,,0.61,15.25
2018-07-23,42,61.0,,0.61,25.62
2018-07-24,68,61.0,,0.61,41.48
2018-07-25,69,61.0,,0.61,42.089999999999996
2018-07-26,72,61.0,,0.61,43.92
2018-07-27,100,61.0,,0.61,61.0
2018-07-28,24,61.0,,0.61,14.64
2018-07-29,41,61.0,,0.61,25.009999999999998
2018-07-30,73,61.0,,0.61,44.53
2018-07-31,47,61.0,,0.61,28.669999999999998
2018-08-01,33,85.0,False,0.85,28.05
2018-08-02,26,85.0,,0.85,22.099999999999998
2018-08-03,32,85.0,,0.85,27.2
2018-08-04,12,85.0,,0.85,10.2
2018-08-05,14,85.0,,0.85,11.9
2018-08-06,27,85.0,,0.85,22.95
2018-08-07,44,85.0,,0.85,37.4
2018-08-08,32,85.0,,0.85,27.2
2018-08-09,35,85.0,,0.85,29.75
2018-08-10,26,85.0,,0.85,22.099999999999998
2018-08-11,14,85.0,,0.85,11.9
2018-08-12,10,85.0,,0.85,8.5
2018-08-13,41,85.0,,0.85,34.85
2018-08-14,41,85.0,,0.85,34.85
2018-08-15,49,85.0,,0.85,41.65
2018-08-16,100,85.0,,0.85,85.0
2018-08-17,86,85.0,,0.85,73.1
2018-08-18,42,85.0,,0.85,35.699999999999996
2018-08-19,13,85.0,,0.85,11.049999999999999
2018-08-20,44,85.0,,0.85,37.4
2018-08-21,39,85.0,,0.85,33.15
2018-08-22,44,85.0,,0.85,37.4
2018-08-23,45,85.0,,0.85,38.25
2018-08-24,34,85.0,,0.85,28.9
2018-08-25,16,85.0,,0.85,13.6
2018-08-26,14,85.0,,0.85,11.9
2018-08-27,40,85.0,,0.85,34.0
2018-08-28,43,85.0,,0.85,36.55
2018-08-29,44,85.0,,0.85,37.4
2018-08-30,43,85.0,,0.85,36.55
2018-08-31,36,85.0,,0.85,30.599999999999998
2018-09-01,38,67.0,False,0.67,25.46
2018-09-02,27,67.0,,0.67,18.09
2018-09-03,13,67.0,,0.67,8.71
2018-09-04,61,67.0,,0.67,40.870000000000005
2018-09-05,76,67.0,,0.67,50.92
2018-09-06,82,67.0,,0.67,54.940000000000005
2018-09-07,68,67.0,,0.67,45.56
2018-09-08,37,67.0,,0.67,24.790000000000003
2018-09-09,23,67.0,,0.67,15.41
2018-09-10,44,67.0,,0.67,29.48
2018-09-11,82,67.0,,0.67,54.940000000000005
2018-09-12,76,67.0,,0.67,50.92
2018-09-13,63,67.0,,0.67,42.21
2018-09-14,100,67.0,,0.67,67.0
2018-09-15,40,67.0,,0.67,26.8
2018-09-16,31,67.0,,0.67,20.77
2018-09-17,48,67.0,,0.67,32.160000000000004
2018-09-18,64,67.0,,0.67,42.88
2018-09-19,47,67.0,,0.67,31.490000000000002
2018-09-20,68,67.0,,0.67,45.56
2018-09-21,48,67.0,,0.67,32.160000000000004
2018-09-22,25,67.0,,0.67,16.75
2018-09-23,18,67.0,,0.67,12.06
2018-09-24,63,67.0,,0.67,42.21
2018-09-25,69,67.0,,0.67,46.230000000000004
2018-09-26,58,67.0,,0.67,38.86
2018-09-27,49,67.0,,0.67,32.830000000000005
2018-09-28,38,67.0,,0.67,25.46
2018-09-29,48,67.0,,0.67,32.160000000000004
2018-09-30,31,67.0,,0.67,20.77
2018-10-01,68,64.0,False,0.64,43.52
2018-10-02,68,64.0,,0.64,43.52
2018-10-03,41,64.0,,0.64,26.240000000000002
2018-10-04,48,64.0,,0.64,30.72
2018-10-05,75,64.0,,0.64,48.0
2018-10-06,65,64.0,,0.64,41.6
2018-10-07,24,64.0,,0.64,15.36
2018-10-08,66,64.0,,0.64,42.24
2018-10-09,54,64.0,,0.64,34.56
2018-10-10,74,64.0,,0.64,47.36
2018-10-11,75,64.0,,0.64,48.0
2018-10-12,100,64.0,,0.64,64.0
2018-10-13,33,64.0,,0.64,21.12
2018-10-14,43,64.0,,0.64,27.52
2018-10-15,61,64.0,,0.64,39.04
2018-10-16,63,64.0,,0.64,40.32
2018-10-17,60,64.0,,0.64,38.4
2018-10-18,58,64.0,,0.64,37.12
2018-10-19,33,64.0,,0.64,21.12
2018-10-20,47,64.0,,0.64,30.080000000000002
2018-10-21,25,64.0,,0.64,16.0
2018-10-22,65,64.0,,0.64,41.6
2018-10-23,66,64.0,,0.64,42.24
2018-10-24,51,64.0,,0.64,32.64
2018-10-25,74,64.0,,0.64,47.36
2018-10-26,48,64.0,,0.64,30.72
2018-10-27,58,64.0,,0.64,37.12
2018-10-28,25,64.0,,0.64,16.0
2018-10-29,58,64.0,,0.64,37.12
2018-10-30,57,64.0,,0.64,36.480000000000004
2018-10-31,46,64.0,,0.64,29.44
2018-11-01,36,55.0,False,0.55,19.8
2018-11-02,45,55.0,,0.55,24.750000000000004
2018-11-03,52,55.0,,0.55,28.6
2018-11-04,19,55.0,,0.55,10.450000000000001
2018-11-05,60,55.0,,0.55,33.0
2018-11-06,55,55.0,,0.55,30.250000000000004
2018-11-07,41,55.0,,0.55,22.55
2018-11-08,40,55.0,,0.55,22.0
2018-11-09,23,55.0,,0.55,12.65
2018-11-10,23,55.0,,0.55,12.65
2018-11-11,10,55.0,,0.55,5.5
2018-11-12,41,55.0,,0.55,22.55
2018-11-13,48,55.0,,0.55,26.400000000000002
2018-11-14,44,55.0,,0.55,24.200000000000003
2018-11-15,71,55.0,,0.55,39.050000000000004
2018-11-16,100,55.0,,0.55,55.00000000000001
2018-11-17,24,55.0,,0.55,13.200000000000001
2018-11-18,23,55.0,,0.55,12.65
2018-11-19,47,55.0,,0.55,25.85
2018-11-20,46,55.0,,0.55,25.3
2018-11-21,45,55.0,,0.55,24.750000000000004
2018-11-22,16,55.0,,0.55,8.8
2018-11-23,31,55.0,,0.55,17.05
2018-11-24,17,55.0,,0.55,9.350000000000001
2018-11-25,26,55.0,,0.55,14.3
2018-11-26,33,55.0,,0.55,18.150000000000002
2018-11-27,44,55.0,,0.55,24.200000000000003
2018-11-28,29,55.0,,0.55,15.950000000000001
2018-11-29,42,55.0,,0.55,23.1
2018-11-30,29,55.0,,0.55,15.950000000000001
2018-12-01,49,45.0,False,0.45,22.05
2018-12-02,24,45.0,,0.45,10.8
2018-12-03,100,45.0,,0.45,45.0
2018-12-04,77,45.0,,0.45,34.65
2018-12-05,47,45.0,,0.45,21.150000000000002
2018-12-06,75,45.0,,0.45,33.75
2018-12-07,69,45.0,,0.45,31.05
2018-12-08,23,45.0,,0.45,10.35
2018-12-09,37,45.0,,0.45,16.650000000000002
2018-12-10,69,45.0,,0.45,31.05
2018-12-11,46,45.0,,0.45,20.7
2018-12-12,68,45.0,,0.45,30.6
2018-12-13,65,45.0,,0.45,29.25
2018-12-14,59,45.0,,0.45,26.55
2018-12-15,33,45.0,,0.45,14.85
2018-12-16,26,45.0,,0.45,11.700000000000001
2018-12-17,58,45.0,,0.45,26.1
2018-12-18,47,45.0,,0.45,21.150000000000002
2018-12-19,79,45.0,,0.45,35.550000000000004
2018-12-20,60,45.0,,0.45,27.0
2018-12-21,81,45.0,,0.45,36.45
2018-12-22,37,45.0,,0.45,16.650000000000002
2018-12-23,3,45.0,,0.45,1.35
2018-12-24,37,45.0,,0.45,16.650000000000002
2018-12-25,33,45.0,,0.45,14.85
2018-12-26,60,45.0,,0.45,27.0
2018-12-27,74,45.0,,0.45,33.300000000000004
2018-12-28,84,45.0,,0.45,37.800000000000004
2018-12-29,29,45.0,,0.45,13.05
2018-12-30,39,45.0,,0.45,17.55
2018-12-31,42,45.0,,0.45,18.900000000000002
2019-01-01,6,50.0,False,0.5,3.0
2019-01-02,53,50.0,,0.5,26.5
2019-01-03,70,50.0,,0.5,35.0
2019-01-04,64,50.0,,0.5,32.0
2019-01-05,40,50.0,,0.5,20.0
2019-01-06,13,50.0,,0.5,6.5
2019-01-07,57,50.0,,0.5,28.5
2019-01-08,58,50.0,,0.5,29.0
2019-01-09,65,50.0,,0.5,32.5
2019-01-10,61,50.0,,0.5,30.5
2019-01-11,79,50.0,,0.5,39.5
2019-01-12,27,50.0,,0.5,13.5
2019-01-13,47,50.0,,0.5,23.5
2019-01-14,57,50.0,,0.5,28.5
2019-01-15,47,50.0,,0.5,23.5
2019-01-16,57,50.0,,0.5,28.5
2019-01-17,52,50.0,,0.5,26.0
2019-01-18,54,50.0,,0.5,27.0
2019-01-19,18,50.0,,0.5,9.0
2019-01-20,25,50.0,,0.5,12.5
2019-01-21,23,50.0,,0.5,11.5
2019-01-22,27,50.0,,0.5,13.5
2019-01-23,64,50.0,,0.5,32.0
2019-01-24,100,50.0,,0.5,50.0
2019-01-25,90,50.0,,0.5,45.0
2019-01-26,24,50.0,,0.5,12.0
2019-01-27,24,50.0,,0.5,12.0
2019-01-28,67,50.0,,0.5,33.5
2019-01-29,55,50.0,,0.5,27.5
2019-01-30,86,50.0,,0.5,43.0
2019-01-31,65,50.0,,0.5,32.5
2019-02-01,48,54.0,False,0.54,25.92
2019-02-02,21,54.0,,0.54,11.34
2019-02-03,25,54.0,,0.54,13.5
2019-02-04,36,54.0,,0.54,19.44
2019-02-05,48,54.0,,0.54,25.92
2019-02-06,53,54.0,,0.54,28.62
2019-02-07,45,54.0,,0.54,24.3
2019-02-08,47,54.0,,0.54,25.380000000000003
2019-02-09,15,54.0,,0.54,8.100000000000001
2019-02-10,21,54.0,,0.54,11.34
2019-02-11,46,54.0,,0.54,24.840000000000003
2019-02-12,51,54.0,,0.54,27.540000000000003
2019-02-13,67,54.0,,0.54,36.18
2019-02-14,100,54.0,,0.54,54.0
2019-02-15,97,54.0,,0.54,52.38
2019-02-16,38,54.0,,0.54,20.520000000000003
2019-02-17,38,54.0,,0.54,20.520000000000003
2019-02-18,24,54.0,,0.54,12.96
2019-02-19,41,54.0,,0.54,22.14
2019-02-20,41,54.0,,0.54,22.14
2019-02-21,32,54.0,,0.54,17.28
2019-02-22,41,54.0,,0.54,22.14
2019-02-23,22,54.0,,0.54,11.88
2019-02-24,19,54.0,,0.54,10.260000000000002
2019-02-25,34,54.0,,0.54,18.36
2019-02-26,48,54.0,,0.54,25.92
2019-02-27,51,54.0,,0.54,27.540000000000003
2019-02-28,43,54.0,,0.54,23.220000000000002
2019-03-01,56,44.0,False,0.44,24.64
2019-03-02,41,44.0,,0.44,18.04
2019-03-03,27,44.0,,0.44,11.88
2019-03-04,77,44.0,,0.44,33.88
2019-03-05,74,44.0,,0.44,32.56
2019-03-06,77,44.0,,0.44,33.88
2019-03-07,77,44.0,,0.44,33.88
2019-03-08,82,44.0,,0.44,36.08
2019-03-09,28,44.0,,0.44,12.32
2019-03-10,28,44.0,,0.44,12.32
2019-03-11,59,44.0,,0.44,25.96
2019-03-12,65,44.0,,0.44,28.6
2019-03-13,72,44.0,,0.44,31.68
2019-03-14,60,44.0,,0.44,26.4
2019-03-15,60,44.0,,0.44,26.4
2019-03-16,32,44.0,,0.44,14.08
2019-03-17,51,44.0,,0.44,22.44
2019-03-18,55,44.0,,0.44,24.2
2019-03-19,41,44.0,,0.44,18.04
2019-03-20,71,44.0,,0.44,31.24
2019-03-21,100,44.0,,0.44,44.0
2019-03-22,71,44.0,,0.44,31.24
2019-03-23,18,44.0,,0.44,7.92
2019-03-24,47,44.0,,0.44,20.68
2019-03-25,85,44.0,,0.44,37.4
2019-03-26,70,44.0,,0.44,30.8
2019-03-27,52,44.0,,0.44,22.88
2019-03-28,73,44.0,,0.44,32.12
2019-03-29,49,44.0,,0.44,21.56
2019-03-30,18,44.0,,0.44,7.92
2019-03-31,21,44.0,,0.44,9.24
2019-04-01,88,45.0,False,0.45,39.6
2019-04-02,78,45.0,,0.45,35.1
2019-04-03,99,45.0,,0.45,44.550000000000004
2019-04-04,78,45.0,,0.45,35.1
2019-04-05,60,45.0,,0.45,27.0
2019-04-06,23,45.0,,0.45,10.35
2019-04-07,27,45.0,,0.45,12.15
2019-04-08,34,45.0,,0.45,15.3
2019-04-09,59,45.0,,0.45,26.55
2019-04-10,63,45.0,,0.45,28.35
2019-04-11,69,45.0,,0.45,31.05
2019-04-12,62,45.0,,0.45,27.900000000000002
2019-04-13,31,45.0,,0.45,13.950000000000001
2019-04-14,34,45.0,,0.45,15.3
2019-04-15,69,45.0,,0.45,31.05
2019-04-16,63,45.0,,0.45,28.35
2019-04-17,65,45.0,,0.45,29.25
2019-04-18,81,45.0,,0.45,36.45
2019-04-19,31,45.0,,0.45,13.950000000000001
2019-04-20,35,45.0,,0.45,15.75
2019-04-21,17,45.0,,0.45,7.65
2019-04-22,92,45.0,,0.45,41.4
2019-04-23,100,45.0,,0.45,45.0
2019-04-24,91,45.0,,0.45,40.95
2019-04-25,78,45.0,,0.45,35.1
2019-04-26,89,45.0,,0.45,40.050000000000004
2019-04-27,54,45.0,,0.45,24.3
2019-04-28,11,45.0,,0.45,4.95
2019-04-29,63,45.0,,0.45,28.35
2019-04-30,90,45.0,,0.45,40.5
2019-05-01,43,51.0,False,0.51,21.93
2019-05-02,32,51.0,,0.51,16.32
2019-05-03,24,51.0,,0.51,12.24
2019-05-04,8,51.0,,0.51,4.08
2019-05-05,10,51.0,,0.51,5.1
2019-05-06,40,51.0,,0.51,20.4
2019-05-07,30,51.0,,0.51,15.3
2019-05-08,32,51.0,,0.51,16.32
2019-05-09,24,51.0,,0.51,12.24
2019-05-10,26,51.0,,0.51,13.26
2019-05-11,16,51.0,,0.51,8.16
2019-05-12,7,51.0,,0.51,3.5700000000000003
2019-05-13,28,51.0,,0.51,14.280000000000001
2019-05-14,38,51.0,,0.51,19.38
2019-05-15,40,51.0,,0.51,20.4
2019-05-16,75,51.0,,0.51,38.25
2019-05-17,100,51.0,,0.51,51.0
2019-05-18,19,51.0,,0.51,9.69
2019-05-19,10,51.0,,0.51,5.1
2019-05-20,22,51.0,,0.51,11.22
2019-05-21,31,51.0,,0.51,15.81
2019-05-22,36,51.0,,0.51,18.36
2019-05-23,40,51.0,,0.51,20.4
2019-05-24,21,51.0,,0.51,10.71
2019-05-25,21,51.0,,0.51,10.71
2019-05-26,23,51.0,,0.51,11.73
2019-05-27,22,51.0,,0.51,11.22
2019-05-28,30,51.0,,0.51,15.3
2019-05-29,28,51.0,,0.51,14.280000000000001
2019-05-30,29,51.0,,0.51,14.790000000000001
2019-05-31,30,51.0,,0.51,15.3
2019-06-01,44,41.0,False,0.41,18.04
2019-06-02,17,41.0,,0.41,6.97
2019-06-03,59,41.0,,0.41,24.189999999999998
2019-06-04,85,41.0,,0.41,34.85
2019-06-05,72,41.0,,0.41,29.52
2019-06-06,38,41.0,,0.41,15.579999999999998
2019-06-07,45,41.0,,0.41,18.45
2019-06-08,45,41.0,,0.41,18.45
2019-06-09,17,41.0,,0.41,6.97
2019-06-10,46,41.0,,0.41,18.86
2019-06-11,61,41.0,,0.41,25.009999999999998
2019-06-12,64,41.0,,0.41,26.24
2019-06-13,65,41.0,,0.41,26.65
2019-06-14,81,41.0,,0.41,33.21
2019-06-15,51,41.0,,0.41,20.91
2019-06-16,3,41.0,,0.41,1.23
2019-06-17,53,41.0,,0.41,21.73
2019-06-18,63,41.0,,0.41,25.83
2019-06-19,51,41.0,,0.41,20.91
2019-06-20,49,41.0,,0.41,20.09
2019-06-21,63,41.0,,0.41,25.83
2019-06-22,28,41.0,,0.41,11.479999999999999
2019-06-23,18,41.0,,0.41,7.38
2019-06-24,38,41.0,,0.41,15.579999999999998
2019-06-25,62,41.0,,0.41,25.419999999999998
2019-06-26,67,41.0,,0.41,27.47
2019-06-27,47,41.0,,0.41,19.27
2019-06-28,100,41.0,,0.41,41.0
2019-06-29,21,41.0,,0.41,8.61
2019-06-30,53,41.0,,0.41,21.73
2019-07-01,48,46.0,False,0.46,22.080000000000002
2019-07-02,53,46.0,,0.46,24.380000000000003
2019-07-03,46,46.0,,0.46,21.16
2019-07-04,26,46.0,,0.46,11.96
2019-07-05,34,46.0,,0.46,15.64
2019-07-06,17,46.0,,0.46,7.82
2019-07-07,36,46.0,,0.46,16.560000000000002
2019-07-08,51,46.0,,0.46,23.46
2019-07-09,58,46.0,,0.46,26.68
2019-07-10,58,46.0,,0.46,26.68
2019-07-11,42,46.0,,0.46,19.32
2019-07-12,49,46.0,,0.46,22.540000000000003
2019-07-13,18,46.0,,0.46,8.280000000000001
2019-07-14,24,46.0,,0.46,11.040000000000001
2019-07-15,45,46.0,,0.46,20.7
2019-07-16,36,46.0,,0.46,16.560000000000002
2019-07-17,40,46.0,,0.46,18.400000000000002
2019-07-18,88,46.0,,0.46,40.480000000000004
2019-07-19,49,46.0,,0.46,22.540000000000003
2019-07-20,26,46.0,,0.46,11.96
2019-07-21,15,46.0,,0.46,6.9
2019-07-22,81,46.0,,0.46,37.260000000000005
2019-07-23,100,46.0,,0.46,46.0
2019-07-24,65,46.0,,0.46,29.900000000000002
2019-07-25,75,46.0,,0.46,34.5
2019-07-26,69,46.0,,0.46,31.740000000000002
2019-07-27,27,46.0,,0.46,12.42
2019-07-28,15,46.0,,0.46,6.9
2019-07-29,36,46.0,,0.46,16.560000000000002
2019-07-30,62,46.0,,0.46,28.52
2019-07-31,68,46.0,,0.46,31.28
2019-08-01,44,48.0,False,0.48,21.119999999999997
2019-08-02,46,48.0,,0.48,22.08
2019-08-03,9,48.0,,0.48,4.32
2019-08-04,20,48.0,,0.48,9.6
2019-08-05,62,48.0,,0.48,29.759999999999998
2019-08-06,69,48.0,,0.48,33.12
2019-08-07,48,48.0,,0.48,23.04
2019-08-08,42,48.0,,0.48,20.16
2019-08-09,35,48.0,,0.48,16.8
2019-08-10,28,48.0,,0.48,13.44
2019-08-11,17,48.0,,0.48,8.16
2019-08-12,49,48.0,,0.48,23.52
2019-08-13,70,48.0,,0.48,33.6
2019-08-14,56,48.0,,0.48,26.88
2019-08-15,100,48.0,,0.48,48.0
2019-08-16,87,48.0,,0.48,41.76
2019-08-17,39,48.0,,0.48,18.72
2019-08-18,31,48.0,,0.48,14.879999999999999
2019-08-19,59,48.0,,0.48,28.32
2019-08-20,54,48.0,,0.48,25.919999999999998
2019-08-21,66,48.0,,0.48,31.68
