date,CHK_unscaled,CHK_monthly,isPartial,scale,CHK
2017-12-20,94,42.0,,0.42,39.48
2017-12-21,79,42.0,,0.42,33.18
2017-12-22,61,42.0,,0.42,25.619999999999997
2017-12-23,25,42.0,,0.42,10.5
2017-12-24,20,42.0,,0.42,8.4
2017-12-25,14,42.0,,0.42,5.88
2017-12-26,74,42.0,,0.42,31.08
2017-12-27,90,42.0,,0.42,37.8
2017-12-28,100,42.0,,0.42,42.0
2017-12-29,67,42.0,,0.42,28.14
2017-12-30,25,42.0,,0.42,10.5
2017-12-31,31,42.0,,0.42,13.02
2018-01-01,16,54.0,False,0.54,8.64
2018-01-02,65,54.0,,0.54,35.1
2018-01-03,91,54.0,,0.54,49.14
2018-01-04,88,54.0,,0.54,47.52
2018-01-05,73,54.0,,0.54,39.42
2018-01-06,33,54.0,,0.54,17.82
2018-01-07,17,54.0,,0.54,9.18
2018-01-08,61,54.0,,0.54,32.940000000000005
2018-01-09,82,54.0,,0.54,44.28
2018-01-10,76,54.0,,0.54,41.040000000000006
2018-01-11,79,54.0,,0.54,42.660000000000004
2018-01-12,93,54.0,,0.54,50.220000000000006
2018-01-13,29,54.0,,0.54,15.66
2018-01-14,17,54.0,,0.54,9.18
2018-01-15,33,54.0,,0.54,17.82
2018-01-16,64,54.0,,0.54,34.56
2018-01-17,73,54.0,,0.54,39.42
2018-01-18,55,54.0,,0.54,29.700000000000003
2018-01-19,58,54.0,,0.54,31.32
2018-01-20,18,54.0,,0.54,9.72
2018-01-21,15,54.0,,0.54,8.100000000000001
2018-01-22,72,54.0,,0.54,38.88
2018-01-23,68,54.0,,0.54,36.72
2018-01-24,84,54.0,,0.54,45.36
2018-01-25,63,54.0,,0.54,34.02
2018-01-26,65,54.0,,0.54,35.1
2018-01-27,30,54.0,,0.54,16.200000000000003
2018-01-28,26,54.0,,0.54,14.040000000000001
2018-01-29,56,54.0,,0.54,30.240000000000002
2018-01-30,95,54.0,,0.54,51.300000000000004
2018-01-31,100,54.0,,0.54,54.0
2018-02-01,45,61.0,False,0.61,27.45
2018-02-02,38,61.0,,0.61,23.18
2018-02-03,11,61.0,,0.61,6.71
2018-02-04,8,61.0,,0.61,4.88
2018-02-05,35,61.0,,0.61,21.349999999999998
2018-02-06,52,61.0,,0.61,31.72
2018-02-07,57,61.0,,0.61,34.769999999999996
2018-02-08,43,61.0,,0.61,26.23
2018-02-09,51,61.0,,0.61,31.11
2018-02-10,12,61.0,,0.61,7.32
2018-02-11,14,61.0,,0.61,8.54
2018-02-12,41,61.0,,0.61,25.009999999999998
2018-02-13,38,61.0,,0.61,23.18
2018-02-14,35,61.0,,0.61,21.349999999999998
2018-02-15,37,61.0,,0.61,22.57
2018-02-16,29,61.0,,0.61,17.69
2018-02-17,11,61.0,,0.61,6.71
2018-02-18,12,61.0,,0.61,7.32
2018-02-19,9,61.0,,0.61,5.49
2018-02-20,33,61.0,,0.61,20.13
2018-02-21,42,61.0,,0.61,25.62
2018-02-22,100,61.0,,0.61,61.0
2018-02-23,79,61.0,,0.61,48.19
2018-02-24,18,61.0,,0.61,10.98
2018-02-25,13,61.0,,0.61,7.93
2018-02-26,44,61.0,,0.61,26.84
2018-02-27,45,61.0,,0.61,27.45
2018-02-28,46,61.0,,0.61,28.06
2018-03-01,74,46.0,False,0.46,34.04
2018-03-02,76,46.0,,0.46,34.96
2018-03-03,27,46.0,,0.46,12.42
2018-03-04,22,46.0,,0.46,10.120000000000001
2018-03-05,74,46.0,,0.46,34.04
2018-03-06,85,46.0,,0.46,39.1
2018-03-07,86,46.0,,0.46,39.56
2018-03-08,57,46.0,,0.46,26.220000000000002
2018-03-09,100,46.0,,0.46,46.0
2018-03-10,21,46.0,,0.46,9.66
2018-03-11,24,46.0,,0.46,11.040000000000001
2018-03-12,69,46.0,,0.46,31.740000000000002
2018-03-13,66,46.0,,0.46,30.360000000000003
2018-03-14,75,46.0,,0.46,34.5
2018-03-15,64,46.0,,0.46,29.44
2018-03-16,73,46.0,,0.46,33.58
2018-03-17,17,46.0,,0.46,7.82
2018-03-18,12,46.0,,0.46,5.5200000000000005
2018-03-19,50,46.0,,0.46,23.0
2018-03-20,67,46.0,,0.46,30.82
2018-03-21,85,46.0,,0.46,39.1
2018-03-22,80,46.0,,0.46,36.800000000000004
2018-03-23,72,46.0,,0.46,33.120000000000005
2018-03-24,19,46.0,,0.46,8.74
2018-03-25,19,46.0,,0.46,8.74
2018-03-26,63,46.0,,0.46,28.98
2018-03-27,88,46.0,,0.46,40.480000000000004
2018-03-28,83,46.0,,0.46,38.18
2018-03-29,84,46.0,,0.46,38.64
2018-03-30,35,46.0,,0.46,16.1
2018-03-31,16,46.0,,0.46,7.36
2018-04-01,19,40.0,False,0.4,7.6000000000000005
2018-04-02,77,40.0,,0.4,30.8
2018-04-03,74,40.0,,0.4,29.6
2018-04-04,70,40.0,,0.4,28.0
2018-04-05,77,40.0,,0.4,30.8
2018-04-06,83,40.0,,0.4,33.2
2018-04-07,20,40.0,,0.4,8.0
2018-04-08,13,40.0,,0.4,5.2
2018-04-09,89,40.0,,0.4,35.6
2018-04-10,100,40.0,,0.4,40.0
2018-04-11,94,40.0,,0.4,37.6
2018-04-12,79,40.0,,0.4,31.6
2018-04-13,77,40.0,,0.4,30.8
2018-04-14,25,40.0,,0.4,10.0
2018-04-15,20,40.0,,0.4,8.0
2018-04-16,74,40.0,,0.4,29.6
2018-04-17,94,40.0,,0.4,37.6
2018-04-18,86,40.0,,0.4,34.4
2018-04-19,84,40.0,,0.4,33.6
2018-04-20,97,40.0,,0.4,38.800000000000004
2018-04-21,25,40.0,,0.4,10.0
2018-04-22,9,40.0,,0.4,3.6
2018-04-23,73,40.0,,0.4,29.200000000000003
2018-04-24,90,40.0,,0.4,36.0
2018-04-25,93,40.0,,0.4,37.2
2018-04-26,87,40.0,,0.4,34.800000000000004
2018-04-27,66,40.0,,0.4,26.400000000000002
2018-04-28,19,40.0,,0.4,7.6000000000000005
2018-04-29,15,40.0,,0.4,6.0
2018-04-30,84,40.0,,0.4,33.6
2018-05-01,24,73.0,False,0.73,17.52
2018-05-02,50,73.0,,0.73,36.5
2018-05-03,39,73.0,,0.73,28.47
2018-05-04,32,73.0,,0.73,23.36
2018-05-05,14,73.0,,0.73,10.219999999999999
2018-05-06,10,73.0,,0.73,7.3
2018-05-07,35,73.0,,0.73,25.55
2018-05-08,40,73.0,,0.73,29.2
2018-05-09,41,73.0,,0.73,29.93
2018-05-10,39,73.0,,0.73,28.47
2018-05-11,46,73.0,,0.73,33.58
2018-05-12,10,73.0,,0.73,7.3
2018-05-13,10,73.0,,0.73,7.3
2018-05-14,46,73.0,,0.73,33.58
2018-05-15,49,73.0,,0.73,35.769999999999996
2018-05-16,47,73.0,,0.73,34.31
2018-05-17,83,73.0,,0.73,60.589999999999996
2018-05-18,79,73.0,,0.73,57.67
2018-05-19,25,73.0,,0.73,18.25
2018-05-20,14,73.0,,0.73,10.219999999999999
2018-05-21,71,73.0,,0.73,51.83
2018-05-22,100,73.0,,0.73,73.0
2018-05-23,78,73.0,,0.73,56.94
2018-05-24,68,73.0,,0.73,49.64
2018-05-25,61,73.0,,0.73,44.53
2018-05-26,15,73.0,,0.73,10.95
2018-05-27,8,73.0,,0.73,5.84
2018-05-28,12,73.0,,0.73,8.76
2018-05-29,48,73.0,,0.73,35.04
2018-05-30,49,73.0,,0.73,35.769999999999996
2018-05-31,42,73.0,,0.73,30.66
2018-06-01,55,62.0,False,0.62,34.1
2018-06-02,23,62.0,,0.62,14.26
2018-06-03,14,62.0,,0.62,8.68
2018-06-04,66,62.0,,0.62,40.92
2018-06-05,54,62.0,,0.62,33.48
2018-06-06,53,62.0,,0.62,32.86
2018-06-07,80,62.0,,0.62,49.6
2018-06-08,72,62.0,,0.62,44.64
2018-06-09,20,62.0,,0.62,12.4
2018-06-10,28,62.0,,0.62,17.36
2018-06-11,100,62.0,,0.62,62.0
2018-06-12,89,62.0,,0.62,55.18
2018-06-13,79,62.0,,0.62,48.98
2018-06-14,70,62.0,,0.62,43.4
2018-06-15,70,62.0,,0.62,43.4
2018-06-16,13,62.0,,0.62,8.06
2018-06-17,10,62.0,,0.62,6.2
2018-06-18,76,62.0,,0.62,47.12
2018-06-19,66,62.0,,0.62,40.92
2018-06-20,67,62.0,,0.62,41.54
2018-06-21,66,62.0,,0.62,40.92
2018-06-22,80,62.0,,0.62,49.6
2018-06-23,19,62.0,,0.62,11.78
2018-06-24,17,62.0,,0.62,10.54
2018-06-25,68,62.0,,0.62,42.16
2018-06-26,69,62.0,,0.62,42.78
2018-06-27,89,62.0,,0.62,55.18
2018-06-28,78,62.0,,0.62,48.36
2018-06-29,72,62.0,,0.62,44.64
2018-06-30,16,62.0,,0.62,9.92
2018-07-01,13,59.0,False,0.59,7.67
2018-07-02,54,59.0,,0.59,31.86
2018-07-03,43,59.0,,0.59,25.369999999999997
2018-07-04,16,59.0,,0.59,9.44
2018-07-05,55,59.0,,0.59,32.449999999999996
2018-07-06,52,59.0,,0.59,30.68
2018-07-07,13,59.0,,0.59,7.67
2018-07-08,13,59.0,,0.59,7.67
2018-07-09,56,59.0,,0.59,33.04
2018-07-10,47,59.0,,0.59,27.729999999999997
2018-07-11,59,59.0,,0.59,34.809999999999995
2018-07-12,59,59.0,,0.59,34.809999999999995
2018-07-13,51,59.0,,0.59,30.09
2018-07-14,15,59.0,,0.59,8.85
2018-07-15,14,59.0,,0.59,8.26
2018-07-16,54,59.0,,0.59,31.86
2018-07-17,53,59.0,,0.59,31.27
2018-07-18,58,59.0,,0.59,34.22
2018-07-19,54,59.0,,0.59,31.86
2018-07-20,42,59.0,,0.59,24.779999999999998
2018-07-21,11,59.0,,0.59,6.489999999999999
2018-07-22,14,59.0,,0.59,8.26
2018-07-23,52,59.0,,0.59,30.68
2018-07-24,51,59.0,,0.59,30.09
2018-07-25,57,59.0,,0.59,33.629999999999995
2018-07-26,81,59.0,,0.59,47.79
2018-07-27,100,59.0,,0.59,59.0
2018-07-28,25,59.0,,0.59,14.75
2018-07-29,22,59.0,,0.59,12.979999999999999
2018-07-30,74,59.0,,0.59,43.66
2018-07-31,75,59.0,,0.59,44.25
2018-08-01,100,50.0,False,0.5,50.0
2018-08-02,64,50.0,,0.5,32.0
2018-08-03,73,50.0,,0.5,36.5
2018-08-04,12,50.0,,0.5,6.0
2018-08-05,10,50.0,,0.5,5.0
2018-08-06,74,50.0,,0.5,37.0
2018-08-07,77,50.0,,0.5,38.5
2018-08-08,60,50.0,,0.5,30.0
2018-08-09,42,50.0,,0.5,21.0
2018-08-10,51,50.0,,0.5,25.5
2018-08-11,14,50.0,,0.5,7.0
2018-08-12,9,50.0,,0.5,4.5
2018-08-13,47,50.0,,0.5,23.5
2018-08-14,63,50.0,,0.5,31.5
2018-08-15,53,50.0,,0.5,26.5
2018-08-16,51,50.0,,0.5,25.5
2018-08-17,56,50.0,,0.5,28.0
2018-08-18,16,50.0,,0.5,8.0
2018-08-19,8,50.0,,0.5,4.0
2018-08-20,43,50.0,,0.5,21.5
2018-08-21,55,50.0,,0.5,27.5
2018-08-22,57,50.0,,0.5,28.5
2018-08-23,54,50.0,,0.5,27.0
2018-08-24,47,50.0,,0.5,23.5
2018-08-25,9,50.0,,0.5,4.5
2018-08-26,7,50.0,,0.5,3.5
2018-08-27,45,50.0,,0.5,22.5
2018-08-28,46,50.0,,0.5,23.0
2018-08-29,46,50.0,,0.5,23.0
2018-08-30,44,50.0,,0.5,22.0
2018-08-31,43,50.0,,0.5,21.5
2018-09-01,27,36.0,False,0.36,9.719999999999999
2018-09-02,15,36.0,,0.36,5.3999999999999995
2018-09-03,11,36.0,,0.36,3.96
2018-09-04,54,36.0,,0.36,19.439999999999998
2018-09-05,80,36.0,,0.36,28.799999999999997
2018-09-06,63,36.0,,0.36,22.68
2018-09-07,57,36.0,,0.36,20.52
2018-09-08,23,36.0,,0.36,8.28
2018-09-09,10,36.0,,0.36,3.5999999999999996
2018-09-10,61,36.0,,0.36,21.96
2018-09-11,88,36.0,,0.36,31.68
2018-09-12,67,36.0,,0.36,24.119999999999997
2018-09-13,67,36.0,,0.36,24.119999999999997
2018-09-14,49,36.0,,0.36,17.64
2018-09-15,20,36.0,,0.36,7.199999999999999
2018-09-16,15,36.0,,0.36,5.3999999999999995
2018-09-17,50,36.0,,0.36,18.0
2018-09-18,63,36.0,,0.36,22.68
2018-09-19,80,36.0,,0.36,28.799999999999997
2018-09-20,100,36.0,,0.36,36.0
2018-09-21,69,36.0,,0.36,24.84
2018-09-22,31,36.0,,0.36,11.16
2018-09-23,27,36.0,,0.36,9.719999999999999
2018-09-24,86,36.0,,0.36,30.959999999999997
2018-09-25,64,36.0,,0.36,23.04
2018-09-26,62,36.0,,0.36,22.32
2018-09-27,76,36.0,,0.36,27.36
2018-09-28,82,36.0,,0.36,29.52
2018-09-29,17,36.0,,0.36,6.12
2018-09-30,13,36.0,,0.36,4.68
2018-10-01,30,43.0,False,0.43,12.9
2018-10-02,47,43.0,,0.43,20.21
2018-10-03,51,43.0,,0.43,21.93
2018-10-04,51,43.0,,0.43,21.93
2018-10-05,37,43.0,,0.43,15.91
2018-10-06,15,43.0,,0.43,6.45
2018-10-07,18,43.0,,0.43,7.74
2018-10-08,40,43.0,,0.43,17.2
2018-10-09,43,43.0,,0.43,18.49
2018-10-10,44,43.0,,0.43,18.919999999999998
2018-10-11,50,43.0,,0.43,21.5
2018-10-12,32,43.0,,0.43,13.76
2018-10-13,12,43.0,,0.43,5.16
2018-10-14,11,43.0,,0.43,4.7299999999999995
2018-10-15,37,43.0,,0.43,15.91
2018-10-16,55,43.0,,0.43,23.65
2018-10-17,45,43.0,,0.43,19.35
2018-10-18,38,43.0,,0.43,16.34
2018-10-19,33,43.0,,0.43,14.19
2018-10-20,14,43.0,,0.43,6.02
2018-10-21,9,43.0,,0.43,3.87
2018-10-22,37,43.0,,0.43,15.91
2018-10-23,37,43.0,,0.43,15.91
2018-10-24,41,43.0,,0.43,17.63
2018-10-25,51,43.0,,0.43,21.93
2018-10-26,42,43.0,,0.43,18.06
2018-10-27,13,43.0,,0.43,5.59
2018-10-28,11,43.0,,0.43,4.7299999999999995
2018-10-29,37,43.0,,0.43,15.91
2018-10-30,100,43.0,,0.43,43.0
2018-10-31,81,43.0,,0.43,34.83
2018-11-01,83,42.0,False,0.42,34.86
2018-11-02,100,42.0,,0.42,42.0
2018-11-03,23,42.0,,0.42,9.66
2018-11-04,7,42.0,,0.42,2.94
2018-11-05,100,42.0,,0.42,42.0
2018-11-06,79,42.0,,0.42,33.18
2018-11-07,50,42.0,,0.42,21.0
2018-11-08,55,42.0,,0.42,23.099999999999998
2018-11-09,63,42.0,,0.42,26.459999999999997
2018-11-10,19,42.0,,0.42,7.9799999999999995
2018-11-11,22,42.0,,0.42,9.24
2018-11-12,59,42.0,,0.42,24.779999999999998
2018-11-13,77,42.0,,0.42,32.339999999999996
2018-11-14,73,42.0,,0.42,30.66
2018-11-15,78,42.0,,0.42,32.76
2018-11-16,66,42.0,,0.42,27.72
2018-11-17,16,42.0,,0.42,6.72
2018-11-18,9,42.0,,0.42,3.78
2018-11-19,73,42.0,,0.42,30.66
2018-11-20,63,42.0,,0.42,26.459999999999997
2018-11-21,50,42.0,,0.42,21.0
2018-11-22,18,42.0,,0.42,7.56
2018-11-23,34,42.0,,0.42,14.28
2018-11-24,17,42.0,,0.42,7.14
2018-11-25,9,42.0,,0.42,3.78
2018-11-26,53,42.0,,0.42,22.259999999999998
2018-11-27,61,42.0,,0.42,25.619999999999997
2018-11-28,88,42.0,,0.42,36.96
2018-11-29,76,42.0,,0.42,31.919999999999998
2018-11-30,61,42.0,,0.42,25.619999999999997
2018-12-01,8,47.0,False,0.47,3.76
2018-12-02,16,47.0,,0.47,7.52
2018-12-03,36,47.0,,0.47,16.919999999999998
2018-12-04,55,47.0,,0.47,25.849999999999998
2018-12-05,24,47.0,,0.47,11.28
2018-12-06,73,47.0,,0.47,34.309999999999995
2018-12-07,46,47.0,,0.47,21.619999999999997
2018-12-08,15,47.0,,0.47,7.05
2018-12-09,18,47.0,,0.47,8.459999999999999
2018-12-10,47,47.0,,0.47,22.09
2018-12-11,47,47.0,,0.47,22.09
2018-12-12,52,47.0,,0.47,24.439999999999998
2018-12-13,49,47.0,,0.47,23.029999999999998
2018-12-14,54,47.0,,0.47,25.38
2018-12-15,23,47.0,,0.47,10.809999999999999
2018-12-16,13,47.0,,0.47,6.109999999999999
2018-12-17,51,47.0,,0.47,23.97
2018-12-18,69,47.0,,0.47,32.43
2018-12-19,46,47.0,,0.47,21.619999999999997
2018-12-20,76,47.0,,0.47,35.72
2018-12-21,55,47.0,,0.47,25.849999999999998
2018-12-22,24,47.0,,0.47,11.28
2018-12-23,18,47.0,,0.47,8.459999999999999
2018-12-24,46,47.0,,0.47,21.619999999999997
2018-12-25,17,47.0,,0.47,7.989999999999999
2018-12-26,100,47.0,,0.47,47.0
2018-12-27,89,47.0,,0.47,41.83
2018-12-28,62,47.0,,0.47,29.139999999999997
2018-12-29,24,47.0,,0.47,11.28
2018-12-30,20,47.0,,0.47,9.399999999999999
2018-12-31,42,47.0,,0.47,19.74
2019-01-01,27,56.0,False,0.56,15.120000000000001
2019-01-02,77,56.0,,0.56,43.120000000000005
2019-01-03,73,56.0,,0.56,40.88
2019-01-04,71,56.0,,0.56,39.760000000000005
2019-01-05,15,56.0,,0.56,8.4
2019-01-06,12,56.0,,0.56,6.720000000000001
2019-01-07,65,56.0,,0.56,36.400000000000006
2019-01-08,78,56.0,,0.56,43.68000000000001
2019-01-09,100,56.0,,0.56,56.00000000000001
2019-01-10,70,56.0,,0.56,39.2
2019-01-11,75,56.0,,0.56,42.00000000000001
2019-01-12,24,56.0,,0.56,13.440000000000001
2019-01-13,17,56.0,,0.56,9.520000000000001
2019-01-14,61,56.0,,0.56,34.160000000000004
2019-01-15,67,56.0,,0.56,37.52
2019-01-16,68,56.0,,0.56,38.080000000000005
2019-01-17,66,56.0,,0.56,36.96
2019-01-18,87,56.0,,0.56,48.720000000000006
2019-01-19,31,56.0,,0.56,17.360000000000003
2019-01-20,16,56.0,,0.56,8.96
2019-01-21,32,56.0,,0.56,17.92
2019-01-22,68,56.0,,0.56,38.080000000000005
2019-01-23,61,56.0,,0.56,34.160000000000004
2019-01-24,70,56.0,,0.56,39.2
2019-01-25,56,56.0,,0.56,31.360000000000003
2019-01-26,12,56.0,,0.56,6.720000000000001
2019-01-27,16,56.0,,0.56,8.96
2019-01-28,57,56.0,,0.56,31.92
2019-01-29,70,56.0,,0.56,39.2
2019-01-30,57,56.0,,0.56,31.92
2019-01-31,76,56.0,,0.56,42.56
2019-02-01,57,53.0,False,0.53,30.21
2019-02-02,17,53.0,,0.53,9.01
2019-02-03,11,53.0,,0.53,5.83
2019-02-04,44,53.0,,0.53,23.32
2019-02-05,51,53.0,,0.53,27.03
2019-02-06,51,53.0,,0.53,27.03
2019-02-07,50,53.0,,0.53,26.5
2019-02-08,48,53.0,,0.53,25.44
2019-02-09,19,53.0,,0.53,10.07
2019-02-10,13,53.0,,0.53,6.890000000000001
2019-02-11,41,53.0,,0.53,21.73
2019-02-12,43,53.0,,0.53,22.790000000000003
2019-02-13,54,53.0,,0.53,28.62
2019-02-14,43,53.0,,0.53,22.790000000000003
2019-02-15,49,53.0,,0.53,25.970000000000002
2019-02-16,13,53.0,,0.53,6.890000000000001
2019-02-17,20,53.0,,0.53,10.600000000000001
2019-02-18,23,53.0,,0.53,12.190000000000001
2019-02-19,49,53.0,,0.53,25.970000000000002
2019-02-20,56,53.0,,0.53,29.68
2019-02-21,62,53.0,,0.53,32.86
2019-02-22,44,53.0,,0.53,23.32
2019-02-23,15,53.0,,0.53,7.95
2019-02-24,13,53.0,,0.53,6.890000000000001
2019-02-25,48,53.0,,0.53,25.44
2019-02-26,73,53.0,,0.53,38.690000000000005
2019-02-27,100,53.0,,0.53,53.0
2019-02-28,96,53.0,,0.53,50.88
2019-03-01,100,59.0,False,0.59,59.0
2019-03-02,33,59.0,,0.59,19.47
2019-03-03,19,59.0,,0.59,11.209999999999999
2019-03-04,70,59.0,,0.59,41.3
2019-03-05,76,59.0,,0.59,44.839999999999996
2019-03-06,67,59.0,,0.59,39.53
2019-03-07,73,59.0,,0.59,43.07
2019-03-08,56,59.0,,0.59,33.04
2019-03-09,16,59.0,,0.59,9.44
2019-03-10,10,59.0,,0.59,5.8999999999999995
2019-03-11,53,59.0,,0.59,31.27
2019-03-12,61,59.0,,0.59,35.989999999999995
2019-03-13,66,59.0,,0.59,38.94
2019-03-14,65,59.0,,0.59,38.35
2019-03-15,64,59.0,,0.59,37.76
2019-03-16,20,59.0,,0.59,11.799999999999999
2019-03-17,11,59.0,,0.59,6.489999999999999
2019-03-18,51,59.0,,0.59,30.09
2019-03-19,89,59.0,,0.59,52.51
2019-03-20,100,59.0,,0.59,59.0
2019-03-21,81,59.0,,0.59,47.79
2019-03-22,50,59.0,,0.59,29.5
2019-03-23,18,59.0,,0.59,10.62
2019-03-24,14,59.0,,0.59,8.26
2019-03-25,73,59.0,,0.59,43.07
2019-03-26,62,59.0,,0.59,36.58
2019-03-27,51,59.0,,0.59,30.09
2019-03-28,55,59.0,,0.59,32.449999999999996
2019-03-29,56,59.0,,0.59,33.04
2019-03-30,20,59.0,,0.59,11.799999999999999
2019-03-31,14,59.0,,0.59,8.26
2019-04-01,82,50.0,False,0.5,41.0
2019-04-02,71,50.0,,0.5,35.5
2019-04-03,70,50.0,,0.5,35.0
2019-04-04,54,50.0,,0.5,27.0
2019-04-05,100,50.0,,0.5,50.0
2019-04-06,28,50.0,,0.5,14.0
2019-04-07,19,50.0,,0.5,9.5
2019-04-08,91,50.0,,0.5,45.5
2019-04-09,70,50.0,,0.5,35.0
2019-04-10,65,50.0,,0.5,32.5
2019-04-11,71,50.0,,0.5,35.5
2019-04-12,89,50.0,,0.5,44.5
2019-04-13,25,50.0,,0.5,12.5
2019-04-14,28,50.0,,0.5,14.0
2019-04-15,66,50.0,,0.5,33.0
2019-04-16,84,50.0,,0.5,42.0
2019-04-17,78,50.0,,0.5,39.0
2019-04-18,70,50.0,,0.5,35.0
2019-04-19,36,50.0,,0.5,18.0
2019-04-20,17,50.0,,0.5,8.5
2019-04-21,10,50.0,,0.5,5.0
2019-04-22,65,50.0,,0.5,32.5
2019-04-23,82,50.0,,0.5,41.0
2019-04-24,67,50.0,,0.5,33.5
2019-04-25,66,50.0,,0.5,33.0
2019-04-26,55,50.0,,0.5,27.5
2019-04-27,21,50.0,,0.5,10.5
2019-04-28,15,50.0,,0.5,7.5
2019-04-29,73,50.0,,0.5,36.5
2019-04-30,67,50.0,,0.5,33.5
2019-05-01,70,53.0,False,0.53,37.1
2019-05-02,63,53.0,,0.53,33.39
2019-05-03,47,53.0,,0.53,24.91
2019-05-04,18,53.0,,0.53,9.540000000000001
2019-05-05,20,53.0,,0.53,10.600000000000001
2019-05-06,67,53.0,,0.53,35.510000000000005
2019-05-07,71,53.0,,0.53,37.63
2019-05-08,100,53.0,,0.53,53.0
2019-05-09,92,53.0,,0.53,48.760000000000005
2019-05-10,76,53.0,,0.53,40.28
2019-05-11,22,53.0,,0.53,11.66
2019-05-12,20,53.0,,0.53,10.600000000000001
2019-05-13,59,53.0,,0.53,31.270000000000003
2019-05-14,79,53.0,,0.53,41.870000000000005
2019-05-15,70,53.0,,0.53,37.1
2019-05-16,59,53.0,,0.53,31.270000000000003
2019-05-17,69,53.0,,0.53,36.57
2019-05-18,26,53.0,,0.53,13.780000000000001
2019-05-19,7,53.0,,0.53,3.71
2019-05-20,56,53.0,,0.53,29.68
2019-05-21,61,53.0,,0.53,32.33
2019-05-22,54,53.0,,0.53,28.62
2019-05-23,86,53.0,,0.53,45.580000000000005
2019-05-24,70,53.0,,0.53,37.1
2019-05-25,15,53.0,,0.53,7.95
2019-05-26,25,53.0,,0.53,13.25
2019-05-27,17,53.0,,0.53,9.01
2019-05-28,63,53.0,,0.53,33.39
2019-05-29,71,53.0,,0.53,37.63
2019-05-30,74,53.0,,0.53,39.22
2019-05-31,62,53.0,,0.53,32.86
2019-06-01,21,54.0,False,0.54,11.34
2019-06-02,17,54.0,,0.54,9.18
2019-06-03,66,54.0,,0.54,35.64
2019-06-04,65,54.0,,0.54,35.1
2019-06-05,80,54.0,,0.54,43.2
2019-06-06,84,54.0,,0.54,45.36
2019-06-07,65,54.0,,0.54,35.1
2019-06-08,18,54.0,,0.54,9.72
2019-06-09,15,54.0,,0.54,8.100000000000001
2019-06-10,51,54.0,,0.54,27.540000000000003
2019-06-11,50,54.0,,0.54,27.0
2019-06-12,75,54.0,,0.54,40.5
2019-06-13,100,54.0,,0.54,54.0
2019-06-14,71,54.0,,0.54,38.34
2019-06-15,14,54.0,,0.54,7.5600000000000005
2019-06-16,21,54.0,,0.54,11.34
2019-06-17,58,54.0,,0.54,31.32
2019-06-18,73,54.0,,0.54,39.42
2019-06-19,65,54.0,,0.54,35.1
2019-06-20,92,54.0,,0.54,49.68000000000001
2019-06-21,88,54.0,,0.54,47.52
2019-06-22,18,54.0,,0.54,9.72
2019-06-23,20,54.0,,0.54,10.8
2019-06-24,59,54.0,,0.54,31.860000000000003
2019-06-25,61,54.0,,0.54,32.940000000000005
2019-06-26,68,54.0,,0.54,36.72
2019-06-27,76,54.0,,0.54,41.040000000000006
2019-06-28,78,54.0,,0.54,42.120000000000005
2019-06-29,19,54.0,,0.54,10.260000000000002
2019-06-30,16,54.0,,0.54,8.64
2019-07-01,81,55.0,False,0.55,44.550000000000004
2019-07-02,76,55.0,,0.55,41.800000000000004
2019-07-03,87,55.0,,0.55,47.85
2019-07-04,21,55.0,,0.55,11.55
2019-07-05,73,55.0,,0.55,40.150000000000006
2019-07-06,14,55.0,,0.55,7.700000000000001
2019-07-07,11,55.0,,0.55,6.050000000000001
2019-07-08,64,55.0,,0.55,35.2
2019-07-09,99,55.0,,0.55,54.45
2019-07-10,76,55.0,,0.55,41.800000000000004
2019-07-11,62,55.0,,0.55,34.1
2019-07-12,77,55.0,,0.55,42.35
2019-07-13,15,55.0,,0.55,8.25
2019-07-14,27,55.0,,0.55,14.850000000000001
2019-07-15,62,55.0,,0.55,34.1
2019-07-16,58,55.0,,0.55,31.900000000000002
2019-07-17,70,55.0,,0.55,38.5
2019-07-18,94,55.0,,0.55,51.7
2019-07-19,88,55.0,,0.55,48.400000000000006
2019-07-20,24,55.0,,0.55,13.200000000000001
2019-07-21,13,55.0,,0.55,7.15
2019-07-22,62,55.0,,0.55,34.1
2019-07-23,83,55.0,,0.55,45.650000000000006
2019-07-24,78,55.0,,0.55,42.900000000000006
2019-07-25,69,55.0,,0.55,37.95
2019-07-26,71,55.0,,0.55,39.050000000000004
2019-07-27,22,55.0,,0.55,12.100000000000001
2019-07-28,12,55.0,,0.55,6.6000000000000005
2019-07-29,55,55.0,,0.55,30.250000000000004
2019-07-30,71,55.0,,0.55,39.050000000000004
2019-07-31,100,55.0,,0.55,55.00000000000001
2019-08-01,49,57.0,False,0.57,27.929999999999996
2019-08-02,47,57.0,,0.57,26.79
2019-08-03,14,57.0,,0.57,7.9799999999999995
2019-08-04,16,57.0,,0.57,9.12
2019-08-05,53,57.0,,0.57,30.209999999999997
2019-08-06,100,57.0,,0.57,56.99999999999999
2019-08-07,89,57.0,,0.57,50.73
2019-08-08,60,57.0,,0.57,34.199999999999996
2019-08-09,43,57.0,,0.57,24.509999999999998
2019-08-10,18,57.0,,0.57,10.26
2019-08-11,12,57.0,,0.57,6.84
2019-08-12,43,57.0,,0.57,24.509999999999998
2019-08-13,50,57.0,,0.57,28.499999999999996
2019-08-14,54,57.0,,0.57,30.779999999999998
