date,NIO_unscaled,NIO_monthly,isPartial,scale,NIO
2018-01-07,25,1.0,,0.01,0.25
2018-01-08,36,1.0,,0.01,0.36
2018-01-09,100,1.0,,0.01,1.0
2018-01-10,70,1.0,,0.01,0.7000000000000001
2018-01-11,36,1.0,,0.01,0.36
2018-01-12,81,1.0,,0.01,0.81
2018-01-13,39,1.0,,0.01,0.39
2018-01-14,46,1.0,,0.01,0.46
2018-01-15,46,1.0,,0.01,0.46
2018-01-16,25,1.0,,0.01,0.25
2018-01-17,39,1.0,,0.01,0.39
2018-01-18,83,1.0,,0.01,0.8300000000000001
2018-01-19,48,1.0,,0.01,0.48
2018-01-20,43,1.0,,0.01,0.43
2018-01-21,46,1.0,,0.01,0.46
2018-01-22,28,1.0,,0.01,0.28
2018-01-23,49,1.0,,0.01,0.49
2018-01-24,68,1.0,,0.01,0.68
2018-01-25,43,1.0,,0.01,0.43
2018-01-26,33,1.0,,0.01,0.33
2018-01-27,39,1.0,,0.01,0.39
2018-01-28,39,1.0,,0.01,0.39
2018-01-29,52,1.0,,0.01,0.52
2018-01-30,56,1.0,,0.01,0.56
2018-01-31,39,1.0,,0.01,0.39
2018-02-01,88,1.0,False,0.01,0.88
2018-02-02,45,1.0,,0.01,0.45
2018-02-03,29,1.0,,0.01,0.29
2018-02-04,23,1.0,,0.01,0.23
2018-02-05,80,1.0,,0.01,0.8
2018-02-06,73,1.0,,0.01,0.73
2018-02-07,100,1.0,,0.01,1.0
2018-02-08,88,1.0,,0.01,0.88
2018-02-09,60,1.0,,0.01,0.6
2018-02-10,35,1.0,,0.01,0.35000000000000003
2018-02-11,40,1.0,,0.01,0.4
2018-02-12,63,1.0,,0.01,0.63
2018-02-13,53,1.0,,0.01,0.53
2018-02-14,83,1.0,,0.01,0.8300000000000001
2018-02-15,55,1.0,,0.01,0.55
2018-02-16,95,1.0,,0.01,0.9500000000000001
2018-02-17,18,1.0,,0.01,0.18
2018-02-18,58,1.0,,0.01,0.58
2018-02-19,35,1.0,,0.01,0.35000000000000003
2018-02-20,44,1.0,,0.01,0.44
2018-02-21,54,1.0,,0.01,0.54
2018-02-22,44,1.0,,0.01,0.44
2018-02-23,60,1.0,,0.01,0.6
2018-02-24,34,1.0,,0.01,0.34
2018-02-25,47,1.0,,0.01,0.47000000000000003
2018-02-26,62,1.0,,0.01,0.62
2018-02-27,58,1.0,,0.01,0.58
2018-02-28,74,1.0,,0.01,0.74
2018-03-01,93,1.0,False,0.01,0.93
2018-03-02,59,1.0,,0.01,0.59
2018-03-03,96,1.0,,0.01,0.96
2018-03-04,38,1.0,,0.01,0.38
2018-03-05,84,1.0,,0.01,0.84
2018-03-06,64,1.0,,0.01,0.64
2018-03-07,53,1.0,,0.01,0.53
2018-03-08,80,1.0,,0.01,0.8
2018-03-09,61,1.0,,0.01,0.61
2018-03-10,64,1.0,,0.01,0.64
2018-03-11,44,1.0,,0.01,0.44
2018-03-12,85,1.0,,0.01,0.85
2018-03-13,75,1.0,,0.01,0.75
2018-03-14,91,1.0,,0.01,0.91
2018-03-15,98,1.0,,0.01,0.98
2018-03-16,44,1.0,,0.01,0.44
2018-03-17,64,1.0,,0.01,0.64
2018-03-18,46,1.0,,0.01,0.46
2018-03-19,75,1.0,,0.01,0.75
2018-03-20,42,1.0,,0.01,0.42
2018-03-21,70,1.0,,0.01,0.7000000000000001
2018-03-22,60,1.0,,0.01,0.6
2018-03-23,68,1.0,,0.01,0.68
2018-03-24,46,1.0,,0.01,0.46
2018-03-25,72,1.0,,0.01,0.72
2018-03-26,94,1.0,,0.01,0.9400000000000001
2018-03-27,66,1.0,,0.01,0.66
2018-03-28,100,1.0,,0.01,1.0
2018-03-29,74,1.0,,0.01,0.74
2018-03-30,54,1.0,,0.01,0.54
2018-03-31,40,1.0,,0.01,0.4
2018-04-01,5,1.0,False,0.01,0.05
2018-04-02,61,1.0,,0.01,0.61
2018-04-03,63,1.0,,0.01,0.63
2018-04-04,51,1.0,,0.01,0.51
2018-04-05,61,1.0,,0.01,0.61
2018-04-06,78,1.0,,0.01,0.78
2018-04-07,54,1.0,,0.01,0.54
2018-04-08,50,1.0,,0.01,0.5
2018-04-09,63,1.0,,0.01,0.63
2018-04-10,68,1.0,,0.01,0.68
2018-04-11,42,1.0,,0.01,0.42
2018-04-12,73,1.0,,0.01,0.73
2018-04-13,87,1.0,,0.01,0.87
2018-04-14,41,1.0,,0.01,0.41000000000000003
2018-04-15,35,1.0,,0.01,0.35000000000000003
2018-04-16,49,1.0,,0.01,0.49
2018-04-17,84,1.0,,0.01,0.84
2018-04-18,63,1.0,,0.01,0.63
2018-04-19,85,1.0,,0.01,0.85
2018-04-20,65,1.0,,0.01,0.65
2018-04-21,42,1.0,,0.01,0.42
2018-04-22,10,1.0,,0.01,0.1
2018-04-23,66,1.0,,0.01,0.66
2018-04-24,75,1.0,,0.01,0.75
2018-04-25,98,1.0,,0.01,0.98
2018-04-26,100,1.0,,0.01,1.0
2018-04-27,64,1.0,,0.01,0.64
2018-04-28,36,1.0,,0.01,0.36
2018-04-29,41,1.0,,0.01,0.41000000000000003
2018-04-30,62,1.0,,0.01,0.62
2018-05-01,45,1.0,False,0.01,0.45
2018-05-02,38,1.0,,0.01,0.38
2018-05-03,52,1.0,,0.01,0.52
2018-05-04,61,1.0,,0.01,0.61
2018-05-05,26,1.0,,0.01,0.26
2018-05-06,51,1.0,,0.01,0.51
2018-05-07,56,1.0,,0.01,0.56
2018-05-08,55,1.0,,0.01,0.55
2018-05-09,58,1.0,,0.01,0.58
2018-05-10,60,1.0,,0.01,0.6
2018-05-11,62,1.0,,0.01,0.62
2018-05-12,43,1.0,,0.01,0.43
2018-05-13,61,1.0,,0.01,0.61
2018-05-14,36,1.0,,0.01,0.36
2018-05-15,42,1.0,,0.01,0.42
2018-05-16,59,1.0,,0.01,0.59
2018-05-17,49,1.0,,0.01,0.49
2018-05-18,44,1.0,,0.01,0.44
2018-05-19,51,1.0,,0.01,0.51
2018-05-20,56,1.0,,0.01,0.56
2018-05-21,46,1.0,,0.01,0.46
2018-05-22,49,1.0,,0.01,0.49
2018-05-23,51,1.0,,0.01,0.51
2018-05-24,26,1.0,,0.01,0.26
2018-05-25,35,1.0,,0.01,0.35000000000000003
2018-05-26,44,1.0,,0.01,0.44
2018-05-27,40,1.0,,0.01,0.4
2018-05-28,63,1.0,,0.01,0.63
2018-05-29,100,1.0,,0.01,1.0
2018-05-30,78,1.0,,0.01,0.78
2018-05-31,58,1.0,,0.01,0.58
2018-06-01,47,1.0,False,0.01,0.47000000000000003
2018-06-02,74,1.0,,0.01,0.74
2018-06-03,46,1.0,,0.01,0.46
2018-06-04,42,1.0,,0.01,0.42
2018-06-05,57,1.0,,0.01,0.5700000000000001
2018-06-06,77,1.0,,0.01,0.77
2018-06-07,54,1.0,,0.01,0.54
2018-06-08,36,1.0,,0.01,0.36
2018-06-09,63,1.0,,0.01,0.63
2018-06-10,55,1.0,,0.01,0.55
2018-06-11,59,1.0,,0.01,0.59
2018-06-12,57,1.0,,0.01,0.5700000000000001
2018-06-13,44,1.0,,0.01,0.44
2018-06-14,46,1.0,,0.01,0.46
2018-06-15,100,1.0,,0.01,1.0
2018-06-16,32,1.0,,0.01,0.32
2018-06-17,42,1.0,,0.01,0.42
2018-06-18,86,1.0,,0.01,0.86
2018-06-19,46,1.0,,0.01,0.46
2018-06-20,63,1.0,,0.01,0.63
2018-06-21,86,1.0,,0.01,0.86
2018-06-22,43,1.0,,0.01,0.43
2018-06-23,31,1.0,,0.01,0.31
2018-06-24,37,1.0,,0.01,0.37
2018-06-25,35,1.0,,0.01,0.35000000000000003
2018-06-26,62,1.0,,0.01,0.62
2018-06-27,35,1.0,,0.01,0.35000000000000003
2018-06-28,59,1.0,,0.01,0.59
2018-06-29,57,1.0,,0.01,0.5700000000000001
2018-06-30,37,1.0,,0.01,0.37
2018-07-01,50,1.0,False,0.01,0.5
2018-07-02,57,1.0,,0.01,0.5700000000000001
2018-07-03,47,1.0,,0.01,0.47000000000000003
2018-07-04,53,1.0,,0.01,0.53
2018-07-05,38,1.0,,0.01,0.38
2018-07-06,50,1.0,,0.01,0.5
2018-07-07,29,1.0,,0.01,0.29
2018-07-08,37,1.0,,0.01,0.37
2018-07-09,62,1.0,,0.01,0.62
2018-07-10,62,1.0,,0.01,0.62
2018-07-11,49,1.0,,0.01,0.49
2018-07-12,80,1.0,,0.01,0.8
2018-07-13,70,1.0,,0.01,0.7000000000000001
2018-07-14,37,1.0,,0.01,0.37
2018-07-15,61,1.0,,0.01,0.61
2018-07-16,100,1.0,,0.01,1.0
2018-07-17,99,1.0,,0.01,0.99
2018-07-18,57,1.0,,0.01,0.5700000000000001
2018-07-19,84,1.0,,0.01,0.84
2018-07-20,37,1.0,,0.01,0.37
2018-07-21,37,1.0,,0.01,0.37
2018-07-22,61,1.0,,0.01,0.61
2018-07-23,43,1.0,,0.01,0.43
2018-07-24,60,1.0,,0.01,0.6
2018-07-25,59,1.0,,0.01,0.59
2018-07-26,47,1.0,,0.01,0.47000000000000003
2018-07-27,48,1.0,,0.01,0.48
2018-07-28,58,1.0,,0.01,0.58
2018-07-29,30,1.0,,0.01,0.3
2018-07-30,79,1.0,,0.01,0.79
2018-07-31,62,1.0,,0.01,0.62
2018-08-01,11,2.0,False,0.02,0.22
2018-08-02,8,2.0,,0.02,0.16
2018-08-03,10,2.0,,0.02,0.2
2018-08-04,8,2.0,,0.02,0.16
2018-08-05,3,2.0,,0.02,0.06
2018-08-06,13,2.0,,0.02,0.26
2018-08-07,10,2.0,,0.02,0.2
2018-08-08,9,2.0,,0.02,0.18
2018-08-09,10,2.0,,0.02,0.2
2018-08-10,11,2.0,,0.02,0.22
2018-08-11,6,2.0,,0.02,0.12
2018-08-12,7,2.0,,0.02,0.14
2018-08-13,12,2.0,,0.02,0.24
2018-08-14,100,2.0,,0.02,2.0
2018-08-15,30,2.0,,0.02,0.6
2018-08-16,22,2.0,,0.02,0.44
2018-08-17,13,2.0,,0.02,0.26
2018-08-18,12,2.0,,0.02,0.24
2018-08-19,12,2.0,,0.02,0.24
2018-08-20,16,2.0,,0.02,0.32
2018-08-21,18,2.0,,0.02,0.36
2018-08-22,12,2.0,,0.02,0.24
2018-08-23,15,2.0,,0.02,0.3
2018-08-24,7,2.0,,0.02,0.14
2018-08-25,10,2.0,,0.02,0.2
2018-08-26,14,2.0,,0.02,0.28
2018-08-27,17,2.0,,0.02,0.34
2018-08-28,19,2.0,,0.02,0.38
2018-08-29,50,2.0,,0.02,1.0
2018-08-30,27,2.0,,0.02,0.54
2018-08-31,15,2.0,,0.02,0.3
2018-09-01,2,14.0,False,0.14,0.28
2018-09-02,2,14.0,,0.14,0.28
2018-09-03,2,14.0,,0.14,0.28
2018-09-04,4,14.0,,0.14,0.56
2018-09-05,2,14.0,,0.14,0.28
2018-09-06,3,14.0,,0.14,0.42000000000000004
2018-09-07,4,14.0,,0.14,0.56
2018-09-08,2,14.0,,0.14,0.28
2018-09-09,2,14.0,,0.14,0.28
2018-09-10,5,14.0,,0.14,0.7000000000000001
2018-09-11,6,14.0,,0.14,0.8400000000000001
2018-09-12,50,14.0,,0.14,7.000000000000001
2018-09-13,79,14.0,,0.14,11.06
2018-09-14,100,14.0,,0.14,14.000000000000002
2018-09-15,26,14.0,,0.14,3.6400000000000006
2018-09-16,17,14.0,,0.14,2.3800000000000003
2018-09-17,41,14.0,,0.14,5.74
2018-09-18,30,14.0,,0.14,4.2
2018-09-19,26,14.0,,0.14,3.6400000000000006
2018-09-20,26,14.0,,0.14,3.6400000000000006
2018-09-21,19,14.0,,0.14,2.66
2018-09-22,6,14.0,,0.14,0.8400000000000001
2018-09-23,5,14.0,,0.14,0.7000000000000001
2018-09-24,14,14.0,,0.14,1.9600000000000002
2018-09-25,15,14.0,,0.14,2.1
2018-09-26,13,14.0,,0.14,1.8200000000000003
2018-09-27,15,14.0,,0.14,2.1
2018-09-28,13,14.0,,0.14,1.8200000000000003
2018-09-29,5,14.0,,0.14,0.7000000000000001
2018-09-30,5,14.0,,0.14,0.7000000000000001
2018-10-01,30,8.0,False,0.08,2.4
2018-10-02,32,8.0,,0.08,2.56
2018-10-03,33,8.0,,0.08,2.64
2018-10-04,30,8.0,,0.08,2.4
2018-10-05,29,8.0,,0.08,2.32
2018-10-06,10,8.0,,0.08,0.8
2018-10-07,7,8.0,,0.08,0.56
2018-10-08,27,8.0,,0.08,2.16
2018-10-09,67,8.0,,0.08,5.36
2018-10-10,100,8.0,,0.08,8.0
2018-10-11,54,8.0,,0.08,4.32
2018-10-12,36,8.0,,0.08,2.88
2018-10-13,19,8.0,,0.08,1.52
2018-10-14,16,8.0,,0.08,1.28
2018-10-15,47,8.0,,0.08,3.7600000000000002
2018-10-16,48,8.0,,0.08,3.84
2018-10-17,33,8.0,,0.08,2.64
2018-10-18,29,8.0,,0.08,2.32
2018-10-19,23,8.0,,0.08,1.84
2018-10-20,12,8.0,,0.08,0.96
2018-10-21,8,8.0,,0.08,0.64
2018-10-22,25,8.0,,0.08,2.0
2018-10-23,25,8.0,,0.08,2.0
2018-10-24,30,8.0,,0.08,2.4
2018-10-25,26,8.0,,0.08,2.08
2018-10-26,24,8.0,,0.08,1.92
2018-10-27,9,8.0,,0.08,0.72
2018-10-28,8,8.0,,0.08,0.64
2018-10-29,19,8.0,,0.08,1.52
2018-10-30,27,8.0,,0.08,2.16
2018-10-31,25,8.0,,0.08,2.0
2018-11-01,87,6.0,False,0.06,5.22
2018-11-02,82,6.0,,0.06,4.92
2018-11-03,30,6.0,,0.06,1.7999999999999998
2018-11-04,25,6.0,,0.06,1.5
2018-11-05,89,6.0,,0.06,5.34
2018-11-06,100,6.0,,0.06,6.0
2018-11-07,67,6.0,,0.06,4.02
2018-11-08,80,6.0,,0.06,4.8
2018-11-09,51,6.0,,0.06,3.06
2018-11-10,25,6.0,,0.06,1.5
2018-11-11,31,6.0,,0.06,1.8599999999999999
2018-11-12,46,6.0,,0.06,2.76
2018-11-13,51,6.0,,0.06,3.06
2018-11-14,65,6.0,,0.06,3.9
2018-11-15,54,6.0,,0.06,3.2399999999999998
2018-11-16,49,6.0,,0.06,2.94
2018-11-17,23,6.0,,0.06,1.38
2018-11-18,30,6.0,,0.06,1.7999999999999998
2018-11-19,84,6.0,,0.06,5.04
2018-11-20,83,6.0,,0.06,4.9799999999999995
2018-11-21,75,6.0,,0.06,4.5
2018-11-22,22,6.0,,0.06,1.3199999999999998
2018-11-23,38,6.0,,0.06,2.28
2018-11-24,21,6.0,,0.06,1.26
2018-11-25,27,6.0,,0.06,1.6199999999999999
2018-11-26,66,6.0,,0.06,3.96
2018-11-27,53,6.0,,0.06,3.1799999999999997
2018-11-28,74,6.0,,0.06,4.4399999999999995
2018-11-29,82,6.0,,0.06,4.92
2018-11-30,72,6.0,,0.06,4.32
2018-12-01,37,5.0,False,0.05,1.85
2018-12-02,24,5.0,,0.05,1.2000000000000002
2018-12-03,87,5.0,,0.05,4.3500000000000005
2018-12-04,64,5.0,,0.05,3.2
2018-12-05,42,5.0,,0.05,2.1
2018-12-06,50,5.0,,0.05,2.5
2018-12-07,78,5.0,,0.05,3.9000000000000004
2018-12-08,29,5.0,,0.05,1.4500000000000002
2018-12-09,20,5.0,,0.05,1.0
2018-12-10,59,5.0,,0.05,2.95
2018-12-11,71,5.0,,0.05,3.5500000000000003
2018-12-12,66,5.0,,0.05,3.3000000000000003
2018-12-13,67,5.0,,0.05,3.35
2018-12-14,67,5.0,,0.05,3.35
2018-12-15,48,5.0,,0.05,2.4000000000000004
2018-12-16,31,5.0,,0.05,1.55
2018-12-17,100,5.0,,0.05,5.0
2018-12-18,76,5.0,,0.05,3.8000000000000003
2018-12-19,60,5.0,,0.05,3.0
2018-12-20,54,5.0,,0.05,2.7
2018-12-21,72,5.0,,0.05,3.6
2018-12-22,32,5.0,,0.05,1.6
2018-12-23,19,5.0,,0.05,0.9500000000000001
2018-12-24,55,5.0,,0.05,2.75
2018-12-25,26,5.0,,0.05,1.3
2018-12-26,83,5.0,,0.05,4.15
2018-12-27,61,5.0,,0.05,3.0500000000000003
2018-12-28,57,5.0,,0.05,2.85
2018-12-29,21,5.0,,0.05,1.05
2018-12-30,18,5.0,,0.05,0.9
2018-12-31,45,5.0,,0.05,2.25
2019-01-01,25,4.0,False,0.04,1.0
2019-01-02,73,4.0,,0.04,2.92
2019-01-03,75,4.0,,0.04,3.0
2019-01-04,85,4.0,,0.04,3.4
2019-01-05,30,4.0,,0.04,1.2
2019-01-06,24,4.0,,0.04,0.96
2019-01-07,81,4.0,,0.04,3.24
2019-01-08,80,4.0,,0.04,3.2
2019-01-09,73,4.0,,0.04,2.92
2019-01-10,63,4.0,,0.04,2.52
2019-01-11,81,4.0,,0.04,3.24
2019-01-12,38,4.0,,0.04,1.52
2019-01-13,26,4.0,,0.04,1.04
2019-01-14,85,4.0,,0.04,3.4
2019-01-15,73,4.0,,0.04,2.92
2019-01-16,71,4.0,,0.04,2.84
2019-01-17,63,4.0,,0.04,2.52
2019-01-18,76,4.0,,0.04,3.04
2019-01-19,30,4.0,,0.04,1.2
2019-01-20,23,4.0,,0.04,0.92
2019-01-21,29,4.0,,0.04,1.16
2019-01-22,53,4.0,,0.04,2.12
2019-01-23,52,4.0,,0.04,2.08
2019-01-24,73,4.0,,0.04,2.92
2019-01-25,58,4.0,,0.04,2.32
2019-01-26,21,4.0,,0.04,0.84
2019-01-27,23,4.0,,0.04,0.92
2019-01-28,52,4.0,,0.04,2.08
2019-01-29,58,4.0,,0.04,2.32
2019-01-30,93,4.0,,0.04,3.72
2019-01-31,100,4.0,,0.04,4.0
2019-02-01,16,8.0,False,0.08,1.28
2019-02-02,7,8.0,,0.08,0.56
2019-02-03,3,8.0,,0.08,0.24
2019-02-04,11,8.0,,0.08,0.88
2019-02-05,11,8.0,,0.08,0.88
2019-02-06,19,8.0,,0.08,1.52
2019-02-07,18,8.0,,0.08,1.44
2019-02-08,14,8.0,,0.08,1.12
2019-02-09,6,8.0,,0.08,0.48
2019-02-10,3,8.0,,0.08,0.24
2019-02-11,13,8.0,,0.08,1.04
2019-02-12,15,8.0,,0.08,1.2
2019-02-13,11,8.0,,0.08,0.88
2019-02-14,18,8.0,,0.08,1.44
2019-02-15,15,8.0,,0.08,1.2
2019-02-16,7,8.0,,0.08,0.56
2019-02-17,6,8.0,,0.08,0.48
2019-02-18,6,8.0,,0.08,0.48
2019-02-19,14,8.0,,0.08,1.12
2019-02-20,14,8.0,,0.08,1.12
2019-02-21,16,8.0,,0.08,1.28
2019-02-22,22,8.0,,0.08,1.76
2019-02-23,9,8.0,,0.08,0.72
2019-02-24,8,8.0,,0.08,0.64
2019-02-25,100,8.0,,0.08,8.0
2019-02-26,82,8.0,,0.08,6.5600000000000005
2019-02-27,58,8.0,,0.08,4.64
2019-02-28,38,8.0,,0.08,3.04
2019-03-01,54,11.0,False,0.11,5.94
2019-03-02,24,11.0,,0.11,2.64
2019-03-03,23,11.0,,0.11,2.53
2019-03-04,55,11.0,,0.11,6.05
2019-03-05,95,11.0,,0.11,10.45
2019-03-06,100,11.0,,0.11,11.0
2019-03-07,67,11.0,,0.11,7.37
2019-03-08,51,11.0,,0.11,5.61
2019-03-09,21,11.0,,0.11,2.31
2019-03-10,14,11.0,,0.11,1.54
2019-03-11,47,11.0,,0.11,5.17
2019-03-12,48,11.0,,0.11,5.28
2019-03-13,40,11.0,,0.11,4.4
2019-03-14,43,11.0,,0.11,4.73
2019-03-15,48,11.0,,0.11,5.28
2019-03-16,15,11.0,,0.11,1.65
2019-03-17,14,11.0,,0.11,1.54
2019-03-18,44,11.0,,0.11,4.84
2019-03-19,44,11.0,,0.11,4.84
2019-03-20,38,11.0,,0.11,4.18
2019-03-21,32,11.0,,0.11,3.52
2019-03-22,32,11.0,,0.11,3.52
2019-03-23,10,11.0,,0.11,1.1
2019-03-24,6,11.0,,0.11,0.66
2019-03-25,31,11.0,,0.11,3.41
2019-03-26,44,11.0,,0.11,4.84
2019-03-27,40,11.0,,0.11,4.4
2019-03-28,40,11.0,,0.11,4.4
2019-03-29,31,11.0,,0.11,3.41
2019-03-30,14,11.0,,0.11,1.54
2019-03-31,9,11.0,,0.11,0.99
2019-04-01,83,8.0,False,0.08,6.640000000000001
2019-04-02,100,8.0,,0.08,8.0
2019-04-03,88,8.0,,0.08,7.04
2019-04-04,91,8.0,,0.08,7.28
2019-04-05,73,8.0,,0.08,5.84
2019-04-06,25,8.0,,0.08,2.0
2019-04-07,21,8.0,,0.08,1.68
2019-04-08,73,8.0,,0.08,5.84
2019-04-09,66,8.0,,0.08,5.28
2019-04-10,58,8.0,,0.08,4.64
2019-04-11,62,8.0,,0.08,4.96
2019-04-12,65,8.0,,0.08,5.2
2019-04-13,26,8.0,,0.08,2.08
2019-04-14,27,8.0,,0.08,2.16
2019-04-15,70,8.0,,0.08,5.6000000000000005
2019-04-16,98,8.0,,0.08,7.84
2019-04-17,94,8.0,,0.08,7.5200000000000005
2019-04-18,72,8.0,,0.08,5.76
2019-04-19,41,8.0,,0.08,3.2800000000000002
2019-04-20,19,8.0,,0.08,1.52
2019-04-21,20,8.0,,0.08,1.6
2019-04-22,62,8.0,,0.08,4.96
2019-04-23,57,8.0,,0.08,4.5600000000000005
2019-04-24,80,8.0,,0.08,6.4
2019-04-25,63,8.0,,0.08,5.04
2019-04-26,54,8.0,,0.08,4.32
2019-04-27,16,8.0,,0.08,1.28
2019-04-28,21,8.0,,0.08,1.68
2019-04-29,69,8.0,,0.08,5.5200000000000005
2019-04-30,52,8.0,,0.08,4.16
2019-05-01,51,7.0,False,0.07,3.5700000000000003
2019-05-02,47,7.0,,0.07,3.2900000000000005
2019-05-03,56,7.0,,0.07,3.9200000000000004
2019-05-04,28,7.0,,0.07,1.9600000000000002
2019-05-05,20,7.0,,0.07,1.4000000000000001
2019-05-06,46,7.0,,0.07,3.22
2019-05-07,60,7.0,,0.07,4.2
2019-05-08,54,7.0,,0.07,3.7800000000000002
2019-05-09,48,7.0,,0.07,3.3600000000000003
2019-05-10,38,7.0,,0.07,2.66
2019-05-11,17,7.0,,0.07,1.1900000000000002
2019-05-12,21,7.0,,0.07,1.4700000000000002
2019-05-13,52,7.0,,0.07,3.6400000000000006
2019-05-14,51,7.0,,0.07,3.5700000000000003
2019-05-15,55,7.0,,0.07,3.8500000000000005
2019-05-16,42,7.0,,0.07,2.9400000000000004
2019-05-17,39,7.0,,0.07,2.7300000000000004
2019-05-18,13,7.0,,0.07,0.9100000000000001
2019-05-19,12,7.0,,0.07,0.8400000000000001
2019-05-20,43,7.0,,0.07,3.0100000000000002
2019-05-21,45,7.0,,0.07,3.1500000000000004
2019-05-22,49,7.0,,0.07,3.43
2019-05-23,50,7.0,,0.07,3.5000000000000004
2019-05-24,53,7.0,,0.07,3.7100000000000004
2019-05-25,24,7.0,,0.07,1.6800000000000002
2019-05-26,19,7.0,,0.07,1.33
2019-05-27,24,7.0,,0.07,1.6800000000000002
2019-05-28,100,7.0,,0.07,7.000000000000001
2019-05-29,64,7.0,,0.07,4.48
2019-05-30,70,7.0,,0.07,4.9
2019-05-31,57,7.0,,0.07,3.99
2019-06-01,27,6.0,False,0.06,1.6199999999999999
2019-06-02,21,6.0,,0.06,1.26
2019-06-03,100,6.0,,0.06,6.0
2019-06-04,76,6.0,,0.06,4.56
2019-06-05,73,6.0,,0.06,4.38
2019-06-06,87,6.0,,0.06,5.22
2019-06-07,76,6.0,,0.06,4.56
2019-06-08,32,6.0,,0.06,1.92
2019-06-09,23,6.0,,0.06,1.38
2019-06-10,70,6.0,,0.06,4.2
2019-06-11,71,6.0,,0.06,4.26
2019-06-12,69,6.0,,0.06,4.14
2019-06-13,59,6.0,,0.06,3.54
2019-06-14,59,6.0,,0.06,3.54
2019-06-15,28,6.0,,0.06,1.68
2019-06-16,17,6.0,,0.06,1.02
2019-06-17,65,6.0,,0.06,3.9
2019-06-18,88,6.0,,0.06,5.279999999999999
2019-06-19,64,6.0,,0.06,3.84
2019-06-20,95,6.0,,0.06,5.7
2019-06-21,76,6.0,,0.06,4.56
2019-06-22,31,6.0,,0.06,1.8599999999999999
2019-06-23,11,6.0,,0.06,0.6599999999999999
2019-06-24,62,6.0,,0.06,3.7199999999999998
2019-06-25,61,6.0,,0.06,3.6599999999999997
2019-06-26,61,6.0,,0.06,3.6599999999999997
2019-06-27,49,6.0,,0.06,2.94
2019-06-28,62,6.0,,0.06,3.7199999999999998
2019-06-29,19,6.0,,0.06,1.14
2019-06-30,24,6.0,,0.06,1.44
2019-07-01,44,7.0,False,0.07,3.08
2019-07-02,55,7.0,,0.07,3.8500000000000005
2019-07-03,89,7.0,,0.07,6.23
2019-07-04,29,7.0,,0.07,2.0300000000000002
2019-07-05,64,7.0,,0.07,4.48
2019-07-06,24,7.0,,0.07,1.6800000000000002
2019-07-07,15,7.0,,0.07,1.05
2019-07-08,62,7.0,,0.07,4.340000000000001
2019-07-09,96,7.0,,0.07,6.720000000000001
2019-07-10,100,7.0,,0.07,7.000000000000001
2019-07-11,79,7.0,,0.07,5.53
2019-07-12,72,7.0,,0.07,5.040000000000001
2019-07-13,23,7.0,,0.07,1.61
2019-07-14,14,7.0,,0.07,0.9800000000000001
2019-07-15,54,7.0,,0.07,3.7800000000000002
2019-07-16,52,7.0,,0.07,3.6400000000000006
2019-07-17,45,7.0,,0.07,3.1500000000000004
2019-07-18,54,7.0,,0.07,3.7800000000000002
2019-07-19,40,7.0,,0.07,2.8000000000000003
2019-07-20,17,7.0,,0.07,1.1900000000000002
2019-07-21,15,7.0,,0.07,1.05
2019-07-22,33,7.0,,0.07,2.31
2019-07-23,42,7.0,,0.07,2.9400000000000004
2019-07-24,63,7.0,,0.07,4.41
2019-07-25,52,7.0,,0.07,3.6400000000000006
2019-07-26,51,7.0,,0.07,3.5700000000000003
2019-07-27,15,7.0,,0.07,1.05
2019-07-28,13,7.0,,0.07,0.9100000000000001
2019-07-29,44,7.0,,0.07,3.08
2019-07-30,40,7.0,,0.07,2.8000000000000003
2019-07-31,43,7.0,,0.07,3.0100000000000002
2019-08-01,71,5.0,False,0.05,3.5500000000000003
2019-08-02,83,5.0,,0.05,4.15
2019-08-03,44,5.0,,0.05,2.2
2019-08-04,32,5.0,,0.05,1.6
2019-08-05,100,5.0,,0.05,5.0
2019-08-06,81,5.0,,0.05,4.05
2019-08-07,91,5.0,,0.05,4.55
2019-08-08,82,5.0,,0.05,4.1000000000000005
2019-08-09,69,5.0,,0.05,3.45
2019-08-10,22,5.0,,0.05,1.1
2019-08-11,37,5.0,,0.05,1.85
2019-08-12,75,5.0,,0.05,3.75
2019-08-13,86,5.0,,0.05,4.3
2019-08-14,89,5.0,,0.05,4.45
2019-08-15,89,5.0,,0.05,4.45
2019-08-16,72,5.0,,0.05,3.6
2019-08-17,37,5.0,,0.05,1.85
2019-08-18,26,5.0,,0.05,1.3
2019-08-19,72,5.0,,0.05,3.6
2019-08-20,76,5.0,,0.05,3.8000000000000003
2019-08-21,85,5.0,,0.05,4.25
2019-08-22,85,5.0,,0.05,4.25
2019-08-23,72,5.0,,0.05,3.6
2019-08-24,27,5.0,,0.05,1.35
2019-08-25,20,5.0,,0.05,1.0
2019-08-26,71,5.0,,0.05,3.5500000000000003
2019-08-27,58,5.0,,0.05,2.9000000000000004
2019-08-28,57,5.0,,0.05,2.85
2019-08-29,65,5.0,,0.05,3.25
2019-08-30,43,5.0,,0.05,2.15
2019-08-31,11,5.0,,0.05,0.55
2019-09-01,9,6.0,False,0.06,0.54
2019-09-02,9,6.0,,0.06,0.54
2019-09-03,26,6.0,,0.06,1.56
2019-09-04,33,6.0,,0.06,1.98
