date,CSCO_unscaled,CSCO_monthly,isPartial,scale,CSCO
2017-12-27,57,52.0,,0.52,29.64
2017-12-28,57,52.0,,0.52,29.64
2017-12-29,53,52.0,,0.52,27.560000000000002
2017-12-30,26,52.0,,0.52,13.52
2017-12-31,13,52.0,,0.52,6.76
2018-01-01,9,80.0,False,0.8,7.2
2018-01-02,69,80.0,,0.8,55.2
2018-01-03,67,80.0,,0.8,53.6
2018-01-04,70,80.0,,0.8,56.0
2018-01-05,93,80.0,,0.8,74.4
2018-01-06,43,80.0,,0.8,34.4
2018-01-07,16,80.0,,0.8,12.8
2018-01-08,65,80.0,,0.8,52.0
2018-01-09,79,80.0,,0.8,63.2
2018-01-10,72,80.0,,0.8,57.6
2018-01-11,79,80.0,,0.8,63.2
2018-01-12,76,80.0,,0.8,60.800000000000004
2018-01-13,36,80.0,,0.8,28.8
2018-01-14,10,80.0,,0.8,8.0
2018-01-15,21,80.0,,0.8,16.8
2018-01-16,87,80.0,,0.8,69.60000000000001
2018-01-17,87,80.0,,0.8,69.60000000000001
2018-01-18,81,80.0,,0.8,64.8
2018-01-19,84,80.0,,0.8,67.2
2018-01-20,45,80.0,,0.8,36.0
2018-01-21,14,80.0,,0.8,11.200000000000001
2018-01-22,86,80.0,,0.8,68.8
2018-01-23,71,80.0,,0.8,56.800000000000004
2018-01-24,100,80.0,,0.8,80.0
2018-01-25,96,80.0,,0.8,76.80000000000001
2018-01-26,88,80.0,,0.8,70.4
2018-01-27,13,80.0,,0.8,10.4
2018-01-28,25,80.0,,0.8,20.0
2018-01-29,77,80.0,,0.8,61.6
2018-01-30,76,80.0,,0.8,60.800000000000004
2018-01-31,86,80.0,,0.8,68.8
2018-02-01,27,100.0,False,1.0,27.0
2018-02-02,30,100.0,,1.0,30.0
2018-02-03,7,100.0,,1.0,7.0
2018-02-04,6,100.0,,1.0,6.0
2018-02-05,29,100.0,,1.0,29.0
2018-02-06,36,100.0,,1.0,36.0
2018-02-07,23,100.0,,1.0,23.0
2018-02-08,24,100.0,,1.0,24.0
2018-02-09,28,100.0,,1.0,28.0
2018-02-10,15,100.0,,1.0,15.0
2018-02-11,3,100.0,,1.0,3.0
2018-02-12,29,100.0,,1.0,29.0
2018-02-13,29,100.0,,1.0,29.0
2018-02-14,73,100.0,,1.0,73.0
2018-02-15,100,100.0,,1.0,100.0
2018-02-16,51,100.0,,1.0,51.0
2018-02-17,16,100.0,,1.0,16.0
2018-02-18,7,100.0,,1.0,7.0
2018-02-19,15,100.0,,1.0,15.0
2018-02-20,32,100.0,,1.0,32.0
2018-02-21,35,100.0,,1.0,35.0
2018-02-22,28,100.0,,1.0,28.0
2018-02-23,27,100.0,,1.0,27.0
2018-02-24,9,100.0,,1.0,9.0
2018-02-25,5,100.0,,1.0,5.0
2018-02-26,26,100.0,,1.0,26.0
2018-02-27,33,100.0,,1.0,33.0
2018-02-28,31,100.0,,1.0,31.0
2018-03-01,82,69.0,False,0.69,56.58
2018-03-02,79,69.0,,0.69,54.51
2018-03-03,23,69.0,,0.69,15.87
2018-03-04,16,69.0,,0.69,11.04
2018-03-05,57,69.0,,0.69,39.33
2018-03-06,74,69.0,,0.69,51.059999999999995
2018-03-07,54,69.0,,0.69,37.26
2018-03-08,85,69.0,,0.69,58.65
2018-03-09,100,69.0,,0.69,69.0
2018-03-10,28,69.0,,0.69,19.32
2018-03-11,14,69.0,,0.69,9.66
2018-03-12,83,69.0,,0.69,57.269999999999996
2018-03-13,61,69.0,,0.69,42.089999999999996
2018-03-14,53,69.0,,0.69,36.57
2018-03-15,62,69.0,,0.69,42.779999999999994
2018-03-16,47,69.0,,0.69,32.43
2018-03-17,25,69.0,,0.69,17.25
2018-03-18,7,69.0,,0.69,4.83
2018-03-19,64,69.0,,0.69,44.16
2018-03-20,69,69.0,,0.69,47.61
2018-03-21,44,69.0,,0.69,30.36
2018-03-22,71,69.0,,0.69,48.989999999999995
2018-03-23,76,69.0,,0.69,52.44
2018-03-24,29,69.0,,0.69,20.009999999999998
2018-03-25,7,69.0,,0.69,4.83
2018-03-26,76,69.0,,0.69,52.44
2018-03-27,66,69.0,,0.69,45.54
2018-03-28,78,69.0,,0.69,53.81999999999999
2018-03-29,58,69.0,,0.69,40.019999999999996
2018-03-30,39,69.0,,0.69,26.909999999999997
2018-03-31,15,69.0,,0.69,10.35
2018-04-01,13,64.0,False,0.64,8.32
2018-04-02,63,64.0,,0.64,40.32
2018-04-03,92,64.0,,0.64,58.88
2018-04-04,100,64.0,,0.64,64.0
2018-04-05,90,64.0,,0.64,57.6
2018-04-06,57,64.0,,0.64,36.480000000000004
2018-04-07,16,64.0,,0.64,10.24
2018-04-08,21,64.0,,0.64,13.44
2018-04-09,58,64.0,,0.64,37.12
2018-04-10,84,64.0,,0.64,53.76
2018-04-11,68,64.0,,0.64,43.52
2018-04-12,87,64.0,,0.64,55.68
2018-04-13,60,64.0,,0.64,38.4
2018-04-14,21,64.0,,0.64,13.44
2018-04-15,10,64.0,,0.64,6.4
2018-04-16,58,64.0,,0.64,37.12
2018-04-17,75,64.0,,0.64,48.0
2018-04-18,68,64.0,,0.64,43.52
2018-04-19,65,64.0,,0.64,41.6
2018-04-20,74,64.0,,0.64,47.36
2018-04-21,15,64.0,,0.64,9.6
2018-04-22,23,64.0,,0.64,14.72
2018-04-23,61,64.0,,0.64,39.04
2018-04-24,71,64.0,,0.64,45.44
2018-04-25,71,64.0,,0.64,45.44
2018-04-26,66,64.0,,0.64,42.24
2018-04-27,76,64.0,,0.64,48.64
2018-04-28,32,64.0,,0.64,20.48
2018-04-29,6,64.0,,0.64,3.84
2018-04-30,71,64.0,,0.64,45.44
2018-05-01,30,78.0,False,0.78,23.400000000000002
2018-05-02,23,78.0,,0.78,17.94
2018-05-03,20,78.0,,0.78,15.600000000000001
2018-05-04,28,78.0,,0.78,21.84
2018-05-05,5,78.0,,0.78,3.9000000000000004
2018-05-06,3,78.0,,0.78,2.34
2018-05-07,22,78.0,,0.78,17.16
2018-05-08,31,78.0,,0.78,24.18
2018-05-09,23,78.0,,0.78,17.94
2018-05-10,28,78.0,,0.78,21.84
2018-05-11,31,78.0,,0.78,24.18
2018-05-12,15,78.0,,0.78,11.700000000000001
2018-05-13,5,78.0,,0.78,3.9000000000000004
2018-05-14,30,78.0,,0.78,23.400000000000002
2018-05-15,34,78.0,,0.78,26.52
2018-05-16,100,78.0,,0.78,78.0
2018-05-17,72,78.0,,0.78,56.160000000000004
2018-05-18,42,78.0,,0.78,32.76
2018-05-19,11,78.0,,0.78,8.58
2018-05-20,4,78.0,,0.78,3.12
2018-05-21,35,78.0,,0.78,27.3
2018-05-22,28,78.0,,0.78,21.84
2018-05-23,29,78.0,,0.78,22.62
2018-05-24,17,78.0,,0.78,13.26
2018-05-25,24,78.0,,0.78,18.72
2018-05-26,6,78.0,,0.78,4.68
2018-05-27,5,78.0,,0.78,3.9000000000000004
2018-05-28,5,78.0,,0.78,3.9000000000000004
2018-05-29,24,78.0,,0.78,18.72
2018-05-30,28,78.0,,0.78,21.84
2018-05-31,18,78.0,,0.78,14.040000000000001
2018-06-01,61,54.0,False,0.54,32.940000000000005
2018-06-02,25,54.0,,0.54,13.5
2018-06-03,9,54.0,,0.54,4.86
2018-06-04,57,54.0,,0.54,30.78
2018-06-05,58,54.0,,0.54,31.32
2018-06-06,100,54.0,,0.54,54.0
2018-06-07,99,54.0,,0.54,53.46
2018-06-08,80,54.0,,0.54,43.2
2018-06-09,22,54.0,,0.54,11.88
2018-06-10,18,54.0,,0.54,9.72
2018-06-11,65,54.0,,0.54,35.1
2018-06-12,75,54.0,,0.54,40.5
2018-06-13,67,54.0,,0.54,36.18
2018-06-14,64,54.0,,0.54,34.56
2018-06-15,61,54.0,,0.54,32.940000000000005
2018-06-16,20,54.0,,0.54,10.8
2018-06-17,9,54.0,,0.54,4.86
2018-06-18,57,54.0,,0.54,30.78
2018-06-19,74,54.0,,0.54,39.96
2018-06-20,60,54.0,,0.54,32.400000000000006
2018-06-21,69,54.0,,0.54,37.260000000000005
2018-06-22,44,54.0,,0.54,23.76
2018-06-23,13,54.0,,0.54,7.0200000000000005
2018-06-24,9,54.0,,0.54,4.86
2018-06-25,66,54.0,,0.54,35.64
2018-06-26,61,54.0,,0.54,32.940000000000005
2018-06-27,71,54.0,,0.54,38.34
2018-06-28,39,54.0,,0.54,21.060000000000002
2018-06-29,56,54.0,,0.54,30.240000000000002
2018-06-30,22,54.0,,0.54,11.88
2018-07-01,6,64.0,False,0.64,3.84
2018-07-02,49,64.0,,0.64,31.36
2018-07-03,42,64.0,,0.64,26.88
2018-07-04,8,64.0,,0.64,5.12
2018-07-05,50,64.0,,0.64,32.0
2018-07-06,47,64.0,,0.64,30.080000000000002
2018-07-07,7,64.0,,0.64,4.48
2018-07-08,7,64.0,,0.64,4.48
2018-07-09,40,64.0,,0.64,25.6
2018-07-10,37,64.0,,0.64,23.68
2018-07-11,32,64.0,,0.64,20.48
2018-07-12,33,64.0,,0.64,21.12
2018-07-13,100,64.0,,0.64,64.0
2018-07-14,22,64.0,,0.64,14.08
2018-07-15,20,64.0,,0.64,12.8
2018-07-16,67,64.0,,0.64,42.88
2018-07-17,68,64.0,,0.64,43.52
2018-07-18,55,64.0,,0.64,35.2
2018-07-19,58,64.0,,0.64,37.12
2018-07-20,49,64.0,,0.64,31.36
2018-07-21,8,64.0,,0.64,5.12
2018-07-22,14,64.0,,0.64,8.96
2018-07-23,30,64.0,,0.64,19.2
2018-07-24,50,64.0,,0.64,32.0
2018-07-25,43,64.0,,0.64,27.52
2018-07-26,61,64.0,,0.64,39.04
2018-07-27,57,64.0,,0.64,36.480000000000004
2018-07-28,11,64.0,,0.64,7.04
2018-07-29,10,64.0,,0.64,6.4
2018-07-30,28,64.0,,0.64,17.92
2018-07-31,37,64.0,,0.64,23.68
2018-08-01,23,91.0,False,0.91,20.93
2018-08-02,30,91.0,,0.91,27.3
2018-08-03,20,91.0,,0.91,18.2
2018-08-04,3,91.0,,0.91,2.73
2018-08-05,4,91.0,,0.91,3.64
2018-08-06,26,91.0,,0.91,23.66
2018-08-07,28,91.0,,0.91,25.48
2018-08-08,22,91.0,,0.91,20.02
2018-08-09,28,91.0,,0.91,25.48
2018-08-10,21,91.0,,0.91,19.11
2018-08-11,11,91.0,,0.91,10.01
2018-08-12,8,91.0,,0.91,7.28
2018-08-13,35,91.0,,0.91,31.85
2018-08-14,29,91.0,,0.91,26.39
2018-08-15,98,91.0,,0.91,89.18
2018-08-16,100,91.0,,0.91,91.0
2018-08-17,43,91.0,,0.91,39.13
2018-08-18,13,91.0,,0.91,11.83
2018-08-19,5,91.0,,0.91,4.55
2018-08-20,31,91.0,,0.91,28.21
2018-08-21,35,91.0,,0.91,31.85
2018-08-22,27,91.0,,0.91,24.57
2018-08-23,22,91.0,,0.91,20.02
2018-08-24,32,91.0,,0.91,29.12
2018-08-25,9,91.0,,0.91,8.19
2018-08-26,6,91.0,,0.91,5.46
2018-08-27,25,91.0,,0.91,22.75
2018-08-28,29,91.0,,0.91,26.39
2018-08-29,32,91.0,,0.91,29.12
2018-08-30,25,91.0,,0.91,22.75
2018-08-31,29,91.0,,0.91,26.39
2018-09-01,15,58.0,False,0.58,8.7
2018-09-02,15,58.0,,0.58,8.7
2018-09-03,12,58.0,,0.58,6.959999999999999
2018-09-04,86,58.0,,0.58,49.879999999999995
2018-09-05,74,58.0,,0.58,42.919999999999995
2018-09-06,61,58.0,,0.58,35.379999999999995
2018-09-07,72,58.0,,0.58,41.76
2018-09-08,25,58.0,,0.58,14.499999999999998
2018-09-09,10,58.0,,0.58,5.8
2018-09-10,51,58.0,,0.58,29.58
2018-09-11,64,58.0,,0.58,37.12
2018-09-12,85,58.0,,0.58,49.3
2018-09-13,76,58.0,,0.58,44.08
2018-09-14,68,58.0,,0.58,39.44
2018-09-15,17,58.0,,0.58,9.86
2018-09-16,10,58.0,,0.58,5.8
2018-09-17,49,58.0,,0.58,28.419999999999998
2018-09-18,61,58.0,,0.58,35.379999999999995
2018-09-19,61,58.0,,0.58,35.379999999999995
2018-09-20,100,58.0,,0.58,57.99999999999999
2018-09-21,91,58.0,,0.58,52.779999999999994
2018-09-22,26,58.0,,0.58,15.079999999999998
2018-09-23,15,58.0,,0.58,8.7
2018-09-24,72,58.0,,0.58,41.76
2018-09-25,69,58.0,,0.58,40.019999999999996
2018-09-26,59,58.0,,0.58,34.22
2018-09-27,68,58.0,,0.58,39.44
2018-09-28,87,58.0,,0.58,50.459999999999994
2018-09-29,19,58.0,,0.58,11.02
2018-09-30,10,58.0,,0.58,5.8
2018-10-01,85,61.0,False,0.61,51.85
2018-10-02,99,61.0,,0.61,60.39
2018-10-03,71,61.0,,0.61,43.31
2018-10-04,73,61.0,,0.61,44.53
2018-10-05,82,61.0,,0.61,50.019999999999996
2018-10-06,30,61.0,,0.61,18.3
2018-10-07,9,61.0,,0.61,5.49
2018-10-08,64,61.0,,0.61,39.04
2018-10-09,65,61.0,,0.61,39.65
2018-10-10,64,61.0,,0.61,39.04
2018-10-11,96,61.0,,0.61,58.56
2018-10-12,100,61.0,,0.61,61.0
2018-10-13,24,61.0,,0.61,14.64
2018-10-14,12,61.0,,0.61,7.32
2018-10-15,64,61.0,,0.61,39.04
2018-10-16,95,61.0,,0.61,57.949999999999996
2018-10-17,67,61.0,,0.61,40.87
2018-10-18,63,61.0,,0.61,38.43
2018-10-19,73,61.0,,0.61,44.53
2018-10-20,7,61.0,,0.61,4.27
2018-10-21,25,61.0,,0.61,15.25
2018-10-22,61,61.0,,0.61,37.21
2018-10-23,74,61.0,,0.61,45.14
2018-10-24,71,61.0,,0.61,43.31
2018-10-25,58,61.0,,0.61,35.38
2018-10-26,71,61.0,,0.61,43.31
2018-10-27,21,61.0,,0.61,12.81
2018-10-28,18,61.0,,0.61,10.98
2018-10-29,65,61.0,,0.61,39.65
2018-10-30,64,61.0,,0.61,39.04
2018-10-31,64,61.0,,0.61,39.04
2018-11-01,31,66.0,False,0.66,20.46
2018-11-02,22,66.0,,0.66,14.520000000000001
2018-11-03,6,66.0,,0.66,3.96
2018-11-04,5,66.0,,0.66,3.3000000000000003
2018-11-05,27,66.0,,0.66,17.82
2018-11-06,31,66.0,,0.66,20.46
2018-11-07,30,66.0,,0.66,19.8
2018-11-08,41,66.0,,0.66,27.060000000000002
2018-11-09,37,66.0,,0.66,24.42
2018-11-10,13,66.0,,0.66,8.58
2018-11-11,11,66.0,,0.66,7.260000000000001
2018-11-12,24,66.0,,0.66,15.84
2018-11-13,37,66.0,,0.66,24.42
2018-11-14,72,66.0,,0.66,47.52
2018-11-15,100,66.0,,0.66,66.0
2018-11-16,38,66.0,,0.66,25.080000000000002
2018-11-17,10,66.0,,0.66,6.6000000000000005
2018-11-18,4,66.0,,0.66,2.64
2018-11-19,26,66.0,,0.66,17.16
2018-11-20,31,66.0,,0.66,20.46
2018-11-21,19,66.0,,0.66,12.540000000000001
2018-11-22,14,66.0,,0.66,9.24
2018-11-23,15,66.0,,0.66,9.9
2018-11-24,11,66.0,,0.66,7.260000000000001
2018-11-25,5,66.0,,0.66,3.3000000000000003
2018-11-26,20,66.0,,0.66,13.200000000000001
2018-11-27,26,66.0,,0.66,17.16
2018-11-28,40,66.0,,0.66,26.400000000000002
2018-11-29,37,66.0,,0.66,24.42
2018-11-30,27,66.0,,0.66,17.82
2018-12-01,21,52.0,False,0.52,10.92
2018-12-02,16,52.0,,0.52,8.32
2018-12-03,63,52.0,,0.52,32.76
2018-12-04,93,52.0,,0.52,48.36
2018-12-05,33,52.0,,0.52,17.16
2018-12-06,54,52.0,,0.52,28.080000000000002
2018-12-07,69,52.0,,0.52,35.88
2018-12-08,26,52.0,,0.52,13.52
2018-12-09,10,52.0,,0.52,5.2
2018-12-10,45,52.0,,0.52,23.400000000000002
2018-12-11,61,52.0,,0.52,31.720000000000002
2018-12-12,100,52.0,,0.52,52.0
2018-12-13,53,52.0,,0.52,27.560000000000002
2018-12-14,61,52.0,,0.52,31.720000000000002
2018-12-15,24,52.0,,0.52,12.48
2018-12-16,4,52.0,,0.52,2.08
2018-12-17,55,52.0,,0.52,28.6
2018-12-18,94,52.0,,0.52,48.88
2018-12-19,51,52.0,,0.52,26.52
2018-12-20,61,52.0,,0.52,31.720000000000002
2018-12-21,78,52.0,,0.52,40.56
2018-12-22,34,52.0,,0.52,17.68
2018-12-23,9,52.0,,0.52,4.68
2018-12-24,65,52.0,,0.52,33.800000000000004
2018-12-25,20,52.0,,0.52,10.4
2018-12-26,89,52.0,,0.52,46.28
2018-12-27,85,52.0,,0.52,44.2
2018-12-28,80,52.0,,0.52,41.6
2018-12-29,19,52.0,,0.52,9.88
2018-12-30,7,52.0,,0.52,3.64
2018-12-31,48,52.0,,0.52,24.96
2019-01-01,35,56.0,False,0.56,19.6
2019-01-02,58,56.0,,0.56,32.480000000000004
2019-01-03,90,56.0,,0.56,50.400000000000006
2019-01-04,87,56.0,,0.56,48.720000000000006
2019-01-05,29,56.0,,0.56,16.240000000000002
2019-01-06,26,56.0,,0.56,14.560000000000002
2019-01-07,57,56.0,,0.56,31.92
2019-01-08,75,56.0,,0.56,42.00000000000001
2019-01-09,81,56.0,,0.56,45.36000000000001
2019-01-10,53,56.0,,0.56,29.680000000000003
2019-01-11,58,56.0,,0.56,32.480000000000004
2019-01-12,27,56.0,,0.56,15.120000000000001
2019-01-13,11,56.0,,0.56,6.16
2019-01-14,55,56.0,,0.56,30.800000000000004
2019-01-15,47,56.0,,0.56,26.320000000000004
2019-01-16,59,56.0,,0.56,33.040000000000006
2019-01-17,71,56.0,,0.56,39.760000000000005
2019-01-18,70,56.0,,0.56,39.2
2019-01-19,29,56.0,,0.56,16.240000000000002
2019-01-20,17,56.0,,0.56,9.520000000000001
2019-01-21,21,56.0,,0.56,11.760000000000002
2019-01-22,85,56.0,,0.56,47.6
2019-01-23,70,56.0,,0.56,39.2
2019-01-24,59,56.0,,0.56,33.040000000000006
2019-01-25,85,56.0,,0.56,47.6
2019-01-26,31,56.0,,0.56,17.360000000000003
2019-01-27,14,56.0,,0.56,7.840000000000001
2019-01-28,63,56.0,,0.56,35.28
2019-01-29,62,56.0,,0.56,34.720000000000006
2019-01-30,66,56.0,,0.56,36.96
2019-01-31,100,56.0,,0.56,56.00000000000001
2019-02-01,28,85.0,False,0.85,23.8
2019-02-02,7,85.0,,0.85,5.95
2019-02-03,3,85.0,,0.85,2.55
2019-02-04,31,85.0,,0.85,26.349999999999998
2019-02-05,26,85.0,,0.85,22.099999999999998
2019-02-06,29,85.0,,0.85,24.65
2019-02-07,20,85.0,,0.85,17.0
2019-02-08,25,85.0,,0.85,21.25
2019-02-09,7,85.0,,0.85,5.95
2019-02-10,5,85.0,,0.85,4.25
2019-02-11,22,85.0,,0.85,18.7
2019-02-12,42,85.0,,0.85,35.699999999999996
2019-02-13,100,85.0,,0.85,85.0
2019-02-14,99,85.0,,0.85,84.14999999999999
2019-02-15,46,85.0,,0.85,39.1
2019-02-16,19,85.0,,0.85,16.15
2019-02-17,11,85.0,,0.85,9.35
2019-02-18,13,85.0,,0.85,11.049999999999999
2019-02-19,29,85.0,,0.85,24.65
2019-02-20,31,85.0,,0.85,26.349999999999998
2019-02-21,32,85.0,,0.85,27.2
2019-02-22,39,85.0,,0.85,33.15
2019-02-23,14,85.0,,0.85,11.9
2019-02-24,8,85.0,,0.85,6.8
2019-02-25,36,85.0,,0.85,30.599999999999998
2019-02-26,47,85.0,,0.85,39.949999999999996
2019-02-27,46,85.0,,0.85,39.1
2019-02-28,41,85.0,,0.85,34.85
2019-03-01,86,62.0,False,0.62,53.32
2019-03-02,28,62.0,,0.62,17.36
2019-03-03,20,62.0,,0.62,12.4
2019-03-04,66,62.0,,0.62,40.92
2019-03-05,84,62.0,,0.62,52.08
2019-03-06,62,62.0,,0.62,38.44
2019-03-07,87,62.0,,0.62,53.94
2019-03-08,55,62.0,,0.62,34.1
2019-03-09,27,62.0,,0.62,16.74
2019-03-10,18,62.0,,0.62,11.16
2019-03-11,59,62.0,,0.62,36.58
2019-03-12,85,62.0,,0.62,52.7
2019-03-13,100,62.0,,0.62,62.0
2019-03-14,84,62.0,,0.62,52.08
2019-03-15,79,62.0,,0.62,48.98
2019-03-16,17,62.0,,0.62,10.54
2019-03-17,17,62.0,,0.62,10.54
2019-03-18,69,62.0,,0.62,42.78
2019-03-19,90,62.0,,0.62,55.8
2019-03-20,83,62.0,,0.62,51.46
2019-03-21,78,62.0,,0.62,48.36
2019-03-22,78,62.0,,0.62,48.36
2019-03-23,21,62.0,,0.62,13.02
2019-03-24,20,62.0,,0.62,12.4
2019-03-25,64,62.0,,0.62,39.68
2019-03-26,70,62.0,,0.62,43.4
2019-03-27,54,62.0,,0.62,33.48
2019-03-28,64,62.0,,0.62,39.68
2019-03-29,78,62.0,,0.62,48.36
2019-03-30,28,62.0,,0.62,17.36
2019-03-31,10,62.0,,0.62,6.2
2019-04-01,89,74.0,False,0.74,65.86
2019-04-02,86,74.0,,0.74,63.64
2019-04-03,100,74.0,,0.74,74.0
2019-04-04,79,74.0,,0.74,58.46
2019-04-05,70,74.0,,0.74,51.8
2019-04-06,25,74.0,,0.74,18.5
2019-04-07,21,74.0,,0.74,15.54
2019-04-08,60,74.0,,0.74,44.4
2019-04-09,64,74.0,,0.74,47.36
2019-04-10,67,74.0,,0.74,49.58
2019-04-11,60,74.0,,0.74,44.4
2019-04-12,61,74.0,,0.74,45.14
2019-04-13,32,74.0,,0.74,23.68
2019-04-14,11,74.0,,0.74,8.14
2019-04-15,62,74.0,,0.74,45.88
2019-04-16,76,74.0,,0.74,56.24
2019-04-17,86,74.0,,0.74,63.64
2019-04-18,84,74.0,,0.74,62.16
2019-04-19,37,74.0,,0.74,27.38
2019-04-20,17,74.0,,0.74,12.58
2019-04-21,12,74.0,,0.74,8.879999999999999
2019-04-22,71,74.0,,0.74,52.54
2019-04-23,79,74.0,,0.74,58.46
2019-04-24,82,74.0,,0.74,60.68
2019-04-25,92,74.0,,0.74,68.08
2019-04-26,92,74.0,,0.74,68.08
2019-04-27,22,74.0,,0.74,16.28
2019-04-28,17,74.0,,0.74,12.58
2019-04-29,62,74.0,,0.74,45.88
2019-04-30,60,74.0,,0.74,44.4
2019-05-01,39,78.0,False,0.78,30.42
2019-05-02,33,78.0,,0.78,25.740000000000002
2019-05-03,36,78.0,,0.78,28.080000000000002
2019-05-04,11,78.0,,0.78,8.58
2019-05-05,5,78.0,,0.78,3.9000000000000004
2019-05-06,29,78.0,,0.78,22.62
2019-05-07,27,78.0,,0.78,21.060000000000002
2019-05-08,34,78.0,,0.78,26.52
2019-05-09,30,78.0,,0.78,23.400000000000002
2019-05-10,28,78.0,,0.78,21.84
2019-05-11,8,78.0,,0.78,6.24
2019-05-12,5,78.0,,0.78,3.9000000000000004
2019-05-13,27,78.0,,0.78,21.060000000000002
2019-05-14,52,78.0,,0.78,40.56
2019-05-15,100,78.0,,0.78,78.0
2019-05-16,74,78.0,,0.78,57.72
2019-05-17,62,78.0,,0.78,48.36
2019-05-18,15,78.0,,0.78,11.700000000000001
2019-05-19,15,78.0,,0.78,11.700000000000001
2019-05-20,33,78.0,,0.78,25.740000000000002
2019-05-21,35,78.0,,0.78,27.3
2019-05-22,41,78.0,,0.78,31.98
2019-05-23,26,78.0,,0.78,20.28
2019-05-24,26,78.0,,0.78,20.28
2019-05-25,9,78.0,,0.78,7.0200000000000005
2019-05-26,4,78.0,,0.78,3.12
2019-05-27,6,78.0,,0.78,4.68
2019-05-28,28,78.0,,0.78,21.84
2019-05-29,30,78.0,,0.78,23.400000000000002
2019-05-30,27,78.0,,0.78,21.060000000000002
2019-05-31,29,78.0,,0.78,22.62
2019-06-01,20,68.0,False,0.68,13.600000000000001
2019-06-02,16,68.0,,0.68,10.88
2019-06-03,57,68.0,,0.68,38.760000000000005
2019-06-04,64,68.0,,0.68,43.52
2019-06-05,68,68.0,,0.68,46.24
2019-06-06,89,68.0,,0.68,60.52
2019-06-07,54,68.0,,0.68,36.720000000000006
2019-06-08,18,68.0,,0.68,12.24
2019-06-09,16,68.0,,0.68,10.88
2019-06-10,63,68.0,,0.68,42.84
2019-06-11,77,68.0,,0.68,52.36000000000001
2019-06-12,72,68.0,,0.68,48.96
2019-06-13,74,68.0,,0.68,50.32
2019-06-14,60,68.0,,0.68,40.800000000000004
2019-06-15,18,68.0,,0.68,12.24
2019-06-16,16,68.0,,0.68,10.88
2019-06-17,65,68.0,,0.68,44.2
2019-06-18,72,68.0,,0.68,48.96
2019-06-19,68,68.0,,0.68,46.24
2019-06-20,93,68.0,,0.68,63.24
2019-06-21,82,68.0,,0.68,55.760000000000005
2019-06-22,20,68.0,,0.68,13.600000000000001
2019-06-23,17,68.0,,0.68,11.56
2019-06-24,48,68.0,,0.68,32.64
2019-06-25,61,68.0,,0.68,41.480000000000004
2019-06-26,63,68.0,,0.68,42.84
2019-06-27,78,68.0,,0.68,53.040000000000006
2019-06-28,100,68.0,,0.68,68.0
2019-06-29,31,68.0,,0.68,21.080000000000002
2019-06-30,11,68.0,,0.68,7.48
2019-07-01,90,68.0,False,0.68,61.2
2019-07-02,100,68.0,,0.68,68.0
2019-07-03,91,68.0,,0.68,61.88
2019-07-04,25,68.0,,0.68,17.0
2019-07-05,45,68.0,,0.68,30.6
2019-07-06,9,68.0,,0.68,6.12
2019-07-07,17,68.0,,0.68,11.56
2019-07-08,59,68.0,,0.68,40.120000000000005
2019-07-09,71,68.0,,0.68,48.28
2019-07-10,75,68.0,,0.68,51.00000000000001
2019-07-11,82,68.0,,0.68,55.760000000000005
2019-07-12,62,68.0,,0.68,42.160000000000004
2019-07-13,26,68.0,,0.68,17.68
2019-07-14,17,68.0,,0.68,11.56
2019-07-15,95,68.0,,0.68,64.60000000000001
2019-07-16,56,68.0,,0.68,38.080000000000005
2019-07-17,62,68.0,,0.68,42.160000000000004
2019-07-18,60,68.0,,0.68,40.800000000000004
2019-07-19,66,68.0,,0.68,44.88
2019-07-20,20,68.0,,0.68,13.600000000000001
2019-07-21,16,68.0,,0.68,10.88
2019-07-22,50,68.0,,0.68,34.0
2019-07-23,67,68.0,,0.68,45.56
2019-07-24,44,68.0,,0.68,29.92
2019-07-25,58,68.0,,0.68,39.440000000000005
2019-07-26,70,68.0,,0.68,47.6
2019-07-27,9,68.0,,0.68,6.12
2019-07-28,17,68.0,,0.68,11.56
2019-07-29,51,68.0,,0.68,34.68
2019-07-30,70,68.0,,0.68,47.6
2019-07-31,58,68.0,,0.68,39.440000000000005
2019-08-01,26,94.0,False,0.94,24.439999999999998
2019-08-02,29,94.0,,0.94,27.259999999999998
2019-08-03,11,94.0,,0.94,10.34
2019-08-04,2,94.0,,0.94,1.88
2019-08-05,25,94.0,,0.94,23.5
2019-08-06,31,94.0,,0.94,29.139999999999997
2019-08-07,27,94.0,,0.94,25.38
2019-08-08,37,94.0,,0.94,34.78
2019-08-09,22,94.0,,0.94,20.68
2019-08-10,8,94.0,,0.94,7.52
2019-08-11,3,94.0,,0.94,2.82
2019-08-12,26,94.0,,0.94,24.439999999999998
2019-08-13,46,94.0,,0.94,43.239999999999995
2019-08-14,94,94.0,,0.94,88.36
2019-08-15,100,94.0,,0.94,94.0
2019-08-16,65,94.0,,0.94,61.099999999999994
2019-08-17,11,94.0,,0.94,10.34
2019-08-18,7,94.0,,0.94,6.58
2019-08-19,35,94.0,,0.94,32.9
2019-08-20,31,94.0,,0.94,29.139999999999997
2019-08-21,32,94.0,,0.94,30.08
2019-08-22,34,94.0,,0.94,31.959999999999997
2019-08-23,26,94.0,,0.94,24.439999999999998
2019-08-24,12,94.0,,0.94,11.28
2019-08-25,3,94.0,,0.94,2.82
