date,F_unscaled,F_monthly,isPartial,scale,F
2017-12-30,96,86.0,,0.86,82.56
2017-12-31,99,86.0,,0.86,85.14
2018-01-01,87,95.0,False,0.95,82.64999999999999
2018-01-02,83,95.0,,0.95,78.85
2018-01-03,85,95.0,,0.95,80.75
2018-01-04,86,95.0,,0.95,81.7
2018-01-05,92,95.0,,0.95,87.39999999999999
2018-01-06,100,95.0,,0.95,95.0
2018-01-07,99,95.0,,0.95,94.05
2018-01-08,90,95.0,,0.95,85.5
2018-01-09,92,95.0,,0.95,87.39999999999999
2018-01-10,92,95.0,,0.95,87.39999999999999
2018-01-11,92,95.0,,0.95,87.39999999999999
2018-01-12,94,95.0,,0.95,89.3
2018-01-13,95,95.0,,0.95,90.25
2018-01-14,97,95.0,,0.95,92.14999999999999
2018-01-15,93,95.0,,0.95,88.35
2018-01-16,93,95.0,,0.95,88.35
2018-01-17,93,95.0,,0.95,88.35
2018-01-18,91,95.0,,0.95,86.45
2018-01-19,87,95.0,,0.95,82.64999999999999
2018-01-20,87,95.0,,0.95,82.64999999999999
2018-01-21,86,95.0,,0.95,81.7
2018-01-22,87,95.0,,0.95,82.64999999999999
2018-01-23,89,95.0,,0.95,84.55
2018-01-24,87,95.0,,0.95,82.64999999999999
2018-01-25,90,95.0,,0.95,85.5
2018-01-26,87,95.0,,0.95,82.64999999999999
2018-01-27,88,95.0,,0.95,83.6
2018-01-28,85,95.0,,0.95,80.75
2018-01-29,86,95.0,,0.95,81.7
2018-01-30,87,95.0,,0.95,82.64999999999999
2018-01-31,90,95.0,,0.95,85.5
2018-02-01,98,88.0,False,0.88,86.24
2018-02-02,97,88.0,,0.88,85.36
2018-02-03,96,88.0,,0.88,84.48
2018-02-04,95,88.0,,0.88,83.6
2018-02-05,94,88.0,,0.88,82.72
2018-02-06,100,88.0,,0.88,88.0
2018-02-07,96,88.0,,0.88,84.48
2018-02-08,97,88.0,,0.88,85.36
2018-02-09,97,88.0,,0.88,85.36
2018-02-10,90,88.0,,0.88,79.2
2018-02-11,93,88.0,,0.88,81.84
2018-02-12,99,88.0,,0.88,87.12
2018-02-13,98,88.0,,0.88,86.24
2018-02-14,95,88.0,,0.88,83.6
2018-02-15,95,88.0,,0.88,83.6
2018-02-16,92,88.0,,0.88,80.96
2018-02-17,95,88.0,,0.88,83.6
2018-02-18,94,88.0,,0.88,82.72
2018-02-19,94,88.0,,0.88,82.72
2018-02-20,96,88.0,,0.88,84.48
2018-02-21,96,88.0,,0.88,84.48
2018-02-22,97,88.0,,0.88,85.36
2018-02-23,93,88.0,,0.88,81.84
2018-02-24,91,88.0,,0.88,80.08
2018-02-25,97,88.0,,0.88,85.36
2018-02-26,94,88.0,,0.88,82.72
2018-02-27,93,88.0,,0.88,81.84
2018-02-28,97,88.0,,0.88,85.36
2018-03-01,94,84.0,False,0.84,78.96
2018-03-02,93,84.0,,0.84,78.11999999999999
2018-03-03,89,84.0,,0.84,74.75999999999999
2018-03-04,91,84.0,,0.84,76.44
2018-03-05,94,84.0,,0.84,78.96
2018-03-06,100,84.0,,0.84,84.0
2018-03-07,100,84.0,,0.84,84.0
2018-03-08,96,84.0,,0.84,80.64
2018-03-09,96,84.0,,0.84,80.64
2018-03-10,94,84.0,,0.84,78.96
2018-03-11,94,84.0,,0.84,78.96
2018-03-12,96,84.0,,0.84,80.64
2018-03-13,97,84.0,,0.84,81.48
2018-03-14,95,84.0,,0.84,79.8
2018-03-15,100,84.0,,0.84,84.0
2018-03-16,98,84.0,,0.84,82.32
2018-03-17,89,84.0,,0.84,74.75999999999999
2018-03-18,93,84.0,,0.84,78.11999999999999
2018-03-19,98,84.0,,0.84,82.32
2018-03-20,92,84.0,,0.84,77.28
2018-03-21,93,84.0,,0.84,78.11999999999999
2018-03-22,95,84.0,,0.84,79.8
2018-03-23,93,84.0,,0.84,78.11999999999999
2018-03-24,87,84.0,,0.84,73.08
2018-03-25,90,84.0,,0.84,75.6
2018-03-26,98,84.0,,0.84,82.32
2018-03-27,94,84.0,,0.84,78.96
2018-03-28,95,84.0,,0.84,79.8
2018-03-29,98,84.0,,0.84,82.32
2018-03-30,87,84.0,,0.84,73.08
2018-03-31,91,84.0,,0.84,76.44
2018-04-01,92,85.0,False,0.85,78.2
2018-04-02,97,85.0,,0.85,82.45
2018-04-03,92,85.0,,0.85,78.2
2018-04-04,96,85.0,,0.85,81.6
2018-04-05,98,85.0,,0.85,83.3
2018-04-06,93,85.0,,0.85,79.05
2018-04-07,91,85.0,,0.85,77.35
2018-04-08,95,85.0,,0.85,80.75
2018-04-09,100,85.0,,0.85,85.0
2018-04-10,100,85.0,,0.85,85.0
2018-04-11,97,85.0,,0.85,82.45
2018-04-12,95,85.0,,0.85,80.75
2018-04-13,92,85.0,,0.85,78.2
2018-04-14,93,85.0,,0.85,79.05
2018-04-15,95,85.0,,0.85,80.75
2018-04-16,100,85.0,,0.85,85.0
2018-04-17,98,85.0,,0.85,83.3
2018-04-18,94,85.0,,0.85,79.89999999999999
2018-04-19,99,85.0,,0.85,84.14999999999999
2018-04-20,95,85.0,,0.85,80.75
2018-04-21,89,85.0,,0.85,75.64999999999999
2018-04-22,92,85.0,,0.85,78.2
2018-04-23,97,85.0,,0.85,82.45
2018-04-24,98,85.0,,0.85,83.3
2018-04-25,93,85.0,,0.85,79.05
2018-04-26,94,85.0,,0.85,79.89999999999999
2018-04-27,92,85.0,,0.85,78.2
2018-04-28,90,85.0,,0.85,76.5
2018-04-29,93,85.0,,0.85,79.05
2018-04-30,96,85.0,,0.85,81.6
2018-05-01,97,81.0,False,0.81,78.57000000000001
2018-05-02,96,81.0,,0.81,77.76
2018-05-03,100,81.0,,0.81,81.0
2018-05-04,92,81.0,,0.81,74.52000000000001
2018-05-05,91,81.0,,0.81,73.71000000000001
2018-05-06,92,81.0,,0.81,74.52000000000001
2018-05-07,97,81.0,,0.81,78.57000000000001
2018-05-08,94,81.0,,0.81,76.14
2018-05-09,94,81.0,,0.81,76.14
2018-05-10,99,81.0,,0.81,80.19000000000001
2018-05-11,98,81.0,,0.81,79.38000000000001
2018-05-12,92,81.0,,0.81,74.52000000000001
2018-05-13,88,81.0,,0.81,71.28
2018-05-14,98,81.0,,0.81,79.38000000000001
2018-05-15,97,81.0,,0.81,78.57000000000001
2018-05-16,92,81.0,,0.81,74.52000000000001
2018-05-17,93,81.0,,0.81,75.33
2018-05-18,94,81.0,,0.81,76.14
2018-05-19,87,81.0,,0.81,70.47
2018-05-20,88,81.0,,0.81,71.28
2018-05-21,95,81.0,,0.81,76.95
2018-05-22,92,81.0,,0.81,74.52000000000001
2018-05-23,98,81.0,,0.81,79.38000000000001
2018-05-24,97,81.0,,0.81,78.57000000000001
2018-05-25,90,81.0,,0.81,72.9
2018-05-26,90,81.0,,0.81,72.9
2018-05-27,91,81.0,,0.81,73.71000000000001
2018-05-28,94,81.0,,0.81,76.14
2018-05-29,91,81.0,,0.81,73.71000000000001
2018-05-30,89,81.0,,0.81,72.09
2018-05-31,93,81.0,,0.81,75.33
2018-06-01,70,83.0,False,0.83,58.099999999999994
2018-06-02,71,83.0,,0.83,58.93
2018-06-03,69,83.0,,0.83,57.269999999999996
2018-06-04,69,83.0,,0.83,57.269999999999996
2018-06-05,71,83.0,,0.83,58.93
2018-06-06,71,83.0,,0.83,58.93
2018-06-07,76,83.0,,0.83,63.08
2018-06-08,67,83.0,,0.83,55.61
2018-06-09,67,83.0,,0.83,55.61
2018-06-10,66,83.0,,0.83,54.779999999999994
2018-06-11,70,83.0,,0.83,58.099999999999994
2018-06-12,68,83.0,,0.83,56.44
2018-06-13,72,83.0,,0.83,59.76
2018-06-14,71,83.0,,0.83,58.93
2018-06-15,67,83.0,,0.83,55.61
2018-06-16,66,83.0,,0.83,54.779999999999994
2018-06-17,83,83.0,,0.83,68.89
2018-06-18,74,83.0,,0.83,61.419999999999995
2018-06-19,68,83.0,,0.83,56.44
2018-06-20,70,83.0,,0.83,58.099999999999994
2018-06-21,69,83.0,,0.83,57.269999999999996
2018-06-22,69,83.0,,0.83,57.269999999999996
2018-06-23,85,83.0,,0.83,70.55
2018-06-24,75,83.0,,0.83,62.25
2018-06-25,70,83.0,,0.83,58.099999999999994
2018-06-26,72,83.0,,0.83,59.76
2018-06-27,100,83.0,,0.83,83.0
2018-06-28,73,83.0,,0.83,60.589999999999996
2018-06-29,70,83.0,,0.83,58.099999999999994
2018-06-30,71,83.0,,0.83,58.93
2018-07-01,99,80.0,False,0.8,79.2
2018-07-02,98,80.0,,0.8,78.4
2018-07-03,93,80.0,,0.8,74.4
2018-07-04,92,80.0,,0.8,73.60000000000001
2018-07-05,93,80.0,,0.8,74.4
2018-07-06,97,80.0,,0.8,77.60000000000001
2018-07-07,93,80.0,,0.8,74.4
2018-07-08,93,80.0,,0.8,74.4
2018-07-09,92,80.0,,0.8,73.60000000000001
2018-07-10,90,80.0,,0.8,72.0
2018-07-11,92,80.0,,0.8,73.60000000000001
2018-07-12,91,80.0,,0.8,72.8
2018-07-13,96,80.0,,0.8,76.80000000000001
2018-07-14,92,80.0,,0.8,73.60000000000001
2018-07-15,92,80.0,,0.8,73.60000000000001
2018-07-16,96,80.0,,0.8,76.80000000000001
2018-07-17,95,80.0,,0.8,76.0
2018-07-18,92,80.0,,0.8,73.60000000000001
2018-07-19,92,80.0,,0.8,73.60000000000001
2018-07-20,93,80.0,,0.8,74.4
2018-07-21,94,80.0,,0.8,75.2
2018-07-22,93,80.0,,0.8,74.4
2018-07-23,99,80.0,,0.8,79.2
2018-07-24,95,80.0,,0.8,76.0
2018-07-25,94,80.0,,0.8,75.2
2018-07-26,100,80.0,,0.8,80.0
2018-07-27,93,80.0,,0.8,74.4
2018-07-28,91,80.0,,0.8,72.8
2018-07-29,98,80.0,,0.8,78.4
2018-07-30,92,80.0,,0.8,73.60000000000001
2018-07-31,93,80.0,,0.8,74.4
2018-08-01,89,81.0,False,0.81,72.09
2018-08-02,86,81.0,,0.81,69.66000000000001
2018-08-03,86,81.0,,0.81,69.66000000000001
2018-08-04,91,81.0,,0.81,73.71000000000001
2018-08-05,87,81.0,,0.81,70.47
2018-08-06,89,81.0,,0.81,72.09
2018-08-07,89,81.0,,0.81,72.09
2018-08-08,88,81.0,,0.81,71.28
2018-08-09,86,81.0,,0.81,69.66000000000001
2018-08-10,86,81.0,,0.81,69.66000000000001
2018-08-11,84,81.0,,0.81,68.04
2018-08-12,84,81.0,,0.81,68.04
2018-08-13,88,81.0,,0.81,71.28
2018-08-14,92,81.0,,0.81,74.52000000000001
2018-08-15,96,81.0,,0.81,77.76
2018-08-16,92,81.0,,0.81,74.52000000000001
2018-08-17,88,81.0,,0.81,71.28
2018-08-18,90,81.0,,0.81,72.9
2018-08-19,88,81.0,,0.81,71.28
2018-08-20,87,81.0,,0.81,70.47
2018-08-21,91,81.0,,0.81,73.71000000000001
2018-08-22,92,81.0,,0.81,74.52000000000001
2018-08-23,93,81.0,,0.81,75.33
2018-08-24,88,81.0,,0.81,71.28
2018-08-25,86,81.0,,0.81,69.66000000000001
2018-08-26,91,81.0,,0.81,73.71000000000001
2018-08-27,93,81.0,,0.81,75.33
2018-08-28,100,81.0,,0.81,81.0
2018-08-29,98,81.0,,0.81,79.38000000000001
2018-08-30,94,81.0,,0.81,76.14
2018-08-31,91,81.0,,0.81,73.71000000000001
2018-09-01,89,87.0,False,0.87,77.42999999999999
2018-09-02,92,87.0,,0.87,80.04
2018-09-03,94,87.0,,0.87,81.78
2018-09-04,98,87.0,,0.87,85.26
2018-09-05,97,87.0,,0.87,84.39
2018-09-06,96,87.0,,0.87,83.52
2018-09-07,91,87.0,,0.87,79.17
2018-09-08,91,87.0,,0.87,79.17
2018-09-09,90,87.0,,0.87,78.3
2018-09-10,93,87.0,,0.87,80.91
2018-09-11,95,87.0,,0.87,82.65
2018-09-12,97,87.0,,0.87,84.39
2018-09-13,97,87.0,,0.87,84.39
2018-09-14,94,87.0,,0.87,81.78
2018-09-15,89,87.0,,0.87,77.42999999999999
2018-09-16,94,87.0,,0.87,81.78
2018-09-17,99,87.0,,0.87,86.13
2018-09-18,98,87.0,,0.87,85.26
2018-09-19,96,87.0,,0.87,83.52
2018-09-20,99,87.0,,0.87,86.13
2018-09-21,99,87.0,,0.87,86.13
2018-09-22,91,87.0,,0.87,79.17
2018-09-23,96,87.0,,0.87,83.52
2018-09-24,100,87.0,,0.87,87.0
2018-09-25,99,87.0,,0.87,86.13
2018-09-26,97,87.0,,0.87,84.39
2018-09-27,97,87.0,,0.87,84.39
2018-09-28,97,87.0,,0.87,84.39
2018-09-29,93,87.0,,0.87,80.91
2018-09-30,95,87.0,,0.87,82.65
2018-10-01,95,87.0,False,0.87,82.65
2018-10-02,93,87.0,,0.87,80.91
2018-10-03,91,87.0,,0.87,79.17
2018-10-04,95,87.0,,0.87,82.65
2018-10-05,91,87.0,,0.87,79.17
2018-10-06,85,87.0,,0.87,73.95
2018-10-07,87,87.0,,0.87,75.69
2018-10-08,93,87.0,,0.87,80.91
2018-10-09,95,87.0,,0.87,82.65
2018-10-10,99,87.0,,0.87,86.13
2018-10-11,97,87.0,,0.87,84.39
2018-10-12,100,87.0,,0.87,87.0
2018-10-13,88,87.0,,0.87,76.56
2018-10-14,88,87.0,,0.87,76.56
2018-10-15,100,87.0,,0.87,87.0
2018-10-16,99,87.0,,0.87,86.13
2018-10-17,94,87.0,,0.87,81.78
2018-10-18,98,87.0,,0.87,85.26
2018-10-19,96,87.0,,0.87,83.52
2018-10-20,86,87.0,,0.87,74.82
2018-10-21,92,87.0,,0.87,80.04
2018-10-22,92,87.0,,0.87,80.04
2018-10-23,95,87.0,,0.87,82.65
2018-10-24,95,87.0,,0.87,82.65
2018-10-25,98,87.0,,0.87,85.26
2018-10-26,93,87.0,,0.87,80.91
2018-10-27,87,87.0,,0.87,75.69
2018-10-28,87,87.0,,0.87,75.69
2018-10-29,96,87.0,,0.87,83.52
2018-10-30,94,87.0,,0.87,81.78
2018-10-31,93,87.0,,0.87,80.91
2018-11-01,94,86.0,False,0.86,80.84
2018-11-02,95,86.0,,0.86,81.7
2018-11-03,87,86.0,,0.86,74.82
2018-11-04,93,86.0,,0.86,79.98
2018-11-05,95,86.0,,0.86,81.7
2018-11-06,95,86.0,,0.86,81.7
2018-11-07,90,86.0,,0.86,77.4
2018-11-08,96,86.0,,0.86,82.56
2018-11-09,93,86.0,,0.86,79.98
2018-11-10,87,86.0,,0.86,74.82
2018-11-11,85,86.0,,0.86,73.1
2018-11-12,96,86.0,,0.86,82.56
2018-11-13,100,86.0,,0.86,86.0
2018-11-14,96,86.0,,0.86,82.56
2018-11-15,96,86.0,,0.86,82.56
2018-11-16,96,86.0,,0.86,82.56
2018-11-17,87,86.0,,0.86,74.82
2018-11-18,86,86.0,,0.86,73.96
2018-11-19,94,86.0,,0.86,80.84
2018-11-20,95,86.0,,0.86,81.7
2018-11-21,88,86.0,,0.86,75.67999999999999
2018-11-22,91,86.0,,0.86,78.26
2018-11-23,84,86.0,,0.86,72.24
2018-11-24,87,86.0,,0.86,74.82
2018-11-25,83,86.0,,0.86,71.38
2018-11-26,88,86.0,,0.86,75.67999999999999
2018-11-27,94,86.0,,0.86,80.84
2018-11-28,97,86.0,,0.86,83.42
2018-11-29,97,86.0,,0.86,83.42
2018-11-30,94,86.0,,0.86,80.84
2018-12-01,90,88.0,False,0.88,79.2
2018-12-02,93,88.0,,0.88,81.84
2018-12-03,100,88.0,,0.88,88.0
2018-12-04,100,88.0,,0.88,88.0
2018-12-05,95,88.0,,0.88,83.6
2018-12-06,97,88.0,,0.88,85.36
2018-12-07,96,88.0,,0.88,84.48
2018-12-08,87,88.0,,0.88,76.56
2018-12-09,88,88.0,,0.88,77.44
2018-12-10,92,88.0,,0.88,80.96
2018-12-11,95,88.0,,0.88,83.6
2018-12-12,95,88.0,,0.88,83.6
2018-12-13,92,88.0,,0.88,80.96
2018-12-14,91,88.0,,0.88,80.08
2018-12-15,86,88.0,,0.88,75.68
2018-12-16,91,88.0,,0.88,80.08
2018-12-17,90,88.0,,0.88,79.2
2018-12-18,90,88.0,,0.88,79.2
2018-12-19,88,88.0,,0.88,77.44
2018-12-20,90,88.0,,0.88,79.2
2018-12-21,88,88.0,,0.88,77.44
2018-12-22,83,88.0,,0.88,73.04
2018-12-23,83,88.0,,0.88,73.04
2018-12-24,90,88.0,,0.88,79.2
2018-12-25,90,88.0,,0.88,79.2
2018-12-26,86,88.0,,0.88,75.68
2018-12-27,90,88.0,,0.88,79.2
2018-12-28,92,88.0,,0.88,80.96
2018-12-29,98,88.0,,0.88,86.24
2018-12-30,96,88.0,,0.88,84.48
2018-12-31,91,88.0,,0.88,80.08
2019-01-01,80,87.0,False,0.87,69.6
2019-01-02,82,87.0,,0.87,71.34
2019-01-03,82,87.0,,0.87,71.34
2019-01-04,100,87.0,,0.87,87.0
2019-01-05,80,87.0,,0.87,69.6
2019-01-06,79,87.0,,0.87,68.73
2019-01-07,79,87.0,,0.87,68.73
2019-01-08,79,87.0,,0.87,68.73
2019-01-09,82,87.0,,0.87,71.34
2019-01-10,81,87.0,,0.87,70.47
2019-01-11,82,87.0,,0.87,71.34
2019-01-12,79,87.0,,0.87,68.73
2019-01-13,81,87.0,,0.87,70.47
2019-01-14,83,87.0,,0.87,72.21
2019-01-15,86,87.0,,0.87,74.82
2019-01-16,87,87.0,,0.87,75.69
2019-01-17,84,87.0,,0.87,73.08
2019-01-18,81,87.0,,0.87,70.47
2019-01-19,80,87.0,,0.87,69.6
2019-01-20,84,87.0,,0.87,73.08
2019-01-21,85,87.0,,0.87,73.95
2019-01-22,88,87.0,,0.87,76.56
2019-01-23,84,87.0,,0.87,73.08
2019-01-24,88,87.0,,0.87,76.56
2019-01-25,90,87.0,,0.87,78.3
2019-01-26,80,87.0,,0.87,69.6
2019-01-27,86,87.0,,0.87,74.82
2019-01-28,84,87.0,,0.87,73.08
2019-01-29,89,87.0,,0.87,77.42999999999999
2019-01-30,96,87.0,,0.87,83.52
2019-01-31,97,87.0,,0.87,84.39
2019-02-01,96,91.0,False,0.91,87.36
2019-02-02,93,91.0,,0.91,84.63000000000001
2019-02-03,92,91.0,,0.91,83.72
2019-02-04,92,91.0,,0.91,83.72
2019-02-05,98,91.0,,0.91,89.18
2019-02-06,96,91.0,,0.91,87.36
2019-02-07,97,91.0,,0.91,88.27
2019-02-08,96,91.0,,0.91,87.36
2019-02-09,96,91.0,,0.91,87.36
2019-02-10,92,91.0,,0.91,83.72
2019-02-11,93,91.0,,0.91,84.63000000000001
2019-02-12,92,91.0,,0.91,83.72
2019-02-13,100,91.0,,0.91,91.0
2019-02-14,90,91.0,,0.91,81.9
2019-02-15,94,91.0,,0.91,85.54
2019-02-16,89,91.0,,0.91,80.99000000000001
2019-02-17,91,91.0,,0.91,82.81
2019-02-18,95,91.0,,0.91,86.45
2019-02-19,97,91.0,,0.91,88.27
2019-02-20,95,91.0,,0.91,86.45
2019-02-21,95,91.0,,0.91,86.45
2019-02-22,94,91.0,,0.91,85.54
2019-02-23,86,91.0,,0.91,78.26
2019-02-24,92,91.0,,0.91,83.72
2019-02-25,92,91.0,,0.91,83.72
2019-02-26,96,91.0,,0.91,87.36
2019-02-27,94,91.0,,0.91,85.54
2019-02-28,96,91.0,,0.91,87.36
2019-03-01,91,85.0,False,0.85,77.35
2019-03-02,85,85.0,,0.85,72.25
2019-03-03,89,85.0,,0.85,75.64999999999999
2019-03-04,98,85.0,,0.85,83.3
2019-03-05,92,85.0,,0.85,78.2
2019-03-06,93,85.0,,0.85,79.05
2019-03-07,90,85.0,,0.85,76.5
2019-03-08,93,85.0,,0.85,79.05
2019-03-09,89,85.0,,0.85,75.64999999999999
2019-03-10,87,85.0,,0.85,73.95
2019-03-11,90,85.0,,0.85,76.5
2019-03-12,89,85.0,,0.85,75.64999999999999
2019-03-13,92,85.0,,0.85,78.2
2019-03-14,90,85.0,,0.85,76.5
2019-03-15,87,85.0,,0.85,73.95
2019-03-16,86,85.0,,0.85,73.1
2019-03-17,89,85.0,,0.85,75.64999999999999
2019-03-18,95,85.0,,0.85,80.75
2019-03-19,96,85.0,,0.85,81.6
2019-03-20,100,85.0,,0.85,85.0
2019-03-21,95,85.0,,0.85,80.75
2019-03-22,90,85.0,,0.85,76.5
2019-03-23,91,85.0,,0.85,77.35
2019-03-24,91,85.0,,0.85,77.35
2019-03-25,91,85.0,,0.85,77.35
2019-03-26,94,85.0,,0.85,79.89999999999999
2019-03-27,96,85.0,,0.85,81.6
2019-03-28,93,85.0,,0.85,79.05
2019-03-29,94,85.0,,0.85,79.89999999999999
2019-03-30,88,85.0,,0.85,74.8
2019-03-31,89,85.0,,0.85,75.64999999999999
2019-04-01,96,87.0,False,0.87,83.52
2019-04-02,96,87.0,,0.87,83.52
2019-04-03,95,87.0,,0.87,82.65
2019-04-04,92,87.0,,0.87,80.04
2019-04-05,99,87.0,,0.87,86.13
2019-04-06,89,87.0,,0.87,77.42999999999999
2019-04-07,94,87.0,,0.87,81.78
2019-04-08,98,87.0,,0.87,85.26
2019-04-09,91,87.0,,0.87,79.17
2019-04-10,99,87.0,,0.87,86.13
2019-04-11,94,87.0,,0.87,81.78
2019-04-12,95,87.0,,0.87,82.65
2019-04-13,94,87.0,,0.87,81.78
2019-04-14,95,87.0,,0.87,82.65
2019-04-15,97,87.0,,0.87,84.39
2019-04-16,94,87.0,,0.87,81.78
2019-04-17,93,87.0,,0.87,80.91
2019-04-18,98,87.0,,0.87,85.26
2019-04-19,93,87.0,,0.87,80.91
2019-04-20,93,87.0,,0.87,80.91
2019-04-21,95,87.0,,0.87,82.65
2019-04-22,94,87.0,,0.87,81.78
2019-04-23,98,87.0,,0.87,85.26
2019-04-24,97,87.0,,0.87,84.39
2019-04-25,98,87.0,,0.87,85.26
2019-04-26,95,87.0,,0.87,82.65
2019-04-27,89,87.0,,0.87,77.42999999999999
2019-04-28,91,87.0,,0.87,79.17
2019-04-29,100,87.0,,0.87,87.0
2019-04-30,98,87.0,,0.87,85.26
2019-05-01,55,91.0,False,0.91,50.050000000000004
2019-05-02,54,91.0,,0.91,49.14
2019-05-03,53,91.0,,0.91,48.230000000000004
2019-05-04,49,91.0,,0.91,44.59
2019-05-05,49,91.0,,0.91,44.59
2019-05-06,51,91.0,,0.91,46.410000000000004
2019-05-07,53,91.0,,0.91,48.230000000000004
2019-05-08,52,91.0,,0.91,47.32
2019-05-09,52,91.0,,0.91,47.32
2019-05-10,53,91.0,,0.91,48.230000000000004
2019-05-11,51,91.0,,0.91,46.410000000000004
2019-05-12,53,91.0,,0.91,48.230000000000004
2019-05-13,56,91.0,,0.91,50.96
2019-05-14,56,91.0,,0.91,50.96
2019-05-15,55,91.0,,0.91,50.050000000000004
2019-05-16,54,91.0,,0.91,49.14
2019-05-17,57,91.0,,0.91,51.870000000000005
2019-05-18,52,91.0,,0.91,47.32
2019-05-19,67,91.0,,0.91,60.97
2019-05-20,100,91.0,,0.91,91.0
2019-05-21,67,91.0,,0.91,60.97
2019-05-22,58,91.0,,0.91,52.78
2019-05-23,54,91.0,,0.91,49.14
2019-05-24,53,91.0,,0.91,48.230000000000004
2019-05-25,51,91.0,,0.91,46.410000000000004
2019-05-26,50,91.0,,0.91,45.5
2019-05-27,55,91.0,,0.91,50.050000000000004
2019-05-28,56,91.0,,0.91,50.96
2019-05-29,53,91.0,,0.91,48.230000000000004
2019-05-30,52,91.0,,0.91,47.32
2019-05-31,51,91.0,,0.91,46.410000000000004
2019-06-01,83,84.0,False,0.84,69.72
2019-06-02,83,84.0,,0.84,69.72
2019-06-03,84,84.0,,0.84,70.56
2019-06-04,83,84.0,,0.84,69.72
2019-06-05,84,84.0,,0.84,70.56
2019-06-06,84,84.0,,0.84,70.56
2019-06-07,84,84.0,,0.84,70.56
2019-06-08,80,84.0,,0.84,67.2
2019-06-09,82,84.0,,0.84,68.88
2019-06-10,87,84.0,,0.84,73.08
2019-06-11,89,84.0,,0.84,74.75999999999999
2019-06-12,86,84.0,,0.84,72.24
2019-06-13,89,84.0,,0.84,74.75999999999999
2019-06-14,80,84.0,,0.84,67.2
2019-06-15,83,84.0,,0.84,69.72
2019-06-16,86,84.0,,0.84,72.24
2019-06-17,82,84.0,,0.84,68.88
2019-06-18,86,84.0,,0.84,72.24
2019-06-19,83,84.0,,0.84,69.72
2019-06-20,81,84.0,,0.84,68.03999999999999
2019-06-21,82,84.0,,0.84,68.88
2019-06-22,85,84.0,,0.84,71.39999999999999
2019-06-23,85,84.0,,0.84,71.39999999999999
2019-06-24,89,84.0,,0.84,74.75999999999999
2019-06-25,87,84.0,,0.84,73.08
2019-06-26,92,84.0,,0.84,77.28
2019-06-27,88,84.0,,0.84,73.92
2019-06-28,100,84.0,,0.84,84.0
2019-06-29,94,84.0,,0.84,78.96
2019-06-30,90,84.0,,0.84,75.6
2019-07-01,89,85.0,False,0.85,75.64999999999999
2019-07-02,85,85.0,,0.85,72.25
2019-07-03,85,85.0,,0.85,72.25
2019-07-04,82,85.0,,0.85,69.7
2019-07-05,87,85.0,,0.85,73.95
2019-07-06,83,85.0,,0.85,70.55
2019-07-07,81,85.0,,0.85,68.85
2019-07-08,83,85.0,,0.85,70.55
2019-07-09,85,85.0,,0.85,72.25
2019-07-10,83,85.0,,0.85,70.55
2019-07-11,85,85.0,,0.85,72.25
2019-07-12,85,85.0,,0.85,72.25
2019-07-13,97,85.0,,0.85,82.45
2019-07-14,93,85.0,,0.85,79.05
2019-07-15,86,85.0,,0.85,73.1
2019-07-16,88,85.0,,0.85,74.8
2019-07-17,91,85.0,,0.85,77.35
2019-07-18,81,85.0,,0.85,68.85
2019-07-19,91,85.0,,0.85,77.35
2019-07-20,95,85.0,,0.85,80.75
2019-07-21,89,85.0,,0.85,75.64999999999999
2019-07-22,87,85.0,,0.85,73.95
2019-07-23,90,85.0,,0.85,76.5
2019-07-24,92,85.0,,0.85,78.2
2019-07-25,100,85.0,,0.85,85.0
2019-07-26,94,85.0,,0.85,79.89999999999999
2019-07-27,89,85.0,,0.85,75.64999999999999
2019-07-28,87,85.0,,0.85,73.95
2019-07-29,89,85.0,,0.85,75.64999999999999
2019-07-30,88,85.0,,0.85,74.8
2019-07-31,84,85.0,,0.85,71.39999999999999
2019-08-01,78,82.0,False,0.82,63.959999999999994
2019-08-02,100,82.0,,0.82,82.0
2019-08-03,89,82.0,,0.82,72.97999999999999
2019-08-04,84,82.0,,0.82,68.88
2019-08-05,84,82.0,,0.82,68.88
2019-08-06,81,82.0,,0.82,66.42
2019-08-07,83,82.0,,0.82,68.06
2019-08-08,80,82.0,,0.82,65.6
2019-08-09,82,82.0,,0.82,67.24
2019-08-10,81,82.0,,0.82,66.42
2019-08-11,82,82.0,,0.82,67.24
2019-08-12,83,82.0,,0.82,68.06
2019-08-13,86,82.0,,0.82,70.52
2019-08-14,84,82.0,,0.82,68.88
2019-08-15,82,82.0,,0.82,67.24
2019-08-16,84,82.0,,0.82,68.88
2019-08-17,83,82.0,,0.82,68.06
2019-08-18,82,82.0,,0.82,67.24
2019-08-19,85,82.0,,0.82,69.7
2019-08-20,87,82.0,,0.82,71.33999999999999
2019-08-21,88,82.0,,0.82,72.16
2019-08-22,84,82.0,,0.82,68.88
2019-08-23,85,82.0,,0.82,69.7
2019-08-24,83,82.0,,0.82,68.06
2019-08-25,85,82.0,,0.82,69.7
2019-08-26,86,82.0,,0.82,70.52
2019-08-27,85,82.0,,0.82,69.7
2019-08-28,86,82.0,,0.82,70.52
2019-08-29,85,82.0,,0.82,69.7
2019-08-30,81,82.0,,0.82,66.42
2019-08-31,82,82.0,,0.82,67.24
2019-09-01,87,86.0,False,0.86,74.82
2019-09-02,86,86.0,,0.86,73.96
