date,LINK_unscaled,LINK_monthly,isPartial,scale,LINK
2018-01-03,98,81.0,,0.81,79.38000000000001
2018-01-04,98,81.0,,0.81,79.38000000000001
2018-01-05,97,81.0,,0.81,78.57000000000001
2018-01-06,88,81.0,,0.81,71.28
2018-01-07,86,81.0,,0.81,69.66000000000001
2018-01-08,96,81.0,,0.81,77.76
2018-01-09,93,81.0,,0.81,75.33
2018-01-10,100,81.0,,0.81,81.0
2018-01-11,93,81.0,,0.81,75.33
2018-01-12,93,81.0,,0.81,75.33
2018-01-13,84,81.0,,0.81,68.04
2018-01-14,77,81.0,,0.81,62.370000000000005
2018-01-15,90,81.0,,0.81,72.9
2018-01-16,93,81.0,,0.81,75.33
2018-01-17,95,81.0,,0.81,76.95
2018-01-18,96,81.0,,0.81,77.76
2018-01-19,91,81.0,,0.81,73.71000000000001
2018-01-20,80,81.0,,0.81,64.80000000000001
2018-01-21,81,81.0,,0.81,65.61
2018-01-22,92,81.0,,0.81,74.52000000000001
2018-01-23,95,81.0,,0.81,76.95
2018-01-24,94,81.0,,0.81,76.14
2018-01-25,92,81.0,,0.81,74.52000000000001
2018-01-26,91,81.0,,0.81,73.71000000000001
2018-01-27,85,81.0,,0.81,68.85000000000001
2018-01-28,81,81.0,,0.81,65.61
2018-01-29,87,81.0,,0.81,70.47
2018-01-30,92,81.0,,0.81,74.52000000000001
2018-01-31,90,81.0,,0.81,72.9
2018-02-01,98,78.0,False,0.78,76.44
2018-02-02,92,78.0,,0.78,71.76
2018-02-03,84,78.0,,0.78,65.52
2018-02-04,85,78.0,,0.78,66.3
2018-02-05,92,78.0,,0.78,71.76
2018-02-06,98,78.0,,0.78,76.44
2018-02-07,98,78.0,,0.78,76.44
2018-02-08,97,78.0,,0.78,75.66
2018-02-09,93,78.0,,0.78,72.54
2018-02-10,81,78.0,,0.78,63.18
2018-02-11,80,78.0,,0.78,62.400000000000006
2018-02-12,95,78.0,,0.78,74.10000000000001
2018-02-13,92,78.0,,0.78,71.76
2018-02-14,92,78.0,,0.78,71.76
2018-02-15,93,78.0,,0.78,72.54
2018-02-16,96,78.0,,0.78,74.88
2018-02-17,84,78.0,,0.78,65.52
2018-02-18,85,78.0,,0.78,66.3
2018-02-19,89,78.0,,0.78,69.42
2018-02-20,98,78.0,,0.78,76.44
2018-02-21,95,78.0,,0.78,74.10000000000001
2018-02-22,96,78.0,,0.78,74.88
2018-02-23,96,78.0,,0.78,74.88
2018-02-24,82,78.0,,0.78,63.96
2018-02-25,82,78.0,,0.78,63.96
2018-02-26,93,78.0,,0.78,72.54
2018-02-27,97,78.0,,0.78,75.66
2018-02-28,100,78.0,,0.78,78.0
2018-03-01,100,78.0,False,0.78,78.0
2018-03-02,90,78.0,,0.78,70.2
2018-03-03,84,78.0,,0.78,65.52
2018-03-04,83,78.0,,0.78,64.74000000000001
2018-03-05,94,78.0,,0.78,73.32000000000001
2018-03-06,94,78.0,,0.78,73.32000000000001
2018-03-07,91,78.0,,0.78,70.98
2018-03-08,91,78.0,,0.78,70.98
2018-03-09,90,78.0,,0.78,70.2
2018-03-10,82,78.0,,0.78,63.96
2018-03-11,83,78.0,,0.78,64.74000000000001
2018-03-12,95,78.0,,0.78,74.10000000000001
2018-03-13,97,78.0,,0.78,75.66
2018-03-14,92,78.0,,0.78,71.76
2018-03-15,96,78.0,,0.78,74.88
2018-03-16,98,78.0,,0.78,76.44
2018-03-17,84,78.0,,0.78,65.52
2018-03-18,82,78.0,,0.78,63.96
2018-03-19,90,78.0,,0.78,70.2
2018-03-20,90,78.0,,0.78,70.2
2018-03-21,95,78.0,,0.78,74.10000000000001
2018-03-22,94,78.0,,0.78,73.32000000000001
2018-03-23,90,78.0,,0.78,70.2
2018-03-24,80,78.0,,0.78,62.400000000000006
2018-03-25,83,78.0,,0.78,64.74000000000001
2018-03-26,96,78.0,,0.78,74.88
2018-03-27,91,78.0,,0.78,70.98
2018-03-28,97,78.0,,0.78,75.66
2018-03-29,91,78.0,,0.78,70.98
2018-03-30,90,78.0,,0.78,70.2
2018-03-31,84,78.0,,0.78,65.52
2018-04-01,84,78.0,False,0.78,65.52
2018-04-02,98,78.0,,0.78,76.44
2018-04-03,100,78.0,,0.78,78.0
2018-04-04,98,78.0,,0.78,76.44
2018-04-05,98,78.0,,0.78,76.44
2018-04-06,92,78.0,,0.78,71.76
2018-04-07,86,78.0,,0.78,67.08
2018-04-08,82,78.0,,0.78,63.96
2018-04-09,97,78.0,,0.78,75.66
2018-04-10,100,78.0,,0.78,78.0
2018-04-11,95,78.0,,0.78,74.10000000000001
2018-04-12,94,78.0,,0.78,73.32000000000001
2018-04-13,94,78.0,,0.78,73.32000000000001
2018-04-14,81,78.0,,0.78,63.18
2018-04-15,81,78.0,,0.78,63.18
2018-04-16,94,78.0,,0.78,73.32000000000001
2018-04-17,96,78.0,,0.78,74.88
2018-04-18,94,78.0,,0.78,73.32000000000001
2018-04-19,98,78.0,,0.78,76.44
2018-04-20,87,78.0,,0.78,67.86
2018-04-21,82,78.0,,0.78,63.96
2018-04-22,81,78.0,,0.78,63.18
2018-04-23,93,78.0,,0.78,72.54
2018-04-24,98,78.0,,0.78,76.44
2018-04-25,93,78.0,,0.78,72.54
2018-04-26,92,78.0,,0.78,71.76
2018-04-27,84,78.0,,0.78,65.52
2018-04-28,72,78.0,,0.78,56.160000000000004
2018-04-29,78,78.0,,0.78,60.84
2018-04-30,96,78.0,,0.78,74.88
2018-05-01,96,76.0,False,0.76,72.96000000000001
2018-05-02,92,76.0,,0.76,69.92
2018-05-03,94,76.0,,0.76,71.44
2018-05-04,90,76.0,,0.76,68.4
2018-05-05,77,76.0,,0.76,58.52
2018-05-06,79,76.0,,0.76,60.04
2018-05-07,96,76.0,,0.76,72.96000000000001
2018-05-08,98,76.0,,0.76,74.48
2018-05-09,97,76.0,,0.76,73.72
2018-05-10,100,76.0,,0.76,76.0
2018-05-11,94,76.0,,0.76,71.44
2018-05-12,82,76.0,,0.76,62.32
2018-05-13,80,76.0,,0.76,60.8
2018-05-14,97,76.0,,0.76,73.72
2018-05-15,93,76.0,,0.76,70.68
2018-05-16,91,76.0,,0.76,69.16
2018-05-17,93,76.0,,0.76,70.68
2018-05-18,95,76.0,,0.76,72.2
2018-05-19,79,76.0,,0.76,60.04
2018-05-20,80,76.0,,0.76,60.8
2018-05-21,92,76.0,,0.76,69.92
2018-05-22,93,76.0,,0.76,70.68
2018-05-23,96,76.0,,0.76,72.96000000000001
2018-05-24,93,76.0,,0.76,70.68
2018-05-25,92,76.0,,0.76,69.92
2018-05-26,74,76.0,,0.76,56.24
2018-05-27,73,76.0,,0.76,55.480000000000004
2018-05-28,78,76.0,,0.76,59.28
2018-05-29,94,76.0,,0.76,71.44
2018-05-30,96,76.0,,0.76,72.96000000000001
2018-05-31,95,76.0,,0.76,72.2
2018-06-01,90,77.0,False,0.77,69.3
2018-06-02,77,77.0,,0.77,59.29
2018-06-03,79,77.0,,0.77,60.83
2018-06-04,93,77.0,,0.77,71.61
2018-06-05,95,77.0,,0.77,73.15
2018-06-06,89,77.0,,0.77,68.53
2018-06-07,99,77.0,,0.77,76.23
2018-06-08,94,77.0,,0.77,72.38
2018-06-09,79,77.0,,0.77,60.83
2018-06-10,76,77.0,,0.77,58.52
2018-06-11,91,77.0,,0.77,70.07000000000001
2018-06-12,92,77.0,,0.77,70.84
2018-06-13,100,77.0,,0.77,77.0
2018-06-14,93,77.0,,0.77,71.61
2018-06-15,90,77.0,,0.77,69.3
2018-06-16,71,77.0,,0.77,54.67
2018-06-17,73,77.0,,0.77,56.21
2018-06-18,90,77.0,,0.77,69.3
2018-06-19,90,77.0,,0.77,69.3
2018-06-20,95,77.0,,0.77,73.15
2018-06-21,90,77.0,,0.77,69.3
2018-06-22,89,77.0,,0.77,68.53
2018-06-23,77,77.0,,0.77,59.29
2018-06-24,79,77.0,,0.77,60.83
2018-06-25,91,77.0,,0.77,70.07000000000001
2018-06-26,92,77.0,,0.77,70.84
2018-06-27,91,77.0,,0.77,70.07000000000001
2018-06-28,90,77.0,,0.77,69.3
2018-06-29,89,77.0,,0.77,68.53
2018-06-30,74,77.0,,0.77,56.980000000000004
2018-07-01,77,79.0,False,0.79,60.830000000000005
2018-07-02,90,79.0,,0.79,71.10000000000001
2018-07-03,90,79.0,,0.79,71.10000000000001
2018-07-04,80,79.0,,0.79,63.2
2018-07-05,95,79.0,,0.79,75.05
2018-07-06,87,79.0,,0.79,68.73
2018-07-07,87,79.0,,0.79,68.73
2018-07-08,79,79.0,,0.79,62.410000000000004
2018-07-09,95,79.0,,0.79,75.05
2018-07-10,99,79.0,,0.79,78.21000000000001
2018-07-11,92,79.0,,0.79,72.68
2018-07-12,100,79.0,,0.79,79.0
2018-07-13,92,79.0,,0.79,72.68
2018-07-14,74,79.0,,0.79,58.46
2018-07-15,77,79.0,,0.79,60.830000000000005
2018-07-16,94,79.0,,0.79,74.26
2018-07-17,98,79.0,,0.79,77.42
2018-07-18,95,79.0,,0.79,75.05
2018-07-19,99,79.0,,0.79,78.21000000000001
2018-07-20,93,79.0,,0.79,73.47
2018-07-21,77,79.0,,0.79,60.830000000000005
2018-07-22,77,79.0,,0.79,60.830000000000005
2018-07-23,95,79.0,,0.79,75.05
2018-07-24,97,79.0,,0.79,76.63000000000001
2018-07-25,97,79.0,,0.79,76.63000000000001
2018-07-26,94,79.0,,0.79,74.26
2018-07-27,92,79.0,,0.79,72.68
2018-07-28,79,79.0,,0.79,62.410000000000004
2018-07-29,78,79.0,,0.79,61.620000000000005
2018-07-30,97,79.0,,0.79,76.63000000000001
2018-07-31,97,79.0,,0.79,76.63000000000001
2018-08-01,97,78.0,False,0.78,75.66
2018-08-02,94,78.0,,0.78,73.32000000000001
2018-08-03,93,78.0,,0.78,72.54
2018-08-04,80,78.0,,0.78,62.400000000000006
2018-08-05,79,78.0,,0.78,61.620000000000005
2018-08-06,96,78.0,,0.78,74.88
2018-08-07,96,78.0,,0.78,74.88
2018-08-08,99,78.0,,0.78,77.22
2018-08-09,98,78.0,,0.78,76.44
2018-08-10,95,78.0,,0.78,74.10000000000001
2018-08-11,78,78.0,,0.78,60.84
2018-08-12,76,78.0,,0.78,59.28
2018-08-13,93,78.0,,0.78,72.54
2018-08-14,100,78.0,,0.78,78.0
2018-08-15,97,78.0,,0.78,75.66
2018-08-16,94,78.0,,0.78,73.32000000000001
2018-08-17,90,78.0,,0.78,70.2
2018-08-18,81,78.0,,0.78,63.18
2018-08-19,79,78.0,,0.78,61.620000000000005
2018-08-20,96,78.0,,0.78,74.88
2018-08-21,95,78.0,,0.78,74.10000000000001
2018-08-22,92,78.0,,0.78,71.76
2018-08-23,95,78.0,,0.78,74.10000000000001
2018-08-24,93,78.0,,0.78,72.54
2018-08-25,80,78.0,,0.78,62.400000000000006
2018-08-26,76,78.0,,0.78,59.28
2018-08-27,99,78.0,,0.78,77.22
2018-08-28,95,78.0,,0.78,74.10000000000001
2018-08-29,99,78.0,,0.78,77.22
2018-08-30,94,78.0,,0.78,73.32000000000001
2018-08-31,90,78.0,,0.78,70.2
2018-09-01,79,76.0,False,0.76,60.04
2018-09-02,74,76.0,,0.76,56.24
2018-09-03,76,76.0,,0.76,57.76
2018-09-04,97,76.0,,0.76,73.72
2018-09-05,100,76.0,,0.76,76.0
2018-09-06,99,76.0,,0.76,75.24
2018-09-07,95,76.0,,0.76,72.2
2018-09-08,77,76.0,,0.76,58.52
2018-09-09,76,76.0,,0.76,57.76
2018-09-10,92,76.0,,0.76,69.92
2018-09-11,93,76.0,,0.76,70.68
2018-09-12,92,76.0,,0.76,69.92
2018-09-13,93,76.0,,0.76,70.68
2018-09-14,92,76.0,,0.76,69.92
2018-09-15,75,76.0,,0.76,57.0
2018-09-16,76,76.0,,0.76,57.76
2018-09-17,91,76.0,,0.76,69.16
2018-09-18,91,76.0,,0.76,69.16
2018-09-19,93,76.0,,0.76,70.68
2018-09-20,92,76.0,,0.76,69.92
2018-09-21,88,76.0,,0.76,66.88
2018-09-22,77,76.0,,0.76,58.52
2018-09-23,72,76.0,,0.76,54.72
2018-09-24,91,76.0,,0.76,69.16
2018-09-25,95,76.0,,0.76,72.2
2018-09-26,90,76.0,,0.76,68.4
2018-09-27,89,76.0,,0.76,67.64
2018-09-28,87,76.0,,0.76,66.12
2018-09-29,79,76.0,,0.76,60.04
2018-09-30,78,76.0,,0.76,59.28
2018-10-01,94,75.0,False,0.75,70.5
2018-10-02,99,75.0,,0.75,74.25
2018-10-03,100,75.0,,0.75,75.0
2018-10-04,100,75.0,,0.75,75.0
2018-10-05,92,75.0,,0.75,69.0
2018-10-06,80,75.0,,0.75,60.0
2018-10-07,82,75.0,,0.75,61.5
2018-10-08,91,75.0,,0.75,68.25
2018-10-09,94,75.0,,0.75,70.5
2018-10-10,97,75.0,,0.75,72.75
2018-10-11,100,75.0,,0.75,75.0
2018-10-12,94,75.0,,0.75,70.5
2018-10-13,77,75.0,,0.75,57.75
2018-10-14,77,75.0,,0.75,57.75
2018-10-15,92,75.0,,0.75,69.0
2018-10-16,93,75.0,,0.75,69.75
2018-10-17,90,75.0,,0.75,67.5
2018-10-18,94,75.0,,0.75,70.5
2018-10-19,89,75.0,,0.75,66.75
2018-10-20,73,75.0,,0.75,54.75
2018-10-21,74,75.0,,0.75,55.5
2018-10-22,95,75.0,,0.75,71.25
2018-10-23,89,75.0,,0.75,66.75
2018-10-24,86,75.0,,0.75,64.5
2018-10-25,90,75.0,,0.75,67.5
2018-10-26,86,75.0,,0.75,64.5
2018-10-27,71,75.0,,0.75,53.25
2018-10-28,71,75.0,,0.75,53.25
2018-10-29,92,75.0,,0.75,69.0
2018-10-30,93,75.0,,0.75,69.75
2018-10-31,94,75.0,,0.75,70.5
2018-11-01,93,74.0,False,0.74,68.82
2018-11-02,90,74.0,,0.74,66.6
2018-11-03,78,74.0,,0.74,57.72
2018-11-04,77,74.0,,0.74,56.98
2018-11-05,90,74.0,,0.74,66.6
2018-11-06,89,74.0,,0.74,65.86
2018-11-07,80,74.0,,0.74,59.2
2018-11-08,86,74.0,,0.74,63.64
2018-11-09,87,74.0,,0.74,64.38
2018-11-10,79,74.0,,0.74,58.46
2018-11-11,74,74.0,,0.74,54.76
2018-11-12,84,74.0,,0.74,62.16
2018-11-13,89,74.0,,0.74,65.86
2018-11-14,87,74.0,,0.74,64.38
2018-11-15,90,74.0,,0.74,66.6
2018-11-16,88,74.0,,0.74,65.12
2018-11-17,79,74.0,,0.74,58.46
2018-11-18,73,74.0,,0.74,54.019999999999996
2018-11-19,89,74.0,,0.74,65.86
2018-11-20,93,74.0,,0.74,68.82
2018-11-21,94,74.0,,0.74,69.56
2018-11-22,74,74.0,,0.74,54.76
2018-11-23,83,74.0,,0.74,61.42
2018-11-24,79,74.0,,0.74,58.46
2018-11-25,85,74.0,,0.74,62.9
2018-11-26,94,74.0,,0.74,69.56
2018-11-27,97,74.0,,0.74,71.78
2018-11-28,100,74.0,,0.74,74.0
2018-11-29,96,74.0,,0.74,71.03999999999999
2018-11-30,94,74.0,,0.74,69.56
2018-12-01,68,79.0,False,0.79,53.72
2018-12-02,72,79.0,,0.79,56.88
2018-12-03,82,79.0,,0.79,64.78
2018-12-04,80,79.0,,0.79,63.2
2018-12-05,78,79.0,,0.79,61.620000000000005
2018-12-06,82,79.0,,0.79,64.78
2018-12-07,79,79.0,,0.79,62.410000000000004
2018-12-08,71,79.0,,0.79,56.09
2018-12-09,69,79.0,,0.79,54.510000000000005
2018-12-10,81,79.0,,0.79,63.99
2018-12-11,82,79.0,,0.79,64.78
2018-12-12,83,79.0,,0.79,65.57000000000001
2018-12-13,75,79.0,,0.79,59.25
2018-12-14,81,79.0,,0.79,63.99
2018-12-15,70,79.0,,0.79,55.300000000000004
2018-12-16,70,79.0,,0.79,55.300000000000004
2018-12-17,77,79.0,,0.79,60.830000000000005
2018-12-18,80,79.0,,0.79,63.2
2018-12-19,79,79.0,,0.79,62.410000000000004
2018-12-20,79,79.0,,0.79,62.410000000000004
2018-12-21,79,79.0,,0.79,62.410000000000004
2018-12-22,71,79.0,,0.79,56.09
2018-12-23,66,79.0,,0.79,52.14
2018-12-24,67,79.0,,0.79,52.93
2018-12-25,85,79.0,,0.79,67.15
2018-12-26,89,79.0,,0.79,70.31
2018-12-27,100,79.0,,0.79,79.0
2018-12-28,94,79.0,,0.79,74.26
2018-12-29,76,79.0,,0.79,60.040000000000006
2018-12-30,70,79.0,,0.79,55.300000000000004
2018-12-31,72,79.0,,0.79,56.88
2019-01-01,74,80.0,False,0.8,59.2
2019-01-02,92,80.0,,0.8,73.60000000000001
2019-01-03,91,80.0,,0.8,72.8
2019-01-04,95,80.0,,0.8,76.0
2019-01-05,83,80.0,,0.8,66.4
2019-01-06,80,80.0,,0.8,64.0
2019-01-07,91,80.0,,0.8,72.8
2019-01-08,92,80.0,,0.8,73.60000000000001
2019-01-09,91,80.0,,0.8,72.8
2019-01-10,91,80.0,,0.8,72.8
2019-01-11,91,80.0,,0.8,72.8
2019-01-12,80,80.0,,0.8,64.0
2019-01-13,82,80.0,,0.8,65.60000000000001
2019-01-14,91,80.0,,0.8,72.8
2019-01-15,92,80.0,,0.8,73.60000000000001
2019-01-16,97,80.0,,0.8,77.60000000000001
2019-01-17,100,80.0,,0.8,80.0
2019-01-18,90,80.0,,0.8,72.0
2019-01-19,79,80.0,,0.8,63.2
2019-01-20,81,80.0,,0.8,64.8
2019-01-21,84,80.0,,0.8,67.2
2019-01-22,92,80.0,,0.8,73.60000000000001
2019-01-23,92,80.0,,0.8,73.60000000000001
2019-01-24,90,80.0,,0.8,72.0
2019-01-25,89,80.0,,0.8,71.2
2019-01-26,80,80.0,,0.8,64.0
2019-01-27,77,80.0,,0.8,61.6
2019-01-28,86,80.0,,0.8,68.8
2019-01-29,84,80.0,,0.8,67.2
2019-01-30,84,80.0,,0.8,67.2
2019-01-31,87,80.0,,0.8,69.60000000000001
2019-02-01,88,76.0,False,0.76,66.88
2019-02-02,74,76.0,,0.76,56.24
2019-02-03,73,76.0,,0.76,55.480000000000004
2019-02-04,85,76.0,,0.76,64.6
2019-02-05,94,76.0,,0.76,71.44
2019-02-06,93,76.0,,0.76,70.68
2019-02-07,86,76.0,,0.76,65.36
2019-02-08,87,76.0,,0.76,66.12
2019-02-09,80,76.0,,0.76,60.8
2019-02-10,81,76.0,,0.76,61.56
2019-02-11,87,76.0,,0.76,66.12
2019-02-12,89,76.0,,0.76,67.64
2019-02-13,87,76.0,,0.76,66.12
2019-02-14,95,76.0,,0.76,72.2
2019-02-15,92,76.0,,0.76,69.92
2019-02-16,80,76.0,,0.76,60.8
2019-02-17,80,76.0,,0.76,60.8
2019-02-18,86,76.0,,0.76,65.36
2019-02-19,94,76.0,,0.76,71.44
2019-02-20,100,76.0,,0.76,76.0
2019-02-21,90,76.0,,0.76,68.4
2019-02-22,92,76.0,,0.76,69.92
2019-02-23,78,76.0,,0.76,59.28
2019-02-24,84,76.0,,0.76,63.84
2019-02-25,85,76.0,,0.76,64.6
2019-02-26,92,76.0,,0.76,69.92
2019-02-27,89,76.0,,0.76,67.64
2019-02-28,91,76.0,,0.76,69.16
2019-03-01,94,77.0,False,0.77,72.38
2019-03-02,79,77.0,,0.77,60.83
2019-03-03,80,77.0,,0.77,61.6
2019-03-04,91,77.0,,0.77,70.07000000000001
2019-03-05,95,77.0,,0.77,73.15
2019-03-06,92,77.0,,0.77,70.84
2019-03-07,92,77.0,,0.77,70.84
2019-03-08,85,77.0,,0.77,65.45
2019-03-09,79,77.0,,0.77,60.83
2019-03-10,78,77.0,,0.77,60.06
2019-03-11,90,77.0,,0.77,69.3
2019-03-12,94,77.0,,0.77,72.38
2019-03-13,93,77.0,,0.77,71.61
2019-03-14,90,77.0,,0.77,69.3
2019-03-15,93,77.0,,0.77,71.61
2019-03-16,82,77.0,,0.77,63.14
2019-03-17,81,77.0,,0.77,62.370000000000005
2019-03-18,94,77.0,,0.77,72.38
2019-03-19,95,77.0,,0.77,73.15
2019-03-20,100,77.0,,0.77,77.0
2019-03-21,95,77.0,,0.77,73.15
2019-03-22,89,77.0,,0.77,68.53
2019-03-23,81,77.0,,0.77,62.370000000000005
2019-03-24,79,77.0,,0.77,60.83
2019-03-25,94,77.0,,0.77,72.38
2019-03-26,96,77.0,,0.77,73.92
2019-03-27,95,77.0,,0.77,73.15
2019-03-28,93,77.0,,0.77,71.61
2019-03-29,88,77.0,,0.77,67.76
2019-03-30,82,77.0,,0.77,63.14
2019-03-31,80,77.0,,0.77,61.6
2019-04-01,64,95.0,False,0.95,60.8
2019-04-02,64,95.0,,0.95,60.8
2019-04-03,66,95.0,,0.95,62.699999999999996
2019-04-04,62,95.0,,0.95,58.9
2019-04-05,62,95.0,,0.95,58.9
2019-04-06,57,95.0,,0.95,54.15
2019-04-07,58,95.0,,0.95,55.099999999999994
2019-04-08,62,95.0,,0.95,58.9
2019-04-09,63,95.0,,0.95,59.849999999999994
2019-04-10,65,95.0,,0.95,61.75
2019-04-11,71,95.0,,0.95,67.45
2019-04-12,84,95.0,,0.95,79.8
2019-04-13,100,95.0,,0.95,95.0
2019-04-14,86,95.0,,0.95,81.7
2019-04-15,73,95.0,,0.95,69.35
2019-04-16,77,95.0,,0.95,73.14999999999999
2019-04-17,73,95.0,,0.95,69.35
2019-04-18,75,95.0,,0.95,71.25
2019-04-19,81,95.0,,0.95,76.95
2019-04-20,80,95.0,,0.95,76.0
2019-04-21,72,95.0,,0.95,68.39999999999999
2019-04-22,69,95.0,,0.95,65.55
2019-04-23,69,95.0,,0.95,65.55
2019-04-24,69,95.0,,0.95,65.55
2019-04-25,63,95.0,,0.95,59.849999999999994
2019-04-26,63,95.0,,0.95,59.849999999999994
2019-04-27,55,95.0,,0.95,52.25
2019-04-28,59,95.0,,0.95,56.05
2019-04-29,62,95.0,,0.95,58.9
2019-04-30,63,95.0,,0.95,59.849999999999994
2019-05-01,100,80.0,False,0.8,80.0
2019-05-02,94,80.0,,0.8,75.2
2019-05-03,92,80.0,,0.8,73.60000000000001
2019-05-04,84,80.0,,0.8,67.2
2019-05-05,86,80.0,,0.8,68.8
2019-05-06,95,80.0,,0.8,76.0
2019-05-07,97,80.0,,0.8,77.60000000000001
2019-05-08,97,80.0,,0.8,77.60000000000001
2019-05-09,94,80.0,,0.8,75.2
2019-05-10,99,80.0,,0.8,79.2
2019-05-11,82,80.0,,0.8,65.60000000000001
2019-05-12,81,80.0,,0.8,64.8
2019-05-13,95,80.0,,0.8,76.0
2019-05-14,99,80.0,,0.8,79.2
2019-05-15,93,80.0,,0.8,74.4
2019-05-16,91,80.0,,0.8,72.8
2019-05-17,93,80.0,,0.8,74.4
2019-05-18,87,80.0,,0.8,69.60000000000001
2019-05-19,80,80.0,,0.8,64.0
2019-05-20,92,80.0,,0.8,73.60000000000001
2019-05-21,96,80.0,,0.8,76.80000000000001
2019-05-22,99,80.0,,0.8,79.2
2019-05-23,98,80.0,,0.8,78.4
2019-05-24,93,80.0,,0.8,74.4
2019-05-25,87,80.0,,0.8,69.60000000000001
2019-05-26,80,80.0,,0.8,64.0
2019-05-27,85,80.0,,0.8,68.0
2019-05-28,95,80.0,,0.8,76.0
2019-05-29,100,80.0,,0.8,80.0
2019-05-30,96,80.0,,0.8,76.80000000000001
2019-05-31,93,80.0,,0.8,74.4
2019-06-01,78,77.0,False,0.77,60.06
2019-06-02,79,77.0,,0.77,60.83
2019-06-03,90,77.0,,0.77,69.3
2019-06-04,93,77.0,,0.77,71.61
2019-06-05,96,77.0,,0.77,73.92
2019-06-06,94,77.0,,0.77,72.38
2019-06-07,93,77.0,,0.77,71.61
2019-06-08,81,77.0,,0.77,62.370000000000005
2019-06-09,80,77.0,,0.77,61.6
2019-06-10,96,77.0,,0.77,73.92
2019-06-11,96,77.0,,0.77,73.92
2019-06-12,96,77.0,,0.77,73.92
2019-06-13,100,77.0,,0.77,77.0
2019-06-14,90,77.0,,0.77,69.3
2019-06-15,81,77.0,,0.77,62.370000000000005
2019-06-16,78,77.0,,0.77,60.06
2019-06-17,96,77.0,,0.77,73.92
2019-06-18,97,77.0,,0.77,74.69
2019-06-19,95,77.0,,0.77,73.15
2019-06-20,95,77.0,,0.77,73.15
2019-06-21,93,77.0,,0.77,71.61
2019-06-22,81,77.0,,0.77,62.370000000000005
2019-06-23,80,77.0,,0.77,61.6
2019-06-24,90,77.0,,0.77,69.3
2019-06-25,98,77.0,,0.77,75.46000000000001
2019-06-26,98,77.0,,0.77,75.46000000000001
2019-06-27,97,77.0,,0.77,74.69
2019-06-28,96,77.0,,0.77,73.92
2019-06-29,85,77.0,,0.77,65.45
2019-06-30,82,77.0,,0.77,63.14
2019-07-01,94,77.0,False,0.77,72.38
2019-07-02,95,77.0,,0.77,73.15
2019-07-03,90,77.0,,0.77,69.3
2019-07-04,74,77.0,,0.77,56.980000000000004
2019-07-05,80,77.0,,0.77,61.6
2019-07-06,78,77.0,,0.77,60.06
2019-07-07,73,77.0,,0.77,56.21
2019-07-08,96,77.0,,0.77,73.92
2019-07-09,100,77.0,,0.77,77.0
2019-07-10,99,77.0,,0.77,76.23
2019-07-11,94,77.0,,0.77,72.38
2019-07-12,97,77.0,,0.77,74.69
2019-07-13,81,77.0,,0.77,62.370000000000005
2019-07-14,82,77.0,,0.77,63.14
2019-07-15,97,77.0,,0.77,74.69
2019-07-16,96,77.0,,0.77,73.92
2019-07-17,95,77.0,,0.77,73.15
2019-07-18,97,77.0,,0.77,74.69
2019-07-19,93,77.0,,0.77,71.61
2019-07-20,81,77.0,,0.77,62.370000000000005
2019-07-21,79,77.0,,0.77,60.83
2019-07-22,93,77.0,,0.77,71.61
2019-07-23,98,77.0,,0.77,75.46000000000001
2019-07-24,96,77.0,,0.77,73.92
2019-07-25,98,77.0,,0.77,75.46000000000001
2019-07-26,91,77.0,,0.77,70.07000000000001
2019-07-27,83,77.0,,0.77,63.910000000000004
2019-07-28,80,77.0,,0.77,61.6
2019-07-29,92,77.0,,0.77,70.84
2019-07-30,97,77.0,,0.77,74.69
2019-07-31,91,77.0,,0.77,70.07000000000001
2019-08-01,90,80.0,False,0.8,72.0
2019-08-02,93,80.0,,0.8,74.4
2019-08-03,83,80.0,,0.8,66.4
2019-08-04,79,80.0,,0.8,63.2
2019-08-05,93,80.0,,0.8,74.4
2019-08-06,98,80.0,,0.8,78.4
2019-08-07,97,80.0,,0.8,77.60000000000001
2019-08-08,91,80.0,,0.8,72.8
2019-08-09,89,80.0,,0.8,71.2
2019-08-10,79,80.0,,0.8,63.2
2019-08-11,79,80.0,,0.8,63.2
2019-08-12,95,80.0,,0.8,76.0
2019-08-13,100,80.0,,0.8,80.0
2019-08-14,100,80.0,,0.8,80.0
2019-08-15,97,80.0,,0.8,77.60000000000001
2019-08-16,89,80.0,,0.8,71.2
2019-08-17,82,80.0,,0.8,65.60000000000001
2019-08-18,82,80.0,,0.8,65.60000000000001
2019-08-19,98,80.0,,0.8,78.4
2019-08-20,94,80.0,,0.8,75.2
2019-08-21,96,80.0,,0.8,76.80000000000001
2019-08-22,95,80.0,,0.8,76.0
2019-08-23,94,80.0,,0.8,75.2
2019-08-24,80,80.0,,0.8,64.0
2019-08-25,80,80.0,,0.8,64.0
2019-08-26,99,80.0,,0.8,79.2
2019-08-27,96,80.0,,0.8,76.80000000000001
2019-08-28,94,80.0,,0.8,75.2
2019-08-29,93,80.0,,0.8,74.4
2019-08-30,88,80.0,,0.8,70.4
2019-08-31,72,80.0,,0.8,57.6
2019-09-01,77,81.0,False,0.81,62.370000000000005
2019-09-02,83,81.0,,0.81,67.23
2019-09-03,97,81.0,,0.81,78.57000000000001
2019-09-04,98,81.0,,0.81,79.38000000000001
