date,NET_unscaled,NET_monthly,isPartial,scale,NET
2017-12-26,11,100.0,,1.0,11.0
2017-12-27,11,100.0,,1.0,11.0
2017-12-28,11,100.0,,1.0,11.0
2017-12-29,11,100.0,,1.0,11.0
2017-12-30,11,100.0,,1.0,11.0
2017-12-31,11,100.0,,1.0,11.0
2018-01-01,91,64.0,False,0.64,58.24
2018-01-02,96,64.0,,0.64,61.44
2018-01-03,100,64.0,,0.64,64.0
2018-01-04,88,64.0,,0.64,56.32
2018-01-05,93,64.0,,0.64,59.52
2018-01-06,89,64.0,,0.64,56.96
2018-01-07,91,64.0,,0.64,58.24
2018-01-08,96,64.0,,0.64,61.44
2018-01-09,93,64.0,,0.64,59.52
2018-01-10,91,64.0,,0.64,58.24
2018-01-11,89,64.0,,0.64,56.96
2018-01-12,88,64.0,,0.64,56.32
2018-01-13,86,64.0,,0.64,55.04
2018-01-14,90,64.0,,0.64,57.6
2018-01-15,82,64.0,,0.64,52.480000000000004
2018-01-16,85,64.0,,0.64,54.4
2018-01-17,84,64.0,,0.64,53.76
2018-01-18,83,64.0,,0.64,53.120000000000005
2018-01-19,82,64.0,,0.64,52.480000000000004
2018-01-20,82,64.0,,0.64,52.480000000000004
2018-01-21,90,64.0,,0.64,57.6
2018-01-22,86,64.0,,0.64,55.04
2018-01-23,82,64.0,,0.64,52.480000000000004
2018-01-24,87,64.0,,0.64,55.68
2018-01-25,91,64.0,,0.64,58.24
2018-01-26,90,64.0,,0.64,57.6
2018-01-27,85,64.0,,0.64,54.4
2018-01-28,95,64.0,,0.64,60.800000000000004
2018-01-29,96,64.0,,0.64,61.44
2018-01-30,86,64.0,,0.64,55.04
2018-01-31,85,64.0,,0.64,54.4
2018-02-01,77,61.0,False,0.61,46.97
2018-02-02,76,61.0,,0.61,46.36
2018-02-03,74,61.0,,0.61,45.14
2018-02-04,87,61.0,,0.61,53.07
2018-02-05,100,61.0,,0.61,61.0
2018-02-06,80,61.0,,0.61,48.8
2018-02-07,80,61.0,,0.61,48.8
2018-02-08,81,61.0,,0.61,49.41
2018-02-09,73,61.0,,0.61,44.53
2018-02-10,78,61.0,,0.61,47.58
2018-02-11,79,61.0,,0.61,48.19
2018-02-12,77,61.0,,0.61,46.97
2018-02-13,76,61.0,,0.61,46.36
2018-02-14,83,61.0,,0.61,50.629999999999995
2018-02-15,70,61.0,,0.61,42.699999999999996
2018-02-16,70,61.0,,0.61,42.699999999999996
2018-02-17,76,61.0,,0.61,46.36
2018-02-18,78,61.0,,0.61,47.58
2018-02-19,81,61.0,,0.61,49.41
2018-02-20,78,61.0,,0.61,47.58
2018-02-21,82,61.0,,0.61,50.019999999999996
2018-02-22,81,61.0,,0.61,49.41
2018-02-23,81,61.0,,0.61,49.41
2018-02-24,75,61.0,,0.61,45.75
2018-02-25,80,61.0,,0.61,48.8
2018-02-26,82,61.0,,0.61,50.019999999999996
2018-02-27,81,61.0,,0.61,49.41
2018-02-28,77,61.0,,0.61,46.97
2018-03-01,95,59.0,False,0.59,56.05
2018-03-02,95,59.0,,0.59,56.05
2018-03-03,91,59.0,,0.59,53.69
2018-03-04,96,59.0,,0.59,56.64
2018-03-05,96,59.0,,0.59,56.64
2018-03-06,98,59.0,,0.59,57.82
2018-03-07,98,59.0,,0.59,57.82
2018-03-08,93,59.0,,0.59,54.87
2018-03-09,89,59.0,,0.59,52.51
2018-03-10,87,59.0,,0.59,51.33
2018-03-11,97,59.0,,0.59,57.23
2018-03-12,96,59.0,,0.59,56.64
2018-03-13,100,59.0,,0.59,59.0
2018-03-14,96,59.0,,0.59,56.64
2018-03-15,93,59.0,,0.59,54.87
2018-03-16,87,59.0,,0.59,51.33
2018-03-17,85,59.0,,0.59,50.15
2018-03-18,98,59.0,,0.59,57.82
2018-03-19,98,59.0,,0.59,57.82
2018-03-20,95,59.0,,0.59,56.05
2018-03-21,98,59.0,,0.59,57.82
2018-03-22,97,59.0,,0.59,57.23
2018-03-23,94,59.0,,0.59,55.459999999999994
2018-03-24,95,59.0,,0.59,56.05
2018-03-25,99,59.0,,0.59,58.41
2018-03-26,97,59.0,,0.59,57.23
2018-03-27,93,59.0,,0.59,54.87
2018-03-28,95,59.0,,0.59,56.05
2018-03-29,94,59.0,,0.59,55.459999999999994
2018-03-30,94,59.0,,0.59,55.459999999999994
2018-03-31,92,59.0,,0.59,54.279999999999994
2018-04-01,80,60.0,False,0.6,48.0
2018-04-02,81,60.0,,0.6,48.6
2018-04-03,79,60.0,,0.6,47.4
2018-04-04,80,60.0,,0.6,48.0
2018-04-05,82,60.0,,0.6,49.199999999999996
2018-04-06,88,60.0,,0.6,52.8
2018-04-07,84,60.0,,0.6,50.4
2018-04-08,100,60.0,,0.6,60.0
2018-04-09,89,60.0,,0.6,53.4
2018-04-10,89,60.0,,0.6,53.4
2018-04-11,90,60.0,,0.6,54.0
2018-04-12,85,60.0,,0.6,51.0
2018-04-13,77,60.0,,0.6,46.199999999999996
2018-04-14,76,60.0,,0.6,45.6
2018-04-15,85,60.0,,0.6,51.0
2018-04-16,89,60.0,,0.6,53.4
2018-04-17,81,60.0,,0.6,48.6
2018-04-18,82,60.0,,0.6,49.199999999999996
2018-04-19,83,60.0,,0.6,49.8
2018-04-20,81,60.0,,0.6,48.6
2018-04-21,83,60.0,,0.6,49.8
2018-04-22,89,60.0,,0.6,53.4
2018-04-23,91,60.0,,0.6,54.6
2018-04-24,88,60.0,,0.6,52.8
2018-04-25,85,60.0,,0.6,51.0
2018-04-26,91,60.0,,0.6,54.6
2018-04-27,82,60.0,,0.6,49.199999999999996
2018-04-28,73,60.0,,0.6,43.8
2018-04-29,81,60.0,,0.6,48.6
2018-04-30,81,60.0,,0.6,48.6
2018-05-01,87,57.0,False,0.57,49.589999999999996
2018-05-02,88,57.0,,0.57,50.16
2018-05-03,91,57.0,,0.57,51.87
2018-05-04,86,57.0,,0.57,49.019999999999996
2018-05-05,79,57.0,,0.57,45.029999999999994
2018-05-06,87,57.0,,0.57,49.589999999999996
2018-05-07,86,57.0,,0.57,49.019999999999996
2018-05-08,87,57.0,,0.57,49.589999999999996
2018-05-09,89,57.0,,0.57,50.73
2018-05-10,89,57.0,,0.57,50.73
2018-05-11,85,57.0,,0.57,48.449999999999996
2018-05-12,72,57.0,,0.57,41.04
2018-05-13,84,57.0,,0.57,47.879999999999995
2018-05-14,88,57.0,,0.57,50.16
2018-05-15,85,57.0,,0.57,48.449999999999996
2018-05-16,100,57.0,,0.57,56.99999999999999
2018-05-17,95,57.0,,0.57,54.15
2018-05-18,84,57.0,,0.57,47.879999999999995
2018-05-19,97,57.0,,0.57,55.28999999999999
2018-05-20,94,57.0,,0.57,53.58
2018-05-21,90,57.0,,0.57,51.3
2018-05-22,86,57.0,,0.57,49.019999999999996
2018-05-23,82,57.0,,0.57,46.739999999999995
2018-05-24,81,57.0,,0.57,46.169999999999995
2018-05-25,83,57.0,,0.57,47.309999999999995
2018-05-26,74,57.0,,0.57,42.18
2018-05-27,77,57.0,,0.57,43.88999999999999
2018-05-28,90,57.0,,0.57,51.3
2018-05-29,87,57.0,,0.57,49.589999999999996
2018-05-30,91,57.0,,0.57,51.87
2018-05-31,88,57.0,,0.57,50.16
2018-06-01,87,61.0,False,0.61,53.07
2018-06-02,87,61.0,,0.61,53.07
2018-06-03,73,61.0,,0.61,44.53
2018-06-04,69,61.0,,0.61,42.089999999999996
2018-06-05,86,61.0,,0.61,52.46
2018-06-06,83,61.0,,0.61,50.629999999999995
2018-06-07,73,61.0,,0.61,44.53
2018-06-08,76,61.0,,0.61,46.36
2018-06-09,86,61.0,,0.61,52.46
2018-06-10,80,61.0,,0.61,48.8
2018-06-11,100,61.0,,0.61,61.0
2018-06-12,87,61.0,,0.61,53.07
2018-06-13,80,61.0,,0.61,48.8
2018-06-14,72,61.0,,0.61,43.92
2018-06-15,69,61.0,,0.61,42.089999999999996
2018-06-16,67,61.0,,0.61,40.87
2018-06-17,68,61.0,,0.61,41.48
2018-06-18,68,61.0,,0.61,41.48
2018-06-19,68,61.0,,0.61,41.48
2018-06-20,69,61.0,,0.61,42.089999999999996
2018-06-21,70,61.0,,0.61,42.699999999999996
2018-06-22,67,61.0,,0.61,40.87
2018-06-23,64,61.0,,0.61,39.04
2018-06-24,68,61.0,,0.61,41.48
2018-06-25,72,61.0,,0.61,43.92
2018-06-26,71,61.0,,0.61,43.31
2018-06-27,72,61.0,,0.61,43.92
2018-06-28,70,61.0,,0.61,42.699999999999996
2018-06-29,73,61.0,,0.61,44.53
2018-06-30,70,61.0,,0.61,42.699999999999996
2018-07-01,74,65.0,False,0.65,48.1
2018-07-02,79,65.0,,0.65,51.35
2018-07-03,71,65.0,,0.65,46.15
2018-07-04,76,65.0,,0.65,49.4
2018-07-05,73,65.0,,0.65,47.45
2018-07-06,75,65.0,,0.65,48.75
2018-07-07,70,65.0,,0.65,45.5
2018-07-08,80,65.0,,0.65,52.0
2018-07-09,76,65.0,,0.65,49.4
2018-07-10,76,65.0,,0.65,49.4
2018-07-11,93,65.0,,0.65,60.45
2018-07-12,100,65.0,,0.65,65.0
2018-07-13,87,65.0,,0.65,56.550000000000004
2018-07-14,89,65.0,,0.65,57.85
2018-07-15,82,65.0,,0.65,53.300000000000004
2018-07-16,83,65.0,,0.65,53.95
2018-07-17,82,65.0,,0.65,53.300000000000004
2018-07-18,80,65.0,,0.65,52.0
2018-07-19,80,65.0,,0.65,52.0
2018-07-20,78,65.0,,0.65,50.7
2018-07-21,77,65.0,,0.65,50.050000000000004
2018-07-22,84,65.0,,0.65,54.6
2018-07-23,83,65.0,,0.65,53.95
2018-07-24,79,65.0,,0.65,51.35
2018-07-25,76,65.0,,0.65,49.4
2018-07-26,81,65.0,,0.65,52.65
2018-07-27,79,65.0,,0.65,51.35
2018-07-28,77,65.0,,0.65,50.050000000000004
2018-07-29,81,65.0,,0.65,52.65
2018-07-30,83,65.0,,0.65,53.95
2018-07-31,79,65.0,,0.65,51.35
2018-08-01,96,63.0,False,0.63,60.480000000000004
2018-08-02,100,63.0,,0.63,63.0
2018-08-03,98,63.0,,0.63,61.74
2018-08-04,100,63.0,,0.63,63.0
2018-08-05,99,63.0,,0.63,62.37
2018-08-06,96,63.0,,0.63,60.480000000000004
2018-08-07,97,63.0,,0.63,61.11
2018-08-08,94,63.0,,0.63,59.22
2018-08-09,95,63.0,,0.63,59.85
2018-08-10,90,63.0,,0.63,56.7
2018-08-11,86,63.0,,0.63,54.18
2018-08-12,96,63.0,,0.63,60.480000000000004
2018-08-13,89,63.0,,0.63,56.07
2018-08-14,85,63.0,,0.63,53.55
2018-08-15,85,63.0,,0.63,53.55
2018-08-16,95,63.0,,0.63,59.85
2018-08-17,91,63.0,,0.63,57.33
2018-08-18,84,63.0,,0.63,52.92
2018-08-19,89,63.0,,0.63,56.07
2018-08-20,86,63.0,,0.63,54.18
2018-08-21,91,63.0,,0.63,57.33
2018-08-22,87,63.0,,0.63,54.81
2018-08-23,85,63.0,,0.63,53.55
2018-08-24,82,63.0,,0.63,51.660000000000004
2018-08-25,85,63.0,,0.63,53.55
2018-08-26,94,63.0,,0.63,59.22
2018-08-27,88,63.0,,0.63,55.44
2018-08-28,90,63.0,,0.63,56.7
2018-08-29,88,63.0,,0.63,55.44
2018-08-30,88,63.0,,0.63,55.44
2018-08-31,88,63.0,,0.63,55.44
2018-09-01,79,62.0,False,0.62,48.98
2018-09-02,84,62.0,,0.62,52.08
2018-09-03,87,62.0,,0.62,53.94
2018-09-04,87,62.0,,0.62,53.94
2018-09-05,92,62.0,,0.62,57.04
2018-09-06,94,62.0,,0.62,58.28
2018-09-07,92,62.0,,0.62,57.04
2018-09-08,100,62.0,,0.62,62.0
2018-09-09,93,62.0,,0.62,57.66
2018-09-10,89,62.0,,0.62,55.18
2018-09-11,85,62.0,,0.62,52.7
2018-09-12,84,62.0,,0.62,52.08
2018-09-13,81,62.0,,0.62,50.22
2018-09-14,78,62.0,,0.62,48.36
2018-09-15,81,62.0,,0.62,50.22
2018-09-16,87,62.0,,0.62,53.94
2018-09-17,86,62.0,,0.62,53.32
2018-09-18,86,62.0,,0.62,53.32
2018-09-19,85,62.0,,0.62,52.7
2018-09-20,87,62.0,,0.62,53.94
2018-09-21,81,62.0,,0.62,50.22
2018-09-22,78,62.0,,0.62,48.36
2018-09-23,85,62.0,,0.62,52.7
2018-09-24,87,62.0,,0.62,53.94
2018-09-25,88,62.0,,0.62,54.56
2018-09-26,87,62.0,,0.62,53.94
2018-09-27,81,62.0,,0.62,50.22
2018-09-28,82,62.0,,0.62,50.839999999999996
2018-09-29,76,62.0,,0.62,47.12
2018-09-30,81,62.0,,0.62,50.22
2018-10-01,100,58.0,False,0.58,57.99999999999999
2018-10-02,95,58.0,,0.58,55.099999999999994
2018-10-03,94,58.0,,0.58,54.519999999999996
2018-10-04,95,58.0,,0.58,55.099999999999994
2018-10-05,92,58.0,,0.58,53.36
2018-10-06,83,58.0,,0.58,48.13999999999999
2018-10-07,95,58.0,,0.58,55.099999999999994
2018-10-08,95,58.0,,0.58,55.099999999999994
2018-10-09,97,58.0,,0.58,56.26
2018-10-10,96,58.0,,0.58,55.67999999999999
2018-10-11,94,58.0,,0.58,54.519999999999996
2018-10-12,95,58.0,,0.58,55.099999999999994
2018-10-13,86,58.0,,0.58,49.879999999999995
2018-10-14,93,58.0,,0.58,53.94
2018-10-15,98,58.0,,0.58,56.839999999999996
2018-10-16,97,58.0,,0.58,56.26
2018-10-17,94,58.0,,0.58,54.519999999999996
2018-10-18,93,58.0,,0.58,53.94
2018-10-19,91,58.0,,0.58,52.779999999999994
2018-10-20,81,58.0,,0.58,46.98
2018-10-21,90,58.0,,0.58,52.199999999999996
2018-10-22,92,58.0,,0.58,53.36
2018-10-23,93,58.0,,0.58,53.94
2018-10-24,89,58.0,,0.58,51.62
2018-10-25,91,58.0,,0.58,52.779999999999994
2018-10-26,87,58.0,,0.58,50.459999999999994
2018-10-27,79,58.0,,0.58,45.82
2018-10-28,82,58.0,,0.58,47.559999999999995
2018-10-29,90,58.0,,0.58,52.199999999999996
2018-10-30,92,58.0,,0.58,53.36
2018-10-31,85,58.0,,0.58,49.3
2018-11-01,80,56.0,False,0.56,44.800000000000004
2018-11-02,87,56.0,,0.56,48.720000000000006
2018-11-03,77,56.0,,0.56,43.120000000000005
2018-11-04,89,56.0,,0.56,49.84
2018-11-05,93,56.0,,0.56,52.080000000000005
2018-11-06,85,56.0,,0.56,47.6
2018-11-07,84,56.0,,0.56,47.040000000000006
2018-11-08,83,56.0,,0.56,46.480000000000004
2018-11-09,79,56.0,,0.56,44.24
2018-11-10,77,56.0,,0.56,43.120000000000005
2018-11-11,78,56.0,,0.56,43.68000000000001
2018-11-12,95,56.0,,0.56,53.2
2018-11-13,100,56.0,,0.56,56.00000000000001
2018-11-14,88,56.0,,0.56,49.28
2018-11-15,87,56.0,,0.56,48.720000000000006
2018-11-16,83,56.0,,0.56,46.480000000000004
2018-11-17,76,56.0,,0.56,42.56
2018-11-18,83,56.0,,0.56,46.480000000000004
2018-11-19,90,56.0,,0.56,50.400000000000006
2018-11-20,85,56.0,,0.56,47.6
2018-11-21,83,56.0,,0.56,46.480000000000004
2018-11-22,76,56.0,,0.56,42.56
2018-11-23,79,56.0,,0.56,44.24
2018-11-24,73,56.0,,0.56,40.88
2018-11-25,85,56.0,,0.56,47.6
2018-11-26,85,56.0,,0.56,47.6
2018-11-27,90,56.0,,0.56,50.400000000000006
2018-11-28,91,56.0,,0.56,50.96000000000001
2018-11-29,87,56.0,,0.56,48.720000000000006
2018-11-30,86,56.0,,0.56,48.160000000000004
2018-12-01,88,59.0,False,0.59,51.919999999999995
2018-12-02,90,59.0,,0.59,53.099999999999994
2018-12-03,99,59.0,,0.59,58.41
2018-12-04,96,59.0,,0.59,56.64
2018-12-05,100,59.0,,0.59,59.0
2018-12-06,94,59.0,,0.59,55.459999999999994
2018-12-07,88,59.0,,0.59,51.919999999999995
2018-12-08,84,59.0,,0.59,49.559999999999995
2018-12-09,92,59.0,,0.59,54.279999999999994
2018-12-10,87,59.0,,0.59,51.33
2018-12-11,90,59.0,,0.59,53.099999999999994
2018-12-12,95,59.0,,0.59,56.05
2018-12-13,89,59.0,,0.59,52.51
2018-12-14,94,59.0,,0.59,55.459999999999994
2018-12-15,79,59.0,,0.59,46.61
2018-12-16,94,59.0,,0.59,55.459999999999994
2018-12-17,90,59.0,,0.59,53.099999999999994
2018-12-18,93,59.0,,0.59,54.87
2018-12-19,94,59.0,,0.59,55.459999999999994
2018-12-20,96,59.0,,0.59,56.64
2018-12-21,89,59.0,,0.59,52.51
2018-12-22,77,59.0,,0.59,45.43
2018-12-23,79,59.0,,0.59,46.61
2018-12-24,80,59.0,,0.59,47.199999999999996
2018-12-25,82,59.0,,0.59,48.379999999999995
2018-12-26,83,59.0,,0.59,48.97
2018-12-27,89,59.0,,0.59,52.51
2018-12-28,88,59.0,,0.59,51.919999999999995
2018-12-29,90,59.0,,0.59,53.099999999999994
2018-12-30,94,59.0,,0.59,55.459999999999994
2018-12-31,90,59.0,,0.59,53.099999999999994
2019-01-01,93,64.0,False,0.64,59.52
2019-01-02,85,64.0,,0.64,54.4
2019-01-03,88,64.0,,0.64,56.32
2019-01-04,88,64.0,,0.64,56.32
2019-01-05,93,64.0,,0.64,59.52
2019-01-06,96,64.0,,0.64,61.44
2019-01-07,91,64.0,,0.64,58.24
2019-01-08,86,64.0,,0.64,55.04
2019-01-09,90,64.0,,0.64,57.6
2019-01-10,91,64.0,,0.64,58.24
2019-01-11,92,64.0,,0.64,58.88
2019-01-12,95,64.0,,0.64,60.800000000000004
2019-01-13,97,64.0,,0.64,62.08
2019-01-14,88,64.0,,0.64,56.32
2019-01-15,89,64.0,,0.64,56.96
2019-01-16,86,64.0,,0.64,55.04
2019-01-17,87,64.0,,0.64,55.68
2019-01-18,84,64.0,,0.64,53.76
2019-01-19,92,64.0,,0.64,58.88
2019-01-20,97,64.0,,0.64,62.08
2019-01-21,94,64.0,,0.64,60.160000000000004
2019-01-22,90,64.0,,0.64,57.6
2019-01-23,90,64.0,,0.64,57.6
2019-01-24,91,64.0,,0.64,58.24
2019-01-25,91,64.0,,0.64,58.24
2019-01-26,90,64.0,,0.64,57.6
2019-01-27,100,64.0,,0.64,64.0
2019-01-28,93,64.0,,0.64,59.52
2019-01-29,87,64.0,,0.64,55.68
2019-01-30,87,64.0,,0.64,55.68
2019-01-31,86,64.0,,0.64,55.04
2019-02-01,71,67.0,False,0.67,47.57
2019-02-02,72,67.0,,0.67,48.24
2019-02-03,83,67.0,,0.67,55.61000000000001
2019-02-04,100,67.0,,0.67,67.0
2019-02-05,78,67.0,,0.67,52.260000000000005
2019-02-06,74,67.0,,0.67,49.580000000000005
2019-02-07,73,67.0,,0.67,48.910000000000004
2019-02-08,72,67.0,,0.67,48.24
2019-02-09,77,67.0,,0.67,51.59
2019-02-10,86,67.0,,0.67,57.620000000000005
2019-02-11,84,67.0,,0.67,56.28
2019-02-12,75,67.0,,0.67,50.25
2019-02-13,77,67.0,,0.67,51.59
2019-02-14,70,67.0,,0.67,46.900000000000006
2019-02-15,71,67.0,,0.67,47.57
2019-02-16,72,67.0,,0.67,48.24
2019-02-17,81,67.0,,0.67,54.27
2019-02-18,79,67.0,,0.67,52.93
2019-02-19,76,67.0,,0.67,50.92
2019-02-20,74,67.0,,0.67,49.580000000000005
2019-02-21,79,67.0,,0.67,52.93
2019-02-22,80,67.0,,0.67,53.6
2019-02-23,83,67.0,,0.67,55.61000000000001
2019-02-24,88,67.0,,0.67,58.96
2019-02-25,87,67.0,,0.67,58.290000000000006
2019-02-26,80,67.0,,0.67,53.6
2019-02-27,74,67.0,,0.67,49.580000000000005
2019-02-28,71,67.0,,0.67,47.57
2019-03-01,83,64.0,False,0.64,53.120000000000005
2019-03-02,83,64.0,,0.64,53.120000000000005
2019-03-03,86,64.0,,0.64,55.04
2019-03-04,88,64.0,,0.64,56.32
2019-03-05,91,64.0,,0.64,58.24
2019-03-06,96,64.0,,0.64,61.44
2019-03-07,93,64.0,,0.64,59.52
2019-03-08,84,64.0,,0.64,53.76
2019-03-09,84,64.0,,0.64,53.76
2019-03-10,100,64.0,,0.64,64.0
2019-03-11,90,64.0,,0.64,57.6
2019-03-12,88,64.0,,0.64,56.32
2019-03-13,89,64.0,,0.64,56.96
2019-03-14,87,64.0,,0.64,55.68
2019-03-15,85,64.0,,0.64,54.4
2019-03-16,83,64.0,,0.64,53.120000000000005
2019-03-17,90,64.0,,0.64,57.6
2019-03-18,84,64.0,,0.64,53.76
2019-03-19,83,64.0,,0.64,53.120000000000005
2019-03-20,81,64.0,,0.64,51.84
2019-03-21,76,64.0,,0.64,48.64
2019-03-22,75,64.0,,0.64,48.0
2019-03-23,81,64.0,,0.64,51.84
2019-03-24,94,64.0,,0.64,60.160000000000004
2019-03-25,91,64.0,,0.64,58.24
2019-03-26,88,64.0,,0.64,56.32
2019-03-27,86,64.0,,0.64,55.04
2019-03-28,81,64.0,,0.64,51.84
2019-03-29,77,64.0,,0.64,49.28
2019-03-30,79,64.0,,0.64,50.56
2019-03-31,80,64.0,,0.64,51.2
2019-04-01,93,60.0,False,0.6,55.8
2019-04-02,85,60.0,,0.6,51.0
2019-04-03,87,60.0,,0.6,52.199999999999996
2019-04-04,83,60.0,,0.6,49.8
2019-04-05,86,60.0,,0.6,51.6
2019-04-06,80,60.0,,0.6,48.0
2019-04-07,90,60.0,,0.6,54.0
2019-04-08,91,60.0,,0.6,54.6
2019-04-09,82,60.0,,0.6,49.199999999999996
2019-04-10,88,60.0,,0.6,52.8
2019-04-11,83,60.0,,0.6,49.8
2019-04-12,82,60.0,,0.6,49.199999999999996
2019-04-13,83,60.0,,0.6,49.8
2019-04-14,100,60.0,,0.6,60.0
2019-04-15,83,60.0,,0.6,49.8
2019-04-16,84,60.0,,0.6,50.4
2019-04-17,83,60.0,,0.6,49.8
2019-04-18,83,60.0,,0.6,49.8
2019-04-19,81,60.0,,0.6,48.6
2019-04-20,80,60.0,,0.6,48.0
2019-04-21,90,60.0,,0.6,54.0
2019-04-22,88,60.0,,0.6,52.8
2019-04-23,82,60.0,,0.6,49.199999999999996
2019-04-24,82,60.0,,0.6,49.199999999999996
2019-04-25,77,60.0,,0.6,46.199999999999996
2019-04-26,75,60.0,,0.6,45.0
2019-04-27,76,60.0,,0.6,45.6
2019-04-28,84,60.0,,0.6,50.4
2019-04-29,84,60.0,,0.6,50.4
2019-04-30,83,60.0,,0.6,49.8
2019-05-01,95,60.0,False,0.6,57.0
2019-05-02,95,60.0,,0.6,57.0
2019-05-03,94,60.0,,0.6,56.4
2019-05-04,95,60.0,,0.6,57.0
2019-05-05,99,60.0,,0.6,59.4
2019-05-06,91,60.0,,0.6,54.6
2019-05-07,89,60.0,,0.6,53.4
2019-05-08,91,60.0,,0.6,54.6
2019-05-09,88,60.0,,0.6,52.8
2019-05-10,93,60.0,,0.6,55.8
2019-05-11,97,60.0,,0.6,58.199999999999996
2019-05-12,98,60.0,,0.6,58.8
2019-05-13,99,60.0,,0.6,59.4
2019-05-14,93,60.0,,0.6,55.8
2019-05-15,96,60.0,,0.6,57.599999999999994
2019-05-16,92,60.0,,0.6,55.199999999999996
2019-05-17,87,60.0,,0.6,52.199999999999996
2019-05-18,89,60.0,,0.6,53.4
2019-05-19,98,60.0,,0.6,58.8
2019-05-20,97,60.0,,0.6,58.199999999999996
2019-05-21,93,60.0,,0.6,55.8
2019-05-22,96,60.0,,0.6,57.599999999999994
2019-05-23,89,60.0,,0.6,53.4
2019-05-24,91,60.0,,0.6,54.6
2019-05-25,86,60.0,,0.6,51.6
2019-05-26,93,60.0,,0.6,55.8
2019-05-27,100,60.0,,0.6,60.0
2019-05-28,95,60.0,,0.6,57.0
2019-05-29,91,60.0,,0.6,54.6
2019-05-30,92,60.0,,0.6,55.199999999999996
2019-05-31,92,60.0,,0.6,55.199999999999996
2019-06-01,86,62.0,False,0.62,53.32
2019-06-02,96,62.0,,0.62,59.519999999999996
2019-06-03,95,62.0,,0.62,58.9
2019-06-04,95,62.0,,0.62,58.9
2019-06-05,97,62.0,,0.62,60.14
2019-06-06,96,62.0,,0.62,59.519999999999996
2019-06-07,96,62.0,,0.62,59.519999999999996
2019-06-08,96,62.0,,0.62,59.519999999999996
2019-06-09,100,62.0,,0.62,62.0
2019-06-10,96,62.0,,0.62,59.519999999999996
2019-06-11,92,62.0,,0.62,57.04
2019-06-12,87,62.0,,0.62,53.94
2019-06-13,90,62.0,,0.62,55.8
2019-06-14,84,62.0,,0.62,52.08
2019-06-15,90,62.0,,0.62,55.8
2019-06-16,93,62.0,,0.62,57.66
2019-06-17,97,62.0,,0.62,60.14
2019-06-18,94,62.0,,0.62,58.28
2019-06-19,87,62.0,,0.62,53.94
2019-06-20,87,62.0,,0.62,53.94
2019-06-21,88,62.0,,0.62,54.56
2019-06-22,90,62.0,,0.62,55.8
2019-06-23,100,62.0,,0.62,62.0
2019-06-24,98,62.0,,0.62,60.76
2019-06-25,91,62.0,,0.62,56.42
2019-06-26,94,62.0,,0.62,58.28
2019-06-27,93,62.0,,0.62,57.66
2019-06-28,94,62.0,,0.62,58.28
2019-06-29,86,62.0,,0.62,53.32
2019-06-30,95,62.0,,0.62,58.9
2019-07-01,88,63.0,False,0.63,55.44
2019-07-02,84,63.0,,0.63,52.92
2019-07-03,85,63.0,,0.63,53.55
2019-07-04,85,63.0,,0.63,53.55
2019-07-05,85,63.0,,0.63,53.55
2019-07-06,86,63.0,,0.63,54.18
2019-07-07,96,63.0,,0.63,60.480000000000004
2019-07-08,91,63.0,,0.63,57.33
2019-07-09,92,63.0,,0.63,57.96
2019-07-10,93,63.0,,0.63,58.59
2019-07-11,88,63.0,,0.63,55.44
2019-07-12,91,63.0,,0.63,57.33
2019-07-13,91,63.0,,0.63,57.33
2019-07-14,100,63.0,,0.63,63.0
2019-07-15,87,63.0,,0.63,54.81
2019-07-16,84,63.0,,0.63,52.92
2019-07-17,86,63.0,,0.63,54.18
2019-07-18,81,63.0,,0.63,51.03
2019-07-19,84,63.0,,0.63,52.92
2019-07-20,85,63.0,,0.63,53.55
2019-07-21,89,63.0,,0.63,56.07
2019-07-22,87,63.0,,0.63,54.81
2019-07-23,87,63.0,,0.63,54.81
2019-07-24,88,63.0,,0.63,55.44
2019-07-25,87,63.0,,0.63,54.81
2019-07-26,83,63.0,,0.63,52.29
2019-07-27,80,63.0,,0.63,50.4
2019-07-28,94,63.0,,0.63,59.22
2019-07-29,88,63.0,,0.63,55.44
2019-07-30,85,63.0,,0.63,53.55
2019-07-31,88,63.0,,0.63,55.44
2019-08-01,79,61.0,False,0.61,48.19
2019-08-02,76,61.0,,0.61,46.36
2019-08-03,73,61.0,,0.61,44.53
2019-08-04,77,61.0,,0.61,46.97
2019-08-05,73,61.0,,0.61,44.53
2019-08-06,75,61.0,,0.61,45.75
2019-08-07,75,61.0,,0.61,45.75
2019-08-08,78,61.0,,0.61,47.58
2019-08-09,76,61.0,,0.61,46.36
2019-08-10,82,61.0,,0.61,50.019999999999996
2019-08-11,85,61.0,,0.61,51.85
2019-08-12,81,61.0,,0.61,49.41
2019-08-13,85,61.0,,0.61,51.85
2019-08-14,81,61.0,,0.61,49.41
2019-08-15,79,61.0,,0.61,48.19
2019-08-16,77,61.0,,0.61,46.97
2019-08-17,79,61.0,,0.61,48.19
2019-08-18,87,61.0,,0.61,53.07
2019-08-19,76,61.0,,0.61,46.36
2019-08-20,75,61.0,,0.61,45.75
2019-08-21,78,61.0,,0.61,47.58
2019-08-22,76,61.0,,0.61,46.36
2019-08-23,76,61.0,,0.61,46.36
2019-08-24,71,61.0,,0.61,43.31
