date,DIA_unscaled,DIA_monthly,isPartial,scale,DIA
2017-12-29,71,42.0,,0.42,29.82
2017-12-30,56,42.0,,0.42,23.52
2017-12-31,63,42.0,,0.42,26.459999999999997
2018-01-01,37,43.0,False,0.43,15.91
2018-01-02,38,43.0,,0.43,16.34
2018-01-03,43,43.0,,0.43,18.49
2018-01-04,44,43.0,,0.43,18.919999999999998
2018-01-05,60,43.0,,0.43,25.8
2018-01-06,100,43.0,,0.43,43.0
2018-01-07,58,43.0,,0.43,24.94
2018-01-08,41,43.0,,0.43,17.63
2018-01-09,41,43.0,,0.43,17.63
2018-01-10,42,43.0,,0.43,18.06
2018-01-11,41,43.0,,0.43,17.63
2018-01-12,42,43.0,,0.43,18.06
2018-01-13,35,43.0,,0.43,15.049999999999999
2018-01-14,37,43.0,,0.43,15.91
2018-01-15,43,43.0,,0.43,18.49
2018-01-16,35,43.0,,0.43,15.049999999999999
2018-01-17,35,43.0,,0.43,15.049999999999999
2018-01-18,38,43.0,,0.43,16.34
2018-01-19,40,43.0,,0.43,17.2
2018-01-20,37,43.0,,0.43,15.91
2018-01-21,42,43.0,,0.43,18.06
2018-01-22,36,43.0,,0.43,15.48
2018-01-23,38,43.0,,0.43,16.34
2018-01-24,37,43.0,,0.43,15.91
2018-01-25,41,43.0,,0.43,17.63
2018-01-26,39,43.0,,0.43,16.77
2018-01-27,38,43.0,,0.43,16.34
2018-01-28,38,43.0,,0.43,16.34
2018-01-29,36,43.0,,0.43,15.48
2018-01-30,38,43.0,,0.43,16.34
2018-01-31,42,43.0,,0.43,18.06
2018-02-01,11,55.0,False,0.55,6.050000000000001
2018-02-02,13,55.0,,0.55,7.15
2018-02-03,11,55.0,,0.55,6.050000000000001
2018-02-04,10,55.0,,0.55,5.5
2018-02-05,11,55.0,,0.55,6.050000000000001
2018-02-06,12,55.0,,0.55,6.6000000000000005
2018-02-07,11,55.0,,0.55,6.050000000000001
2018-02-08,11,55.0,,0.55,6.050000000000001
2018-02-09,11,55.0,,0.55,6.050000000000001
2018-02-10,11,55.0,,0.55,6.050000000000001
2018-02-11,12,55.0,,0.55,6.6000000000000005
2018-02-12,13,55.0,,0.55,7.15
2018-02-13,16,55.0,,0.55,8.8
2018-02-14,100,55.0,,0.55,55.00000000000001
2018-02-15,22,55.0,,0.55,12.100000000000001
2018-02-16,12,55.0,,0.55,6.6000000000000005
2018-02-17,10,55.0,,0.55,5.5
2018-02-18,11,55.0,,0.55,6.050000000000001
2018-02-19,12,55.0,,0.55,6.6000000000000005
2018-02-20,11,55.0,,0.55,6.050000000000001
2018-02-21,11,55.0,,0.55,6.050000000000001
2018-02-22,11,55.0,,0.55,6.050000000000001
2018-02-23,10,55.0,,0.55,5.5
2018-02-24,11,55.0,,0.55,6.050000000000001
2018-02-25,10,55.0,,0.55,5.5
2018-02-26,10,55.0,,0.55,5.5
2018-02-27,13,55.0,,0.55,7.15
2018-02-28,11,55.0,,0.55,6.050000000000001
2018-03-01,21,51.0,False,0.51,10.71
2018-03-02,19,51.0,,0.51,9.69
2018-03-03,16,51.0,,0.51,8.16
2018-03-04,19,51.0,,0.51,9.69
2018-03-05,20,51.0,,0.51,10.2
2018-03-06,21,51.0,,0.51,10.71
2018-03-07,24,51.0,,0.51,12.24
2018-03-08,100,51.0,,0.51,51.0
2018-03-09,30,51.0,,0.51,15.3
2018-03-10,21,51.0,,0.51,10.71
2018-03-11,21,51.0,,0.51,10.71
2018-03-12,19,51.0,,0.51,9.69
2018-03-13,19,51.0,,0.51,9.69
2018-03-14,19,51.0,,0.51,9.69
2018-03-15,20,51.0,,0.51,10.2
2018-03-16,20,51.0,,0.51,10.2
2018-03-17,27,51.0,,0.51,13.77
2018-03-18,22,51.0,,0.51,11.22
2018-03-19,34,51.0,,0.51,17.34
2018-03-20,25,51.0,,0.51,12.75
2018-03-21,23,51.0,,0.51,11.73
2018-03-22,21,51.0,,0.51,10.71
2018-03-23,20,51.0,,0.51,10.2
2018-03-24,19,51.0,,0.51,9.69
2018-03-25,20,51.0,,0.51,10.2
2018-03-26,20,51.0,,0.51,10.2
2018-03-27,20,51.0,,0.51,10.2
2018-03-28,19,51.0,,0.51,9.69
2018-03-29,20,51.0,,0.51,10.2
2018-03-30,19,51.0,,0.51,9.69
2018-03-31,20,51.0,,0.51,10.2
2018-04-01,66,46.0,False,0.46,30.360000000000003
2018-04-02,45,46.0,,0.46,20.7
2018-04-03,40,46.0,,0.46,18.400000000000002
2018-04-04,41,46.0,,0.46,18.86
2018-04-05,47,46.0,,0.46,21.62
2018-04-06,44,46.0,,0.46,20.240000000000002
2018-04-07,36,46.0,,0.46,16.560000000000002
2018-04-08,41,46.0,,0.46,18.86
2018-04-09,45,46.0,,0.46,20.7
2018-04-10,39,46.0,,0.46,17.94
2018-04-11,42,46.0,,0.46,19.32
2018-04-12,44,46.0,,0.46,20.240000000000002
2018-04-13,44,46.0,,0.46,20.240000000000002
2018-04-14,42,46.0,,0.46,19.32
2018-04-15,39,46.0,,0.46,17.94
2018-04-16,49,46.0,,0.46,22.540000000000003
2018-04-17,42,46.0,,0.46,19.32
2018-04-18,49,46.0,,0.46,22.540000000000003
2018-04-19,45,46.0,,0.46,20.7
2018-04-20,45,46.0,,0.46,20.7
2018-04-21,44,46.0,,0.46,20.240000000000002
2018-04-22,47,46.0,,0.46,21.62
2018-04-23,48,46.0,,0.46,22.080000000000002
2018-04-24,44,46.0,,0.46,20.240000000000002
2018-04-25,48,46.0,,0.46,22.080000000000002
2018-04-26,49,46.0,,0.46,22.540000000000003
2018-04-27,49,46.0,,0.46,22.540000000000003
2018-04-28,47,46.0,,0.46,21.62
2018-04-29,53,46.0,,0.46,24.380000000000003
2018-04-30,100,46.0,,0.46,46.0
2018-05-01,11,87.0,False,0.87,9.57
2018-05-02,7,87.0,,0.87,6.09
2018-05-03,8,87.0,,0.87,6.96
2018-05-04,7,87.0,,0.87,6.09
2018-05-05,7,87.0,,0.87,6.09
2018-05-06,9,87.0,,0.87,7.83
2018-05-07,8,87.0,,0.87,6.96
2018-05-08,9,87.0,,0.87,7.83
2018-05-09,11,87.0,,0.87,9.57
2018-05-10,100,87.0,,0.87,87.0
2018-05-11,18,87.0,,0.87,15.66
2018-05-12,12,87.0,,0.87,10.44
2018-05-13,58,87.0,,0.87,50.46
2018-05-14,9,87.0,,0.87,7.83
2018-05-15,9,87.0,,0.87,7.83
2018-05-16,6,87.0,,0.87,5.22
2018-05-17,6,87.0,,0.87,5.22
2018-05-18,6,87.0,,0.87,5.22
2018-05-19,5,87.0,,0.87,4.35
2018-05-20,6,87.0,,0.87,5.22
2018-05-21,6,87.0,,0.87,5.22
2018-05-22,6,87.0,,0.87,5.22
2018-05-23,6,87.0,,0.87,5.22
2018-05-24,6,87.0,,0.87,5.22
2018-05-25,6,87.0,,0.87,5.22
2018-05-26,6,87.0,,0.87,5.22
2018-05-27,10,87.0,,0.87,8.7
2018-05-28,6,87.0,,0.87,5.22
2018-05-29,6,87.0,,0.87,5.22
2018-05-30,7,87.0,,0.87,6.09
2018-05-31,7,87.0,,0.87,6.09
2018-06-01,10,63.0,False,0.63,6.3
2018-06-02,9,63.0,,0.63,5.67
2018-06-03,10,63.0,,0.63,6.3
2018-06-04,9,63.0,,0.63,5.67
2018-06-05,10,63.0,,0.63,6.3
2018-06-06,10,63.0,,0.63,6.3
2018-06-07,11,63.0,,0.63,6.93
2018-06-08,11,63.0,,0.63,6.93
2018-06-09,11,63.0,,0.63,6.93
2018-06-10,12,63.0,,0.63,7.5600000000000005
2018-06-11,11,63.0,,0.63,6.93
2018-06-12,13,63.0,,0.63,8.19
2018-06-13,12,63.0,,0.63,7.5600000000000005
2018-06-14,12,63.0,,0.63,7.5600000000000005
2018-06-15,13,63.0,,0.63,8.19
2018-06-16,18,63.0,,0.63,11.34
2018-06-17,100,63.0,,0.63,63.0
2018-06-18,15,63.0,,0.63,9.45
2018-06-19,9,63.0,,0.63,5.67
2018-06-20,8,63.0,,0.63,5.04
2018-06-21,8,63.0,,0.63,5.04
2018-06-22,9,63.0,,0.63,5.67
2018-06-23,9,63.0,,0.63,5.67
2018-06-24,10,63.0,,0.63,6.3
2018-06-25,8,63.0,,0.63,5.04
2018-06-26,8,63.0,,0.63,5.04
2018-06-27,8,63.0,,0.63,5.04
2018-06-28,8,63.0,,0.63,5.04
2018-06-29,9,63.0,,0.63,5.67
2018-06-30,8,63.0,,0.63,5.04
2018-07-01,68,42.0,False,0.42,28.56
2018-07-02,69,42.0,,0.42,28.98
2018-07-03,71,42.0,,0.42,29.82
2018-07-04,83,42.0,,0.42,34.86
2018-07-05,77,42.0,,0.42,32.339999999999996
2018-07-06,69,42.0,,0.42,28.98
2018-07-07,60,42.0,,0.42,25.2
2018-07-08,65,42.0,,0.42,27.3
2018-07-09,64,42.0,,0.42,26.88
2018-07-10,64,42.0,,0.42,26.88
2018-07-11,69,42.0,,0.42,28.98
2018-07-12,68,42.0,,0.42,28.56
2018-07-13,65,42.0,,0.42,27.3
2018-07-14,67,42.0,,0.42,28.14
2018-07-15,66,42.0,,0.42,27.72
2018-07-16,69,42.0,,0.42,28.98
2018-07-17,65,42.0,,0.42,27.3
2018-07-18,68,42.0,,0.42,28.56
2018-07-19,71,42.0,,0.42,29.82
2018-07-20,97,42.0,,0.42,40.74
2018-07-21,67,42.0,,0.42,28.14
2018-07-22,70,42.0,,0.42,29.4
2018-07-23,66,42.0,,0.42,27.72
2018-07-24,70,42.0,,0.42,29.4
2018-07-25,67,42.0,,0.42,28.14
2018-07-26,83,42.0,,0.42,34.86
2018-07-27,66,42.0,,0.42,27.72
2018-07-28,74,42.0,,0.42,31.08
2018-07-29,100,42.0,,0.42,42.0
2018-07-30,70,42.0,,0.42,29.4
2018-07-31,63,42.0,,0.42,26.459999999999997
2018-08-01,76,42.0,False,0.42,31.919999999999998
2018-08-02,74,42.0,,0.42,31.08
2018-08-03,84,42.0,,0.42,35.28
2018-08-04,78,42.0,,0.42,32.76
2018-08-05,79,42.0,,0.42,33.18
2018-08-06,78,42.0,,0.42,32.76
2018-08-07,74,42.0,,0.42,31.08
2018-08-08,76,42.0,,0.42,31.919999999999998
2018-08-09,73,42.0,,0.42,30.66
2018-08-10,77,42.0,,0.42,32.339999999999996
2018-08-11,73,42.0,,0.42,30.66
2018-08-12,95,42.0,,0.42,39.9
2018-08-13,85,42.0,,0.42,35.699999999999996
2018-08-14,76,42.0,,0.42,31.919999999999998
2018-08-15,83,42.0,,0.42,34.86
2018-08-16,76,42.0,,0.42,31.919999999999998
2018-08-17,71,42.0,,0.42,29.82
2018-08-18,69,42.0,,0.42,28.98
2018-08-19,76,42.0,,0.42,31.919999999999998
2018-08-20,82,42.0,,0.42,34.44
2018-08-21,76,42.0,,0.42,31.919999999999998
2018-08-22,75,42.0,,0.42,31.5
2018-08-23,78,42.0,,0.42,32.76
2018-08-24,77,42.0,,0.42,32.339999999999996
2018-08-25,72,42.0,,0.42,30.24
2018-08-26,75,42.0,,0.42,31.5
2018-08-27,78,42.0,,0.42,32.76
2018-08-28,100,42.0,,0.42,42.0
2018-08-29,84,42.0,,0.42,35.28
2018-08-30,82,42.0,,0.42,34.44
2018-08-31,79,42.0,,0.42,33.18
2018-09-01,64,47.0,False,0.47,30.08
2018-09-02,69,47.0,,0.47,32.43
2018-09-03,74,47.0,,0.47,34.78
2018-09-04,70,47.0,,0.47,32.9
2018-09-05,71,47.0,,0.47,33.37
2018-09-06,71,47.0,,0.47,33.37
2018-09-07,69,47.0,,0.47,32.43
2018-09-08,74,47.0,,0.47,34.78
2018-09-09,67,47.0,,0.47,31.49
2018-09-10,79,47.0,,0.47,37.129999999999995
2018-09-11,79,47.0,,0.47,37.129999999999995
2018-09-12,70,47.0,,0.47,32.9
2018-09-13,78,47.0,,0.47,36.66
2018-09-14,72,47.0,,0.47,33.839999999999996
2018-09-15,100,47.0,,0.47,47.0
2018-09-16,81,47.0,,0.47,38.07
2018-09-17,78,47.0,,0.47,36.66
2018-09-18,79,47.0,,0.47,37.129999999999995
2018-09-19,74,47.0,,0.47,34.78
2018-09-20,81,47.0,,0.47,38.07
2018-09-21,81,47.0,,0.47,38.07
2018-09-22,74,47.0,,0.47,34.78
2018-09-23,73,47.0,,0.47,34.309999999999995
2018-09-24,77,47.0,,0.47,36.19
2018-09-25,83,47.0,,0.47,39.01
2018-09-26,81,47.0,,0.47,38.07
2018-09-27,80,47.0,,0.47,37.599999999999994
2018-09-28,73,47.0,,0.47,34.309999999999995
2018-09-29,71,47.0,,0.47,33.37
2018-09-30,73,47.0,,0.47,34.309999999999995
2018-10-01,34,71.0,False,0.71,24.14
2018-10-02,31,71.0,,0.71,22.009999999999998
2018-10-03,31,71.0,,0.71,22.009999999999998
2018-10-04,36,71.0,,0.71,25.56
2018-10-05,30,71.0,,0.71,21.299999999999997
2018-10-06,29,71.0,,0.71,20.59
2018-10-07,28,71.0,,0.71,19.88
2018-10-08,35,71.0,,0.71,24.849999999999998
2018-10-09,33,71.0,,0.71,23.43
2018-10-10,33,71.0,,0.71,23.43
2018-10-11,35,71.0,,0.71,24.849999999999998
2018-10-12,38,71.0,,0.71,26.979999999999997
2018-10-13,31,71.0,,0.71,22.009999999999998
2018-10-14,33,71.0,,0.71,23.43
2018-10-15,35,71.0,,0.71,24.849999999999998
2018-10-16,35,71.0,,0.71,24.849999999999998
2018-10-17,36,71.0,,0.71,25.56
2018-10-18,37,71.0,,0.71,26.27
2018-10-19,36,71.0,,0.71,25.56
2018-10-20,33,71.0,,0.71,23.43
2018-10-21,38,71.0,,0.71,26.979999999999997
2018-10-22,42,71.0,,0.71,29.82
2018-10-23,46,71.0,,0.71,32.66
2018-10-24,46,71.0,,0.71,32.66
2018-10-25,49,71.0,,0.71,34.79
2018-10-26,51,71.0,,0.71,36.21
2018-10-27,56,71.0,,0.71,39.76
2018-10-28,62,71.0,,0.71,44.019999999999996
2018-10-29,63,71.0,,0.71,44.73
2018-10-30,73,71.0,,0.71,51.83
2018-10-31,100,71.0,,0.71,71.0
2018-11-01,85,69.0,False,0.69,58.65
2018-11-02,100,69.0,,0.69,69.0
2018-11-03,54,69.0,,0.69,37.26
2018-11-04,30,69.0,,0.69,20.7
2018-11-05,25,69.0,,0.69,17.25
2018-11-06,20,69.0,,0.69,13.799999999999999
2018-11-07,19,69.0,,0.69,13.11
2018-11-08,20,69.0,,0.69,13.799999999999999
2018-11-09,18,69.0,,0.69,12.419999999999998
2018-11-10,17,69.0,,0.69,11.729999999999999
2018-11-11,18,69.0,,0.69,12.419999999999998
2018-11-12,19,69.0,,0.69,13.11
2018-11-13,17,69.0,,0.69,11.729999999999999
2018-11-14,16,69.0,,0.69,11.04
2018-11-15,17,69.0,,0.69,11.729999999999999
2018-11-16,17,69.0,,0.69,11.729999999999999
2018-11-17,17,69.0,,0.69,11.729999999999999
2018-11-18,16,69.0,,0.69,11.04
2018-11-19,19,69.0,,0.69,13.11
2018-11-20,21,69.0,,0.69,14.489999999999998
2018-11-21,22,69.0,,0.69,15.18
2018-11-22,60,69.0,,0.69,41.4
2018-11-23,20,69.0,,0.69,13.799999999999999
2018-11-24,13,69.0,,0.69,8.969999999999999
2018-11-25,14,69.0,,0.69,9.66
2018-11-26,13,69.0,,0.69,8.969999999999999
2018-11-27,13,69.0,,0.69,8.969999999999999
2018-11-28,13,69.0,,0.69,8.969999999999999
2018-11-29,13,69.0,,0.69,8.969999999999999
2018-11-30,13,69.0,,0.69,8.969999999999999
2018-12-01,55,41.0,False,0.41,22.549999999999997
2018-12-02,52,41.0,,0.41,21.32
2018-12-03,62,41.0,,0.41,25.419999999999998
2018-12-04,62,41.0,,0.41,25.419999999999998
2018-12-05,62,41.0,,0.41,25.419999999999998
2018-12-06,65,41.0,,0.41,26.65
2018-12-07,66,41.0,,0.41,27.06
2018-12-08,63,41.0,,0.41,25.83
2018-12-09,59,41.0,,0.41,24.189999999999998
2018-12-10,58,41.0,,0.41,23.779999999999998
2018-12-11,60,41.0,,0.41,24.599999999999998
2018-12-12,91,41.0,,0.41,37.309999999999995
2018-12-13,61,41.0,,0.41,25.009999999999998
2018-12-14,54,41.0,,0.41,22.139999999999997
2018-12-15,52,41.0,,0.41,21.32
2018-12-16,49,41.0,,0.41,20.09
2018-12-17,55,41.0,,0.41,22.549999999999997
2018-12-18,58,41.0,,0.41,23.779999999999998
2018-12-19,65,41.0,,0.41,26.65
2018-12-20,60,41.0,,0.41,24.599999999999998
2018-12-21,65,41.0,,0.41,26.65
2018-12-22,65,41.0,,0.41,26.65
2018-12-23,54,41.0,,0.41,22.139999999999997
2018-12-24,54,41.0,,0.41,22.139999999999997
2018-12-25,60,41.0,,0.41,24.599999999999998
2018-12-26,61,41.0,,0.41,25.009999999999998
2018-12-27,59,41.0,,0.41,24.189999999999998
2018-12-28,100,41.0,,0.41,41.0
2018-12-29,73,41.0,,0.41,29.93
2018-12-30,58,41.0,,0.41,23.779999999999998
2018-12-31,63,41.0,,0.41,25.83
2019-01-01,41,45.0,False,0.45,18.45
2019-01-02,47,45.0,,0.45,21.150000000000002
2019-01-03,51,45.0,,0.45,22.95
2019-01-04,50,45.0,,0.45,22.5
2019-01-05,56,45.0,,0.45,25.2
2019-01-06,100,45.0,,0.45,45.0
2019-01-07,54,45.0,,0.45,24.3
2019-01-08,42,45.0,,0.45,18.900000000000002
2019-01-09,39,45.0,,0.45,17.55
2019-01-10,36,45.0,,0.45,16.2
2019-01-11,43,45.0,,0.45,19.35
2019-01-12,37,45.0,,0.45,16.650000000000002
2019-01-13,37,45.0,,0.45,16.650000000000002
2019-01-14,41,45.0,,0.45,18.45
2019-01-15,41,45.0,,0.45,18.45
2019-01-16,41,45.0,,0.45,18.45
2019-01-17,41,45.0,,0.45,18.45
2019-01-18,36,45.0,,0.45,16.2
2019-01-19,36,45.0,,0.45,16.2
2019-01-20,36,45.0,,0.45,16.2
2019-01-21,42,45.0,,0.45,18.900000000000002
2019-01-22,41,45.0,,0.45,18.45
2019-01-23,41,45.0,,0.45,18.45
2019-01-24,41,45.0,,0.45,18.45
2019-01-25,50,45.0,,0.45,22.5
2019-01-26,38,45.0,,0.45,17.1
2019-01-27,38,45.0,,0.45,17.1
2019-01-28,40,45.0,,0.45,18.0
2019-01-29,38,45.0,,0.45,17.1
2019-01-30,43,45.0,,0.45,19.35
2019-01-31,42,45.0,,0.45,18.900000000000002
2019-02-01,12,54.0,False,0.54,6.48
2019-02-02,12,54.0,,0.54,6.48
2019-02-03,12,54.0,,0.54,6.48
2019-02-04,11,54.0,,0.54,5.94
2019-02-05,12,54.0,,0.54,6.48
2019-02-06,12,54.0,,0.54,6.48
2019-02-07,12,54.0,,0.54,6.48
2019-02-08,11,54.0,,0.54,5.94
2019-02-09,11,54.0,,0.54,5.94
2019-02-10,11,54.0,,0.54,5.94
2019-02-11,12,54.0,,0.54,6.48
2019-02-12,14,54.0,,0.54,7.5600000000000005
2019-02-13,16,54.0,,0.54,8.64
2019-02-14,100,54.0,,0.54,54.0
2019-02-15,22,54.0,,0.54,11.88
2019-02-16,11,54.0,,0.54,5.94
2019-02-17,12,54.0,,0.54,6.48
2019-02-18,14,54.0,,0.54,7.5600000000000005
2019-02-19,11,54.0,,0.54,5.94
2019-02-20,11,54.0,,0.54,5.94
2019-02-21,11,54.0,,0.54,5.94
2019-02-22,11,54.0,,0.54,5.94
2019-02-23,11,54.0,,0.54,5.94
2019-02-24,11,54.0,,0.54,5.94
2019-02-25,10,54.0,,0.54,5.4
2019-02-26,11,54.0,,0.54,5.94
2019-02-27,11,54.0,,0.54,5.94
2019-02-28,11,54.0,,0.54,5.94
2019-03-01,19,52.0,False,0.52,9.88
2019-03-02,19,52.0,,0.52,9.88
2019-03-03,21,52.0,,0.52,10.92
2019-03-04,20,52.0,,0.52,10.4
2019-03-05,19,52.0,,0.52,9.88
2019-03-06,22,52.0,,0.52,11.440000000000001
2019-03-07,23,52.0,,0.52,11.96
2019-03-08,100,52.0,,0.52,52.0
2019-03-09,31,52.0,,0.52,16.12
2019-03-10,20,52.0,,0.52,10.4
2019-03-11,20,52.0,,0.52,10.4
2019-03-12,19,52.0,,0.52,9.88
2019-03-13,26,52.0,,0.52,13.52
2019-03-14,25,52.0,,0.52,13.0
2019-03-15,23,52.0,,0.52,11.96
2019-03-16,20,52.0,,0.52,10.4
2019-03-17,23,52.0,,0.52,11.96
2019-03-18,21,52.0,,0.52,10.92
2019-03-19,41,52.0,,0.52,21.32
2019-03-20,27,52.0,,0.52,14.040000000000001
2019-03-21,23,52.0,,0.52,11.96
2019-03-22,20,52.0,,0.52,10.4
2019-03-23,19,52.0,,0.52,9.88
2019-03-24,18,52.0,,0.52,9.36
2019-03-25,17,52.0,,0.52,8.84
2019-03-26,19,52.0,,0.52,9.88
2019-03-27,20,52.0,,0.52,10.4
2019-03-28,20,52.0,,0.52,10.4
2019-03-29,18,52.0,,0.52,9.36
2019-03-30,18,52.0,,0.52,9.36
2019-03-31,19,52.0,,0.52,9.88
2019-04-01,39,46.0,False,0.46,17.94
2019-04-02,44,46.0,,0.46,20.240000000000002
2019-04-03,40,46.0,,0.46,18.400000000000002
2019-04-04,38,46.0,,0.46,17.48
2019-04-05,37,46.0,,0.46,17.02
2019-04-06,36,46.0,,0.46,16.560000000000002
2019-04-07,35,46.0,,0.46,16.1
2019-04-08,36,46.0,,0.46,16.560000000000002
2019-04-09,43,46.0,,0.46,19.78
2019-04-10,48,46.0,,0.46,22.080000000000002
2019-04-11,44,46.0,,0.46,20.240000000000002
2019-04-12,37,46.0,,0.46,17.02
2019-04-13,37,46.0,,0.46,17.02
2019-04-14,37,46.0,,0.46,17.02
2019-04-15,38,46.0,,0.46,17.48
2019-04-16,37,46.0,,0.46,17.02
2019-04-17,41,46.0,,0.46,18.86
2019-04-18,37,46.0,,0.46,17.02
2019-04-19,39,46.0,,0.46,17.94
2019-04-20,40,46.0,,0.46,18.400000000000002
2019-04-21,63,46.0,,0.46,28.98
2019-04-22,46,46.0,,0.46,21.16
2019-04-23,40,46.0,,0.46,18.400000000000002
2019-04-24,47,46.0,,0.46,21.62
2019-04-25,38,46.0,,0.46,17.48
2019-04-26,40,46.0,,0.46,18.400000000000002
2019-04-27,42,46.0,,0.46,19.32
2019-04-28,46,46.0,,0.46,21.16
2019-04-29,48,46.0,,0.46,22.080000000000002
2019-04-30,100,46.0,,0.46,46.0
2019-05-01,11,82.0,False,0.82,9.02
2019-05-02,7,82.0,,0.82,5.739999999999999
2019-05-03,8,82.0,,0.82,6.56
2019-05-04,7,82.0,,0.82,5.739999999999999
2019-05-05,10,82.0,,0.82,8.2
2019-05-06,8,82.0,,0.82,6.56
2019-05-07,9,82.0,,0.82,7.38
2019-05-08,9,82.0,,0.82,7.38
2019-05-09,12,82.0,,0.82,9.84
2019-05-10,100,82.0,,0.82,82.0
2019-05-11,22,82.0,,0.82,18.04
2019-05-12,54,82.0,,0.82,44.279999999999994
2019-05-13,9,82.0,,0.82,7.38
2019-05-14,7,82.0,,0.82,5.739999999999999
2019-05-15,9,82.0,,0.82,7.38
2019-05-16,6,82.0,,0.82,4.92
2019-05-17,6,82.0,,0.82,4.92
2019-05-18,6,82.0,,0.82,4.92
2019-05-19,6,82.0,,0.82,4.92
2019-05-20,6,82.0,,0.82,4.92
2019-05-21,7,82.0,,0.82,5.739999999999999
2019-05-22,6,82.0,,0.82,4.92
2019-05-23,7,82.0,,0.82,5.739999999999999
2019-05-24,6,82.0,,0.82,4.92
2019-05-25,6,82.0,,0.82,4.92
2019-05-26,10,82.0,,0.82,8.2
2019-05-27,8,82.0,,0.82,6.56
2019-05-28,6,82.0,,0.82,4.92
2019-05-29,7,82.0,,0.82,5.739999999999999
2019-05-30,8,82.0,,0.82,6.56
2019-05-31,6,82.0,,0.82,4.92
2019-06-01,10,62.0,False,0.62,6.2
2019-06-02,10,62.0,,0.62,6.2
2019-06-03,9,62.0,,0.62,5.58
2019-06-04,11,62.0,,0.62,6.82
2019-06-05,11,62.0,,0.62,6.82
2019-06-06,12,62.0,,0.62,7.4399999999999995
2019-06-07,11,62.0,,0.62,6.82
2019-06-08,11,62.0,,0.62,6.82
2019-06-09,13,62.0,,0.62,8.06
2019-06-10,11,62.0,,0.62,6.82
2019-06-11,11,62.0,,0.62,6.82
2019-06-12,13,62.0,,0.62,8.06
2019-06-13,12,62.0,,0.62,7.4399999999999995
2019-06-14,14,62.0,,0.62,8.68
2019-06-15,19,62.0,,0.62,11.78
2019-06-16,100,62.0,,0.62,62.0
2019-06-17,20,62.0,,0.62,12.4
2019-06-18,10,62.0,,0.62,6.2
2019-06-19,8,62.0,,0.62,4.96
2019-06-20,8,62.0,,0.62,4.96
2019-06-21,10,62.0,,0.62,6.2
2019-06-22,9,62.0,,0.62,5.58
2019-06-23,9,62.0,,0.62,5.58
2019-06-24,9,62.0,,0.62,5.58
2019-06-25,8,62.0,,0.62,4.96
2019-06-26,9,62.0,,0.62,5.58
2019-06-27,8,62.0,,0.62,4.96
2019-06-28,9,62.0,,0.62,5.58
2019-06-29,8,62.0,,0.62,4.96
2019-06-30,8,62.0,,0.62,4.96
2019-07-01,73,42.0,False,0.42,30.66
2019-07-02,65,42.0,,0.42,27.3
2019-07-03,64,42.0,,0.42,26.88
2019-07-04,73,42.0,,0.42,30.66
2019-07-05,73,42.0,,0.42,30.66
2019-07-06,65,42.0,,0.42,27.3
2019-07-07,62,42.0,,0.42,26.04
2019-07-08,62,42.0,,0.42,26.04
2019-07-09,64,42.0,,0.42,26.88
2019-07-10,68,42.0,,0.42,28.56
2019-07-11,69,42.0,,0.42,28.98
2019-07-12,67,42.0,,0.42,28.14
2019-07-13,68,42.0,,0.42,28.56
2019-07-14,73,42.0,,0.42,30.66
2019-07-15,70,42.0,,0.42,29.4
2019-07-16,69,42.0,,0.42,28.98
2019-07-17,73,42.0,,0.42,30.66
2019-07-18,68,42.0,,0.42,28.56
2019-07-19,68,42.0,,0.42,28.56
2019-07-20,79,42.0,,0.42,33.18
2019-07-21,70,42.0,,0.42,29.4
2019-07-22,73,42.0,,0.42,30.66
2019-07-23,71,42.0,,0.42,29.82
2019-07-24,89,42.0,,0.42,37.379999999999995
2019-07-25,74,42.0,,0.42,31.08
2019-07-26,78,42.0,,0.42,32.76
2019-07-27,75,42.0,,0.42,31.5
2019-07-28,100,42.0,,0.42,42.0
2019-07-29,68,42.0,,0.42,28.56
2019-07-30,73,42.0,,0.42,30.66
2019-07-31,72,42.0,,0.42,30.24
2019-08-01,76,41.0,False,0.41,31.159999999999997
2019-08-02,79,41.0,,0.41,32.39
2019-08-03,69,41.0,,0.41,28.29
2019-08-04,67,41.0,,0.41,27.47
2019-08-05,68,41.0,,0.41,27.88
2019-08-06,71,41.0,,0.41,29.11
2019-08-07,75,41.0,,0.41,30.749999999999996
2019-08-08,77,41.0,,0.41,31.569999999999997
2019-08-09,76,41.0,,0.41,31.159999999999997
2019-08-10,68,41.0,,0.41,27.88
2019-08-11,84,41.0,,0.41,34.44
2019-08-12,70,41.0,,0.41,28.7
2019-08-13,71,41.0,,0.41,29.11
2019-08-14,72,41.0,,0.41,29.52
2019-08-15,78,41.0,,0.41,31.979999999999997
2019-08-16,77,41.0,,0.41,31.569999999999997
2019-08-17,70,41.0,,0.41,28.7
2019-08-18,68,41.0,,0.41,27.88
2019-08-19,73,41.0,,0.41,29.93
2019-08-20,69,41.0,,0.41,28.29
2019-08-21,72,41.0,,0.41,29.52
2019-08-22,75,41.0,,0.41,30.749999999999996
2019-08-23,70,41.0,,0.41,28.7
2019-08-24,67,41.0,,0.41,27.47
2019-08-25,72,41.0,,0.41,29.52
2019-08-26,74,41.0,,0.41,30.34
2019-08-27,74,41.0,,0.41,30.34
