date,BOOM_unscaled,BOOM_monthly,isPartial,scale,BOOM
2017-12-20,79,66.0,,0.66,52.14
2017-12-21,73,66.0,,0.66,48.18
2017-12-22,76,66.0,,0.66,50.160000000000004
2017-12-23,85,66.0,,0.66,56.1
2017-12-24,87,66.0,,0.66,57.42
2017-12-25,86,66.0,,0.66,56.760000000000005
2017-12-26,73,66.0,,0.66,48.18
2017-12-27,76,66.0,,0.66,50.160000000000004
2017-12-28,73,66.0,,0.66,48.18
2017-12-29,81,66.0,,0.66,53.46
2017-12-30,78,66.0,,0.66,51.480000000000004
2017-12-31,86,66.0,,0.66,56.760000000000005
2018-01-01,61,64.0,False,0.64,39.04
2018-01-02,48,64.0,,0.64,30.72
2018-01-03,53,64.0,,0.64,33.92
2018-01-04,52,64.0,,0.64,33.28
2018-01-05,51,64.0,,0.64,32.64
2018-01-06,58,64.0,,0.64,37.12
2018-01-07,58,64.0,,0.64,37.12
2018-01-08,54,64.0,,0.64,34.56
2018-01-09,55,64.0,,0.64,35.2
2018-01-10,60,64.0,,0.64,38.4
2018-01-11,54,64.0,,0.64,34.56
2018-01-12,54,64.0,,0.64,34.56
2018-01-13,59,64.0,,0.64,37.76
2018-01-14,61,64.0,,0.64,39.04
2018-01-15,52,64.0,,0.64,33.28
2018-01-16,58,64.0,,0.64,37.12
2018-01-17,100,64.0,,0.64,64.0
2018-01-18,81,64.0,,0.64,51.84
2018-01-19,67,64.0,,0.64,42.88
2018-01-20,67,64.0,,0.64,42.88
2018-01-21,59,64.0,,0.64,37.76
2018-01-22,53,64.0,,0.64,33.92
2018-01-23,55,64.0,,0.64,35.2
2018-01-24,58,64.0,,0.64,37.12
2018-01-25,58,64.0,,0.64,37.12
2018-01-26,57,64.0,,0.64,36.480000000000004
2018-01-27,65,64.0,,0.64,41.6
2018-01-28,62,64.0,,0.64,39.68
2018-01-29,57,64.0,,0.64,36.480000000000004
2018-01-30,56,64.0,,0.64,35.84
2018-01-31,61,64.0,,0.64,39.04
2018-02-01,80,62.0,False,0.62,49.6
2018-02-02,87,62.0,,0.62,53.94
2018-02-03,93,62.0,,0.62,57.66
2018-02-04,91,62.0,,0.62,56.42
2018-02-05,74,62.0,,0.62,45.88
2018-02-06,86,62.0,,0.62,53.32
2018-02-07,79,62.0,,0.62,48.98
2018-02-08,91,62.0,,0.62,56.42
2018-02-09,85,62.0,,0.62,52.7
2018-02-10,84,62.0,,0.62,52.08
2018-02-11,86,62.0,,0.62,53.32
2018-02-12,84,62.0,,0.62,52.08
2018-02-13,100,62.0,,0.62,62.0
2018-02-14,84,62.0,,0.62,52.08
2018-02-15,83,62.0,,0.62,51.46
2018-02-16,85,62.0,,0.62,52.7
2018-02-17,91,62.0,,0.62,56.42
2018-02-18,91,62.0,,0.62,56.42
2018-02-19,90,62.0,,0.62,55.8
2018-02-20,87,62.0,,0.62,53.94
2018-02-21,85,62.0,,0.62,52.7
2018-02-22,75,62.0,,0.62,46.5
2018-02-23,87,62.0,,0.62,53.94
2018-02-24,80,62.0,,0.62,49.6
2018-02-25,94,62.0,,0.62,58.28
2018-02-26,84,62.0,,0.62,52.08
2018-02-27,85,62.0,,0.62,52.7
2018-02-28,91,62.0,,0.62,56.42
2018-03-01,82,65.0,False,0.65,53.300000000000004
2018-03-02,84,65.0,,0.65,54.6
2018-03-03,94,65.0,,0.65,61.1
2018-03-04,91,65.0,,0.65,59.15
2018-03-05,93,65.0,,0.65,60.45
2018-03-06,86,65.0,,0.65,55.9
2018-03-07,92,65.0,,0.65,59.800000000000004
2018-03-08,100,65.0,,0.65,65.0
2018-03-09,93,65.0,,0.65,60.45
2018-03-10,95,65.0,,0.65,61.75
2018-03-11,90,65.0,,0.65,58.5
2018-03-12,90,65.0,,0.65,58.5
2018-03-13,81,65.0,,0.65,52.65
2018-03-14,88,65.0,,0.65,57.2
2018-03-15,85,65.0,,0.65,55.25
2018-03-16,84,65.0,,0.65,54.6
2018-03-17,84,65.0,,0.65,54.6
2018-03-18,81,65.0,,0.65,52.65
2018-03-19,83,65.0,,0.65,53.95
2018-03-20,83,65.0,,0.65,53.95
2018-03-21,85,65.0,,0.65,55.25
2018-03-22,94,65.0,,0.65,61.1
2018-03-23,86,65.0,,0.65,55.9
2018-03-24,89,65.0,,0.65,57.85
2018-03-25,94,65.0,,0.65,61.1
2018-03-26,86,65.0,,0.65,55.9
2018-03-27,92,65.0,,0.65,59.800000000000004
2018-03-28,87,65.0,,0.65,56.550000000000004
2018-03-29,85,65.0,,0.65,55.25
2018-03-30,85,65.0,,0.65,55.25
2018-03-31,90,65.0,,0.65,58.5
2018-04-01,89,67.0,False,0.67,59.63
2018-04-02,86,67.0,,0.67,57.620000000000005
2018-04-03,100,67.0,,0.67,67.0
2018-04-04,95,67.0,,0.67,63.650000000000006
2018-04-05,96,67.0,,0.67,64.32000000000001
2018-04-06,92,67.0,,0.67,61.64
2018-04-07,91,67.0,,0.67,60.970000000000006
2018-04-08,99,67.0,,0.67,66.33
2018-04-09,86,67.0,,0.67,57.620000000000005
2018-04-10,89,67.0,,0.67,59.63
2018-04-11,83,67.0,,0.67,55.61000000000001
2018-04-12,97,67.0,,0.67,64.99000000000001
2018-04-13,88,67.0,,0.67,58.96
2018-04-14,98,67.0,,0.67,65.66000000000001
2018-04-15,100,67.0,,0.67,67.0
2018-04-16,90,67.0,,0.67,60.300000000000004
2018-04-17,97,67.0,,0.67,64.99000000000001
2018-04-18,87,67.0,,0.67,58.290000000000006
2018-04-19,92,67.0,,0.67,61.64
2018-04-20,92,67.0,,0.67,61.64
2018-04-21,99,67.0,,0.67,66.33
2018-04-22,90,67.0,,0.67,60.300000000000004
2018-04-23,87,67.0,,0.67,58.290000000000006
2018-04-24,90,67.0,,0.67,60.300000000000004
2018-04-25,88,67.0,,0.67,58.96
2018-04-26,91,67.0,,0.67,60.970000000000006
2018-04-27,87,67.0,,0.67,58.290000000000006
2018-04-28,91,67.0,,0.67,60.970000000000006
2018-04-29,90,67.0,,0.67,60.300000000000004
2018-04-30,85,67.0,,0.67,56.95
2018-05-01,86,64.0,False,0.64,55.04
2018-05-02,89,64.0,,0.64,56.96
2018-05-03,95,64.0,,0.64,60.800000000000004
2018-05-04,90,64.0,,0.64,57.6
2018-05-05,92,64.0,,0.64,58.88
2018-05-06,89,64.0,,0.64,56.96
2018-05-07,92,64.0,,0.64,58.88
2018-05-08,88,64.0,,0.64,56.32
2018-05-09,84,64.0,,0.64,53.76
2018-05-10,85,64.0,,0.64,54.4
2018-05-11,91,64.0,,0.64,58.24
2018-05-12,96,64.0,,0.64,61.44
2018-05-13,90,64.0,,0.64,57.6
2018-05-14,90,64.0,,0.64,57.6
2018-05-15,86,64.0,,0.64,55.04
2018-05-16,82,64.0,,0.64,52.480000000000004
2018-05-17,85,64.0,,0.64,54.4
2018-05-18,91,64.0,,0.64,58.24
2018-05-19,88,64.0,,0.64,56.32
2018-05-20,92,64.0,,0.64,58.88
2018-05-21,86,64.0,,0.64,55.04
2018-05-22,81,64.0,,0.64,51.84
2018-05-23,86,64.0,,0.64,55.04
2018-05-24,84,64.0,,0.64,53.76
2018-05-25,84,64.0,,0.64,53.76
2018-05-26,100,64.0,,0.64,64.0
2018-05-27,98,64.0,,0.64,62.72
2018-05-28,87,64.0,,0.64,55.68
2018-05-29,79,64.0,,0.64,50.56
2018-05-30,79,64.0,,0.64,50.56
2018-05-31,82,64.0,,0.64,52.480000000000004
2018-06-01,76,66.0,False,0.66,50.160000000000004
2018-06-02,87,66.0,,0.66,57.42
2018-06-03,86,66.0,,0.66,56.760000000000005
2018-06-04,76,66.0,,0.66,50.160000000000004
2018-06-05,76,66.0,,0.66,50.160000000000004
2018-06-06,82,66.0,,0.66,54.120000000000005
2018-06-07,74,66.0,,0.66,48.84
2018-06-08,79,66.0,,0.66,52.14
2018-06-09,85,66.0,,0.66,56.1
2018-06-10,80,66.0,,0.66,52.800000000000004
2018-06-11,79,66.0,,0.66,52.14
2018-06-12,73,66.0,,0.66,48.18
2018-06-13,73,66.0,,0.66,48.18
2018-06-14,78,66.0,,0.66,51.480000000000004
2018-06-15,86,66.0,,0.66,56.760000000000005
2018-06-16,82,66.0,,0.66,54.120000000000005
2018-06-17,90,66.0,,0.66,59.400000000000006
2018-06-18,79,66.0,,0.66,52.14
2018-06-19,80,66.0,,0.66,52.800000000000004
2018-06-20,71,66.0,,0.66,46.86
2018-06-21,76,66.0,,0.66,50.160000000000004
2018-06-22,77,66.0,,0.66,50.82
2018-06-23,92,66.0,,0.66,60.720000000000006
2018-06-24,86,66.0,,0.66,56.760000000000005
2018-06-25,81,66.0,,0.66,53.46
2018-06-26,80,66.0,,0.66,52.800000000000004
2018-06-27,87,66.0,,0.66,57.42
2018-06-28,88,66.0,,0.66,58.080000000000005
2018-06-29,98,66.0,,0.66,64.68
2018-06-30,100,66.0,,0.66,66.0
2018-07-01,48,70.0,False,0.7,33.599999999999994
2018-07-02,46,70.0,,0.7,32.199999999999996
2018-07-03,85,70.0,,0.7,59.49999999999999
2018-07-04,100,70.0,,0.7,70.0
2018-07-05,59,70.0,,0.7,41.3
2018-07-06,35,70.0,,0.7,24.5
2018-07-07,37,70.0,,0.7,25.9
2018-07-08,35,70.0,,0.7,24.5
2018-07-09,33,70.0,,0.7,23.099999999999998
2018-07-10,33,70.0,,0.7,23.099999999999998
2018-07-11,31,70.0,,0.7,21.7
2018-07-12,32,70.0,,0.7,22.4
2018-07-13,37,70.0,,0.7,25.9
2018-07-14,36,70.0,,0.7,25.2
2018-07-15,36,70.0,,0.7,25.2
2018-07-16,31,70.0,,0.7,21.7
2018-07-17,33,70.0,,0.7,23.099999999999998
2018-07-18,32,70.0,,0.7,22.4
2018-07-19,33,70.0,,0.7,23.099999999999998
2018-07-20,34,70.0,,0.7,23.799999999999997
2018-07-21,36,70.0,,0.7,25.2
2018-07-22,36,70.0,,0.7,25.2
2018-07-23,33,70.0,,0.7,23.099999999999998
2018-07-24,34,70.0,,0.7,23.799999999999997
2018-07-25,31,70.0,,0.7,21.7
2018-07-26,34,70.0,,0.7,23.799999999999997
2018-07-27,31,70.0,,0.7,21.7
2018-07-28,37,70.0,,0.7,25.9
2018-07-29,37,70.0,,0.7,25.9
2018-07-30,32,70.0,,0.7,22.4
2018-07-31,27,70.0,,0.7,18.9
2018-08-01,76,62.0,False,0.62,47.12
2018-08-02,81,62.0,,0.62,50.22
2018-08-03,90,62.0,,0.62,55.8
2018-08-04,100,62.0,,0.62,62.0
2018-08-05,88,62.0,,0.62,54.56
2018-08-06,79,62.0,,0.62,48.98
2018-08-07,81,62.0,,0.62,50.22
2018-08-08,83,62.0,,0.62,51.46
2018-08-09,89,62.0,,0.62,55.18
2018-08-10,77,62.0,,0.62,47.74
2018-08-11,96,62.0,,0.62,59.519999999999996
2018-08-12,92,62.0,,0.62,57.04
2018-08-13,79,62.0,,0.62,48.98
2018-08-14,82,62.0,,0.62,50.839999999999996
2018-08-15,80,62.0,,0.62,49.6
2018-08-16,82,62.0,,0.62,50.839999999999996
2018-08-17,84,62.0,,0.62,52.08
2018-08-18,88,62.0,,0.62,54.56
2018-08-19,92,62.0,,0.62,57.04
2018-08-20,80,62.0,,0.62,49.6
2018-08-21,83,62.0,,0.62,51.46
2018-08-22,94,62.0,,0.62,58.28
2018-08-23,96,62.0,,0.62,59.519999999999996
2018-08-24,87,62.0,,0.62,53.94
2018-08-25,96,62.0,,0.62,59.519999999999996
2018-08-26,92,62.0,,0.62,57.04
2018-08-27,87,62.0,,0.62,53.94
2018-08-28,83,62.0,,0.62,51.46
2018-08-29,94,62.0,,0.62,58.28
2018-08-30,90,62.0,,0.62,55.8
2018-08-31,89,62.0,,0.62,55.18
2018-09-01,95,60.0,False,0.6,57.0
2018-09-02,100,60.0,,0.6,60.0
2018-09-03,94,60.0,,0.6,56.4
2018-09-04,75,60.0,,0.6,45.0
2018-09-05,79,60.0,,0.6,47.4
2018-09-06,86,60.0,,0.6,51.6
2018-09-07,79,60.0,,0.6,47.4
2018-09-08,82,60.0,,0.6,49.199999999999996
2018-09-09,83,60.0,,0.6,49.8
2018-09-10,86,60.0,,0.6,51.6
2018-09-11,74,60.0,,0.6,44.4
2018-09-12,78,60.0,,0.6,46.8
2018-09-13,82,60.0,,0.6,49.199999999999996
2018-09-14,82,60.0,,0.6,49.199999999999996
2018-09-15,94,60.0,,0.6,56.4
2018-09-16,88,60.0,,0.6,52.8
2018-09-17,77,60.0,,0.6,46.199999999999996
2018-09-18,81,60.0,,0.6,48.6
2018-09-19,86,60.0,,0.6,51.6
2018-09-20,85,60.0,,0.6,51.0
2018-09-21,82,60.0,,0.6,49.199999999999996
2018-09-22,83,60.0,,0.6,49.8
2018-09-23,93,60.0,,0.6,55.8
2018-09-24,81,60.0,,0.6,48.6
2018-09-25,78,60.0,,0.6,46.8
2018-09-26,81,60.0,,0.6,48.6
2018-09-27,86,60.0,,0.6,51.6
2018-09-28,84,60.0,,0.6,50.4
2018-09-29,86,60.0,,0.6,51.6
2018-09-30,84,60.0,,0.6,50.4
2018-10-01,69,62.0,False,0.62,42.78
2018-10-02,62,62.0,,0.62,38.44
2018-10-03,64,62.0,,0.62,39.68
2018-10-04,61,62.0,,0.62,37.82
2018-10-05,69,62.0,,0.62,42.78
2018-10-06,69,62.0,,0.62,42.78
2018-10-07,68,62.0,,0.62,42.16
2018-10-08,67,62.0,,0.62,41.54
2018-10-09,66,62.0,,0.62,40.92
2018-10-10,66,62.0,,0.62,40.92
2018-10-11,67,62.0,,0.62,41.54
2018-10-12,69,62.0,,0.62,42.78
2018-10-13,64,62.0,,0.62,39.68
2018-10-14,70,62.0,,0.62,43.4
2018-10-15,72,62.0,,0.62,44.64
2018-10-16,66,62.0,,0.62,40.92
2018-10-17,72,62.0,,0.62,44.64
2018-10-18,71,62.0,,0.62,44.02
2018-10-19,70,62.0,,0.62,43.4
2018-10-20,69,62.0,,0.62,42.78
2018-10-21,64,62.0,,0.62,39.68
2018-10-22,67,62.0,,0.62,41.54
2018-10-23,60,62.0,,0.62,37.2
2018-10-24,63,62.0,,0.62,39.06
2018-10-25,69,62.0,,0.62,42.78
2018-10-26,67,62.0,,0.62,41.54
2018-10-27,76,62.0,,0.62,47.12
2018-10-28,68,62.0,,0.62,42.16
2018-10-29,100,62.0,,0.62,62.0
2018-10-30,75,62.0,,0.62,46.5
2018-10-31,77,62.0,,0.62,47.74
2018-11-01,93,61.0,False,0.61,56.73
2018-11-02,94,61.0,,0.61,57.339999999999996
2018-11-03,94,61.0,,0.61,57.339999999999996
2018-11-04,98,61.0,,0.61,59.78
2018-11-05,100,61.0,,0.61,61.0
2018-11-06,87,61.0,,0.61,53.07
2018-11-07,79,61.0,,0.61,48.19
2018-11-08,89,61.0,,0.61,54.29
2018-11-09,85,61.0,,0.61,51.85
2018-11-10,90,61.0,,0.61,54.9
2018-11-11,85,61.0,,0.61,51.85
2018-11-12,84,61.0,,0.61,51.24
2018-11-13,89,61.0,,0.61,54.29
2018-11-14,82,61.0,,0.61,50.019999999999996
2018-11-15,83,61.0,,0.61,50.629999999999995
2018-11-16,92,61.0,,0.61,56.12
2018-11-17,94,61.0,,0.61,57.339999999999996
2018-11-18,85,61.0,,0.61,51.85
2018-11-19,86,61.0,,0.61,52.46
2018-11-20,80,61.0,,0.61,48.8
2018-11-21,77,61.0,,0.61,46.97
2018-11-22,93,61.0,,0.61,56.73
2018-11-23,97,61.0,,0.61,59.17
2018-11-24,89,61.0,,0.61,54.29
2018-11-25,90,61.0,,0.61,54.9
2018-11-26,88,61.0,,0.61,53.68
2018-11-27,94,61.0,,0.61,57.339999999999996
2018-11-28,88,61.0,,0.61,53.68
2018-11-29,97,61.0,,0.61,59.17
2018-11-30,84,61.0,,0.61,51.24
2018-12-01,84,63.0,False,0.63,52.92
2018-12-02,77,63.0,,0.63,48.51
2018-12-03,82,63.0,,0.63,51.660000000000004
2018-12-04,83,63.0,,0.63,52.29
2018-12-05,88,63.0,,0.63,55.44
2018-12-06,84,63.0,,0.63,52.92
2018-12-07,80,63.0,,0.63,50.4
2018-12-08,86,63.0,,0.63,54.18
2018-12-09,78,63.0,,0.63,49.14
2018-12-10,81,63.0,,0.63,51.03
2018-12-11,79,63.0,,0.63,49.77
2018-12-12,80,63.0,,0.63,50.4
2018-12-13,81,63.0,,0.63,51.03
2018-12-14,88,63.0,,0.63,55.44
2018-12-15,83,63.0,,0.63,52.29
2018-12-16,87,63.0,,0.63,54.81
2018-12-17,78,63.0,,0.63,49.14
2018-12-18,84,63.0,,0.63,52.92
2018-12-19,80,63.0,,0.63,50.4
2018-12-20,88,63.0,,0.63,55.44
2018-12-21,90,63.0,,0.63,56.7
2018-12-22,92,63.0,,0.63,57.96
2018-12-23,99,63.0,,0.63,62.37
2018-12-24,75,63.0,,0.63,47.25
2018-12-25,100,63.0,,0.63,63.0
2018-12-26,93,63.0,,0.63,58.59
2018-12-27,71,63.0,,0.63,44.73
2018-12-28,72,63.0,,0.63,45.36
2018-12-29,79,63.0,,0.63,49.77
2018-12-30,91,63.0,,0.63,57.33
2018-12-31,89,63.0,,0.63,56.07
2019-01-01,85,67.0,False,0.67,56.95
2019-01-02,63,67.0,,0.67,42.21
2019-01-03,70,67.0,,0.67,46.900000000000006
2019-01-04,68,67.0,,0.67,45.56
2019-01-05,76,67.0,,0.67,50.92
2019-01-06,75,67.0,,0.67,50.25
2019-01-07,91,67.0,,0.67,60.970000000000006
2019-01-08,75,67.0,,0.67,50.25
2019-01-09,73,67.0,,0.67,48.910000000000004
2019-01-10,72,67.0,,0.67,48.24
2019-01-11,81,67.0,,0.67,54.27
2019-01-12,81,67.0,,0.67,54.27
2019-01-13,85,67.0,,0.67,56.95
2019-01-14,90,67.0,,0.67,60.300000000000004
2019-01-15,79,67.0,,0.67,52.93
2019-01-16,74,67.0,,0.67,49.580000000000005
2019-01-17,72,67.0,,0.67,48.24
2019-01-18,65,67.0,,0.67,43.550000000000004
2019-01-19,79,67.0,,0.67,52.93
2019-01-20,75,67.0,,0.67,50.25
2019-01-21,77,67.0,,0.67,51.59
2019-01-22,65,67.0,,0.67,43.550000000000004
2019-01-23,73,67.0,,0.67,48.910000000000004
2019-01-24,74,67.0,,0.67,49.580000000000005
2019-01-25,75,67.0,,0.67,50.25
2019-01-26,76,67.0,,0.67,50.92
2019-01-27,87,67.0,,0.67,58.290000000000006
2019-01-28,84,67.0,,0.67,56.28
2019-01-29,79,67.0,,0.67,52.93
2019-01-30,100,67.0,,0.67,67.0
2019-01-31,84,67.0,,0.67,56.28
2019-02-01,85,66.0,False,0.66,56.1
2019-02-02,92,66.0,,0.66,60.720000000000006
2019-02-03,90,66.0,,0.66,59.400000000000006
2019-02-04,78,66.0,,0.66,51.480000000000004
2019-02-05,78,66.0,,0.66,51.480000000000004
2019-02-06,95,66.0,,0.66,62.7
2019-02-07,87,66.0,,0.66,57.42
2019-02-08,86,66.0,,0.66,56.760000000000005
2019-02-09,95,66.0,,0.66,62.7
2019-02-10,93,66.0,,0.66,61.38
2019-02-11,81,66.0,,0.66,53.46
2019-02-12,85,66.0,,0.66,56.1
2019-02-13,83,66.0,,0.66,54.78
2019-02-14,84,66.0,,0.66,55.440000000000005
2019-02-15,87,66.0,,0.66,57.42
2019-02-16,89,66.0,,0.66,58.74
2019-02-17,85,66.0,,0.66,56.1
2019-02-18,76,66.0,,0.66,50.160000000000004
2019-02-19,79,66.0,,0.66,52.14
2019-02-20,87,66.0,,0.66,57.42
2019-02-21,81,66.0,,0.66,53.46
2019-02-22,78,66.0,,0.66,51.480000000000004
2019-02-23,82,66.0,,0.66,54.120000000000005
2019-02-24,92,66.0,,0.66,60.720000000000006
2019-02-25,100,66.0,,0.66,66.0
2019-02-26,90,66.0,,0.66,59.400000000000006
2019-02-27,90,66.0,,0.66,59.400000000000006
2019-02-28,88,66.0,,0.66,58.080000000000005
2019-03-01,91,65.0,False,0.65,59.15
2019-03-02,81,65.0,,0.65,52.65
2019-03-03,89,65.0,,0.65,57.85
2019-03-04,93,65.0,,0.65,60.45
2019-03-05,85,65.0,,0.65,55.25
2019-03-06,93,65.0,,0.65,60.45
2019-03-07,85,65.0,,0.65,55.25
2019-03-08,91,65.0,,0.65,59.15
2019-03-09,92,65.0,,0.65,59.800000000000004
2019-03-10,80,65.0,,0.65,52.0
2019-03-11,83,65.0,,0.65,53.95
2019-03-12,90,65.0,,0.65,58.5
2019-03-13,79,65.0,,0.65,51.35
2019-03-14,92,65.0,,0.65,59.800000000000004
2019-03-15,78,65.0,,0.65,50.7
2019-03-16,81,65.0,,0.65,52.65
2019-03-17,100,65.0,,0.65,65.0
2019-03-18,86,65.0,,0.65,55.9
2019-03-19,92,65.0,,0.65,59.800000000000004
2019-03-20,88,65.0,,0.65,57.2
2019-03-21,90,65.0,,0.65,58.5
2019-03-22,89,65.0,,0.65,57.85
2019-03-23,87,65.0,,0.65,56.550000000000004
2019-03-24,85,65.0,,0.65,55.25
2019-03-25,92,65.0,,0.65,59.800000000000004
2019-03-26,90,65.0,,0.65,58.5
2019-03-27,91,65.0,,0.65,59.15
2019-03-28,91,65.0,,0.65,59.15
2019-03-29,92,65.0,,0.65,59.800000000000004
2019-03-30,90,65.0,,0.65,58.5
2019-03-31,84,65.0,,0.65,54.6
2019-04-01,72,65.0,False,0.65,46.800000000000004
2019-04-02,90,65.0,,0.65,58.5
2019-04-03,85,65.0,,0.65,55.25
2019-04-04,79,65.0,,0.65,51.35
2019-04-05,86,65.0,,0.65,55.9
2019-04-06,81,65.0,,0.65,52.65
2019-04-07,85,65.0,,0.65,55.25
2019-04-08,77,65.0,,0.65,50.050000000000004
2019-04-09,84,65.0,,0.65,54.6
2019-04-10,87,65.0,,0.65,56.550000000000004
2019-04-11,81,65.0,,0.65,52.65
2019-04-12,83,65.0,,0.65,53.95
2019-04-13,86,65.0,,0.65,55.9
2019-04-14,83,65.0,,0.65,53.95
2019-04-15,76,65.0,,0.65,49.4
2019-04-16,73,65.0,,0.65,47.45
2019-04-17,81,65.0,,0.65,52.65
2019-04-18,77,65.0,,0.65,50.050000000000004
2019-04-19,73,65.0,,0.65,47.45
2019-04-20,75,65.0,,0.65,48.75
2019-04-21,77,65.0,,0.65,50.050000000000004
2019-04-22,73,65.0,,0.65,47.45
2019-04-23,82,65.0,,0.65,53.300000000000004
2019-04-24,83,65.0,,0.65,53.95
2019-04-25,79,65.0,,0.65,51.35
2019-04-26,79,65.0,,0.65,51.35
2019-04-27,76,65.0,,0.65,49.4
2019-04-28,82,65.0,,0.65,53.300000000000004
2019-04-29,85,65.0,,0.65,55.25
2019-04-30,100,65.0,,0.65,65.0
2019-05-01,98,65.0,False,0.65,63.7
2019-05-02,94,65.0,,0.65,61.1
2019-05-03,93,65.0,,0.65,60.45
2019-05-04,94,65.0,,0.65,61.1
2019-05-05,99,65.0,,0.65,64.35000000000001
2019-05-06,97,65.0,,0.65,63.050000000000004
2019-05-07,94,65.0,,0.65,61.1
2019-05-08,98,65.0,,0.65,63.7
2019-05-09,87,65.0,,0.65,56.550000000000004
2019-05-10,96,65.0,,0.65,62.400000000000006
2019-05-11,91,65.0,,0.65,59.15
2019-05-12,99,65.0,,0.65,64.35000000000001
2019-05-13,87,65.0,,0.65,56.550000000000004
2019-05-14,98,65.0,,0.65,63.7
2019-05-15,87,65.0,,0.65,56.550000000000004
2019-05-16,92,65.0,,0.65,59.800000000000004
2019-05-17,92,65.0,,0.65,59.800000000000004
2019-05-18,97,65.0,,0.65,63.050000000000004
2019-05-19,98,65.0,,0.65,63.7
2019-05-20,87,65.0,,0.65,56.550000000000004
2019-05-21,87,65.0,,0.65,56.550000000000004
2019-05-22,92,65.0,,0.65,59.800000000000004
2019-05-23,85,65.0,,0.65,55.25
2019-05-24,96,65.0,,0.65,62.400000000000006
2019-05-25,97,65.0,,0.65,63.050000000000004
2019-05-26,100,65.0,,0.65,65.0
2019-05-27,92,65.0,,0.65,59.800000000000004
2019-05-28,92,65.0,,0.65,59.800000000000004
2019-05-29,92,65.0,,0.65,59.800000000000004
2019-05-30,92,65.0,,0.65,59.800000000000004
2019-05-31,88,65.0,,0.65,57.2
2019-06-01,93,64.0,False,0.64,59.52
2019-06-02,85,64.0,,0.64,54.4
2019-06-03,83,64.0,,0.64,53.120000000000005
2019-06-04,83,64.0,,0.64,53.120000000000005
2019-06-05,82,64.0,,0.64,52.480000000000004
2019-06-06,82,64.0,,0.64,52.480000000000004
2019-06-07,83,64.0,,0.64,53.120000000000005
2019-06-08,84,64.0,,0.64,53.76
2019-06-09,88,64.0,,0.64,56.32
2019-06-10,79,64.0,,0.64,50.56
2019-06-11,74,64.0,,0.64,47.36
2019-06-12,78,64.0,,0.64,49.92
2019-06-13,80,64.0,,0.64,51.2
2019-06-14,83,64.0,,0.64,53.120000000000005
2019-06-15,91,64.0,,0.64,58.24
2019-06-16,80,64.0,,0.64,51.2
2019-06-17,78,64.0,,0.64,49.92
2019-06-18,82,64.0,,0.64,52.480000000000004
2019-06-19,77,64.0,,0.64,49.28
2019-06-20,79,64.0,,0.64,50.56
2019-06-21,93,64.0,,0.64,59.52
2019-06-22,91,64.0,,0.64,58.24
2019-06-23,100,64.0,,0.64,64.0
2019-06-24,81,64.0,,0.64,51.84
2019-06-25,93,64.0,,0.64,59.52
2019-06-26,80,64.0,,0.64,51.2
2019-06-27,90,64.0,,0.64,57.6
2019-06-28,100,64.0,,0.64,64.0
2019-06-29,100,64.0,,0.64,64.0
2019-06-30,99,64.0,,0.64,63.36
2019-07-01,46,68.0,False,0.68,31.28
2019-07-02,50,68.0,,0.68,34.0
2019-07-03,94,68.0,,0.68,63.92
2019-07-04,100,68.0,,0.68,68.0
2019-07-05,61,68.0,,0.68,41.480000000000004
2019-07-06,39,68.0,,0.68,26.520000000000003
2019-07-07,35,68.0,,0.68,23.8
2019-07-08,32,68.0,,0.68,21.76
2019-07-09,36,68.0,,0.68,24.48
2019-07-10,35,68.0,,0.68,23.8
2019-07-11,37,68.0,,0.68,25.16
2019-07-12,37,68.0,,0.68,25.16
2019-07-13,39,68.0,,0.68,26.520000000000003
2019-07-14,39,68.0,,0.68,26.520000000000003
2019-07-15,35,68.0,,0.68,23.8
2019-07-16,33,68.0,,0.68,22.44
2019-07-17,31,68.0,,0.68,21.080000000000002
2019-07-18,35,68.0,,0.68,23.8
2019-07-19,34,68.0,,0.68,23.12
2019-07-20,40,68.0,,0.68,27.200000000000003
2019-07-21,36,68.0,,0.68,24.48
2019-07-22,30,68.0,,0.68,20.400000000000002
2019-07-23,34,68.0,,0.68,23.12
2019-07-24,35,68.0,,0.68,23.8
2019-07-25,38,68.0,,0.68,25.840000000000003
2019-07-26,36,68.0,,0.68,24.48
2019-07-27,40,68.0,,0.68,27.200000000000003
2019-07-28,39,68.0,,0.68,26.520000000000003
2019-07-29,38,68.0,,0.68,25.840000000000003
2019-07-30,33,68.0,,0.68,22.44
2019-07-31,35,68.0,,0.68,23.8
2019-08-01,96,60.0,False,0.6,57.599999999999994
2019-08-02,93,60.0,,0.6,55.8
2019-08-03,100,60.0,,0.6,60.0
2019-08-04,92,60.0,,0.6,55.199999999999996
2019-08-05,88,60.0,,0.6,52.8
2019-08-06,88,60.0,,0.6,52.8
2019-08-07,94,60.0,,0.6,56.4
2019-08-08,91,60.0,,0.6,54.6
2019-08-09,95,60.0,,0.6,57.0
2019-08-10,92,60.0,,0.6,55.199999999999996
2019-08-11,97,60.0,,0.6,58.199999999999996
2019-08-12,95,60.0,,0.6,57.0
2019-08-13,100,60.0,,0.6,60.0
2019-08-14,93,60.0,,0.6,55.8
2019-08-15,96,60.0,,0.6,57.599999999999994
2019-08-16,94,60.0,,0.6,56.4
