date,NEXT_unscaled,NEXT_monthly,isPartial,scale,NEXT
2018-01-10,73,81.0,,0.81,59.13
2018-01-11,67,81.0,,0.81,54.27
2018-01-12,66,81.0,,0.81,53.46
2018-01-13,72,81.0,,0.81,58.32000000000001
2018-01-14,85,81.0,,0.81,68.85000000000001
2018-01-15,83,81.0,,0.81,67.23
2018-01-16,73,81.0,,0.81,59.13
2018-01-17,70,81.0,,0.81,56.7
2018-01-18,68,81.0,,0.81,55.080000000000005
2018-01-19,67,81.0,,0.81,54.27
2018-01-20,74,81.0,,0.81,59.940000000000005
2018-01-21,73,81.0,,0.81,59.13
2018-01-22,67,81.0,,0.81,54.27
2018-01-23,63,81.0,,0.81,51.03
2018-01-24,68,81.0,,0.81,55.080000000000005
2018-01-25,67,81.0,,0.81,54.27
2018-01-26,63,81.0,,0.81,51.03
2018-01-27,69,81.0,,0.81,55.89
2018-01-28,72,81.0,,0.81,58.32000000000001
2018-01-29,66,81.0,,0.81,53.46
2018-01-30,66,81.0,,0.81,53.46
2018-01-31,81,81.0,,0.81,65.61
2018-02-01,73,79.0,False,0.79,57.67
2018-02-02,68,79.0,,0.79,53.72
2018-02-03,73,79.0,,0.79,57.67
2018-02-04,71,79.0,,0.79,56.09
2018-02-05,70,79.0,,0.79,55.300000000000004
2018-02-06,72,79.0,,0.79,56.88
2018-02-07,70,79.0,,0.79,55.300000000000004
2018-02-08,66,79.0,,0.79,52.14
2018-02-09,69,79.0,,0.79,54.510000000000005
2018-02-10,82,79.0,,0.79,64.78
2018-02-11,78,79.0,,0.79,61.620000000000005
2018-02-12,74,79.0,,0.79,58.46
2018-02-13,72,79.0,,0.79,56.88
2018-02-14,72,79.0,,0.79,56.88
2018-02-15,74,79.0,,0.79,58.46
2018-02-16,73,79.0,,0.79,57.67
2018-02-17,75,79.0,,0.79,59.25
2018-02-18,77,79.0,,0.79,60.830000000000005
2018-02-19,72,79.0,,0.79,56.88
2018-02-20,78,79.0,,0.79,61.620000000000005
2018-02-21,75,79.0,,0.79,59.25
2018-02-22,77,79.0,,0.79,60.830000000000005
2018-02-23,76,79.0,,0.79,60.040000000000006
2018-02-24,74,79.0,,0.79,58.46
2018-02-25,82,79.0,,0.79,64.78
2018-02-26,100,79.0,,0.79,79.0
2018-02-27,77,79.0,,0.79,60.830000000000005
2018-02-28,80,79.0,,0.79,63.2
2018-03-01,82,78.0,False,0.78,63.96
2018-03-02,73,78.0,,0.78,56.940000000000005
2018-03-03,78,78.0,,0.78,60.84
2018-03-04,82,78.0,,0.78,63.96
2018-03-05,76,78.0,,0.78,59.28
2018-03-06,84,78.0,,0.78,65.52
2018-03-07,100,78.0,,0.78,78.0
2018-03-08,76,78.0,,0.78,59.28
2018-03-09,77,78.0,,0.78,60.06
2018-03-10,76,78.0,,0.78,59.28
2018-03-11,80,78.0,,0.78,62.400000000000006
2018-03-12,75,78.0,,0.78,58.5
2018-03-13,76,78.0,,0.78,59.28
2018-03-14,79,78.0,,0.78,61.620000000000005
2018-03-15,80,78.0,,0.78,62.400000000000006
2018-03-16,79,78.0,,0.78,61.620000000000005
2018-03-17,85,78.0,,0.78,66.3
2018-03-18,91,78.0,,0.78,70.98
2018-03-19,82,78.0,,0.78,63.96
2018-03-20,74,78.0,,0.78,57.72
2018-03-21,77,78.0,,0.78,60.06
2018-03-22,78,78.0,,0.78,60.84
2018-03-23,77,78.0,,0.78,60.06
2018-03-24,80,78.0,,0.78,62.400000000000006
2018-03-25,85,78.0,,0.78,66.3
2018-03-26,79,78.0,,0.78,61.620000000000005
2018-03-27,75,78.0,,0.78,58.5
2018-03-28,79,78.0,,0.78,61.620000000000005
2018-03-29,76,78.0,,0.78,59.28
2018-03-30,79,78.0,,0.78,61.620000000000005
2018-03-31,82,78.0,,0.78,63.96
2018-04-01,86,78.0,False,0.78,67.08
2018-04-02,81,78.0,,0.78,63.18
2018-04-03,80,78.0,,0.78,62.400000000000006
2018-04-04,82,78.0,,0.78,63.96
2018-04-05,81,78.0,,0.78,63.18
2018-04-06,79,78.0,,0.78,61.620000000000005
2018-04-07,85,78.0,,0.78,66.3
2018-04-08,92,78.0,,0.78,71.76
2018-04-09,85,78.0,,0.78,66.3
2018-04-10,81,78.0,,0.78,63.18
2018-04-11,86,78.0,,0.78,67.08
2018-04-12,85,78.0,,0.78,66.3
2018-04-13,83,78.0,,0.78,64.74000000000001
2018-04-14,87,78.0,,0.78,67.86
2018-04-15,90,78.0,,0.78,70.2
2018-04-16,83,78.0,,0.78,64.74000000000001
2018-04-17,81,78.0,,0.78,63.18
2018-04-18,83,78.0,,0.78,64.74000000000001
2018-04-19,82,78.0,,0.78,63.96
2018-04-20,81,78.0,,0.78,63.18
2018-04-21,87,78.0,,0.78,67.86
2018-04-22,93,78.0,,0.78,72.54
2018-04-23,84,78.0,,0.78,65.52
2018-04-24,85,78.0,,0.78,66.3
2018-04-25,87,78.0,,0.78,67.86
2018-04-26,81,78.0,,0.78,63.18
2018-04-27,86,78.0,,0.78,67.08
2018-04-28,95,78.0,,0.78,74.10000000000001
2018-04-29,100,78.0,,0.78,78.0
2018-04-30,88,78.0,,0.78,68.64
2018-05-01,80,77.0,False,0.77,61.6
2018-05-02,80,77.0,,0.77,61.6
2018-05-03,81,77.0,,0.77,62.370000000000005
2018-05-04,80,77.0,,0.77,61.6
2018-05-05,86,77.0,,0.77,66.22
2018-05-06,90,77.0,,0.77,69.3
2018-05-07,82,77.0,,0.77,63.14
2018-05-08,83,77.0,,0.77,63.910000000000004
2018-05-09,82,77.0,,0.77,63.14
2018-05-10,82,77.0,,0.77,63.14
2018-05-11,82,77.0,,0.77,63.14
2018-05-12,86,77.0,,0.77,66.22
2018-05-13,86,77.0,,0.77,66.22
2018-05-14,81,77.0,,0.77,62.370000000000005
2018-05-15,79,77.0,,0.77,60.83
2018-05-16,77,77.0,,0.77,59.29
2018-05-17,80,77.0,,0.77,61.6
2018-05-18,83,77.0,,0.77,63.910000000000004
2018-05-19,100,77.0,,0.77,77.0
2018-05-20,95,77.0,,0.77,73.15
2018-05-21,84,77.0,,0.77,64.68
2018-05-22,82,77.0,,0.77,63.14
2018-05-23,83,77.0,,0.77,63.910000000000004
2018-05-24,84,77.0,,0.77,64.68
2018-05-25,81,77.0,,0.77,62.370000000000005
2018-05-26,84,77.0,,0.77,64.68
2018-05-27,88,77.0,,0.77,67.76
2018-05-28,88,77.0,,0.77,67.76
2018-05-29,84,77.0,,0.77,64.68
2018-05-30,78,77.0,,0.77,60.06
2018-05-31,83,77.0,,0.77,63.910000000000004
2018-06-01,76,78.0,False,0.78,59.28
2018-06-02,81,78.0,,0.78,63.18
2018-06-03,83,78.0,,0.78,64.74000000000001
2018-06-04,78,78.0,,0.78,60.84
2018-06-05,80,78.0,,0.78,62.400000000000006
2018-06-06,76,78.0,,0.78,59.28
2018-06-07,79,78.0,,0.78,61.620000000000005
2018-06-08,76,78.0,,0.78,59.28
2018-06-09,77,78.0,,0.78,60.06
2018-06-10,81,78.0,,0.78,63.18
2018-06-11,76,78.0,,0.78,59.28
2018-06-12,70,78.0,,0.78,54.6
2018-06-13,73,78.0,,0.78,56.940000000000005
2018-06-14,77,78.0,,0.78,60.06
2018-06-15,74,78.0,,0.78,57.72
2018-06-16,77,78.0,,0.78,60.06
2018-06-17,90,78.0,,0.78,70.2
2018-06-18,78,78.0,,0.78,60.84
2018-06-19,78,78.0,,0.78,60.84
2018-06-20,78,78.0,,0.78,60.84
2018-06-21,81,78.0,,0.78,63.18
2018-06-22,75,78.0,,0.78,58.5
2018-06-23,86,78.0,,0.78,67.08
2018-06-24,93,78.0,,0.78,72.54
2018-06-25,81,78.0,,0.78,63.18
2018-06-26,84,78.0,,0.78,65.52
2018-06-27,100,78.0,,0.78,78.0
2018-06-28,85,78.0,,0.78,66.3
2018-06-29,77,78.0,,0.78,60.06
2018-06-30,83,78.0,,0.78,64.74000000000001
2018-07-01,90,86.0,False,0.86,77.4
2018-07-02,86,86.0,,0.86,73.96
2018-07-03,81,86.0,,0.86,69.66
2018-07-04,82,86.0,,0.86,70.52
2018-07-05,82,86.0,,0.86,70.52
2018-07-06,82,86.0,,0.86,70.52
2018-07-07,90,86.0,,0.86,77.4
2018-07-08,90,86.0,,0.86,77.4
2018-07-09,83,86.0,,0.86,71.38
2018-07-10,84,86.0,,0.86,72.24
2018-07-11,83,86.0,,0.86,71.38
2018-07-12,81,86.0,,0.86,69.66
2018-07-13,83,86.0,,0.86,71.38
2018-07-14,87,86.0,,0.86,74.82
2018-07-15,94,86.0,,0.86,80.84
2018-07-16,92,86.0,,0.86,79.12
2018-07-17,82,86.0,,0.86,70.52
2018-07-18,82,86.0,,0.86,70.52
2018-07-19,85,86.0,,0.86,73.1
2018-07-20,85,86.0,,0.86,73.1
2018-07-21,86,86.0,,0.86,73.96
2018-07-22,87,86.0,,0.86,74.82
2018-07-23,89,86.0,,0.86,76.53999999999999
2018-07-24,100,86.0,,0.86,86.0
2018-07-25,94,86.0,,0.86,80.84
2018-07-26,92,86.0,,0.86,79.12
2018-07-27,91,86.0,,0.86,78.26
2018-07-28,93,86.0,,0.86,79.98
2018-07-29,92,86.0,,0.86,79.12
2018-07-30,85,86.0,,0.86,73.1
2018-07-31,88,86.0,,0.86,75.67999999999999
2018-08-01,64,81.0,False,0.81,51.84
2018-08-02,61,81.0,,0.81,49.410000000000004
2018-08-03,62,81.0,,0.81,50.220000000000006
2018-08-04,66,81.0,,0.81,53.46
2018-08-05,67,81.0,,0.81,54.27
2018-08-06,66,81.0,,0.81,53.46
2018-08-07,100,81.0,,0.81,81.0
2018-08-08,67,81.0,,0.81,54.27
2018-08-09,62,81.0,,0.81,50.220000000000006
2018-08-10,63,81.0,,0.81,51.03
2018-08-11,65,81.0,,0.81,52.650000000000006
2018-08-12,68,81.0,,0.81,55.080000000000005
2018-08-13,65,81.0,,0.81,52.650000000000006
2018-08-14,62,81.0,,0.81,50.220000000000006
2018-08-15,64,81.0,,0.81,51.84
2018-08-16,60,81.0,,0.81,48.6
2018-08-17,63,81.0,,0.81,51.03
2018-08-18,65,81.0,,0.81,52.650000000000006
2018-08-19,65,81.0,,0.81,52.650000000000006
2018-08-20,62,81.0,,0.81,50.220000000000006
2018-08-21,63,81.0,,0.81,51.03
2018-08-22,61,81.0,,0.81,49.410000000000004
2018-08-23,61,81.0,,0.81,49.410000000000004
2018-08-24,64,81.0,,0.81,51.84
2018-08-25,65,81.0,,0.81,52.650000000000006
2018-08-26,67,81.0,,0.81,54.27
2018-08-27,64,81.0,,0.81,51.84
2018-08-28,61,81.0,,0.81,49.410000000000004
2018-08-29,61,81.0,,0.81,49.410000000000004
2018-08-30,60,81.0,,0.81,48.6
2018-08-31,61,81.0,,0.81,49.410000000000004
2018-09-01,82,79.0,False,0.79,64.78
2018-09-02,84,79.0,,0.79,66.36
2018-09-03,83,79.0,,0.79,65.57000000000001
2018-09-04,100,79.0,,0.79,79.0
2018-09-05,82,79.0,,0.79,64.78
2018-09-06,77,79.0,,0.79,60.830000000000005
2018-09-07,80,79.0,,0.79,63.2
2018-09-08,92,79.0,,0.79,72.68
2018-09-09,94,79.0,,0.79,74.26
2018-09-10,84,79.0,,0.79,66.36
2018-09-11,85,79.0,,0.79,67.15
2018-09-12,87,79.0,,0.79,68.73
2018-09-13,82,79.0,,0.79,64.78
2018-09-14,77,79.0,,0.79,60.830000000000005
2018-09-15,86,79.0,,0.79,67.94
2018-09-16,90,79.0,,0.79,71.10000000000001
2018-09-17,84,79.0,,0.79,66.36
2018-09-18,81,79.0,,0.79,63.99
2018-09-19,82,79.0,,0.79,64.78
2018-09-20,82,79.0,,0.79,64.78
2018-09-21,78,79.0,,0.79,61.620000000000005
2018-09-22,88,79.0,,0.79,69.52000000000001
2018-09-23,91,79.0,,0.79,71.89
2018-09-24,84,79.0,,0.79,66.36
2018-09-25,83,79.0,,0.79,65.57000000000001
2018-09-26,80,79.0,,0.79,63.2
2018-09-27,78,79.0,,0.79,61.620000000000005
2018-09-28,76,79.0,,0.79,60.040000000000006
2018-09-29,81,79.0,,0.79,63.99
2018-09-30,87,79.0,,0.79,68.73
2018-10-01,64,86.0,False,0.86,55.04
2018-10-02,64,86.0,,0.86,55.04
2018-10-03,61,86.0,,0.86,52.46
2018-10-04,62,86.0,,0.86,53.32
2018-10-05,64,86.0,,0.86,55.04
2018-10-06,69,86.0,,0.86,59.339999999999996
2018-10-07,73,86.0,,0.86,62.78
2018-10-08,71,86.0,,0.86,61.06
2018-10-09,71,86.0,,0.86,61.06
2018-10-10,70,86.0,,0.86,60.199999999999996
2018-10-11,64,86.0,,0.86,55.04
2018-10-12,65,86.0,,0.86,55.9
2018-10-13,69,86.0,,0.86,59.339999999999996
2018-10-14,73,86.0,,0.86,62.78
2018-10-15,67,86.0,,0.86,57.62
2018-10-16,64,86.0,,0.86,55.04
2018-10-17,69,86.0,,0.86,59.339999999999996
2018-10-18,80,86.0,,0.86,68.8
2018-10-19,76,86.0,,0.86,65.36
2018-10-20,100,86.0,,0.86,86.0
2018-10-21,90,86.0,,0.86,77.4
2018-10-22,96,86.0,,0.86,82.56
2018-10-23,95,86.0,,0.86,81.7
2018-10-24,90,86.0,,0.86,77.4
2018-10-25,70,86.0,,0.86,60.199999999999996
2018-10-26,68,86.0,,0.86,58.48
2018-10-27,69,86.0,,0.86,59.339999999999996
2018-10-28,74,86.0,,0.86,63.64
2018-10-29,65,86.0,,0.86,55.9
2018-10-30,62,86.0,,0.86,53.32
2018-10-31,61,86.0,,0.86,52.46
2018-11-01,33,95.0,False,0.95,31.349999999999998
2018-11-02,33,95.0,,0.95,31.349999999999998
2018-11-03,36,95.0,,0.95,34.199999999999996
2018-11-04,100,95.0,,0.95,95.0
2018-11-05,72,95.0,,0.95,68.39999999999999
2018-11-06,61,95.0,,0.95,57.949999999999996
2018-11-07,62,95.0,,0.95,58.9
2018-11-08,53,95.0,,0.95,50.349999999999994
2018-11-09,47,95.0,,0.95,44.65
2018-11-10,43,95.0,,0.95,40.85
2018-11-11,45,95.0,,0.95,42.75
2018-11-12,42,95.0,,0.95,39.9
2018-11-13,40,95.0,,0.95,38.0
2018-11-14,38,95.0,,0.95,36.1
2018-11-15,37,95.0,,0.95,35.15
2018-11-16,37,95.0,,0.95,35.15
2018-11-17,40,95.0,,0.95,38.0
2018-11-18,41,95.0,,0.95,38.949999999999996
2018-11-19,37,95.0,,0.95,35.15
2018-11-20,36,95.0,,0.95,34.199999999999996
2018-11-21,38,95.0,,0.95,36.1
2018-11-22,36,95.0,,0.95,34.199999999999996
2018-11-23,33,95.0,,0.95,31.349999999999998
2018-11-24,38,95.0,,0.95,36.1
2018-11-25,42,95.0,,0.95,39.9
2018-11-26,37,95.0,,0.95,35.15
2018-11-27,38,95.0,,0.95,36.1
2018-11-28,39,95.0,,0.95,37.05
2018-11-29,42,95.0,,0.95,39.9
2018-11-30,90,95.0,,0.95,85.5
2018-12-01,100,96.0,False,0.96,96.0
2018-12-02,63,96.0,,0.96,60.48
2018-12-03,47,96.0,,0.96,45.12
2018-12-04,41,96.0,,0.96,39.36
2018-12-05,38,96.0,,0.96,36.48
2018-12-06,33,96.0,,0.96,31.68
2018-12-07,34,96.0,,0.96,32.64
2018-12-08,32,96.0,,0.96,30.72
2018-12-09,33,96.0,,0.96,31.68
2018-12-10,30,96.0,,0.96,28.799999999999997
2018-12-11,29,96.0,,0.96,27.84
2018-12-12,29,96.0,,0.96,27.84
2018-12-13,30,96.0,,0.96,28.799999999999997
2018-12-14,28,96.0,,0.96,26.88
2018-12-15,30,96.0,,0.96,28.799999999999997
2018-12-16,31,96.0,,0.96,29.759999999999998
2018-12-17,30,96.0,,0.96,28.799999999999997
2018-12-18,27,96.0,,0.96,25.919999999999998
2018-12-19,29,96.0,,0.96,27.84
2018-12-20,28,96.0,,0.96,26.88
2018-12-21,27,96.0,,0.96,25.919999999999998
2018-12-22,28,96.0,,0.96,26.88
2018-12-23,30,96.0,,0.96,28.799999999999997
2018-12-24,28,96.0,,0.96,26.88
2018-12-25,26,96.0,,0.96,24.96
2018-12-26,29,96.0,,0.96,27.84
2018-12-27,28,96.0,,0.96,26.88
2018-12-28,27,96.0,,0.96,25.919999999999998
2018-12-29,29,96.0,,0.96,27.84
2018-12-30,31,96.0,,0.96,29.759999999999998
2018-12-31,35,96.0,,0.96,33.6
2019-01-01,65,90.0,False,0.9,58.5
2019-01-02,57,90.0,,0.9,51.300000000000004
2019-01-03,59,90.0,,0.9,53.1
2019-01-04,55,90.0,,0.9,49.5
2019-01-05,59,90.0,,0.9,53.1
2019-01-06,100,90.0,,0.9,90.0
2019-01-07,81,90.0,,0.9,72.9
2019-01-08,53,90.0,,0.9,47.7
2019-01-09,53,90.0,,0.9,47.7
2019-01-10,54,90.0,,0.9,48.6
2019-01-11,53,90.0,,0.9,47.7
2019-01-12,57,90.0,,0.9,51.300000000000004
2019-01-13,70,90.0,,0.9,63.0
2019-01-14,70,90.0,,0.9,63.0
2019-01-15,55,90.0,,0.9,49.5
2019-01-16,54,90.0,,0.9,48.6
2019-01-17,55,90.0,,0.9,49.5
2019-01-18,53,90.0,,0.9,47.7
2019-01-19,56,90.0,,0.9,50.4
2019-01-20,57,90.0,,0.9,51.300000000000004
2019-01-21,69,90.0,,0.9,62.1
2019-01-22,53,90.0,,0.9,47.7
2019-01-23,52,90.0,,0.9,46.800000000000004
2019-01-24,51,90.0,,0.9,45.9
2019-01-25,53,90.0,,0.9,47.7
2019-01-26,55,90.0,,0.9,49.5
2019-01-27,55,90.0,,0.9,49.5
2019-01-28,53,90.0,,0.9,47.7
2019-01-29,50,90.0,,0.9,45.0
2019-01-30,49,90.0,,0.9,44.1
2019-01-31,51,90.0,,0.9,45.9
2019-02-01,74,82.0,False,0.82,60.68
2019-02-02,81,82.0,,0.82,66.42
2019-02-03,81,82.0,,0.82,66.42
2019-02-04,80,82.0,,0.82,65.6
2019-02-05,81,82.0,,0.82,66.42
2019-02-06,81,82.0,,0.82,66.42
2019-02-07,82,82.0,,0.82,67.24
2019-02-08,100,82.0,,0.82,82.0
2019-02-09,90,82.0,,0.82,73.8
2019-02-10,86,82.0,,0.82,70.52
2019-02-11,84,82.0,,0.82,68.88
2019-02-12,81,82.0,,0.82,66.42
2019-02-13,79,82.0,,0.82,64.78
2019-02-14,77,82.0,,0.82,63.13999999999999
2019-02-15,80,82.0,,0.82,65.6
2019-02-16,84,82.0,,0.82,68.88
2019-02-17,83,82.0,,0.82,68.06
2019-02-18,82,82.0,,0.82,67.24
2019-02-19,87,82.0,,0.82,71.33999999999999
2019-02-20,82,82.0,,0.82,67.24
2019-02-21,80,82.0,,0.82,65.6
2019-02-22,77,82.0,,0.82,63.13999999999999
2019-02-23,77,82.0,,0.82,63.13999999999999
2019-02-24,81,82.0,,0.82,66.42
2019-02-25,77,82.0,,0.82,63.13999999999999
2019-02-26,82,82.0,,0.82,67.24
2019-02-27,79,82.0,,0.82,64.78
2019-02-28,80,82.0,,0.82,65.6
2019-03-01,68,84.0,False,0.84,57.12
2019-03-02,68,84.0,,0.84,57.12
2019-03-03,69,84.0,,0.84,57.96
2019-03-04,68,84.0,,0.84,57.12
2019-03-05,74,84.0,,0.84,62.16
2019-03-06,83,84.0,,0.84,69.72
2019-03-07,70,84.0,,0.84,58.8
2019-03-08,69,84.0,,0.84,57.96
2019-03-09,69,84.0,,0.84,57.96
2019-03-10,70,84.0,,0.84,58.8
2019-03-11,68,84.0,,0.84,57.12
2019-03-12,100,84.0,,0.84,84.0
2019-03-13,94,84.0,,0.84,78.96
2019-03-14,69,84.0,,0.84,57.96
2019-03-15,68,84.0,,0.84,57.12
2019-03-16,72,84.0,,0.84,60.48
2019-03-17,72,84.0,,0.84,60.48
2019-03-18,71,84.0,,0.84,59.64
2019-03-19,73,84.0,,0.84,61.32
2019-03-20,72,84.0,,0.84,60.48
2019-03-21,69,84.0,,0.84,57.96
2019-03-22,72,84.0,,0.84,60.48
2019-03-23,77,84.0,,0.84,64.67999999999999
2019-03-24,83,84.0,,0.84,69.72
2019-03-25,79,84.0,,0.84,66.36
2019-03-26,75,84.0,,0.84,63.0
2019-03-27,73,84.0,,0.84,61.32
2019-03-28,68,84.0,,0.84,57.12
2019-03-29,65,84.0,,0.84,54.6
2019-03-30,72,84.0,,0.84,60.48
2019-03-31,72,84.0,,0.84,60.48
2019-04-01,84,81.0,False,0.81,68.04
2019-04-02,82,81.0,,0.81,66.42
2019-04-03,84,81.0,,0.81,68.04
2019-04-04,80,81.0,,0.81,64.80000000000001
2019-04-05,82,81.0,,0.81,66.42
2019-04-06,85,81.0,,0.81,68.85000000000001
2019-04-07,87,81.0,,0.81,70.47
2019-04-08,85,81.0,,0.81,68.85000000000001
2019-04-09,83,81.0,,0.81,67.23
2019-04-10,86,81.0,,0.81,69.66000000000001
2019-04-11,82,81.0,,0.81,66.42
2019-04-12,83,81.0,,0.81,67.23
2019-04-13,85,81.0,,0.81,68.85000000000001
2019-04-14,86,81.0,,0.81,69.66000000000001
2019-04-15,87,81.0,,0.81,70.47
2019-04-16,84,81.0,,0.81,68.04
2019-04-17,87,81.0,,0.81,70.47
2019-04-18,85,81.0,,0.81,68.85000000000001
2019-04-19,85,81.0,,0.81,68.85000000000001
2019-04-20,88,81.0,,0.81,71.28
2019-04-21,97,81.0,,0.81,78.57000000000001
2019-04-22,86,81.0,,0.81,69.66000000000001
2019-04-23,88,81.0,,0.81,71.28
2019-04-24,92,81.0,,0.81,74.52000000000001
2019-04-25,86,81.0,,0.81,69.66000000000001
2019-04-26,90,81.0,,0.81,72.9
2019-04-27,95,81.0,,0.81,76.95
2019-04-28,100,81.0,,0.81,81.0
2019-04-29,100,81.0,,0.81,81.0
2019-04-30,87,81.0,,0.81,70.47
2019-05-01,92,80.0,False,0.8,73.60000000000001
2019-05-02,90,80.0,,0.8,72.0
2019-05-03,86,80.0,,0.8,68.8
2019-05-04,95,80.0,,0.8,76.0
2019-05-05,100,80.0,,0.8,80.0
2019-05-06,91,80.0,,0.8,72.8
2019-05-07,88,80.0,,0.8,70.4
2019-05-08,90,80.0,,0.8,72.0
2019-05-09,91,80.0,,0.8,72.8
2019-05-10,88,80.0,,0.8,70.4
2019-05-11,99,80.0,,0.8,79.2
2019-05-12,98,80.0,,0.8,78.4
2019-05-13,93,80.0,,0.8,74.4
2019-05-14,89,80.0,,0.8,71.2
2019-05-15,88,80.0,,0.8,70.4
2019-05-16,87,80.0,,0.8,69.60000000000001
2019-05-17,93,80.0,,0.8,74.4
2019-05-18,94,80.0,,0.8,75.2
2019-05-19,97,80.0,,0.8,77.60000000000001
2019-05-20,90,80.0,,0.8,72.0
2019-05-21,86,80.0,,0.8,68.8
2019-05-22,87,80.0,,0.8,69.60000000000001
2019-05-23,85,80.0,,0.8,68.0
2019-05-24,90,80.0,,0.8,72.0
2019-05-25,91,80.0,,0.8,72.8
2019-05-26,91,80.0,,0.8,72.8
2019-05-27,90,80.0,,0.8,72.0
2019-05-28,88,80.0,,0.8,70.4
2019-05-29,84,80.0,,0.8,67.2
2019-05-30,84,80.0,,0.8,67.2
2019-05-31,86,80.0,,0.8,68.8
2019-06-01,87,81.0,False,0.81,70.47
2019-06-02,93,81.0,,0.81,75.33
2019-06-03,88,81.0,,0.81,71.28
2019-06-04,86,81.0,,0.81,69.66000000000001
2019-06-05,86,81.0,,0.81,69.66000000000001
2019-06-06,87,81.0,,0.81,70.47
2019-06-07,86,81.0,,0.81,69.66000000000001
2019-06-08,94,81.0,,0.81,76.14
2019-06-09,100,81.0,,0.81,81.0
2019-06-10,88,81.0,,0.81,71.28
2019-06-11,94,81.0,,0.81,76.14
2019-06-12,95,81.0,,0.81,76.95
2019-06-13,88,81.0,,0.81,71.28
2019-06-14,83,81.0,,0.81,67.23
2019-06-15,87,81.0,,0.81,70.47
2019-06-16,93,81.0,,0.81,75.33
2019-06-17,84,81.0,,0.81,68.04
2019-06-18,82,81.0,,0.81,66.42
2019-06-19,84,81.0,,0.81,68.04
2019-06-20,86,81.0,,0.81,69.66000000000001
2019-06-21,81,81.0,,0.81,65.61
2019-06-22,86,81.0,,0.81,69.66000000000001
2019-06-23,89,81.0,,0.81,72.09
2019-06-24,85,81.0,,0.81,68.85000000000001
2019-06-25,84,81.0,,0.81,68.04
2019-06-26,80,81.0,,0.81,64.80000000000001
2019-06-27,84,81.0,,0.81,68.04
2019-06-28,91,81.0,,0.81,73.71000000000001
2019-06-29,91,81.0,,0.81,73.71000000000001
2019-06-30,97,81.0,,0.81,78.57000000000001
2019-07-01,80,80.0,False,0.8,64.0
2019-07-02,88,80.0,,0.8,70.4
2019-07-03,84,80.0,,0.8,67.2
2019-07-04,76,80.0,,0.8,60.800000000000004
2019-07-05,79,80.0,,0.8,63.2
2019-07-06,87,80.0,,0.8,69.60000000000001
2019-07-07,88,80.0,,0.8,70.4
2019-07-08,82,80.0,,0.8,65.60000000000001
2019-07-09,76,80.0,,0.8,60.800000000000004
2019-07-10,75,80.0,,0.8,60.0
2019-07-11,76,80.0,,0.8,60.800000000000004
2019-07-12,75,80.0,,0.8,60.0
2019-07-13,78,80.0,,0.8,62.400000000000006
2019-07-14,84,80.0,,0.8,67.2
2019-07-15,78,80.0,,0.8,62.400000000000006
2019-07-16,74,80.0,,0.8,59.2
2019-07-17,75,80.0,,0.8,60.0
2019-07-18,73,80.0,,0.8,58.400000000000006
2019-07-19,71,80.0,,0.8,56.800000000000004
2019-07-20,72,80.0,,0.8,57.6
2019-07-21,78,80.0,,0.8,62.400000000000006
2019-07-22,73,80.0,,0.8,58.400000000000006
2019-07-23,78,80.0,,0.8,62.400000000000006
2019-07-24,74,80.0,,0.8,59.2
2019-07-25,70,80.0,,0.8,56.0
2019-07-26,71,80.0,,0.8,56.800000000000004
2019-07-27,73,80.0,,0.8,58.400000000000006
2019-07-28,78,80.0,,0.8,62.400000000000006
2019-07-29,71,80.0,,0.8,56.800000000000004
2019-07-30,80,80.0,,0.8,64.0
2019-07-31,100,80.0,,0.8,80.0
2019-08-01,99,74.0,False,0.74,73.26
2019-08-02,94,74.0,,0.74,69.56
2019-08-03,96,74.0,,0.74,71.03999999999999
2019-08-04,96,74.0,,0.74,71.03999999999999
2019-08-05,93,74.0,,0.74,68.82
2019-08-06,91,74.0,,0.74,67.34
2019-08-07,92,74.0,,0.74,68.08
2019-08-08,89,74.0,,0.74,65.86
2019-08-09,88,74.0,,0.74,65.12
2019-08-10,99,74.0,,0.74,73.26
2019-08-11,97,74.0,,0.74,71.78
2019-08-12,93,74.0,,0.74,68.82
2019-08-13,95,74.0,,0.74,70.3
2019-08-14,97,74.0,,0.74,71.78
2019-08-15,94,74.0,,0.74,69.56
2019-08-16,87,74.0,,0.74,64.38
2019-08-17,95,74.0,,0.74,70.3
2019-08-18,100,74.0,,0.74,74.0
2019-08-19,90,74.0,,0.74,66.6
2019-08-20,91,74.0,,0.74,67.34
2019-08-21,92,74.0,,0.74,68.08
2019-08-22,90,74.0,,0.74,66.6
2019-08-23,89,74.0,,0.74,65.86
2019-08-24,94,74.0,,0.74,69.56
2019-08-25,97,74.0,,0.74,71.78
2019-08-26,90,74.0,,0.74,66.6
2019-08-27,91,74.0,,0.74,67.34
2019-08-28,93,74.0,,0.74,68.82
2019-08-29,99,74.0,,0.74,73.26
2019-08-30,90,74.0,,0.74,66.6
2019-08-31,93,74.0,,0.74,68.82
2019-09-01,83,79.0,False,0.79,65.57000000000001
2019-09-02,82,79.0,,0.79,64.78
2019-09-03,80,79.0,,0.79,63.2
2019-09-04,83,79.0,,0.79,65.57000000000001
2019-09-05,83,79.0,,0.79,65.57000000000001
2019-09-06,80,79.0,,0.79,63.2
2019-09-07,89,79.0,,0.79,70.31
