date,BEST_unscaled,BEST_monthly,isPartial,scale,BEST
2017-12-28,87,93.0,,0.93,80.91000000000001
2017-12-29,86,93.0,,0.93,79.98
2017-12-30,93,93.0,,0.93,86.49000000000001
2017-12-31,100,93.0,,0.93,93.0
2018-01-01,100,85.0,False,0.85,85.0
2018-01-02,88,85.0,,0.85,74.8
2018-01-03,83,85.0,,0.85,70.55
2018-01-04,82,85.0,,0.85,69.7
2018-01-05,82,85.0,,0.85,69.7
2018-01-06,90,85.0,,0.85,76.5
2018-01-07,98,85.0,,0.85,83.3
2018-01-08,80,85.0,,0.85,68.0
2018-01-09,75,85.0,,0.85,63.75
2018-01-10,76,85.0,,0.85,64.6
2018-01-11,73,85.0,,0.85,62.05
2018-01-12,73,85.0,,0.85,62.05
2018-01-13,91,85.0,,0.85,77.35
2018-01-14,95,85.0,,0.85,80.75
2018-01-15,86,85.0,,0.85,73.1
2018-01-16,75,85.0,,0.85,63.75
2018-01-17,73,85.0,,0.85,62.05
2018-01-18,73,85.0,,0.85,62.05
2018-01-19,74,85.0,,0.85,62.9
2018-01-20,86,85.0,,0.85,73.1
2018-01-21,91,85.0,,0.85,77.35
2018-01-22,74,85.0,,0.85,62.9
2018-01-23,74,85.0,,0.85,62.9
2018-01-24,72,85.0,,0.85,61.199999999999996
2018-01-25,72,85.0,,0.85,61.199999999999996
2018-01-26,73,85.0,,0.85,62.05
2018-01-27,90,85.0,,0.85,76.5
2018-01-28,96,85.0,,0.85,81.6
2018-01-29,78,85.0,,0.85,66.3
2018-01-30,73,85.0,,0.85,62.05
2018-01-31,70,85.0,,0.85,59.5
2018-02-01,73,81.0,False,0.81,59.13
2018-02-02,74,81.0,,0.81,59.940000000000005
2018-02-03,91,81.0,,0.81,73.71000000000001
2018-02-04,92,81.0,,0.81,74.52000000000001
2018-02-05,72,81.0,,0.81,58.32000000000001
2018-02-06,74,81.0,,0.81,59.940000000000005
2018-02-07,72,81.0,,0.81,58.32000000000001
2018-02-08,73,81.0,,0.81,59.13
2018-02-09,76,81.0,,0.81,61.56
2018-02-10,93,81.0,,0.81,75.33
2018-02-11,99,81.0,,0.81,80.19000000000001
2018-02-12,80,81.0,,0.81,64.80000000000001
2018-02-13,76,81.0,,0.81,61.56
2018-02-14,72,81.0,,0.81,58.32000000000001
2018-02-15,73,81.0,,0.81,59.13
2018-02-16,75,81.0,,0.81,60.75000000000001
2018-02-17,92,81.0,,0.81,74.52000000000001
2018-02-18,94,81.0,,0.81,76.14
2018-02-19,88,81.0,,0.81,71.28
2018-02-20,77,81.0,,0.81,62.370000000000005
2018-02-21,76,81.0,,0.81,61.56
2018-02-22,76,81.0,,0.81,61.56
2018-02-23,76,81.0,,0.81,61.56
2018-02-24,89,81.0,,0.81,72.09
2018-02-25,100,81.0,,0.81,81.0
2018-02-26,77,81.0,,0.81,62.370000000000005
2018-02-27,79,81.0,,0.81,63.99
2018-02-28,75,81.0,,0.81,60.75000000000001
2018-03-01,75,80.0,False,0.8,60.0
2018-03-02,72,80.0,,0.8,57.6
2018-03-03,90,80.0,,0.8,72.0
2018-03-04,100,80.0,,0.8,80.0
2018-03-05,94,80.0,,0.8,75.2
2018-03-06,78,80.0,,0.8,62.400000000000006
2018-03-07,75,80.0,,0.8,60.0
2018-03-08,74,80.0,,0.8,59.2
2018-03-09,76,80.0,,0.8,60.800000000000004
2018-03-10,93,80.0,,0.8,74.4
2018-03-11,91,80.0,,0.8,72.8
2018-03-12,78,80.0,,0.8,62.400000000000006
2018-03-13,78,80.0,,0.8,62.400000000000006
2018-03-14,75,80.0,,0.8,60.0
2018-03-15,73,80.0,,0.8,58.400000000000006
2018-03-16,74,80.0,,0.8,59.2
2018-03-17,87,80.0,,0.8,69.60000000000001
2018-03-18,93,80.0,,0.8,74.4
2018-03-19,79,80.0,,0.8,63.2
2018-03-20,73,80.0,,0.8,58.400000000000006
2018-03-21,76,80.0,,0.8,60.800000000000004
2018-03-22,77,80.0,,0.8,61.6
2018-03-23,75,80.0,,0.8,60.0
2018-03-24,87,80.0,,0.8,69.60000000000001
2018-03-25,94,80.0,,0.8,75.2
2018-03-26,79,80.0,,0.8,63.2
2018-03-27,77,80.0,,0.8,61.6
2018-03-28,76,80.0,,0.8,60.800000000000004
2018-03-29,75,80.0,,0.8,60.0
2018-03-30,81,80.0,,0.8,64.8
2018-03-31,92,80.0,,0.8,73.60000000000001
2018-04-01,95,82.0,False,0.82,77.89999999999999
2018-04-02,83,82.0,,0.82,68.06
2018-04-03,80,82.0,,0.82,65.6
2018-04-04,78,82.0,,0.82,63.959999999999994
2018-04-05,78,82.0,,0.82,63.959999999999994
2018-04-06,80,82.0,,0.82,65.6
2018-04-07,94,82.0,,0.82,77.08
2018-04-08,100,82.0,,0.82,82.0
2018-04-09,81,82.0,,0.82,66.42
2018-04-10,81,82.0,,0.82,66.42
2018-04-11,77,82.0,,0.82,63.13999999999999
2018-04-12,77,82.0,,0.82,63.13999999999999
2018-04-13,77,82.0,,0.82,63.13999999999999
2018-04-14,95,82.0,,0.82,77.89999999999999
2018-04-15,97,82.0,,0.82,79.53999999999999
2018-04-16,81,82.0,,0.82,66.42
2018-04-17,81,82.0,,0.82,66.42
2018-04-18,76,82.0,,0.82,62.31999999999999
2018-04-19,77,82.0,,0.82,63.13999999999999
2018-04-20,77,82.0,,0.82,63.13999999999999
2018-04-21,94,82.0,,0.82,77.08
2018-04-22,100,82.0,,0.82,82.0
2018-04-23,79,82.0,,0.82,64.78
2018-04-24,80,82.0,,0.82,65.6
2018-04-25,75,82.0,,0.82,61.49999999999999
2018-04-26,72,82.0,,0.82,59.04
2018-04-27,76,82.0,,0.82,62.31999999999999
2018-04-28,90,82.0,,0.82,73.8
2018-04-29,94,82.0,,0.82,77.08
2018-04-30,80,82.0,,0.82,65.6
2018-05-01,76,80.0,False,0.8,60.800000000000004
2018-05-02,73,80.0,,0.8,58.400000000000006
2018-05-03,72,80.0,,0.8,57.6
2018-05-04,74,80.0,,0.8,59.2
2018-05-05,88,80.0,,0.8,70.4
2018-05-06,92,80.0,,0.8,73.60000000000001
2018-05-07,79,80.0,,0.8,63.2
2018-05-08,75,80.0,,0.8,60.0
2018-05-09,76,80.0,,0.8,60.800000000000004
2018-05-10,76,80.0,,0.8,60.800000000000004
2018-05-11,76,80.0,,0.8,60.800000000000004
2018-05-12,92,80.0,,0.8,73.60000000000001
2018-05-13,97,80.0,,0.8,77.60000000000001
2018-05-14,79,80.0,,0.8,63.2
2018-05-15,76,80.0,,0.8,60.800000000000004
2018-05-16,75,80.0,,0.8,60.0
2018-05-17,75,80.0,,0.8,60.0
2018-05-18,74,80.0,,0.8,59.2
2018-05-19,85,80.0,,0.8,68.0
2018-05-20,92,80.0,,0.8,73.60000000000001
2018-05-21,81,80.0,,0.8,64.8
2018-05-22,78,80.0,,0.8,62.400000000000006
2018-05-23,79,80.0,,0.8,63.2
2018-05-24,76,80.0,,0.8,60.800000000000004
2018-05-25,78,80.0,,0.8,62.400000000000006
2018-05-26,94,80.0,,0.8,75.2
2018-05-27,100,80.0,,0.8,80.0
2018-05-28,100,80.0,,0.8,80.0
2018-05-29,81,80.0,,0.8,64.8
2018-05-30,76,80.0,,0.8,60.800000000000004
2018-05-31,79,80.0,,0.8,63.2
2018-06-01,76,85.0,False,0.85,64.6
2018-06-02,93,85.0,,0.85,79.05
2018-06-03,100,85.0,,0.85,85.0
2018-06-04,83,85.0,,0.85,70.55
2018-06-05,80,85.0,,0.85,68.0
2018-06-06,79,85.0,,0.85,67.14999999999999
2018-06-07,83,85.0,,0.85,70.55
2018-06-08,83,85.0,,0.85,70.55
2018-06-09,92,85.0,,0.85,78.2
2018-06-10,98,85.0,,0.85,83.3
2018-06-11,90,85.0,,0.85,76.5
2018-06-12,83,85.0,,0.85,70.55
2018-06-13,85,85.0,,0.85,72.25
2018-06-14,83,85.0,,0.85,70.55
2018-06-15,83,85.0,,0.85,70.55
2018-06-16,92,85.0,,0.85,78.2
2018-06-17,97,85.0,,0.85,82.45
2018-06-18,83,85.0,,0.85,70.55
2018-06-19,80,85.0,,0.85,68.0
2018-06-20,82,85.0,,0.85,69.7
2018-06-21,80,85.0,,0.85,68.0
2018-06-22,83,85.0,,0.85,70.55
2018-06-23,91,85.0,,0.85,77.35
2018-06-24,100,85.0,,0.85,85.0
2018-06-25,83,85.0,,0.85,70.55
2018-06-26,83,85.0,,0.85,70.55
2018-06-27,80,85.0,,0.85,68.0
2018-06-28,83,85.0,,0.85,70.55
2018-06-29,84,85.0,,0.85,71.39999999999999
2018-06-30,93,85.0,,0.85,79.05
2018-07-01,94,88.0,False,0.88,82.72
2018-07-02,79,88.0,,0.88,69.52
2018-07-03,84,88.0,,0.88,73.92
2018-07-04,90,88.0,,0.88,79.2
2018-07-05,82,88.0,,0.88,72.16
2018-07-06,83,88.0,,0.88,73.04
2018-07-07,89,88.0,,0.88,78.32000000000001
2018-07-08,97,88.0,,0.88,85.36
2018-07-09,82,88.0,,0.88,72.16
2018-07-10,78,88.0,,0.88,68.64
2018-07-11,78,88.0,,0.88,68.64
2018-07-12,77,88.0,,0.88,67.76
2018-07-13,82,88.0,,0.88,72.16
2018-07-14,93,88.0,,0.88,81.84
2018-07-15,94,88.0,,0.88,82.72
2018-07-16,89,88.0,,0.88,78.32000000000001
2018-07-17,89,88.0,,0.88,78.32000000000001
2018-07-18,81,88.0,,0.88,71.28
2018-07-19,79,88.0,,0.88,69.52
2018-07-20,81,88.0,,0.88,71.28
2018-07-21,92,88.0,,0.88,80.96
2018-07-22,100,88.0,,0.88,88.0
2018-07-23,85,88.0,,0.88,74.8
2018-07-24,81,88.0,,0.88,71.28
2018-07-25,78,88.0,,0.88,68.64
2018-07-26,80,88.0,,0.88,70.4
2018-07-27,81,88.0,,0.88,71.28
2018-07-28,91,88.0,,0.88,80.08
2018-07-29,99,88.0,,0.88,87.12
2018-07-30,82,88.0,,0.88,72.16
2018-07-31,80,88.0,,0.88,70.4
2018-08-01,84,84.0,False,0.84,70.56
2018-08-02,80,84.0,,0.84,67.2
2018-08-03,79,84.0,,0.84,66.36
2018-08-04,95,84.0,,0.84,79.8
2018-08-05,99,84.0,,0.84,83.16
2018-08-06,84,84.0,,0.84,70.56
2018-08-07,82,84.0,,0.84,68.88
2018-08-08,81,84.0,,0.84,68.03999999999999
2018-08-09,79,84.0,,0.84,66.36
2018-08-10,81,84.0,,0.84,68.03999999999999
2018-08-11,95,84.0,,0.84,79.8
2018-08-12,100,84.0,,0.84,84.0
2018-08-13,86,84.0,,0.84,72.24
2018-08-14,82,84.0,,0.84,68.88
2018-08-15,81,84.0,,0.84,68.03999999999999
2018-08-16,79,84.0,,0.84,66.36
2018-08-17,82,84.0,,0.84,68.88
2018-08-18,91,84.0,,0.84,76.44
2018-08-19,99,84.0,,0.84,83.16
2018-08-20,82,84.0,,0.84,68.88
2018-08-21,77,84.0,,0.84,64.67999999999999
2018-08-22,77,84.0,,0.84,64.67999999999999
2018-08-23,79,84.0,,0.84,66.36
2018-08-24,77,84.0,,0.84,64.67999999999999
2018-08-25,91,84.0,,0.84,76.44
2018-08-26,97,84.0,,0.84,81.48
2018-08-27,78,84.0,,0.84,65.52
2018-08-28,79,84.0,,0.84,66.36
2018-08-29,78,84.0,,0.84,65.52
2018-08-30,76,84.0,,0.84,63.839999999999996
2018-08-31,77,84.0,,0.84,64.67999999999999
2018-09-01,88,82.0,False,0.82,72.16
2018-09-02,98,82.0,,0.82,80.36
2018-09-03,100,82.0,,0.82,82.0
2018-09-04,77,82.0,,0.82,63.13999999999999
2018-09-05,73,82.0,,0.82,59.86
2018-09-06,74,82.0,,0.82,60.68
2018-09-07,71,82.0,,0.82,58.22
2018-09-08,87,82.0,,0.82,71.33999999999999
2018-09-09,87,82.0,,0.82,71.33999999999999
2018-09-10,76,82.0,,0.82,62.31999999999999
2018-09-11,73,82.0,,0.82,59.86
2018-09-12,71,82.0,,0.82,58.22
2018-09-13,72,82.0,,0.82,59.04
2018-09-14,72,82.0,,0.82,59.04
2018-09-15,88,82.0,,0.82,72.16
2018-09-16,90,82.0,,0.82,73.8
2018-09-17,76,82.0,,0.82,62.31999999999999
2018-09-18,75,82.0,,0.82,61.49999999999999
2018-09-19,76,82.0,,0.82,62.31999999999999
2018-09-20,76,82.0,,0.82,62.31999999999999
2018-09-21,75,82.0,,0.82,61.49999999999999
2018-09-22,86,82.0,,0.82,70.52
2018-09-23,92,82.0,,0.82,75.44
2018-09-24,79,82.0,,0.82,64.78
2018-09-25,78,82.0,,0.82,63.959999999999994
2018-09-26,72,82.0,,0.82,59.04
2018-09-27,72,82.0,,0.82,59.04
2018-09-28,69,82.0,,0.82,56.58
2018-09-29,86,82.0,,0.82,70.52
2018-09-30,88,82.0,,0.82,72.16
2018-10-01,82,78.0,False,0.78,63.96
2018-10-02,84,78.0,,0.78,65.52
2018-10-03,80,78.0,,0.78,62.400000000000006
2018-10-04,80,78.0,,0.78,62.400000000000006
2018-10-05,80,78.0,,0.78,62.400000000000006
2018-10-06,94,78.0,,0.78,73.32000000000001
2018-10-07,97,78.0,,0.78,75.66
2018-10-08,85,78.0,,0.78,66.3
2018-10-09,80,78.0,,0.78,62.400000000000006
2018-10-10,81,78.0,,0.78,63.18
2018-10-11,80,78.0,,0.78,62.400000000000006
2018-10-12,80,78.0,,0.78,62.400000000000006
2018-10-13,95,78.0,,0.78,74.10000000000001
2018-10-14,100,78.0,,0.78,78.0
2018-10-15,82,78.0,,0.78,63.96
2018-10-16,79,78.0,,0.78,61.620000000000005
2018-10-17,79,78.0,,0.78,61.620000000000005
2018-10-18,77,78.0,,0.78,60.06
2018-10-19,80,78.0,,0.78,62.400000000000006
2018-10-20,90,78.0,,0.78,70.2
2018-10-21,96,78.0,,0.78,74.88
2018-10-22,83,78.0,,0.78,64.74000000000001
2018-10-23,77,78.0,,0.78,60.06
2018-10-24,76,78.0,,0.78,59.28
2018-10-25,77,78.0,,0.78,60.06
2018-10-26,80,78.0,,0.78,62.400000000000006
2018-10-27,91,78.0,,0.78,70.98
2018-10-28,96,78.0,,0.78,74.88
2018-10-29,80,78.0,,0.78,62.400000000000006
2018-10-30,79,78.0,,0.78,61.620000000000005
2018-10-31,78,78.0,,0.78,60.84
2018-11-01,48,95.0,False,0.95,45.599999999999994
2018-11-02,48,95.0,,0.95,45.599999999999994
2018-11-03,59,95.0,,0.95,56.05
2018-11-04,62,95.0,,0.95,58.9
2018-11-05,51,95.0,,0.95,48.449999999999996
2018-11-06,48,95.0,,0.95,45.599999999999994
2018-11-07,43,95.0,,0.95,40.85
2018-11-08,47,95.0,,0.95,44.65
2018-11-09,51,95.0,,0.95,48.449999999999996
2018-11-10,59,95.0,,0.95,56.05
2018-11-11,61,95.0,,0.95,57.949999999999996
2018-11-12,55,95.0,,0.95,52.25
2018-11-13,53,95.0,,0.95,50.349999999999994
2018-11-14,50,95.0,,0.95,47.5
2018-11-15,51,95.0,,0.95,48.449999999999996
2018-11-16,52,95.0,,0.95,49.4
2018-11-17,64,95.0,,0.95,60.8
2018-11-18,69,95.0,,0.95,65.55
2018-11-19,60,95.0,,0.95,57.0
2018-11-20,61,95.0,,0.95,57.949999999999996
2018-11-21,65,95.0,,0.95,61.75
2018-11-22,87,95.0,,0.95,82.64999999999999
2018-11-23,100,95.0,,0.95,95.0
2018-11-24,79,95.0,,0.95,75.05
2018-11-25,71,95.0,,0.95,67.45
2018-11-26,70,95.0,,0.95,66.5
2018-11-27,60,95.0,,0.95,57.0
2018-11-28,53,95.0,,0.95,50.349999999999994
2018-11-29,51,95.0,,0.95,48.449999999999996
2018-11-30,52,95.0,,0.95,49.4
2018-12-01,83,93.0,False,0.93,77.19
2018-12-02,88,93.0,,0.93,81.84
2018-12-03,77,93.0,,0.93,71.61
2018-12-04,77,93.0,,0.93,71.61
2018-12-05,73,93.0,,0.93,67.89
2018-12-06,75,93.0,,0.93,69.75
2018-12-07,74,93.0,,0.93,68.82000000000001
2018-12-08,87,93.0,,0.93,80.91000000000001
2018-12-09,95,93.0,,0.93,88.35000000000001
2018-12-10,77,93.0,,0.93,71.61
2018-12-11,79,93.0,,0.93,73.47
2018-12-12,75,93.0,,0.93,69.75
2018-12-13,77,93.0,,0.93,71.61
2018-12-14,78,93.0,,0.93,72.54
2018-12-15,96,93.0,,0.93,89.28
2018-12-16,97,93.0,,0.93,90.21000000000001
2018-12-17,83,93.0,,0.93,77.19
2018-12-18,82,93.0,,0.93,76.26
2018-12-19,80,93.0,,0.93,74.4
2018-12-20,80,93.0,,0.93,74.4
2018-12-21,84,93.0,,0.93,78.12
2018-12-22,94,93.0,,0.93,87.42
2018-12-23,95,93.0,,0.93,88.35000000000001
2018-12-24,91,93.0,,0.93,84.63000000000001
2018-12-25,85,93.0,,0.93,79.05
2018-12-26,95,93.0,,0.93,88.35000000000001
2018-12-27,93,93.0,,0.93,86.49000000000001
2018-12-28,94,93.0,,0.93,87.42
2018-12-29,96,93.0,,0.93,89.28
2018-12-30,100,93.0,,0.93,93.0
2018-12-31,96,93.0,,0.93,89.28
2019-01-01,100,89.0,False,0.89,89.0
2019-01-02,90,89.0,,0.89,80.1
2019-01-03,90,89.0,,0.89,80.1
2019-01-04,88,89.0,,0.89,78.32000000000001
2019-01-05,97,89.0,,0.89,86.33
2019-01-06,97,89.0,,0.89,86.33
2019-01-07,82,89.0,,0.89,72.98
2019-01-08,78,89.0,,0.89,69.42
2019-01-09,79,89.0,,0.89,70.31
2019-01-10,79,89.0,,0.89,70.31
2019-01-11,78,89.0,,0.89,69.42
2019-01-12,95,89.0,,0.89,84.55
2019-01-13,96,89.0,,0.89,85.44
2019-01-14,84,89.0,,0.89,74.76
2019-01-15,77,89.0,,0.89,68.53
2019-01-16,77,89.0,,0.89,68.53
2019-01-17,78,89.0,,0.89,69.42
2019-01-18,74,89.0,,0.89,65.86
2019-01-19,95,89.0,,0.89,84.55
2019-01-20,96,89.0,,0.89,85.44
2019-01-21,93,89.0,,0.89,82.77
2019-01-22,78,89.0,,0.89,69.42
2019-01-23,76,89.0,,0.89,67.64
2019-01-24,76,89.0,,0.89,67.64
2019-01-25,76,89.0,,0.89,67.64
2019-01-26,93,89.0,,0.89,82.77
2019-01-27,100,89.0,,0.89,89.0
2019-01-28,80,89.0,,0.89,71.2
2019-01-29,74,89.0,,0.89,65.86
2019-01-30,77,89.0,,0.89,68.53
2019-01-31,75,89.0,,0.89,66.75
2019-02-01,75,87.0,False,0.87,65.25
2019-02-02,90,87.0,,0.87,78.3
2019-02-03,96,87.0,,0.87,83.52
2019-02-04,76,87.0,,0.87,66.12
2019-02-05,79,87.0,,0.87,68.73
2019-02-06,77,87.0,,0.87,66.99
2019-02-07,77,87.0,,0.87,66.99
2019-02-08,74,87.0,,0.87,64.38
2019-02-09,92,87.0,,0.87,80.04
2019-02-10,95,87.0,,0.87,82.65
2019-02-11,79,87.0,,0.87,68.73
2019-02-12,73,87.0,,0.87,63.51
2019-02-13,76,87.0,,0.87,66.12
2019-02-14,77,87.0,,0.87,66.99
2019-02-15,77,87.0,,0.87,66.99
2019-02-16,94,87.0,,0.87,81.78
2019-02-17,100,87.0,,0.87,87.0
2019-02-18,88,87.0,,0.87,76.56
2019-02-19,76,87.0,,0.87,66.12
2019-02-20,74,87.0,,0.87,64.38
2019-02-21,75,87.0,,0.87,65.25
2019-02-22,74,87.0,,0.87,64.38
2019-02-23,94,87.0,,0.87,81.78
2019-02-24,99,87.0,,0.87,86.13
2019-02-25,97,87.0,,0.87,84.39
2019-02-26,79,87.0,,0.87,68.73
2019-02-27,74,87.0,,0.87,64.38
2019-02-28,73,87.0,,0.87,63.51
2019-03-01,80,85.0,False,0.85,68.0
2019-03-02,100,85.0,,0.85,85.0
2019-03-03,100,85.0,,0.85,85.0
2019-03-04,89,85.0,,0.85,75.64999999999999
2019-03-05,82,85.0,,0.85,69.7
2019-03-06,76,85.0,,0.85,64.6
2019-03-07,81,85.0,,0.85,68.85
2019-03-08,79,85.0,,0.85,67.14999999999999
2019-03-09,94,85.0,,0.85,79.89999999999999
2019-03-10,98,85.0,,0.85,83.3
2019-03-11,81,85.0,,0.85,68.85
2019-03-12,83,85.0,,0.85,70.55
2019-03-13,80,85.0,,0.85,68.0
2019-03-14,84,85.0,,0.85,71.39999999999999
2019-03-15,78,85.0,,0.85,66.3
2019-03-16,96,85.0,,0.85,81.6
2019-03-17,97,85.0,,0.85,82.45
2019-03-18,83,85.0,,0.85,70.55
2019-03-19,84,85.0,,0.85,71.39999999999999
2019-03-20,82,85.0,,0.85,69.7
2019-03-21,80,85.0,,0.85,68.0
2019-03-22,81,85.0,,0.85,68.85
2019-03-23,93,85.0,,0.85,79.05
2019-03-24,100,85.0,,0.85,85.0
2019-03-25,85,85.0,,0.85,72.25
2019-03-26,81,85.0,,0.85,68.85
2019-03-27,77,85.0,,0.85,65.45
2019-03-28,80,85.0,,0.85,68.0
2019-03-29,83,85.0,,0.85,70.55
2019-03-30,93,85.0,,0.85,79.05
2019-03-31,98,85.0,,0.85,83.3
2019-04-01,81,82.0,False,0.82,66.42
2019-04-02,76,82.0,,0.82,62.31999999999999
2019-04-03,81,82.0,,0.82,66.42
2019-04-04,76,82.0,,0.82,62.31999999999999
2019-04-05,80,82.0,,0.82,65.6
2019-04-06,94,82.0,,0.82,77.08
2019-04-07,100,82.0,,0.82,82.0
2019-04-08,78,82.0,,0.82,63.959999999999994
2019-04-09,73,82.0,,0.82,59.86
2019-04-10,74,82.0,,0.82,60.68
2019-04-11,75,82.0,,0.82,61.49999999999999
2019-04-12,76,82.0,,0.82,62.31999999999999
2019-04-13,89,82.0,,0.82,72.97999999999999
2019-04-14,93,82.0,,0.82,76.25999999999999
2019-04-15,75,82.0,,0.82,61.49999999999999
2019-04-16,76,82.0,,0.82,62.31999999999999
2019-04-17,75,82.0,,0.82,61.49999999999999
2019-04-18,78,82.0,,0.82,63.959999999999994
2019-04-19,80,82.0,,0.82,65.6
2019-04-20,92,82.0,,0.82,75.44
2019-04-21,92,82.0,,0.82,75.44
2019-04-22,80,82.0,,0.82,65.6
2019-04-23,75,82.0,,0.82,61.49999999999999
2019-04-24,74,82.0,,0.82,60.68
2019-04-25,77,82.0,,0.82,63.13999999999999
2019-04-26,82,82.0,,0.82,67.24
2019-04-27,89,82.0,,0.82,72.97999999999999
2019-04-28,94,82.0,,0.82,77.08
2019-04-29,75,82.0,,0.82,61.49999999999999
2019-04-30,73,82.0,,0.82,59.86
2019-05-01,75,84.0,False,0.84,63.0
2019-05-02,77,84.0,,0.84,64.67999999999999
2019-05-03,77,84.0,,0.84,64.67999999999999
2019-05-04,86,84.0,,0.84,72.24
2019-05-05,98,84.0,,0.84,82.32
2019-05-06,78,84.0,,0.84,65.52
2019-05-07,76,84.0,,0.84,63.839999999999996
2019-05-08,78,84.0,,0.84,65.52
2019-05-09,80,84.0,,0.84,67.2
2019-05-10,78,84.0,,0.84,65.52
2019-05-11,92,84.0,,0.84,77.28
2019-05-12,96,84.0,,0.84,80.64
2019-05-13,78,84.0,,0.84,65.52
2019-05-14,77,84.0,,0.84,64.67999999999999
2019-05-15,76,84.0,,0.84,63.839999999999996
2019-05-16,76,84.0,,0.84,63.839999999999996
2019-05-17,79,84.0,,0.84,66.36
2019-05-18,92,84.0,,0.84,77.28
2019-05-19,99,84.0,,0.84,83.16
2019-05-20,81,84.0,,0.84,68.03999999999999
2019-05-21,82,84.0,,0.84,68.88
2019-05-22,81,84.0,,0.84,68.03999999999999
2019-05-23,77,84.0,,0.84,64.67999999999999
2019-05-24,84,84.0,,0.84,70.56
2019-05-25,95,84.0,,0.84,79.8
2019-05-26,100,84.0,,0.84,84.0
2019-05-27,97,84.0,,0.84,81.48
2019-05-28,83,84.0,,0.84,69.72
2019-05-29,80,84.0,,0.84,67.2
2019-05-30,81,84.0,,0.84,68.03999999999999
2019-05-31,80,84.0,,0.84,67.2
2019-06-01,87,86.0,False,0.86,74.82
2019-06-02,93,86.0,,0.86,79.98
2019-06-03,79,86.0,,0.86,67.94
2019-06-04,77,86.0,,0.86,66.22
2019-06-05,75,86.0,,0.86,64.5
2019-06-06,76,86.0,,0.86,65.36
2019-06-07,80,86.0,,0.86,68.8
2019-06-08,92,86.0,,0.86,79.12
2019-06-09,90,86.0,,0.86,77.4
2019-06-10,80,86.0,,0.86,68.8
2019-06-11,78,86.0,,0.86,67.08
2019-06-12,81,86.0,,0.86,69.66
2019-06-13,82,86.0,,0.86,70.52
2019-06-14,80,86.0,,0.86,68.8
2019-06-15,87,86.0,,0.86,74.82
2019-06-16,100,86.0,,0.86,86.0
2019-06-17,81,86.0,,0.86,69.66
2019-06-18,80,86.0,,0.86,68.8
2019-06-19,82,86.0,,0.86,70.52
2019-06-20,74,86.0,,0.86,63.64
2019-06-21,81,86.0,,0.86,69.66
2019-06-22,88,86.0,,0.86,75.67999999999999
2019-06-23,94,86.0,,0.86,80.84
2019-06-24,83,86.0,,0.86,71.38
2019-06-25,82,86.0,,0.86,70.52
2019-06-26,79,86.0,,0.86,67.94
2019-06-27,78,86.0,,0.86,67.08
2019-06-28,76,86.0,,0.86,65.36
2019-06-29,90,86.0,,0.86,77.4
2019-06-30,94,86.0,,0.86,80.84
2019-07-01,82,90.0,False,0.9,73.8
2019-07-02,79,90.0,,0.9,71.10000000000001
2019-07-03,82,90.0,,0.9,73.8
2019-07-04,91,90.0,,0.9,81.9
2019-07-05,88,90.0,,0.9,79.2
2019-07-06,93,90.0,,0.9,83.7
2019-07-07,95,90.0,,0.9,85.5
2019-07-08,84,90.0,,0.9,75.60000000000001
2019-07-09,84,90.0,,0.9,75.60000000000001
2019-07-10,79,90.0,,0.9,71.10000000000001
2019-07-11,80,90.0,,0.9,72.0
2019-07-12,78,90.0,,0.9,70.2
2019-07-13,93,90.0,,0.9,83.7
2019-07-14,98,90.0,,0.9,88.2
2019-07-15,92,90.0,,0.9,82.8
2019-07-16,92,90.0,,0.9,82.8
2019-07-17,81,90.0,,0.9,72.9
2019-07-18,81,90.0,,0.9,72.9
2019-07-19,86,90.0,,0.9,77.4
2019-07-20,87,90.0,,0.9,78.3
2019-07-21,100,90.0,,0.9,90.0
2019-07-22,82,90.0,,0.9,73.8
2019-07-23,80,90.0,,0.9,72.0
2019-07-24,80,90.0,,0.9,72.0
2019-07-25,84,90.0,,0.9,75.60000000000001
2019-07-26,79,90.0,,0.9,71.10000000000001
2019-07-27,89,90.0,,0.9,80.10000000000001
2019-07-28,95,90.0,,0.9,85.5
2019-07-29,82,90.0,,0.9,73.8
2019-07-30,82,90.0,,0.9,73.8
2019-07-31,79,90.0,,0.9,71.10000000000001
2019-08-01,80,84.0,False,0.84,67.2
2019-08-02,82,84.0,,0.84,68.88
2019-08-03,93,84.0,,0.84,78.11999999999999
2019-08-04,100,84.0,,0.84,84.0
2019-08-05,88,84.0,,0.84,73.92
2019-08-06,86,84.0,,0.84,72.24
2019-08-07,83,84.0,,0.84,69.72
2019-08-08,81,84.0,,0.84,68.03999999999999
2019-08-09,87,84.0,,0.84,73.08
2019-08-10,91,84.0,,0.84,76.44
2019-08-11,99,84.0,,0.84,83.16
2019-08-12,86,84.0,,0.84,72.24
2019-08-13,85,84.0,,0.84,71.39999999999999
2019-08-14,86,84.0,,0.84,72.24
2019-08-15,79,84.0,,0.84,66.36
2019-08-16,84,84.0,,0.84,70.56
2019-08-17,95,84.0,,0.84,79.8
2019-08-18,100,84.0,,0.84,84.0
2019-08-19,88,84.0,,0.84,73.92
2019-08-20,79,84.0,,0.84,66.36
2019-08-21,78,84.0,,0.84,65.52
2019-08-22,78,84.0,,0.84,65.52
2019-08-23,80,84.0,,0.84,67.2
2019-08-24,90,84.0,,0.84,75.6
