date,GOOGL_unscaled,GOOGL_monthly,isPartial,scale,GOOGL
2017-12-31,37,67.0,,0.67,24.790000000000003
2018-01-01,33,72.0,False,0.72,23.759999999999998
2018-01-02,66,72.0,,0.72,47.519999999999996
2018-01-03,65,72.0,,0.72,46.8
2018-01-04,59,72.0,,0.72,42.48
2018-01-05,61,72.0,,0.72,43.92
2018-01-06,39,72.0,,0.72,28.08
2018-01-07,33,72.0,,0.72,23.759999999999998
2018-01-08,70,72.0,,0.72,50.4
2018-01-09,91,72.0,,0.72,65.52
2018-01-10,80,72.0,,0.72,57.599999999999994
2018-01-11,90,72.0,,0.72,64.8
2018-01-12,95,72.0,,0.72,68.39999999999999
2018-01-13,38,72.0,,0.72,27.36
2018-01-14,37,72.0,,0.72,26.64
2018-01-15,41,72.0,,0.72,29.52
2018-01-16,64,72.0,,0.72,46.08
2018-01-17,76,72.0,,0.72,54.72
2018-01-18,84,72.0,,0.72,60.48
2018-01-19,81,72.0,,0.72,58.32
2018-01-20,35,72.0,,0.72,25.2
2018-01-21,31,72.0,,0.72,22.32
2018-01-22,82,72.0,,0.72,59.04
2018-01-23,96,72.0,,0.72,69.12
2018-01-24,83,72.0,,0.72,59.76
2018-01-25,100,72.0,,0.72,72.0
2018-01-26,80,72.0,,0.72,57.599999999999994
2018-01-27,47,72.0,,0.72,33.839999999999996
2018-01-28,40,72.0,,0.72,28.799999999999997
2018-01-29,90,72.0,,0.72,64.8
2018-01-30,84,72.0,,0.72,60.48
2018-01-31,88,72.0,,0.72,63.36
2018-02-01,100,91.0,False,0.91,91.0
2018-02-02,99,91.0,,0.91,90.09
2018-02-03,36,91.0,,0.91,32.76
2018-02-04,27,91.0,,0.91,24.57
2018-02-05,64,91.0,,0.91,58.24
2018-02-06,83,91.0,,0.91,75.53
2018-02-07,73,91.0,,0.91,66.43
2018-02-08,74,91.0,,0.91,67.34
2018-02-09,74,91.0,,0.91,67.34
2018-02-10,34,91.0,,0.91,30.94
2018-02-11,31,91.0,,0.91,28.21
2018-02-12,68,91.0,,0.91,61.88
2018-02-13,73,91.0,,0.91,66.43
2018-02-14,70,91.0,,0.91,63.7
2018-02-15,61,91.0,,0.91,55.510000000000005
2018-02-16,59,91.0,,0.91,53.690000000000005
2018-02-17,29,91.0,,0.91,26.39
2018-02-18,30,91.0,,0.91,27.3
2018-02-19,33,91.0,,0.91,30.03
2018-02-20,65,91.0,,0.91,59.15
2018-02-21,69,91.0,,0.91,62.79
2018-02-22,61,91.0,,0.91,55.510000000000005
2018-02-23,60,91.0,,0.91,54.6
2018-02-24,32,91.0,,0.91,29.12
2018-02-25,30,91.0,,0.91,27.3
2018-02-26,66,91.0,,0.91,60.06
2018-02-27,66,91.0,,0.91,60.06
2018-02-28,66,91.0,,0.91,60.06
2018-03-01,81,81.0,False,0.81,65.61
2018-03-02,87,81.0,,0.81,70.47
2018-03-03,38,81.0,,0.81,30.78
2018-03-04,32,81.0,,0.81,25.92
2018-03-05,93,81.0,,0.81,75.33
2018-03-06,98,81.0,,0.81,79.38000000000001
2018-03-07,89,81.0,,0.81,72.09
2018-03-08,89,81.0,,0.81,72.09
2018-03-09,78,81.0,,0.81,63.18000000000001
2018-03-10,43,81.0,,0.81,34.830000000000005
2018-03-11,34,81.0,,0.81,27.540000000000003
2018-03-12,80,81.0,,0.81,64.80000000000001
2018-03-13,84,81.0,,0.81,68.04
2018-03-14,88,81.0,,0.81,71.28
2018-03-15,79,81.0,,0.81,63.99
2018-03-16,66,81.0,,0.81,53.46
2018-03-17,46,81.0,,0.81,37.260000000000005
2018-03-18,39,81.0,,0.81,31.590000000000003
2018-03-19,93,81.0,,0.81,75.33
2018-03-20,89,81.0,,0.81,72.09
2018-03-21,89,81.0,,0.81,72.09
2018-03-22,93,81.0,,0.81,75.33
2018-03-23,92,81.0,,0.81,74.52000000000001
2018-03-24,39,81.0,,0.81,31.590000000000003
2018-03-25,33,81.0,,0.81,26.73
2018-03-26,88,81.0,,0.81,71.28
2018-03-27,86,81.0,,0.81,69.66000000000001
2018-03-28,100,81.0,,0.81,81.0
2018-03-29,72,81.0,,0.81,58.32000000000001
2018-03-30,58,81.0,,0.81,46.980000000000004
2018-03-31,27,81.0,,0.81,21.87
2018-04-01,27,90.0,False,0.9,24.3
2018-04-02,48,90.0,,0.9,43.2
2018-04-03,60,90.0,,0.9,54.0
2018-04-04,59,90.0,,0.9,53.1
2018-04-05,60,90.0,,0.9,54.0
2018-04-06,57,90.0,,0.9,51.300000000000004
2018-04-07,23,90.0,,0.9,20.7
2018-04-08,24,90.0,,0.9,21.6
2018-04-09,59,90.0,,0.9,53.1
2018-04-10,59,90.0,,0.9,53.1
2018-04-11,52,90.0,,0.9,46.800000000000004
2018-04-12,56,90.0,,0.9,50.4
2018-04-13,56,90.0,,0.9,50.4
2018-04-14,22,90.0,,0.9,19.8
2018-04-15,25,90.0,,0.9,22.5
2018-04-16,57,90.0,,0.9,51.300000000000004
2018-04-17,53,90.0,,0.9,47.7
2018-04-18,66,90.0,,0.9,59.4
2018-04-19,65,90.0,,0.9,58.5
2018-04-20,59,90.0,,0.9,53.1
2018-04-21,26,90.0,,0.9,23.400000000000002
2018-04-22,22,90.0,,0.9,19.8
2018-04-23,100,90.0,,0.9,90.0
2018-04-24,94,90.0,,0.9,84.60000000000001
2018-04-25,66,90.0,,0.9,59.4
2018-04-26,68,90.0,,0.9,61.2
2018-04-27,64,90.0,,0.9,57.6
2018-04-28,24,90.0,,0.9,21.6
2018-04-29,26,90.0,,0.9,23.400000000000002
2018-04-30,54,90.0,,0.9,48.6
2018-05-01,90,79.0,False,0.79,71.10000000000001
2018-05-02,91,79.0,,0.79,71.89
2018-05-03,99,79.0,,0.79,78.21000000000001
2018-05-04,91,79.0,,0.79,71.89
2018-05-05,39,79.0,,0.79,30.810000000000002
2018-05-06,36,79.0,,0.79,28.44
2018-05-07,100,79.0,,0.79,79.0
2018-05-08,89,79.0,,0.79,70.31
2018-05-09,98,79.0,,0.79,77.42
2018-05-10,97,79.0,,0.79,76.63000000000001
2018-05-11,85,79.0,,0.79,67.15
2018-05-12,40,79.0,,0.79,31.6
2018-05-13,36,79.0,,0.79,28.44
2018-05-14,87,79.0,,0.79,68.73
2018-05-15,90,79.0,,0.79,71.10000000000001
2018-05-16,88,79.0,,0.79,69.52000000000001
2018-05-17,94,79.0,,0.79,74.26
2018-05-18,84,79.0,,0.79,66.36
2018-05-19,45,79.0,,0.79,35.550000000000004
2018-05-20,33,79.0,,0.79,26.07
2018-05-21,79,79.0,,0.79,62.410000000000004
2018-05-22,88,79.0,,0.79,69.52000000000001
2018-05-23,84,79.0,,0.79,66.36
2018-05-24,79,79.0,,0.79,62.410000000000004
2018-05-25,62,79.0,,0.79,48.980000000000004
2018-05-26,35,79.0,,0.79,27.650000000000002
2018-05-27,22,79.0,,0.79,17.380000000000003
2018-05-28,35,79.0,,0.79,27.650000000000002
2018-05-29,74,79.0,,0.79,58.46
2018-05-30,77,79.0,,0.79,60.830000000000005
2018-05-31,79,79.0,,0.79,62.410000000000004
2018-06-01,88,53.0,False,0.53,46.64
2018-06-02,42,53.0,,0.53,22.26
2018-06-03,41,53.0,,0.53,21.73
2018-06-04,100,53.0,,0.53,53.0
2018-06-05,92,53.0,,0.53,48.760000000000005
2018-06-06,85,53.0,,0.53,45.050000000000004
2018-06-07,85,53.0,,0.53,45.050000000000004
2018-06-08,82,53.0,,0.53,43.46
2018-06-09,41,53.0,,0.53,21.73
2018-06-10,36,53.0,,0.53,19.080000000000002
2018-06-11,85,53.0,,0.53,45.050000000000004
2018-06-12,87,53.0,,0.53,46.11
2018-06-13,65,53.0,,0.53,34.45
2018-06-14,70,53.0,,0.53,37.1
2018-06-15,54,53.0,,0.53,28.62
2018-06-16,39,53.0,,0.53,20.67
2018-06-17,39,53.0,,0.53,20.67
2018-06-18,71,53.0,,0.53,37.63
2018-06-19,69,53.0,,0.53,36.57
2018-06-20,71,53.0,,0.53,37.63
2018-06-21,77,53.0,,0.53,40.81
2018-06-22,65,53.0,,0.53,34.45
2018-06-23,35,53.0,,0.53,18.55
2018-06-24,33,53.0,,0.53,17.490000000000002
2018-06-25,55,53.0,,0.53,29.150000000000002
2018-06-26,64,53.0,,0.53,33.92
2018-06-27,63,53.0,,0.53,33.39
2018-06-28,53,53.0,,0.53,28.09
2018-06-29,62,53.0,,0.53,32.86
2018-06-30,33,53.0,,0.53,17.490000000000002
2018-07-01,22,55.0,False,0.55,12.100000000000001
2018-07-02,35,55.0,,0.55,19.25
2018-07-03,42,55.0,,0.55,23.1
2018-07-04,31,55.0,,0.55,17.05
2018-07-05,43,55.0,,0.55,23.650000000000002
2018-07-06,52,55.0,,0.55,28.6
2018-07-07,24,55.0,,0.55,13.200000000000001
2018-07-08,24,55.0,,0.55,13.200000000000001
2018-07-09,51,55.0,,0.55,28.05
2018-07-10,47,55.0,,0.55,25.85
2018-07-11,48,55.0,,0.55,26.400000000000002
2018-07-12,45,55.0,,0.55,24.750000000000004
2018-07-13,55,55.0,,0.55,30.250000000000004
2018-07-14,34,55.0,,0.55,18.700000000000003
2018-07-15,24,55.0,,0.55,13.200000000000001
2018-07-16,59,55.0,,0.55,32.45
2018-07-17,57,55.0,,0.55,31.35
2018-07-18,64,55.0,,0.55,35.2
2018-07-19,56,55.0,,0.55,30.800000000000004
2018-07-20,55,55.0,,0.55,30.250000000000004
2018-07-21,27,55.0,,0.55,14.850000000000001
2018-07-22,34,55.0,,0.55,18.700000000000003
2018-07-23,99,55.0,,0.55,54.45
2018-07-24,100,55.0,,0.55,55.00000000000001
2018-07-25,70,55.0,,0.55,38.5
2018-07-26,77,55.0,,0.55,42.35
2018-07-27,57,55.0,,0.55,31.35
2018-07-28,30,55.0,,0.55,16.5
2018-07-29,35,55.0,,0.55,19.25
2018-07-30,56,55.0,,0.55,30.800000000000004
2018-07-31,63,55.0,,0.55,34.650000000000006
2018-08-01,69,60.0,False,0.6,41.4
2018-08-02,72,60.0,,0.6,43.199999999999996
2018-08-03,60,60.0,,0.6,36.0
2018-08-04,33,60.0,,0.6,19.8
2018-08-05,35,60.0,,0.6,21.0
2018-08-06,68,60.0,,0.6,40.8
2018-08-07,65,60.0,,0.6,39.0
2018-08-08,68,60.0,,0.6,40.8
2018-08-09,67,60.0,,0.6,40.199999999999996
2018-08-10,64,60.0,,0.6,38.4
2018-08-11,33,60.0,,0.6,19.8
2018-08-12,40,60.0,,0.6,24.0
2018-08-13,69,60.0,,0.6,41.4
2018-08-14,80,60.0,,0.6,48.0
2018-08-15,69,60.0,,0.6,41.4
2018-08-16,77,60.0,,0.6,46.199999999999996
2018-08-17,64,60.0,,0.6,38.4
2018-08-18,33,60.0,,0.6,19.8
2018-08-19,33,60.0,,0.6,19.8
2018-08-20,67,60.0,,0.6,40.199999999999996
2018-08-21,72,60.0,,0.6,43.199999999999996
2018-08-22,69,60.0,,0.6,41.4
2018-08-23,84,60.0,,0.6,50.4
2018-08-24,67,60.0,,0.6,40.199999999999996
2018-08-25,36,60.0,,0.6,21.599999999999998
2018-08-26,44,60.0,,0.6,26.4
2018-08-27,81,60.0,,0.6,48.6
2018-08-28,99,60.0,,0.6,59.4
2018-08-29,100,60.0,,0.6,60.0
2018-08-30,96,60.0,,0.6,57.599999999999994
2018-08-31,83,60.0,,0.6,49.8
2018-09-01,26,74.0,False,0.74,19.24
2018-09-02,34,74.0,,0.74,25.16
2018-09-03,39,74.0,,0.74,28.86
2018-09-04,81,74.0,,0.74,59.94
2018-09-05,89,74.0,,0.74,65.86
2018-09-06,91,74.0,,0.74,67.34
2018-09-07,77,74.0,,0.74,56.98
2018-09-08,29,74.0,,0.74,21.46
2018-09-09,32,74.0,,0.74,23.68
2018-09-10,93,74.0,,0.74,68.82
2018-09-11,78,74.0,,0.74,57.72
2018-09-12,80,74.0,,0.74,59.2
2018-09-13,82,74.0,,0.74,60.68
2018-09-14,79,74.0,,0.74,58.46
2018-09-15,39,74.0,,0.74,28.86
2018-09-16,34,74.0,,0.74,25.16
2018-09-17,81,74.0,,0.74,59.94
2018-09-18,89,74.0,,0.74,65.86
2018-09-19,68,74.0,,0.74,50.32
2018-09-20,84,74.0,,0.74,62.16
2018-09-21,90,74.0,,0.74,66.6
2018-09-22,32,74.0,,0.74,23.68
2018-09-23,33,74.0,,0.74,24.419999999999998
2018-09-24,91,74.0,,0.74,67.34
2018-09-25,86,74.0,,0.74,63.64
2018-09-26,88,74.0,,0.74,65.12
2018-09-27,100,74.0,,0.74,74.0
2018-09-28,78,74.0,,0.74,57.72
2018-09-29,34,74.0,,0.74,25.16
2018-09-30,34,74.0,,0.74,25.16
2018-10-01,63,100.0,False,1.0,63.0
2018-10-02,65,100.0,,1.0,65.0
2018-10-03,55,100.0,,1.0,55.0
2018-10-04,59,100.0,,1.0,59.0
2018-10-05,54,100.0,,1.0,54.0
2018-10-06,20,100.0,,1.0,20.0
2018-10-07,22,100.0,,1.0,22.0
2018-10-08,55,100.0,,1.0,55.0
2018-10-09,59,100.0,,1.0,59.0
2018-10-10,59,100.0,,1.0,59.0
2018-10-11,70,100.0,,1.0,70.0
2018-10-12,65,100.0,,1.0,65.0
2018-10-13,18,100.0,,1.0,18.0
2018-10-14,22,100.0,,1.0,22.0
2018-10-15,61,100.0,,1.0,61.0
2018-10-16,72,100.0,,1.0,72.0
2018-10-17,71,100.0,,1.0,71.0
2018-10-18,68,100.0,,1.0,68.0
2018-10-19,64,100.0,,1.0,64.0
2018-10-20,22,100.0,,1.0,22.0
2018-10-21,28,100.0,,1.0,28.0
2018-10-22,56,100.0,,1.0,56.0
2018-10-23,62,100.0,,1.0,62.0
2018-10-24,56,100.0,,1.0,56.0
2018-10-25,100,100.0,,1.0,100.0
2018-10-26,83,100.0,,1.0,83.0
2018-10-27,26,100.0,,1.0,26.0
2018-10-28,26,100.0,,1.0,26.0
2018-10-29,68,100.0,,1.0,68.0
2018-10-30,76,100.0,,1.0,76.0
2018-10-31,73,100.0,,1.0,73.0
2018-11-01,91,77.0,False,0.77,70.07000000000001
2018-11-02,96,77.0,,0.77,73.92
2018-11-03,33,77.0,,0.77,25.41
2018-11-04,33,77.0,,0.77,25.41
2018-11-05,93,77.0,,0.77,71.61
2018-11-06,87,77.0,,0.77,66.99
2018-11-07,72,77.0,,0.77,55.44
2018-11-08,100,77.0,,0.77,77.0
2018-11-09,75,77.0,,0.77,57.75
2018-11-10,29,77.0,,0.77,22.330000000000002
2018-11-11,40,77.0,,0.77,30.8
2018-11-12,65,77.0,,0.77,50.050000000000004
2018-11-13,95,77.0,,0.77,73.15
2018-11-14,94,77.0,,0.77,72.38
2018-11-15,87,77.0,,0.77,66.99
2018-11-16,73,77.0,,0.77,56.21
2018-11-17,34,77.0,,0.77,26.18
2018-11-18,34,77.0,,0.77,26.18
2018-11-19,82,77.0,,0.77,63.14
2018-11-20,85,77.0,,0.77,65.45
2018-11-21,56,77.0,,0.77,43.120000000000005
2018-11-22,31,77.0,,0.77,23.87
2018-11-23,34,77.0,,0.77,26.18
2018-11-24,34,77.0,,0.77,26.18
2018-11-25,31,77.0,,0.77,23.87
2018-11-26,83,77.0,,0.77,63.910000000000004
2018-11-27,87,77.0,,0.77,66.99
2018-11-28,86,77.0,,0.77,66.22
2018-11-29,94,77.0,,0.77,72.38
2018-11-30,88,77.0,,0.77,67.76
2018-12-01,30,66.0,False,0.66,19.8
2018-12-02,32,66.0,,0.66,21.12
2018-12-03,96,66.0,,0.66,63.36
2018-12-04,87,66.0,,0.66,57.42
2018-12-05,78,66.0,,0.66,51.480000000000004
2018-12-06,92,66.0,,0.66,60.720000000000006
2018-12-07,81,66.0,,0.66,53.46
2018-12-08,37,66.0,,0.66,24.42
2018-12-09,45,66.0,,0.66,29.700000000000003
2018-12-10,93,66.0,,0.66,61.38
2018-12-11,90,66.0,,0.66,59.400000000000006
2018-12-12,100,66.0,,0.66,66.0
2018-12-13,87,66.0,,0.66,57.42
2018-12-14,84,66.0,,0.66,55.440000000000005
2018-12-15,34,66.0,,0.66,22.44
2018-12-16,31,66.0,,0.66,20.46
2018-12-17,75,66.0,,0.66,49.5
2018-12-18,100,66.0,,0.66,66.0
2018-12-19,74,66.0,,0.66,48.84
2018-12-20,79,66.0,,0.66,52.14
2018-12-21,71,66.0,,0.66,46.86
2018-12-22,31,66.0,,0.66,20.46
2018-12-23,31,66.0,,0.66,20.46
2018-12-24,44,66.0,,0.66,29.040000000000003
2018-12-25,38,66.0,,0.66,25.080000000000002
2018-12-26,44,66.0,,0.66,29.040000000000003
2018-12-27,42,66.0,,0.66,27.720000000000002
2018-12-28,40,66.0,,0.66,26.400000000000002
2018-12-29,26,66.0,,0.66,17.16
2018-12-30,19,66.0,,0.66,12.540000000000001
2018-12-31,36,66.0,,0.66,23.76
2019-01-01,31,71.0,False,0.71,22.009999999999998
2019-01-02,60,71.0,,0.71,42.599999999999994
2019-01-03,88,71.0,,0.71,62.48
2019-01-04,67,71.0,,0.71,47.57
2019-01-05,34,71.0,,0.71,24.14
2019-01-06,34,71.0,,0.71,24.14
2019-01-07,83,71.0,,0.71,58.93
2019-01-08,75,71.0,,0.71,53.25
2019-01-09,100,71.0,,0.71,71.0
2019-01-10,84,71.0,,0.71,59.64
2019-01-11,81,71.0,,0.71,57.51
2019-01-12,36,71.0,,0.71,25.56
2019-01-13,31,71.0,,0.71,22.009999999999998
2019-01-14,85,71.0,,0.71,60.349999999999994
2019-01-15,86,71.0,,0.71,61.059999999999995
2019-01-16,92,71.0,,0.71,65.32
2019-01-17,87,71.0,,0.71,61.769999999999996
2019-01-18,78,71.0,,0.71,55.379999999999995
2019-01-19,31,71.0,,0.71,22.009999999999998
2019-01-20,31,71.0,,0.71,22.009999999999998
2019-01-21,38,71.0,,0.71,26.979999999999997
2019-01-22,76,71.0,,0.71,53.959999999999994
2019-01-23,83,71.0,,0.71,58.93
2019-01-24,99,71.0,,0.71,70.28999999999999
2019-01-25,87,71.0,,0.71,61.769999999999996
2019-01-26,24,71.0,,0.71,17.04
2019-01-27,42,71.0,,0.71,29.82
2019-01-28,77,71.0,,0.71,54.669999999999995
2019-01-29,76,71.0,,0.71,53.959999999999994
2019-01-30,74,71.0,,0.71,52.54
2019-01-31,82,71.0,,0.71,58.22
2019-02-01,58,78.0,False,0.78,45.24
2019-02-02,26,78.0,,0.78,20.28
2019-02-03,23,78.0,,0.78,17.94
2019-02-04,99,78.0,,0.78,77.22
2019-02-05,100,78.0,,0.78,78.0
2019-02-06,77,78.0,,0.78,60.06
2019-02-07,73,78.0,,0.78,56.940000000000005
2019-02-08,71,78.0,,0.78,55.38
2019-02-09,22,78.0,,0.78,17.16
2019-02-10,27,78.0,,0.78,21.060000000000002
2019-02-11,69,78.0,,0.78,53.82
2019-02-12,61,78.0,,0.78,47.58
2019-02-13,66,78.0,,0.78,51.480000000000004
2019-02-14,65,78.0,,0.78,50.7
2019-02-15,58,78.0,,0.78,45.24
2019-02-16,25,78.0,,0.78,19.5
2019-02-17,21,78.0,,0.78,16.38
2019-02-18,34,78.0,,0.78,26.52
2019-02-19,56,78.0,,0.78,43.68
2019-02-20,59,78.0,,0.78,46.02
2019-02-21,59,78.0,,0.78,46.02
2019-02-22,58,78.0,,0.78,45.24
2019-02-23,27,78.0,,0.78,21.060000000000002
2019-02-24,23,78.0,,0.78,17.94
2019-02-25,61,78.0,,0.78,47.58
2019-02-26,61,78.0,,0.78,47.58
2019-02-27,65,78.0,,0.78,50.7
2019-02-28,59,78.0,,0.78,46.02
2019-03-01,80,84.0,False,0.84,67.2
2019-03-02,33,84.0,,0.84,27.72
2019-03-03,30,84.0,,0.84,25.2
2019-03-04,85,84.0,,0.84,71.39999999999999
2019-03-05,87,84.0,,0.84,73.08
2019-03-06,79,84.0,,0.84,66.36
2019-03-07,94,84.0,,0.84,78.96
2019-03-08,77,84.0,,0.84,64.67999999999999
2019-03-09,37,84.0,,0.84,31.08
2019-03-10,30,84.0,,0.84,25.2
2019-03-11,81,84.0,,0.84,68.03999999999999
2019-03-12,82,84.0,,0.84,68.88
2019-03-13,86,84.0,,0.84,72.24
2019-03-14,81,84.0,,0.84,68.03999999999999
2019-03-15,75,84.0,,0.84,63.0
2019-03-16,29,84.0,,0.84,24.36
2019-03-17,30,84.0,,0.84,25.2
2019-03-18,77,84.0,,0.84,64.67999999999999
2019-03-19,100,84.0,,0.84,84.0
2019-03-20,96,84.0,,0.84,80.64
2019-03-21,96,84.0,,0.84,80.64
2019-03-22,82,84.0,,0.84,68.88
2019-03-23,37,84.0,,0.84,31.08
2019-03-24,37,84.0,,0.84,31.08
2019-03-25,78,84.0,,0.84,65.52
2019-03-26,88,84.0,,0.84,73.92
2019-03-27,74,84.0,,0.84,62.16
2019-03-28,85,84.0,,0.84,71.39999999999999
2019-03-29,71,84.0,,0.84,59.64
2019-03-30,31,84.0,,0.84,26.04
2019-03-31,37,84.0,,0.84,31.08
2019-04-01,49,76.0,False,0.76,37.24
2019-04-02,50,76.0,,0.76,38.0
2019-04-03,50,76.0,,0.76,38.0
2019-04-04,54,76.0,,0.76,41.04
2019-04-05,52,76.0,,0.76,39.52
2019-04-06,22,76.0,,0.76,16.72
2019-04-07,18,76.0,,0.76,13.68
2019-04-08,53,76.0,,0.76,40.28
2019-04-09,47,76.0,,0.76,35.72
2019-04-10,57,76.0,,0.76,43.32
2019-04-11,55,76.0,,0.76,41.8
2019-04-12,49,76.0,,0.76,37.24
2019-04-13,18,76.0,,0.76,13.68
2019-04-14,22,76.0,,0.76,16.72
2019-04-15,52,76.0,,0.76,39.52
2019-04-16,44,76.0,,0.76,33.44
2019-04-17,42,76.0,,0.76,31.92
2019-04-18,46,76.0,,0.76,34.96
2019-04-19,35,76.0,,0.76,26.6
2019-04-20,15,76.0,,0.76,11.4
2019-04-21,19,76.0,,0.76,14.44
2019-04-22,45,76.0,,0.76,34.2
2019-04-23,56,76.0,,0.76,42.56
2019-04-24,51,76.0,,0.76,38.76
2019-04-25,47,76.0,,0.76,35.72
2019-04-26,49,76.0,,0.76,37.24
2019-04-27,19,76.0,,0.76,14.44
2019-04-28,24,76.0,,0.76,18.240000000000002
2019-04-29,85,76.0,,0.76,64.6
2019-04-30,100,76.0,,0.76,76.0
2019-05-01,100,73.0,False,0.73,73.0
2019-05-02,90,73.0,,0.73,65.7
2019-05-03,85,73.0,,0.73,62.05
2019-05-04,32,73.0,,0.73,23.36
2019-05-05,31,73.0,,0.73,22.63
2019-05-06,83,73.0,,0.73,60.589999999999996
2019-05-07,78,73.0,,0.73,56.94
2019-05-08,78,73.0,,0.73,56.94
2019-05-09,66,73.0,,0.73,48.18
2019-05-10,75,73.0,,0.73,54.75
2019-05-11,26,73.0,,0.73,18.98
2019-05-12,34,73.0,,0.73,24.82
2019-05-13,77,73.0,,0.73,56.21
2019-05-14,74,73.0,,0.73,54.019999999999996
2019-05-15,86,73.0,,0.73,62.78
2019-05-16,69,73.0,,0.73,50.37
2019-05-17,60,73.0,,0.73,43.8
2019-05-18,33,73.0,,0.73,24.09
2019-05-19,26,73.0,,0.73,18.98
2019-05-20,80,73.0,,0.73,58.4
2019-05-21,69,73.0,,0.73,50.37
2019-05-22,74,73.0,,0.73,54.019999999999996
2019-05-23,73,73.0,,0.73,53.29
2019-05-24,57,73.0,,0.73,41.61
2019-05-25,25,73.0,,0.73,18.25
2019-05-26,25,73.0,,0.73,18.25
2019-05-27,32,73.0,,0.73,23.36
2019-05-28,67,73.0,,0.73,48.91
2019-05-29,68,73.0,,0.73,49.64
2019-05-30,62,73.0,,0.73,45.26
2019-05-31,55,73.0,,0.73,40.15
2019-06-01,46,51.0,False,0.51,23.46
2019-06-02,31,51.0,,0.51,15.81
2019-06-03,100,51.0,,0.51,51.0
2019-06-04,85,51.0,,0.51,43.35
2019-06-05,90,51.0,,0.51,45.9
2019-06-06,72,51.0,,0.51,36.72
2019-06-07,66,51.0,,0.51,33.660000000000004
2019-06-08,39,51.0,,0.51,19.89
2019-06-09,37,51.0,,0.51,18.87
2019-06-10,76,51.0,,0.51,38.76
2019-06-11,74,51.0,,0.51,37.74
2019-06-12,61,51.0,,0.51,31.11
2019-06-13,60,51.0,,0.51,30.6
2019-06-14,53,51.0,,0.51,27.03
2019-06-15,27,51.0,,0.51,13.77
2019-06-16,47,51.0,,0.51,23.97
2019-06-17,57,51.0,,0.51,29.07
2019-06-18,59,51.0,,0.51,30.09
2019-06-19,62,51.0,,0.51,31.62
2019-06-20,65,51.0,,0.51,33.15
2019-06-21,51,51.0,,0.51,26.01
2019-06-22,31,51.0,,0.51,15.81
2019-06-23,35,51.0,,0.51,17.85
2019-06-24,54,51.0,,0.51,27.54
2019-06-25,67,51.0,,0.51,34.17
2019-06-26,62,51.0,,0.51,31.62
2019-06-27,56,51.0,,0.51,28.560000000000002
2019-06-28,63,51.0,,0.51,32.13
2019-06-29,33,51.0,,0.51,16.830000000000002
2019-06-30,32,51.0,,0.51,16.32
2019-07-01,54,44.0,False,0.44,23.76
2019-07-02,64,44.0,,0.44,28.16
2019-07-03,57,44.0,,0.44,25.080000000000002
2019-07-04,32,44.0,,0.44,14.08
2019-07-05,60,44.0,,0.44,26.4
2019-07-06,38,44.0,,0.44,16.72
2019-07-07,30,44.0,,0.44,13.2
2019-07-08,58,44.0,,0.44,25.52
2019-07-09,59,44.0,,0.44,25.96
2019-07-10,57,44.0,,0.44,25.080000000000002
2019-07-11,63,44.0,,0.44,27.72
2019-07-12,48,44.0,,0.44,21.12
2019-07-13,38,44.0,,0.44,16.72
2019-07-14,40,44.0,,0.44,17.6
2019-07-15,54,44.0,,0.44,23.76
2019-07-16,55,44.0,,0.44,24.2
2019-07-17,60,44.0,,0.44,26.4
2019-07-18,58,44.0,,0.44,25.52
2019-07-19,49,44.0,,0.44,21.56
2019-07-20,41,44.0,,0.44,18.04
2019-07-21,41,44.0,,0.44,18.04
2019-07-22,50,44.0,,0.44,22.0
2019-07-23,52,44.0,,0.44,22.88
2019-07-24,59,44.0,,0.44,25.96
2019-07-25,88,44.0,,0.44,38.72
2019-07-26,100,44.0,,0.44,44.0
2019-07-27,35,44.0,,0.44,15.4
2019-07-28,38,44.0,,0.44,16.72
2019-07-29,54,44.0,,0.44,23.76
2019-07-30,58,44.0,,0.44,25.52
2019-07-31,59,44.0,,0.44,25.96
2019-08-01,60,48.0,False,0.48,28.799999999999997
2019-08-02,44,48.0,,0.48,21.119999999999997
2019-08-03,40,48.0,,0.48,19.2
2019-08-04,37,48.0,,0.48,17.759999999999998
2019-08-05,58,48.0,,0.48,27.84
2019-08-06,62,48.0,,0.48,29.759999999999998
2019-08-07,57,48.0,,0.48,27.36
2019-08-08,54,48.0,,0.48,25.919999999999998
2019-08-09,55,48.0,,0.48,26.4
2019-08-10,36,48.0,,0.48,17.28
2019-08-11,29,48.0,,0.48,13.92
2019-08-12,65,48.0,,0.48,31.2
2019-08-13,67,48.0,,0.48,32.16
2019-08-14,76,48.0,,0.48,36.48
2019-08-15,70,48.0,,0.48,33.6
2019-08-16,71,48.0,,0.48,34.08
2019-08-17,40,48.0,,0.48,19.2
2019-08-18,45,48.0,,0.48,21.599999999999998
2019-08-19,68,48.0,,0.48,32.64
2019-08-20,73,48.0,,0.48,35.04
2019-08-21,76,48.0,,0.48,36.48
2019-08-22,73,48.0,,0.48,35.04
2019-08-23,78,48.0,,0.48,37.44
2019-08-24,41,48.0,,0.48,19.68
2019-08-25,47,48.0,,0.48,22.56
2019-08-26,78,48.0,,0.48,37.44
2019-08-27,81,48.0,,0.48,38.879999999999995
2019-08-28,92,48.0,,0.48,44.16
2019-08-29,83,48.0,,0.48,39.839999999999996
2019-08-30,100,48.0,,0.48,48.0
