date,TSLA_unscaled,TSLA_monthly,isPartial,scale,TSLA
2017-12-14,77,8.0,,0.08,6.16
2017-12-15,75,8.0,,0.08,6.0
2017-12-16,21,8.0,,0.08,1.68
2017-12-17,14,8.0,,0.08,1.12
2017-12-18,57,8.0,,0.08,4.5600000000000005
2017-12-19,78,8.0,,0.08,6.24
2017-12-20,64,8.0,,0.08,5.12
2017-12-21,67,8.0,,0.08,5.36
2017-12-22,56,8.0,,0.08,4.48
2017-12-23,21,8.0,,0.08,1.68
2017-12-24,11,8.0,,0.08,0.88
2017-12-25,16,8.0,,0.08,1.28
2017-12-26,49,8.0,,0.08,3.92
2017-12-27,67,8.0,,0.08,5.36
2017-12-28,67,8.0,,0.08,5.36
2017-12-29,43,8.0,,0.08,3.44
2017-12-30,17,8.0,,0.08,1.36
2017-12-31,12,8.0,,0.08,0.96
2018-01-01,11,8.0,False,0.08,0.88
2018-01-02,49,8.0,,0.08,3.92
2018-01-03,75,8.0,,0.08,6.0
2018-01-04,100,8.0,,0.08,8.0
2018-01-05,51,8.0,,0.08,4.08
2018-01-06,20,8.0,,0.08,1.6
2018-01-07,8,8.0,,0.08,0.64
2018-01-08,65,8.0,,0.08,5.2
2018-01-09,64,8.0,,0.08,5.12
2018-01-10,47,8.0,,0.08,3.7600000000000002
2018-01-11,55,8.0,,0.08,4.4
2018-01-12,55,8.0,,0.08,4.4
2018-01-13,16,8.0,,0.08,1.28
2018-01-14,7,8.0,,0.08,0.56
2018-01-15,16,8.0,,0.08,1.28
2018-01-16,48,8.0,,0.08,3.84
2018-01-17,49,8.0,,0.08,3.92
2018-01-18,53,8.0,,0.08,4.24
2018-01-19,42,8.0,,0.08,3.36
2018-01-20,12,8.0,,0.08,0.96
2018-01-21,10,8.0,,0.08,0.8
2018-01-22,47,8.0,,0.08,3.7600000000000002
2018-01-23,66,8.0,,0.08,5.28
2018-01-24,52,8.0,,0.08,4.16
2018-01-25,51,8.0,,0.08,4.08
2018-01-26,48,8.0,,0.08,3.84
2018-01-27,19,8.0,,0.08,1.52
2018-01-28,9,8.0,,0.08,0.72
2018-01-29,43,8.0,,0.08,3.44
2018-01-30,44,8.0,,0.08,3.52
2018-01-31,51,8.0,,0.08,4.08
2018-02-01,35,9.0,False,0.09,3.15
2018-02-02,37,9.0,,0.09,3.33
2018-02-03,15,9.0,,0.09,1.3499999999999999
2018-02-04,7,9.0,,0.09,0.63
2018-02-05,38,9.0,,0.09,3.42
2018-02-06,53,9.0,,0.09,4.77
2018-02-07,86,9.0,,0.09,7.739999999999999
2018-02-08,100,9.0,,0.09,9.0
2018-02-09,80,9.0,,0.09,7.199999999999999
2018-02-10,21,9.0,,0.09,1.89
2018-02-11,7,9.0,,0.09,0.63
2018-02-12,40,9.0,,0.09,3.5999999999999996
2018-02-13,39,9.0,,0.09,3.51
2018-02-14,39,9.0,,0.09,3.51
2018-02-15,36,9.0,,0.09,3.2399999999999998
2018-02-16,35,9.0,,0.09,3.15
2018-02-17,8,9.0,,0.09,0.72
2018-02-18,9,9.0,,0.09,0.8099999999999999
2018-02-19,11,9.0,,0.09,0.99
2018-02-20,31,9.0,,0.09,2.79
2018-02-21,31,9.0,,0.09,2.79
2018-02-22,32,9.0,,0.09,2.88
2018-02-23,35,9.0,,0.09,3.15
2018-02-24,11,9.0,,0.09,0.99
2018-02-25,8,9.0,,0.09,0.72
2018-02-26,34,9.0,,0.09,3.06
2018-02-27,31,9.0,,0.09,2.79
2018-02-28,33,9.0,,0.09,2.9699999999999998
2018-03-01,21,11.0,False,0.11,2.31
2018-03-02,22,11.0,,0.11,2.42
2018-03-03,8,11.0,,0.11,0.88
2018-03-04,3,11.0,,0.11,0.33
2018-03-05,18,11.0,,0.11,1.98
2018-03-06,23,11.0,,0.11,2.53
2018-03-07,22,11.0,,0.11,2.42
2018-03-08,21,11.0,,0.11,2.31
2018-03-09,23,11.0,,0.11,2.53
2018-03-10,5,11.0,,0.11,0.55
2018-03-11,4,11.0,,0.11,0.44
2018-03-12,26,11.0,,0.11,2.86
2018-03-13,25,11.0,,0.11,2.75
2018-03-14,27,11.0,,0.11,2.97
2018-03-15,26,11.0,,0.11,2.86
2018-03-16,23,11.0,,0.11,2.53
2018-03-17,6,11.0,,0.11,0.66
2018-03-18,3,11.0,,0.11,0.33
2018-03-19,26,11.0,,0.11,2.86
2018-03-20,28,11.0,,0.11,3.08
2018-03-21,27,11.0,,0.11,2.97
2018-03-22,26,11.0,,0.11,2.86
2018-03-23,26,11.0,,0.11,2.86
2018-03-24,8,11.0,,0.11,0.88
2018-03-25,3,11.0,,0.11,0.33
2018-03-26,40,11.0,,0.11,4.4
2018-03-27,57,11.0,,0.11,6.2700000000000005
2018-03-28,100,11.0,,0.11,11.0
2018-03-29,97,11.0,,0.11,10.67
2018-03-30,61,11.0,,0.11,6.71
2018-03-31,24,11.0,,0.11,2.64
2018-04-01,13,16.0,False,0.16,2.08
2018-04-02,100,16.0,,0.16,16.0
2018-04-03,86,16.0,,0.16,13.76
2018-04-04,73,16.0,,0.16,11.68
2018-04-05,60,16.0,,0.16,9.6
2018-04-06,55,16.0,,0.16,8.8
2018-04-07,12,16.0,,0.16,1.92
2018-04-08,7,16.0,,0.16,1.12
2018-04-09,42,16.0,,0.16,6.72
2018-04-10,49,16.0,,0.16,7.84
2018-04-11,39,16.0,,0.16,6.24
2018-04-12,38,16.0,,0.16,6.08
2018-04-13,41,16.0,,0.16,6.5600000000000005
2018-04-14,8,16.0,,0.16,1.28
2018-04-15,8,16.0,,0.16,1.28
2018-04-16,37,16.0,,0.16,5.92
2018-04-17,52,16.0,,0.16,8.32
2018-04-18,43,16.0,,0.16,6.88
2018-04-19,40,16.0,,0.16,6.4
2018-04-20,28,16.0,,0.16,4.48
2018-04-21,9,16.0,,0.16,1.44
2018-04-22,9,16.0,,0.16,1.44
2018-04-23,29,16.0,,0.16,4.64
2018-04-24,33,16.0,,0.16,5.28
2018-04-25,30,16.0,,0.16,4.8
2018-04-26,27,16.0,,0.16,4.32
2018-04-27,32,16.0,,0.16,5.12
2018-04-28,10,16.0,,0.16,1.6
2018-04-29,6,16.0,,0.16,0.96
2018-04-30,29,16.0,,0.16,4.64
2018-05-01,30,17.0,False,0.17,5.1000000000000005
2018-05-02,64,17.0,,0.17,10.88
2018-05-03,100,17.0,,0.17,17.0
2018-05-04,48,17.0,,0.17,8.16
2018-05-05,12,17.0,,0.17,2.04
2018-05-06,10,17.0,,0.17,1.7000000000000002
2018-05-07,35,17.0,,0.17,5.95
2018-05-08,34,17.0,,0.17,5.78
2018-05-09,32,17.0,,0.17,5.44
2018-05-10,28,17.0,,0.17,4.760000000000001
2018-05-11,28,17.0,,0.17,4.760000000000001
2018-05-12,9,17.0,,0.17,1.53
2018-05-13,5,17.0,,0.17,0.8500000000000001
2018-05-14,30,17.0,,0.17,5.1000000000000005
2018-05-15,36,17.0,,0.17,6.12
2018-05-16,24,17.0,,0.17,4.08
2018-05-17,31,17.0,,0.17,5.2700000000000005
2018-05-18,28,17.0,,0.17,4.760000000000001
2018-05-19,9,17.0,,0.17,1.53
2018-05-20,6,17.0,,0.17,1.02
2018-05-21,40,17.0,,0.17,6.800000000000001
2018-05-22,34,17.0,,0.17,5.78
2018-05-23,34,17.0,,0.17,5.78
2018-05-24,31,17.0,,0.17,5.2700000000000005
2018-05-25,28,17.0,,0.17,4.760000000000001
2018-05-26,7,17.0,,0.17,1.1900000000000002
2018-05-27,3,17.0,,0.17,0.51
2018-05-28,7,17.0,,0.17,1.1900000000000002
2018-05-29,26,17.0,,0.17,4.42
2018-05-30,28,17.0,,0.17,4.760000000000001
2018-05-31,25,17.0,,0.17,4.25
2018-06-01,32,17.0,False,0.17,5.44
2018-06-02,10,17.0,,0.17,1.7000000000000002
2018-06-03,6,17.0,,0.17,1.02
2018-06-04,37,17.0,,0.17,6.29
2018-06-05,42,17.0,,0.17,7.140000000000001
2018-06-06,90,17.0,,0.17,15.3
2018-06-07,80,17.0,,0.17,13.600000000000001
2018-06-08,56,17.0,,0.17,9.520000000000001
2018-06-09,15,17.0,,0.17,2.5500000000000003
2018-06-10,6,17.0,,0.17,1.02
2018-06-11,52,17.0,,0.17,8.84
2018-06-12,100,17.0,,0.17,17.0
2018-06-13,70,17.0,,0.17,11.9
2018-06-14,69,17.0,,0.17,11.73
2018-06-15,63,17.0,,0.17,10.71
2018-06-16,14,17.0,,0.17,2.3800000000000003
2018-06-17,12,17.0,,0.17,2.04
2018-06-18,73,17.0,,0.17,12.41
2018-06-19,86,17.0,,0.17,14.620000000000001
2018-06-20,66,17.0,,0.17,11.22
2018-06-21,69,17.0,,0.17,11.73
2018-06-22,53,17.0,,0.17,9.01
2018-06-23,13,17.0,,0.17,2.21
2018-06-24,11,17.0,,0.17,1.87
2018-06-25,51,17.0,,0.17,8.67
2018-06-26,50,17.0,,0.17,8.5
2018-06-27,53,17.0,,0.17,9.01
2018-06-28,49,17.0,,0.17,8.33
2018-06-29,49,17.0,,0.17,8.33
2018-06-30,13,17.0,,0.17,2.21
2018-07-01,23,19.0,False,0.19,4.37
2018-07-02,100,19.0,,0.19,19.0
2018-07-03,84,19.0,,0.19,15.96
2018-07-04,23,19.0,,0.19,4.37
2018-07-05,66,19.0,,0.19,12.540000000000001
2018-07-06,54,19.0,,0.19,10.26
2018-07-07,14,19.0,,0.19,2.66
2018-07-08,9,19.0,,0.19,1.71
2018-07-09,50,19.0,,0.19,9.5
2018-07-10,55,19.0,,0.19,10.45
2018-07-11,45,19.0,,0.19,8.55
2018-07-12,48,19.0,,0.19,9.120000000000001
2018-07-13,37,19.0,,0.19,7.03
2018-07-14,11,19.0,,0.19,2.09
2018-07-15,9,19.0,,0.19,1.71
2018-07-16,61,19.0,,0.19,11.59
2018-07-17,53,19.0,,0.19,10.07
2018-07-18,46,19.0,,0.19,8.74
2018-07-19,44,19.0,,0.19,8.36
2018-07-20,47,19.0,,0.19,8.93
2018-07-21,15,19.0,,0.19,2.85
2018-07-22,12,19.0,,0.19,2.2800000000000002
2018-07-23,79,19.0,,0.19,15.01
2018-07-24,65,19.0,,0.19,12.35
2018-07-25,59,19.0,,0.19,11.21
2018-07-26,51,19.0,,0.19,9.69
2018-07-27,48,19.0,,0.19,9.120000000000001
2018-07-28,16,19.0,,0.19,3.04
2018-07-29,11,19.0,,0.19,2.09
2018-07-30,53,19.0,,0.19,10.07
2018-07-31,57,19.0,,0.19,10.83
2018-08-01,70,37.0,False,0.37,25.9
2018-08-02,75,37.0,,0.37,27.75
2018-08-03,37,37.0,,0.37,13.69
2018-08-04,9,37.0,,0.37,3.33
2018-08-05,5,37.0,,0.37,1.85
2018-08-06,23,37.0,,0.37,8.51
2018-08-07,100,37.0,,0.37,37.0
2018-08-08,83,37.0,,0.37,30.71
2018-08-09,52,37.0,,0.37,19.24
2018-08-10,42,37.0,,0.37,15.54
2018-08-11,9,37.0,,0.37,3.33
2018-08-12,7,37.0,,0.37,2.59
2018-08-13,40,37.0,,0.37,14.8
2018-08-14,33,37.0,,0.37,12.209999999999999
2018-08-15,34,37.0,,0.37,12.58
2018-08-16,30,37.0,,0.37,11.1
2018-08-17,52,37.0,,0.37,19.24
2018-08-18,17,37.0,,0.37,6.29
2018-08-19,8,37.0,,0.37,2.96
2018-08-20,50,37.0,,0.37,18.5
2018-08-21,42,37.0,,0.37,15.54
2018-08-22,31,37.0,,0.37,11.47
2018-08-23,26,37.0,,0.37,9.62
2018-08-24,22,37.0,,0.37,8.14
2018-08-25,16,37.0,,0.37,5.92
2018-08-26,8,37.0,,0.37,2.96
2018-08-27,37,37.0,,0.37,13.69
2018-08-28,25,37.0,,0.37,9.25
2018-08-29,23,37.0,,0.37,8.51
2018-08-30,24,37.0,,0.37,8.879999999999999
2018-08-31,19,37.0,,0.37,7.03
2018-09-01,5,29.0,False,0.29,1.45
2018-09-02,3,29.0,,0.29,0.8699999999999999
2018-09-03,5,29.0,,0.29,1.45
2018-09-04,24,29.0,,0.29,6.959999999999999
2018-09-05,31,29.0,,0.29,8.99
2018-09-06,28,29.0,,0.29,8.12
2018-09-07,78,29.0,,0.29,22.619999999999997
2018-09-08,22,29.0,,0.29,6.38
2018-09-09,8,29.0,,0.29,2.32
2018-09-10,42,29.0,,0.29,12.18
2018-09-11,36,29.0,,0.29,10.44
2018-09-12,32,29.0,,0.29,9.28
2018-09-13,25,29.0,,0.29,7.249999999999999
2018-09-14,21,29.0,,0.29,6.09
2018-09-15,6,29.0,,0.29,1.7399999999999998
2018-09-16,5,29.0,,0.29,1.45
2018-09-17,24,29.0,,0.29,6.959999999999999
2018-09-18,36,29.0,,0.29,10.44
2018-09-19,28,29.0,,0.29,8.12
2018-09-20,25,29.0,,0.29,7.249999999999999
2018-09-21,20,29.0,,0.29,5.8
2018-09-22,5,29.0,,0.29,1.45
2018-09-23,4,29.0,,0.29,1.16
2018-09-24,18,29.0,,0.29,5.22
2018-09-25,17,29.0,,0.29,4.93
2018-09-26,19,29.0,,0.29,5.51
2018-09-27,52,29.0,,0.29,15.079999999999998
2018-09-28,100,29.0,,0.29,28.999999999999996
2018-09-29,27,29.0,,0.29,7.829999999999999
2018-09-30,25,29.0,,0.29,7.249999999999999
2018-10-01,100,36.0,False,0.36,36.0
2018-10-02,67,36.0,,0.36,24.119999999999997
2018-10-03,41,36.0,,0.36,14.76
2018-10-04,45,36.0,,0.36,16.2
2018-10-05,50,36.0,,0.36,18.0
2018-10-06,14,36.0,,0.36,5.04
2018-10-07,6,36.0,,0.36,2.16
2018-10-08,44,36.0,,0.36,15.84
2018-10-09,51,36.0,,0.36,18.36
2018-10-10,50,36.0,,0.36,18.0
2018-10-11,44,36.0,,0.36,15.84
2018-10-12,38,36.0,,0.36,13.68
2018-10-13,10,36.0,,0.36,3.5999999999999996
2018-10-14,6,36.0,,0.36,2.16
2018-10-15,29,36.0,,0.36,10.44
2018-10-16,37,36.0,,0.36,13.32
2018-10-17,37,36.0,,0.36,13.32
2018-10-18,29,36.0,,0.36,10.44
2018-10-19,30,36.0,,0.36,10.799999999999999
2018-10-20,7,36.0,,0.36,2.52
2018-10-21,6,36.0,,0.36,2.16
2018-10-22,26,36.0,,0.36,9.36
2018-10-23,55,36.0,,0.36,19.8
2018-10-24,97,36.0,,0.36,34.92
2018-10-25,92,36.0,,0.36,33.12
2018-10-26,59,36.0,,0.36,21.24
2018-10-27,14,36.0,,0.36,5.04
2018-10-28,9,36.0,,0.36,3.2399999999999998
2018-10-29,41,36.0,,0.36,14.76
2018-10-30,37,36.0,,0.36,13.32
2018-10-31,32,36.0,,0.36,11.52
2018-11-01,100,14.0,False,0.14,14.000000000000002
2018-11-02,92,14.0,,0.14,12.88
2018-11-03,26,14.0,,0.14,3.6400000000000006
2018-11-04,15,14.0,,0.14,2.1
2018-11-05,67,14.0,,0.14,9.38
2018-11-06,72,14.0,,0.14,10.080000000000002
2018-11-07,74,14.0,,0.14,10.360000000000001
2018-11-08,96,14.0,,0.14,13.440000000000001
2018-11-09,74,14.0,,0.14,10.360000000000001
2018-11-10,19,14.0,,0.14,2.66
2018-11-11,14,14.0,,0.14,1.9600000000000002
2018-11-12,63,14.0,,0.14,8.82
2018-11-13,68,14.0,,0.14,9.520000000000001
2018-11-14,68,14.0,,0.14,9.520000000000001
2018-11-15,60,14.0,,0.14,8.4
2018-11-16,61,14.0,,0.14,8.540000000000001
2018-11-17,20,14.0,,0.14,2.8000000000000003
2018-11-18,10,14.0,,0.14,1.4000000000000001
2018-11-19,65,14.0,,0.14,9.100000000000001
2018-11-20,75,14.0,,0.14,10.500000000000002
2018-11-21,63,14.0,,0.14,8.82
2018-11-22,18,14.0,,0.14,2.5200000000000005
2018-11-23,37,14.0,,0.14,5.180000000000001
2018-11-24,16,14.0,,0.14,2.24
2018-11-25,12,14.0,,0.14,1.6800000000000002
2018-11-26,63,14.0,,0.14,8.82
2018-11-27,60,14.0,,0.14,8.4
2018-11-28,54,14.0,,0.14,7.5600000000000005
2018-11-29,60,14.0,,0.14,8.4
2018-11-30,54,14.0,,0.14,7.5600000000000005
2018-12-01,22,12.0,False,0.12,2.6399999999999997
2018-12-02,19,12.0,,0.12,2.28
2018-12-03,89,12.0,,0.12,10.68
2018-12-04,96,12.0,,0.12,11.52
2018-12-05,53,12.0,,0.12,6.359999999999999
2018-12-06,78,12.0,,0.12,9.36
2018-12-07,100,12.0,,0.12,12.0
2018-12-08,22,12.0,,0.12,2.6399999999999997
2018-12-09,14,12.0,,0.12,1.68
2018-12-10,86,12.0,,0.12,10.32
2018-12-11,79,12.0,,0.12,9.48
2018-12-12,75,12.0,,0.12,9.0
2018-12-13,86,12.0,,0.12,10.32
2018-12-14,75,12.0,,0.12,9.0
2018-12-15,27,12.0,,0.12,3.2399999999999998
2018-12-16,13,12.0,,0.12,1.56
2018-12-17,67,12.0,,0.12,8.04
2018-12-18,71,12.0,,0.12,8.52
2018-12-19,77,12.0,,0.12,9.24
2018-12-20,87,12.0,,0.12,10.44
2018-12-21,71,12.0,,0.12,8.52
2018-12-22,27,12.0,,0.12,3.2399999999999998
2018-12-23,18,12.0,,0.12,2.16
2018-12-24,72,12.0,,0.12,8.64
2018-12-25,28,12.0,,0.12,3.36
2018-12-26,97,12.0,,0.12,11.639999999999999
2018-12-27,87,12.0,,0.12,10.44
2018-12-28,75,12.0,,0.12,9.0
2018-12-29,27,12.0,,0.12,3.2399999999999998
2018-12-30,10,12.0,,0.12,1.2
2018-12-31,60,12.0,,0.12,7.199999999999999
2019-01-01,11,18.0,False,0.18,1.98
2019-01-02,74,18.0,,0.18,13.32
2019-01-03,61,18.0,,0.18,10.98
2019-01-04,51,18.0,,0.18,9.18
2019-01-05,10,18.0,,0.18,1.7999999999999998
2019-01-06,6,18.0,,0.18,1.08
2019-01-07,38,18.0,,0.18,6.84
2019-01-08,39,18.0,,0.18,7.02
2019-01-09,35,18.0,,0.18,6.3
2019-01-10,36,18.0,,0.18,6.4799999999999995
2019-01-11,38,18.0,,0.18,6.84
2019-01-12,8,18.0,,0.18,1.44
2019-01-13,7,18.0,,0.18,1.26
2019-01-14,32,18.0,,0.18,5.76
2019-01-15,32,18.0,,0.18,5.76
2019-01-16,37,18.0,,0.18,6.66
2019-01-17,27,18.0,,0.18,4.859999999999999
2019-01-18,82,18.0,,0.18,14.76
2019-01-19,29,18.0,,0.18,5.22
2019-01-20,13,18.0,,0.18,2.34
2019-01-21,21,18.0,,0.18,3.78
2019-01-22,50,18.0,,0.18,9.0
2019-01-23,65,18.0,,0.18,11.7
2019-01-24,58,18.0,,0.18,10.44
2019-01-25,44,18.0,,0.18,7.92
2019-01-26,14,18.0,,0.18,2.52
2019-01-27,9,18.0,,0.18,1.6199999999999999
2019-01-28,42,18.0,,0.18,7.56
2019-01-29,46,18.0,,0.18,8.28
2019-01-30,87,18.0,,0.18,15.66
2019-01-31,100,18.0,,0.18,18.0
2019-02-01,53,16.0,False,0.16,8.48
2019-02-02,14,16.0,,0.16,2.24
2019-02-03,9,16.0,,0.16,1.44
2019-02-04,45,16.0,,0.16,7.2
2019-02-05,40,16.0,,0.16,6.4
2019-02-06,42,16.0,,0.16,6.72
2019-02-07,41,16.0,,0.16,6.5600000000000005
2019-02-08,35,16.0,,0.16,5.6000000000000005
2019-02-09,12,16.0,,0.16,1.92
2019-02-10,7,16.0,,0.16,1.12
2019-02-11,49,16.0,,0.16,7.84
2019-02-12,40,16.0,,0.16,6.4
2019-02-13,39,16.0,,0.16,6.24
2019-02-14,40,16.0,,0.16,6.4
2019-02-15,37,16.0,,0.16,5.92
2019-02-16,9,16.0,,0.16,1.44
2019-02-17,7,16.0,,0.16,1.12
2019-02-18,17,16.0,,0.16,2.72
2019-02-19,45,16.0,,0.16,7.2
2019-02-20,51,16.0,,0.16,8.16
2019-02-21,52,16.0,,0.16,8.32
2019-02-22,55,16.0,,0.16,8.8
2019-02-23,21,16.0,,0.16,3.36
2019-02-24,19,16.0,,0.16,3.04
2019-02-25,47,16.0,,0.16,7.5200000000000005
2019-02-26,88,16.0,,0.16,14.08
2019-02-27,60,16.0,,0.16,9.6
2019-02-28,100,16.0,,0.16,16.0
2019-03-01,100,25.0,False,0.25,25.0
2019-03-02,32,25.0,,0.25,8.0
2019-03-03,16,25.0,,0.25,4.0
2019-03-04,62,25.0,,0.25,15.5
2019-03-05,68,25.0,,0.25,17.0
2019-03-06,60,25.0,,0.25,15.0
2019-03-07,61,25.0,,0.25,15.25
2019-03-08,54,25.0,,0.25,13.5
2019-03-09,23,25.0,,0.25,5.75
2019-03-10,18,25.0,,0.25,4.5
2019-03-11,51,25.0,,0.25,12.75
2019-03-12,44,25.0,,0.25,11.0
2019-03-13,50,25.0,,0.25,12.5
2019-03-14,51,25.0,,0.25,12.75
2019-03-15,78,25.0,,0.25,19.5
2019-03-16,23,25.0,,0.25,5.75
2019-03-17,13,25.0,,0.25,3.25
2019-03-18,54,25.0,,0.25,13.5
2019-03-19,59,25.0,,0.25,14.75
2019-03-20,52,25.0,,0.25,13.0
2019-03-21,48,25.0,,0.25,12.0
2019-03-22,46,25.0,,0.25,11.5
2019-03-23,21,25.0,,0.25,5.25
2019-03-24,14,25.0,,0.25,3.5
2019-03-25,51,25.0,,0.25,12.75
2019-03-26,43,25.0,,0.25,10.75
2019-03-27,43,25.0,,0.25,10.75
2019-03-28,41,25.0,,0.25,10.25
2019-03-29,37,25.0,,0.25,9.25
2019-03-30,18,25.0,,0.25,4.5
2019-03-31,13,25.0,,0.25,3.25
2019-04-01,34,29.0,False,0.29,9.86
2019-04-02,44,29.0,,0.29,12.76
2019-04-03,44,29.0,,0.29,12.76
2019-04-04,99,29.0,,0.29,28.709999999999997
2019-04-05,57,29.0,,0.29,16.529999999999998
2019-04-06,20,29.0,,0.29,5.8
2019-04-07,13,29.0,,0.29,3.7699999999999996
2019-04-08,40,29.0,,0.29,11.6
2019-04-09,35,29.0,,0.29,10.149999999999999
2019-04-10,37,29.0,,0.29,10.729999999999999
2019-04-11,49,29.0,,0.29,14.209999999999999
2019-04-12,42,29.0,,0.29,12.18
2019-04-13,17,29.0,,0.29,4.93
2019-04-14,14,29.0,,0.29,4.06
2019-04-15,40,29.0,,0.29,11.6
2019-04-16,36,29.0,,0.29,10.44
2019-04-17,35,29.0,,0.29,10.149999999999999
2019-04-18,30,29.0,,0.29,8.7
2019-04-19,23,29.0,,0.29,6.67
2019-04-20,16,29.0,,0.29,4.64
2019-04-21,14,29.0,,0.29,4.06
2019-04-22,56,29.0,,0.29,16.24
2019-04-23,59,29.0,,0.29,17.11
2019-04-24,97,29.0,,0.29,28.13
2019-04-25,100,29.0,,0.29,28.999999999999996
2019-04-26,72,29.0,,0.29,20.88
2019-04-27,29,29.0,,0.29,8.41
2019-04-28,20,29.0,,0.29,5.8
2019-04-29,56,29.0,,0.29,16.24
2019-04-30,48,29.0,,0.29,13.919999999999998
2019-05-01,51,33.0,False,0.33,16.830000000000002
2019-05-02,62,33.0,,0.33,20.46
2019-05-03,56,33.0,,0.33,18.48
2019-05-04,22,33.0,,0.33,7.260000000000001
2019-05-05,14,33.0,,0.33,4.62
2019-05-06,43,33.0,,0.33,14.190000000000001
2019-05-07,45,33.0,,0.33,14.850000000000001
2019-05-08,40,33.0,,0.33,13.200000000000001
2019-05-09,36,33.0,,0.33,11.88
2019-05-10,36,33.0,,0.33,11.88
2019-05-11,19,33.0,,0.33,6.2700000000000005
2019-05-12,17,33.0,,0.33,5.61
2019-05-13,47,33.0,,0.33,15.510000000000002
2019-05-14,45,33.0,,0.33,14.850000000000001
2019-05-15,42,33.0,,0.33,13.860000000000001
2019-05-16,43,33.0,,0.33,14.190000000000001
2019-05-17,58,33.0,,0.33,19.14
2019-05-18,24,33.0,,0.33,7.92
2019-05-19,20,33.0,,0.33,6.6000000000000005
2019-05-20,77,33.0,,0.33,25.41
2019-05-21,74,33.0,,0.33,24.42
2019-05-22,80,33.0,,0.33,26.400000000000002
2019-05-23,100,33.0,,0.33,33.0
2019-05-24,69,33.0,,0.33,22.77
2019-05-25,23,33.0,,0.33,7.590000000000001
2019-05-26,22,33.0,,0.33,7.260000000000001
2019-05-27,20,33.0,,0.33,6.6000000000000005
2019-05-28,56,33.0,,0.33,18.48
2019-05-29,65,33.0,,0.33,21.45
2019-05-30,56,33.0,,0.33,18.48
2019-05-31,53,33.0,,0.33,17.490000000000002
2019-06-01,32,24.0,False,0.24,7.68
2019-06-02,28,24.0,,0.24,6.72
2019-06-03,83,24.0,,0.24,19.919999999999998
2019-06-04,94,24.0,,0.24,22.56
2019-06-05,88,24.0,,0.24,21.119999999999997
2019-06-06,96,24.0,,0.24,23.04
2019-06-07,87,24.0,,0.24,20.88
2019-06-08,31,24.0,,0.24,7.4399999999999995
2019-06-09,19,24.0,,0.24,4.56
2019-06-10,82,24.0,,0.24,19.68
2019-06-11,87,24.0,,0.24,20.88
2019-06-12,100,24.0,,0.24,24.0
2019-06-13,72,24.0,,0.24,17.28
2019-06-14,61,24.0,,0.24,14.639999999999999
2019-06-15,28,24.0,,0.24,6.72
2019-06-16,18,24.0,,0.24,4.32
2019-06-17,69,24.0,,0.24,16.56
2019-06-18,80,24.0,,0.24,19.2
2019-06-19,59,24.0,,0.24,14.16
2019-06-20,60,24.0,,0.24,14.399999999999999
2019-06-21,49,24.0,,0.24,11.76
2019-06-22,12,24.0,,0.24,2.88
2019-06-23,10,24.0,,0.24,2.4
2019-06-24,47,24.0,,0.24,11.28
2019-06-25,43,24.0,,0.24,10.32
2019-06-26,53,24.0,,0.24,12.719999999999999
2019-06-27,45,24.0,,0.24,10.799999999999999
2019-06-28,45,24.0,,0.24,10.799999999999999
2019-06-29,16,24.0,,0.24,3.84
2019-06-30,7,24.0,,0.24,1.68
2019-07-01,34,22.0,False,0.22,7.48
2019-07-02,67,22.0,,0.22,14.74
2019-07-03,76,22.0,,0.22,16.72
2019-07-04,14,22.0,,0.22,3.08
2019-07-05,31,22.0,,0.22,6.82
2019-07-06,8,22.0,,0.22,1.76
2019-07-07,6,22.0,,0.22,1.32
2019-07-08,32,22.0,,0.22,7.04
2019-07-09,32,22.0,,0.22,7.04
2019-07-10,38,22.0,,0.22,8.36
2019-07-11,37,22.0,,0.22,8.14
2019-07-12,34,22.0,,0.22,7.48
2019-07-13,12,22.0,,0.22,2.64
2019-07-14,8,22.0,,0.22,1.76
2019-07-15,41,22.0,,0.22,9.02
2019-07-16,44,22.0,,0.22,9.68
2019-07-17,36,22.0,,0.22,7.92
2019-07-18,33,22.0,,0.22,7.26
2019-07-19,32,22.0,,0.22,7.04
2019-07-20,11,22.0,,0.22,2.42
2019-07-21,7,22.0,,0.22,1.54
2019-07-22,36,22.0,,0.22,7.92
2019-07-23,36,22.0,,0.22,7.92
2019-07-24,99,22.0,,0.22,21.78
2019-07-25,100,22.0,,0.22,22.0
2019-07-26,54,22.0,,0.22,11.88
2019-07-27,11,22.0,,0.22,2.42
2019-07-28,8,22.0,,0.22,1.76
2019-07-29,37,22.0,,0.22,8.14
2019-07-30,42,22.0,,0.22,9.24
2019-07-31,36,22.0,,0.22,7.92
2019-08-01,100,12.0,False,0.12,12.0
2019-08-02,75,12.0,,0.12,9.0
2019-08-03,17,12.0,,0.12,2.04
2019-08-04,14,12.0,,0.12,1.68
2019-08-05,90,12.0,,0.12,10.799999999999999
2019-08-06,76,12.0,,0.12,9.12
2019-08-07,83,12.0,,0.12,9.959999999999999
2019-08-08,74,12.0,,0.12,8.879999999999999
2019-08-09,72,12.0,,0.12,8.64
2019-08-10,20,12.0,,0.12,2.4
2019-08-11,15,12.0,,0.12,1.7999999999999998
2019-08-12,72,12.0,,0.12,8.64
2019-08-13,71,12.0,,0.12,8.52
