date,SQQQ_unscaled,SQQQ_monthly,isPartial,scale,SQQQ
2017-12-28,65,3.0,,0.03,1.95
2017-12-29,22,3.0,,0.03,0.6599999999999999
2017-12-30,23,3.0,,0.03,0.69
2017-12-31,0,3.0,,0.03,0.0
2018-01-01,41,4.0,False,0.04,1.6400000000000001
2018-01-02,18,4.0,,0.04,0.72
2018-01-03,35,4.0,,0.04,1.4000000000000001
2018-01-04,17,4.0,,0.04,0.68
2018-01-05,36,4.0,,0.04,1.44
2018-01-06,20,4.0,,0.04,0.8
2018-01-07,0,4.0,,0.04,0.0
2018-01-08,67,4.0,,0.04,2.68
2018-01-09,34,4.0,,0.04,1.36
2018-01-10,17,4.0,,0.04,0.68
2018-01-11,68,4.0,,0.04,2.72
2018-01-12,69,4.0,,0.04,2.7600000000000002
2018-01-13,20,4.0,,0.04,0.8
2018-01-14,20,4.0,,0.04,0.8
2018-01-15,0,4.0,,0.04,0.0
2018-01-16,34,4.0,,0.04,1.36
2018-01-17,100,4.0,,0.04,4.0
2018-01-18,34,4.0,,0.04,1.36
2018-01-19,69,4.0,,0.04,2.7600000000000002
2018-01-20,0,4.0,,0.04,0.0
2018-01-21,39,4.0,,0.04,1.56
2018-01-22,82,4.0,,0.04,3.2800000000000002
2018-01-23,50,4.0,,0.04,2.0
2018-01-24,67,4.0,,0.04,2.68
2018-01-25,34,4.0,,0.04,1.36
2018-01-26,0,4.0,,0.04,0.0
2018-01-27,20,4.0,,0.04,0.8
2018-01-28,20,4.0,,0.04,0.8
2018-01-29,16,4.0,,0.04,0.64
2018-01-30,66,4.0,,0.04,2.64
2018-01-31,50,4.0,,0.04,2.0
2018-02-01,23,10.0,False,0.1,2.3000000000000003
2018-02-02,14,10.0,,0.1,1.4000000000000001
2018-02-03,33,10.0,,0.1,3.3000000000000003
2018-02-04,0,10.0,,0.1,0.0
2018-02-05,35,10.0,,0.1,3.5
2018-02-06,100,10.0,,0.1,10.0
2018-02-07,45,10.0,,0.1,4.5
2018-02-08,64,10.0,,0.1,6.4
2018-02-09,70,10.0,,0.1,7.0
2018-02-10,11,10.0,,0.1,1.1
2018-02-11,5,10.0,,0.1,0.5
2018-02-12,32,10.0,,0.1,3.2
2018-02-13,23,10.0,,0.1,2.3000000000000003
2018-02-14,37,10.0,,0.1,3.7
2018-02-15,33,10.0,,0.1,3.3000000000000003
2018-02-16,24,10.0,,0.1,2.4000000000000004
2018-02-17,17,10.0,,0.1,1.7000000000000002
2018-02-18,0,10.0,,0.1,0.0
2018-02-19,0,10.0,,0.1,0.0
2018-02-20,5,10.0,,0.1,0.5
2018-02-21,32,10.0,,0.1,3.2
2018-02-22,27,10.0,,0.1,2.7
2018-02-23,9,10.0,,0.1,0.9
2018-02-24,16,10.0,,0.1,1.6
2018-02-25,0,10.0,,0.1,0.0
2018-02-26,40,10.0,,0.1,4.0
2018-02-27,55,10.0,,0.1,5.5
2018-02-28,23,10.0,,0.1,2.3000000000000003
2018-03-01,24,10.0,False,0.1,2.4000000000000004
2018-03-02,29,10.0,,0.1,2.9000000000000004
2018-03-03,5,10.0,,0.1,0.5
2018-03-04,0,10.0,,0.1,0.0
2018-03-05,17,10.0,,0.1,1.7000000000000002
2018-03-06,17,10.0,,0.1,1.7000000000000002
2018-03-07,46,10.0,,0.1,4.6000000000000005
2018-03-08,29,10.0,,0.1,2.9000000000000004
2018-03-09,30,10.0,,0.1,3.0
2018-03-10,5,10.0,,0.1,0.5
2018-03-11,0,10.0,,0.1,0.0
2018-03-12,33,10.0,,0.1,3.3000000000000003
2018-03-13,29,10.0,,0.1,2.9000000000000004
2018-03-14,21,10.0,,0.1,2.1
2018-03-15,17,10.0,,0.1,1.7000000000000002
2018-03-16,17,10.0,,0.1,1.7000000000000002
2018-03-17,5,10.0,,0.1,0.5
2018-03-18,10,10.0,,0.1,1.0
2018-03-19,42,10.0,,0.1,4.2
2018-03-20,16,10.0,,0.1,1.6
2018-03-21,29,10.0,,0.1,2.9000000000000004
2018-03-22,43,10.0,,0.1,4.3
2018-03-23,40,10.0,,0.1,4.0
2018-03-24,0,10.0,,0.1,0.0
2018-03-25,5,10.0,,0.1,0.5
2018-03-26,30,10.0,,0.1,3.0
2018-03-27,51,10.0,,0.1,5.1000000000000005
2018-03-28,100,10.0,,0.1,10.0
2018-03-29,27,10.0,,0.1,2.7
2018-03-30,28,10.0,,0.1,2.8000000000000003
2018-03-31,5,10.0,,0.1,0.5
2018-04-01,7,12.0,False,0.12,0.84
2018-04-02,100,12.0,,0.12,12.0
2018-04-03,84,12.0,,0.12,10.08
2018-04-04,57,12.0,,0.12,6.84
2018-04-05,53,12.0,,0.12,6.359999999999999
2018-04-06,58,12.0,,0.12,6.96
2018-04-07,27,12.0,,0.12,3.2399999999999998
2018-04-08,7,12.0,,0.12,0.84
2018-04-09,63,12.0,,0.12,7.56
2018-04-10,46,12.0,,0.12,5.52
2018-04-11,39,12.0,,0.12,4.68
2018-04-12,17,12.0,,0.12,2.04
2018-04-13,29,12.0,,0.12,3.48
2018-04-14,7,12.0,,0.12,0.84
2018-04-15,0,12.0,,0.12,0.0
2018-04-16,50,12.0,,0.12,6.0
2018-04-17,62,12.0,,0.12,7.4399999999999995
2018-04-18,80,12.0,,0.12,9.6
2018-04-19,46,12.0,,0.12,5.52
2018-04-20,41,12.0,,0.12,4.92
2018-04-21,14,12.0,,0.12,1.68
2018-04-22,7,12.0,,0.12,0.84
2018-04-23,28,12.0,,0.12,3.36
2018-04-24,39,12.0,,0.12,4.68
2018-04-25,44,12.0,,0.12,5.279999999999999
2018-04-26,67,12.0,,0.12,8.04
2018-04-27,75,12.0,,0.12,9.0
2018-04-28,14,12.0,,0.12,1.68
2018-04-29,21,12.0,,0.12,2.52
2018-04-30,11,12.0,,0.12,1.3199999999999998
2018-05-01,90,10.0,False,0.1,9.0
2018-05-02,66,10.0,,0.1,6.6000000000000005
2018-05-03,42,10.0,,0.1,4.2
2018-05-04,86,10.0,,0.1,8.6
2018-05-05,21,10.0,,0.1,2.1
2018-05-06,0,10.0,,0.1,0.0
2018-05-07,58,10.0,,0.1,5.800000000000001
2018-05-08,58,10.0,,0.1,5.800000000000001
2018-05-09,49,10.0,,0.1,4.9
2018-05-10,76,10.0,,0.1,7.6000000000000005
2018-05-11,44,10.0,,0.1,4.4
2018-05-12,10,10.0,,0.1,1.0
2018-05-13,10,10.0,,0.1,1.0
2018-05-14,52,10.0,,0.1,5.2
2018-05-15,100,10.0,,0.1,10.0
2018-05-16,91,10.0,,0.1,9.1
2018-05-17,25,10.0,,0.1,2.5
2018-05-18,97,10.0,,0.1,9.700000000000001
2018-05-19,0,10.0,,0.1,0.0
2018-05-20,0,10.0,,0.1,0.0
2018-05-21,85,10.0,,0.1,8.5
2018-05-22,50,10.0,,0.1,5.0
2018-05-23,78,10.0,,0.1,7.800000000000001
2018-05-24,45,10.0,,0.1,4.5
2018-05-25,46,10.0,,0.1,4.6000000000000005
2018-05-26,21,10.0,,0.1,2.1
2018-05-27,32,10.0,,0.1,3.2
2018-05-28,10,10.0,,0.1,1.0
2018-05-29,43,10.0,,0.1,4.3
2018-05-30,42,10.0,,0.1,4.2
2018-05-31,69,10.0,,0.1,6.9
2018-06-01,41,11.0,False,0.11,4.51
2018-06-02,8,11.0,,0.11,0.88
2018-06-03,16,11.0,,0.11,1.76
2018-06-04,60,11.0,,0.11,6.6
2018-06-05,33,11.0,,0.11,3.63
2018-06-06,54,11.0,,0.11,5.94
2018-06-07,75,11.0,,0.11,8.25
2018-06-08,63,11.0,,0.11,6.93
2018-06-09,0,11.0,,0.11,0.0
2018-06-10,8,11.0,,0.11,0.88
2018-06-11,65,11.0,,0.11,7.15
2018-06-12,37,11.0,,0.11,4.07
2018-06-13,52,11.0,,0.11,5.72
2018-06-14,47,11.0,,0.11,5.17
2018-06-15,49,11.0,,0.11,5.39
2018-06-16,16,11.0,,0.11,1.76
2018-06-17,0,11.0,,0.11,0.0
2018-06-18,68,11.0,,0.11,7.48
2018-06-19,100,11.0,,0.11,11.0
2018-06-20,97,11.0,,0.11,10.67
2018-06-21,55,11.0,,0.11,6.05
2018-06-22,69,11.0,,0.11,7.59
2018-06-23,8,11.0,,0.11,0.88
2018-06-24,24,11.0,,0.11,2.64
2018-06-25,94,11.0,,0.11,10.34
2018-06-26,48,11.0,,0.11,5.28
2018-06-27,47,11.0,,0.11,5.17
2018-06-28,55,11.0,,0.11,6.05
2018-06-29,36,11.0,,0.11,3.96
2018-06-30,0,11.0,,0.11,0.0
2018-07-01,0,11.0,False,0.11,0.0
2018-07-02,34,11.0,,0.11,3.74
2018-07-03,22,11.0,,0.11,2.42
2018-07-04,0,11.0,,0.11,0.0
2018-07-05,42,11.0,,0.11,4.62
2018-07-06,43,11.0,,0.11,4.73
2018-07-07,10,11.0,,0.11,1.1
2018-07-08,0,11.0,,0.11,0.0
2018-07-09,17,11.0,,0.11,1.87
2018-07-10,13,11.0,,0.11,1.43
2018-07-11,52,11.0,,0.11,5.72
2018-07-12,35,11.0,,0.11,3.85
2018-07-13,27,11.0,,0.11,2.97
2018-07-14,0,11.0,,0.11,0.0
2018-07-15,5,11.0,,0.11,0.55
2018-07-16,17,11.0,,0.11,1.87
2018-07-17,69,11.0,,0.11,7.59
2018-07-18,30,11.0,,0.11,3.3
2018-07-19,36,11.0,,0.11,3.96
2018-07-20,9,11.0,,0.11,0.99
2018-07-21,5,11.0,,0.11,0.55
2018-07-22,0,11.0,,0.11,0.0
2018-07-23,17,11.0,,0.11,1.87
2018-07-24,39,11.0,,0.11,4.29
2018-07-25,25,11.0,,0.11,2.75
2018-07-26,57,11.0,,0.11,6.2700000000000005
2018-07-27,36,11.0,,0.11,3.96
2018-07-28,0,11.0,,0.11,0.0
2018-07-29,5,11.0,,0.11,0.55
2018-07-30,100,11.0,,0.11,11.0
2018-07-31,71,11.0,,0.11,7.81
2018-08-01,85,9.0,False,0.09,7.6499999999999995
2018-08-02,82,9.0,,0.09,7.38
2018-08-03,24,9.0,,0.09,2.16
2018-08-04,0,9.0,,0.09,0.0
2018-08-05,0,9.0,,0.09,0.0
2018-08-06,63,9.0,,0.09,5.67
2018-08-07,46,9.0,,0.09,4.14
2018-08-08,31,9.0,,0.09,2.79
2018-08-09,31,9.0,,0.09,2.79
2018-08-10,80,9.0,,0.09,7.199999999999999
2018-08-11,18,9.0,,0.09,1.6199999999999999
2018-08-12,0,9.0,,0.09,0.0
2018-08-13,87,9.0,,0.09,7.83
2018-08-14,39,9.0,,0.09,3.51
2018-08-15,63,9.0,,0.09,5.67
2018-08-16,16,9.0,,0.09,1.44
2018-08-17,39,9.0,,0.09,3.51
2018-08-18,0,9.0,,0.09,0.0
2018-08-19,0,9.0,,0.09,0.0
2018-08-20,32,9.0,,0.09,2.88
2018-08-21,23,9.0,,0.09,2.07
2018-08-22,39,9.0,,0.09,3.51
2018-08-23,63,9.0,,0.09,5.67
2018-08-24,48,9.0,,0.09,4.32
2018-08-25,37,9.0,,0.09,3.33
2018-08-26,0,9.0,,0.09,0.0
2018-08-27,84,9.0,,0.09,7.56
2018-08-28,61,9.0,,0.09,5.49
2018-08-29,70,9.0,,0.09,6.3
2018-08-30,100,9.0,,0.09,9.0
2018-08-31,31,9.0,,0.09,2.79
2018-09-01,12,9.0,False,0.09,1.08
2018-09-02,12,9.0,,0.09,1.08
2018-09-03,0,9.0,,0.09,0.0
2018-09-04,83,9.0,,0.09,7.47
2018-09-05,61,9.0,,0.09,5.49
2018-09-06,100,9.0,,0.09,9.0
2018-09-07,91,9.0,,0.09,8.19
2018-09-08,60,9.0,,0.09,5.3999999999999995
2018-09-09,0,9.0,,0.09,0.0
2018-09-10,80,9.0,,0.09,7.199999999999999
2018-09-11,90,9.0,,0.09,8.1
2018-09-12,71,9.0,,0.09,6.39
2018-09-13,30,9.0,,0.09,2.6999999999999997
2018-09-14,82,9.0,,0.09,7.38
2018-09-15,24,9.0,,0.09,2.16
2018-09-16,24,9.0,,0.09,2.16
2018-09-17,71,9.0,,0.09,6.39
2018-09-18,100,9.0,,0.09,9.0
2018-09-19,93,9.0,,0.09,8.37
2018-09-20,92,9.0,,0.09,8.28
2018-09-21,94,9.0,,0.09,8.459999999999999
2018-09-22,12,9.0,,0.09,1.08
2018-09-23,24,9.0,,0.09,2.16
2018-09-24,41,9.0,,0.09,3.69
2018-09-25,51,9.0,,0.09,4.59
2018-09-26,90,9.0,,0.09,8.1
2018-09-27,72,9.0,,0.09,6.4799999999999995
2018-09-28,21,9.0,,0.09,1.89
2018-09-29,12,9.0,,0.09,1.08
2018-09-30,12,9.0,,0.09,1.08
2018-10-01,7,19.0,False,0.19,1.33
2018-10-02,21,19.0,,0.19,3.99
2018-10-03,14,19.0,,0.19,2.66
2018-10-04,39,19.0,,0.19,7.41
2018-10-05,43,19.0,,0.19,8.17
2018-10-06,4,19.0,,0.19,0.76
2018-10-07,4,19.0,,0.19,0.76
2018-10-08,32,19.0,,0.19,6.08
2018-10-09,39,19.0,,0.19,7.41
2018-10-10,93,19.0,,0.19,17.67
2018-10-11,100,19.0,,0.19,19.0
2018-10-12,48,19.0,,0.19,9.120000000000001
2018-10-13,4,19.0,,0.19,0.76
2018-10-14,4,19.0,,0.19,0.76
2018-10-15,32,19.0,,0.19,6.08
2018-10-16,60,19.0,,0.19,11.4
2018-10-17,42,19.0,,0.19,7.98
2018-10-18,54,19.0,,0.19,10.26
2018-10-19,37,19.0,,0.19,7.03
2018-10-20,0,19.0,,0.19,0.0
2018-10-21,0,19.0,,0.19,0.0
2018-10-22,35,19.0,,0.19,6.65
2018-10-23,48,19.0,,0.19,9.120000000000001
2018-10-24,34,19.0,,0.19,6.46
2018-10-25,82,19.0,,0.19,15.58
2018-10-26,99,19.0,,0.19,18.81
2018-10-27,17,19.0,,0.19,3.23
2018-10-28,4,19.0,,0.19,0.76
2018-10-29,94,19.0,,0.19,17.86
2018-10-30,78,19.0,,0.19,14.82
2018-10-31,40,19.0,,0.19,7.6
2018-11-01,60,18.0,False,0.18,10.799999999999999
2018-11-02,100,18.0,,0.18,18.0
2018-11-03,17,18.0,,0.18,3.06
2018-11-04,4,18.0,,0.18,0.72
2018-11-05,55,18.0,,0.18,9.9
2018-11-06,28,18.0,,0.18,5.04
2018-11-07,55,18.0,,0.18,9.9
2018-11-08,48,18.0,,0.18,8.64
2018-11-09,57,18.0,,0.18,10.26
2018-11-10,4,18.0,,0.18,0.72
2018-11-11,8,18.0,,0.18,1.44
2018-11-12,63,18.0,,0.18,11.34
2018-11-13,34,18.0,,0.18,6.12
2018-11-14,52,18.0,,0.18,9.36
2018-11-15,35,18.0,,0.18,6.3
2018-11-16,47,18.0,,0.18,8.459999999999999
2018-11-17,8,18.0,,0.18,1.44
2018-11-18,4,18.0,,0.18,0.72
2018-11-19,40,18.0,,0.18,7.199999999999999
2018-11-20,91,18.0,,0.18,16.38
2018-11-21,42,18.0,,0.18,7.56
2018-11-22,17,18.0,,0.18,3.06
2018-11-23,47,18.0,,0.18,8.459999999999999
2018-11-24,8,18.0,,0.18,1.44
2018-11-25,16,18.0,,0.18,2.88
2018-11-26,39,18.0,,0.18,7.02
2018-11-27,64,18.0,,0.18,11.52
2018-11-28,48,18.0,,0.18,8.64
2018-11-29,42,18.0,,0.18,7.56
2018-11-30,28,18.0,,0.18,5.04
2018-12-01,6,23.0,False,0.23,1.3800000000000001
2018-12-02,12,23.0,,0.23,2.7600000000000002
2018-12-03,34,23.0,,0.23,7.82
2018-12-04,48,23.0,,0.23,11.040000000000001
2018-12-05,16,23.0,,0.23,3.68
2018-12-06,62,23.0,,0.23,14.26
2018-12-07,50,23.0,,0.23,11.5
2018-12-08,6,23.0,,0.23,1.3800000000000001
2018-12-09,6,23.0,,0.23,1.3800000000000001
2018-12-10,45,23.0,,0.23,10.35
2018-12-11,35,23.0,,0.23,8.05
2018-12-12,32,23.0,,0.23,7.36
2018-12-13,40,23.0,,0.23,9.200000000000001
2018-12-14,42,23.0,,0.23,9.66
2018-12-15,13,23.0,,0.23,2.99
2018-12-16,6,23.0,,0.23,1.3800000000000001
2018-12-17,52,23.0,,0.23,11.96
2018-12-18,36,23.0,,0.23,8.280000000000001
2018-12-19,67,23.0,,0.23,15.41
2018-12-20,97,23.0,,0.23,22.310000000000002
2018-12-21,83,23.0,,0.23,19.09
2018-12-22,27,23.0,,0.23,6.21
2018-12-23,3,23.0,,0.23,0.6900000000000001
2018-12-24,60,23.0,,0.23,13.8
2018-12-25,37,23.0,,0.23,8.51
2018-12-26,76,23.0,,0.23,17.48
2018-12-27,100,23.0,,0.23,23.0
2018-12-28,64,23.0,,0.23,14.72
2018-12-29,3,23.0,,0.23,0.6900000000000001
2018-12-30,3,23.0,,0.23,0.6900000000000001
2018-12-31,45,23.0,,0.23,10.35
2019-01-01,7,25.0,False,0.25,1.75
2019-01-02,50,25.0,,0.25,12.5
2019-01-03,100,25.0,,0.25,25.0
2019-01-04,64,25.0,,0.25,16.0
2019-01-05,13,25.0,,0.25,3.25
2019-01-06,3,25.0,,0.25,0.75
2019-01-07,47,25.0,,0.25,11.75
2019-01-08,27,25.0,,0.25,6.75
2019-01-09,85,25.0,,0.25,21.25
2019-01-10,77,25.0,,0.25,19.25
2019-01-11,79,25.0,,0.25,19.75
2019-01-12,20,25.0,,0.25,5.0
2019-01-13,3,25.0,,0.25,0.75
2019-01-14,70,25.0,,0.25,17.5
2019-01-15,69,25.0,,0.25,17.25
2019-01-16,73,25.0,,0.25,18.25
2019-01-17,63,25.0,,0.25,15.75
2019-01-18,57,25.0,,0.25,14.25
2019-01-19,19,25.0,,0.25,4.75
2019-01-20,0,25.0,,0.25,0.0
2019-01-21,20,25.0,,0.25,5.0
2019-01-22,71,25.0,,0.25,17.75
2019-01-23,46,25.0,,0.25,11.5
2019-01-24,41,25.0,,0.25,10.25
2019-01-25,37,25.0,,0.25,9.25
2019-01-26,0,25.0,,0.25,0.0
2019-01-27,10,25.0,,0.25,2.5
2019-01-28,52,25.0,,0.25,13.0
2019-01-29,49,25.0,,0.25,12.25
2019-01-30,49,25.0,,0.25,12.25
2019-01-31,38,25.0,,0.25,9.5
2019-02-01,68,18.0,False,0.18,12.24
2019-02-02,11,18.0,,0.18,1.98
2019-02-03,16,18.0,,0.18,2.88
2019-02-04,66,18.0,,0.18,11.879999999999999
2019-02-05,83,18.0,,0.18,14.94
2019-02-06,72,18.0,,0.18,12.959999999999999
2019-02-07,94,18.0,,0.18,16.919999999999998
2019-02-08,97,18.0,,0.18,17.46
2019-02-09,5,18.0,,0.18,0.8999999999999999
2019-02-10,16,18.0,,0.18,2.88
2019-02-11,43,18.0,,0.18,7.739999999999999
2019-02-12,94,18.0,,0.18,16.919999999999998
2019-02-13,68,18.0,,0.18,12.24
2019-02-14,32,18.0,,0.18,5.76
2019-02-15,100,18.0,,0.18,18.0
2019-02-16,5,18.0,,0.18,0.8999999999999999
2019-02-17,11,18.0,,0.18,1.98
2019-02-18,9,18.0,,0.18,1.6199999999999999
2019-02-19,68,18.0,,0.18,12.24
2019-02-20,73,18.0,,0.18,13.139999999999999
2019-02-21,49,18.0,,0.18,8.82
2019-02-22,41,18.0,,0.18,7.38
2019-02-23,16,18.0,,0.18,2.88
2019-02-24,5,18.0,,0.18,0.8999999999999999
2019-02-25,22,18.0,,0.18,3.96
2019-02-26,91,18.0,,0.18,16.38
2019-02-27,57,18.0,,0.18,10.26
2019-02-28,77,18.0,,0.18,13.86
2019-03-01,67,18.0,False,0.18,12.059999999999999
2019-03-02,0,18.0,,0.18,0.0
2019-03-03,5,18.0,,0.18,0.8999999999999999
2019-03-04,56,18.0,,0.18,10.08
2019-03-05,52,18.0,,0.18,9.36
2019-03-06,42,18.0,,0.18,7.56
2019-03-07,72,18.0,,0.18,12.959999999999999
2019-03-08,94,18.0,,0.18,16.919999999999998
2019-03-09,14,18.0,,0.18,2.52
2019-03-10,5,18.0,,0.18,0.8999999999999999
2019-03-11,52,18.0,,0.18,9.36
2019-03-12,56,18.0,,0.18,10.08
2019-03-13,85,18.0,,0.18,15.299999999999999
2019-03-14,52,18.0,,0.18,9.36
2019-03-15,44,18.0,,0.18,7.92
2019-03-16,5,18.0,,0.18,0.8999999999999999
2019-03-17,0,18.0,,0.18,0.0
2019-03-18,42,18.0,,0.18,7.56
2019-03-19,68,18.0,,0.18,12.24
2019-03-20,100,18.0,,0.18,18.0
2019-03-21,57,18.0,,0.18,10.26
2019-03-22,87,18.0,,0.18,15.66
2019-03-23,24,18.0,,0.18,4.32
2019-03-24,0,18.0,,0.18,0.0
2019-03-25,53,18.0,,0.18,9.54
2019-03-26,70,18.0,,0.18,12.6
2019-03-27,54,18.0,,0.18,9.719999999999999
2019-03-28,53,18.0,,0.18,9.54
2019-03-29,50,18.0,,0.18,9.0
2019-03-30,5,18.0,,0.18,0.8999999999999999
2019-03-31,9,18.0,,0.18,1.6199999999999999
2019-04-01,64,15.0,False,0.15,9.6
2019-04-02,91,15.0,,0.15,13.65
2019-04-03,81,15.0,,0.15,12.15
2019-04-04,90,15.0,,0.15,13.5
2019-04-05,56,15.0,,0.15,8.4
2019-04-06,7,15.0,,0.15,1.05
2019-04-07,13,15.0,,0.15,1.95
2019-04-08,32,15.0,,0.15,4.8
2019-04-09,100,15.0,,0.15,15.0
2019-04-10,75,15.0,,0.15,11.25
2019-04-11,21,15.0,,0.15,3.15
2019-04-12,55,15.0,,0.15,8.25
2019-04-13,7,15.0,,0.15,1.05
2019-04-14,7,15.0,,0.15,1.05
2019-04-15,59,15.0,,0.15,8.85
2019-04-16,65,15.0,,0.15,9.75
2019-04-17,55,15.0,,0.15,8.25
2019-04-18,77,15.0,,0.15,11.549999999999999
2019-04-19,29,15.0,,0.15,4.35
2019-04-20,0,15.0,,0.15,0.0
2019-04-21,14,15.0,,0.15,2.1
2019-04-22,45,15.0,,0.15,6.75
2019-04-23,77,15.0,,0.15,11.549999999999999
2019-04-24,77,15.0,,0.15,11.549999999999999
2019-04-25,53,15.0,,0.15,7.949999999999999
2019-04-26,65,15.0,,0.15,9.75
2019-04-27,13,15.0,,0.15,1.95
2019-04-28,13,15.0,,0.15,1.95
2019-04-29,43,15.0,,0.15,6.45
2019-04-30,68,15.0,,0.15,10.2
2019-05-01,38,23.0,False,0.23,8.74
2019-05-02,25,23.0,,0.23,5.75
2019-05-03,14,23.0,,0.23,3.22
2019-05-04,7,23.0,,0.23,1.61
2019-05-05,7,23.0,,0.23,1.61
2019-05-06,43,23.0,,0.23,9.89
2019-05-07,29,23.0,,0.23,6.67
2019-05-08,42,23.0,,0.23,9.66
2019-05-09,30,23.0,,0.23,6.9
2019-05-10,39,23.0,,0.23,8.97
2019-05-11,2,23.0,,0.23,0.46
2019-05-12,0,23.0,,0.23,0.0
2019-05-13,61,23.0,,0.23,14.030000000000001
2019-05-14,55,23.0,,0.23,12.65
2019-05-15,16,23.0,,0.23,3.68
2019-05-16,36,23.0,,0.23,8.280000000000001
2019-05-17,23,23.0,,0.23,5.29
2019-05-18,0,23.0,,0.23,0.0
2019-05-19,0,23.0,,0.23,0.0
2019-05-20,18,23.0,,0.23,4.140000000000001
2019-05-21,22,23.0,,0.23,5.0600000000000005
2019-05-22,35,23.0,,0.23,8.05
2019-05-23,45,23.0,,0.23,10.35
2019-05-24,100,23.0,,0.23,23.0
2019-05-25,20,23.0,,0.23,4.6000000000000005
2019-05-26,8,23.0,,0.23,1.84
2019-05-27,14,23.0,,0.23,3.22
2019-05-28,27,23.0,,0.23,6.21
2019-05-29,42,23.0,,0.23,9.66
2019-05-30,30,23.0,,0.23,6.9
2019-05-31,35,23.0,,0.23,8.05
2019-06-01,41,16.0,False,0.16,6.5600000000000005
2019-06-02,6,16.0,,0.16,0.96
2019-06-03,92,16.0,,0.16,14.72
2019-06-04,73,16.0,,0.16,11.68
2019-06-05,89,16.0,,0.16,14.24
2019-06-06,70,16.0,,0.16,11.200000000000001
2019-06-07,31,16.0,,0.16,4.96
2019-06-08,24,16.0,,0.16,3.84
2019-06-09,6,16.0,,0.16,0.96
2019-06-10,34,16.0,,0.16,5.44
2019-06-11,55,16.0,,0.16,8.8
2019-06-12,65,16.0,,0.16,10.4
2019-06-13,76,16.0,,0.16,12.16
2019-06-14,59,16.0,,0.16,9.44
2019-06-15,0,16.0,,0.16,0.0
2019-06-16,0,16.0,,0.16,0.0
2019-06-17,35,16.0,,0.16,5.6000000000000005
2019-06-18,54,16.0,,0.16,8.64
2019-06-19,68,16.0,,0.16,10.88
2019-06-20,35,16.0,,0.16,5.6000000000000005
2019-06-21,77,16.0,,0.16,12.32
2019-06-22,12,16.0,,0.16,1.92
2019-06-23,6,16.0,,0.16,0.96
2019-06-24,100,16.0,,0.16,16.0
2019-06-25,81,16.0,,0.16,12.96
2019-06-26,69,16.0,,0.16,11.040000000000001
2019-06-27,75,16.0,,0.16,12.0
2019-06-28,37,16.0,,0.16,5.92
2019-06-29,18,16.0,,0.16,2.88
2019-06-30,12,16.0,,0.16,1.92
2019-07-01,79,14.0,False,0.14,11.06
2019-07-02,79,14.0,,0.14,11.06
2019-07-03,49,14.0,,0.14,6.86
2019-07-04,7,14.0,,0.14,0.9800000000000001
2019-07-05,69,14.0,,0.14,9.66
2019-07-06,0,14.0,,0.14,0.0
2019-07-07,7,14.0,,0.14,0.9800000000000001
2019-07-08,100,14.0,,0.14,14.000000000000002
2019-07-09,85,14.0,,0.14,11.9
2019-07-10,54,14.0,,0.14,7.5600000000000005
2019-07-11,77,14.0,,0.14,10.780000000000001
2019-07-12,50,14.0,,0.14,7.000000000000001
2019-07-13,7,14.0,,0.14,0.9800000000000001
2019-07-14,0,14.0,,0.14,0.0
2019-07-15,60,14.0,,0.14,8.4
2019-07-16,58,14.0,,0.14,8.120000000000001
2019-07-17,60,14.0,,0.14,8.4
2019-07-18,67,14.0,,0.14,9.38
2019-07-19,50,14.0,,0.14,7.000000000000001
2019-07-20,7,14.0,,0.14,0.9800000000000001
2019-07-21,7,14.0,,0.14,0.9800000000000001
2019-07-22,55,14.0,,0.14,7.700000000000001
2019-07-23,48,14.0,,0.14,6.720000000000001
2019-07-24,88,14.0,,0.14,12.32
2019-07-25,69,14.0,,0.14,9.66
2019-07-26,58,14.0,,0.14,8.120000000000001
2019-07-27,22,14.0,,0.14,3.08
2019-07-28,0,14.0,,0.14,0.0
2019-07-29,31,14.0,,0.14,4.340000000000001
2019-07-30,87,14.0,,0.14,12.180000000000001
2019-07-31,50,14.0,,0.14,7.000000000000001
2019-08-01,68,20.0,False,0.2,13.600000000000001
2019-08-02,60,20.0,,0.2,12.0
2019-08-03,13,20.0,,0.2,2.6
2019-08-04,4,20.0,,0.2,0.8
2019-08-05,85,20.0,,0.2,17.0
2019-08-06,100,20.0,,0.2,20.0
2019-08-07,70,20.0,,0.2,14.0
2019-08-08,62,20.0,,0.2,12.4
2019-08-09,27,20.0,,0.2,5.4
2019-08-10,0,20.0,,0.2,0.0
2019-08-11,4,20.0,,0.2,0.8
2019-08-12,68,20.0,,0.2,13.600000000000001
2019-08-13,49,20.0,,0.2,9.8
2019-08-14,99,20.0,,0.2,19.8
2019-08-15,82,20.0,,0.2,16.400000000000002
2019-08-16,64,20.0,,0.2,12.8
2019-08-17,9,20.0,,0.2,1.8
2019-08-18,0,20.0,,0.2,0.0
2019-08-19,29,20.0,,0.2,5.800000000000001
2019-08-20,44,20.0,,0.2,8.8
2019-08-21,26,20.0,,0.2,5.2
2019-08-22,48,20.0,,0.2,9.600000000000001
2019-08-23,89,20.0,,0.2,17.8
2019-08-24,39,20.0,,0.2,7.800000000000001
2019-08-25,30,20.0,,0.2,6.0
2019-08-26,40,20.0,,0.2,8.0
2019-08-27,71,20.0,,0.2,14.200000000000001
