date,SHOP_unscaled,SHOP_monthly,isPartial,scale,SHOP
2017-12-26,82,83.0,,0.83,68.06
2017-12-27,80,83.0,,0.83,66.39999999999999
2017-12-28,78,83.0,,0.83,64.74
2017-12-29,77,83.0,,0.83,63.91
2017-12-30,82,83.0,,0.83,68.06
2017-12-31,78,83.0,,0.83,64.74
2018-01-01,89,69.0,False,0.69,61.41
2018-01-02,84,69.0,,0.69,57.959999999999994
2018-01-03,83,69.0,,0.69,57.269999999999996
2018-01-04,82,69.0,,0.69,56.58
2018-01-05,83,69.0,,0.69,57.269999999999996
2018-01-06,100,69.0,,0.69,69.0
2018-01-07,85,69.0,,0.69,58.65
2018-01-08,75,69.0,,0.69,51.74999999999999
2018-01-09,75,69.0,,0.69,51.74999999999999
2018-01-10,75,69.0,,0.69,51.74999999999999
2018-01-11,74,69.0,,0.69,51.059999999999995
2018-01-12,78,69.0,,0.69,53.81999999999999
2018-01-13,99,69.0,,0.69,68.30999999999999
2018-01-14,88,69.0,,0.69,60.72
2018-01-15,88,69.0,,0.69,60.72
2018-01-16,72,69.0,,0.69,49.67999999999999
2018-01-17,72,69.0,,0.69,49.67999999999999
2018-01-18,73,69.0,,0.69,50.37
2018-01-19,79,69.0,,0.69,54.51
2018-01-20,97,69.0,,0.69,66.92999999999999
2018-01-21,82,69.0,,0.69,56.58
2018-01-22,80,69.0,,0.69,55.199999999999996
2018-01-23,75,69.0,,0.69,51.74999999999999
2018-01-24,74,69.0,,0.69,51.059999999999995
2018-01-25,75,69.0,,0.69,51.74999999999999
2018-01-26,81,69.0,,0.69,55.88999999999999
2018-01-27,100,69.0,,0.69,69.0
2018-01-28,92,69.0,,0.69,63.48
2018-01-29,76,69.0,,0.69,52.44
2018-01-30,74,69.0,,0.69,51.059999999999995
2018-01-31,72,69.0,,0.69,49.67999999999999
2018-02-01,71,74.0,False,0.74,52.54
2018-02-02,77,74.0,,0.74,56.98
2018-02-03,96,74.0,,0.74,71.03999999999999
2018-02-04,81,74.0,,0.74,59.94
2018-02-05,71,74.0,,0.74,52.54
2018-02-06,72,74.0,,0.74,53.28
2018-02-07,70,74.0,,0.74,51.8
2018-02-08,74,74.0,,0.74,54.76
2018-02-09,78,74.0,,0.74,57.72
2018-02-10,98,74.0,,0.74,72.52
2018-02-11,85,74.0,,0.74,62.9
2018-02-12,77,74.0,,0.74,56.98
2018-02-13,79,74.0,,0.74,58.46
2018-02-14,82,74.0,,0.74,60.68
2018-02-15,73,74.0,,0.74,54.019999999999996
2018-02-16,81,74.0,,0.74,59.94
2018-02-17,96,74.0,,0.74,71.03999999999999
2018-02-18,86,74.0,,0.74,63.64
2018-02-19,83,74.0,,0.74,61.42
2018-02-20,73,74.0,,0.74,54.019999999999996
2018-02-21,73,74.0,,0.74,54.019999999999996
2018-02-22,77,74.0,,0.74,56.98
2018-02-23,84,74.0,,0.74,62.16
2018-02-24,100,74.0,,0.74,74.0
2018-02-25,92,74.0,,0.74,68.08
2018-02-26,76,74.0,,0.74,56.24
2018-02-27,76,74.0,,0.74,56.24
2018-02-28,73,74.0,,0.74,54.019999999999996
2018-03-01,67,77.0,False,0.77,51.59
2018-03-02,71,77.0,,0.77,54.67
2018-03-03,94,77.0,,0.77,72.38
2018-03-04,85,77.0,,0.77,65.45
2018-03-05,73,77.0,,0.77,56.21
2018-03-06,68,77.0,,0.77,52.36
2018-03-07,68,77.0,,0.77,52.36
2018-03-08,67,77.0,,0.77,51.59
2018-03-09,74,77.0,,0.77,56.980000000000004
2018-03-10,93,77.0,,0.77,71.61
2018-03-11,81,77.0,,0.77,62.370000000000005
2018-03-12,72,77.0,,0.77,55.44
2018-03-13,70,77.0,,0.77,53.9
2018-03-14,65,77.0,,0.77,50.050000000000004
2018-03-15,69,77.0,,0.77,53.13
2018-03-16,74,77.0,,0.77,56.980000000000004
2018-03-17,88,77.0,,0.77,67.76
2018-03-18,78,77.0,,0.77,60.06
2018-03-19,71,77.0,,0.77,54.67
2018-03-20,67,77.0,,0.77,51.59
2018-03-21,68,77.0,,0.77,52.36
2018-03-22,67,77.0,,0.77,51.59
2018-03-23,77,77.0,,0.77,59.29
2018-03-24,92,77.0,,0.77,70.84
2018-03-25,83,77.0,,0.77,63.910000000000004
2018-03-26,75,77.0,,0.77,57.75
2018-03-27,72,77.0,,0.77,55.44
2018-03-28,72,77.0,,0.77,55.44
2018-03-29,76,77.0,,0.77,58.52
2018-03-30,86,77.0,,0.77,66.22
2018-03-31,100,77.0,,0.77,77.0
2018-04-01,89,77.0,False,0.77,68.53
2018-04-02,79,77.0,,0.77,60.83
2018-04-03,73,77.0,,0.77,56.21
2018-04-04,73,77.0,,0.77,56.21
2018-04-05,76,77.0,,0.77,58.52
2018-04-06,79,77.0,,0.77,60.83
2018-04-07,94,77.0,,0.77,72.38
2018-04-08,84,77.0,,0.77,64.68
2018-04-09,74,77.0,,0.77,56.980000000000004
2018-04-10,73,77.0,,0.77,56.21
2018-04-11,69,77.0,,0.77,53.13
2018-04-12,72,77.0,,0.77,55.44
2018-04-13,79,77.0,,0.77,60.83
2018-04-14,96,77.0,,0.77,73.92
2018-04-15,83,77.0,,0.77,63.910000000000004
2018-04-16,71,77.0,,0.77,54.67
2018-04-17,71,77.0,,0.77,54.67
2018-04-18,73,77.0,,0.77,56.21
2018-04-19,74,77.0,,0.77,56.980000000000004
2018-04-20,81,77.0,,0.77,62.370000000000005
2018-04-21,100,77.0,,0.77,77.0
2018-04-22,89,77.0,,0.77,68.53
2018-04-23,73,77.0,,0.77,56.21
2018-04-24,73,77.0,,0.77,56.21
2018-04-25,70,77.0,,0.77,53.9
2018-04-26,72,77.0,,0.77,55.44
2018-04-27,77,77.0,,0.77,59.29
2018-04-28,95,77.0,,0.77,73.15
2018-04-29,83,77.0,,0.77,63.910000000000004
2018-04-30,71,77.0,,0.77,54.67
2018-05-01,73,76.0,False,0.76,55.480000000000004
2018-05-02,68,76.0,,0.76,51.68
2018-05-03,73,76.0,,0.76,55.480000000000004
2018-05-04,78,76.0,,0.76,59.28
2018-05-05,93,76.0,,0.76,70.68
2018-05-06,84,76.0,,0.76,63.84
2018-05-07,76,76.0,,0.76,57.76
2018-05-08,74,76.0,,0.76,56.24
2018-05-09,74,76.0,,0.76,56.24
2018-05-10,76,76.0,,0.76,57.76
2018-05-11,84,76.0,,0.76,63.84
2018-05-12,100,76.0,,0.76,76.0
2018-05-13,85,76.0,,0.76,64.6
2018-05-14,75,76.0,,0.76,57.0
2018-05-15,73,76.0,,0.76,55.480000000000004
2018-05-16,68,76.0,,0.76,51.68
2018-05-17,73,76.0,,0.76,55.480000000000004
2018-05-18,79,76.0,,0.76,60.04
2018-05-19,91,76.0,,0.76,69.16
2018-05-20,85,76.0,,0.76,64.6
2018-05-21,75,76.0,,0.76,57.0
2018-05-22,73,76.0,,0.76,55.480000000000004
2018-05-23,74,76.0,,0.76,56.24
2018-05-24,78,76.0,,0.76,59.28
2018-05-25,87,76.0,,0.76,66.12
2018-05-26,94,76.0,,0.76,71.44
2018-05-27,90,76.0,,0.76,68.4
2018-05-28,92,76.0,,0.76,69.92
2018-05-29,77,76.0,,0.76,58.52
2018-05-30,75,76.0,,0.76,57.0
2018-05-31,77,76.0,,0.76,58.52
2018-06-01,82,81.0,False,0.81,66.42
2018-06-02,94,81.0,,0.81,76.14
2018-06-03,87,81.0,,0.81,70.47
2018-06-04,78,81.0,,0.81,63.18000000000001
2018-06-05,76,81.0,,0.81,61.56
2018-06-06,78,81.0,,0.81,63.18000000000001
2018-06-07,79,81.0,,0.81,63.99
2018-06-08,83,81.0,,0.81,67.23
2018-06-09,96,81.0,,0.81,77.76
2018-06-10,88,81.0,,0.81,71.28
2018-06-11,81,81.0,,0.81,65.61
2018-06-12,79,81.0,,0.81,63.99
2018-06-13,81,81.0,,0.81,65.61
2018-06-14,82,81.0,,0.81,66.42
2018-06-15,87,81.0,,0.81,70.47
2018-06-16,100,81.0,,0.81,81.0
2018-06-17,89,81.0,,0.81,72.09
2018-06-18,79,81.0,,0.81,63.99
2018-06-19,75,81.0,,0.81,60.75000000000001
2018-06-20,78,81.0,,0.81,63.18000000000001
2018-06-21,76,81.0,,0.81,61.56
2018-06-22,87,81.0,,0.81,70.47
2018-06-23,96,81.0,,0.81,77.76
2018-06-24,87,81.0,,0.81,70.47
2018-06-25,82,81.0,,0.81,66.42
2018-06-26,79,81.0,,0.81,63.99
2018-06-27,78,81.0,,0.81,63.18000000000001
2018-06-28,78,81.0,,0.81,63.18000000000001
2018-06-29,89,81.0,,0.81,72.09
2018-06-30,97,81.0,,0.81,78.57000000000001
2018-07-01,91,86.0,False,0.86,78.26
2018-07-02,88,86.0,,0.86,75.67999999999999
2018-07-03,90,86.0,,0.86,77.4
2018-07-04,96,86.0,,0.86,82.56
2018-07-05,89,86.0,,0.86,76.53999999999999
2018-07-06,88,86.0,,0.86,75.67999999999999
2018-07-07,98,86.0,,0.86,84.28
2018-07-08,91,86.0,,0.86,78.26
2018-07-09,85,86.0,,0.86,73.1
2018-07-10,82,86.0,,0.86,70.52
2018-07-11,80,86.0,,0.86,68.8
2018-07-12,80,86.0,,0.86,68.8
2018-07-13,91,86.0,,0.86,78.26
2018-07-14,100,86.0,,0.86,86.0
2018-07-15,88,86.0,,0.86,75.67999999999999
2018-07-16,88,86.0,,0.86,75.67999999999999
2018-07-17,85,86.0,,0.86,73.1
2018-07-18,81,86.0,,0.86,69.66
2018-07-19,85,86.0,,0.86,73.1
2018-07-20,88,86.0,,0.86,75.67999999999999
2018-07-21,99,86.0,,0.86,85.14
2018-07-22,92,86.0,,0.86,79.12
2018-07-23,85,86.0,,0.86,73.1
2018-07-24,83,86.0,,0.86,71.38
2018-07-25,80,86.0,,0.86,68.8
2018-07-26,84,86.0,,0.86,72.24
2018-07-27,91,86.0,,0.86,78.26
2018-07-28,100,86.0,,0.86,86.0
2018-07-29,93,86.0,,0.86,79.98
2018-07-30,89,86.0,,0.86,76.53999999999999
2018-07-31,82,86.0,,0.86,70.52
2018-08-01,78,86.0,False,0.86,67.08
2018-08-02,75,86.0,,0.86,64.5
2018-08-03,87,86.0,,0.86,74.82
2018-08-04,100,86.0,,0.86,86.0
2018-08-05,89,86.0,,0.86,76.53999999999999
2018-08-06,81,86.0,,0.86,69.66
2018-08-07,80,86.0,,0.86,68.8
2018-08-08,82,86.0,,0.86,70.52
2018-08-09,79,86.0,,0.86,67.94
2018-08-10,84,86.0,,0.86,72.24
2018-08-11,96,86.0,,0.86,82.56
2018-08-12,88,86.0,,0.86,75.67999999999999
2018-08-13,83,86.0,,0.86,71.38
2018-08-14,79,86.0,,0.86,67.94
2018-08-15,78,86.0,,0.86,67.08
2018-08-16,76,86.0,,0.86,65.36
2018-08-17,82,86.0,,0.86,70.52
2018-08-18,97,86.0,,0.86,83.42
2018-08-19,89,86.0,,0.86,76.53999999999999
2018-08-20,78,86.0,,0.86,67.08
2018-08-21,75,86.0,,0.86,64.5
2018-08-22,74,86.0,,0.86,63.64
2018-08-23,73,86.0,,0.86,62.78
2018-08-24,81,86.0,,0.86,69.66
2018-08-25,95,86.0,,0.86,81.7
2018-08-26,84,86.0,,0.86,72.24
2018-08-27,76,86.0,,0.86,65.36
2018-08-28,72,86.0,,0.86,61.92
2018-08-29,76,86.0,,0.86,65.36
2018-08-30,76,86.0,,0.86,65.36
2018-08-31,81,86.0,,0.86,69.66
2018-09-01,100,82.0,False,0.82,82.0
2018-09-02,95,82.0,,0.82,77.89999999999999
2018-09-03,94,82.0,,0.82,77.08
2018-09-04,78,82.0,,0.82,63.959999999999994
2018-09-05,74,82.0,,0.82,60.68
2018-09-06,76,82.0,,0.82,62.31999999999999
2018-09-07,77,82.0,,0.82,63.13999999999999
2018-09-08,93,82.0,,0.82,76.25999999999999
2018-09-09,80,82.0,,0.82,65.6
2018-09-10,79,82.0,,0.82,64.78
2018-09-11,71,82.0,,0.82,58.22
2018-09-12,71,82.0,,0.82,58.22
2018-09-13,72,82.0,,0.82,59.04
2018-09-14,76,82.0,,0.82,62.31999999999999
2018-09-15,94,82.0,,0.82,77.08
2018-09-16,80,82.0,,0.82,65.6
2018-09-17,76,82.0,,0.82,62.31999999999999
2018-09-18,74,82.0,,0.82,60.68
2018-09-19,76,82.0,,0.82,62.31999999999999
2018-09-20,75,82.0,,0.82,61.49999999999999
2018-09-21,81,82.0,,0.82,66.42
2018-09-22,96,82.0,,0.82,78.72
2018-09-23,85,82.0,,0.82,69.7
2018-09-24,75,82.0,,0.82,61.49999999999999
2018-09-25,72,82.0,,0.82,59.04
2018-09-26,71,82.0,,0.82,58.22
2018-09-27,69,82.0,,0.82,56.58
2018-09-28,76,82.0,,0.82,62.31999999999999
2018-09-29,93,82.0,,0.82,76.25999999999999
2018-09-30,84,82.0,,0.82,68.88
2018-10-01,78,77.0,False,0.77,60.06
2018-10-02,75,77.0,,0.77,57.75
2018-10-03,74,77.0,,0.77,56.980000000000004
2018-10-04,74,77.0,,0.77,56.980000000000004
2018-10-05,81,77.0,,0.77,62.370000000000005
2018-10-06,97,77.0,,0.77,74.69
2018-10-07,84,77.0,,0.77,64.68
2018-10-08,81,77.0,,0.77,62.370000000000005
2018-10-09,73,77.0,,0.77,56.21
2018-10-10,92,77.0,,0.77,70.84
2018-10-11,77,77.0,,0.77,59.29
2018-10-12,82,77.0,,0.77,63.14
2018-10-13,100,77.0,,0.77,77.0
2018-10-14,87,77.0,,0.77,66.99
2018-10-15,79,77.0,,0.77,60.83
2018-10-16,73,77.0,,0.77,56.21
2018-10-17,71,77.0,,0.77,54.67
2018-10-18,75,77.0,,0.77,57.75
2018-10-19,79,77.0,,0.77,60.83
2018-10-20,94,77.0,,0.77,72.38
2018-10-21,86,77.0,,0.77,66.22
2018-10-22,74,77.0,,0.77,56.980000000000004
2018-10-23,70,77.0,,0.77,53.9
2018-10-24,71,77.0,,0.77,54.67
2018-10-25,71,77.0,,0.77,54.67
2018-10-26,82,77.0,,0.77,63.14
2018-10-27,92,77.0,,0.77,70.84
2018-10-28,82,77.0,,0.77,63.14
2018-10-29,78,77.0,,0.77,60.06
2018-10-30,73,77.0,,0.77,56.21
2018-10-31,68,77.0,,0.77,52.36
2018-11-01,63,84.0,False,0.84,52.919999999999995
2018-11-02,65,84.0,,0.84,54.6
2018-11-03,80,84.0,,0.84,67.2
2018-11-04,71,84.0,,0.84,59.64
2018-11-05,63,84.0,,0.84,52.919999999999995
2018-11-06,60,84.0,,0.84,50.4
2018-11-07,53,84.0,,0.84,44.519999999999996
2018-11-08,60,84.0,,0.84,50.4
2018-11-09,69,84.0,,0.84,57.96
2018-11-10,79,84.0,,0.84,66.36
2018-11-11,71,84.0,,0.84,59.64
2018-11-12,70,84.0,,0.84,58.8
2018-11-13,63,84.0,,0.84,52.919999999999995
2018-11-14,62,84.0,,0.84,52.08
2018-11-15,60,84.0,,0.84,50.4
2018-11-16,69,84.0,,0.84,57.96
2018-11-17,81,84.0,,0.84,68.03999999999999
2018-11-18,75,84.0,,0.84,63.0
2018-11-19,71,84.0,,0.84,59.64
2018-11-20,70,84.0,,0.84,58.8
2018-11-21,81,84.0,,0.84,68.03999999999999
2018-11-22,80,84.0,,0.84,67.2
2018-11-23,100,84.0,,0.84,84.0
2018-11-24,89,84.0,,0.84,74.75999999999999
2018-11-25,77,84.0,,0.84,64.67999999999999
2018-11-26,74,84.0,,0.84,62.16
2018-11-27,68,84.0,,0.84,57.12
2018-11-28,63,84.0,,0.84,52.919999999999995
2018-11-29,65,84.0,,0.84,54.6
2018-11-30,67,84.0,,0.84,56.28
2018-12-01,83,89.0,False,0.89,73.87
2018-12-02,79,89.0,,0.89,70.31
2018-12-03,70,89.0,,0.89,62.300000000000004
2018-12-04,69,89.0,,0.89,61.410000000000004
2018-12-05,69,89.0,,0.89,61.410000000000004
2018-12-06,68,89.0,,0.89,60.52
2018-12-07,75,89.0,,0.89,66.75
2018-12-08,89,89.0,,0.89,79.21000000000001
2018-12-09,82,89.0,,0.89,72.98
2018-12-10,73,89.0,,0.89,64.97
2018-12-11,70,89.0,,0.89,62.300000000000004
2018-12-12,70,89.0,,0.89,62.300000000000004
2018-12-13,70,89.0,,0.89,62.300000000000004
2018-12-14,77,89.0,,0.89,68.53
2018-12-15,94,89.0,,0.89,83.66
2018-12-16,83,89.0,,0.89,73.87
2018-12-17,78,89.0,,0.89,69.42
2018-12-18,78,89.0,,0.89,69.42
2018-12-19,76,89.0,,0.89,67.64
2018-12-20,76,89.0,,0.89,67.64
2018-12-21,83,89.0,,0.89,73.87
2018-12-22,100,89.0,,0.89,89.0
2018-12-23,91,89.0,,0.89,80.99
2018-12-24,98,89.0,,0.89,87.22
2018-12-25,74,89.0,,0.89,65.86
2018-12-26,84,89.0,,0.89,74.76
2018-12-27,77,89.0,,0.89,68.53
2018-12-28,78,89.0,,0.89,69.42
2018-12-29,86,89.0,,0.89,76.54
2018-12-30,81,89.0,,0.89,72.09
2018-12-31,86,89.0,,0.89,76.54
2019-01-01,95,78.0,False,0.78,74.10000000000001
2019-01-02,87,78.0,,0.78,67.86
2019-01-03,84,78.0,,0.78,65.52
2019-01-04,86,78.0,,0.78,67.08
2019-01-05,100,78.0,,0.78,78.0
2019-01-06,91,78.0,,0.78,70.98
2019-01-07,79,78.0,,0.78,61.620000000000005
2019-01-08,74,78.0,,0.78,57.72
2019-01-09,74,78.0,,0.78,57.72
2019-01-10,78,78.0,,0.78,60.84
2019-01-11,80,78.0,,0.78,62.400000000000006
2019-01-12,97,78.0,,0.78,75.66
2019-01-13,84,78.0,,0.78,65.52
2019-01-14,77,78.0,,0.78,60.06
2019-01-15,73,78.0,,0.78,56.940000000000005
2019-01-16,74,78.0,,0.78,57.72
2019-01-17,74,78.0,,0.78,57.72
2019-01-18,81,78.0,,0.78,63.18
2019-01-19,98,78.0,,0.78,76.44
2019-01-20,86,78.0,,0.78,67.08
2019-01-21,85,78.0,,0.78,66.3
2019-01-22,72,78.0,,0.78,56.160000000000004
2019-01-23,71,78.0,,0.78,55.38
2019-01-24,74,78.0,,0.78,57.72
2019-01-25,79,78.0,,0.78,61.620000000000005
2019-01-26,98,78.0,,0.78,76.44
2019-01-27,92,78.0,,0.78,71.76
2019-01-28,76,78.0,,0.78,59.28
2019-01-29,73,78.0,,0.78,56.940000000000005
2019-01-30,71,78.0,,0.78,55.38
2019-01-31,76,78.0,,0.78,59.28
2019-02-01,81,77.0,False,0.77,62.370000000000005
2019-02-02,98,77.0,,0.77,75.46000000000001
2019-02-03,84,77.0,,0.77,64.68
2019-02-04,74,77.0,,0.77,56.980000000000004
2019-02-05,76,77.0,,0.77,58.52
2019-02-06,71,77.0,,0.77,54.67
2019-02-07,75,77.0,,0.77,57.75
2019-02-08,79,77.0,,0.77,60.83
2019-02-09,99,77.0,,0.77,76.23
2019-02-10,87,77.0,,0.77,66.99
2019-02-11,74,77.0,,0.77,56.980000000000004
2019-02-12,78,77.0,,0.77,60.06
2019-02-13,78,77.0,,0.77,60.06
2019-02-14,92,77.0,,0.77,70.84
2019-02-15,83,77.0,,0.77,63.910000000000004
2019-02-16,100,77.0,,0.77,77.0
2019-02-17,88,77.0,,0.77,67.76
2019-02-18,87,77.0,,0.77,66.99
2019-02-19,73,77.0,,0.77,56.21
2019-02-20,73,77.0,,0.77,56.21
2019-02-21,71,77.0,,0.77,54.67
2019-02-22,82,77.0,,0.77,63.14
2019-02-23,96,77.0,,0.77,73.92
2019-02-24,91,77.0,,0.77,70.07000000000001
2019-02-25,74,77.0,,0.77,56.980000000000004
2019-02-26,76,77.0,,0.77,58.52
2019-02-27,75,77.0,,0.77,57.75
2019-02-28,77,77.0,,0.77,59.29
2019-03-01,78,81.0,False,0.81,63.18000000000001
2019-03-02,99,81.0,,0.81,80.19000000000001
2019-03-03,85,81.0,,0.81,68.85000000000001
2019-03-04,75,81.0,,0.81,60.75000000000001
2019-03-05,73,81.0,,0.81,59.13
2019-03-06,74,81.0,,0.81,59.940000000000005
2019-03-07,73,81.0,,0.81,59.13
2019-03-08,77,81.0,,0.81,62.370000000000005
2019-03-09,98,81.0,,0.81,79.38000000000001
2019-03-10,85,81.0,,0.81,68.85000000000001
2019-03-11,79,81.0,,0.81,63.99
2019-03-12,74,81.0,,0.81,59.940000000000005
2019-03-13,75,81.0,,0.81,60.75000000000001
2019-03-14,76,81.0,,0.81,61.56
2019-03-15,80,81.0,,0.81,64.80000000000001
2019-03-16,98,81.0,,0.81,79.38000000000001
2019-03-17,90,81.0,,0.81,72.9
2019-03-18,77,81.0,,0.81,62.370000000000005
2019-03-19,75,81.0,,0.81,60.75000000000001
2019-03-20,72,81.0,,0.81,58.32000000000001
2019-03-21,72,81.0,,0.81,58.32000000000001
2019-03-22,78,81.0,,0.81,63.18000000000001
2019-03-23,97,81.0,,0.81,78.57000000000001
2019-03-24,88,81.0,,0.81,71.28
2019-03-25,75,81.0,,0.81,60.75000000000001
2019-03-26,73,81.0,,0.81,59.13
2019-03-27,71,81.0,,0.81,57.510000000000005
2019-03-28,77,81.0,,0.81,62.370000000000005
2019-03-29,81,81.0,,0.81,65.61
2019-03-30,100,81.0,,0.81,81.0
2019-03-31,86,81.0,,0.81,69.66000000000001
2019-04-01,69,85.0,False,0.85,58.65
2019-04-02,69,85.0,,0.85,58.65
2019-04-03,69,85.0,,0.85,58.65
2019-04-04,68,85.0,,0.85,57.8
2019-04-05,74,85.0,,0.85,62.9
2019-04-06,89,85.0,,0.85,75.64999999999999
2019-04-07,80,85.0,,0.85,68.0
2019-04-08,71,85.0,,0.85,60.35
2019-04-09,66,85.0,,0.85,56.1
2019-04-10,67,85.0,,0.85,56.949999999999996
2019-04-11,73,85.0,,0.85,62.05
2019-04-12,83,85.0,,0.85,70.55
2019-04-13,97,85.0,,0.85,82.45
2019-04-14,87,85.0,,0.85,73.95
2019-04-15,74,85.0,,0.85,62.9
2019-04-16,71,85.0,,0.85,60.35
2019-04-17,73,85.0,,0.85,62.05
2019-04-18,77,85.0,,0.85,65.45
2019-04-19,88,85.0,,0.85,74.8
2019-04-20,100,85.0,,0.85,85.0
2019-04-21,86,85.0,,0.85,73.1
2019-04-22,78,85.0,,0.85,66.3
2019-04-23,68,85.0,,0.85,57.8
2019-04-24,69,85.0,,0.85,58.65
2019-04-25,70,85.0,,0.85,59.5
2019-04-26,72,85.0,,0.85,61.199999999999996
2019-04-27,89,85.0,,0.85,75.64999999999999
2019-04-28,76,85.0,,0.85,64.6
2019-04-29,68,85.0,,0.85,57.8
2019-04-30,65,85.0,,0.85,55.25
2019-05-01,69,84.0,False,0.84,57.96
2019-05-02,72,84.0,,0.84,60.48
2019-05-03,75,84.0,,0.84,63.0
2019-05-04,92,84.0,,0.84,77.28
2019-05-05,83,84.0,,0.84,69.72
2019-05-06,72,84.0,,0.84,60.48
2019-05-07,71,84.0,,0.84,59.64
2019-05-08,69,84.0,,0.84,57.96
2019-05-09,72,84.0,,0.84,60.48
2019-05-10,80,84.0,,0.84,67.2
2019-05-11,100,84.0,,0.84,84.0
2019-05-12,85,84.0,,0.84,71.39999999999999
2019-05-13,71,84.0,,0.84,59.64
2019-05-14,71,84.0,,0.84,59.64
2019-05-15,70,84.0,,0.84,58.8
2019-05-16,74,84.0,,0.84,62.16
2019-05-17,76,84.0,,0.84,63.839999999999996
2019-05-18,91,84.0,,0.84,76.44
2019-05-19,84,84.0,,0.84,70.56
2019-05-20,71,84.0,,0.84,59.64
2019-05-21,71,84.0,,0.84,59.64
2019-05-22,76,84.0,,0.84,63.839999999999996
2019-05-23,73,84.0,,0.84,61.32
2019-05-24,82,84.0,,0.84,68.88
2019-05-25,100,84.0,,0.84,84.0
2019-05-26,90,84.0,,0.84,75.6
2019-05-27,92,84.0,,0.84,77.28
2019-05-28,76,84.0,,0.84,63.839999999999996
2019-05-29,72,84.0,,0.84,60.48
2019-05-30,72,84.0,,0.84,60.48
2019-05-31,79,84.0,,0.84,66.36
2019-06-01,94,85.0,False,0.85,79.89999999999999
2019-06-02,87,85.0,,0.85,73.95
2019-06-03,79,85.0,,0.85,67.14999999999999
2019-06-04,74,85.0,,0.85,62.9
2019-06-05,74,85.0,,0.85,62.9
2019-06-06,74,85.0,,0.85,62.9
2019-06-07,84,85.0,,0.85,71.39999999999999
2019-06-08,95,85.0,,0.85,80.75
2019-06-09,83,85.0,,0.85,70.55
2019-06-10,77,85.0,,0.85,65.45
2019-06-11,76,85.0,,0.85,64.6
2019-06-12,74,85.0,,0.85,62.9
2019-06-13,80,85.0,,0.85,68.0
2019-06-14,85,85.0,,0.85,72.25
2019-06-15,100,85.0,,0.85,85.0
2019-06-16,88,85.0,,0.85,74.8
2019-06-17,81,85.0,,0.85,68.85
2019-06-18,76,85.0,,0.85,64.6
2019-06-19,75,85.0,,0.85,63.75
2019-06-20,77,85.0,,0.85,65.45
2019-06-21,85,85.0,,0.85,72.25
2019-06-22,96,85.0,,0.85,81.6
2019-06-23,89,85.0,,0.85,75.64999999999999
2019-06-24,80,85.0,,0.85,68.0
2019-06-25,80,85.0,,0.85,68.0
2019-06-26,78,85.0,,0.85,66.3
2019-06-27,81,85.0,,0.85,68.85
2019-06-28,86,85.0,,0.85,73.1
2019-06-29,97,85.0,,0.85,82.45
2019-06-30,89,85.0,,0.85,75.64999999999999
2019-07-01,81,91.0,False,0.91,73.71000000000001
2019-07-02,84,91.0,,0.91,76.44
2019-07-03,84,91.0,,0.91,76.44
2019-07-04,91,91.0,,0.91,82.81
2019-07-05,94,91.0,,0.91,85.54
2019-07-06,96,91.0,,0.91,87.36
2019-07-07,82,91.0,,0.91,74.62
2019-07-08,78,91.0,,0.91,70.98
2019-07-09,76,91.0,,0.91,69.16
2019-07-10,79,91.0,,0.91,71.89
2019-07-11,80,91.0,,0.91,72.8
2019-07-12,88,91.0,,0.91,80.08
2019-07-13,99,91.0,,0.91,90.09
2019-07-14,89,91.0,,0.91,80.99000000000001
2019-07-15,79,91.0,,0.91,71.89
2019-07-16,77,91.0,,0.91,70.07000000000001
2019-07-17,74,91.0,,0.91,67.34
2019-07-18,81,91.0,,0.91,73.71000000000001
2019-07-19,84,91.0,,0.91,76.44
2019-07-20,95,91.0,,0.91,86.45
2019-07-21,86,91.0,,0.91,78.26
2019-07-22,83,91.0,,0.91,75.53
2019-07-23,81,91.0,,0.91,73.71000000000001
2019-07-24,78,91.0,,0.91,70.98
2019-07-25,79,91.0,,0.91,71.89
2019-07-26,85,91.0,,0.91,77.35000000000001
2019-07-27,100,91.0,,0.91,91.0
2019-07-28,90,91.0,,0.91,81.9
2019-07-29,80,91.0,,0.91,72.8
2019-07-30,78,91.0,,0.91,70.98
2019-07-31,76,91.0,,0.91,69.16
2019-08-01,79,84.0,False,0.84,66.36
2019-08-02,87,84.0,,0.84,73.08
2019-08-03,96,84.0,,0.84,80.64
2019-08-04,89,84.0,,0.84,74.75999999999999
2019-08-05,79,84.0,,0.84,66.36
2019-08-06,79,84.0,,0.84,66.36
2019-08-07,78,84.0,,0.84,65.52
2019-08-08,79,84.0,,0.84,66.36
2019-08-09,87,84.0,,0.84,73.08
2019-08-10,100,84.0,,0.84,84.0
2019-08-11,88,84.0,,0.84,73.92
2019-08-12,84,84.0,,0.84,70.56
2019-08-13,79,84.0,,0.84,66.36
2019-08-14,78,84.0,,0.84,65.52
2019-08-15,74,84.0,,0.84,62.16
2019-08-16,82,84.0,,0.84,68.88
2019-08-17,96,84.0,,0.84,80.64
2019-08-18,85,84.0,,0.84,71.39999999999999
2019-08-19,77,84.0,,0.84,64.67999999999999
2019-08-20,75,84.0,,0.84,63.0
2019-08-21,75,84.0,,0.84,63.0
2019-08-22,75,84.0,,0.84,63.0
2019-08-23,82,84.0,,0.84,68.88
