date,GOAT_unscaled,GOAT_monthly,isPartial,scale,GOAT
2017-12-26,70,74.0,,0.74,51.8
2017-12-27,72,74.0,,0.74,53.28
2017-12-28,81,74.0,,0.74,59.94
2017-12-29,77,74.0,,0.74,56.98
2017-12-30,85,74.0,,0.74,62.9
2017-12-31,87,74.0,,0.74,64.38
2018-01-01,64,76.0,False,0.76,48.64
2018-01-02,51,76.0,,0.76,38.76
2018-01-03,59,76.0,,0.76,44.84
2018-01-04,62,76.0,,0.76,47.12
2018-01-05,63,76.0,,0.76,47.88
2018-01-06,71,76.0,,0.76,53.96
2018-01-07,66,76.0,,0.76,50.160000000000004
2018-01-08,57,76.0,,0.76,43.32
2018-01-09,58,76.0,,0.76,44.08
2018-01-10,57,76.0,,0.76,43.32
2018-01-11,58,76.0,,0.76,44.08
2018-01-12,61,76.0,,0.76,46.36
2018-01-13,73,76.0,,0.76,55.480000000000004
2018-01-14,76,76.0,,0.76,57.76
2018-01-15,77,76.0,,0.76,58.52
2018-01-16,56,76.0,,0.76,42.56
2018-01-17,59,76.0,,0.76,44.84
2018-01-18,56,76.0,,0.76,42.56
2018-01-19,61,76.0,,0.76,46.36
2018-01-20,70,76.0,,0.76,53.2
2018-01-21,100,76.0,,0.76,76.0
2018-01-22,83,76.0,,0.76,63.08
2018-01-23,60,76.0,,0.76,45.6
2018-01-24,69,76.0,,0.76,52.44
2018-01-25,61,76.0,,0.76,46.36
2018-01-26,68,76.0,,0.76,51.68
2018-01-27,72,76.0,,0.76,54.72
2018-01-28,77,76.0,,0.76,58.52
2018-01-29,59,76.0,,0.76,44.84
2018-01-30,58,76.0,,0.76,44.08
2018-01-31,62,76.0,,0.76,47.12
2018-02-01,75,79.0,False,0.79,59.25
2018-02-02,77,79.0,,0.79,60.830000000000005
2018-02-03,93,79.0,,0.79,73.47
2018-02-04,100,79.0,,0.79,79.0
2018-02-05,96,79.0,,0.79,75.84
2018-02-06,78,79.0,,0.79,61.620000000000005
2018-02-07,74,79.0,,0.79,58.46
2018-02-08,79,79.0,,0.79,62.410000000000004
2018-02-09,74,79.0,,0.79,58.46
2018-02-10,83,79.0,,0.79,65.57000000000001
2018-02-11,86,79.0,,0.79,67.94
2018-02-12,76,79.0,,0.79,60.040000000000006
2018-02-13,74,79.0,,0.79,58.46
2018-02-14,72,79.0,,0.79,56.88
2018-02-15,72,79.0,,0.79,56.88
2018-02-16,79,79.0,,0.79,62.410000000000004
2018-02-17,88,79.0,,0.79,69.52000000000001
2018-02-18,94,79.0,,0.79,74.26
2018-02-19,80,79.0,,0.79,63.2
2018-02-20,76,79.0,,0.79,60.040000000000006
2018-02-21,73,79.0,,0.79,57.67
2018-02-22,74,79.0,,0.79,58.46
2018-02-23,78,79.0,,0.79,61.620000000000005
2018-02-24,81,79.0,,0.79,63.99
2018-02-25,89,79.0,,0.79,70.31
2018-02-26,72,79.0,,0.79,56.88
2018-02-27,72,79.0,,0.79,56.88
2018-02-28,75,79.0,,0.79,59.25
2018-03-01,45,85.0,False,0.85,38.25
2018-03-02,46,85.0,,0.85,39.1
2018-03-03,55,85.0,,0.85,46.75
2018-03-04,54,85.0,,0.85,45.9
2018-03-05,47,85.0,,0.85,39.949999999999996
2018-03-06,48,85.0,,0.85,40.8
2018-03-07,46,85.0,,0.85,39.1
2018-03-08,44,85.0,,0.85,37.4
2018-03-09,49,85.0,,0.85,41.65
2018-03-10,55,85.0,,0.85,46.75
2018-03-11,58,85.0,,0.85,49.3
2018-03-12,46,85.0,,0.85,39.1
2018-03-13,47,85.0,,0.85,39.949999999999996
2018-03-14,50,85.0,,0.85,42.5
2018-03-15,49,85.0,,0.85,41.65
2018-03-16,49,85.0,,0.85,41.65
2018-03-17,54,85.0,,0.85,45.9
2018-03-18,56,85.0,,0.85,47.6
2018-03-19,48,85.0,,0.85,40.8
2018-03-20,50,85.0,,0.85,42.5
2018-03-21,100,85.0,,0.85,85.0
2018-03-22,80,85.0,,0.85,68.0
2018-03-23,70,85.0,,0.85,59.5
2018-03-24,74,85.0,,0.85,62.9
2018-03-25,67,85.0,,0.85,56.949999999999996
2018-03-26,54,85.0,,0.85,45.9
2018-03-27,51,85.0,,0.85,43.35
2018-03-28,47,85.0,,0.85,39.949999999999996
2018-03-29,51,85.0,,0.85,43.35
2018-03-30,53,85.0,,0.85,45.05
2018-03-31,61,85.0,,0.85,51.85
2018-04-01,100,80.0,False,0.8,80.0
2018-04-02,82,80.0,,0.8,65.60000000000001
2018-04-03,75,80.0,,0.8,60.0
2018-04-04,80,80.0,,0.8,64.0
2018-04-05,77,80.0,,0.8,61.6
2018-04-06,80,80.0,,0.8,64.0
2018-04-07,90,80.0,,0.8,72.0
2018-04-08,86,80.0,,0.8,68.8
2018-04-09,79,80.0,,0.8,63.2
2018-04-10,75,80.0,,0.8,60.0
2018-04-11,75,80.0,,0.8,60.0
2018-04-12,76,80.0,,0.8,60.800000000000004
2018-04-13,77,80.0,,0.8,61.6
2018-04-14,91,80.0,,0.8,72.8
2018-04-15,94,80.0,,0.8,75.2
2018-04-16,74,80.0,,0.8,59.2
2018-04-17,77,80.0,,0.8,61.6
2018-04-18,78,80.0,,0.8,62.400000000000006
2018-04-19,80,80.0,,0.8,64.0
2018-04-20,80,80.0,,0.8,64.0
2018-04-21,94,80.0,,0.8,75.2
2018-04-22,95,80.0,,0.8,76.0
2018-04-23,79,80.0,,0.8,63.2
2018-04-24,80,80.0,,0.8,64.0
2018-04-25,78,80.0,,0.8,62.400000000000006
2018-04-26,83,80.0,,0.8,66.4
2018-04-27,76,80.0,,0.8,60.800000000000004
2018-04-28,91,80.0,,0.8,72.8
2018-04-29,89,80.0,,0.8,71.2
2018-04-30,77,80.0,,0.8,61.6
2018-05-01,70,79.0,False,0.79,55.300000000000004
2018-05-02,75,79.0,,0.79,59.25
2018-05-03,70,79.0,,0.79,55.300000000000004
2018-05-04,74,79.0,,0.79,58.46
2018-05-05,80,79.0,,0.79,63.2
2018-05-06,96,79.0,,0.79,75.84
2018-05-07,76,79.0,,0.79,60.040000000000006
2018-05-08,76,79.0,,0.79,60.040000000000006
2018-05-09,70,79.0,,0.79,55.300000000000004
2018-05-10,83,79.0,,0.79,65.57000000000001
2018-05-11,81,79.0,,0.79,63.99
2018-05-12,90,79.0,,0.79,71.10000000000001
2018-05-13,100,79.0,,0.79,79.0
2018-05-14,82,79.0,,0.79,64.78
2018-05-15,74,79.0,,0.79,58.46
2018-05-16,72,79.0,,0.79,56.88
2018-05-17,68,79.0,,0.79,53.72
2018-05-18,73,79.0,,0.79,57.67
2018-05-19,79,79.0,,0.79,62.410000000000004
2018-05-20,86,79.0,,0.79,67.94
2018-05-21,74,79.0,,0.79,58.46
2018-05-22,81,79.0,,0.79,63.99
2018-05-23,81,79.0,,0.79,63.99
2018-05-24,80,79.0,,0.79,63.2
2018-05-25,75,79.0,,0.79,59.25
2018-05-26,91,79.0,,0.79,71.89
2018-05-27,85,79.0,,0.79,67.15
2018-05-28,100,79.0,,0.79,79.0
2018-05-29,74,79.0,,0.79,58.46
2018-05-30,72,79.0,,0.79,56.88
2018-05-31,69,79.0,,0.79,54.510000000000005
2018-06-01,74,77.0,False,0.77,56.980000000000004
2018-06-02,78,77.0,,0.77,60.06
2018-06-03,80,77.0,,0.77,61.6
2018-06-04,70,77.0,,0.77,53.9
2018-06-05,69,77.0,,0.77,53.13
2018-06-06,80,77.0,,0.77,61.6
2018-06-07,79,77.0,,0.77,60.83
2018-06-08,76,77.0,,0.77,58.52
2018-06-09,100,77.0,,0.77,77.0
2018-06-10,89,77.0,,0.77,68.53
2018-06-11,75,77.0,,0.77,57.75
2018-06-12,70,77.0,,0.77,53.9
2018-06-13,71,77.0,,0.77,54.67
2018-06-14,69,77.0,,0.77,53.13
2018-06-15,75,77.0,,0.77,57.75
2018-06-16,83,77.0,,0.77,63.910000000000004
2018-06-17,92,77.0,,0.77,70.84
2018-06-18,70,77.0,,0.77,53.9
2018-06-19,72,77.0,,0.77,55.44
2018-06-20,73,77.0,,0.77,56.21
2018-06-21,75,77.0,,0.77,57.75
2018-06-22,72,77.0,,0.77,55.44
2018-06-23,80,77.0,,0.77,61.6
2018-06-24,88,77.0,,0.77,67.76
2018-06-25,73,77.0,,0.77,56.21
2018-06-26,70,77.0,,0.77,53.9
2018-06-27,66,77.0,,0.77,50.82
2018-06-28,70,77.0,,0.77,53.9
2018-06-29,71,77.0,,0.77,54.67
2018-06-30,82,77.0,,0.77,63.14
2018-07-01,88,77.0,False,0.77,67.76
2018-07-02,77,77.0,,0.77,59.29
2018-07-03,71,77.0,,0.77,54.67
2018-07-04,87,77.0,,0.77,66.99
2018-07-05,78,77.0,,0.77,60.06
2018-07-06,76,77.0,,0.77,58.52
2018-07-07,91,77.0,,0.77,70.07000000000001
2018-07-08,96,77.0,,0.77,73.92
2018-07-09,80,77.0,,0.77,61.6
2018-07-10,77,77.0,,0.77,59.29
2018-07-11,72,77.0,,0.77,55.44
2018-07-12,84,77.0,,0.77,64.68
2018-07-13,87,77.0,,0.77,66.99
2018-07-14,96,77.0,,0.77,73.92
2018-07-15,97,77.0,,0.77,74.69
2018-07-16,82,77.0,,0.77,63.14
2018-07-17,77,77.0,,0.77,59.29
2018-07-18,81,77.0,,0.77,62.370000000000005
2018-07-19,75,77.0,,0.77,57.75
2018-07-20,83,77.0,,0.77,63.910000000000004
2018-07-21,90,77.0,,0.77,69.3
2018-07-22,92,77.0,,0.77,70.84
2018-07-23,80,77.0,,0.77,61.6
2018-07-24,81,77.0,,0.77,62.370000000000005
2018-07-25,77,77.0,,0.77,59.29
2018-07-26,83,77.0,,0.77,63.910000000000004
2018-07-27,78,77.0,,0.77,60.06
2018-07-28,93,77.0,,0.77,71.61
2018-07-29,100,77.0,,0.77,77.0
2018-07-30,83,77.0,,0.77,63.910000000000004
2018-07-31,79,77.0,,0.77,60.83
2018-08-01,72,76.0,False,0.76,54.72
2018-08-02,73,76.0,,0.76,55.480000000000004
2018-08-03,81,76.0,,0.76,61.56
2018-08-04,100,76.0,,0.76,76.0
2018-08-05,88,76.0,,0.76,66.88
2018-08-06,70,76.0,,0.76,53.2
2018-08-07,76,76.0,,0.76,57.76
2018-08-08,68,76.0,,0.76,51.68
2018-08-09,71,76.0,,0.76,53.96
2018-08-10,74,76.0,,0.76,56.24
2018-08-11,84,76.0,,0.76,63.84
2018-08-12,93,76.0,,0.76,70.68
2018-08-13,72,76.0,,0.76,54.72
2018-08-14,71,76.0,,0.76,53.96
2018-08-15,69,76.0,,0.76,52.44
2018-08-16,69,76.0,,0.76,52.44
2018-08-17,73,76.0,,0.76,55.480000000000004
2018-08-18,87,76.0,,0.76,66.12
2018-08-19,90,76.0,,0.76,68.4
2018-08-20,74,76.0,,0.76,56.24
2018-08-21,70,76.0,,0.76,53.2
2018-08-22,71,76.0,,0.76,53.96
2018-08-23,69,76.0,,0.76,52.44
2018-08-24,74,76.0,,0.76,56.24
2018-08-25,84,76.0,,0.76,63.84
2018-08-26,85,76.0,,0.76,64.6
2018-08-27,70,76.0,,0.76,53.2
2018-08-28,65,76.0,,0.76,49.4
2018-08-29,68,76.0,,0.76,51.68
2018-08-30,63,76.0,,0.76,47.88
2018-08-31,72,76.0,,0.76,54.72
2018-09-01,93,72.0,False,0.72,66.96
2018-09-02,98,72.0,,0.72,70.56
2018-09-03,89,72.0,,0.72,64.08
2018-09-04,72,72.0,,0.72,51.839999999999996
2018-09-05,78,72.0,,0.72,56.16
2018-09-06,74,72.0,,0.72,53.28
2018-09-07,77,72.0,,0.72,55.44
2018-09-08,92,72.0,,0.72,66.24
2018-09-09,100,72.0,,0.72,72.0
2018-09-10,79,72.0,,0.72,56.879999999999995
2018-09-11,73,72.0,,0.72,52.559999999999995
2018-09-12,72,72.0,,0.72,51.839999999999996
2018-09-13,72,72.0,,0.72,51.839999999999996
2018-09-14,75,72.0,,0.72,54.0
2018-09-15,90,72.0,,0.72,64.8
2018-09-16,88,72.0,,0.72,63.36
2018-09-17,73,72.0,,0.72,52.559999999999995
2018-09-18,75,72.0,,0.72,54.0
2018-09-19,73,72.0,,0.72,52.559999999999995
2018-09-20,76,72.0,,0.72,54.72
2018-09-21,83,72.0,,0.72,59.76
2018-09-22,88,72.0,,0.72,63.36
2018-09-23,90,72.0,,0.72,64.8
2018-09-24,78,72.0,,0.72,56.16
2018-09-25,75,72.0,,0.72,54.0
2018-09-26,75,72.0,,0.72,54.0
2018-09-27,77,72.0,,0.72,55.44
2018-09-28,75,72.0,,0.72,54.0
2018-09-29,93,72.0,,0.72,66.96
2018-09-30,88,72.0,,0.72,63.36
2018-10-01,80,71.0,False,0.71,56.8
2018-10-02,80,71.0,,0.71,56.8
2018-10-03,79,71.0,,0.71,56.089999999999996
2018-10-04,84,71.0,,0.71,59.64
2018-10-05,84,71.0,,0.71,59.64
2018-10-06,92,71.0,,0.71,65.32
2018-10-07,90,71.0,,0.71,63.9
2018-10-08,81,71.0,,0.71,57.51
2018-10-09,82,71.0,,0.71,58.22
2018-10-10,80,71.0,,0.71,56.8
2018-10-11,87,71.0,,0.71,61.769999999999996
2018-10-12,84,71.0,,0.71,59.64
2018-10-13,95,71.0,,0.71,67.45
2018-10-14,100,71.0,,0.71,71.0
2018-10-15,90,71.0,,0.71,63.9
2018-10-16,81,71.0,,0.71,57.51
2018-10-17,86,71.0,,0.71,61.059999999999995
2018-10-18,84,71.0,,0.71,59.64
2018-10-19,88,71.0,,0.71,62.48
2018-10-20,87,71.0,,0.71,61.769999999999996
2018-10-21,91,71.0,,0.71,64.61
2018-10-22,79,71.0,,0.71,56.089999999999996
2018-10-23,77,71.0,,0.71,54.669999999999995
2018-10-24,77,71.0,,0.71,54.669999999999995
2018-10-25,77,71.0,,0.71,54.669999999999995
2018-10-26,84,71.0,,0.71,59.64
2018-10-27,93,71.0,,0.71,66.03
2018-10-28,90,71.0,,0.71,63.9
2018-10-29,82,71.0,,0.71,58.22
2018-10-30,80,71.0,,0.71,56.8
2018-10-31,79,71.0,,0.71,56.089999999999996
2018-11-01,73,77.0,False,0.77,56.21
2018-11-02,73,77.0,,0.77,56.21
2018-11-03,72,77.0,,0.77,55.44
2018-11-04,89,77.0,,0.77,68.53
2018-11-05,100,77.0,,0.77,77.0
2018-11-06,67,77.0,,0.77,51.59
2018-11-07,68,77.0,,0.77,52.36
2018-11-08,79,77.0,,0.77,60.83
2018-11-09,78,77.0,,0.77,60.06
2018-11-10,90,77.0,,0.77,69.3
2018-11-11,95,77.0,,0.77,73.15
2018-11-12,75,77.0,,0.77,57.75
2018-11-13,75,77.0,,0.77,57.75
2018-11-14,80,77.0,,0.77,61.6
2018-11-15,77,77.0,,0.77,59.29
2018-11-16,81,77.0,,0.77,62.370000000000005
2018-11-17,95,77.0,,0.77,73.15
2018-11-18,90,77.0,,0.77,69.3
2018-11-19,77,77.0,,0.77,59.29
2018-11-20,82,77.0,,0.77,63.14
2018-11-21,91,77.0,,0.77,70.07000000000001
2018-11-22,98,77.0,,0.77,75.46000000000001
2018-11-23,92,77.0,,0.77,70.84
2018-11-24,89,77.0,,0.77,68.53
2018-11-25,83,77.0,,0.77,63.910000000000004
2018-11-26,74,77.0,,0.77,56.980000000000004
2018-11-27,75,77.0,,0.77,57.75
2018-11-28,78,77.0,,0.77,60.06
2018-11-29,76,77.0,,0.77,58.52
2018-11-30,80,77.0,,0.77,61.6
2018-12-01,84,79.0,False,0.79,66.36
2018-12-02,81,79.0,,0.79,63.99
2018-12-03,82,79.0,,0.79,64.78
2018-12-04,79,79.0,,0.79,62.410000000000004
2018-12-05,76,79.0,,0.79,60.040000000000006
2018-12-06,83,79.0,,0.79,65.57000000000001
2018-12-07,84,79.0,,0.79,66.36
2018-12-08,92,79.0,,0.79,72.68
2018-12-09,98,79.0,,0.79,77.42
2018-12-10,100,79.0,,0.79,79.0
2018-12-11,88,79.0,,0.79,69.52000000000001
2018-12-12,82,79.0,,0.79,64.78
2018-12-13,82,79.0,,0.79,64.78
2018-12-14,88,79.0,,0.79,69.52000000000001
2018-12-15,98,79.0,,0.79,77.42
2018-12-16,94,79.0,,0.79,74.26
2018-12-17,84,79.0,,0.79,66.36
2018-12-18,87,79.0,,0.79,68.73
2018-12-19,81,79.0,,0.79,63.99
2018-12-20,94,79.0,,0.79,74.26
2018-12-21,93,79.0,,0.79,73.47
2018-12-22,99,79.0,,0.79,78.21000000000001
2018-12-23,97,79.0,,0.79,76.63000000000001
2018-12-24,92,79.0,,0.79,72.68
2018-12-25,98,79.0,,0.79,77.42
2018-12-26,83,79.0,,0.79,65.57000000000001
2018-12-27,84,79.0,,0.79,66.36
2018-12-28,86,79.0,,0.79,67.94
2018-12-29,92,79.0,,0.79,72.68
2018-12-30,100,79.0,,0.79,79.0
2018-12-31,90,79.0,,0.79,71.10000000000001
2019-01-01,75,80.0,False,0.8,60.0
2019-01-02,70,80.0,,0.8,56.0
2019-01-03,71,80.0,,0.8,56.800000000000004
2019-01-04,67,80.0,,0.8,53.6
2019-01-05,75,80.0,,0.8,60.0
2019-01-06,78,80.0,,0.8,62.400000000000006
2019-01-07,58,80.0,,0.8,46.400000000000006
2019-01-08,63,80.0,,0.8,50.400000000000006
2019-01-09,60,80.0,,0.8,48.0
2019-01-10,62,80.0,,0.8,49.6
2019-01-11,68,80.0,,0.8,54.400000000000006
2019-01-12,73,80.0,,0.8,58.400000000000006
2019-01-13,76,80.0,,0.8,60.800000000000004
2019-01-14,66,80.0,,0.8,52.800000000000004
2019-01-15,61,80.0,,0.8,48.800000000000004
2019-01-16,62,80.0,,0.8,49.6
2019-01-17,65,80.0,,0.8,52.0
2019-01-18,62,80.0,,0.8,49.6
2019-01-19,78,80.0,,0.8,62.400000000000006
2019-01-20,80,80.0,,0.8,64.0
2019-01-21,100,80.0,,0.8,80.0
2019-01-22,68,80.0,,0.8,54.400000000000006
2019-01-23,70,80.0,,0.8,56.0
2019-01-24,69,80.0,,0.8,55.2
2019-01-25,74,80.0,,0.8,59.2
2019-01-26,83,80.0,,0.8,66.4
2019-01-27,86,80.0,,0.8,68.8
2019-01-28,67,80.0,,0.8,53.6
2019-01-29,63,80.0,,0.8,50.400000000000006
2019-01-30,68,80.0,,0.8,54.400000000000006
2019-01-31,69,80.0,,0.8,55.2
2019-02-01,60,81.0,False,0.81,48.6
2019-02-02,69,81.0,,0.81,55.89
2019-02-03,89,81.0,,0.81,72.09
2019-02-04,100,81.0,,0.81,81.0
2019-02-05,74,81.0,,0.81,59.940000000000005
2019-02-06,63,81.0,,0.81,51.03
2019-02-07,66,81.0,,0.81,53.46
2019-02-08,59,81.0,,0.81,47.790000000000006
2019-02-09,70,81.0,,0.81,56.7
2019-02-10,67,81.0,,0.81,54.27
2019-02-11,53,81.0,,0.81,42.93
2019-02-12,57,81.0,,0.81,46.17
2019-02-13,59,81.0,,0.81,47.790000000000006
2019-02-14,56,81.0,,0.81,45.36
2019-02-15,62,81.0,,0.81,50.220000000000006
2019-02-16,66,81.0,,0.81,53.46
2019-02-17,69,81.0,,0.81,55.89
2019-02-18,60,81.0,,0.81,48.6
2019-02-19,52,81.0,,0.81,42.120000000000005
2019-02-20,57,81.0,,0.81,46.17
2019-02-21,57,81.0,,0.81,46.17
2019-02-22,59,81.0,,0.81,47.790000000000006
2019-02-23,65,81.0,,0.81,52.650000000000006
2019-02-24,73,81.0,,0.81,59.13
2019-02-25,55,81.0,,0.81,44.550000000000004
2019-02-26,56,81.0,,0.81,45.36
2019-02-27,53,81.0,,0.81,42.93
2019-02-28,56,81.0,,0.81,45.36
2019-03-01,68,83.0,False,0.83,56.44
2019-03-02,81,83.0,,0.83,67.22999999999999
2019-03-03,81,83.0,,0.83,67.22999999999999
2019-03-04,69,83.0,,0.83,57.269999999999996
2019-03-05,65,83.0,,0.83,53.949999999999996
2019-03-06,72,83.0,,0.83,59.76
2019-03-07,72,83.0,,0.83,59.76
2019-03-08,76,83.0,,0.83,63.08
2019-03-09,80,83.0,,0.83,66.39999999999999
2019-03-10,84,83.0,,0.83,69.72
2019-03-11,75,83.0,,0.83,62.25
2019-03-12,92,83.0,,0.83,76.36
2019-03-13,100,83.0,,0.83,83.0
2019-03-14,87,83.0,,0.83,72.21
2019-03-15,78,83.0,,0.83,64.74
2019-03-16,88,83.0,,0.83,73.03999999999999
2019-03-17,91,83.0,,0.83,75.53
2019-03-18,73,83.0,,0.83,60.589999999999996
2019-03-19,74,83.0,,0.83,61.419999999999995
2019-03-20,72,83.0,,0.83,59.76
2019-03-21,72,83.0,,0.83,59.76
2019-03-22,74,83.0,,0.83,61.419999999999995
2019-03-23,84,83.0,,0.83,69.72
2019-03-24,83,83.0,,0.83,68.89
2019-03-25,75,83.0,,0.83,62.25
2019-03-26,72,83.0,,0.83,59.76
2019-03-27,72,83.0,,0.83,59.76
2019-03-28,71,83.0,,0.83,58.93
2019-03-29,77,83.0,,0.83,63.91
2019-03-30,88,83.0,,0.83,73.03999999999999
2019-03-31,82,83.0,,0.83,68.06
2019-04-01,74,80.0,False,0.8,59.2
2019-04-02,73,80.0,,0.8,58.400000000000006
2019-04-03,80,80.0,,0.8,64.0
2019-04-04,77,80.0,,0.8,61.6
2019-04-05,84,80.0,,0.8,67.2
2019-04-06,87,80.0,,0.8,69.60000000000001
2019-04-07,92,80.0,,0.8,73.60000000000001
2019-04-08,75,80.0,,0.8,60.0
2019-04-09,77,80.0,,0.8,61.6
2019-04-10,79,80.0,,0.8,63.2
2019-04-11,76,80.0,,0.8,60.800000000000004
2019-04-12,80,80.0,,0.8,64.0
2019-04-13,93,80.0,,0.8,74.4
2019-04-14,94,80.0,,0.8,75.2
2019-04-15,74,80.0,,0.8,59.2
2019-04-16,77,80.0,,0.8,61.6
2019-04-17,76,80.0,,0.8,60.800000000000004
2019-04-18,75,80.0,,0.8,60.0
2019-04-19,84,80.0,,0.8,67.2
2019-04-20,91,80.0,,0.8,72.8
2019-04-21,100,80.0,,0.8,80.0
2019-04-22,76,80.0,,0.8,60.800000000000004
2019-04-23,73,80.0,,0.8,58.400000000000006
2019-04-24,74,80.0,,0.8,59.2
2019-04-25,73,80.0,,0.8,58.400000000000006
2019-04-26,76,80.0,,0.8,60.800000000000004
2019-04-27,85,80.0,,0.8,68.0
2019-04-28,89,80.0,,0.8,71.2
2019-04-29,80,80.0,,0.8,64.0
2019-04-30,77,80.0,,0.8,61.6
2019-05-01,80,79.0,False,0.79,63.2
2019-05-02,78,79.0,,0.79,61.620000000000005
2019-05-03,87,79.0,,0.79,68.73
2019-05-04,87,79.0,,0.79,68.73
2019-05-05,93,79.0,,0.79,73.47
2019-05-06,78,79.0,,0.79,61.620000000000005
2019-05-07,79,79.0,,0.79,62.410000000000004
2019-05-08,80,79.0,,0.79,63.2
2019-05-09,75,79.0,,0.79,59.25
2019-05-10,82,79.0,,0.79,64.78
2019-05-11,90,79.0,,0.79,71.10000000000001
2019-05-12,100,79.0,,0.79,79.0
2019-05-13,78,79.0,,0.79,61.620000000000005
2019-05-14,77,79.0,,0.79,60.830000000000005
2019-05-15,77,79.0,,0.79,60.830000000000005
2019-05-16,77,79.0,,0.79,60.830000000000005
2019-05-17,81,79.0,,0.79,63.99
2019-05-18,91,79.0,,0.79,71.89
2019-05-19,94,79.0,,0.79,74.26
2019-05-20,68,79.0,,0.79,53.72
2019-05-21,76,79.0,,0.79,60.040000000000006
2019-05-22,70,79.0,,0.79,55.300000000000004
2019-05-23,74,79.0,,0.79,58.46
2019-05-24,76,79.0,,0.79,60.040000000000006
2019-05-25,94,79.0,,0.79,74.26
2019-05-26,95,79.0,,0.79,75.05
2019-05-27,88,79.0,,0.79,69.52000000000001
2019-05-28,72,79.0,,0.79,56.88
2019-05-29,74,79.0,,0.79,58.46
2019-05-30,72,79.0,,0.79,56.88
2019-05-31,79,79.0,,0.79,62.410000000000004
2019-06-01,90,73.0,False,0.73,65.7
2019-06-02,95,73.0,,0.73,69.35
2019-06-03,79,73.0,,0.73,57.67
2019-06-04,76,73.0,,0.73,55.48
2019-06-05,78,73.0,,0.73,56.94
2019-06-06,79,73.0,,0.73,57.67
2019-06-07,91,73.0,,0.73,66.42999999999999
2019-06-08,100,73.0,,0.73,73.0
2019-06-09,97,73.0,,0.73,70.81
2019-06-10,78,73.0,,0.73,56.94
2019-06-11,76,73.0,,0.73,55.48
2019-06-12,80,73.0,,0.73,58.4
2019-06-13,77,73.0,,0.73,56.21
2019-06-14,77,73.0,,0.73,56.21
2019-06-15,93,73.0,,0.73,67.89
2019-06-16,97,73.0,,0.73,70.81
2019-06-17,79,73.0,,0.73,57.67
2019-06-18,73,73.0,,0.73,53.29
2019-06-19,76,73.0,,0.73,55.48
2019-06-20,75,73.0,,0.73,54.75
2019-06-21,80,73.0,,0.73,58.4
2019-06-22,98,73.0,,0.73,71.53999999999999
2019-06-23,99,73.0,,0.73,72.27
2019-06-24,78,73.0,,0.73,56.94
2019-06-25,76,73.0,,0.73,55.48
2019-06-26,75,73.0,,0.73,54.75
2019-06-27,78,73.0,,0.73,56.94
2019-06-28,88,73.0,,0.73,64.24
2019-06-29,96,73.0,,0.73,70.08
2019-06-30,94,73.0,,0.73,68.62
2019-07-01,78,74.0,False,0.74,57.72
2019-07-02,73,74.0,,0.74,54.019999999999996
2019-07-03,79,74.0,,0.74,58.46
2019-07-04,84,74.0,,0.74,62.16
2019-07-05,82,74.0,,0.74,60.68
2019-07-06,87,74.0,,0.74,64.38
2019-07-07,85,74.0,,0.74,62.9
2019-07-08,71,74.0,,0.74,52.54
2019-07-09,76,74.0,,0.74,56.24
2019-07-10,76,74.0,,0.74,56.24
2019-07-11,75,74.0,,0.74,55.5
2019-07-12,84,74.0,,0.74,62.16
2019-07-13,92,74.0,,0.74,68.08
2019-07-14,89,74.0,,0.74,65.86
2019-07-15,86,74.0,,0.74,63.64
2019-07-16,76,74.0,,0.74,56.24
2019-07-17,73,74.0,,0.74,54.019999999999996
2019-07-18,75,74.0,,0.74,55.5
2019-07-19,78,74.0,,0.74,57.72
2019-07-20,84,74.0,,0.74,62.16
2019-07-21,90,74.0,,0.74,66.6
2019-07-22,81,74.0,,0.74,59.94
2019-07-23,80,74.0,,0.74,59.2
2019-07-24,73,74.0,,0.74,54.019999999999996
2019-07-25,77,74.0,,0.74,56.98
2019-07-26,80,74.0,,0.74,59.2
2019-07-27,92,74.0,,0.74,68.08
2019-07-28,100,74.0,,0.74,74.0
2019-07-29,75,74.0,,0.74,55.5
2019-07-30,72,74.0,,0.74,53.28
2019-07-31,74,74.0,,0.74,54.76
2019-08-01,80,76.0,False,0.76,60.8
2019-08-02,92,76.0,,0.76,69.92
2019-08-03,99,76.0,,0.76,75.24
2019-08-04,94,76.0,,0.76,71.44
2019-08-05,78,76.0,,0.76,59.28
2019-08-06,85,76.0,,0.76,64.6
2019-08-07,82,76.0,,0.76,62.32
2019-08-08,78,76.0,,0.76,59.28
2019-08-09,82,76.0,,0.76,62.32
2019-08-10,97,76.0,,0.76,73.72
2019-08-11,100,76.0,,0.76,76.0
2019-08-12,91,76.0,,0.76,69.16
2019-08-13,84,76.0,,0.76,63.84
2019-08-14,82,76.0,,0.76,62.32
2019-08-15,81,76.0,,0.76,61.56
2019-08-16,83,76.0,,0.76,63.08
2019-08-17,91,76.0,,0.76,69.16
2019-08-18,91,76.0,,0.76,69.16
2019-08-19,79,76.0,,0.76,60.04
2019-08-20,76,76.0,,0.76,57.76
2019-08-21,75,76.0,,0.76,57.0
2019-08-22,77,76.0,,0.76,58.52
2019-08-23,78,76.0,,0.76,59.28
2019-08-24,94,76.0,,0.76,71.44
2019-08-25,92,76.0,,0.76,69.92
2019-08-26,78,76.0,,0.76,59.28
2019-08-27,74,76.0,,0.76,56.24
