date,DTE_unscaled,DTE_monthly,isPartial,scale,DTE
2018-01-04,55,23.0,,0.23,12.65
2018-01-05,70,23.0,,0.23,16.1
2018-01-06,50,23.0,,0.23,11.5
2018-01-07,38,23.0,,0.23,8.74
2018-01-08,55,23.0,,0.23,12.65
2018-01-09,61,23.0,,0.23,14.030000000000001
2018-01-10,68,23.0,,0.23,15.64
2018-01-11,73,23.0,,0.23,16.79
2018-01-12,100,23.0,,0.23,23.0
2018-01-13,62,23.0,,0.23,14.26
2018-01-14,38,23.0,,0.23,8.74
2018-01-15,51,23.0,,0.23,11.73
2018-01-16,68,23.0,,0.23,15.64
2018-01-17,61,23.0,,0.23,14.030000000000001
2018-01-18,67,23.0,,0.23,15.41
2018-01-19,75,23.0,,0.23,17.25
2018-01-20,52,23.0,,0.23,11.96
2018-01-21,39,23.0,,0.23,8.97
2018-01-22,84,23.0,,0.23,19.32
2018-01-23,84,23.0,,0.23,19.32
2018-01-24,53,23.0,,0.23,12.190000000000001
2018-01-25,65,23.0,,0.23,14.950000000000001
2018-01-26,68,23.0,,0.23,15.64
2018-01-27,56,23.0,,0.23,12.88
2018-01-28,44,23.0,,0.23,10.120000000000001
2018-01-29,58,23.0,,0.23,13.34
2018-01-30,56,23.0,,0.23,12.88
2018-01-31,77,23.0,,0.23,17.71
2018-02-01,74,25.0,False,0.25,18.5
2018-02-02,87,25.0,,0.25,21.75
2018-02-03,59,25.0,,0.25,14.75
2018-02-04,37,25.0,,0.25,9.25
2018-02-05,69,25.0,,0.25,17.25
2018-02-06,78,25.0,,0.25,19.5
2018-02-07,100,25.0,,0.25,25.0
2018-02-08,75,25.0,,0.25,18.75
2018-02-09,76,25.0,,0.25,19.0
2018-02-10,52,25.0,,0.25,13.0
2018-02-11,41,25.0,,0.25,10.25
2018-02-12,60,25.0,,0.25,15.0
2018-02-13,60,25.0,,0.25,15.0
2018-02-14,67,25.0,,0.25,16.75
2018-02-15,78,25.0,,0.25,19.5
2018-02-16,90,25.0,,0.25,22.5
2018-02-17,48,25.0,,0.25,12.0
2018-02-18,54,25.0,,0.25,13.5
2018-02-19,70,25.0,,0.25,17.5
2018-02-20,87,25.0,,0.25,21.75
2018-02-21,87,25.0,,0.25,21.75
2018-02-22,76,25.0,,0.25,19.0
2018-02-23,80,25.0,,0.25,20.0
2018-02-24,61,25.0,,0.25,15.25
2018-02-25,72,25.0,,0.25,18.0
2018-02-26,67,25.0,,0.25,16.75
2018-02-27,66,25.0,,0.25,16.5
2018-02-28,75,25.0,,0.25,18.75
2018-03-01,40,29.0,False,0.29,11.6
2018-03-02,100,29.0,,0.29,28.999999999999996
2018-03-03,40,29.0,,0.29,11.6
2018-03-04,20,29.0,,0.29,5.8
2018-03-05,30,29.0,,0.29,8.7
2018-03-06,29,29.0,,0.29,8.41
2018-03-07,36,29.0,,0.29,10.44
2018-03-08,29,29.0,,0.29,8.41
2018-03-09,29,29.0,,0.29,8.41
2018-03-10,20,29.0,,0.29,5.8
2018-03-11,17,29.0,,0.29,4.93
2018-03-12,27,29.0,,0.29,7.829999999999999
2018-03-13,27,29.0,,0.29,7.829999999999999
2018-03-14,29,29.0,,0.29,8.41
2018-03-15,31,29.0,,0.29,8.99
2018-03-16,33,29.0,,0.29,9.569999999999999
2018-03-17,20,29.0,,0.29,5.8
2018-03-18,13,29.0,,0.29,3.7699999999999996
2018-03-19,30,29.0,,0.29,8.7
2018-03-20,24,29.0,,0.29,6.959999999999999
2018-03-21,29,29.0,,0.29,8.41
2018-03-22,27,29.0,,0.29,7.829999999999999
2018-03-23,32,29.0,,0.29,9.28
2018-03-24,22,29.0,,0.29,6.38
2018-03-25,17,29.0,,0.29,4.93
2018-03-26,26,29.0,,0.29,7.539999999999999
2018-03-27,26,29.0,,0.29,7.539999999999999
2018-03-28,33,29.0,,0.29,9.569999999999999
2018-03-29,30,29.0,,0.29,8.7
2018-03-30,34,29.0,,0.29,9.86
2018-03-31,27,29.0,,0.29,7.829999999999999
2018-04-01,5,52.0,False,0.52,2.6
2018-04-02,9,52.0,,0.52,4.68
2018-04-03,8,52.0,,0.52,4.16
2018-04-04,11,52.0,,0.52,5.720000000000001
2018-04-05,9,52.0,,0.52,4.68
2018-04-06,9,52.0,,0.52,4.68
2018-04-07,6,52.0,,0.52,3.12
2018-04-08,5,52.0,,0.52,2.6
2018-04-09,8,52.0,,0.52,4.16
2018-04-10,9,52.0,,0.52,4.68
2018-04-11,7,52.0,,0.52,3.64
2018-04-12,8,52.0,,0.52,4.16
2018-04-13,8,52.0,,0.52,4.16
2018-04-14,10,52.0,,0.52,5.2
2018-04-15,100,52.0,,0.52,52.0
2018-04-16,74,52.0,,0.52,38.480000000000004
2018-04-17,33,52.0,,0.52,17.16
2018-04-18,18,52.0,,0.52,9.36
2018-04-19,12,52.0,,0.52,6.24
2018-04-20,9,52.0,,0.52,4.68
2018-04-21,7,52.0,,0.52,3.64
2018-04-22,5,52.0,,0.52,2.6
2018-04-23,8,52.0,,0.52,4.16
2018-04-24,8,52.0,,0.52,4.16
2018-04-25,7,52.0,,0.52,3.64
2018-04-26,8,52.0,,0.52,4.16
2018-04-27,9,52.0,,0.52,4.68
2018-04-28,7,52.0,,0.52,3.64
2018-04-29,5,52.0,,0.52,2.6
2018-04-30,9,52.0,,0.52,4.68
2018-05-01,17,46.0,False,0.46,7.82
2018-05-02,15,46.0,,0.46,6.9
2018-05-03,22,46.0,,0.46,10.120000000000001
2018-05-04,88,46.0,,0.46,40.480000000000004
2018-05-05,100,46.0,,0.46,46.0
2018-05-06,34,46.0,,0.46,15.64
2018-05-07,27,46.0,,0.46,12.42
2018-05-08,19,46.0,,0.46,8.74
2018-05-09,16,46.0,,0.46,7.36
2018-05-10,19,46.0,,0.46,8.74
2018-05-11,16,46.0,,0.46,7.36
2018-05-12,19,46.0,,0.46,8.74
2018-05-13,10,46.0,,0.46,4.6000000000000005
2018-05-14,17,46.0,,0.46,7.82
2018-05-15,17,46.0,,0.46,7.82
2018-05-16,16,46.0,,0.46,7.36
2018-05-17,16,46.0,,0.46,7.36
2018-05-18,21,46.0,,0.46,9.66
2018-05-19,13,46.0,,0.46,5.98
2018-05-20,11,46.0,,0.46,5.0600000000000005
2018-05-21,16,46.0,,0.46,7.36
2018-05-22,14,46.0,,0.46,6.44
2018-05-23,16,46.0,,0.46,7.36
2018-05-24,17,46.0,,0.46,7.82
2018-05-25,21,46.0,,0.46,9.66
2018-05-26,13,46.0,,0.46,5.98
2018-05-27,13,46.0,,0.46,5.98
2018-05-28,22,46.0,,0.46,10.120000000000001
2018-05-29,24,46.0,,0.46,11.040000000000001
2018-05-30,19,46.0,,0.46,8.74
2018-05-31,37,46.0,,0.46,17.02
2018-06-01,95,46.0,False,0.46,43.7
2018-06-02,58,46.0,,0.46,26.68
2018-06-03,49,46.0,,0.46,22.540000000000003
2018-06-04,57,46.0,,0.46,26.220000000000002
2018-06-05,63,46.0,,0.46,28.98
2018-06-06,78,46.0,,0.46,35.88
2018-06-07,69,46.0,,0.46,31.740000000000002
2018-06-08,75,46.0,,0.46,34.5
2018-06-09,65,46.0,,0.46,29.900000000000002
2018-06-10,67,46.0,,0.46,30.82
2018-06-11,77,46.0,,0.46,35.42
2018-06-12,65,46.0,,0.46,29.900000000000002
2018-06-13,90,46.0,,0.46,41.4
2018-06-14,87,46.0,,0.46,40.02
2018-06-15,82,46.0,,0.46,37.72
2018-06-16,62,46.0,,0.46,28.52
2018-06-17,59,46.0,,0.46,27.14
2018-06-18,90,46.0,,0.46,41.4
2018-06-19,98,46.0,,0.46,45.080000000000005
2018-06-20,80,46.0,,0.46,36.800000000000004
2018-06-21,87,46.0,,0.46,40.02
2018-06-22,100,46.0,,0.46,46.0
2018-06-23,61,46.0,,0.46,28.060000000000002
2018-06-24,57,46.0,,0.46,26.220000000000002
2018-06-25,81,46.0,,0.46,37.260000000000005
2018-06-26,85,46.0,,0.46,39.1
2018-06-27,95,46.0,,0.46,43.7
2018-06-28,88,46.0,,0.46,40.480000000000004
2018-06-29,89,46.0,,0.46,40.940000000000005
2018-06-30,79,46.0,,0.46,36.34
2018-07-01,59,46.0,False,0.46,27.14
2018-07-02,68,46.0,,0.46,31.28
2018-07-03,55,46.0,,0.46,25.3
2018-07-04,51,46.0,,0.46,23.46
2018-07-05,82,46.0,,0.46,37.72
2018-07-06,81,46.0,,0.46,37.260000000000005
2018-07-07,52,46.0,,0.46,23.92
2018-07-08,47,46.0,,0.46,21.62
2018-07-09,76,46.0,,0.46,34.96
2018-07-10,66,46.0,,0.46,30.360000000000003
2018-07-11,62,46.0,,0.46,28.52
2018-07-12,68,46.0,,0.46,31.28
2018-07-13,76,46.0,,0.46,34.96
2018-07-14,66,46.0,,0.46,30.360000000000003
2018-07-15,64,46.0,,0.46,29.44
2018-07-16,83,46.0,,0.46,38.18
2018-07-17,74,46.0,,0.46,34.04
2018-07-18,72,46.0,,0.46,33.120000000000005
2018-07-19,62,46.0,,0.46,28.52
2018-07-20,64,46.0,,0.46,29.44
2018-07-21,62,46.0,,0.46,28.52
2018-07-22,61,46.0,,0.46,28.060000000000002
2018-07-23,55,46.0,,0.46,25.3
2018-07-24,59,46.0,,0.46,27.14
2018-07-25,75,46.0,,0.46,34.5
2018-07-26,92,46.0,,0.46,42.32
2018-07-27,100,46.0,,0.46,46.0
2018-07-28,43,46.0,,0.46,19.78
2018-07-29,40,46.0,,0.46,18.400000000000002
2018-07-30,57,46.0,,0.46,26.220000000000002
2018-07-31,61,46.0,,0.46,28.060000000000002
2018-08-01,100,40.0,False,0.4,40.0
2018-08-02,68,40.0,,0.4,27.200000000000003
2018-08-03,55,40.0,,0.4,22.0
2018-08-04,44,40.0,,0.4,17.6
2018-08-05,46,40.0,,0.4,18.400000000000002
2018-08-06,75,40.0,,0.4,30.0
2018-08-07,83,40.0,,0.4,33.2
2018-08-08,65,40.0,,0.4,26.0
2018-08-09,73,40.0,,0.4,29.200000000000003
2018-08-10,71,40.0,,0.4,28.400000000000002
2018-08-11,49,40.0,,0.4,19.6
2018-08-12,51,40.0,,0.4,20.400000000000002
2018-08-13,65,40.0,,0.4,26.0
2018-08-14,58,40.0,,0.4,23.200000000000003
2018-08-15,65,40.0,,0.4,26.0
2018-08-16,69,40.0,,0.4,27.6
2018-08-17,78,40.0,,0.4,31.200000000000003
2018-08-18,65,40.0,,0.4,26.0
2018-08-19,39,40.0,,0.4,15.600000000000001
2018-08-20,55,40.0,,0.4,22.0
2018-08-21,56,40.0,,0.4,22.400000000000002
2018-08-22,48,40.0,,0.4,19.200000000000003
2018-08-23,58,40.0,,0.4,23.200000000000003
2018-08-24,55,40.0,,0.4,22.0
2018-08-25,58,40.0,,0.4,23.200000000000003
2018-08-26,32,40.0,,0.4,12.8
2018-08-27,60,40.0,,0.4,24.0
2018-08-28,59,40.0,,0.4,23.6
2018-08-29,61,40.0,,0.4,24.400000000000002
2018-08-30,58,40.0,,0.4,23.200000000000003
2018-08-31,52,40.0,,0.4,20.8
2018-09-01,88,29.0,False,0.29,25.52
2018-09-02,76,29.0,,0.29,22.04
2018-09-03,66,29.0,,0.29,19.139999999999997
2018-09-04,98,29.0,,0.29,28.419999999999998
2018-09-05,76,29.0,,0.29,22.04
2018-09-06,92,29.0,,0.29,26.68
2018-09-07,94,29.0,,0.29,27.259999999999998
2018-09-08,55,29.0,,0.29,15.95
2018-09-09,58,29.0,,0.29,16.82
2018-09-10,91,29.0,,0.29,26.389999999999997
2018-09-11,67,29.0,,0.29,19.43
2018-09-12,78,29.0,,0.29,22.619999999999997
2018-09-13,64,29.0,,0.29,18.56
2018-09-14,100,29.0,,0.29,28.999999999999996
2018-09-15,73,29.0,,0.29,21.169999999999998
2018-09-16,47,29.0,,0.29,13.629999999999999
2018-09-17,72,29.0,,0.29,20.88
2018-09-18,88,29.0,,0.29,25.52
2018-09-19,73,29.0,,0.29,21.169999999999998
2018-09-20,67,29.0,,0.29,19.43
2018-09-21,99,29.0,,0.29,28.709999999999997
2018-09-22,75,29.0,,0.29,21.75
2018-09-23,46,29.0,,0.29,13.34
2018-09-24,60,29.0,,0.29,17.4
2018-09-25,75,29.0,,0.29,21.75
2018-09-26,78,29.0,,0.29,22.619999999999997
2018-09-27,65,29.0,,0.29,18.849999999999998
2018-09-28,69,29.0,,0.29,20.009999999999998
2018-09-29,46,29.0,,0.29,13.34
2018-09-30,33,29.0,,0.29,9.569999999999999
2018-10-01,68,24.0,False,0.24,16.32
2018-10-02,54,24.0,,0.24,12.959999999999999
2018-10-03,58,24.0,,0.24,13.92
2018-10-04,59,24.0,,0.24,14.16
2018-10-05,53,24.0,,0.24,12.719999999999999
2018-10-06,48,24.0,,0.24,11.52
2018-10-07,31,24.0,,0.24,7.4399999999999995
2018-10-08,52,24.0,,0.24,12.48
2018-10-09,54,24.0,,0.24,12.959999999999999
2018-10-10,51,24.0,,0.24,12.24
2018-10-11,54,24.0,,0.24,12.959999999999999
2018-10-12,62,24.0,,0.24,14.879999999999999
2018-10-13,38,24.0,,0.24,9.12
2018-10-14,28,24.0,,0.24,6.72
2018-10-15,61,24.0,,0.24,14.639999999999999
2018-10-16,52,24.0,,0.24,12.48
2018-10-17,46,24.0,,0.24,11.04
2018-10-18,48,24.0,,0.24,11.52
2018-10-19,56,24.0,,0.24,13.44
2018-10-20,76,24.0,,0.24,18.24
2018-10-21,100,24.0,,0.24,24.0
2018-10-22,55,24.0,,0.24,13.2
2018-10-23,47,24.0,,0.24,11.28
2018-10-24,53,24.0,,0.24,12.719999999999999
2018-10-25,53,24.0,,0.24,12.719999999999999
2018-10-26,62,24.0,,0.24,14.879999999999999
2018-10-27,27,24.0,,0.24,6.4799999999999995
2018-10-28,29,24.0,,0.24,6.96
2018-10-29,49,24.0,,0.24,11.76
2018-10-30,50,24.0,,0.24,12.0
2018-10-31,41,24.0,,0.24,9.84
2018-11-01,81,21.0,False,0.21,17.009999999999998
2018-11-02,82,21.0,,0.21,17.22
2018-11-03,48,21.0,,0.21,10.08
2018-11-04,41,21.0,,0.21,8.61
2018-11-05,79,21.0,,0.21,16.59
2018-11-06,87,21.0,,0.21,18.27
2018-11-07,69,21.0,,0.21,14.49
2018-11-08,72,21.0,,0.21,15.12
2018-11-09,84,21.0,,0.21,17.64
2018-11-10,64,21.0,,0.21,13.44
2018-11-11,34,21.0,,0.21,7.14
2018-11-12,73,21.0,,0.21,15.33
2018-11-13,59,21.0,,0.21,12.389999999999999
2018-11-14,70,21.0,,0.21,14.7
2018-11-15,67,21.0,,0.21,14.07
2018-11-16,64,21.0,,0.21,13.44
2018-11-17,43,21.0,,0.21,9.03
2018-11-18,43,21.0,,0.21,9.03
2018-11-19,78,21.0,,0.21,16.38
2018-11-20,68,21.0,,0.21,14.28
2018-11-21,70,21.0,,0.21,14.7
2018-11-22,42,21.0,,0.21,8.82
2018-11-23,58,21.0,,0.21,12.18
2018-11-24,38,21.0,,0.21,7.9799999999999995
2018-11-25,56,21.0,,0.21,11.76
2018-11-26,100,21.0,,0.21,21.0
2018-11-27,74,21.0,,0.21,15.54
2018-11-28,73,21.0,,0.21,15.33
2018-11-29,72,21.0,,0.21,15.12
2018-11-30,82,21.0,,0.21,17.22
2018-12-01,52,21.0,False,0.21,10.92
2018-12-02,45,21.0,,0.21,9.45
2018-12-03,73,21.0,,0.21,15.33
2018-12-04,66,21.0,,0.21,13.86
2018-12-05,67,21.0,,0.21,14.07
2018-12-06,64,21.0,,0.21,13.44
2018-12-07,84,21.0,,0.21,17.64
2018-12-08,50,21.0,,0.21,10.5
2018-12-09,43,21.0,,0.21,9.03
2018-12-10,68,21.0,,0.21,14.28
2018-12-11,76,21.0,,0.21,15.959999999999999
2018-12-12,83,21.0,,0.21,17.43
2018-12-13,75,21.0,,0.21,15.75
2018-12-14,85,21.0,,0.21,17.849999999999998
2018-12-15,60,21.0,,0.21,12.6
2018-12-16,46,21.0,,0.21,9.66
2018-12-17,73,21.0,,0.21,15.33
2018-12-18,64,21.0,,0.21,13.44
2018-12-19,64,21.0,,0.21,13.44
2018-12-20,80,21.0,,0.21,16.8
2018-12-21,76,21.0,,0.21,15.959999999999999
2018-12-22,49,21.0,,0.21,10.29
2018-12-23,38,21.0,,0.21,7.9799999999999995
2018-12-24,29,21.0,,0.21,6.09
2018-12-25,33,21.0,,0.21,6.93
2018-12-26,81,21.0,,0.21,17.009999999999998
2018-12-27,65,21.0,,0.21,13.65
2018-12-28,100,21.0,,0.21,21.0
2018-12-29,49,21.0,,0.21,10.29
2018-12-30,37,21.0,,0.21,7.77
2018-12-31,52,21.0,,0.21,10.92
2019-01-01,15,27.0,False,0.27,4.050000000000001
2019-01-02,32,27.0,,0.27,8.64
2019-01-03,36,27.0,,0.27,9.72
2019-01-04,42,27.0,,0.27,11.34
2019-01-05,25,27.0,,0.27,6.75
2019-01-06,16,27.0,,0.27,4.32
2019-01-07,29,27.0,,0.27,7.83
2019-01-08,35,27.0,,0.27,9.450000000000001
2019-01-09,31,27.0,,0.27,8.370000000000001
2019-01-10,33,27.0,,0.27,8.91
2019-01-11,37,27.0,,0.27,9.99
2019-01-12,24,27.0,,0.27,6.48
2019-01-13,18,27.0,,0.27,4.86
2019-01-14,33,27.0,,0.27,8.91
2019-01-15,27,27.0,,0.27,7.290000000000001
2019-01-16,35,27.0,,0.27,9.450000000000001
2019-01-17,34,27.0,,0.27,9.18
2019-01-18,38,27.0,,0.27,10.260000000000002
2019-01-19,23,27.0,,0.27,6.210000000000001
2019-01-20,19,27.0,,0.27,5.130000000000001
2019-01-21,27,27.0,,0.27,7.290000000000001
2019-01-22,27,27.0,,0.27,7.290000000000001
2019-01-23,41,27.0,,0.27,11.07
2019-01-24,32,27.0,,0.27,8.64
2019-01-25,37,27.0,,0.27,9.99
2019-01-26,26,27.0,,0.27,7.0200000000000005
2019-01-27,19,27.0,,0.27,5.130000000000001
2019-01-28,27,27.0,,0.27,7.290000000000001
2019-01-29,29,27.0,,0.27,7.83
2019-01-30,40,27.0,,0.27,10.8
2019-01-31,100,27.0,,0.27,27.0
2019-02-01,23,46.0,False,0.46,10.58
2019-02-02,12,46.0,,0.46,5.5200000000000005
2019-02-03,13,46.0,,0.46,5.98
2019-02-04,17,46.0,,0.46,7.82
2019-02-05,15,46.0,,0.46,6.9
2019-02-06,23,46.0,,0.46,10.58
2019-02-07,21,46.0,,0.46,9.66
2019-02-08,40,46.0,,0.46,18.400000000000002
2019-02-09,14,46.0,,0.46,6.44
2019-02-10,13,46.0,,0.46,5.98
2019-02-11,15,46.0,,0.46,6.9
2019-02-12,36,46.0,,0.46,16.560000000000002
2019-02-13,25,46.0,,0.46,11.5
2019-02-14,17,46.0,,0.46,7.82
2019-02-15,20,46.0,,0.46,9.200000000000001
2019-02-16,15,46.0,,0.46,6.9
2019-02-17,13,46.0,,0.46,5.98
2019-02-18,16,46.0,,0.46,7.36
2019-02-19,17,46.0,,0.46,7.82
2019-02-20,19,46.0,,0.46,8.74
2019-02-21,18,46.0,,0.46,8.280000000000001
2019-02-22,20,46.0,,0.46,9.200000000000001
2019-02-23,19,46.0,,0.46,8.74
2019-02-24,100,46.0,,0.46,46.0
2019-02-25,84,46.0,,0.46,38.64
2019-02-26,25,46.0,,0.46,11.5
2019-02-27,18,46.0,,0.46,8.280000000000001
2019-02-28,20,46.0,,0.46,9.200000000000001
2019-03-01,86,28.0,False,0.28,24.080000000000002
2019-03-02,65,28.0,,0.28,18.200000000000003
2019-03-03,48,28.0,,0.28,13.440000000000001
2019-03-04,72,28.0,,0.28,20.160000000000004
2019-03-05,76,28.0,,0.28,21.28
2019-03-06,73,28.0,,0.28,20.44
2019-03-07,64,28.0,,0.28,17.92
2019-03-08,76,28.0,,0.28,21.28
2019-03-09,63,28.0,,0.28,17.64
2019-03-10,100,28.0,,0.28,28.000000000000004
2019-03-11,61,28.0,,0.28,17.080000000000002
2019-03-12,55,28.0,,0.28,15.400000000000002
2019-03-13,66,28.0,,0.28,18.48
2019-03-14,58,28.0,,0.28,16.240000000000002
2019-03-15,92,28.0,,0.28,25.76
2019-03-16,68,28.0,,0.28,19.040000000000003
2019-03-17,47,28.0,,0.28,13.160000000000002
2019-03-18,64,28.0,,0.28,17.92
2019-03-19,72,28.0,,0.28,20.160000000000004
2019-03-20,67,28.0,,0.28,18.76
2019-03-21,74,28.0,,0.28,20.720000000000002
2019-03-22,70,28.0,,0.28,19.6
2019-03-23,55,28.0,,0.28,15.400000000000002
2019-03-24,35,28.0,,0.28,9.8
2019-03-25,57,28.0,,0.28,15.96
2019-03-26,57,28.0,,0.28,15.96
2019-03-27,67,28.0,,0.28,18.76
2019-03-28,59,28.0,,0.28,16.520000000000003
2019-03-29,84,28.0,,0.28,23.520000000000003
2019-03-30,58,28.0,,0.28,16.240000000000002
2019-03-31,48,28.0,,0.28,13.440000000000001
2019-04-01,81,25.0,False,0.25,20.25
2019-04-02,74,25.0,,0.25,18.5
2019-04-03,74,25.0,,0.25,18.5
2019-04-04,65,25.0,,0.25,16.25
2019-04-05,82,25.0,,0.25,20.5
2019-04-06,53,25.0,,0.25,13.25
2019-04-07,51,25.0,,0.25,12.75
2019-04-08,75,25.0,,0.25,18.75
2019-04-09,59,25.0,,0.25,14.75
2019-04-10,68,25.0,,0.25,17.0
2019-04-11,100,25.0,,0.25,25.0
2019-04-12,86,25.0,,0.25,21.5
2019-04-13,68,25.0,,0.25,17.0
2019-04-14,55,25.0,,0.25,13.75
2019-04-15,62,25.0,,0.25,15.5
2019-04-16,64,25.0,,0.25,16.0
2019-04-17,77,25.0,,0.25,19.25
2019-04-18,70,25.0,,0.25,17.5
2019-04-19,84,25.0,,0.25,21.0
2019-04-20,50,25.0,,0.25,12.5
2019-04-21,57,25.0,,0.25,14.25
2019-04-22,65,25.0,,0.25,16.25
2019-04-23,62,25.0,,0.25,15.5
2019-04-24,70,25.0,,0.25,17.5
2019-04-25,59,25.0,,0.25,14.75
2019-04-26,72,25.0,,0.25,18.0
2019-04-27,54,25.0,,0.25,13.5
2019-04-28,51,25.0,,0.25,12.75
2019-04-29,83,25.0,,0.25,20.75
2019-04-30,76,25.0,,0.25,19.0
2019-05-01,65,33.0,False,0.33,21.45
2019-05-02,55,33.0,,0.33,18.150000000000002
2019-05-03,54,33.0,,0.33,17.82
2019-05-04,39,33.0,,0.33,12.870000000000001
2019-05-05,32,33.0,,0.33,10.56
2019-05-06,54,33.0,,0.33,17.82
2019-05-07,47,33.0,,0.33,15.510000000000002
2019-05-08,44,33.0,,0.33,14.520000000000001
2019-05-09,50,33.0,,0.33,16.5
2019-05-10,66,33.0,,0.33,21.78
2019-05-11,36,33.0,,0.33,11.88
2019-05-12,32,33.0,,0.33,10.56
2019-05-13,53,33.0,,0.33,17.490000000000002
2019-05-14,58,33.0,,0.33,19.14
2019-05-15,50,33.0,,0.33,16.5
2019-05-16,45,33.0,,0.33,14.850000000000001
2019-05-17,54,33.0,,0.33,17.82
2019-05-18,44,33.0,,0.33,14.520000000000001
2019-05-19,65,33.0,,0.33,21.45
2019-05-20,61,33.0,,0.33,20.130000000000003
2019-05-21,56,33.0,,0.33,18.48
2019-05-22,65,33.0,,0.33,21.45
2019-05-23,100,33.0,,0.33,33.0
2019-05-24,97,33.0,,0.33,32.01
2019-05-25,81,33.0,,0.33,26.73
2019-05-26,41,33.0,,0.33,13.530000000000001
2019-05-27,40,33.0,,0.33,13.200000000000001
2019-05-28,67,33.0,,0.33,22.11
2019-05-29,72,33.0,,0.33,23.76
2019-05-30,80,33.0,,0.33,26.400000000000002
2019-05-31,80,33.0,,0.33,26.400000000000002
2019-06-01,100,45.0,False,0.45,45.0
2019-06-02,72,45.0,,0.45,32.4
2019-06-03,65,45.0,,0.45,29.25
2019-06-04,62,45.0,,0.45,27.900000000000002
2019-06-05,82,45.0,,0.45,36.9
2019-06-06,84,45.0,,0.45,37.800000000000004
2019-06-07,74,45.0,,0.45,33.300000000000004
2019-06-08,61,45.0,,0.45,27.45
2019-06-09,56,45.0,,0.45,25.2
2019-06-10,82,45.0,,0.45,36.9
2019-06-11,65,45.0,,0.45,29.25
2019-06-12,78,45.0,,0.45,35.1
2019-06-13,74,45.0,,0.45,33.300000000000004
2019-06-14,91,45.0,,0.45,40.95
2019-06-15,66,45.0,,0.45,29.7
2019-06-16,54,45.0,,0.45,24.3
2019-06-17,73,45.0,,0.45,32.85
2019-06-18,66,45.0,,0.45,29.7
2019-06-19,77,45.0,,0.45,34.65
2019-06-20,98,45.0,,0.45,44.1
2019-06-21,97,45.0,,0.45,43.65
2019-06-22,62,45.0,,0.45,27.900000000000002
2019-06-23,37,45.0,,0.45,16.650000000000002
2019-06-24,56,45.0,,0.45,25.2
2019-06-25,76,45.0,,0.45,34.2
2019-06-26,68,45.0,,0.45,30.6
2019-06-27,63,45.0,,0.45,28.35
2019-06-28,85,45.0,,0.45,38.25
2019-06-29,80,45.0,,0.45,36.0
2019-06-30,58,45.0,,0.45,26.1
2019-07-01,11,85.0,False,0.85,9.35
2019-07-02,12,85.0,,0.85,10.2
2019-07-03,17,85.0,,0.85,14.45
2019-07-04,8,85.0,,0.85,6.8
2019-07-05,11,85.0,,0.85,9.35
2019-07-06,8,85.0,,0.85,6.8
2019-07-07,7,85.0,,0.85,5.95
2019-07-08,9,85.0,,0.85,7.6499999999999995
2019-07-09,10,85.0,,0.85,8.5
2019-07-10,11,85.0,,0.85,9.35
2019-07-11,11,85.0,,0.85,9.35
2019-07-12,9,85.0,,0.85,7.6499999999999995
2019-07-13,8,85.0,,0.85,6.8
2019-07-14,6,85.0,,0.85,5.1
2019-07-15,10,85.0,,0.85,8.5
2019-07-16,12,85.0,,0.85,10.2
2019-07-17,12,85.0,,0.85,10.2
2019-07-18,10,85.0,,0.85,8.5
2019-07-19,13,85.0,,0.85,11.049999999999999
2019-07-20,49,85.0,,0.85,41.65
2019-07-21,100,85.0,,0.85,85.0
2019-07-22,50,85.0,,0.85,42.5
2019-07-23,27,85.0,,0.85,22.95
2019-07-24,17,85.0,,0.85,14.45
2019-07-25,12,85.0,,0.85,10.2
2019-07-26,11,85.0,,0.85,9.35
2019-07-27,8,85.0,,0.85,6.8
2019-07-28,11,85.0,,0.85,9.35
2019-07-29,23,85.0,,0.85,19.55
2019-07-30,16,85.0,,0.85,13.6
2019-07-31,12,85.0,,0.85,10.2
2019-08-01,75,47.0,False,0.47,35.25
2019-08-02,99,47.0,,0.47,46.529999999999994
2019-08-03,68,47.0,,0.47,31.959999999999997
2019-08-04,54,47.0,,0.47,25.38
2019-08-05,83,47.0,,0.47,39.01
2019-08-06,67,47.0,,0.47,31.49
2019-08-07,73,47.0,,0.47,34.309999999999995
2019-08-08,79,47.0,,0.47,37.129999999999995
2019-08-09,70,47.0,,0.47,32.9
2019-08-10,75,47.0,,0.47,35.25
2019-08-11,65,47.0,,0.47,30.549999999999997
2019-08-12,86,47.0,,0.47,40.419999999999995
2019-08-13,94,47.0,,0.47,44.18
2019-08-14,78,47.0,,0.47,36.66
2019-08-15,66,47.0,,0.47,31.02
2019-08-16,72,47.0,,0.47,33.839999999999996
2019-08-17,71,47.0,,0.47,33.37
2019-08-18,78,47.0,,0.47,36.66
2019-08-19,100,47.0,,0.47,47.0
2019-08-20,70,47.0,,0.47,32.9
2019-08-21,98,47.0,,0.47,46.059999999999995
2019-08-22,86,47.0,,0.47,40.419999999999995
2019-08-23,63,47.0,,0.47,29.61
2019-08-24,43,47.0,,0.47,20.209999999999997
2019-08-25,33,47.0,,0.47,15.51
2019-08-26,65,47.0,,0.47,30.549999999999997
2019-08-27,83,47.0,,0.47,39.01
2019-08-28,54,47.0,,0.47,25.38
2019-08-29,52,47.0,,0.47,24.439999999999998
2019-08-30,64,47.0,,0.47,30.08
