date,HBAR_unscaled,HBAR_monthly,isPartial,scale,HBAR
2018-01-02,53,7.0,,0.07,3.7100000000000004
2018-01-03,35,7.0,,0.07,2.45
2018-01-04,17,7.0,,0.07,1.1900000000000002
2018-01-05,53,7.0,,0.07,3.7100000000000004
2018-01-06,80,7.0,,0.07,5.6000000000000005
2018-01-07,59,7.0,,0.07,4.130000000000001
2018-01-08,17,7.0,,0.07,1.1900000000000002
2018-01-09,33,7.0,,0.07,2.31
2018-01-10,17,7.0,,0.07,1.1900000000000002
2018-01-11,34,7.0,,0.07,2.3800000000000003
2018-01-12,34,7.0,,0.07,2.3800000000000003
2018-01-13,40,7.0,,0.07,2.8000000000000003
2018-01-14,20,7.0,,0.07,1.4000000000000001
2018-01-15,53,7.0,,0.07,3.7100000000000004
2018-01-16,17,7.0,,0.07,1.1900000000000002
2018-01-17,33,7.0,,0.07,2.31
2018-01-18,17,7.0,,0.07,1.1900000000000002
2018-01-19,17,7.0,,0.07,1.1900000000000002
2018-01-20,60,7.0,,0.07,4.2
2018-01-21,19,7.0,,0.07,1.33
2018-01-22,33,7.0,,0.07,2.31
2018-01-23,50,7.0,,0.07,3.5000000000000004
2018-01-24,84,7.0,,0.07,5.880000000000001
2018-01-25,100,7.0,,0.07,7.000000000000001
2018-01-26,51,7.0,,0.07,3.5700000000000003
2018-01-27,81,7.0,,0.07,5.670000000000001
2018-01-28,80,7.0,,0.07,5.6000000000000005
2018-01-29,33,7.0,,0.07,2.31
2018-01-30,49,7.0,,0.07,3.43
2018-01-31,33,7.0,,0.07,2.31
2018-02-01,30,13.0,False,0.13,3.9000000000000004
2018-02-02,8,13.0,,0.13,1.04
2018-02-03,0,13.0,,0.13,0.0
2018-02-04,26,13.0,,0.13,3.38
2018-02-05,36,13.0,,0.13,4.68
2018-02-06,22,13.0,,0.13,2.8600000000000003
2018-02-07,0,13.0,,0.13,0.0
2018-02-08,53,13.0,,0.13,6.890000000000001
2018-02-09,23,13.0,,0.13,2.99
2018-02-10,0,13.0,,0.13,0.0
2018-02-11,35,13.0,,0.13,4.55
2018-02-12,7,13.0,,0.13,0.91
2018-02-13,52,13.0,,0.13,6.76
2018-02-14,23,13.0,,0.13,2.99
2018-02-15,23,13.0,,0.13,2.99
2018-02-16,23,13.0,,0.13,2.99
2018-02-17,46,13.0,,0.13,5.98
2018-02-18,53,13.0,,0.13,6.890000000000001
2018-02-19,23,13.0,,0.13,2.99
2018-02-20,30,13.0,,0.13,3.9000000000000004
2018-02-21,30,13.0,,0.13,3.9000000000000004
2018-02-22,52,13.0,,0.13,6.76
2018-02-23,100,13.0,,0.13,13.0
2018-02-24,71,13.0,,0.13,9.23
2018-02-25,54,13.0,,0.13,7.0200000000000005
2018-02-26,66,13.0,,0.13,8.58
2018-02-27,52,13.0,,0.13,6.76
2018-02-28,23,13.0,,0.13,2.99
2018-03-01,90,11.0,False,0.11,9.9
2018-03-02,31,11.0,,0.11,3.41
2018-03-03,50,11.0,,0.11,5.5
2018-03-04,100,11.0,,0.11,11.0
2018-03-05,62,11.0,,0.11,6.82
2018-03-06,21,11.0,,0.11,2.31
2018-03-07,21,11.0,,0.11,2.31
2018-03-08,73,11.0,,0.11,8.03
2018-03-09,86,11.0,,0.11,9.46
2018-03-10,99,11.0,,0.11,10.89
2018-03-11,37,11.0,,0.11,4.07
2018-03-12,10,11.0,,0.11,1.1
2018-03-13,31,11.0,,0.11,3.41
2018-03-14,42,11.0,,0.11,4.62
2018-03-15,75,11.0,,0.11,8.25
2018-03-16,32,11.0,,0.11,3.52
2018-03-17,25,11.0,,0.11,2.75
2018-03-18,13,11.0,,0.11,1.43
2018-03-19,31,11.0,,0.11,3.41
2018-03-20,41,11.0,,0.11,4.51
2018-03-21,63,11.0,,0.11,6.93
2018-03-22,21,11.0,,0.11,2.31
2018-03-23,11,11.0,,0.11,1.21
2018-03-24,13,11.0,,0.11,1.43
2018-03-25,13,11.0,,0.11,1.43
2018-03-26,22,11.0,,0.11,2.42
2018-03-27,43,11.0,,0.11,4.73
2018-03-28,43,11.0,,0.11,4.73
2018-03-29,66,11.0,,0.11,7.26
2018-03-30,46,11.0,,0.11,5.06
2018-03-31,65,11.0,,0.11,7.15
2018-04-01,34,11.0,False,0.11,3.74
2018-04-02,28,11.0,,0.11,3.08
2018-04-03,53,11.0,,0.11,5.83
2018-04-04,81,11.0,,0.11,8.91
2018-04-05,46,11.0,,0.11,5.06
2018-04-06,18,11.0,,0.11,1.98
2018-04-07,32,11.0,,0.11,3.52
2018-04-08,32,11.0,,0.11,3.52
2018-04-09,27,11.0,,0.11,2.97
2018-04-10,27,11.0,,0.11,2.97
2018-04-11,27,11.0,,0.11,2.97
2018-04-12,100,11.0,,0.11,11.0
2018-04-13,19,11.0,,0.11,2.09
2018-04-14,44,11.0,,0.11,4.84
2018-04-15,21,11.0,,0.11,2.31
2018-04-16,53,11.0,,0.11,5.83
2018-04-17,36,11.0,,0.11,3.96
2018-04-18,45,11.0,,0.11,4.95
2018-04-19,54,11.0,,0.11,5.94
2018-04-20,74,11.0,,0.11,8.14
2018-04-21,0,11.0,,0.11,0.0
2018-04-22,22,11.0,,0.11,2.42
2018-04-23,26,11.0,,0.11,2.86
2018-04-24,9,11.0,,0.11,0.99
2018-04-25,61,11.0,,0.11,6.71
2018-04-26,27,11.0,,0.11,2.97
2018-04-27,18,11.0,,0.11,1.98
2018-04-28,33,11.0,,0.11,3.63
2018-04-29,0,11.0,,0.11,0.0
2018-04-30,26,11.0,,0.11,2.86
2018-05-01,49,9.0,False,0.09,4.41
2018-05-02,33,9.0,,0.09,2.9699999999999998
2018-05-03,33,9.0,,0.09,2.9699999999999998
2018-05-04,34,9.0,,0.09,3.06
2018-05-05,62,9.0,,0.09,5.58
2018-05-06,41,9.0,,0.09,3.69
2018-05-07,100,9.0,,0.09,9.0
2018-05-08,82,9.0,,0.09,7.38
2018-05-09,66,9.0,,0.09,5.9399999999999995
2018-05-10,84,9.0,,0.09,7.56
2018-05-11,0,9.0,,0.09,0.0
2018-05-12,21,9.0,,0.09,1.89
2018-05-13,63,9.0,,0.09,5.67
2018-05-14,34,9.0,,0.09,3.06
2018-05-15,67,9.0,,0.09,6.029999999999999
2018-05-16,33,9.0,,0.09,2.9699999999999998
2018-05-17,68,9.0,,0.09,6.12
2018-05-18,88,9.0,,0.09,7.92
2018-05-19,20,9.0,,0.09,1.7999999999999998
2018-05-20,0,9.0,,0.09,0.0
2018-05-21,17,9.0,,0.09,1.53
2018-05-22,34,9.0,,0.09,3.06
2018-05-23,52,9.0,,0.09,4.68
2018-05-24,89,9.0,,0.09,8.01
2018-05-25,55,9.0,,0.09,4.95
2018-05-26,0,9.0,,0.09,0.0
2018-05-27,42,9.0,,0.09,3.78
2018-05-28,81,9.0,,0.09,7.29
2018-05-29,86,9.0,,0.09,7.739999999999999
2018-05-30,17,9.0,,0.09,1.53
2018-05-31,52,9.0,,0.09,4.68
2018-06-01,41,7.0,False,0.07,2.87
2018-06-02,49,7.0,,0.07,3.43
2018-06-03,49,7.0,,0.07,3.43
2018-06-04,100,7.0,,0.07,7.000000000000001
2018-06-05,80,7.0,,0.07,5.6000000000000005
2018-06-06,82,7.0,,0.07,5.74
2018-06-07,21,7.0,,0.07,1.4700000000000002
2018-06-08,42,7.0,,0.07,2.9400000000000004
2018-06-09,0,7.0,,0.07,0.0
2018-06-10,97,7.0,,0.07,6.790000000000001
2018-06-11,39,7.0,,0.07,2.7300000000000004
2018-06-12,94,7.0,,0.07,6.580000000000001
2018-06-13,0,7.0,,0.07,0.0
2018-06-14,61,7.0,,0.07,4.2700000000000005
2018-06-15,0,7.0,,0.07,0.0
2018-06-16,73,7.0,,0.07,5.11
2018-06-17,49,7.0,,0.07,3.43
2018-06-18,62,7.0,,0.07,4.340000000000001
2018-06-19,40,7.0,,0.07,2.8000000000000003
2018-06-20,21,7.0,,0.07,1.4700000000000002
2018-06-21,41,7.0,,0.07,2.87
2018-06-22,0,7.0,,0.07,0.0
2018-06-23,71,7.0,,0.07,4.970000000000001
2018-06-24,49,7.0,,0.07,3.43
2018-06-25,61,7.0,,0.07,4.2700000000000005
2018-06-26,41,7.0,,0.07,2.87
2018-06-27,0,7.0,,0.07,0.0
2018-06-28,63,7.0,,0.07,4.41
2018-06-29,0,7.0,,0.07,0.0
2018-06-30,48,7.0,,0.07,3.3600000000000003
2018-07-01,93,6.0,False,0.06,5.58
2018-07-02,0,6.0,,0.06,0.0
2018-07-03,0,6.0,,0.06,0.0
2018-07-04,23,6.0,,0.06,1.38
2018-07-05,43,6.0,,0.06,2.58
2018-07-06,60,6.0,,0.06,3.5999999999999996
2018-07-07,92,6.0,,0.06,5.52
2018-07-08,0,6.0,,0.06,0.0
2018-07-09,19,6.0,,0.06,1.14
2018-07-10,39,6.0,,0.06,2.34
2018-07-11,19,6.0,,0.06,1.14
2018-07-12,20,6.0,,0.06,1.2
2018-07-13,42,6.0,,0.06,2.52
2018-07-14,70,6.0,,0.06,4.2
2018-07-15,45,6.0,,0.06,2.6999999999999997
2018-07-16,20,6.0,,0.06,1.2
2018-07-17,0,6.0,,0.06,0.0
2018-07-18,40,6.0,,0.06,2.4
2018-07-19,62,6.0,,0.06,3.7199999999999998
2018-07-20,62,6.0,,0.06,3.7199999999999998
2018-07-21,46,6.0,,0.06,2.76
2018-07-22,69,6.0,,0.06,4.14
2018-07-23,100,6.0,,0.06,6.0
2018-07-24,20,6.0,,0.06,1.2
2018-07-25,20,6.0,,0.06,1.2
2018-07-26,61,6.0,,0.06,3.6599999999999997
2018-07-27,41,6.0,,0.06,2.46
2018-07-28,47,6.0,,0.06,2.82
2018-07-29,0,6.0,,0.06,0.0
2018-07-30,60,6.0,,0.06,3.5999999999999996
2018-07-31,39,6.0,,0.06,2.34
2018-08-01,60,6.0,False,0.06,3.5999999999999996
2018-08-02,19,6.0,,0.06,1.14
2018-08-03,62,6.0,,0.06,3.7199999999999998
2018-08-04,24,6.0,,0.06,1.44
2018-08-05,23,6.0,,0.06,1.38
2018-08-06,61,6.0,,0.06,3.6599999999999997
2018-08-07,0,6.0,,0.06,0.0
2018-08-08,40,6.0,,0.06,2.4
2018-08-09,80,6.0,,0.06,4.8
2018-08-10,21,6.0,,0.06,1.26
2018-08-11,46,6.0,,0.06,2.76
2018-08-12,24,6.0,,0.06,1.44
2018-08-13,0,6.0,,0.06,0.0
2018-08-14,20,6.0,,0.06,1.2
2018-08-15,0,6.0,,0.06,0.0
2018-08-16,0,6.0,,0.06,0.0
2018-08-17,0,6.0,,0.06,0.0
2018-08-18,24,6.0,,0.06,1.44
2018-08-19,48,6.0,,0.06,2.88
2018-08-20,41,6.0,,0.06,2.46
2018-08-21,100,6.0,,0.06,6.0
2018-08-22,60,6.0,,0.06,3.5999999999999996
2018-08-23,61,6.0,,0.06,3.6599999999999997
2018-08-24,21,6.0,,0.06,1.26
2018-08-25,72,6.0,,0.06,4.32
2018-08-26,47,6.0,,0.06,2.82
2018-08-27,79,6.0,,0.06,4.74
2018-08-28,40,6.0,,0.06,2.4
2018-08-29,20,6.0,,0.06,1.2
2018-08-30,60,6.0,,0.06,3.5999999999999996
2018-08-31,81,6.0,,0.06,4.859999999999999
2018-09-01,0,8.0,False,0.08,0.0
2018-09-02,0,8.0,,0.08,0.0
2018-09-03,44,8.0,,0.08,3.52
2018-09-04,0,8.0,,0.08,0.0
2018-09-05,50,8.0,,0.08,4.0
2018-09-06,49,8.0,,0.08,3.92
2018-09-07,25,8.0,,0.08,2.0
2018-09-08,30,8.0,,0.08,2.4
2018-09-09,43,8.0,,0.08,3.44
2018-09-10,62,8.0,,0.08,4.96
2018-09-11,0,8.0,,0.08,0.0
2018-09-12,100,8.0,,0.08,8.0
2018-09-13,75,8.0,,0.08,6.0
2018-09-14,13,8.0,,0.08,1.04
2018-09-15,30,8.0,,0.08,2.4
2018-09-16,30,8.0,,0.08,2.4
2018-09-17,0,8.0,,0.08,0.0
2018-09-18,49,8.0,,0.08,3.92
2018-09-19,51,8.0,,0.08,4.08
2018-09-20,38,8.0,,0.08,3.04
2018-09-21,51,8.0,,0.08,4.08
2018-09-22,15,8.0,,0.08,1.2
2018-09-23,15,8.0,,0.08,1.2
2018-09-24,50,8.0,,0.08,4.0
2018-09-25,38,8.0,,0.08,3.04
2018-09-26,37,8.0,,0.08,2.96
2018-09-27,89,8.0,,0.08,7.12
2018-09-28,26,8.0,,0.08,2.08
2018-09-29,46,8.0,,0.08,3.68
2018-09-30,15,8.0,,0.08,1.2
2018-10-01,56,8.0,False,0.08,4.48
2018-10-02,57,8.0,,0.08,4.5600000000000005
2018-10-03,37,8.0,,0.08,2.96
2018-10-04,19,8.0,,0.08,1.52
2018-10-05,39,8.0,,0.08,3.12
2018-10-06,46,8.0,,0.08,3.68
2018-10-07,44,8.0,,0.08,3.52
2018-10-08,58,8.0,,0.08,4.64
2018-10-09,38,8.0,,0.08,3.04
2018-10-10,39,8.0,,0.08,3.12
2018-10-11,19,8.0,,0.08,1.52
2018-10-12,81,8.0,,0.08,6.48
2018-10-13,47,8.0,,0.08,3.7600000000000002
2018-10-14,23,8.0,,0.08,1.84
2018-10-15,39,8.0,,0.08,3.12
2018-10-16,96,8.0,,0.08,7.68
2018-10-17,95,8.0,,0.08,7.6000000000000005
2018-10-18,98,8.0,,0.08,7.84
2018-10-19,40,8.0,,0.08,3.2
2018-10-20,23,8.0,,0.08,1.84
2018-10-21,23,8.0,,0.08,1.84
2018-10-22,38,8.0,,0.08,3.04
2018-10-23,56,8.0,,0.08,4.48
2018-10-24,56,8.0,,0.08,4.48
2018-10-25,39,8.0,,0.08,3.12
2018-10-26,100,8.0,,0.08,8.0
2018-10-27,46,8.0,,0.08,3.68
2018-10-28,23,8.0,,0.08,1.84
2018-10-29,56,8.0,,0.08,4.48
2018-10-30,77,8.0,,0.08,6.16
2018-10-31,79,8.0,,0.08,6.32
2018-11-01,100,9.0,False,0.09,9.0
2018-11-02,55,9.0,,0.09,4.95
2018-11-03,49,9.0,,0.09,4.41
2018-11-04,46,9.0,,0.09,4.14
2018-11-05,87,9.0,,0.09,7.83
2018-11-06,40,9.0,,0.09,3.5999999999999996
2018-11-07,23,9.0,,0.09,2.07
2018-11-08,79,9.0,,0.09,7.109999999999999
2018-11-09,55,9.0,,0.09,4.95
2018-11-10,32,9.0,,0.09,2.88
2018-11-11,16,9.0,,0.09,1.44
2018-11-12,67,9.0,,0.09,6.029999999999999
2018-11-13,26,9.0,,0.09,2.34
2018-11-14,40,9.0,,0.09,3.5999999999999996
2018-11-15,13,9.0,,0.09,1.17
2018-11-16,28,9.0,,0.09,2.52
2018-11-17,49,9.0,,0.09,4.41
2018-11-18,48,9.0,,0.09,4.32
2018-11-19,56,9.0,,0.09,5.04
2018-11-20,42,9.0,,0.09,3.78
2018-11-21,44,9.0,,0.09,3.96
2018-11-22,64,9.0,,0.09,5.76
2018-11-23,30,9.0,,0.09,2.6999999999999997
2018-11-24,46,9.0,,0.09,4.14
2018-11-25,46,9.0,,0.09,4.14
2018-11-26,37,9.0,,0.09,3.33
2018-11-27,13,9.0,,0.09,1.17
2018-11-28,66,9.0,,0.09,5.9399999999999995
2018-11-29,13,9.0,,0.09,1.17
2018-11-30,53,9.0,,0.09,4.77
2018-12-01,44,9.0,False,0.09,3.96
2018-12-02,15,9.0,,0.09,1.3499999999999999
2018-12-03,63,9.0,,0.09,5.67
2018-12-04,26,9.0,,0.09,2.34
2018-12-05,50,9.0,,0.09,4.5
2018-12-06,39,9.0,,0.09,3.51
2018-12-07,13,9.0,,0.09,1.17
2018-12-08,15,9.0,,0.09,1.3499999999999999
2018-12-09,30,9.0,,0.09,2.6999999999999997
2018-12-10,64,9.0,,0.09,5.76
2018-12-11,65,9.0,,0.09,5.85
2018-12-12,26,9.0,,0.09,2.34
2018-12-13,65,9.0,,0.09,5.85
2018-12-14,51,9.0,,0.09,4.59
2018-12-15,16,9.0,,0.09,1.44
2018-12-16,47,9.0,,0.09,4.2299999999999995
2018-12-17,48,9.0,,0.09,4.32
2018-12-18,100,9.0,,0.09,9.0
2018-12-19,27,9.0,,0.09,2.4299999999999997
2018-12-20,69,9.0,,0.09,6.21
2018-12-21,43,9.0,,0.09,3.8699999999999997
2018-12-22,32,9.0,,0.09,2.88
2018-12-23,33,9.0,,0.09,2.9699999999999998
2018-12-24,0,9.0,,0.09,0.0
2018-12-25,36,9.0,,0.09,3.2399999999999998
2018-12-26,45,9.0,,0.09,4.05
2018-12-27,28,9.0,,0.09,2.52
2018-12-28,56,9.0,,0.09,5.04
2018-12-29,46,9.0,,0.09,4.14
2018-12-30,31,9.0,,0.09,2.79
2018-12-31,29,9.0,,0.09,2.61
2019-01-01,90,8.0,False,0.08,7.2
2019-01-02,15,8.0,,0.08,1.2
2019-01-03,30,8.0,,0.08,2.4
2019-01-04,30,8.0,,0.08,2.4
2019-01-05,34,8.0,,0.08,2.72
2019-01-06,67,8.0,,0.08,5.36
2019-01-07,43,8.0,,0.08,3.44
2019-01-08,14,8.0,,0.08,1.12
2019-01-09,73,8.0,,0.08,5.84
2019-01-10,0,8.0,,0.08,0.0
2019-01-11,44,8.0,,0.08,3.52
2019-01-12,34,8.0,,0.08,2.72
2019-01-13,100,8.0,,0.08,8.0
2019-01-14,58,8.0,,0.08,4.64
2019-01-15,14,8.0,,0.08,1.12
2019-01-16,29,8.0,,0.08,2.32
2019-01-17,29,8.0,,0.08,2.32
2019-01-18,28,8.0,,0.08,2.24
2019-01-19,33,8.0,,0.08,2.64
2019-01-20,0,8.0,,0.08,0.0
2019-01-21,73,8.0,,0.08,5.84
2019-01-22,42,8.0,,0.08,3.36
2019-01-23,42,8.0,,0.08,3.36
2019-01-24,56,8.0,,0.08,4.48
2019-01-25,73,8.0,,0.08,5.84
2019-01-26,34,8.0,,0.08,2.72
2019-01-27,0,8.0,,0.08,0.0
2019-01-28,42,8.0,,0.08,3.36
2019-01-29,28,8.0,,0.08,2.24
2019-01-30,56,8.0,,0.08,4.48
2019-01-31,42,8.0,,0.08,3.36
2019-02-01,72,14.0,False,0.14,10.080000000000002
2019-02-02,11,14.0,,0.14,1.54
2019-02-03,42,14.0,,0.14,5.880000000000001
2019-02-04,26,14.0,,0.14,3.6400000000000006
2019-02-05,55,14.0,,0.14,7.700000000000001
2019-02-06,18,14.0,,0.14,2.5200000000000005
2019-02-07,53,14.0,,0.14,7.420000000000001
2019-02-08,37,14.0,,0.14,5.180000000000001
2019-02-09,43,14.0,,0.14,6.0200000000000005
2019-02-10,31,14.0,,0.14,4.340000000000001
2019-02-11,34,14.0,,0.14,4.760000000000001
2019-02-12,44,14.0,,0.14,6.16
2019-02-13,71,14.0,,0.14,9.940000000000001
2019-02-14,36,14.0,,0.14,5.040000000000001
2019-02-15,47,14.0,,0.14,6.580000000000001
2019-02-16,11,14.0,,0.14,1.54
2019-02-17,43,14.0,,0.14,6.0200000000000005
2019-02-18,75,14.0,,0.14,10.500000000000002
2019-02-19,81,14.0,,0.14,11.340000000000002
2019-02-20,54,14.0,,0.14,7.5600000000000005
2019-02-21,53,14.0,,0.14,7.420000000000001
2019-02-22,100,14.0,,0.14,14.000000000000002
2019-02-23,31,14.0,,0.14,4.340000000000001
2019-02-24,22,14.0,,0.14,3.08
2019-02-25,78,14.0,,0.14,10.920000000000002
2019-02-26,36,14.0,,0.14,5.040000000000001
2019-02-27,35,14.0,,0.14,4.9
2019-02-28,36,14.0,,0.14,5.040000000000001
2019-03-01,95,11.0,False,0.11,10.45
2019-03-02,28,11.0,,0.11,3.08
2019-03-03,14,11.0,,0.11,1.54
2019-03-04,12,11.0,,0.11,1.32
2019-03-05,72,11.0,,0.11,7.92
2019-03-06,70,11.0,,0.11,7.7
2019-03-07,60,11.0,,0.11,6.6
2019-03-08,37,11.0,,0.11,4.07
2019-03-09,43,11.0,,0.11,4.73
2019-03-10,42,11.0,,0.11,4.62
2019-03-11,36,11.0,,0.11,3.96
2019-03-12,24,11.0,,0.11,2.64
2019-03-13,36,11.0,,0.11,3.96
2019-03-14,73,11.0,,0.11,8.03
2019-03-15,24,11.0,,0.11,2.64
2019-03-16,29,11.0,,0.11,3.19
2019-03-17,30,11.0,,0.11,3.3
2019-03-18,13,11.0,,0.11,1.43
2019-03-19,24,11.0,,0.11,2.64
2019-03-20,25,11.0,,0.11,2.75
2019-03-21,37,11.0,,0.11,4.07
2019-03-22,100,11.0,,0.11,11.0
2019-03-23,72,11.0,,0.11,7.92
2019-03-24,41,11.0,,0.11,4.51
2019-03-25,25,11.0,,0.11,2.75
2019-03-26,75,11.0,,0.11,8.25
2019-03-27,62,11.0,,0.11,6.82
2019-03-28,37,11.0,,0.11,4.07
2019-03-29,50,11.0,,0.11,5.5
2019-03-30,29,11.0,,0.11,3.19
2019-03-31,85,11.0,,0.11,9.35
2019-04-01,16,8.0,False,0.08,1.28
2019-04-02,32,8.0,,0.08,2.56
2019-04-03,16,8.0,,0.08,1.28
2019-04-04,31,8.0,,0.08,2.48
2019-04-05,84,8.0,,0.08,6.72
2019-04-06,39,8.0,,0.08,3.12
2019-04-07,39,8.0,,0.08,3.12
2019-04-08,79,8.0,,0.08,6.32
2019-04-09,78,8.0,,0.08,6.24
2019-04-10,48,8.0,,0.08,3.84
2019-04-11,47,8.0,,0.08,3.7600000000000002
2019-04-12,49,8.0,,0.08,3.92
2019-04-13,59,8.0,,0.08,4.72
2019-04-14,19,8.0,,0.08,1.52
2019-04-15,80,8.0,,0.08,6.4
2019-04-16,32,8.0,,0.08,2.56
2019-04-17,33,8.0,,0.08,2.64
2019-04-18,66,8.0,,0.08,5.28
2019-04-19,70,8.0,,0.08,5.6000000000000005
2019-04-20,39,8.0,,0.08,3.12
2019-04-21,21,8.0,,0.08,1.68
2019-04-22,100,8.0,,0.08,8.0
2019-04-23,65,8.0,,0.08,5.2
2019-04-24,33,8.0,,0.08,2.64
2019-04-25,47,8.0,,0.08,3.7600000000000002
2019-04-26,48,8.0,,0.08,3.84
2019-04-27,39,8.0,,0.08,3.12
2019-04-28,58,8.0,,0.08,4.64
2019-04-29,32,8.0,,0.08,2.56
2019-04-30,78,8.0,,0.08,6.24
2019-05-01,64,7.0,False,0.07,4.48
2019-05-02,16,7.0,,0.07,1.12
2019-05-03,65,7.0,,0.07,4.550000000000001
2019-05-04,19,7.0,,0.07,1.33
2019-05-05,97,7.0,,0.07,6.790000000000001
2019-05-06,48,7.0,,0.07,3.3600000000000003
2019-05-07,47,7.0,,0.07,3.2900000000000005
2019-05-08,64,7.0,,0.07,4.48
2019-05-09,48,7.0,,0.07,3.3600000000000003
2019-05-10,100,7.0,,0.07,7.000000000000001
2019-05-11,0,7.0,,0.07,0.0
2019-05-12,60,7.0,,0.07,4.2
2019-05-13,16,7.0,,0.07,1.12
2019-05-14,16,7.0,,0.07,1.12
2019-05-15,49,7.0,,0.07,3.43
2019-05-16,16,7.0,,0.07,1.12
2019-05-17,50,7.0,,0.07,3.5000000000000004
2019-05-18,40,7.0,,0.07,2.8000000000000003
2019-05-19,39,7.0,,0.07,2.7300000000000004
2019-05-20,16,7.0,,0.07,1.12
2019-05-21,64,7.0,,0.07,4.48
2019-05-22,66,7.0,,0.07,4.62
2019-05-23,49,7.0,,0.07,3.43
2019-05-24,35,7.0,,0.07,2.45
2019-05-25,0,7.0,,0.07,0.0
2019-05-26,0,7.0,,0.07,0.0
2019-05-27,0,7.0,,0.07,0.0
2019-05-28,83,7.0,,0.07,5.8100000000000005
2019-05-29,0,7.0,,0.07,0.0
2019-05-30,48,7.0,,0.07,3.3600000000000003
2019-05-31,17,7.0,,0.07,1.1900000000000002
2019-06-01,93,6.0,False,0.06,5.58
2019-06-02,68,6.0,,0.06,4.08
2019-06-03,19,6.0,,0.06,1.14
2019-06-04,77,6.0,,0.06,4.62
2019-06-05,20,6.0,,0.06,1.2
2019-06-06,0,6.0,,0.06,0.0
2019-06-07,61,6.0,,0.06,3.6599999999999997
2019-06-08,23,6.0,,0.06,1.38
2019-06-09,0,6.0,,0.06,0.0
2019-06-10,39,6.0,,0.06,2.34
2019-06-11,39,6.0,,0.06,2.34
2019-06-12,20,6.0,,0.06,1.2
2019-06-13,100,6.0,,0.06,6.0
2019-06-14,58,6.0,,0.06,3.48
2019-06-15,69,6.0,,0.06,4.14
2019-06-16,69,6.0,,0.06,4.14
2019-06-17,20,6.0,,0.06,1.2
2019-06-18,97,6.0,,0.06,5.819999999999999
2019-06-19,38,6.0,,0.06,2.28
2019-06-20,20,6.0,,0.06,1.2
2019-06-21,41,6.0,,0.06,2.46
2019-06-22,47,6.0,,0.06,2.82
2019-06-23,24,6.0,,0.06,1.44
2019-06-24,59,6.0,,0.06,3.54
2019-06-25,20,6.0,,0.06,1.2
2019-06-26,20,6.0,,0.06,1.2
2019-06-27,40,6.0,,0.06,2.4
2019-06-28,21,6.0,,0.06,1.26
2019-06-29,0,6.0,,0.06,0.0
2019-06-30,0,6.0,,0.06,0.0
2019-07-01,15,7.0,False,0.07,1.05
2019-07-02,15,7.0,,0.07,1.05
2019-07-03,29,7.0,,0.07,2.0300000000000002
2019-07-04,49,7.0,,0.07,3.43
2019-07-05,50,7.0,,0.07,3.5000000000000004
2019-07-06,17,7.0,,0.07,1.1900000000000002
2019-07-07,32,7.0,,0.07,2.24
2019-07-08,85,7.0,,0.07,5.95
2019-07-09,15,7.0,,0.07,1.05
2019-07-10,29,7.0,,0.07,2.0300000000000002
2019-07-11,100,7.0,,0.07,7.000000000000001
2019-07-12,45,7.0,,0.07,3.1500000000000004
2019-07-13,0,7.0,,0.07,0.0
2019-07-14,34,7.0,,0.07,2.3800000000000003
2019-07-15,14,7.0,,0.07,0.9800000000000001
2019-07-16,42,7.0,,0.07,2.9400000000000004
2019-07-17,29,7.0,,0.07,2.0300000000000002
2019-07-18,29,7.0,,0.07,2.0300000000000002
2019-07-19,30,7.0,,0.07,2.1
2019-07-20,50,7.0,,0.07,3.5000000000000004
2019-07-21,17,7.0,,0.07,1.1900000000000002
2019-07-22,15,7.0,,0.07,1.05
2019-07-23,29,7.0,,0.07,2.0300000000000002
2019-07-24,45,7.0,,0.07,3.1500000000000004
2019-07-25,15,7.0,,0.07,1.05
2019-07-26,62,7.0,,0.07,4.340000000000001
2019-07-27,52,7.0,,0.07,3.6400000000000006
2019-07-28,17,7.0,,0.07,1.1900000000000002
2019-07-29,15,7.0,,0.07,1.05
2019-07-30,45,7.0,,0.07,3.1500000000000004
2019-07-31,45,7.0,,0.07,3.1500000000000004
2019-08-01,65,6.0,False,0.06,3.9
2019-08-02,34,6.0,,0.06,2.04
2019-08-03,0,6.0,,0.06,0.0
2019-08-04,76,6.0,,0.06,4.56
2019-08-05,83,6.0,,0.06,4.9799999999999995
2019-08-06,49,6.0,,0.06,2.94
2019-08-07,100,6.0,,0.06,6.0
2019-08-08,16,6.0,,0.06,0.96
2019-08-09,50,6.0,,0.06,3.0
2019-08-10,38,6.0,,0.06,2.28
2019-08-11,19,6.0,,0.06,1.14
2019-08-12,16,6.0,,0.06,0.96
2019-08-13,64,6.0,,0.06,3.84
2019-08-14,62,6.0,,0.06,3.7199999999999998
2019-08-15,0,6.0,,0.06,0.0
2019-08-16,32,6.0,,0.06,1.92
2019-08-17,19,6.0,,0.06,1.14
2019-08-18,37,6.0,,0.06,2.2199999999999998
2019-08-19,47,6.0,,0.06,2.82
2019-08-20,16,6.0,,0.06,0.96
2019-08-21,62,6.0,,0.06,3.7199999999999998
2019-08-22,31,6.0,,0.06,1.8599999999999999
2019-08-23,32,6.0,,0.06,1.92
2019-08-24,0,6.0,,0.06,0.0
2019-08-25,37,6.0,,0.06,2.2199999999999998
2019-08-26,15,6.0,,0.06,0.8999999999999999
