date,NVCT_unscaled,NVCT_monthly,isPartial,scale,NVCT
2018-11-23,100,28.0,,0.28,28.000000000000004
2018-11-24,0,28.0,,0.28,0.0
2018-11-25,0,28.0,,0.28,0.0
2018-11-26,83,28.0,,0.28,23.240000000000002
2018-11-27,0,28.0,,0.28,0.0
2018-11-28,0,28.0,,0.28,0.0
2018-11-29,0,28.0,,0.28,0.0
2018-11-30,0,28.0,,0.28,0.0
2018-12-01,0,56.0,False,0.56,0.0
2018-12-02,0,56.0,,0.56,0.0
2018-12-03,0,56.0,,0.56,0.0
2018-12-04,0,56.0,,0.56,0.0
2018-12-05,0,56.0,,0.56,0.0
2018-12-06,0,56.0,,0.56,0.0
2018-12-07,0,56.0,,0.56,0.0
2018-12-08,0,56.0,,0.56,0.0
2018-12-09,100,56.0,,0.56,56.00000000000001
2018-12-10,0,56.0,,0.56,0.0
2018-12-11,0,56.0,,0.56,0.0
2018-12-12,87,56.0,,0.56,48.720000000000006
2018-12-13,87,56.0,,0.56,48.720000000000006
2018-12-14,0,56.0,,0.56,0.0
2018-12-15,0,56.0,,0.56,0.0
2018-12-16,0,56.0,,0.56,0.0
2018-12-17,81,56.0,,0.56,45.36000000000001
2018-12-18,0,56.0,,0.56,0.0
2018-12-19,0,56.0,,0.56,0.0
2018-12-20,0,56.0,,0.56,0.0
2018-12-21,0,56.0,,0.56,0.0
2018-12-22,0,56.0,,0.56,0.0
2018-12-23,0,56.0,,0.56,0.0
2018-12-24,0,56.0,,0.56,0.0
2018-12-25,0,56.0,,0.56,0.0
2018-12-26,0,56.0,,0.56,0.0
2018-12-27,0,56.0,,0.56,0.0
2018-12-28,0,56.0,,0.56,0.0
2018-12-29,0,56.0,,0.56,0.0
2018-12-30,0,56.0,,0.56,0.0
2018-12-31,0,56.0,,0.56,0.0
2019-01-01,0,27.0,False,0.27,0.0
2019-01-02,0,27.0,,0.27,0.0
2019-01-03,0,27.0,,0.27,0.0
2019-01-04,0,27.0,,0.27,0.0
2019-01-05,0,27.0,,0.27,0.0
2019-01-06,0,27.0,,0.27,0.0
2019-01-07,0,27.0,,0.27,0.0
2019-01-08,0,27.0,,0.27,0.0
2019-01-09,0,27.0,,0.27,0.0
2019-01-10,0,27.0,,0.27,0.0
2019-01-11,0,27.0,,0.27,0.0
2019-01-12,0,27.0,,0.27,0.0
2019-01-13,0,27.0,,0.27,0.0
2019-01-14,0,27.0,,0.27,0.0
2019-01-15,99,27.0,,0.27,26.73
2019-01-16,100,27.0,,0.27,27.0
2019-01-17,0,27.0,,0.27,0.0
2019-01-18,0,27.0,,0.27,0.0
2019-01-19,0,27.0,,0.27,0.0
2019-01-20,0,27.0,,0.27,0.0
2019-01-21,0,27.0,,0.27,0.0
2019-01-22,0,27.0,,0.27,0.0
2019-01-23,0,27.0,,0.27,0.0
2019-01-24,0,27.0,,0.27,0.0
2019-01-25,0,27.0,,0.27,0.0
2019-01-26,0,27.0,,0.27,0.0
2019-01-27,0,27.0,,0.27,0.0
2019-01-28,0,27.0,,0.27,0.0
2019-01-29,0,27.0,,0.27,0.0
2019-01-30,0,27.0,,0.27,0.0
2019-01-31,0,27.0,,0.27,0.0
2019-02-01,0,14.0,False,0.14,0.0
2019-02-02,0,14.0,,0.14,0.0
2019-02-03,0,14.0,,0.14,0.0
2019-02-04,0,14.0,,0.14,0.0
2019-02-05,100,14.0,,0.14,14.000000000000002
2019-02-06,0,14.0,,0.14,0.0
2019-02-07,0,14.0,,0.14,0.0
2019-02-08,0,14.0,,0.14,0.0
2019-02-09,0,14.0,,0.14,0.0
2019-02-10,0,14.0,,0.14,0.0
2019-02-11,0,14.0,,0.14,0.0
2019-02-12,0,14.0,,0.14,0.0
2019-02-13,0,14.0,,0.14,0.0
2019-02-14,0,14.0,,0.14,0.0
2019-02-15,0,14.0,,0.14,0.0
2019-02-16,0,14.0,,0.14,0.0
2019-02-17,0,14.0,,0.14,0.0
2019-02-18,0,14.0,,0.14,0.0
2019-02-19,0,14.0,,0.14,0.0
2019-02-20,0,14.0,,0.14,0.0
2019-02-21,0,14.0,,0.14,0.0
2019-02-22,0,14.0,,0.14,0.0
2019-02-23,0,14.0,,0.14,0.0
2019-02-24,0,14.0,,0.14,0.0
2019-02-25,0,14.0,,0.14,0.0
2019-02-26,0,14.0,,0.14,0.0
2019-02-27,0,14.0,,0.14,0.0
2019-02-28,0,14.0,,0.14,0.0
2019-06-01,0,28.0,False,0.28,0.0
2019-06-02,0,28.0,,0.28,0.0
2019-06-03,0,28.0,,0.28,0.0
2019-06-04,0,28.0,,0.28,0.0
2019-06-05,0,28.0,,0.28,0.0
2019-06-06,0,28.0,,0.28,0.0
2019-06-07,0,28.0,,0.28,0.0
2019-06-08,0,28.0,,0.28,0.0
2019-06-09,100,28.0,,0.28,28.000000000000004
2019-06-10,0,28.0,,0.28,0.0
2019-06-11,0,28.0,,0.28,0.0
2019-06-12,0,28.0,,0.28,0.0
2019-06-13,0,28.0,,0.28,0.0
2019-06-14,0,28.0,,0.28,0.0
2019-06-15,0,28.0,,0.28,0.0
2019-06-16,0,28.0,,0.28,0.0
2019-06-17,0,28.0,,0.28,0.0
2019-06-18,0,28.0,,0.28,0.0
2019-06-19,0,28.0,,0.28,0.0
2019-06-20,0,28.0,,0.28,0.0
2019-06-21,88,28.0,,0.28,24.64
2019-06-22,0,28.0,,0.28,0.0
2019-06-23,0,28.0,,0.28,0.0
2019-06-24,0,28.0,,0.28,0.0
2019-06-25,0,28.0,,0.28,0.0
2019-06-26,0,28.0,,0.28,0.0
2019-06-27,0,28.0,,0.28,0.0
2019-06-28,0,28.0,,0.28,0.0
2019-06-29,0,28.0,,0.28,0.0
2019-06-30,0,28.0,,0.28,0.0
2019-07-01,0,28.0,False,0.28,0.0
2019-07-02,0,28.0,,0.28,0.0
2019-07-03,0,28.0,,0.28,0.0
2019-07-04,0,28.0,,0.28,0.0
2019-07-05,0,28.0,,0.28,0.0
2019-07-06,0,28.0,,0.28,0.0
2019-07-07,0,28.0,,0.28,0.0
2019-07-08,0,28.0,,0.28,0.0
2019-07-09,0,28.0,,0.28,0.0
2019-07-10,0,28.0,,0.28,0.0
2019-07-11,0,28.0,,0.28,0.0
2019-07-12,0,28.0,,0.28,0.0
2019-07-13,0,28.0,,0.28,0.0
2019-07-14,0,28.0,,0.28,0.0
2019-07-15,0,28.0,,0.28,0.0
2019-07-16,0,28.0,,0.28,0.0
2019-07-17,0,28.0,,0.28,0.0
2019-07-18,0,28.0,,0.28,0.0
2019-07-19,0,28.0,,0.28,0.0
2019-07-20,0,28.0,,0.28,0.0
2019-07-21,0,28.0,,0.28,0.0
2019-07-22,84,28.0,,0.28,23.520000000000003
2019-07-23,0,28.0,,0.28,0.0
2019-07-24,0,28.0,,0.28,0.0
2019-07-25,0,28.0,,0.28,0.0
2019-07-26,0,28.0,,0.28,0.0
2019-07-27,0,28.0,,0.28,0.0
2019-07-28,100,28.0,,0.28,28.000000000000004
2019-07-29,0,28.0,,0.28,0.0
2019-07-30,0,28.0,,0.28,0.0
2019-07-31,0,28.0,,0.28,0.0
2019-09-01,0,52.0,False,0.52,0.0
2019-09-02,0,52.0,,0.52,0.0
2019-09-03,0,52.0,,0.52,0.0
2019-09-04,0,52.0,,0.52,0.0
2019-09-05,100,52.0,,0.52,52.0
2019-09-06,100,52.0,,0.52,52.0
2019-09-07,0,52.0,,0.52,0.0
2019-09-08,0,52.0,,0.52,0.0
2019-09-09,0,52.0,,0.52,0.0
2019-09-10,0,52.0,,0.52,0.0
2019-09-11,0,52.0,,0.52,0.0
2019-09-12,100,52.0,,0.52,52.0
2019-09-13,0,52.0,,0.52,0.0
2019-09-14,0,52.0,,0.52,0.0
2019-09-15,0,52.0,,0.52,0.0
2019-09-16,0,52.0,,0.52,0.0
2019-09-17,0,52.0,,0.52,0.0
2019-09-18,0,52.0,,0.52,0.0
2019-09-19,0,52.0,,0.52,0.0
2019-09-20,0,52.0,,0.52,0.0
2019-09-21,0,52.0,,0.52,0.0
2019-09-22,0,52.0,,0.52,0.0
2019-09-23,98,52.0,,0.52,50.96
2019-09-24,0,52.0,,0.52,0.0
2019-09-25,0,52.0,,0.52,0.0
2019-09-26,0,52.0,,0.52,0.0
2019-09-27,0,52.0,,0.52,0.0
2019-09-28,0,52.0,,0.52,0.0
2019-09-29,0,52.0,,0.52,0.0
2019-09-30,0,52.0,,0.52,0.0
2019-11-01,0,13.0,False,0.13,0.0
2019-11-02,0,13.0,,0.13,0.0
2019-11-03,100,13.0,,0.13,13.0
2019-11-04,0,13.0,,0.13,0.0
2019-11-05,0,13.0,,0.13,0.0
2019-11-06,0,13.0,,0.13,0.0
2019-11-07,0,13.0,,0.13,0.0
2019-11-08,0,13.0,,0.13,0.0
2019-11-09,0,13.0,,0.13,0.0
2019-11-10,0,13.0,,0.13,0.0
2019-11-11,0,13.0,,0.13,0.0
2019-11-12,0,13.0,,0.13,0.0
2019-11-13,0,13.0,,0.13,0.0
2019-11-14,0,13.0,,0.13,0.0
2019-11-15,0,13.0,,0.13,0.0
2019-11-16,0,13.0,,0.13,0.0
2019-11-17,0,13.0,,0.13,0.0
2019-11-18,0,13.0,,0.13,0.0
2019-11-19,0,13.0,,0.13,0.0
2019-11-20,0,13.0,,0.13,0.0
2019-11-21,0,13.0,,0.13,0.0
2019-11-22,0,13.0,,0.13,0.0
2019-11-23,0,13.0,,0.13,0.0
2019-11-24,0,13.0,,0.13,0.0
2019-11-25,0,13.0,,0.13,0.0
2019-11-26,0,13.0,,0.13,0.0
2019-11-27,0,13.0,,0.13,0.0
2019-11-28,0,13.0,,0.13,0.0
2019-11-29,0,13.0,,0.13,0.0
2019-11-30,0,13.0,,0.13,0.0
2019-12-01,0,13.0,False,0.13,0.0
2019-12-02,0,13.0,,0.13,0.0
2019-12-03,0,13.0,,0.13,0.0
2019-12-04,0,13.0,,0.13,0.0
2019-12-05,0,13.0,,0.13,0.0
2019-12-06,0,13.0,,0.13,0.0
2019-12-07,0,13.0,,0.13,0.0
2019-12-08,0,13.0,,0.13,0.0
2019-12-09,0,13.0,,0.13,0.0
2019-12-10,0,13.0,,0.13,0.0
2019-12-11,0,13.0,,0.13,0.0
2019-12-12,0,13.0,,0.13,0.0
2019-12-13,0,13.0,,0.13,0.0
2019-12-14,0,13.0,,0.13,0.0
2019-12-15,0,13.0,,0.13,0.0
2019-12-16,0,13.0,,0.13,0.0
2019-12-17,0,13.0,,0.13,0.0
2019-12-18,0,13.0,,0.13,0.0
2019-12-19,0,13.0,,0.13,0.0
2019-12-20,0,13.0,,0.13,0.0
2019-12-21,0,13.0,,0.13,0.0
2019-12-22,0,13.0,,0.13,0.0
2019-12-23,0,13.0,,0.13,0.0
2019-12-24,0,13.0,,0.13,0.0
2019-12-25,0,13.0,,0.13,0.0
2019-12-26,0,13.0,,0.13,0.0
2019-12-27,0,13.0,,0.13,0.0
2019-12-28,0,13.0,,0.13,0.0
2019-12-29,0,13.0,,0.13,0.0
2019-12-30,100,13.0,,0.13,13.0
2019-12-31,0,13.0,,0.13,0.0
2020-01-01,0,24.0,False,0.24,0.0
2020-01-02,0,24.0,,0.24,0.0
2020-01-03,0,24.0,,0.24,0.0
2020-01-04,0,24.0,,0.24,0.0
2020-01-05,0,24.0,,0.24,0.0
2020-01-06,0,24.0,,0.24,0.0
2020-01-07,0,24.0,,0.24,0.0
2020-01-08,0,24.0,,0.24,0.0
2020-01-09,0,24.0,,0.24,0.0
2020-01-10,0,24.0,,0.24,0.0
2020-01-11,0,24.0,,0.24,0.0
2020-01-12,0,24.0,,0.24,0.0
2020-01-13,0,24.0,,0.24,0.0
2020-01-14,0,24.0,,0.24,0.0
2020-01-15,0,24.0,,0.24,0.0
2020-01-16,0,24.0,,0.24,0.0
2020-01-17,100,24.0,,0.24,24.0
2020-01-18,0,24.0,,0.24,0.0
2020-01-19,0,24.0,,0.24,0.0
2020-01-20,0,24.0,,0.24,0.0
2020-01-21,0,24.0,,0.24,0.0
2020-01-22,99,24.0,,0.24,23.759999999999998
2020-01-23,0,24.0,,0.24,0.0
2020-01-24,0,24.0,,0.24,0.0
2020-01-25,0,24.0,,0.24,0.0
2020-01-26,0,24.0,,0.24,0.0
2020-01-27,0,24.0,,0.24,0.0
2020-01-28,0,24.0,,0.24,0.0
2020-01-29,0,24.0,,0.24,0.0
2020-01-30,0,24.0,,0.24,0.0
2020-01-31,0,24.0,,0.24,0.0
2020-03-01,0,11.0,False,0.11,0.0
2020-03-02,0,11.0,,0.11,0.0
2020-03-03,0,11.0,,0.11,0.0
2020-03-04,0,11.0,,0.11,0.0
2020-03-05,0,11.0,,0.11,0.0
2020-03-06,0,11.0,,0.11,0.0
2020-03-07,0,11.0,,0.11,0.0
2020-03-08,0,11.0,,0.11,0.0
2020-03-09,0,11.0,,0.11,0.0
2020-03-10,0,11.0,,0.11,0.0
2020-03-11,0,11.0,,0.11,0.0
2020-03-12,0,11.0,,0.11,0.0
2020-03-13,0,11.0,,0.11,0.0
2020-03-14,0,11.0,,0.11,0.0
2020-03-15,0,11.0,,0.11,0.0
2020-03-16,100,11.0,,0.11,11.0
2020-03-17,0,11.0,,0.11,0.0
2020-03-18,0,11.0,,0.11,0.0
2020-03-19,0,11.0,,0.11,0.0
2020-03-20,0,11.0,,0.11,0.0
2020-03-21,0,11.0,,0.11,0.0
2020-03-22,0,11.0,,0.11,0.0
2020-03-23,0,11.0,,0.11,0.0
2020-03-24,0,11.0,,0.11,0.0
2020-03-25,0,11.0,,0.11,0.0
2020-03-26,0,11.0,,0.11,0.0
2020-03-27,0,11.0,,0.11,0.0
2020-03-28,0,11.0,,0.11,0.0
2020-03-29,0,11.0,,0.11,0.0
2020-03-30,0,11.0,,0.11,0.0
2020-03-31,0,11.0,,0.11,0.0
2020-04-01,0,11.0,False,0.11,0.0
2020-04-02,0,11.0,,0.11,0.0
2020-04-03,0,11.0,,0.11,0.0
2020-04-04,0,11.0,,0.11,0.0
2020-04-05,0,11.0,,0.11,0.0
2020-04-06,0,11.0,,0.11,0.0
2020-04-07,100,11.0,,0.11,11.0
2020-04-08,0,11.0,,0.11,0.0
2020-04-09,0,11.0,,0.11,0.0
2020-04-10,0,11.0,,0.11,0.0
2020-04-11,0,11.0,,0.11,0.0
2020-04-12,0,11.0,,0.11,0.0
2020-04-13,0,11.0,,0.11,0.0
2020-04-14,0,11.0,,0.11,0.0
2020-04-15,0,11.0,,0.11,0.0
2020-04-16,0,11.0,,0.11,0.0
2020-04-17,0,11.0,,0.11,0.0
2020-04-18,0,11.0,,0.11,0.0
2020-04-19,0,11.0,,0.11,0.0
2020-04-20,0,11.0,,0.11,0.0
2020-04-21,0,11.0,,0.11,0.0
2020-04-22,0,11.0,,0.11,0.0
2020-04-23,0,11.0,,0.11,0.0
2020-04-24,0,11.0,,0.11,0.0
2020-04-25,0,11.0,,0.11,0.0
2020-04-26,0,11.0,,0.11,0.0
2020-04-27,0,11.0,,0.11,0.0
2020-04-28,0,11.0,,0.11,0.0
2020-04-29,0,11.0,,0.11,0.0
2020-04-30,0,11.0,,0.11,0.0
2020-07-01,0,12.0,False,0.12,0.0
2020-07-02,0,12.0,,0.12,0.0
2020-07-03,0,12.0,,0.12,0.0
2020-07-04,0,12.0,,0.12,0.0
2020-07-05,0,12.0,,0.12,0.0
2020-07-06,0,12.0,,0.12,0.0
2020-07-07,0,12.0,,0.12,0.0
2020-07-08,0,12.0,,0.12,0.0
2020-07-09,0,12.0,,0.12,0.0
2020-07-10,0,12.0,,0.12,0.0
2020-07-11,0,12.0,,0.12,0.0
2020-07-12,0,12.0,,0.12,0.0
2020-07-13,0,12.0,,0.12,0.0
2020-07-14,0,12.0,,0.12,0.0
2020-07-15,0,12.0,,0.12,0.0
2020-07-16,0,12.0,,0.12,0.0
2020-07-17,0,12.0,,0.12,0.0
2020-07-18,0,12.0,,0.12,0.0
2020-07-19,0,12.0,,0.12,0.0
2020-07-20,0,12.0,,0.12,0.0
2020-07-21,0,12.0,,0.12,0.0
2020-07-22,0,12.0,,0.12,0.0
2020-07-23,0,12.0,,0.12,0.0
2020-07-24,0,12.0,,0.12,0.0
2020-07-25,0,12.0,,0.12,0.0
2020-07-26,0,12.0,,0.12,0.0
2020-07-27,0,12.0,,0.12,0.0
2020-07-28,0,12.0,,0.12,0.0
2020-07-29,100,12.0,,0.12,12.0
2020-07-30,0,12.0,,0.12,0.0
2020-07-31,0,12.0,,0.12,0.0
2020-08-01,0,12.0,False,0.12,0.0
2020-08-02,0,12.0,,0.12,0.0
2020-08-03,0,12.0,,0.12,0.0
2020-08-04,0,12.0,,0.12,0.0
2020-08-05,0,12.0,,0.12,0.0
2020-08-06,0,12.0,,0.12,0.0
2020-08-07,0,12.0,,0.12,0.0
2020-08-08,0,12.0,,0.12,0.0
2020-08-09,0,12.0,,0.12,0.0
2020-08-10,0,12.0,,0.12,0.0
2020-08-11,0,12.0,,0.12,0.0
2020-08-12,0,12.0,,0.12,0.0
2020-08-13,0,12.0,,0.12,0.0
2020-08-14,0,12.0,,0.12,0.0
2020-08-15,0,12.0,,0.12,0.0
2020-08-16,0,12.0,,0.12,0.0
2020-08-17,100,12.0,,0.12,12.0
2020-08-18,0,12.0,,0.12,0.0
2020-08-19,0,12.0,,0.12,0.0
2020-08-20,0,12.0,,0.12,0.0
2020-08-21,0,12.0,,0.12,0.0
2020-08-22,0,12.0,,0.12,0.0
2020-08-23,0,12.0,,0.12,0.0
2020-08-24,0,12.0,,0.12,0.0
2020-08-25,0,12.0,,0.12,0.0
2020-08-26,0,12.0,,0.12,0.0
2020-08-27,0,12.0,,0.12,0.0
2020-08-28,0,12.0,,0.12,0.0
2020-08-29,0,12.0,,0.12,0.0
2020-08-30,0,12.0,,0.12,0.0
2020-08-31,0,12.0,,0.12,0.0
2020-12-01,0,13.0,False,0.13,0.0
2020-12-02,0,13.0,,0.13,0.0
2020-12-03,0,13.0,,0.13,0.0
2020-12-04,0,13.0,,0.13,0.0
2020-12-05,0,13.0,,0.13,0.0
2020-12-06,0,13.0,,0.13,0.0
2020-12-07,0,13.0,,0.13,0.0
2020-12-08,0,13.0,,0.13,0.0
2020-12-09,0,13.0,,0.13,0.0
2020-12-10,0,13.0,,0.13,0.0
2020-12-11,0,13.0,,0.13,0.0
2020-12-12,0,13.0,,0.13,0.0
2020-12-13,0,13.0,,0.13,0.0
2020-12-14,0,13.0,,0.13,0.0
2020-12-15,0,13.0,,0.13,0.0
2020-12-16,0,13.0,,0.13,0.0
2020-12-17,0,13.0,,0.13,0.0
2020-12-18,0,13.0,,0.13,0.0
2020-12-19,100,13.0,,0.13,13.0
2020-12-20,0,13.0,,0.13,0.0
2020-12-21,0,13.0,,0.13,0.0
2020-12-22,0,13.0,,0.13,0.0
2020-12-23,0,13.0,,0.13,0.0
2020-12-24,0,13.0,,0.13,0.0
2020-12-25,0,13.0,,0.13,0.0
2020-12-26,0,13.0,,0.13,0.0
2020-12-27,0,13.0,,0.13,0.0
2020-12-28,0,13.0,,0.13,0.0
2020-12-29,0,13.0,,0.13,0.0
2020-12-30,0,13.0,,0.13,0.0
2020-12-31,0,13.0,,0.13,0.0
2021-04-01,0,13.0,False,0.13,0.0
2021-04-02,0,13.0,,0.13,0.0
2021-04-03,0,13.0,,0.13,0.0
2021-04-04,0,13.0,,0.13,0.0
2021-04-05,0,13.0,,0.13,0.0
2021-04-06,0,13.0,,0.13,0.0
2021-04-07,0,13.0,,0.13,0.0
2021-04-08,0,13.0,,0.13,0.0
2021-04-09,0,13.0,,0.13,0.0
2021-04-10,0,13.0,,0.13,0.0
2021-04-11,0,13.0,,0.13,0.0
2021-04-12,100,13.0,,0.13,13.0
2021-04-13,0,13.0,,0.13,0.0
2021-04-14,0,13.0,,0.13,0.0
2021-04-15,0,13.0,,0.13,0.0
2021-04-16,0,13.0,,0.13,0.0
2021-04-17,0,13.0,,0.13,0.0
2021-04-18,0,13.0,,0.13,0.0
2021-04-19,0,13.0,,0.13,0.0
2021-04-20,0,13.0,,0.13,0.0
2021-04-21,0,13.0,,0.13,0.0
2021-04-22,0,13.0,,0.13,0.0
2021-04-23,0,13.0,,0.13,0.0
2021-04-24,0,13.0,,0.13,0.0
2021-04-25,0,13.0,,0.13,0.0
2021-04-26,0,13.0,,0.13,0.0
2021-04-27,0,13.0,,0.13,0.0
2021-04-28,0,13.0,,0.13,0.0
2021-04-29,0,13.0,,0.13,0.0
2021-04-30,0,13.0,,0.13,0.0
2021-07-01,100,13.0,False,0.13,13.0
2021-07-02,0,13.0,,0.13,0.0
2021-07-03,0,13.0,,0.13,0.0
2021-07-04,0,13.0,,0.13,0.0
2021-07-05,0,13.0,,0.13,0.0
2021-07-06,0,13.0,,0.13,0.0
2021-07-07,0,13.0,,0.13,0.0
2021-07-08,0,13.0,,0.13,0.0
2021-07-09,0,13.0,,0.13,0.0
2021-07-10,0,13.0,,0.13,0.0
2021-07-11,0,13.0,,0.13,0.0
2021-07-12,0,13.0,,0.13,0.0
2021-07-13,0,13.0,,0.13,0.0
2021-07-14,0,13.0,,0.13,0.0
2021-07-15,0,13.0,,0.13,0.0
2021-07-16,0,13.0,,0.13,0.0
2021-07-17,0,13.0,,0.13,0.0
2021-07-18,0,13.0,,0.13,0.0
2021-07-19,0,13.0,,0.13,0.0
2021-07-20,0,13.0,,0.13,0.0
2021-07-21,0,13.0,,0.13,0.0
2021-07-22,0,13.0,,0.13,0.0
2021-07-23,0,13.0,,0.13,0.0
2021-07-24,0,13.0,,0.13,0.0
2021-07-25,0,13.0,,0.13,0.0
2021-07-26,0,13.0,,0.13,0.0
2021-07-27,0,13.0,,0.13,0.0
2021-07-28,0,13.0,,0.13,0.0
2021-07-29,0,13.0,,0.13,0.0
2021-07-30,0,13.0,,0.13,0.0
2021-07-31,0,13.0,,0.13,0.0
2021-08-01,0,13.0,False,0.13,0.0
2021-08-02,0,13.0,,0.13,0.0
2021-08-03,0,13.0,,0.13,0.0
2021-08-04,0,13.0,,0.13,0.0
2021-08-05,0,13.0,,0.13,0.0
2021-08-06,0,13.0,,0.13,0.0
2021-08-07,0,13.0,,0.13,0.0
2021-08-08,0,13.0,,0.13,0.0
2021-08-09,0,13.0,,0.13,0.0
2021-08-10,0,13.0,,0.13,0.0
2021-08-11,0,13.0,,0.13,0.0
2021-08-12,0,13.0,,0.13,0.0
2021-08-13,0,13.0,,0.13,0.0
2021-08-14,0,13.0,,0.13,0.0
2021-08-15,0,13.0,,0.13,0.0
2021-08-16,0,13.0,,0.13,0.0
2021-08-17,0,13.0,,0.13,0.0
2021-08-18,0,13.0,,0.13,0.0
2021-08-19,0,13.0,,0.13,0.0
2021-08-20,0,13.0,,0.13,0.0
2021-08-21,0,13.0,,0.13,0.0
2021-08-22,0,13.0,,0.13,0.0
2021-08-23,0,13.0,,0.13,0.0
2021-08-24,0,13.0,,0.13,0.0
2021-08-25,0,13.0,,0.13,0.0
2021-08-26,0,13.0,,0.13,0.0
2021-08-27,0,13.0,,0.13,0.0
2021-08-28,0,13.0,,0.13,0.0
2021-08-29,0,13.0,,0.13,0.0
2021-08-30,0,13.0,,0.13,0.0
2021-08-31,100,13.0,,0.13,13.0
2021-11-01,0,100.0,False,1.0,0.0
2021-11-02,0,100.0,,1.0,0.0
2021-11-03,0,100.0,,1.0,0.0
2021-11-04,0,100.0,,1.0,0.0
2021-11-05,55,100.0,,1.0,55.0
2021-11-06,0,100.0,,1.0,0.0
2021-11-07,0,100.0,,1.0,0.0
2021-11-08,0,100.0,,1.0,0.0
2021-11-09,0,100.0,,1.0,0.0
2021-11-10,0,100.0,,1.0,0.0
2021-11-11,0,100.0,,1.0,0.0
2021-11-12,0,100.0,,1.0,0.0
2021-11-13,0,100.0,,1.0,0.0
2021-11-14,0,100.0,,1.0,0.0
2021-11-15,0,100.0,,1.0,0.0
2021-11-16,0,100.0,,1.0,0.0
2021-11-17,0,100.0,,1.0,0.0
2021-11-18,0,100.0,,1.0,0.0
2021-11-19,0,100.0,,1.0,0.0
2021-11-20,0,100.0,,1.0,0.0
2021-11-21,0,100.0,,1.0,0.0
2021-11-22,54,100.0,,1.0,54.0
2021-11-23,55,100.0,,1.0,55.0
2021-11-24,0,100.0,,1.0,0.0
2021-11-25,58,100.0,,1.0,58.0
2021-11-26,0,100.0,,1.0,0.0
2021-11-27,0,100.0,,1.0,0.0
2021-11-28,0,100.0,,1.0,0.0
2021-11-29,100,100.0,,1.0,100.0
2021-11-30,50,100.0,,1.0,50.0
2021-12-01,100,42.0,False,0.42,42.0
2021-12-02,0,42.0,,0.42,0.0
2021-12-03,0,42.0,,0.42,0.0
2021-12-04,0,42.0,,0.42,0.0
2021-12-05,0,42.0,,0.42,0.0
2021-12-06,0,42.0,,0.42,0.0
2021-12-07,0,42.0,,0.42,0.0
2021-12-08,0,42.0,,0.42,0.0
2021-12-09,0,42.0,,0.42,0.0
2021-12-10,0,42.0,,0.42,0.0
2021-12-11,0,42.0,,0.42,0.0
2021-12-12,0,42.0,,0.42,0.0
2021-12-13,0,42.0,,0.42,0.0
2021-12-14,0,42.0,,0.42,0.0
2021-12-15,0,42.0,,0.42,0.0
2021-12-16,0,42.0,,0.42,0.0
2021-12-17,0,42.0,,0.42,0.0
2021-12-18,0,42.0,,0.42,0.0
2021-12-19,0,42.0,,0.42,0.0
2021-12-20,0,42.0,,0.42,0.0
2021-12-21,0,42.0,,0.42,0.0
2021-12-22,0,42.0,,0.42,0.0
2021-12-23,0,42.0,,0.42,0.0
2021-12-24,0,42.0,,0.42,0.0
2021-12-25,0,42.0,,0.42,0.0
2021-12-26,0,42.0,,0.42,0.0
2021-12-27,0,42.0,,0.42,0.0
2021-12-28,0,42.0,,0.42,0.0
2021-12-29,0,42.0,,0.42,0.0
2021-12-30,0,42.0,,0.42,0.0
2021-12-31,0,42.0,,0.42,0.0
