date,EVER_unscaled,EVER_monthly,isPartial,scale,EVER
2017-12-28,85,81.0,,0.81,68.85000000000001
2017-12-29,85,81.0,,0.81,68.85000000000001
2017-12-30,89,81.0,,0.81,72.09
2017-12-31,98,81.0,,0.81,79.38000000000001
2018-01-01,93,83.0,False,0.83,77.19
2018-01-02,80,83.0,,0.83,66.39999999999999
2018-01-03,79,83.0,,0.83,65.57
2018-01-04,79,83.0,,0.83,65.57
2018-01-05,80,83.0,,0.83,66.39999999999999
2018-01-06,87,83.0,,0.83,72.21
2018-01-07,94,83.0,,0.83,78.02
2018-01-08,78,83.0,,0.83,64.74
2018-01-09,76,83.0,,0.83,63.08
2018-01-10,76,83.0,,0.83,63.08
2018-01-11,75,83.0,,0.83,62.25
2018-01-12,75,83.0,,0.83,62.25
2018-01-13,84,83.0,,0.83,69.72
2018-01-14,98,83.0,,0.83,81.33999999999999
2018-01-15,86,83.0,,0.83,71.38
2018-01-16,78,83.0,,0.83,64.74
2018-01-17,80,83.0,,0.83,66.39999999999999
2018-01-18,79,83.0,,0.83,65.57
2018-01-19,79,83.0,,0.83,65.57
2018-01-20,89,83.0,,0.83,73.86999999999999
2018-01-21,100,83.0,,0.83,83.0
2018-01-22,90,83.0,,0.83,74.7
2018-01-23,79,83.0,,0.83,65.57
2018-01-24,76,83.0,,0.83,63.08
2018-01-25,79,83.0,,0.83,65.57
2018-01-26,77,83.0,,0.83,63.91
2018-01-27,84,83.0,,0.83,69.72
2018-01-28,94,83.0,,0.83,78.02
2018-01-29,78,83.0,,0.83,64.74
2018-01-30,75,83.0,,0.83,62.25
2018-01-31,79,83.0,,0.83,65.57
2018-02-01,68,84.0,False,0.84,57.12
2018-02-02,71,84.0,,0.84,59.64
2018-02-03,81,84.0,,0.84,68.03999999999999
2018-02-04,96,84.0,,0.84,80.64
2018-02-05,100,84.0,,0.84,84.0
2018-02-06,71,84.0,,0.84,59.64
2018-02-07,70,84.0,,0.84,58.8
2018-02-08,70,84.0,,0.84,58.8
2018-02-09,68,84.0,,0.84,57.12
2018-02-10,78,84.0,,0.84,65.52
2018-02-11,82,84.0,,0.84,68.88
2018-02-12,71,84.0,,0.84,59.64
2018-02-13,71,84.0,,0.84,59.64
2018-02-14,71,84.0,,0.84,59.64
2018-02-15,75,84.0,,0.84,63.0
2018-02-16,71,84.0,,0.84,59.64
2018-02-17,78,84.0,,0.84,65.52
2018-02-18,81,84.0,,0.84,68.03999999999999
2018-02-19,76,84.0,,0.84,63.839999999999996
2018-02-20,73,84.0,,0.84,61.32
2018-02-21,71,84.0,,0.84,59.64
2018-02-22,71,84.0,,0.84,59.64
2018-02-23,75,84.0,,0.84,63.0
2018-02-24,74,84.0,,0.84,62.16
2018-02-25,84,84.0,,0.84,70.56
2018-02-26,72,84.0,,0.84,60.48
2018-02-27,72,84.0,,0.84,60.48
2018-02-28,69,84.0,,0.84,57.96
2018-03-01,80,77.0,False,0.77,61.6
2018-03-02,77,77.0,,0.77,59.29
2018-03-03,86,77.0,,0.77,66.22
2018-03-04,91,77.0,,0.77,70.07000000000001
2018-03-05,88,77.0,,0.77,67.76
2018-03-06,81,77.0,,0.77,62.370000000000005
2018-03-07,81,77.0,,0.77,62.370000000000005
2018-03-08,81,77.0,,0.77,62.370000000000005
2018-03-09,79,77.0,,0.77,60.83
2018-03-10,89,77.0,,0.77,68.53
2018-03-11,89,77.0,,0.77,68.53
2018-03-12,82,77.0,,0.77,63.14
2018-03-13,82,77.0,,0.77,63.14
2018-03-14,83,77.0,,0.77,63.910000000000004
2018-03-15,84,77.0,,0.77,64.68
2018-03-16,79,77.0,,0.77,60.83
2018-03-17,100,77.0,,0.77,77.0
2018-03-18,92,77.0,,0.77,70.84
2018-03-19,78,77.0,,0.77,60.06
2018-03-20,78,77.0,,0.77,60.06
2018-03-21,81,77.0,,0.77,62.370000000000005
2018-03-22,81,77.0,,0.77,62.370000000000005
2018-03-23,80,77.0,,0.77,61.6
2018-03-24,85,77.0,,0.77,65.45
2018-03-25,97,77.0,,0.77,74.69
2018-03-26,81,77.0,,0.77,62.370000000000005
2018-03-27,81,77.0,,0.77,62.370000000000005
2018-03-28,79,77.0,,0.77,60.83
2018-03-29,84,77.0,,0.77,64.68
2018-03-30,83,77.0,,0.77,63.910000000000004
2018-03-31,93,77.0,,0.77,71.61
2018-04-01,100,77.0,False,0.77,77.0
2018-04-02,77,77.0,,0.77,59.29
2018-04-03,80,77.0,,0.77,61.6
2018-04-04,76,77.0,,0.77,58.52
2018-04-05,78,77.0,,0.77,60.06
2018-04-06,80,77.0,,0.77,61.6
2018-04-07,86,77.0,,0.77,66.22
2018-04-08,95,77.0,,0.77,73.15
2018-04-09,81,77.0,,0.77,62.370000000000005
2018-04-10,79,77.0,,0.77,60.83
2018-04-11,76,77.0,,0.77,58.52
2018-04-12,77,77.0,,0.77,59.29
2018-04-13,76,77.0,,0.77,58.52
2018-04-14,81,77.0,,0.77,62.370000000000005
2018-04-15,88,77.0,,0.77,67.76
2018-04-16,76,77.0,,0.77,58.52
2018-04-17,77,77.0,,0.77,59.29
2018-04-18,75,77.0,,0.77,57.75
2018-04-19,76,77.0,,0.77,58.52
2018-04-20,76,77.0,,0.77,58.52
2018-04-21,80,77.0,,0.77,61.6
2018-04-22,84,77.0,,0.77,64.68
2018-04-23,78,77.0,,0.77,60.06
2018-04-24,78,77.0,,0.77,60.06
2018-04-25,76,77.0,,0.77,58.52
2018-04-26,73,77.0,,0.77,56.21
2018-04-27,73,77.0,,0.77,56.21
2018-04-28,80,77.0,,0.77,61.6
2018-04-29,87,77.0,,0.77,66.99
2018-04-30,76,77.0,,0.77,58.52
2018-05-01,80,76.0,False,0.76,60.8
2018-05-02,81,76.0,,0.76,61.56
2018-05-03,83,76.0,,0.76,63.08
2018-05-04,81,76.0,,0.76,61.56
2018-05-05,91,76.0,,0.76,69.16
2018-05-06,95,76.0,,0.76,72.2
2018-05-07,84,76.0,,0.76,63.84
2018-05-08,82,76.0,,0.76,62.32
2018-05-09,80,76.0,,0.76,60.8
2018-05-10,81,76.0,,0.76,61.56
2018-05-11,82,76.0,,0.76,62.32
2018-05-12,86,76.0,,0.76,65.36
2018-05-13,93,76.0,,0.76,70.68
2018-05-14,81,76.0,,0.76,61.56
2018-05-15,80,76.0,,0.76,60.8
2018-05-16,76,76.0,,0.76,57.76
2018-05-17,81,76.0,,0.76,61.56
2018-05-18,82,76.0,,0.76,62.32
2018-05-19,91,76.0,,0.76,69.16
2018-05-20,98,76.0,,0.76,74.48
2018-05-21,87,76.0,,0.76,66.12
2018-05-22,83,76.0,,0.76,63.08
2018-05-23,79,76.0,,0.76,60.04
2018-05-24,84,76.0,,0.76,63.84
2018-05-25,82,76.0,,0.76,62.32
2018-05-26,87,76.0,,0.76,66.12
2018-05-27,94,76.0,,0.76,71.44
2018-05-28,100,76.0,,0.76,76.0
2018-05-29,84,76.0,,0.76,63.84
2018-05-30,79,76.0,,0.76,60.04
2018-05-31,82,76.0,,0.76,62.32
2018-06-01,80,76.0,False,0.76,60.8
2018-06-02,88,76.0,,0.76,66.88
2018-06-03,93,76.0,,0.76,70.68
2018-06-04,83,76.0,,0.76,63.08
2018-06-05,79,76.0,,0.76,60.04
2018-06-06,82,76.0,,0.76,62.32
2018-06-07,86,76.0,,0.76,65.36
2018-06-08,85,76.0,,0.76,64.6
2018-06-09,95,76.0,,0.76,72.2
2018-06-10,99,76.0,,0.76,75.24
2018-06-11,83,76.0,,0.76,63.08
2018-06-12,77,76.0,,0.76,58.52
2018-06-13,80,76.0,,0.76,60.8
2018-06-14,82,76.0,,0.76,62.32
2018-06-15,81,76.0,,0.76,61.56
2018-06-16,91,76.0,,0.76,69.16
2018-06-17,100,76.0,,0.76,76.0
2018-06-18,78,76.0,,0.76,59.28
2018-06-19,78,76.0,,0.76,59.28
2018-06-20,79,76.0,,0.76,60.04
2018-06-21,80,76.0,,0.76,60.8
2018-06-22,78,76.0,,0.76,59.28
2018-06-23,90,76.0,,0.76,68.4
2018-06-24,94,76.0,,0.76,71.44
2018-06-25,79,76.0,,0.76,60.04
2018-06-26,80,76.0,,0.76,60.8
2018-06-27,79,76.0,,0.76,60.04
2018-06-28,82,76.0,,0.76,62.32
2018-06-29,79,76.0,,0.76,60.04
2018-06-30,88,76.0,,0.76,66.88
2018-07-01,88,81.0,False,0.81,71.28
2018-07-02,79,81.0,,0.81,63.99
2018-07-03,78,81.0,,0.81,63.18000000000001
2018-07-04,88,81.0,,0.81,71.28
2018-07-05,82,81.0,,0.81,66.42
2018-07-06,79,81.0,,0.81,63.99
2018-07-07,89,81.0,,0.81,72.09
2018-07-08,89,81.0,,0.81,72.09
2018-07-09,77,81.0,,0.81,62.370000000000005
2018-07-10,78,81.0,,0.81,63.18000000000001
2018-07-11,82,81.0,,0.81,66.42
2018-07-12,80,81.0,,0.81,64.80000000000001
2018-07-13,83,81.0,,0.81,67.23
2018-07-14,81,81.0,,0.81,65.61
2018-07-15,100,81.0,,0.81,81.0
2018-07-16,78,81.0,,0.81,63.18000000000001
2018-07-17,77,81.0,,0.81,62.370000000000005
2018-07-18,74,81.0,,0.81,59.940000000000005
2018-07-19,80,81.0,,0.81,64.80000000000001
2018-07-20,75,81.0,,0.81,60.75000000000001
2018-07-21,83,81.0,,0.81,67.23
2018-07-22,87,81.0,,0.81,70.47
2018-07-23,76,81.0,,0.81,61.56
2018-07-24,79,81.0,,0.81,63.99
2018-07-25,77,81.0,,0.81,62.370000000000005
2018-07-26,77,81.0,,0.81,62.370000000000005
2018-07-27,78,81.0,,0.81,63.18000000000001
2018-07-28,84,81.0,,0.81,68.04
2018-07-29,92,81.0,,0.81,74.52000000000001
2018-07-30,79,81.0,,0.81,63.99
2018-07-31,73,81.0,,0.81,59.13
2018-08-01,85,74.0,False,0.74,62.9
2018-08-02,86,74.0,,0.74,63.64
2018-08-03,88,74.0,,0.74,65.12
2018-08-04,97,74.0,,0.74,71.78
2018-08-05,100,74.0,,0.74,74.0
2018-08-06,85,74.0,,0.74,62.9
2018-08-07,85,74.0,,0.74,62.9
2018-08-08,84,74.0,,0.74,62.16
2018-08-09,80,74.0,,0.74,59.2
2018-08-10,83,74.0,,0.74,61.42
2018-08-11,93,74.0,,0.74,68.82
2018-08-12,100,74.0,,0.74,74.0
2018-08-13,84,74.0,,0.74,62.16
2018-08-14,83,74.0,,0.74,61.42
2018-08-15,82,74.0,,0.74,60.68
2018-08-16,86,74.0,,0.74,63.64
2018-08-17,89,74.0,,0.74,65.86
2018-08-18,97,74.0,,0.74,71.78
2018-08-19,99,74.0,,0.74,73.26
2018-08-20,87,74.0,,0.74,64.38
2018-08-21,82,74.0,,0.74,60.68
2018-08-22,84,74.0,,0.74,62.16
2018-08-23,84,74.0,,0.74,62.16
2018-08-24,86,74.0,,0.74,63.64
2018-08-25,93,74.0,,0.74,68.82
2018-08-26,94,74.0,,0.74,69.56
2018-08-27,80,74.0,,0.74,59.2
2018-08-28,82,74.0,,0.74,60.68
2018-08-29,82,74.0,,0.74,60.68
2018-08-30,81,74.0,,0.74,59.94
2018-08-31,81,74.0,,0.74,59.94
2018-09-01,79,82.0,False,0.82,64.78
2018-09-02,82,82.0,,0.82,67.24
2018-09-03,82,82.0,,0.82,67.24
2018-09-04,69,82.0,,0.82,56.58
2018-09-05,68,82.0,,0.82,55.76
2018-09-06,71,82.0,,0.82,58.22
2018-09-07,72,82.0,,0.82,59.04
2018-09-08,84,82.0,,0.82,68.88
2018-09-09,85,82.0,,0.82,69.7
2018-09-10,75,82.0,,0.82,61.49999999999999
2018-09-11,76,82.0,,0.82,62.31999999999999
2018-09-12,75,82.0,,0.82,61.49999999999999
2018-09-13,77,82.0,,0.82,63.13999999999999
2018-09-14,72,82.0,,0.82,59.04
2018-09-15,79,82.0,,0.82,64.78
2018-09-16,84,82.0,,0.82,68.88
2018-09-17,73,82.0,,0.82,59.86
2018-09-18,74,82.0,,0.82,60.68
2018-09-19,76,82.0,,0.82,62.31999999999999
2018-09-20,72,82.0,,0.82,59.04
2018-09-21,80,82.0,,0.82,65.6
2018-09-22,100,82.0,,0.82,82.0
2018-09-23,100,82.0,,0.82,82.0
2018-09-24,83,82.0,,0.82,68.06
2018-09-25,79,82.0,,0.82,64.78
2018-09-26,76,82.0,,0.82,62.31999999999999
2018-09-27,75,82.0,,0.82,61.49999999999999
2018-09-28,75,82.0,,0.82,61.49999999999999
2018-09-29,85,82.0,,0.82,69.7
2018-09-30,90,82.0,,0.82,73.8
2018-10-01,75,82.0,False,0.82,61.49999999999999
2018-10-02,75,82.0,,0.82,61.49999999999999
2018-10-03,75,82.0,,0.82,61.49999999999999
2018-10-04,76,82.0,,0.82,62.31999999999999
2018-10-05,73,82.0,,0.82,59.86
2018-10-06,79,82.0,,0.82,64.78
2018-10-07,85,82.0,,0.82,69.7
2018-10-08,75,82.0,,0.82,61.49999999999999
2018-10-09,76,82.0,,0.82,62.31999999999999
2018-10-10,79,82.0,,0.82,64.78
2018-10-11,77,82.0,,0.82,63.13999999999999
2018-10-12,74,82.0,,0.82,60.68
2018-10-13,81,82.0,,0.82,66.42
2018-10-14,85,82.0,,0.82,69.7
2018-10-15,77,82.0,,0.82,63.13999999999999
2018-10-16,73,82.0,,0.82,59.86
2018-10-17,75,82.0,,0.82,61.49999999999999
2018-10-18,78,82.0,,0.82,63.959999999999994
2018-10-19,81,82.0,,0.82,66.42
2018-10-20,80,82.0,,0.82,65.6
2018-10-21,86,82.0,,0.82,70.52
2018-10-22,77,82.0,,0.82,63.13999999999999
2018-10-23,75,82.0,,0.82,61.49999999999999
2018-10-24,81,82.0,,0.82,66.42
2018-10-25,81,82.0,,0.82,66.42
2018-10-26,76,82.0,,0.82,62.31999999999999
2018-10-27,100,82.0,,0.82,82.0
2018-10-28,91,82.0,,0.82,74.61999999999999
2018-10-29,79,82.0,,0.82,64.78
2018-10-30,76,82.0,,0.82,62.31999999999999
2018-10-31,76,82.0,,0.82,62.31999999999999
2018-11-01,84,84.0,False,0.84,70.56
2018-11-02,86,84.0,,0.84,72.24
2018-11-03,97,84.0,,0.84,81.48
2018-11-04,100,84.0,,0.84,84.0
2018-11-05,83,84.0,,0.84,69.72
2018-11-06,81,84.0,,0.84,68.03999999999999
2018-11-07,74,84.0,,0.84,62.16
2018-11-08,86,84.0,,0.84,72.24
2018-11-09,89,84.0,,0.84,74.75999999999999
2018-11-10,93,84.0,,0.84,78.11999999999999
2018-11-11,99,84.0,,0.84,83.16
2018-11-12,87,84.0,,0.84,73.08
2018-11-13,86,84.0,,0.84,72.24
2018-11-14,81,84.0,,0.84,68.03999999999999
2018-11-15,83,84.0,,0.84,69.72
2018-11-16,85,84.0,,0.84,71.39999999999999
2018-11-17,94,84.0,,0.84,78.96
2018-11-18,96,84.0,,0.84,80.64
2018-11-19,86,84.0,,0.84,72.24
2018-11-20,89,84.0,,0.84,74.75999999999999
2018-11-21,86,84.0,,0.84,72.24
2018-11-22,99,84.0,,0.84,83.16
2018-11-23,81,84.0,,0.84,68.03999999999999
2018-11-24,89,84.0,,0.84,74.75999999999999
2018-11-25,90,84.0,,0.84,75.6
2018-11-26,73,84.0,,0.84,61.32
2018-11-27,78,84.0,,0.84,65.52
2018-11-28,79,84.0,,0.84,66.36
2018-11-29,83,84.0,,0.84,69.72
2018-11-30,84,84.0,,0.84,70.56
2018-12-01,87,82.0,False,0.82,71.33999999999999
2018-12-02,92,82.0,,0.82,75.44
2018-12-03,84,82.0,,0.82,68.88
2018-12-04,87,82.0,,0.82,71.33999999999999
2018-12-05,84,82.0,,0.82,68.88
2018-12-06,84,82.0,,0.82,68.88
2018-12-07,86,82.0,,0.82,70.52
2018-12-08,86,82.0,,0.82,70.52
2018-12-09,96,82.0,,0.82,78.72
2018-12-10,86,82.0,,0.82,70.52
2018-12-11,83,82.0,,0.82,68.06
2018-12-12,84,82.0,,0.82,68.88
2018-12-13,87,82.0,,0.82,71.33999999999999
2018-12-14,84,82.0,,0.82,68.88
2018-12-15,87,82.0,,0.82,71.33999999999999
2018-12-16,96,82.0,,0.82,78.72
2018-12-17,87,82.0,,0.82,71.33999999999999
2018-12-18,85,82.0,,0.82,69.7
2018-12-19,83,82.0,,0.82,68.06
2018-12-20,84,82.0,,0.82,68.88
2018-12-21,86,82.0,,0.82,70.52
2018-12-22,97,82.0,,0.82,79.53999999999999
2018-12-23,100,82.0,,0.82,82.0
2018-12-24,96,82.0,,0.82,78.72
2018-12-25,99,82.0,,0.82,81.17999999999999
2018-12-26,86,82.0,,0.82,70.52
2018-12-27,87,82.0,,0.82,71.33999999999999
2018-12-28,85,82.0,,0.82,69.7
2018-12-29,95,82.0,,0.82,77.89999999999999
2018-12-30,99,82.0,,0.82,81.17999999999999
2018-12-31,92,82.0,,0.82,75.44
2019-01-01,94,85.0,False,0.85,79.89999999999999
2019-01-02,79,85.0,,0.85,67.14999999999999
2019-01-03,79,85.0,,0.85,67.14999999999999
2019-01-04,80,85.0,,0.85,68.0
2019-01-05,87,85.0,,0.85,73.95
2019-01-06,94,85.0,,0.85,79.89999999999999
2019-01-07,79,85.0,,0.85,67.14999999999999
2019-01-08,77,85.0,,0.85,65.45
2019-01-09,78,85.0,,0.85,66.3
2019-01-10,78,85.0,,0.85,66.3
2019-01-11,79,85.0,,0.85,67.14999999999999
2019-01-12,87,85.0,,0.85,73.95
2019-01-13,97,85.0,,0.85,82.45
2019-01-14,84,85.0,,0.85,71.39999999999999
2019-01-15,78,85.0,,0.85,66.3
2019-01-16,77,85.0,,0.85,65.45
2019-01-17,82,85.0,,0.85,69.7
2019-01-18,77,85.0,,0.85,65.45
2019-01-19,85,85.0,,0.85,72.25
2019-01-20,100,85.0,,0.85,85.0
2019-01-21,89,85.0,,0.85,75.64999999999999
2019-01-22,85,85.0,,0.85,72.25
2019-01-23,79,85.0,,0.85,67.14999999999999
2019-01-24,83,85.0,,0.85,70.55
2019-01-25,83,85.0,,0.85,70.55
2019-01-26,90,85.0,,0.85,76.5
2019-01-27,100,85.0,,0.85,85.0
2019-01-28,79,85.0,,0.85,67.14999999999999
2019-01-29,83,85.0,,0.85,70.55
2019-01-30,86,85.0,,0.85,73.1
2019-01-31,87,85.0,,0.85,73.95
2019-02-01,72,83.0,False,0.83,59.76
2019-02-02,79,83.0,,0.83,65.57
2019-02-03,88,83.0,,0.83,73.03999999999999
2019-02-04,100,83.0,,0.83,83.0
2019-02-05,72,83.0,,0.83,59.76
2019-02-06,71,83.0,,0.83,58.93
2019-02-07,73,83.0,,0.83,60.589999999999996
2019-02-08,72,83.0,,0.83,59.76
2019-02-09,78,83.0,,0.83,64.74
2019-02-10,80,83.0,,0.83,66.39999999999999
2019-02-11,74,83.0,,0.83,61.419999999999995
2019-02-12,68,83.0,,0.83,56.44
2019-02-13,68,83.0,,0.83,56.44
2019-02-14,70,83.0,,0.83,58.099999999999994
2019-02-15,71,83.0,,0.83,58.93
2019-02-16,75,83.0,,0.83,62.25
2019-02-17,86,83.0,,0.83,71.38
2019-02-18,74,83.0,,0.83,61.419999999999995
2019-02-19,72,83.0,,0.83,59.76
2019-02-20,70,83.0,,0.83,58.099999999999994
2019-02-21,70,83.0,,0.83,58.099999999999994
2019-02-22,71,83.0,,0.83,58.93
2019-02-23,78,83.0,,0.83,64.74
2019-02-24,88,83.0,,0.83,73.03999999999999
2019-02-25,80,83.0,,0.83,66.39999999999999
2019-02-26,70,83.0,,0.83,58.099999999999994
2019-02-27,67,83.0,,0.83,55.61
2019-02-28,69,83.0,,0.83,57.269999999999996
2019-03-01,84,81.0,False,0.81,68.04
2019-03-02,94,81.0,,0.81,76.14
2019-03-03,99,81.0,,0.81,80.19000000000001
2019-03-04,89,81.0,,0.81,72.09
2019-03-05,91,81.0,,0.81,73.71000000000001
2019-03-06,83,81.0,,0.81,67.23
2019-03-07,86,81.0,,0.81,69.66000000000001
2019-03-08,85,81.0,,0.81,68.85000000000001
2019-03-09,91,81.0,,0.81,73.71000000000001
2019-03-10,95,81.0,,0.81,76.95
2019-03-11,84,81.0,,0.81,68.04
2019-03-12,82,81.0,,0.81,66.42
2019-03-13,83,81.0,,0.81,67.23
2019-03-14,82,81.0,,0.81,66.42
2019-03-15,80,81.0,,0.81,64.80000000000001
2019-03-16,86,81.0,,0.81,69.66000000000001
2019-03-17,96,81.0,,0.81,77.76
2019-03-18,83,81.0,,0.81,67.23
2019-03-19,88,81.0,,0.81,71.28
2019-03-20,88,81.0,,0.81,71.28
2019-03-21,89,81.0,,0.81,72.09
2019-03-22,89,81.0,,0.81,72.09
2019-03-23,90,81.0,,0.81,72.9
2019-03-24,100,81.0,,0.81,81.0
2019-03-25,87,81.0,,0.81,70.47
2019-03-26,87,81.0,,0.81,70.47
2019-03-27,81,81.0,,0.81,65.61
2019-03-28,83,81.0,,0.81,67.23
2019-03-29,79,81.0,,0.81,63.99
2019-03-30,90,81.0,,0.81,72.9
2019-03-31,100,81.0,,0.81,81.0
2019-04-01,79,74.0,False,0.74,58.46
2019-04-02,74,74.0,,0.74,54.76
2019-04-03,77,74.0,,0.74,56.98
2019-04-04,76,74.0,,0.74,56.24
2019-04-05,78,74.0,,0.74,57.72
2019-04-06,86,74.0,,0.74,63.64
2019-04-07,92,74.0,,0.74,68.08
2019-04-08,82,74.0,,0.74,60.68
2019-04-09,80,74.0,,0.74,59.2
2019-04-10,85,74.0,,0.74,62.9
2019-04-11,80,74.0,,0.74,59.2
2019-04-12,78,74.0,,0.74,57.72
2019-04-13,82,74.0,,0.74,60.68
2019-04-14,92,74.0,,0.74,68.08
2019-04-15,76,74.0,,0.74,56.24
2019-04-16,74,74.0,,0.74,54.76
2019-04-17,75,74.0,,0.74,55.5
2019-04-18,75,74.0,,0.74,55.5
2019-04-19,81,74.0,,0.74,59.94
2019-04-20,85,74.0,,0.74,62.9
2019-04-21,100,74.0,,0.74,74.0
2019-04-22,81,74.0,,0.74,59.94
2019-04-23,75,74.0,,0.74,55.5
2019-04-24,78,74.0,,0.74,57.72
2019-04-25,75,74.0,,0.74,55.5
2019-04-26,76,74.0,,0.74,56.24
2019-04-27,83,74.0,,0.74,61.42
2019-04-28,86,74.0,,0.74,63.64
2019-04-29,83,74.0,,0.74,61.42
2019-04-30,78,74.0,,0.74,57.72
2019-05-01,77,77.0,False,0.77,59.29
2019-05-02,78,77.0,,0.77,60.06
2019-05-03,76,77.0,,0.77,58.52
2019-05-04,86,77.0,,0.77,66.22
2019-05-05,100,77.0,,0.77,77.0
2019-05-06,91,77.0,,0.77,70.07000000000001
2019-05-07,83,77.0,,0.77,63.910000000000004
2019-05-08,84,77.0,,0.77,64.68
2019-05-09,83,77.0,,0.77,63.910000000000004
2019-05-10,85,77.0,,0.77,65.45
2019-05-11,86,77.0,,0.77,66.22
2019-05-12,96,77.0,,0.77,73.92
2019-05-13,84,77.0,,0.77,64.68
2019-05-14,82,77.0,,0.77,63.14
2019-05-15,79,77.0,,0.77,60.83
2019-05-16,79,77.0,,0.77,60.83
2019-05-17,76,77.0,,0.77,58.52
2019-05-18,81,77.0,,0.77,62.370000000000005
2019-05-19,89,77.0,,0.77,68.53
2019-05-20,81,77.0,,0.77,62.370000000000005
2019-05-21,79,77.0,,0.77,60.83
2019-05-22,81,77.0,,0.77,62.370000000000005
2019-05-23,78,77.0,,0.77,60.06
2019-05-24,76,77.0,,0.77,58.52
2019-05-25,80,77.0,,0.77,61.6
2019-05-26,87,77.0,,0.77,66.99
2019-05-27,86,77.0,,0.77,66.22
2019-05-28,80,77.0,,0.77,61.6
2019-05-29,79,77.0,,0.77,60.83
2019-05-30,77,77.0,,0.77,59.29
2019-05-31,76,77.0,,0.77,58.52
2019-06-01,91,71.0,False,0.71,64.61
2019-06-02,98,71.0,,0.71,69.58
2019-06-03,83,71.0,,0.71,58.93
2019-06-04,83,71.0,,0.71,58.93
2019-06-05,82,71.0,,0.71,58.22
2019-06-06,84,71.0,,0.71,59.64
2019-06-07,82,71.0,,0.71,58.22
2019-06-08,92,71.0,,0.71,65.32
2019-06-09,94,71.0,,0.71,66.74
2019-06-10,83,71.0,,0.71,58.93
2019-06-11,86,71.0,,0.71,61.059999999999995
2019-06-12,80,71.0,,0.71,56.8
2019-06-13,89,71.0,,0.71,63.19
2019-06-14,84,71.0,,0.71,59.64
2019-06-15,89,71.0,,0.71,63.19
2019-06-16,100,71.0,,0.71,71.0
2019-06-17,85,71.0,,0.71,60.349999999999994
2019-06-18,85,71.0,,0.71,60.349999999999994
2019-06-19,81,71.0,,0.71,57.51
2019-06-20,80,71.0,,0.71,56.8
2019-06-21,82,71.0,,0.71,58.22
2019-06-22,93,71.0,,0.71,66.03
2019-06-23,96,71.0,,0.71,68.16
2019-06-24,83,71.0,,0.71,58.93
2019-06-25,80,71.0,,0.71,56.8
2019-06-26,80,71.0,,0.71,56.8
2019-06-27,85,71.0,,0.71,60.349999999999994
2019-06-28,83,71.0,,0.71,58.93
2019-06-29,92,71.0,,0.71,65.32
2019-06-30,94,71.0,,0.71,66.74
2019-07-01,76,74.0,False,0.74,56.24
2019-07-02,76,74.0,,0.74,56.24
2019-07-03,79,74.0,,0.74,58.46
2019-07-04,83,74.0,,0.74,61.42
2019-07-05,83,74.0,,0.74,61.42
2019-07-06,100,74.0,,0.74,74.0
2019-07-07,89,74.0,,0.74,65.86
2019-07-08,77,74.0,,0.74,56.98
2019-07-09,79,74.0,,0.74,58.46
2019-07-10,76,74.0,,0.74,56.24
2019-07-11,76,74.0,,0.74,56.24
2019-07-12,79,74.0,,0.74,58.46
2019-07-13,84,74.0,,0.74,62.16
2019-07-14,93,74.0,,0.74,68.82
2019-07-15,79,74.0,,0.74,58.46
2019-07-16,73,74.0,,0.74,54.019999999999996
2019-07-17,74,74.0,,0.74,54.76
2019-07-18,75,74.0,,0.74,55.5
2019-07-19,73,74.0,,0.74,54.019999999999996
2019-07-20,78,74.0,,0.74,57.72
2019-07-21,92,74.0,,0.74,68.08
2019-07-22,85,74.0,,0.74,62.9
2019-07-23,76,74.0,,0.74,56.24
2019-07-24,77,74.0,,0.74,56.98
2019-07-25,75,74.0,,0.74,55.5
2019-07-26,74,74.0,,0.74,54.76
2019-07-27,86,74.0,,0.74,63.64
2019-07-28,87,74.0,,0.74,64.38
2019-07-29,72,74.0,,0.74,53.28
2019-07-30,75,74.0,,0.74,55.5
2019-07-31,76,74.0,,0.74,56.24
2019-08-01,79,68.0,False,0.68,53.720000000000006
2019-08-02,88,68.0,,0.68,59.84
2019-08-03,96,68.0,,0.68,65.28
2019-08-04,95,68.0,,0.68,64.60000000000001
2019-08-05,83,68.0,,0.68,56.440000000000005
2019-08-06,85,68.0,,0.68,57.800000000000004
2019-08-07,83,68.0,,0.68,56.440000000000005
2019-08-08,84,68.0,,0.68,57.120000000000005
2019-08-09,86,68.0,,0.68,58.480000000000004
2019-08-10,97,68.0,,0.68,65.96000000000001
2019-08-11,100,68.0,,0.68,68.0
2019-08-12,84,68.0,,0.68,57.120000000000005
2019-08-13,85,68.0,,0.68,57.800000000000004
2019-08-14,82,68.0,,0.68,55.760000000000005
2019-08-15,82,68.0,,0.68,55.760000000000005
2019-08-16,83,68.0,,0.68,56.440000000000005
2019-08-17,95,68.0,,0.68,64.60000000000001
2019-08-18,97,68.0,,0.68,65.96000000000001
2019-08-19,83,68.0,,0.68,56.440000000000005
2019-08-20,80,68.0,,0.68,54.400000000000006
2019-08-21,82,68.0,,0.68,55.760000000000005
2019-08-22,78,68.0,,0.68,53.040000000000006
2019-08-23,81,68.0,,0.68,55.080000000000005
2019-08-24,89,68.0,,0.68,60.52
2019-08-25,97,68.0,,0.68,65.96000000000001
2019-08-26,79,68.0,,0.68,53.720000000000006
2019-08-27,82,68.0,,0.68,55.760000000000005
