date,TD_unscaled,TD_monthly,isPartial,scale,TD
2017-12-28,95,76.0,,0.76,72.2
2017-12-29,100,76.0,,0.76,76.0
2017-12-30,81,76.0,,0.76,61.56
2017-12-31,69,76.0,,0.76,52.44
2018-01-01,62,76.0,False,0.76,47.12
2018-01-02,93,76.0,,0.76,70.68
2018-01-03,100,76.0,,0.76,76.0
2018-01-04,86,76.0,,0.76,65.36
2018-01-05,93,76.0,,0.76,70.68
2018-01-06,81,76.0,,0.76,61.56
2018-01-07,81,76.0,,0.76,61.56
2018-01-08,85,76.0,,0.76,64.6
2018-01-09,90,76.0,,0.76,68.4
2018-01-10,84,76.0,,0.76,63.84
2018-01-11,82,76.0,,0.76,62.32
2018-01-12,91,76.0,,0.76,69.16
2018-01-13,83,76.0,,0.76,63.08
2018-01-14,69,76.0,,0.76,52.44
2018-01-15,91,76.0,,0.76,69.16
2018-01-16,90,76.0,,0.76,68.4
2018-01-17,89,76.0,,0.76,67.64
2018-01-18,85,76.0,,0.76,64.6
2018-01-19,87,76.0,,0.76,66.12
2018-01-20,77,76.0,,0.76,58.52
2018-01-21,62,76.0,,0.76,47.12
2018-01-22,84,76.0,,0.76,63.84
2018-01-23,85,76.0,,0.76,64.6
2018-01-24,83,76.0,,0.76,63.08
2018-01-25,82,76.0,,0.76,62.32
2018-01-26,87,76.0,,0.76,66.12
2018-01-27,79,76.0,,0.76,60.04
2018-01-28,66,76.0,,0.76,50.160000000000004
2018-01-29,81,76.0,,0.76,61.56
2018-01-30,83,76.0,,0.76,63.08
2018-01-31,88,76.0,,0.76,66.88
2018-02-01,79,84.0,False,0.84,66.36
2018-02-02,82,84.0,,0.84,68.88
2018-02-03,67,84.0,,0.84,56.28
2018-02-04,58,84.0,,0.84,48.72
2018-02-05,84,84.0,,0.84,70.56
2018-02-06,84,84.0,,0.84,70.56
2018-02-07,73,84.0,,0.84,61.32
2018-02-08,70,84.0,,0.84,58.8
2018-02-09,77,84.0,,0.84,64.67999999999999
2018-02-10,67,84.0,,0.84,56.28
2018-02-11,57,84.0,,0.84,47.879999999999995
2018-02-12,100,84.0,,0.84,84.0
2018-02-13,91,84.0,,0.84,76.44
2018-02-14,78,84.0,,0.84,65.52
2018-02-15,89,84.0,,0.84,74.75999999999999
2018-02-16,92,84.0,,0.84,77.28
2018-02-17,73,84.0,,0.84,61.32
2018-02-18,54,84.0,,0.84,45.36
2018-02-19,68,84.0,,0.84,57.12
2018-02-20,72,84.0,,0.84,60.48
2018-02-21,83,84.0,,0.84,69.72
2018-02-22,78,84.0,,0.84,65.52
2018-02-23,87,84.0,,0.84,73.08
2018-02-24,68,84.0,,0.84,57.12
2018-02-25,56,84.0,,0.84,47.04
2018-02-26,87,84.0,,0.84,73.08
2018-02-27,90,84.0,,0.84,75.6
2018-02-28,89,84.0,,0.84,74.75999999999999
2018-03-01,100,81.0,False,0.81,81.0
2018-03-02,97,81.0,,0.81,78.57000000000001
2018-03-03,85,81.0,,0.81,68.85000000000001
2018-03-04,73,81.0,,0.81,59.13
2018-03-05,89,81.0,,0.81,72.09
2018-03-06,93,81.0,,0.81,75.33
2018-03-07,80,81.0,,0.81,64.80000000000001
2018-03-08,93,81.0,,0.81,75.33
2018-03-09,96,81.0,,0.81,77.76
2018-03-10,79,81.0,,0.81,63.99
2018-03-11,63,81.0,,0.81,51.03
2018-03-12,89,81.0,,0.81,72.09
2018-03-13,88,81.0,,0.81,71.28
2018-03-14,88,81.0,,0.81,71.28
2018-03-15,90,81.0,,0.81,72.9
2018-03-16,90,81.0,,0.81,72.9
2018-03-17,73,81.0,,0.81,59.13
2018-03-18,65,81.0,,0.81,52.650000000000006
2018-03-19,88,81.0,,0.81,71.28
2018-03-20,85,81.0,,0.81,68.85000000000001
2018-03-21,90,81.0,,0.81,72.9
2018-03-22,84,81.0,,0.81,68.04
2018-03-23,95,81.0,,0.81,76.95
2018-03-24,79,81.0,,0.81,63.99
2018-03-25,64,81.0,,0.81,51.84
2018-03-26,91,81.0,,0.81,73.71000000000001
2018-03-27,86,81.0,,0.81,69.66000000000001
2018-03-28,86,81.0,,0.81,69.66000000000001
2018-03-29,87,81.0,,0.81,70.47
2018-03-30,87,81.0,,0.81,70.47
2018-03-31,76,81.0,,0.81,61.56
2018-04-01,62,74.0,False,0.74,45.88
2018-04-02,100,74.0,,0.74,74.0
2018-04-03,95,74.0,,0.74,70.3
2018-04-04,92,74.0,,0.74,68.08
2018-04-05,95,74.0,,0.74,70.3
2018-04-06,95,74.0,,0.74,70.3
2018-04-07,77,74.0,,0.74,56.98
2018-04-08,67,74.0,,0.74,49.58
2018-04-09,96,74.0,,0.74,71.03999999999999
2018-04-10,90,74.0,,0.74,66.6
2018-04-11,88,74.0,,0.74,65.12
2018-04-12,89,74.0,,0.74,65.86
2018-04-13,96,74.0,,0.74,71.03999999999999
2018-04-14,79,74.0,,0.74,58.46
2018-04-15,67,74.0,,0.74,49.58
2018-04-16,90,74.0,,0.74,66.6
2018-04-17,95,74.0,,0.74,70.3
2018-04-18,87,74.0,,0.74,64.38
2018-04-19,86,74.0,,0.74,63.64
2018-04-20,89,74.0,,0.74,65.86
2018-04-21,73,74.0,,0.74,54.019999999999996
2018-04-22,60,74.0,,0.74,44.4
2018-04-23,82,74.0,,0.74,60.68
2018-04-24,87,74.0,,0.74,64.38
2018-04-25,82,74.0,,0.74,60.68
2018-04-26,87,74.0,,0.74,64.38
2018-04-27,81,74.0,,0.74,59.94
2018-04-28,71,74.0,,0.74,52.54
2018-04-29,67,74.0,,0.74,49.58
2018-04-30,86,74.0,,0.74,63.64
2018-05-01,99,71.0,False,0.71,70.28999999999999
2018-05-02,92,71.0,,0.71,65.32
2018-05-03,96,71.0,,0.71,68.16
2018-05-04,100,71.0,,0.71,71.0
2018-05-05,77,71.0,,0.71,54.669999999999995
2018-05-06,70,71.0,,0.71,49.699999999999996
2018-05-07,95,71.0,,0.71,67.45
2018-05-08,92,71.0,,0.71,65.32
2018-05-09,92,71.0,,0.71,65.32
2018-05-10,94,71.0,,0.71,66.74
2018-05-11,98,71.0,,0.71,69.58
2018-05-12,77,71.0,,0.71,54.669999999999995
2018-05-13,70,71.0,,0.71,49.699999999999996
2018-05-14,98,71.0,,0.71,69.58
2018-05-15,88,71.0,,0.71,62.48
2018-05-16,89,71.0,,0.71,63.19
2018-05-17,93,71.0,,0.71,66.03
2018-05-18,94,71.0,,0.71,66.74
2018-05-19,70,71.0,,0.71,49.699999999999996
2018-05-20,62,71.0,,0.71,44.019999999999996
2018-05-21,91,71.0,,0.71,64.61
2018-05-22,92,71.0,,0.71,65.32
2018-05-23,91,71.0,,0.71,64.61
2018-05-24,100,71.0,,0.71,71.0
2018-05-25,99,71.0,,0.71,70.28999999999999
2018-05-26,76,71.0,,0.71,53.959999999999994
2018-05-27,67,71.0,,0.71,47.57
2018-05-28,66,71.0,,0.71,46.86
2018-05-29,93,71.0,,0.71,66.03
2018-05-30,88,71.0,,0.71,62.48
2018-05-31,96,71.0,,0.71,68.16
2018-06-01,98,78.0,False,0.78,76.44
2018-06-02,75,78.0,,0.78,58.5
2018-06-03,65,78.0,,0.78,50.7
2018-06-04,90,78.0,,0.78,70.2
2018-06-05,86,78.0,,0.78,67.08
2018-06-06,84,78.0,,0.78,65.52
2018-06-07,91,78.0,,0.78,70.98
2018-06-08,92,78.0,,0.78,71.76
2018-06-09,70,78.0,,0.78,54.6
2018-06-10,62,78.0,,0.78,48.36
2018-06-11,90,78.0,,0.78,70.2
2018-06-12,91,78.0,,0.78,70.98
2018-06-13,92,78.0,,0.78,71.76
2018-06-14,96,78.0,,0.78,74.88
2018-06-15,100,78.0,,0.78,78.0
2018-06-16,72,78.0,,0.78,56.160000000000004
2018-06-17,64,78.0,,0.78,49.92
2018-06-18,96,78.0,,0.78,74.88
2018-06-19,87,78.0,,0.78,67.86
2018-06-20,96,78.0,,0.78,74.88
2018-06-21,91,78.0,,0.78,70.98
2018-06-22,98,78.0,,0.78,76.44
2018-06-23,75,78.0,,0.78,58.5
2018-06-24,63,78.0,,0.78,49.14
2018-06-25,87,78.0,,0.78,67.86
2018-06-26,89,78.0,,0.78,69.42
2018-06-27,91,78.0,,0.78,70.98
2018-06-28,92,78.0,,0.78,71.76
2018-06-29,95,78.0,,0.78,74.10000000000001
2018-06-30,73,78.0,,0.78,56.940000000000005
2018-07-01,69,76.0,False,0.76,52.44
2018-07-02,92,76.0,,0.76,69.92
2018-07-03,94,76.0,,0.76,71.44
2018-07-04,59,76.0,,0.76,44.84
2018-07-05,90,76.0,,0.76,68.4
2018-07-06,100,76.0,,0.76,76.0
2018-07-07,72,76.0,,0.76,54.72
2018-07-08,63,76.0,,0.76,47.88
2018-07-09,94,76.0,,0.76,71.44
2018-07-10,86,76.0,,0.76,65.36
2018-07-11,87,76.0,,0.76,66.12
2018-07-12,95,76.0,,0.76,72.2
2018-07-13,99,76.0,,0.76,75.24
2018-07-14,67,76.0,,0.76,50.92
2018-07-15,61,76.0,,0.76,46.36
2018-07-16,90,76.0,,0.76,68.4
2018-07-17,90,76.0,,0.76,68.4
2018-07-18,88,76.0,,0.76,66.88
2018-07-19,85,76.0,,0.76,64.6
2018-07-20,94,76.0,,0.76,71.44
2018-07-21,69,76.0,,0.76,52.44
2018-07-22,62,76.0,,0.76,47.12
2018-07-23,89,76.0,,0.76,67.64
2018-07-24,94,76.0,,0.76,71.44
2018-07-25,91,76.0,,0.76,69.16
2018-07-26,100,76.0,,0.76,76.0
2018-07-27,99,76.0,,0.76,75.24
2018-07-28,81,76.0,,0.76,61.56
2018-07-29,63,76.0,,0.76,47.88
2018-07-30,89,76.0,,0.76,67.64
2018-07-31,96,76.0,,0.76,72.96000000000001
2018-08-01,93,79.0,False,0.79,73.47
2018-08-02,94,79.0,,0.79,74.26
2018-08-03,99,79.0,,0.79,78.21000000000001
2018-08-04,78,79.0,,0.79,61.620000000000005
2018-08-05,63,79.0,,0.79,49.77
2018-08-06,93,79.0,,0.79,73.47
2018-08-07,94,79.0,,0.79,74.26
2018-08-08,86,79.0,,0.79,67.94
2018-08-09,88,79.0,,0.79,69.52000000000001
2018-08-10,96,79.0,,0.79,75.84
2018-08-11,74,79.0,,0.79,58.46
2018-08-12,61,79.0,,0.79,48.190000000000005
2018-08-13,88,79.0,,0.79,69.52000000000001
2018-08-14,89,79.0,,0.79,70.31
2018-08-15,89,79.0,,0.79,70.31
2018-08-16,89,79.0,,0.79,70.31
2018-08-17,95,79.0,,0.79,75.05
2018-08-18,77,79.0,,0.79,60.830000000000005
2018-08-19,63,79.0,,0.79,49.77
2018-08-20,89,79.0,,0.79,70.31
2018-08-21,85,79.0,,0.79,67.15
2018-08-22,88,79.0,,0.79,69.52000000000001
2018-08-23,81,79.0,,0.79,63.99
2018-08-24,89,79.0,,0.79,70.31
2018-08-25,75,79.0,,0.79,59.25
2018-08-26,65,79.0,,0.79,51.35
2018-08-27,90,79.0,,0.79,71.10000000000001
2018-08-28,87,79.0,,0.79,68.73
2018-08-29,85,79.0,,0.79,67.15
2018-08-30,88,79.0,,0.79,69.52000000000001
2018-08-31,100,79.0,,0.79,79.0
2018-09-01,86,76.0,False,0.76,65.36
2018-09-02,64,76.0,,0.76,48.64
2018-09-03,61,76.0,,0.76,46.36
2018-09-04,92,76.0,,0.76,69.92
2018-09-05,90,76.0,,0.76,68.4
2018-09-06,92,76.0,,0.76,69.92
2018-09-07,100,76.0,,0.76,76.0
2018-09-08,77,76.0,,0.76,58.52
2018-09-09,68,76.0,,0.76,51.68
2018-09-10,84,76.0,,0.76,63.84
2018-09-11,84,76.0,,0.76,63.84
2018-09-12,81,76.0,,0.76,61.56
2018-09-13,86,76.0,,0.76,65.36
2018-09-14,92,76.0,,0.76,69.92
2018-09-15,73,76.0,,0.76,55.480000000000004
2018-09-16,72,76.0,,0.76,54.72
2018-09-17,86,76.0,,0.76,65.36
2018-09-18,86,76.0,,0.76,65.36
2018-09-19,87,76.0,,0.76,66.12
2018-09-20,87,76.0,,0.76,66.12
2018-09-21,92,76.0,,0.76,69.92
2018-09-22,76,76.0,,0.76,57.76
2018-09-23,64,76.0,,0.76,48.64
2018-09-24,83,76.0,,0.76,63.08
2018-09-25,85,76.0,,0.76,64.6
2018-09-26,82,76.0,,0.76,62.32
2018-09-27,82,76.0,,0.76,62.32
2018-09-28,92,76.0,,0.76,69.92
2018-09-29,70,76.0,,0.76,53.2
2018-09-30,76,76.0,,0.76,57.76
2018-10-01,84,75.0,False,0.75,63.0
2018-10-02,83,75.0,,0.75,62.25
2018-10-03,79,75.0,,0.75,59.25
2018-10-04,75,75.0,,0.75,56.25
2018-10-05,100,75.0,,0.75,75.0
2018-10-06,66,75.0,,0.75,49.5
2018-10-07,61,75.0,,0.75,45.75
2018-10-08,80,75.0,,0.75,60.0
2018-10-09,100,75.0,,0.75,75.0
2018-10-10,81,75.0,,0.75,60.75
2018-10-11,78,75.0,,0.75,58.5
2018-10-12,87,75.0,,0.75,65.25
2018-10-13,68,75.0,,0.75,51.0
2018-10-14,57,75.0,,0.75,42.75
2018-10-15,81,75.0,,0.75,60.75
2018-10-16,78,75.0,,0.75,58.5
2018-10-17,73,75.0,,0.75,54.75
2018-10-18,69,75.0,,0.75,51.75
2018-10-19,75,75.0,,0.75,56.25
2018-10-20,55,75.0,,0.75,41.25
2018-10-21,61,75.0,,0.75,45.75
2018-10-22,77,75.0,,0.75,57.75
2018-10-23,66,75.0,,0.75,49.5
2018-10-24,66,75.0,,0.75,49.5
2018-10-25,67,75.0,,0.75,50.25
2018-10-26,74,75.0,,0.75,55.5
2018-10-27,57,75.0,,0.75,42.75
2018-10-28,57,75.0,,0.75,42.75
2018-10-29,68,75.0,,0.75,51.0
2018-10-30,71,75.0,,0.75,53.25
2018-10-31,69,75.0,,0.75,51.75
2018-11-01,93,71.0,False,0.71,66.03
2018-11-02,97,71.0,,0.71,68.86999999999999
2018-11-03,75,71.0,,0.71,53.25
2018-11-04,72,71.0,,0.71,51.12
2018-11-05,92,71.0,,0.71,65.32
2018-11-06,90,71.0,,0.71,63.9
2018-11-07,74,71.0,,0.71,52.54
2018-11-08,88,71.0,,0.71,62.48
2018-11-09,94,71.0,,0.71,66.74
2018-11-10,72,71.0,,0.71,51.12
2018-11-11,76,71.0,,0.71,53.959999999999994
2018-11-12,92,71.0,,0.71,65.32
2018-11-13,87,71.0,,0.71,61.769999999999996
2018-11-14,85,71.0,,0.71,60.349999999999994
2018-11-15,79,71.0,,0.71,56.089999999999996
2018-11-16,95,71.0,,0.71,67.45
2018-11-17,70,71.0,,0.71,49.699999999999996
2018-11-18,62,71.0,,0.71,44.019999999999996
2018-11-19,83,71.0,,0.71,58.93
2018-11-20,100,71.0,,0.71,71.0
2018-11-21,84,71.0,,0.71,59.64
2018-11-22,50,71.0,,0.71,35.5
2018-11-23,85,71.0,,0.71,60.349999999999994
2018-11-24,68,71.0,,0.71,48.28
2018-11-25,67,71.0,,0.71,47.57
2018-11-26,77,71.0,,0.71,54.669999999999995
2018-11-27,78,71.0,,0.71,55.379999999999995
2018-11-28,80,71.0,,0.71,56.8
2018-11-29,81,71.0,,0.71,57.51
2018-11-30,93,71.0,,0.71,66.03
2018-12-01,73,73.0,False,0.73,53.29
2018-12-02,65,73.0,,0.73,47.449999999999996
2018-12-03,90,73.0,,0.73,65.7
2018-12-04,84,73.0,,0.73,61.32
2018-12-05,69,73.0,,0.73,50.37
2018-12-06,79,73.0,,0.73,57.67
2018-12-07,95,73.0,,0.73,69.35
2018-12-08,68,73.0,,0.73,49.64
2018-12-09,66,73.0,,0.73,48.18
2018-12-10,81,73.0,,0.73,59.129999999999995
2018-12-11,83,73.0,,0.73,60.589999999999996
2018-12-12,74,73.0,,0.73,54.019999999999996
2018-12-13,76,73.0,,0.73,55.48
2018-12-14,89,73.0,,0.73,64.97
2018-12-15,76,73.0,,0.73,55.48
2018-12-16,61,73.0,,0.73,44.53
2018-12-17,73,73.0,,0.73,53.29
2018-12-18,81,73.0,,0.73,59.129999999999995
2018-12-19,79,73.0,,0.73,57.67
2018-12-20,83,73.0,,0.73,60.589999999999996
2018-12-21,95,73.0,,0.73,69.35
2018-12-22,72,73.0,,0.73,52.56
2018-12-23,73,73.0,,0.73,53.29
2018-12-24,100,73.0,,0.73,73.0
2018-12-25,46,73.0,,0.73,33.58
2018-12-26,87,73.0,,0.73,63.51
2018-12-27,85,73.0,,0.73,62.05
2018-12-28,90,73.0,,0.73,65.7
2018-12-29,72,73.0,,0.73,52.56
2018-12-30,68,73.0,,0.73,49.64
2018-12-31,99,73.0,,0.73,72.27
2019-01-01,70,70.0,False,0.7,49.0
2019-01-02,94,70.0,,0.7,65.8
2019-01-03,96,70.0,,0.7,67.19999999999999
2019-01-04,100,70.0,,0.7,70.0
2019-01-05,83,70.0,,0.7,58.099999999999994
2019-01-06,66,70.0,,0.7,46.199999999999996
2019-01-07,83,70.0,,0.7,58.099999999999994
2019-01-08,81,70.0,,0.7,56.699999999999996
2019-01-09,83,70.0,,0.7,58.099999999999994
2019-01-10,79,70.0,,0.7,55.3
2019-01-11,87,70.0,,0.7,60.9
2019-01-12,73,70.0,,0.7,51.099999999999994
2019-01-13,63,70.0,,0.7,44.099999999999994
2019-01-14,84,70.0,,0.7,58.8
2019-01-15,82,70.0,,0.7,57.4
2019-01-16,86,70.0,,0.7,60.199999999999996
2019-01-17,82,70.0,,0.7,57.4
2019-01-18,87,70.0,,0.7,60.9
2019-01-19,71,70.0,,0.7,49.699999999999996
2019-01-20,61,70.0,,0.7,42.699999999999996
2019-01-21,70,70.0,,0.7,49.0
2019-01-22,80,70.0,,0.7,56.0
2019-01-23,84,70.0,,0.7,58.8
2019-01-24,81,70.0,,0.7,56.699999999999996
2019-01-25,93,70.0,,0.7,65.1
2019-01-26,80,70.0,,0.7,56.0
2019-01-27,69,70.0,,0.7,48.3
2019-01-28,83,70.0,,0.7,58.099999999999994
2019-01-29,85,70.0,,0.7,59.49999999999999
2019-01-30,83,70.0,,0.7,58.099999999999994
2019-01-31,92,70.0,,0.7,64.39999999999999
2019-02-01,100,71.0,False,0.71,71.0
2019-02-02,86,71.0,,0.71,61.059999999999995
2019-02-03,69,71.0,,0.71,48.989999999999995
2019-02-04,85,71.0,,0.71,60.349999999999994
2019-02-05,96,71.0,,0.71,68.16
2019-02-06,85,71.0,,0.71,60.349999999999994
2019-02-07,81,71.0,,0.71,57.51
2019-02-08,92,71.0,,0.71,65.32
2019-02-09,79,71.0,,0.71,56.089999999999996
2019-02-10,64,71.0,,0.71,45.44
2019-02-11,81,71.0,,0.71,57.51
2019-02-12,84,71.0,,0.71,59.64
2019-02-13,88,71.0,,0.71,62.48
2019-02-14,82,71.0,,0.71,58.22
2019-02-15,96,71.0,,0.71,68.16
2019-02-16,84,71.0,,0.71,59.64
2019-02-17,64,71.0,,0.71,45.44
2019-02-18,75,71.0,,0.71,53.25
2019-02-19,85,71.0,,0.71,60.349999999999994
2019-02-20,86,71.0,,0.71,61.059999999999995
2019-02-21,85,71.0,,0.71,60.349999999999994
2019-02-22,91,71.0,,0.71,64.61
2019-02-23,79,71.0,,0.71,56.089999999999996
2019-02-24,67,71.0,,0.71,47.57
2019-02-25,88,71.0,,0.71,62.48
2019-02-26,89,71.0,,0.71,63.19
2019-02-27,87,71.0,,0.71,61.769999999999996
2019-02-28,89,71.0,,0.71,63.19
2019-03-01,98,70.0,False,0.7,68.6
2019-03-02,84,70.0,,0.7,58.8
2019-03-03,67,70.0,,0.7,46.9
2019-03-04,84,70.0,,0.7,58.8
2019-03-05,85,70.0,,0.7,59.49999999999999
2019-03-06,80,70.0,,0.7,56.0
2019-03-07,85,70.0,,0.7,59.49999999999999
2019-03-08,84,70.0,,0.7,58.8
2019-03-09,76,70.0,,0.7,53.199999999999996
2019-03-10,57,70.0,,0.7,39.9
2019-03-11,100,70.0,,0.7,70.0
2019-03-12,81,70.0,,0.7,56.699999999999996
2019-03-13,81,70.0,,0.7,56.699999999999996
2019-03-14,83,70.0,,0.7,58.099999999999994
2019-03-15,94,70.0,,0.7,65.8
2019-03-16,74,70.0,,0.7,51.8
2019-03-17,62,70.0,,0.7,43.4
2019-03-18,88,70.0,,0.7,61.599999999999994
2019-03-19,87,70.0,,0.7,60.9
2019-03-20,84,70.0,,0.7,58.8
2019-03-21,86,70.0,,0.7,60.199999999999996
2019-03-22,87,70.0,,0.7,60.9
2019-03-23,71,70.0,,0.7,49.699999999999996
2019-03-24,62,70.0,,0.7,43.4
2019-03-25,82,70.0,,0.7,57.4
2019-03-26,79,70.0,,0.7,55.3
2019-03-27,79,70.0,,0.7,55.3
2019-03-28,78,70.0,,0.7,54.599999999999994
2019-03-29,96,70.0,,0.7,67.19999999999999
2019-03-30,72,70.0,,0.7,50.4
2019-03-31,65,70.0,,0.7,45.5
2019-04-01,95,71.0,False,0.71,67.45
2019-04-02,95,71.0,,0.71,67.45
2019-04-03,91,71.0,,0.71,64.61
2019-04-04,91,71.0,,0.71,64.61
2019-04-05,100,71.0,,0.71,71.0
2019-04-06,81,71.0,,0.71,57.51
2019-04-07,66,71.0,,0.71,46.86
2019-04-08,90,71.0,,0.71,63.9
2019-04-09,81,71.0,,0.71,57.51
2019-04-10,84,71.0,,0.71,59.64
2019-04-11,86,71.0,,0.71,61.059999999999995
2019-04-12,96,71.0,,0.71,68.16
2019-04-13,73,71.0,,0.71,51.83
2019-04-14,71,71.0,,0.71,50.41
2019-04-15,98,71.0,,0.71,69.58
2019-04-16,87,71.0,,0.71,61.769999999999996
2019-04-17,83,71.0,,0.71,58.93
2019-04-18,83,71.0,,0.71,58.93
2019-04-19,86,71.0,,0.71,61.059999999999995
2019-04-20,70,71.0,,0.71,49.699999999999996
2019-04-21,53,71.0,,0.71,37.629999999999995
2019-04-22,88,71.0,,0.71,62.48
2019-04-23,84,71.0,,0.71,59.64
2019-04-24,89,71.0,,0.71,63.19
2019-04-25,86,71.0,,0.71,61.059999999999995
2019-04-26,92,71.0,,0.71,65.32
2019-04-27,73,71.0,,0.71,51.83
2019-04-28,66,71.0,,0.71,46.86
2019-04-29,86,71.0,,0.71,61.059999999999995
2019-04-30,88,71.0,,0.71,62.48
2019-05-01,94,68.0,False,0.68,63.92
2019-05-02,88,68.0,,0.68,59.84
2019-05-03,97,68.0,,0.68,65.96000000000001
2019-05-04,77,68.0,,0.68,52.36000000000001
2019-05-05,69,68.0,,0.68,46.92
2019-05-06,82,68.0,,0.68,55.760000000000005
2019-05-07,83,68.0,,0.68,56.440000000000005
2019-05-08,81,68.0,,0.68,55.080000000000005
2019-05-09,82,68.0,,0.68,55.760000000000005
2019-05-10,92,68.0,,0.68,62.56
2019-05-11,70,68.0,,0.68,47.6
2019-05-12,60,68.0,,0.68,40.800000000000004
2019-05-13,83,68.0,,0.68,56.440000000000005
2019-05-14,85,68.0,,0.68,57.800000000000004
2019-05-15,80,68.0,,0.68,54.400000000000006
2019-05-16,79,68.0,,0.68,53.720000000000006
2019-05-17,92,68.0,,0.68,62.56
2019-05-18,71,68.0,,0.68,48.28
2019-05-19,60,68.0,,0.68,40.800000000000004
2019-05-20,82,68.0,,0.68,55.760000000000005
2019-05-21,82,68.0,,0.68,55.760000000000005
2019-05-22,81,68.0,,0.68,55.080000000000005
2019-05-23,85,68.0,,0.68,57.800000000000004
2019-05-24,92,68.0,,0.68,62.56
2019-05-25,72,68.0,,0.68,48.96
2019-05-26,59,68.0,,0.68,40.120000000000005
2019-05-27,57,68.0,,0.68,38.760000000000005
2019-05-28,84,68.0,,0.68,57.120000000000005
2019-05-29,84,68.0,,0.68,57.120000000000005
2019-05-30,89,68.0,,0.68,60.52
2019-05-31,100,68.0,,0.68,68.0
2019-06-01,78,72.0,False,0.72,56.16
2019-06-02,68,72.0,,0.72,48.96
2019-06-03,88,72.0,,0.72,63.36
2019-06-04,86,72.0,,0.72,61.919999999999995
2019-06-05,89,72.0,,0.72,64.08
2019-06-06,89,72.0,,0.72,64.08
2019-06-07,97,72.0,,0.72,69.84
2019-06-08,67,72.0,,0.72,48.239999999999995
2019-06-09,63,72.0,,0.72,45.36
2019-06-10,90,72.0,,0.72,64.8
2019-06-11,89,72.0,,0.72,64.08
2019-06-12,85,72.0,,0.72,61.199999999999996
2019-06-13,100,72.0,,0.72,72.0
2019-06-14,88,72.0,,0.72,63.36
2019-06-15,80,72.0,,0.72,57.599999999999994
2019-06-16,61,72.0,,0.72,43.92
2019-06-17,91,72.0,,0.72,65.52
2019-06-18,91,72.0,,0.72,65.52
2019-06-19,81,72.0,,0.72,58.32
2019-06-20,85,72.0,,0.72,61.199999999999996
2019-06-21,96,72.0,,0.72,69.12
2019-06-22,73,72.0,,0.72,52.559999999999995
2019-06-23,63,72.0,,0.72,45.36
2019-06-24,87,72.0,,0.72,62.64
2019-06-25,86,72.0,,0.72,61.919999999999995
2019-06-26,88,72.0,,0.72,63.36
2019-06-27,91,72.0,,0.72,65.52
2019-06-28,99,72.0,,0.72,71.28
2019-06-29,78,72.0,,0.72,56.16
2019-06-30,63,72.0,,0.72,45.36
2019-07-01,99,71.0,False,0.71,70.28999999999999
2019-07-02,96,71.0,,0.71,68.16
2019-07-03,100,71.0,,0.71,71.0
2019-07-04,59,71.0,,0.71,41.89
2019-07-05,94,71.0,,0.71,66.74
2019-07-06,70,71.0,,0.71,49.699999999999996
2019-07-07,59,71.0,,0.71,41.89
2019-07-08,88,71.0,,0.71,62.48
2019-07-09,91,71.0,,0.71,64.61
2019-07-10,89,71.0,,0.71,63.19
2019-07-11,85,71.0,,0.71,60.349999999999994
2019-07-12,99,71.0,,0.71,70.28999999999999
2019-07-13,78,71.0,,0.71,55.379999999999995
2019-07-14,63,71.0,,0.71,44.73
2019-07-15,93,71.0,,0.71,66.03
2019-07-16,86,71.0,,0.71,61.059999999999995
2019-07-17,88,71.0,,0.71,62.48
2019-07-18,83,71.0,,0.71,58.93
2019-07-19,87,71.0,,0.71,61.769999999999996
2019-07-20,67,71.0,,0.71,47.57
2019-07-21,62,71.0,,0.71,44.019999999999996
2019-07-22,89,71.0,,0.71,63.19
2019-07-23,90,71.0,,0.71,63.9
2019-07-24,87,71.0,,0.71,61.769999999999996
2019-07-25,84,71.0,,0.71,59.64
2019-07-26,93,71.0,,0.71,66.03
2019-07-27,75,71.0,,0.71,53.25
2019-07-28,63,71.0,,0.71,44.73
2019-07-29,88,71.0,,0.71,62.48
2019-07-30,94,71.0,,0.71,66.74
2019-07-31,96,71.0,,0.71,68.16
2019-08-01,100,70.0,False,0.7,70.0
2019-08-02,99,70.0,,0.7,69.3
2019-08-03,73,70.0,,0.7,51.099999999999994
2019-08-04,65,70.0,,0.7,45.5
2019-08-05,94,70.0,,0.7,65.8
2019-08-06,86,70.0,,0.7,60.199999999999996
2019-08-07,89,70.0,,0.7,62.3
2019-08-08,85,70.0,,0.7,59.49999999999999
2019-08-09,93,70.0,,0.7,65.1
2019-08-10,75,70.0,,0.7,52.5
2019-08-11,58,70.0,,0.7,40.599999999999994
2019-08-12,90,70.0,,0.7,62.99999999999999
2019-08-13,94,70.0,,0.7,65.8
2019-08-14,92,70.0,,0.7,64.39999999999999
2019-08-15,98,70.0,,0.7,68.6
2019-08-16,97,70.0,,0.7,67.89999999999999
2019-08-17,79,70.0,,0.7,55.3
2019-08-18,62,70.0,,0.7,43.4
2019-08-19,90,70.0,,0.7,62.99999999999999
2019-08-20,84,70.0,,0.7,58.8
2019-08-21,91,70.0,,0.7,63.699999999999996
2019-08-22,79,70.0,,0.7,55.3
2019-08-23,89,70.0,,0.7,62.3
2019-08-24,67,70.0,,0.7,46.9
2019-08-25,57,70.0,,0.7,39.9
2019-08-26,86,70.0,,0.7,60.199999999999996
