date,CB_unscaled,CB_monthly,isPartial,scale,CB
2017-12-30,100,73.0,,0.73,73.0
2017-12-31,86,73.0,,0.73,62.78
2018-01-01,73,75.0,False,0.75,54.75
2018-01-02,77,75.0,,0.75,57.75
2018-01-03,80,75.0,,0.75,60.0
2018-01-04,79,75.0,,0.75,59.25
2018-01-05,69,75.0,,0.75,51.75
2018-01-06,76,75.0,,0.75,57.0
2018-01-07,82,75.0,,0.75,61.5
2018-01-08,75,75.0,,0.75,56.25
2018-01-09,94,75.0,,0.75,70.5
2018-01-10,85,75.0,,0.75,63.75
2018-01-11,80,75.0,,0.75,60.0
2018-01-12,69,75.0,,0.75,51.75
2018-01-13,89,75.0,,0.75,66.75
2018-01-14,81,75.0,,0.75,60.75
2018-01-15,77,75.0,,0.75,57.75
2018-01-16,89,75.0,,0.75,66.75
2018-01-17,78,75.0,,0.75,58.5
2018-01-18,82,75.0,,0.75,61.5
2018-01-19,73,75.0,,0.75,54.75
2018-01-20,100,75.0,,0.75,75.0
2018-01-21,77,75.0,,0.75,57.75
2018-01-22,67,75.0,,0.75,50.25
2018-01-23,77,75.0,,0.75,57.75
2018-01-24,78,75.0,,0.75,58.5
2018-01-25,81,75.0,,0.75,60.75
2018-01-26,80,75.0,,0.75,60.0
2018-01-27,87,75.0,,0.75,65.25
2018-01-28,87,75.0,,0.75,65.25
2018-01-29,86,75.0,,0.75,64.5
2018-01-30,75,75.0,,0.75,56.25
2018-01-31,75,75.0,,0.75,56.25
2018-02-01,83,75.0,False,0.75,62.25
2018-02-02,81,75.0,,0.75,60.75
2018-02-03,92,75.0,,0.75,69.0
2018-02-04,77,75.0,,0.75,57.75
2018-02-05,100,75.0,,0.75,75.0
2018-02-06,81,75.0,,0.75,60.75
2018-02-07,83,75.0,,0.75,62.25
2018-02-08,83,75.0,,0.75,62.25
2018-02-09,98,75.0,,0.75,73.5
2018-02-10,97,75.0,,0.75,72.75
2018-02-11,85,75.0,,0.75,63.75
2018-02-12,78,75.0,,0.75,58.5
2018-02-13,80,75.0,,0.75,60.0
2018-02-14,76,75.0,,0.75,57.0
2018-02-15,70,75.0,,0.75,52.5
2018-02-16,80,75.0,,0.75,60.0
2018-02-17,82,75.0,,0.75,61.5
2018-02-18,83,75.0,,0.75,62.25
2018-02-19,82,75.0,,0.75,61.5
2018-02-20,76,75.0,,0.75,57.0
2018-02-21,87,75.0,,0.75,65.25
2018-02-22,82,75.0,,0.75,61.5
2018-02-23,82,75.0,,0.75,61.5
2018-02-24,91,75.0,,0.75,68.25
2018-02-25,85,75.0,,0.75,63.75
2018-02-26,83,75.0,,0.75,62.25
2018-02-27,80,75.0,,0.75,60.0
2018-02-28,88,75.0,,0.75,66.0
2018-03-01,77,81.0,False,0.81,62.370000000000005
2018-03-02,71,81.0,,0.81,57.510000000000005
2018-03-03,86,81.0,,0.81,69.66000000000001
2018-03-04,100,81.0,,0.81,81.0
2018-03-05,86,81.0,,0.81,69.66000000000001
2018-03-06,90,81.0,,0.81,72.9
2018-03-07,83,81.0,,0.81,67.23
2018-03-08,78,81.0,,0.81,63.18000000000001
2018-03-09,86,81.0,,0.81,69.66000000000001
2018-03-10,88,81.0,,0.81,71.28
2018-03-11,85,81.0,,0.81,68.85000000000001
2018-03-12,71,81.0,,0.81,57.510000000000005
2018-03-13,87,81.0,,0.81,70.47
2018-03-14,94,81.0,,0.81,76.14
2018-03-15,84,81.0,,0.81,68.04
2018-03-16,76,81.0,,0.81,61.56
2018-03-17,74,81.0,,0.81,59.940000000000005
2018-03-18,72,81.0,,0.81,58.32000000000001
2018-03-19,69,81.0,,0.81,55.89
2018-03-20,89,81.0,,0.81,72.09
2018-03-21,86,81.0,,0.81,69.66000000000001
2018-03-22,82,81.0,,0.81,66.42
2018-03-23,71,81.0,,0.81,57.510000000000005
2018-03-24,82,81.0,,0.81,66.42
2018-03-25,88,81.0,,0.81,71.28
2018-03-26,76,81.0,,0.81,61.56
2018-03-27,73,81.0,,0.81,59.13
2018-03-28,83,81.0,,0.81,67.23
2018-03-29,72,81.0,,0.81,58.32000000000001
2018-03-30,79,81.0,,0.81,63.99
2018-03-31,70,81.0,,0.81,56.7
2018-04-01,69,80.0,False,0.8,55.2
2018-04-02,67,80.0,,0.8,53.6
2018-04-03,70,80.0,,0.8,56.0
2018-04-04,68,80.0,,0.8,54.400000000000006
2018-04-05,71,80.0,,0.8,56.800000000000004
2018-04-06,71,80.0,,0.8,56.800000000000004
2018-04-07,73,80.0,,0.8,58.400000000000006
2018-04-08,77,80.0,,0.8,61.6
2018-04-09,66,80.0,,0.8,52.800000000000004
2018-04-10,69,80.0,,0.8,55.2
2018-04-11,67,80.0,,0.8,53.6
2018-04-12,70,80.0,,0.8,56.0
2018-04-13,70,80.0,,0.8,56.0
2018-04-14,63,80.0,,0.8,50.400000000000006
2018-04-15,66,80.0,,0.8,52.800000000000004
2018-04-16,71,80.0,,0.8,56.800000000000004
2018-04-17,69,80.0,,0.8,55.2
2018-04-18,70,80.0,,0.8,56.0
2018-04-19,65,80.0,,0.8,52.0
2018-04-20,65,80.0,,0.8,52.0
2018-04-21,75,80.0,,0.8,60.0
2018-04-22,64,80.0,,0.8,51.2
2018-04-23,64,80.0,,0.8,51.2
2018-04-24,68,80.0,,0.8,54.400000000000006
2018-04-25,69,80.0,,0.8,55.2
2018-04-26,69,80.0,,0.8,55.2
2018-04-27,97,80.0,,0.8,77.60000000000001
2018-04-28,100,80.0,,0.8,80.0
2018-04-29,80,80.0,,0.8,64.0
2018-04-30,67,80.0,,0.8,53.6
2018-05-01,92,73.0,False,0.73,67.16
2018-05-02,84,73.0,,0.73,61.32
2018-05-03,91,73.0,,0.73,66.42999999999999
2018-05-04,90,73.0,,0.73,65.7
2018-05-05,79,73.0,,0.73,57.67
2018-05-06,94,73.0,,0.73,68.62
2018-05-07,85,73.0,,0.73,62.05
2018-05-08,88,73.0,,0.73,64.24
2018-05-09,76,73.0,,0.73,55.48
2018-05-10,85,73.0,,0.73,62.05
2018-05-11,94,73.0,,0.73,68.62
2018-05-12,93,73.0,,0.73,67.89
2018-05-13,83,73.0,,0.73,60.589999999999996
2018-05-14,99,73.0,,0.73,72.27
2018-05-15,96,73.0,,0.73,70.08
2018-05-16,95,73.0,,0.73,69.35
2018-05-17,83,73.0,,0.73,60.589999999999996
2018-05-18,89,73.0,,0.73,64.97
2018-05-19,83,73.0,,0.73,60.589999999999996
2018-05-20,80,73.0,,0.73,58.4
2018-05-21,94,73.0,,0.73,68.62
2018-05-22,87,73.0,,0.73,63.51
2018-05-23,96,73.0,,0.73,70.08
2018-05-24,91,73.0,,0.73,66.42999999999999
2018-05-25,78,73.0,,0.73,56.94
2018-05-26,85,73.0,,0.73,62.05
2018-05-27,84,73.0,,0.73,61.32
2018-05-28,94,73.0,,0.73,68.62
2018-05-29,87,73.0,,0.73,63.51
2018-05-30,100,73.0,,0.73,73.0
2018-05-31,78,73.0,,0.73,56.94
2018-06-01,93,80.0,False,0.8,74.4
2018-06-02,88,80.0,,0.8,70.4
2018-06-03,82,80.0,,0.8,65.60000000000001
2018-06-04,87,80.0,,0.8,69.60000000000001
2018-06-05,79,80.0,,0.8,63.2
2018-06-06,93,80.0,,0.8,74.4
2018-06-07,85,80.0,,0.8,68.0
2018-06-08,84,80.0,,0.8,67.2
2018-06-09,70,80.0,,0.8,56.0
2018-06-10,93,80.0,,0.8,74.4
2018-06-11,81,80.0,,0.8,64.8
2018-06-12,100,80.0,,0.8,80.0
2018-06-13,90,80.0,,0.8,72.0
2018-06-14,80,80.0,,0.8,64.0
2018-06-15,72,80.0,,0.8,57.6
2018-06-16,93,80.0,,0.8,74.4
2018-06-17,91,80.0,,0.8,72.8
2018-06-18,88,80.0,,0.8,70.4
2018-06-19,86,80.0,,0.8,68.8
2018-06-20,89,80.0,,0.8,71.2
2018-06-21,87,80.0,,0.8,69.60000000000001
2018-06-22,74,80.0,,0.8,59.2
2018-06-23,97,80.0,,0.8,77.60000000000001
2018-06-24,83,80.0,,0.8,66.4
2018-06-25,86,80.0,,0.8,68.8
2018-06-26,96,80.0,,0.8,76.80000000000001
2018-06-27,87,80.0,,0.8,69.60000000000001
2018-06-28,89,80.0,,0.8,71.2
2018-06-29,95,80.0,,0.8,76.0
2018-06-30,98,80.0,,0.8,78.4
2018-07-01,77,79.0,False,0.79,60.830000000000005
2018-07-02,91,79.0,,0.79,71.89
2018-07-03,87,79.0,,0.79,68.73
2018-07-04,91,79.0,,0.79,71.89
2018-07-05,89,79.0,,0.79,70.31
2018-07-06,77,79.0,,0.79,60.830000000000005
2018-07-07,98,79.0,,0.79,77.42
2018-07-08,96,79.0,,0.79,75.84
2018-07-09,93,79.0,,0.79,73.47
2018-07-10,85,79.0,,0.79,67.15
2018-07-11,81,79.0,,0.79,63.99
2018-07-12,90,79.0,,0.79,71.10000000000001
2018-07-13,80,79.0,,0.79,63.2
2018-07-14,100,79.0,,0.79,79.0
2018-07-15,91,79.0,,0.79,71.89
2018-07-16,88,79.0,,0.79,69.52000000000001
2018-07-17,90,79.0,,0.79,71.10000000000001
2018-07-18,74,79.0,,0.79,58.46
2018-07-19,82,79.0,,0.79,64.78
2018-07-20,81,79.0,,0.79,63.99
2018-07-21,89,79.0,,0.79,70.31
2018-07-22,89,79.0,,0.79,70.31
2018-07-23,93,79.0,,0.79,73.47
2018-07-24,84,79.0,,0.79,66.36
2018-07-25,83,79.0,,0.79,65.57000000000001
2018-07-26,85,79.0,,0.79,67.15
2018-07-27,77,79.0,,0.79,60.830000000000005
2018-07-28,84,79.0,,0.79,66.36
2018-07-29,77,79.0,,0.79,60.830000000000005
2018-07-30,84,79.0,,0.79,66.36
2018-07-31,79,79.0,,0.79,62.410000000000004
2018-08-01,82,77.0,False,0.77,63.14
2018-08-02,100,77.0,,0.77,77.0
2018-08-03,86,77.0,,0.77,66.22
2018-08-04,83,77.0,,0.77,63.910000000000004
2018-08-05,86,77.0,,0.77,66.22
2018-08-06,86,77.0,,0.77,66.22
2018-08-07,83,77.0,,0.77,63.910000000000004
2018-08-08,95,77.0,,0.77,73.15
2018-08-09,83,77.0,,0.77,63.910000000000004
2018-08-10,84,77.0,,0.77,64.68
2018-08-11,81,77.0,,0.77,62.370000000000005
2018-08-12,84,77.0,,0.77,64.68
2018-08-13,99,77.0,,0.77,76.23
2018-08-14,89,77.0,,0.77,68.53
2018-08-15,94,77.0,,0.77,72.38
2018-08-16,83,77.0,,0.77,63.910000000000004
2018-08-17,85,77.0,,0.77,65.45
2018-08-18,80,77.0,,0.77,61.6
2018-08-19,86,77.0,,0.77,66.22
2018-08-20,81,77.0,,0.77,62.370000000000005
2018-08-21,80,77.0,,0.77,61.6
2018-08-22,80,77.0,,0.77,61.6
2018-08-23,84,77.0,,0.77,64.68
2018-08-24,91,77.0,,0.77,70.07000000000001
2018-08-25,90,77.0,,0.77,69.3
2018-08-26,81,77.0,,0.77,62.370000000000005
2018-08-27,83,77.0,,0.77,63.910000000000004
2018-08-28,77,77.0,,0.77,59.29
2018-08-29,99,77.0,,0.77,76.23
2018-08-30,81,77.0,,0.77,62.370000000000005
2018-08-31,90,77.0,,0.77,69.3
2018-09-01,80,79.0,False,0.79,63.2
2018-09-02,87,79.0,,0.79,68.73
2018-09-03,90,79.0,,0.79,71.10000000000001
2018-09-04,70,79.0,,0.79,55.300000000000004
2018-09-05,75,79.0,,0.79,59.25
2018-09-06,90,79.0,,0.79,71.10000000000001
2018-09-07,86,79.0,,0.79,67.94
2018-09-08,79,79.0,,0.79,62.410000000000004
2018-09-09,93,79.0,,0.79,73.47
2018-09-10,76,79.0,,0.79,60.040000000000006
2018-09-11,85,79.0,,0.79,67.15
2018-09-12,83,79.0,,0.79,65.57000000000001
2018-09-13,74,79.0,,0.79,58.46
2018-09-14,81,79.0,,0.79,63.99
2018-09-15,90,79.0,,0.79,71.10000000000001
2018-09-16,98,79.0,,0.79,77.42
2018-09-17,100,79.0,,0.79,79.0
2018-09-18,82,79.0,,0.79,64.78
2018-09-19,85,79.0,,0.79,67.15
2018-09-20,81,79.0,,0.79,63.99
2018-09-21,74,79.0,,0.79,58.46
2018-09-22,94,79.0,,0.79,74.26
2018-09-23,75,79.0,,0.79,59.25
2018-09-24,90,79.0,,0.79,71.10000000000001
2018-09-25,88,79.0,,0.79,69.52000000000001
2018-09-26,82,79.0,,0.79,64.78
2018-09-27,88,79.0,,0.79,69.52000000000001
2018-09-28,73,79.0,,0.79,57.67
2018-09-29,81,79.0,,0.79,63.99
2018-09-30,79,79.0,,0.79,62.410000000000004
2018-10-01,81,76.0,False,0.76,61.56
2018-10-02,86,76.0,,0.76,65.36
2018-10-03,77,76.0,,0.76,58.52
2018-10-04,100,76.0,,0.76,76.0
2018-10-05,88,76.0,,0.76,66.88
2018-10-06,87,76.0,,0.76,66.12
2018-10-07,94,76.0,,0.76,71.44
2018-10-08,92,76.0,,0.76,69.92
2018-10-09,83,76.0,,0.76,63.08
2018-10-10,97,76.0,,0.76,73.72
2018-10-11,84,76.0,,0.76,63.84
2018-10-12,95,76.0,,0.76,72.2
2018-10-13,87,76.0,,0.76,66.12
2018-10-14,77,76.0,,0.76,58.52
2018-10-15,86,76.0,,0.76,65.36
2018-10-16,97,76.0,,0.76,73.72
2018-10-17,87,76.0,,0.76,66.12
2018-10-18,93,76.0,,0.76,70.68
2018-10-19,81,76.0,,0.76,61.56
2018-10-20,81,76.0,,0.76,61.56
2018-10-21,81,76.0,,0.76,61.56
2018-10-22,84,76.0,,0.76,63.84
2018-10-23,74,76.0,,0.76,56.24
2018-10-24,88,76.0,,0.76,66.88
2018-10-25,89,76.0,,0.76,67.64
2018-10-26,96,76.0,,0.76,72.96000000000001
2018-10-27,93,76.0,,0.76,70.68
2018-10-28,79,76.0,,0.76,60.04
2018-10-29,82,76.0,,0.76,62.32
2018-10-30,80,76.0,,0.76,60.8
2018-10-31,74,76.0,,0.76,56.24
2018-11-01,76,69.0,False,0.69,52.44
2018-11-02,89,69.0,,0.69,61.41
2018-11-03,84,69.0,,0.69,57.959999999999994
2018-11-04,99,69.0,,0.69,68.30999999999999
2018-11-05,89,69.0,,0.69,61.41
2018-11-06,78,69.0,,0.69,53.81999999999999
2018-11-07,86,69.0,,0.69,59.339999999999996
2018-11-08,91,69.0,,0.69,62.78999999999999
2018-11-09,92,69.0,,0.69,63.48
2018-11-10,69,69.0,,0.69,47.61
2018-11-11,83,69.0,,0.69,57.269999999999996
2018-11-12,82,69.0,,0.69,56.58
2018-11-13,86,69.0,,0.69,59.339999999999996
2018-11-14,91,69.0,,0.69,62.78999999999999
2018-11-15,80,69.0,,0.69,55.199999999999996
2018-11-16,78,69.0,,0.69,53.81999999999999
2018-11-17,86,69.0,,0.69,59.339999999999996
2018-11-18,78,69.0,,0.69,53.81999999999999
2018-11-19,87,69.0,,0.69,60.029999999999994
2018-11-20,81,69.0,,0.69,55.88999999999999
2018-11-21,89,69.0,,0.69,61.41
2018-11-22,79,69.0,,0.69,54.51
2018-11-23,87,69.0,,0.69,60.029999999999994
2018-11-24,85,69.0,,0.69,58.65
2018-11-25,100,69.0,,0.69,69.0
2018-11-26,89,69.0,,0.69,61.41
2018-11-27,82,69.0,,0.69,56.58
2018-11-28,75,69.0,,0.69,51.74999999999999
2018-11-29,83,69.0,,0.69,57.269999999999996
2018-11-30,80,69.0,,0.69,55.199999999999996
2018-12-01,79,73.0,False,0.73,57.67
2018-12-02,74,73.0,,0.73,54.019999999999996
2018-12-03,95,73.0,,0.73,69.35
2018-12-04,82,73.0,,0.73,59.86
2018-12-05,76,73.0,,0.73,55.48
2018-12-06,83,73.0,,0.73,60.589999999999996
2018-12-07,79,73.0,,0.73,57.67
2018-12-08,85,73.0,,0.73,62.05
2018-12-09,87,73.0,,0.73,63.51
2018-12-10,88,73.0,,0.73,64.24
2018-12-11,88,73.0,,0.73,64.24
2018-12-12,86,73.0,,0.73,62.78
2018-12-13,75,73.0,,0.73,54.75
2018-12-14,79,73.0,,0.73,57.67
2018-12-15,86,73.0,,0.73,62.78
2018-12-16,83,73.0,,0.73,60.589999999999996
2018-12-17,83,73.0,,0.73,60.589999999999996
2018-12-18,94,73.0,,0.73,68.62
2018-12-19,82,73.0,,0.73,59.86
2018-12-20,83,73.0,,0.73,60.589999999999996
2018-12-21,83,73.0,,0.73,60.589999999999996
2018-12-22,83,73.0,,0.73,60.589999999999996
2018-12-23,83,73.0,,0.73,60.589999999999996
2018-12-24,81,73.0,,0.73,59.129999999999995
2018-12-25,82,73.0,,0.73,59.86
2018-12-26,84,73.0,,0.73,61.32
2018-12-27,95,73.0,,0.73,69.35
2018-12-28,100,73.0,,0.73,73.0
2018-12-29,88,73.0,,0.73,64.24
2018-12-30,94,73.0,,0.73,68.62
2018-12-31,84,73.0,,0.73,61.32
2019-01-01,86,77.0,False,0.77,66.22
2019-01-02,83,77.0,,0.77,63.910000000000004
2019-01-03,86,77.0,,0.77,66.22
2019-01-04,79,77.0,,0.77,60.83
2019-01-05,83,77.0,,0.77,63.910000000000004
2019-01-06,80,77.0,,0.77,61.6
2019-01-07,86,77.0,,0.77,66.22
2019-01-08,90,77.0,,0.77,69.3
2019-01-09,84,77.0,,0.77,64.68
2019-01-10,86,77.0,,0.77,66.22
2019-01-11,70,77.0,,0.77,53.9
2019-01-12,92,77.0,,0.77,70.84
2019-01-13,83,77.0,,0.77,63.910000000000004
2019-01-14,88,77.0,,0.77,67.76
2019-01-15,80,77.0,,0.77,61.6
2019-01-16,100,77.0,,0.77,77.0
2019-01-17,77,77.0,,0.77,59.29
2019-01-18,74,77.0,,0.77,56.980000000000004
2019-01-19,80,77.0,,0.77,61.6
2019-01-20,72,77.0,,0.77,55.44
2019-01-21,86,77.0,,0.77,66.22
2019-01-22,83,77.0,,0.77,63.910000000000004
2019-01-23,76,77.0,,0.77,58.52
2019-01-24,85,77.0,,0.77,65.45
2019-01-25,85,77.0,,0.77,65.45
2019-01-26,97,77.0,,0.77,74.69
2019-01-27,75,77.0,,0.77,57.75
2019-01-28,86,77.0,,0.77,66.22
2019-01-29,80,77.0,,0.77,61.6
2019-01-30,79,77.0,,0.77,60.83
2019-01-31,80,77.0,,0.77,61.6
2019-02-01,82,75.0,False,0.75,61.5
2019-02-02,86,75.0,,0.75,64.5
2019-02-03,95,75.0,,0.75,71.25
2019-02-04,86,75.0,,0.75,64.5
2019-02-05,86,75.0,,0.75,64.5
2019-02-06,94,75.0,,0.75,70.5
2019-02-07,91,75.0,,0.75,68.25
2019-02-08,86,75.0,,0.75,64.5
2019-02-09,100,75.0,,0.75,75.0
2019-02-10,95,75.0,,0.75,71.25
2019-02-11,92,75.0,,0.75,69.0
2019-02-12,84,75.0,,0.75,63.0
2019-02-13,92,75.0,,0.75,69.0
2019-02-14,85,75.0,,0.75,63.75
2019-02-15,88,75.0,,0.75,66.0
2019-02-16,96,75.0,,0.75,72.0
2019-02-17,92,75.0,,0.75,69.0
2019-02-18,87,75.0,,0.75,65.25
2019-02-19,89,75.0,,0.75,66.75
2019-02-20,83,75.0,,0.75,62.25
2019-02-21,84,75.0,,0.75,63.0
2019-02-22,89,75.0,,0.75,66.75
2019-02-23,95,75.0,,0.75,71.25
2019-02-24,82,75.0,,0.75,61.5
2019-02-25,80,75.0,,0.75,60.0
2019-02-26,78,75.0,,0.75,58.5
2019-02-27,92,75.0,,0.75,69.0
2019-02-28,85,75.0,,0.75,63.75
2019-03-01,75,79.0,False,0.79,59.25
2019-03-02,85,79.0,,0.79,67.15
2019-03-03,81,79.0,,0.79,63.99
2019-03-04,85,79.0,,0.79,67.15
2019-03-05,80,79.0,,0.79,63.2
2019-03-06,82,79.0,,0.79,64.78
2019-03-07,90,79.0,,0.79,71.10000000000001
2019-03-08,83,79.0,,0.79,65.57000000000001
2019-03-09,79,79.0,,0.79,62.410000000000004
2019-03-10,69,79.0,,0.79,54.510000000000005
2019-03-11,88,79.0,,0.79,69.52000000000001
2019-03-12,94,79.0,,0.79,74.26
2019-03-13,88,79.0,,0.79,69.52000000000001
2019-03-14,87,79.0,,0.79,68.73
2019-03-15,100,79.0,,0.79,79.0
2019-03-16,82,79.0,,0.79,64.78
2019-03-17,99,79.0,,0.79,78.21000000000001
2019-03-18,83,79.0,,0.79,65.57000000000001
2019-03-19,85,79.0,,0.79,67.15
2019-03-20,81,79.0,,0.79,63.99
2019-03-21,78,79.0,,0.79,61.620000000000005
2019-03-22,86,79.0,,0.79,67.94
2019-03-23,84,79.0,,0.79,66.36
2019-03-24,77,79.0,,0.79,60.830000000000005
2019-03-25,89,79.0,,0.79,70.31
2019-03-26,86,79.0,,0.79,67.94
2019-03-27,93,79.0,,0.79,73.47
2019-03-28,95,79.0,,0.79,75.05
2019-03-29,89,79.0,,0.79,70.31
2019-03-30,91,79.0,,0.79,71.89
2019-03-31,95,79.0,,0.79,75.05
2019-04-01,74,79.0,False,0.79,58.46
2019-04-02,70,79.0,,0.79,55.300000000000004
2019-04-03,58,79.0,,0.79,45.82
2019-04-04,62,79.0,,0.79,48.980000000000004
2019-04-05,66,79.0,,0.79,52.14
2019-04-06,72,79.0,,0.79,56.88
2019-04-07,65,79.0,,0.79,51.35
2019-04-08,72,79.0,,0.79,56.88
2019-04-09,61,79.0,,0.79,48.190000000000005
2019-04-10,63,79.0,,0.79,49.77
2019-04-11,60,79.0,,0.79,47.400000000000006
2019-04-12,58,79.0,,0.79,45.82
2019-04-13,58,79.0,,0.79,45.82
2019-04-14,68,79.0,,0.79,53.72
2019-04-15,64,79.0,,0.79,50.56
2019-04-16,68,79.0,,0.79,53.72
2019-04-17,61,79.0,,0.79,48.190000000000005
2019-04-18,68,79.0,,0.79,53.72
2019-04-19,62,79.0,,0.79,48.980000000000004
2019-04-20,67,79.0,,0.79,52.93
2019-04-21,60,79.0,,0.79,47.400000000000006
2019-04-22,58,79.0,,0.79,45.82
2019-04-23,60,79.0,,0.79,47.400000000000006
2019-04-24,63,79.0,,0.79,49.77
2019-04-25,72,79.0,,0.79,56.88
2019-04-26,80,79.0,,0.79,63.2
2019-04-27,100,79.0,,0.79,79.0
2019-04-28,75,79.0,,0.79,59.25
2019-04-29,68,79.0,,0.79,53.72
2019-04-30,60,79.0,,0.79,47.400000000000006
2019-05-01,98,75.0,False,0.75,73.5
2019-05-02,85,75.0,,0.75,63.75
2019-05-03,76,75.0,,0.75,57.0
2019-05-04,86,75.0,,0.75,64.5
2019-05-05,77,75.0,,0.75,57.75
2019-05-06,84,75.0,,0.75,63.0
2019-05-07,90,75.0,,0.75,67.5
2019-05-08,75,75.0,,0.75,56.25
2019-05-09,92,75.0,,0.75,69.0
2019-05-10,89,75.0,,0.75,66.75
2019-05-11,88,75.0,,0.75,66.0
2019-05-12,88,75.0,,0.75,66.0
2019-05-13,86,75.0,,0.75,64.5
2019-05-14,80,75.0,,0.75,60.0
2019-05-15,78,75.0,,0.75,58.5
2019-05-16,77,75.0,,0.75,57.75
2019-05-17,90,75.0,,0.75,67.5
2019-05-18,86,75.0,,0.75,64.5
2019-05-19,72,75.0,,0.75,54.0
2019-05-20,73,75.0,,0.75,54.75
2019-05-21,100,75.0,,0.75,75.0
2019-05-22,86,75.0,,0.75,64.5
2019-05-23,86,75.0,,0.75,64.5
2019-05-24,87,75.0,,0.75,65.25
2019-05-25,89,75.0,,0.75,66.75
2019-05-26,94,75.0,,0.75,70.5
2019-05-27,74,75.0,,0.75,55.5
2019-05-28,72,75.0,,0.75,54.0
2019-05-29,81,75.0,,0.75,60.75
2019-05-30,86,75.0,,0.75,64.5
2019-05-31,70,75.0,,0.75,52.5
2019-06-01,99,73.0,False,0.73,72.27
2019-06-02,91,73.0,,0.73,66.42999999999999
2019-06-03,85,73.0,,0.73,62.05
2019-06-04,88,73.0,,0.73,64.24
2019-06-05,90,73.0,,0.73,65.7
2019-06-06,81,73.0,,0.73,59.129999999999995
2019-06-07,93,73.0,,0.73,67.89
2019-06-08,88,73.0,,0.73,64.24
2019-06-09,87,73.0,,0.73,63.51
2019-06-10,85,73.0,,0.73,62.05
2019-06-11,84,73.0,,0.73,61.32
2019-06-12,89,73.0,,0.73,64.97
2019-06-13,100,73.0,,0.73,73.0
2019-06-14,88,73.0,,0.73,64.24
2019-06-15,87,73.0,,0.73,63.51
2019-06-16,85,73.0,,0.73,62.05
2019-06-17,89,73.0,,0.73,64.97
2019-06-18,86,73.0,,0.73,62.78
2019-06-19,84,73.0,,0.73,61.32
2019-06-20,80,73.0,,0.73,58.4
2019-06-21,89,73.0,,0.73,64.97
2019-06-22,93,73.0,,0.73,67.89
2019-06-23,88,73.0,,0.73,64.24
2019-06-24,76,73.0,,0.73,55.48
2019-06-25,81,73.0,,0.73,59.129999999999995
2019-06-26,87,73.0,,0.73,63.51
2019-06-27,86,73.0,,0.73,62.78
2019-06-28,84,73.0,,0.73,61.32
2019-06-29,81,73.0,,0.73,59.129999999999995
2019-06-30,88,73.0,,0.73,64.24
2019-07-01,97,75.0,False,0.75,72.75
2019-07-02,91,75.0,,0.75,68.25
2019-07-03,92,75.0,,0.75,69.0
2019-07-04,87,75.0,,0.75,65.25
2019-07-05,87,75.0,,0.75,65.25
2019-07-06,94,75.0,,0.75,70.5
2019-07-07,77,75.0,,0.75,57.75
2019-07-08,85,75.0,,0.75,63.75
2019-07-09,95,75.0,,0.75,71.25
2019-07-10,93,75.0,,0.75,69.75
2019-07-11,91,75.0,,0.75,68.25
2019-07-12,87,75.0,,0.75,65.25
2019-07-13,98,75.0,,0.75,73.5
2019-07-14,95,75.0,,0.75,71.25
2019-07-15,96,75.0,,0.75,72.0
2019-07-16,87,75.0,,0.75,65.25
2019-07-17,92,75.0,,0.75,69.0
2019-07-18,92,75.0,,0.75,69.0
2019-07-19,93,75.0,,0.75,69.75
2019-07-20,95,75.0,,0.75,71.25
2019-07-21,87,75.0,,0.75,65.25
2019-07-22,90,75.0,,0.75,67.5
2019-07-23,95,75.0,,0.75,71.25
2019-07-24,91,75.0,,0.75,68.25
2019-07-25,88,75.0,,0.75,66.0
2019-07-26,88,75.0,,0.75,66.0
2019-07-27,93,75.0,,0.75,69.75
2019-07-28,83,75.0,,0.75,62.25
2019-07-29,95,75.0,,0.75,71.25
2019-07-30,97,75.0,,0.75,72.75
2019-07-31,100,75.0,,0.75,75.0
2019-08-01,75,79.0,False,0.79,59.25
2019-08-02,84,79.0,,0.79,66.36
2019-08-03,91,79.0,,0.79,71.89
2019-08-04,81,79.0,,0.79,63.99
2019-08-05,93,79.0,,0.79,73.47
2019-08-06,100,79.0,,0.79,79.0
2019-08-07,87,79.0,,0.79,68.73
2019-08-08,81,79.0,,0.79,63.99
2019-08-09,93,79.0,,0.79,73.47
2019-08-10,92,79.0,,0.79,72.68
2019-08-11,87,79.0,,0.79,68.73
2019-08-12,92,79.0,,0.79,72.68
2019-08-13,94,79.0,,0.79,74.26
2019-08-14,97,79.0,,0.79,76.63000000000001
2019-08-15,82,79.0,,0.79,64.78
2019-08-16,76,79.0,,0.79,60.040000000000006
2019-08-17,83,79.0,,0.79,65.57000000000001
2019-08-18,83,79.0,,0.79,65.57000000000001
2019-08-19,92,79.0,,0.79,72.68
2019-08-20,86,79.0,,0.79,67.94
2019-08-21,82,79.0,,0.79,64.78
2019-08-22,81,79.0,,0.79,63.99
2019-08-23,99,79.0,,0.79,78.21000000000001
2019-08-24,88,79.0,,0.79,69.52000000000001
2019-08-25,87,79.0,,0.79,68.73
2019-08-26,86,79.0,,0.79,67.94
2019-08-27,81,79.0,,0.79,63.99
2019-08-28,87,79.0,,0.79,68.73
2019-08-29,97,79.0,,0.79,76.63000000000001
2019-08-30,78,79.0,,0.79,61.620000000000005
2019-08-31,83,79.0,,0.79,65.57000000000001
