date,HUBS_unscaled,HUBS_monthly,isPartial,scale,HUBS
2017-12-30,79,88.0,,0.88,69.52
2017-12-31,68,88.0,,0.88,59.84
2018-01-01,53,90.0,False,0.9,47.7
2018-01-02,72,90.0,,0.9,64.8
2018-01-03,80,90.0,,0.9,72.0
2018-01-04,100,90.0,,0.9,90.0
2018-01-05,91,90.0,,0.9,81.9
2018-01-06,74,90.0,,0.9,66.60000000000001
2018-01-07,73,90.0,,0.9,65.7
2018-01-08,67,90.0,,0.9,60.300000000000004
2018-01-09,62,90.0,,0.9,55.800000000000004
2018-01-10,75,90.0,,0.9,67.5
2018-01-11,92,90.0,,0.9,82.8
2018-01-12,65,90.0,,0.9,58.5
2018-01-13,78,90.0,,0.9,70.2
2018-01-14,68,90.0,,0.9,61.2
2018-01-15,72,90.0,,0.9,64.8
2018-01-16,60,90.0,,0.9,54.0
2018-01-17,70,90.0,,0.9,63.0
2018-01-18,80,90.0,,0.9,72.0
2018-01-19,77,90.0,,0.9,69.3
2018-01-20,90,90.0,,0.9,81.0
2018-01-21,60,90.0,,0.9,54.0
2018-01-22,74,90.0,,0.9,66.60000000000001
2018-01-23,95,90.0,,0.9,85.5
2018-01-24,67,90.0,,0.9,60.300000000000004
2018-01-25,60,90.0,,0.9,54.0
2018-01-26,78,90.0,,0.9,70.2
2018-01-27,81,90.0,,0.9,72.9
2018-01-28,79,90.0,,0.9,71.10000000000001
2018-01-29,84,90.0,,0.9,75.60000000000001
2018-01-30,59,90.0,,0.9,53.1
2018-01-31,81,90.0,,0.9,72.9
2018-02-01,72,92.0,False,0.92,66.24000000000001
2018-02-02,75,92.0,,0.92,69.0
2018-02-03,71,92.0,,0.92,65.32000000000001
2018-02-04,74,92.0,,0.92,68.08
2018-02-05,70,92.0,,0.92,64.4
2018-02-06,68,92.0,,0.92,62.56
2018-02-07,50,92.0,,0.92,46.0
2018-02-08,96,92.0,,0.92,88.32000000000001
2018-02-09,74,92.0,,0.92,68.08
2018-02-10,62,92.0,,0.92,57.04
2018-02-11,77,92.0,,0.92,70.84
2018-02-12,66,92.0,,0.92,60.720000000000006
2018-02-13,69,92.0,,0.92,63.480000000000004
2018-02-14,65,92.0,,0.92,59.800000000000004
2018-02-15,67,92.0,,0.92,61.64
2018-02-16,70,92.0,,0.92,64.4
2018-02-17,73,92.0,,0.92,67.16
2018-02-18,55,92.0,,0.92,50.6
2018-02-19,69,92.0,,0.92,63.480000000000004
2018-02-20,80,92.0,,0.92,73.60000000000001
2018-02-21,64,92.0,,0.92,58.88
2018-02-22,100,92.0,,0.92,92.0
2018-02-23,81,92.0,,0.92,74.52000000000001
2018-02-24,82,92.0,,0.92,75.44
2018-02-25,68,92.0,,0.92,62.56
2018-02-26,75,92.0,,0.92,69.0
2018-02-27,90,92.0,,0.92,82.8
2018-02-28,75,92.0,,0.92,69.0
2018-03-01,74,90.0,False,0.9,66.60000000000001
2018-03-02,88,90.0,,0.9,79.2
2018-03-03,83,90.0,,0.9,74.7
2018-03-04,100,90.0,,0.9,90.0
2018-03-05,65,90.0,,0.9,58.5
2018-03-06,86,90.0,,0.9,77.4
2018-03-07,95,90.0,,0.9,85.5
2018-03-08,84,90.0,,0.9,75.60000000000001
2018-03-09,60,90.0,,0.9,54.0
2018-03-10,62,90.0,,0.9,55.800000000000004
2018-03-11,73,90.0,,0.9,65.7
2018-03-12,74,90.0,,0.9,66.60000000000001
2018-03-13,89,90.0,,0.9,80.10000000000001
2018-03-14,82,90.0,,0.9,73.8
2018-03-15,69,90.0,,0.9,62.1
2018-03-16,66,90.0,,0.9,59.4
2018-03-17,69,90.0,,0.9,62.1
2018-03-18,64,90.0,,0.9,57.6
2018-03-19,79,90.0,,0.9,71.10000000000001
2018-03-20,91,90.0,,0.9,81.9
2018-03-21,76,90.0,,0.9,68.4
2018-03-22,71,90.0,,0.9,63.9
2018-03-23,64,90.0,,0.9,57.6
2018-03-24,77,90.0,,0.9,69.3
2018-03-25,64,90.0,,0.9,57.6
2018-03-26,82,90.0,,0.9,73.8
2018-03-27,74,90.0,,0.9,66.60000000000001
2018-03-28,87,90.0,,0.9,78.3
2018-03-29,68,90.0,,0.9,61.2
2018-03-30,100,90.0,,0.9,90.0
2018-03-31,73,90.0,,0.9,65.7
2018-04-01,75,85.0,False,0.85,63.75
2018-04-02,73,85.0,,0.85,62.05
2018-04-03,81,85.0,,0.85,68.85
2018-04-04,88,85.0,,0.85,74.8
2018-04-05,82,85.0,,0.85,69.7
2018-04-06,75,85.0,,0.85,63.75
2018-04-07,92,85.0,,0.85,78.2
2018-04-08,58,85.0,,0.85,49.3
2018-04-09,84,85.0,,0.85,71.39999999999999
2018-04-10,80,85.0,,0.85,68.0
2018-04-11,58,85.0,,0.85,49.3
2018-04-12,67,85.0,,0.85,56.949999999999996
2018-04-13,83,85.0,,0.85,70.55
2018-04-14,62,85.0,,0.85,52.699999999999996
2018-04-15,71,85.0,,0.85,60.35
2018-04-16,68,85.0,,0.85,57.8
2018-04-17,72,85.0,,0.85,61.199999999999996
2018-04-18,75,85.0,,0.85,63.75
2018-04-19,88,85.0,,0.85,74.8
2018-04-20,82,85.0,,0.85,69.7
2018-04-21,60,85.0,,0.85,51.0
2018-04-22,85,85.0,,0.85,72.25
2018-04-23,85,85.0,,0.85,72.25
2018-04-24,64,85.0,,0.85,54.4
2018-04-25,68,85.0,,0.85,57.8
2018-04-26,78,85.0,,0.85,66.3
2018-04-27,61,85.0,,0.85,51.85
2018-04-28,73,85.0,,0.85,62.05
2018-04-29,74,85.0,,0.85,62.9
2018-04-30,100,85.0,,0.85,85.0
2018-05-01,90,84.0,False,0.84,75.6
2018-05-02,71,84.0,,0.84,59.64
2018-05-03,96,84.0,,0.84,80.64
2018-05-04,63,84.0,,0.84,52.919999999999995
2018-05-05,68,84.0,,0.84,57.12
2018-05-06,83,84.0,,0.84,69.72
2018-05-07,88,84.0,,0.84,73.92
2018-05-08,73,84.0,,0.84,61.32
2018-05-09,100,84.0,,0.84,84.0
2018-05-10,82,84.0,,0.84,68.88
2018-05-11,85,84.0,,0.84,71.39999999999999
2018-05-12,60,84.0,,0.84,50.4
2018-05-13,66,84.0,,0.84,55.44
2018-05-14,72,84.0,,0.84,60.48
2018-05-15,76,84.0,,0.84,63.839999999999996
2018-05-16,79,84.0,,0.84,66.36
2018-05-17,77,84.0,,0.84,64.67999999999999
2018-05-18,72,84.0,,0.84,60.48
2018-05-19,75,84.0,,0.84,63.0
2018-05-20,69,84.0,,0.84,57.96
2018-05-21,63,84.0,,0.84,52.919999999999995
2018-05-22,66,84.0,,0.84,55.44
2018-05-23,92,84.0,,0.84,77.28
2018-05-24,90,84.0,,0.84,75.6
2018-05-25,62,84.0,,0.84,52.08
2018-05-26,71,84.0,,0.84,59.64
2018-05-27,71,84.0,,0.84,59.64
2018-05-28,68,84.0,,0.84,57.12
2018-05-29,75,84.0,,0.84,63.0
2018-05-30,73,84.0,,0.84,61.32
2018-05-31,74,84.0,,0.84,62.16
2018-06-01,65,80.0,False,0.8,52.0
2018-06-02,69,80.0,,0.8,55.2
2018-06-03,100,80.0,,0.8,80.0
2018-06-04,72,80.0,,0.8,57.6
2018-06-05,72,80.0,,0.8,57.6
2018-06-06,81,80.0,,0.8,64.8
2018-06-07,76,80.0,,0.8,60.800000000000004
2018-06-08,45,80.0,,0.8,36.0
2018-06-09,69,80.0,,0.8,55.2
2018-06-10,65,80.0,,0.8,52.0
2018-06-11,82,80.0,,0.8,65.60000000000001
2018-06-12,61,80.0,,0.8,48.800000000000004
2018-06-13,78,80.0,,0.8,62.400000000000006
2018-06-14,66,80.0,,0.8,52.800000000000004
2018-06-15,63,80.0,,0.8,50.400000000000006
2018-06-16,63,80.0,,0.8,50.400000000000006
2018-06-17,63,80.0,,0.8,50.400000000000006
2018-06-18,71,80.0,,0.8,56.800000000000004
2018-06-19,67,80.0,,0.8,53.6
2018-06-20,71,80.0,,0.8,56.800000000000004
2018-06-21,70,80.0,,0.8,56.0
2018-06-22,55,80.0,,0.8,44.0
2018-06-23,76,80.0,,0.8,60.800000000000004
2018-06-24,60,80.0,,0.8,48.0
2018-06-25,76,80.0,,0.8,60.800000000000004
2018-06-26,82,80.0,,0.8,65.60000000000001
2018-06-27,97,80.0,,0.8,77.60000000000001
2018-06-28,77,80.0,,0.8,61.6
2018-06-29,62,80.0,,0.8,49.6
2018-06-30,58,80.0,,0.8,46.400000000000006
2018-07-01,66,83.0,False,0.83,54.779999999999994
2018-07-02,100,83.0,,0.83,83.0
2018-07-03,88,83.0,,0.83,73.03999999999999
2018-07-04,79,83.0,,0.83,65.57
2018-07-05,100,83.0,,0.83,83.0
2018-07-06,92,83.0,,0.83,76.36
2018-07-07,82,83.0,,0.83,68.06
2018-07-08,80,83.0,,0.83,66.39999999999999
2018-07-09,86,83.0,,0.83,71.38
2018-07-10,97,83.0,,0.83,80.50999999999999
2018-07-11,99,83.0,,0.83,82.17
2018-07-12,85,83.0,,0.83,70.55
2018-07-13,85,83.0,,0.83,70.55
2018-07-14,85,83.0,,0.83,70.55
2018-07-15,96,83.0,,0.83,79.67999999999999
2018-07-16,100,83.0,,0.83,83.0
2018-07-17,85,83.0,,0.83,70.55
2018-07-18,95,83.0,,0.83,78.85
2018-07-19,79,83.0,,0.83,65.57
2018-07-20,94,83.0,,0.83,78.02
2018-07-21,95,83.0,,0.83,78.85
2018-07-22,61,83.0,,0.83,50.629999999999995
2018-07-23,92,83.0,,0.83,76.36
2018-07-24,92,83.0,,0.83,76.36
2018-07-25,80,83.0,,0.83,66.39999999999999
2018-07-26,69,83.0,,0.83,57.269999999999996
2018-07-27,75,83.0,,0.83,62.25
2018-07-28,75,83.0,,0.83,62.25
2018-07-29,89,83.0,,0.83,73.86999999999999
2018-07-30,78,83.0,,0.83,64.74
2018-07-31,74,83.0,,0.83,61.419999999999995
2018-08-01,69,89.0,False,0.89,61.410000000000004
2018-08-02,76,89.0,,0.89,67.64
2018-08-03,81,89.0,,0.89,72.09
2018-08-04,81,89.0,,0.89,72.09
2018-08-05,97,89.0,,0.89,86.33
2018-08-06,84,89.0,,0.89,74.76
2018-08-07,93,89.0,,0.89,82.77
2018-08-08,89,89.0,,0.89,79.21000000000001
2018-08-09,81,89.0,,0.89,72.09
2018-08-10,80,89.0,,0.89,71.2
2018-08-11,80,89.0,,0.89,71.2
2018-08-12,83,89.0,,0.89,73.87
2018-08-13,89,89.0,,0.89,79.21000000000001
2018-08-14,88,89.0,,0.89,78.32000000000001
2018-08-15,97,89.0,,0.89,86.33
2018-08-16,73,89.0,,0.89,64.97
2018-08-17,84,89.0,,0.89,74.76
2018-08-18,81,89.0,,0.89,72.09
2018-08-19,62,89.0,,0.89,55.18
2018-08-20,87,89.0,,0.89,77.43
2018-08-21,80,89.0,,0.89,71.2
2018-08-22,77,89.0,,0.89,68.53
2018-08-23,83,89.0,,0.89,73.87
2018-08-24,90,89.0,,0.89,80.1
2018-08-25,78,89.0,,0.89,69.42
2018-08-26,79,89.0,,0.89,70.31
2018-08-27,100,89.0,,0.89,89.0
2018-08-28,89,89.0,,0.89,79.21000000000001
2018-08-29,67,89.0,,0.89,59.63
2018-08-30,91,89.0,,0.89,80.99
2018-08-31,86,89.0,,0.89,76.54
2018-09-01,78,81.0,False,0.81,63.18000000000001
2018-09-02,86,81.0,,0.81,69.66000000000001
2018-09-03,81,81.0,,0.81,65.61
2018-09-04,74,81.0,,0.81,59.940000000000005
2018-09-05,61,81.0,,0.81,49.410000000000004
2018-09-06,83,81.0,,0.81,67.23
2018-09-07,82,81.0,,0.81,66.42
2018-09-08,59,81.0,,0.81,47.790000000000006
2018-09-09,67,81.0,,0.81,54.27
2018-09-10,94,81.0,,0.81,76.14
2018-09-11,83,81.0,,0.81,67.23
2018-09-12,80,81.0,,0.81,64.80000000000001
2018-09-13,85,81.0,,0.81,68.85000000000001
2018-09-14,83,81.0,,0.81,67.23
2018-09-15,76,81.0,,0.81,61.56
2018-09-16,80,81.0,,0.81,64.80000000000001
2018-09-17,81,81.0,,0.81,65.61
2018-09-18,89,81.0,,0.81,72.09
2018-09-19,57,81.0,,0.81,46.17
2018-09-20,84,81.0,,0.81,68.04
2018-09-21,75,81.0,,0.81,60.75000000000001
2018-09-22,100,81.0,,0.81,81.0
2018-09-23,70,81.0,,0.81,56.7
2018-09-24,85,81.0,,0.81,68.85000000000001
2018-09-25,71,81.0,,0.81,57.510000000000005
2018-09-26,83,81.0,,0.81,67.23
2018-09-27,74,81.0,,0.81,59.940000000000005
2018-09-28,59,81.0,,0.81,47.790000000000006
2018-09-29,51,81.0,,0.81,41.31
2018-09-30,58,81.0,,0.81,46.980000000000004
2018-10-01,78,80.0,False,0.8,62.400000000000006
2018-10-02,65,80.0,,0.8,52.0
2018-10-03,89,80.0,,0.8,71.2
2018-10-04,57,80.0,,0.8,45.6
2018-10-05,74,80.0,,0.8,59.2
2018-10-06,76,80.0,,0.8,60.800000000000004
2018-10-07,59,80.0,,0.8,47.2
2018-10-08,74,80.0,,0.8,59.2
2018-10-09,88,80.0,,0.8,70.4
2018-10-10,84,80.0,,0.8,67.2
2018-10-11,73,80.0,,0.8,58.400000000000006
2018-10-12,86,80.0,,0.8,68.8
2018-10-13,75,80.0,,0.8,60.0
2018-10-14,69,80.0,,0.8,55.2
2018-10-15,94,80.0,,0.8,75.2
2018-10-16,74,80.0,,0.8,59.2
2018-10-17,79,80.0,,0.8,63.2
2018-10-18,91,80.0,,0.8,72.8
2018-10-19,72,80.0,,0.8,57.6
2018-10-20,70,80.0,,0.8,56.0
2018-10-21,80,80.0,,0.8,64.0
2018-10-22,65,80.0,,0.8,52.0
2018-10-23,73,80.0,,0.8,58.400000000000006
2018-10-24,92,80.0,,0.8,73.60000000000001
2018-10-25,100,80.0,,0.8,80.0
2018-10-26,67,80.0,,0.8,53.6
2018-10-27,74,80.0,,0.8,59.2
2018-10-28,55,80.0,,0.8,44.0
2018-10-29,66,80.0,,0.8,52.800000000000004
2018-10-30,81,80.0,,0.8,64.8
2018-10-31,87,80.0,,0.8,69.60000000000001
2018-11-01,85,83.0,False,0.83,70.55
2018-11-02,78,83.0,,0.83,64.74
2018-11-03,78,83.0,,0.83,64.74
2018-11-04,77,83.0,,0.83,63.91
2018-11-05,60,83.0,,0.83,49.8
2018-11-06,58,83.0,,0.83,48.14
2018-11-07,66,83.0,,0.83,54.779999999999994
2018-11-08,56,83.0,,0.83,46.48
2018-11-09,51,83.0,,0.83,42.33
2018-11-10,53,83.0,,0.83,43.989999999999995
2018-11-11,57,83.0,,0.83,47.309999999999995
2018-11-12,73,83.0,,0.83,60.589999999999996
2018-11-13,72,83.0,,0.83,59.76
2018-11-14,74,83.0,,0.83,61.419999999999995
2018-11-15,71,83.0,,0.83,58.93
2018-11-16,100,83.0,,0.83,83.0
2018-11-17,77,83.0,,0.83,63.91
2018-11-18,73,83.0,,0.83,60.589999999999996
2018-11-19,81,83.0,,0.83,67.22999999999999
2018-11-20,86,83.0,,0.83,71.38
2018-11-21,64,83.0,,0.83,53.12
2018-11-22,65,83.0,,0.83,53.949999999999996
2018-11-23,71,83.0,,0.83,58.93
2018-11-24,48,83.0,,0.83,39.839999999999996
2018-11-25,74,83.0,,0.83,61.419999999999995
2018-11-26,90,83.0,,0.83,74.7
2018-11-27,91,83.0,,0.83,75.53
2018-11-28,73,83.0,,0.83,60.589999999999996
2018-11-29,71,83.0,,0.83,58.93
2018-11-30,76,83.0,,0.83,63.08
2018-12-01,70,87.0,False,0.87,60.9
2018-12-02,64,87.0,,0.87,55.68
2018-12-03,77,87.0,,0.87,66.99
2018-12-04,87,87.0,,0.87,75.69
2018-12-05,79,87.0,,0.87,68.73
2018-12-06,77,87.0,,0.87,66.99
2018-12-07,92,87.0,,0.87,80.04
2018-12-08,59,87.0,,0.87,51.33
2018-12-09,74,87.0,,0.87,64.38
2018-12-10,100,87.0,,0.87,87.0
2018-12-11,77,87.0,,0.87,66.99
2018-12-12,98,87.0,,0.87,85.26
2018-12-13,76,87.0,,0.87,66.12
2018-12-14,86,87.0,,0.87,74.82
2018-12-15,86,87.0,,0.87,74.82
2018-12-16,96,87.0,,0.87,83.52
2018-12-17,65,87.0,,0.87,56.55
2018-12-18,88,87.0,,0.87,76.56
2018-12-19,77,87.0,,0.87,66.99
2018-12-20,79,87.0,,0.87,68.73
2018-12-21,90,87.0,,0.87,78.3
2018-12-22,63,87.0,,0.87,54.81
2018-12-23,75,87.0,,0.87,65.25
2018-12-24,78,87.0,,0.87,67.86
2018-12-25,65,87.0,,0.87,56.55
2018-12-26,70,87.0,,0.87,60.9
2018-12-27,89,87.0,,0.87,77.42999999999999
2018-12-28,83,87.0,,0.87,72.21
2018-12-29,73,87.0,,0.87,63.51
2018-12-30,84,87.0,,0.87,73.08
2018-12-31,68,87.0,,0.87,59.16
2019-01-01,63,91.0,False,0.91,57.330000000000005
2019-01-02,66,91.0,,0.91,60.06
2019-01-03,86,91.0,,0.91,78.26
2019-01-04,100,91.0,,0.91,91.0
2019-01-05,74,91.0,,0.91,67.34
2019-01-06,82,91.0,,0.91,74.62
2019-01-07,73,91.0,,0.91,66.43
2019-01-08,93,91.0,,0.91,84.63000000000001
2019-01-09,62,91.0,,0.91,56.42
2019-01-10,77,91.0,,0.91,70.07000000000001
2019-01-11,65,91.0,,0.91,59.15
2019-01-12,74,91.0,,0.91,67.34
2019-01-13,74,91.0,,0.91,67.34
2019-01-14,85,91.0,,0.91,77.35000000000001
2019-01-15,82,91.0,,0.91,74.62
2019-01-16,94,91.0,,0.91,85.54
2019-01-17,70,91.0,,0.91,63.7
2019-01-18,80,91.0,,0.91,72.8
2019-01-19,80,91.0,,0.91,72.8
2019-01-20,68,91.0,,0.91,61.88
2019-01-21,72,91.0,,0.91,65.52
2019-01-22,79,91.0,,0.91,71.89
2019-01-23,73,91.0,,0.91,66.43
2019-01-24,86,91.0,,0.91,78.26
2019-01-25,62,91.0,,0.91,56.42
2019-01-26,63,91.0,,0.91,57.330000000000005
2019-01-27,80,91.0,,0.91,72.8
2019-01-28,78,91.0,,0.91,70.98
2019-01-29,92,91.0,,0.91,83.72
2019-01-30,93,91.0,,0.91,84.63000000000001
2019-01-31,64,91.0,,0.91,58.24
2019-02-01,81,90.0,False,0.9,72.9
2019-02-02,65,90.0,,0.9,58.5
2019-02-03,76,90.0,,0.9,68.4
2019-02-04,70,90.0,,0.9,63.0
2019-02-05,88,90.0,,0.9,79.2
2019-02-06,74,90.0,,0.9,66.60000000000001
2019-02-07,64,90.0,,0.9,57.6
2019-02-08,76,90.0,,0.9,68.4
2019-02-09,68,90.0,,0.9,61.2
2019-02-10,93,90.0,,0.9,83.7
2019-02-11,70,90.0,,0.9,63.0
2019-02-12,100,90.0,,0.9,90.0
2019-02-13,92,90.0,,0.9,82.8
2019-02-14,87,90.0,,0.9,78.3
2019-02-15,64,90.0,,0.9,57.6
2019-02-16,91,90.0,,0.9,81.9
2019-02-17,77,90.0,,0.9,69.3
2019-02-18,78,90.0,,0.9,70.2
2019-02-19,88,90.0,,0.9,79.2
2019-02-20,86,90.0,,0.9,77.4
2019-02-21,81,90.0,,0.9,72.9
2019-02-22,89,90.0,,0.9,80.10000000000001
2019-02-23,71,90.0,,0.9,63.9
2019-02-24,87,90.0,,0.9,78.3
2019-02-25,65,90.0,,0.9,58.5
2019-02-26,84,90.0,,0.9,75.60000000000001
2019-02-27,78,90.0,,0.9,70.2
2019-02-28,68,90.0,,0.9,61.2
2019-03-01,87,88.0,False,0.88,76.56
2019-03-02,75,88.0,,0.88,66.0
2019-03-03,88,88.0,,0.88,77.44
2019-03-04,83,88.0,,0.88,73.04
2019-03-05,99,88.0,,0.88,87.12
2019-03-06,72,88.0,,0.88,63.36
2019-03-07,76,88.0,,0.88,66.88
2019-03-08,75,88.0,,0.88,66.0
2019-03-09,86,88.0,,0.88,75.68
2019-03-10,93,88.0,,0.88,81.84
2019-03-11,85,88.0,,0.88,74.8
2019-03-12,98,88.0,,0.88,86.24
2019-03-13,66,88.0,,0.88,58.08
2019-03-14,83,88.0,,0.88,73.04
2019-03-15,76,88.0,,0.88,66.88
2019-03-16,76,88.0,,0.88,66.88
2019-03-17,93,88.0,,0.88,81.84
2019-03-18,78,88.0,,0.88,68.64
2019-03-19,87,88.0,,0.88,76.56
2019-03-20,87,88.0,,0.88,76.56
2019-03-21,82,88.0,,0.88,72.16
2019-03-22,71,88.0,,0.88,62.48
2019-03-23,71,88.0,,0.88,62.48
2019-03-24,83,88.0,,0.88,73.04
2019-03-25,65,88.0,,0.88,57.2
2019-03-26,86,88.0,,0.88,75.68
2019-03-27,100,88.0,,0.88,88.0
2019-03-28,81,88.0,,0.88,71.28
2019-03-29,86,88.0,,0.88,75.68
2019-03-30,85,88.0,,0.88,74.8
2019-03-31,90,88.0,,0.88,79.2
2019-04-01,100,83.0,False,0.83,83.0
2019-04-02,65,83.0,,0.83,53.949999999999996
2019-04-03,96,83.0,,0.83,79.67999999999999
2019-04-04,76,83.0,,0.83,63.08
2019-04-05,67,83.0,,0.83,55.61
2019-04-06,74,83.0,,0.83,61.419999999999995
2019-04-07,91,83.0,,0.83,75.53
2019-04-08,70,83.0,,0.83,58.099999999999994
2019-04-09,85,83.0,,0.83,70.55
2019-04-10,68,83.0,,0.83,56.44
2019-04-11,71,83.0,,0.83,58.93
2019-04-12,69,83.0,,0.83,57.269999999999996
2019-04-13,71,83.0,,0.83,58.93
2019-04-14,74,83.0,,0.83,61.419999999999995
2019-04-15,61,83.0,,0.83,50.629999999999995
2019-04-16,93,83.0,,0.83,77.19
2019-04-17,86,83.0,,0.83,71.38
2019-04-18,65,83.0,,0.83,53.949999999999996
2019-04-19,72,83.0,,0.83,59.76
2019-04-20,78,83.0,,0.83,64.74
2019-04-21,79,83.0,,0.83,65.57
2019-04-22,81,83.0,,0.83,67.22999999999999
2019-04-23,75,83.0,,0.83,62.25
2019-04-24,97,83.0,,0.83,80.50999999999999
2019-04-25,78,83.0,,0.83,64.74
2019-04-26,66,83.0,,0.83,54.779999999999994
2019-04-27,94,83.0,,0.83,78.02
2019-04-28,56,83.0,,0.83,46.48
2019-04-29,81,83.0,,0.83,67.22999999999999
2019-04-30,72,83.0,,0.83,59.76
2019-05-01,84,83.0,False,0.83,69.72
2019-05-02,88,83.0,,0.83,73.03999999999999
2019-05-03,85,83.0,,0.83,70.55
2019-05-04,61,83.0,,0.83,50.629999999999995
2019-05-05,94,83.0,,0.83,78.02
2019-05-06,80,83.0,,0.83,66.39999999999999
2019-05-07,90,83.0,,0.83,74.7
2019-05-08,90,83.0,,0.83,74.7
2019-05-09,85,83.0,,0.83,70.55
2019-05-10,83,83.0,,0.83,68.89
2019-05-11,78,83.0,,0.83,64.74
2019-05-12,77,83.0,,0.83,63.91
2019-05-13,87,83.0,,0.83,72.21
2019-05-14,78,83.0,,0.83,64.74
2019-05-15,79,83.0,,0.83,65.57
2019-05-16,70,83.0,,0.83,58.099999999999994
2019-05-17,78,83.0,,0.83,64.74
2019-05-18,83,83.0,,0.83,68.89
2019-05-19,73,83.0,,0.83,60.589999999999996
2019-05-20,73,83.0,,0.83,60.589999999999996
2019-05-21,74,83.0,,0.83,61.419999999999995
2019-05-22,77,83.0,,0.83,63.91
2019-05-23,68,83.0,,0.83,56.44
2019-05-24,64,83.0,,0.83,53.12
2019-05-25,64,83.0,,0.83,53.12
2019-05-26,63,83.0,,0.83,52.29
2019-05-27,69,83.0,,0.83,57.269999999999996
2019-05-28,80,83.0,,0.83,66.39999999999999
2019-05-29,78,83.0,,0.83,64.74
2019-05-30,100,83.0,,0.83,83.0
2019-05-31,84,83.0,,0.83,69.72
2019-06-01,88,85.0,False,0.85,74.8
2019-06-02,65,85.0,,0.85,55.25
2019-06-03,78,85.0,,0.85,66.3
2019-06-04,74,85.0,,0.85,62.9
2019-06-05,77,85.0,,0.85,65.45
2019-06-06,92,85.0,,0.85,78.2
2019-06-07,78,85.0,,0.85,66.3
2019-06-08,66,85.0,,0.85,56.1
2019-06-09,69,85.0,,0.85,58.65
2019-06-10,62,85.0,,0.85,52.699999999999996
2019-06-11,88,85.0,,0.85,74.8
2019-06-12,75,85.0,,0.85,63.75
2019-06-13,77,85.0,,0.85,65.45
2019-06-14,54,85.0,,0.85,45.9
2019-06-15,93,85.0,,0.85,79.05
2019-06-16,86,85.0,,0.85,73.1
2019-06-17,100,85.0,,0.85,85.0
2019-06-18,80,85.0,,0.85,68.0
2019-06-19,73,85.0,,0.85,62.05
2019-06-20,62,85.0,,0.85,52.699999999999996
2019-06-21,88,85.0,,0.85,74.8
2019-06-22,79,85.0,,0.85,67.14999999999999
2019-06-23,76,85.0,,0.85,64.6
2019-06-24,67,85.0,,0.85,56.949999999999996
2019-06-25,70,85.0,,0.85,59.5
2019-06-26,77,85.0,,0.85,65.45
2019-06-27,81,85.0,,0.85,68.85
2019-06-28,57,85.0,,0.85,48.449999999999996
2019-06-29,86,85.0,,0.85,73.1
2019-06-30,72,85.0,,0.85,61.199999999999996
2019-07-01,80,87.0,False,0.87,69.6
2019-07-02,75,87.0,,0.87,65.25
2019-07-03,67,87.0,,0.87,58.29
2019-07-04,67,87.0,,0.87,58.29
2019-07-05,68,87.0,,0.87,59.16
2019-07-06,65,87.0,,0.87,56.55
2019-07-07,64,87.0,,0.87,55.68
2019-07-08,80,87.0,,0.87,69.6
2019-07-09,74,87.0,,0.87,64.38
2019-07-10,86,87.0,,0.87,74.82
2019-07-11,69,87.0,,0.87,60.03
2019-07-12,100,87.0,,0.87,87.0
2019-07-13,66,87.0,,0.87,57.42
2019-07-14,74,87.0,,0.87,64.38
2019-07-15,89,87.0,,0.87,77.42999999999999
2019-07-16,62,87.0,,0.87,53.94
2019-07-17,93,87.0,,0.87,80.91
2019-07-18,69,87.0,,0.87,60.03
2019-07-19,67,87.0,,0.87,58.29
2019-07-20,52,87.0,,0.87,45.24
2019-07-21,74,87.0,,0.87,64.38
2019-07-22,95,87.0,,0.87,82.65
2019-07-23,83,87.0,,0.87,72.21
2019-07-24,89,87.0,,0.87,77.42999999999999
2019-07-25,68,87.0,,0.87,59.16
2019-07-26,61,87.0,,0.87,53.07
2019-07-27,67,87.0,,0.87,58.29
2019-07-28,65,87.0,,0.87,56.55
2019-07-29,80,87.0,,0.87,69.6
2019-07-30,69,87.0,,0.87,60.03
2019-07-31,78,87.0,,0.87,67.86
2019-08-01,89,88.0,False,0.88,78.32000000000001
2019-08-02,89,88.0,,0.88,78.32000000000001
2019-08-03,62,88.0,,0.88,54.56
2019-08-04,73,88.0,,0.88,64.24
2019-08-05,83,88.0,,0.88,73.04
2019-08-06,91,88.0,,0.88,80.08
2019-08-07,96,88.0,,0.88,84.48
2019-08-08,96,88.0,,0.88,84.48
2019-08-09,82,88.0,,0.88,72.16
2019-08-10,64,88.0,,0.88,56.32
2019-08-11,83,88.0,,0.88,73.04
2019-08-12,81,88.0,,0.88,71.28
2019-08-13,69,88.0,,0.88,60.72
2019-08-14,89,88.0,,0.88,78.32000000000001
2019-08-15,86,88.0,,0.88,75.68
2019-08-16,73,88.0,,0.88,64.24
2019-08-17,58,88.0,,0.88,51.04
2019-08-18,70,88.0,,0.88,61.6
2019-08-19,75,88.0,,0.88,66.0
2019-08-20,100,88.0,,0.88,88.0
2019-08-21,83,88.0,,0.88,73.04
2019-08-22,89,88.0,,0.88,78.32000000000001
2019-08-23,92,88.0,,0.88,80.96
2019-08-24,82,88.0,,0.88,72.16
2019-08-25,63,88.0,,0.88,55.44
2019-08-26,69,88.0,,0.88,60.72
2019-08-27,73,88.0,,0.88,64.24
2019-08-28,76,88.0,,0.88,66.88
2019-08-29,85,88.0,,0.88,74.8
2019-08-30,94,88.0,,0.88,82.72
