date,FANG_unscaled,FANG_monthly,isPartial,scale,FANG
2017-12-27,81,35.0,,0.35,28.349999999999998
2017-12-28,83,35.0,,0.35,29.049999999999997
2017-12-29,100,35.0,,0.35,35.0
2017-12-30,95,35.0,,0.35,33.25
2017-12-31,89,35.0,,0.35,31.15
2018-01-01,71,39.0,False,0.39,27.69
2018-01-02,78,39.0,,0.39,30.42
2018-01-03,96,39.0,,0.39,37.44
2018-01-04,92,39.0,,0.39,35.88
2018-01-05,94,39.0,,0.39,36.660000000000004
2018-01-06,67,39.0,,0.39,26.130000000000003
2018-01-07,87,39.0,,0.39,33.93
2018-01-08,57,39.0,,0.39,22.23
2018-01-09,72,39.0,,0.39,28.080000000000002
2018-01-10,67,39.0,,0.39,26.130000000000003
2018-01-11,85,39.0,,0.39,33.15
2018-01-12,66,39.0,,0.39,25.740000000000002
2018-01-13,73,39.0,,0.39,28.470000000000002
2018-01-14,83,39.0,,0.39,32.370000000000005
2018-01-15,88,39.0,,0.39,34.32
2018-01-16,55,39.0,,0.39,21.45
2018-01-17,63,39.0,,0.39,24.57
2018-01-18,76,39.0,,0.39,29.64
2018-01-19,64,39.0,,0.39,24.96
2018-01-20,79,39.0,,0.39,30.810000000000002
2018-01-21,71,39.0,,0.39,27.69
2018-01-22,80,39.0,,0.39,31.200000000000003
2018-01-23,85,39.0,,0.39,33.15
2018-01-24,91,39.0,,0.39,35.49
2018-01-25,79,39.0,,0.39,30.810000000000002
2018-01-26,86,39.0,,0.39,33.54
2018-01-27,96,39.0,,0.39,37.44
2018-01-28,89,39.0,,0.39,34.71
2018-01-29,100,39.0,,0.39,39.0
2018-01-30,77,39.0,,0.39,30.03
2018-01-31,82,39.0,,0.39,31.98
2018-02-01,87,39.0,False,0.39,33.93
2018-02-02,79,39.0,,0.39,30.810000000000002
2018-02-03,91,39.0,,0.39,35.49
2018-02-04,63,39.0,,0.39,24.57
2018-02-05,69,39.0,,0.39,26.91
2018-02-06,77,39.0,,0.39,30.03
2018-02-07,98,39.0,,0.39,38.22
2018-02-08,79,39.0,,0.39,30.810000000000002
2018-02-09,73,39.0,,0.39,28.470000000000002
2018-02-10,86,39.0,,0.39,33.54
2018-02-11,100,39.0,,0.39,39.0
2018-02-12,88,39.0,,0.39,34.32
2018-02-13,64,39.0,,0.39,24.96
2018-02-14,86,39.0,,0.39,33.54
2018-02-15,61,39.0,,0.39,23.79
2018-02-16,80,39.0,,0.39,31.200000000000003
2018-02-17,84,39.0,,0.39,32.76
2018-02-18,79,39.0,,0.39,30.810000000000002
2018-02-19,91,39.0,,0.39,35.49
2018-02-20,67,39.0,,0.39,26.130000000000003
2018-02-21,77,39.0,,0.39,30.03
2018-02-22,88,39.0,,0.39,34.32
2018-02-23,74,39.0,,0.39,28.86
2018-02-24,89,39.0,,0.39,34.71
2018-02-25,82,39.0,,0.39,31.98
2018-02-26,81,39.0,,0.39,31.59
2018-02-27,73,39.0,,0.39,28.470000000000002
2018-02-28,84,39.0,,0.39,32.76
2018-03-01,69,38.0,False,0.38,26.22
2018-03-02,63,38.0,,0.38,23.94
2018-03-03,76,38.0,,0.38,28.88
2018-03-04,79,38.0,,0.38,30.02
2018-03-05,74,38.0,,0.38,28.12
2018-03-06,73,38.0,,0.38,27.740000000000002
2018-03-07,77,38.0,,0.38,29.26
2018-03-08,90,38.0,,0.38,34.2
2018-03-09,67,38.0,,0.38,25.46
2018-03-10,83,38.0,,0.38,31.54
2018-03-11,70,38.0,,0.38,26.6
2018-03-12,67,38.0,,0.38,25.46
2018-03-13,69,38.0,,0.38,26.22
2018-03-14,54,38.0,,0.38,20.52
2018-03-15,66,38.0,,0.38,25.080000000000002
2018-03-16,68,38.0,,0.38,25.84
2018-03-17,71,38.0,,0.38,26.98
2018-03-18,72,38.0,,0.38,27.36
2018-03-19,79,38.0,,0.38,30.02
2018-03-20,80,38.0,,0.38,30.4
2018-03-21,85,38.0,,0.38,32.3
2018-03-22,78,38.0,,0.38,29.64
2018-03-23,74,38.0,,0.38,28.12
2018-03-24,72,38.0,,0.38,27.36
2018-03-25,75,38.0,,0.38,28.5
2018-03-26,75,38.0,,0.38,28.5
2018-03-27,70,38.0,,0.38,26.6
2018-03-28,100,38.0,,0.38,38.0
2018-03-29,90,38.0,,0.38,34.2
2018-03-30,73,38.0,,0.38,27.740000000000002
2018-03-31,85,38.0,,0.38,32.3
2018-04-01,88,38.0,False,0.38,33.44
2018-04-02,92,38.0,,0.38,34.96
2018-04-03,99,38.0,,0.38,37.62
2018-04-04,84,38.0,,0.38,31.92
2018-04-05,78,38.0,,0.38,29.64
2018-04-06,69,38.0,,0.38,26.22
2018-04-07,100,38.0,,0.38,38.0
2018-04-08,72,38.0,,0.38,27.36
2018-04-09,89,38.0,,0.38,33.82
2018-04-10,61,38.0,,0.38,23.18
2018-04-11,77,38.0,,0.38,29.26
2018-04-12,78,38.0,,0.38,29.64
2018-04-13,76,38.0,,0.38,28.88
2018-04-14,97,38.0,,0.38,36.86
2018-04-15,79,38.0,,0.38,30.02
2018-04-16,94,38.0,,0.38,35.72
2018-04-17,73,38.0,,0.38,27.740000000000002
2018-04-18,88,38.0,,0.38,33.44
2018-04-19,86,38.0,,0.38,32.68
2018-04-20,78,38.0,,0.38,29.64
2018-04-21,82,38.0,,0.38,31.16
2018-04-22,66,38.0,,0.38,25.080000000000002
2018-04-23,70,38.0,,0.38,26.6
2018-04-24,96,38.0,,0.38,36.480000000000004
2018-04-25,83,38.0,,0.38,31.54
2018-04-26,87,38.0,,0.38,33.06
2018-04-27,83,38.0,,0.38,31.54
2018-04-28,68,38.0,,0.38,25.84
2018-04-29,79,38.0,,0.38,30.02
2018-04-30,70,38.0,,0.38,26.6
2018-05-01,74,35.0,False,0.35,25.9
2018-05-02,73,35.0,,0.35,25.549999999999997
2018-05-03,75,35.0,,0.35,26.25
2018-05-04,80,35.0,,0.35,28.0
2018-05-05,81,35.0,,0.35,28.349999999999998
2018-05-06,92,35.0,,0.35,32.199999999999996
2018-05-07,80,35.0,,0.35,28.0
2018-05-08,86,35.0,,0.35,30.099999999999998
2018-05-09,70,35.0,,0.35,24.5
2018-05-10,87,35.0,,0.35,30.45
2018-05-11,91,35.0,,0.35,31.849999999999998
2018-05-12,65,35.0,,0.35,22.75
2018-05-13,100,35.0,,0.35,35.0
2018-05-14,91,35.0,,0.35,31.849999999999998
2018-05-15,71,35.0,,0.35,24.849999999999998
2018-05-16,80,35.0,,0.35,28.0
2018-05-17,94,35.0,,0.35,32.9
2018-05-18,75,35.0,,0.35,26.25
2018-05-19,83,35.0,,0.35,29.049999999999997
2018-05-20,88,35.0,,0.35,30.799999999999997
2018-05-21,73,35.0,,0.35,25.549999999999997
2018-05-22,78,35.0,,0.35,27.299999999999997
2018-05-23,93,35.0,,0.35,32.55
2018-05-24,76,35.0,,0.35,26.599999999999998
2018-05-25,81,35.0,,0.35,28.349999999999998
2018-05-26,66,35.0,,0.35,23.099999999999998
2018-05-27,78,35.0,,0.35,27.299999999999997
2018-05-28,73,35.0,,0.35,25.549999999999997
2018-05-29,75,35.0,,0.35,26.25
2018-05-30,65,35.0,,0.35,22.75
2018-05-31,75,35.0,,0.35,26.25
2018-06-01,95,35.0,False,0.35,33.25
2018-06-02,65,35.0,,0.35,22.75
2018-06-03,73,35.0,,0.35,25.549999999999997
2018-06-04,81,35.0,,0.35,28.349999999999998
2018-06-05,72,35.0,,0.35,25.2
2018-06-06,85,35.0,,0.35,29.749999999999996
2018-06-07,67,35.0,,0.35,23.45
2018-06-08,83,35.0,,0.35,29.049999999999997
2018-06-09,78,35.0,,0.35,27.299999999999997
2018-06-10,95,35.0,,0.35,33.25
2018-06-11,78,35.0,,0.35,27.299999999999997
2018-06-12,75,35.0,,0.35,26.25
2018-06-13,82,35.0,,0.35,28.7
2018-06-14,90,35.0,,0.35,31.499999999999996
2018-06-15,83,35.0,,0.35,29.049999999999997
2018-06-16,69,35.0,,0.35,24.15
2018-06-17,52,35.0,,0.35,18.2
2018-06-18,81,35.0,,0.35,28.349999999999998
2018-06-19,80,35.0,,0.35,28.0
2018-06-20,100,35.0,,0.35,35.0
2018-06-21,77,35.0,,0.35,26.95
2018-06-22,79,35.0,,0.35,27.65
2018-06-23,93,35.0,,0.35,32.55
2018-06-24,80,35.0,,0.35,28.0
2018-06-25,87,35.0,,0.35,30.45
2018-06-26,76,35.0,,0.35,26.599999999999998
2018-06-27,83,35.0,,0.35,29.049999999999997
2018-06-28,78,35.0,,0.35,27.299999999999997
2018-06-29,89,35.0,,0.35,31.15
2018-06-30,76,35.0,,0.35,26.599999999999998
2018-07-01,41,54.0,False,0.54,22.14
2018-07-02,41,54.0,,0.54,22.14
2018-07-03,34,54.0,,0.54,18.36
2018-07-04,49,54.0,,0.54,26.46
2018-07-05,36,54.0,,0.54,19.44
2018-07-06,52,54.0,,0.54,28.080000000000002
2018-07-07,70,54.0,,0.54,37.800000000000004
2018-07-08,90,54.0,,0.54,48.6
2018-07-09,80,54.0,,0.54,43.2
2018-07-10,79,54.0,,0.54,42.660000000000004
2018-07-11,78,54.0,,0.54,42.120000000000005
2018-07-12,81,54.0,,0.54,43.74
2018-07-13,85,54.0,,0.54,45.900000000000006
2018-07-14,94,54.0,,0.54,50.760000000000005
2018-07-15,100,54.0,,0.54,54.0
2018-07-16,79,54.0,,0.54,42.660000000000004
2018-07-17,78,54.0,,0.54,42.120000000000005
2018-07-18,67,54.0,,0.54,36.18
2018-07-19,67,54.0,,0.54,36.18
2018-07-20,63,54.0,,0.54,34.02
2018-07-21,70,54.0,,0.54,37.800000000000004
2018-07-22,61,54.0,,0.54,32.940000000000005
2018-07-23,70,54.0,,0.54,37.800000000000004
2018-07-24,65,54.0,,0.54,35.1
2018-07-25,69,54.0,,0.54,37.260000000000005
2018-07-26,72,54.0,,0.54,38.88
2018-07-27,59,54.0,,0.54,31.860000000000003
2018-07-28,62,54.0,,0.54,33.480000000000004
2018-07-29,66,54.0,,0.54,35.64
2018-07-30,69,54.0,,0.54,37.260000000000005
2018-07-31,78,54.0,,0.54,42.120000000000005
2018-08-01,100,40.0,False,0.4,40.0
2018-08-02,93,40.0,,0.4,37.2
2018-08-03,74,40.0,,0.4,29.6
2018-08-04,90,40.0,,0.4,36.0
2018-08-05,80,40.0,,0.4,32.0
2018-08-06,84,40.0,,0.4,33.6
2018-08-07,74,40.0,,0.4,29.6
2018-08-08,69,40.0,,0.4,27.6
2018-08-09,75,40.0,,0.4,30.0
2018-08-10,70,40.0,,0.4,28.0
2018-08-11,69,40.0,,0.4,27.6
2018-08-12,75,40.0,,0.4,30.0
2018-08-13,68,40.0,,0.4,27.200000000000003
2018-08-14,75,40.0,,0.4,30.0
2018-08-15,73,40.0,,0.4,29.200000000000003
2018-08-16,72,40.0,,0.4,28.8
2018-08-17,70,40.0,,0.4,28.0
2018-08-18,76,40.0,,0.4,30.400000000000002
2018-08-19,75,40.0,,0.4,30.0
2018-08-20,71,40.0,,0.4,28.400000000000002
2018-08-21,69,40.0,,0.4,27.6
2018-08-22,63,40.0,,0.4,25.200000000000003
2018-08-23,79,40.0,,0.4,31.6
2018-08-24,65,40.0,,0.4,26.0
2018-08-25,61,40.0,,0.4,24.400000000000002
2018-08-26,68,40.0,,0.4,27.200000000000003
2018-08-27,55,40.0,,0.4,22.0
2018-08-28,67,40.0,,0.4,26.8
2018-08-29,67,40.0,,0.4,26.8
2018-08-30,57,40.0,,0.4,22.8
2018-08-31,69,40.0,,0.4,27.6
2018-09-01,51,42.0,False,0.42,21.419999999999998
2018-09-02,61,42.0,,0.42,25.619999999999997
2018-09-03,52,42.0,,0.42,21.84
2018-09-04,42,42.0,,0.42,17.64
2018-09-05,48,42.0,,0.42,20.16
2018-09-06,42,42.0,,0.42,17.64
2018-09-07,39,42.0,,0.42,16.38
2018-09-08,41,42.0,,0.42,17.22
2018-09-09,53,42.0,,0.42,22.259999999999998
2018-09-10,41,42.0,,0.42,17.22
2018-09-11,43,42.0,,0.42,18.06
2018-09-12,55,42.0,,0.42,23.099999999999998
2018-09-13,41,42.0,,0.42,17.22
2018-09-14,52,42.0,,0.42,21.84
2018-09-15,37,42.0,,0.42,15.54
2018-09-16,57,42.0,,0.42,23.939999999999998
2018-09-17,43,42.0,,0.42,18.06
2018-09-18,53,42.0,,0.42,22.259999999999998
2018-09-19,89,42.0,,0.42,37.379999999999995
2018-09-20,76,42.0,,0.42,31.919999999999998
2018-09-21,72,42.0,,0.42,30.24
2018-09-22,96,42.0,,0.42,40.32
2018-09-23,100,42.0,,0.42,42.0
2018-09-24,68,42.0,,0.42,28.56
2018-09-25,72,42.0,,0.42,30.24
2018-09-26,52,42.0,,0.42,21.84
2018-09-27,49,42.0,,0.42,20.58
2018-09-28,47,42.0,,0.42,19.74
2018-09-29,51,42.0,,0.42,21.419999999999998
2018-09-30,54,42.0,,0.42,22.68
2018-10-01,61,41.0,False,0.41,25.009999999999998
2018-10-02,43,41.0,,0.41,17.63
2018-10-03,70,41.0,,0.41,28.7
2018-10-04,59,41.0,,0.41,24.189999999999998
2018-10-05,56,41.0,,0.41,22.959999999999997
2018-10-06,56,41.0,,0.41,22.959999999999997
2018-10-07,55,41.0,,0.41,22.549999999999997
2018-10-08,48,41.0,,0.41,19.68
2018-10-09,46,41.0,,0.41,18.86
2018-10-10,61,41.0,,0.41,25.009999999999998
2018-10-11,60,41.0,,0.41,24.599999999999998
2018-10-12,66,41.0,,0.41,27.06
2018-10-13,50,41.0,,0.41,20.5
2018-10-14,48,41.0,,0.41,19.68
2018-10-15,63,41.0,,0.41,25.83
2018-10-16,55,41.0,,0.41,22.549999999999997
2018-10-17,57,41.0,,0.41,23.369999999999997
2018-10-18,56,41.0,,0.41,22.959999999999997
2018-10-19,65,41.0,,0.41,26.65
2018-10-20,70,41.0,,0.41,28.7
2018-10-21,66,41.0,,0.41,27.06
2018-10-22,52,41.0,,0.41,21.32
2018-10-23,59,41.0,,0.41,24.189999999999998
2018-10-24,72,41.0,,0.41,29.52
2018-10-25,83,41.0,,0.41,34.03
2018-10-26,90,41.0,,0.41,36.9
2018-10-27,85,41.0,,0.41,34.85
2018-10-28,94,41.0,,0.41,38.54
2018-10-29,100,41.0,,0.41,41.0
2018-10-30,95,41.0,,0.41,38.949999999999996
2018-10-31,68,41.0,,0.41,27.88
2018-11-01,91,38.0,False,0.38,34.58
2018-11-02,90,38.0,,0.38,34.2
2018-11-03,74,38.0,,0.38,28.12
2018-11-04,89,38.0,,0.38,33.82
2018-11-05,78,38.0,,0.38,29.64
2018-11-06,72,38.0,,0.38,27.36
2018-11-07,75,38.0,,0.38,28.5
2018-11-08,72,38.0,,0.38,27.36
2018-11-09,76,38.0,,0.38,28.88
2018-11-10,68,38.0,,0.38,25.84
2018-11-11,77,38.0,,0.38,29.26
2018-11-12,80,38.0,,0.38,30.4
2018-11-13,93,38.0,,0.38,35.34
2018-11-14,70,38.0,,0.38,26.6
2018-11-15,65,38.0,,0.38,24.7
2018-11-16,75,38.0,,0.38,28.5
2018-11-17,79,38.0,,0.38,30.02
2018-11-18,66,38.0,,0.38,25.080000000000002
2018-11-19,82,38.0,,0.38,31.16
2018-11-20,79,38.0,,0.38,30.02
2018-11-21,100,38.0,,0.38,38.0
2018-11-22,76,38.0,,0.38,28.88
2018-11-23,67,38.0,,0.38,25.46
2018-11-24,77,38.0,,0.38,29.26
2018-11-25,95,38.0,,0.38,36.1
2018-11-26,76,38.0,,0.38,28.88
2018-11-27,81,38.0,,0.38,30.78
2018-11-28,84,38.0,,0.38,31.92
2018-11-29,80,38.0,,0.38,30.4
2018-11-30,78,38.0,,0.38,29.64
2018-12-01,66,36.0,False,0.36,23.759999999999998
2018-12-02,84,36.0,,0.36,30.24
2018-12-03,73,36.0,,0.36,26.279999999999998
2018-12-04,85,36.0,,0.36,30.599999999999998
2018-12-05,77,36.0,,0.36,27.72
2018-12-06,77,36.0,,0.36,27.72
2018-12-07,77,36.0,,0.36,27.72
2018-12-08,79,36.0,,0.36,28.439999999999998
2018-12-09,84,36.0,,0.36,30.24
2018-12-10,65,36.0,,0.36,23.4
2018-12-11,80,36.0,,0.36,28.799999999999997
2018-12-12,71,36.0,,0.36,25.56
2018-12-13,70,36.0,,0.36,25.2
2018-12-14,89,36.0,,0.36,32.04
2018-12-15,76,36.0,,0.36,27.36
2018-12-16,100,36.0,,0.36,36.0
2018-12-17,95,36.0,,0.36,34.199999999999996
2018-12-18,81,36.0,,0.36,29.16
2018-12-19,94,36.0,,0.36,33.839999999999996
2018-12-20,93,36.0,,0.36,33.48
2018-12-21,89,36.0,,0.36,32.04
2018-12-22,85,36.0,,0.36,30.599999999999998
2018-12-23,77,36.0,,0.36,27.72
2018-12-24,81,36.0,,0.36,29.16
2018-12-25,66,36.0,,0.36,23.759999999999998
2018-12-26,99,36.0,,0.36,35.64
2018-12-27,92,36.0,,0.36,33.12
2018-12-28,85,36.0,,0.36,30.599999999999998
2018-12-29,83,36.0,,0.36,29.88
2018-12-30,81,36.0,,0.36,29.16
2018-12-31,66,36.0,,0.36,23.759999999999998
2019-01-01,74,39.0,False,0.39,28.86
2019-01-02,77,39.0,,0.39,30.03
2019-01-03,73,39.0,,0.39,28.470000000000002
2019-01-04,78,39.0,,0.39,30.42
2019-01-05,66,39.0,,0.39,25.740000000000002
2019-01-06,67,39.0,,0.39,26.130000000000003
2019-01-07,71,39.0,,0.39,27.69
2019-01-08,72,39.0,,0.39,28.080000000000002
2019-01-09,96,39.0,,0.39,37.44
2019-01-10,71,39.0,,0.39,27.69
2019-01-11,87,39.0,,0.39,33.93
2019-01-12,100,39.0,,0.39,39.0
2019-01-13,86,39.0,,0.39,33.54
2019-01-14,85,39.0,,0.39,33.15
2019-01-15,77,39.0,,0.39,30.03
2019-01-16,77,39.0,,0.39,30.03
2019-01-17,67,39.0,,0.39,26.130000000000003
2019-01-18,62,39.0,,0.39,24.18
2019-01-19,79,39.0,,0.39,30.810000000000002
2019-01-20,86,39.0,,0.39,33.54
2019-01-21,75,39.0,,0.39,29.25
2019-01-22,69,39.0,,0.39,26.91
2019-01-23,74,39.0,,0.39,28.86
2019-01-24,69,39.0,,0.39,26.91
2019-01-25,68,39.0,,0.39,26.52
2019-01-26,77,39.0,,0.39,30.03
2019-01-27,93,39.0,,0.39,36.27
2019-01-28,85,39.0,,0.39,33.15
2019-01-29,66,39.0,,0.39,25.740000000000002
2019-01-30,72,39.0,,0.39,28.080000000000002
2019-01-31,78,39.0,,0.39,30.42
2019-02-01,64,36.0,False,0.36,23.04
2019-02-02,70,36.0,,0.36,25.2
2019-02-03,64,36.0,,0.36,23.04
2019-02-04,49,36.0,,0.36,17.64
2019-02-05,65,36.0,,0.36,23.4
2019-02-06,57,36.0,,0.36,20.52
2019-02-07,54,36.0,,0.36,19.439999999999998
2019-02-08,52,36.0,,0.36,18.72
2019-02-09,71,36.0,,0.36,25.56
2019-02-10,70,36.0,,0.36,25.2
2019-02-11,63,36.0,,0.36,22.68
2019-02-12,59,36.0,,0.36,21.24
2019-02-13,52,36.0,,0.36,18.72
2019-02-14,58,36.0,,0.36,20.88
2019-02-15,69,36.0,,0.36,24.84
2019-02-16,52,36.0,,0.36,18.72
2019-02-17,59,36.0,,0.36,21.24
2019-02-18,62,36.0,,0.36,22.32
2019-02-19,61,36.0,,0.36,21.96
2019-02-20,61,36.0,,0.36,21.96
2019-02-21,72,36.0,,0.36,25.919999999999998
2019-02-22,53,36.0,,0.36,19.08
2019-02-23,100,36.0,,0.36,36.0
2019-02-24,71,36.0,,0.36,25.56
2019-02-25,63,36.0,,0.36,22.68
2019-02-26,59,36.0,,0.36,21.24
2019-02-27,54,36.0,,0.36,19.439999999999998
2019-02-28,50,36.0,,0.36,18.0
2019-03-01,65,36.0,False,0.36,23.4
2019-03-02,95,36.0,,0.36,34.199999999999996
2019-03-03,86,36.0,,0.36,30.959999999999997
2019-03-04,85,36.0,,0.36,30.599999999999998
2019-03-05,73,36.0,,0.36,26.279999999999998
2019-03-06,75,36.0,,0.36,27.0
2019-03-07,89,36.0,,0.36,32.04
2019-03-08,70,36.0,,0.36,25.2
2019-03-09,73,36.0,,0.36,26.279999999999998
2019-03-10,97,36.0,,0.36,34.92
2019-03-11,77,36.0,,0.36,27.72
2019-03-12,72,36.0,,0.36,25.919999999999998
2019-03-13,80,36.0,,0.36,28.799999999999997
2019-03-14,91,36.0,,0.36,32.76
2019-03-15,76,36.0,,0.36,27.36
2019-03-16,81,36.0,,0.36,29.16
2019-03-17,95,36.0,,0.36,34.199999999999996
2019-03-18,95,36.0,,0.36,34.199999999999996
2019-03-19,90,36.0,,0.36,32.4
2019-03-20,91,36.0,,0.36,32.76
2019-03-21,74,36.0,,0.36,26.64
2019-03-22,66,36.0,,0.36,23.759999999999998
2019-03-23,60,36.0,,0.36,21.599999999999998
2019-03-24,83,36.0,,0.36,29.88
2019-03-25,68,36.0,,0.36,24.48
2019-03-26,73,36.0,,0.36,26.279999999999998
2019-03-27,71,36.0,,0.36,25.56
2019-03-28,75,36.0,,0.36,27.0
2019-03-29,78,36.0,,0.36,28.08
2019-03-30,74,36.0,,0.36,26.64
2019-03-31,100,36.0,,0.36,36.0
2019-04-01,78,34.0,False,0.34,26.520000000000003
2019-04-02,83,34.0,,0.34,28.220000000000002
2019-04-03,75,34.0,,0.34,25.500000000000004
2019-04-04,79,34.0,,0.34,26.860000000000003
2019-04-05,75,34.0,,0.34,25.500000000000004
2019-04-06,84,34.0,,0.34,28.560000000000002
2019-04-07,77,34.0,,0.34,26.180000000000003
2019-04-08,74,34.0,,0.34,25.16
2019-04-09,70,34.0,,0.34,23.8
2019-04-10,79,34.0,,0.34,26.860000000000003
2019-04-11,86,34.0,,0.34,29.240000000000002
2019-04-12,96,34.0,,0.34,32.64
2019-04-13,82,34.0,,0.34,27.880000000000003
2019-04-14,96,34.0,,0.34,32.64
2019-04-15,84,34.0,,0.34,28.560000000000002
2019-04-16,70,34.0,,0.34,23.8
2019-04-17,63,34.0,,0.34,21.42
2019-04-18,86,34.0,,0.34,29.240000000000002
2019-04-19,80,34.0,,0.34,27.200000000000003
2019-04-20,100,34.0,,0.34,34.0
2019-04-21,100,34.0,,0.34,34.0
2019-04-22,84,34.0,,0.34,28.560000000000002
2019-04-23,77,34.0,,0.34,26.180000000000003
2019-04-24,82,34.0,,0.34,27.880000000000003
2019-04-25,80,34.0,,0.34,27.200000000000003
2019-04-26,65,34.0,,0.34,22.1
2019-04-27,90,34.0,,0.34,30.6
2019-04-28,77,34.0,,0.34,26.180000000000003
2019-04-29,74,34.0,,0.34,25.16
2019-04-30,62,34.0,,0.34,21.080000000000002
2019-05-01,85,36.0,False,0.36,30.599999999999998
2019-05-02,65,36.0,,0.36,23.4
2019-05-03,75,36.0,,0.36,27.0
2019-05-04,81,36.0,,0.36,29.16
2019-05-05,75,36.0,,0.36,27.0
2019-05-06,69,36.0,,0.36,24.84
2019-05-07,93,36.0,,0.36,33.48
2019-05-08,68,36.0,,0.36,24.48
2019-05-09,67,36.0,,0.36,24.119999999999997
2019-05-10,71,36.0,,0.36,25.56
2019-05-11,80,36.0,,0.36,28.799999999999997
2019-05-12,75,36.0,,0.36,27.0
2019-05-13,68,36.0,,0.36,24.48
2019-05-14,73,36.0,,0.36,26.279999999999998
2019-05-15,88,36.0,,0.36,31.68
2019-05-16,89,36.0,,0.36,32.04
2019-05-17,79,36.0,,0.36,28.439999999999998
2019-05-18,86,36.0,,0.36,30.959999999999997
2019-05-19,98,36.0,,0.36,35.28
2019-05-20,82,36.0,,0.36,29.52
2019-05-21,88,36.0,,0.36,31.68
2019-05-22,78,36.0,,0.36,28.08
2019-05-23,86,36.0,,0.36,30.959999999999997
2019-05-24,80,36.0,,0.36,28.799999999999997
2019-05-25,87,36.0,,0.36,31.32
2019-05-26,92,36.0,,0.36,33.12
2019-05-27,100,36.0,,0.36,36.0
2019-05-28,73,36.0,,0.36,26.279999999999998
2019-05-29,94,36.0,,0.36,33.839999999999996
2019-05-30,76,36.0,,0.36,27.36
2019-05-31,98,36.0,,0.36,35.28
2019-06-01,69,39.0,False,0.39,26.91
2019-06-02,89,39.0,,0.39,34.71
2019-06-03,80,39.0,,0.39,31.200000000000003
2019-06-04,81,39.0,,0.39,31.59
2019-06-05,81,39.0,,0.39,31.59
2019-06-06,72,39.0,,0.39,28.080000000000002
2019-06-07,74,39.0,,0.39,28.86
2019-06-08,73,39.0,,0.39,28.470000000000002
2019-06-09,69,39.0,,0.39,26.91
2019-06-10,74,39.0,,0.39,28.86
2019-06-11,61,39.0,,0.39,23.79
2019-06-12,100,39.0,,0.39,39.0
2019-06-13,93,39.0,,0.39,36.27
2019-06-14,88,39.0,,0.39,34.32
2019-06-15,66,39.0,,0.39,25.740000000000002
2019-06-16,77,39.0,,0.39,30.03
2019-06-17,74,39.0,,0.39,28.86
2019-06-18,65,39.0,,0.39,25.35
2019-06-19,66,39.0,,0.39,25.740000000000002
2019-06-20,84,39.0,,0.39,32.76
2019-06-21,86,39.0,,0.39,33.54
2019-06-22,80,39.0,,0.39,31.200000000000003
2019-06-23,77,39.0,,0.39,30.03
2019-06-24,84,39.0,,0.39,32.76
2019-06-25,63,39.0,,0.39,24.57
2019-06-26,70,39.0,,0.39,27.3
2019-06-27,74,39.0,,0.39,28.86
2019-06-28,68,39.0,,0.39,26.52
2019-06-29,84,39.0,,0.39,32.76
2019-06-30,83,39.0,,0.39,32.370000000000005
2019-07-01,78,36.0,False,0.36,28.08
2019-07-02,82,36.0,,0.36,29.52
2019-07-03,82,36.0,,0.36,29.52
2019-07-04,73,36.0,,0.36,26.279999999999998
2019-07-05,65,36.0,,0.36,23.4
2019-07-06,84,36.0,,0.36,30.24
2019-07-07,94,36.0,,0.36,33.839999999999996
2019-07-08,92,36.0,,0.36,33.12
2019-07-09,79,36.0,,0.36,28.439999999999998
2019-07-10,89,36.0,,0.36,32.04
2019-07-11,85,36.0,,0.36,30.599999999999998
2019-07-12,100,36.0,,0.36,36.0
2019-07-13,88,36.0,,0.36,31.68
2019-07-14,94,36.0,,0.36,33.839999999999996
2019-07-15,84,36.0,,0.36,30.24
2019-07-16,70,36.0,,0.36,25.2
2019-07-17,80,36.0,,0.36,28.799999999999997
2019-07-18,69,36.0,,0.36,24.84
2019-07-19,81,36.0,,0.36,29.16
2019-07-20,83,36.0,,0.36,29.88
2019-07-21,87,36.0,,0.36,31.32
2019-07-22,82,36.0,,0.36,29.52
2019-07-23,83,36.0,,0.36,29.88
2019-07-24,79,36.0,,0.36,28.439999999999998
2019-07-25,69,36.0,,0.36,24.84
2019-07-26,79,36.0,,0.36,28.439999999999998
2019-07-27,86,36.0,,0.36,30.959999999999997
2019-07-28,73,36.0,,0.36,26.279999999999998
2019-07-29,77,36.0,,0.36,27.72
2019-07-30,85,36.0,,0.36,30.599999999999998
2019-07-31,80,36.0,,0.36,28.799999999999997
2019-08-01,62,36.0,False,0.36,22.32
2019-08-02,72,36.0,,0.36,25.919999999999998
2019-08-03,84,36.0,,0.36,30.24
2019-08-04,79,36.0,,0.36,28.439999999999998
2019-08-05,96,36.0,,0.36,34.56
2019-08-06,90,36.0,,0.36,32.4
2019-08-07,89,36.0,,0.36,32.04
2019-08-08,85,36.0,,0.36,30.599999999999998
2019-08-09,83,36.0,,0.36,29.88
2019-08-10,81,36.0,,0.36,29.16
2019-08-11,83,36.0,,0.36,29.88
2019-08-12,100,36.0,,0.36,36.0
2019-08-13,88,36.0,,0.36,31.68
2019-08-14,80,36.0,,0.36,28.799999999999997
2019-08-15,72,36.0,,0.36,25.919999999999998
2019-08-16,89,36.0,,0.36,32.04
2019-08-17,73,36.0,,0.36,26.279999999999998
