date,PG_unscaled,PG_monthly,isPartial,scale,PG
2021-04-21,92,60.0,,0.6,55.199999999999996
2021-04-22,93,60.0,,0.6,55.8
2021-04-23,93,60.0,,0.6,55.8
2021-04-24,83,60.0,,0.6,49.8
2021-04-25,78,60.0,,0.6,46.8
2021-04-26,87,60.0,,0.6,52.199999999999996
2021-04-27,83,60.0,,0.6,49.8
2021-04-28,86,60.0,,0.6,51.6
2021-04-29,89,60.0,,0.6,53.4
2021-04-30,90,60.0,,0.6,54.0
2021-05-01,71,62.0,False,0.62,44.02
2021-05-02,80,62.0,,0.62,49.6
2021-05-03,81,62.0,,0.62,50.22
2021-05-04,92,62.0,,0.62,57.04
2021-05-05,100,62.0,,0.62,62.0
2021-05-06,82,62.0,,0.62,50.839999999999996
2021-05-07,92,62.0,,0.62,57.04
2021-05-08,83,62.0,,0.62,51.46
2021-05-09,76,62.0,,0.62,47.12
2021-05-10,79,62.0,,0.62,48.98
2021-05-11,93,62.0,,0.62,57.66
2021-05-12,91,62.0,,0.62,56.42
2021-05-13,90,62.0,,0.62,55.8
2021-05-14,79,62.0,,0.62,48.98
2021-05-15,85,62.0,,0.62,52.7
2021-05-16,85,62.0,,0.62,52.7
2021-05-17,89,62.0,,0.62,55.18
2021-05-18,85,62.0,,0.62,52.7
2021-05-19,77,62.0,,0.62,47.74
2021-05-20,84,62.0,,0.62,52.08
2021-05-21,84,62.0,,0.62,52.08
2021-05-22,85,62.0,,0.62,52.7
2021-05-23,81,62.0,,0.62,50.22
2021-05-24,99,62.0,,0.62,61.38
2021-05-25,87,62.0,,0.62,53.94
2021-05-26,83,62.0,,0.62,51.46
2021-05-27,89,62.0,,0.62,55.18
2021-05-28,99,62.0,,0.62,61.38
2021-05-29,85,62.0,,0.62,52.7
2021-05-30,94,62.0,,0.62,58.28
2021-05-31,89,62.0,,0.62,55.18
2021-06-01,80,63.0,False,0.63,50.4
2021-06-02,85,63.0,,0.63,53.55
2021-06-03,84,63.0,,0.63,52.92
2021-06-04,77,63.0,,0.63,48.51
2021-06-05,78,63.0,,0.63,49.14
2021-06-06,81,63.0,,0.63,51.03
2021-06-07,80,63.0,,0.63,50.4
2021-06-08,85,63.0,,0.63,53.55
2021-06-09,89,63.0,,0.63,56.07
2021-06-10,82,63.0,,0.63,51.660000000000004
2021-06-11,90,63.0,,0.63,56.7
2021-06-12,78,63.0,,0.63,49.14
2021-06-13,68,63.0,,0.63,42.84
2021-06-14,75,63.0,,0.63,47.25
2021-06-15,85,63.0,,0.63,53.55
2021-06-16,79,63.0,,0.63,49.77
2021-06-17,90,63.0,,0.63,56.7
2021-06-18,90,63.0,,0.63,56.7
2021-06-19,87,63.0,,0.63,54.81
2021-06-20,81,63.0,,0.63,51.03
2021-06-21,86,63.0,,0.63,54.18
2021-06-22,99,63.0,,0.63,62.37
2021-06-23,100,63.0,,0.63,63.0
2021-06-24,77,63.0,,0.63,48.51
2021-06-25,84,63.0,,0.63,52.92
2021-06-26,74,63.0,,0.63,46.62
2021-06-27,80,63.0,,0.63,50.4
2021-06-28,82,63.0,,0.63,51.660000000000004
2021-06-29,91,63.0,,0.63,57.33
2021-06-30,92,63.0,,0.63,57.96
2021-07-01,97,62.0,False,0.62,60.14
2021-07-02,92,62.0,,0.62,57.04
2021-07-03,94,62.0,,0.62,58.28
2021-07-04,88,62.0,,0.62,54.56
2021-07-05,82,62.0,,0.62,50.839999999999996
2021-07-06,88,62.0,,0.62,54.56
2021-07-07,100,62.0,,0.62,62.0
2021-07-08,91,62.0,,0.62,56.42
2021-07-09,97,62.0,,0.62,60.14
2021-07-10,84,62.0,,0.62,52.08
2021-07-11,92,62.0,,0.62,57.04
2021-07-12,96,62.0,,0.62,59.519999999999996
2021-07-13,93,62.0,,0.62,57.66
2021-07-14,98,62.0,,0.62,60.76
2021-07-15,91,62.0,,0.62,56.42
2021-07-16,86,62.0,,0.62,53.32
2021-07-17,78,62.0,,0.62,48.36
2021-07-18,86,62.0,,0.62,53.32
2021-07-19,88,62.0,,0.62,54.56
2021-07-20,98,62.0,,0.62,60.76
2021-07-21,92,62.0,,0.62,57.04
2021-07-22,95,62.0,,0.62,58.9
2021-07-23,88,62.0,,0.62,54.56
2021-07-24,78,62.0,,0.62,48.36
2021-07-25,65,62.0,,0.62,40.3
2021-07-26,96,62.0,,0.62,59.519999999999996
2021-07-27,95,62.0,,0.62,58.9
2021-07-28,91,62.0,,0.62,56.42
2021-07-29,80,62.0,,0.62,49.6
2021-07-30,99,62.0,,0.62,61.38
2021-07-31,84,62.0,,0.62,52.08
2021-08-01,73,62.0,False,0.62,45.26
2021-08-02,99,62.0,,0.62,61.38
2021-08-03,100,62.0,,0.62,62.0
2021-08-04,87,62.0,,0.62,53.94
2021-08-05,92,62.0,,0.62,57.04
2021-08-06,93,62.0,,0.62,57.66
2021-08-07,76,62.0,,0.62,47.12
2021-08-08,83,62.0,,0.62,51.46
2021-08-09,78,62.0,,0.62,48.36
2021-08-10,89,62.0,,0.62,55.18
2021-08-11,84,62.0,,0.62,52.08
2021-08-12,87,62.0,,0.62,53.94
2021-08-13,88,62.0,,0.62,54.56
2021-08-14,84,62.0,,0.62,52.08
2021-08-15,80,62.0,,0.62,49.6
2021-08-16,78,62.0,,0.62,48.36
2021-08-17,92,62.0,,0.62,57.04
2021-08-18,84,62.0,,0.62,52.08
2021-08-19,84,62.0,,0.62,52.08
2021-08-20,89,62.0,,0.62,55.18
2021-08-21,76,62.0,,0.62,47.12
2021-08-22,71,62.0,,0.62,44.02
2021-08-23,98,62.0,,0.62,60.76
2021-08-24,91,62.0,,0.62,56.42
2021-08-25,82,62.0,,0.62,50.839999999999996
2021-08-26,88,62.0,,0.62,54.56
2021-08-27,88,62.0,,0.62,54.56
2021-08-28,91,62.0,,0.62,56.42
2021-08-29,83,62.0,,0.62,51.46
2021-08-30,91,62.0,,0.62,56.42
2021-08-31,86,62.0,,0.62,53.32
2021-09-01,80,64.0,False,0.64,51.2
2021-09-02,81,64.0,,0.64,51.84
2021-09-03,87,64.0,,0.64,55.68
2021-09-04,83,64.0,,0.64,53.120000000000005
2021-09-05,70,64.0,,0.64,44.800000000000004
2021-09-06,90,64.0,,0.64,57.6
2021-09-07,94,64.0,,0.64,60.160000000000004
2021-09-08,78,64.0,,0.64,49.92
2021-09-09,81,64.0,,0.64,51.84
2021-09-10,98,64.0,,0.64,62.72
2021-09-11,92,64.0,,0.64,58.88
2021-09-12,83,64.0,,0.64,53.120000000000005
2021-09-13,87,64.0,,0.64,55.68
2021-09-14,80,64.0,,0.64,51.2
2021-09-15,94,64.0,,0.64,60.160000000000004
2021-09-16,83,64.0,,0.64,53.120000000000005
2021-09-17,79,64.0,,0.64,50.56
2021-09-18,73,64.0,,0.64,46.72
2021-09-19,85,64.0,,0.64,54.4
2021-09-20,79,64.0,,0.64,50.56
2021-09-21,100,64.0,,0.64,64.0
2021-09-22,90,64.0,,0.64,57.6
2021-09-23,79,64.0,,0.64,50.56
2021-09-24,86,64.0,,0.64,55.04
2021-09-25,82,64.0,,0.64,52.480000000000004
2021-09-26,73,64.0,,0.64,46.72
2021-09-27,85,64.0,,0.64,54.4
2021-09-28,90,64.0,,0.64,57.6
2021-09-29,81,64.0,,0.64,51.84
2021-09-30,85,64.0,,0.64,54.4
2021-10-01,92,68.0,False,0.68,62.56
2021-10-02,84,68.0,,0.68,57.120000000000005
2021-10-03,70,68.0,,0.68,47.6
2021-10-04,76,68.0,,0.68,51.68000000000001
2021-10-05,77,68.0,,0.68,52.36000000000001
2021-10-06,73,68.0,,0.68,49.64
2021-10-07,74,68.0,,0.68,50.32
2021-10-08,77,68.0,,0.68,52.36000000000001
2021-10-09,86,68.0,,0.68,58.480000000000004
2021-10-10,80,68.0,,0.68,54.400000000000006
2021-10-11,84,68.0,,0.68,57.120000000000005
2021-10-12,79,68.0,,0.68,53.720000000000006
2021-10-13,73,68.0,,0.68,49.64
2021-10-14,91,68.0,,0.68,61.88
2021-10-15,85,68.0,,0.68,57.800000000000004
2021-10-16,97,68.0,,0.68,65.96000000000001
2021-10-17,73,68.0,,0.68,49.64
2021-10-18,88,68.0,,0.68,59.84
2021-10-19,96,68.0,,0.68,65.28
2021-10-20,84,68.0,,0.68,57.120000000000005
2021-10-21,82,68.0,,0.68,55.760000000000005
2021-10-22,95,68.0,,0.68,64.60000000000001
2021-10-23,70,68.0,,0.68,47.6
2021-10-24,85,68.0,,0.68,57.800000000000004
2021-10-25,89,68.0,,0.68,60.52
2021-10-26,91,68.0,,0.68,61.88
2021-10-27,82,68.0,,0.68,55.760000000000005
2021-10-28,100,68.0,,0.68,68.0
2021-10-29,99,68.0,,0.68,67.32000000000001
2021-10-30,80,68.0,,0.68,54.400000000000006
2021-10-31,94,68.0,,0.68,63.92
2021-11-01,72,61.0,False,0.61,43.92
2021-11-02,82,61.0,,0.61,50.019999999999996
2021-11-03,93,61.0,,0.61,56.73
2021-11-04,80,61.0,,0.61,48.8
2021-11-05,80,61.0,,0.61,48.8
2021-11-06,82,61.0,,0.61,50.019999999999996
2021-11-07,66,61.0,,0.61,40.26
2021-11-08,78,61.0,,0.61,47.58
2021-11-09,88,61.0,,0.61,53.68
2021-11-10,100,61.0,,0.61,61.0
2021-11-11,87,61.0,,0.61,53.07
2021-11-12,90,61.0,,0.61,54.9
2021-11-13,86,61.0,,0.61,52.46
2021-11-14,72,61.0,,0.61,43.92
2021-11-15,88,61.0,,0.61,53.68
2021-11-16,76,61.0,,0.61,46.36
2021-11-17,74,61.0,,0.61,45.14
2021-11-18,97,61.0,,0.61,59.17
2021-11-19,79,61.0,,0.61,48.19
2021-11-20,62,61.0,,0.61,37.82
2021-11-21,72,61.0,,0.61,43.92
2021-11-22,77,61.0,,0.61,46.97
2021-11-23,74,61.0,,0.61,45.14
2021-11-24,83,61.0,,0.61,50.629999999999995
2021-11-25,72,61.0,,0.61,43.92
2021-11-26,84,61.0,,0.61,51.24
2021-11-27,76,61.0,,0.61,46.36
2021-11-28,67,61.0,,0.61,40.87
2021-11-29,68,61.0,,0.61,41.48
2021-11-30,87,61.0,,0.61,53.07
2021-12-01,81,63.0,False,0.63,51.03
2021-12-02,81,63.0,,0.63,51.03
2021-12-03,82,63.0,,0.63,51.660000000000004
2021-12-04,71,63.0,,0.63,44.73
2021-12-05,65,63.0,,0.63,40.95
2021-12-06,87,63.0,,0.63,54.81
2021-12-07,89,63.0,,0.63,56.07
2021-12-08,74,63.0,,0.63,46.62
2021-12-09,86,63.0,,0.63,54.18
2021-12-10,78,63.0,,0.63,49.14
2021-12-11,71,63.0,,0.63,44.73
2021-12-12,68,63.0,,0.63,42.84
2021-12-13,67,63.0,,0.63,42.21
2021-12-14,86,63.0,,0.63,54.18
2021-12-15,87,63.0,,0.63,54.81
2021-12-16,95,63.0,,0.63,59.85
2021-12-17,95,63.0,,0.63,59.85
2021-12-18,83,63.0,,0.63,52.29
2021-12-19,74,63.0,,0.63,46.62
2021-12-20,84,63.0,,0.63,52.92
2021-12-21,92,63.0,,0.63,57.96
2021-12-22,86,63.0,,0.63,54.18
2021-12-23,88,63.0,,0.63,55.44
2021-12-24,79,63.0,,0.63,49.77
2021-12-25,75,63.0,,0.63,47.25
2021-12-26,74,63.0,,0.63,46.62
2021-12-27,87,63.0,,0.63,54.81
2021-12-28,90,63.0,,0.63,56.7
2021-12-29,100,63.0,,0.63,63.0
2021-12-30,86,63.0,,0.63,54.18
2021-12-31,79,63.0,,0.63,49.77
