date,SITC_unscaled,SITC_monthly,isPartial,scale,SITC
2018-01-05,50,34.0,,0.34,17.0
2018-01-06,0,34.0,,0.34,0.0
2018-01-07,37,34.0,,0.34,12.58
2018-01-08,32,34.0,,0.34,10.88
2018-01-09,32,34.0,,0.34,10.88
2018-01-10,0,34.0,,0.34,0.0
2018-01-11,64,34.0,,0.34,21.76
2018-01-12,49,34.0,,0.34,16.66
2018-01-13,19,34.0,,0.34,6.460000000000001
2018-01-14,0,34.0,,0.34,0.0
2018-01-15,17,34.0,,0.34,5.78
2018-01-16,16,34.0,,0.34,5.44
2018-01-17,31,34.0,,0.34,10.540000000000001
2018-01-18,32,34.0,,0.34,10.88
2018-01-19,49,34.0,,0.34,16.66
2018-01-20,19,34.0,,0.34,6.460000000000001
2018-01-21,0,34.0,,0.34,0.0
2018-01-22,16,34.0,,0.34,5.44
2018-01-23,63,34.0,,0.34,21.42
2018-01-24,48,34.0,,0.34,16.32
2018-01-25,79,34.0,,0.34,26.860000000000003
2018-01-26,65,34.0,,0.34,22.1
2018-01-27,38,34.0,,0.34,12.920000000000002
2018-01-28,76,34.0,,0.34,25.840000000000003
2018-01-29,0,34.0,,0.34,0.0
2018-01-30,16,34.0,,0.34,5.44
2018-01-31,0,34.0,,0.34,0.0
2018-02-01,21,19.0,False,0.19,3.99
2018-02-02,22,19.0,,0.19,4.18
2018-02-03,0,19.0,,0.19,0.0
2018-02-04,25,19.0,,0.19,4.75
2018-02-05,61,19.0,,0.19,11.59
2018-02-06,21,19.0,,0.19,3.99
2018-02-07,83,19.0,,0.19,15.77
2018-02-08,21,19.0,,0.19,3.99
2018-02-09,43,19.0,,0.19,8.17
2018-02-10,25,19.0,,0.19,4.75
2018-02-11,100,19.0,,0.19,19.0
2018-02-12,0,19.0,,0.19,0.0
2018-02-13,0,19.0,,0.19,0.0
2018-02-14,21,19.0,,0.19,3.99
2018-02-15,22,19.0,,0.19,4.18
2018-02-16,0,19.0,,0.19,0.0
2018-02-17,26,19.0,,0.19,4.94
2018-02-18,0,19.0,,0.19,0.0
2018-02-19,0,19.0,,0.19,0.0
2018-02-20,42,19.0,,0.19,7.98
2018-02-21,21,19.0,,0.19,3.99
2018-02-22,21,19.0,,0.19,3.99
2018-02-23,65,19.0,,0.19,12.35
2018-02-24,25,19.0,,0.19,4.75
2018-02-25,0,19.0,,0.19,0.0
2018-02-26,21,19.0,,0.19,3.99
2018-02-27,21,19.0,,0.19,3.99
2018-02-28,21,19.0,,0.19,3.99
2018-03-01,48,17.0,False,0.17,8.16
2018-03-02,0,17.0,,0.17,0.0
2018-03-03,30,17.0,,0.17,5.1000000000000005
2018-03-04,0,17.0,,0.17,0.0
2018-03-05,0,17.0,,0.17,0.0
2018-03-06,50,17.0,,0.17,8.5
2018-03-07,0,17.0,,0.17,0.0
2018-03-08,0,17.0,,0.17,0.0
2018-03-09,0,17.0,,0.17,0.0
2018-03-10,60,17.0,,0.17,10.200000000000001
2018-03-11,0,17.0,,0.17,0.0
2018-03-12,75,17.0,,0.17,12.750000000000002
2018-03-13,25,17.0,,0.17,4.25
2018-03-14,51,17.0,,0.17,8.67
2018-03-15,51,17.0,,0.17,8.67
2018-03-16,26,17.0,,0.17,4.42
2018-03-17,30,17.0,,0.17,5.1000000000000005
2018-03-18,0,17.0,,0.17,0.0
2018-03-19,100,17.0,,0.17,17.0
2018-03-20,74,17.0,,0.17,12.58
2018-03-21,0,17.0,,0.17,0.0
2018-03-22,52,17.0,,0.17,8.84
2018-03-23,80,17.0,,0.17,13.600000000000001
2018-03-24,31,17.0,,0.17,5.2700000000000005
2018-03-25,0,17.0,,0.17,0.0
2018-03-26,0,17.0,,0.17,0.0
2018-03-27,0,17.0,,0.17,0.0
2018-03-28,0,17.0,,0.17,0.0
2018-03-29,27,17.0,,0.17,4.590000000000001
2018-03-30,28,17.0,,0.17,4.760000000000001
2018-03-31,0,17.0,,0.17,0.0
2018-04-01,0,23.0,False,0.23,0.0
2018-04-02,0,23.0,,0.23,0.0
2018-04-03,49,23.0,,0.23,11.270000000000001
2018-04-04,0,23.0,,0.23,0.0
2018-04-05,77,23.0,,0.23,17.71
2018-04-06,51,23.0,,0.23,11.73
2018-04-07,58,23.0,,0.23,13.34
2018-04-08,88,23.0,,0.23,20.240000000000002
2018-04-09,50,23.0,,0.23,11.5
2018-04-10,100,23.0,,0.23,23.0
2018-04-11,25,23.0,,0.23,5.75
2018-04-12,76,23.0,,0.23,17.48
2018-04-13,0,23.0,,0.23,0.0
2018-04-14,0,23.0,,0.23,0.0
2018-04-15,88,23.0,,0.23,20.240000000000002
2018-04-16,49,23.0,,0.23,11.270000000000001
2018-04-17,0,23.0,,0.23,0.0
2018-04-18,75,23.0,,0.23,17.25
2018-04-19,25,23.0,,0.23,5.75
2018-04-20,51,23.0,,0.23,11.73
2018-04-21,0,23.0,,0.23,0.0
2018-04-22,0,23.0,,0.23,0.0
2018-04-23,0,23.0,,0.23,0.0
2018-04-24,49,23.0,,0.23,11.270000000000001
2018-04-25,24,23.0,,0.23,5.5200000000000005
2018-04-26,25,23.0,,0.23,5.75
2018-04-27,76,23.0,,0.23,17.48
2018-04-28,0,23.0,,0.23,0.0
2018-04-29,60,23.0,,0.23,13.8
2018-04-30,49,23.0,,0.23,11.270000000000001
2018-05-01,0,17.0,False,0.17,0.0
2018-05-02,0,17.0,,0.17,0.0
2018-05-03,24,17.0,,0.17,4.08
2018-05-04,25,17.0,,0.17,4.25
2018-05-05,30,17.0,,0.17,5.1000000000000005
2018-05-06,0,17.0,,0.17,0.0
2018-05-07,0,17.0,,0.17,0.0
2018-05-08,48,17.0,,0.17,8.16
2018-05-09,48,17.0,,0.17,8.16
2018-05-10,0,17.0,,0.17,0.0
2018-05-11,51,17.0,,0.17,8.67
2018-05-12,0,17.0,,0.17,0.0
2018-05-13,0,17.0,,0.17,0.0
2018-05-14,100,17.0,,0.17,17.0
2018-05-15,24,17.0,,0.17,4.08
2018-05-16,24,17.0,,0.17,4.08
2018-05-17,98,17.0,,0.17,16.66
2018-05-18,0,17.0,,0.17,0.0
2018-05-19,0,17.0,,0.17,0.0
2018-05-20,30,17.0,,0.17,5.1000000000000005
2018-05-21,25,17.0,,0.17,4.25
2018-05-22,24,17.0,,0.17,4.08
2018-05-23,50,17.0,,0.17,8.5
2018-05-24,0,17.0,,0.17,0.0
2018-05-25,0,17.0,,0.17,0.0
2018-05-26,31,17.0,,0.17,5.2700000000000005
2018-05-27,0,17.0,,0.17,0.0
2018-05-28,29,17.0,,0.17,4.930000000000001
2018-05-29,25,17.0,,0.17,4.25
2018-05-30,74,17.0,,0.17,12.58
2018-05-31,51,17.0,,0.17,8.67
2018-06-01,0,29.0,False,0.29,0.0
2018-06-02,20,29.0,,0.29,5.8
2018-06-03,0,29.0,,0.29,0.0
2018-06-04,66,29.0,,0.29,19.139999999999997
2018-06-05,17,29.0,,0.29,4.93
2018-06-06,68,29.0,,0.29,19.72
2018-06-07,68,29.0,,0.29,19.72
2018-06-08,17,29.0,,0.29,4.93
2018-06-09,20,29.0,,0.29,5.8
2018-06-10,100,29.0,,0.29,28.999999999999996
2018-06-11,33,29.0,,0.29,9.569999999999999
2018-06-12,31,29.0,,0.29,8.99
2018-06-13,32,29.0,,0.29,9.28
2018-06-14,17,29.0,,0.29,4.93
2018-06-15,18,29.0,,0.29,5.22
2018-06-16,0,29.0,,0.29,0.0
2018-06-17,20,29.0,,0.29,5.8
2018-06-18,34,29.0,,0.29,9.86
2018-06-19,33,29.0,,0.29,9.569999999999999
2018-06-20,35,29.0,,0.29,10.149999999999999
2018-06-21,68,29.0,,0.29,19.72
2018-06-22,34,29.0,,0.29,9.86
2018-06-23,0,29.0,,0.29,0.0
2018-06-24,0,29.0,,0.29,0.0
2018-06-25,17,29.0,,0.29,4.93
2018-06-26,69,29.0,,0.29,20.009999999999998
2018-06-27,34,29.0,,0.29,9.86
2018-06-28,0,29.0,,0.29,0.0
2018-06-29,18,29.0,,0.29,5.22
2018-06-30,0,29.0,,0.29,0.0
2018-07-01,0,30.0,False,0.3,0.0
2018-07-02,19,30.0,,0.3,5.7
2018-07-03,39,30.0,,0.3,11.7
2018-07-04,22,30.0,,0.3,6.6
2018-07-05,63,30.0,,0.3,18.9
2018-07-06,19,30.0,,0.3,5.7
2018-07-07,0,30.0,,0.3,0.0
2018-07-08,0,30.0,,0.3,0.0
2018-07-09,57,30.0,,0.3,17.099999999999998
2018-07-10,38,30.0,,0.3,11.4
2018-07-11,0,30.0,,0.3,0.0
2018-07-12,80,30.0,,0.3,24.0
2018-07-13,41,30.0,,0.3,12.299999999999999
2018-07-14,0,30.0,,0.3,0.0
2018-07-15,22,30.0,,0.3,6.6
2018-07-16,39,30.0,,0.3,11.7
2018-07-17,58,30.0,,0.3,17.4
2018-07-18,0,30.0,,0.3,0.0
2018-07-19,100,30.0,,0.3,30.0
2018-07-20,60,30.0,,0.3,18.0
2018-07-21,0,30.0,,0.3,0.0
2018-07-22,22,30.0,,0.3,6.6
2018-07-23,19,30.0,,0.3,5.7
2018-07-24,39,30.0,,0.3,11.7
2018-07-25,38,30.0,,0.3,11.4
2018-07-26,20,30.0,,0.3,6.0
2018-07-27,80,30.0,,0.3,24.0
2018-07-28,23,30.0,,0.3,6.8999999999999995
2018-07-29,23,30.0,,0.3,6.8999999999999995
2018-07-30,78,30.0,,0.3,23.4
2018-07-31,57,30.0,,0.3,17.099999999999998
2018-08-01,79,36.0,False,0.36,28.439999999999998
2018-08-02,38,36.0,,0.36,13.68
2018-08-03,20,36.0,,0.36,7.199999999999999
2018-08-04,23,36.0,,0.36,8.28
2018-08-05,23,36.0,,0.36,8.28
2018-08-06,40,36.0,,0.36,14.399999999999999
2018-08-07,98,36.0,,0.36,35.28
2018-08-08,79,36.0,,0.36,28.439999999999998
2018-08-09,79,36.0,,0.36,28.439999999999998
2018-08-10,20,36.0,,0.36,7.199999999999999
2018-08-11,45,36.0,,0.36,16.2
2018-08-12,46,36.0,,0.36,16.56
2018-08-13,100,36.0,,0.36,36.0
2018-08-14,40,36.0,,0.36,14.399999999999999
2018-08-15,60,36.0,,0.36,21.599999999999998
2018-08-16,20,36.0,,0.36,7.199999999999999
2018-08-17,40,36.0,,0.36,14.399999999999999
2018-08-18,47,36.0,,0.36,16.919999999999998
2018-08-19,0,36.0,,0.36,0.0
2018-08-20,40,36.0,,0.36,14.399999999999999
2018-08-21,98,36.0,,0.36,35.28
2018-08-22,20,36.0,,0.36,7.199999999999999
2018-08-23,60,36.0,,0.36,21.599999999999998
2018-08-24,81,36.0,,0.36,29.16
2018-08-25,23,36.0,,0.36,8.28
2018-08-26,23,36.0,,0.36,8.28
2018-08-27,58,36.0,,0.36,20.88
2018-08-28,20,36.0,,0.36,7.199999999999999
2018-08-29,0,36.0,,0.36,0.0
2018-08-30,20,36.0,,0.36,7.199999999999999
2018-08-31,20,36.0,,0.36,7.199999999999999
2018-09-01,0,39.0,False,0.39,0.0
2018-09-02,0,39.0,,0.39,0.0
2018-09-03,74,39.0,,0.39,28.86
2018-09-04,26,39.0,,0.39,10.14
2018-09-05,25,39.0,,0.39,9.75
2018-09-06,38,39.0,,0.39,14.82
2018-09-07,0,39.0,,0.39,0.0
2018-09-08,0,39.0,,0.39,0.0
2018-09-09,15,39.0,,0.39,5.8500000000000005
2018-09-10,25,39.0,,0.39,9.75
2018-09-11,50,39.0,,0.39,19.5
2018-09-12,13,39.0,,0.39,5.07
2018-09-13,26,39.0,,0.39,10.14
2018-09-14,13,39.0,,0.39,5.07
2018-09-15,15,39.0,,0.39,5.8500000000000005
2018-09-16,30,39.0,,0.39,11.700000000000001
2018-09-17,0,39.0,,0.39,0.0
2018-09-18,38,39.0,,0.39,14.82
2018-09-19,0,39.0,,0.39,0.0
2018-09-20,77,39.0,,0.39,30.03
2018-09-21,26,39.0,,0.39,10.14
2018-09-22,16,39.0,,0.39,6.24
2018-09-23,45,39.0,,0.39,17.55
2018-09-24,51,39.0,,0.39,19.89
2018-09-25,51,39.0,,0.39,19.89
2018-09-26,100,39.0,,0.39,39.0
2018-09-27,26,39.0,,0.39,10.14
2018-09-28,52,39.0,,0.39,20.28
2018-09-29,31,39.0,,0.39,12.09
2018-09-30,91,39.0,,0.39,35.49
2018-10-01,74,74.0,False,0.74,54.76
2018-10-02,41,74.0,,0.74,30.34
2018-10-03,73,74.0,,0.74,54.019999999999996
2018-10-04,42,74.0,,0.74,31.08
2018-10-05,0,74.0,,0.74,0.0
2018-10-06,20,74.0,,0.74,14.8
2018-10-07,19,74.0,,0.74,14.06
2018-10-08,17,74.0,,0.74,12.58
2018-10-09,100,74.0,,0.74,74.0
2018-10-10,68,74.0,,0.74,50.32
2018-10-11,25,74.0,,0.74,18.5
2018-10-12,44,74.0,,0.74,32.56
2018-10-13,31,74.0,,0.74,22.94
2018-10-14,10,74.0,,0.74,7.4
2018-10-15,76,74.0,,0.74,56.24
2018-10-16,34,74.0,,0.74,25.16
2018-10-17,33,74.0,,0.74,24.419999999999998
2018-10-18,34,74.0,,0.74,25.16
2018-10-19,18,74.0,,0.74,13.32
2018-10-20,10,74.0,,0.74,7.4
2018-10-21,0,74.0,,0.74,0.0
2018-10-22,67,74.0,,0.74,49.58
2018-10-23,49,74.0,,0.74,36.26
2018-10-24,33,74.0,,0.74,24.419999999999998
2018-10-25,59,74.0,,0.74,43.66
2018-10-26,35,74.0,,0.74,25.9
2018-10-27,10,74.0,,0.74,7.4
2018-10-28,20,74.0,,0.74,14.8
2018-10-29,16,74.0,,0.74,11.84
2018-10-30,51,74.0,,0.74,37.74
2018-10-31,61,74.0,,0.74,45.14
2018-11-01,44,100.0,False,1.0,44.0
2018-11-02,27,100.0,,1.0,27.0
2018-11-03,14,100.0,,1.0,14.0
2018-11-04,17,100.0,,1.0,17.0
2018-11-05,32,100.0,,1.0,32.0
2018-11-06,64,100.0,,1.0,64.0
2018-11-07,59,100.0,,1.0,59.0
2018-11-08,100,100.0,,1.0,100.0
2018-11-09,89,100.0,,1.0,89.0
2018-11-10,40,100.0,,1.0,40.0
2018-11-11,44,100.0,,1.0,44.0
2018-11-12,42,100.0,,1.0,42.0
2018-11-13,19,100.0,,1.0,19.0
2018-11-14,23,100.0,,1.0,23.0
2018-11-15,11,100.0,,1.0,11.0
2018-11-16,8,100.0,,1.0,8.0
2018-11-17,0,100.0,,1.0,0.0
2018-11-18,0,100.0,,1.0,0.0
2018-11-19,0,100.0,,1.0,0.0
2018-11-20,8,100.0,,1.0,8.0
2018-11-21,8,100.0,,1.0,8.0
2018-11-22,5,100.0,,1.0,5.0
2018-11-23,0,100.0,,1.0,0.0
2018-11-24,9,100.0,,1.0,9.0
2018-11-25,4,100.0,,1.0,4.0
2018-11-26,10,100.0,,1.0,10.0
2018-11-27,4,100.0,,1.0,4.0
2018-11-28,19,100.0,,1.0,19.0
2018-11-29,0,100.0,,1.0,0.0
2018-11-30,11,100.0,,1.0,11.0
2018-12-01,0,26.0,False,0.26,0.0
2018-12-02,0,26.0,,0.26,0.0
2018-12-03,100,26.0,,0.26,26.0
2018-12-04,43,26.0,,0.26,11.18
2018-12-05,14,26.0,,0.26,3.64
2018-12-06,88,26.0,,0.26,22.880000000000003
2018-12-07,15,26.0,,0.26,3.9000000000000004
2018-12-08,18,26.0,,0.26,4.68
2018-12-09,0,26.0,,0.26,0.0
2018-12-10,58,26.0,,0.26,15.08
2018-12-11,44,26.0,,0.26,11.440000000000001
2018-12-12,74,26.0,,0.26,19.240000000000002
2018-12-13,0,26.0,,0.26,0.0
2018-12-14,14,26.0,,0.26,3.64
2018-12-15,0,26.0,,0.26,0.0
2018-12-16,0,26.0,,0.26,0.0
2018-12-17,68,26.0,,0.26,17.68
2018-12-18,43,26.0,,0.26,11.18
2018-12-19,15,26.0,,0.26,3.9000000000000004
2018-12-20,31,26.0,,0.26,8.06
2018-12-21,0,26.0,,0.26,0.0
2018-12-22,0,26.0,,0.26,0.0
2018-12-23,0,26.0,,0.26,0.0
2018-12-24,0,26.0,,0.26,0.0
2018-12-25,20,26.0,,0.26,5.2
2018-12-26,17,26.0,,0.26,4.42
2018-12-27,16,26.0,,0.26,4.16
2018-12-28,0,26.0,,0.26,0.0
2018-12-29,0,26.0,,0.26,0.0
2018-12-30,0,26.0,,0.26,0.0
2018-12-31,0,26.0,,0.26,0.0
2019-01-01,0,29.0,False,0.29,0.0
2019-01-02,35,29.0,,0.29,10.149999999999999
2019-01-03,18,29.0,,0.29,5.22
2019-01-04,70,29.0,,0.29,20.299999999999997
2019-01-05,0,29.0,,0.29,0.0
2019-01-06,19,29.0,,0.29,5.51
2019-01-07,17,29.0,,0.29,4.93
2019-01-08,16,29.0,,0.29,4.64
2019-01-09,34,29.0,,0.29,9.86
2019-01-10,33,29.0,,0.29,9.569999999999999
2019-01-11,51,29.0,,0.29,14.79
2019-01-12,0,29.0,,0.29,0.0
2019-01-13,58,29.0,,0.29,16.82
2019-01-14,50,29.0,,0.29,14.499999999999998
2019-01-15,49,29.0,,0.29,14.209999999999999
2019-01-16,100,29.0,,0.29,28.999999999999996
2019-01-17,16,29.0,,0.29,4.64
2019-01-18,16,29.0,,0.29,4.64
2019-01-19,0,29.0,,0.29,0.0
2019-01-20,19,29.0,,0.29,5.51
2019-01-21,17,29.0,,0.29,4.93
2019-01-22,81,29.0,,0.29,23.49
2019-01-23,49,29.0,,0.29,14.209999999999999
2019-01-24,98,29.0,,0.29,28.419999999999998
2019-01-25,34,29.0,,0.29,9.86
2019-01-26,0,29.0,,0.29,0.0
2019-01-27,0,29.0,,0.29,0.0
2019-01-28,33,29.0,,0.29,9.569999999999999
2019-01-29,32,29.0,,0.29,9.28
2019-01-30,16,29.0,,0.29,4.64
2019-01-31,0,29.0,,0.29,0.0
2019-02-01,45,38.0,False,0.38,17.1
2019-02-02,18,38.0,,0.38,6.84
2019-02-03,17,38.0,,0.38,6.46
2019-02-04,100,38.0,,0.38,38.0
2019-02-05,0,38.0,,0.38,0.0
2019-02-06,44,38.0,,0.38,16.72
2019-02-07,15,38.0,,0.38,5.7
2019-02-08,0,38.0,,0.38,0.0
2019-02-09,36,38.0,,0.38,13.68
2019-02-10,0,38.0,,0.38,0.0
2019-02-11,14,38.0,,0.38,5.32
2019-02-12,73,38.0,,0.38,27.740000000000002
2019-02-13,44,38.0,,0.38,16.72
2019-02-14,15,38.0,,0.38,5.7
2019-02-15,46,38.0,,0.38,17.48
2019-02-16,18,38.0,,0.38,6.84
2019-02-17,18,38.0,,0.38,6.84
2019-02-18,31,38.0,,0.38,11.78
2019-02-19,74,38.0,,0.38,28.12
2019-02-20,15,38.0,,0.38,5.7
2019-02-21,58,38.0,,0.38,22.04
2019-02-22,45,38.0,,0.38,17.1
2019-02-23,0,38.0,,0.38,0.0
2019-02-24,0,38.0,,0.38,0.0
2019-02-25,85,38.0,,0.38,32.3
2019-02-26,89,38.0,,0.38,33.82
2019-02-27,43,38.0,,0.38,16.34
2019-02-28,89,38.0,,0.38,33.82
2019-03-01,51,24.0,False,0.24,12.24
2019-03-02,100,24.0,,0.24,24.0
2019-03-03,39,24.0,,0.24,9.36
2019-03-04,17,24.0,,0.24,4.08
2019-03-05,0,24.0,,0.24,0.0
2019-03-06,17,24.0,,0.24,4.08
2019-03-07,17,24.0,,0.24,4.08
2019-03-08,18,24.0,,0.24,4.32
2019-03-09,21,24.0,,0.24,5.04
2019-03-10,20,24.0,,0.24,4.8
2019-03-11,34,24.0,,0.24,8.16
2019-03-12,0,24.0,,0.24,0.0
2019-03-13,17,24.0,,0.24,4.08
2019-03-14,35,24.0,,0.24,8.4
2019-03-15,52,24.0,,0.24,12.48
2019-03-16,21,24.0,,0.24,5.04
2019-03-17,21,24.0,,0.24,5.04
2019-03-18,18,24.0,,0.24,4.32
2019-03-19,69,24.0,,0.24,16.56
2019-03-20,72,24.0,,0.24,17.28
2019-03-21,0,24.0,,0.24,0.0
2019-03-22,89,24.0,,0.24,21.36
2019-03-23,20,24.0,,0.24,4.8
2019-03-24,19,24.0,,0.24,4.56
2019-03-25,0,24.0,,0.24,0.0
2019-03-26,18,24.0,,0.24,4.32
2019-03-27,0,24.0,,0.24,0.0
2019-03-28,0,24.0,,0.24,0.0
2019-03-29,18,24.0,,0.24,4.32
2019-03-30,21,24.0,,0.24,5.04
2019-03-31,0,24.0,,0.24,0.0
2019-04-01,17,27.0,False,0.27,4.59
2019-04-02,0,27.0,,0.27,0.0
2019-04-03,51,27.0,,0.27,13.770000000000001
2019-04-04,17,27.0,,0.27,4.59
2019-04-05,88,27.0,,0.27,23.76
2019-04-06,21,27.0,,0.27,5.67
2019-04-07,0,27.0,,0.27,0.0
2019-04-08,50,27.0,,0.27,13.5
2019-04-09,33,27.0,,0.27,8.91
2019-04-10,17,27.0,,0.27,4.59
2019-04-11,100,27.0,,0.27,27.0
2019-04-12,35,27.0,,0.27,9.450000000000001
2019-04-13,41,27.0,,0.27,11.07
2019-04-14,0,27.0,,0.27,0.0
2019-04-15,0,27.0,,0.27,0.0
2019-04-16,0,27.0,,0.27,0.0
2019-04-17,17,27.0,,0.27,4.59
2019-04-18,17,27.0,,0.27,4.59
2019-04-19,18,27.0,,0.27,4.86
2019-04-20,0,27.0,,0.27,0.0
2019-04-21,0,27.0,,0.27,0.0
2019-04-22,53,27.0,,0.27,14.31
2019-04-23,34,27.0,,0.27,9.18
2019-04-24,34,27.0,,0.27,9.18
2019-04-25,67,27.0,,0.27,18.09
2019-04-26,34,27.0,,0.27,9.18
2019-04-27,20,27.0,,0.27,5.4
2019-04-28,61,27.0,,0.27,16.470000000000002
2019-04-29,51,27.0,,0.27,13.770000000000001
2019-04-30,16,27.0,,0.27,4.32
2019-05-01,59,26.0,False,0.26,15.34
2019-05-02,38,26.0,,0.26,9.88
2019-05-03,59,26.0,,0.26,15.34
2019-05-04,46,26.0,,0.26,11.96
2019-05-05,0,26.0,,0.26,0.0
2019-05-06,97,26.0,,0.26,25.220000000000002
2019-05-07,38,26.0,,0.26,9.88
2019-05-08,39,26.0,,0.26,10.14
2019-05-09,59,26.0,,0.26,15.34
2019-05-10,41,26.0,,0.26,10.66
2019-05-11,25,26.0,,0.26,6.5
2019-05-12,0,26.0,,0.26,0.0
2019-05-13,20,26.0,,0.26,5.2
2019-05-14,100,26.0,,0.26,26.0
2019-05-15,0,26.0,,0.26,0.0
2019-05-16,39,26.0,,0.26,10.14
2019-05-17,41,26.0,,0.26,10.66
2019-05-18,0,26.0,,0.26,0.0
2019-05-19,0,26.0,,0.26,0.0
2019-05-20,59,26.0,,0.26,15.34
2019-05-21,0,26.0,,0.26,0.0
2019-05-22,40,26.0,,0.26,10.4
2019-05-23,0,26.0,,0.26,0.0
2019-05-24,21,26.0,,0.26,5.46
2019-05-25,25,26.0,,0.26,6.5
2019-05-26,0,26.0,,0.26,0.0
2019-05-27,0,26.0,,0.26,0.0
2019-05-28,20,26.0,,0.26,5.2
2019-05-29,20,26.0,,0.26,5.2
2019-05-30,59,26.0,,0.26,15.34
2019-05-31,20,26.0,,0.26,5.2
2019-06-01,29,28.0,False,0.28,8.120000000000001
2019-06-02,0,28.0,,0.28,0.0
2019-06-03,48,28.0,,0.28,13.440000000000001
2019-06-04,48,28.0,,0.28,13.440000000000001
2019-06-05,49,28.0,,0.28,13.72
2019-06-06,50,28.0,,0.28,14.000000000000002
2019-06-07,51,28.0,,0.28,14.280000000000001
2019-06-08,0,28.0,,0.28,0.0
2019-06-09,29,28.0,,0.28,8.120000000000001
2019-06-10,98,28.0,,0.28,27.44
2019-06-11,99,28.0,,0.28,27.720000000000002
2019-06-12,100,28.0,,0.28,28.000000000000004
2019-06-13,50,28.0,,0.28,14.000000000000002
2019-06-14,49,28.0,,0.28,13.72
2019-06-15,58,28.0,,0.28,16.240000000000002
2019-06-16,0,28.0,,0.28,0.0
2019-06-17,99,28.0,,0.28,27.720000000000002
2019-06-18,49,28.0,,0.28,13.72
2019-06-19,24,28.0,,0.28,6.720000000000001
2019-06-20,25,28.0,,0.28,7.000000000000001
2019-06-21,26,28.0,,0.28,7.280000000000001
2019-06-22,59,28.0,,0.28,16.520000000000003
2019-06-23,0,28.0,,0.28,0.0
2019-06-24,25,28.0,,0.28,7.000000000000001
2019-06-25,50,28.0,,0.28,14.000000000000002
2019-06-26,0,28.0,,0.28,0.0
2019-06-27,100,28.0,,0.28,28.000000000000004
2019-06-28,53,28.0,,0.28,14.840000000000002
2019-06-29,59,28.0,,0.28,16.520000000000003
2019-06-30,60,28.0,,0.28,16.8
2019-07-01,0,32.0,False,0.32,0.0
2019-07-02,58,32.0,,0.32,18.56
2019-07-03,58,32.0,,0.32,18.56
2019-07-04,44,32.0,,0.32,14.08
2019-07-05,44,32.0,,0.32,14.08
2019-07-06,0,32.0,,0.32,0.0
2019-07-07,21,32.0,,0.32,6.72
2019-07-08,56,32.0,,0.32,17.92
2019-07-09,19,32.0,,0.32,6.08
2019-07-10,19,32.0,,0.32,6.08
2019-07-11,38,32.0,,0.32,12.16
2019-07-12,0,32.0,,0.32,0.0
2019-07-13,0,32.0,,0.32,0.0
2019-07-14,23,32.0,,0.32,7.36
2019-07-15,58,32.0,,0.32,18.56
2019-07-16,37,32.0,,0.32,11.84
2019-07-17,0,32.0,,0.32,0.0
2019-07-18,58,32.0,,0.32,18.56
2019-07-19,80,32.0,,0.32,25.6
2019-07-20,22,32.0,,0.32,7.04
2019-07-21,45,32.0,,0.32,14.4
2019-07-22,19,32.0,,0.32,6.08
2019-07-23,58,32.0,,0.32,18.56
2019-07-24,60,32.0,,0.32,19.2
2019-07-25,60,32.0,,0.32,19.2
2019-07-26,41,32.0,,0.32,13.120000000000001
2019-07-27,23,32.0,,0.32,7.36
2019-07-28,0,32.0,,0.32,0.0
2019-07-29,59,32.0,,0.32,18.88
2019-07-30,59,32.0,,0.32,18.88
2019-07-31,100,32.0,,0.32,32.0
2019-08-01,46,33.0,False,0.33,15.180000000000001
2019-08-02,16,33.0,,0.33,5.28
2019-08-03,0,33.0,,0.33,0.0
2019-08-04,36,33.0,,0.33,11.88
2019-08-05,63,33.0,,0.33,20.790000000000003
2019-08-06,31,33.0,,0.33,10.23
2019-08-07,63,33.0,,0.33,20.790000000000003
2019-08-08,16,33.0,,0.33,5.28
2019-08-09,0,33.0,,0.33,0.0
2019-08-10,0,33.0,,0.33,0.0
2019-08-11,18,33.0,,0.33,5.94
2019-08-12,15,33.0,,0.33,4.95
2019-08-13,61,33.0,,0.33,20.130000000000003
2019-08-14,30,33.0,,0.33,9.9
2019-08-15,75,33.0,,0.33,24.75
2019-08-16,61,33.0,,0.33,20.130000000000003
2019-08-17,0,33.0,,0.33,0.0
2019-08-18,35,33.0,,0.33,11.55
2019-08-19,59,33.0,,0.33,19.470000000000002
2019-08-20,30,33.0,,0.33,9.9
2019-08-21,30,33.0,,0.33,9.9
2019-08-22,0,33.0,,0.33,0.0
2019-08-23,30,33.0,,0.33,9.9
2019-08-24,18,33.0,,0.33,5.94
2019-08-25,17,33.0,,0.33,5.61
2019-08-26,15,33.0,,0.33,4.95
2019-08-27,43,33.0,,0.33,14.190000000000001
2019-08-28,0,33.0,,0.33,0.0
2019-08-29,44,33.0,,0.33,14.520000000000001
2019-08-30,100,33.0,,0.33,33.0
2019-08-31,0,33.0,,0.33,0.0
2019-09-01,13,47.0,False,0.47,6.109999999999999
2019-09-02,12,47.0,,0.47,5.64
2019-09-03,33,47.0,,0.47,15.51
2019-09-04,44,47.0,,0.47,20.68
2019-09-05,22,47.0,,0.47,10.34
2019-09-06,22,47.0,,0.47,10.34
2019-09-07,13,47.0,,0.47,6.109999999999999
2019-09-08,0,47.0,,0.47,0.0
2019-09-09,55,47.0,,0.47,25.849999999999998
