date,MVP_unscaled,MVP_monthly,isPartial,scale,MVP
2017-12-25,84,37.0,,0.37,31.08
2017-12-26,74,37.0,,0.37,27.38
2017-12-27,68,37.0,,0.37,25.16
2017-12-28,80,37.0,,0.37,29.6
2017-12-29,58,37.0,,0.37,21.46
2017-12-30,69,37.0,,0.37,25.53
2017-12-31,100,37.0,,0.37,37.0
2018-01-01,81,43.0,False,0.43,34.83
2018-01-02,100,43.0,,0.43,43.0
2018-01-03,62,43.0,,0.43,26.66
2018-01-04,57,43.0,,0.43,24.509999999999998
2018-01-05,66,43.0,,0.43,28.38
2018-01-06,90,43.0,,0.43,38.7
2018-01-07,86,43.0,,0.43,36.98
2018-01-08,57,43.0,,0.43,24.509999999999998
2018-01-09,74,43.0,,0.43,31.82
2018-01-10,46,43.0,,0.43,19.78
2018-01-11,49,43.0,,0.43,21.07
2018-01-12,41,43.0,,0.43,17.63
2018-01-13,54,43.0,,0.43,23.22
2018-01-14,60,43.0,,0.43,25.8
2018-01-15,57,43.0,,0.43,24.509999999999998
2018-01-16,54,43.0,,0.43,23.22
2018-01-17,46,43.0,,0.43,19.78
2018-01-18,53,43.0,,0.43,22.79
2018-01-19,58,43.0,,0.43,24.94
2018-01-20,38,43.0,,0.43,16.34
2018-01-21,57,43.0,,0.43,24.509999999999998
2018-01-22,80,43.0,,0.43,34.4
2018-01-23,61,43.0,,0.43,26.23
2018-01-24,54,43.0,,0.43,23.22
2018-01-25,46,43.0,,0.43,19.78
2018-01-26,86,43.0,,0.43,36.98
2018-01-27,48,43.0,,0.43,20.64
2018-01-28,85,43.0,,0.43,36.55
2018-01-29,85,43.0,,0.43,36.55
2018-01-30,62,43.0,,0.43,26.66
2018-01-31,63,43.0,,0.43,27.09
2018-02-01,7,77.0,False,0.77,5.390000000000001
2018-02-02,9,77.0,,0.77,6.93
2018-02-03,11,77.0,,0.77,8.47
2018-02-04,46,77.0,,0.77,35.42
2018-02-05,100,77.0,,0.77,77.0
2018-02-06,12,77.0,,0.77,9.24
2018-02-07,7,77.0,,0.77,5.390000000000001
2018-02-08,6,77.0,,0.77,4.62
2018-02-09,6,77.0,,0.77,4.62
2018-02-10,5,77.0,,0.77,3.85
2018-02-11,5,77.0,,0.77,3.85
2018-02-12,5,77.0,,0.77,3.85
2018-02-13,5,77.0,,0.77,3.85
2018-02-14,4,77.0,,0.77,3.08
2018-02-15,4,77.0,,0.77,3.08
2018-02-16,4,77.0,,0.77,3.08
2018-02-17,8,77.0,,0.77,6.16
2018-02-18,6,77.0,,0.77,4.62
2018-02-19,19,77.0,,0.77,14.63
2018-02-20,6,77.0,,0.77,4.62
2018-02-21,5,77.0,,0.77,3.85
2018-02-22,5,77.0,,0.77,3.85
2018-02-23,5,77.0,,0.77,3.85
2018-02-24,4,77.0,,0.77,3.08
2018-02-25,5,77.0,,0.77,3.85
2018-02-26,4,77.0,,0.77,3.08
2018-02-27,5,77.0,,0.77,3.85
2018-02-28,5,77.0,,0.77,3.85
2018-03-01,75,30.0,False,0.3,22.5
2018-03-02,69,30.0,,0.3,20.7
2018-03-03,67,30.0,,0.3,20.099999999999998
2018-03-04,60,30.0,,0.3,18.0
2018-03-05,79,30.0,,0.3,23.7
2018-03-06,66,30.0,,0.3,19.8
2018-03-07,77,30.0,,0.3,23.099999999999998
2018-03-08,82,30.0,,0.3,24.599999999999998
2018-03-09,72,30.0,,0.3,21.599999999999998
2018-03-10,67,30.0,,0.3,20.099999999999998
2018-03-11,74,30.0,,0.3,22.2
2018-03-12,67,30.0,,0.3,20.099999999999998
2018-03-13,69,30.0,,0.3,20.7
2018-03-14,70,30.0,,0.3,21.0
2018-03-15,66,30.0,,0.3,19.8
2018-03-16,62,30.0,,0.3,18.599999999999998
2018-03-17,57,30.0,,0.3,17.099999999999998
2018-03-18,70,30.0,,0.3,21.0
2018-03-19,66,30.0,,0.3,19.8
2018-03-20,71,30.0,,0.3,21.3
2018-03-21,72,30.0,,0.3,21.599999999999998
2018-03-22,86,30.0,,0.3,25.8
2018-03-23,68,30.0,,0.3,20.4
2018-03-24,67,30.0,,0.3,20.099999999999998
2018-03-25,81,30.0,,0.3,24.3
2018-03-26,71,30.0,,0.3,21.3
2018-03-27,70,30.0,,0.3,21.0
2018-03-28,84,30.0,,0.3,25.2
2018-03-29,100,30.0,,0.3,30.0
2018-03-30,74,30.0,,0.3,22.2
2018-03-31,89,30.0,,0.3,26.7
2018-04-01,63,34.0,False,0.34,21.42
2018-04-02,63,34.0,,0.34,21.42
2018-04-03,95,34.0,,0.34,32.300000000000004
2018-04-04,75,34.0,,0.34,25.500000000000004
2018-04-05,58,34.0,,0.34,19.720000000000002
2018-04-06,63,34.0,,0.34,21.42
2018-04-07,71,34.0,,0.34,24.14
2018-04-08,70,34.0,,0.34,23.8
2018-04-09,70,34.0,,0.34,23.8
2018-04-10,73,34.0,,0.34,24.82
2018-04-11,83,34.0,,0.34,28.220000000000002
2018-04-12,100,34.0,,0.34,34.0
2018-04-13,88,34.0,,0.34,29.92
2018-04-14,75,34.0,,0.34,25.500000000000004
2018-04-15,70,34.0,,0.34,23.8
2018-04-16,72,34.0,,0.34,24.48
2018-04-17,59,34.0,,0.34,20.060000000000002
2018-04-18,59,34.0,,0.34,20.060000000000002
2018-04-19,62,34.0,,0.34,21.080000000000002
2018-04-20,63,34.0,,0.34,21.42
2018-04-21,59,34.0,,0.34,20.060000000000002
2018-04-22,57,34.0,,0.34,19.380000000000003
2018-04-23,59,34.0,,0.34,20.060000000000002
2018-04-24,70,34.0,,0.34,23.8
2018-04-25,59,34.0,,0.34,20.060000000000002
2018-04-26,57,34.0,,0.34,19.380000000000003
2018-04-27,55,34.0,,0.34,18.700000000000003
2018-04-28,51,34.0,,0.34,17.34
2018-04-29,59,34.0,,0.34,20.060000000000002
2018-04-30,57,34.0,,0.34,19.380000000000003
2018-05-01,47,36.0,False,0.36,16.919999999999998
2018-05-02,49,36.0,,0.36,17.64
2018-05-03,55,36.0,,0.36,19.8
2018-05-04,62,36.0,,0.36,22.32
2018-05-05,40,36.0,,0.36,14.399999999999999
2018-05-06,51,36.0,,0.36,18.36
2018-05-07,52,36.0,,0.36,18.72
2018-05-08,50,36.0,,0.36,18.0
2018-05-09,59,36.0,,0.36,21.24
2018-05-10,53,36.0,,0.36,19.08
2018-05-11,42,36.0,,0.36,15.12
2018-05-12,47,36.0,,0.36,16.919999999999998
2018-05-13,54,36.0,,0.36,19.439999999999998
2018-05-14,45,36.0,,0.36,16.2
2018-05-15,54,36.0,,0.36,19.439999999999998
2018-05-16,45,36.0,,0.36,16.2
2018-05-17,69,36.0,,0.36,24.84
2018-05-18,58,36.0,,0.36,20.88
2018-05-19,44,36.0,,0.36,15.84
2018-05-20,56,36.0,,0.36,20.16
2018-05-21,59,36.0,,0.36,21.24
2018-05-22,57,36.0,,0.36,20.52
2018-05-23,59,36.0,,0.36,21.24
2018-05-24,94,36.0,,0.36,33.839999999999996
2018-05-25,75,36.0,,0.36,27.0
2018-05-26,63,36.0,,0.36,22.68
2018-05-27,59,36.0,,0.36,21.24
2018-05-28,70,36.0,,0.36,25.2
2018-05-29,100,36.0,,0.36,36.0
2018-05-30,75,36.0,,0.36,27.0
2018-05-31,61,36.0,,0.36,21.96
2018-06-01,8,79.0,False,0.79,6.32
2018-06-02,5,79.0,,0.79,3.95
2018-06-03,5,79.0,,0.79,3.95
2018-06-04,10,79.0,,0.79,7.9
2018-06-05,6,79.0,,0.79,4.74
2018-06-06,6,79.0,,0.79,4.74
2018-06-07,11,79.0,,0.79,8.690000000000001
2018-06-08,10,79.0,,0.79,7.9
2018-06-09,100,79.0,,0.79,79.0
2018-06-10,18,79.0,,0.79,14.22
2018-06-11,11,79.0,,0.79,8.690000000000001
2018-06-12,9,79.0,,0.79,7.11
2018-06-13,9,79.0,,0.79,7.11
2018-06-14,8,79.0,,0.79,6.32
2018-06-15,7,79.0,,0.79,5.53
2018-06-16,7,79.0,,0.79,5.53
2018-06-17,6,79.0,,0.79,4.74
2018-06-18,7,79.0,,0.79,5.53
2018-06-19,6,79.0,,0.79,4.74
2018-06-20,6,79.0,,0.79,4.74
2018-06-21,8,79.0,,0.79,6.32
2018-06-22,7,79.0,,0.79,5.53
2018-06-23,7,79.0,,0.79,5.53
2018-06-24,8,79.0,,0.79,6.32
2018-06-25,10,79.0,,0.79,7.9
2018-06-26,55,79.0,,0.79,43.45
2018-06-27,13,79.0,,0.79,10.27
2018-06-28,7,79.0,,0.79,5.53
2018-06-29,7,79.0,,0.79,5.53
2018-06-30,7,79.0,,0.79,5.53
2018-07-01,26,33.0,False,0.33,8.58
2018-07-02,35,33.0,,0.33,11.55
2018-07-03,29,33.0,,0.33,9.57
2018-07-04,23,33.0,,0.33,7.590000000000001
2018-07-05,26,33.0,,0.33,8.58
2018-07-06,33,33.0,,0.33,10.89
2018-07-07,28,33.0,,0.33,9.24
2018-07-08,25,33.0,,0.33,8.25
2018-07-09,26,33.0,,0.33,8.58
2018-07-10,24,33.0,,0.33,7.92
2018-07-11,27,33.0,,0.33,8.91
2018-07-12,27,33.0,,0.33,8.91
2018-07-13,25,33.0,,0.33,8.25
2018-07-14,19,33.0,,0.33,6.2700000000000005
2018-07-15,37,33.0,,0.33,12.21
2018-07-16,31,33.0,,0.33,10.23
2018-07-17,30,33.0,,0.33,9.9
2018-07-18,100,33.0,,0.33,33.0
2018-07-19,37,33.0,,0.33,12.21
2018-07-20,27,33.0,,0.33,8.91
2018-07-21,22,33.0,,0.33,7.260000000000001
2018-07-22,24,33.0,,0.33,7.92
2018-07-23,28,33.0,,0.33,9.24
2018-07-24,26,33.0,,0.33,8.58
2018-07-25,24,33.0,,0.33,7.92
2018-07-26,27,33.0,,0.33,8.91
2018-07-27,22,33.0,,0.33,7.260000000000001
2018-07-28,26,33.0,,0.33,8.58
2018-07-29,24,33.0,,0.33,7.92
2018-07-30,23,33.0,,0.33,7.590000000000001
2018-07-31,26,33.0,,0.33,8.58
2018-08-01,91,28.0,False,0.28,25.480000000000004
2018-08-02,82,28.0,,0.28,22.96
2018-08-03,78,28.0,,0.28,21.840000000000003
2018-08-04,75,28.0,,0.28,21.000000000000004
2018-08-05,81,28.0,,0.28,22.680000000000003
2018-08-06,87,28.0,,0.28,24.360000000000003
2018-08-07,86,28.0,,0.28,24.080000000000002
2018-08-08,100,28.0,,0.28,28.000000000000004
2018-08-09,90,28.0,,0.28,25.200000000000003
2018-08-10,80,28.0,,0.28,22.400000000000002
2018-08-11,69,28.0,,0.28,19.32
2018-08-12,80,28.0,,0.28,22.400000000000002
2018-08-13,80,28.0,,0.28,22.400000000000002
2018-08-14,84,28.0,,0.28,23.520000000000003
2018-08-15,96,28.0,,0.28,26.880000000000003
2018-08-16,86,28.0,,0.28,24.080000000000002
2018-08-17,78,28.0,,0.28,21.840000000000003
2018-08-18,74,28.0,,0.28,20.720000000000002
2018-08-19,81,28.0,,0.28,22.680000000000003
2018-08-20,84,28.0,,0.28,23.520000000000003
2018-08-21,82,28.0,,0.28,22.96
2018-08-22,86,28.0,,0.28,24.080000000000002
2018-08-23,81,28.0,,0.28,22.680000000000003
2018-08-24,77,28.0,,0.28,21.560000000000002
2018-08-25,62,28.0,,0.28,17.360000000000003
2018-08-26,82,28.0,,0.28,22.96
2018-08-27,83,28.0,,0.28,23.240000000000002
2018-08-28,91,28.0,,0.28,25.480000000000004
2018-08-29,77,28.0,,0.28,21.560000000000002
2018-08-30,79,28.0,,0.28,22.12
2018-08-31,84,28.0,,0.28,23.520000000000003
2018-09-01,59,29.0,False,0.29,17.11
2018-09-02,62,29.0,,0.29,17.98
2018-09-03,63,29.0,,0.29,18.27
2018-09-04,63,29.0,,0.29,18.27
2018-09-05,70,29.0,,0.29,20.299999999999997
2018-09-06,61,29.0,,0.29,17.689999999999998
2018-09-07,78,29.0,,0.29,22.619999999999997
2018-09-08,50,29.0,,0.29,14.499999999999998
2018-09-09,60,29.0,,0.29,17.4
2018-09-10,70,29.0,,0.29,20.299999999999997
2018-09-11,74,29.0,,0.29,21.459999999999997
2018-09-12,63,29.0,,0.29,18.27
2018-09-13,75,29.0,,0.29,21.75
2018-09-14,69,29.0,,0.29,20.009999999999998
2018-09-15,63,29.0,,0.29,18.27
2018-09-16,58,29.0,,0.29,16.82
2018-09-17,72,29.0,,0.29,20.88
2018-09-18,89,29.0,,0.29,25.81
2018-09-19,75,29.0,,0.29,21.75
2018-09-20,74,29.0,,0.29,21.459999999999997
2018-09-21,80,29.0,,0.29,23.2
2018-09-22,63,29.0,,0.29,18.27
2018-09-23,69,29.0,,0.29,20.009999999999998
2018-09-24,72,29.0,,0.29,20.88
2018-09-25,76,29.0,,0.29,22.04
2018-09-26,97,29.0,,0.29,28.13
2018-09-27,86,29.0,,0.29,24.939999999999998
2018-09-28,77,29.0,,0.29,22.33
2018-09-29,78,29.0,,0.29,22.619999999999997
2018-09-30,100,29.0,,0.29,28.999999999999996
2018-10-01,20,39.0,False,0.39,7.800000000000001
2018-10-02,15,39.0,,0.39,5.8500000000000005
2018-10-03,19,39.0,,0.39,7.41
2018-10-04,17,39.0,,0.39,6.63
2018-10-05,18,39.0,,0.39,7.0200000000000005
2018-10-06,11,39.0,,0.39,4.29
2018-10-07,12,39.0,,0.39,4.68
2018-10-08,14,39.0,,0.39,5.46
2018-10-09,15,39.0,,0.39,5.8500000000000005
2018-10-10,16,39.0,,0.39,6.24
2018-10-11,13,39.0,,0.39,5.07
2018-10-12,14,39.0,,0.39,5.46
2018-10-13,15,39.0,,0.39,5.8500000000000005
2018-10-14,11,39.0,,0.39,4.29
2018-10-15,14,39.0,,0.39,5.46
2018-10-16,15,39.0,,0.39,5.8500000000000005
2018-10-17,14,39.0,,0.39,5.46
2018-10-18,15,39.0,,0.39,5.8500000000000005
2018-10-19,19,39.0,,0.39,7.41
2018-10-20,15,39.0,,0.39,5.8500000000000005
2018-10-21,24,39.0,,0.39,9.36
2018-10-22,17,39.0,,0.39,6.63
2018-10-23,17,39.0,,0.39,6.63
2018-10-24,17,39.0,,0.39,6.63
2018-10-25,17,39.0,,0.39,6.63
2018-10-26,15,39.0,,0.39,5.8500000000000005
2018-10-27,18,39.0,,0.39,7.0200000000000005
2018-10-28,16,39.0,,0.39,6.24
2018-10-29,100,39.0,,0.39,39.0
2018-10-30,25,39.0,,0.39,9.75
2018-10-31,18,39.0,,0.39,7.0200000000000005
2018-11-01,67,39.0,False,0.39,26.130000000000003
2018-11-02,50,39.0,,0.39,19.5
2018-11-03,46,39.0,,0.39,17.94
2018-11-04,48,39.0,,0.39,18.72
2018-11-05,59,39.0,,0.39,23.01
2018-11-06,63,39.0,,0.39,24.57
2018-11-07,43,39.0,,0.39,16.77
2018-11-08,50,39.0,,0.39,19.5
2018-11-09,65,39.0,,0.39,25.35
2018-11-10,43,39.0,,0.39,16.77
2018-11-11,43,39.0,,0.39,16.77
2018-11-12,54,39.0,,0.39,21.060000000000002
2018-11-13,59,39.0,,0.39,23.01
2018-11-14,56,39.0,,0.39,21.84
2018-11-15,91,39.0,,0.39,35.49
2018-11-16,100,39.0,,0.39,39.0
2018-11-17,51,39.0,,0.39,19.89
2018-11-18,38,39.0,,0.39,14.82
2018-11-19,49,39.0,,0.39,19.11
2018-11-20,51,39.0,,0.39,19.89
2018-11-21,41,39.0,,0.39,15.99
2018-11-22,40,39.0,,0.39,15.600000000000001
2018-11-23,37,39.0,,0.39,14.43
2018-11-24,32,39.0,,0.39,12.48
2018-11-25,33,39.0,,0.39,12.870000000000001
2018-11-26,41,39.0,,0.39,15.99
2018-11-27,40,39.0,,0.39,15.600000000000001
2018-11-28,37,39.0,,0.39,14.43
2018-11-29,40,39.0,,0.39,15.600000000000001
2018-11-30,50,39.0,,0.39,19.5
2018-12-01,45,35.0,False,0.35,15.749999999999998
2018-12-02,68,35.0,,0.35,23.799999999999997
2018-12-03,70,35.0,,0.35,24.5
2018-12-04,65,35.0,,0.35,22.75
2018-12-05,59,35.0,,0.35,20.65
2018-12-06,70,35.0,,0.35,24.5
2018-12-07,61,35.0,,0.35,21.349999999999998
2018-12-08,52,35.0,,0.35,18.2
2018-12-09,63,35.0,,0.35,22.049999999999997
2018-12-10,62,35.0,,0.35,21.7
2018-12-11,63,35.0,,0.35,22.049999999999997
2018-12-12,59,35.0,,0.35,20.65
2018-12-13,60,35.0,,0.35,21.0
2018-12-14,66,35.0,,0.35,23.099999999999998
2018-12-15,50,35.0,,0.35,17.5
2018-12-16,51,35.0,,0.35,17.849999999999998
2018-12-17,63,35.0,,0.35,22.049999999999997
2018-12-18,76,35.0,,0.35,26.599999999999998
2018-12-19,58,35.0,,0.35,20.299999999999997
2018-12-20,64,35.0,,0.35,22.4
2018-12-21,67,35.0,,0.35,23.45
2018-12-22,51,35.0,,0.35,17.849999999999998
2018-12-23,62,35.0,,0.35,21.7
2018-12-24,85,35.0,,0.35,29.749999999999996
2018-12-25,68,35.0,,0.35,23.799999999999997
2018-12-26,60,35.0,,0.35,21.0
2018-12-27,72,35.0,,0.35,25.2
2018-12-28,76,35.0,,0.35,26.599999999999998
2018-12-29,66,35.0,,0.35,23.099999999999998
2018-12-30,88,35.0,,0.35,30.799999999999997
2018-12-31,100,35.0,,0.35,35.0
2019-01-01,69,44.0,False,0.44,30.36
2019-01-02,75,44.0,,0.44,33.0
2019-01-03,84,44.0,,0.44,36.96
2019-01-04,83,44.0,,0.44,36.52
2019-01-05,92,44.0,,0.44,40.48
2019-01-06,72,44.0,,0.44,31.68
2019-01-07,56,44.0,,0.44,24.64
2019-01-08,77,44.0,,0.44,33.88
2019-01-09,50,44.0,,0.44,22.0
2019-01-10,55,44.0,,0.44,24.2
2019-01-11,56,44.0,,0.44,24.64
2019-01-12,61,44.0,,0.44,26.84
2019-01-13,68,44.0,,0.44,29.92
2019-01-14,50,44.0,,0.44,22.0
2019-01-15,61,44.0,,0.44,26.84
2019-01-16,74,44.0,,0.44,32.56
2019-01-17,72,44.0,,0.44,31.68
2019-01-18,53,44.0,,0.44,23.32
2019-01-19,48,44.0,,0.44,21.12
2019-01-20,59,44.0,,0.44,25.96
2019-01-21,85,44.0,,0.44,37.4
2019-01-22,61,44.0,,0.44,26.84
2019-01-23,54,44.0,,0.44,23.76
2019-01-24,60,44.0,,0.44,26.4
2019-01-25,58,44.0,,0.44,25.52
2019-01-26,51,44.0,,0.44,22.44
2019-01-27,100,44.0,,0.44,44.0
2019-01-28,95,44.0,,0.44,41.8
2019-01-29,58,44.0,,0.44,25.52
2019-01-30,50,44.0,,0.44,22.0
2019-01-31,61,44.0,,0.44,26.84
2019-02-01,3,97.0,False,0.97,2.91
2019-02-02,5,97.0,,0.97,4.85
2019-02-03,15,97.0,,0.97,14.549999999999999
2019-02-04,100,97.0,,0.97,97.0
2019-02-05,7,97.0,,0.97,6.79
2019-02-06,4,97.0,,0.97,3.88
2019-02-07,3,97.0,,0.97,2.91
2019-02-08,4,97.0,,0.97,3.88
2019-02-09,3,97.0,,0.97,2.91
2019-02-10,3,97.0,,0.97,2.91
2019-02-11,3,97.0,,0.97,2.91
2019-02-12,3,97.0,,0.97,2.91
2019-02-13,3,97.0,,0.97,2.91
2019-02-14,3,97.0,,0.97,2.91
2019-02-15,3,97.0,,0.97,2.91
2019-02-16,6,97.0,,0.97,5.82
2019-02-17,6,97.0,,0.97,5.82
2019-02-18,14,97.0,,0.97,13.58
2019-02-19,3,97.0,,0.97,2.91
2019-02-20,3,97.0,,0.97,2.91
2019-02-21,3,97.0,,0.97,2.91
2019-02-22,3,97.0,,0.97,2.91
2019-02-23,3,97.0,,0.97,2.91
2019-02-24,2,97.0,,0.97,1.94
2019-02-25,2,97.0,,0.97,1.94
2019-02-26,2,97.0,,0.97,1.94
2019-02-27,2,97.0,,0.97,1.94
2019-02-28,3,97.0,,0.97,2.91
2019-03-01,77,32.0,False,0.32,24.64
2019-03-02,61,32.0,,0.32,19.52
2019-03-03,71,32.0,,0.32,22.72
2019-03-04,73,32.0,,0.32,23.36
2019-03-05,78,32.0,,0.32,24.96
2019-03-06,80,32.0,,0.32,25.6
2019-03-07,64,32.0,,0.32,20.48
2019-03-08,76,32.0,,0.32,24.32
2019-03-09,71,32.0,,0.32,22.72
2019-03-10,71,32.0,,0.32,22.72
2019-03-11,67,32.0,,0.32,21.44
2019-03-12,60,32.0,,0.32,19.2
2019-03-13,67,32.0,,0.32,21.44
2019-03-14,63,32.0,,0.32,20.16
2019-03-15,60,32.0,,0.32,19.2
2019-03-16,63,32.0,,0.32,20.16
2019-03-17,79,32.0,,0.32,25.28
2019-03-18,70,32.0,,0.32,22.400000000000002
2019-03-19,75,32.0,,0.32,24.0
2019-03-20,75,32.0,,0.32,24.0
2019-03-21,63,32.0,,0.32,20.16
2019-03-22,79,32.0,,0.32,25.28
2019-03-23,74,32.0,,0.32,23.68
2019-03-24,75,32.0,,0.32,24.0
2019-03-25,66,32.0,,0.32,21.12
2019-03-26,84,32.0,,0.32,26.88
2019-03-27,98,32.0,,0.32,31.36
2019-03-28,100,32.0,,0.32,32.0
2019-03-29,69,32.0,,0.32,22.080000000000002
2019-03-30,67,32.0,,0.32,21.44
2019-03-31,78,32.0,,0.32,24.96
2019-04-01,58,34.0,False,0.34,19.720000000000002
2019-04-02,54,34.0,,0.34,18.360000000000003
2019-04-03,60,34.0,,0.34,20.400000000000002
2019-04-04,59,34.0,,0.34,20.060000000000002
2019-04-05,71,34.0,,0.34,24.14
2019-04-06,62,34.0,,0.34,21.080000000000002
2019-04-07,52,34.0,,0.34,17.68
2019-04-08,69,34.0,,0.34,23.46
2019-04-09,100,34.0,,0.34,34.0
2019-04-10,64,34.0,,0.34,21.76
2019-04-11,64,34.0,,0.34,21.76
2019-04-12,78,34.0,,0.34,26.520000000000003
2019-04-13,74,34.0,,0.34,25.16
2019-04-14,69,34.0,,0.34,23.46
2019-04-15,64,34.0,,0.34,21.76
2019-04-16,67,34.0,,0.34,22.78
2019-04-17,58,34.0,,0.34,19.720000000000002
2019-04-18,68,34.0,,0.34,23.12
2019-04-19,54,34.0,,0.34,18.360000000000003
2019-04-20,53,34.0,,0.34,18.02
2019-04-21,78,34.0,,0.34,26.520000000000003
2019-04-22,62,34.0,,0.34,21.080000000000002
2019-04-23,61,34.0,,0.34,20.740000000000002
2019-04-24,68,34.0,,0.34,23.12
2019-04-25,61,34.0,,0.34,20.740000000000002
2019-04-26,63,34.0,,0.34,21.42
2019-04-27,56,34.0,,0.34,19.040000000000003
2019-04-28,64,34.0,,0.34,21.76
2019-04-29,52,34.0,,0.34,17.68
2019-04-30,53,34.0,,0.34,18.02
2019-05-01,71,34.0,False,0.34,24.14
2019-05-02,55,34.0,,0.34,18.700000000000003
2019-05-03,65,34.0,,0.34,22.1
2019-05-04,68,34.0,,0.34,23.12
2019-05-05,76,34.0,,0.34,25.840000000000003
2019-05-06,63,34.0,,0.34,21.42
2019-05-07,83,34.0,,0.34,28.220000000000002
2019-05-08,73,34.0,,0.34,24.82
2019-05-09,73,34.0,,0.34,24.82
2019-05-10,70,34.0,,0.34,23.8
2019-05-11,88,34.0,,0.34,29.92
2019-05-12,94,34.0,,0.34,31.96
2019-05-13,79,34.0,,0.34,26.860000000000003
2019-05-14,62,34.0,,0.34,21.080000000000002
2019-05-15,72,34.0,,0.34,24.48
2019-05-16,68,34.0,,0.34,23.12
2019-05-17,56,34.0,,0.34,19.040000000000003
2019-05-18,84,34.0,,0.34,28.560000000000002
2019-05-19,79,34.0,,0.34,26.860000000000003
2019-05-20,68,34.0,,0.34,23.12
2019-05-21,92,34.0,,0.34,31.28
2019-05-22,79,34.0,,0.34,26.860000000000003
2019-05-23,75,34.0,,0.34,25.500000000000004
2019-05-24,77,34.0,,0.34,26.180000000000003
2019-05-25,55,34.0,,0.34,18.700000000000003
2019-05-26,100,34.0,,0.34,34.0
2019-05-27,79,34.0,,0.34,26.860000000000003
2019-05-28,88,34.0,,0.34,29.92
2019-05-29,73,34.0,,0.34,24.82
2019-05-30,70,34.0,,0.34,23.8
2019-05-31,83,34.0,,0.34,28.220000000000002
2019-06-01,8,57.0,False,0.57,4.56
2019-06-02,8,57.0,,0.57,4.56
2019-06-03,11,57.0,,0.57,6.27
2019-06-04,10,57.0,,0.57,5.699999999999999
2019-06-05,9,57.0,,0.57,5.13
2019-06-06,12,57.0,,0.57,6.84
2019-06-07,9,57.0,,0.57,5.13
2019-06-08,13,57.0,,0.57,7.409999999999999
2019-06-09,11,57.0,,0.57,6.27
2019-06-10,12,57.0,,0.57,6.84
2019-06-11,12,57.0,,0.57,6.84
2019-06-12,10,57.0,,0.57,5.699999999999999
2019-06-13,17,57.0,,0.57,9.69
2019-06-14,63,57.0,,0.57,35.91
2019-06-15,18,57.0,,0.57,10.26
2019-06-16,14,57.0,,0.57,7.9799999999999995
2019-06-17,14,57.0,,0.57,7.9799999999999995
2019-06-18,17,57.0,,0.57,9.69
2019-06-19,13,57.0,,0.57,7.409999999999999
2019-06-20,14,57.0,,0.57,7.9799999999999995
2019-06-21,12,57.0,,0.57,6.84
2019-06-22,12,57.0,,0.57,6.84
2019-06-23,14,57.0,,0.57,7.9799999999999995
2019-06-24,20,57.0,,0.57,11.399999999999999
2019-06-25,100,57.0,,0.57,56.99999999999999
2019-06-26,21,57.0,,0.57,11.969999999999999
2019-06-27,13,57.0,,0.57,7.409999999999999
2019-06-28,15,57.0,,0.57,8.549999999999999
2019-06-29,11,57.0,,0.57,6.27
2019-06-30,10,57.0,,0.57,5.699999999999999
2019-07-01,44,32.0,False,0.32,14.08
2019-07-02,37,32.0,,0.32,11.84
2019-07-03,39,32.0,,0.32,12.48
2019-07-04,31,32.0,,0.32,9.92
2019-07-05,32,32.0,,0.32,10.24
2019-07-06,46,32.0,,0.32,14.72
2019-07-07,38,32.0,,0.32,12.16
2019-07-08,40,32.0,,0.32,12.8
2019-07-09,47,32.0,,0.32,15.040000000000001
2019-07-10,100,32.0,,0.32,32.0
2019-07-11,47,32.0,,0.32,15.040000000000001
2019-07-12,45,32.0,,0.32,14.4
2019-07-13,41,32.0,,0.32,13.120000000000001
2019-07-14,34,32.0,,0.32,10.88
2019-07-15,40,32.0,,0.32,12.8
2019-07-16,41,32.0,,0.32,13.120000000000001
2019-07-17,37,32.0,,0.32,11.84
2019-07-18,36,32.0,,0.32,11.52
2019-07-19,34,32.0,,0.32,10.88
2019-07-20,31,32.0,,0.32,9.92
2019-07-21,31,32.0,,0.32,9.92
2019-07-22,32,32.0,,0.32,10.24
2019-07-23,36,32.0,,0.32,11.52
2019-07-24,35,32.0,,0.32,11.200000000000001
2019-07-25,34,32.0,,0.32,10.88
2019-07-26,31,32.0,,0.32,9.92
2019-07-27,34,32.0,,0.32,10.88
2019-07-28,36,32.0,,0.32,11.52
2019-07-29,32,32.0,,0.32,10.24
2019-07-30,38,32.0,,0.32,12.16
2019-07-31,33,32.0,,0.32,10.56
2019-08-01,100,27.0,False,0.27,27.0
2019-08-02,75,27.0,,0.27,20.25
2019-08-03,82,27.0,,0.27,22.14
2019-08-04,69,27.0,,0.27,18.630000000000003
2019-08-05,93,27.0,,0.27,25.110000000000003
2019-08-06,91,27.0,,0.27,24.57
2019-08-07,99,27.0,,0.27,26.73
2019-08-08,83,27.0,,0.27,22.41
2019-08-09,74,27.0,,0.27,19.98
2019-08-10,75,27.0,,0.27,20.25
2019-08-11,67,27.0,,0.27,18.09
2019-08-12,87,27.0,,0.27,23.490000000000002
2019-08-13,79,27.0,,0.27,21.330000000000002
2019-08-14,90,27.0,,0.27,24.3
2019-08-15,74,27.0,,0.27,19.98
2019-08-16,84,27.0,,0.27,22.68
2019-08-17,75,27.0,,0.27,20.25
2019-08-18,83,27.0,,0.27,22.41
