date,AKA_unscaled,AKA_monthly,isPartial,scale,AKA
2017-12-26,57,65.0,,0.65,37.050000000000004
2017-12-27,79,65.0,,0.65,51.35
2017-12-28,82,65.0,,0.65,53.300000000000004
2017-12-29,78,65.0,,0.65,50.7
2017-12-30,71,65.0,,0.65,46.15
2017-12-31,68,65.0,,0.65,44.2
2018-01-01,26,88.0,False,0.88,22.88
2018-01-02,31,88.0,,0.88,27.28
2018-01-03,25,88.0,,0.88,22.0
2018-01-04,34,88.0,,0.88,29.92
2018-01-05,30,88.0,,0.88,26.4
2018-01-06,38,88.0,,0.88,33.44
2018-01-07,32,88.0,,0.88,28.16
2018-01-08,29,88.0,,0.88,25.52
2018-01-09,28,88.0,,0.88,24.64
2018-01-10,36,88.0,,0.88,31.68
2018-01-11,31,88.0,,0.88,27.28
2018-01-12,32,88.0,,0.88,28.16
2018-01-13,42,88.0,,0.88,36.96
2018-01-14,46,88.0,,0.88,40.48
2018-01-15,100,88.0,,0.88,88.0
2018-01-16,60,88.0,,0.88,52.8
2018-01-17,36,88.0,,0.88,31.68
2018-01-18,29,88.0,,0.88,25.52
2018-01-19,34,88.0,,0.88,29.92
2018-01-20,32,88.0,,0.88,28.16
2018-01-21,32,88.0,,0.88,28.16
2018-01-22,31,88.0,,0.88,27.28
2018-01-23,29,88.0,,0.88,25.52
2018-01-24,21,88.0,,0.88,18.48
2018-01-25,30,88.0,,0.88,26.4
2018-01-26,26,88.0,,0.88,22.88
2018-01-27,27,88.0,,0.88,23.76
2018-01-28,27,88.0,,0.88,23.76
2018-01-29,29,88.0,,0.88,25.52
2018-01-30,27,88.0,,0.88,23.76
2018-01-31,30,88.0,,0.88,26.4
2018-02-01,93,72.0,False,0.72,66.96
2018-02-02,90,72.0,,0.72,64.8
2018-02-03,78,72.0,,0.72,56.16
2018-02-04,88,72.0,,0.72,63.36
2018-02-05,74,72.0,,0.72,53.28
2018-02-06,88,72.0,,0.72,63.36
2018-02-07,78,72.0,,0.72,56.16
2018-02-08,93,72.0,,0.72,66.96
2018-02-09,91,72.0,,0.72,65.52
2018-02-10,91,72.0,,0.72,65.52
2018-02-11,97,72.0,,0.72,69.84
2018-02-12,88,72.0,,0.72,63.36
2018-02-13,77,72.0,,0.72,55.44
2018-02-14,83,72.0,,0.72,59.76
2018-02-15,89,72.0,,0.72,64.08
2018-02-16,83,72.0,,0.72,59.76
2018-02-17,96,72.0,,0.72,69.12
2018-02-18,70,72.0,,0.72,50.4
2018-02-19,73,72.0,,0.72,52.559999999999995
2018-02-20,100,72.0,,0.72,72.0
2018-02-21,91,72.0,,0.72,65.52
2018-02-22,73,72.0,,0.72,52.559999999999995
2018-02-23,84,72.0,,0.72,60.48
2018-02-24,83,72.0,,0.72,59.76
2018-02-25,91,72.0,,0.72,65.52
2018-02-26,85,72.0,,0.72,61.199999999999996
2018-02-27,87,72.0,,0.72,62.64
2018-02-28,83,72.0,,0.72,59.76
2018-03-01,85,72.0,False,0.72,61.199999999999996
2018-03-02,89,72.0,,0.72,64.08
2018-03-03,76,72.0,,0.72,54.72
2018-03-04,84,72.0,,0.72,60.48
2018-03-05,84,72.0,,0.72,60.48
2018-03-06,72,72.0,,0.72,51.839999999999996
2018-03-07,71,72.0,,0.72,51.12
2018-03-08,81,72.0,,0.72,58.32
2018-03-09,73,72.0,,0.72,52.559999999999995
2018-03-10,98,72.0,,0.72,70.56
2018-03-11,91,72.0,,0.72,65.52
2018-03-12,74,72.0,,0.72,53.28
2018-03-13,81,72.0,,0.72,58.32
2018-03-14,80,72.0,,0.72,57.599999999999994
2018-03-15,82,72.0,,0.72,59.04
2018-03-16,71,72.0,,0.72,51.12
2018-03-17,76,72.0,,0.72,54.72
2018-03-18,80,72.0,,0.72,57.599999999999994
2018-03-19,90,72.0,,0.72,64.8
2018-03-20,85,72.0,,0.72,61.199999999999996
2018-03-21,99,72.0,,0.72,71.28
2018-03-22,84,72.0,,0.72,60.48
2018-03-23,74,72.0,,0.72,53.28
2018-03-24,87,72.0,,0.72,62.64
2018-03-25,92,72.0,,0.72,66.24
2018-03-26,100,72.0,,0.72,72.0
2018-03-27,71,72.0,,0.72,51.12
2018-03-28,85,72.0,,0.72,61.199999999999996
2018-03-29,80,72.0,,0.72,57.599999999999994
2018-03-30,86,72.0,,0.72,61.919999999999995
2018-03-31,86,72.0,,0.72,61.919999999999995
2018-04-01,83,81.0,False,0.81,67.23
2018-04-02,73,81.0,,0.81,59.13
2018-04-03,82,81.0,,0.81,66.42
2018-04-04,80,81.0,,0.81,64.80000000000001
2018-04-05,87,81.0,,0.81,70.47
2018-04-06,80,81.0,,0.81,64.80000000000001
2018-04-07,71,81.0,,0.81,57.510000000000005
2018-04-08,62,81.0,,0.81,50.220000000000006
2018-04-09,81,81.0,,0.81,65.61
2018-04-10,91,81.0,,0.81,73.71000000000001
2018-04-11,78,81.0,,0.81,63.18000000000001
2018-04-12,97,81.0,,0.81,78.57000000000001
2018-04-13,81,81.0,,0.81,65.61
2018-04-14,100,81.0,,0.81,81.0
2018-04-15,97,81.0,,0.81,78.57000000000001
2018-04-16,88,81.0,,0.81,71.28
2018-04-17,97,81.0,,0.81,78.57000000000001
2018-04-18,89,81.0,,0.81,72.09
2018-04-19,95,81.0,,0.81,76.95
2018-04-20,90,81.0,,0.81,72.9
2018-04-21,77,81.0,,0.81,62.370000000000005
2018-04-22,87,81.0,,0.81,70.47
2018-04-23,99,81.0,,0.81,80.19000000000001
2018-04-24,89,81.0,,0.81,72.09
2018-04-25,87,81.0,,0.81,70.47
2018-04-26,83,81.0,,0.81,67.23
2018-04-27,80,81.0,,0.81,64.80000000000001
2018-04-28,91,81.0,,0.81,73.71000000000001
2018-04-29,82,81.0,,0.81,66.42
2018-04-30,82,81.0,,0.81,66.42
2018-05-01,100,65.0,False,0.65,65.0
2018-05-02,70,65.0,,0.65,45.5
2018-05-03,78,65.0,,0.65,50.7
2018-05-04,72,65.0,,0.65,46.800000000000004
2018-05-05,59,65.0,,0.65,38.35
2018-05-06,64,65.0,,0.65,41.6
2018-05-07,57,65.0,,0.65,37.050000000000004
2018-05-08,58,65.0,,0.65,37.7
2018-05-09,67,65.0,,0.65,43.550000000000004
2018-05-10,58,65.0,,0.65,37.7
2018-05-11,70,65.0,,0.65,45.5
2018-05-12,62,65.0,,0.65,40.300000000000004
2018-05-13,58,65.0,,0.65,37.7
2018-05-14,58,65.0,,0.65,37.7
2018-05-15,54,65.0,,0.65,35.1
2018-05-16,50,65.0,,0.65,32.5
2018-05-17,61,65.0,,0.65,39.65
2018-05-18,49,65.0,,0.65,31.85
2018-05-19,55,65.0,,0.65,35.75
2018-05-20,52,65.0,,0.65,33.800000000000004
2018-05-21,54,65.0,,0.65,35.1
2018-05-22,52,65.0,,0.65,33.800000000000004
2018-05-23,52,65.0,,0.65,33.800000000000004
2018-05-24,52,65.0,,0.65,33.800000000000004
2018-05-25,59,65.0,,0.65,38.35
2018-05-26,54,65.0,,0.65,35.1
2018-05-27,42,65.0,,0.65,27.3
2018-05-28,54,65.0,,0.65,35.1
2018-05-29,54,65.0,,0.65,35.1
2018-05-30,56,65.0,,0.65,36.4
2018-05-31,52,65.0,,0.65,33.800000000000004
2018-06-01,69,61.0,False,0.61,42.089999999999996
2018-06-02,80,61.0,,0.61,48.8
2018-06-03,83,61.0,,0.61,50.629999999999995
2018-06-04,88,61.0,,0.61,53.68
2018-06-05,75,61.0,,0.61,45.75
2018-06-06,87,61.0,,0.61,53.07
2018-06-07,81,61.0,,0.61,49.41
2018-06-08,96,61.0,,0.61,58.56
2018-06-09,81,61.0,,0.61,49.41
2018-06-10,85,61.0,,0.61,51.85
2018-06-11,95,61.0,,0.61,57.949999999999996
2018-06-12,92,61.0,,0.61,56.12
2018-06-13,91,61.0,,0.61,55.51
2018-06-14,76,61.0,,0.61,46.36
2018-06-15,71,61.0,,0.61,43.31
2018-06-16,100,61.0,,0.61,61.0
2018-06-17,83,61.0,,0.61,50.629999999999995
2018-06-18,78,61.0,,0.61,47.58
2018-06-19,94,61.0,,0.61,57.339999999999996
2018-06-20,76,61.0,,0.61,46.36
2018-06-21,71,61.0,,0.61,43.31
2018-06-22,73,61.0,,0.61,44.53
2018-06-23,81,61.0,,0.61,49.41
2018-06-24,96,61.0,,0.61,58.56
2018-06-25,95,61.0,,0.61,57.949999999999996
2018-06-26,77,61.0,,0.61,46.97
2018-06-27,92,61.0,,0.61,56.12
2018-06-28,77,61.0,,0.61,46.97
2018-06-29,85,61.0,,0.61,51.85
2018-06-30,87,61.0,,0.61,53.07
2018-07-01,64,68.0,False,0.68,43.52
2018-07-02,70,68.0,,0.68,47.6
2018-07-03,78,68.0,,0.68,53.040000000000006
2018-07-04,62,68.0,,0.68,42.160000000000004
2018-07-05,74,68.0,,0.68,50.32
2018-07-06,85,68.0,,0.68,57.800000000000004
2018-07-07,97,68.0,,0.68,65.96000000000001
2018-07-08,100,68.0,,0.68,68.0
2018-07-09,89,68.0,,0.68,60.52
2018-07-10,83,68.0,,0.68,56.440000000000005
2018-07-11,86,68.0,,0.68,58.480000000000004
2018-07-12,89,68.0,,0.68,60.52
2018-07-13,74,68.0,,0.68,50.32
2018-07-14,74,68.0,,0.68,50.32
2018-07-15,79,68.0,,0.68,53.720000000000006
2018-07-16,62,68.0,,0.68,42.160000000000004
2018-07-17,63,68.0,,0.68,42.84
2018-07-18,69,68.0,,0.68,46.92
2018-07-19,73,68.0,,0.68,49.64
2018-07-20,52,68.0,,0.68,35.36
2018-07-21,68,68.0,,0.68,46.24
2018-07-22,65,68.0,,0.68,44.2
2018-07-23,53,68.0,,0.68,36.04
2018-07-24,60,68.0,,0.68,40.800000000000004
2018-07-25,64,68.0,,0.68,43.52
2018-07-26,75,68.0,,0.68,51.00000000000001
2018-07-27,59,68.0,,0.68,40.120000000000005
2018-07-28,57,68.0,,0.68,38.760000000000005
2018-07-29,68,68.0,,0.68,46.24
2018-07-30,50,68.0,,0.68,34.0
2018-07-31,64,68.0,,0.68,43.52
2018-08-01,93,63.0,False,0.63,58.59
2018-08-02,92,63.0,,0.63,57.96
2018-08-03,79,63.0,,0.63,49.77
2018-08-04,79,63.0,,0.63,49.77
2018-08-05,78,63.0,,0.63,49.14
2018-08-06,98,63.0,,0.63,61.74
2018-08-07,86,63.0,,0.63,54.18
2018-08-08,92,63.0,,0.63,57.96
2018-08-09,88,63.0,,0.63,55.44
2018-08-10,81,63.0,,0.63,51.03
2018-08-11,82,63.0,,0.63,51.660000000000004
2018-08-12,82,63.0,,0.63,51.660000000000004
2018-08-13,79,63.0,,0.63,49.77
2018-08-14,63,63.0,,0.63,39.69
2018-08-15,83,63.0,,0.63,52.29
2018-08-16,93,63.0,,0.63,58.59
2018-08-17,73,63.0,,0.63,45.99
2018-08-18,76,63.0,,0.63,47.88
2018-08-19,75,63.0,,0.63,47.25
2018-08-20,73,63.0,,0.63,45.99
2018-08-21,87,63.0,,0.63,54.81
2018-08-22,84,63.0,,0.63,52.92
2018-08-23,75,63.0,,0.63,47.25
2018-08-24,88,63.0,,0.63,55.44
2018-08-25,91,63.0,,0.63,57.33
2018-08-26,83,63.0,,0.63,52.29
2018-08-27,100,63.0,,0.63,63.0
2018-08-28,83,63.0,,0.63,52.29
2018-08-29,80,63.0,,0.63,50.4
2018-08-30,95,63.0,,0.63,59.85
2018-08-31,87,63.0,,0.63,54.81
2018-09-01,89,65.0,False,0.65,57.85
2018-09-02,79,65.0,,0.65,51.35
2018-09-03,80,65.0,,0.65,52.0
2018-09-04,73,65.0,,0.65,47.45
2018-09-05,86,65.0,,0.65,55.9
2018-09-06,93,65.0,,0.65,60.45
2018-09-07,82,65.0,,0.65,53.300000000000004
2018-09-08,99,65.0,,0.65,64.35000000000001
2018-09-09,66,65.0,,0.65,42.9
2018-09-10,69,65.0,,0.65,44.85
2018-09-11,82,65.0,,0.65,53.300000000000004
2018-09-12,76,65.0,,0.65,49.4
2018-09-13,88,65.0,,0.65,57.2
2018-09-14,84,65.0,,0.65,54.6
2018-09-15,70,65.0,,0.65,45.5
2018-09-16,88,65.0,,0.65,57.2
2018-09-17,97,65.0,,0.65,63.050000000000004
2018-09-18,94,65.0,,0.65,61.1
2018-09-19,83,65.0,,0.65,53.95
2018-09-20,88,65.0,,0.65,57.2
2018-09-21,89,65.0,,0.65,57.85
2018-09-22,79,65.0,,0.65,51.35
2018-09-23,86,65.0,,0.65,55.9
2018-09-24,72,65.0,,0.65,46.800000000000004
2018-09-25,99,65.0,,0.65,64.35000000000001
2018-09-26,86,65.0,,0.65,55.9
2018-09-27,92,65.0,,0.65,59.800000000000004
2018-09-28,100,65.0,,0.65,65.0
2018-09-29,88,65.0,,0.65,57.2
2018-09-30,78,65.0,,0.65,50.7
2018-10-01,85,66.0,False,0.66,56.1
2018-10-02,83,66.0,,0.66,54.78
2018-10-03,80,66.0,,0.66,52.800000000000004
2018-10-04,87,66.0,,0.66,57.42
2018-10-05,74,66.0,,0.66,48.84
2018-10-06,88,66.0,,0.66,58.080000000000005
2018-10-07,90,66.0,,0.66,59.400000000000006
2018-10-08,76,66.0,,0.66,50.160000000000004
2018-10-09,81,66.0,,0.66,53.46
2018-10-10,85,66.0,,0.66,56.1
2018-10-11,67,66.0,,0.66,44.22
2018-10-12,73,66.0,,0.66,48.18
2018-10-13,75,66.0,,0.66,49.5
2018-10-14,72,66.0,,0.66,47.52
2018-10-15,76,66.0,,0.66,50.160000000000004
2018-10-16,67,66.0,,0.66,44.22
2018-10-17,66,66.0,,0.66,43.56
2018-10-18,75,66.0,,0.66,49.5
2018-10-19,76,66.0,,0.66,50.160000000000004
2018-10-20,87,66.0,,0.66,57.42
2018-10-21,88,66.0,,0.66,58.080000000000005
2018-10-22,100,66.0,,0.66,66.0
2018-10-23,91,66.0,,0.66,60.06
2018-10-24,92,66.0,,0.66,60.720000000000006
2018-10-25,86,66.0,,0.66,56.760000000000005
2018-10-26,96,66.0,,0.66,63.36
2018-10-27,87,66.0,,0.66,57.42
2018-10-28,85,66.0,,0.66,56.1
2018-10-29,94,66.0,,0.66,62.040000000000006
2018-10-30,92,66.0,,0.66,60.720000000000006
2018-10-31,80,66.0,,0.66,52.800000000000004
2018-11-01,80,66.0,False,0.66,52.800000000000004
2018-11-02,66,66.0,,0.66,43.56
2018-11-03,80,66.0,,0.66,52.800000000000004
2018-11-04,85,66.0,,0.66,56.1
2018-11-05,100,66.0,,0.66,66.0
2018-11-06,80,66.0,,0.66,52.800000000000004
2018-11-07,75,66.0,,0.66,49.5
2018-11-08,84,66.0,,0.66,55.440000000000005
2018-11-09,68,66.0,,0.66,44.88
2018-11-10,85,66.0,,0.66,56.1
2018-11-11,80,66.0,,0.66,52.800000000000004
2018-11-12,74,66.0,,0.66,48.84
2018-11-13,73,66.0,,0.66,48.18
2018-11-14,67,66.0,,0.66,44.22
2018-11-15,68,66.0,,0.66,44.88
2018-11-16,81,66.0,,0.66,53.46
2018-11-17,83,66.0,,0.66,54.78
2018-11-18,91,66.0,,0.66,60.06
2018-11-19,100,66.0,,0.66,66.0
2018-11-20,92,66.0,,0.66,60.720000000000006
2018-11-21,78,66.0,,0.66,51.480000000000004
2018-11-22,67,66.0,,0.66,44.22
2018-11-23,51,66.0,,0.66,33.660000000000004
2018-11-24,56,66.0,,0.66,36.96
2018-11-25,72,66.0,,0.66,47.52
2018-11-26,72,66.0,,0.66,47.52
2018-11-27,65,66.0,,0.66,42.9
2018-11-28,73,66.0,,0.66,48.18
2018-11-29,69,66.0,,0.66,45.54
2018-11-30,75,66.0,,0.66,49.5
2018-12-01,74,65.0,False,0.65,48.1
2018-12-02,77,65.0,,0.65,50.050000000000004
2018-12-03,78,65.0,,0.65,50.7
2018-12-04,81,65.0,,0.65,52.65
2018-12-05,79,65.0,,0.65,51.35
2018-12-06,66,65.0,,0.65,42.9
2018-12-07,67,65.0,,0.65,43.550000000000004
2018-12-08,67,65.0,,0.65,43.550000000000004
2018-12-09,69,65.0,,0.65,44.85
2018-12-10,80,65.0,,0.65,52.0
2018-12-11,82,65.0,,0.65,53.300000000000004
2018-12-12,67,65.0,,0.65,43.550000000000004
2018-12-13,78,65.0,,0.65,50.7
2018-12-14,76,65.0,,0.65,49.4
2018-12-15,90,65.0,,0.65,58.5
2018-12-16,73,65.0,,0.65,47.45
2018-12-17,88,65.0,,0.65,57.2
2018-12-18,81,65.0,,0.65,52.65
2018-12-19,73,65.0,,0.65,47.45
2018-12-20,65,65.0,,0.65,42.25
2018-12-21,71,65.0,,0.65,46.15
2018-12-22,70,65.0,,0.65,45.5
2018-12-23,77,65.0,,0.65,50.050000000000004
2018-12-24,74,65.0,,0.65,48.1
2018-12-25,75,65.0,,0.65,48.75
2018-12-26,68,65.0,,0.65,44.2
2018-12-27,83,65.0,,0.65,53.95
2018-12-28,100,65.0,,0.65,65.0
2018-12-29,74,65.0,,0.65,48.1
2018-12-30,90,65.0,,0.65,58.5
2018-12-31,95,65.0,,0.65,61.75
2019-01-01,22,99.0,False,0.99,21.78
2019-01-02,17,99.0,,0.99,16.83
2019-01-03,24,99.0,,0.99,23.759999999999998
2019-01-04,25,99.0,,0.99,24.75
2019-01-05,29,99.0,,0.99,28.71
2019-01-06,26,99.0,,0.99,25.74
2019-01-07,26,99.0,,0.99,25.74
2019-01-08,26,99.0,,0.99,25.74
2019-01-09,25,99.0,,0.99,24.75
2019-01-10,32,99.0,,0.99,31.68
2019-01-11,37,99.0,,0.99,36.63
2019-01-12,33,99.0,,0.99,32.67
2019-01-13,40,99.0,,0.99,39.6
2019-01-14,37,99.0,,0.99,36.63
2019-01-15,100,99.0,,0.99,99.0
2019-01-16,57,99.0,,0.99,56.43
2019-01-17,37,99.0,,0.99,36.63
2019-01-18,31,99.0,,0.99,30.69
2019-01-19,27,99.0,,0.99,26.73
2019-01-20,25,99.0,,0.99,24.75
2019-01-21,31,99.0,,0.99,30.69
2019-01-22,27,99.0,,0.99,26.73
2019-01-23,25,99.0,,0.99,24.75
2019-01-24,28,99.0,,0.99,27.72
2019-01-25,29,99.0,,0.99,28.71
2019-01-26,30,99.0,,0.99,29.7
2019-01-27,32,99.0,,0.99,31.68
2019-01-28,26,99.0,,0.99,25.74
2019-01-29,29,99.0,,0.99,28.71
2019-01-30,23,99.0,,0.99,22.77
2019-01-31,30,99.0,,0.99,29.7
2019-02-01,96,69.0,False,0.69,66.24
2019-02-02,87,69.0,,0.69,60.029999999999994
2019-02-03,83,69.0,,0.69,57.269999999999996
2019-02-04,84,69.0,,0.69,57.959999999999994
2019-02-05,77,69.0,,0.69,53.129999999999995
2019-02-06,100,69.0,,0.69,69.0
2019-02-07,72,69.0,,0.69,49.67999999999999
2019-02-08,84,69.0,,0.69,57.959999999999994
2019-02-09,75,69.0,,0.69,51.74999999999999
2019-02-10,89,69.0,,0.69,61.41
2019-02-11,79,69.0,,0.69,54.51
2019-02-12,87,69.0,,0.69,60.029999999999994
2019-02-13,77,69.0,,0.69,53.129999999999995
2019-02-14,78,69.0,,0.69,53.81999999999999
2019-02-15,76,69.0,,0.69,52.44
2019-02-16,89,69.0,,0.69,61.41
2019-02-17,78,69.0,,0.69,53.81999999999999
2019-02-18,76,69.0,,0.69,52.44
2019-02-19,65,69.0,,0.69,44.849999999999994
2019-02-20,86,69.0,,0.69,59.339999999999996
2019-02-21,84,69.0,,0.69,57.959999999999994
2019-02-22,79,69.0,,0.69,54.51
2019-02-23,86,69.0,,0.69,59.339999999999996
2019-02-24,87,69.0,,0.69,60.029999999999994
2019-02-25,73,69.0,,0.69,50.37
2019-02-26,83,69.0,,0.69,57.269999999999996
2019-02-27,90,69.0,,0.69,62.099999999999994
2019-02-28,73,69.0,,0.69,50.37
2019-03-01,70,68.0,False,0.68,47.6
2019-03-02,80,68.0,,0.68,54.400000000000006
2019-03-03,74,68.0,,0.68,50.32
2019-03-04,77,68.0,,0.68,52.36000000000001
2019-03-05,82,68.0,,0.68,55.760000000000005
2019-03-06,76,68.0,,0.68,51.68000000000001
2019-03-07,70,68.0,,0.68,47.6
2019-03-08,77,68.0,,0.68,52.36000000000001
2019-03-09,74,68.0,,0.68,50.32
2019-03-10,75,68.0,,0.68,51.00000000000001
2019-03-11,100,68.0,,0.68,68.0
2019-03-12,74,68.0,,0.68,50.32
2019-03-13,64,68.0,,0.68,43.52
2019-03-14,70,68.0,,0.68,47.6
2019-03-15,72,68.0,,0.68,48.96
2019-03-16,69,68.0,,0.68,46.92
2019-03-17,81,68.0,,0.68,55.080000000000005
2019-03-18,87,68.0,,0.68,59.160000000000004
2019-03-19,82,68.0,,0.68,55.760000000000005
2019-03-20,85,68.0,,0.68,57.800000000000004
2019-03-21,73,68.0,,0.68,49.64
2019-03-22,66,68.0,,0.68,44.88
2019-03-23,84,68.0,,0.68,57.120000000000005
2019-03-24,87,68.0,,0.68,59.160000000000004
2019-03-25,89,68.0,,0.68,60.52
2019-03-26,70,68.0,,0.68,47.6
2019-03-27,86,68.0,,0.68,58.480000000000004
2019-03-28,93,68.0,,0.68,63.24
2019-03-29,82,68.0,,0.68,55.760000000000005
2019-03-30,73,68.0,,0.68,49.64
2019-03-31,79,68.0,,0.68,53.720000000000006
2019-04-01,72,77.0,False,0.77,55.44
2019-04-02,80,77.0,,0.77,61.6
2019-04-03,72,77.0,,0.77,55.44
2019-04-04,84,77.0,,0.77,64.68
2019-04-05,72,77.0,,0.77,55.44
2019-04-06,90,77.0,,0.77,69.3
2019-04-07,77,77.0,,0.77,59.29
2019-04-08,100,77.0,,0.77,77.0
2019-04-09,90,77.0,,0.77,69.3
2019-04-10,92,77.0,,0.77,70.84
2019-04-11,82,77.0,,0.77,63.14
2019-04-12,81,77.0,,0.77,62.370000000000005
2019-04-13,79,77.0,,0.77,60.83
2019-04-14,86,77.0,,0.77,66.22
2019-04-15,82,77.0,,0.77,63.14
2019-04-16,78,77.0,,0.77,60.06
2019-04-17,91,77.0,,0.77,70.07000000000001
2019-04-18,80,77.0,,0.77,61.6
2019-04-19,77,77.0,,0.77,59.29
2019-04-20,83,77.0,,0.77,63.910000000000004
2019-04-21,76,77.0,,0.77,58.52
2019-04-22,82,77.0,,0.77,63.14
2019-04-23,81,77.0,,0.77,62.370000000000005
2019-04-24,78,77.0,,0.77,60.06
2019-04-25,68,77.0,,0.77,52.36
2019-04-26,65,77.0,,0.77,50.050000000000004
2019-04-27,63,77.0,,0.77,48.51
2019-04-28,80,77.0,,0.77,61.6
2019-04-29,74,77.0,,0.77,56.980000000000004
2019-04-30,88,77.0,,0.77,67.76
2019-05-01,75,61.0,False,0.61,45.75
2019-05-02,82,61.0,,0.61,50.019999999999996
2019-05-03,93,61.0,,0.61,56.73
2019-05-04,77,61.0,,0.61,46.97
2019-05-05,77,61.0,,0.61,46.97
2019-05-06,84,61.0,,0.61,51.24
2019-05-07,84,61.0,,0.61,51.24
2019-05-08,78,61.0,,0.61,47.58
2019-05-09,87,61.0,,0.61,53.07
2019-05-10,81,61.0,,0.61,49.41
2019-05-11,100,61.0,,0.61,61.0
2019-05-12,92,61.0,,0.61,56.12
2019-05-13,83,61.0,,0.61,50.629999999999995
2019-05-14,86,61.0,,0.61,52.46
2019-05-15,82,61.0,,0.61,50.019999999999996
2019-05-16,70,61.0,,0.61,42.699999999999996
2019-05-17,74,61.0,,0.61,45.14
2019-05-18,86,61.0,,0.61,52.46
2019-05-19,84,61.0,,0.61,51.24
2019-05-20,79,61.0,,0.61,48.19
2019-05-21,85,61.0,,0.61,51.85
2019-05-22,79,61.0,,0.61,48.19
2019-05-23,69,61.0,,0.61,42.089999999999996
2019-05-24,76,61.0,,0.61,46.36
2019-05-25,80,61.0,,0.61,48.8
2019-05-26,70,61.0,,0.61,42.699999999999996
2019-05-27,70,61.0,,0.61,42.699999999999996
2019-05-28,58,61.0,,0.61,35.38
2019-05-29,67,61.0,,0.61,40.87
2019-05-30,73,61.0,,0.61,44.53
2019-05-31,79,61.0,,0.61,48.19
2019-06-01,69,62.0,False,0.62,42.78
2019-06-02,94,62.0,,0.62,58.28
2019-06-03,82,62.0,,0.62,50.839999999999996
2019-06-04,100,62.0,,0.62,62.0
2019-06-05,89,62.0,,0.62,55.18
2019-06-06,76,62.0,,0.62,47.12
2019-06-07,66,62.0,,0.62,40.92
2019-06-08,77,62.0,,0.62,47.74
2019-06-09,78,62.0,,0.62,48.36
2019-06-10,71,62.0,,0.62,44.02
2019-06-11,74,62.0,,0.62,45.88
2019-06-12,82,62.0,,0.62,50.839999999999996
2019-06-13,83,62.0,,0.62,51.46
2019-06-14,76,62.0,,0.62,47.12
2019-06-15,77,62.0,,0.62,47.74
2019-06-16,83,62.0,,0.62,51.46
2019-06-17,87,62.0,,0.62,53.94
2019-06-18,74,62.0,,0.62,45.88
2019-06-19,88,62.0,,0.62,54.56
2019-06-20,75,62.0,,0.62,46.5
2019-06-21,70,62.0,,0.62,43.4
2019-06-22,76,62.0,,0.62,47.12
2019-06-23,83,62.0,,0.62,51.46
2019-06-24,69,62.0,,0.62,42.78
2019-06-25,99,62.0,,0.62,61.38
2019-06-26,67,62.0,,0.62,41.54
2019-06-27,72,62.0,,0.62,44.64
2019-06-28,75,62.0,,0.62,46.5
2019-06-29,83,62.0,,0.62,51.46
2019-06-30,77,62.0,,0.62,47.74
2019-07-01,82,58.0,False,0.58,47.559999999999995
2019-07-02,86,58.0,,0.58,49.879999999999995
2019-07-03,100,58.0,,0.58,57.99999999999999
2019-07-04,87,58.0,,0.58,50.459999999999994
2019-07-05,89,58.0,,0.58,51.62
2019-07-06,94,58.0,,0.58,54.519999999999996
2019-07-07,88,58.0,,0.58,51.04
2019-07-08,81,58.0,,0.58,46.98
2019-07-09,98,58.0,,0.58,56.839999999999996
2019-07-10,85,58.0,,0.58,49.3
2019-07-11,96,58.0,,0.58,55.67999999999999
2019-07-12,90,58.0,,0.58,52.199999999999996
2019-07-13,93,58.0,,0.58,53.94
2019-07-14,95,58.0,,0.58,55.099999999999994
2019-07-15,91,58.0,,0.58,52.779999999999994
2019-07-16,85,58.0,,0.58,49.3
2019-07-17,86,58.0,,0.58,49.879999999999995
2019-07-18,85,58.0,,0.58,49.3
2019-07-19,81,58.0,,0.58,46.98
2019-07-20,91,58.0,,0.58,52.779999999999994
2019-07-21,72,58.0,,0.58,41.76
2019-07-22,81,58.0,,0.58,46.98
2019-07-23,91,58.0,,0.58,52.779999999999994
2019-07-24,91,58.0,,0.58,52.779999999999994
2019-07-25,77,58.0,,0.58,44.66
2019-07-26,65,58.0,,0.58,37.699999999999996
2019-07-27,73,58.0,,0.58,42.339999999999996
2019-07-28,66,58.0,,0.58,38.279999999999994
2019-07-29,95,58.0,,0.58,55.099999999999994
2019-07-30,91,58.0,,0.58,52.779999999999994
2019-07-31,87,58.0,,0.58,50.459999999999994
2019-08-01,80,57.0,False,0.57,45.599999999999994
2019-08-02,83,57.0,,0.57,47.309999999999995
2019-08-03,84,57.0,,0.57,47.879999999999995
2019-08-04,67,57.0,,0.57,38.19
2019-08-05,82,57.0,,0.57,46.739999999999995
2019-08-06,78,57.0,,0.57,44.459999999999994
2019-08-07,84,57.0,,0.57,47.879999999999995
2019-08-08,76,57.0,,0.57,43.31999999999999
2019-08-09,69,57.0,,0.57,39.33
2019-08-10,69,57.0,,0.57,39.33
2019-08-11,84,57.0,,0.57,47.879999999999995
2019-08-12,69,57.0,,0.57,39.33
2019-08-13,75,57.0,,0.57,42.74999999999999
2019-08-14,87,57.0,,0.57,49.589999999999996
2019-08-15,95,57.0,,0.57,54.15
2019-08-16,86,57.0,,0.57,49.019999999999996
2019-08-17,78,57.0,,0.57,44.459999999999994
2019-08-18,80,57.0,,0.57,45.599999999999994
2019-08-19,88,57.0,,0.57,50.16
