date,BABA_unscaled,BABA_monthly,isPartial,scale,BABA
2017-12-21,84,71.0,,0.71,59.64
2017-12-22,78,71.0,,0.71,55.379999999999995
2017-12-23,60,71.0,,0.71,42.599999999999994
2017-12-24,69,71.0,,0.71,48.989999999999995
2017-12-25,100,71.0,,0.71,71.0
2017-12-26,82,71.0,,0.71,58.22
2017-12-27,91,71.0,,0.71,64.61
2017-12-28,96,71.0,,0.71,68.16
2017-12-29,80,71.0,,0.71,56.8
2017-12-30,74,71.0,,0.71,52.54
2017-12-31,62,71.0,,0.71,44.019999999999996
2018-01-01,59,81.0,False,0.81,47.790000000000006
2018-01-02,79,81.0,,0.81,63.99
2018-01-03,82,81.0,,0.81,66.42
2018-01-04,69,81.0,,0.81,55.89
2018-01-05,76,81.0,,0.81,61.56
2018-01-06,53,81.0,,0.81,42.93
2018-01-07,46,81.0,,0.81,37.260000000000005
2018-01-08,70,81.0,,0.81,56.7
2018-01-09,65,81.0,,0.81,52.650000000000006
2018-01-10,73,81.0,,0.81,59.13
2018-01-11,68,81.0,,0.81,55.080000000000005
2018-01-12,73,81.0,,0.81,59.13
2018-01-13,51,81.0,,0.81,41.31
2018-01-14,45,81.0,,0.81,36.45
2018-01-15,44,81.0,,0.81,35.64
2018-01-16,69,81.0,,0.81,55.89
2018-01-17,67,81.0,,0.81,54.27
2018-01-18,70,81.0,,0.81,56.7
2018-01-19,63,81.0,,0.81,51.03
2018-01-20,54,81.0,,0.81,43.74
2018-01-21,39,81.0,,0.81,31.590000000000003
2018-01-22,55,81.0,,0.81,44.550000000000004
2018-01-23,74,81.0,,0.81,59.940000000000005
2018-01-24,82,81.0,,0.81,66.42
2018-01-25,84,81.0,,0.81,68.04
2018-01-26,100,81.0,,0.81,81.0
2018-01-27,67,81.0,,0.81,54.27
2018-01-28,52,81.0,,0.81,42.120000000000005
2018-01-29,84,81.0,,0.81,68.04
2018-01-30,76,81.0,,0.81,61.56
2018-01-31,97,81.0,,0.81,78.57000000000001
2018-02-01,100,81.0,False,0.81,81.0
2018-02-02,82,81.0,,0.81,66.42
2018-02-03,47,81.0,,0.81,38.07
2018-02-04,42,81.0,,0.81,34.02
2018-02-05,65,81.0,,0.81,52.650000000000006
2018-02-06,66,81.0,,0.81,53.46
2018-02-07,59,81.0,,0.81,47.790000000000006
2018-02-08,60,81.0,,0.81,48.6
2018-02-09,64,81.0,,0.81,51.84
2018-02-10,42,81.0,,0.81,34.02
2018-02-11,38,81.0,,0.81,30.78
2018-02-12,57,81.0,,0.81,46.17
2018-02-13,57,81.0,,0.81,46.17
2018-02-14,59,81.0,,0.81,47.790000000000006
2018-02-15,64,81.0,,0.81,51.84
2018-02-16,54,81.0,,0.81,43.74
2018-02-17,41,81.0,,0.81,33.21
2018-02-18,36,81.0,,0.81,29.160000000000004
2018-02-19,38,81.0,,0.81,30.78
2018-02-20,49,81.0,,0.81,39.690000000000005
2018-02-21,56,81.0,,0.81,45.36
2018-02-22,55,81.0,,0.81,44.550000000000004
2018-02-23,53,81.0,,0.81,42.93
2018-02-24,37,81.0,,0.81,29.970000000000002
2018-02-25,34,81.0,,0.81,27.540000000000003
2018-02-26,53,81.0,,0.81,42.93
2018-02-27,57,81.0,,0.81,46.17
2018-02-28,56,81.0,,0.81,45.36
2018-03-01,100,75.0,False,0.75,75.0
2018-03-02,83,75.0,,0.75,62.25
2018-03-03,54,75.0,,0.75,40.5
2018-03-04,61,75.0,,0.75,45.75
2018-03-05,71,75.0,,0.75,53.25
2018-03-06,76,75.0,,0.75,57.0
2018-03-07,68,75.0,,0.75,51.0
2018-03-08,77,75.0,,0.75,57.75
2018-03-09,80,75.0,,0.75,60.0
2018-03-10,50,75.0,,0.75,37.5
2018-03-11,56,75.0,,0.75,42.0
2018-03-12,72,75.0,,0.75,54.0
2018-03-13,75,75.0,,0.75,56.25
2018-03-14,80,75.0,,0.75,60.0
2018-03-15,96,75.0,,0.75,72.0
2018-03-16,83,75.0,,0.75,62.25
2018-03-17,54,75.0,,0.75,40.5
2018-03-18,58,75.0,,0.75,43.5
2018-03-19,81,75.0,,0.75,60.75
2018-03-20,74,75.0,,0.75,55.5
2018-03-21,77,75.0,,0.75,57.75
2018-03-22,85,75.0,,0.75,63.75
2018-03-23,89,75.0,,0.75,66.75
2018-03-24,65,75.0,,0.75,48.75
2018-03-25,60,75.0,,0.75,45.0
2018-03-26,81,75.0,,0.75,60.75
2018-03-27,76,75.0,,0.75,57.0
2018-03-28,78,75.0,,0.75,58.5
2018-03-29,82,75.0,,0.75,61.5
2018-03-30,63,75.0,,0.75,47.25
2018-03-31,52,75.0,,0.75,39.0
2018-04-01,67,74.0,False,0.74,49.58
2018-04-02,91,74.0,,0.74,67.34
2018-04-03,81,74.0,,0.74,59.94
2018-04-04,92,74.0,,0.74,68.08
2018-04-05,100,74.0,,0.74,74.0
2018-04-06,90,74.0,,0.74,66.6
2018-04-07,64,74.0,,0.74,47.36
2018-04-08,57,74.0,,0.74,42.18
2018-04-09,76,74.0,,0.74,56.24
2018-04-10,89,74.0,,0.74,65.86
2018-04-11,84,74.0,,0.74,62.16
2018-04-12,91,74.0,,0.74,67.34
2018-04-13,82,74.0,,0.74,60.68
2018-04-14,61,74.0,,0.74,45.14
2018-04-15,63,74.0,,0.74,46.62
2018-04-16,80,74.0,,0.74,59.2
2018-04-17,84,74.0,,0.74,62.16
2018-04-18,84,74.0,,0.74,62.16
2018-04-19,86,74.0,,0.74,63.64
2018-04-20,75,74.0,,0.74,55.5
2018-04-21,66,74.0,,0.74,48.839999999999996
2018-04-22,56,74.0,,0.74,41.44
2018-04-23,72,74.0,,0.74,53.28
2018-04-24,81,74.0,,0.74,59.94
2018-04-25,79,74.0,,0.74,58.46
2018-04-26,94,74.0,,0.74,69.56
2018-04-27,92,74.0,,0.74,68.08
2018-04-28,60,74.0,,0.74,44.4
2018-04-29,61,74.0,,0.74,45.14
2018-04-30,78,74.0,,0.74,57.72
2018-05-01,54,75.0,False,0.75,40.5
2018-05-02,58,75.0,,0.75,43.5
2018-05-03,80,75.0,,0.75,60.0
2018-05-04,100,75.0,,0.75,75.0
2018-05-05,45,75.0,,0.75,33.75
2018-05-06,40,75.0,,0.75,30.0
2018-05-07,71,75.0,,0.75,53.25
2018-05-08,68,75.0,,0.75,51.0
2018-05-09,67,75.0,,0.75,50.25
2018-05-10,76,75.0,,0.75,57.0
2018-05-11,60,75.0,,0.75,45.0
2018-05-12,50,75.0,,0.75,37.5
2018-05-13,43,75.0,,0.75,32.25
2018-05-14,68,75.0,,0.75,51.0
2018-05-15,55,75.0,,0.75,41.25
2018-05-16,65,75.0,,0.75,48.75
2018-05-17,61,75.0,,0.75,45.75
2018-05-18,63,75.0,,0.75,47.25
2018-05-19,43,75.0,,0.75,32.25
2018-05-20,43,75.0,,0.75,32.25
2018-05-21,61,75.0,,0.75,45.75
2018-05-22,49,75.0,,0.75,36.75
2018-05-23,55,75.0,,0.75,41.25
2018-05-24,62,75.0,,0.75,46.5
2018-05-25,65,75.0,,0.75,48.75
2018-05-26,49,75.0,,0.75,36.75
2018-05-27,42,75.0,,0.75,31.5
2018-05-28,43,75.0,,0.75,32.25
2018-05-29,64,75.0,,0.75,48.0
2018-05-30,58,75.0,,0.75,43.5
2018-05-31,58,75.0,,0.75,43.5
2018-06-01,92,75.0,False,0.75,69.0
2018-06-02,66,75.0,,0.75,49.5
2018-06-03,54,75.0,,0.75,40.5
2018-06-04,83,75.0,,0.75,62.25
2018-06-05,85,75.0,,0.75,63.75
2018-06-06,85,75.0,,0.75,63.75
2018-06-07,100,75.0,,0.75,75.0
2018-06-08,84,75.0,,0.75,63.0
2018-06-09,71,75.0,,0.75,53.25
2018-06-10,56,75.0,,0.75,42.0
2018-06-11,88,75.0,,0.75,66.0
2018-06-12,86,75.0,,0.75,64.5
2018-06-13,88,75.0,,0.75,66.0
2018-06-14,94,75.0,,0.75,70.5
2018-06-15,84,75.0,,0.75,63.0
2018-06-16,53,75.0,,0.75,39.75
2018-06-17,60,75.0,,0.75,45.0
2018-06-18,85,75.0,,0.75,63.75
2018-06-19,76,75.0,,0.75,57.0
2018-06-20,78,75.0,,0.75,58.5
2018-06-21,80,75.0,,0.75,60.0
2018-06-22,73,75.0,,0.75,54.75
2018-06-23,67,75.0,,0.75,50.25
2018-06-24,57,75.0,,0.75,42.75
2018-06-25,87,75.0,,0.75,65.25
2018-06-26,80,75.0,,0.75,60.0
2018-06-27,86,75.0,,0.75,64.5
2018-06-28,91,75.0,,0.75,68.25
2018-06-29,83,75.0,,0.75,62.25
2018-06-30,68,75.0,,0.75,51.0
2018-07-01,60,74.0,False,0.74,44.4
2018-07-02,71,74.0,,0.74,52.54
2018-07-03,67,74.0,,0.74,49.58
2018-07-04,47,74.0,,0.74,34.78
2018-07-05,83,74.0,,0.74,61.42
2018-07-06,83,74.0,,0.74,61.42
2018-07-07,53,74.0,,0.74,39.22
2018-07-08,65,74.0,,0.74,48.1
2018-07-09,75,74.0,,0.74,55.5
2018-07-10,79,74.0,,0.74,58.46
2018-07-11,78,74.0,,0.74,57.72
2018-07-12,78,74.0,,0.74,57.72
2018-07-13,77,74.0,,0.74,56.98
2018-07-14,62,74.0,,0.74,45.88
2018-07-15,61,74.0,,0.74,45.14
2018-07-16,71,74.0,,0.74,52.54
2018-07-17,69,74.0,,0.74,51.06
2018-07-18,70,74.0,,0.74,51.8
2018-07-19,76,74.0,,0.74,56.24
2018-07-20,75,74.0,,0.74,55.5
2018-07-21,56,74.0,,0.74,41.44
2018-07-22,63,74.0,,0.74,46.62
2018-07-23,68,74.0,,0.74,50.32
2018-07-24,71,74.0,,0.74,52.54
2018-07-25,96,74.0,,0.74,71.03999999999999
2018-07-26,96,74.0,,0.74,71.03999999999999
2018-07-27,100,74.0,,0.74,74.0
2018-07-28,73,74.0,,0.74,54.019999999999996
2018-07-29,65,74.0,,0.74,48.1
2018-07-30,89,74.0,,0.74,65.86
2018-07-31,79,74.0,,0.74,58.46
2018-08-01,38,88.0,False,0.88,33.44
2018-08-02,41,88.0,,0.88,36.08
2018-08-03,41,88.0,,0.88,36.08
2018-08-04,27,88.0,,0.88,23.76
2018-08-05,26,88.0,,0.88,22.88
2018-08-06,43,88.0,,0.88,37.84
2018-08-07,41,88.0,,0.88,36.08
2018-08-08,42,88.0,,0.88,36.96
2018-08-09,41,88.0,,0.88,36.08
2018-08-10,41,88.0,,0.88,36.08
2018-08-11,27,88.0,,0.88,23.76
2018-08-12,28,88.0,,0.88,24.64
2018-08-13,37,88.0,,0.88,32.56
2018-08-14,44,88.0,,0.88,38.72
2018-08-15,48,88.0,,0.88,42.24
2018-08-16,54,88.0,,0.88,47.52
2018-08-17,46,88.0,,0.88,40.48
2018-08-18,29,88.0,,0.88,25.52
2018-08-19,29,88.0,,0.88,25.52
2018-08-20,44,88.0,,0.88,38.72
2018-08-21,50,88.0,,0.88,44.0
2018-08-22,55,88.0,,0.88,48.4
2018-08-23,100,88.0,,0.88,88.0
2018-08-24,59,88.0,,0.88,51.92
2018-08-25,31,88.0,,0.88,27.28
2018-08-26,30,88.0,,0.88,26.4
2018-08-27,43,88.0,,0.88,37.84
2018-08-28,47,88.0,,0.88,41.36
2018-08-29,43,88.0,,0.88,37.84
2018-08-30,42,88.0,,0.88,36.96
2018-08-31,35,88.0,,0.88,30.8
2018-09-01,52,77.0,False,0.77,40.04
2018-09-02,53,77.0,,0.77,40.81
2018-09-03,57,77.0,,0.77,43.89
2018-09-04,80,77.0,,0.77,61.6
2018-09-05,91,77.0,,0.77,70.07000000000001
2018-09-06,100,77.0,,0.77,77.0
2018-09-07,85,77.0,,0.77,65.45
2018-09-08,76,77.0,,0.77,58.52
2018-09-09,60,77.0,,0.77,46.2
2018-09-10,98,77.0,,0.77,75.46000000000001
2018-09-11,93,77.0,,0.77,71.61
2018-09-12,76,77.0,,0.77,58.52
2018-09-13,91,77.0,,0.77,70.07000000000001
2018-09-14,84,77.0,,0.77,64.68
2018-09-15,62,77.0,,0.77,47.74
2018-09-16,55,77.0,,0.77,42.35
2018-09-17,87,77.0,,0.77,66.99
2018-09-18,90,77.0,,0.77,69.3
2018-09-19,86,77.0,,0.77,66.22
2018-09-20,92,77.0,,0.77,70.84
2018-09-21,84,77.0,,0.77,64.68
2018-09-22,70,77.0,,0.77,53.9
2018-09-23,52,77.0,,0.77,40.04
2018-09-24,85,77.0,,0.77,65.45
2018-09-25,78,77.0,,0.77,60.06
2018-09-26,71,77.0,,0.77,54.67
2018-09-27,74,77.0,,0.77,56.980000000000004
2018-09-28,74,77.0,,0.77,56.980000000000004
2018-09-29,50,77.0,,0.77,38.5
2018-09-30,50,77.0,,0.77,38.5
2018-10-01,62,80.0,False,0.8,49.6
2018-10-02,56,80.0,,0.8,44.800000000000004
2018-10-03,63,80.0,,0.8,50.400000000000006
2018-10-04,75,80.0,,0.8,60.0
2018-10-05,73,80.0,,0.8,58.400000000000006
2018-10-06,51,80.0,,0.8,40.800000000000004
2018-10-07,51,80.0,,0.8,40.800000000000004
2018-10-08,75,80.0,,0.8,60.0
2018-10-09,76,80.0,,0.8,60.800000000000004
2018-10-10,88,80.0,,0.8,70.4
2018-10-11,88,80.0,,0.8,70.4
2018-10-12,100,80.0,,0.8,80.0
2018-10-13,44,80.0,,0.8,35.2
2018-10-14,52,80.0,,0.8,41.6
2018-10-15,72,80.0,,0.8,57.6
2018-10-16,73,80.0,,0.8,58.400000000000006
2018-10-17,71,80.0,,0.8,56.800000000000004
2018-10-18,82,80.0,,0.8,65.60000000000001
2018-10-19,77,80.0,,0.8,61.6
2018-10-20,63,80.0,,0.8,50.400000000000006
2018-10-21,52,80.0,,0.8,41.6
2018-10-22,73,80.0,,0.8,58.400000000000006
2018-10-23,67,80.0,,0.8,53.6
2018-10-24,62,80.0,,0.8,49.6
2018-10-25,76,80.0,,0.8,60.800000000000004
2018-10-26,64,80.0,,0.8,51.2
2018-10-27,61,80.0,,0.8,48.800000000000004
2018-10-28,44,80.0,,0.8,35.2
2018-10-29,75,80.0,,0.8,60.0
2018-10-30,80,80.0,,0.8,64.0
2018-10-31,75,80.0,,0.8,60.0
2018-11-01,80,73.0,False,0.73,58.4
2018-11-02,100,73.0,,0.73,73.0
2018-11-03,46,73.0,,0.73,33.58
2018-11-04,44,73.0,,0.73,32.12
2018-11-05,60,73.0,,0.73,43.8
2018-11-06,53,73.0,,0.73,38.69
2018-11-07,53,73.0,,0.73,38.69
2018-11-08,63,73.0,,0.73,45.99
2018-11-09,55,73.0,,0.73,40.15
2018-11-10,41,73.0,,0.73,29.93
2018-11-11,53,73.0,,0.73,38.69
2018-11-12,75,73.0,,0.73,54.75
2018-11-13,62,73.0,,0.73,45.26
2018-11-14,53,73.0,,0.73,38.69
2018-11-15,58,73.0,,0.73,42.339999999999996
2018-11-16,70,73.0,,0.73,51.1
2018-11-17,43,73.0,,0.73,31.39
2018-11-18,40,73.0,,0.73,29.2
2018-11-19,54,73.0,,0.73,39.42
2018-11-20,51,73.0,,0.73,37.23
2018-11-21,52,73.0,,0.73,37.96
2018-11-22,45,73.0,,0.73,32.85
2018-11-23,52,73.0,,0.73,37.96
2018-11-24,32,73.0,,0.73,23.36
2018-11-25,38,73.0,,0.73,27.74
2018-11-26,48,73.0,,0.73,35.04
2018-11-27,55,73.0,,0.73,40.15
2018-11-28,54,73.0,,0.73,39.42
2018-11-29,56,73.0,,0.73,40.879999999999995
2018-11-30,55,73.0,,0.73,40.15
2018-12-01,61,62.0,False,0.62,37.82
2018-12-02,70,62.0,,0.62,43.4
2018-12-03,100,62.0,,0.62,62.0
2018-12-04,86,62.0,,0.62,53.32
2018-12-05,63,62.0,,0.62,39.06
2018-12-06,93,62.0,,0.62,57.66
2018-12-07,81,62.0,,0.62,50.22
2018-12-08,63,62.0,,0.62,39.06
2018-12-09,59,62.0,,0.62,36.58
2018-12-10,81,62.0,,0.62,50.22
2018-12-11,78,62.0,,0.62,48.36
2018-12-12,78,62.0,,0.62,48.36
2018-12-13,80,62.0,,0.62,49.6
2018-12-14,75,62.0,,0.62,46.5
2018-12-15,60,62.0,,0.62,37.2
2018-12-16,56,62.0,,0.62,34.72
2018-12-17,73,62.0,,0.62,45.26
2018-12-18,83,62.0,,0.62,51.46
2018-12-19,78,62.0,,0.62,48.36
2018-12-20,83,62.0,,0.62,51.46
2018-12-21,84,62.0,,0.62,52.08
2018-12-22,62,62.0,,0.62,38.44
2018-12-23,62,62.0,,0.62,38.44
2018-12-24,75,62.0,,0.62,46.5
2018-12-25,68,62.0,,0.62,42.16
2018-12-26,99,62.0,,0.62,61.38
2018-12-27,92,62.0,,0.62,57.04
2018-12-28,78,62.0,,0.62,48.36
2018-12-29,58,62.0,,0.62,35.96
2018-12-30,71,62.0,,0.62,44.02
2018-12-31,87,62.0,,0.62,53.94
2019-01-01,77,66.0,False,0.66,50.82
2019-01-02,81,66.0,,0.66,53.46
2019-01-03,73,66.0,,0.66,48.18
2019-01-04,80,66.0,,0.66,52.800000000000004
2019-01-05,57,66.0,,0.66,37.620000000000005
2019-01-06,53,66.0,,0.66,34.980000000000004
2019-01-07,70,66.0,,0.66,46.2
2019-01-08,81,66.0,,0.66,53.46
2019-01-09,70,66.0,,0.66,46.2
2019-01-10,77,66.0,,0.66,50.82
2019-01-11,80,66.0,,0.66,52.800000000000004
2019-01-12,57,66.0,,0.66,37.620000000000005
2019-01-13,54,66.0,,0.66,35.64
2019-01-14,67,66.0,,0.66,44.22
2019-01-15,60,66.0,,0.66,39.6
2019-01-16,72,66.0,,0.66,47.52
2019-01-17,76,66.0,,0.66,50.160000000000004
2019-01-18,75,66.0,,0.66,49.5
2019-01-19,55,66.0,,0.66,36.300000000000004
2019-01-20,49,66.0,,0.66,32.34
2019-01-21,46,66.0,,0.66,30.360000000000003
2019-01-22,65,66.0,,0.66,42.9
2019-01-23,58,66.0,,0.66,38.28
2019-01-24,68,66.0,,0.66,44.88
2019-01-25,70,66.0,,0.66,46.2
2019-01-26,60,66.0,,0.66,39.6
2019-01-27,61,66.0,,0.66,40.260000000000005
2019-01-28,66,66.0,,0.66,43.56
2019-01-29,65,66.0,,0.66,42.9
2019-01-30,99,66.0,,0.66,65.34
2019-01-31,100,66.0,,0.66,66.0
2019-02-01,100,66.0,False,0.66,66.0
2019-02-02,73,66.0,,0.66,48.18
2019-02-03,78,66.0,,0.66,51.480000000000004
2019-02-04,79,66.0,,0.66,52.14
2019-02-05,91,66.0,,0.66,60.06
2019-02-06,84,66.0,,0.66,55.440000000000005
2019-02-07,91,66.0,,0.66,60.06
2019-02-08,80,66.0,,0.66,52.800000000000004
2019-02-09,58,66.0,,0.66,38.28
2019-02-10,68,66.0,,0.66,44.88
2019-02-11,76,66.0,,0.66,50.160000000000004
2019-02-12,76,66.0,,0.66,50.160000000000004
2019-02-13,78,66.0,,0.66,51.480000000000004
2019-02-14,87,66.0,,0.66,57.42
2019-02-15,78,66.0,,0.66,51.480000000000004
2019-02-16,71,66.0,,0.66,46.86
2019-02-17,73,66.0,,0.66,48.18
2019-02-18,71,66.0,,0.66,46.86
2019-02-19,84,66.0,,0.66,55.440000000000005
2019-02-20,74,66.0,,0.66,48.84
2019-02-21,85,66.0,,0.66,56.1
2019-02-22,90,66.0,,0.66,59.400000000000006
2019-02-23,71,66.0,,0.66,46.86
2019-02-24,74,66.0,,0.66,48.84
2019-02-25,95,66.0,,0.66,62.7
2019-02-26,99,66.0,,0.66,65.34
2019-02-27,87,66.0,,0.66,57.42
2019-02-28,90,66.0,,0.66,59.400000000000006
2019-03-01,92,70.0,False,0.7,64.39999999999999
2019-03-02,66,70.0,,0.7,46.199999999999996
2019-03-03,62,70.0,,0.7,43.4
2019-03-04,88,70.0,,0.7,61.599999999999994
2019-03-05,93,70.0,,0.7,65.1
2019-03-06,77,70.0,,0.7,53.9
2019-03-07,80,70.0,,0.7,56.0
2019-03-08,84,70.0,,0.7,58.8
2019-03-09,64,70.0,,0.7,44.8
2019-03-10,64,70.0,,0.7,44.8
2019-03-11,75,70.0,,0.7,52.5
2019-03-12,71,70.0,,0.7,49.699999999999996
2019-03-13,84,70.0,,0.7,58.8
2019-03-14,93,70.0,,0.7,65.1
2019-03-15,85,70.0,,0.7,59.49999999999999
2019-03-16,71,70.0,,0.7,49.699999999999996
2019-03-17,83,70.0,,0.7,58.099999999999994
2019-03-18,89,70.0,,0.7,62.3
2019-03-19,92,70.0,,0.7,64.39999999999999
2019-03-20,100,70.0,,0.7,70.0
2019-03-21,99,70.0,,0.7,69.3
2019-03-22,96,70.0,,0.7,67.19999999999999
2019-03-23,78,70.0,,0.7,54.599999999999994
2019-03-24,78,70.0,,0.7,54.599999999999994
2019-03-25,85,70.0,,0.7,59.49999999999999
2019-03-26,87,70.0,,0.7,60.9
2019-03-27,76,70.0,,0.7,53.199999999999996
2019-03-28,78,70.0,,0.7,54.599999999999994
2019-03-29,87,70.0,,0.7,60.9
2019-03-30,70,70.0,,0.7,49.0
2019-03-31,72,70.0,,0.7,50.4
2019-04-01,83,70.0,False,0.7,58.099999999999994
2019-04-02,81,70.0,,0.7,56.699999999999996
2019-04-03,90,70.0,,0.7,62.99999999999999
2019-04-04,91,70.0,,0.7,63.699999999999996
2019-04-05,100,70.0,,0.7,70.0
2019-04-06,75,70.0,,0.7,52.5
2019-04-07,71,70.0,,0.7,49.699999999999996
2019-04-08,88,70.0,,0.7,61.599999999999994
2019-04-09,80,70.0,,0.7,56.0
2019-04-10,77,70.0,,0.7,53.9
2019-04-11,86,70.0,,0.7,60.199999999999996
2019-04-12,85,70.0,,0.7,59.49999999999999
2019-04-13,80,70.0,,0.7,56.0
2019-04-14,79,70.0,,0.7,55.3
2019-04-15,80,70.0,,0.7,56.0
2019-04-16,95,70.0,,0.7,66.5
2019-04-17,88,70.0,,0.7,61.599999999999994
2019-04-18,85,70.0,,0.7,59.49999999999999
2019-04-19,86,70.0,,0.7,60.199999999999996
2019-04-20,66,70.0,,0.7,46.199999999999996
2019-04-21,62,70.0,,0.7,43.4
2019-04-22,72,70.0,,0.7,50.4
2019-04-23,81,70.0,,0.7,56.699999999999996
2019-04-24,73,70.0,,0.7,51.099999999999994
2019-04-25,86,70.0,,0.7,60.199999999999996
2019-04-26,75,70.0,,0.7,52.5
2019-04-27,58,70.0,,0.7,40.599999999999994
2019-04-28,63,70.0,,0.7,44.099999999999994
2019-04-29,76,70.0,,0.7,53.199999999999996
2019-04-30,74,70.0,,0.7,51.8
2019-05-01,76,77.0,False,0.77,58.52
2019-05-02,63,77.0,,0.77,48.51
2019-05-03,67,77.0,,0.77,51.59
2019-05-04,54,77.0,,0.77,41.58
2019-05-05,57,77.0,,0.77,43.89
2019-05-06,82,77.0,,0.77,63.14
2019-05-07,73,77.0,,0.77,56.21
2019-05-08,71,77.0,,0.77,54.67
2019-05-09,78,77.0,,0.77,60.06
2019-05-10,73,77.0,,0.77,56.21
2019-05-11,61,77.0,,0.77,46.97
2019-05-12,56,77.0,,0.77,43.120000000000005
2019-05-13,70,77.0,,0.77,53.9
2019-05-14,89,77.0,,0.77,68.53
2019-05-15,100,77.0,,0.77,77.0
2019-05-16,85,77.0,,0.77,65.45
2019-05-17,76,77.0,,0.77,58.52
2019-05-18,68,77.0,,0.77,52.36
2019-05-19,60,77.0,,0.77,46.2
2019-05-20,77,77.0,,0.77,59.29
2019-05-21,83,77.0,,0.77,63.910000000000004
2019-05-22,77,77.0,,0.77,59.29
2019-05-23,73,77.0,,0.77,56.21
2019-05-24,78,77.0,,0.77,60.06
2019-05-25,54,77.0,,0.77,41.58
2019-05-26,68,77.0,,0.77,52.36
2019-05-27,60,77.0,,0.77,46.2
2019-05-28,77,77.0,,0.77,59.29
2019-05-29,63,77.0,,0.77,48.51
2019-05-30,68,77.0,,0.77,52.36
2019-05-31,72,77.0,,0.77,55.44
2019-06-01,71,67.0,False,0.67,47.57
2019-06-02,72,67.0,,0.67,48.24
2019-06-03,87,67.0,,0.67,58.290000000000006
2019-06-04,91,67.0,,0.67,60.970000000000006
2019-06-05,88,67.0,,0.67,58.96
2019-06-06,100,67.0,,0.67,67.0
2019-06-07,95,67.0,,0.67,63.650000000000006
2019-06-08,59,67.0,,0.67,39.53
2019-06-09,68,67.0,,0.67,45.56
2019-06-10,88,67.0,,0.67,58.96
2019-06-11,80,67.0,,0.67,53.6
2019-06-12,87,67.0,,0.67,58.290000000000006
2019-06-13,95,67.0,,0.67,63.650000000000006
2019-06-14,84,67.0,,0.67,56.28
2019-06-15,65,67.0,,0.67,43.550000000000004
2019-06-16,75,67.0,,0.67,50.25
2019-06-17,88,67.0,,0.67,58.96
2019-06-18,99,67.0,,0.67,66.33
2019-06-19,90,67.0,,0.67,60.300000000000004
2019-06-20,98,67.0,,0.67,65.66000000000001
2019-06-21,90,67.0,,0.67,60.300000000000004
2019-06-22,68,67.0,,0.67,45.56
2019-06-23,69,67.0,,0.67,46.230000000000004
2019-06-24,80,67.0,,0.67,53.6
2019-06-25,84,67.0,,0.67,56.28
2019-06-26,90,67.0,,0.67,60.300000000000004
2019-06-27,87,67.0,,0.67,58.290000000000006
2019-06-28,88,67.0,,0.67,58.96
2019-06-29,59,67.0,,0.67,39.53
2019-06-30,69,67.0,,0.67,46.230000000000004
2019-07-01,90,68.0,False,0.68,61.2
2019-07-02,75,68.0,,0.68,51.00000000000001
2019-07-03,69,68.0,,0.68,46.92
2019-07-04,68,68.0,,0.68,46.24
2019-07-05,82,68.0,,0.68,55.760000000000005
2019-07-06,63,68.0,,0.68,42.84
2019-07-07,55,68.0,,0.68,37.400000000000006
2019-07-08,76,68.0,,0.68,51.68000000000001
2019-07-09,62,68.0,,0.68,42.160000000000004
2019-07-10,75,68.0,,0.68,51.00000000000001
2019-07-11,83,68.0,,0.68,56.440000000000005
2019-07-12,78,68.0,,0.68,53.040000000000006
2019-07-13,61,68.0,,0.68,41.480000000000004
2019-07-14,63,68.0,,0.68,42.84
2019-07-15,84,68.0,,0.68,57.120000000000005
2019-07-16,100,68.0,,0.68,68.0
2019-07-17,82,68.0,,0.68,55.760000000000005
2019-07-18,75,68.0,,0.68,51.00000000000001
2019-07-19,78,68.0,,0.68,53.040000000000006
2019-07-20,63,68.0,,0.68,42.84
2019-07-21,60,68.0,,0.68,40.800000000000004
2019-07-22,72,68.0,,0.68,48.96
2019-07-23,71,68.0,,0.68,48.28
2019-07-24,85,68.0,,0.68,57.800000000000004
2019-07-25,77,68.0,,0.68,52.36000000000001
2019-07-26,85,68.0,,0.68,57.800000000000004
2019-07-27,68,68.0,,0.68,46.24
2019-07-28,60,68.0,,0.68,40.800000000000004
2019-07-29,74,68.0,,0.68,50.32
2019-07-30,76,68.0,,0.68,51.68000000000001
2019-07-31,77,68.0,,0.68,52.36000000000001
2019-08-01,67,69.0,False,0.69,46.23
2019-08-02,77,69.0,,0.69,53.129999999999995
2019-08-03,63,69.0,,0.69,43.47
2019-08-04,57,69.0,,0.69,39.33
2019-08-05,71,69.0,,0.69,48.989999999999995
2019-08-06,78,69.0,,0.69,53.81999999999999
2019-08-07,69,69.0,,0.69,47.61
2019-08-08,76,69.0,,0.69,52.44
2019-08-09,64,69.0,,0.69,44.16
2019-08-10,53,69.0,,0.69,36.57
2019-08-11,56,69.0,,0.69,38.64
2019-08-12,70,69.0,,0.69,48.3
2019-08-13,81,69.0,,0.69,55.88999999999999
2019-08-14,83,69.0,,0.69,57.269999999999996
2019-08-15,100,69.0,,0.69,69.0
2019-08-16,80,69.0,,0.69,55.199999999999996
2019-08-17,64,69.0,,0.69,44.16
2019-08-18,57,69.0,,0.69,39.33
2019-08-19,65,69.0,,0.69,44.849999999999994
2019-08-20,66,69.0,,0.69,45.54
