date,AL_unscaled,AL_monthly,isPartial,scale,AL
2018-01-04,97,85.0,,0.85,82.45
2018-01-05,98,85.0,,0.85,83.3
2018-01-06,91,85.0,,0.85,77.35
2018-01-07,86,85.0,,0.85,73.1
2018-01-08,97,85.0,,0.85,82.45
2018-01-09,96,85.0,,0.85,81.6
2018-01-10,95,85.0,,0.85,80.75
2018-01-11,94,85.0,,0.85,79.89999999999999
2018-01-12,99,85.0,,0.85,84.14999999999999
2018-01-13,92,85.0,,0.85,78.2
2018-01-14,84,85.0,,0.85,71.39999999999999
2018-01-15,97,85.0,,0.85,82.45
2018-01-16,97,85.0,,0.85,82.45
2018-01-17,100,85.0,,0.85,85.0
2018-01-18,97,85.0,,0.85,82.45
2018-01-19,96,85.0,,0.85,81.6
2018-01-20,91,85.0,,0.85,77.35
2018-01-21,79,85.0,,0.85,67.14999999999999
2018-01-22,95,85.0,,0.85,80.75
2018-01-23,94,85.0,,0.85,79.89999999999999
2018-01-24,95,85.0,,0.85,80.75
2018-01-25,94,85.0,,0.85,79.89999999999999
2018-01-26,100,85.0,,0.85,85.0
2018-01-27,93,85.0,,0.85,79.05
2018-01-28,88,85.0,,0.85,74.8
2018-01-29,93,85.0,,0.85,79.05
2018-01-30,95,85.0,,0.85,80.75
2018-01-31,92,85.0,,0.85,78.2
2018-02-01,93,86.0,False,0.86,79.98
2018-02-02,93,86.0,,0.86,79.98
2018-02-03,91,86.0,,0.86,78.26
2018-02-04,82,86.0,,0.86,70.52
2018-02-05,94,86.0,,0.86,80.84
2018-02-06,94,86.0,,0.86,80.84
2018-02-07,89,86.0,,0.86,76.53999999999999
2018-02-08,93,86.0,,0.86,79.98
2018-02-09,93,86.0,,0.86,79.98
2018-02-10,91,86.0,,0.86,78.26
2018-02-11,84,86.0,,0.86,72.24
2018-02-12,96,86.0,,0.86,82.56
2018-02-13,93,86.0,,0.86,79.98
2018-02-14,90,86.0,,0.86,77.4
2018-02-15,90,86.0,,0.86,77.4
2018-02-16,93,86.0,,0.86,79.98
2018-02-17,90,86.0,,0.86,77.4
2018-02-18,86,86.0,,0.86,73.96
2018-02-19,99,86.0,,0.86,85.14
2018-02-20,94,86.0,,0.86,80.84
2018-02-21,97,86.0,,0.86,83.42
2018-02-22,95,86.0,,0.86,81.7
2018-02-23,99,86.0,,0.86,85.14
2018-02-24,93,86.0,,0.86,79.98
2018-02-25,87,86.0,,0.86,74.82
2018-02-26,100,86.0,,0.86,86.0
2018-02-27,99,86.0,,0.86,85.14
2018-02-28,98,86.0,,0.86,84.28
2018-03-01,94,94.0,False,0.94,88.36
2018-03-02,92,94.0,,0.94,86.47999999999999
2018-03-03,94,94.0,,0.94,88.36
2018-03-04,83,94.0,,0.94,78.02
2018-03-05,95,94.0,,0.94,89.3
2018-03-06,94,94.0,,0.94,88.36
2018-03-07,92,94.0,,0.94,86.47999999999999
2018-03-08,93,94.0,,0.94,87.42
2018-03-09,94,94.0,,0.94,88.36
2018-03-10,90,94.0,,0.94,84.6
2018-03-11,79,94.0,,0.94,74.25999999999999
2018-03-12,92,94.0,,0.94,86.47999999999999
2018-03-13,89,94.0,,0.94,83.66
2018-03-14,89,94.0,,0.94,83.66
2018-03-15,90,94.0,,0.94,84.6
2018-03-16,90,94.0,,0.94,84.6
2018-03-17,83,94.0,,0.94,78.02
2018-03-18,83,94.0,,0.94,78.02
2018-03-19,99,94.0,,0.94,93.05999999999999
2018-03-20,97,94.0,,0.94,91.17999999999999
2018-03-21,92,94.0,,0.94,86.47999999999999
2018-03-22,92,94.0,,0.94,86.47999999999999
2018-03-23,95,94.0,,0.94,89.3
2018-03-24,87,94.0,,0.94,81.78
2018-03-25,79,94.0,,0.94,74.25999999999999
2018-03-26,96,94.0,,0.94,90.24
2018-03-27,92,94.0,,0.94,86.47999999999999
2018-03-28,92,94.0,,0.94,86.47999999999999
2018-03-29,100,94.0,,0.94,94.0
2018-03-30,96,94.0,,0.94,90.24
2018-03-31,86,94.0,,0.94,80.83999999999999
2018-04-01,71,91.0,False,0.91,64.61
2018-04-02,94,91.0,,0.91,85.54
2018-04-03,91,91.0,,0.91,82.81
2018-04-04,91,91.0,,0.91,82.81
2018-04-05,91,91.0,,0.91,82.81
2018-04-06,99,91.0,,0.91,90.09
2018-04-07,100,91.0,,0.91,91.0
2018-04-08,88,91.0,,0.91,80.08
2018-04-09,94,91.0,,0.91,85.54
2018-04-10,88,91.0,,0.91,80.08
2018-04-11,87,91.0,,0.91,79.17
2018-04-12,90,91.0,,0.91,81.9
2018-04-13,91,91.0,,0.91,82.81
2018-04-14,99,91.0,,0.91,90.09
2018-04-15,83,91.0,,0.91,75.53
2018-04-16,88,91.0,,0.91,80.08
2018-04-17,85,91.0,,0.91,77.35000000000001
2018-04-18,87,91.0,,0.91,79.17
2018-04-19,87,91.0,,0.91,79.17
2018-04-20,87,91.0,,0.91,79.17
2018-04-21,83,91.0,,0.91,75.53
2018-04-22,85,91.0,,0.91,77.35000000000001
2018-04-23,90,91.0,,0.91,81.9
2018-04-24,87,91.0,,0.91,79.17
2018-04-25,87,91.0,,0.91,79.17
2018-04-26,88,91.0,,0.91,80.08
2018-04-27,84,91.0,,0.91,76.44
2018-04-28,82,91.0,,0.91,74.62
2018-04-29,81,91.0,,0.91,73.71000000000001
2018-04-30,92,91.0,,0.91,83.72
2018-05-01,96,91.0,False,0.91,87.36
2018-05-02,89,91.0,,0.91,80.99000000000001
2018-05-03,90,91.0,,0.91,81.9
2018-05-04,94,91.0,,0.91,85.54
2018-05-05,96,91.0,,0.91,87.36
2018-05-06,85,91.0,,0.91,77.35000000000001
2018-05-07,94,91.0,,0.91,85.54
2018-05-08,90,91.0,,0.91,81.9
2018-05-09,94,91.0,,0.91,85.54
2018-05-10,98,91.0,,0.91,89.18
2018-05-11,97,91.0,,0.91,88.27
2018-05-12,89,91.0,,0.91,80.99000000000001
2018-05-13,84,91.0,,0.91,76.44
2018-05-14,98,91.0,,0.91,89.18
2018-05-15,96,91.0,,0.91,87.36
2018-05-16,99,91.0,,0.91,90.09
2018-05-17,93,91.0,,0.91,84.63000000000001
2018-05-18,91,91.0,,0.91,82.81
2018-05-19,85,91.0,,0.91,77.35000000000001
2018-05-20,85,91.0,,0.91,77.35000000000001
2018-05-21,93,91.0,,0.91,84.63000000000001
2018-05-22,93,91.0,,0.91,84.63000000000001
2018-05-23,93,91.0,,0.91,84.63000000000001
2018-05-24,100,91.0,,0.91,91.0
2018-05-25,91,91.0,,0.91,82.81
2018-05-26,96,91.0,,0.91,87.36
2018-05-27,85,91.0,,0.91,77.35000000000001
2018-05-28,96,91.0,,0.91,87.36
2018-05-29,95,91.0,,0.91,86.45
2018-05-30,95,91.0,,0.91,86.45
2018-05-31,96,91.0,,0.91,87.36
2018-06-01,85,93.0,False,0.93,79.05
2018-06-02,81,93.0,,0.93,75.33
2018-06-03,76,93.0,,0.93,70.68
2018-06-04,86,93.0,,0.93,79.98
2018-06-05,87,93.0,,0.93,80.91000000000001
2018-06-06,90,93.0,,0.93,83.7
2018-06-07,87,93.0,,0.93,80.91000000000001
2018-06-08,87,93.0,,0.93,80.91000000000001
2018-06-09,82,93.0,,0.93,76.26
2018-06-10,75,93.0,,0.93,69.75
2018-06-11,92,93.0,,0.93,85.56
2018-06-12,91,93.0,,0.93,84.63000000000001
2018-06-13,93,93.0,,0.93,86.49000000000001
2018-06-14,99,93.0,,0.93,92.07000000000001
2018-06-15,100,93.0,,0.93,93.0
2018-06-16,84,93.0,,0.93,78.12
2018-06-17,77,93.0,,0.93,71.61
2018-06-18,86,93.0,,0.93,79.98
2018-06-19,81,93.0,,0.93,75.33
2018-06-20,84,93.0,,0.93,78.12
2018-06-21,81,93.0,,0.93,75.33
2018-06-22,84,93.0,,0.93,78.12
2018-06-23,83,93.0,,0.93,77.19
2018-06-24,72,93.0,,0.93,66.96000000000001
2018-06-25,86,93.0,,0.93,79.98
2018-06-26,84,93.0,,0.93,78.12
2018-06-27,83,93.0,,0.93,77.19
2018-06-28,86,93.0,,0.93,79.98
2018-06-29,87,93.0,,0.93,80.91000000000001
2018-06-30,82,93.0,,0.93,76.26
2018-07-01,82,92.0,False,0.92,75.44
2018-07-02,98,92.0,,0.92,90.16000000000001
2018-07-03,92,92.0,,0.92,84.64
2018-07-04,86,92.0,,0.92,79.12
2018-07-05,97,92.0,,0.92,89.24000000000001
2018-07-06,94,92.0,,0.92,86.48
2018-07-07,90,92.0,,0.92,82.8
2018-07-08,87,92.0,,0.92,80.04
2018-07-09,100,92.0,,0.92,92.0
2018-07-10,92,92.0,,0.92,84.64
2018-07-11,91,92.0,,0.92,83.72
2018-07-12,96,92.0,,0.92,88.32000000000001
2018-07-13,95,92.0,,0.92,87.4
2018-07-14,91,92.0,,0.92,83.72
2018-07-15,81,92.0,,0.92,74.52000000000001
2018-07-16,97,92.0,,0.92,89.24000000000001
2018-07-17,95,92.0,,0.92,87.4
2018-07-18,97,92.0,,0.92,89.24000000000001
2018-07-19,95,92.0,,0.92,87.4
2018-07-20,93,92.0,,0.92,85.56
2018-07-21,93,92.0,,0.92,85.56
2018-07-22,82,92.0,,0.92,75.44
2018-07-23,98,92.0,,0.92,90.16000000000001
2018-07-24,93,92.0,,0.92,85.56
2018-07-25,92,92.0,,0.92,84.64
2018-07-26,94,92.0,,0.92,86.48
2018-07-27,95,92.0,,0.92,87.4
2018-07-28,93,92.0,,0.92,85.56
2018-07-29,87,92.0,,0.92,80.04
2018-07-30,96,92.0,,0.92,88.32000000000001
2018-07-31,92,92.0,,0.92,84.64
2018-08-01,87,93.0,False,0.93,80.91000000000001
2018-08-02,85,93.0,,0.93,79.05
2018-08-03,88,93.0,,0.93,81.84
2018-08-04,82,93.0,,0.93,76.26
2018-08-05,76,93.0,,0.93,70.68
2018-08-06,92,93.0,,0.93,85.56
2018-08-07,85,93.0,,0.93,79.05
2018-08-08,86,93.0,,0.93,79.98
2018-08-09,86,93.0,,0.93,79.98
2018-08-10,87,93.0,,0.93,80.91000000000001
2018-08-11,81,93.0,,0.93,75.33
2018-08-12,75,93.0,,0.93,69.75
2018-08-13,89,93.0,,0.93,82.77000000000001
2018-08-14,86,93.0,,0.93,79.98
2018-08-15,85,93.0,,0.93,79.05
2018-08-16,84,93.0,,0.93,78.12
2018-08-17,88,93.0,,0.93,81.84
2018-08-18,81,93.0,,0.93,75.33
2018-08-19,80,93.0,,0.93,74.4
2018-08-20,100,93.0,,0.93,93.0
2018-08-21,95,93.0,,0.93,88.35000000000001
2018-08-22,83,93.0,,0.93,77.19
2018-08-23,79,93.0,,0.93,73.47
2018-08-24,79,93.0,,0.93,73.47
2018-08-25,77,93.0,,0.93,71.61
2018-08-26,72,93.0,,0.93,66.96000000000001
2018-08-27,82,93.0,,0.93,76.26
2018-08-28,81,93.0,,0.93,75.33
2018-08-29,79,93.0,,0.93,73.47
2018-08-30,78,93.0,,0.93,72.54
2018-08-31,79,93.0,,0.93,73.47
2018-09-01,100,85.0,False,0.85,85.0
2018-09-02,86,85.0,,0.85,73.1
2018-09-03,93,85.0,,0.85,79.05
2018-09-04,100,85.0,,0.85,85.0
2018-09-05,100,85.0,,0.85,85.0
2018-09-06,97,85.0,,0.85,82.45
2018-09-07,93,85.0,,0.85,79.05
2018-09-08,91,85.0,,0.85,77.35
2018-09-09,79,85.0,,0.85,67.14999999999999
2018-09-10,98,85.0,,0.85,83.3
2018-09-11,95,85.0,,0.85,80.75
2018-09-12,98,85.0,,0.85,83.3
2018-09-13,91,85.0,,0.85,77.35
2018-09-14,93,85.0,,0.85,79.05
2018-09-15,89,85.0,,0.85,75.64999999999999
2018-09-16,77,85.0,,0.85,65.45
2018-09-17,97,85.0,,0.85,82.45
2018-09-18,95,85.0,,0.85,80.75
2018-09-19,98,85.0,,0.85,83.3
2018-09-20,97,85.0,,0.85,82.45
2018-09-21,96,85.0,,0.85,81.6
2018-09-22,87,85.0,,0.85,73.95
2018-09-23,84,85.0,,0.85,71.39999999999999
2018-09-24,98,85.0,,0.85,83.3
2018-09-25,98,85.0,,0.85,83.3
2018-09-26,98,85.0,,0.85,83.3
2018-09-27,94,85.0,,0.85,79.89999999999999
2018-09-28,94,85.0,,0.85,79.89999999999999
2018-09-29,94,85.0,,0.85,79.89999999999999
2018-09-30,83,85.0,,0.85,70.55
2018-10-01,93,88.0,False,0.88,81.84
2018-10-02,89,88.0,,0.88,78.32000000000001
2018-10-03,91,88.0,,0.88,80.08
2018-10-04,94,88.0,,0.88,82.72
2018-10-05,87,88.0,,0.88,76.56
2018-10-06,88,88.0,,0.88,77.44
2018-10-07,75,88.0,,0.88,66.0
2018-10-08,92,88.0,,0.88,80.96
2018-10-09,95,88.0,,0.88,83.6
2018-10-10,100,88.0,,0.88,88.0
2018-10-11,95,88.0,,0.88,83.6
2018-10-12,92,88.0,,0.88,80.96
2018-10-13,80,88.0,,0.88,70.4
2018-10-14,73,88.0,,0.88,64.24
2018-10-15,92,88.0,,0.88,80.96
2018-10-16,89,88.0,,0.88,78.32000000000001
2018-10-17,89,88.0,,0.88,78.32000000000001
2018-10-18,93,88.0,,0.88,81.84
2018-10-19,93,88.0,,0.88,81.84
2018-10-20,87,88.0,,0.88,76.56
2018-10-21,70,88.0,,0.88,61.6
2018-10-22,92,88.0,,0.88,80.96
2018-10-23,84,88.0,,0.88,73.92
2018-10-24,85,88.0,,0.88,74.8
2018-10-25,91,88.0,,0.88,80.08
2018-10-26,90,88.0,,0.88,79.2
2018-10-27,78,88.0,,0.88,68.64
2018-10-28,72,88.0,,0.88,63.36
2018-10-29,94,88.0,,0.88,82.72
2018-10-30,85,88.0,,0.88,74.8
2018-10-31,85,88.0,,0.88,74.8
2018-11-01,87,83.0,False,0.83,72.21
2018-11-02,88,83.0,,0.83,73.03999999999999
2018-11-03,76,83.0,,0.83,63.08
2018-11-04,73,83.0,,0.83,60.589999999999996
2018-11-05,89,83.0,,0.83,73.86999999999999
2018-11-06,90,83.0,,0.83,74.7
2018-11-07,77,83.0,,0.83,63.91
2018-11-08,83,83.0,,0.83,68.89
2018-11-09,89,83.0,,0.83,73.86999999999999
2018-11-10,79,83.0,,0.83,65.57
2018-11-11,67,83.0,,0.83,55.61
2018-11-12,85,83.0,,0.83,70.55
2018-11-13,84,83.0,,0.83,69.72
2018-11-14,88,83.0,,0.83,73.03999999999999
2018-11-15,87,83.0,,0.83,72.21
2018-11-16,100,83.0,,0.83,83.0
2018-11-17,88,83.0,,0.83,73.03999999999999
2018-11-18,70,83.0,,0.83,58.099999999999994
2018-11-19,90,83.0,,0.83,74.7
2018-11-20,85,83.0,,0.83,70.55
2018-11-21,83,83.0,,0.83,68.89
2018-11-22,79,83.0,,0.83,65.57
2018-11-23,73,83.0,,0.83,60.589999999999996
2018-11-24,70,83.0,,0.83,58.099999999999994
2018-11-25,68,83.0,,0.83,56.44
2018-11-26,84,83.0,,0.83,69.72
2018-11-27,83,83.0,,0.83,68.89
2018-11-28,82,83.0,,0.83,68.06
2018-11-29,85,83.0,,0.83,70.55
2018-11-30,83,83.0,,0.83,68.89
2018-12-01,81,83.0,False,0.83,67.22999999999999
2018-12-02,68,83.0,,0.83,56.44
2018-12-03,84,83.0,,0.83,69.72
2018-12-04,85,83.0,,0.83,70.55
2018-12-05,84,83.0,,0.83,69.72
2018-12-06,84,83.0,,0.83,69.72
2018-12-07,81,83.0,,0.83,67.22999999999999
2018-12-08,78,83.0,,0.83,64.74
2018-12-09,70,83.0,,0.83,58.099999999999994
2018-12-10,83,83.0,,0.83,68.89
2018-12-11,79,83.0,,0.83,65.57
2018-12-12,83,83.0,,0.83,68.89
2018-12-13,81,83.0,,0.83,67.22999999999999
2018-12-14,100,83.0,,0.83,83.0
2018-12-15,81,83.0,,0.83,67.22999999999999
2018-12-16,71,83.0,,0.83,58.93
2018-12-17,86,83.0,,0.83,71.38
2018-12-18,82,83.0,,0.83,68.06
2018-12-19,82,83.0,,0.83,68.06
2018-12-20,84,83.0,,0.83,69.72
2018-12-21,85,83.0,,0.83,70.55
2018-12-22,82,83.0,,0.83,68.06
2018-12-23,70,83.0,,0.83,58.099999999999994
2018-12-24,81,83.0,,0.83,67.22999999999999
2018-12-25,65,83.0,,0.83,53.949999999999996
2018-12-26,84,83.0,,0.83,69.72
2018-12-27,86,83.0,,0.83,71.38
2018-12-28,89,83.0,,0.83,73.86999999999999
2018-12-29,76,83.0,,0.83,63.08
2018-12-30,77,83.0,,0.83,63.91
2018-12-31,90,83.0,,0.83,74.7
2019-01-01,80,84.0,False,0.84,67.2
2019-01-02,93,84.0,,0.84,78.11999999999999
2019-01-03,98,84.0,,0.84,82.32
2019-01-04,97,84.0,,0.84,81.48
2019-01-05,89,84.0,,0.84,74.75999999999999
2019-01-06,77,84.0,,0.84,64.67999999999999
2019-01-07,93,84.0,,0.84,78.11999999999999
2019-01-08,93,84.0,,0.84,78.11999999999999
2019-01-09,94,84.0,,0.84,78.96
2019-01-10,90,84.0,,0.84,75.6
2019-01-11,95,84.0,,0.84,79.8
2019-01-12,91,84.0,,0.84,76.44
2019-01-13,77,84.0,,0.84,64.67999999999999
2019-01-14,93,84.0,,0.84,78.11999999999999
2019-01-15,90,84.0,,0.84,75.6
2019-01-16,94,84.0,,0.84,78.96
2019-01-17,93,84.0,,0.84,78.11999999999999
2019-01-18,92,84.0,,0.84,77.28
2019-01-19,94,84.0,,0.84,78.96
2019-01-20,88,84.0,,0.84,73.92
2019-01-21,90,84.0,,0.84,75.6
2019-01-22,93,84.0,,0.84,78.11999999999999
2019-01-23,94,84.0,,0.84,78.96
2019-01-24,90,84.0,,0.84,75.6
2019-01-25,95,84.0,,0.84,79.8
2019-01-26,87,84.0,,0.84,73.08
2019-01-27,85,84.0,,0.84,71.39999999999999
2019-01-28,100,84.0,,0.84,84.0
2019-01-29,96,84.0,,0.84,80.64
2019-01-30,93,84.0,,0.84,78.11999999999999
2019-01-31,93,84.0,,0.84,78.11999999999999
2019-02-01,89,87.0,False,0.87,77.42999999999999
2019-02-02,89,87.0,,0.87,77.42999999999999
2019-02-03,73,87.0,,0.87,63.51
2019-02-04,86,87.0,,0.87,74.82
2019-02-05,91,87.0,,0.87,79.17
2019-02-06,92,87.0,,0.87,80.04
2019-02-07,91,87.0,,0.87,79.17
2019-02-08,95,87.0,,0.87,82.65
2019-02-09,93,87.0,,0.87,80.91
2019-02-10,87,87.0,,0.87,75.69
2019-02-11,91,87.0,,0.87,79.17
2019-02-12,96,87.0,,0.87,83.52
2019-02-13,93,87.0,,0.87,80.91
2019-02-14,93,87.0,,0.87,80.91
2019-02-15,95,87.0,,0.87,82.65
2019-02-16,92,87.0,,0.87,80.04
2019-02-17,86,87.0,,0.87,74.82
2019-02-18,95,87.0,,0.87,82.65
2019-02-19,94,87.0,,0.87,81.78
2019-02-20,92,87.0,,0.87,80.04
2019-02-21,99,87.0,,0.87,86.13
2019-02-22,99,87.0,,0.87,86.13
2019-02-23,94,87.0,,0.87,81.78
2019-02-24,89,87.0,,0.87,77.42999999999999
2019-02-25,93,87.0,,0.87,80.91
2019-02-26,93,87.0,,0.87,80.91
2019-02-27,94,87.0,,0.87,81.78
2019-02-28,100,87.0,,0.87,87.0
2019-03-01,81,90.0,False,0.9,72.9
2019-03-02,76,90.0,,0.9,68.4
2019-03-03,76,90.0,,0.9,68.4
2019-03-04,100,90.0,,0.9,90.0
2019-03-05,86,90.0,,0.9,77.4
2019-03-06,78,90.0,,0.9,70.2
2019-03-07,76,90.0,,0.9,68.4
2019-03-08,81,90.0,,0.9,72.9
2019-03-09,79,90.0,,0.9,71.10000000000001
2019-03-10,71,90.0,,0.9,63.9
2019-03-11,83,90.0,,0.9,74.7
2019-03-12,80,90.0,,0.9,72.0
2019-03-13,75,90.0,,0.9,67.5
2019-03-14,83,90.0,,0.9,74.7
2019-03-15,84,90.0,,0.9,75.60000000000001
2019-03-16,76,90.0,,0.9,68.4
2019-03-17,67,90.0,,0.9,60.300000000000004
2019-03-18,78,90.0,,0.9,70.2
2019-03-19,79,90.0,,0.9,71.10000000000001
2019-03-20,78,90.0,,0.9,70.2
2019-03-21,74,90.0,,0.9,66.60000000000001
2019-03-22,77,90.0,,0.9,69.3
2019-03-23,73,90.0,,0.9,65.7
2019-03-24,69,90.0,,0.9,62.1
2019-03-25,77,90.0,,0.9,69.3
2019-03-26,82,90.0,,0.9,73.8
2019-03-27,77,90.0,,0.9,69.3
2019-03-28,76,90.0,,0.9,68.4
2019-03-29,79,90.0,,0.9,71.10000000000001
2019-03-30,75,90.0,,0.9,67.5
2019-03-31,68,90.0,,0.9,61.2
2019-04-01,93,87.0,False,0.87,80.91
2019-04-02,90,87.0,,0.87,78.3
2019-04-03,93,87.0,,0.87,80.91
2019-04-04,94,87.0,,0.87,81.78
2019-04-05,100,87.0,,0.87,87.0
2019-04-06,98,87.0,,0.87,85.26
2019-04-07,82,87.0,,0.87,71.34
2019-04-08,99,87.0,,0.87,86.13
2019-04-09,95,87.0,,0.87,82.65
2019-04-10,92,87.0,,0.87,80.04
2019-04-11,93,87.0,,0.87,80.91
2019-04-12,90,87.0,,0.87,78.3
2019-04-13,94,87.0,,0.87,81.78
2019-04-14,91,87.0,,0.87,79.17
2019-04-15,91,87.0,,0.87,79.17
2019-04-16,95,87.0,,0.87,82.65
2019-04-17,96,87.0,,0.87,83.52
2019-04-18,94,87.0,,0.87,81.78
2019-04-19,96,87.0,,0.87,83.52
2019-04-20,90,87.0,,0.87,78.3
2019-04-21,78,87.0,,0.87,67.86
2019-04-22,91,87.0,,0.87,79.17
2019-04-23,92,87.0,,0.87,80.04
2019-04-24,94,87.0,,0.87,81.78
2019-04-25,96,87.0,,0.87,83.52
2019-04-26,90,87.0,,0.87,78.3
2019-04-27,87,87.0,,0.87,75.69
2019-04-28,83,87.0,,0.87,72.21
2019-04-29,95,87.0,,0.87,82.65
2019-04-30,94,87.0,,0.87,81.78
2019-05-01,93,85.0,False,0.85,79.05
2019-05-02,89,85.0,,0.85,75.64999999999999
2019-05-03,95,85.0,,0.85,80.75
2019-05-04,95,85.0,,0.85,80.75
2019-05-05,90,85.0,,0.85,76.5
2019-05-06,98,85.0,,0.85,83.3
2019-05-07,90,85.0,,0.85,76.5
2019-05-08,92,85.0,,0.85,78.2
2019-05-09,96,85.0,,0.85,81.6
2019-05-10,95,85.0,,0.85,80.75
2019-05-11,94,85.0,,0.85,79.89999999999999
2019-05-12,79,85.0,,0.85,67.14999999999999
2019-05-13,90,85.0,,0.85,76.5
2019-05-14,89,85.0,,0.85,75.64999999999999
2019-05-15,89,85.0,,0.85,75.64999999999999
2019-05-16,91,85.0,,0.85,77.35
2019-05-17,91,85.0,,0.85,77.35
2019-05-18,81,85.0,,0.85,68.85
2019-05-19,77,85.0,,0.85,65.45
2019-05-20,94,85.0,,0.85,79.89999999999999
2019-05-21,94,85.0,,0.85,79.89999999999999
2019-05-22,91,85.0,,0.85,77.35
2019-05-23,91,85.0,,0.85,77.35
2019-05-24,94,85.0,,0.85,79.89999999999999
2019-05-25,90,85.0,,0.85,76.5
2019-05-26,77,85.0,,0.85,65.45
2019-05-27,93,85.0,,0.85,79.05
2019-05-28,98,85.0,,0.85,83.3
2019-05-29,94,85.0,,0.85,79.89999999999999
2019-05-30,97,85.0,,0.85,82.45
2019-05-31,100,85.0,,0.85,85.0
2019-06-01,81,90.0,False,0.9,72.9
2019-06-02,83,90.0,,0.9,74.7
2019-06-03,100,90.0,,0.9,90.0
2019-06-04,99,90.0,,0.9,89.10000000000001
2019-06-05,87,90.0,,0.9,78.3
2019-06-06,85,90.0,,0.9,76.5
2019-06-07,90,90.0,,0.9,81.0
2019-06-08,89,90.0,,0.9,80.10000000000001
2019-06-09,75,90.0,,0.9,67.5
2019-06-10,87,90.0,,0.9,78.3
2019-06-11,82,90.0,,0.9,73.8
2019-06-12,83,90.0,,0.9,74.7
2019-06-13,84,90.0,,0.9,75.60000000000001
2019-06-14,81,90.0,,0.9,72.9
2019-06-15,79,90.0,,0.9,71.10000000000001
2019-06-16,71,90.0,,0.9,63.9
2019-06-17,88,90.0,,0.9,79.2
2019-06-18,89,90.0,,0.9,80.10000000000001
2019-06-19,91,90.0,,0.9,81.9
2019-06-20,86,90.0,,0.9,77.4
2019-06-21,88,90.0,,0.9,79.2
2019-06-22,83,90.0,,0.9,74.7
2019-06-23,79,90.0,,0.9,71.10000000000001
2019-06-24,89,90.0,,0.9,80.10000000000001
2019-06-25,84,90.0,,0.9,75.60000000000001
2019-06-26,85,90.0,,0.9,76.5
2019-06-27,86,90.0,,0.9,77.4
2019-06-28,87,90.0,,0.9,78.3
2019-06-29,80,90.0,,0.9,72.0
2019-06-30,83,90.0,,0.9,74.7
2019-07-01,100,94.0,False,0.94,94.0
2019-07-02,83,94.0,,0.94,78.02
2019-07-03,85,94.0,,0.94,79.89999999999999
2019-07-04,71,94.0,,0.94,66.74
2019-07-05,88,94.0,,0.94,82.72
2019-07-06,78,94.0,,0.94,73.32
2019-07-07,73,94.0,,0.94,68.61999999999999
2019-07-08,85,94.0,,0.94,79.89999999999999
2019-07-09,81,94.0,,0.94,76.14
2019-07-10,88,94.0,,0.94,82.72
2019-07-11,86,94.0,,0.94,80.83999999999999
2019-07-12,86,94.0,,0.94,80.83999999999999
2019-07-13,83,94.0,,0.94,78.02
2019-07-14,75,94.0,,0.94,70.5
2019-07-15,89,94.0,,0.94,83.66
2019-07-16,85,94.0,,0.94,79.89999999999999
2019-07-17,88,94.0,,0.94,82.72
2019-07-18,88,94.0,,0.94,82.72
2019-07-19,84,94.0,,0.94,78.96
2019-07-20,81,94.0,,0.94,76.14
2019-07-21,71,94.0,,0.94,66.74
2019-07-22,88,94.0,,0.94,82.72
2019-07-23,87,94.0,,0.94,81.78
2019-07-24,82,94.0,,0.94,77.08
2019-07-25,84,94.0,,0.94,78.96
2019-07-26,84,94.0,,0.94,78.96
2019-07-27,79,94.0,,0.94,74.25999999999999
2019-07-28,74,94.0,,0.94,69.56
2019-07-29,90,94.0,,0.94,84.6
2019-07-30,85,94.0,,0.94,79.89999999999999
2019-07-31,88,94.0,,0.94,82.72
2019-08-01,94,86.0,False,0.86,80.84
2019-08-02,95,86.0,,0.86,81.7
2019-08-03,89,86.0,,0.86,76.53999999999999
2019-08-04,81,86.0,,0.86,69.66
2019-08-05,97,86.0,,0.86,83.42
2019-08-06,91,86.0,,0.86,78.26
2019-08-07,91,86.0,,0.86,78.26
2019-08-08,94,86.0,,0.86,80.84
2019-08-09,91,86.0,,0.86,78.26
2019-08-10,95,86.0,,0.86,81.7
2019-08-11,94,86.0,,0.86,80.84
2019-08-12,100,86.0,,0.86,86.0
2019-08-13,95,86.0,,0.86,81.7
2019-08-14,91,86.0,,0.86,78.26
2019-08-15,88,86.0,,0.86,75.67999999999999
2019-08-16,89,86.0,,0.86,76.53999999999999
2019-08-17,87,86.0,,0.86,74.82
2019-08-18,78,86.0,,0.86,67.08
2019-08-19,96,86.0,,0.86,82.56
2019-08-20,91,86.0,,0.86,78.26
2019-08-21,87,86.0,,0.86,74.82
2019-08-22,92,86.0,,0.86,79.12
2019-08-23,88,86.0,,0.86,75.67999999999999
2019-08-24,83,86.0,,0.86,71.38
2019-08-25,73,86.0,,0.86,62.78
2019-08-26,87,86.0,,0.86,74.82
2019-08-27,88,86.0,,0.86,75.67999999999999
2019-08-28,88,86.0,,0.86,75.67999999999999
2019-08-29,84,86.0,,0.86,72.24
2019-08-30,86,86.0,,0.86,73.96
2019-08-31,79,86.0,,0.86,67.94
2019-09-01,81,82.0,False,0.82,66.42
2019-09-02,85,82.0,,0.82,69.7
2019-09-03,93,82.0,,0.82,76.25999999999999
2019-09-04,89,82.0,,0.82,72.97999999999999
