date,NVAX_unscaled,NVAX_monthly,isPartial,scale,NVAX
2017-12-20,80,10.0,,0.1,8.0
2017-12-21,59,10.0,,0.1,5.9
2017-12-22,47,10.0,,0.1,4.7
2017-12-23,14,10.0,,0.1,1.4000000000000001
2017-12-24,8,10.0,,0.1,0.8
2017-12-25,6,10.0,,0.1,0.6000000000000001
2017-12-26,43,10.0,,0.1,4.3
2017-12-27,43,10.0,,0.1,4.3
2017-12-28,55,10.0,,0.1,5.5
2017-12-29,27,10.0,,0.1,2.7
2017-12-30,18,10.0,,0.1,1.8
2017-12-31,15,10.0,,0.1,1.5
2018-01-01,4,19.0,False,0.19,0.76
2018-01-02,15,19.0,,0.19,2.85
2018-01-03,20,19.0,,0.19,3.8
2018-01-04,29,19.0,,0.19,5.51
2018-01-05,19,19.0,,0.19,3.61
2018-01-06,7,19.0,,0.19,1.33
2018-01-07,1,19.0,,0.19,0.19
2018-01-08,25,19.0,,0.19,4.75
2018-01-09,17,19.0,,0.19,3.23
2018-01-10,99,19.0,,0.19,18.81
2018-01-11,100,19.0,,0.19,19.0
2018-01-12,69,19.0,,0.19,13.11
2018-01-13,18,19.0,,0.19,3.42
2018-01-14,4,19.0,,0.19,0.76
2018-01-15,16,19.0,,0.19,3.04
2018-01-16,45,19.0,,0.19,8.55
2018-01-17,42,19.0,,0.19,7.98
2018-01-18,36,19.0,,0.19,6.84
2018-01-19,39,19.0,,0.19,7.41
2018-01-20,23,19.0,,0.19,4.37
2018-01-21,10,19.0,,0.19,1.9
2018-01-22,51,19.0,,0.19,9.69
2018-01-23,66,19.0,,0.19,12.540000000000001
2018-01-24,60,19.0,,0.19,11.4
2018-01-25,53,19.0,,0.19,10.07
2018-01-26,54,19.0,,0.19,10.26
2018-01-27,12,19.0,,0.19,2.2800000000000002
2018-01-28,7,19.0,,0.19,1.33
2018-01-29,36,19.0,,0.19,6.84
2018-01-30,37,19.0,,0.19,7.03
2018-01-31,33,19.0,,0.19,6.2700000000000005
2018-02-01,48,20.0,False,0.2,9.600000000000001
2018-02-02,44,20.0,,0.2,8.8
2018-02-03,15,20.0,,0.2,3.0
2018-02-04,15,20.0,,0.2,3.0
2018-02-05,39,20.0,,0.2,7.800000000000001
2018-02-06,60,20.0,,0.2,12.0
2018-02-07,40,20.0,,0.2,8.0
2018-02-08,44,20.0,,0.2,8.8
2018-02-09,46,20.0,,0.2,9.200000000000001
2018-02-10,13,20.0,,0.2,2.6
2018-02-11,10,20.0,,0.2,2.0
2018-02-12,37,20.0,,0.2,7.4
2018-02-13,36,20.0,,0.2,7.2
2018-02-14,35,20.0,,0.2,7.0
2018-02-15,44,20.0,,0.2,8.8
2018-02-16,64,20.0,,0.2,12.8
2018-02-17,30,20.0,,0.2,6.0
2018-02-18,15,20.0,,0.2,3.0
2018-02-19,17,20.0,,0.2,3.4000000000000004
2018-02-20,77,20.0,,0.2,15.4
2018-02-21,89,20.0,,0.2,17.8
2018-02-22,46,20.0,,0.2,9.200000000000001
2018-02-23,91,20.0,,0.2,18.2
2018-02-24,26,20.0,,0.2,5.2
2018-02-25,20,20.0,,0.2,4.0
2018-02-26,69,20.0,,0.2,13.8
2018-02-27,87,20.0,,0.2,17.400000000000002
2018-02-28,100,20.0,,0.2,20.0
2018-03-01,100,15.0,False,0.15,15.0
2018-03-02,74,15.0,,0.15,11.1
2018-03-03,12,15.0,,0.15,1.7999999999999998
2018-03-04,19,15.0,,0.15,2.85
2018-03-05,62,15.0,,0.15,9.299999999999999
2018-03-06,44,15.0,,0.15,6.6
2018-03-07,48,15.0,,0.15,7.199999999999999
2018-03-08,50,15.0,,0.15,7.5
2018-03-09,38,15.0,,0.15,5.7
2018-03-10,7,15.0,,0.15,1.05
2018-03-11,3,15.0,,0.15,0.44999999999999996
2018-03-12,44,15.0,,0.15,6.6
2018-03-13,47,15.0,,0.15,7.05
2018-03-14,50,15.0,,0.15,7.5
2018-03-15,63,15.0,,0.15,9.45
2018-03-16,48,15.0,,0.15,7.199999999999999
2018-03-17,12,15.0,,0.15,1.7999999999999998
2018-03-18,4,15.0,,0.15,0.6
2018-03-19,31,15.0,,0.15,4.6499999999999995
2018-03-20,50,15.0,,0.15,7.5
2018-03-21,27,15.0,,0.15,4.05
2018-03-22,25,15.0,,0.15,3.75
2018-03-23,36,15.0,,0.15,5.3999999999999995
2018-03-24,12,15.0,,0.15,1.7999999999999998
2018-03-25,4,15.0,,0.15,0.6
2018-03-26,28,15.0,,0.15,4.2
2018-03-27,54,15.0,,0.15,8.1
2018-03-28,28,15.0,,0.15,4.2
2018-03-29,35,15.0,,0.15,5.25
2018-03-30,22,15.0,,0.15,3.3
2018-03-31,5,15.0,,0.15,0.75
2018-04-01,12,11.0,False,0.11,1.32
2018-04-02,53,11.0,,0.11,5.83
2018-04-03,68,11.0,,0.11,7.48
2018-04-04,93,11.0,,0.11,10.23
2018-04-05,82,11.0,,0.11,9.02
2018-04-06,51,11.0,,0.11,5.61
2018-04-07,9,11.0,,0.11,0.99
2018-04-08,0,11.0,,0.11,0.0
2018-04-09,34,11.0,,0.11,3.74
2018-04-10,40,11.0,,0.11,4.4
2018-04-11,65,11.0,,0.11,7.15
2018-04-12,100,11.0,,0.11,11.0
2018-04-13,67,11.0,,0.11,7.37
2018-04-14,5,11.0,,0.11,0.55
2018-04-15,7,11.0,,0.11,0.77
2018-04-16,44,11.0,,0.11,4.84
2018-04-17,43,11.0,,0.11,4.73
2018-04-18,51,11.0,,0.11,5.61
2018-04-19,38,11.0,,0.11,4.18
2018-04-20,43,11.0,,0.11,4.73
2018-04-21,7,11.0,,0.11,0.77
2018-04-22,5,11.0,,0.11,0.55
2018-04-23,29,11.0,,0.11,3.19
2018-04-24,50,11.0,,0.11,5.5
2018-04-25,29,11.0,,0.11,3.19
2018-04-26,20,11.0,,0.11,2.2
2018-04-27,20,11.0,,0.11,2.2
2018-04-28,17,11.0,,0.11,1.87
2018-04-29,10,11.0,,0.11,1.1
2018-04-30,21,11.0,,0.11,2.31
2018-05-01,77,9.0,False,0.09,6.93
2018-05-02,77,9.0,,0.09,6.93
2018-05-03,55,9.0,,0.09,4.95
2018-05-04,52,9.0,,0.09,4.68
2018-05-05,24,9.0,,0.09,2.16
2018-05-06,14,9.0,,0.09,1.26
2018-05-07,62,9.0,,0.09,5.58
2018-05-08,58,9.0,,0.09,5.22
2018-05-09,100,9.0,,0.09,9.0
2018-05-10,71,9.0,,0.09,6.39
2018-05-11,73,9.0,,0.09,6.569999999999999
2018-05-12,19,9.0,,0.09,1.71
2018-05-13,10,9.0,,0.09,0.8999999999999999
2018-05-14,72,9.0,,0.09,6.4799999999999995
2018-05-15,93,9.0,,0.09,8.37
2018-05-16,62,9.0,,0.09,5.58
2018-05-17,87,9.0,,0.09,7.83
2018-05-18,66,9.0,,0.09,5.9399999999999995
2018-05-19,24,9.0,,0.09,2.16
2018-05-20,0,9.0,,0.09,0.0
2018-05-21,52,9.0,,0.09,4.68
2018-05-22,86,9.0,,0.09,7.739999999999999
2018-05-23,69,9.0,,0.09,6.21
2018-05-24,88,9.0,,0.09,7.92
2018-05-25,69,9.0,,0.09,6.21
2018-05-26,10,9.0,,0.09,0.8999999999999999
2018-05-27,10,9.0,,0.09,0.8999999999999999
2018-05-28,14,9.0,,0.09,1.26
2018-05-29,60,9.0,,0.09,5.3999999999999995
2018-05-30,95,9.0,,0.09,8.549999999999999
2018-05-31,61,9.0,,0.09,5.49
2018-06-01,47,9.0,False,0.09,4.2299999999999995
2018-06-02,26,9.0,,0.09,2.34
2018-06-03,13,9.0,,0.09,1.17
2018-06-04,56,9.0,,0.09,5.04
2018-06-05,53,9.0,,0.09,4.77
2018-06-06,68,9.0,,0.09,6.12
2018-06-07,36,9.0,,0.09,3.2399999999999998
2018-06-08,52,9.0,,0.09,4.68
2018-06-09,17,9.0,,0.09,1.53
2018-06-10,8,9.0,,0.09,0.72
2018-06-11,45,9.0,,0.09,4.05
2018-06-12,83,9.0,,0.09,7.47
2018-06-13,58,9.0,,0.09,5.22
2018-06-14,100,9.0,,0.09,9.0
2018-06-15,45,9.0,,0.09,4.05
2018-06-16,34,9.0,,0.09,3.06
2018-06-17,9,9.0,,0.09,0.8099999999999999
2018-06-18,44,9.0,,0.09,3.96
2018-06-19,57,9.0,,0.09,5.13
2018-06-20,77,9.0,,0.09,6.93
2018-06-21,65,9.0,,0.09,5.85
2018-06-22,51,9.0,,0.09,4.59
2018-06-23,25,9.0,,0.09,2.25
2018-06-24,30,9.0,,0.09,2.6999999999999997
2018-06-25,46,9.0,,0.09,4.14
2018-06-26,73,9.0,,0.09,6.569999999999999
2018-06-27,82,9.0,,0.09,7.38
2018-06-28,70,9.0,,0.09,6.3
2018-06-29,80,9.0,,0.09,7.199999999999999
2018-06-30,30,9.0,,0.09,2.6999999999999997
2018-07-01,5,7.0,False,0.07,0.35000000000000003
2018-07-02,100,7.0,,0.07,7.000000000000001
2018-07-03,42,7.0,,0.07,2.9400000000000004
2018-07-04,32,7.0,,0.07,2.24
2018-07-05,69,7.0,,0.07,4.83
2018-07-06,36,7.0,,0.07,2.5200000000000005
2018-07-07,16,7.0,,0.07,1.12
2018-07-08,21,7.0,,0.07,1.4700000000000002
2018-07-09,53,7.0,,0.07,3.7100000000000004
2018-07-10,62,7.0,,0.07,4.340000000000001
2018-07-11,55,7.0,,0.07,3.8500000000000005
2018-07-12,47,7.0,,0.07,3.2900000000000005
2018-07-13,29,7.0,,0.07,2.0300000000000002
2018-07-14,21,7.0,,0.07,1.4700000000000002
2018-07-15,16,7.0,,0.07,1.12
2018-07-16,60,7.0,,0.07,4.2
2018-07-17,95,7.0,,0.07,6.65
2018-07-18,73,7.0,,0.07,5.11
2018-07-19,75,7.0,,0.07,5.250000000000001
2018-07-20,66,7.0,,0.07,4.62
2018-07-21,16,7.0,,0.07,1.12
2018-07-22,16,7.0,,0.07,1.12
2018-07-23,64,7.0,,0.07,4.48
2018-07-24,77,7.0,,0.07,5.390000000000001
2018-07-25,94,7.0,,0.07,6.580000000000001
2018-07-26,60,7.0,,0.07,4.2
2018-07-27,47,7.0,,0.07,3.2900000000000005
2018-07-28,16,7.0,,0.07,1.12
2018-07-29,6,7.0,,0.07,0.42000000000000004
2018-07-30,41,7.0,,0.07,2.87
2018-07-31,62,7.0,,0.07,4.340000000000001
2018-08-01,61,10.0,False,0.1,6.1000000000000005
2018-08-02,26,10.0,,0.1,2.6
2018-08-03,69,10.0,,0.1,6.9
2018-08-04,14,10.0,,0.1,1.4000000000000001
2018-08-05,14,10.0,,0.1,1.4000000000000001
2018-08-06,43,10.0,,0.1,4.3
2018-08-07,54,10.0,,0.1,5.4
2018-08-08,79,10.0,,0.1,7.9
2018-08-09,94,10.0,,0.1,9.4
2018-08-10,100,10.0,,0.1,10.0
2018-08-11,11,10.0,,0.1,1.1
2018-08-12,21,10.0,,0.1,2.1
2018-08-13,46,10.0,,0.1,4.6000000000000005
2018-08-14,58,10.0,,0.1,5.800000000000001
2018-08-15,59,10.0,,0.1,5.9
2018-08-16,34,10.0,,0.1,3.4000000000000004
2018-08-17,28,10.0,,0.1,2.8000000000000003
2018-08-18,15,10.0,,0.1,1.5
2018-08-19,11,10.0,,0.1,1.1
2018-08-20,65,10.0,,0.1,6.5
2018-08-21,61,10.0,,0.1,6.1000000000000005
2018-08-22,67,10.0,,0.1,6.7
2018-08-23,40,10.0,,0.1,4.0
2018-08-24,62,10.0,,0.1,6.2
2018-08-25,7,10.0,,0.1,0.7000000000000001
2018-08-26,11,10.0,,0.1,1.1
2018-08-27,66,10.0,,0.1,6.6000000000000005
2018-08-28,69,10.0,,0.1,6.9
2018-08-29,76,10.0,,0.1,7.6000000000000005
2018-08-30,72,10.0,,0.1,7.2
2018-08-31,43,10.0,,0.1,4.3
2018-09-01,19,12.0,False,0.12,2.28
2018-09-02,2,12.0,,0.12,0.24
2018-09-03,14,12.0,,0.12,1.68
2018-09-04,49,12.0,,0.12,5.88
2018-09-05,46,12.0,,0.12,5.52
2018-09-06,37,12.0,,0.12,4.4399999999999995
2018-09-07,34,12.0,,0.12,4.08
2018-09-08,7,12.0,,0.12,0.84
2018-09-09,7,12.0,,0.12,0.84
2018-09-10,42,12.0,,0.12,5.04
2018-09-11,43,12.0,,0.12,5.16
2018-09-12,32,12.0,,0.12,3.84
2018-09-13,38,12.0,,0.12,4.56
2018-09-14,20,12.0,,0.12,2.4
2018-09-15,10,12.0,,0.12,1.2
2018-09-16,5,12.0,,0.12,0.6
2018-09-17,22,12.0,,0.12,2.6399999999999997
2018-09-18,41,12.0,,0.12,4.92
2018-09-19,43,12.0,,0.12,5.16
2018-09-20,38,12.0,,0.12,4.56
2018-09-21,74,12.0,,0.12,8.879999999999999
2018-09-22,34,12.0,,0.12,4.08
2018-09-23,21,12.0,,0.12,2.52
2018-09-24,100,12.0,,0.12,12.0
2018-09-25,91,12.0,,0.12,10.92
2018-09-26,84,12.0,,0.12,10.08
2018-09-27,67,12.0,,0.12,8.04
2018-09-28,68,12.0,,0.12,8.16
2018-09-29,20,12.0,,0.12,2.4
2018-09-30,14,12.0,,0.12,1.68
2018-10-01,47,14.0,False,0.14,6.580000000000001
2018-10-02,44,14.0,,0.14,6.16
2018-10-03,71,14.0,,0.14,9.940000000000001
2018-10-04,100,14.0,,0.14,14.000000000000002
2018-10-05,60,14.0,,0.14,8.4
2018-10-06,12,14.0,,0.14,1.6800000000000002
2018-10-07,10,14.0,,0.14,1.4000000000000001
2018-10-08,69,14.0,,0.14,9.66
2018-10-09,59,14.0,,0.14,8.260000000000002
2018-10-10,52,14.0,,0.14,7.280000000000001
2018-10-11,59,14.0,,0.14,8.260000000000002
2018-10-12,45,14.0,,0.14,6.300000000000001
2018-10-13,12,14.0,,0.14,1.6800000000000002
2018-10-14,16,14.0,,0.14,2.24
2018-10-15,31,14.0,,0.14,4.340000000000001
2018-10-16,49,14.0,,0.14,6.86
2018-10-17,54,14.0,,0.14,7.5600000000000005
2018-10-18,38,14.0,,0.14,5.32
2018-10-19,47,14.0,,0.14,6.580000000000001
2018-10-20,14,14.0,,0.14,1.9600000000000002
2018-10-21,6,14.0,,0.14,0.8400000000000001
2018-10-22,27,14.0,,0.14,3.7800000000000002
2018-10-23,48,14.0,,0.14,6.720000000000001
2018-10-24,50,14.0,,0.14,7.000000000000001
2018-10-25,34,14.0,,0.14,4.760000000000001
2018-10-26,32,14.0,,0.14,4.48
2018-10-27,4,14.0,,0.14,0.56
2018-10-28,10,14.0,,0.14,1.4000000000000001
2018-10-29,37,14.0,,0.14,5.180000000000001
2018-10-30,22,14.0,,0.14,3.08
2018-10-31,30,14.0,,0.14,4.2
2018-11-01,67,10.0,False,0.1,6.7
2018-11-02,100,10.0,,0.1,10.0
2018-11-03,13,10.0,,0.1,1.3
2018-11-04,13,10.0,,0.1,1.3
2018-11-05,43,10.0,,0.1,4.3
2018-11-06,57,10.0,,0.1,5.7
2018-11-07,76,10.0,,0.1,7.6000000000000005
2018-11-08,77,10.0,,0.1,7.7
2018-11-09,75,10.0,,0.1,7.5
2018-11-10,16,10.0,,0.1,1.6
2018-11-11,3,10.0,,0.1,0.30000000000000004
2018-11-12,44,10.0,,0.1,4.4
2018-11-13,54,10.0,,0.1,5.4
2018-11-14,49,10.0,,0.1,4.9
2018-11-15,46,10.0,,0.1,4.6000000000000005
2018-11-16,64,10.0,,0.1,6.4
2018-11-17,13,10.0,,0.1,1.3
2018-11-18,13,10.0,,0.1,1.3
2018-11-19,57,10.0,,0.1,5.7
2018-11-20,51,10.0,,0.1,5.1000000000000005
2018-11-21,60,10.0,,0.1,6.0
2018-11-22,3,10.0,,0.1,0.30000000000000004
2018-11-23,30,10.0,,0.1,3.0
2018-11-24,9,10.0,,0.1,0.9
2018-11-25,16,10.0,,0.1,1.6
2018-11-26,50,10.0,,0.1,5.0
2018-11-27,50,10.0,,0.1,5.0
2018-11-28,72,10.0,,0.1,7.2
2018-11-29,81,10.0,,0.1,8.1
2018-11-30,83,10.0,,0.1,8.3
2018-12-01,26,15.0,False,0.15,3.9
2018-12-02,14,15.0,,0.15,2.1
2018-12-03,58,15.0,,0.15,8.7
2018-12-04,48,15.0,,0.15,7.199999999999999
2018-12-05,32,15.0,,0.15,4.8
2018-12-06,37,15.0,,0.15,5.55
2018-12-07,52,15.0,,0.15,7.8
2018-12-08,23,15.0,,0.15,3.4499999999999997
2018-12-09,8,15.0,,0.15,1.2
2018-12-10,45,15.0,,0.15,6.75
2018-12-11,67,15.0,,0.15,10.049999999999999
2018-12-12,81,15.0,,0.15,12.15
2018-12-13,100,15.0,,0.15,15.0
2018-12-14,59,15.0,,0.15,8.85
2018-12-15,24,15.0,,0.15,3.5999999999999996
2018-12-16,15,15.0,,0.15,2.25
2018-12-17,73,15.0,,0.15,10.95
2018-12-18,76,15.0,,0.15,11.4
2018-12-19,46,15.0,,0.15,6.8999999999999995
2018-12-20,39,15.0,,0.15,5.85
2018-12-21,56,15.0,,0.15,8.4
2018-12-22,15,15.0,,0.15,2.25
2018-12-23,13,15.0,,0.15,1.95
2018-12-24,45,15.0,,0.15,6.75
2018-12-25,10,15.0,,0.15,1.5
2018-12-26,74,15.0,,0.15,11.1
2018-12-27,61,15.0,,0.15,9.15
2018-12-28,72,15.0,,0.15,10.799999999999999
2018-12-29,34,15.0,,0.15,5.1
2018-12-30,11,15.0,,0.15,1.65
2018-12-31,51,15.0,,0.15,7.6499999999999995
2019-01-01,15,19.0,False,0.19,2.85
2019-01-02,52,19.0,,0.19,9.88
2019-01-03,98,19.0,,0.19,18.62
2019-01-04,100,19.0,,0.19,19.0
2019-01-05,34,19.0,,0.19,6.46
2019-01-06,9,19.0,,0.19,1.71
2019-01-07,78,19.0,,0.19,14.82
2019-01-08,70,19.0,,0.19,13.3
2019-01-09,91,19.0,,0.19,17.29
2019-01-10,62,19.0,,0.19,11.78
2019-01-11,54,19.0,,0.19,10.26
2019-01-12,14,19.0,,0.19,2.66
2019-01-13,9,19.0,,0.19,1.71
2019-01-14,43,19.0,,0.19,8.17
2019-01-15,51,19.0,,0.19,9.69
2019-01-16,46,19.0,,0.19,8.74
2019-01-17,51,19.0,,0.19,9.69
2019-01-18,42,19.0,,0.19,7.98
2019-01-19,21,19.0,,0.19,3.99
2019-01-20,7,19.0,,0.19,1.33
2019-01-21,15,19.0,,0.19,2.85
2019-01-22,46,19.0,,0.19,8.74
2019-01-23,43,19.0,,0.19,8.17
2019-01-24,39,19.0,,0.19,7.41
2019-01-25,48,19.0,,0.19,9.120000000000001
2019-01-26,13,19.0,,0.19,2.47
2019-01-27,20,19.0,,0.19,3.8
2019-01-28,50,19.0,,0.19,9.5
2019-01-29,70,19.0,,0.19,13.3
2019-01-30,62,19.0,,0.19,11.78
2019-01-31,59,19.0,,0.19,11.21
2019-02-01,31,20.0,False,0.2,6.2
2019-02-02,7,20.0,,0.2,1.4000000000000001
2019-02-03,3,20.0,,0.2,0.6000000000000001
2019-02-04,20,20.0,,0.2,4.0
2019-02-05,23,20.0,,0.2,4.6000000000000005
2019-02-06,24,20.0,,0.2,4.800000000000001
2019-02-07,30,20.0,,0.2,6.0
2019-02-08,21,20.0,,0.2,4.2
2019-02-09,10,20.0,,0.2,2.0
2019-02-10,8,20.0,,0.2,1.6
2019-02-11,26,20.0,,0.2,5.2
2019-02-12,22,20.0,,0.2,4.4
2019-02-13,33,20.0,,0.2,6.6000000000000005
2019-02-14,20,20.0,,0.2,4.0
2019-02-15,27,20.0,,0.2,5.4
2019-02-16,16,20.0,,0.2,3.2
2019-02-17,9,20.0,,0.2,1.8
2019-02-18,8,20.0,,0.2,1.6
2019-02-19,18,20.0,,0.2,3.6
2019-02-20,29,20.0,,0.2,5.800000000000001
2019-02-21,36,20.0,,0.2,7.2
2019-02-22,28,20.0,,0.2,5.6000000000000005
2019-02-23,13,20.0,,0.2,2.6
2019-02-24,12,20.0,,0.2,2.4000000000000004
2019-02-25,30,20.0,,0.2,6.0
2019-02-26,29,20.0,,0.2,5.800000000000001
2019-02-27,37,20.0,,0.2,7.4
2019-02-28,100,20.0,,0.2,20.0
2019-03-01,100,22.0,False,0.22,22.0
2019-03-02,28,22.0,,0.22,6.16
2019-03-03,15,22.0,,0.22,3.3
2019-03-04,62,22.0,,0.22,13.64
2019-03-05,45,22.0,,0.22,9.9
2019-03-06,43,22.0,,0.22,9.46
2019-03-07,42,22.0,,0.22,9.24
2019-03-08,30,22.0,,0.22,6.6
2019-03-09,18,22.0,,0.22,3.96
2019-03-10,4,22.0,,0.22,0.88
2019-03-11,32,22.0,,0.22,7.04
2019-03-12,44,22.0,,0.22,9.68
2019-03-13,38,22.0,,0.22,8.36
2019-03-14,35,22.0,,0.22,7.7
2019-03-15,22,22.0,,0.22,4.84
2019-03-16,15,22.0,,0.22,3.3
2019-03-17,12,22.0,,0.22,2.64
2019-03-18,50,22.0,,0.22,11.0
2019-03-19,41,22.0,,0.22,9.02
2019-03-20,53,22.0,,0.22,11.66
2019-03-21,53,22.0,,0.22,11.66
2019-03-22,36,22.0,,0.22,7.92
2019-03-23,16,22.0,,0.22,3.52
2019-03-24,10,22.0,,0.22,2.2
2019-03-25,26,22.0,,0.22,5.72
2019-03-26,32,22.0,,0.22,7.04
2019-03-27,23,22.0,,0.22,5.06
2019-03-28,22,22.0,,0.22,4.84
2019-03-29,38,22.0,,0.22,8.36
2019-03-30,11,22.0,,0.22,2.42
2019-03-31,5,22.0,,0.22,1.1
2019-04-01,62,13.0,False,0.13,8.06
2019-04-02,100,13.0,,0.13,13.0
2019-04-03,70,13.0,,0.13,9.1
2019-04-04,68,13.0,,0.13,8.84
2019-04-05,48,13.0,,0.13,6.24
2019-04-06,21,13.0,,0.13,2.73
2019-04-07,17,13.0,,0.13,2.21
2019-04-08,59,13.0,,0.13,7.67
2019-04-09,66,13.0,,0.13,8.58
2019-04-10,77,13.0,,0.13,10.01
2019-04-11,62,13.0,,0.13,8.06
2019-04-12,72,13.0,,0.13,9.36
2019-04-13,15,13.0,,0.13,1.9500000000000002
2019-04-14,17,13.0,,0.13,2.21
2019-04-15,36,13.0,,0.13,4.68
2019-04-16,60,13.0,,0.13,7.800000000000001
2019-04-17,97,13.0,,0.13,12.610000000000001
2019-04-18,84,13.0,,0.13,10.92
2019-04-19,50,13.0,,0.13,6.5
2019-04-20,24,13.0,,0.13,3.12
2019-04-21,9,13.0,,0.13,1.17
2019-04-22,65,13.0,,0.13,8.450000000000001
2019-04-23,51,13.0,,0.13,6.63
2019-04-24,42,13.0,,0.13,5.46
2019-04-25,55,13.0,,0.13,7.15
2019-04-26,41,13.0,,0.13,5.33
2019-04-27,17,13.0,,0.13,2.21
2019-04-28,6,13.0,,0.13,0.78
2019-04-29,65,13.0,,0.13,8.450000000000001
2019-04-30,66,13.0,,0.13,8.58
2019-05-01,54,13.0,False,0.13,7.0200000000000005
2019-05-02,57,13.0,,0.13,7.41
2019-05-03,58,13.0,,0.13,7.54
2019-05-04,34,13.0,,0.13,4.42
2019-05-05,13,13.0,,0.13,1.69
2019-05-06,27,13.0,,0.13,3.5100000000000002
2019-05-07,51,13.0,,0.13,6.63
2019-05-08,66,13.0,,0.13,8.58
2019-05-09,48,13.0,,0.13,6.24
2019-05-10,100,13.0,,0.13,13.0
2019-05-11,36,13.0,,0.13,4.68
2019-05-12,9,13.0,,0.13,1.17
2019-05-13,48,13.0,,0.13,6.24
2019-05-14,86,13.0,,0.13,11.18
2019-05-15,53,13.0,,0.13,6.890000000000001
2019-05-16,34,13.0,,0.13,4.42
2019-05-17,47,13.0,,0.13,6.11
2019-05-18,11,13.0,,0.13,1.4300000000000002
2019-05-19,13,13.0,,0.13,1.69
2019-05-20,29,13.0,,0.13,3.77
2019-05-21,23,13.0,,0.13,2.99
2019-05-22,35,13.0,,0.13,4.55
2019-05-23,35,13.0,,0.13,4.55
2019-05-24,29,13.0,,0.13,3.77
2019-05-25,11,13.0,,0.13,1.4300000000000002
2019-05-26,9,13.0,,0.13,1.17
2019-05-27,11,13.0,,0.13,1.4300000000000002
2019-05-28,35,13.0,,0.13,4.55
2019-05-29,41,13.0,,0.13,5.33
2019-05-30,36,13.0,,0.13,4.68
2019-05-31,19,13.0,,0.13,2.47
2019-06-01,14,7.0,False,0.07,0.9800000000000001
2019-06-02,23,7.0,,0.07,1.61
2019-06-03,38,7.0,,0.07,2.66
2019-06-04,100,7.0,,0.07,7.000000000000001
2019-06-05,20,7.0,,0.07,1.4000000000000001
2019-06-06,63,7.0,,0.07,4.41
2019-06-07,44,7.0,,0.07,3.08
2019-06-08,0,7.0,,0.07,0.0
2019-06-09,5,7.0,,0.07,0.35000000000000003
2019-06-10,70,7.0,,0.07,4.9
2019-06-11,71,7.0,,0.07,4.970000000000001
2019-06-12,71,7.0,,0.07,4.970000000000001
2019-06-13,40,7.0,,0.07,2.8000000000000003
2019-06-14,35,7.0,,0.07,2.45
2019-06-15,32,7.0,,0.07,2.24
2019-06-16,14,7.0,,0.07,0.9800000000000001
2019-06-17,36,7.0,,0.07,2.5200000000000005
2019-06-18,58,7.0,,0.07,4.0600000000000005
2019-06-19,39,7.0,,0.07,2.7300000000000004
2019-06-20,47,7.0,,0.07,3.2900000000000005
2019-06-21,45,7.0,,0.07,3.1500000000000004
2019-06-22,14,7.0,,0.07,0.9800000000000001
2019-06-23,19,7.0,,0.07,1.33
2019-06-24,36,7.0,,0.07,2.5200000000000005
2019-06-25,36,7.0,,0.07,2.5200000000000005
2019-06-26,47,7.0,,0.07,3.2900000000000005
2019-06-27,91,7.0,,0.07,6.370000000000001
2019-06-28,68,7.0,,0.07,4.760000000000001
2019-06-29,23,7.0,,0.07,1.61
2019-06-30,14,7.0,,0.07,0.9800000000000001
2019-07-01,100,6.0,False,0.06,6.0
2019-07-02,78,6.0,,0.06,4.68
2019-07-03,53,6.0,,0.06,3.1799999999999997
2019-07-04,18,6.0,,0.06,1.08
2019-07-05,54,6.0,,0.06,3.2399999999999998
2019-07-06,18,6.0,,0.06,1.08
2019-07-07,12,6.0,,0.06,0.72
2019-07-08,51,6.0,,0.06,3.06
2019-07-09,47,6.0,,0.06,2.82
2019-07-10,57,6.0,,0.06,3.42
2019-07-11,77,6.0,,0.06,4.62
2019-07-12,64,6.0,,0.06,3.84
2019-07-13,25,6.0,,0.06,1.5
2019-07-14,25,6.0,,0.06,1.5
2019-07-15,84,6.0,,0.06,5.04
2019-07-16,55,6.0,,0.06,3.3
2019-07-17,57,6.0,,0.06,3.42
2019-07-18,53,6.0,,0.06,3.1799999999999997
2019-07-19,27,6.0,,0.06,1.6199999999999999
2019-07-20,6,6.0,,0.06,0.36
2019-07-21,12,6.0,,0.06,0.72
2019-07-22,37,6.0,,0.06,2.2199999999999998
2019-07-23,47,6.0,,0.06,2.82
2019-07-24,38,6.0,,0.06,2.28
2019-07-25,49,6.0,,0.06,2.94
2019-07-26,72,6.0,,0.06,4.32
2019-07-27,25,6.0,,0.06,1.5
2019-07-28,6,6.0,,0.06,0.36
2019-07-29,48,6.0,,0.06,2.88
2019-07-30,64,6.0,,0.06,3.84
2019-07-31,87,6.0,,0.06,5.22
2019-08-01,20,9.0,False,0.09,1.7999999999999998
2019-08-02,29,9.0,,0.09,2.61
2019-08-03,5,9.0,,0.09,0.44999999999999996
2019-08-04,0,9.0,,0.09,0.0
2019-08-05,23,9.0,,0.09,2.07
2019-08-06,21,9.0,,0.09,1.89
2019-08-07,35,9.0,,0.09,3.15
2019-08-08,28,9.0,,0.09,2.52
2019-08-09,33,9.0,,0.09,2.9699999999999998
2019-08-10,10,9.0,,0.09,0.8999999999999999
2019-08-11,5,9.0,,0.09,0.44999999999999996
2019-08-12,16,9.0,,0.09,1.44
